0.0236101+0.0331292j -0.0374895+0.0205525j 0.0449969+0.029882j 0.0274432-0.0430516j 0.0284924-0.00347532j 0.00745202+0.0386523j -0.00700419+0.0159313j -0.0175488-0.00649111j -0.000550376-0.0246525j -0.0163184-0.0013454j -0.0285102+0.00719345j -0.0110543-0.0161066j 0.00935818-0.028251j 0.0138425+0.0149156j -0.0032446-0.00986756j -0.0094556-0.0122083j 0.00148376-0.000623858j 0.011074+0.000613384j 0.00895017-0.0108758j 0.0123701-0.0139885j 0.0160975-0.00515076j 0.0115485-0.00586099j 0.00552112-0.000844247j 0.011105-0.0130454j 0.00877763-0.0215885j 0.000439808+0.00194792j 0.000655428+0.00213221j 0.0167658-0.0186128j -0.0104612-0.0233787j 0.0238307-0.00582521j 0.0031902+0.000182516j 0.0163411-0.00487859j -0.0076125-0.00649147j 0.00103418-0.00750234j 0.00952686+0.000344929j -0.00431572-0.00328906j -0.0113016+0.00719309j 0.0305336-0.00469475j 0.00447097+0.0155576j -1.55762e-05+0.0169325j -0.006856+0.00890087j 0.00716958+0.0239402j 0.000500568+0.0175458j 0.0274314-0.021334j -0.0118442+0.0146106j -0.0047572+0.0149985j 0.00201731+0.0123914j 0.0165992+0.0144528j 0.049785+0.01151j -0.00974516+0.0444153j 0.0131899-0.0373432j -0.0395101-0.0206964j 
0.00163965-0.000897937j 0.0016943+0.00089923j -0.00250035+0.000470498j -0.00221087-0.000775938j 0.00607015+0.0108499j 0.000894179-0.00615558j -0.00193351-0.00778578j 0.00534129-0.000650731j -0.00201354-0.00112582j -0.00763287-0.00267033j 0.00149626+0.00321233j -0.00241973-0.00530261j 0.00251063+0.00419474j 0.00612032-0.00733952j 0.0063888+0.000266302j -0.00410033+0.00255019j -0.000409044+0.00454641j -0.00923175+0.00218625j -0.00373812-0.00218604j -0.00233648+0.000389301j 0.000142915-0.00380036j -0.00950103-0.00980025j -0.00599386+0.00266719j 0.000880858-0.000939352j 0.00366777+0.00823576j 0.00162289+0.00427953j -0.0030496+0.00517649j -0.00633628+0.0091611j 0.002711-1.89712e-05j -0.00400747-0.00201379j -0.00216317+0.00284959j 0.00217876+0.00122719j 0.00178805+0.00648173j 0.00161617-0.00237138j 0.00193744+0.00217015j -0.00435617+0.00316028j 0.0114888-0.00569194j -0.00438513+0.0101544j -0.00039842-0.000730541j -0.00345923+0.00119799j 0.0052733+0.000113551j -0.000275665-0.00198566j -0.00138356+0.00225007j -0.000726311-0.00562316j 0.00154772+0.000216113j 0.00203885+0.00111758j 0.00058342+0.00137233j -0.00609974-0.00083448j -0.000917817+0.000107416j 0.002108-0.00552222j 6.823e-05+0.000547764j 0.000961053+0.000843452j 
0.000127859+0.00372891j -0.00327796+0.000380232j 0.00882969+0.00561565j 0.00676068+0.00157172j 0.00696772-0.0029344j 0.00599929-0.00927837j -0.00170859+0.00413152j 0.00314127-0.000122949j 0.00129898+0.00280982j -0.0110099-0.00293592j -0.00725259+0.00187909j -0.00248417+0.000420756j -0.0022538-0.00362704j -0.000575345-0.00304709j -0.010113+0.00393386j -0.000323257+0.00512035j -0.00605681+0.00646263j -0.00362266+0.00568318j -0.00151701-0.00257759j -0.00210119+0.00124109j -0.000396652+0.00221675j 0.00257665+0.00095541j 0.00440791-0.000140777j 0.00355531+0.00100058j -0.002066-0.0047885j 0.00201642+0.00075044j 0.00748898-0.00227331j -0.0073327+0.0028867j 0.00463017-0.0014387j -0.00241701-0.00227372j -0.00224613-0.00359983j 0.00494802-0.00158497j -0.00260197-0.00593627j 0.00753377+0.00188011j 0.000335212+0.00565917j -0.00564578+0.00256604j -0.000597954-0.00240351j 0.00149412-0.00121568j -0.000584284+0.00450841j 0.000152572-0.000339224j -0.00285547-0.00186058j 0.00462163+0.00240611j 0.00470168-0.00347425j 0.00162595+0.000560505j 0.00222689+0.00117346j 0.0026469+0.00291756j 0.00189948-0.00416362j 0.00321192+0.000960593j 0.00460925+0.00289731j -0.00571982+0.00546877j -0.000367298-0.00150945j -0.00156965-0.00145137j 
0.00305546-0.00200566j 0.00156042+0.00323303j -0.00153676+0.00280622j -0.00681115+0.00261678j -0.00384854+0.00798531j 0.00433172-0.0122803j -0.00467975+0.00698458j 0.00114087-0.00312883j -0.00416096+0.00614641j -0.0023768+0.000359435j 0.000291509-0.00806736j -0.00145388+0.000651854j -0.00158628+0.00841735j 9.55211e-05+0.00228745j 0.00502349+0.00940494j 0.00531986-0.010165j -0.001484+0.00687108j 0.00265017+0.00310097j 0.000839212+0.00570811j -0.00292357-0.00274017j -0.00723665-0.0029862j -0.00288909+0.00783673j -0.00781351+0.00157372j 0.00222105-0.00951902j -0.00708864-0.00697487j 0.0145617+0.00146997j 0.00575688+0.0030018j -0.00487812+0.00445494j 0.00129997+0.00118683j -0.00540506+0.00171444j 0.00310021-0.00148051j -0.000631984-0.00481909j 0.00791438+0.00143605j 0.00696304+0.0062971j -0.00946997+0.000957644j -0.0048433+0.00281341j 0.00343886+0.000147671j -0.00422253+0.000631131j 0.00584339+0.00477519j 0.00344422-0.00185325j -0.000894287-0.00355402j 0.00077249-0.00297042j -0.00189828-0.00382481j -0.00349244+0.0110579j -0.00290964-0.00306797j 0.00229543-0.00128885j 0.00245486-0.000522058j -0.00158257+0.00320439j 0.000554796+0.000114422j 0.00183383-0.00538277j 0.00185011+7.71938e-05j 0.00165667-0.00151865j 
0.00144731-1.0474e-05j -0.00155273-0.000310542j -0.000910768-0.000580363j -0.00520289-0.00349944j -0.00277153+0.00831805j -0.00256314+0.0041812j -0.00048389-0.00676172j 0.00558194+0.00177041j -0.00383434-0.00668992j 0.00303715+0.00238694j 0.00619295+0.000350618j 0.000482198-0.00414947j -0.00179184+0.000630128j -0.000759515-0.00121901j 0.00912451-0.000780927j 0.00428503-0.000467232j 0.00466176-0.00540505j -0.000712938-0.00540309j 0.00371306+0.00413897j 0.00414859-0.00517613j -0.00229377+0.00235133j -0.001789-0.00460708j 0.00317267+0.00933595j 0.000459744+0.00366048j 0.00305807+0.0024193j -0.00231328-0.00182791j -0.00360205+0.00466383j 0.000779889+0.0027161j -0.00157239+0.00448352j 0.00761589-0.00507495j 0.000938043+0.00542628j 0.00149378-0.000687169j -0.00356638+0.00280116j -0.00500002+0.00050295j 8.85848e-05-0.00210326j 0.00519167+0.00105638j 0.000695737-0.00154572j -0.00162652+0.00418258j 0.00407318+0.00318888j 0.000209266+0.000423064j 0.000832299+0.000342669j -0.00216445-0.00239083j 0.00224713+0.00334255j 0.00173769-0.00317875j 0.00273812-0.00111967j -0.00258069-0.00354084j -0.00322905+0.00381671j 0.000616274+0.000875232j -0.00143382-0.00313302j 0.00011431+0.000130173j 0.00144365-0.000885121j -0.00225408+0.00092579j 
-0.00475766+0.00126061j -0.000921719-0.00389741j -0.00428557-0.00925743j -0.00247565-0.00442849j -0.00212632-0.00486016j -0.00283406+0.0135551j 0.00313111+0.00328918j -0.00361518+0.000723889j -0.00407324-0.00388326j 0.00377703-0.00401224j -0.00199733+0.000865728j 0.0047101+0.00726659j 0.00262574-0.0039151j 0.0012171+0.00871833j 0.00663117-0.00661879j -0.0018463-0.00592575j 0.00788788-0.00907391j 0.00589217-0.00406121j 0.0016448+0.00158536j 0.000655392+0.00146153j -0.000136614-0.00330324j 0.00209553+0.00422172j 0.000246545-0.00598836j -0.00490321+0.00212664j 0.000350631-0.00182633j -0.00400317-0.00572809j -0.00583132-0.00163914j 0.0114556-0.00694468j -0.00952085-0.00552655j -0.000301164+0.00673113j 0.00244039-0.000597876j -0.00303757+0.00616724j -0.00452175+0.0014928j -0.00644432-0.00109881j -0.000667471-0.004949j 0.00674961-0.00781065j -0.0042847+0.0069685j 0.0083679-0.0030258j -0.00303658-0.00543901j 0.00426587+0.00256952j 0.00218366+0.00161842j -0.000989309+0.00249574j -0.00637893+0.00267443j 0.000501988-0.00554069j -0.00430465+0.00234108j -0.00200094+0.000239875j -0.00265253+0.00576831j 0.0036558+0.00144321j 0.00167035-0.0017447j 0.00382021+0.00155344j 0.0030268+0.000988316j 0.00139739-0.00317112j 
0.00311896+0.00171466j -0.00200491+0.00350955j 0.00133746-0.00017384j -0.00023848-0.000458567j -0.00119385-0.00327651j -0.00343192+0.00770211j 0.00438246-0.000825908j -0.00377109-0.00100051j 0.00189436-0.000195411j 0.00286022-0.00556267j -0.00128951-0.00216329j -0.00084566-0.00565827j -0.000572789-0.00491517j 0.0071402+0.000372655j -0.00258588-0.00238498j -0.000636679-0.000504605j -0.0027099+0.00123689j 0.00385321+0.00134247j 0.00515565+0.00197604j 0.0044699-0.00265605j 0.00390042-0.00445629j 0.00484729+0.00224723j 0.00363941-0.00161194j 0.00410309+0.00153155j 0.00845885-0.00229968j -0.00463913+0.00055906j -0.00149642-0.00188749j 0.000813324-0.00624073j 0.000219199-0.00587914j 1.44653e-05+0.00603316j -0.000278914-0.00382208j -4.97315e-05-0.000801638j 0.00137161-0.000983709j -0.00245132-0.00336199j 0.00407876-0.00482564j -0.000707746+0.000576367j 0.00251402+0.00216694j -0.00241273-0.000760511j 0.000160737-0.00292535j -0.0033173+0.0017902j -0.00375563+0.00015022j 0.00124707+0.00280894j 0.00197841+0.00538947j 0.00428491-0.00247012j 0.00398724-0.00270448j -0.00135048-0.00248071j -0.0027613-0.000184329j 0.00528714-0.000551217j 0.00179712-0.00134568j -0.00364749+0.00426139j -0.00169991-0.00314813j -0.00483873+0.00107516j 
0.00157395+0.00292131j -0.00307294+0.00114172j -0.00120842+0.0048419j -0.00505318-0.00210149j 0.00251102-0.00223109j 0.00390823-0.00230558j 0.00423046-0.00333448j -0.00071752-0.00256924j -0.00473167+0.000417914j -0.00210182+0.000683809j -0.00180068-0.00215335j -0.00598931-0.002936j -0.00236617+0.00411728j 0.0112614-0.00196594j 0.00621263-0.000169174j 0.00208348-0.00614391j -0.00476064+0.0084599j 0.00221149+0.00299418j 0.00794002+0.00661251j 0.00537163+0.00117271j -0.00510331-0.0018973j 0.00833947+0.00734774j 0.00792889+0.00719422j 0.0139565-0.000408759j 0.00152261+0.00564968j 0.00406224+0.00268849j 0.00172523-0.000373727j -0.00173341+0.00251074j -9.5183e-06-0.00290018j -0.00249714+0.00176317j -0.00106023-0.0011787j -0.000228288-0.00646902j 0.000859689+0.00804736j -0.00251516+0.00332208j 0.00254929-0.00650995j -0.00396671+0.00555209j 0.00549465+0.000236366j -0.00468263+0.000940501j 0.00118737+0.000550787j -0.00142302-0.00285673j 0.00265694+0.00171134j 0.00467296-0.00059362j 0.000357319+0.00308025j 0.00126664+0.00247042j 0.00715385-0.00150683j -0.0030731-0.00476553j -0.00183175+0.000701887j 0.00454744-0.00110733j 0.00449594-0.00320009j -0.00060203+0.000333675j 0.00225294+0.00113516j 0.000467747-0.00179735j 
-0.00558137+0.00124082j -0.002103-0.00321411j 0.000714498+0.000264817j -0.0105788+0.00358375j 0.00904169+0.00206266j 0.00410241-0.00921975j 0.0035335-0.00167397j -0.000812105-0.00301029j -0.00782542+0.00432364j 0.00777867+0.0044344j 0.00325366-0.00477904j -0.00373854+0.000563991j 0.00202274+0.00154312j -0.00615023+0.0016158j 0.0102941+0.00299636j 0.00338263+0.00147847j 0.00292852-0.0094245j -0.00302901+0.000440721j -0.00354558+0.00284501j 0.0027143-0.000167351j -0.0020318+0.00324367j 0.00027282+0.00395193j 0.000842844+0.00235385j -0.00107751-0.00321832j -0.00969667+0.00647664j 0.00686491-0.000364738j -0.00309127+0.00516518j 0.00895506+0.000705657j -0.00892568+0.00358282j 0.00725479-0.00384161j -0.00342908+0.000829129j -0.00254777+0.00183889j -0.00236854+0.00502341j 0.00688325+0.00379639j -0.00535316+0.00124181j 0.00188117-0.000618979j -0.00112758+0.00363743j 0.00407118+0.00443665j -0.000251777+0.000643718j 0.00351749-0.000948407j 0.00110943-0.000775792j 0.00216034-0.00199431j -0.00201294-0.00325038j -0.0057186-0.000185385j -0.00355862+0.000518328j -0.00240378-0.00178186j 0.000317331+0.00269204j -0.00524057+0.000961098j 0.00146439-0.00457425j 0.00630945-0.000498999j 0.00700561+0.00550596j 0.00673292-0.00386555j 
-0.00370213-0.000190337j -0.00178975-0.00450715j -0.00516952-0.00179518j -0.00968161+0.00048149j 0.00182436+0.00530381j -0.000426573+0.00065538j 0.000193648+0.00305008j 0.00208206-0.000516565j -0.005962-0.000861488j 0.00659464+0.00366311j 0.00448449-0.00628211j 0.00391701+0.00309573j -0.000862032+0.000718488j -0.00133284+0.0015815j 0.00666244+0.00141778j 0.00446653-0.00290478j 0.00457512-0.0103185j 0.00123517-0.00470424j 0.00193725+0.00284183j 0.00274155-0.00106325j -0.00340509+0.00395047j -0.00133486+0.00038198j 0.000802898+0.00117373j -0.000781597+0.00125464j -0.00141312+0.000997811j 0.00327694-0.00614224j -0.00164559+0.00471554j 0.00424889-0.00338578j -0.00365354+0.00200076j -0.00100828-0.000455635j -0.00119078+0.000831263j 9.10744e-05+0.00361494j -0.0029845+0.00466709j -0.00107903+0.00325794j -0.00419631-0.00035426j 0.00416226-0.00276419j -0.00233405+0.00328819j 0.00226538+0.000195095j 0.00163204-0.00154219j 0.00279678-0.00194314j 0.000146245-0.000674384j 0.00111113-0.00187734j 0.0013063+0.000130273j -0.00118809-0.00163715j 0.00268514+0.00100549j 0.00196811-0.00537732j 0.00113285+0.00403084j 0.0028458+0.00144686j 0.00132194-0.00509522j 0.00174668+4.29505e-05j 0.00372818+0.00538518j 0.00471697-0.00218729j 
0.0032464-0.00140469j 0.000986722+0.00545874j 0.00814372+0.00657907j 0.0065993+0.00908494j 0.00457743-0.00593j -0.00192164-0.0106286j -2.83068e-05-0.00041862j -0.00223926-0.00426911j 0.00784364+0.00641759j 0.00152416-0.00392228j -0.000515337-0.00155275j -0.00470991-0.00654272j 0.000613315-0.00634006j -0.00510391-0.00362842j -0.00950907+0.00474053j -0.00294571+0.00961826j -0.00513684+0.00350165j -5.55946e-05+0.00372343j -0.00738163-0.00564071j -0.000757504+0.00136837j 0.00757922+0.00309168j 0.00155479-0.00368809j -0.000594142-0.00157388j 1.29651e-05-0.00230429j 0.000572079-0.00215138j 0.000258005+0.00468166j 0.000979807-0.00026274j -0.00334867-0.000620251j 0.0034102-7.72966e-05j 0.00538117-0.00170108j 0.000408099-0.00231206j 9.7276e-05-0.00157814j 0.000455066-0.00514668j 0.00569863-0.00500359j 0.00531532+0.00263625j -0.00689223+0.000231519j -0.00173599-0.0036609j -0.00248546-0.0026762j -0.00147248-0.000428363j -0.0038391+0.000100013j -0.00655828-0.000345073j -0.00127077+0.00456298j 0.00362337-0.00190811j -0.000947499+0.00120652j -3.06798e-05-0.00125745j -0.000644966+0.00227871j 0.000832737-0.00496724j -0.00360979+0.000189763j -0.00295755+0.00200704j -0.0028752+0.00366993j -0.00384274-0.00325724j -0.00371463+0.00362141j 
-0.000275756-0.0010209j 0.00206786+0.0023014j -0.000885254+0.000591304j -0.00252892+0.00472566j 0.0010985-0.0024531j 0.00147545-0.00643445j 0.00420688-0.00474743j -0.00533251-0.00414457j -0.000165209+0.00595134j 0.00518956-0.00174906j 0.00255909-2.92334e-05j -0.00695911-0.00159651j 0.00246033+0.00174388j -0.000503331+0.000993582j 0.00468432-0.00131383j -0.00191424-0.000385082j -0.0032913+0.00201999j -0.00199401+0.00171327j -0.0016413+0.00170627j 0.000693998+0.00136094j -0.000688604-0.00201238j 0.000322586+0.00515043j -0.00173852+0.00254269j 0.00262539-0.00311194j -0.00628255+0.00521354j 0.00354535+0.00832317j -0.00256825+0.00156158j 0.0062584-0.000360122j -0.00620238+0.00283013j 0.00674055-0.00219308j 0.000620541+0.00161363j -0.00437272-0.000459627j 0.00325743+0.00411106j 0.00179735+0.00255338j -0.00210308-0.00228535j -0.00036132+0.00367682j 0.00098497+0.00153791j -0.00084679+0.00195097j -0.00218491-0.000386557j 0.00133621-0.00185801j 0.00124583+0.000151036j -0.00103572+0.000452273j -0.00580451-0.00166158j -0.00433984+0.00446613j -0.0048242-0.00229574j -0.00453278+0.00308355j 0.00019608-0.00111361j -0.00911344-0.00108571j -0.00236311+0.000824716j 0.00613157-0.00388232j 0.00091834+0.000221537j 0.00232157+0.00129824j 
-0.00434164+0.0020498j 0.000512153-0.00571302j -0.00384882-0.00668334j 0.00537525-0.00729236j -0.00579761-0.00392501j -0.000841978+0.00488463j -0.00226812+0.00149201j 0.000319258+0.00282753j 0.00111178-0.00216076j -0.0103662+0.00418723j 0.000581108+0.00923971j 0.00529574+0.00781626j 0.000607007+0.00351164j 0.00126922-0.000976688j -0.000298549-0.00366254j -0.00448293-0.00387395j 0.00125306+0.00432028j -0.00382989+0.00205979j 0.00213051+0.00028634j -0.0027458+0.00436859j -0.00543719+0.00157991j -0.00326338+0.000257498j -0.00294995-0.00151859j 0.00183264+0.00126803j -0.00336328-0.00131128j -0.000368453+0.00222969j 0.00396573-0.0002332j 0.00185597+0.00378809j -0.000696355-0.00149115j -0.00417104+0.00312475j 0.000498041-0.00035283j 0.0022085+0.000489534j -0.00146356+0.00264969j -0.00203772+0.00405367j 0.000183312+0.000683852j 0.0035324+0.00153788j -0.00213956+0.00364503j 0.00143797-0.00145908j -0.00240088+0.000217519j 0.00210848-0.00211746j 0.00659248+0.000906253j 0.00379423+0.000518726j -0.00421657-0.00152325j 0.00022426-0.000649744j -0.00149813+0.00291057j -0.000511628+0.00443499j 0.0019986+0.00141772j 0.00094339+0.000556042j 0.00154581+0.00226571j 0.0055274-0.00239481j 0.00103509+0.00374397j 0.0048681-0.00260589j 
0.000850999+0.00613271j -0.00550631-0.000197138j 0.00708919-0.00406138j 0.00363453-0.00623153j 0.00227732-0.00501773j -0.0120446-0.0038411j 0.00488735+0.00173742j 5.80226e-05-0.000820221j 0.000987983+0.00151989j -0.0108771+0.00177263j 0.00712664+0.00492644j 0.000370683-0.00317149j 0.000948445+0.000200698j 0.00793376-0.00289471j 0.0017619-0.00127333j -0.00575884-0.00491653j -0.00680721+0.00131839j -0.00533838+0.00114441j 0.00356398+0.00133378j 0.000484228+0.00550693j -0.00209221+0.00166925j -0.00118902+0.000951425j 0.00732538+0.00621272j 0.0114368+0.00407392j -0.000214502+0.00281773j 0.000962117+0.00554441j 0.000718683+0.00229202j 0.00660622-0.000336487j -0.00406583+0.000133393j -0.00276665+0.00258465j 0.0012741+8.20755e-05j 0.00285425+0.000318417j -0.0044455+0.0122182j 0.00106001+0.00622598j 0.00293106+0.00113994j 0.00477233+0.00598586j -0.00324285+0.001086j 0.00472426-0.000105083j -0.00504433-0.00168655j 0.00192878-0.00838789j 0.000669948-0.00260372j 0.00876357+0.00611631j -0.00182139+0.00199572j 0.00202272-0.00287173j 0.00289935-0.00443006j 0.00109316+0.000612152j -0.00045418-0.00264469j 0.00102394+0.00199963j 0.00618856+0.00130152j -0.00102877+0.00512203j 0.00128778-0.00208604j -0.00192917-0.00110955j 
-0.00112157-0.00441406j 0.00514447-0.000881943j -0.00952484+0.00553197j -0.00391199+0.00187012j -0.00104508+0.00575092j 0.0150676+0.00690252j -0.00471111-0.00246205j -0.00187973+0.000125322j -0.00271091-0.00264667j 0.00953923-0.00285371j -0.0109843-0.00522198j -0.00219898+0.00618214j -0.00152003+6.72482e-05j -0.00359522+0.00393749j -0.000319955-0.00134364j 0.00645397+0.00337953j 0.00508642+0.00168402j 0.00745611+0.00201363j -0.000509371+0.00221036j 0.000422567-0.0047777j 0.00182859-0.00471653j 0.00429199+0.00270391j -0.00570639-0.00526127j -0.00649189-0.00350249j 0.000747284+0.00124592j -0.000332-0.00462456j -3.38675e-05-0.00485843j -0.00806569+0.001181j 0.0034792-0.00276659j -0.000924891-0.00112182j -0.00220998-0.00202901j -0.00249439-0.00465449j 0.00483408-0.0106603j -0.00340173-0.0054125j -0.00270631-0.00459484j -0.00529094-0.0045665j 0.00794654-0.000417825j -0.00579135-0.000632632j 0.0040615+0.00199104j -0.00154395+0.00856307j 0.00301934+0.00461865j -0.00627399-0.00757203j -0.0022493-0.00142521j -0.00102764+0.0025004j -0.00282065+0.00662463j -0.00328631-0.00227779j 0.000839834+0.00636258j -0.00127748-0.00480545j -0.00380948-0.00134387j 0.00412795-0.00423705j -0.00069784+0.00315066j 0.00292056+0.000556167j 
0.00362642+0.00152693j 0.000200505+0.00391108j 0.00433803-0.000772184j 0.00551949-0.0024813j 0.000558915-0.00134239j -0.00860354-0.00200232j 0.00417831-0.00514216j -0.00358884-0.00213184j 0.00445432+0.00357881j -0.00363256-0.00117763j 0.00552615+0.00566876j -0.00312775-0.00460423j 0.0012906-0.000373455j 0.00144194-0.00332145j -0.00125608-0.00319452j -0.0057634-0.000188902j -0.0065505+0.00453571j -0.00513398+0.00197464j 0.00031987+0.000666853j 0.00112032+0.00312515j -1.03741e-06+0.000559984j -0.00166644-0.000752018j 0.000434909+0.00644713j 0.00703219+0.00190076j -0.000880307+0.00392179j -0.0023301+0.0108516j -0.000544067+0.00215743j 0.00415823+5.34687e-06j -0.00261061+0.00179477j 0.00469988-0.0017451j 0.00188654+0.00182481j 0.000602465-0.00128795j -0.000296148+0.00567836j -0.00132005+0.00203194j 0.00398373-0.000402667j 0.00123963+0.00591953j -0.000726996+6.49871e-06j -0.00160039-0.000194507j -0.00297594-0.000700168j -0.000968905-0.00499052j 0.0007217-0.000706763j 0.00282364+0.00451735j -0.00277021+0.00147511j 0.000630344-0.000315728j 0.00057498-0.00244551j -0.00434683+0.00304671j -0.00028609-0.00346269j -0.00597566+0.00104885j -0.00211355+0.00318963j 0.00298538-0.00120654j -0.00168514-0.00423627j -0.00350552+0.00261738j 
-0.00384156-0.00194959j 0.00369561-0.00295793j -0.00529441+0.000379752j -0.000288716+0.00194671j -2.51148e-05-0.000525971j 0.0085587+0.000165221j -0.00159283-0.00472105j -0.00197737+0.000714987j -0.000498098-3.82456e-06j 0.00289703-0.00104664j -0.00288078+0.00222755j -0.00275801+0.00451724j 0.000184985+0.00101374j -0.00341383+0.00250811j 0.00232571-0.00167294j 0.00130634+0.00252201j 0.00224693+0.00119909j -5.24788e-06+0.000363341j -0.00197038-9.76386e-06j -0.00346327+0.000251893j -8.80407e-05-0.00309604j -0.0012861+0.00203809j -0.00473596-0.00182484j -0.00385475-0.00106909j -0.00574279+0.00363335j 0.00114005+0.00148302j -0.00177921-0.00178078j 0.000759784+0.00215025j -0.00369524+0.00126665j 0.00315188-0.00241756j -0.00180073+0.00152434j -0.00216673-0.000279507j 0.00134212-0.00262029j 0.00029314+0.000529463j -0.00353824-0.000432266j -0.00137444-0.000352398j 0.00289762-0.000218815j -0.000599217+0.00245608j -0.00237576+0.00192175j 0.00266752+0.00326515j 0.00469651+0.00282692j -0.00333917-0.00326445j -0.00579785-0.0033448j -0.00266272+0.00151142j -0.0056605+0.00319579j -0.00282851+0.00310742j 0.00162505+0.00288168j -0.00733252-0.00343466j -0.00231846+0.00143521j 0.00683709-0.00286187j 0.000858697+0.00344884j 0.00492505+0.000491071j 
-0.00112297+0.00103234j 3.17072e-05-0.0020119j 0.00015021+0.0010166j 0.00368183-0.00730414j 0.000560008+6.07484e-05j 0.00757294+0.0076953j -0.00278504+0.00258854j -0.00135829+0.00238561j -0.000318577-0.00512119j -0.00399429+0.00190816j -0.0054695+0.00184221j 0.00272951+0.00328016j -0.00255873-0.000312567j 0.000779087+0.0024491j -0.00174033-0.00130476j 0.00265209-0.0027981j 0.00200004+0.000353495j 0.00209871-0.000778538j 0.00319311-0.00123634j -0.00268126-0.000545457j -0.00113437-0.00331623j -0.000191707+0.00144747j -0.00282301-0.004273j -0.00187724+0.00117987j -1.48187e-05-0.00404602j -0.00234887-0.00187921j 0.0011816-0.00208204j -0.000986164+0.000849672j 0.000244436-0.00539994j -0.00214986+0.00241875j -0.00319752-0.000979203j 0.00198001-0.000230761j -0.00162147-0.00455515j 0.000145122+8.19826e-07j -0.00131118+0.000601589j -0.00232329-0.00180917j -0.00127549+0.00138488j 0.0011823+0.000578995j -0.000366112+0.00199135j 0.000710417+0.00473574j 0.00163294+0.00197432j -0.000226023-0.00108103j 0.0004458+0.000359843j 0.00352833-0.00218711j 0.00123886+0.00549569j -0.00101899+0.00231169j 0.0022437+0.00107336j 0.00338961-1.05718e-05j 0.00239737+0.00228566j -6.00485e-05+0.000481993j 0.00106042-0.000652282j -0.000609547-0.00286181j 
-0.00253876-0.00893657j 0.00685284-0.00214776j -0.00320076+0.00336421j -0.00273762+0.00982104j -0.0042919+0.000162481j 0.00104292-0.0087346j -0.00292657+0.00180526j 0.0059895-0.00118154j 0.001148+0.00431896j 0.0057453+0.0064092j 0.00385576-0.00441713j -6.84634e-05-0.0020177j -0.00149706+0.00607876j -0.00206963-0.0052436j -0.000203678+0.00793897j 0.00441487+0.00047232j -0.00212359+0.0020812j -0.000110052-0.00302062j -0.00325446-0.000171461j -0.0035629+0.000548187j -0.00101773+0.00332705j -0.000809384-0.000845135j -0.00019557+0.000445452j -0.0016719+0.001745j -0.00133434+0.00296027j 0.00108401-0.00570209j 3.82063e-06+0.000258668j -0.00677823+0.00374267j 0.00625118+0.00377297j -0.00335872+0.000989096j -0.000356005+0.00330027j -0.00313759-0.00172262j 0.00304304+0.000110973j -0.00106327-0.000437594j 0.000758481+0.000478431j -0.00433879-0.000705505j -0.000723614-0.00504452j -0.00615801-0.00122019j 0.00320937-0.00127034j -0.00251982-0.00259257j -0.000866806-0.00111741j -0.00353695-0.00579324j 0.00515614-0.00365216j -0.00434725+0.00562773j 0.00654205-0.00188266j 0.00371778-0.0037407j 0.00303796-0.00527583j 0.000166735-0.0072289j -0.0069838-0.000921173j -0.00870498-0.00548434j -0.00490115+0.00368579j 0.00248165+0.00510473j 
0.00728876-0.00165941j 0.00321326+0.00726236j 0.00649605+0.00452584j 0.0119363-0.00563998j -0.00551971+0.000339552j -0.00143777+0.00139256j -0.00469291+0.00210302j -0.00333418-0.00284887j 0.0060253+0.00191467j -0.00446359-0.00228188j -0.000631556+0.00407913j -0.00330673-0.00323852j -0.000686148-0.00264062j -0.00160743-0.000522434j -0.00345827-0.0017711j -0.00708543+0.00114535j -0.00300618+0.00593708j -0.00161125+0.000820616j -0.00235084-0.00268919j -0.00232559+0.00149815j 0.00222999-0.00103999j -0.000150843-0.00201125j -0.00296824+0.00281353j 0.000148084-0.00162165j -0.000969008-0.000233773j 4.74712e-05+0.0079552j -0.00232584-6.00507e-05j 0.000531252+0.000226298j 0.000156379-0.00143112j 0.00667889+0.00020988j 0.000961903+0.00306565j -0.000633539-0.00182015j 0.00160119-0.00184004j -0.00255156-0.00309849j 0.00473139-0.000927094j -0.00102277+0.00237591j -0.0024032-0.0018046j 0.00157145-0.0042023j -0.00179962+0.00159549j -0.00216576-0.0018358j 0.000612392+0.000741001j -0.00286764+0.00136284j -0.00464368+0.000478186j 1.15872e-05+0.00297462j -0.0034798+0.00161499j -0.0029164+0.00690908j 0.00126082-0.00178704j -0.00772508+0.000151475j -0.00207542+0.0102637j -0.00118319+0.0014516j -0.00455159-0.010736j -0.00918002+0.00429125j 
