0.11748-0.0865843j -0.0738218-0.119254j -0.00115266+0.00609385j 0.00663047+0.00156432j 0.0156864-0.0220467j -0.0178536-0.0220916j -0.0257603-0.00265144j -0.0103557+0.027048j -0.0225991+0.0250246j 0.0156176+0.0357616j 0.00551251-0.0113676j -0.000222199-0.00972463j 0.00958208-0.0214832j 0.00107689+0.00779317j -0.000110948+0.00271983j 0.00107892-0.0161723j 0.0042526+0.000215584j 0.0199545-0.00334426j 0.00178671+0.0118432j -0.024106+0.0355092j -0.0193399-0.00997798j -0.00685727+0.0220494j -0.0358278+0.0196225j -0.00496645-0.0016721j 0.0240779+0.0146936j -0.00360996-0.0173457j 0.0214116+0.0470481j 0.0429866-0.0180942j 0.0202022-0.0244467j 0.0457791-0.00957045j -0.0505863+0.00504767j -0.0171788+0.00728093j 0.030104+0.025607j -0.00146192-0.00759507j 0.000630309+0.00321181j 0.0469809-0.00540801j -0.0109192-0.019476j 0.0236767+0.0392371j 0.0457526+0.00853076j 0.0496499+0.0529317j 0.00623837-0.00749253j -0.00504413+0.0236503j -0.00183744+0.0185616j -0.0241544+0.0154852j 0.0302693+0.0350206j 0.0212284+0.0141461j 0.0207889+0.00836608j 0.0011253-0.0173661j 0.0317698+0.0183899j 0.00100664-0.0186343j -0.00652738+0.032833j -0.0106603-0.00259868j -0.00110899-0.0063089j 0.00337096+0.000556723j 0.0255973-0.0546549j 0.00712188-0.0391584j -0.0190637+0.00152003j 0.0206417-0.00599431j 0.01403-0.00927737j -0.00904348-0.0153916j -0.0226256+0.0119736j -0.0136777+0.00673432j 0.00668321+0.024574j -0.00311411-0.00948451j -0.0174349-0.0198232j -0.00873825-0.0143586j -0.0148397-0.0149436j -0.00914488-0.0141522j -0.007052-0.0116505j 0.0110779+0.0042596j 0.00639656-0.0140472j -0.00681163+0.0151159j 0.00686552+0.0309156j -0.0297572-0.0675718j -0.00407669+0.0365559j 0.00585109-0.0429409j 0.0376676-0.0304887j 0.00704239+0.01186j -0.015136-0.0278735j 0.0171065-0.00340766j 0.000802452+0.00274637j 0.00345795-0.0329746j -0.0229649+0.000511564j 0.0062626-0.0010367j 0.0199458+0.0408603j -0.0330371+0.0297491j -0.0433148-0.0193489j 0.0112372-0.0346837j -0.0648662+0.0256831j 0.00431029-0.0256481j -0.0176124-0.0110212j -0.0122099+0.0305252j 0.0108024-0.0193451j -0.10731+0.100958j -0.100564-0.116178j 
0.00125099-0.00102796j -0.00185512-0.000817599j 0.00702403-0.0057734j -0.000748994-0.000691166j -0.0087941+0.00912558j -0.00695163-0.00657487j 0.0116566+0.0123408j 0.00777971+0.00855124j -0.0125903+0.0022229j -0.00055804-0.00551936j 0.00465573+0.0152417j -0.00454056-0.0140837j 0.00244082-0.00249291j 0.0205448-0.0122615j 0.00659202+0.00760941j 0.0111982+0.00767969j 0.00759159+0.0225041j -0.00363514+0.0130868j -0.006185+0.00430655j -0.000830771+0.00769841j -0.00405943+0.000677046j 0.00135541-0.00755211j -0.0032242+5.61091e-05j -0.00105393-0.000769086j -0.000346352-0.000410998j 0.00838066-0.00428059j -0.00450876+0.00842248j -0.000224642+0.00615063j -0.00333076-0.0055208j 0.00714807+0.000506636j -0.00227832+0.00336969j -0.000748377-0.0121685j -0.00733631-0.00702254j 0.00105311-0.000275983j -0.000809663-0.000267721j -0.00343047-0.00150226j -0.0105967+0.00304491j 0.00446035-0.00132009j 0.00474983+0.00458967j -0.00636114-0.00553219j 0.00397882+0.00162337j -0.0201948-0.00368357j 0.013226+0.0126146j 0.0113097+0.00415871j 0.00517745+0.0035697j 0.00245438+0.012581j -0.00721551-0.0062905j 0.00291973-0.00140069j -0.00110391-0.00564651j -0.00394107-0.0124885j 0.0080131-0.0114318j -0.00852675+0.00543488j -0.00404743+0.0131764j -0.0121122+0.0147517j -0.0088066+0.00224244j 0.00842595-0.00935928j 0.00701688+0.00223226j 0.0140344-0.00833827j 0.00368366-0.00151728j -0.00255125+0.00109795j -0.0110156+0.000405348j 0.00988802-0.00650866j -0.000908734+0.00120022j 0.0021354+0.00375845j 0.0156503-0.0031437j -0.0116706+0.00597429j -0.00502756+0.00279306j -0.00695536+0.00481143j 0.0129424-0.0087395j 0.0130657+0.000590186j -0.00847508+0.00108986j 0.0101982-0.00311767j -0.00700347-0.0026368j -0.00172394-0.00252306j 0.00216053+0.0087851j 0.00965086+0.0100337j 0.0011737-0.00432749j 0.011394+0.00729376j -0.00151445+0.0011042j -0.00605756+0.00549237j 0.0135476+0.011744j -0.00100474+0.00367418j -0.00182154-0.00603294j 0.00363655+0.0311754j 0.00556684-0.0105202j -0.00552778+0.00804753j 0.00576529-0.00527049j 0.00373863+0.00348464j 0.00340207+0.00633365j -0.00318193+0.0062543j 0.00570094+0.00311336j 0.00783687-0.000858432j -0.00094112-0.00213398j -0.0013909-0.0011897j 0.0012767-0.00134165j 
0.00172569+0.0062826j 0.0062242-0.00102301j -0.00431015-0.00681248j -0.00434045+0.00121152j -0.00426204-0.0003031j -0.00284954-0.00713022j -0.00532264+0.00920573j -0.00266176-0.0064264j 0.00231522+0.00027559j 0.00672663-0.00230613j 0.000379594+0.00269223j -0.0107923+0.00687581j 0.00449223+0.00233108j 0.00755495+0.00407395j -0.00257668-0.0014904j 0.00517411-0.0100137j 0.00271884-0.00454517j -0.000497265-0.0040316j -0.0135272-0.00308181j 0.0036517+3.98904e-05j -0.00844343-0.00416803j 0.00655751+0.00785608j 0.000302448+0.00609708j 0.00667903+0.0107578j 0.00237743-0.00304455j -0.00863809-0.00574339j 0.00166265+0.00195523j -0.0048285+0.00590477j 0.00215244-0.00288575j 0.00052698-0.00170328j 0.00553101+0.000486248j -0.001611+0.00548272j -0.00633205-0.0176951j -0.00156552+0.00135047j 0.00187588+0.0041044j 0.00121082+0.0133245j 0.0118892+0.00668537j -0.00566305-0.000792013j -0.0115844-0.000670256j -0.00207081+0.0045167j -0.00584495+0.00206931j 0.0172167-0.00328887j 0.000465143-0.00875573j -0.00341638-0.0122918j -0.00112755+0.00642994j 0.0191507-0.0167574j 0.00651833-0.00159462j 0.00795478-0.0117566j -0.00677674+0.00108544j 0.00999288-0.00455902j 0.000232122-0.00706338j 0.00574062-0.00227237j 0.00454811-0.00716947j 0.0124778-0.0109809j -0.00735718+0.00169343j 0.00280434-0.0052193j -0.0105714-0.0122989j 0.00625144-0.00125232j -0.00132896-0.000967599j -0.00456563+0.00768604j 0.00842918-0.00722962j -0.00189256+0.00987382j -0.00305836-0.0121192j -0.000866401+0.00719022j 0.00367653+0.000691023j 0.00274263-0.0081163j -0.00974621-0.001838j -0.00680238-0.00400188j -0.00892863+0.00296881j -0.0118602+0.00655729j 0.00345524+0.00265204j -0.00244139-0.00460106j -0.00973938+0.00569972j 0.00330632+0.00315385j 0.00186874+0.00861909j -0.00315908+0.00185298j -0.00559865-0.0021086j 0.00642833+0.00139023j 0.00841114+0.00399463j -0.00146233+0.00291258j -0.00403897+0.00285402j 0.013156+0.00841386j -0.000241275-0.000991788j -0.00799681-0.0107692j 0.00901274+5.39906e-06j -0.000977253-0.00711388j 0.00203061-0.000838571j 0.00605181-0.00419636j 0.0094953+0.000313098j 0.010031-0.000554292j -0.00239927-0.00871216j -0.00370524+0.00561061j 0.00122716+0.00253576j 0.00364735+0.0045554j -0.00538601+0.00258164j 
-0.00610251+0.00281636j 0.00212262+0.00545756j -0.00371153-0.0036839j -0.00391899-0.000501627j -0.00637227-0.0023798j -0.000629356-0.00331178j -0.00305152+0.00351228j -0.00708632-0.0143682j -0.000949092-0.00348769j 0.0011242+0.00143085j -0.00190411+0.000573133j -0.00709333+0.001383j -0.000937705-0.00579422j 0.000910259-0.00104109j -0.000127774-0.00467114j 0.00496371-0.00347068j -0.000904569-0.00078318j -0.000537372+0.000871398j -0.0084939-0.00153442j 0.0037516-0.00451186j -8.61119e-05+0.00161768j -0.00156666+0.00604907j -0.000412702-0.00957056j -0.00606843-0.0028031j -0.00204338-0.000276743j -0.00408866-0.010409j -0.0081761-0.00205465j -0.0102582-0.007471j 0.0028243+0.00123844j 0.012598+0.000346736j -0.0052945+0.00347844j 0.00161153+0.000437246j 0.00212525-0.0145975j 0.0103603-0.00450947j -0.00216744+0.00377977j -0.000663091-0.00147923j 0.00494224+0.000938475j -0.00217199+0.00767906j 0.00665917+0.00703394j -0.00797209+0.000452135j 0.00588387-0.0076672j -0.00186217-0.00365495j -0.00394875-0.00170102j -0.00112388+0.00137813j -0.00301657+0.00517467j -0.000715278+0.00398605j 0.00219661+0.00347874j -0.00211479+0.00394428j 0.00356484-0.00273041j -0.00786797+0.00422641j 0.00327525-0.00317911j -0.00241789+0.000547737j 0.00943879-0.00184997j -0.0103885+0.00179757j -0.00200981+0.00158308j -0.0083114-0.000537039j -0.00561876+0.0100305j -0.00706787-0.00378546j 0.000793832+0.00241112j -0.00357729-0.00177955j -0.00158583-0.00224055j -0.00195647-0.00356181j 0.00127758+0.0112416j 0.000464098-0.00269038j -0.00147479-0.00637197j -0.00832565+0.00298531j 0.00397093+1.02418e-05j 0.00352265-0.00139101j -0.00137832+0.00540957j 0.00352163-0.00162331j -0.00154883+0.00423655j 0.00310628-0.00343748j 0.00138071-0.0053093j 0.00283001-0.00104146j -0.00254142-0.00686484j 0.00427228+0.00291793j 0.00280735+0.00510776j -0.00144967+0.00152679j 0.00495722-0.00048549j -0.00443566-0.00248632j -0.000731036+0.00820702j 0.00131989-0.000937063j 0.00139054-0.00130397j 0.00153707+0.00137219j -0.00434744-0.00420056j -0.00492492+0.00169778j -0.000958039-0.00310008j -0.00360079+0.00342702j 0.00550269-0.000403602j 0.000940125+0.00132341j 0.000965165+0.000944501j -0.000651982-0.00360219j -0.00144488+0.00656818j 0.00557605+0.000179204j 0.000117384+0.00466634j 
-0.00145716-0.00217792j -0.0033858+0.00107979j -0.000206198+0.00304917j -0.000122375+0.00467669j 0.00620441-0.00658318j -0.000983722+0.00149783j -0.0063011-0.00614944j 0.00156167-1.80599e-05j -0.00109686-0.00203049j 0.00162351+0.0054679j 0.000898362+0.000343817j 0.00744369-0.00200008j 0.00184586-0.00194876j 0.0001075-0.000454673j 0.000633473-0.0027871j -0.00249995-0.000922102j -0.00211111+0.00493821j -0.00319623-0.00171793j 0.00470855+0.00568958j -0.00107513+0.00162277j -0.000631138-0.000587402j -0.00510065+0.00638267j -0.00294448+0.00431053j -0.0014783+0.00304845j 0.00538586+0.00184232j -0.0100225+0.000151855j 0.00820066+0.00108378j 0.0068264-0.0036732j 0.00528967+0.0121837j 0.00556346-0.0075478j 0.00691844-0.00604595j -0.00371214-0.00188595j -0.00290988+0.00573308j -0.00752359+0.00252607j -2.37806e-05-0.00087877j 0.00217104-0.000117099j 0.000893869-0.00358549j -0.00588373+0.0029751j -0.00242103+0.00852403j -0.00344283-0.00967073j 0.00183011+0.00291824j 0.00627339+0.00424653j -0.0094588-0.00915003j -0.00797914+0.00704672j 0.00283813-0.00661983j -0.000115045+4.23698e-05j 0.00830095+0.00481488j 0.00208089-0.000771381j -0.00515894+0.00295835j 0.00461228+0.000425105j -3.85721e-05+0.00712108j 0.00234735-0.00761191j 0.0052777-0.00762886j 0.00484588-0.0072213j 0.0045407-0.00115612j -0.00547302+0.00262124j 0.00210902-0.00776501j -0.00356763-0.0115918j 0.000641921-0.00410669j -0.005019+0.00656142j -0.0054393+0.00181099j 0.00623047+0.00630027j 0.0052712+0.00129282j 0.00768607-0.00183923j -0.00481686+0.000715311j -0.00654743-0.00312209j 0.00321969+0.000103409j 0.0103287-0.0166695j -0.00805169+0.0136335j -0.00679955+0.0057046j -0.00140252+0.000799794j -0.0147653+0.00626582j 0.00456764+0.00570059j -0.00172558-0.00221381j 0.00125833-0.00155766j 0.0134842-0.00284545j -0.00746749+0.00743035j -0.00330133-0.0148176j -0.00647836+0.00125515j 0.00915928+0.00719322j -0.00436041-0.0151587j -0.00498435-0.00827903j -0.0149832+0.0106915j -0.0161926-0.00973803j -0.00665298+0.00131158j 0.00367452-0.0037288j -0.0039076-0.00607212j -0.00336752+0.00315481j -0.00746576+0.00769756j -0.0035029+0.00400914j 0.00570441+0.00360221j -0.00118949-0.00647944j -0.00705034+0.003546j 1.29098e-05-0.000382127j 0.000590387-0.000771226j 
-0.00308345+0.00204618j 0.00158333+0.00380806j -0.00540344-0.0041247j -0.00370396+0.00611995j -0.00696552+0.00171221j -0.00377844+0.00481024j 0.00242214+0.00577065j 0.00404833+0.00385903j 0.00102891-0.0015726j 0.00346868+0.00345496j 0.00153997+0.000633523j 0.00517028+0.000262461j 0.0040291-0.00187651j 0.000155606+0.000834558j -0.00116224+0.00344134j -0.00283446-0.00125289j 0.0050606+0.00172423j -0.000413423+0.000851645j 0.00499108+0.00150785j -0.00867272-0.000195683j -0.00360333-0.00316401j -0.000770616+0.00405581j -0.00666343-0.00479079j 0.00301455+0.00142591j -0.00338598+0.00567375j 0.00276345+0.00295724j 0.00164675-0.00236987j -0.000721502+0.00268852j 0.00515729+0.00470268j -0.00346475+3.66507e-05j 0.00429643-0.0037693j -0.000763561+0.000117855j -0.00107579-0.00084755j -0.00173359+0.00760077j 0.00193488-0.00172833j 0.00668633+0.00356881j 6.59512e-05-0.000308461j -0.00730573-0.00757681j -0.00348141+0.00119121j -0.00429151+0.00465588j 0.00601274+0.00135366j -0.00464689-0.00274276j 0.00507542-0.00713208j 0.00224052-0.00496746j -0.0025225+0.00217615j -0.0090652+0.0087612j 0.00144058+0.00800286j 0.000473414+0.00262892j -0.00113668-0.00103746j -0.000758954-0.00504181j -0.00302567-0.0010389j 0.0023315-0.00215582j 0.00117371+0.00656536j -0.00167694+0.00248143j 5.87084e-05-0.000661044j 0.00303041+0.00589339j -0.000315331+0.00347428j -0.000710484+0.00509151j -0.00792313+0.00933823j -0.0052686+0.00666733j -0.00149518-7.82121e-05j 0.000496723-0.00690196j 0.00629257+0.000588344j 0.00892193+0.00125216j -0.00338999+0.00460849j -0.00209166+0.006814j 0.00755719+0.00436049j -5.34348e-05+0.000971491j 0.00498179+0.00144082j -0.001842-0.00227763j 0.0101793+0.00504828j 0.0013975-0.00676228j -0.00256162-0.00121849j 0.00483561-0.00835695j 0.00404523-0.00400374j -0.00598036+0.0028439j -0.00469448-0.000294267j -0.00496805+8.60596e-05j 0.00160947+0.0050696j -0.00834788-0.0103598j 6.43655e-05-0.000443287j -0.00518029+0.00343281j 0.00281133+0.0044485j 0.00919307-0.0031941j 0.00573712-0.00458517j 0.00215719-0.00355033j 0.00027275-0.00482823j -0.00240783+0.00194924j -0.00529779+0.00329991j -0.00282488-0.00246774j -0.00398742+0.00232623j -0.00258517+0.00403619j -0.00322527+0.00721249j 0.00106441+0.00623113j -0.0050574-0.00116295j 
-0.000772984-0.00605734j -0.00605525-0.000575832j 0.00133428-0.00191373j -0.00494013-0.00119482j 0.000268066-0.00478571j -0.00580644-0.00296314j -0.00158889+0.00066728j -0.00710167+0.00601117j -0.00205082-0.000628883j -0.0040191+0.00545549j 0.00377561+0.00275556j -0.00192086+0.00271656j 0.00195295+0.00756982j -0.0016285+0.00250806j 0.00237686+0.000247421j -0.00296237-0.00265834j -0.00252676+0.00202076j 0.00338881-7.40046e-05j 0.00219636+0.00389043j -0.0023195+9.58175e-05j 0.00240826-0.00295034j -0.00193602+0.00496658j -0.00142364-0.000951732j -0.00747353-0.00201679j -0.00702765+0.00601467j 0.0074004-0.00291801j 0.00659374+0.00517509j 0.00408918-0.00116141j -0.00376841+0.000521114j 0.00260248-0.00431593j -0.000902782-0.0023101j -0.00220929+0.00171866j 0.00787753+0.00578603j 0.00173195+0.0034945j -0.00401537-0.000422933j 0.00519259-0.000946851j -0.00471633-0.00871255j -0.00152397+0.00148724j 0.00827119+0.00314987j 0.0069348-0.000748065j 0.00233728+0.00284068j -0.0022982+0.0028925j -0.00436802+0.00576428j 0.00147937+0.00509443j 0.00107745-0.0044159j 0.000665955+0.00208031j -0.0027411+0.00461945j -0.00712583-0.000686362j 0.00183293-0.000414876j 0.00368556+0.00309501j 0.00539121+0.000461191j -0.00320417-0.00543165j 0.00188083-0.00588502j -0.00661434+0.00249293j 0.00560905-0.000378895j -0.00211945-0.00670477j 0.000917871+0.000571998j 0.000462558+0.000393533j 0.00227421+0.000245691j 0.00102128-0.00441133j 0.000994525+0.00332104j -0.00277032+0.00536218j -0.00185047+0.00208243j 0.00219803-0.00221061j 0.000825401-0.00257462j 0.00608202+0.0032333j -0.00569606-0.00461646j 0.00468141-0.00265319j 0.00418484-0.00169027j -0.00151273+0.000881738j -0.00115037-0.00293644j -0.000758608+3.87281e-05j 0.00526882-0.00261947j -0.00340729-0.000494153j 0.00515444+0.00349369j 0.00273524-0.0028831j 0.00226862-0.00730925j 0.000520393-0.00169145j 0.000100343-0.00459108j 0.00977105-0.00318487j -0.000724601+0.000531888j 8.56006e-06-0.00545973j -0.00228247-0.000356681j 0.000995255+0.00179081j -6.10916e-05+0.00652092j -0.00315442+0.00300874j 0.00900286-0.00508647j 0.00767778+0.0006354j -0.00631532-0.00375632j -0.00397389-0.00200337j -0.00101273+0.00373862j -0.00608377-0.0061458j -0.00883951-0.00209904j -0.0105631+0.00713109j -0.00484115-0.00870542j 
0.00558791-0.00309279j -0.00349501-0.00619826j 0.0070543-0.00954902j -0.00176919+0.00373018j 0.00500793-0.0020313j -0.00267566-0.00022218j 0.000827272+0.00534722j 0.0107353-0.00528002j 0.00634719-0.000623225j 0.00382653-0.00057652j -0.000238719+0.000103961j 0.00416618+5.15952e-05j 0.00999297-0.00170371j 0.00279198-0.00138346j -0.00397983+0.00268005j 0.000310376-0.00139902j 0.00346591+0.00224385j -0.00251745-0.00124857j -0.00371663-0.000931902j 0.00195135+0.00722353j -0.00567329+0.00230526j 0.00299536+0.00445988j 0.00324874+0.00689235j 0.0124841+0.00701927j 0.00296635-0.00350496j 0.00789313+0.00610502j 0.00388666+0.000294939j 0.00194379+0.0137511j 0.0047055+0.00129774j 0.00119394-0.00173571j 0.007613-0.0024232j -0.00101457+0.00129804j -0.00467796-0.00298184j -0.0115764+0.00547647j -0.000423004+0.000487076j -5.34204e-05+0.00461872j -0.00564486+0.00398609j 0.000132994-0.000628913j 0.00203459-0.00490417j -0.000404171-0.00526663j -0.00160886+0.0028905j 0.00101995+0.0133349j 0.000479255-0.00106247j -0.00568738+0.00832148j 0.00206763-0.0043441j 0.00703357+0.00864007j 0.000102935+0.00873078j -0.00672797-0.00107283j -0.00437665+0.00682607j -0.000312155-0.00327921j 0.00475988-0.00483749j -0.0038948-0.000263004j -0.00225409+0.00252355j 0.00192489-0.00631205j 0.0036928-0.00621608j 0.00276654-0.00119923j -0.00589099+0.00304363j 0.00150196-0.00107415j -0.00397091-0.0105981j -0.00126586-0.00257398j -0.00503927+0.00272369j -0.00476465-0.0031993j 0.00896071+0.00816927j 0.00497393-0.00741876j -0.000482284+0.00234409j -0.00390298+0.00357791j 0.00206119+0.00378996j -0.00730114-0.00194153j 0.000479592-0.00529951j 0.00789369-0.00400998j 0.000316123-0.00474514j 0.00191918+0.0017509j 0.000883744-0.00039423j 0.00119723-0.00210376j -0.00272071+0.000509682j -0.00429697+0.00600544j 0.00520437+0.00250332j 0.00521798+0.00506564j 0.00134731-0.00185856j 4.39495e-05-0.000735626j 0.000220678+0.00687431j -0.00730352+0.000620439j -0.00522197-0.00503424j 0.00114479+0.00272378j -0.00944328+0.00438219j -0.00780139-0.000304338j 0.00391064-0.00232271j -0.00104436+0.00499199j -0.00544354+0.00149216j 0.00139929+0.00068971j 0.000248507-0.000968557j 0.00378453+3.63734e-05j -0.000369008-0.00457624j -0.00430805+0.00159128j -0.00219281-0.00234323j 
0.00797393-0.00535728j -0.00550753-0.00665472j -0.000728055-0.00242258j 0.000909572+0.0011961j 0.00120759-0.00111914j -0.00332699-0.00641614j -0.00265637+0.00213453j 0.00283066-0.00126995j -0.000447193-0.00241839j 0.00378803-0.0013051j 0.000973042+0.00353137j 0.00157767-0.00305714j 0.00350903+0.00143018j -0.000489242-0.000557662j -0.00197336+0.00237072j -0.00172624-0.00471447j 0.00121123-0.00260885j -0.00346697+0.000944028j -0.00456568+0.000861015j 0.00131037+0.000334575j 0.000145383+0.00558488j -0.00101216+0.011859j -0.00142169+0.00291779j 0.000684443+0.00239951j -0.00140489-0.00651737j 0.00563399+0.0024543j 0.00350839+0.0022436j 0.00351311+0.00365931j 0.00376654-0.00695827j -0.00369799-0.00451664j -0.000252779+5.96085e-05j -0.00046463+0.0037911j -0.0057929-0.00173807j -0.00422501+0.0027383j -0.00187481-0.00281771j 0.00148081-0.00295073j 0.00366922-0.001633j 0.00100391-0.00170596j 0.00263175-0.00343737j 0.00348444-0.00483905j -0.00217788+0.00111885j -0.0005057-0.003902j 0.00102395-0.00193701j 0.00351053+0.00558259j 0.0020402+0.00293271j 0.00661261-6.58781e-05j 0.00359876+0.00771217j -0.00138238-0.0073867j -0.00176337+0.00493902j 0.00243972-0.006476j 8.68034e-05-0.0053672j 0.00131965-0.00555067j -0.000891456+0.000262641j -0.00292952-0.00129276j -0.00331373-0.00338061j 0.00798782+0.00410256j -0.00544966-0.00444508j 0.00547025-0.00461056j -0.00174628-0.0044013j -0.00038265-0.00773439j 0.00163487-0.00170014j -0.00118572+0.00340952j 0.000817614-0.00105617j -0.00366848+0.00108643j -0.00446486-0.000919467j 0.00101473-0.00137926j -0.0120842-0.00344845j -8.32522e-05-0.0051916j -0.00291437-0.00721242j 0.00370915-0.00129654j -0.00433533+0.000956946j -0.00385327-0.000798241j -0.00279931+0.00869555j 0.00317189-0.0038824j -0.00562363+0.00093174j -0.00198734-0.00363318j 0.00712097+0.00251962j -0.00248115+0.000769453j -0.00033344+0.00163037j 0.00360166+0.000712528j 0.00156855-0.00332992j -0.00197236+0.00228466j -0.00145823-0.00241091j 0.00499126-0.00111369j -0.00516846-0.00134125j -0.00321994-0.00290839j 0.00125493-0.00497476j 0.0027617+0.00508795j -0.000543627+0.00636776j -0.000641398-0.00202366j -0.00266862+0.000296703j 0.00336216-0.00136454j -0.00256202-0.00418814j 0.00261318+0.00103946j 0.000513837-0.000345411j 
-0.00128999-0.0014141j -0.00167484+0.00286401j 0.0020417-0.00291274j 0.00333163-0.00399987j 0.00359822+0.00023849j 0.00175117-0.00358213j 0.00407406-0.00368882j 0.00120297+0.00147622j -0.00186768-0.000924922j 0.00588492+0.000134304j -0.00225901+9.42936e-05j 0.00191433-0.0063508j -0.00145883-0.00259117j 0.002427+0.00361373j -0.00214179-0.000976555j -0.00133623+0.000660031j -0.000945475-0.00144598j 0.00321336+0.00310604j -0.00104663+0.00277986j -0.00442302-0.00503562j -0.0011945+0.00442075j -0.0067709-0.00263853j -0.00373737+0.00477471j -0.00412734+0.00456109j 0.00608611+0.00535525j 0.00354833-0.000156853j -0.00112758+0.00217943j 0.00667466-0.000226903j 1.07855e-05+0.00256424j 0.00797695-0.0023176j -0.000387937+0.000370299j -0.000253927-0.00193234j -0.00236691+0.00531039j -0.000114826+0.00255035j -0.00211846+0.00305725j 0.00208501-0.00732389j -0.0027691-0.00709608j -0.00184555+0.00979977j -0.00473685+0.00434976j -0.000780314+0.0011053j 0.008248+0.00352349j 0.00598867-0.00100453j -0.004239-0.00632077j 0.00145916+0.00722439j -0.000959566-0.00506951j -0.00387838+0.0036169j -0.000726071+0.00494762j 0.00303381+0.00376461j -1.05271e-05-1.66031e-05j -0.000452733+0.0068602j 0.00360273+0.00176751j -0.00282771+0.00769404j 0.00452306-0.00768817j -0.00161748+0.00293055j 0.00541742+0.00137294j -0.00163206-0.00929475j 0.00719115+0.00258663j -0.00796311-0.00279446j 0.00827428+0.00420511j -0.00409229+0.000779603j 0.000620428+0.000560269j 0.00410469+0.00312371j 0.00527916-0.00282392j -0.000937357+0.00702729j -0.00658827-0.00381823j -5.19777e-05+0.00248535j -0.00165843+0.000338119j 0.00741582-0.00628628j 0.00761366+0.00744452j -0.00313002-0.00100026j 0.0013367-0.00173516j -0.00567489-0.000104245j 0.00218234-0.00995298j -0.0111091-0.00348293j -0.00101552-0.0038428j 0.00685012+0.00100236j -0.00481303+6.50791e-05j 0.00206862+0.0026748j -0.00354674+0.00504751j 0.00601271+0.000419163j -0.0035918+0.0020198j 0.00227095-0.00212029j -0.00293746-0.00588241j -0.00106199-0.000403313j 0.00798387+0.00167077j -0.00780371+0.00429393j -0.00221051-0.00742118j -0.00215999-0.00879188j -0.00584252+0.00765118j 0.0080517-0.0060846j -0.00709339-0.00233623j 0.00430104-0.00519123j -0.0074012+0.00161432j 0.00285048-0.00273678j 0.00557752-0.000420752j 
-0.00738333+0.00862258j 0.00776774+0.00740037j -0.00100874-0.000213665j -0.00829545-0.00720696j -0.00245355+0.00289095j 0.0011635+0.00111861j 0.00351799+0.000734278j -0.0037227+0.0079019j 0.000605277-0.00347445j -0.00480752+0.0018787j -0.00203775-0.000496634j -0.00115858+0.000669908j -0.00455082+0.00190833j -0.00163885+0.00306035j 0.00301435-0.00235092j 0.000586139-0.0003495j -0.00134562-0.000696395j 0.00433069+0.00177937j 0.00211954-0.000414146j -0.00251674+0.000278822j 0.00018373-0.00387876j 0.000773078-0.00448148j -0.00397739-0.00114737j -0.00244142-0.00224179j -0.00237516+0.00656512j -0.000712642-0.00285377j -0.00252407-0.00359129j 0.000569535-0.000881096j -0.00248728+0.00373644j -0.000189232+0.00121101j 0.000644905+0.00105273j -0.000340188-0.00223379j 0.0018755-0.000656098j 0.00570882-5.11604e-05j 0.00516577-0.00262699j 0.00493168-0.00133481j -0.00101926-0.00364088j 0.00367788-0.000447487j 0.00064836+0.00423247j -0.00105176+0.00321344j 0.00537421-0.00525914j 0.000120422-0.00265438j -0.00211675+0.00366274j 0.00258416-0.0074233j -0.0038536-0.00026528j -0.000914724-0.00127932j -0.00217347-0.0030895j 0.00284125+0.00182877j 0.000484933-0.00443704j -0.00300198+0.00030141j -0.00378184+0.00187045j -0.00136878-0.00182733j 0.000514464+0.00410527j -0.00209026+0.0021839j -0.00172847+0.00517527j 0.0031225-0.00439906j -0.000513445+0.00151209j 0.00291547+0.00673585j -0.00048679+0.0020092j 0.00137117+0.00230873j -0.00464484+0.00280671j -0.00383724+0.00665137j 0.00510225-0.00351236j 0.00448585+5.8313e-05j 0.00341294-0.000209415j 0.00385675+0.00565264j -0.00348133-0.000166033j 0.000143315+0.00393364j 0.00458042+0.00188205j -0.00553822+0.00255465j 0.00201983-0.00182805j 0.00273517-0.00448263j 0.00208059-0.00434725j -0.00362171+0.000369466j 0.00525118+0.000431653j 0.00493853+0.00314715j 0.0004687-0.00179157j 0.000578651-0.00308797j 0.00594612+0.00229482j -0.00248906+0.00107163j -0.0042879-0.00351714j 0.000701876-0.00654536j 0.00167464-0.000114529j -0.00109472+0.00355092j 0.00142071+0.00304611j 0.00702531-0.00247136j -0.00240235+0.00631927j -0.00507213-0.00357927j -0.000855858-0.00278584j -0.00311328+0.00518653j 0.00691887+0.00290529j 0.00506619-0.00529903j -0.00381273-0.00138112j 0.00704226-0.00176983j 0.00201025+0.00659685j 
