0.11748-0.0865843j -0.0738218-0.119254j -0.00115266+0.00609385j 0.00663047+0.00156432j 0.0156864-0.0220467j -0.0178536-0.0220916j -0.0257603-0.00265144j -0.0103557+0.027048j -0.0225991+0.0250246j 0.0156176+0.0357616j 0.00551251-0.0113676j -0.000222199-0.00972463j 0.00958208-0.0214832j 0.00107689+0.00779317j -0.000110948+0.00271983j 0.00107892-0.0161723j 0.0042526+0.000215584j 0.0199545-0.00334426j 0.00178671+0.0118432j -0.024106+0.0355092j -0.0193399-0.00997798j -0.00685727+0.0220494j -0.0358278+0.0196225j -0.00496645-0.0016721j 0.0240779+0.0146936j -0.00360996-0.0173457j 0.0214116+0.0470481j 0.0429866-0.0180942j 0.0202022-0.0244467j 0.0457791-0.00957045j -0.0505863+0.00504767j -0.0171788+0.00728093j 0.030104+0.025607j -0.00146192-0.00759507j 0.000630309+0.00321181j 0.0469809-0.00540801j -0.0109192-0.019476j 0.0236767+0.0392371j 0.0457526+0.00853076j 0.0496499+0.0529317j 0.00623837-0.00749253j -0.00504413+0.0236503j -0.00183744+0.0185616j -0.0241544+0.0154852j 0.0302693+0.0350206j 0.0212284+0.0141461j 0.0207889+0.00836608j 0.0011253-0.0173661j 0.0317698+0.0183899j 0.00100664-0.0186343j -0.00652738+0.032833j -0.0106603-0.00259868j -0.00110899-0.0063089j 0.00337096+0.000556723j 0.0255973-0.0546549j 0.00712188-0.0391584j -0.0190637+0.00152003j 0.0206417-0.00599431j 0.01403-0.00927737j -0.00904348-0.0153916j -0.0226256+0.0119736j -0.0136777+0.00673432j 0.00668321+0.024574j -0.00311411-0.00948451j -0.0174349-0.0198232j -0.00873825-0.0143586j -0.0148397-0.0149436j -0.00914488-0.0141522j -0.007052-0.0116505j 0.0110779+0.0042596j 0.00639656-0.0140472j -0.00681163+0.0151159j 0.00686552+0.0309156j -0.0297572-0.0675718j -0.00407669+0.0365559j 0.00585109-0.0429409j 0.0376676-0.0304887j 0.00704239+0.01186j -0.015136-0.0278735j 0.0171065-0.00340766j 0.000802452+0.00274637j 0.00345795-0.0329746j -0.0229649+0.000511564j 0.0062626-0.0010367j 0.0199458+0.0408603j -0.0330371+0.0297491j -0.0433148-0.0193489j 0.0112372-0.0346837j -0.0648662+0.0256831j 0.00431029-0.0256481j -0.0176124-0.0110212j -0.0122099+0.0305252j 0.0108024-0.0193451j -0.10731+0.100958j -0.100564-0.116178j 
0.000250876-0.000615529j -0.00146733+0.000147528j 0.000923756+0.00664507j 0.00242186+0.00471381j -0.00294219+0.00164917j -0.00159382-0.000196322j -0.00461176+0.00131959j 0.00756214+0.00372337j -0.000907085-0.00483243j -0.000346309+0.00112301j 0.00560676-0.00573129j -0.00654706+0.00196121j -0.00351494-0.00262273j 0.00645564-0.00463863j 0.00230748-0.00863437j -0.00449089-0.000920859j -0.00419653-0.000433751j -0.0101878-0.00160109j -0.00492628+0.00279592j 0.00578549+0.00309071j -0.000931666-0.00157579j -0.00115277+0.000609858j -0.00627686-0.00393581j 0.0027406-0.00066027j -0.00243317+0.00238318j 0.00141226+0.00364005j -0.00921191+0.003771j 0.00471072-0.00626817j 0.00219215+0.00542451j -0.000736722+0.00269628j 0.00106159-0.00119388j -0.00469681+0.00372881j -0.00147027+0.00291583j 0.000323158-0.0031691j 0.00784839-0.00871338j 0.000163536+0.000812188j -0.0017539-0.00191003j 0.00645183-0.00372899j -0.00284781+0.00393536j -0.00434495+0.00082365j 0.000185445+0.00583656j -0.0031485-0.00312985j -0.00427227-0.00134644j 0.002385-0.00171636j -0.00123697-0.00027844j 0.00044868+0.00324413j 0.00150681+0.0047406j -0.0037722+0.000122602j -0.00113428+0.00125319j -0.00269239+0.00826794j 0.00198105-0.00377928j -0.00435842+0.00954918j -0.00193778-0.00199403j 0.00106806-0.000468841j 0.00426301+0.00124991j -0.00412728+0.00114653j -0.000273092+0.00154104j -0.00458621+0.00233615j -0.002116-0.00897482j 0.00210967+0.000595039j 0.00826089+0.00291836j 0.000871324-0.00359208j 0.00495021-0.00164589j -0.00136917+0.00104424j -0.000198145+0.000972623j -0.000508138+0.000232096j 0.00264611-0.00209451j 0.00675421-0.004435j 0.0034669+0.00215366j -0.00216776-0.00367819j -0.00033149+0.00153329j 0.00424559+0.00329409j 0.000552492+0.00148445j -0.00210483+0.00364737j -0.00521421-0.00190658j -0.00179696-0.00179301j -0.00210938-0.00281628j 0.000957606+0.0025155j 0.000523321+0.00279775j -0.00125349+0.000421261j -0.000632599+0.00283923j 0.00232041+0.00359991j -0.00086664-0.00885058j 0.00210823+0.000416494j -0.00208356-0.000817253j -0.00576217+0.00385838j 0.00219582+0.00371005j 0.00149536+0.000216719j 0.000412951-7.49978e-05j -0.00155454-0.00365041j -0.00349216+0.00276839j -0.00160473+0.00178637j 2.75583e-05+0.000362931j -0.00188501+0.000685442j -0.00261314-0.000941015j 
-0.00317418+0.00203077j 0.00202356+0.00143064j 0.00753565+0.00437516j 0.00354826+0.00171635j -0.00197978+0.00190255j -0.0045716+0.00397727j -0.000805515+0.00244856j 0.00047336-0.00218923j -0.000661591+0.000306011j 0.00449794-0.00178544j 0.00646156-0.0106542j -0.00372185+0.00289686j 0.000413542-0.0027893j 0.00447054-0.000918664j 0.00665122-0.00727773j -0.00667031+0.00144549j -0.00213749-0.00146937j -0.0119222+0.00199732j 0.000237954+0.00424005j 0.00150875-0.00266401j -0.00127663+0.00063774j 0.00176204-0.00191644j 0.00218196+0.00351319j -0.00417247-0.00603838j -0.00795163-0.00121262j -0.000317703+0.00828832j -0.00127396-0.000284721j -0.00215177+0.00253131j 0.00395689+0.00371074j -0.00245616+0.00147167j 0.000951315-0.0015878j -0.00274861+0.00422535j -0.00574464-0.00667846j 0.000589182+0.00172805j 0.000213837-0.00853153j 0.00301968+0.00332776j 0.00755861+0.00981888j 0.00430474+0.00296017j -0.000509183-0.00213749j -0.00808412-0.00475499j -0.00219109+0.00109705j 0.00178776+0.00481741j 0.00448924+0.00199849j 0.00409679-0.000269885j -0.000438824+0.00130856j 0.000672559+0.003383j -0.00145156+0.00273595j -0.00312569-0.00473882j -0.00462952-0.00659111j 0.0043118-0.00433665j 0.00030487+0.00241044j 0.00227168-0.00499548j 0.00479354-0.000867267j -0.00255536+0.00323097j -0.00472723-0.00375722j 0.0030205+0.00192318j -0.00335568-0.000351345j -0.0012553+0.00287031j 0.00493385-0.00481091j -0.0011045-0.00772659j -0.00333498-0.00195052j -0.00085459+0.000325527j -0.00895267+0.00332596j -0.00690387+0.000674001j -0.00495974+0.00466002j 0.00152796+0.00229187j -0.00351499+0.00401181j -0.000664708+0.00280087j -0.00244991+0.00277245j 0.00419328-0.00491374j -0.00252123+0.00594499j -0.00259812+0.00101721j -0.00184241-0.000280835j -0.0100371+0.00307615j -0.00329174+0.00208773j -0.00158896+0.00106606j 0.004084+0.00495837j 0.0030355-0.00274954j 0.00591216+0.00653273j -0.00318616-0.003192j 0.00392091+0.00370971j -0.000126012-0.00166567j 0.00588725-0.00695857j 0.00130039-0.0019621j 0.00034207-0.00212655j -0.00142328-0.0013016j 0.00379143-0.00149228j -0.00415305+0.0033864j -0.00320501-0.0021221j -0.00192102-0.00197964j 0.00156054+0.00107065j -0.00719455-0.0036785j -0.00997404+0.00304318j 0.00273425-0.00481632j 0.0067984+0.00237096j 
-0.0033894+0.00276792j 0.00257813+0.00455479j -0.00299527-0.00209626j -0.00287465-0.00194901j -0.00410805+0.00121793j -0.000574231+0.000902353j -0.00146523-0.00120899j 0.000845832+0.00399307j 0.00205402-0.00069526j -0.00471098-0.00538103j -0.000887858+0.000437224j -0.00367317+0.00278368j -0.000248161+0.00987163j 0.00220574+0.000801312j -0.000143842+0.000391255j 0.000474086+0.00260358j -0.000141823-0.00057265j -3.8447e-05+0.00135029j 0.00221232-0.00184835j -0.000568935-0.00110908j -0.000692792+0.001254j 0.00279808-0.00102702j -0.00321198+0.000928916j -0.00115475-0.00113799j -0.00383726+0.0012273j -0.0011587-0.00137637j 0.000388066-0.00227894j 0.00167752+0.000472253j -0.00348623-0.00404286j -0.0056128-3.09334e-05j 0.00280313+0.00136508j 0.000915096+0.00368001j 0.00155602+0.00540532j -0.00266272-0.00248364j -0.00130079-0.00184178j 0.00585227+0.00564378j 0.000708829+0.00310017j -0.000529737-0.00664184j 0.000846793+0.00287142j 0.00235968-0.00265743j -0.0109856-0.00423948j 0.00267058+0.0022282j -0.000880804+0.00117048j 0.0070076-0.00529455j 0.000742528+0.00268829j 0.00570648+0.000263403j 0.00184359-0.00633384j 0.00140842-0.00258538j 0.00208777+0.00975425j 0.00268142-0.00558754j -0.00549039-0.000205866j -0.000519869-0.00482075j 0.000537113-0.00181431j -0.00116134-6.15344e-06j -0.00250269-0.000940303j 0.00933078-0.00148293j 0.00275691+0.000108345j -0.00239989+0.00298215j -0.00242737+0.000828816j 0.00194232-0.010652j -0.00229712-0.00522675j -0.00354104-0.00159456j -0.00520869+0.00106673j -0.00406494-0.00383383j 0.00409805+0.00405665j 0.00215088+0.00121215j 0.000277654-0.00358394j -0.00493066+0.00087089j -0.00244317+0.00294319j 0.00366629-0.00539565j -0.00141646+0.00604901j -0.00132032+0.00451555j -0.0044777-0.0021332j 0.000422994+0.00243133j 0.00308419+0.00340417j 0.00275608+0.00725939j 0.00150699+0.00220312j -0.00403754-0.000360393j 0.00663625-0.00202937j -0.00217212-0.000446017j 0.000164695-0.00451337j -0.00018956+0.00344777j 0.00175125+0.00673169j -0.00143923+0.0016101j 0.00159045-0.00666009j 0.0043715-0.000612994j -0.00188066-0.00291405j -0.00542299-0.00189904j 3.88374e-05-0.00394633j 0.003892+0.00253741j 0.000255293-0.00188787j 0.00199013+0.00322742j -0.0045117+0.00819784j 0.00278006+0.000184614j 0.00159625-0.000327165j 
-0.0027835+0.000762423j -0.000439663+0.00257201j 0.00200829-0.00507639j -0.00338183+0.000399327j -0.00116444-0.00262385j -0.00113183-0.000987018j -0.000485893+0.00386838j -0.000501394+0.00265194j 0.00222918-0.00524701j -0.00166801+0.00269795j -0.00161961+0.00215768j 0.000379917-0.000366132j -0.00255728+0.00447118j 0.000752037-0.00310456j -0.00217064+0.00240335j 0.0016079-0.00289279j 0.000469541-0.00032849j -0.000977461+0.00308113j 0.00239584+0.00210843j -0.0045038-0.00458869j -0.000292044-0.000290425j -0.00633356+0.00517776j -0.00381486-0.00144433j 0.00207848-0.00255834j 7.06434e-05-0.00153577j 0.000841271-0.00307573j -0.00146819-0.00478029j -0.000441811-0.000631285j -0.00261381-0.00295168j 0.00079913-0.00527975j 0.00351846+0.00234806j -0.0011992+0.000689809j -0.00202896+0.00367564j -0.00369808+0.000985916j -0.00141075+0.00334896j 0.00589264+0.0039337j -0.00336723-0.00412631j -0.00944714-0.00046482j 0.00230386+0.0012354j 0.000342303+0.00168784j -0.00270032-0.00368579j -0.000788045-0.000784763j -0.00187941-0.002922j 0.00293423-0.00109261j -0.00225054-0.00163063j 0.000262773+0.00544971j 0.00102918+0.000192143j -0.00314525-0.00134729j 0.00671074+0.00313413j -0.00437441+0.000946538j 0.00391169-0.000462601j 0.00305569+0.000985146j 0.0018936-0.00834461j -0.00125915+0.00486582j 0.00197526+0.000914804j 0.000238633-0.00282461j -0.00264718-0.000291353j -0.00193987-0.000643431j 0.000176216-0.000467314j -0.00280492-0.00429909j 0.000862293-0.00258374j 0.00272901+2.8905e-05j 0.000801864-0.00118895j 0.0016494+0.000641221j 0.00167924-0.00303891j 0.0043913-0.00332465j -0.00196352+0.00062595j 0.00334577-0.00081483j 0.00250689+0.00308114j 0.00584363-0.00267724j -1.26597e-05+0.00430961j -0.000986237+0.000212434j 0.00249434-0.000954143j 0.00755822-9.81951e-05j -0.00785823-0.00594518j -0.00262037+0.00281118j -0.00264448-0.00170179j 0.00265757+0.00603463j -0.00487885-0.00581813j 0.00406686+0.00482536j -0.000780899+0.0021331j -0.00242778+0.00633487j -0.00211414+0.00561583j 0.000437277+0.00124468j 0.00399637-0.00226328j -0.00126824-0.00137899j -0.00209687-0.00111781j 0.00418706-0.00639737j 0.00375506-0.00109854j -0.000414061+0.0026216j 0.000838767+0.000710947j 0.00184927-0.000672585j -0.00127417-0.00317291j 0.0029392-0.00159797j 0.000822057+0.00320158j 
-0.00243492-0.00332405j -0.00261968+0.00250116j 0.00265899-0.00200123j -0.00394311+0.0020913j -0.0020445+0.00109928j -0.00235436-0.00107691j -0.000916927+0.00476418j 0.00298439+0.00755686j 0.00293101-0.000737047j 0.001812+0.004237j -0.000895065+0.000290184j 0.00343538+0.00321331j -0.00330626-0.00157917j 0.00265356-0.00099971j -0.00190706+0.00173708j 5.98268e-05-0.00464442j 0.00136432-0.000967815j -0.00294561-0.000705641j 0.000668228+0.00174958j 0.0008679-0.00109315j -0.0024826-0.0011086j -0.00485486+0.00252343j -0.00590853-0.00236062j 0.00179695+0.000618499j 0.00473564+0.00467521j -0.00235091-0.00516489j -0.00292306-0.00082856j 0.00358431-0.000917439j -0.00193473-0.00179459j 0.0078629-0.000684293j -0.00152336+0.00129805j -0.000699949+0.00122697j 0.00129914-0.000899449j 0.00155838-0.000325928j -0.000241758+0.000676986j 0.00727717+0.0014941j -0.00448536+0.00127822j -0.00712371+0.00842403j 0.00554826+0.0065997j 0.000589356+0.00481864j -0.00453452-0.00378638j -0.00561393-0.000752997j -0.00474814-0.000485256j -0.00365369+0.00372837j -0.00435008-0.00169564j -0.00387307-0.000318185j 0.000880616-0.00270376j 0.00415825+8.14027e-06j -0.000680503+0.00100499j -0.00995085+0.00209686j 0.00568539-0.00292322j 0.00530174-0.00336972j -0.00375036-0.00189183j 0.0040607+0.00513744j 0.0045418-0.00219469j 0.00207271-0.00443321j -0.00405294+0.00127046j 0.00198286+0.00332814j -0.00184693-0.00150143j -0.000262559-0.00101662j -0.00662261-0.000525051j -0.00297824-0.0011977j 0.00741567-0.00471492j 0.00557888-0.00625941j 0.0022252-0.00351787j 0.00592684-0.00433293j 0.00158751-0.00266064j -0.00191769+0.00103366j 4.13197e-05-0.000479524j -0.00295784+0.00167471j -0.00169216-4.14493e-05j 0.000314332+0.00196601j -0.00107391-0.000835213j 0.00203577-0.00306738j -0.00845876-0.00463383j 0.000547199-0.00204651j 0.000676568+0.00526681j 0.00626743+0.00138365j -0.00177944-0.00123368j 0.00349628+0.00621261j -0.000366498+0.00270079j -0.00315023+0.00344526j 0.000560834-0.0028738j -0.000727274-0.000367194j 0.00448551+0.00514218j 0.00179239+0.0027215j -0.00526113+0.00369138j -0.000545871-0.00799825j 0.00145357+0.000776345j -0.00141108-0.00339334j -0.000427433-0.000910743j -0.00181437-0.0052056j -0.00217904-0.00236901j -0.0079374+0.00614667j -0.00687478-0.00680277j 
-0.00372832+0.00119495j 0.00291603+0.00375654j 0.00602778+0.00158256j -0.0012697-0.00766538j 0.00045925+0.00293768j -0.00089006-0.00134716j 0.000792842+0.000475475j -0.0023014-0.00133648j 0.00107738+0.000243819j 0.003275+0.00206855j -0.00314293-0.00495083j -0.000963892-0.000535398j -0.00226911-0.0052983j -0.00123273+0.00103468j -0.000288426-0.00273041j 0.000383256+0.000296381j 0.000399412-0.000881392j -0.00118843+0.00106816j -0.00258195+0.00312147j 0.000361615-0.00122025j 0.000200755+0.000745734j 0.00191091-0.00479498j -0.00237131+0.00065837j -0.00142407-0.000205306j -0.0024774+0.00355226j -0.000509136+0.00139832j -0.00149803+0.00175422j 0.00109548-0.000309864j 0.000378637+0.00451888j 0.00441919+0.000873437j 0.000810133+0.000772826j 0.00101974-0.00154834j -0.000109908-0.00358345j -1.60125e-05+0.00144501j 0.00222514-0.00156869j -0.00491687+0.00108355j 0.000816749+0.000271164j 0.00669143+0.00263047j -0.00504728+0.0015591j -0.00406617+8.19226e-05j 0.00796789-9.39193e-05j 0.00219439-0.000821597j -0.00085093-0.00234626j 0.00340535+0.00462165j -0.00116831+0.000693823j 0.00493581-0.00053056j 0.00135443+0.00219219j 0.000222514-0.00152238j 0.00164572-0.00624318j -0.000251064+0.00222872j -0.00274695+0.00224363j 0.000189702-0.00126385j 0.000514883+0.00184185j -0.000292765+0.00176286j 0.00105548-0.00240649j -0.00350763-0.00341603j -0.00271145-0.00135456j 0.00386779+0.00514753j 0.00593492-0.00924552j 0.00346226+0.0025663j -0.00572909+0.00305762j 0.00165089+0.00304813j 0.00100892-0.00173588j -0.0011424+0.00181377j -0.00260742+0.00323187j 0.00145299-0.000833363j -0.00350823+0.0011474j -0.00298183+0.00199892j -0.00127997-0.0010971j -0.000185583+0.00655658j 0.00177897+0.00221748j 0.000357018-4.77233e-05j 0.00323465+0.00362338j -0.00256811+0.00397405j -0.00163266+0.00136508j 0.00230403-0.00568067j 0.00234758+0.000502021j 0.000443163-0.000463704j -0.00146064-0.00200396j -0.00100349-0.00153287j 0.00159173+0.00192322j 0.00100422-0.0013864j -0.000541779-0.00607378j -0.00174234-0.00141902j 0.00209743+0.00394869j 0.00144307-8.25588e-05j 0.00169063-0.00197142j 0.00305925+0.000952921j 0.00125566+0.000361846j -0.00151011-0.00336102j -0.000115045-0.000827265j -0.00528852-0.00509202j -0.00128012-0.00160853j -0.00112571-0.000202784j -0.000416371-0.000295788j 
0.00204201-0.00159202j -0.0027506-0.00283458j -0.00245287-0.00619803j -0.00507986+0.00431141j -0.0013635-0.00509936j -0.00316658+0.00139052j -0.000122695+0.000621792j -3.24017e-05-0.0052074j 0.00190855+0.0021895j -0.00329679-0.00187028j 0.000489026+0.00458173j 0.00456163-0.00241134j 0.00102258+0.003537j -0.00200573-0.00281566j -0.0017642+0.00166535j -0.00157013+9.54036e-05j 0.00240542+0.000464223j -0.00058692-0.00235816j -0.00100935-0.00172849j -0.0022391+0.00355998j 0.00130379-0.00211141j 0.000402438-0.000459256j -0.00106057-0.00370944j 0.00444844-0.00358279j -0.00379476+0.000419539j -0.00234799+0.00251006j -0.00174052+0.00321165j -0.000761728+2.62369e-05j 0.00374284-0.000721456j 0.000718259-0.000451859j 0.00174472-7.97359e-05j -0.00238793+0.000195663j 0.00175914+0.00373933j -0.00227113-0.00198254j 0.00420773+0.00269658j 0.00108439+0.00198632j -0.000551574+0.0022175j -0.00313896-0.00168374j -0.000573876-0.00345685j -0.00194686-0.00188698j -0.00374857+0.00567736j 0.00310877+0.00128543j -0.000514234+0.00316078j -0.000750044-0.0109902j -0.00014348+0.00296315j 0.00107511+0.00240076j 0.000248143-0.000569888j 0.00142575+0.000226165j 0.00182061+0.000625264j 0.00207348-0.00460599j -0.000996179-0.00213j 0.00026619+0.00380531j -0.00134047-0.00420165j 0.00389268-0.00274504j -0.000219599-0.00203456j -0.00550382+0.00345152j -0.000186772-0.000656768j 0.00939492+0.00244391j 0.0012231+0.00137894j -6.18207e-06+0.00358532j 0.00818618+0.0025724j 0.0015086-0.000309304j -0.00127632-0.000597115j -0.00556414-0.00795583j -0.000724536+0.00291578j -0.00388448+0.00149467j 0.000718986-0.00552387j -0.00304349+0.000230201j -0.000341211-0.00239156j 0.00426516-0.00648499j 0.000204527-0.000662933j 5.84324e-05+0.00163583j -0.00099508+0.00185755j -0.000463169-0.00570457j 0.00403884+0.00331821j 0.000570292+0.00198941j 0.00382292-0.00194238j -0.00339508+0.0020128j 9.33155e-05-0.00581074j 0.00218726+0.00505572j -0.000633183+0.00217211j 0.00275891-0.00352632j -0.000675846+0.00314418j 0.00410189+0.00367837j -0.00390004-0.00258295j -0.00781216-0.00143647j -0.00343992+0.000892244j 0.00244894+0.00228309j 0.00261455+0.000911678j -0.00118621-0.000518895j -0.00122192+0.0035204j 0.00329889-0.00274102j 0.00117314+0.00053667j -0.00164016+0.00315592j -0.00435612-0.000624175j 
-0.00462701+0.00609238j 0.00605191+0.00492832j 0.00196759+6.08068e-05j 0.00297514+0.000733336j 0.000418828+0.00109795j 0.00507665+0.000140383j 0.00113694-0.00199647j -0.000606294-0.00192605j 0.000382498-0.00385477j -0.00413104-0.00108467j -0.00114796-0.00129241j -0.00155427-0.000555508j -4.53041e-05-0.00257602j 0.00118563-0.000647987j -0.00310285-0.00351312j 0.00284909+0.00202253j 0.000146241+0.00201181j -0.000491789-0.000507917j -0.00167365+0.000173605j 0.00526727+0.0020684j 0.00175794+0.00199738j -0.000327007-0.00926002j 0.003515+0.00376005j 0.0020272+0.00162339j 0.00210152-0.00286012j 0.00171643+0.00279083j 0.00219713-0.00109161j 0.00269741+0.00156343j -1.06552e-05-0.00156847j -0.00247668+0.00137547j 0.00591384-0.00165883j -0.00136231+0.000323435j -0.0029067+0.00203195j -0.00772531-0.00454051j 0.00291225+0.000512584j -0.00420713+0.00647598j 0.000122692-0.000422199j 0.00400402-0.00403671j -0.00222861+0.00256094j -0.00328598-0.00367793j -0.0042991+0.00698978j -0.0016064+0.00077794j -0.0009786+0.00340776j -0.000456907-0.000524708j -0.00203087-0.00437088j -0.00491275-0.0033992j 0.000976532+3.47103e-06j 0.00298084+0.0019939j -0.00963205+0.0048015j 0.00105363+0.000897319j -0.00288973-0.00497021j 0.00100091-0.00379992j -0.00148845+0.00604022j 0.00213743-0.00115043j -0.00718551-0.000963059j -0.00156659+0.00942423j -8.79891e-05+0.00207494j 0.00181445-0.00279842j -0.00504552-0.00141531j 0.00138503-0.000158798j -0.00405598-0.00030533j -0.00389701-0.00241004j 0.00228336-0.00154089j -0.00201684+0.000751715j -0.00336462+0.00171536j -0.00402164-0.00329304j -0.000394317-0.00184173j 0.000349517+0.00203475j -0.00546567+0.00221759j -0.00588655-0.00116094j -0.0073092+0.00408402j 0.00599322+0.00225945j -0.00297559-0.00374158j 0.000429832+0.00663714j 0.00240909+0.000946917j 0.00314614+0.00140215j 0.00126372+0.00278406j -0.00186237-0.00142335j 0.00713167-1.2334e-05j -0.0029491+0.000547162j -0.00242857-4.36724e-05j -0.000673031-0.00278567j 0.000392267-0.00274681j -0.00148699-0.00110051j -0.000654599-0.00219698j 0.00369863+0.00515676j -0.0022859+0.00330874j -0.00235689+0.00472316j 0.00341603-0.00120759j 0.00134441+0.000611729j 0.00277404-0.000761867j -0.00109209-0.000601559j 0.00765665+0.0050732j 0.00652782-0.00493522j 0.00257872+0.00751027j 
-0.00334285-8.19184e-05j 0.00243172+0.00175794j 0.00333273-0.00272488j -0.0027309-0.00205688j 0.000651451+0.000829491j -0.00019513+0.00179246j -0.00283587+0.000526872j -0.00328993-0.000604832j -0.00139468+0.000241561j -0.000174926+8.2053e-05j -0.000634549-0.000682007j -0.00358826-0.0015144j 0.00290089+0.00422531j 0.00164099+0.00321781j 0.000609366-0.00622938j 0.00121492+0.000445555j 0.0011917-0.00436799j 0.000709705+0.00747212j 0.0037762-0.00128928j -0.00129419+0.000661479j -0.002363-0.00137093j -0.00210898-0.00238421j -0.000282713+0.00126933j 0.00099496+0.0027961j -0.00225884-0.00373389j 0.00573549+0.00372971j 0.00103297-0.00045868j 0.000561317-0.000829918j -0.00354994-0.00797785j -0.000610721+0.000516203j 0.00151809-0.00173329j 0.00123605+0.000598687j -0.00119631+0.000410802j -0.00364025+0.000810875j -0.000477053+0.003577j 0.000313301+0.00157365j -0.00406767-0.00624252j -0.00106723+0.00045366j 0.00305524+0.00175084j 0.00118294+0.000974938j 0.0036783+0.00570259j -0.00582691+0.000634434j -0.000319259-0.000644036j 0.00620864-0.00203393j 0.00474274-0.000584832j -0.00759639-0.000796821j -0.00716752+0.00573484j 0.00110373+0.007856j 0.000279048+0.00227789j -0.00213337+0.00465471j -0.00335184+0.00551606j -0.000288306-0.0080707j -0.0017156-0.000122315j -0.00208925+0.0080106j -0.000760652+0.000263309j -0.00361042-0.00133064j -0.00319672+0.000272935j -0.00264594-0.00405292j -0.00450968-0.00112316j 0.005614+0.00602534j -0.0118507-0.000726818j 0.00389975+0.00381245j 0.00156013-0.00996419j -0.00418686-0.000280088j -0.00023871-0.0121322j 0.00658955+0.00135542j -0.0110641+0.0116135j 0.00308658-0.00182453j 0.000609645+0.00267977j -0.00448991+0.00126998j 0.00331397+0.00418445j 0.00268602+0.00867635j 0.00797173+0.0108863j -0.00635662+0.00335527j -0.0125488-0.00698591j 0.005097-0.010297j -0.0030667+0.000320139j 0.00403458-0.000393824j 0.00373017+0.00670472j -0.0139349-0.0010239j -0.000323473+0.00374765j -0.00434946+0.0131847j -0.00309659+0.00246707j -0.00434185-0.0092625j -0.00523707-0.0030603j 0.00468165-0.00459372j -0.00186504-0.00303406j -0.00507795+0.00326663j -0.0072165-0.00270786j -0.0074427+0.00269287j 0.00535625+0.00607066j 0.000710935+0.00185377j -0.00206565-0.00224362j 0.000677144-0.00301671j 0.00173775+0.000928571j 
-0.000919146-0.00135072j -0.000162801+0.00202176j -0.00195862+0.00202723j -0.00167671-0.000365015j -0.00253649+7.15735e-05j -0.000932213-0.000839148j -0.00302264-0.000922285j -0.00119087-0.00026355j 0.00225015-0.00123264j -0.000892405+0.00288585j 0.00111044-0.00497167j -0.00102702-0.00216993j 0.00186415-0.00760256j 0.00132583+0.000807952j -0.00491287+0.000212183j 0.00185554-3.63185e-05j -9.85813e-05+0.0016799j 0.00280291+0.000488329j -0.00224321+0.0059162j -0.00140362-0.00335382j -4.94481e-05+0.00215236j -0.00466972+0.000569205j -0.00155199+0.000343722j -0.00232653-0.00155412j 0.000813184-0.000731437j 0.00481135-0.000155473j 0.00512366+0.000737742j 0.0016196-0.00409653j -0.00181192+0.000178656j 0.00330895+0.00162434j -0.00295537+0.000990848j 0.00144099+0.00125441j 0.000124187+0.00430362j -0.00253353-0.00202659j -0.0035884+0.000700182j 0.000303648-0.00058572j 0.00207575-0.00319459j -0.00493626+0.00416694j -0.00696937+0.00207639j -0.00814298-0.00192461j 0.00609644+0.0117258j 0.00207603-0.00314135j 0.00218572+0.000236319j 0.000172926-0.00388498j -0.00292409-0.000351505j -0.00849312+0.00093494j 0.000360645+0.00364216j 0.00385419-0.00632284j -0.00889898-0.00405665j 0.00408027-0.00319502j 0.00265226-0.00914487j 0.00890528-0.0107382j 0.00351244-0.000946755j 0.00781106-0.00214516j 0.00123582-0.0030901j -0.00567025+0.00269864j -0.000455081+0.000778019j 0.0115292-0.00124341j 0.00764163+0.00489082j -0.000953332+0.00547582j -0.00321102+0.00956283j -0.00533513-0.000778903j -0.00189782-0.00558699j -0.010049+0.00368071j -0.00530575+0.0069986j 0.000860194+0.00370302j -0.000688981-0.00220795j -0.00296669-0.000169675j 0.00161931+0.00292276j 0.00137944-0.00360555j -0.00355593-0.00591504j -0.00429162+0.00466199j -0.00087582-3.04051e-05j -0.0139421-0.00823102j 0.00634632-0.00324597j -0.00157415+0.0010439j 0.000627055+0.00420745j 0.00111321+0.00828765j -1.04621e-06-0.0105785j 0.00333424+0.00296951j 0.00173809+0.00216555j -0.00408868-0.00557104j 0.00400544+0.00114602j 0.00150818+0.00190717j -0.00114316+0.00139393j -0.00576257+0.00461929j -0.00702566+0.00156256j -0.000187574-0.00282226j -0.00550111-0.000210679j 0.00402377-0.00237675j -0.000666642-0.00369409j -0.0063176-0.00309969j 7.69881e-05+0.00114597j -0.000484353+0.00208571j -0.00166203-0.00224206j 
