0.118494+0.0798006j -0.0878061+0.101298j 0.0503018+0.0725246j -0.0532969+0.0595243j -0.018926+0.0284427j -0.0154031-0.0175008j -0.0246436-0.0242365j 0.000189254-0.0334504j 0.0463622-0.0366501j 0.0161183+0.0137576j -0.0100535-0.00903141j 0.00306334+0.0185004j -0.00993705+0.0127044j -0.0166544+0.00213773j 0.00626665-0.0255113j -0.0139343-0.0149605j 0.0135613-0.0274499j 0.00275299+0.0255536j 0.0369327+0.0438274j 0.0196617-0.00570412j -0.00286757-0.00597645j 0.0217157+0.00158943j -0.0047139+0.0256018j -0.00673017+0.0442331j 0.0353839-0.00929654j -0.0437926-0.0178633j 0.021709-0.0254486j 0.0118758+0.0101638j 0.038011-0.00187849j -0.0525365-0.0078831j -0.0156314+0.00128889j -0.0501713+0.00979343j -0.0165115+0.0184127j -0.00339218-0.00367388j 0.00701208-0.016041j 0.0234422-0.0381963j 0.0188966-0.00602951j 0.034735+0.00534358j 0.00477068-0.00928575j 0.0435777+0.0146042j -0.0126888+0.0056354j -0.0208726-0.00343328j -0.0137038-0.0402118j -0.0172863+0.0105083j -0.00517014+0.0376522j 0.013096-0.0432463j -0.00326974-0.0220936j 0.0670234+0.00930054j -0.0223856-0.0585357j -0.028316+0.0134146j -0.00312554-0.00275939j 0.0140837-0.00767802j -0.00526349-0.0179377j 0.0174277+0.0287544j -0.0317484+0.0281153j -0.0122166+0.0280179j 0.0116897-0.0610705j -0.0220778-0.013781j -0.0550279-0.00162094j -0.0317431+0.0288747j -0.00306292+0.0690675j 0.0111641-0.0243122j 0.0162199-0.0140049j -0.00582456-0.00676189j -0.00462687-0.0306492j 0.0595546+0.0381536j 0.000230371-0.0548308j -0.0663847-0.112921j -0.127027+0.0589645j 
0.00099289-1.87429e-05j 0.00287707+0.00117893j 0.00567924-0.0214079j 0.0196056+0.000495945j -0.0206587-0.010125j 0.00623177-0.0131217j -0.00127291+0.0172406j -0.00234615+0.0269575j -0.00505117+0.00717315j -0.00378146-0.00096754j 0.0163189-0.0175637j 0.0020323+0.00984279j 0.0115991-0.0106664j 0.000606691-0.00833935j 0.00310373+0.0138126j 0.0140599+0.00368956j -0.0039514+0.0100676j -0.0251188-0.021113j 0.0040802+0.00735463j -0.00957721+0.00212579j 0.0176638-0.00470671j -0.0226806+0.0142439j -0.0106278+0.00676298j -0.00457711-0.00106107j 0.000151202-0.0108326j 0.00498587+0.00456415j -0.0134915-0.00590839j -0.00678282-0.00540462j -0.000599563-0.00594332j -0.00182742-0.000954212j 0.00420836+0.00116664j 0.0124488+0.0186851j 0.00363749+0.00767264j -0.00460368+0.0181119j 0.00567397+0.00654535j -0.0103571+0.00933975j 0.00394171+0.0142504j -0.0152835+0.00246466j -0.0033303+0.00308911j 0.00342284-0.0114202j 0.0316487-0.00209431j 0.00674997-0.00294583j -0.0142511-0.0137095j -0.013407-0.00677029j -0.00430119-0.00119988j -0.00891607-0.0199832j 0.0104313+0.0130498j 0.00800405-0.00589054j -0.00521553+0.00435339j -0.00299285-0.00216315j 0.015234-0.0030231j -0.00661674-0.0044607j 0.014534+0.0273851j 0.0104599-0.023992j -0.0220457+0.00663327j -0.00741982-0.0129765j 0.00491849-0.0136646j 0.0220573-0.0162022j 0.00908604-0.00931373j -0.0049718-0.0186559j -0.00264838-0.0114026j 0.00731387+0.0117209j -0.0138033-0.00144151j 0.00803854+0.00671063j -0.000249717-0.00186151j -9.56831e-05-0.008034j 0.00344037+0.00178203j 0.00928813-0.00364003j -0.00222259-0.00934954j 
-0.00406701-0.0148231j 0.0155079+0.00606476j 0.0259619-0.0116995j 0.0105016+0.0168921j 0.0144717-0.00167466j 0.00697209+0.0092632j 0.00587934-0.0058165j -0.00794768+0.0116576j 0.0202563+0.0019159j 0.00245426+0.00501123j -0.00785523+0.0102039j 0.00885739+0.000852885j 0.0155374-0.00196939j 0.00472726-0.00459355j 0.000837476-0.018647j -0.020979-0.0193553j -0.00681718-0.000497882j -0.00667165-0.00265587j -0.0103002+0.0017856j -0.00788967+0.00663202j -0.00782048+0.00912221j -0.0069087+0.0173544j 0.0168498-0.00678878j -0.00603582-0.00328329j 0.00503077+0.0207516j 0.0219792-0.0106184j -0.0126735-0.00567269j -0.00865519-0.00264452j 0.00756323-0.00670199j 0.0054881+0.0138555j -0.00362034-0.0034359j 0.0171668+0.0167742j 0.00594879+0.00813204j 0.0151207-0.00345474j 0.0155714-0.00668431j -0.014244+0.014184j 0.00946171+0.00361656j -0.0161065+0.0140634j -0.00848928-0.00616683j -0.00920683-0.0203958j -0.00346493-0.00873382j -0.0079099-0.015506j 0.0242566+0.00391636j -0.00906483+0.00264252j -0.0060648-0.00313228j -0.0112518+0.00288978j -0.00775791+0.00397366j -0.0160127-0.0100663j 0.0110042+0.0115424j -0.00709456-0.0155555j -0.0177804-0.000578189j 0.00768663+0.0114567j 0.00168655-0.00860497j 0.00128306+0.00074584j -0.00877384-0.00583762j -0.00622597+0.00339809j 0.00235659+0.0189098j -0.022463+0.0237063j 0.00361959-0.0113529j 0.00821584-0.00357329j -0.00308086+0.00977635j -0.00776118+0.0159791j 0.00698373-0.00888169j -0.0148753+0.000483192j 0.00586411+0.00244498j 0.00404433+0.00699514j 0.0260424+0.00059507j 0.00839078-0.0160469j -0.00632514-0.0118114j 
-0.0223013-0.00424751j 0.00228611-0.0275526j -0.03251+0.0107253j -0.00180138-0.0259854j 0.00914745+0.0117675j -0.00218758+0.00327479j -0.00424564-0.0306141j 0.0152827-0.00945379j 0.0078992-0.00306443j 0.0122081-0.0069428j -0.000515603+0.00236308j 0.00511452-0.00900341j 0.00728939+0.00628602j -0.0018735-0.00445576j -0.00400895+0.0120425j -0.00453872+0.0156685j 0.00917693-0.0101849j 0.00962192-0.00849131j -0.0297865-2.87491e-05j 0.0094535+0.00814567j 0.00715491-0.00109786j 0.00112256-0.00876498j 0.00598737+0.0022874j -0.0114222-0.00749059j -0.0114775+0.0127698j -0.00443886+0.000450894j 0.0158461-0.00131456j -0.0066182-0.0101145j -0.00542012-0.00943513j 0.00161573+0.00214732j -0.00770904+0.00193042j -0.0156736+0.00443344j -0.00697387+0.00208798j -0.00364487+0.000519537j -0.0129196+0.00128939j -0.0131982+0.00636346j -0.0107438-0.00419114j -0.00472727-0.00746575j 0.00848799-0.00118484j -0.0117406+0.00370752j -0.0288459+0.00183639j -0.00536414-0.0142103j -0.00900585+0.00272871j 0.00279749+0.000931474j -0.0073539-0.0109532j 0.0162691+0.000171847j -0.000426863-0.0103344j 0.000763933+0.00790011j -0.00867629-0.0253993j -0.00300335-0.0155973j 0.00214475+0.00846781j -0.000581219+0.00414921j -0.00368068-0.0239945j 0.013588+0.00988525j 0.00897696+0.00496156j -0.00786817+0.0197493j -0.00649845+0.0272323j -0.0277143+0.00371888j -0.0155738+0.00777658j 0.0185775+0.0308515j 0.00591737+0.0124114j -0.00443238-0.0196339j 0.000854036+0.00254103j 0.00414957+0.00432589j 0.00197396-0.00784635j -0.0136674-0.00717437j -0.0202209+0.0125522j -0.00543747+0.0412308j 0.0334877+0.00666727j 
0.0105855-0.00521795j 0.00387091+0.01671j 0.0118456+0.0103631j -0.0119649+0.00439913j 0.00950843-0.00634511j 0.012834+0.00935066j 0.00281724+0.000599183j -0.00577397-0.000704885j 0.00907096+0.00333108j -0.00276093+0.00473735j 0.000330585-0.000193374j -0.00407872+0.00423574j -0.000843431-0.00552051j 0.00254143+0.00264962j -0.0101917-0.0075163j -0.00122153-0.00104241j -0.006284+0.0075812j 0.0014269+0.000764623j 0.00166435-0.00159652j 0.00787884-0.00382978j -0.0170121+0.00676268j 0.000474679-0.00504283j 0.00370783+0.00299348j 0.001306+0.00440604j 0.00289479-0.00265544j 0.0135325-0.00221321j -0.00708971-0.000513848j 0.00224194+0.00886693j 0.00396081+0.00641739j 0.00348886-0.00149675j 0.00360629+0.00602006j 0.0149796+0.00130903j 0.00217555+0.00151107j 2.00058e-05+0.000785554j 0.00679796-0.00731198j -0.000896716-0.0020541j 0.00488+0.00554762j 0.00290777+0.00698771j -0.00739927+0.00937268j 0.00019371-0.00126692j 0.00128333-0.0038977j 0.00135153-0.000950411j 0.00606525-0.000492139j -0.00613735+0.00464368j 0.000203616-0.00445017j -0.0101876+0.00290277j -0.00517754-0.00302135j -0.00406582-0.00968135j 0.00878151+0.0148557j -0.00724366+0.000621968j 0.00198629-0.00142628j -0.0038555+0.00911123j 0.00419445-0.00574227j -0.0118719-0.0116007j 0.00209314-0.00568676j -0.0049838+0.00556027j 0.00452468+0.0144202j -0.0061718+0.00432039j 0.00381439-0.0140148j 0.00331579-0.00387365j -0.00289078-0.00543256j -0.00389956+0.00313403j -0.0169349+0.000489025j -0.00189211+0.00558402j 0.0210267+0.0112688j 0.0101498+0.0176728j 0.0200663-0.0165998j -0.00700797-0.0211009j -0.0156132+0.00935904j 
-0.00518905+0.0119275j -0.00785113-0.00456021j 0.0228936-0.00285823j 4.75398e-05+0.0211273j -0.0106511+0.00212052j -0.0125899-0.0186911j -0.0112609+0.016198j 0.00146687-0.000954361j -0.00744459-0.00419195j 0.0101437-0.00159814j 0.00340857-0.00372768j -0.00129575-0.00453453j 0.000532054+0.00856026j 0.00268692+0.000176919j 0.0125618+0.0098241j 0.00170775-0.00582189j 0.00525525+0.00221543j 0.0067212+0.00673156j -0.00510883+0.0026303j -0.00785262+0.0102178j -0.00890996+0.0150167j 0.00618291+0.0108483j 0.0056946-0.00642734j 0.00352533+0.00241894j 0.00623242-0.000281675j 0.00296705+0.0108242j -0.00979158+0.00643726j 0.00585409-0.00438685j -0.00202574-0.00465724j 0.00648715-0.00345044j 0.0100571-0.00922245j -0.00395162-0.0025465j 0.00186223+0.00240986j -0.000835888-0.00933223j 0.000505559+0.00229521j -0.00363739-0.00375692j -0.00576196-0.00260438j -0.00273077-0.000398763j 0.00814284-0.00579075j -0.0100072+0.00344112j 0.00999381-0.00421383j -0.00487543-0.00343744j -0.00175645+0.00235627j 4.7993e-05-0.0103563j 0.0115424-0.000255071j 0.000273317-0.00878039j -0.00799224-0.0132984j 0.00893845-0.00322884j -0.0103088+0.00429171j 0.0109098+0.0138588j -0.000333118+0.000643751j -0.00859979+0.00574192j 0.00491669+0.010397j -0.00771459+0.00924957j -0.00679791+0.00657167j -0.00986368+0.0114309j 0.0061513+0.0105124j -0.019576+0.00196599j -0.00204892-0.00997334j -0.0142486+0.00556804j 0.0191829+0.0208913j 0.00673973+0.00522912j -0.0104198+0.00238765j -0.0227656+0.00382607j -0.00378009+0.0257222j -0.00336068-0.024499j -0.0116217-0.0112727j 0.0123392-0.000555695j -0.00186278-0.0147703j 
-0.0243629-0.00675149j 0.00600154-0.0246651j -0.00554374-0.0114297j 0.00940611-0.00309833j -0.0162519+0.0104757j -0.00938946+0.00598852j 0.00546209+0.0110565j -0.0059373+0.00406699j -0.00883891+0.00667091j 0.000147917+0.00407029j -0.00982598+0.00109524j -0.00915222+0.00658727j 0.000560663+0.0140078j -0.00343866-0.00556642j -0.00745449+0.00814438j 0.00515383+0.00280696j -0.0128143+0.00821299j -0.00569741+0.016872j -0.00965903-0.00779275j 0.000312999+0.00681518j -0.0135687+0.00288387j 0.000350012+0.0012418j 0.00345076-0.0157786j -0.000254317+0.00712597j 0.00641588+0.00849673j 0.00800376-0.00655034j -0.00933577-0.00412305j 0.00325643+0.0072663j -0.00405207-0.00742283j -0.00474006+0.00515726j 0.0066047-0.00151377j -0.00162417-0.000883243j 0.00756941-0.00760016j -0.00311884-0.00922979j -0.0109228+0.0106897j 0.00406874+0.00544539j 0.00472611-0.000244204j -0.0166121+0.00516997j 0.0102181+0.00723712j -0.01883+0.0021082j -0.00837505+0.00224663j 0.00678878+0.000168344j 0.00647944-0.00390586j -0.0139861-0.0136581j 0.0106145-0.00595332j 0.0124827+0.00730195j -0.00639646+0.00693517j -0.00423417-0.00843074j 0.00733834+0.00737187j 0.00178245-0.0131801j 0.000157804-0.00736763j 0.00501573-0.00578803j 0.00210722+0.00267655j 4.70477e-05-0.00229403j 0.00671149-0.00137923j -0.00181215+0.00779351j -0.00671939+0.00907528j 0.000978845-0.00897622j 0.014626+0.0081766j 0.00300783-0.00589667j 0.00611007-0.00518207j -0.00404273+0.00170261j 0.00400611-0.00549156j -0.00750212+0.00475737j 0.00297899+0.00213792j -0.00440587-0.0134874j -0.016901+0.0136567j 0.0110477+0.021842j 0.0239971-0.0115042j 
-0.00398999+0.00350739j -0.00230745-0.00479607j 0.00265068+0.00482915j -0.00540644+0.00578049j -0.00604035-0.0051634j 0.00991329-0.00211271j 0.00725006-0.000714569j -0.00224075-0.00466031j 0.00677862-0.00586313j 0.000691157-0.000979462j 0.00357469+0.00775439j 0.0103163-0.00824012j -0.00605313-0.00868222j -0.00753137-0.00292819j 0.00718297-0.00107521j 0.00546797-0.00776279j -0.00277619+0.00533147j 0.00363773-0.00152398j 0.000201694+0.00164437j -0.0063858+0.007587j 0.00381383+0.00510786j 0.00800735-0.00359675j -0.000849991+0.000719101j 0.0105916-0.00244007j 0.00210448-0.00576474j 0.000391749-0.00362264j -0.00338148+0.00284091j -0.000135034+0.00473061j 0.00741984+0.00111655j 0.0082466+0.00813375j -0.0157035-0.00403216j -0.00360668-0.0116208j 0.00450133+0.00328123j 6.69535e-05+0.0208173j 0.00340256+0.00719166j -0.0116905+0.00346442j 0.00232699+0.0166777j 0.000933+0.00314739j 0.00176298-0.0061485j 0.000105064-0.0129657j 0.00935374-0.0186025j -0.00870734-0.00286161j -0.000327112+0.001055j -0.00354007-0.0051885j -0.00122662+0.0108377j 0.00137768-0.00121829j -0.00161728-0.00759226j 0.00708899+0.0066601j -0.00208365+0.00220072j -0.00531334+0.00262015j -0.000572333+0.0210689j 0.00458647+0.000310403j -0.000251781+0.00153142j 0.00312887+0.00298975j -6.59521e-05-0.00091605j -0.0041312-0.000487566j 0.00207695+0.00361772j -0.0042155+0.000520512j 0.00694912+0.000869327j 0.000516718-0.00065j 0.00169516+0.00648083j -0.00464305-0.000150243j 0.000421005+0.001619j -0.00182724-0.00383093j 0.000651775+0.00913823j -0.00661572-0.00106849j -0.011136+0.00336056j -0.00330637+0.00486131j 0.00463909+0.00340458j 
-0.0125541-0.00381072j 0.00381348-0.0132085j -0.0109787-0.01288j 0.00920482-0.0108497j 0.00277452+0.00323618j -0.00799144-0.00526151j -0.00816235+0.00523789j 0.0100423+0.00812942j -0.0060312-0.00544046j 0.0156623-0.0018874j -0.00780783-0.00717851j 0.00379027+0.00142919j 0.0029421+0.00356018j 0.0103319-0.000158912j -0.000124504-0.00176992j -0.00343914-0.00960964j -0.00467803-0.00904946j 0.00740847-0.0011581j -0.0101324-0.00835177j 0.00095242+0.00351687j -0.00216567+0.000906453j 0.00122591-0.00723877j 0.00317122-0.00100911j -0.00683859-0.00952283j -0.0121709+0.00792293j 0.00807646-0.00246328j 0.000682375+0.00838713j 0.00696287-0.00914255j -0.00323025-0.00230324j -0.000757101-0.00794839j -0.001142+0.00199226j 0.0100744+0.000482541j 0.00157157+0.0127792j 0.0120198-0.00860552j 0.00922788-0.00277865j -0.0123012-0.00208435j -0.0221016+0.00119623j 0.00617461+0.000923439j 0.00102825+0.00549946j -0.00236841+0.00632545j 0.0123555+0.00843354j -0.0043578-0.00684503j -0.00326553+0.00341341j 0.00588985-0.00859558j 0.00226309+0.00456462j -0.000869163+0.00265802j -0.00946024-0.00453863j 0.000261832-0.00284102j 0.00073488+0.00951493j 0.0028388+0.0015643j 0.00198829-0.00692268j 0.000528388+0.00606993j -0.00236933+0.00369621j -0.00424256-0.0110881j 0.00722662-0.00985394j -0.00996315+0.0142682j 0.00767147+0.0191164j 0.00055627-0.00176088j 0.00841848+0.0033109j -0.00250142+4.80815e-05j 0.00479195-0.00485047j 0.0012818+0.00218824j -0.00789516+0.00147498j 0.00828669+0.00233572j -0.00277811+0.001298j -0.00177509-0.0072577j -0.00169241+0.00425215j 0.00684127+0.0137386j 0.0134704-0.00574576j 
-0.000564812+0.00571919j -0.00530289-0.00125404j 0.00845142-0.00584595j 0.00767202+0.00856044j -0.00681408+0.00169141j -0.000405522+0.00441824j 0.00922673+0.00234732j -0.00278308-0.00590356j -0.00431655+0.00036145j -0.00244654-0.00374889j 0.00244611+0.00269222j -0.00207378-0.00758516j -0.00325657+0.000555263j -0.00491102-0.00279446j 0.00680044+0.00197637j 0.00668862+0.00338272j 0.00132681+0.000202231j 0.00024658+0.00353567j 0.00706232-0.000293634j 0.00273321-0.00112453j 0.00167839+0.00402953j 0.00733371+0.00593875j 0.0097076+0.00491798j 0.00795586+0.00482813j 0.00522979-0.00887423j 0.0102398+0.00561388j -0.000946026-0.00778528j -0.00344266+0.00599878j 0.0028196+0.00178875j 0.00512298+0.00515627j -0.00160542-0.00525319j -0.00210651-0.0019194j 0.000401541-0.0074425j -0.00857608+0.00652232j -0.00725863+0.0079876j 0.00118591+0.00239382j 0.00605955+0.00181918j -0.00885288-0.00233486j -0.000937073-0.00685427j 0.00414066-0.00107048j -0.00861905-0.00997165j -0.00111645-0.00108187j 0.00427279+0.00659028j -0.000145518+0.000201983j -0.00537249+0.000452211j -0.00473741-0.00218909j 0.00529292-0.00414132j -0.00238991-0.00659677j -0.0038982+0.00549568j 0.00154956+0.000136075j -0.000397854+0.00925426j -0.00951738+0.00568055j 0.0107064-0.00927652j 0.000585979+0.000243068j 0.00162334+0.00191024j 0.000425563-0.00128071j 0.0038627-0.00481344j -0.00158036+0.000634047j -0.0054572-0.00223617j 0.00672499-0.00486612j -0.000163339+0.000900516j 0.0018403-0.00463073j 0.00183492-0.00366582j -0.00572221-0.00231961j -0.00236824-0.00675298j 0.00939729-0.000327758j -0.000890361-0.0100014j 0.00482301-0.00359764j -0.00347241-0.00547682j 
0.00557414+0.00646339j -0.00474738+0.00399592j -0.000404253-0.00996096j 0.00722846+0.00272034j -0.00593344-0.0176847j 0.00909349+0.0139654j 0.00171592+0.0155071j -0.00294129+0.000794788j -0.00390799+0.000268232j -0.00178491-0.00441265j -0.00531953-0.00853209j 0.0011347-0.00270306j 0.00530434-0.00830346j 0.00349035-0.00537411j 0.00156253-0.00824583j 0.00747334-0.00462277j -0.0117565-0.000433008j 0.00203823+0.00394907j 0.000475597+0.00107428j 0.0212615+0.000327824j -0.00483658+0.0141586j -0.00551592-0.00060428j 0.0145798+0.0084632j 0.00575292+0.000992273j 0.00860233+0.00147975j 0.0101402-0.00166909j -0.00103033-0.00548047j 0.00552649+0.00247692j 0.00090681-0.00271351j 0.00754606+0.0037848j 0.00370823-0.00193799j 0.00250487+0.0070916j -9.33812e-05-0.0038858j -0.000764248-0.00637175j 0.00568858+0.00664113j -0.00784669-0.00351328j -0.00602844-0.0079319j -0.00285148-0.00885047j 0.0100374-0.00180946j 0.00524643+0.000767063j -0.0154898-0.00328837j -0.0117953-0.0119382j -0.00452829-0.00271232j 0.000594787+0.00434294j 0.018036+0.00402695j 0.00814926+0.00384865j -0.00709523-0.0102026j 0.00380038+0.00180697j 0.00457657-0.0106628j -0.0022256+0.0123162j -0.00152769+0.00428037j -0.00686168+0.00999929j 0.00721552-0.00242152j 0.0099792-0.0148971j 0.0156622-0.0157674j -0.029023+0.0148193j 0.0151402+0.0197989j 0.00759075-0.00612845j -0.00784806-0.00588988j -0.00452299-0.00161047j -0.00470659-0.00601765j 0.00809992+0.00417796j 0.00828678-0.00333572j 0.00577734-0.0231156j -0.0129826-0.00692174j 0.00752612-0.00606536j -0.00523353-0.00467512j 0.0026439-0.00140729j -0.00458224-0.00181229j 
-0.0103448+0.0014086j -0.00187745-0.0103826j -0.00326194-0.0125984j 0.0123872-0.00391918j 0.00168229+0.00753279j -0.00237261+0.0101367j 0.0100635-0.000745856j -0.000327329+0.00445586j -0.00640985-0.00377592j 0.00642824-0.00292613j -0.00396884+0.00299272j 9.8671e-05-0.00508246j -0.00145537+0.00140718j 0.000975031-0.00286338j -0.00543257-0.00719994j -0.00415852+0.00129183j -0.00598458-0.00774959j 0.00111943-0.0036514j 0.00540131-0.00602647j 0.00452253-0.0115659j 0.00486973-0.00322759j 0.00251486-0.003735j 0.0059363+0.00739617j -0.00325473-0.00222641j -0.00554355-0.00193244j 0.00540858+0.00134115j 0.00401354-0.00757448j -0.0014144-0.000260822j 0.00082836+0.00246846j -0.00080725-0.000957165j -0.00378586+0.00225298j 0.00444642+3.85389e-05j -0.00168851-0.00120694j -5.75727e-05-0.0016366j -0.00242213-0.000955995j 0.00331328-0.000572375j -0.00686885-0.0025695j -0.00494609-0.00386805j -0.00761704+0.000779996j 0.00990174+0.00478741j -0.00150755+0.00288108j 0.00193042+0.000503027j 0.00624373+0.00118753j 0.00650619+0.00354211j -0.00619211-0.00140966j -0.00230916+0.000425657j 0.0113526+0.00794806j -0.00341382-0.000655553j 0.00547505+0.00514287j -0.000723305-0.00466145j 0.000387366+0.000219988j -0.007065+0.00080734j 0.00623165-0.00621712j 0.00442777-0.00409053j -5.47131e-05-0.00613073j 0.00286011-0.00641996j 0.000800876+0.000278571j 0.00936901-0.0030346j 0.00293348-0.0016215j 0.0129435-0.00329313j -0.00667948-0.00398204j 0.000274092-0.00272227j 0.00278537-0.0178853j -0.00443732-0.00694589j -0.00953781-0.00980809j 0.0134198-0.00196111j 0.00262552-0.00688549j 0.00621666+0.0091056j 0.00960872-0.00588357j 
-0.0253561-0.0165272j 0.0144022-0.0256797j -0.0206433-0.0171588j 0.0200594-0.0239615j 0.00447569-0.0016574j -0.000699364-0.00975527j -0.0169336-0.0066622j 0.0123849-0.0097454j -0.012544+0.00272335j -0.00217156-0.0101127j 0.00720207-0.00308331j -0.00666077-0.0141614j -0.000899003-0.0023563j 0.00121249+0.00090205j 0.00806119+0.0122547j 0.0154767+0.0069207j 0.00511071+0.00490153j 0.00551376+0.0106327j -0.0111143-0.00576472j 0.00245072-0.00409115j -0.00112708+0.00307702j 0.00938056-0.00760254j 0.011008+0.0134196j 0.0112393+0.00555575j -0.00126292-0.00549144j 0.00643283+0.000836224j 0.00804583-0.00410108j 0.000316873-0.000421903j 0.00239919+0.00404022j 0.0103127-0.00545989j -0.00356129-0.00796169j -0.00131858-0.00211226j -0.00527317-0.00452816j 0.000514369-0.00163722j -0.0100245+0.00420287j 0.00648178-0.00104183j 0.000450454+0.000104678j 0.00439554-0.00775884j -0.00479323-0.00985596j 0.00108574-0.00212374j 0.00703582+0.00323496j 0.0140601-0.00198203j -0.00381498+0.0116098j 0.00301831-0.0125248j 0.00460079-0.00562064j 0.0101286-0.00236978j -0.00964443+0.00143446j -0.0175293+0.000774228j -0.00332643+0.0194087j 0.00331977+0.000710263j 0.000941184+0.0103137j 0.000434099-0.00192994j 0.000876351+0.00326181j -0.013482-0.0101299j -0.00260637-0.00922282j 0.000612405-0.00163998j -0.00193134+0.00576212j 0.0012608-0.000708188j 0.0102782+0.00173532j -0.00353238+0.00070256j 0.00719647-0.0107405j 0.00033815+0.00669452j -0.00678451+0.000199009j 0.00167826+0.0140787j 0.00113486+0.00242072j -0.000540797-0.00403602j 0.0123457+0.0121921j 0.00626679+0.0170596j 0.0169636-0.00611134j 
-0.014278-0.00442351j 0.00499952-0.0133116j -0.00206804-0.00870149j 0.00809023-0.00351405j -0.0044818-0.00468813j 0.011107-4.76602e-05j 0.00283298-0.00062833j 0.00249539+0.00837441j -0.00589735+0.00067384j 0.000535077-0.0018733j 0.00330443+0.000891676j 0.00256658-0.00558141j 0.0013213-0.00392696j -0.00600897+0.00157972j -0.000239326+0.00326108j -0.00192953-0.000456517j -0.00282905+0.00691014j -0.000730802+0.000776443j -0.00326474+4.79784e-05j -0.00202151+0.00102345j 0.00441526-0.00486234j -0.00368245-0.00310305j 0.00193293-0.00521897j 0.00395387-0.00324179j -0.00550835+0.00134435j 0.00368508-0.00385437j 3.12317e-05+0.000527694j -0.00528588-0.000533771j -0.000836064-0.00399079j 0.00143608+0.00171455j -0.00940745+0.00250386j 0.00048078-0.000827995j 0.0029343+0.00422299j 0.00112319+0.00147996j -0.0105996+0.00511451j -0.00260483+0.00219424j -0.00618089+0.00393587j 0.00572624+0.0018007j -0.001963+0.00246334j -0.00830348-0.00617902j 0.00817268-0.0135886j -0.00364869-0.00181499j 0.000264588-0.00550689j -0.00494373-0.00119706j 0.00323981-0.0111427j -0.00304514-0.00417902j 0.00175685+0.0081535j -0.00660222-0.00692479j 0.0126111+0.00899424j 0.00255011-0.000995059j 0.00202751+0.00356474j 0.00148858-0.00766193j 0.00422495-0.00315907j 0.000521849+0.002204j 0.00308588-0.00356124j 0.00426297-0.000524974j -0.00723201+0.00430281j -0.00705457-0.00248278j 0.0100263+0.011064j -0.00291691+0.00271432j 0.00552411-0.00348279j 0.00295691+0.0019511j 0.00871165-0.0052379j 0.00520148+0.00127472j -0.00465599-0.00464998j -0.00649998-0.00910265j -0.00146721+0.0132274j 0.0138864+0.0200985j 0.0199315-0.0144861j 
0.0013548-0.000843739j 0.00194441-0.000858095j 0.000455065+0.00290643j -0.0012622+0.00062652j -0.00664386+0.000702993j 0.000964931+0.00109877j 0.000582437+0.0028027j -0.00428971-0.000959432j 0.00178489+0.00581208j -0.00428302+0.000760988j 0.00520631-0.00544252j -0.00423101+0.00549829j 0.0048871+0.000594777j -0.00816483+0.00321623j -0.00277573+0.00160753j 0.000736155+0.00478315j 0.00292411+0.00666099j -0.00170525+0.00115828j 0.000525332+0.00730184j 0.000894759-0.00545281j -0.00424611+0.00321469j 0.00147672+0.00215328j -0.000250533+0.00141344j -0.00275356+0.00463702j 0.00370752-2.34324e-05j 0.00606218-0.00265727j -0.00417003-0.00832409j -0.0108311+0.0012743j -0.00332987-7.22818e-05j -5.01821e-05-0.00224206j 0.00656214-0.00689426j -0.00453614+0.0104j -0.0118081-0.00409594j -0.00344381-0.00681443j -0.0031972-0.0044645j 0.01279+0.00301135j 0.00308667-0.00766801j -0.00795185+0.00683266j -0.00671085+0.00313234j 0.00465917-0.00155366j -0.00126251+0.00209834j 0.00811095+0.00363927j 0.00610331-0.00683422j 0.000486955-0.00277864j 0.00285218-0.00415267j -0.00594884-7.62721e-05j -0.00183821-0.00579533j -0.00698662+0.00280065j -0.00870564+0.00215994j 0.0123228-0.0107486j -0.00338301-0.00690789j -0.0100878+0.0150407j 0.00401561+0.00270136j -0.00301229+0.00628895j -0.0104918-0.00427781j -0.00140533-0.0135853j 0.00823715+0.00121514j -0.00401337+0.00874704j -0.0105049-0.00881015j 0.00785229+0.00273168j 0.00677691+0.00695335j 0.000125478-0.00463643j -0.0082661+0.00810805j 0.0119531-0.00416906j -0.0115274+0.00568685j -0.00745662+0.00197333j 0.00936015-0.00695197j -0.00764587+0.00204696j -0.00183954+0.0101237j 
