0.118494+0.0798006j -0.0878061+0.101298j 0.0503018+0.0725246j -0.0532969+0.0595243j -0.018926+0.0284427j -0.0154031-0.0175008j -0.0246436-0.0242365j 0.000189254-0.0334504j 0.0463622-0.0366501j 0.0161183+0.0137576j -0.0100535-0.00903141j 0.00306334+0.0185004j -0.00993705+0.0127044j -0.0166544+0.00213773j 0.00626665-0.0255113j -0.0139343-0.0149605j 0.0135613-0.0274499j 0.00275299+0.0255536j 0.0369327+0.0438274j 0.0196617-0.00570412j -0.00286757-0.00597645j 0.0217157+0.00158943j -0.0047139+0.0256018j -0.00673017+0.0442331j 0.0353839-0.00929654j -0.0437926-0.0178633j 0.021709-0.0254486j 0.0118758+0.0101638j 0.038011-0.00187849j -0.0525365-0.0078831j -0.0156314+0.00128889j -0.0501713+0.00979343j -0.0165115+0.0184127j -0.00339218-0.00367388j 0.00701208-0.016041j 0.0234422-0.0381963j 0.0188966-0.00602951j 0.034735+0.00534358j 0.00477068-0.00928575j 0.0435777+0.0146042j -0.0126888+0.0056354j -0.0208726-0.00343328j -0.0137038-0.0402118j -0.0172863+0.0105083j -0.00517014+0.0376522j 0.013096-0.0432463j -0.00326974-0.0220936j 0.0670234+0.00930054j -0.0223856-0.0585357j -0.028316+0.0134146j -0.00312554-0.00275939j 0.0140837-0.00767802j -0.00526349-0.0179377j 0.0174277+0.0287544j -0.0317484+0.0281153j -0.0122166+0.0280179j 0.0116897-0.0610705j -0.0220778-0.013781j -0.0550279-0.00162094j -0.0317431+0.0288747j -0.00306292+0.0690675j 0.0111641-0.0243122j 0.0162199-0.0140049j -0.00582456-0.00676189j -0.00462687-0.0306492j 0.0595546+0.0381536j 0.000230371-0.0548308j -0.0663847-0.112921j -0.127027+0.0589645j 
-0.000675635-0.00275637j 0.00228405-0.000284136j -0.00165029-0.00324797j -0.0014855-0.00389166j 0.00222398+0.0037344j 0.00453978-0.00201099j -0.00751722+0.000561189j 0.000438905+0.000482214j -0.00100685+0.00216664j 0.00191033-8.28605e-05j 0.00115312+0.00126305j 0.000286744-0.0047987j -0.000831494+0.000860685j -0.000645883-0.00187016j 0.00111276-0.00155069j 0.00477068-0.00347749j -0.00432108+0.00515211j 0.00129136+0.00380431j -0.00623291-0.0037084j 0.00131769-0.00286796j -0.00622705+0.00638291j 0.00300707-0.00204369j 0.000304588+0.00109053j -0.00212827-0.00165995j -0.000431175+0.00220625j -0.00366001+0.00179658j 0.000433544-0.00424456j 0.00192575+0.00143532j 0.00133089-0.00266028j -0.000532711+0.00177913j 0.000758493+0.00256744j 0.00388563-0.00495411j 0.000323625+0.0045562j -0.000538071+0.00434867j 0.00276228-0.00016702j -0.00177262+0.00131442j 0.000382599-0.000794015j -0.00273411+0.00344383j -0.000411929+0.00528338j -0.000610221+0.00223172j 0.00259095-0.000478868j -0.00213345+0.00102352j -0.00487134-0.00290744j -0.00137052-0.00110669j 0.0013281-0.00508891j -1.44213e-05-0.000490853j 0.00109055-0.00899029j -0.000495963+0.00192811j 0.00627237+0.00152046j 0.00209643+0.00290686j 0.00141598-0.000816345j -0.00557136-0.00571933j 0.000529572+0.00244204j 0.0037499+0.000687373j -0.00211562+0.00283768j 0.00796007-0.00646101j 0.00254058+0.00276291j 0.0041109+0.00153342j -0.0056629+0.00243544j 0.00664362+0.00213598j -0.00327028+0.000895096j -0.000564614-0.00229997j 0.000267786+0.0019148j -0.000176032-0.00324367j -0.000302105+0.0017843j -0.00673174-0.00223879j 0.000492416+0.000517365j 0.00139867+0.00128498j 0.000108424+0.000755817j 
0.00214692+0.00266874j -0.00155498+0.0014865j 0.00384469-0.0019803j -0.000128497+0.00287872j 0.000781751-0.00231848j -0.00433846+0.000285671j 0.00562102+0.00396689j 0.000744718-0.0011801j 0.00277657-0.000675501j 0.000584553-0.00375725j -0.000213856-0.00158135j -0.00155803-0.00101243j 0.0002153-0.00031936j 0.0055496+0.0046975j 0.00136022-0.00519264j -0.00322584-0.00180774j 0.00016942-0.00211448j -0.000242333-0.00180031j 0.00574343+0.000865325j 0.000298969+0.000740806j -0.00262121+0.000746245j -0.00183941+0.001224j 0.00517019+0.00790011j 4.01123e-06+0.00120949j -0.000260701-0.000151184j -0.00122295-0.0076837j -0.00257565+0.000795786j -0.00307254+0.00222794j 0.000429829+0.00496225j 0.00250984-0.00482323j 0.000866587-0.00373792j -0.00332474+0.00203657j -8.14965e-05-0.000233734j -0.000765843+0.00566816j 0.00275171-0.000658206j -0.000354163+0.00253523j -0.00326014-0.000112321j 0.000294847-0.00128201j 0.000416995-0.00171124j 0.000453526+0.00104324j 0.0055681+0.00150579j 0.010512+0.00413243j 0.00704637-0.000899838j 0.00402739-0.00349431j -0.00287598-0.000688546j 0.000267866-0.00381125j 0.005057+0.00946579j 0.0024556-0.00312291j 0.00126039-0.000508828j -0.00471266+0.00453355j 0.00298905-0.000279302j 0.00164362-0.0014135j -0.00139164-0.00072167j -0.00461801-0.00597336j -6.20454e-05+0.000334507j 0.0007691+0.00471911j -0.00611828+0.00365635j -0.00406008-0.000113136j -0.00540381-0.00319015j 0.00111274-0.00459505j 0.00451121+0.00411438j 0.00601127+0.000223533j 0.004479-0.00283074j -0.0023055-0.00480837j -0.00313463+0.00143578j 0.0017526+0.00472431j -0.00648829-0.00452936j 0.00130843-0.00191468j -0.000791047-0.000637386j 
-0.00871017+1.66297e-05j 0.00118129-0.00927211j -0.00370204-0.00210084j 0.00333159-0.00134263j -0.00115069-0.00128859j -0.000751286-0.00226654j 0.00444216+0.00197501j 6.52363e-05+0.00318466j -0.00378392-0.00280607j 0.000739575+0.00505132j 0.00210617+0.00205586j 0.00182179-0.00186225j -0.0037799+0.00370887j -0.00500474+0.00298772j -0.00256556+7.02438e-05j -0.00231043+0.00412489j -0.00437599+0.00322722j 0.000455155-0.00264268j 0.000314573-0.00145942j 0.00200473+0.0020113j 0.00472504-0.00567758j -0.0039208-0.000755045j -0.00378365-0.00729039j -0.000439179-0.00878575j -0.00252392+0.00206546j 0.00803864+0.00487759j -0.000375717-0.00129656j 0.000618435-0.00339755j -0.00518687+0.00232101j 0.00330436+0.00409628j 0.003201-0.00239016j -0.00218122-0.00236842j 0.00444549-0.000824492j -0.000162776+0.00219233j 0.00297046+0.00364538j -0.000584431+0.00644246j 0.00127291+0.00180153j -0.00244126-0.00507442j 0.00357222-0.00423359j -0.00116081-0.00133253j 0.00148282+0.00188612j 0.00218828-0.00659416j -0.00176574-0.00142555j -0.00141266+0.0107714j -0.00258807-0.00196428j 0.00358064+0.00381521j -0.00025618-0.00368864j -0.00269209+0.00275039j -0.00501643+0.00450872j 0.0036826-0.00585324j -0.00236617-0.0018746j 0.00147357+0.00519419j 0.00484234+0.000114892j -0.00357445-0.000631821j 0.0101933-0.00503833j -0.00161745-0.00280429j 0.00146942-0.00171627j 0.00508734-0.00154092j 0.00429313+0.00141422j -0.00167644+0.0016681j 0.00543305-0.00727049j -0.00441607-0.000241973j -0.0068379+0.0010295j 0.000832717+0.00405222j -0.00197522+0.00589121j -0.000404065-0.0103464j 0.00193781-0.00262736j 0.00340034+0.0104966j 0.00980073-0.00197981j 
-0.00340176+0.00122633j -0.000923648-0.00352614j -0.000310653-0.0040783j 0.00485758-0.00162726j -0.000719286+0.00346729j -0.00592881-0.00337689j -0.00134587-0.00107883j -0.00126711+0.00182016j -0.00368373-0.000538641j 0.00246425-0.00340307j -0.000575167+0.00399172j 0.00209668-0.000867259j -0.00258084+0.00489706j 0.00338765-0.00473889j -0.00316717-0.00054045j -0.00164487-0.00519791j 0.000169745-0.00161786j -0.00338823+0.00304189j -0.002416+0.000396599j 0.00344803-0.00197339j 0.00424774-0.00403663j 0.00120568-0.000171179j 0.00256482+0.0016878j -0.00159949+0.00365347j 0.00191878-0.00434454j 0.00168485-4.58544e-05j 0.0015051-0.000830997j 0.00241105-0.00260798j 0.000680692+0.00099397j -0.00209977-0.00126947j 0.00315702+0.00117026j 0.00143923+0.00353606j -0.00059526-0.00443301j -0.000126134+0.000356937j -0.00191969+0.00195716j 0.00249881-0.000989345j 5.68587e-05-0.00177062j 0.000983764-0.0070034j 0.0021376-0.0022569j -0.000701056+0.00357622j 0.00375679+0.000181463j -0.00341556-0.00279914j 0.00497832+0.00108204j 0.00160628-0.000647006j 0.000388516-0.00162739j -0.00495167+0.000710999j 0.00307693+0.00421111j 0.00348639+0.00134661j -0.00219761+0.0025409j 0.00103399-0.00200648j 0.00189528-0.0023407j 0.00123824+0.00171123j 0.00132092-0.00370384j 0.00715192+0.000799656j 0.00135179-0.00138118j -0.00457072+0.00376301j 0.00190218-0.0026046j -0.0052516-0.00226718j 0.0058959+5.19047e-05j -0.00408003-0.00261814j 0.00249998-0.00158912j -0.00585032-0.000638408j 0.0026627-0.00246323j 0.00178174-0.001356j -0.00275352+0.00231997j 0.00135352-0.00583659j -0.00175976-0.00552438j 0.00318353+0.0015432j 0.00135411-0.0030219j 
-0.0011245-0.00314015j 0.00327431+0.000842783j -0.000763059-0.0023426j -0.00194706+0.000388187j 0.0033705+0.00683931j 0.00183613-0.0045302j -0.00177567-0.000597085j -0.00375708+0.00602532j 0.00266291+0.00475231j -0.00377897+0.00168542j 0.000436303+0.00477565j -0.000348724-0.00183441j -0.00407488-0.00274906j -1.43843e-05-0.00363803j 0.0039853+0.0019668j 0.00134123+0.000666627j -0.00198222+0.0029844j -0.0017649+0.00102166j -0.00167668-0.00173069j 0.00510805-0.0100504j -0.00125157+0.00120689j -0.00169933+0.0012694j -0.00149329-0.00102108j -0.000277353-0.000585756j 0.00270867-0.00633615j -0.00538754-0.000257194j -0.00137205-0.0059703j -0.000629048-0.00579767j -0.0027089-0.00273657j -0.00543604+0.0023231j -0.00181064-0.000470277j 0.00366739-0.00178526j 0.00251684-0.00164933j -0.00654574-0.00451051j -0.00383877+0.00100712j -0.0031845-0.000777512j -7.49869e-05-0.00114163j -0.00618278-0.000241295j -0.00434789-0.000257328j -0.00336705+0.0022427j -0.000963455-0.0054351j -0.00408334-0.0052356j -0.0046293+0.00572921j -0.00451529-0.00203229j 0.000745927+0.00791806j 0.00105856+0.00343092j -0.0015502+0.00148619j -7.87004e-05-0.00172658j 0.000871427+0.000156412j 5.24676e-05+0.00151753j -0.00135027+0.00014146j -0.00159978+0.00152962j -0.000606511+0.000162759j 0.0019771+0.00354652j 0.00631987+0.00305933j -0.00118587-0.00262629j 0.00715315-0.00332874j 0.0054153+0.00193108j 0.0057499-0.00239536j -0.00472214-0.000847729j 0.00278574+0.00217438j -0.0129404-0.00324369j -0.00231456-0.0016026j 0.00149555-0.000854635j 7.07729e-05-0.000548205j -0.000419851-0.000457342j 0.0069379+0.00325812j -0.00118815-0.003575j -0.00492675-0.000901361j 
-0.00559913-0.000109179j 0.000695525-0.00454389j -0.000856173-0.00314106j 0.00140108-0.000455112j -0.00112901+0.00439223j -0.00300993-0.000754792j 0.00145924+0.000843736j 0.00267449+0.00288026j 0.000929451+0.000286749j 0.000174676-0.00184831j 0.000579693+0.00315567j 0.0010128-0.000151108j -0.00185524+0.00268959j 0.00160579+0.000751987j 0.000729322+0.00183276j -0.00306807-0.00120183j -0.00261458-0.00345872j 0.0014713+0.000455562j 0.00304079+0.00227497j -0.000778077-0.00653002j 0.0022233-0.00342708j -0.00379173-0.00116964j 0.00297096+0.00667864j 0.00146885+0.00262124j 0.00155497-0.0035642j 0.00461816-0.00438344j -0.00147579-0.000310764j -0.00255109-0.0026009j -0.00122966+0.00236206j 0.00111977-0.00403369j -0.000474661+0.000138571j -0.0011374+0.00142336j 0.00244968-0.00436422j 0.00219939-5.19878e-05j 0.000639211+0.000277499j 8.88458e-05+0.00206942j 0.00165637+0.00480106j -0.00344866-0.00835458j -0.00110543-0.0039937j -0.00235964+0.00248388j 0.00619291+0.00198609j 0.00603486-0.00527635j 0.00555834+0.00113112j 0.00409135+0.00438917j -0.0028124-0.0020863j 0.00379614+0.00302464j 0.00485958+0.00776962j 0.000145889+0.00256993j -0.000578932+0.00105067j -4.64467e-05+2.95227e-05j 0.00395516-0.000424405j 0.00588168+0.00542147j -0.00105126+0.000481567j 0.00228836-0.000881498j 0.00879562-0.0037876j -0.0038675+0.0043843j -0.00556907+0.00131893j -0.00504263+0.000595589j -0.00292975-0.00116642j -0.0057639+0.0004142j 0.0117213-0.000598379j -0.00103677+0.00159141j 0.0028708-0.000879088j -0.000924719-0.000384015j -0.0054423+0.00461839j -0.00125772-0.00461931j -0.00123564-0.00199007j 0.00209487+0.00347193j 0.00371688-0.00312246j 
-0.00362418-0.000441081j 0.00170875-0.00302734j -0.00383008+0.000928761j -0.006307+0.000516233j 0.00234284+0.00172513j 0.00221138+0.000175741j 0.00519402+0.000965603j -0.00566584+0.000203727j 0.00338947+0.00251613j -0.00532026+0.000985574j 0.00092981+0.00521966j -0.00159533+0.000299453j -0.00260866+0.000320659j 0.00024025-0.00290329j 0.0045711+0.00203157j 0.0015172+0.00245829j -0.00625435+0.0039896j 0.000218101+0.00197754j 0.00128312-0.0021225j 0.00338671-0.00308401j -0.000199428+0.000434936j -0.00165504+1.91144e-05j -0.00482799-0.00205626j 0.000916926-0.00593679j 0.00114667-0.00155375j -0.000404684-0.00019489j -0.00205877-0.00115676j -0.000936302-0.00251015j -0.000746774-0.00287669j -0.00119234+0.00380102j -0.00129671-0.00125594j -0.000787095-0.00276026j 0.00511752-0.00344505j 0.00114444+0.000271499j -0.0020006+0.00683604j -0.00457819+0.0039657j 0.00113935+0.000541729j -0.00265833+0.000422471j 0.00335223-0.00197211j -0.00397854+0.000352113j 0.00177247-0.000121782j 0.000786618-0.00276448j -0.00839945+0.000515179j 0.00170334+0.00192993j -0.00112818-6.78828e-05j 0.0065593+0.00371242j 0.00198875+0.000330087j -0.00338489-0.00270282j 0.000694173+0.0011949j -0.00159259-0.00185762j 0.000156085+0.000117536j -0.00286836-2.46707e-06j -0.000732316-0.00092915j 0.0027866-0.00123221j 0.00585583+0.00148276j 0.00161706-0.00403236j 0.0036077+0.00195714j 0.00364156-0.000519717j 0.00301055-0.00205499j 0.000640757+0.00142806j 0.00353019-0.00291074j -0.00393235-0.00581186j -0.00241176+0.00404416j -0.00273359-0.00226817j 0.00336029+0.00357914j -0.00133569-0.00111237j -0.00222304-0.00447783j -0.000792389+0.0034189j 0.0043233+0.00250086j 
0.000147834-0.000432648j 0.000611456-3.9081e-05j -0.000850701+0.000754564j -0.00123178+0.000138272j -3.92449e-05-0.000755406j 0.0022857+0.0017618j 0.000393474-0.00235965j -0.00140644+0.00200306j -0.00114707+0.00146077j -0.00292218+2.81848e-05j 0.00113693+0.00033233j -0.000406844+0.00183021j -0.000379216+4.20167e-05j -0.00225981-0.00197896j 0.000641609+0.00227875j -0.000329043-0.00154518j -0.00172143-0.00357641j -0.0020921+0.000480495j 0.000350103-0.000741859j 0.000188386-0.00174323j -0.000456737+0.000292489j 0.000285114+0.000170209j 0.00148596-0.00108998j 0.00137436+0.000187073j -0.00150965+0.00102067j 0.000112315-0.000305998j 0.00287455+0.00065335j 0.00137903+0.000764685j -0.0010727-0.000575739j 0.000509154+0.000665966j -0.00194508+0.00324171j 0.00165166+0.00207082j 0.000779276-0.00153263j 0.000116544+0.000973233j -0.00155375-0.00164733j -0.000204062+0.000776485j 0.000678932-0.000267532j 0.000719927+0.00133766j -0.00202824+0.00212j 0.000448286+0.001096j -6.9209e-05-0.00111111j -0.000625047-0.000428718j -0.00295736+0.000408781j 0.00240758+0.0015552j 0.000111939-0.00224755j 0.00122717+0.00215176j 0.00147073-0.00144513j -0.00148934+0.00079254j 0.00232476+0.000886492j 0.000654005-0.000843486j 0.000366093+0.000758935j 0.000964536-0.00140023j 0.00258057-5.06145e-07j 0.00478511-0.00155981j 0.000504672-0.000892571j 0.00205448-0.00175926j 0.0010391-0.000232477j 0.000511249+0.000194238j 0.00167977+0.000732281j -0.00019262+0.000243083j -0.0029632-0.00199302j -0.000130031-0.000825082j 0.000861461-0.000545253j -0.000821217+2.031e-05j 0.00105909-0.00091983j 0.00198351-0.000381479j 0.000678734+0.000283068j -0.000249019+0.000520166j 0.00014115+0.000316177j 
0.000877952+0.000927531j -2.05727e-05-1.97843e-05j 0.00283875+0.000326566j 0.000273876+0.00437113j -0.00347771-0.00229609j -0.00118816-0.00102069j 0.00594957-0.00177664j -0.00487191+0.00227091j -0.00224957+0.00137124j -0.00117946+0.00260508j 0.00331762-0.00123502j 0.00367307-0.00119174j -0.00295321+0.00148598j -0.00424203-0.00264764j -0.00441149+0.00309608j -0.000771846-0.00189653j 0.00228862-0.00138515j -0.00637622-0.000893877j 0.000885891+0.00150129j -0.000445669-0.00212354j 0.00418887-0.00545831j 0.000387589+0.0018238j 0.000743251-0.00151263j 0.00112316+0.0013417j 0.000403147-0.00512974j 0.00270843-0.0020599j 0.0040574+0.00117485j 0.00629582+0.000735079j 0.00113352+0.00634236j 0.00182529+0.00497246j 0.00454075+0.00378721j 0.00592596+0.00556577j -0.000958843-0.00580125j -0.000269944-0.00471794j -0.0036188-0.00106194j 0.00232236+0.00156481j 0.000544092-0.00123941j 0.0012637-0.00132422j 0.00050975-0.00247379j -0.00114901-0.000295633j 0.00561618-3.60067e-05j -0.00421582-0.00249605j 0.00380566+0.00201579j 0.00472289+0.0029186j 0.00223216-0.000382416j -0.00734075+0.00219122j 0.00389689+0.00404516j 0.000727949+0.00303397j -0.00395455+0.00309558j 0.00182579-0.00149847j -0.00170608+5.28994e-05j 0.00530506+0.00426216j 0.000406938-0.000345907j 0.010401-0.000366218j 0.00227557-0.00280373j -0.00645212+0.00425114j 0.00267904-0.000994089j -0.00757356+0.00134345j 0.0101789-0.00197619j -0.00719254-0.000703622j -0.00166592-0.0034063j -0.00579529-0.000613228j 8.84155e-05-0.000365606j 0.00287135+0.00238j 0.00406279+0.00433095j 0.000594703-0.00349874j 0.000263016-0.00221619j 0.00210448-3.49691e-05j -0.000223476-0.00210525j 
0.00135451+0.00384501j -0.00195983-3.71118e-05j 0.000484876+0.00211739j 0.00608887+0.00109005j -0.00104026+0.00371261j -0.00575337-0.00325052j 0.00369098-0.00233318j -0.00214586+0.00231776j -0.00562707+0.00134237j 0.00118254+0.000621513j -0.00192884-0.00224414j -0.000294283-0.000172487j -0.00525015-0.002435j 0.00171565-0.0025809j 0.00176148+0.00615283j -0.00383666+0.00149593j 0.00509014-0.00596984j -0.00491461-0.00368629j -0.0026037+0.00387178j 0.00113494+0.000537607j 0.00038632-0.00491994j 0.000155706-0.00197712j 0.0045647-0.000739635j -0.00233375+0.00423496j -0.000423512-0.00128241j -0.0032524-0.0053313j -0.00339954-0.00880351j 0.00234689+0.0048102j 0.00157897+0.00532029j -0.00189817-0.000287302j 0.00174187+0.00045839j -1.62173e-05+0.00214954j -0.00392601-0.0031909j -0.00321667-0.00093026j -0.00749933-0.0043259j 0.00209073-0.000738126j -0.00105362-0.00553057j 0.0029889-0.0044271j -0.00322294+0.000724475j 0.00269995-0.00142618j 0.00549645-0.0001382j -0.00104348-0.000134517j 0.00102472+0.0029713j 0.00189551+0.00406333j 0.00392479+0.00227029j -0.00036904+0.00459891j 0.000491626+0.000527341j -0.0028669+0.00585185j -0.00605243+0.0015484j 0.00334279-0.0027672j -0.00397831+0.000753265j 0.0116601+0.00131561j 0.00259966+0.00529442j 0.00630499-0.00144517j 0.002142-0.0027367j -0.00361177+0.00639357j -1.84409e-05-0.00230531j -0.0061907+0.00237926j 0.00322216-0.00112583j -0.00994986+0.00362156j -0.00220568+0.00122034j 0.00179933+0.0016979j 0.00176049+6.33843e-05j 0.00630873+0.0063758j 0.000128844+0.000812777j 0.00616897-0.00664873j 0.00418258+0.00448407j -0.000284206+0.00191375j -0.0020641-0.00286468j 
-0.000943826-0.00193614j 0.00184008-0.0010217j -0.000822385+0.000528072j -0.000977673+0.00320176j 0.00671924+0.000194157j 0.00703891+0.000677462j -0.000451585-5.37211e-05j 0.00257128+0.00345599j -0.00533663+0.00900766j 0.00369796+0.00219938j -0.00549806+0.00196158j -0.00356779+0.00722483j -0.0095324-0.0101257j 0.0111831-0.0138286j 0.0138037+0.0083908j -0.00618652+0.0027047j -0.00284222-0.00424171j 0.00591119+0.00286182j 0.00374569+0.00364166j 0.00553024+0.00188367j -0.00451745+0.00315705j 0.00610792-0.0044572j -0.00343427+0.000559347j -0.00671922+0.000716479j -0.00190009+0.00117369j -0.00682182+0.00277439j -0.00923554-0.00143725j -0.00421811+0.00520758j 0.00158573-0.0182321j 0.00242258-0.00879472j 0.00117346-0.00047473j 0.00131449+0.00854393j 0.00337605-0.0123709j 0.000848054+0.0071181j -0.00120338-0.000669455j -0.0101117+0.000515378j 0.00262857+0.00163309j 0.00168011+0.00272008j -0.00205046+0.000555741j -0.0016902-0.00469978j -0.000987774+0.0010942j 0.00427737+0.00253379j 0.00161251+0.000486909j 0.00206831-0.00337647j -0.000719572-0.00360189j 0.000117645-0.000425417j -0.00238047+0.000781542j -0.00146167-0.000972952j 0.00267634+0.000408489j 0.00136257+0.00135398j 0.0035093+0.000228035j -0.00129268-0.00297782j 0.000194177-0.00300661j 2.75738e-05+0.000359829j -0.00238422-0.00012821j -1.1868e-05-0.00263171j -0.000566579+0.000896936j 0.000921305-0.00119762j -0.00126474+0.000815669j 0.00368267-0.00275399j -0.000828493-0.000264453j 3.4315e-05+0.000729536j -0.00138481+0.000251254j -0.00136836-0.000832529j -0.00101349-0.000318908j -0.00230952+0.00179776j -0.00125013-0.00164681j 0.000573325-0.000743392j 0.000487309+0.000615843j 
-9.07862e-05-0.00125366j 0.00103884-0.000109128j -0.00124041+0.00181517j -0.000590766-0.00212684j 0.000720642+0.000387272j 0.00212989+0.00147j 0.00198139-0.00330028j 0.00212066-0.00212274j 0.00198354+0.00226559j -0.000773387+0.00104095j -0.00320283+0.000351889j -0.000492533+0.00157988j -0.00383452-0.00302497j 0.00427651+1.58672e-05j 0.00227593+0.00309548j -0.00240654+0.00545644j 0.00239713-0.000664554j 0.00086437+0.00090587j 0.00509398-5.5497e-05j -0.00062323-0.000834277j 0.000130701-0.00465559j -0.00348316-0.000858419j 0.00195309+0.00470522j 0.00185985+0.00126612j -0.000264549-0.00296276j -0.00198013-0.00302755j -0.00352814+0.00172258j -0.00412562-0.00117202j 0.00243497-0.00266694j -0.00107318-0.00340108j -0.000266846-0.00199479j -0.00125007+0.00393932j -0.00227591-0.00384976j -0.00019609-0.0056015j -0.00126136+0.00112451j -0.00292481-0.00106691j 0.000233218+0.0027369j -0.00190615+0.000362821j -0.00154743-0.00209471j 0.000308042-0.000606023j 0.000617793+0.00165764j 0.00440441-0.00199344j 0.00647372-0.000828568j 0.00247642-0.00344665j -0.000446312+0.00532706j 0.00191197-0.000555682j 0.00373555+0.00886671j 0.00108949-0.00402417j -0.00148642-0.000765842j -0.00253782+0.00258563j 0.0010529+0.000448108j 0.00149793+0.00259207j -0.00426681-0.00273723j -0.000726727-0.000604644j 0.00117686-0.00222374j -0.00369801+0.00484543j -0.00323656+0.000731081j -0.000885809+0.00129877j -0.00319958-0.00259635j -0.00237647-0.000816769j 0.00456486-0.003359j -0.00015218+0.000316773j 0.000436275-0.000613037j 0.00156637-0.000314014j 0.00123705-0.00184756j -0.0012552+0.00390623j -0.000155699+0.00137633j -0.00140289-0.00055727j -0.000358218+0.000511547j 
-0.000955496-0.000565522j -0.000110196-0.00112015j 0.000423854+0.00068569j -0.00201054+0.000281471j -0.000643745-0.00417279j 0.00460214+0.00137934j 0.000219432-0.00598722j 0.00584553+0.00284527j -0.0017955+0.0039836j -0.000237345+0.000796494j -0.00182785+0.00283994j 0.00213533+0.00189958j -0.00435096-0.00142289j 0.00372122-0.00159033j 0.00122915+0.00848048j -0.00377961+0.00397619j 0.000885082-0.00367517j 0.000242552-0.00209411j 0.0122612-0.000781293j -0.00483546+0.000392813j 0.00364391-0.00860265j -0.00494317-0.0004691j 0.000718794-0.00402501j 0.00164093+0.000744433j -0.00588236-0.00319103j 0.00196198+0.00117586j 0.000287888+0.00852732j -0.00401426-0.00369067j -1.46129e-05-0.00493778j -0.000551334-0.00750009j -0.00316604-0.000327762j -0.00328697+0.00873917j -3.0552e-05-0.00369506j -0.00127844-0.00194108j -0.00128645-0.0033028j -0.00143669-0.00585971j -0.00453331+0.00185519j -0.00359426+0.00329395j -0.00479088-0.0036319j -0.00686242-0.00138072j -0.00487498-0.00255806j 0.00218697-0.00617803j 0.00438546+0.00494211j 0.00321249-0.00209898j 0.00051258+0.0103233j 0.00121982+0.00212092j -0.00208437+0.00865793j -0.000148318-0.00294476j -0.000449502+0.0015682j 0.000895472+0.00220683j 0.0042229+0.00185825j 0.00226081+0.0014862j -0.00238259-0.000699813j -0.00692425+0.000116474j 0.00168487-0.00213666j -0.0039836+0.00816199j -0.00461206+0.00203851j 0.00013745+0.00389398j 0.00487227-0.00309991j -0.00800126-0.00193562j 0.00420561-0.002283j 0.000801105+0.00154491j -0.00204234-0.00203678j 0.00137991+0.000580321j 0.00380804-0.00313541j 0.00341006-0.000170886j 0.00119368+0.00319646j 0.00256498+0.00305733j 0.00202537-0.00304113j 
0.00119495+0.00182536j -0.000925538+0.000760769j 0.00265406+0.000578247j 0.000391788+0.00128316j 0.000428444+0.00411407j 0.00173011-0.00292918j 0.0026301-0.00175564j -0.00372358+9.74276e-05j -0.00349024+0.00520939j 0.00152525-0.000352762j -0.00458983-0.000626439j -0.00317736+0.00602861j -0.0121561-0.00450581j 0.00453288-0.0071281j 0.0126173+0.00156228j -0.00567249+0.00529548j -0.00411533-0.00569941j 0.00167562-0.00165169j 0.0017579+0.00543404j 0.00564234-0.000837878j -0.00548098+0.00426122j 0.00525913-0.00521893j -0.00201444+0.000568339j -0.00613826+0.00103745j -0.000742361+0.00422349j -0.00822104-0.00122995j -0.00900629-0.00838903j 0.000236643+0.00554112j -0.00343343-0.0090481j -0.0020731-0.00439981j -0.00135587-0.00367067j 0.00345638+0.00180692j 0.000200155-0.00874363j 0.000565636+0.00382042j -0.00154674-0.000394521j -0.0064115+0.00387107j 0.00449506-0.00360142j 0.00457169+0.00141674j -0.00302662+0.00401477j 0.00364986-0.0047036j 0.00298055-0.0008808j 0.0048852+0.00461003j -0.00602688+8.79461e-05j 3.25526e-05+0.000369986j 0.000967578-0.00346131j 0.00652344-0.000823995j 7.99108e-07-0.00247688j -0.00304028+0.00226855j -0.00153243-0.00173649j -0.000794832-0.00252613j -0.00331656-0.000226503j 0.00241501-0.00189185j 0.00258872+0.00190238j 0.00176887-0.000712497j 0.00285573+5.39792e-05j -0.00056127-0.00163407j 0.00240343+0.000902723j -0.00125547-0.0021717j 0.000971722+0.00161932j -1.33137e-06+0.00149203j -0.00276568+0.00181658j 0.00505013+0.000317069j 0.00126979-0.000673513j -0.000208895+0.00243479j 0.000397943+0.0013203j 0.00346809-0.00130973j -0.00210353+0.00134277j -0.00172632-0.000883874j -0.000595425+0.000133383j 
