-0.127065-0.140835j 0.165459-0.122261j -0.0744319-0.23184j -0.236167+0.0228115j 0.0601534+0.126693j -0.0632047+0.0913029j 0.147123-0.0476716j 0.00743139-0.209612j -0.0497438+0.0162199j 0.0068405+0.0287805j 0.0691056-0.0524898j -0.0778706+0.0109916j 0.139584+0.107316j -0.0445098+0.0487205j 0.0399911-0.0369665j 0.0443651+0.0347443j 0.0188202-0.0108274j 0.0499878-0.0182255j 0.0140798+0.0270084j -0.121126+0.172894j -0.0405347-0.0874395j -0.0286041-0.0337525j -0.055739+0.0684538j 0.0643423-0.0951321j -0.0188088+0.0209436j 0.0399963+0.0966828j -0.0968661-0.00313701j -0.0622437+0.137769j 0.0399249-0.0110374j -0.0914598+0.0424868j 0.116339+0.00396493j -0.0154931+0.0712479j 0.0511686-0.00854505j 0.0180958-0.0161875j 0.0472703-0.00646033j -0.0561291-0.00250979j 0.0288121-0.0141944j 0.0278993+0.0298623j 0.00295133-0.105501j -0.0604164-0.0420485j -0.0460831+0.068405j -0.0300483-0.00452632j 0.0650614-0.0199232j 0.0867995+0.023559j -0.0280758+0.0393718j -0.0852277+0.0465986j -0.00433904+0.0947978j 0.0206864-0.0316361j 0.113279+0.0560336j -0.093185-0.0486921j -0.0458662-0.0664256j 0.072448-0.0440585j -0.0452272+0.106728j 0.0352354-0.00289272j 0.0454698-0.0128038j 0.0814953-0.0651192j 0.0244306-0.0397049j -0.0739321-0.00197236j -0.0901833-0.0455229j -0.0152634-0.0410007j -0.0910334+0.0503254j -0.0716926+0.057842j 0.183148-0.041118j -0.0797179-0.035668j 0.0852862-0.108454j -0.0522426-0.132045j 0.133789-0.15022j 0.120472+0.171559j -0.0995527+0.153013j 0.168065+0.124618j 
0.00157286-0.00119167j -0.000492133+0.00033657j -0.00110699-0.00540859j -0.00156889+0.00403925j 0.0140914-0.00351626j -0.00405371-0.00414243j -0.00961237-0.000393639j -0.00515014+0.000264865j -0.00682079-0.000793256j 0.00440715+0.00481844j 0.00430918+0.00395503j -0.00726458-0.00325756j -0.000897929-0.00635545j -0.00421571+0.00971876j 0.0010238+0.00562691j -0.00324222+0.00720812j 0.00431573-0.0113308j 0.0112156+0.00799712j 0.0109342-0.00772993j 0.00677491+0.00482857j 0.00871251-0.0101365j -0.00700417-0.0024942j -0.00593775-0.00580354j 0.00684314-0.0067882j 0.00200022-0.00618904j -0.00648669-0.0140974j -0.0107361+0.00377805j -0.0084819-0.00604088j 0.00187062-0.00940412j -0.00688975+0.004695j 0.00173488-0.00101689j -0.000228244-0.00678658j -0.00199724+0.00438704j -0.00427479-0.00139257j 0.0126034-0.00514815j -0.00681996-0.00209267j -0.000293177+0.0015056j 0.00835908+0.00917995j -0.00132607-0.00824607j 0.00698377-0.00651098j 0.0031904-0.000503397j 0.00438117-0.00648829j 0.00131471-0.0103671j -0.000260834+0.00355877j 0.00385377-0.00140827j -0.00276606+0.00108083j 0.00790043-0.00113051j -0.00689571+0.00618593j 0.00145758+0.00622537j -0.00100875-0.00775946j 0.00207176+0.00213169j -0.00201808+0.00232668j 0.0031216+0.00047625j -0.00551133+0.00257505j -0.00210752-0.00240352j 0.00481934+0.003924j -0.00148652-0.00289704j 0.00298605-0.00278128j 0.00219326-0.00701714j 0.00144403-0.000431238j -0.0032784-0.0108717j 0.000922476-0.00170611j -0.00115653-7.05104e-05j -0.00343825+0.00201676j 0.00137067-0.0010136j -0.00467764+0.00324366j 0.00382627-0.000968746j 0.00161321+0.000965391j 0.000916016-0.00140705j -0.00205387+0.00100809j 
-0.000878186-0.000864608j 0.000145453-0.000770705j -0.00124233-0.00223253j 0.000681872+0.002369j 0.00598457+0.00575404j -0.00487442+0.00267797j 0.000524955+0.000391608j -0.0010867-0.00306328j -0.0073068+0.00374268j 0.00244594-0.00925033j 0.00320937-0.0046109j 0.00433947+0.00514416j -0.001123-0.00359214j 0.00217839-0.00241279j 0.00435827-0.00285348j -0.00101212-0.00164939j -0.00725254-0.00180227j 7.07109e-05-0.00402335j 0.00499181+0.00242608j 0.00138214+0.00611456j -0.00140784-0.00138044j 0.00110894+0.00428713j -0.0022621-0.000146845j 0.00527415-0.00251623j 0.00305023-0.000698712j 0.00339482-0.00207983j 0.00463373-0.00597976j 0.00220401-0.00253778j 0.00107419-0.00150366j 0.00623953-0.00717235j 0.00656955+0.000943482j -0.000847011+0.00140134j -0.0042381-0.000223762j 0.00381634-0.00760033j 0.00173852+0.00127336j 0.00654915+0.00113506j -0.00205857+0.00572195j 0.000670769+0.00326574j 0.00206897-0.00356598j 0.00600291-0.00823673j -0.00585459-0.00333874j 0.00438194+0.00829269j -0.00235396-0.00273445j 2.67513e-05-0.0065885j -0.000782351+0.00262993j -0.00471832-0.00455097j -0.00302329-0.00472959j 0.00103387+0.00294234j -0.000548305-0.00138595j -0.00378766-0.00384946j -0.0010083-0.000123907j -0.00510786-0.00219861j -0.0027228-0.00207718j 0.0011582-0.000935598j -0.0108553-0.00174883j 0.00341252+0.00411299j 0.00177585+0.000548127j -0.0044706-2.72467e-05j 0.00371562+0.00577148j 0.00386496-0.000613018j 0.000297575+0.00376455j -0.00339367+0.00198022j 0.00117078+0.00090264j 0.000961352-0.00137359j -0.00141201-0.000958624j 0.000765468+0.000852939j -4.8791e-05-0.00098787j -0.000304441+0.000606758j 0.00010793+0.000104188j 0.000568184+0.000121285j 
-1.66229e-05+0.000287609j 0.00113407-0.00018649j -0.000635555+0.000320268j 0.000400778+0.000463353j -0.00131422-3.42825e-05j -0.005223-0.00367998j -0.00564673+0.00674905j -0.00181198+0.00628947j -0.00065988+0.00370185j -0.00597934+0.0030902j -0.00413231-0.00148667j 0.000509365-0.00250747j -0.00334182-0.000793314j -0.00904815+0.00351975j -0.00118352-0.00573832j -0.00639158+0.000193297j -0.00232077-0.000198481j 0.00102829-0.00293702j 0.00146274-0.000139876j 0.00878489-0.000426818j 0.00270048-0.000171644j -0.00203865-0.00432003j -0.00756995-0.000924847j 0.00174852+0.000587266j -0.00472874+0.013273j 0.000937021-0.00415657j 0.00293081+0.000976379j 0.00290552+0.00760589j -0.00204029-0.00105092j -0.000671625+0.000268705j -0.00141617+0.00111732j -0.0091677-0.00294387j 0.00470874-0.00530993j -0.0129578-0.00188486j 0.00228863-0.00395318j -0.00614828+0.00322751j 0.0003528+0.00550251j -0.00113+0.00318388j 0.00199179-0.00351856j 0.00857344-0.00306941j 0.000180803-0.00581669j 0.00236368+0.00591182j -0.00394663-0.00535315j 0.00419608-0.0040313j -0.0020094-0.00122176j 0.00491195+0.00168145j 0.00100547-0.00274543j -0.00313163+0.00191269j 0.00343078+0.00768957j -0.00502079+0.000109939j 0.00584436-0.00547419j 0.0030531+0.00310577j 0.008488-0.00232163j -0.00385205+0.00262391j 0.00111275-0.00345155j 0.00213652+0.00065795j 0.000259006-0.001025j 9.74539e-05+0.000177903j 0.00126982-0.00389078j -0.00308003-0.000924279j -0.000591873-0.000893317j 0.00106447-0.00025696j -0.000411442-0.00143426j -0.00187575-0.000507201j 0.00016954+0.00288769j -0.000382844+0.00048253j -0.000267165+0.00120761j 0.000681801-0.000398494j -0.000126148+0.00025603j -0.000231068-0.000586788j 
-0.000353039+0.00203953j -0.000677342-0.00202846j -0.00271339+0.00278532j 0.00238841+0.00386227j -0.000783605+0.00638393j -0.00437737-0.00237963j 0.000180076-0.00169028j -0.00637586+0.00460478j -0.00262018-0.00599241j 0.000360453+0.00694664j 0.000668804+0.00100198j -0.00705378-0.00582162j 0.0039273-0.00343641j -0.000931589+0.000350301j 0.00043444+0.00243404j 0.00345811+0.00172011j -0.00250586-0.00319981j -0.0058124-0.00301176j 0.00222923+0.00396159j -0.00157911-0.00524145j 0.00310665-0.00156288j -0.00260084-0.00149952j -0.00500784+0.00978743j -0.00111501+0.00458346j -0.00655916-0.00394121j 0.00360546+0.000341008j -0.00977094-0.00512641j -6.6754e-05+0.00540631j -0.00497448-0.000115913j -0.00376814+0.000692081j 0.00171723+0.00070164j -0.00329626+0.00486241j -0.00436707+0.00209096j 0.00224637+0.000474709j -0.00521785-0.00812031j -0.000683715-0.00206682j 0.00124386-0.000656437j -0.00247489-0.00505948j 0.00495749+0.00400176j -0.00511922-0.00388246j 0.000210371-0.00495876j -0.00371664+0.00473482j -0.00445782+0.00465053j 0.00355888-0.00661868j 0.00087664-0.00306909j -0.00344347+0.0063584j 0.0026496+0.0073622j 0.00317601-0.0032814j -0.000166584+0.00814926j 0.000467981-0.00570555j -0.00220068-0.00203099j -0.00921075+0.00239041j 0.00101572+0.00119218j -0.00113045-8.03314e-05j -0.0017965+0.00180677j 0.00447707-0.000104996j 0.0044393-0.00185654j 0.00407878-0.00383668j 0.00184129+0.000122802j 0.00139258-0.00137316j -0.00193368-0.0052212j -0.00210746-0.0025256j -0.00115807-0.00173592j 0.000143802+0.000627949j 0.000405152+0.00272325j -0.00132337+0.00135626j 0.00121675+0.00317276j 5.36066e-05+0.00112816j -0.000250993+0.00262692j 0.000856911-2.4616e-05j 
-2.2817e-05-0.000734835j 0.00176171-0.00183528j 0.00315711+0.00195719j 0.00533637+0.00326701j 0.00330238+0.00841812j 0.00693146-0.00870271j -0.00586126+0.00654632j 0.00309209-0.0121582j 0.00853558-0.00511164j -0.0100493-0.00398526j -0.00313489-0.000498742j 0.0123011-0.00648911j 0.00254093+0.0116734j 0.00944656-0.00373451j -0.00616293-0.00624564j -0.00519902-0.00381871j -0.00131383+0.00301262j -0.00803781-0.000127238j -0.00559497-0.00408179j -0.00120579-0.00868918j -0.00275394+0.00330401j 0.00280204+0.00357608j 0.00701089+0.0132516j -0.00827773+0.00117135j -0.0130712+0.0135238j -0.00958407+0.0129077j -0.00116391+0.00120848j 0.00602354+0.00178294j 0.00457237+0.0109603j 0.00272223+0.00349741j 0.00636329+0.00229801j -0.0056451-0.00418167j 0.00373606+0.00251076j -0.001529-0.00420649j -0.00964303-0.00206048j 0.000557211+0.00631494j -0.00194186-0.0015036j -0.00466537-0.00450823j 0.00542207+0.00206669j 0.00103125+0.00684725j 0.00354544+0.00071948j -3.70754e-05+0.00313313j 7.72957e-05+0.00291475j 0.000283772-0.00259496j -0.00227402+0.0042299j 0.00312464-0.00237535j -0.00820021+0.00477324j -0.00315319-0.00298028j 0.00521342+0.00167612j 0.00841107+0.00778578j -0.000759523-0.00237204j 0.00132254-0.00490832j 0.00554036+0.00223311j 0.000737034+0.00204469j 0.000542327-0.00285438j -0.00208684-0.0025456j -0.00307126-0.00470984j -0.000526231-0.0004505j 0.00225482+0.000277653j -0.00213556+0.000180118j 0.00207416-0.0013619j 0.00119936-0.000709266j 0.00040728+0.00199949j 0.00111768-0.00448595j -0.000558139+0.00215274j 5.9879e-05-0.000862753j -0.000838411-0.000698858j 0.0010252-0.00171859j -0.000965041-3.12219e-05j -0.00112989+0.000543067j 
-0.000149138-1.60235e-05j 0.000333836+5.16305e-05j -0.0028357-0.000191145j -4.76252e-05-0.000676513j 0.000363472-0.00165373j -0.00695542+0.00145578j 0.00359896+0.000615037j -0.00716908+0.00568767j -0.00402957-0.000439471j -0.00137807+0.00645816j 0.000844097-0.00099084j -0.00542441-0.00194189j 0.000637616-0.00429922j -0.00548232+0.000417288j -0.000342293-0.00208j 0.0038826+0.00241563j -0.000993146-0.00187581j -0.00115179-0.00112818j 0.000235896+0.00276777j 0.00289284-0.000483949j 0.00298853-0.000472294j -0.00290417-0.00249059j -0.00805546+0.00154004j 0.00364773-0.00118419j 0.000909838-0.00155575j 0.00367657-0.00649483j -0.00244568-0.0037048j 0.00227345+0.00505875j -0.00377243-0.00336468j -0.00242932-0.00219513j -0.0012389+0.000820823j -0.000793226+0.00271694j -0.00185919-0.00156958j -0.00273542+0.00250752j 0.00129465-0.00167685j -0.000935917-0.00179624j -0.000427912+0.00160753j 0.000642378+0.00156839j 0.000486063+0.000328315j -0.00167762-0.00299057j -0.00217458-0.00334214j 0.000545815+0.00203762j -0.00122889+0.000731091j 0.00130303-0.00422355j -0.00069767-0.000634782j -0.0011461+0.00208709j 0.000786753+0.00105578j 0.000451217-2.72833e-05j 8.68929e-06+0.002741j -0.00341981-0.0037804j -1.57441e-05-0.00185641j -0.00284051+0.00329403j -0.000238475-0.00161926j -0.000419377-0.000806996j -0.00273289+0.00131058j 0.00231275+0.000587887j 0.00244141+0.000223909j 0.00134622-0.00161077j -0.000713019-0.00154039j 0.00116413-0.000126187j -0.00133777-0.00133345j -0.00143289-0.000497815j -0.000544874-0.00165272j -0.000944924+0.00178959j 0.000190484+0.000173174j -0.00087256+0.000652498j 0.000512883+0.00103357j -0.000425863+0.00119203j -0.000172087+0.000735178j 0.000568865-5.52601e-05j 
0.000707951-0.00191077j 0.000992956+0.00287527j -0.00239789-0.00215589j 0.00500435-0.00705521j 0.00318658-0.0113883j -0.0112788-0.00356666j 0.0123141+0.00898393j -0.0201131-0.000762067j 0.00061921-0.0069162j -0.0109801+0.0134552j 0.00199235-0.00415007j -0.00131655-0.0118359j 0.00881941+0.000131697j -0.00445402-0.00909773j -0.00957211-0.00991611j 0.010961+0.00364771j 0.00169021-0.00285011j -0.00517664+0.00587595j -0.0108472+0.000617305j 0.0083755-0.00547247j 0.00495948+0.00853091j -0.00660481-0.00256409j -0.0141754+0.00651145j 0.00618568-0.0113638j -0.00847656-0.000500442j -0.00619754-0.0125551j -0.00411051-0.00373044j 0.0128835+0.011617j -0.00445089-0.00167348j -0.00321425-0.00322305j -0.00435616+0.00821286j 0.00343978-0.00227474j 0.00162531+0.00382251j -0.00263442+0.00600614j 0.00164505+0.000390188j -0.00388617-0.00631808j -0.00834522+0.000231203j -0.000882711+0.00579797j 0.00251087+0.00587313j -0.00451081+0.00777685j -0.000569745-0.00189109j 0.000119971+0.00161483j 0.00673912+0.00138677j 0.00194281-0.00284802j -0.00535815+0.00488666j 0.000873269+0.00240463j -0.00497754+0.00382309j -0.00191935-0.00110957j 0.000550118-0.00202522j -0.00133369-0.00218541j -0.000631033-0.00216038j -0.00328159+0.00534925j 0.00277372-0.00488861j 0.00243793-0.00293298j -0.0038061-0.000408535j -0.00368827+0.000905425j -0.00106905+0.00235425j 0.00205155+0.000250588j -0.00637579-0.0070274j -0.000164296+0.00278168j -0.00114058+0.000161367j -0.0012634+0.000526889j 0.000198541-0.000807456j -0.00178453+0.0042928j 0.00176457-0.00271736j -0.001724+0.000224931j -0.000733246-0.00076828j -0.00139305+0.00128375j 0.00125448-0.00230904j -0.000791239-0.00132216j 
-0.00135928-0.00265288j 0.000802375-0.00374026j -0.0011134-0.00280662j 0.00623577+0.0065622j 0.0155899+0.00365733j 0.000683349-0.00835638j -0.00557484+0.00775304j -0.00451818-0.0135179j -0.00156849-0.0070255j -0.0012705-0.00443684j 0.00419347-0.00091543j 0.00496257-0.0077571j 0.00348418+0.00352253j 0.0114794+0.000146706j 0.0012192-0.0025768j 0.00123164+0.00340125j -0.00451525-0.00830618j 0.00252103-0.000131451j 0.00267213-0.00911567j 0.000994129-0.00603423j -0.000549878-0.00811983j -0.00155664+0.00854174j 0.001652+0.0149202j -0.00210073-0.00831636j -0.0133418+0.00049854j -0.017203+0.00397878j -0.00852741-0.000711045j -4.35599e-05-0.00170876j 0.00332183+0.0037639j -0.000207572+0.00162116j 0.0112822+0.00445716j -0.00154781-0.00531424j -0.00229488+0.00919096j 0.00445213-0.00533003j -0.00302413-0.00787873j 0.00114051+0.000373998j -0.00314586+0.000724123j 0.00313227-0.000592918j 0.00276256-0.00418723j -0.000230191-0.00545638j -0.000226073+0.000232761j 0.00361398+0.00105599j -0.00329417-0.0016349j -0.00306758-0.00456992j 0.00117377+0.00203514j -0.0041026-3.27747e-05j -0.00522806+0.00434578j -0.00227681+0.0010847j 0.00413694+0.00197949j 0.00482489-0.00150539j -0.00310599+0.00115231j -0.00435177-0.00423331j 0.000956559+0.000498563j 0.00104728+0.00071295j -0.00671995-0.00205914j 0.00288399+0.000763237j -0.00233768-0.00372516j -0.00139201-0.00307823j 0.00348505-0.00207658j 0.0016132+0.000503926j -0.0016083-0.00701125j -0.00129031-0.00140951j 0.00230105+0.00291206j -0.00218224-0.00335712j 0.000536397+0.000888422j -0.000318472+0.00317988j 0.00207722-0.00228415j 0.00210729-0.000239394j -0.000125103+0.000790182j -0.000313702+0.00224715j 
0.00217707+0.00239421j -0.000317687+0.00105566j 0.000987627+0.00745513j 0.00276621+0.00250737j -0.00559881+0.00807769j 0.000848943+0.000423505j -0.000377057-0.00597493j 0.0015392+0.00750654j 0.000810812-0.00147118j 0.000360663+0.00599776j -2.72989e-05+0.00268736j -0.006508+0.000619311j -0.000982888-0.00209022j -0.000868597+0.00181299j 0.00156846+0.00195749j 0.00233629-0.00273409j 0.00035798+0.00259078j -0.00650766-0.00275121j 0.00102019+0.00548497j -0.00418202-0.00167172j -0.000698246+0.00131579j 0.00116142-0.00399086j -0.000403739+0.00235086j -0.00246534+0.00920932j -0.00214096-0.00153239j 0.00811247+0.00294325j -0.00345392-0.00224702j -0.000625693+0.00365646j -0.0029296+0.00142218j -0.00183147+0.000431007j -0.0020891-0.00296095j -0.0017014+0.00434496j -0.00156744-0.000643764j 0.000607558+0.000367745j -0.00561353-0.002356j -0.00163057-9.41879e-05j 0.00304325-0.00259307j -0.0045172-0.004949j 0.00277555+0.00425241j -0.00439442+0.000946135j -9.35574e-05-0.00241564j -0.00367806+0.00171919j -0.000747588+0.00602211j 0.00232964-0.00372275j 0.000154399-0.00263022j 0.000603919+0.00355258j 0.00383603+0.00410907j 0.000338972-0.00330239j -0.000192698+0.0056899j 0.000406799-0.00117028j -0.000509434-0.00201992j -0.00232002+0.00320223j 0.00137559+0.00210012j -0.00114415-0.000259731j 0.0020297+0.00253356j 0.00170026-0.00122367j 0.00365467-0.00276826j 0.00465698-0.00243019j 0.00252434+0.00105124j 0.000649098-0.00307985j -0.000567585-0.000905745j -0.00139094-0.000474202j -0.00278174-0.00241101j 0.000472336+0.000646092j 9.85987e-05+0.00272135j -0.00117329-0.000600718j -0.00287784+0.00332393j -0.000234394-0.00196237j -0.000482201+0.00056517j -0.000901371-0.000508705j 
-0.00076866-0.00162731j 0.000434123+0.000804013j -0.00191092-0.00440188j -0.00229574-0.00168615j 0.000256459-0.00729042j -0.0020544+0.00236614j 0.00324258+0.00176828j -0.00121868-0.00306088j -4.72298e-05+0.00221374j 0.00196462-0.00346256j 0.000753569-0.00226206j 0.0016223+0.00164065j -0.000220379-0.000864792j -0.000886741-0.000979406j -0.000493733-0.00220956j 0.00148346+0.00199618j -0.000532001-0.00122277j 0.0040978+0.00105219j -0.000441283-0.00290707j 0.00447032+0.00180489j -0.000159006-0.000396138j -0.00188308+0.00244073j -0.00400132-0.00332127j 0.00336463-0.00747575j 0.0015576-0.00418212j -0.00450562-0.00548942j 0.00305757-0.000705606j 0.000274858+0.000657778j -0.00152761-0.00230896j -0.000160058-0.00185192j -0.0018257+0.00273489j 0.00210728-0.00233952j -0.000257159+0.000842011j 0.000522547+0.00143852j 0.00511146+0.00106574j 0.000120217-0.00184717j -0.00145324+0.00136405j 0.00367492+0.0031363j -0.00182879-0.000403337j 0.000698938-0.00139078j -0.00145535+0.000942822j 0.00180551-0.00186355j 0.000846149-0.00263622j -0.00072992+0.00293099j -0.00110965+0.00225755j -0.000963091-0.00123941j -0.00229169-0.00283759j 0.000769806+0.000992845j -0.00127757-0.00393779j -0.00233403+0.000603574j -2.95599e-05+0.000812926j 0.000777276-0.000888719j -0.00190974-0.00170234j 0.001394-0.00101762j -0.00151402-0.000590757j -0.000886066+0.000542094j -0.000529976+0.00289763j -0.00154728+0.00143165j -0.00393276-0.000800615j -0.000180474+0.00192139j -0.000130134+0.00112616j 6.00219e-06+0.000556133j 0.00138386+0.000510732j 0.000191094+0.0015406j 8.78079e-05-0.0024901j 0.000498536+0.000217357j 0.0014213-0.00193363j 0.000119181+0.00136434j 0.000400178-0.000892665j 0.000569552+4.27576e-05j 
0.00130325+0.00299525j -0.00355334-0.000641946j 0.00338571-0.000633574j 0.00158016+0.0031084j 0.00611816+0.00410915j 0.00660359-0.00245583j -0.00914974+0.00024715j 0.00775074-0.00516077j 0.000511065+0.00155778j 0.000323486-0.00847274j 0.000415085+0.00290095j 0.00461104+0.00144232j -0.00242811+0.0015816j 0.00582678+0.00182937j 0.00467545+0.00534324j -0.00679836+0.00127392j 1.63753e-05+0.000818607j 0.00285185-0.00407683j 0.00392041-0.00307226j -0.00335772+0.00202853j -0.00327258-0.00295036j 0.00592373+0.00117084j 0.00844954-0.00447143j -0.00413025+0.00543523j 0.00452224-0.000269707j 0.002209+0.00805269j -0.00055313+0.00065291j -0.00879471-0.00655678j 0.00413526-0.00137437j 0.00179059+0.000392696j 0.0037811-0.00510407j -0.000844442+0.000333229j -0.00172791-0.000380689j 0.000353474-0.00420151j -0.000824957-0.00227246j 0.00203484-0.000404722j 0.00332206-0.00207417j -0.000701195-0.00200877j -0.00295087-0.000791062j 0.000557033-0.00451545j 0.00233629+0.00141751j 0.000197771-0.000865956j -0.0033732-6.1953e-05j 0.000445222+0.00312128j 0.000979619-0.00414397j -0.00129596-4.43684e-05j 0.00320909-0.0023362j 0.00133814-0.000752037j -0.00125274+0.000652805j 0.00211898-0.00103547j 0.000823144+0.00246226j -0.00113511-0.00256894j 0.000271685+0.00236219j -0.000460885+0.00199075j 0.000838037-0.000931822j 0.000485777-1.09e-05j -0.00112236-0.00231207j -0.00147123+0.000170633j 0.00495296+0.00256903j -0.000233833-0.000930791j 0.000369613-0.000818349j 0.000696109-0.000515217j -0.00157083+0.00225011j 0.00085678-0.00114618j -0.000436747+0.00122854j -0.00137783+0.00198334j 0.000613101+0.00175769j -0.000617675+1.41669e-05j 0.00140681+0.00090821j -0.000336335-0.000644951j 
0.00403469+0.000214514j 0.00199+0.00399398j 0.000512757+0.00564386j -0.0010972+0.00280712j -0.00617351+0.00863864j 0.000639147+0.00283831j -0.00232179-0.00721808j 0.00285608+0.00842308j 0.00176459+0.00160094j 0.000993701+0.00251668j -0.000726505+0.00225252j -0.00367807+0.00633733j -0.00420044-0.000746166j -0.00447277+0.00369904j 0.00287987-0.000265491j -0.000387909-0.00116741j 0.00284736+0.0030503j -0.00287828-0.00174392j 0.000223748+0.00333628j 0.000108252+0.00309617j -0.000843946+0.00234462j -0.000638878-0.0065802j -0.00519119-0.00448164j 0.00195694+0.00685346j 0.00269384-0.00268793j 0.0098663-0.00369771j 0.000128645-0.000408547j -0.00284451+0.0058764j -0.004834-0.00101891j -0.00229611-0.000355912j -0.00708683-0.00299311j 0.000112738+0.00220433j -0.00126001-0.0024422j -0.00257685+0.00247736j -0.00208453-0.000329799j -0.0016182+0.00103488j 0.0015153-0.00155988j -0.00147969-0.000835632j 0.00138427+0.00446671j -0.000980229+0.00281301j 0.000766926-0.00209188j -0.00291757+0.000540278j 0.00127516+0.00392876j 0.00390329-0.00201216j -0.00190192-0.000565065j 0.00140915+0.000447193j 0.00310521-0.000870927j -0.000192296-0.00127486j -0.000344229+0.00353151j -0.0020952+0.000807565j -0.000442135-0.00335466j 0.000688852+0.0027325j 0.00081914+0.00160571j -0.00204037+0.000698536j 0.00397953+0.00104253j 5.17342e-05-0.00198961j 0.0033261-0.0017818j 0.00371635-0.00326449j -0.00144587+0.00093481j 0.000491319-0.00136631j -8.62979e-05-0.000146439j 0.000732182-0.00042972j -0.00328434-0.00346596j 0.000376375+0.00109497j -0.00108171+0.000956398j -0.00165316-0.00210556j -0.00253691+0.00113454j -0.000145682-0.00151037j -0.00178799-0.00141567j -0.00195455+0.000114095j 
-0.00187676-0.000578904j 0.000934688-0.00176881j -0.00125007+0.00110437j -0.000113267-0.00116109j -0.00350309+0.000844194j -0.000871765-0.000172032j 0.00276579-9.99234e-05j -0.00158936+0.00170056j 0.000688428-0.00182943j 7.56775e-05+0.00336817j -0.000617337+0.000185784j -0.00149427+0.000123146j 0.000472455+0.00011996j -0.000827401-0.000392563j -0.000851983-0.00181358j 0.0017637-0.00107906j 0.00010016-0.000639753j -0.00250186+0.00226653j -0.000829599+0.00178822j -2.91483e-05-0.00151145j 0.00070101+0.000522864j -0.00147988-0.000111659j -0.00180421+0.00350011j 0.00180926-0.000974442j -0.00256635+0.00119968j -0.000298831-0.00187085j -0.000368522+0.000120655j 0.00424787+0.00153998j -0.000554395+0.00176002j -0.000200916+0.000714401j -0.000782745+0.00164535j 0.000186864+0.00110061j 0.000618965+0.000377377j 0.000907963+0.00150479j -0.000666068+0.00174015j 0.000548632+0.000871714j -0.000949621+0.000523018j -0.000147362-0.000102579j 0.00107482-0.000679872j 0.000284382+0.00114748j -0.000695177-0.000689j -0.000100304+0.00077292j 0.000648905+0.000114367j -0.00155551-0.00152885j 0.000832646+0.000706942j 0.000301057+0.00028157j -0.00073921+0.00131043j 3.62214e-05+0.000489241j 0.000537391+0.000121201j -0.000123818+0.000267343j -0.000551764-0.000759585j 0.000595701+0.000571436j -0.000499049-0.00131517j 0.000111844-0.000671995j -0.000197862+0.000401291j 0.000266322+0.000468186j 0.000280848+0.00120668j 0.000531694+0.000316008j -4.59126e-06-0.00034258j -0.000320567-0.000383443j 0.000435023+0.00120802j -0.000426121+0.000627j 0.00073719-0.000324729j -4.98551e-05-0.000323437j 0.000558098+0.000373239j 0.00134489-0.000875496j 9.01614e-06-8.85554e-05j -0.000187486-0.000306031j -0.000404375+0.00113815j 0.00122466-7.69049e-05j 
0.00012527-0.00121639j 0.00152965+0.000296937j -0.000629899+0.00169138j 0.00037197+0.00129022j -0.000553235+0.00183761j -0.000518017-0.000695873j -9.95155e-05-0.000739266j -0.000575683+0.000428172j 6.43081e-05-0.00107174j -0.000545355+0.000682315j 0.000418097+0.000271588j -0.00054311-3.28942e-06j -0.000172274+0.000625017j 0.000300126-0.00036413j 0.000186232-0.00116843j 0.000635025+0.000152072j -0.000408122-0.000111105j -0.00077238-0.000323941j -0.000876448+0.00017891j 0.000218826-0.000201477j -0.0008141+0.000569309j -0.000875382-0.00125529j -0.00177909+0.000498486j 0.000271805+0.000542218j -0.00112869-0.000454011j 0.00123514-0.000419031j 7.83914e-05-0.000152462j 0.000228207+0.00273802j -0.00143647+0.000713779j -0.000513957+7.85547e-05j -0.00117131-0.000417375j -0.000127296+0.000212711j 0.000119268+0.000729995j -0.00024624+0.000268571j -0.0011263-0.000154663j -0.000725332+0.000859573j -0.00044214+0.00018089j 3.09871e-05-0.000466628j 0.00108082+8.6098e-05j -8.90266e-05+0.000717059j -0.000242716-0.000285039j -0.000607681+9.87395e-05j 0.000373372+0.000916995j 0.000239776-0.00137775j -0.000365812+0.000700021j 0.000482371+4.39678e-05j -0.00059434+0.000206315j -0.00045868-3.29624e-05j 0.000505021+0.000891033j -0.000253432+0.000730571j -0.000486514-0.00104782j 0.000504709+0.000337259j 0.000197256+0.000220129j -0.00037998-6.5264e-05j 0.00029861+0.000284592j 0.000441106-0.000310955j 0.00062905-7.27226e-05j 0.000973072-0.000693102j 0.000202389-0.000818219j -9.59177e-05-0.000457598j 0.000215486-0.00022947j 0.000227291-3.99433e-05j 0.000265161-0.000829534j -0.000686112-0.000405434j 9.16741e-05+0.000645621j 0.000479174-0.00109562j -0.00104331-0.000494871j 0.000273365-0.00085801j -0.00114656-1.92161e-05j -5.4962e-05+0.000861969j 
