-0.127065-0.140835j 0.165459-0.122261j -0.0744319-0.23184j -0.236167+0.0228115j 0.0601534+0.126693j -0.0632047+0.0913029j 0.147123-0.0476716j 0.00743139-0.209612j -0.0497438+0.0162199j 0.0068405+0.0287805j 0.0691056-0.0524898j -0.0778706+0.0109916j 0.139584+0.107316j -0.0445098+0.0487205j 0.0399911-0.0369665j 0.0443651+0.0347443j 0.0188202-0.0108274j 0.0499878-0.0182255j 0.0140798+0.0270084j -0.121126+0.172894j -0.0405347-0.0874395j -0.0286041-0.0337525j -0.055739+0.0684538j 0.0643423-0.0951321j -0.0188088+0.0209436j 0.0399963+0.0966828j -0.0968661-0.00313701j -0.0622437+0.137769j 0.0399249-0.0110374j -0.0914598+0.0424868j 0.116339+0.00396493j -0.0154931+0.0712479j 0.0511686-0.00854505j 0.0180958-0.0161875j 0.0472703-0.00646033j -0.0561291-0.00250979j 0.0288121-0.0141944j 0.0278993+0.0298623j 0.00295133-0.105501j -0.0604164-0.0420485j -0.0460831+0.068405j -0.0300483-0.00452632j 0.0650614-0.0199232j 0.0867995+0.023559j -0.0280758+0.0393718j -0.0852277+0.0465986j -0.00433904+0.0947978j 0.0206864-0.0316361j 0.113279+0.0560336j -0.093185-0.0486921j -0.0458662-0.0664256j 0.072448-0.0440585j -0.0452272+0.106728j 0.0352354-0.00289272j 0.0454698-0.0128038j 0.0814953-0.0651192j 0.0244306-0.0397049j -0.0739321-0.00197236j -0.0901833-0.0455229j -0.0152634-0.0410007j -0.0910334+0.0503254j -0.0716926+0.057842j 0.183148-0.041118j -0.0797179-0.035668j 0.0852862-0.108454j -0.0522426-0.132045j 0.133789-0.15022j 0.120472+0.171559j -0.0995527+0.153013j 0.168065+0.124618j 
-0.00185908-0.000406624j 0.00052129-0.00177362j -0.000702105-0.00132933j 0.000650067+0.00137595j -0.000568877-0.00103088j -0.00125423-0.000493276j -0.000721767+0.000222588j 4.1191e-05+0.000119512j 0.000190675+0.000707088j 0.00150132-0.00189159j 0.000723027+0.000692652j -0.0017027+0.00014184j 0.00170681-0.000293731j 0.00222714-0.000976677j -6.77878e-05-0.000569901j -0.00126416+2.84234e-05j 0.000280055+0.000563127j -0.000824274-4.50719e-05j 0.00105145+0.00141759j 0.000404164-0.000130305j -0.000202521-0.000297078j -0.0024477+0.000466231j 0.00158595-0.00169945j -0.00087384-0.00101226j 0.00073735-1.28851e-05j -0.00125998-0.000175274j 0.00284855-0.00122068j -0.00124676+0.00184878j -0.000206393+0.003135j 0.000304764+0.000314687j -0.00238329-0.000727008j 0.00109037+0.00431212j -0.000840242+0.00292143j -0.000264144+0.00234665j 0.000188305-0.00270403j -0.00130959-0.00081378j -0.00249841-0.00102494j -0.00252196+0.00191209j 0.00111082-0.000915604j 0.000401056+0.000828017j -0.00090323+0.000449964j -0.000721212+0.00173246j 0.000363863+0.00200585j 0.00189885-0.00100526j 0.000234433+0.00206703j 0.000214885+0.00151553j -0.00043538-0.00107722j -0.00104334+0.00225872j -0.00556263+0.00187986j 0.00115136-0.000115338j -0.0027296+0.000107027j -0.000864316+0.000168651j 0.0017297-0.000457368j 0.000366688+0.00178212j 0.00164755+0.00158218j 0.00335923+0.000817671j -0.000432469-0.00406216j -0.002814+0.0021604j -0.00121-0.00266751j 0.000226201-0.00261241j 0.000229404+0.00129364j 0.000233163-0.0002446j -0.000984549-0.00328412j 0.00150219-0.0019465j 0.000231384+0.00339104j -0.000795269-0.00121683j -0.00125909-0.00243604j -0.00240512+0.00227851j -0.00149645+0.00212785j 0.0017603+0.000242223j 
-0.0015032+0.00193351j -0.00209527-0.00160382j 0.00164696+0.0011293j 0.00255441+0.000210244j -0.000491198-0.00349877j -0.00175621-0.00253374j -0.00195242+0.00356458j 8.46656e-05+0.000181946j 0.00021495-8.23027e-05j 8.90894e-05-4.87536e-05j 0.000513249+0.00245444j -0.00187287+0.0017244j 0.000950964-0.000470034j 0.000880844+0.000281174j -0.00133814+0.00102712j -0.00266236+0.00138421j 0.000230975+0.000822774j 0.000600074-0.00140783j 0.000970487+0.00418735j 0.000959135-0.00171916j -0.00319856+0.00227565j -0.00055248+0.00024379j 0.000463529-0.00103094j 0.00102905+0.000556857j 0.00276429-0.00166222j -0.000347038-0.000544008j 0.0017737-0.00147079j -0.000736201+0.000530583j -0.000710824+0.000826307j 0.00179777-0.000345229j -0.00157305-0.00044058j 0.0047434+0.00208079j 0.000924636+0.00112179j -0.00315254-0.000941885j 0.00145686+0.000610972j -0.00132748-0.0025105j -0.00243448-0.00198246j 0.00208777+0.00561404j -4.1528e-05-0.00120881j 0.00459028+0.00244851j 0.000879782-0.0009603j 0.00288829+0.00331192j 0.00368051-0.00431787j 0.00174751-0.000802358j -0.0031515+0.00415182j 0.0019847-0.00106592j -0.00135803-0.00133476j -0.00425493-0.00260603j -0.00432354+0.00240238j 0.00272452-0.00334032j -0.00206863-0.00330345j -0.000829581+0.000975576j -0.000380235+0.000579489j 0.00208636+0.00406031j 0.00602122-0.000990026j 0.00235819+0.00263361j 0.0042954-0.000400819j -0.00178333-0.000208252j 0.000903395-0.00176308j -0.0015465-0.00285012j -0.000980761+0.00245186j -0.00194621+0.00535298j 0.00025809-0.00226067j 0.00447649+0.0031797j -0.00373418+0.00512307j -0.0018287-0.00434682j -0.000525119-0.00646755j -0.00973572-0.00120972j 0.000815499+0.00264282j 0.00297859-0.0040481j 
0.00107662+0.0015861j -0.00110885+0.000914608j 0.00240108-0.000737588j -0.00181515-0.00247292j -0.000362321-0.000687553j -7.25496e-05+0.000219565j -0.00139419+0.000264077j -0.000367104-0.00344947j -4.91955e-05+0.000511235j -0.00218917+0.00185075j -0.000735551+0.000245175j 0.00302559+0.000170678j -0.00117478-0.00204347j -0.00206027+0.00225191j -0.0046715+0.00350137j -0.00216424+0.00123006j -0.000786865+0.00146927j 0.00279132+6.33936e-05j 7.01096e-05+0.00118626j -0.000450637+0.000214032j -0.00230619+0.00143497j 0.00200251+0.00152615j -0.00019384+0.00116946j 0.00436921+0.00172665j 0.00229215-0.00189247j 0.00078281-0.000555479j -0.000209981+0.000245086j 0.00105585-0.000991815j -0.00011098-0.00152848j 0.00208147+0.000105465j 0.00272142-0.00148745j 0.000910235-0.00365519j 0.00364896-0.00385696j -0.0019994-0.00531356j 0.00117137+0.00364553j -0.0012677+0.00216539j 0.00669285-0.00120482j 0.00457816-0.00117144j -0.000655145-0.00112678j 0.00247212-0.00150164j 0.0017785-0.00576071j 0.00254316-0.00599241j -0.00115733-0.00614738j 0.00180303+7.90716e-05j -0.000628478-0.000343582j -0.000336612-0.00588123j 0.00338134-0.000100918j -0.0042809-0.00269033j 0.00349596+0.000320175j -0.000117808-0.00326716j -0.000678326-0.00440655j 0.00172039+0.0016487j 0.000830253+0.0053157j 0.00313003-0.00442671j -0.00349287-5.57979e-05j -0.00257981+0.00113437j 0.0033536+0.00270777j 0.00159456-0.00368599j 0.00320382+0.000518879j 0.00133543+0.00382307j 0.000880367-0.00284248j -0.00482606+0.00252348j 0.00372407+0.00122j 0.0015331+0.00583664j -0.00344647-0.00199872j -0.00164622+0.000717609j 0.00436446+0.00422652j -0.000291093-0.0051828j 0.00230499-0.00283553j -0.0011761-0.00181955j 
0.00148208+0.00085049j -0.000518542+0.0016634j 0.0020278-0.00140599j -0.00239057-0.00135554j 0.00225386+0.0036358j -0.00270549+0.000410802j -0.00126393-0.0005667j 0.000746902-0.00310959j 0.000738672+0.00294022j -0.000723322+0.00346791j 0.00157108-0.00251848j 0.00349769+0.000152994j -0.000483381-0.00148557j 0.000247331+0.00194642j -0.0010647-0.00048145j 0.00231733-0.00202767j -0.000602825+0.000230249j 0.000446196+2.93213e-05j -0.00372+0.00183037j 0.00152684+0.000219732j -0.00220678-0.000454391j 0.00103004-0.00140116j -0.00046238+0.000661674j 0.00493368+0.00139264j 0.00277494-0.000635685j -0.00169375-0.00196734j -0.0017486-0.000757574j -0.00298536+0.000374917j -0.000746514+0.00225027j -0.00287232-0.000892397j -0.000426567-0.00114685j -0.00124771-0.00541498j -0.00211343+0.000149233j 0.00583996-0.00130944j 0.00338552-0.00177799j 0.0014816+0.007212j 0.00747653+0.0038848j 0.00487582-0.00426472j -0.00282705-0.00225487j -0.00173687-0.00823324j -0.000595591-0.00377151j -0.00289631-0.00914776j -0.00697091-0.00289418j 0.00642411-0.000599338j 0.00676033-0.00239239j -0.00575647+0.00309309j 0.000194117-0.0045126j -0.00285494+0.00505978j 0.00505498+0.00416003j -0.00478685-0.00211128j -0.00434945-0.00214719j -0.00248153+0.00195664j 0.00694596-0.00230927j -0.00114412-0.0111439j -0.00414605+0.00426026j 0.000567779-0.00353479j 0.00102825+0.000387443j 0.00811435-0.000361231j -0.00118399+0.00260202j 0.00309379+0.00300311j 0.00730878-0.00203835j -0.00586028-0.00620069j 0.00160431+0.00358527j -0.00769845+0.00214255j -0.0036639-0.0116974j 0.00476343-0.000135923j 0.00747268+0.00647321j 0.00356787-0.00503128j 0.00307886-0.00443269j -0.00193608-0.000359696j 
-0.00188631+0.00167708j -0.00171562-0.00187922j 0.00132711-0.000453232j 0.00193741+7.12037e-05j -0.000989476-0.00125318j -0.00235924-0.0021354j -0.0007444+0.00130113j 0.0012536-0.00251132j -2.50975e-05+0.00158579j 0.00125771-0.000456473j 0.00199141+0.00166022j -0.00125392+0.000671287j 0.00157739-0.00180413j 0.00226156+0.00109946j 0.000181624+0.000311743j 0.0019666+0.000155863j -0.00121352+0.000238304j 0.000700471-0.00200574j -0.00191018+0.00373244j 0.00165928-0.00279039j -0.0028346+0.00141669j -0.00127612-0.00213294j 0.00230181-0.000592307j 0.00224926+0.00166884j 0.00376418+0.000343983j -0.00298705-0.000419339j 5.52136e-05-0.000787386j -0.00168614-0.00303705j 0.000395501+0.00165636j -0.00321009-0.000743066j 0.000377103-0.000868147j 0.00117043-0.00223952j -0.000469391+0.00133978j -0.00105617+0.000290092j 0.00485207-0.00334126j 0.000678094-0.000955175j -0.00122792+0.00116463j 0.0038946+0.00767477j -0.00106704-0.00301741j 0.00518893-0.00360707j 0.000543826+0.000536261j 0.0037443+0.000829291j -0.000762607-0.00747258j 0.00337112-0.00118601j 0.00217553+0.00376579j 0.00183229-0.000123249j -0.00156958+0.00153969j -0.00664644-0.00167199j -0.00206208+0.00307119j 0.00224609-0.000812945j -0.00147651-0.0022007j -0.000396148+0.00023247j 0.000193276-0.00205312j 0.00167327+0.00148512j 0.00572568-0.000802004j -0.000365945+0.00122926j 0.00441864+0.00041213j -0.0020201-0.00192446j 0.00244953-0.00142077j -0.000642308-0.00236804j 0.00177499-0.000748182j -0.00679757+0.00325962j 0.00299246-0.000580946j 0.00107783+0.00476122j -0.00570882+0.00281691j 0.000445721-0.0046149j 0.00212737-0.000421589j -0.00547327-0.00431121j 0.00238161+0.000663683j 0.00254431-0.00343142j 
0.00213406+0.000892037j -0.000558355+0.00182781j 0.000722343+0.00259836j -0.000660137+0.00139241j 0.00159981+0.00151335j 0.00355621-7.49178e-05j 0.00131563+0.00181772j -0.000747291+0.00260973j -0.00100682-0.00215286j -0.00240901+0.00316631j -0.00391705-0.000191709j 0.00188635+0.000631535j -0.00162791+0.00145811j -0.00223574+0.00139955j 0.00250449-0.00122638j -0.00221106-3.07646e-05j 0.00155002-0.0010918j 0.00382665+0.00155722j -0.000472724-0.00303696j -0.00344014+0.00104523j 0.000434633+0.000914565j 0.00661686+0.000334279j -0.00604234+0.00205765j -0.000537978+0.000702698j -0.00433847+0.00243209j 0.00169256+0.000238162j -0.00418541-4.75217e-05j 0.00059898+0.00112506j 0.000842088+0.00137174j 0.00235663+0.00352583j 0.00131712+0.000853421j 0.00455883+0.00287763j 0.00108178+0.00165152j -0.00196735-0.00037684j -0.00346576+0.00192141j -0.00285699+0.00500237j 0.000139397-0.00161611j 0.000639256-0.00103313j -0.00322162+0.00344499j 0.00172886+0.00247661j 0.00221988+0.000626951j -0.00163372+0.000639539j 0.000539264+0.00228375j -0.00545483-0.00314527j -0.00181984-0.00158237j -0.00377256-1.28421e-05j 0.00217807+0.00096834j 0.00643392+0.00453988j -0.00454108+0.00103661j -0.00158041+0.00312788j -0.00365406-0.00177574j -0.000419944+0.00213597j -0.000410891+0.00335805j 0.00138834+0.00221565j -0.00342395+0.000632659j -0.00279438-0.00367823j 0.000977417+0.00110585j -0.00187909-0.00267243j 5.859e-05-0.00319985j 0.00483068+0.00209444j 0.000770702+0.00323109j 0.00268067-0.00116812j -0.000791912+0.00125596j -0.000564077+0.0016094j 0.000102073-0.00257194j 0.00124829+0.00206862j 0.00088748-0.000432458j 0.00144656-7.95786e-05j 0.000360306-0.00101531j -0.00112984-3.86125e-06j 
0.000685923-0.00111122j 0.00068314+0.000825134j -0.000801831-9.43936e-05j -0.00117408-0.00191213j -0.000283766+0.000316742j 0.000170977+0.0017116j 0.000189964-0.00167085j -0.000837868-0.000274538j -0.000222596+8.83636e-05j -0.000551423-0.00114975j 4.27509e-05-0.000135681j -0.00022477+0.00016414j -0.00179811+0.000362384j -0.000334405-0.000703878j 0.001036-0.000193958j 0.000385178-0.00112556j -6.49615e-05+0.000400576j -0.00317185+0.00184706j -0.000725389-0.000593877j -0.00103155+0.000186145j 0.00285796-0.00157326j -0.00117406-0.000220163j -0.000287995-0.000605589j -0.000438599-0.00135234j -4.54801e-05+0.000518502j 0.00246925+0.00118714j -0.000291947+0.00196887j -0.000365235-0.00142964j -0.000228757-0.00219849j -0.00106809+0.000265184j 0.00183562-0.00130091j -0.00424301-0.00173339j -0.000852861-0.00209482j -0.00089661+0.000177447j -8.46222e-05+0.00218872j 0.00365033-0.000531305j -0.0015465+0.00171155j 0.000434775-0.00345492j 0.00164715+0.001017j -0.00266557+0.00142699j 0.00192159+0.00161641j -0.00124865+0.000133892j -0.000540246+0.00260947j -0.000936955+0.00310947j -0.000309506-0.000584728j 0.00295699+0.000891505j 0.000557139+0.000843649j 0.000761954-0.00527785j 0.00373157-0.00496838j -0.000133978-0.000565926j 0.00451818+0.00201188j 0.000483966-0.00185671j -0.00236206-0.000935424j -0.00163149+0.00104372j -0.00105754-0.00332163j 0.000495041+0.00159514j -0.002733+0.00165118j 0.000906634+0.00118935j 0.00041134+0.00341919j -0.00168887+0.00108824j -0.00263822-0.000905467j 0.00289863+0.000650648j -0.00102001+0.000628647j -0.000613742-0.00255256j 0.00296762+0.000238528j -0.00233624+0.00179535j -0.00231016+0.000520936j 0.00146041+0.00215996j -0.00106906-0.000389059j -0.00155996+0.00144077j 
-0.000351175-0.00148676j 0.00116369-0.000668658j -0.00171037-0.000697495j -3.64459e-05+0.00189528j 0.00155198+0.00382623j -0.000518917-0.00241215j 0.00154023-0.00176551j -0.000781821+0.00279878j -0.00111963-0.000294816j 0.000117332+0.000976216j 0.00186186-0.00219218j -0.00139611+0.000911689j -0.00105639+0.000501593j 0.000557391+0.00127975j 0.00319534-0.00142676j 0.00553177+0.000910689j -0.00131691-0.00349238j -0.0041327-0.00421035j -0.000464932-0.00152206j 0.00361266+0.000794192j -0.000654448-0.00314935j -0.000768486-0.0035551j 0.00045621+0.00106961j -0.00425951-9.32368e-05j -0.000152128-0.00129469j 0.000880525-6.0107e-05j -0.00329883-0.00103363j -0.00352505+0.0013954j 0.00116654-0.00674829j -0.000482042-0.00173931j -0.00557564-0.00117571j -0.00301145+0.000354569j -0.00160821-0.00158552j 0.00279743-0.000948694j -0.000554596-0.00139541j 0.000959266-0.00692603j -0.00127234+6.88928e-05j -0.000867387-0.000315354j 0.000587024-0.00193702j -0.003857-0.00195729j -0.00281258-0.00278428j -0.00118659+0.00630794j 0.00341811-0.00115387j -0.00103467-0.00280243j 7.05004e-05+0.000591789j 0.00167374-0.00442384j -0.00484887-0.00312678j -0.00408387-0.000953766j -0.00274912-0.00201773j 0.00139148-0.00347269j 0.00162143-0.000569371j 0.00293942-0.00263976j -0.000722657-0.00739376j 0.000210949+0.00399312j 0.00599754-0.00109579j -0.00223477+0.00158832j -0.0037703+9.02085e-05j 0.00179027+0.00259339j -0.0028375+0.00184751j -0.00288946-0.00328312j -0.000573985-0.00035981j -1.37734e-05+0.000802859j -0.00280221+0.00192548j -0.00228861-0.00228741j -0.00154558-0.000742856j -0.000427748-0.00292332j -0.000814244-0.00255381j -0.00118908+0.00241079j -0.00160241+0.00129505j 0.000837806+0.00108056j 
0.000833936+0.000293774j -0.000825935+0.00123979j 0.000766588+0.00272641j 0.000303425-0.0017659j -0.000901212+0.000351682j 0.00060573+0.00117317j -0.000250629+0.0011237j -3.57993e-07-0.000465838j -0.000223278-0.000115157j -0.00102144-0.000733652j -0.00165249+0.000681772j 0.000798612+0.000616443j -0.00143611+0.00160996j -0.000215102-0.00056073j 0.00312617-0.000398976j 0.000107741-0.00286729j -0.000990066+0.000535684j -0.00189788+0.00267958j -0.00453199+0.00158116j -0.00362782-0.00200682j 0.0024207+0.00097311j 0.00157365-0.000106819j -0.00195767-0.000992413j 0.00353403+2.08568e-05j 0.000469161+0.00374929j 0.000868645+0.000323801j -0.0020572+0.00220397j -0.0017751-0.00399073j -0.00135844+0.0026761j -0.0058261+0.000277929j 0.00433884-0.00182657j -0.00107019-0.00474879j -0.00239445-0.00112459j -0.00112236+0.000316408j 0.00191305+0.00326614j 0.00207475+0.00675808j -0.00593661+0.00436851j 0.00464982+0.00234511j -0.00429264+0.000974482j 0.00283687-0.000597893j 0.00447923+0.00347756j -0.000883855-0.0038292j -0.00278447+0.000282278j 0.000743655+0.00262086j 0.00135507+0.00121714j 0.000866436+0.00527374j 0.00122227+0.00247996j 0.00263576-0.00513629j 0.00313416-0.00318588j -0.000864491+0.00159601j -0.000192278-0.000431185j -0.00142104-4.8607e-05j -0.00231549-0.00149749j -0.00363737+0.00156654j 5.88098e-05-0.00312212j 0.00130787-0.000707973j -0.00103147+0.00167527j -0.000138381-0.00243453j 0.00289888+0.00240288j 0.000844663+0.00114511j 0.000501141+0.000268437j -0.000203749-0.000483488j 0.00157522+0.00181154j -0.00226169+0.000763194j 8.99185e-05-0.00073653j 0.000664975+0.000843258j -0.0019251+0.0012508j 0.000463803-0.00189907j 0.00168772-0.00108958j -0.00111962-0.000769951j 
-0.000731055+0.00106373j -0.0010561-0.000187361j -0.000563189-0.00233643j -0.00041754+0.00113725j 0.00063424-0.00154428j -0.0033248+0.00137895j -0.000741756+0.000115276j 0.000123403+0.00147879j 0.000802456+0.00248094j 0.00168173+0.000491941j 0.000635536-0.00157623j 0.000700771+0.00132857j 0.000297744-0.00109745j 0.00277026-0.0019724j -0.000293388-0.00115708j -0.000633568-0.000352021j 0.00224908+0.00114488j -0.000570573-0.000364902j -0.00128883+0.00125967j -0.000498864+0.00191117j 0.00138462+0.000194071j -0.00180147+0.000148872j 0.000474211-0.000167866j 0.000587582-0.00271284j 0.00160449+0.00149735j -0.00315766-0.00241159j -0.000631066-0.00238045j -0.00341874+0.00438907j 0.00248865+0.00469649j -0.00215671+0.000485164j -0.00572663+0.00132203j 0.00333704+0.000118231j -0.00244256+0.000314649j 0.000576622+0.00193426j 0.00244169-0.00287154j 0.000425635+0.00194304j -0.00288593-0.000633685j -0.00274698+0.00126555j -0.0031165-0.00507045j -0.00168349-0.0025691j -0.00471666-0.000314344j -0.00638046+0.00384316j -0.000239155+0.000928983j 0.00323873-0.00608771j 0.00668386-0.00151438j 1.76893e-06+0.00243802j -0.00315186-0.00355198j -0.00292373+0.00632634j -0.00945888+0.0085159j 0.000230942-0.000653421j -0.00687543-0.00172443j -0.0031338+0.00194655j -0.000232971-0.00569039j 0.00166077+0.00291635j 0.00205962+0.00198284j 0.00365337+0.000817068j -0.00204094-0.00611005j -0.000256049+0.00313122j -0.00270012-0.000828805j 0.00159406-0.00332316j 0.00499965+0.000216398j -0.00185499-0.00531683j -0.00208155-0.00123269j -0.001893+0.00139203j -0.00315454-0.00144481j 0.000197309-0.00193484j 0.00108701-0.000632209j -0.000590101+0.00285642j 0.000196289-1.32941e-05j 0.000530804-0.000422839j 
0.00131247+0.000295233j -0.000226404+0.00157928j -0.000434229+0.000458148j -0.000499277-0.000122876j 0.00190384-0.00075852j -3.43374e-05+0.00260183j -0.000758894-0.000233044j -0.00032164+0.0017076j 0.00101184+0.000765709j 2.64516e-05+0.0011264j -0.00127776-0.000928125j 0.00103943+0.000803431j -0.00126562+0.000886366j 0.000789757-0.00184746j 0.000950614-0.00186454j -0.00193043-0.00207124j 0.00377553+0.000819301j 0.000545029+0.00221655j -0.00164692-0.000607334j -0.00103676+0.00178378j 0.00216954+0.000275051j 0.000674634+0.00129959j -0.00158607+0.00165694j -0.000719425-0.00171763j -0.00186798+0.00284099j 0.000301746-0.00126636j -0.00082774+0.00238958j -0.000568105+0.00197511j 0.00141724+0.00323693j -0.000697544+0.000536915j 0.000580694-0.000252424j 0.00219297-0.000324271j 0.00176062+0.00119124j 0.000840348+0.00589603j -0.00167824-0.00345531j 0.00249558+0.000799926j -0.00211844-0.0024296j -0.00338776-0.000568149j -0.00011417-0.00408253j -0.000186346+0.00159258j 0.000838186+0.00270906j -0.00103937+0.00314707j -0.000445071+0.00428361j -0.000506919-0.000908297j 0.00209919-0.00223902j 0.00172348+0.00201665j -0.00105252-0.000946465j 0.00353601+0.00461614j -0.00555487+0.00488732j -0.000295867+0.00162952j -0.000445499-0.000211849j -0.00372106-0.000384151j -0.00314432-0.00376957j 5.89664e-05+0.000701789j -0.00152447-2.82087e-06j 0.00023764+0.00135631j -7.09517e-05-0.0028724j -0.000881828+0.00183823j -0.00203633-0.00130019j 0.00139176-0.00131338j 0.00107178+0.00114565j 0.0036816-0.00341138j -0.00172365-6.23076e-05j -0.00100197-0.000215233j 0.000341859-0.00187571j -0.000208475+0.000547026j 0.00031989-0.00159574j 0.00143096+0.00168495j -0.000318324-0.0010761j -0.00116031+0.000169834j 
-0.00105463-0.000329169j 0.000847456-0.00112091j -0.000343905-0.00134568j 0.000882087+0.000190136j -0.00170742-0.00106116j -0.000389006-8.64061e-05j -0.000176407-0.000666549j 0.00139157-0.00154642j 0.000622086-0.00105711j 0.00180587-0.00211563j 0.000837562-0.000443888j -0.000284426-0.00238426j 0.00251666-0.00282847j 0.000498009-0.000431988j -0.00361263+0.000665262j -0.000166077+0.00193678j -0.00247552+0.000421373j -0.000121632+0.00015378j 0.00361167-0.00103732j 0.000508809-0.000182231j 0.000144041-0.00108617j -0.00178962+0.000897451j 0.00156048-0.0024461j -0.00118505-0.00166701j 0.00103068-0.00170582j -0.00343301+0.00176015j 0.00294443-0.00450946j 0.00252645+0.000927304j 0.000677775+0.000642515j 0.00172479+0.000296043j -0.0027145+0.00269458j 0.000356479+0.00469101j -0.00269273+0.000363119j -0.00144768-0.00620737j 0.00134099+0.00434703j -0.00601846+0.00158346j -0.000990426+0.00221067j -0.00232609+0.00223119j 0.00184427+0.00399902j 0.000554265-6.84402e-05j -0.00476679-0.000260261j -0.00185331+0.00108265j 0.000910037-0.00188598j -0.000657982-0.00212634j 0.00116173+0.000931515j 0.000382398-0.0012147j 0.000968006+0.0018676j -0.00158194-0.00192846j -0.000496376+0.00163416j 0.00262159+0.00333811j -0.00155454+0.00193312j 0.00191897+0.00388207j 0.00196865+0.00429467j 0.00370236+0.0030915j -0.000102791+0.000970646j 0.000606736-0.000849961j -0.00296411+6.5503e-06j -0.00356078+0.00458532j -0.00253588-0.00243471j -0.00195254+0.00106181j -0.00101175-0.00103584j -0.00210198+0.0015726j -5.34866e-05-0.00453264j 0.00394349-0.00103731j 0.00294363+0.00262091j -0.000168112+0.000867231j 0.00187401+0.000790053j 0.00122826-0.000819083j -0.000735143+0.000431558j 0.000867765+0.000482424j 
0.000391304+0.000340014j -0.000750462+0.000794442j -0.000396402-0.00228409j -0.00242986-0.0010828j 9.2367e-05-0.000277008j -0.00280806+0.001556j -0.00279933-0.000263124j 0.000165445+3.47614e-05j 0.00216681+0.000699541j 0.000960334+0.000343288j 0.00055539-0.000687046j 0.0020761+0.000818918j -0.00125971-0.000254338j -0.000536504-0.00111348j -0.00281408+0.00199133j -0.000514393+0.000531183j 0.00283951+0.00296481j -0.000836438+0.00173228j -0.00181191-0.00124734j 0.000571088+0.00375199j 0.0006314-0.0010515j -0.00211059+0.00120943j 0.0024266+0.00288014j -0.000917093-0.00106802j 0.00128713+0.00177436j -0.00130493-0.00194221j 0.00030554+0.00204486j -0.000800858-0.000189083j -0.00129151-0.00272649j -0.000949777-0.000113889j -0.00408219+0.000875572j -0.00399364-0.00455077j -0.00527589-0.00402073j -0.00244328-0.00398709j -0.00100457+0.00442847j 0.00415323-0.00455921j 0.00201346-0.000387543j 0.00154581-0.00439639j -0.000831033-0.00341851j -0.00432108+0.000263691j -0.00267823+0.0030937j -0.00565671+0.00208068j 0.000137758+0.000265224j 0.00219593+0.0012587j 0.00221814+0.000509939j -0.000114645-0.00185632j -0.00158827-0.00215004j -0.00766964-0.00313703j 0.0019816+0.000898596j -0.00341128-0.00592206j 0.00199738-0.00476556j -0.000622381-0.00135694j -0.0025967-0.00150308j 0.00195536-0.00230815j -0.000549145-0.00124802j 0.00467417+0.00537452j -0.000771683+0.001855j 0.00581946+0.000901715j 0.00077435+0.00479318j -0.00182877+0.00217137j -0.000796701-0.00146713j 0.000295981-0.00109293j -0.00287845+0.00185115j -0.00170202+0.000490093j -0.00220827-0.000229533j -0.00310484+0.00156484j 0.00058746-0.000898242j -0.000541416+0.00334222j -2.73562e-05-0.000560857j -0.00101892-7.82121e-05j 
0.0011317-0.00204338j 0.00185598+0.00162855j -0.00145254+0.000242236j -0.00200676-0.00214723j -0.00225855+0.00101569j 0.0021687+0.000972486j -0.00035189-0.000229667j -0.00289515+0.000699141j -0.00115823-0.00112888j -0.00276041-0.00211227j -0.0042362-0.00123625j 0.00116019-0.00117029j -0.0015139+0.00123854j -0.00238566-0.000269064j 0.000738422+0.00389047j -0.00123867+0.000789415j 0.0011547+0.000251869j -0.002991+0.00164899j -0.00218048+0.00155985j -0.00156413+0.00410876j 0.000500902-0.00092731j 0.00242349+0.00282617j -0.00219037+0.00356988j 0.00131071-0.00222937j -0.00387066+0.00230169j 0.00308773-0.00212385j -0.00375345+0.00268648j -0.000168659-0.000645222j -0.00195453-0.00272533j -0.00169421-0.00062595j -0.00333725-0.00153323j -0.00049604-0.00221309j 0.00126937-0.00463392j -0.00450221+0.00030028j 0.00221366+0.00969835j 0.00278468+0.000978777j -0.00210162+0.00235866j -0.000802868-0.000425703j -0.00221907-0.0010908j -0.0023559-0.000363237j 0.00435039-0.00541738j 0.000494259+0.00614272j 0.00283994-0.00366176j -0.00558546+0.00258381j 0.000824109+0.000580318j 0.0044738-0.00759005j 0.00107999-0.00170195j -0.00452158-0.00581121j -0.000308422-0.00516838j 0.00145218-0.00394926j -0.00444211-0.00488626j 0.00425138-0.00222798j -0.00519888+0.00121769j 0.00462929+0.00137741j 0.000859481-0.00449291j -0.000526152+0.00310491j -0.00263628+0.001463j -0.00278712+2.39175e-05j 0.00101847+0.000259123j -0.00047688+0.00174639j -0.00252114-0.00189742j 2.55711e-05+0.00340598j 0.00136458-0.00097413j 0.00110585+2.27949e-05j 0.000381604+0.00357544j -0.00223694+0.00236049j -0.000372892+0.00057944j 0.00194138-0.00186258j -0.000897297-0.0019504j -0.00124987+0.000727339j 
