-0.0653324-0.0482602j -0.00756049-0.0100454j 0.0729625+0.093605j 0.171549-0.0185757j -0.0610594-0.0452659j -0.0928895-0.057338j -0.00136905-0.226654j -0.0148969+0.0994691j 0.043094-0.0696996j 0.0234674-0.0256032j -0.0735148+0.0356798j -0.0014487+0.0365374j 0.0522251+0.0713492j -0.0239874-0.152796j -0.147998+0.179858j -0.050375+0.0109397j -0.0176436-0.00236343j -0.00984879-0.0882625j -0.0385228+0.0868857j -0.0195536-0.0450609j -0.0493015+0.0384463j 0.121958-0.00585369j -0.0607622+0.0164239j -0.0444846-0.00473933j -0.0367387-0.0475047j 0.0777654+0.0401793j -0.00817425-0.0659186j 0.0203719+0.00518912j -0.071144+0.0242408j 0.00929146+0.12119j 0.00292213+0.0165226j 0.013043-0.0529745j 0.0103169-0.0477444j -0.035897-0.00445144j -0.00752506-0.00758037j -0.0433468+0.0369331j -0.0563296-0.00978989j 0.00805699-0.0134416j -0.118183-0.0234557j 0.0061444+0.010815j -0.00626047+0.00723241j -0.0260527-0.0250971j 0.0415505-0.0247781j 0.00961603+0.0155454j -0.0256165-0.0196698j 0.00681575+0.00880233j 0.013175+0.00013802j 0.0021543-0.0419098j -0.00831161-0.0267474j -0.0347594+0.0366372j -0.00302659+0.00188659j -0.00914486-0.010777j -0.00778888+0.0208782j -0.0124585+0.0262707j -0.0185668+0.0310827j 0.0157836-0.013631j 0.030379+0.0155998j -0.0298212-0.0326807j 0.0352133+0.0191629j 0.0542239-0.0229612j -0.0199544-0.0255564j -0.0250735+0.00684555j -0.0154133+0.0500547j -0.0244036-0.0195047j -0.0617879-0.0159995j -0.0417494+0.00278415j -0.0106055+0.0294694j -0.0203815+0.052376j -0.0552856+0.0209722j -0.018195-0.0109805j 0.0125006-0.00141893j 0.0162303+0.00928828j -0.0507635-0.0329835j 0.0808837+0.0127552j -0.0403145+0.00847369j 0.0264517-0.0226071j -0.0502017-0.027404j -0.00865354+0.0380848j -0.0147123-0.0131691j -0.0189998+0.00411796j 0.0174072+0.0672278j -0.00698336-0.0683051j -0.00438968+0.0136441j -0.00412994-0.0253515j 0.0205417+0.0308113j -0.0302706-0.0451126j 0.0225602+0.0132895j 0.00571646+0.010792j 0.0519441+0.0625978j 0.0437278+0.0406245j -0.0564374+0.084554j 0.0348701+0.00572732j -0.00974692-0.019424j 0.119962+0.14184j -0.0486452+0.0656469j 0.180206+0.101665j -0.0254744+0.0540438j 
0.00204883-0.0122613j 0.00639128+0.00220933j -0.0103621-0.000889496j 0.00259081+0.0065066j 0.000362062+0.00576027j -0.00128189-0.00192089j 0.00185109+0.00164904j 0.00259558+0.00248147j -0.00113985+0.00109399j -0.00321421-0.00164927j 0.00098273+0.000567651j -0.0013839-0.00480384j -0.00220695-0.00310539j -0.00205543+0.00281339j 0.00432534-0.000873205j 0.000919539+0.0106391j 0.00575642+0.00412913j -0.00248659+0.00145524j 0.00404003+0.00269204j 0.00840088-0.00715288j -0.00498674-0.00109913j -0.0128778-0.00759836j 0.0105797-0.0032388j -0.0114003+0.00258717j 0.0016688-0.00411006j -0.00243979-0.00555825j -0.00398287+0.00939878j 0.00689829-0.00932381j 0.00110957+0.00738363j -0.00212542+0.00719017j 0.00493173-0.00274469j 0.008784-0.00342312j -0.00308272-8.24436e-05j -0.00822269-0.00352164j -0.000946025+0.00203498j 0.000453212-0.000139772j 0.00679771+0.00219519j 0.00207783-0.00272392j -0.00501893-0.00236507j -0.00591616+0.00313296j 0.00900093+0.00979877j -0.00275117-0.00289831j 0.00659434+0.00167806j 0.000572009-7.20317e-05j -0.00027538+0.00161005j -0.00174594-0.0117688j -0.00884709-0.00268199j 0.00106097-0.00264071j -0.00329103+0.0033227j 0.00210531-0.00559816j 0.0113326-0.0206412j 0.00198907-0.00506615j -0.00987675-0.00351004j 0.00161803-0.00337553j -0.0107312+0.00208772j 0.00623665+0.0138837j -0.01545+0.00375519j -0.00768614-0.0067852j 0.00034663-0.0119687j 0.00868574+0.00433902j -0.00642799+0.00419137j 0.00324464+0.00143019j -0.00401384+0.000866752j 0.00547214+0.00927024j 0.0236155+0.0120699j -0.00941544+0.0135595j 0.000559998+0.000706161j -0.000863956+0.0116496j -0.00871068+0.00644443j -0.00133491-0.0212621j 0.00658498-0.00259831j -0.00775936+0.00711144j 0.0140993-0.00403634j 0.0123772+0.000516477j 0.0015561+0.00370604j -0.0221024-0.00710541j 0.00638749+0.00264265j -0.00736409-0.00399618j -0.00410341+0.00140795j 0.00880445-0.00346631j 0.00064285-0.00261715j -0.00551023-0.0024697j 0.000968233-0.00347j 0.0098666-0.00274985j 0.00177337-0.00143273j -0.00155739-0.00266219j -0.00525201-0.000595042j 0.00249783-0.00365658j -0.00753437+0.00178536j 0.00396638-0.00325387j 0.00170054+0.000752193j -0.00585279+0.0020387j -0.00606373+0.00181896j 0.000841433+0.00218714j 0.00219703+0.000521075j -0.00255684-0.00102447j -0.00282872-0.00146947j 
-0.00667304-0.00171467j 0.00467386-0.00191093j -0.00366978-0.000662042j 0.0033792+0.00484296j -0.00545978+0.00378616j 0.00334779-0.000522617j 0.00192824-0.00106692j -0.00312875-0.00767417j -0.00131393-0.00190957j 0.0040328+0.00537776j 0.00438816-0.00406058j 0.00431374+0.00104814j -0.00467582-0.00366532j -0.000531138-0.0031262j -0.00102885+0.000216668j 0.00394104-0.0070377j -0.00450054-0.00474933j 0.00267244+8.1102e-05j 0.00379005-0.00215302j 0.00442328+0.00181839j -0.000356365-0.00777008j -0.016252+0.012006j 0.00893238+0.0120845j 0.0070608+0.00651832j -0.00693134+0.00752336j 0.0031323-0.00484455j 0.000953378-0.00381006j 0.00157869+0.00319468j -1.53547e-05-0.00644119j 0.0029453+0.0034449j 0.00243177+0.00375104j -0.000175485+0.0077j 0.00594853-0.004669j 0.004482+0.00290656j 0.0085217+0.000884299j 0.0032922-0.00177763j -0.00234777-0.00352186j 0.00575132+0.0091102j 0.00759787+0.000532412j -0.0120871-0.0097209j 0.00599021+0.0155545j 0.00541283-0.010745j 0.00869265+0.00166263j -0.000422631-0.00971079j -0.00401401-0.00139016j 0.023194+0.0092011j -0.0131842-0.00709835j 0.00639406+0.0230309j -0.00338844-0.00067623j 0.00609173-0.00948493j -0.00386323-0.00173036j -0.0160451+0.00407348j -0.000385372+0.0137146j -0.00374319+0.0054685j 0.00321188-0.00359983j -0.0137771-0.00756132j 0.0134269+0.00792254j 0.00968843+0.00302013j 0.00331162-0.0170221j -0.00940966+0.0171019j 0.0132596-0.00455076j 0.011389+0.00984458j 0.00357171-0.00195242j -0.00242872+0.00754876j 0.0057555+0.0121782j -0.0126589+0.00364951j 0.00387781+0.00162592j 0.0102713-0.0121392j -0.0160156-0.00222474j 0.00776095+0.00275498j 0.00530643+0.00993922j -0.00693135+0.0144241j 0.0100359-0.00810884j -0.00266626-0.0077873j -0.00647556+0.0110801j -0.00476129+0.00824468j 0.00320506-0.000164935j 0.00227256-0.0121391j -0.0097598-0.00654404j 0.0113911+0.000734125j 0.00539357-0.0028238j -0.00187472-0.000228089j 0.0012233-0.00485809j 0.000822176+0.00192447j 0.00701471-0.00607364j 0.00302808-0.00543784j 0.00888343-0.000765567j 0.00371039-0.00248644j 0.0220065-0.00450179j -0.00328224+0.00132254j -0.00225125+0.00104563j 0.00816609+0.00947737j 0.00576716+0.00362462j -0.00476561-0.00583832j 0.00736003+0.00047799j -0.00780932-0.00525377j 0.00148693-0.00229998j 
0.000144288-9.1378e-05j 0.00289795-0.00720117j 0.0023308+0.00364841j -0.0112179+0.00181771j 0.000352371-5.48717e-05j 0.00926882+0.00137732j -0.000796909+0.00354002j 0.00306657-0.00525783j -7.90972e-05-0.00148211j -0.00468701+0.00133387j 0.00350961-0.00114681j -0.00101208-0.00307181j -0.00598246-0.00157389j 0.00160055+0.00269395j 0.000911889-0.00387365j -0.004308-0.00405518j -0.00267224+0.00243308j -0.00272806+0.0111275j 0.00106703-0.0107093j -0.0048731-0.00187878j -0.00583675+0.0060021j 0.00762894+0.00535657j 0.000919351-0.00793792j 0.00836061-0.00452141j 0.00215945+0.00145376j 0.00330738+0.00525959j 0.00664663+0.00152502j -0.00168457+0.000165067j -0.00720404-0.00597509j 0.00377334-0.00540373j 0.00715505-0.00690337j -0.00250405+0.00381702j -0.00225302+0.00510993j -0.00161481+0.00382955j -0.0023244-0.00154464j -0.00436432+0.000988012j -0.00853077+0.00177888j -0.00264665-0.00425806j 0.0040675-0.00362814j 0.0149221+0.00579513j 7.3618e-05-0.0122827j -0.00381342+0.00619271j -0.00911547-0.000177347j 0.00181684+0.0117683j 0.00236054+0.00311788j -0.0184548-0.00603458j 0.00916639+0.00754308j -0.00164274+0.00570818j 0.00100214-0.00134958j -0.00043061-0.000733951j 0.00531543+0.010792j 0.00445904-0.0121429j -0.000379156-0.000929074j 0.00675498+0.00389283j 0.0093102-0.00377436j 0.00937423+0.0208392j 0.000423144-0.00389031j 0.000714219-0.0130055j -0.00481122-0.0142765j 0.0100747+0.00546001j -0.00727872+0.00990644j -0.00463984+0.00242171j 0.00701853-0.00651731j 0.00431492+0.00587827j 0.00895931-0.000238037j -0.00229604+0.0091404j 0.0114729-0.00487784j 0.00188685-0.00721609j 0.0120504+0.00377953j 0.00052315-0.0124411j 0.00492872+0.00180049j -0.00422483+0.00966478j -0.00386257-0.00905671j 0.0059497+0.00590911j -0.00287196-0.00758449j -0.00192963+0.0129853j 0.00183981-0.0104775j 0.00675063-0.00501409j -0.012688+0.000986335j -0.00504243-0.00621497j 0.00251519-0.000887785j -0.00768563+0.00144453j 0.00866481-0.00223792j 0.00693079+0.00476339j -0.00519479-0.00385529j -0.00156924+0.00462453j -0.00827132+0.00143105j 0.00268786+0.00125436j 0.000262744-0.00238546j -0.000909755-0.00632975j 0.00607935-9.99584e-05j -0.00360325-0.00539548j 0.00249481-0.0010738j -0.00270251-0.00838533j 0.000637997-0.00300797j -0.0012215-0.00317589j 0.00762902+0.00602813j 
-0.00470224-0.000157246j 0.0142509-0.011506j 0.00672588-0.00331883j -0.0011972-0.0108227j -0.00497802-0.00319048j -2.59991e-05+0.00337149j -0.00538517+0.00210318j -0.0081385+0.00497437j -0.00146284+0.000187712j 0.00383986-0.0045725j -0.00208057+0.0040413j 0.000232875-0.000537519j 0.00536749-0.00577301j -0.00379598+0.00434478j 0.00386902-0.00352268j -0.00159334+0.0108516j 0.00671105-0.00284276j -0.00935662-0.0115736j -0.00820714+0.0130903j 0.000220696+0.00573127j -0.00880382+0.00995522j 0.00361402-0.00811581j -0.00386128+0.000415517j -0.00885447-0.00560371j 0.00747752+0.00385793j -0.0104183-0.00378437j -0.00109307+0.00188846j -0.00583826-0.003418j 0.00167605+0.011074j -0.00799623+0.0071499j 0.000725176+0.00768191j 0.00115306-0.00503629j -0.0013753+0.00170732j 0.00203865-0.00263279j 0.0103217-0.00156955j -0.00599092-0.000158738j -0.00398007+0.00075709j 0.00289155-0.000551463j -0.00718416+5.24977e-05j 0.00619201+0.014086j 0.00769664-0.00765416j -0.00358535+0.010302j -0.0149286+0.0181323j 0.000571713+0.00650695j -0.000894974-0.00686467j -0.00777495-0.00714807j 0.00219471+0.0072013j -0.00546185-0.00359091j -0.00125816-0.00151342j 0.00733814-0.00441357j -0.00330734-0.0077776j 0.00355177-0.00988514j 0.00251087-0.00837352j 0.00437631+0.012312j 0.00839341+0.000772742j 0.0034285+0.00150329j -0.00505-0.016878j 0.0182121+0.00248285j -0.00636178+0.00523063j 0.0188467+0.00756609j -0.00947851+0.00803549j -0.0039107-0.015968j 0.0120255+0.000165602j -0.00384709-0.00473449j -0.00138803-0.00341624j -0.00570011+0.00356367j 0.00145706+0.00365371j 0.00710864+0.00220122j 0.00465605+0.0104186j 0.00306416-0.00946893j 0.00900061-0.00356814j -0.00612638-0.00380674j -0.0119969+0.00400827j 0.0162578-0.000448252j -0.0060771+0.0164262j 0.0117784-0.00625426j 0.000194264+0.0112172j 0.0056998+0.0014009j -0.00299117+0.00139444j -0.00140595-0.000915061j -0.00840658+0.005869j -0.000170504-0.00371772j -0.00533549+0.00294393j -0.00328302+0.00479117j -0.0049224+0.00240292j -0.00983928+0.00378592j -0.00444723-0.00368259j 0.00730376+0.00617952j -0.000608614-0.000158075j 0.006798+0.00124787j -0.000919338-0.000565803j -0.00691499-0.000138964j 0.00462011+0.00615554j -0.0013481-0.00174628j 0.000104049+0.000514546j -0.00717294-0.0062064j 0.000755472-0.0028729j 
-0.00646928+0.019526j -0.00324413-0.00637145j -0.00395077+0.000464553j 0.00979764+0.00508738j 0.0023283-0.00572219j 0.00219872+0.00187809j 0.00138631+0.000343838j 0.0010578-0.00916284j -0.000449959-0.00903534j 0.000978065+0.0056607j 0.00197808+0.00229301j 0.0168122+0.00949079j 0.00153376-0.000918348j 0.00222519+0.0010713j -0.0010109-0.00836563j -0.00569111-0.00306259j -0.00199759-0.000432834j 0.00504605-0.0159482j -0.0131419+0.00932953j -0.000129854+0.0160407j 0.00632083-0.00210714j 0.0125398+0.000533015j -0.010392+0.00595645j 0.00210534+0.00340047j 0.00440946-0.00295632j -0.000439283+0.00429135j -0.00697867-0.00467605j -0.00392696+5.96601e-05j 0.00403013-0.00187815j 0.00145399-0.0118965j -0.00492497+0.00233804j -0.00259542+0.00382967j 0.00570482-0.00319191j 0.00370515-0.000898583j 0.00321381-0.000453305j 0.00252263-0.00180586j 0.00321919+0.00347195j 0.0107382+0.00282846j -0.00695761-0.000179143j -0.000808615-0.00360763j 0.00308992+0.00436698j 0.00661588+0.00429358j -0.0018007+0.0117993j 0.00768385-0.0132477j -0.000545643-0.0055112j 0.0109448+0.000557922j -0.00291217+0.00196331j 0.00460267-0.0038819j -0.00408093+0.0051272j 0.00999663+0.00438282j 0.000231878+0.00580464j -0.00778013+0.00220569j -0.0156144-0.00337991j 0.00973952+0.0050131j -0.00384866-0.00159759j -0.0046815+0.00808428j 0.0059853-0.00220339j -0.00118014-0.000754355j -0.00614703+0.00517013j 0.00474272-0.00821238j 7.01918e-05-0.00693825j 0.00717811+0.00318963j 0.00155253-0.000221615j 0.0067734-0.00682932j 0.0126768+0.0232508j 0.0035326-0.00624046j 0.00115327+0.0194822j -0.0025604+0.0205168j 0.0116924-0.00153776j 0.00720585-0.0106686j 0.010983-0.0216032j -0.00528663+0.016277j -0.00484878-0.00988028j 0.00368589+0.00747668j 0.00440348-0.00590999j -0.00646068-0.000684238j 0.00621871-0.00638439j -0.000857661+0.00748831j -0.00137936+0.00359175j 0.0080024-0.00386051j 0.00369944-0.00398214j -0.00744963-0.00455608j 0.0054744-0.0106437j 0.00745884+0.00358068j 0.0143682+0.00598952j -0.0071402+0.000484792j -0.00338885-0.00357601j 0.00898426+0.00552356j 0.00311181+0.00756931j -0.000434036+5.25027e-05j 0.00020096+0.00405129j 0.0021636-0.00135092j -0.00860868+0.00198517j 0.000545594-0.00273648j -0.00358188+0.00247918j -0.000528369+0.00421191j -0.00385165-0.000825986j 
-0.0049579+0.00959624j -0.00317816+0.000777423j -0.00139191-0.00189734j -0.00153825-0.0068171j -0.00218492-0.000126697j 0.00100451+0.00448594j -0.00496642-0.000856979j 0.00203167-0.00423622j 4.2656e-05-0.00213161j 0.00602486+0.00251014j -0.000821704-0.00304946j 0.00487771+0.00203994j 0.00412974+0.00452686j 0.00125489-0.00666419j -0.00430341+0.00136518j 0.011305-0.00362417j -0.00217632-0.0141436j -0.00890839-0.0120372j -0.00613955+0.00534056j -0.00690986-0.00100784j 0.00230263+0.00258929j 0.00853757-0.00476087j 0.000450783-0.00205152j -0.0011512+0.00630545j 0.00447753-0.000401276j -0.0110856+0.0118498j -0.00225462+0.00524147j 4.99175e-05-0.00998854j -0.00184929-0.00258509j -0.000437281-0.0046697j 2.82132e-05+0.000214412j -0.00841451-0.00300542j -0.00107394-0.00847845j 0.00478299+0.00232209j 0.000453003+0.00408667j 0.00194796-0.00776528j 0.00946723-0.00671103j -0.0124799-0.00705757j 0.00278587+0.00439912j 0.013845+0.00357691j -0.0148386-0.013385j -0.00134981+0.00185778j -0.0136226+0.00528095j -0.000868054+0.0228407j 0.00523874-1.58824e-05j -0.0238265-0.0169108j 0.00785755-0.00329227j -0.00769297-0.00952055j -0.00084775-0.0221143j -0.0111818-0.00956617j -0.0011043+0.000287455j 0.0174072-0.0218513j 0.00810208-0.00187813j -0.000197585-0.00115907j 0.00524479+0.0049157j 0.00124138+0.00461803j -0.0144899-0.00531855j -0.00496773-0.0264018j -0.00792952-0.00789231j 0.00750997+0.0129748j -0.0122295+0.002768j -0.00835069-0.0349123j 0.0115584+0.0159529j 0.00861883+0.00275422j 0.00347861-0.0178182j 0.0187104+0.00453422j 0.00819428-0.00847181j 0.0148934-0.000789658j 0.000773274-0.00498994j -0.0108437-0.000473796j -0.00412528+0.00121611j -0.00915776-0.00305111j -0.0091719-0.00348898j -0.00216615+0.0155432j -5.58224e-05+0.0129694j 0.00604477-0.000435363j -0.0108146+0.0121305j -0.000895118-0.0016648j 0.00706706+0.00697812j -0.00510498-0.00140168j 0.00841627-0.00464001j -0.0121418-0.000915652j -0.0119131+0.00698449j 0.00254459+0.00429749j -0.00332837+0.0045957j -0.00745725-0.00808448j 0.00234456-0.00305407j -0.000908156-0.00515844j 0.00587417-0.00156209j -0.00367945+0.00190117j 0.00208814+0.00398677j -0.00286028+0.00604055j 0.0171247-0.0044853j 0.00207734-0.0021831j 0.00173356-0.00863989j -0.0015071-0.00255244j -0.00174946-0.00305018j 
-0.0100929+0.00300067j -0.00707531-0.0141733j 0.00332373+0.00819048j -0.00118987-0.00732532j 0.0020084+0.00286517j 0.00613473-0.00141215j -0.00684562+0.00122595j -0.00153484-0.00386434j -0.00235793-0.00104441j 0.00466051-0.00580681j 0.00420512+0.00456301j 0.00088597-0.00291783j 0.00375541-0.00144001j 0.000274197-0.00392565j -0.00470154-0.000184547j 0.00630561-0.00349728j -0.00222042-0.000258736j 0.00334837-0.000304372j 0.000871732-0.010387j -0.000802171-0.00363201j 0.00200061-0.00163636j -0.00265202-0.00147295j -0.000851553+0.00559392j 0.00438027+0.00984473j -0.00631562-0.000880003j -0.00252333+0.00530013j 0.00733692+0.0072417j -0.00431877+0.00979698j 0.00716618+0.0053951j 0.000510246+0.00304199j -0.00329616+0.00491848j 0.00464083+0.00656546j -0.00226603+0.0143352j -0.00258286-0.00419079j -0.00468942+0.000207305j -9.72549e-05+0.00426224j 0.00183108-0.00326672j 0.0029468+0.00249518j -0.00134577+0.0011915j 0.00864423+0.00413132j 0.010145-0.00223094j -0.00400133-0.00370111j 0.00154284-0.000920799j 0.00170615-0.0157037j -0.0149177-0.000875896j 0.0177269+0.00269322j 0.0203164-0.00999728j 0.00364581-0.0111936j 0.00740761+0.0157312j -0.00607869+0.0056634j 0.0153985+0.0107873j -0.00634759+0.000119714j -0.00516397-0.00497788j -0.00399323+0.00637134j -0.0142113-0.00224803j -0.00418738+0.0110883j -0.00539207+0.0134968j -0.00340704+0.00438162j 0.00578454+0.0197289j 0.0123924+0.00935795j 0.00247652+0.0124852j -0.00798765+0.00673239j 0.00542035-0.000259399j -0.00531962+0.0080938j -0.00576625-0.00251859j -0.00347163-0.0348856j 0.00213558+0.0101572j -0.0112983-0.00103352j 0.00353984+0.00379703j 0.00396679-0.0218827j -0.00409082+0.00550979j 0.00256307-0.00150921j 0.00642679+0.00343462j 0.00200361-0.0015807j 0.00242515-0.00837481j -0.0058203-0.00732452j -0.00132082-0.00355641j -0.0013567+0.00086272j 0.00457418+0.00926039j 0.00584988-0.00396442j 0.00297039+0.000663412j 0.00156027+0.00507759j -0.000203509-0.00965607j -0.0067012+0.00208968j 0.00637955+0.00413452j 0.00473387-0.00449577j -0.00469963+0.000559137j 0.00423038+0.00537224j 0.00175079+0.000740321j -0.0115959+0.0024428j -0.0051799-0.00175744j -0.00636516-0.00412749j -0.0059212+0.00155417j 0.00372781+0.00561112j -0.00552548+0.00358461j 0.00469378+0.00359724j 0.00180065+0.000937166j 
-0.00687883+0.00312431j -0.00336839-0.0085408j -0.000371022+0.00376082j 0.00282586+0.00180417j -0.00718499+0.000978895j -0.00221582-0.00234853j -0.00236089-0.00636969j 0.000447143+0.00121786j -0.000488353-0.00176569j 0.00323856+0.00369208j -0.00422684-0.00118408j -0.000506315-0.00159207j -0.00180626+0.00518093j 0.00264209-0.000253843j 0.000667296+0.000331442j -0.00313785+0.0037688j 0.00214194+0.00114068j 4.82559e-05+0.00325788j 0.011196-0.0105339j -0.00418751+0.000954111j -0.0116284+0.000578349j 0.00512545-1.53445e-05j -0.00672085+0.00993398j -0.00357652+0.00774091j -0.0115251+0.00395515j -0.00411847-0.00462395j 0.00735339+0.00110871j -0.00573949+0.00229624j 0.000804938-0.00174389j 0.00370426-0.00106594j -0.000827712+0.00815415j -0.00945739-0.00986862j 0.00598836+0.00120028j -0.000573311-0.00360721j -0.00361084+0.00479374j 0.00443214+0.00940032j -0.011344+0.0100112j 0.00630477+0.0076279j 0.00251181-0.00310132j 0.00188041-0.00399971j 0.00856883+0.0123976j -0.0110785-0.00119513j 0.00399739-0.00631921j -0.00650159-0.00243357j 0.000357091+0.00235329j 0.02171-0.0157716j -0.0153142+0.00491247j 0.0100122+0.00482561j -0.000483169+0.000219772j 0.00202711+0.00121391j 0.0120624+0.00067012j 0.0047065-0.0131721j 0.00305324+0.00693462j 0.0173177-0.0162719j -0.0185872-0.00139726j -0.0320966-0.00669588j 0.00865147-0.0153146j 0.0022293-0.0103007j 0.00421978+0.0196934j -0.0117159-0.00684514j -0.00056801-0.00906506j -0.0210606-0.0100624j 0.0200784-0.0095757j 0.00150062-5.24372e-05j -0.0213127+0.0291002j -0.00314477-0.00450262j -0.0127949-0.00476986j -0.0083676-0.00933488j 0.0154922+0.00237109j 0.0095383+0.00717778j 0.00443163-0.00346568j 0.0203274+0.00664672j -0.0105814+0.0157949j -0.0130481+0.0032433j 0.000423606+0.00639378j 0.00759119-0.00542696j 0.00755306+0.0130854j 0.00255317+0.0110094j -0.00248578-0.0117734j -0.0037732-0.00985323j 0.00639192+0.00126103j 0.00688147-0.00684772j 0.00673311+0.00675062j 0.00311003-0.000952009j -0.00241887+0.00618492j 0.00965176+0.00120424j 0.00917534-0.00505688j -0.00227959-0.00628732j 0.00395867-0.00188116j 0.00560475-0.00241995j -6.54054e-05+0.0009865j 0.00127431+0.00908553j 0.00144283-0.00169258j -0.00229013-0.0012814j 0.000655471-0.00268398j -0.00232143+0.000685897j -0.00663693-0.00125931j 
0.00346437+0.00114521j -0.00588644+0.0130576j -0.00800746-0.00727714j 0.00940852-0.00129803j 0.00531146+0.000260887j -0.00558852-0.00271062j 0.00299846+0.00302152j -0.00210352-0.00259353j 0.000585536-0.00710554j -0.00496844+0.00205325j -0.00275857-0.00746271j 0.00406865-0.00102287j 0.00539962-0.000716506j -0.00606062-0.00507679j 0.000717969+0.0124378j -0.00375714-0.00136814j -0.00518292+0.00703794j -0.010354-0.00339671j 0.00203218+0.0173395j -0.00140174-0.00526631j 0.00596692-0.00353216j 0.00180882+0.00061158j 0.00762044+0.00221723j 0.0113924-0.00833541j -0.00277677+0.00149898j 0.00362646+0.00608062j -0.00466005+0.00217281j 0.00318258+0.00533731j -0.0158483-0.0086745j 0.000740621-0.00265772j -0.0028758-0.001668j -0.00663692+0.0066072j -0.00341281-0.00706233j 0.00286041+0.00618296j -0.000660569-0.00243946j -0.00321875-0.000429585j 0.00640973-0.00689478j -0.0114009+0.00623243j -0.00145078+0.00203053j 0.0039609-0.00484413j -0.00995207-0.000753099j -0.00254951-0.00880964j 0.00755264-0.0172435j -0.00161939-0.000862395j -0.00414244+0.00372827j 0.00248642-0.0214043j -0.00637555-0.00458388j -0.00937319-0.0107625j -0.00598513-0.00365517j -0.00182517-0.00803788j 0.00352276-0.00187335j 0.00711346+0.00179953j -0.00664246-0.00468607j 0.00525228+0.00674023j -0.00485231+0.0220275j -0.00494514+0.00626716j 0.0105387+0.00151644j -0.00889202+0.0185477j -0.0120082+0.00499939j 0.00814759+0.00703339j -0.00529197-0.00409487j -0.00704495-0.015923j 0.010653+0.000586351j -0.000369716+0.0109562j 0.00424136+0.00548636j -0.000340587-0.00933017j -0.00933629+0.00699282j 0.00414804+0.00772362j 0.00273949+0.0124791j -0.00634756-0.01325j -0.00294456+0.00719169j 0.00713443+0.00196336j -0.00329754-0.00617933j -0.00210757+0.0126973j -0.000829837+0.00231997j -0.0151681+0.00231869j -0.00574754+0.0106596j -0.00460114+0.00784142j 0.00232378-0.00929656j -0.00387014-0.00406418j -0.00784788+0.00348882j 0.00518192-0.0147655j 0.0032768-0.0065043j 0.00172177-0.0020246j -0.00502974+0.00605426j 0.00500782+0.000126765j 0.00208047-0.00567017j 0.00310907+0.00317668j -0.000317988+0.00901281j -0.00231961+0.00385029j -0.00155283-0.00374933j -0.00478152+0.0016944j 0.00773735+0.001542j -0.00239112+0.0128913j -0.0103708+0.000105285j -0.00311199+0.00283954j -0.00559184-0.00741485j 
-0.0150152-0.00393698j 0.00798836-0.0102476j 0.00284063+0.00328115j 0.00356876-0.00569146j -0.00549705+0.001536j -0.00109155+0.00512634j -0.0071466-0.00564274j -0.001124-0.00469239j 0.00424741-0.00381009j 0.0080801-0.00139345j -0.00321951-0.00210231j 0.00310216+0.00132585j 0.00353487+0.00320578j -0.00252728-0.00379525j 0.000441243+0.00769683j -0.00300878-0.00473449j -0.0040738-0.00258675j 0.00195391-0.0044248j 0.00322278-0.0036579j 9.31119e-05-0.00497641j -0.00878999+0.00518059j -0.000407815-0.00942777j 0.00518124+0.00296246j -0.00850834+0.00261966j -0.0115395+0.00437846j -0.00152938-0.00481629j -0.00436579+0.00837287j 0.00560731+0.00160814j -0.00323296-0.00110261j 0.00640876+0.00262768j -0.00522358-0.000487442j -0.00484684-0.00581919j 0.00058594+0.00325125j -0.00118184+0.000442951j -0.00146702-0.00231162j -0.00232381+0.00144353j -0.000897941-0.00366664j -0.00112744-0.00868378j -0.00042138+0.00194673j 0.00567356-0.00271403j -0.0020308-0.0111693j 0.000786616-0.00299312j 0.00275757+0.00270963j 0.00657921-0.00406876j -0.00310641+0.00161345j -0.0109469+0.00891887j -0.00101843+0.00368242j -0.00437291+0.00145251j -0.00296651+0.00611428j -0.00618887+0.0137419j 0.00230776+0.013307j -0.0117721+0.012443j 0.00226601+0.00461135j 0.00290013+0.00737595j 0.0132673-0.00954336j 0.0202707+0.00842856j -0.00152772-0.0118484j -0.0100611+1.74539e-05j -0.000102016-0.0126626j -0.0128385+0.00157286j 0.0133885-0.000969178j 0.0127751+0.0240894j 0.0136788+0.00509797j 0.000194133+0.00324412j 0.00794133-0.00536692j -0.0150062+0.00261786j 0.0230028+0.0103683j 0.00626955+0.0276941j -0.0098881-0.00239188j -0.00987351+0.0107454j -0.00568176+0.00258871j -0.00704797+0.00589826j 0.011365-0.0211789j 0.00282965-0.00111216j -0.00545101-0.0170981j -0.00825814+0.00393056j 0.0104023-0.0090639j -0.00113919+0.00527165j -0.0128426-0.00330663j 0.00995408+0.0110612j 0.0079128-0.00625031j -0.00229407+0.00121497j -0.000133383-0.00336193j 0.0058833-0.0153846j 0.0047103-0.00841614j -0.00477267-0.00279881j -0.00154947-0.000929133j 0.00270789-0.00220564j 0.00294297+0.00688494j -0.00124343+0.00828705j 0.000508655-0.00251182j 0.000671467-0.0018247j -0.000757531-0.000723591j -0.00403671+0.00740372j -0.00404538-0.0109737j -0.00566492-0.000265551j -0.0068025-0.00877929j 
