-0.0653324-0.0482602j -0.00756049-0.0100454j 0.0729625+0.093605j 0.171549-0.0185757j -0.0610594-0.0452659j -0.0928895-0.057338j -0.00136905-0.226654j -0.0148969+0.0994691j 0.043094-0.0696996j 0.0234674-0.0256032j -0.0735148+0.0356798j -0.0014487+0.0365374j 0.0522251+0.0713492j -0.0239874-0.152796j -0.147998+0.179858j -0.050375+0.0109397j -0.0176436-0.00236343j -0.00984879-0.0882625j -0.0385228+0.0868857j -0.0195536-0.0450609j -0.0493015+0.0384463j 0.121958-0.00585369j -0.0607622+0.0164239j -0.0444846-0.00473933j -0.0367387-0.0475047j 0.0777654+0.0401793j -0.00817425-0.0659186j 0.0203719+0.00518912j -0.071144+0.0242408j 0.00929146+0.12119j 0.00292213+0.0165226j 0.013043-0.0529745j 0.0103169-0.0477444j -0.035897-0.00445144j -0.00752506-0.00758037j -0.0433468+0.0369331j -0.0563296-0.00978989j 0.00805699-0.0134416j -0.118183-0.0234557j 0.0061444+0.010815j -0.00626047+0.00723241j -0.0260527-0.0250971j 0.0415505-0.0247781j 0.00961603+0.0155454j -0.0256165-0.0196698j 0.00681575+0.00880233j 0.013175+0.00013802j 0.0021543-0.0419098j -0.00831161-0.0267474j -0.0347594+0.0366372j -0.00302659+0.00188659j -0.00914486-0.010777j -0.00778888+0.0208782j -0.0124585+0.0262707j -0.0185668+0.0310827j 0.0157836-0.013631j 0.030379+0.0155998j -0.0298212-0.0326807j 0.0352133+0.0191629j 0.0542239-0.0229612j -0.0199544-0.0255564j -0.0250735+0.00684555j -0.0154133+0.0500547j -0.0244036-0.0195047j -0.0617879-0.0159995j -0.0417494+0.00278415j -0.0106055+0.0294694j -0.0203815+0.052376j -0.0552856+0.0209722j -0.018195-0.0109805j 0.0125006-0.00141893j 0.0162303+0.00928828j -0.0507635-0.0329835j 0.0808837+0.0127552j -0.0403145+0.00847369j 0.0264517-0.0226071j -0.0502017-0.027404j -0.00865354+0.0380848j -0.0147123-0.0131691j -0.0189998+0.00411796j 0.0174072+0.0672278j -0.00698336-0.0683051j -0.00438968+0.0136441j -0.00412994-0.0253515j 0.0205417+0.0308113j -0.0302706-0.0451126j 0.0225602+0.0132895j 0.00571646+0.010792j 0.0519441+0.0625978j 0.0437278+0.0406245j -0.0564374+0.084554j 0.0348701+0.00572732j -0.00974692-0.019424j 0.119962+0.14184j -0.0486452+0.0656469j 0.180206+0.101665j -0.0254744+0.0540438j 
0.0127002-0.00933503j -0.00313962-0.00657658j -0.0190213-0.0226373j -0.00342618+0.0147275j -0.0170409+0.0139674j 0.00349595-0.0268191j 0.00438015-0.0193791j -0.00809619-0.0127521j 0.00618495-0.00147635j 0.00701507-0.00440246j 0.00443195+0.0283629j 0.0104214-0.00953265j 0.0119852+0.00231254j 0.0311395+0.0181688j 0.0131002+0.0200959j 0.00158369-0.0259277j -0.0166533-0.00333771j 0.00679242+0.00601675j 0.0237257-0.00386517j 0.00197639-0.00587234j -0.0180924+0.0234384j 0.00860577+0.0152367j -0.00835472-0.000319001j 0.00922601-0.00936439j 0.0157679-0.00402708j -0.00367813-0.0052641j -0.00900393-0.00345842j 0.0105504-0.00570802j 0.014703-0.005645j -0.0271081-0.00511505j -0.0135518+0.0169058j -0.00916572+0.00163312j -0.00533904-0.00560974j -0.00167543+0.00754162j -0.00546947-0.00952412j -0.0227563+0.000692887j -0.00427371-0.0156261j 0.0162949-0.0128621j 0.00130266-0.0145434j -0.0105561+0.0173045j 0.00986037-0.0062483j -0.00541395+0.00351381j 0.0022065+0.00117541j 0.0213947-0.0110526j -0.0148333-0.0106494j -0.00291963+0.0206792j 0.00672028+0.0223621j 0.0208191-0.00154548j -0.000137645+0.000148746j -0.0119115+0.0101476j 0.0128782+0.00240283j 0.0118202+0.0212148j -0.00855279-0.00512667j 0.0118252-0.0190285j -0.000323673+0.0106859j 0.00733191+0.00314963j 0.0176789+0.00595168j 0.00893867-0.012594j -0.0105802-0.00146147j -0.0142056-0.00434777j 0.0166945+0.0121143j 0.0231941-0.00636256j 0.00288971-0.018494j 0.0021774+0.0015915j -0.0210725+0.00246212j -0.00180231-0.0195573j 0.0100163+0.0015158j 0.0090774-0.0166692j -0.0126923+0.0275869j 0.0100336-0.00409094j -0.0115762-0.0216417j 0.00138329-0.0122102j 0.0101929+0.0171831j 0.0225803-0.00500662j 0.0197499+0.0116804j -0.00831524+0.0063346j 0.00262521-0.0139192j 0.00471758+0.002926j -0.0161767+0.0101181j -0.00580986+0.0188956j -0.011684-0.010085j -0.0149136-0.00502362j -0.0225101+0.0194758j 0.0186259+0.0011053j 0.021594+0.0190064j 0.0109341+0.00484505j -0.0135854-0.00980122j -0.0199686-3.37926e-05j -0.0154085+0.0264943j 0.0271526+0.0167817j 0.0120918+0.0123034j 0.0039777+0.00536001j 0.00158709+0.000675735j -0.00870396+0.00562818j -0.00696738-0.0123867j 0.0019469+0.00256426j -0.00552773+0.00173166j 
0.00748384-0.0120697j -0.0071088+0.0112872j -0.0106042+0.0235916j -0.00838809+0.0230135j -0.00808057-0.00331447j 0.00309666+0.0083576j -0.00356974+0.00570738j -0.000948786+0.0112584j 0.003598-0.00511861j -0.00314964-0.0180139j -0.00396402-0.0128735j 0.0205688-0.00692369j -0.0102387+0.00449709j -0.00848124-0.0165417j -0.00889556-0.00268173j 0.00430689-0.0111117j -0.0216357-0.00244561j -0.00820891+0.0210954j 0.0300773+0.0112012j -0.00312429-0.00570396j -0.0217619+0.0206366j 0.0327987+0.029427j 0.00212426+0.00494224j 0.00145991+0.00834181j 0.0103087+0.0141012j -0.0215493-0.00335563j 0.00316461-0.00847287j 0.0119383-0.00711018j 0.0145323-0.00438236j -0.0251863-0.019095j -0.0130427+0.00156457j 0.00586253-0.00329886j 0.021221-0.0255335j 0.00745355+0.00506426j 0.0129962-0.00541344j -0.00711514-0.00613803j 0.00911521-0.0218967j 0.00897401-0.00283653j -0.00387342-0.00244088j -0.0160856+0.0111018j 0.0117119+0.0010279j -0.0154269-0.00375012j 0.00955816+0.00277686j 0.0170109-0.0120731j -0.0196393-0.0191879j -0.0217225+0.0163646j 0.00127006+0.0376448j 0.0549132+0.00141724j -0.00344016-0.010109j -0.0239081+0.0133454j 0.0258706+0.0038473j 0.0344433+0.0328915j -0.0302235-0.0119102j 0.000937976-0.0375696j -0.00490756-0.000750833j -0.00265372-0.0161271j 0.0226242-0.011349j 0.0129672-0.0071052j -0.0202748+0.00961562j -0.0252395-0.0113368j 0.0177767-0.00644047j 0.0101646+0.00458607j 0.0118487-0.00629012j 0.00774308+0.00458069j -0.00951501-0.0120013j 0.0146133-0.0162255j 0.0209238-0.0199681j 0.0154192-0.0436714j -0.00599901+0.0175951j 0.0156405-0.0106926j -0.00813266-0.0118166j 0.0196553-0.0263958j 0.00148516+0.00106537j 0.0352338-0.0133541j 0.0058553+0.0219286j -0.016626+0.012404j 0.0112682-0.00887756j 0.0111929+0.00314905j -0.0118342+0.0125951j -0.0140742+0.0324652j -0.00122036+0.0133717j 0.00528186-0.0170792j -0.0111424+0.0215451j 0.0617067+0.00354148j 0.0101834+0.0216986j 0.0218307+0.00922306j -0.0122337-0.0203926j 0.00231053+0.0187991j -0.0226941+0.0247253j 0.0169675+0.0148541j 0.0207179+0.0191227j -0.00106918-0.00582142j -0.00484111+0.00601424j -0.0122991+0.00586633j -0.00455072-0.00366637j -0.00770226-0.00786397j -0.00118643-0.00130787j 
-0.0064274+0.00175305j -0.0010853-0.0101174j 0.00127236+0.00575579j 0.00132672+2.55764e-05j -0.00250972+0.00513946j -0.00346311+0.00367559j -2.23553e-05+0.00583912j -0.00183041-0.00168062j -0.0130096-0.00552024j -0.00155478+0.00526152j -0.000372804+0.0101837j -0.00447283-0.0114683j -0.00583935-0.00402598j 0.0045154-0.0147277j -0.00897739-0.00631764j -0.0102729+0.0121421j 0.00369376-0.00188909j 0.00309113-0.00967486j 0.00226112-0.00813027j -0.00689644-0.000701332j 0.000123096+0.00127431j 0.0180617-0.0254082j -0.0064631-0.0108691j 0.00672163+0.000136789j -0.00377719-0.00540363j 0.00891211+0.00110054j -0.00862297-0.0216481j 0.0141133+0.0070265j 0.00823115-0.00684875j -0.0122015-0.00849499j -0.010183+0.0232802j -0.0106714+0.00411433j 0.0130073+0.00659204j -0.0136549-0.00318105j -0.00687749+0.00969007j 0.0104313+0.00449985j 0.00100313+0.00771528j 0.0245224-0.0155868j -0.0129594-0.0191923j 0.0077978-0.00945703j -0.00379693-0.00787452j 0.00373709+0.00685796j -0.00287447+0.0237323j -0.000368886-0.0166104j -0.0231122-0.00490735j -0.00177178+0.0156587j 0.0163432-0.00434828j 0.0202136-0.0122022j -0.00471812-0.00875971j 0.00391613+0.0396378j 0.0084883+0.0185385j -0.0109824-0.0134213j 0.0215534+0.0304942j 0.0167041-0.00570603j 0.0138558-0.0243301j -0.000433053-0.019545j 0.000767924-0.0134662j 0.0206437-0.0169753j -0.0043116-0.00211555j 0.0437593-0.00795522j 0.000503914+0.020327j 0.00631863+0.00731963j -0.0355636+0.026763j 0.00417123-0.0293428j 0.0190427-0.0115197j 0.00941057-0.0466129j 0.00404927-0.00244484j -0.00858612+0.0332489j 0.0323658+0.000961643j -0.018808-0.0173175j -0.00116751+0.00198043j 0.00760017-0.0401419j 0.0329438+0.013172j 0.034551+0.0121975j -0.00234675+0.010112j 0.00643803+0.0149181j -0.0158564+0.0254988j 0.0108314+0.0246243j 0.00468186-0.0474423j -0.0198922+0.012263j -0.0213838+0.00661888j 0.0135564+0.00581957j 0.00388829+0.0385968j -0.00669012+0.00325107j 0.00585857-0.00250342j 0.0150948-0.00962324j -0.00503883+0.0183701j -0.00612084+0.00998703j 0.0176991+0.00580642j 0.00710036+0.011235j 0.00317281+0.0129311j 0.00377996+0.00991983j 0.00763045-0.00478797j 0.00496439+0.000542633j -0.0246128+0.00537223j -0.00246478-0.000432271j 0.000684595-0.00117021j 
-0.0238971+0.0165866j 0.00485351-0.0178286j 0.00781134-0.000559169j 0.012752-0.0227256j -5.02469e-05-0.00275686j -0.00414619-0.00957137j -0.00604637+0.00510021j -0.00047042+0.00135113j -0.00900981-0.00966691j -0.0104116+0.00911396j -0.00660684-0.00190469j 0.00383088-0.0119341j 0.0124534+0.0148583j 0.00940573+0.017124j 0.0154678-0.00394354j 3.59656e-05+0.0107859j 0.0115971-0.00335403j -0.00275892-0.0339884j -0.0204472+0.00196427j -0.00402207+0.00272677j 0.0117539+0.000172802j 0.0071999-0.000426827j 0.00966271+0.0115498j -0.00299721+0.0244778j -0.00963023+0.0173273j -0.0251048+0.0124008j 0.00941431+0.015133j 0.00658971-0.00450738j -0.0183063+0.0261479j 0.00779731+0.00135545j 0.000757799+0.00695902j 0.016813+0.0113314j 0.00258565-0.0183748j 0.0157431+0.0162694j 0.00595037+0.00185253j 0.00387498-0.0236435j -0.00882303+0.0196749j 0.00352889+0.0107063j 0.0207727-0.0191479j 0.00671296-0.0156705j -0.0158101+0.00110265j 0.0107821+0.00388804j 0.014223+0.0209032j -0.0121832+0.0276457j -0.00383742+0.000712767j -0.0165743-0.0098593j 0.0134539-0.0110041j -0.0020091-0.00345334j -0.00870976-0.0121441j 0.00742529+5.25801e-06j 0.00241888+0.0130294j 0.00214501-0.0163425j 0.0108467-0.00147176j 0.0058139-0.0119003j -0.00218852-0.0203126j -0.0288111-0.0019203j -0.0416012-0.0481294j -0.0122185-0.020693j -0.00205101+0.0181073j 0.00596324-0.00386248j -0.0084026-0.0141106j 0.0103008-0.000757413j -0.00221809+0.0428511j -0.0231042-0.0417466j 0.00631296-0.0216907j 0.00324527+0.0185624j -0.00572064-0.0125265j 0.0124594-0.00803024j 0.0129854+0.0189934j 0.00484917-0.00270298j 0.00347436-0.00981004j 0.00215501+0.0121319j 0.0104906-0.0586858j 0.00502465-0.0403014j -0.02236-0.0215544j 0.00883376+0.0178215j 0.0164262+0.0262517j -0.00428651+0.0262299j -0.00937287-0.0544649j -0.016412-0.0100933j -0.00955038+0.0210018j 0.0102687-0.0162379j 0.0142657+0.0123086j -0.000750617+0.0168599j -0.0286964+0.00326163j -0.00100726-0.00239897j 0.00700742-0.0054164j -0.00739386-0.00399143j 0.0300752-0.0213458j -0.0224167+0.00496593j -0.0084221+0.013536j -7.28462e-06+0.000312075j 0.00568573+0.000293331j -0.00159881+0.00531136j -0.00481827+0.00300778j 7.02702e-05+0.00413044j -0.00303454+0.00587419j 
-0.00481852-0.00983142j -0.00188764+0.00184046j -0.00344675+0.0154504j -0.00961987+0.0163842j -0.00508565-0.0084437j 0.00312494+0.00125963j -0.000683605+0.00290618j -0.0098374+0.000715663j 0.028259+0.000649116j -0.0167063-0.0141663j 0.0017807+0.00642877j -0.018916+0.0116005j 0.0185607-0.00601328j 0.00123608+0.0073217j 0.0332825+0.0166295j 0.00993192+0.00396314j -0.0138908-0.0223011j -0.00148939+0.00895522j 0.00434046+0.00351837j -0.00699713+0.00323071j 0.00113148+0.000128348j 0.00147417+0.00446046j 0.00450758-0.0158655j -0.00505764+0.00602695j -0.0114927-0.0126088j -0.00586633-0.0133157j 0.00992727-0.00310789j 0.0064513+0.0100159j 0.0030175-0.00240951j -0.00354401+0.00804041j 0.0153004+0.0059444j 0.00352913+0.00536865j -0.00972997+0.00405924j -0.00134268+0.00606151j 0.0127-0.000775068j -0.00522043-0.00423339j 0.0085994-0.00829078j -0.014756+0.0112698j 0.00421974-0.00894389j -0.000224489+0.00110642j 0.000426969+0.00599638j -0.00289412-0.005271j -0.000507067-0.0102697j -0.00464976+0.0069298j 0.010929-0.00754327j -0.000554552-0.0126832j -0.00902547+0.00716753j 0.00420546+0.00726571j 0.00099995+0.00659794j -0.00182586-0.00908513j -0.00233571-0.00247354j -0.0140612-0.00405703j 0.0026932+0.00131525j -0.0191274-0.0100776j -0.00130605-0.00946852j 0.000559542-0.0079893j 0.0109761+0.0101381j 0.00971859+0.00367792j 0.00705039-0.00954676j 0.00350423+0.00548219j -0.000293321+0.00549224j -0.00710506-0.00073376j 0.00888036-0.00179906j 0.0055746+0.0118164j 0.0166985+0.0106711j 0.00355992+0.0238246j -0.00678824+0.00926944j -0.0160913-0.00173845j 0.0079338+0.0074398j -0.00692813+0.0179368j -0.00954357+0.0323854j 0.00832252-0.00624617j -9.16849e-05-0.00741349j -0.020936+0.00957826j 0.00311101+0.000966564j 0.00963201-0.0192197j -0.0043119-0.00654785j -0.00341042-0.0157561j -0.00391419+0.0214593j -0.00764305+0.00418391j -0.00644584-0.00296906j -0.0060093+0.0140943j -0.0041827-0.00289657j 0.0113807+0.00802024j 0.0109437-0.011241j 0.00118062+0.0160304j 0.0220588+0.00737757j -0.00775516+0.00796892j -0.00294936+0.00737311j 0.00833428-0.00517141j 0.0102986-0.00409859j -0.0112562-0.00194633j -0.00592971+0.00729697j -0.00176489-0.00828525j 0.00595638-0.0103514j -0.00736826+0.00691126j -0.0073837-0.0067824j 
0.00601006-0.00720398j -0.00423615+0.00113047j -0.00808531+0.00556264j -0.00359171+0.00427753j -0.00930403-0.00949041j 0.00707143+0.00931323j -0.00340255+0.00406914j -0.00416291+0.00949714j -0.0123634-0.00493579j -0.00594113+0.00307706j 0.0039341+0.0152065j 0.000133046-0.00528485j 0.00223757+0.0037968j 0.00136543+0.00249734j 0.00834946+0.0105756j -0.0039915+0.000106637j -0.0134009+0.00333227j -0.000901394+0.013742j 0.00591787+0.0180975j -0.00340684-0.0147762j 0.0185673-0.00751803j -0.0205463-0.0112998j -0.0119632-0.00723579j 0.00692792-0.0138634j 0.0140448-0.00264641j 0.00187355+0.0153322j -0.0213636+0.00339921j 0.0106216+0.0174352j -0.0138664+0.00522093j 0.0153542+0.0168591j 0.00715691-0.0187567j -0.00240525+0.0229982j -0.000193714+0.0304089j 0.00246145-0.00963015j -0.00555693-0.0103349j -0.00845037+0.0085399j -0.00915294+0.0055864j 0.00251453-0.00729291j -0.00939543+0.0126189j -0.00385875+0.00720147j 0.00345885+0.00843663j 0.00966381+0.0189094j -0.0132356-0.0116352j 0.00720275+0.0139605j -0.00323196+0.0265465j 0.00826607+0.0154257j 0.00568223-0.0175145j -0.0288944-0.020552j -0.0164547-0.0166282j 0.0136629-0.00707736j 0.0237292+0.011103j 0.019037+0.000131176j -0.00756189+0.0200793j 0.0206017+0.0506071j -0.000487346+0.0527343j 0.0218094+0.00391745j 0.0244456+0.0138426j 0.0320334+0.066876j 0.00356947+0.0552803j 0.0179543-0.0196374j 0.00326075-0.00426894j -0.0256623-0.0339218j -0.0174705+0.0167747j -0.0135557-0.0146883j -0.0145545-0.00885863j -0.0223362-0.0622659j 0.0269207+0.0201801j -0.0125882+0.0216923j -0.0250576-0.0171646j -0.0251109-0.0275322j 0.0174513+0.0237443j -0.0330922-0.0249045j -0.015943-0.00594389j -0.0335746+0.0081592j -0.0041429-0.00314284j -0.0147764+0.0367343j -0.00329227+0.0269293j -0.00102455-0.0185931j 0.0165025+0.000266313j 0.00709013-0.0165411j -0.0214606-0.0332349j 0.00533907+0.0111434j 0.0136597-0.00186072j -0.0255975-0.00259154j 0.0311973+0.011072j -0.00221913-0.0108158j 0.00230505-0.00402873j -0.00771506-0.00444721j -0.00964713-0.00355492j 0.0144595-0.00722046j -0.00666535-0.0190212j 0.00562742-0.000424901j 0.00446977+0.00314924j 0.00732412-0.00891224j -0.0101351-0.00126616j -0.00415862+0.00918217j 0.00751159-0.0140827j 
0.00200611+0.00372664j -0.00163158+0.00410756j 0.000357394+0.0162406j 0.00836649-0.00376039j -0.00884137-0.000326944j -0.00462462-0.0174387j -0.00668064+0.00827003j 0.00801673+0.010108j -0.00962245-0.0029521j -0.00958777+0.0069685j 0.00116496-0.00680466j 0.0242422-0.00890476j -0.00135443+0.0150981j 0.0113654+0.0108032j 0.00479055-0.0025667j 0.00485487-0.00893035j -0.00908604+0.00144036j -0.00233007-0.000893421j -0.012518+0.00130416j 0.00862291+0.00187408j -0.00584287+0.00221573j 8.61518e-05-0.0114946j -0.00315774-0.00545051j -0.00805966+0.000479977j -0.0148101-0.00392023j 0.0205342-0.0130771j 0.00260205-0.00453879j -0.00510931+0.00455529j 3.16222e-05-0.0189787j 0.00398119-0.00668623j -0.00023046+0.00609344j -0.0161023+0.00487543j -0.00145631+0.00966986j -0.00783073-0.00131439j -0.00723385+0.00657322j 0.00742539+0.0060473j 0.00335246+0.00148805j 0.00298089-0.00390958j -0.00447733+0.00204367j 0.000821849-0.00584753j -0.000327049-0.00297809j -0.00542594-0.00479452j -0.00238777+0.00354107j -0.00923596-0.00953818j -0.00174503-0.00954033j 0.00212485-0.000511011j -0.00086925-0.00493803j -0.00547017+0.00333431j 0.0145245+0.00468307j 0.000165839+0.00524488j -0.0155851-0.00420672j -0.0152469+0.00142177j 0.00807611+0.00206637j -0.0102449-0.00269991j 0.0045108-0.0131958j -0.00414191-0.0061531j -0.00294832+0.00812441j -0.00413559-0.0119254j -0.0032268-0.0158127j 0.00809994+0.00790553j 0.000140794+0.00517316j -0.00158175+0.01142j -0.011076-0.0169174j 0.00392227-0.00243655j 0.00646626+0.00507718j -0.00469762+0.00786597j -0.0063255+0.0106999j -0.0038349+0.0175521j 0.0189232-0.0154658j -0.00429154+0.00880146j -0.012462-0.00184501j 0.0127109-0.0111184j 0.0172245+0.0320923j 0.0194805+0.0235202j 0.0111578+0.00114828j 0.0127145-0.0110194j -0.0161314-0.000544802j 0.0116749-0.000637264j 0.00645972-0.00889275j -0.0054204+0.00370585j 0.0101586+0.00769964j -0.000375344+0.00231513j -0.0033058+0.002101j -0.00800223-0.00881322j -0.0126278-0.00345171j 0.00256816-0.000323155j -0.00334745+0.0112417j 0.00259148-0.00173923j 0.000445068-0.000648724j -0.00523362-0.00212193j 0.000226977+0.00123137j -0.00315076+0.00610681j 4.05399e-05-0.0030588j 0.00266238-0.00290625j 0.0039277+0.00169986j 0.00211504-0.00242067j -0.000490391+0.00402631j 
0.00270064-0.00226492j 0.00750597-0.00892789j 0.00680329-0.000575358j 0.00243423-0.00342791j 0.0068072+0.00222865j -0.0179233-0.0128182j -0.00558366+0.0117715j -0.00118118+0.000814196j -0.00170645-0.0127955j -0.0100687-0.00474744j -0.0142154-0.018391j 0.0237437-0.0141467j -0.00780332+0.00224903j -0.00202113+0.00602379j -0.0133992-0.0150497j -0.00597659-0.000347515j -0.000321738-0.00232924j 0.0166022-0.00800753j -0.01185-0.0153249j 0.00705845-0.000399429j 0.0129312+0.000518944j -0.0107071-0.0158712j -0.00162712-0.00628912j 0.00687443+0.0100581j 0.00699377+0.00597507j 0.000873951+0.00947887j -0.000694069-0.00676078j -0.00264396-0.00611618j 0.00386363+0.0126794j -0.007284-0.00601644j -0.00568964+0.0133018j -0.00263063-0.00331661j -0.00227876-0.0015146j 0.00472705+0.00374437j -0.0148896+0.0153507j 0.0162316-0.00128321j -0.00657219+0.0116954j 0.000758687-0.000471727j 0.00495338+0.00394982j 0.0141916+0.00251577j 0.00701978-0.00764996j 0.018402+0.00924405j -0.0149451+0.000872022j 0.00860573-0.00473732j 0.0158216+0.0107608j 0.0134649+0.00573528j -0.000763423+0.00445883j -0.00995062+0.00278414j -0.0160502+0.0140987j 0.0201592-0.00514305j 0.0116043+0.0160138j -0.0277755-0.0187846j 0.0425247+0.00862441j 0.0212643+0.0444968j 0.00586312+0.003764j 0.00542761-0.0033099j -0.00463071-0.00130666j 0.00110932+0.00260573j -0.00231991-0.0449775j 0.00872603+0.00261265j 0.0140497+0.0218359j 0.0207799-0.00377745j 0.00450306+0.0347615j 0.0192384-0.0158872j -0.00637232-0.00147509j -0.00431055-0.0175402j -0.0201194-0.00870824j -0.00926295+0.0106998j -0.00835498+0.0316496j -0.0317535-0.000149519j 0.0213653+0.0177522j -0.0375079+0.011336j -0.0102516-0.00456869j -0.0296758-0.00785795j 0.0121245-0.0082031j -0.00529817-0.0150282j -0.0114912+0.00992858j 0.00372856+0.0132071j 0.0284442+0.00882009j 0.00111825-0.00498847j -0.020442-0.0329304j -0.000138932+0.0263937j -0.0056035-0.0173009j -0.0267524+0.0188178j 0.0274508-0.0314085j -0.0270081+0.00237831j 0.0107444-0.00290215j -0.0101231-0.00326998j -0.00343978+0.00582633j 0.0157036+0.0124919j -0.0132239-0.00868694j 0.00236955+0.00551425j 0.00443355-0.00968479j -0.00183364+0.00384836j -0.0119972-0.00310091j -0.000842782+0.00997908j 0.00195429-0.000132391j 
0.000630072+0.00512221j -0.00148024+0.00524222j -0.00123972-0.00292778j -0.00726517-0.00606784j -0.0108837-0.00465965j 0.00268998+0.00053677j -0.0232999+0.00443782j 0.00995012+0.00690955j -0.00320179-0.00548305j -0.00259226+0.00905084j 0.00732378+0.000342905j -0.000986089+0.0203477j -0.00206085+0.00412395j -0.00513083-0.00160274j 0.00438603-0.0035874j -0.00464281+0.0040507j 0.00738584+0.004453j 0.00637219-0.00482033j 0.00162724-0.00937498j -0.00636023+0.000955447j 0.00723084+0.000215291j 0.00232956+0.00446662j -0.00845033-0.0168861j -0.0044288-0.0052494j 0.0246517-0.00149287j 0.0219359+0.00589332j 0.00871502-0.0406977j 0.00305466-0.00183428j 0.00554631+0.00399498j -0.00790908-0.00181518j 0.0117911+0.000619333j -5.04827e-05+0.0112136j 0.0119269-0.011906j -0.0202362+0.00154122j 0.00909298+0.00216215j 0.00670927-0.00132151j 0.00645842-0.00325844j 0.00862532-0.00204335j 0.00168034-0.0106447j 0.0119574+0.000296502j 0.0035065-0.0138555j -0.00666193-0.00812089j 0.0126495+0.011561j 0.00714569-0.0133755j -0.00263055-0.0083482j 0.00345939-0.00374664j -0.00839742+0.00616829j 0.0199768+0.00929206j 0.000941731+0.00432411j -0.00958005+0.0197504j -0.0176634-0.00505342j 0.0102769-0.00656198j -0.00746047-0.00820763j -0.0103009-0.0286285j -0.00347077-0.0203996j -0.0319084+0.00944691j 0.000173781+0.00255442j -0.0164183-0.0282053j 0.00395521-0.0152234j -0.00052277-0.00702266j -0.0294365+0.000762919j -0.00460205-0.0114456j 0.0070606-0.0131368j 0.0118547+0.00388097j 0.0216077+0.0165334j -0.0207925+0.00081977j 0.0275566+0.00871645j 0.0638426-0.0141392j -0.0302109+0.00884021j 0.00374022+0.0037262j 0.0381335-0.0169134j 0.00711822+0.0279153j -0.0139146-0.0110792j -0.00767935+0.00442618j 0.0113479+0.00244258j -0.000506558-0.0240916j 0.0123284-0.0328198j -0.0163227+0.0150013j -0.0137972+0.0127087j 0.00943584-0.00731223j 0.00680746+0.00152474j -0.00219755+0.00595618j 0.0162799+0.0144052j -0.0202884+0.0066729j 0.0172315+0.000923474j -0.00226877+0.00454173j 0.00339079+0.00446154j 0.00354211+0.0102612j 0.00144435+0.00612667j 0.00144032-0.00871749j 0.00621129+0.000106491j -0.000796371+0.0030894j -0.0020418-0.00498416j -0.000430899+0.0123498j -0.00526805+0.00905865j 0.00255472-0.0104993j -0.0045447+0.00937721j 
-0.00959592+0.000513147j 0.00394563-0.00477011j 0.00525838-0.00698109j 0.000113493+0.00841408j -0.00291406+0.00325041j -0.00330517-0.0187511j -0.00441622-0.00710461j -0.00833673+0.0209694j -0.0126532+0.00397331j -0.00434975-0.00962213j -0.00233042-0.0094044j 0.00594747-0.00777413j -0.018551+0.00305736j -0.01331-0.0115581j -0.0209654-0.000650817j -0.00501628-0.0131608j -0.00763269-0.000562739j -0.00937061-0.00572626j -9.47284e-05+0.0111523j -0.00234973-0.00179133j -0.00801192+0.00310992j 0.00146463+0.0200532j 0.00977833+0.00830418j -0.00403787+0.00626384j -0.0157768+2.65899e-06j -0.00475717-0.00107855j 0.0103574+0.0218085j -0.0145726+0.00254919j 0.00531684-0.00960162j 0.0281373+0.0199861j 0.00245968-0.00890851j -0.000639415-0.00811919j -0.00926387+0.0132259j 0.00117381-0.00625022j 0.00939895-0.0065607j -0.0144038+7.38284e-06j -0.00315501+0.00576324j -0.00852105+0.00564788j 0.00615623-0.0021031j -0.00645054-0.00433807j -0.00567185+0.00990649j -0.00363855-0.00334439j 0.00680721-0.00632293j -0.00990086+0.0156376j 0.00506772-0.00835809j -0.00859228-0.00854716j -0.00234311-0.00517574j -0.0220889-0.00765353j 0.0158799+0.000793162j -0.00290179-0.0161874j -0.0106652-0.00710743j 9.93097e-05+0.00312306j -0.0292944-0.00928252j -0.0201288-0.00165907j -0.0048488+0.00656703j -0.0125618+0.0107458j -0.0096331+0.00180257j -0.00407336+0.0201852j 0.00154961+0.0304569j -0.00977069-0.000354238j -0.0204177-0.0210984j -0.0323751-0.0151816j -0.0013052-0.0151072j -0.030452-0.00281866j -0.00754047-0.00122485j -0.0221783+0.0138392j 0.00639025+0.0118234j 0.00505481-0.0035874j 0.00143372-0.0146662j -0.00363089+0.00487018j -0.0113825-0.0227532j -0.0065+0.0018218j 0.000377119-0.0029668j -0.00339584+0.00124982j -0.000960301+0.00149977j 0.00150533+0.0103388j 0.00513441+0.0019651j 0.00872737-0.0189745j -0.00611153-0.0158547j -0.00496593-0.000174377j 0.0152105+0.00777271j -0.0115193-0.0194684j 0.000147854-0.00284619j -0.00107772-0.00671649j -0.013407+0.013543j 0.00245828-0.00259753j 0.00883539-0.00110943j -0.00135888-0.0121912j -0.00857143-0.0135872j -0.00589179-0.006304j -0.00270585-0.00362915j -0.000435232-0.00493969j 0.00439374+0.000917047j 0.000173138+2.18244e-06j 0.00475441-0.00531263j 0.00724496-0.00256433j -0.00242761+0.00259879j 
