-0.119088+0.230576j -0.266255-0.116104j 0.0145797-0.198292j 0.154772+0.0597679j 0.0911189-0.141137j 0.000531861+0.158451j 0.209965+0.089731j 0.0400066-0.0854248j 0.142646+0.139785j 0.0565039+0.0299943j 0.0196377-0.135133j -0.0855585-0.0765987j -0.0168634-0.173866j -0.0474891+0.0151022j -0.0888397+0.0100715j 0.0641155+0.0278169j -0.13014+0.0911703j 0.0510636-0.24788j 0.0334734+0.0544753j -0.121363+0.0193833j 0.162407-0.0703072j -0.142081+0.0285777j 0.00250482-0.048161j 0.0581233+0.132789j 0.0320619+0.043567j 0.19577-0.0978956j -0.140487-0.248233j -0.193711-0.168109j -0.204537+0.160625j 0.0373306-0.193687j 0.196032+0.030854j -0.00607025-0.0640732j 0.0583827-0.00239382j -0.0369262+0.0208852j -0.00663305+0.0404757j -0.00683035-0.0423604j 0.0533038-0.00306367j 0.01187+0.0238575j -0.00469123+0.000296758j -0.0245885+0.00307028j -0.00339294+0.00289248j -0.0123192+0.0101963j 0.0183451+0.0205664j -0.00110788-0.0179522j -0.00378675+0.00628954j 0.0143225+0.0100462j 0.00140722+0.00361831j 0.00387948-0.0092248j -0.00944934-0.0164457j -0.020265+0.0098377j -0.0177392-0.00137026j 0.0042007+0.0114005j -0.0061549-0.0119361j 0.00553792-0.008061j 0.00464151-0.0368231j -0.00649479+0.000791032j 0.00210307-0.0072425j -0.000401267-0.00774246j -0.0341078+0.00913793j -0.00884165+0.0082053j -0.0130378-0.0162531j 0.0024947-0.00605673j 0.028301-0.0179091j -0.0221219-0.012532j 0.00566409-0.00168699j 0.00433637+0.00397884j 0.0124596-0.0210733j -0.0466709-0.0241062j -0.0216695+0.0333959j 
0.00174918-0.000285311j -0.00136562-1.52613e-05j 0.0011228-0.000332574j -8.25881e-05+0.000340537j -0.00016591-0.000211202j 0.000202875-6.561e-05j 0.000608798+0.000642451j -0.000607966-0.00133259j -3.72559e-05-0.000164832j 0.00130036+0.000986018j -0.000382048-0.000323458j -0.000255055+0.000266341j -0.000734386-0.000305503j 0.000906944+9.84679e-05j -0.00133467-7.29928e-05j 0.00063736-0.000768678j 0.000308576-0.00291756j 0.000102934+0.000345913j -0.000421167-0.00165464j 0.00206916-0.000150348j 0.000138967+0.000844999j -0.00239406+0.00257382j -0.00277336+0.00284355j -0.000280715-0.000876309j 0.000472042+0.000709244j 0.00146195-0.00236704j 0.00217435-0.00161708j -0.00233547+0.000909534j 0.000155875+0.000150707j 0.000380352+0.000865455j 0.00163698+0.0030976j 0.00168311-0.000191815j 0.000200438-0.00314941j -0.00166028-0.000676851j 0.00102918-3.2637e-05j 0.00524032-0.00135679j -0.00301705+0.000738203j -0.0019334+0.000766198j -0.00220006+0.000424916j -0.00267357-0.00157412j -0.00192983-0.00101928j -0.000590027-0.00182093j -0.00274532+0.00021475j -0.00331819-0.0035878j 0.00252589+0.00219394j 0.00159474+0.00094542j -0.00224746-0.00122923j 0.00197336+0.00483492j -0.00270029-0.00125638j 0.00119221+0.00217233j 0.000520727-0.00479265j -0.00422731+0.00114682j 0.00410643+0.00249528j 0.000421948+0.00560873j 0.000870705+0.0060474j 0.00493888-0.00195371j 0.000635717-0.00146747j 0.00023285-0.00462614j 0.00105081-0.00218892j -0.0031295+0.00208838j -0.00308978-0.00124147j -0.00228921-0.00392586j 0.00174088-0.000868219j 0.00204219+0.00516611j 0.00089387-0.000568105j 0.00159424+0.00359523j -0.00402906-0.00737445j -0.00391184-0.00318257j 0.00411218+0.00480304j 
-0.00026977+0.00293252j 0.00298818-0.00307236j -0.000426508-0.00147325j 0.000668177-0.0017618j 0.000887889-0.00201232j -0.00396651+0.00182208j -0.00431345-0.00282904j 0.00128462+0.00222601j 0.00383386+0.00241943j 0.00383212+0.000775509j 0.00100913+0.00413568j 0.000827611-0.00060753j -0.00471082-0.00179887j -0.00225914-0.000372444j 0.00160777+0.00211983j -0.000309869-0.000160923j -0.0034612-0.00500812j 0.00157373+0.00124595j 0.00173805+0.00427368j -0.000946621-0.00236057j 2.64522e-05+0.00437528j 0.00269691+0.00143249j 0.000685846+0.000253465j 0.000883699-0.00465965j 0.00331071-0.00197523j -0.00112436-0.00106211j -0.00349707+0.00171882j 0.00415612-0.00186716j 0.00205946+0.000727601j -0.00279575-0.00324059j -0.00419485-0.00223703j -0.00211593+0.000550583j 0.00133905+0.00109985j -0.000618216+0.00432414j -0.00619729+0.000173122j -0.00272379+0.00212094j 0.00424546-0.00167461j 0.00341609-0.0010129j -0.00347711-0.000787712j 0.00262489-0.00240926j 0.00125469-0.000166487j 0.00295315-0.000545625j 0.00705658+0.00223941j 0.000340564+0.00412933j 0.00325909-0.00111825j 0.000971838-0.000140298j 0.00349103+0.0032816j -0.00413426-0.00360071j 0.00141586-0.000231713j 0.000542786+0.00233017j -0.00287087-0.00179011j 0.0033328+0.000430469j -0.00172713-0.00145611j 0.000258248-4.65683e-05j 0.00270813-0.00300258j -0.00195126-0.00347959j 0.0017673-0.000769987j 0.00313628+0.00391556j 0.0011933-0.00193324j 0.00149583+0.000897166j 0.00149769+0.00137089j 0.00334526+0.00278103j 0.00225705+0.00192998j -0.00351194-0.00382517j 0.00268521-0.00262596j -0.00606584-0.00446307j -0.00075535+0.0054379j 0.00734406+0.000642859j -0.0019406-0.00088064j 
0.00409779-0.00330679j 0.0022265+0.000345676j 0.00271652+0.00177277j -0.00223723+0.000790354j 0.000469082-0.000245118j -0.000912032+6.27107e-05j -0.000555854+7.03817e-05j -0.00113741-0.00145088j 0.000424775+0.000961629j 0.00169919+0.00160481j -0.00142213+0.00104682j 0.000785058-0.00024985j -0.000680478-0.000171874j 0.000683998+0.000134418j -0.00235716+0.000174964j 0.000650682-0.00163086j 9.07535e-05-0.00684606j 0.000114173+5.48673e-06j -0.00266185+0.000382339j 0.00363931-0.00275568j 0.00129808+0.00252155j -0.000646051+0.00581348j -0.00394661+0.00544247j 0.00105549-0.0013047j -0.000887363+0.000768397j 0.00203692-0.00367651j 0.00180975+0.000193859j -0.00327989+0.0023196j 0.00419651-0.00207045j -0.000871875-0.000945239j 0.00387805+0.00566993j 9.77556e-05-0.00349884j 0.00448421-0.00523467j -0.000934494+0.000350647j 0.00124132-0.000131948j 0.00752959+0.00257184j -0.00434109+0.000624939j -0.00210407-0.00124732j -0.00371205+0.00196501j -0.0024135-0.00122395j -0.000418511+0.0016421j 0.000282815-0.000685264j -0.00263719-0.00132258j -0.00653351+0.000181348j 0.0063443+0.0038808j 0.00116027+0.00166807j -0.00223899+0.000170588j 0.0035265+0.00405397j -0.00102443-0.00179208j 0.00588703+0.00369445j -0.00256768-0.0078354j -0.00249764+0.00313489j 0.00635002-0.00127784j 0.00492225+0.00215413j -0.000326845+0.00885354j -0.000367085-0.00461532j -0.00242129-0.00433069j 0.000991584-0.0050612j 0.00026435-0.00423259j -0.00340536+0.00250133j -0.00197404-0.0013929j -0.00290815-0.00489847j -0.00122682+0.00235088j 0.00187933+0.0050911j -0.00360199-0.00263038j -0.00384552+0.00580543j -0.000333304-0.00786848j 0.000274207+0.000629367j 0.0103731+0.00539052j 
0.000816692-0.00357841j 0.00449496+1.76493e-05j 0.000337576+0.00230321j -0.000795078+0.00122978j 0.00077066+0.00285791j 0.00216497-0.00146277j 0.000387319-0.000693372j 0.000587686+0.000728876j -0.00159368+0.0004274j -0.00331964+9.22225e-05j -0.000188291+0.000811503j 0.00118383+0.000650829j 0.0019985+0.000369055j -0.000442441+0.0001058j 5.22691e-05-0.0009058j -0.000274954+0.000291751j 0.00114442+0.00169814j -0.000344341-0.000531075j -0.00334199+0.00328277j -0.00198674-0.000699126j -0.00100463-0.00132533j 0.00306547+0.000838425j 0.00313247-0.00274414j 0.00147917+0.00268663j -0.0043225-0.000875144j 0.00165596+0.000223527j -0.00258347+0.0054348j 0.00354464-7.87943e-05j 0.00386392-0.00279627j -0.00182865-0.00338007j 0.00357863+0.00176292j -0.00175118-0.000979432j 0.00717594-0.00343041j 0.00227463-0.000143977j -0.0016299-0.000503196j 0.00120248+0.00173737j 0.00203536+0.00189568j 0.0012231-0.00383988j -0.000123228+0.0027636j -0.0038694+0.00154002j 0.00420497+0.00682154j 0.00399516+0.00177421j -0.00109778-0.000368434j -0.00160015+0.00160029j 0.0049251-0.00209608j -0.000362165+0.00389699j -0.000913197-0.000927133j -0.000216245-0.00469026j 0.00296302+0.00119009j 0.000292702+0.00544701j -0.0049341-0.00145442j -1.13756e-05+0.00538493j 0.000205271-0.0050604j 0.00640272-0.0101001j 0.00182528+0.00308402j -0.00524495-0.00094871j -0.00683834-0.00721062j -0.00338251+0.00495876j 0.00283632+0.00097357j -0.000964907-0.00111596j 0.00724708+0.000629572j 0.00126863-0.00665303j -0.00302174+0.00590624j 0.00313831-0.00399412j 0.00248455-0.00290363j -0.00620724-0.00460785j 0.00660158-0.00163119j 0.00968018+0.0105798j 0.003576+0.00154425j 
-0.000299498+0.00461467j -0.00384516+0.00284622j -0.00253773-0.000998059j 0.00198717+0.00115384j -0.000556846-0.000349786j -0.00299244+0.00131621j -0.000848264-0.000439309j 0.00071684+0.000251905j 0.00155488+0.000714745j 0.000793362-0.000849738j 0.000866422-0.00242356j -0.00130496-0.000695708j -0.000684113+0.000553137j -0.000277337-0.000529763j 0.00173886-0.00152747j -0.000396679+0.00212369j 0.000587158+0.00484939j 0.000393515-0.000475099j 0.0015491-0.00286424j 0.000182722+0.00250215j 0.000322048+0.00110049j -0.00131624-0.00436975j 0.000688654-0.00255798j -0.00146739+4.37715e-05j 0.000211699-0.00223715j -0.00170308+0.0018748j 0.00131299-0.00159667j 0.000890877+0.000727251j -0.0039783+0.00433789j 0.00466302+0.00198899j -0.00338097-5.4438e-05j 0.0014316+0.00204253j -0.00530734-0.000627654j -0.00205231+0.00254485j 0.00196736+0.00299234j 0.00268728+0.000595759j 0.00113297-0.000399251j -0.00145395+0.00274181j 0.00128528+0.000800727j 0.00266014+0.000254574j -0.00207969-0.00281235j -0.00118648-0.00145847j 0.000987408+0.000142512j -0.00300452-0.00476944j -0.00304174-0.000916527j 0.000631611-0.00215022j 0.000410255-0.000879708j 0.00131198-0.000407952j -0.000738464-0.00245888j 0.00069191-4.84123e-05j 0.00324539-0.0029577j -0.00249325-0.00413269j 0.00697694+0.00190342j -0.00133761+0.003793j -0.00349028-0.00554514j 0.00270861-0.00272434j 0.0055322+0.00157504j 0.00255794-0.00617969j -0.00038909-0.000450032j 0.000691925+0.000927136j -0.00219901-0.000615702j -0.00545124+0.00399816j 0.000148088-0.00054628j -0.00589227+0.00191521j -0.000521974-0.00237189j 0.00457199+0.00271941j -0.000295472-0.000637823j -0.00758207-0.00372521j -0.00237773+0.00440211j 
4.866e-05+0.00391858j -0.00321237+0.00261797j -0.000989489-0.00204682j 6.4042e-05+0.000797023j -0.00158957-0.000764957j -0.00309062+0.00169447j -0.000552312+0.00063656j 0.000427402-0.00041708j 0.00170508+0.000400357j 0.00304671-0.000666562j 0.000822467-0.00185401j -0.00143633-0.00119432j -0.0010445-8.74477e-05j -0.000997075-0.00013033j 0.000492888+2.06841e-05j 0.000864448+0.000734854j -0.000128394+0.00164406j -0.000295475+0.000515603j 0.00260009-0.00333786j 0.00219233-3.9766e-05j 0.000545462+0.00188779j -0.00294551-0.00226562j -0.000630949+0.000287592j -0.00154777-0.00201406j 0.00250672-0.0020547j -0.00166647+0.000902389j 0.00197867-0.00327841j -0.00132681+0.00129454j -0.00515664+0.00285292j 0.00427531+2.54612e-05j -0.00202036-0.00138304j -0.000923554+0.0014359j -0.00244685-0.000629336j -0.00375046+0.00470673j -0.000483207+5.68368e-05j 0.000910614+0.00242331j 0.000576174+0.00158391j 0.00111898+0.0010321j -0.00266296-0.000133029j 0.00364466-0.003231j -0.00136431-0.00254414j 0.000565395-0.00144401j 0.00572282-0.00055344j -0.00152479-0.000964626j -0.000262979+0.00296597j -0.00120781-0.00115157j 0.0012154+0.0023744j -0.00306257-0.000151057j -0.00152199-0.00112605j 0.000106691-0.000126459j 0.00019649-0.00142946j -0.00238305-0.000682208j 0.00124533-0.00267985j -0.00126149+0.00615611j -0.00145308+0.000683902j -0.000533331-0.00260292j 0.00220378-0.00234923j 0.00409395-0.00313069j -0.00133433-0.000664821j 0.00168131+0.0025447j -0.00134896-0.000585311j -0.00190482+0.000366045j 0.00211104+0.000739421j -0.00337648+0.000591714j 0.000791798-0.00256716j 0.00216434+0.00562522j -0.00364733+0.00174272j -0.00565432-0.00184313j -0.000374553+0.00229695j 
0.000459524-0.00419048j 0.000537068-0.000266646j 0.00184949+0.00122572j -0.00317082+0.00139448j 0.000222746+0.000630842j 0.000543-0.000538275j 0.00182003+0.000400247j -0.00288267-0.00250762j -0.00188249+0.00103468j 0.000875749+0.00140874j -0.00156876-0.00105178j 0.000458115+0.000243212j 0.00045289+0.00194233j 0.00223084-0.000411811j -0.00216335-0.000370849j 0.000852845-0.00217611j 0.000480131-0.00273431j 0.000384691+0.000694738j -0.00337634-0.0031135j 0.00233938-0.000304565j 0.000152149+0.00199794j -0.0015181+0.00465368j -0.00340887+0.00346001j 0.000830078+0.000280439j 0.00074282+0.00218361j 0.00253997-0.00353217j 0.00152224-0.00146037j -0.00574358+0.0027628j 0.000534331-0.00267972j -0.00182855+0.00226958j 0.00471145+0.000628456j 0.000877521-0.00470392j 0.00477696-0.0024237j -0.00110919+0.00135889j -0.00121161+0.00102611j 0.00363014+0.00314262j -0.00308193-0.000860877j -0.00183687+0.00110779j -0.000233155+0.00163575j 0.00143909+0.00173517j -0.0015133+0.000466764j -0.000362058-0.00292466j -0.00168096+0.00315079j -0.00422424-0.00220772j 0.00232198-0.00332785j -0.000750042-0.00246844j -0.00154334-0.00166287j 0.00464339-0.00161076j 0.000247056-2.65983e-05j 0.00349397+0.00302578j -0.000406332-0.00531043j -0.00422168+0.00150464j 0.00690026+0.00227516j 0.00802445-0.00119974j 0.00087688-0.00151035j 0.0033775-0.00609426j 0.00205724-0.000189391j -0.000641717-0.0024037j 0.00421419-0.000425711j -0.00012848-0.00254805j 0.00103203-0.00116574j -0.00272738-0.000157688j -0.00229942+0.000648857j -0.00397026-0.0023956j 0.00269987-0.00166602j -0.00618382+0.00150651j -0.00384125-5.54358e-05j 0.000856113+1.23603e-05j 0.00461624+0.000448926j 
-0.00148547-0.00293421j 0.00207449-0.000615083j -0.000547742+0.00149572j -0.000993481+0.00107227j -0.000326842+0.000984852j 0.000376283+0.00108708j 0.000134768-0.000549779j -0.00145733+0.000410607j -0.000479401+0.00188885j -0.00270754-0.000601103j -0.00100314-0.00166826j 0.000869412+0.000734331j 0.00244679+0.00141992j 0.00154458-0.00130835j -0.00162511-0.0015251j -0.000552552+0.00131014j 0.00356236+0.00378222j -0.00125954+0.00034254j -0.00244256-0.000492622j -0.000758536+0.00297352j -0.00044046-0.000480524j 0.000349169-0.00331595j 0.000236491-0.00239184j 0.000282403+0.00022736j 0.00146286-0.000226768j -0.000179047+0.00108724j -0.00105671+0.00128964j 0.00175436+0.000243581j -0.00152171-0.000364176j -0.00321639-0.00165031j 0.00322035-0.00246347j -0.00260178-0.00113948j 0.00470099-0.000232674j 0.000821982+0.000619344j -0.00390147+0.00275664j 0.000470296+0.000776453j -0.00306302-0.00110327j -0.00162649+0.00245383j 0.000563402+0.00242686j 0.000836543+0.00063348j -0.000482595+0.00198124j -0.000301664-0.000374508j 0.00209398+0.00303594j -0.00362076-0.000731962j 0.000621342-0.00609225j -0.00241424-0.000988068j -0.000984633-8.08943e-05j 0.00197376-0.00483872j 0.00271055+0.00260288j -0.00304709-0.00304893j -0.000537255+0.000881889j 0.000718001+0.00413935j -0.00332713+0.0031106j 0.00136758-0.00369569j -0.000924733-0.00104622j 0.00708069+0.00122786j 0.0014406+0.00776281j -0.0024818+0.00801119j -9.47722e-05+0.000755296j -0.00254615-0.00299958j 0.002608+0.00274315j 0.00587188+0.00326042j -0.000491462+0.00324075j 0.000289656+0.00261445j -0.000659263+0.00331749j -0.00136578-0.00559058j 2.22441e-05+0.00312586j 0.00442819+0.00335673j -0.00130398-0.00497804j 
0.00188054+0.00521628j -0.00140107+0.00427165j -0.00197883+0.000272219j 0.00150595+0.00118771j -0.000933427-9.85388e-05j -0.00554457+0.00316627j -0.00294105-0.000742008j 0.00409506+0.000191665j 0.00394593+0.00117367j 0.00122542-0.00203225j 0.0024972-0.00228443j 8.81489e-05-0.0012286j -0.00256846+0.000546048j -0.000911542+0.000487573j 0.00301532-0.00263642j 4.88099e-07+0.00222665j -0.000423495+0.00596714j -0.000441124-0.00184082j 0.00173759-0.000423756j -0.000969956+0.000321814j 0.00130384+0.00336852j 0.00202228-0.0045891j 0.00404784-0.00469673j -0.000895575+0.00076522j -0.00165685-0.00502751j -0.000470108+0.00378025j -0.000226953+0.00203365j 0.00394935-0.0017841j -0.000439172+0.00436902j 0.00576672-0.0011847j -0.00252412+0.00147257j -0.00123064+0.00121556j -0.00265063-0.00135541j -0.00411912+0.00459003j 0.000394627-0.000244747j 0.00255548+0.00343891j 0.00194425+0.00144112j 0.000886671-0.000356875j 0.00175619-0.000247607j 0.00134497+0.0010021j 0.000811917+1.64946e-05j 0.000955284-0.00123357j 0.00321669-0.00284398j -0.00153848-0.00299527j -0.0036689-0.00302701j -0.00373316-0.000974724j 0.00267435-0.00138018j -0.000169939-0.00376938j 0.0007541-0.000273902j -0.000596851+0.000886216j 3.2139e-05+0.000973053j 0.000495999-0.000414997j 0.00297155-0.00402251j 0.00264826-0.00693788j -0.00341096-0.00941801j -0.00592611-0.00160645j -0.00262494-0.00242091j -0.00275708-0.00265228j 0.00303044+0.00402703j 0.00256983+0.000408377j 0.00298151+0.000244639j -0.00298259+0.000609164j -0.00491119+0.00534542j -0.00619426-0.00775574j 0.00564582-0.00392734j -0.0017718+0.0022283j 0.00466827-0.00394938j -0.00184102+0.00405427j -0.000519641+0.00704814j 
-0.00106162+0.000160049j -0.00255877+0.00299357j -0.000739803+0.00194975j -0.000106862+0.00188258j -0.000831408+0.000969514j 0.000320821-0.000676663j 0.00287048+0.00192556j 0.000707641-0.000347832j -0.0012775-0.00172673j -0.00172199-0.00158256j -6.35398e-06-0.00318897j -0.000633232-0.000474591j 0.00290953+0.000361874j -0.00052897-5.17735e-05j -0.000275935-0.000778192j 0.000779615+0.00119402j 0.00314181+0.00511992j -1.25162e-05-0.00172943j 0.000198997-0.00273647j 0.00164345+0.00203754j -0.000634401-0.00207779j -0.00223194-0.00182539j 0.000784113-0.00136327j -0.00190967+0.00344483j -0.00262904-0.000667031j -0.000100794+0.00208943j 0.00306811-0.000799369j -0.00150701+0.00116103j -0.00503033+0.00202248j 0.00284537+0.000232558j 0.000819236-0.00349992j -0.00102225-0.00177734j -0.00103415-0.00119328j -0.00129311-0.000793822j 0.0029836-0.0021495j 0.000183547-0.000533007j 0.00304701+0.00164566j 0.000457317-0.000774591j -0.000432033-0.0011396j 0.00050025+0.000292126j 0.0017694-0.000812341j -5.65687e-05+0.000586251j 0.00306746-0.00217413j 0.00303089+0.0034129j -0.00400371+0.00396277j -0.000186643+0.00177977j 0.00150107+0.00189402j -0.00223221+0.000522612j 0.0014425-0.000824703j 0.00400762+0.00261109j 7.11454e-05-0.00172958j 0.00295717-0.00184016j 0.000336833-0.00561516j -0.00157996-0.000732768j -0.000974538-0.00490499j -0.00760393-0.00219401j 0.000911806-0.00372185j 0.00297289-0.00130186j -0.000853064-0.00105778j 0.00413923+0.00208053j 0.000952268+0.00219975j -0.00336594+0.000314415j -0.00195346+0.00146599j -0.00205119-0.00423567j 0.00230385-0.00310287j -0.00418711+0.000683565j 0.00155034-0.000291007j 0.000353471+0.00241585j 9.86267e-05+0.00247223j 
0.00142515+0.00115532j 0.000370462+0.000199407j 0.000379134-0.000925304j 0.00071974-0.00101993j 0.000123328-7.99358e-05j -0.00102478+0.0008305j -0.00256454-0.000435559j 0.000709744+0.000902418j 0.00260092-2.35242e-05j 0.00164817+0.000168289j 0.000538153+0.00159586j 0.00115892-0.00041069j -0.00139574+0.000613958j 0.000426802-3.04613e-05j 0.00159287-9.37347e-05j 0.000600927+0.000416803j -0.00257837-0.00144746j -3.27376e-05-0.000894446j 0.000265647+0.00207629j -0.000565662-0.000848083j 0.00253934+0.00136508j 0.00232111-0.000829036j 0.00159985+0.000219417j 1.03147e-05-0.000417143j -0.000509254-0.00157446j -0.0012875-0.000161431j -0.00189699+0.00118391j 0.00185471-0.00113983j 0.00397868-0.000290964j 0.00177317-0.000255189j -0.00186841+0.00240493j 4.37724e-05+0.00057042j -0.0013005+0.00133542j -0.00101804+0.000979524j 0.00221688-0.00178924j -0.00138434+0.000974046j 0.00115865+0.00206167j 0.00218543-0.00195442j 0.000910275-0.00162512j 0.00010445-0.00064062j -0.000234676+0.000419977j -0.000710007-0.000294993j -0.0019753-0.00135521j 0.000726993+0.00231751j -0.00145598+0.00296937j -0.000666326-0.000843228j 7.4066e-05-0.00203208j -0.00222054+0.00192607j -0.00123288-0.000982289j -0.00020372-0.00015777j -0.000641276+0.00386124j 0.00134047-0.00311587j 0.00148587-0.0018386j -0.00124671-0.0011682j -0.000189889+0.000986073j -0.00610265+0.000229679j -0.00197704-0.00216417j -0.000127012-0.00177002j 9.13592e-05+0.000372534j 0.000778758+0.00361471j -0.00264359-0.0020339j -0.000562651-0.00209572j -0.00127165-0.00192266j 0.00196571-0.0007088j -0.0005503-0.000226984j 0.000669536+0.00316551j 0.0013433+0.000941388j -0.00182576-0.000360363j 0.00064593+0.00077946j 
0.00241148-0.00402756j 0.00108004+0.0006131j 0.00046971-0.000825515j -0.00185146+0.00131845j 0.000693472-0.00112749j -0.00270042+0.00382324j -0.00404813-0.0023625j -0.00419078+0.00107694j 0.0025449+0.00390672j 0.000172093-0.000435348j -0.00212788-0.00116789j 0.000979546-0.000714121j 0.00294977+0.00291793j 0.000495972-0.00292277j -0.00400253-0.00130995j -0.00163899-0.000700161j 0.0025201-0.000682607j 0.000298325+0.000811047j -0.00350798-0.000813684j 0.00346293-0.00069599j 0.00443208+0.00250999j 0.000467915-0.000325049j -0.0033678+0.00367108j -0.000140593-0.00374441j 0.00325074-0.00323032j -0.00161159-0.00109445j -0.000286308-0.000552682j -0.0019441+0.00295983j 0.00171601-0.0020135j -0.000252466+0.000305049j 0.00383248+0.00327389j -0.00306833-0.000570261j 0.00192694-0.00208787j -0.00022129+0.00577582j -0.0020604+0.00136313j 0.00264892+0.00542088j -0.00251286-0.00151177j -0.00291973+0.000415841j 0.00517698+0.00465679j 0.00118469+0.00409657j -0.00205463+0.00162106j -0.00442343+0.0012187j 0.00426362-0.0018841j -0.00560263+0.0022768j -0.00167588-0.00336195j -0.00656369-0.0035009j -0.00288895+0.00283058j 0.00340031-0.00360502j 0.00446339-0.00110375j 0.000986916-0.00238347j 0.000900209+0.000969835j -0.0063227+0.00442928j 0.00261946-0.000620527j 0.00138589+0.000909504j -0.00706489+0.00073035j -0.000206698-0.000756779j 0.00552862-0.000251056j 0.00375456-0.00381339j -0.00585085+0.000469192j 0.00440672-0.00386388j 0.00426562+0.00376696j -0.00220643-0.00168545j -0.00711188+0.00179664j 0.000598079-0.00175945j -0.000334716-0.00348635j -0.000183905+0.00432996j 0.00109219+0.00365623j -0.00135503+0.00218899j 0.0035996-0.00373613j 
-0.000454446-0.000281326j -0.00253243+0.00465641j -0.00205609-0.000663307j -0.00464458+0.00317368j -0.00216667-0.00171131j -0.00123446+0.00161924j 0.00301917+0.00147897j -0.00183752-0.00207521j -0.00136083-0.000162836j 0.00136148-0.00292287j -0.00331495-0.0018017j -0.0028238-0.00225725j 0.00183333+0.0013315j 0.000202495+0.00132995j -0.000247874+0.000754749j 0.00237326-0.00253746j 0.000854844+0.000730357j -0.000517417+0.0029438j -0.00022361-0.00981938j 0.00350028-0.00447544j 0.00212749+0.0014167j -0.00626867+0.0021709j -0.00347896+0.00518988j -0.00447228+0.000307567j 0.00277119-0.001053j 0.000264197+0.00531778j 0.00410333-0.00590846j -0.010608+0.00628005j -0.0104006+0.0017668j 0.00341555+0.00308761j -0.000502004-0.00459397j -0.000586315+0.00408447j -0.00432242+0.000752667j 0.000109445-0.00107765j -4.73321e-05+0.000626566j -0.00369771+0.00302282j 0.00336663+0.000586065j 0.00195027-0.00143907j 0.000896186-0.000856782j 0.00155346-0.000985247j 0.00395946+0.000463067j 0.00319923+0.00120771j 0.00103541-0.00305601j 0.00311049-0.00100052j -0.00657595+0.00236677j -0.00157718-0.00208758j 0.00177892+9.97215e-05j -0.00606373-0.000996038j 0.00054888-0.00119836j -0.00796822-0.00200021j 0.0051866+0.00725078j 0.00113634-0.00648302j -0.0047097+0.000366812j -0.00572579+0.00335512j -0.00397008-0.00249696j 0.00145087+0.00462983j 0.00136995+0.00172941j 0.00357653+0.0030966j -0.0025022+0.0031974j 0.00130946+0.00216461j 0.000627322-0.00463791j 0.00064955+0.00125862j 0.00128066-0.000318189j 0.00267905-0.00380348j 0.000415372+0.004683j 0.00932393-0.00194754j 0.00614881+0.00755887j -0.00549706+0.0053918j -0.00786822-0.00507199j 
-0.00241721+0.00377031j -2.75074e-05-0.00166242j -0.00395857+0.000523914j 0.00327691-0.000138017j -0.000830711-0.000548104j -0.00137223+0.000900418j -0.000199113+0.000315941j 0.000162613+0.00286196j 0.00262888+0.00153674j -0.000442026-0.000290816j 0.00114397-0.00091181j -0.000273082+0.0026247j -0.000863398-0.00126697j -0.00151674-0.00251334j -0.00136715+0.0023114j 0.000103224+0.00356011j 0.00442039+0.00437301j 0.00222505+0.00323097j 0.00174965-0.000660904j -0.00247843+0.00772911j -0.00521548-0.00041518j -0.00395538-0.00557615j -0.000219212-0.00505781j -0.0028037-0.00480458j 0.00512824-0.00249101j -8.3403e-05+0.000852697j -0.00136405+0.000484022j 0.00881127-0.00288585j -0.00881482+0.00545909j -0.00206743-0.00495724j -7.90541e-06-0.00223341j -0.00103516+0.0013875j 0.00118172-0.000150215j 0.00278938-0.00253308j -0.00136373+0.00373032j 0.00125281-0.00318129j 0.00205196-0.000597043j -0.000808891+0.00196162j 0.000550175+0.00185774j -0.00249368+0.00228543j 0.0023667-0.000321959j 0.00202279+5.58202e-05j 0.000672599+0.00199246j 0.00112022-0.00157769j -0.000849572-0.00564507j 0.00299756+0.00312645j -5.6594e-05-0.000395847j -0.00198728-0.0019704j 0.000319447+0.00181637j -0.00363098+0.00197002j 0.000913381+0.00123855j 0.00330836+0.000855054j -0.00334604+0.00227213j -0.00132383-0.0028784j 0.00224676-0.00167757j 0.00578354+0.00248342j 0.000204275+0.00277756j -0.00117041+0.0086754j -1.8719e-05+0.000365407j -0.000735968-0.000525502j 0.00374296+0.00219536j 0.001221-0.000797067j 0.00275044+0.00131687j 0.0022667+0.000523045j 0.0014773+0.00152108j 0.00149057-0.0101276j 0.00528559+0.000451685j 0.00547089+0.00440251j -0.00639584+0.000338141j 
