-0.119088+0.230576j -0.266255-0.116104j 0.0145797-0.198292j 0.154772+0.0597679j 0.0911189-0.141137j 0.000531861+0.158451j 0.209965+0.089731j 0.0400066-0.0854248j 0.142646+0.139785j 0.0565039+0.0299943j 0.0196377-0.135133j -0.0855585-0.0765987j -0.0168634-0.173866j -0.0474891+0.0151022j -0.0888397+0.0100715j 0.0641155+0.0278169j -0.13014+0.0911703j 0.0510636-0.24788j 0.0334734+0.0544753j -0.121363+0.0193833j 0.162407-0.0703072j -0.142081+0.0285777j 0.00250482-0.048161j 0.0581233+0.132789j 0.0320619+0.043567j 0.19577-0.0978956j -0.140487-0.248233j -0.193711-0.168109j -0.204537+0.160625j 0.0373306-0.193687j 0.196032+0.030854j -0.00607025-0.0640732j 0.0583827-0.00239382j -0.0369262+0.0208852j -0.00663305+0.0404757j -0.00683035-0.0423604j 0.0533038-0.00306367j 0.01187+0.0238575j -0.00469123+0.000296758j -0.0245885+0.00307028j -0.00339294+0.00289248j -0.0123192+0.0101963j 0.0183451+0.0205664j -0.00110788-0.0179522j -0.00378675+0.00628954j 0.0143225+0.0100462j 0.00140722+0.00361831j 0.00387948-0.0092248j -0.00944934-0.0164457j -0.020265+0.0098377j -0.0177392-0.00137026j 0.0042007+0.0114005j -0.0061549-0.0119361j 0.00553792-0.008061j 0.00464151-0.0368231j -0.00649479+0.000791032j 0.00210307-0.0072425j -0.000401267-0.00774246j -0.0341078+0.00913793j -0.00884165+0.0082053j -0.0130378-0.0162531j 0.0024947-0.00605673j 0.028301-0.0179091j -0.0221219-0.012532j 0.00566409-0.00168699j 0.00433637+0.00397884j 0.0124596-0.0210733j -0.0466709-0.0241062j -0.0216695+0.0333959j 
-0.00197801+0.00176136j -0.00110269-0.00405812j 0.00189576-0.00181413j 0.00212451-0.00205165j 0.00166217+0.00183484j 0.00392235-0.00377066j 0.00053123+0.0005133j -0.000818284+0.00134648j -0.00216278-0.000537131j -0.00135388+0.00178499j 0.00134895+0.000920151j 0.000425039+5.07116e-05j 0.00127805-0.00111829j -0.000861896-5.42604e-05j 0.00116488+0.000794647j -0.00227278+0.00111655j -0.00031025+0.000489216j -0.000424075-0.00270663j 0.00160339+0.00551525j -0.00174341+0.00288642j -0.00355764-0.00327795j 0.00375843-0.00217299j 0.00251087-0.00286875j 0.00379771+0.0033087j -0.00206695+0.00230584j 0.00044666+0.000586156j -0.00298165+0.00250608j 0.000211806-0.00527746j 0.00700399-0.00252846j -0.00320804+0.00257983j -0.0051512-0.000647259j 0.00208942+0.000916209j -0.000856419+0.00457819j 0.00133155-0.00121993j 0.00400685+0.000761866j -0.00400405+0.000955968j 0.00128075+0.000499599j 0.000287799+0.00386123j 0.00286363+0.000741693j 0.00504404-0.000429069j -0.000849003-0.0023121j -0.000455862+0.000943429j 0.000701872-0.000328366j 0.00366171-0.000993123j -0.00560325+0.00152791j -0.00147986-0.000286248j -0.000723574+0.00104069j -9.84145e-05-5.27948e-05j 0.00288648+0.000855938j -0.0036058-0.00148303j 0.00836394+0.00140877j -0.000870288-0.00629741j -0.000618966+0.00189539j 0.00151508+0.00515539j -0.0017821-0.00451037j 0.00462717-0.000907628j 0.0103009+0.00219672j 0.00580478+0.000672778j -0.00324989+0.00519209j 0.00362024-0.00321711j 0.0025087+0.00190678j 0.000826863+0.00490503j 0.00111374-0.00294583j -0.00269623-0.00259749j 0.000268681+0.00789747j 0.00628365-0.00326764j 0.0018902+0.0121895j -0.00277536-0.0035201j -0.0091989-0.0043115j 
-0.000399094+0.000743436j 0.00158408-0.00109146j 0.000270234+0.000782936j 0.00120819+0.00040734j 0.000926769+0.00101298j 0.000790066-0.00348804j 0.00280752+0.000332745j 0.00230726+0.00101959j -0.00140077-0.00308051j -0.00239126+0.000209862j -0.000226009+0.00158948j 0.000324957+0.000507905j 0.00121069-0.00205807j -0.000784974-0.000364053j 0.00111515-0.000276076j 0.00178455-0.00213442j 1.35181e-05+0.0020676j -0.000525753+0.000987953j 0.00341732+0.00211445j -0.00188122-0.00158405j -0.00329908-0.004044j -0.00112155+0.00187011j 0.00148628-0.00255365j 0.000735815+0.00143931j -0.0014179+0.00204899j 0.000634559+0.00145375j 0.00126211+0.00145498j 0.00352886-0.00125797j -0.00249908+0.000290137j -0.00203492-0.00343835j 0.000227345-0.000398243j -0.00203799+0.000974868j 0.00150002-0.00322326j 0.000378622-0.00171703j -0.000806411-0.00111476j -0.000669366-0.00231168j 0.00579249-0.00194856j -0.0015693-0.00338356j 0.0018231+0.000395733j -0.00563241+0.0019522j 0.00388998+0.00222177j -0.000531412+0.00141873j 0.00197716-0.00194532j 0.00465436+0.00374313j 0.00101513+0.00162151j 0.00148865+0.00285418j -0.00491792+0.000699405j -0.002674+0.00363953j 0.00371917+0.000406471j 0.000330912+0.00159488j -0.00301542+0.00237404j -0.000122977+0.0013896j -0.00562056-0.00471874j -0.00826205+0.00169569j -0.00177869+0.00112724j -0.00639017+0.00589373j -0.00180265-0.00204886j 0.00649586+0.00144401j -0.00400785-0.00235473j 0.00471096+0.000834854j 0.00575419+0.00479521j -0.00201568-0.00343907j 0.00149632-0.00157898j 0.00676209-0.000875306j 0.00364152-0.000154557j -0.00261589-0.00499954j 0.00492734-0.002529j 0.00720554+0.00395622j 2.4827e-05+0.000192839j 
-0.000220113+0.00168698j -0.00256655+0.00654007j -0.00212864+0.00287728j -0.00119305+0.000734405j -0.00273498-0.000188388j -0.000970461+0.00145833j 0.00177573+0.00210706j 0.00382177-0.00335269j -0.00155919-0.0038282j -0.00116209-0.00288971j 0.00104699-0.0031287j -0.00125421-0.000802249j -0.000290482+0.000592222j 0.0012615+0.00147778j 0.00218754-0.00301536j 0.00164993+0.00087606j 0.00145686+0.005339j -0.00208163-0.000488385j 0.000315592-0.00762095j 0.000207308+0.000321561j 0.00111724-0.00209899j -0.00435612-0.00286556j 0.000244452-0.00120305j -0.00321454+0.00321928j -0.00250117-0.000457614j -0.00156578+0.00459616j 0.00359829-0.00407312j 0.000314236+0.00278754j -0.00445509+0.00542458j 0.00837539+0.00247161j -0.00076075-0.0013452j 0.00208295-0.00140875j -0.00336638+0.000633002j -0.00326887-0.00246077j 0.00653615-0.00249851j 8.64135e-05-0.000516762j -0.00470941+0.00415394j -0.000609239-0.000249207j -0.000146447-0.00226348j 0.00161076-0.00274351j -0.00551132-0.00146964j -0.00431102+0.000878334j -0.00210162-0.00290654j 9.13714e-05-0.00184384j -0.0031415+0.00587119j -0.00316092-0.00271001j 0.00341721-0.000235958j 0.0029185+0.00334406j -0.00401572+0.00118805j 0.000849287-0.00305922j 0.00217818-0.00441871j -0.00642787-0.00140677j 0.00405212-0.000104725j 0.000958582+0.00320815j -0.000738836+0.00245941j -0.00398419-0.00295876j 0.000510562-0.00373932j -0.00164407-0.0109442j 0.00019829-7.2315e-05j 0.00093928-0.000484337j -0.00783212-0.00209838j -0.0036036-0.0010438j -0.00284388-0.00304193j -0.00099621+0.00449917j -0.00431363+0.000625757j 0.00573965+0.0123584j -0.00789758-0.0030094j -0.0140798-0.00467432j 0.00179299+0.00340102j 
0.0030555-0.00501753j 0.00184661+0.00175214j 0.00139554+0.00216293j -0.00107008+0.000525821j 0.00203406-0.00200765j -0.00102284+0.00244707j -0.00245158-0.00259766j 0.000597793-0.00075586j 0.000447091-8.00437e-05j -0.00327141+0.000148523j -0.000839501-0.000981975j 0.00063394-0.0019829j 0.00280034+0.00047114j -8.23755e-05+0.00118781j -0.00214291-0.00275658j -0.00165084-6.45549e-05j -0.000519932+9.83394e-05j -0.00194213-0.00423979j -0.00337833+0.00275888j 0.000173347-0.00546136j 0.00727763-0.000787762j 0.00480481+0.00173013j 6.88116e-05+0.00152356j 0.00155898+0.00271684j -0.00709254-0.000935604j 0.000678672-0.00146416j 0.00218329+0.00293832j -0.00328918+0.00231794j 0.00666392-0.00532776j 0.00115777+0.00178014j 0.00325935+0.00271933j -0.00245929-0.0036115j -0.000475695-0.00304226j -0.000791016+0.00229267j -0.00059092-0.00362537j 0.00417292+0.000887574j 0.000414482-0.00166358j -0.0013063-0.00280106j 0.00116227-0.00193472j -0.000506295+0.00430749j 0.000443172-0.000122436j -0.00200988-0.000538221j 0.000153299-0.00162686j -0.00100961+0.00264027j -0.00260551-0.000958084j -0.0011079+0.00102301j 0.00158894+0.000358274j 0.00164401-0.00499776j 0.000585152-0.00251228j 0.00781319+0.00199731j -0.00548045+0.000338252j 0.00192298+0.00245461j 0.00328038-0.00676906j 0.00204247-0.0100196j -0.00353736-0.00778212j -0.0116806-0.000845836j -0.00554421-0.00699271j -0.00320198-0.00320549j 0.00491118-0.00207131j 0.000857626-0.00265218j 0.00456899+0.00056377j -0.00612035+0.0004953j -0.00817375+0.00554962j -0.0068573-0.00756566j 0.00301344-0.0129955j -0.0107933+0.00404012j 0.00128365-0.0092773j 0.00559577+0.00244238j 0.0100846+0.00402644j 
0.000254845+0.000798772j 0.00145046+0.000606193j -0.000517924-0.000415295j -0.000568348-0.00120771j 1.08753e-05-0.00346679j -0.000537439+0.00127105j -0.00146343-0.00149483j 0.00348033-0.000745962j -0.000434118-0.00275626j -0.000509859-0.000243422j 0.00219859+0.000566286j -0.00190771-0.0030778j -0.000461434-0.002596j -0.00265323+0.00146055j -0.000292884+0.000738089j -0.00165099-0.000448872j -0.00222526-0.00147367j -0.000732055-0.00102503j 0.000405582+0.00124404j -0.00251904-0.00392095j 0.00419665-0.00279068j 0.00134418+0.00135996j -0.000234899+0.00103809j 2.03291e-05-0.000550844j -0.00295552-0.000750897j 0.00113778+0.00142212j 0.000436193+0.000162905j -0.00137572-0.000748888j 0.0024644-0.00132265j 0.000524624+5.91918e-05j -0.00180725+8.29204e-05j -0.000299605+0.00241762j -0.00264266+8.90261e-05j 0.000707414-0.00017913j 0.000446743-9.14335e-05j -0.000515945-0.00159834j 0.00158772-0.00084957j -0.00261347-0.00161225j -0.00136507+0.00191252j -0.000410435+0.000896522j -0.000907016+0.000353907j -0.000946326+0.00253522j 0.00695062-0.000103121j 0.00326039-0.000257225j -0.00180457+0.00181622j -0.00144726+0.00322079j 0.00183564+0.00697686j -0.00123505+0.000114647j 0.000470653+0.000745368j 0.00124538+0.00250348j 0.00568885-0.0049821j -0.00398956+0.00224028j -0.00431572-0.00418121j -0.00162706+0.000650646j -0.00168189+0.00154613j -0.000647845+0.000654128j 0.000637836-0.0038933j 0.00406282-0.00223091j -0.00235454-0.00197306j 0.00434013-0.00249691j 1.05252e-05+0.00384928j -0.00172817-0.00130251j -0.0025957+0.00175727j -0.00145121-0.00196347j 0.000419069-0.00318412j 0.00128252+0.000606029j -4.43893e-05-0.00296211j 0.000192624-0.00095976j -0.000361799+0.00124209j 
0.000690029+0.00203529j -0.00300953+0.0010253j -0.00046205-0.000450155j -0.000342382-0.000190352j -0.000185127-0.000541433j -0.000572187+3.30588e-06j 2.93775e-05+0.000398549j -0.00258952+0.000344728j -0.00273698+0.00269024j 0.00156329-0.00237135j 1.54972e-05-0.00077709j -0.00390524-0.00136764j 0.00311864-0.00196248j -0.00676959+0.000744069j -0.0034121+0.0042579j -0.00426054+0.00271163j 0.00477216-0.00240993j 0.00021297-0.000742829j -0.000376982-0.000598424j 0.00915813-0.000898913j -0.00313297+0.00231431j -0.00172256-0.000540742j -0.00133054+0.0035953j 0.000275238-0.000593448j 3.02457e-05-0.00176276j -0.00258996-0.000652757j 0.00328741-0.00171786j -0.00427413+0.00282248j -0.00332518+0.00170633j -0.00020701+0.00161092j 1.35181e-05-0.000880465j 0.000902944-0.000340163j 0.000623784+0.00167317j 0.00251032-0.000447607j 0.00489135-0.000652961j 0.00122991+0.000724161j -0.00221165+0.000861734j -0.00312802+0.0028472j -0.00150349+0.0072828j 0.000538611+7.83801e-05j -0.00453772-0.00246016j -0.00322005+0.00438529j 0.0042581+0.000111j -0.000343353+0.0019882j 0.000614715+0.00515167j -0.00134275+0.00322416j 0.00066574+0.0066341j 0.0028408-0.00184825j 0.000672509+0.000640595j 0.00491212-0.000175932j 0.00460427-0.00654531j -0.00652391+0.00188758j 0.000600187-0.00657405j 0.0043557+0.00148338j -0.00313988+0.00268667j -0.000513948-0.00259326j 0.00430421-0.00543144j 0.00571009-0.00622135j -0.00451606-0.00143621j 0.00352863-0.00170055j 0.000768342+0.00721961j -0.00017298-0.000182327j 0.00129272+0.00200624j -0.0039429+0.00151246j -0.00395103-0.000360827j 0.000861112+0.00611961j -0.00271338+0.00306697j -0.00587753-0.00295301j 0.000854045+0.000361098j 
5.94256e-05-0.00104957j -0.000223641+0.00279359j 0.00243811+0.00235875j -0.00133773+0.00146161j -0.00167865+0.00542517j 0.00185606-0.0027291j 0.00390475+0.00303111j -0.000762351-0.00414949j -0.00454543+0.00146184j 0.00597467+0.000145894j 0.00192176+0.000817849j -0.00131633-3.24739e-05j -0.00392887+0.0019107j 0.000966928+0.000571162j 0.00417511+0.000202118j 0.000523366-0.000433453j -0.00227086-0.00337607j -0.000613046-0.00116378j -0.00465269-0.00139489j 0.00265031+0.00267589j -0.00322677+0.00544765j 0.00450687+0.00136011j 0.00295845-0.0017255j 0.00394315+0.00858692j -0.00345879+0.00425972j 0.00269509-0.00298801j -0.000259775+0.00159477j -0.00617465+0.00122153j 0.00168248-0.00134089j 0.00303975+0.00249403j 0.0022062-0.00190016j 0.00249252-0.00443946j -0.000391495+0.00152828j 0.00143576-0.00200851j 0.0068263+0.000921473j -0.00147087-0.00445972j -0.00173541+0.00388079j -0.00101854+0.00101439j -0.00112997-5.42109e-05j 0.00228476+4.15497e-05j -0.00153084+0.000501078j 0.00146176+0.000513065j 0.000480763+0.00149844j 0.000386454-0.00424553j -0.00165632+0.000745765j 0.000430355+0.00261493j 0.00233827-0.00276441j 0.000700938-0.00515727j 0.0011405+0.00282288j 0.00537399+0.000937743j 0.00112073-0.00862178j -0.00207599+0.00161576j 0.000688733-0.00210992j 0.000871808-0.011607j -0.00161123-0.00431197j -0.000699349-0.00246614j -0.00152762-0.000270898j -0.00414698+0.000135035j 0.00804071+0.00147388j -0.00273913-0.00194353j 0.00182217+0.000412463j -0.000967842+0.0027274j -0.00256986+0.00518366j -0.00926825+0.00121588j -0.00105885-0.00307606j -0.00539471+0.00241993j -0.00209524-0.00387067j -0.000196898-0.000134016j 0.00310168+0.00295686j 
0.000511447+0.00243408j -0.000916854+0.000139601j 0.000455699-0.0010965j -0.00133015-0.000109334j -0.00103171+0.00118722j -0.00254632-0.000487114j -0.000200173+0.00104554j -0.00406013+0.00167699j 0.000170226+0.00277394j 0.00258099+0.000282208j -0.0031279+0.000472576j 0.00102013-0.00111872j 0.00225758+0.000571889j 0.00141339-0.00112565j 0.0023233+0.00198279j 0.00284508+0.000180979j 9.10397e-05-0.00130852j -0.000764375-0.00176925j -0.000377488-0.0028163j 0.00800138-0.000236555j -0.00157974+0.00438398j -0.000491238+0.000693266j 0.000795087+0.0035398j -0.00286885+0.00243697j 0.00180126-0.000376943j -0.004205-0.00157282j 0.00145865-0.00127947j -0.00313115+0.00281004j -0.00352946+0.00171529j -0.00157703-0.000339812j -0.000936938-0.00100001j -0.00217018-0.000391715j 0.00321835+0.00213378j -0.00179408+0.00493528j -0.00212602+0.00361469j -0.000115657+0.00246945j -0.00113307-0.000347937j 0.00249236+0.00391896j -0.00229082+0.00141143j 0.00830603-0.00428948j -0.00217965-0.000719837j 0.000151972-0.00259874j 0.000705739+0.000370148j -0.00056806-0.00255508j 0.00288034+0.0030621j -0.000221683+0.000146476j -0.00219937-0.00511403j 0.00401759+0.001386j 0.00545884+0.00203917j 0.00737274-0.0021537j -0.00660358-0.00315108j 0.00573055-0.00368934j 0.00700316-0.00193816j 0.00551199+0.0014237j -0.00166399-0.00944556j -0.00396894-0.00876963j 0.0062046+0.0044959j 0.00244862-0.000176761j -0.00268446+0.000934363j 0.000800435-0.00466322j 0.00216376+0.00592405j -0.00072093+0.00732392j -0.00208095+0.00600414j -0.0131383+0.00170659j -0.0029074-0.00293241j -0.00242507+0.00422391j -0.00494452+0.00602258j -0.0029332-0.00186877j 0.00153949+3.68371e-07j 
-0.000342602-0.00360063j 0.00158789+0.00241229j -0.00176593+0.00163796j -0.000961188+0.00269775j 0.000100927-0.000258254j -0.000595583+0.00368676j -0.00287092-0.0018811j 0.00104951-0.000601659j 0.00157809+0.0017096j -0.00220366-0.00166734j -0.000590214-0.00206399j -0.000234488-0.00214417j 0.00228808+0.00208042j 0.000873897+0.000343473j 0.000172313-0.00338589j 0.000314005+0.00289132j 0.000562702+0.00406399j -0.00371455-0.0035591j -0.00465052+0.00153557j -0.00110714+0.000355316j 0.00725969-0.000636173j 0.00405252-0.0054383j 0.00304821-0.00207338j -0.00099496+0.004939j -0.00505598-0.00384283j 0.000416984+0.00262417j -0.00114057+0.00389629j -0.00187027+0.000915623j 0.00344585-0.00253179j -0.000551362+0.00115068j 0.00096677-0.00125973j 0.000289944+0.000688076j -0.000600492-0.00188808j -0.000518928-0.00247896j -1.15668e-05+0.000742345j -0.000968278-0.00191297j 0.00180361-0.00016553j 0.000807684-0.00161865j -0.000764337+0.000175015j -0.00170141+0.000493739j 0.00408819+0.00117248j 0.00219187-0.00040321j -0.00270952-0.00227712j 0.00362685-0.000244342j -4.29926e-05+0.0020504j 0.000698272+0.000124927j -0.00194341-0.00408564j -0.00425558+0.00378898j 0.000726126+0.00128534j -0.00309925+0.00133055j -0.00187395+0.00388226j 0.00262098-0.000890561j -0.00247605+0.00151377j -0.00576834+0.00215789j 0.0014759+0.000574618j 0.000489817+0.00397553j -0.00351146+0.00231379j 0.000984839+0.00435338j -0.00140284+5.68141e-06j 0.00179011+0.00302875j 0.000133317-4.67418e-05j 0.000365386-0.00300103j 0.0022673-0.000885135j 0.00476374+0.000171367j 0.000451493+0.00141194j 0.000530537-0.00348604j 0.00422943-0.0024971j 0.0038501+0.00256717j -0.000208936-0.00103289j 
-0.000120479-0.00184131j -0.000597258+0.000628455j 0.000143197+0.001203j -0.000299175+0.00169887j -0.00158873+0.00239195j 0.000273829+0.00304361j -0.00183396+0.000516691j -0.0015097-0.00183831j 0.00203296+0.00468553j 0.00636189-0.00193758j 0.00321047+0.000406566j -0.000806431+0.000768674j -0.0052012+0.00351025j 5.08677e-06-0.000829369j 1.27206e-05+0.000245455j -0.00204791+0.00342825j 0.000151897-0.00331153j 0.00127501+0.00169458j -0.00589377-0.000343468j 2.31466e-05+0.00710926j 0.000419274+0.00703241j 0.00265655-0.00407218j 9.76924e-05-0.00191652j 0.00264251-0.000565268j 0.00214966-0.00138363j 0.00158881-0.00173302j -0.00350164+0.00125589j -0.000257277-0.000496449j 0.00213844+0.00125191j 0.00136882+0.000730351j 0.000333314-0.00225542j 0.00241743-0.00193872j -0.000571798-0.000251396j 0.000724893-0.000403349j 0.00093966+0.00205014j 0.000535668-0.00196206j -0.00298893+0.00208114j -0.00169741+0.000699605j -0.00618911+0.0024781j -0.000687958-0.00160943j -0.00189022+7.05941e-05j 0.00353759+0.000729188j 0.00921957+0.00464694j -0.00253563+0.000101171j 0.0018179-0.00171827j 0.00135986-0.000609713j 0.00670917+0.00534625j -0.00174182-0.00538511j -0.0030388+0.00334708j -0.00231373+0.0018641j 0.00428114-0.0104325j -0.00329554+0.00344742j -0.00211219+0.0020809j -0.000151856-0.00110552j 0.0043373+0.00409336j 0.00753109-0.00206915j -0.000435845+0.000897584j 0.00028684+0.00383377j 0.00507629-0.00423195j -0.00133242+0.00327771j -0.00564183+0.00180932j 0.0039518-0.000681651j 0.00425715+0.00156614j -0.000429285+0.00532177j -0.00242302+0.00180268j -0.00175144-0.00117578j -0.00280287-0.00246224j 0.00112859-0.00115991j 0.000620288+0.00131141j 
-0.000116414-0.00312373j 0.000862507+0.00062685j 0.00139252+0.00108906j 0.000442551+0.00160286j 9.13094e-05+0.00268845j 0.0025149-0.00123556j 0.00151749-0.000866163j 0.00171885-0.00395137j -0.00404252+0.0013556j 0.00162113-0.00522463j 0.00518784+0.000844355j -0.00317975+0.00233857j -0.00234216-0.000730414j -0.00541526+0.00430232j -0.000872727+0.00373315j -0.00213516+0.00158516j 0.000629668-0.00187803j 0.00156963+0.00336155j -0.00201168+0.00433441j -0.000334878+0.0022751j -0.00338776-0.00066702j -0.00119667+9.11911e-05j -0.00109972-0.00238107j 0.00436924-0.00282551j -0.000747996+0.00139667j 0.00309368+0.000178663j -0.00117227+0.000690073j 0.00195408-0.000571699j 0.00239421-0.00083195j 0.00193913+0.000737031j 0.00243589+0.00096547j 0.00102079-0.0026022j 0.000713529-0.00331511j 0.000730144+0.00055244j 0.00177769-0.0026245j 0.00183106-0.00165857j 0.00291616-0.00115848j -0.00211723-0.000559181j 0.00222075+0.00224105j -0.00147593+0.00311651j 0.0021422+0.000414586j -0.00187082+0.0034065j 0.000558773-0.00407217j -0.00253435+0.00254637j 0.000868265-0.00112311j -0.00602551-0.00156568j -0.0015272-0.00282157j -0.00229175-0.00540843j 0.00460908+0.00103443j -0.000253536-0.00121066j -0.00273617-0.00193554j -0.00941911+0.00949233j -0.000370151+0.00196122j -0.00992384-0.0022562j -0.00346796-0.000571431j 0.00448734+0.00648665j 0.000927278+0.000457016j 0.00102699+1.75001e-07j -0.000911807-0.000181292j 0.000323125+0.000126932j 0.00644585+0.00286914j -0.00292251-0.00124118j -0.00131857-0.00233774j 0.00368405-0.00287713j 0.00141724-0.000752193j -0.00220006-0.000825084j 0.00388577-0.00228132j 0.00236554+0.00321354j 0.00139106+0.000351789j 
0.000285337-8.96184e-05j 0.000975779+0.00113307j -0.000691376+0.0012307j -5.79922e-05+0.00194223j -0.000899001+2.32607e-05j -0.004092+0.0068263j -0.00398567+0.00153798j 0.000444856-0.000724314j 0.00416259+0.00249939j 0.00413573-0.00440758j -0.000360717+0.000439637j -0.00155121+0.000420711j -0.00539794+0.00300331j -0.00222556-0.000901757j 0.00339076-0.00384383j -0.0017583-0.00405456j -0.00210508+0.00020541j 0.00145034+0.0021411j 0.00279739+0.000887734j 0.00377654-0.00256014j -0.00211952+0.0051408j 0.000767058+0.00121518j 0.00177017+0.000534896j -0.00171145+0.00115567j 0.00229097-0.00525966j -0.00188791+0.000632232j -0.00129439+0.00119417j 0.00116595+0.000672884j -0.000854576+0.00276187j 0.000185863-0.00105693j 0.00305119-0.00103253j -0.000200059-0.00196139j -0.000456898-0.000399559j -0.00152597-0.00281354j 0.00340881+0.001068j -0.00156652-0.00265648j -3.94246e-05+0.00168331j -0.000174127+0.000639058j 0.001906+0.00103034j 0.0020435+0.000387646j 0.00366535-0.000373045j -0.00105427+0.00110048j -0.00698883-0.00208359j -0.00294495-0.0038201j 0.00266438-0.00398744j -0.00140688+0.000325594j -0.00412627-0.00951857j 0.000636183+0.00309276j 0.00154254+0.00423482j -0.00084176+0.000970101j -0.00224186-0.000927861j -0.00173411+0.00381105j 0.00259305+0.00732441j -0.00452029-0.00125647j -0.00254099-0.00234131j 0.00634154+0.00103138j 0.00172735+0.00800567j -0.00305678+0.00339638j 0.000595094+0.0018925j -0.00344088-0.000244898j 0.00337741-0.00514561j -0.00122178-0.00140119j 0.000120685-0.00141946j 0.00439698+0.00221477j -9.47998e-05+0.00178613j -0.000464312-0.000889231j 0.000518539-0.00302927j 0.000480288+0.000992781j 3.821e-05-1.98119e-06j 
0.000692157-0.00355658j 0.000408203-0.000313784j -0.000437032-0.000911719j -0.00150434-0.000330827j -0.00152046-0.00354491j 7.71302e-06+0.00510862j -0.00409477-0.00214109j -0.00214076-0.000291857j 0.00345388+5.85361e-05j 0.00179209+0.000125276j 0.0018676-0.000456668j 0.000860501+0.00101359j -0.00134595+0.00283176j 0.00177177-0.00148764j -0.00448032+0.00178532j -0.000539076+0.000474247j -0.0012991-0.00287024j 0.00352107+0.00352978j -0.005727-0.0018867j -0.00549703+0.00293014j 0.00838484-0.000654851j -0.00109896-0.000121542j -0.00502983+0.00380636j -0.00214336-0.0085491j 0.0043346-0.00187181j 0.00211693-0.00133797j -0.00336655-0.0028822j 0.000250025+0.000995034j 0.00198629-0.00182423j 0.00225821+0.00359871j 0.00052229+0.00264274j 0.000224661+0.000153758j -0.00152644+0.000677869j -0.000657867-0.00132547j 0.00305261-0.00429154j -0.00127772-0.0003998j 0.00208374-0.000146698j -0.000412566-0.00358671j 0.00239363-0.00207261j -8.18423e-05+0.00281045j 0.000677468+0.0012682j -0.00247758+0.00195483j -0.00387602-0.00215236j 0.00576793+0.000147308j -0.0029382+0.00510044j -0.00252441+0.00127977j -0.000314803+0.000218302j -0.00170079+0.000299684j -0.0019045-0.00341449j 3.37631e-05-0.00017634j 0.00401593+0.00537094j -0.00265386-0.00305647j -0.00248823-0.00307118j -0.00340811-0.00159182j -0.00319675+0.000114981j -0.00577504+0.00667031j -0.00375924-0.00401779j -2.56092e-05-0.00489956j -0.000270854+0.00105024j 0.00280314+0.00030751j -0.00039884-0.00233418j -0.00443227-0.00105591j -0.00581286-0.00415849j 0.00282766-0.00763459j 0.0028182-0.00123385j 0.00139988+0.00189854j 0.00391424+0.000450577j -0.00127257+0.00206357j -0.000595554-0.0010229j 
-0.000737142-0.00319101j -0.000145823+2.86914e-05j 0.000263991+0.00065851j -0.000545854+0.000682529j 0.000193861+6.85319e-05j 0.00111303+0.00326328j -0.00087735+0.00128175j -0.00270386+0.000130588j 0.000126871-0.00198997j -0.00242006+0.00103437j 0.00131321-0.0043748j -0.000739476+0.00116055j -0.00201887+0.00314354j 0.00139982-0.00492676j -0.00145911-0.00620598j -0.00309786-0.00691469j -0.000427571+0.000956684j 0.00306978+0.00286804j -0.00017267+0.00145836j -0.00173909+0.000139365j 0.00114199-0.00408779j -0.000415091+0.00229565j -0.00413058+0.00066544j 0.000640578-0.00125543j 0.00220497+0.000969806j 0.00148849-0.00108195j -0.000422059-0.000924286j -0.0016472+0.000940121j 0.00076868-0.00194342j 0.00186811+0.00221798j 0.00022065-0.000734726j 0.000813361-0.000729956j -0.00147675+0.000194507j -0.000546252-0.000682442j 0.00270806+0.00135117j -0.00227264-0.001062j -0.00249561+0.00317815j 0.00277472+0.00107163j 0.00262057-0.00607173j 0.00541929-0.00261447j 0.000908268+0.00471681j 0.00420063-0.00306352j 0.00511615-0.000998896j 0.00112154-0.00551306j -0.00366461+0.000493481j 0.00517757-0.00257538j 0.00139624-0.000948937j 0.00169853+0.00517679j 0.00288872+0.00290899j -0.000692144+0.00159055j 0.000365293-0.00657996j 0.00275931-0.00449879j -0.00431267+0.00312164j -0.00233515+0.00068115j 0.00080939-0.00108316j -0.00304038-0.00420758j 0.001321+0.0022274j -0.000712219-0.00300468j 0.00136937+0.00257859j -0.00256711-0.00296167j 0.00163536-0.00323616j -0.000426319+0.000713513j -0.00136907+0.0016186j -0.00228561+0.000715549j -0.000598802-0.000667692j 0.000134989-5.92833e-05j -0.00196056-7.93767e-06j -0.000351299-0.00107184j -0.000525987-0.0002727j 
