-0.0933585+0.107217j 0.18374+0.0822251j -0.0230377-0.245593j -0.214609-0.0800512j -0.0207082+0.0786739j 0.0949547-0.0743879j 0.0372647+0.26819j 0.201171-0.135966j 0.0040913-0.0780397j 0.0567755+0.0795314j -0.0657769-0.0464072j 0.173328+0.0131606j -0.202729-0.0104917j -0.10465+0.0292329j -0.02903+0.0190369j -0.00360188+0.048067j -0.027477+0.04842j -0.0785289+0.0581061j 0.00532757+0.0106252j -0.123431+0.0716766j 0.0384251+0.12077j 0.0942508-0.0825644j -0.00331524+0.0749241j -0.0808249-0.022154j 0.0203822+0.189716j -0.0650021-0.0327524j -0.0626572-0.0677814j 0.00799521+0.051699j -0.0295156+0.130008j 0.0165456+0.0164604j 0.0941515-0.1444j -0.0149223+0.0663259j -0.0397839+0.00222414j -0.12122-0.00695654j -0.0607047-0.0142368j 0.0712336-0.0806857j -0.0513046+0.057238j -0.059259-0.0347276j 0.0267497+0.0069865j 0.0120307-0.051017j 0.012815+0.0095638j -0.0902194-0.000292189j 0.0300999-0.0620231j -0.0916784+0.0304729j 0.0306151-0.130994j -0.14513+0.0368119j 0.0364055-0.135674j -0.198591+0.0450696j -0.0659617+0.169754j -0.123462-0.158851j 0.115826+0.199287j -0.181347+0.0322321j 
0.00162191-0.00109638j -0.00226022-0.00190055j 4.12174e-05+0.0019065j 0.00232368-5.40759e-05j 0.00213335+0.000127435j 0.000272736+0.0019564j -0.00226993-0.000999675j -0.00436851+0.00171177j 0.000804173+2.21092e-05j -0.000841852+0.000190652j -0.00193792-0.00099003j 0.0021795+0.0011705j 0.00209956+0.0012315j -0.000267901-0.000860375j -0.000391707-0.000368978j -0.000800341-0.000283518j -0.000885012-0.000201696j 0.00267847+0.00187665j 3.01205e-05-0.000476573j 0.00264534-8.15813e-05j 0.00123727+0.00200547j -0.0020305-5.15289e-05j 0.000185768+0.000905159j 0.00029865-0.000554521j -0.000462319+0.000716105j 0.000458385+0.00315631j 0.000456979-5.93697e-05j 8.89176e-05-0.000817249j -0.000956074+0.000142306j -0.00132789+0.00226191j -0.00083839+0.00297109j 0.00244391+8.13401e-05j -0.001716+0.000828822j 0.00140649+0.00248765j 0.00289226+0.000804682j 0.00171801+0.00582155j 0.000924151-0.000807811j 0.00166694+0.00221071j -0.00340984+4.51119e-05j 0.00264046+0.00214553j 0.000314041-0.00150183j -0.000312361-0.000387535j -0.000257366+0.000552951j -0.00138856+0.00250773j -0.0010451+0.00217811j 0.000837375-0.00195978j -0.00339776-0.0024087j 0.00105797+3.26525e-05j 0.00416128+0.00261704j 0.000108151-0.00707079j -0.0019141-0.000561411j 0.00522208+0.00387064j 
0.00309426+0.00200236j 0.00102447-0.00257536j -0.00140291+0.00213462j -0.00167137+0.000825423j 0.00303933-0.00051193j -0.00395718+0.000144736j -0.0028003-0.000210745j -0.00306405+0.00228253j -0.00021608-0.000742017j -0.00147897+0.00119422j 0.00263979+0.00109458j 0.00291217+0.00308928j 0.000794414-0.000880964j 0.000423818+0.000309674j -0.00281996+0.000764768j 0.000439435-0.000868014j -0.0010475-0.00289417j 1.84191e-05+0.00175118j 0.0016006-0.000720144j 0.00128939+0.000589276j 0.00294084-0.00116259j -0.00148512-0.00146335j -0.000137684+2.96326e-05j -0.00162079+0.000931566j -0.00205584-0.00110335j 2.11915e-05-0.000333161j 0.0017367+0.000436327j 6.81238e-06-0.000291756j 0.000159017-0.000373919j -0.000383139-0.000558485j -0.000600119+0.000234484j 0.00477172+0.00507076j -0.000477666-6.87026e-05j -0.00367571+0.00455068j 0.0027008-0.00110384j -0.0080476+0.00267712j -0.00422555+0.00309188j 0.00237575+0.00626119j -0.00485542-0.00692839j 0.00316049+0.00241691j 0.00117438+0.00303286j 0.00013967-0.00161719j -0.00246906+0.00202922j 0.000213427-0.00161419j 0.00574403+0.00295188j 0.000621451-0.00223675j 0.00242214-0.000531127j 0.000836043+0.00220288j 0.00311997-0.00193635j -0.000947128-0.00685448j 0.00332414+0.00206345j 0.00549236+0.00800015j 
0.00170129-0.000115451j -0.00205518-0.00236288j -0.000447801+8.19565e-06j -3.46636e-05-0.000566817j 7.31036e-05+0.00203868j -0.00226293+0.00205481j -0.00118643-0.000583435j -0.00023119+0.00113241j -0.00179083+0.00127759j -0.00329392+0.000622341j -0.000630636+0.00148757j -0.000623316-0.00237865j 0.000278949-0.00211132j -0.000430644+0.000271366j -0.00240012+0.000410172j 0.00291263+0.000741315j -0.00138421-0.00126687j -0.00220691-0.00129829j 0.00301055+0.00163982j 0.000553843-0.000630439j 0.000924428-0.000565092j 0.00070757-0.000593947j 0.000136893-0.00134295j -0.00154717-0.000570015j -0.00130714-0.00244477j 0.000506847-0.00301072j -0.00120664-0.0014889j 0.00209803+0.00036729j 2.58481e-05-0.00293296j -0.000606713-0.00131371j -0.00194956-0.000204094j 0.00137076-0.00414056j 0.00404834+0.00216102j 0.00160152+0.00103065j 0.000302771-0.00597297j 0.00158214+0.00338871j 0.00258196+0.00440908j 0.00504003-0.00508367j -0.00481525+0.00155751j 0.00153101+0.00118534j 0.00209983-0.00148416j -0.00057853+0.00311221j -0.00163509-0.000197544j 0.00183763-0.000170214j -0.000339205+0.00344794j 0.0016995-0.00164017j -0.00228985+0.00308847j 0.00157954-0.000555329j -0.00248914+0.00374119j 0.00491778-0.00146989j -0.00162311-0.00627307j 0.000306878+0.000699323j 
-0.00124794-0.000492254j -1.39833e-05+0.00136439j -8.15619e-05+0.00237079j 0.00365992-0.000631125j -0.00108513-0.00334357j 0.00257476-0.00381551j -0.000672232-0.00121622j -0.000402645-0.000249797j 0.00180339+0.000125129j 0.00214021-0.00189131j 0.00190632-0.000777468j -0.000920693+0.00168467j -0.00106346+0.000892775j 0.000860963-0.00251768j 0.00257547-0.000841712j -0.0040678-0.00140598j 0.00108118+0.0011857j 0.000373607-0.00411351j -0.00150505-0.00182846j 0.00127633+0.00101419j -0.00221347-0.00113809j -0.00195107+0.00162088j 0.000752027+1.95888e-05j 0.00493743+0.000337344j 0.00257886-0.000242957j -0.00038627-0.000556977j 0.0012804-0.000713978j 0.000725754+0.00020035j 0.000813072+0.00255756j 0.00010949-0.000591297j 0.002766-0.0012959j -0.000825169+0.00185229j 0.000441303+0.000747601j 0.00112473+0.0030911j 0.00334674+0.000321901j -0.00227066-0.000566006j -0.000873098-0.00099364j 0.000823627+0.00221043j 0.00308165+0.00186408j -0.00214499-0.0032176j -0.000895396-0.000348269j 0.00171926-0.000487084j 0.000737822+0.000711269j 0.00139801+0.000336673j -0.00239081-0.00444013j 0.0017707+0.000158639j 0.00297023+0.00164373j -0.00310268+0.000931106j 0.00613664-0.00138495j 0.000501524+0.00480412j -0.00224271-0.00119911j -0.000511253-0.000149742j 
-0.00076356+0.000442001j 0.00147681+0.00112875j -0.000280786+0.00100822j 0.0010787+0.000176011j -0.00059882-0.00207176j 0.000737338-0.000628561j -0.000148799-0.000558443j 0.00174393-0.000482609j 0.000745147+0.000424254j 0.00235151-0.000897969j 0.00183883+0.000206849j -0.00150216+0.00187087j -0.000973111-0.000365151j 0.000216016-0.00105095j 0.002329+3.34898e-07j 1.0033e-05+0.000313398j 0.00291774+0.000495473j -0.00118044-0.00175659j -0.000792185-0.00109203j 0.00086486-0.000373642j -0.000217613-0.000183471j 0.00120705+0.00191484j 0.000100632-0.00146028j 0.00150796-0.00091002j 0.0018011-0.00258679j -0.000722268+0.000220575j -0.000447577-0.00109763j 0.000305784+0.000947599j 0.00129169+0.00122513j 0.00050152-0.00080852j 0.00310864-0.00340271j -0.00113528+0.00118641j 0.000242411+0.000923196j 0.00194558+0.00337498j 0.00016272-0.00109229j -0.00173495-0.00201759j -0.000852032+0.00507543j 0.0048786+0.00089916j 0.00103126+0.000164559j -0.0021109-0.00199441j -0.000222835+0.00101994j 0.00101601+0.00129278j -9.97085e-07+0.00150098j 0.00164079-0.00116279j -0.000964311-0.00306624j 0.00032567-0.00114913j 0.00364349+0.00446363j -0.00226131+0.000219257j 0.00392131-0.000569127j 0.00324595+0.00331166j -0.00185037-0.00220398j -0.00177901+0.00152928j 
0.00254673+0.00169062j 0.000630584-0.00210243j -0.000195677-0.0007318j -0.000990186+0.00142086j 0.00302417+0.000674697j -0.00423924+0.000235349j 0.00133426-6.0605e-05j 0.00125743+0.00130095j -0.0026088+0.000439659j -0.00429212+0.00274368j 0.00300565+0.000723151j 0.000644178-0.00129078j 0.000732772-0.00157027j 0.000733506+0.00203353j -0.00477432+0.000849099j 0.000347099+0.000903292j -0.00337449-0.00265631j -0.0032664+0.00114543j 0.00259105+0.000658602j -0.000759932+0.000979712j 0.000976134-0.0022981j 0.000995203-0.000978208j 0.00345333-0.0015931j -0.00384888-0.000978297j -0.000788315-0.00166955j -0.00189777-0.00253855j -0.00206194-0.000866333j 0.00195557-0.00076862j -0.00211323-0.00526379j 0.0012748+0.000336125j -0.00384818-0.0013556j 0.00345806-0.000640249j 0.00293354+0.000952562j -0.0020511-0.00240447j -0.00277817-0.00157788j -0.00433196+0.00177052j 0.00135318+0.00146592j 0.00179553-0.00270064j -0.00291357-0.00186604j 0.00134478+0.0023977j 0.00223889+0.00482353j -0.00240805+0.00114446j -0.000768997-0.00255054j 0.00216778-0.00181969j 0.00495231+0.00259896j 0.00348647+0.000941626j -0.00228969-0.00166289j 0.000292645-0.00268762j -0.00328512-0.00155698j 0.00110459-0.00193756j 0.00595078+0.000671633j 0.000735062-0.000293864j 
0.00101415-0.00116293j -0.000847854-0.00121845j 2.41601e-05+0.000666583j -1.40441e-05+0.000578782j 0.000925738+0.000948637j -0.000709206+0.00318218j 4.65371e-05-0.000789007j 0.00103688+0.000761392j 0.00108427+0.000914728j -0.000207927-0.000624843j -0.00108552-0.000449254j 0.000747192+3.12305e-05j 0.001983+0.000206733j -0.00203119+0.000573243j 0.000382683+0.00105308j 0.00472647+0.000907874j 0.00137297-0.000165869j 0.00182607+0.00536688j -5.94124e-05+0.000403623j 0.00241808-0.000622672j 0.00194136+0.00423443j 0.000340279+0.00365685j 0.000210018-0.0016176j -0.00247548-0.00250508j -0.00172605-0.000364707j -0.000416516+0.00384649j -0.000505171+0.00201352j -0.00111699-0.000944307j 0.00190558-0.00254359j -0.00418758+0.00182119j -0.000437232+0.00138844j 0.002092-0.000238867j -0.00259728-0.0036338j 0.00286201-0.000777628j -0.00341687+0.000881965j 0.00389193+0.00453115j -0.00084176+0.00163678j 0.00493064+0.00223573j -0.00185924-0.00477341j 0.00223051+0.00381303j -0.00218809-0.00016615j -0.000464474-0.000977027j 0.00201313+0.00258615j 8.49986e-05+0.00184667j 0.00270791+0.00514663j -0.00145885-4.41358e-05j -0.00425328-0.00226629j 0.0037018+0.00143409j 0.000625969-0.0005586j 0.000308591-0.00263628j -0.00109361+0.000490955j 0.0037501+0.00167992j 
0.00229364-0.000735174j -0.00279936-0.00209823j -0.00123134+0.00379917j 0.0013408+0.000140408j 0.000814717+0.000646989j 0.000330954-0.000521256j -0.00184296-0.000359515j -0.00600666+0.00236951j 0.00109849-0.00143312j -0.00182326-0.000230094j -0.00208319-0.000877612j 0.00444213-0.000157542j 0.00181608+0.00255768j -1.39565e-05-0.000628343j -0.00222387+0.000320663j -0.00188753-0.00434238j -0.00261838-0.00116173j 0.00612795+0.000345148j 0.00039609+0.000720317j 0.00103256+0.00120977j 0.00359555+0.000216984j -0.00449575-0.00181874j -0.00093354+0.00188051j 0.000603052+0.0019109j -0.00258649+0.00374631j 0.00289854+0.00263714j 0.00577827+0.00357843j -0.000376954-0.000878923j 0.000225429+0.00196977j -0.00320351+0.000274162j -0.00141676+0.00543357j 0.00787274+0.00270678j -0.00186784+0.000529916j -0.00195654+0.00213537j 0.0060361+0.00187244j 0.000366209+0.00884498j 0.0022772-0.00766904j -0.00233967+0.00411623j -0.00494287-0.00162206j 0.00635802+0.00484779j 0.000282067-0.000908895j 0.00167545-0.00316976j -0.000711526+0.00198739j -0.00245975+0.0027814j 0.000432856+0.0041764j -0.00285257+0.000482695j -0.00430134-0.00939216j 0.00397372+0.00177127j 0.00469778-0.000758928j -0.00633123-0.00940592j -0.000154421+0.00448904j 0.0112208+0.00375379j 
-0.00169152-0.00477055j -0.0080496+1.29653e-05j 0.000196368+0.00509402j 0.00239489-0.00229404j -0.00272855+0.00519926j 0.0039471+0.00170351j -0.00247825+0.00417697j -0.000483343+0.00154611j 0.00414471+0.00106861j -0.000661393+0.00116826j -0.00528326+0.00208095j 0.00177807-0.00459377j -0.00444967-0.00137931j -0.0051429-0.0024318j -0.000187057+0.00232415j 0.00643725-0.00357989j 0.00323967+0.00205148j -0.000803362-0.00560332j 0.00298086+0.00161097j 0.00150293-0.00386191j 0.00460309+0.00181308j 0.0015679-0.00080638j -0.00689253+0.000756884j 0.00156823-0.00157705j -0.00069553+0.00265636j 0.000321156-0.00280852j 0.000149794-0.00093692j 0.00249276+0.000557685j -0.000228764+0.00144494j -0.00723179-0.000159677j 0.00210132+0.00595404j -0.00428782-0.0069806j 0.00156154-0.00172634j 0.00567141+0.00397531j 0.000962953-0.00852299j 0.017507+0.00146503j 0.0052867+0.000782234j 0.00129904-0.00993014j -0.00503524+0.00619203j 0.00185786-0.00112111j 0.00259078-0.00996123j 0.000858481+0.00489207j -0.00291666-0.000709893j 0.00283635-0.00160512j -0.00149997+0.00399701j -0.0065589-0.00351931j -0.00259774+0.00413479j -0.00387434+0.00430085j 0.00489867+0.016772j 0.00894182-0.000672603j -0.0201968-0.0126513j -9.63559e-05+0.00238641j 
0.00507201-0.000318988j -0.00312767-0.00400647j 0.000535476+0.00593835j 0.00366264+0.00213105j 0.00156225-0.00303544j -0.00285087+0.00216857j -0.0031972-0.000360855j -0.00396843+0.00466284j 0.00151835-0.000835902j -0.00232635-0.000169563j 0.00423724-0.00239459j 0.00560021-0.00250052j -0.00237217-0.000407281j -0.00218461+0.00014871j 0.000146364+0.000271272j -0.00159872-0.0017369j -0.00157439-0.000842364j 0.00128007-0.00149426j 0.00212858-0.00382286j 0.00616114-0.00272003j 0.00407999-0.00384027j -0.000659519+5.25991e-05j -0.000953517-0.00130426j 0.000154346-0.000467309j -0.000231369-0.00117314j -0.000481131-0.00166818j 0.00135753+0.00201166j 0.00241175-0.00214625j 0.000567942+0.00373789j -0.00243691+0.000346174j -0.00121664+0.00130343j 0.011396+0.00345864j 0.000857644+0.000544916j 0.00486096+0.0128884j 0.00306493-0.00936182j -0.00486179+0.012424j -0.000808814+0.00760516j 0.0093176+0.00164343j -0.0124822-0.00253109j 0.00245824+0.00131338j 0.00175613-0.00170071j -0.000460304-0.00176574j -0.00311128+0.000865568j -0.000112318-0.00133703j 0.00773-0.00121136j 0.00355818-0.000959697j 0.00407881+0.000927884j -8.5416e-05+0.0118779j 0.0148095-0.000938856j 0.00312388-0.0123937j -0.00575628-0.00199543j 0.0167372+0.0117773j 
0.000329298+0.00151951j 0.00302104+0.000464895j -0.000637035-0.00152288j -0.0019588+0.00111081j -0.000248747-0.000656179j 1.84567e-05+0.000221259j 0.00118432-0.000617049j -0.000367477-0.00072423j -0.00126886+0.000902633j 0.00283837-0.000890272j -0.000810611-0.000821015j -0.000276154+0.00158322j 0.000462461+0.00130565j 0.00160854-0.000253444j 0.00025188+0.00048616j -0.000112697-0.00119819j 0.000486694-0.000546383j 0.000577254+0.00253418j 0.000275136+0.000412287j -0.00167109-0.00063716j 5.36766e-05-0.000692486j 0.000526834-0.00214501j 0.00133576+0.00199577j 5.72912e-05+0.00288706j -0.00160859-0.000802678j 0.00192502+0.000705375j 0.00297013-0.00108119j -0.00337209+0.000673016j 0.00138017+0.00111093j 0.00275487-0.00471539j 0.00171471-0.0018481j -0.000411205+0.00293508j 0.000482579+0.00238133j -5.016e-05+0.000845654j 0.00308726+0.000552719j -0.00339707-0.00219509j -0.00143623+0.000298364j -6.67836e-05+0.00406242j 0.000254669+0.000380862j 0.00277166+0.000965005j 0.00283699+0.000447045j 0.00327932+0.00140333j -0.0021887+0.00522672j -0.0055487-0.000710971j -0.00258143-0.00180192j -0.000535249+0.000875213j 0.00347154-0.000372731j 0.00122567+0.000126728j -0.000270977-0.0033286j -0.00331578-0.00247711j 0.0036444+0.0037647j 0.000431418+0.00127775j 
0.0034044+0.00170555j 0.00229831-0.00206185j 0.00100963+0.00192561j 0.000966523+0.00297139j 0.00197596-0.00351931j -0.00278971+0.00161409j -0.00123632-0.00183916j -0.00210587+0.0014201j -0.000383914+0.000430623j 0.000601712-0.000705393j 0.00385646-0.00294806j 0.00274237+0.000792682j 0.000245343+0.00143028j 0.000675119+0.0012669j 0.00109136-0.000749795j -0.00385479+2.44911e-05j -0.000884581-0.00128482j 0.000392289+0.00350672j 0.00024119-0.00312419j 0.00290869-0.0013757j 0.00158891-0.00269876j 0.000117394-0.000160598j 0.00203548-0.000430912j -0.00088924+0.00137856j -0.00040337-0.00214285j 0.000891095+0.000451535j 0.00158588-0.00119721j -0.00155285-0.000989746j 0.00271973+0.00206824j 0.00281171-0.00167537j -0.00116191-0.00406356j 0.00654199+0.00461978j 0.000859993+0.00241232j 0.00157887+0.00705602j 0.00249025-0.00231811j -0.00832261+0.00561722j -0.00260369+0.00562923j 0.00779439+0.00472843j -0.00578539-0.00406952j 0.00144123-0.000176196j 0.0019876+0.000761432j 0.00247656-0.00177216j -0.00227835+0.00306195j -0.00289408-0.00188549j 0.00463455-0.00366007j 0.00336369+0.00110789j 0.00563699-0.000312953j 0.00112607+0.00604389j 0.00731788-0.00680702j -0.00101405-0.00797579j 0.00343946+0.00333569j 0.00976756+0.00713828j 
0.00174833-0.00119501j -0.00140795-0.00142175j 0.00237389+0.00116497j -0.000331877-0.00331062j -0.000470979-0.00308506j -0.000206573-0.00107864j -0.00295164+0.000863453j 0.00182223-0.000314762j 0.000523221-0.000129427j -0.00373738-0.00134092j 0.00163296+0.000238048j 7.34267e-06-0.00226681j -0.00295246+0.000276333j -0.00258381+0.000364383j 0.0042873-0.0039598j -0.00561317+0.00286733j -7.33514e-05+0.000935191j -0.00355869-0.0029847j -0.00129588-0.00139069j 0.00497646+0.000608025j -0.000381492-0.000996008j -0.000911962+0.00245688j -0.00243875-0.00349133j -1.01929e-06-0.00110548j 0.00240142-0.00162421j -0.00189423-0.00225318j -0.00148053-0.000315942j 0.00263496-0.00497277j -8.78097e-05+0.000690454j -0.00173841+0.00205274j -0.00565677-0.00457703j 5.63099e-06-0.00264818j 0.00408751-0.000931125j 0.00290874+0.00212603j -0.00115938-0.00326804j 0.0011924+0.00579557j 0.00180745-9.23534e-08j 0.00370914-0.00552027j 0.000158437-0.000475554j -0.00206934-0.00367569j -0.00246391-0.00229949j -0.000678129-0.00238365j 0.00220326-0.00194749j 0.00547915+0.00110158j 0.00434586+0.00111964j 0.003452-0.00069007j -0.00168113+0.00547024j -0.00555019+0.0054698j 0.00196836+0.000835602j 0.00632283-0.000492285j -0.00569258-0.00551013j 0.00133646+0.00146873j 
0.00114844-0.00164036j -0.00235018-0.000675362j 0.00173218+0.00150402j -0.00206103-0.00334426j -0.000343873+0.00131553j 0.00131589+0.00316778j -0.00280442+0.00244753j 0.00233048-0.00196573j 0.000578244+0.00315522j -0.00215173+0.00105732j -0.00215832+0.000826256j -0.000438346-0.00298312j -0.00230927-0.000430852j -0.00347379+0.000785135j 0.0013528-2.60337e-05j 0.00213114-0.000180492j 0.000182975-0.000394916j -0.00233613+0.000862491j 0.00392849+0.000522772j 0.0035648+0.000731212j 0.00534672+0.00311646j 0.00170974+0.00214508j -0.00445151-0.00441968j -0.00413804+0.000900487j -0.00584864-0.00173182j 0.0010568-5.16506e-05j 0.00161377-0.0021247j 0.00294002-0.00208126j 0.00348661-0.00497194j -0.00468393+0.00324789j -0.008223-0.00532879j -0.00338149-0.0091507j 0.00758193-0.00236105j 0.00113592-0.00410855j -0.00302977-0.000641731j 0.0111608+0.00529549j 0.0097374-0.00600832j 0.00196618-0.0144634j 0.0012673+7.22794e-05j 0.004291+0.000574065j 0.000709751-0.00258651j 0.00364952+0.000526214j 0.00185353+0.00352311j 0.00509718+0.000848164j 0.00457315+0.0117818j -0.00498824+0.00527644j -0.0132123+0.00786399j -0.00606476-0.00374587j -0.0034384+0.00803392j 0.00886888-0.00108752j -0.00887859-0.00846322j -0.00256071-0.0010105j 
0.00279333+0.0013169j 0.00280234-0.00176823j 0.000422687+0.00147983j -0.000346661+0.0019465j 0.000932859-0.00264237j -0.00217899+0.0020609j -0.00087112-0.000614339j 0.00169416+0.000862165j -0.00036971+0.00259838j 0.00240531-0.000807582j 0.00223605-0.00253952j 0.00114228+0.000269908j -0.00176236-0.000759288j -0.000539904+0.000651102j 0.000681488-1.31807e-05j 0.00309103+0.000171735j 0.00159457-0.00271704j -0.00280324+0.00437985j 0.00193394-0.00328742j 0.00185209-0.0020057j 0.00221258+0.000152299j 0.00317411+0.00128472j 0.000752249-0.00179976j -0.000442344-0.00051691j -0.00136674-0.00462493j 2.77852e-05-0.000528233j -0.000884683-0.00323762j 0.00254626+0.000743626j 0.0065393-0.00308183j 0.0011437-0.000951778j 0.000943002-0.00721j 0.00441328+0.0016593j 0.00338955+0.0019395j 0.0046856+0.00447806j -0.00287845-0.00368158j -0.00297172+0.00347577j 0.00136475+0.00998845j 0.0106475-0.000288205j -0.00416303-0.00286032j 0.000597324-0.00117929j 0.0018725+0.00128397j 0.00192984+0.00125077j -0.0015783+0.00270482j -9.67364e-05-0.00122991j 0.0052941-0.00192434j 0.00252276+0.000453735j 0.00713001+0.0061019j -0.000789644+0.00490308j 0.00452861-0.00326923j 0.00478319-0.00458035j -0.000715843-0.00183389j 0.00489669+0.00629058j 
-2.41766e-05+0.00089733j 0.00408811+0.000193158j 0.000126153-0.00202268j -0.000680919-0.000566053j 0.00033088-0.00223855j 0.00104558+0.00102696j 0.000221597-0.000470929j 0.002337-0.00199714j 0.00113269+0.00164816j 0.00383293-0.00381396j -0.00181271-0.00313349j -0.0012971+0.00170528j 5.95199e-05+1.31908e-07j -0.00026102-0.00031818j 0.00448818-0.00170033j 0.00279577+2.20883e-05j 0.00392841-0.00109202j 0.00275429+0.00658502j -0.00226123-0.00237632j 0.00183538-0.000861243j 0.000928651+0.00517274j 0.0028093+0.00339612j -0.000788713-0.00198229j -0.000596663+0.000425194j 0.000347457-0.00135316j -5.81023e-05+0.00366506j -0.00198845-0.00138199j -0.00122935-0.000868167j 0.00416271-0.00369579j -0.000295786-0.000510525j 0.00174895-0.00581356j -0.000855247+0.00315787j -0.00193855-0.00187328j 0.00411961-0.00107555j -0.00209112+0.00421413j 0.00179553+0.000955053j 0.00048077+0.0050006j 0.00821588+0.0037873j 9.85969e-06-0.00555399j -0.0005018+0.000336823j -0.0038166+0.00143428j 0.00208302-0.00215132j 0.0028293+0.00363721j -0.0015305+0.00139334j 0.000860195-0.0018061j -0.000464159+0.000961333j 0.00272006+0.00204667j 0.000334583+0.000647779j 0.000562803-0.00440603j 0.00039567-0.000859404j 0.0010863+0.00175676j 0.000317757+0.00218733j 
-0.00216559-0.000687909j -0.000942408+0.000577873j 0.000101663-0.00136025j 0.00115462-0.00194299j -0.000423232+0.000283277j 0.00196777-0.00148694j 0.000243946-9.70183e-05j 0.00114616-0.00129043j 0.000487869-0.00111669j -0.000545155-0.00151305j -0.00153221-0.000494844j -0.00100957+0.000675739j -0.000284661+0.000456873j -0.0010833+0.000250234j -0.000399179-0.000223175j 0.00167235-0.000710689j -0.00165554-0.000168475j 0.00216019-0.000238111j -0.00185564+0.00148339j -0.000820295+0.000739643j -0.0012678+0.00257288j -0.000716718+0.00201669j 0.000259176+0.000856851j 0.000509561-0.0050285j 0.000808119+0.00175026j -7.93804e-05+0.00152765j -0.00239123+0.00253014j 0.000910066-0.00203577j -0.000776016-0.00254483j 0.000391483+0.00393578j 0.00149113+0.00257003j 0.000187816-0.000702442j -0.0042799-0.0020534j -0.000558579-0.00261249j -0.00116804+0.00425953j 0.00138508-0.00347002j -0.00308872-0.00144945j -0.00180339+0.00391452j 0.00170262-0.000227846j -0.00334617+0.000972921j -0.00394545+0.00160595j -0.00420968-0.000840287j 0.00120946-0.00298259j 0.0016403+0.00111919j -0.00209219-0.00133608j -0.000319322-0.0013771j -0.000750275-0.00348602j 0.00118228-0.000794458j -0.00201365-0.00119659j -0.00212406+0.00378102j 0.000724662+0.0019561j -0.00196098-0.00332351j 
-0.00251993+0.000795268j 0.00086622+0.00126628j -0.000948598-0.00137346j -0.000680997+0.00263914j 1.87686e-05+0.00522211j -0.00161279+0.00454242j 0.00342673-0.000619566j 0.00115062-0.000553188j 0.000225107-0.00228504j -0.000491046+0.00140449j -0.00152452+0.00217912j 0.000260563-0.000468269j 0.00370774-0.00113516j -0.000535032+0.0042388j -0.000247388+0.00233082j 0.00743672+0.00155913j 0.00202145+0.000634159j 0.00405099+0.00651815j 0.000290232-0.000245606j -0.00184577-0.00202901j 0.00195654+0.00434266j 0.00235461-8.0941e-05j 1.29167e-05-0.00220291j -0.0068699+0.000129111j -0.00267361+0.00125891j -0.000919351+0.00469515j -0.00283054+0.00281727j -0.00500615+0.00353319j -0.00498402+0.00275025j -0.00140275+0.0019133j 0.00122263+0.00350951j -0.00342668+0.000494333j -0.00798942-0.00272171j -0.000305164-0.00115535j -0.00263776+0.00356382j -0.000564267-0.00166497j -0.00228303+0.00585068j 0.00319425+0.00140815j -0.00083728-0.00257395j -0.000286499+0.0026421j -0.00169998-0.000690965j 0.00141616-0.000128637j 0.00349184+0.000293564j -0.00222197+0.00189095j -0.00156502+0.000875664j -0.00335042-0.00170628j -0.000459707-0.00401204j 0.00473478-0.00244658j -0.002402-0.00106845j -0.00302343-0.000893769j 0.00230647+0.00413252j -0.00139054-9.51841e-05j 
-0.000574147-0.000150157j -0.0019455-0.000488227j -0.00018811+0.00185984j 0.00269057-0.00126465j -0.000114061-0.000977386j 0.00107-0.00176272j -0.00274543-0.000196915j -0.000563951-0.000286345j 0.000443506-5.40557e-05j 0.000673549-0.000319572j 0.00145449-0.00159984j 0.000468173+0.000429907j -0.00289545-0.00114543j -0.0012245-0.000321191j -0.00248341+0.00187328j 0.00410801-0.00144707j -0.00476106-0.00478044j 0.000491147-0.00155726j 0.00305887+0.000806279j -0.000686306+0.000479484j -0.000123657+0.000268701j -1.37236e-05+0.00204023j 0.000830897+0.000743458j 0.000898156-0.0058467j -0.00208591-0.00455449j 0.00104569-3.3463e-05j -0.00105554+0.000717351j 0.00572884+0.00123195j 0.00435002-0.00387066j 0.000330615+0.00710831j 0.000885425-0.00189185j 0.00679096-0.00400679j 0.00133128+0.000629692j -0.00164885-0.00116863j -0.00180907+0.0015548j -0.000245845-0.00358161j -0.000301507-0.000920369j 0.000692412-0.00259001j -0.00111227+0.00274196j -0.00173047-0.00046562j -0.000440382+0.00294216j -0.00451396+0.00151852j -0.00168369-0.00336858j 0.00314231-0.000222596j 0.00194062-0.00119455j 0.00085929+0.000806051j -0.000464274+0.00194554j -0.000486538-0.000485308j 0.000630345-4.08491e-05j 0.00278972+0.00386794j -0.000693133-0.00212484j 0.00036305-0.00156015j 
