-0.0933585+0.107217j 0.18374+0.0822251j -0.0230377-0.245593j -0.214609-0.0800512j -0.0207082+0.0786739j 0.0949547-0.0743879j 0.0372647+0.26819j 0.201171-0.135966j 0.0040913-0.0780397j 0.0567755+0.0795314j -0.0657769-0.0464072j 0.173328+0.0131606j -0.202729-0.0104917j -0.10465+0.0292329j -0.02903+0.0190369j -0.00360188+0.048067j -0.027477+0.04842j -0.0785289+0.0581061j 0.00532757+0.0106252j -0.123431+0.0716766j 0.0384251+0.12077j 0.0942508-0.0825644j -0.00331524+0.0749241j -0.0808249-0.022154j 0.0203822+0.189716j -0.0650021-0.0327524j -0.0626572-0.0677814j 0.00799521+0.051699j -0.0295156+0.130008j 0.0165456+0.0164604j 0.0941515-0.1444j -0.0149223+0.0663259j -0.0397839+0.00222414j -0.12122-0.00695654j -0.0607047-0.0142368j 0.0712336-0.0806857j -0.0513046+0.057238j -0.059259-0.0347276j 0.0267497+0.0069865j 0.0120307-0.051017j 0.012815+0.0095638j -0.0902194-0.000292189j 0.0300999-0.0620231j -0.0916784+0.0304729j 0.0306151-0.130994j -0.14513+0.0368119j 0.0364055-0.135674j -0.198591+0.0450696j -0.0659617+0.169754j -0.123462-0.158851j 0.115826+0.199287j -0.181347+0.0322321j 
0.000456402+7.02381e-05j 0.00269394+0.000757271j -0.0055612+0.00296491j -0.000629772+0.00838739j 0.00546114+0.00203833j -0.00588912+0.00631347j 0.0057268-0.00147704j 0.00499936+0.0112383j 0.0067403+0.00161567j -0.00172119-0.00871073j -0.0036424+0.00224295j 0.00242569+0.0046894j -0.000246564+0.000680647j -0.00446815+0.002747j -0.00531545-0.00657756j -0.0106982-0.00451062j 0.00725341+0.00212265j 0.00676248-0.0100964j 0.00269389-0.000912338j -0.000321847+0.00601311j -0.00280622-0.00151658j 0.00780842-0.0127684j -0.00531499-0.00297931j -0.00331361-0.00444123j 0.00156667+0.00840962j -0.00499962-0.00327677j -0.00185038+0.000806027j 0.00934137+0.00287666j 0.00142131-0.00642544j 0.00350536-0.00590732j 0.00113971-0.00130911j 0.00482394-0.00285462j -0.00359238-0.00678696j -0.000236834+0.00386118j -5.25755e-05-0.00180623j 0.00532019-0.00488885j 0.000777709+0.00329316j -0.00104507-0.00127185j 4.46648e-05-0.00255777j 0.0050958-0.0043431j -0.00141141+0.000982554j 0.00145484+0.00627161j 0.00149922-0.00412209j -0.00300018+0.00247467j 0.00150923+0.00206203j 0.000794455+0.00208016j 0.00351553-0.00187634j 6.51507e-05-0.00315835j 0.00286377+0.0010266j -0.00107887-0.00022506j 0.00276466-0.000669859j 0.00171513+0.00247095j 
0.00184329-0.00132822j 0.000631405+0.00307003j -0.00534067+0.00372244j -0.000492794+0.0068507j 0.00366729+0.00338826j -0.00801222+0.007674j 0.00669466-0.00305721j 0.00296425+0.00585324j 0.00406734+0.00625865j 0.00416892-0.00360988j -0.00491947-0.00207358j -0.00147273+0.00600265j 0.00799657-0.00215349j 0.000975606+0.000944582j -0.00422706-0.0027489j 2.34069e-05+0.00697317j 0.00402765+0.000300903j -0.00727925+0.00049875j 0.0012025+0.000755686j -0.00247292-0.0018945j 0.00516043+0.00148642j 0.0029866-0.00716705j -0.0032736+0.00117646j 0.00125623-0.00857343j 0.00581642+0.00174109j 0.00327583-0.00152464j -0.00156156-0.00490957j -0.000403308+0.0058399j 0.000699031-0.00293957j -0.00165422-0.00134528j -0.00555821+0.00405308j -0.00197921+0.0020645j 0.000141025+0.00233777j -0.000889608+0.00353252j -0.00597513-0.00255952j 0.000287914+0.000428432j 0.00211911+0.00225612j 0.000199253-0.00276502j -0.00160183+0.000777928j 0.0041012+0.000955289j 0.00248202-0.000835417j 0.00286346+0.00455515j -0.00125061-0.000354925j -6.09736e-05-0.00323671j 0.00302659+0.00195358j -0.000137221+1.2487e-05j 0.00212052+0.00149902j 0.00285769-0.00301631j 0.000975769+0.00117872j 0.000351023-2.22126e-05j 0.0011538-0.000315858j -0.000829918+0.00139155j 
-0.000427088+0.000663165j 0.00119102+0.00204215j -0.00359487-8.55053e-05j 0.000134699+0.000273308j -0.000755239+0.000473772j -0.00171836+0.000893745j 0.000134953+0.00114713j 0.00109392+0.0015854j -0.00113263-0.00190621j 0.00128549+0.000260392j -0.00156151-0.00324055j -0.000111844-0.00122804j 0.000492113+0.0015763j -0.000530602+0.00213191j 0.00125815-0.00302915j -0.00266589+0.00626437j 0.00295378+0.000993061j -0.00156796-0.000911753j -0.00231461+0.00221309j 0.00253395-0.00369165j 4.47989e-05+0.0072037j -0.000476283+0.00268691j -0.00315045-0.00435327j -0.00244506+0.00230728j 0.00452217-0.00456639j -0.00703588+0.0101246j -1.17525e-05-0.00470672j -0.00344512+0.00424541j 0.00164997+0.00412128j -0.00842636-0.0023538j -0.00235755+0.00324112j -0.003009-0.000123027j -0.00538307-0.00564253j 0.000388003-0.00211385j -0.00175243+0.000604258j 0.00718524-0.000756155j -0.00484545-0.00598098j -0.00150833+0.00488726j -0.00043586-0.00528671j 0.000644053-0.00138502j -0.00573915-0.000782924j 9.31701e-05-0.00121776j 0.00161488-0.00374617j 0.00148043+0.00355632j -0.00104939+8.66595e-05j -0.00180575-0.00108319j -0.00193839-0.000265108j -0.000703442+0.000326738j 0.000299046-0.000948726j 0.000815086+0.000520943j 0.000284223+0.000484531j -0.00159456+0.000423135j 
-0.000503141+0.000462378j 0.000676036+0.000241004j 0.00143983-4.63416e-05j 0.00112455-0.0011498j 0.00227824-0.000701663j 0.00105281+0.000273141j 0.000311693-0.00129972j 0.000153888+0.000258372j -0.00393917-0.00172118j -0.00157799+0.000117931j 0.00231035+0.000518414j -0.000562382+0.000129185j -0.00565252-0.000840491j 0.000112918+0.00549794j -0.000151804+0.00376384j 0.00158378-0.00333144j -0.00759444+0.00168612j 0.00519174-0.000195436j 0.00365903+0.00244312j -0.00354412-0.00460076j -0.00277221-0.000348373j -0.0025973-0.00196723j -0.00218654-0.00983852j 0.00341109-0.00532023j -0.00481347+0.00263952j 0.00103815+0.00873339j -0.00372508-8.57142e-05j 0.00588448-0.00151623j 0.00574521+0.00857002j -0.00200088+0.0027182j 0.00167168+0.00073221j -0.00037195-0.000815823j -0.0040057+0.00218699j -0.00212294+0.00244576j 0.00258658+0.00133522j -0.00586498+0.000245787j 0.00434974-0.00238555j -0.00189402-0.000119806j -0.000298976+0.00300757j -0.000644501+0.000979326j -0.00379623-0.0018966j -0.00101607-0.000373523j -6.26893e-05-2.10223e-05j 0.000825397+0.00260922j -0.0026736-0.000292832j -0.0021862-0.00137478j -0.00108448-0.00342623j 0.00111771+5.88002e-05j -0.00022468-0.000182078j 0.000347724-0.00129255j 0.000502886+0.000735251j 0.000608411+0.00110191j 
0.000609616+0.000441775j 0.000147943-0.00122648j 0.00238692-0.00224273j -0.00069067-0.00267979j -0.00176046-0.0015657j 0.00134855-0.00222504j -0.00170282+0.00186289j -0.00160934-0.00135252j -0.00189564-0.000890609j -0.000176929+0.00300264j 0.00442274-0.00107916j -0.00166639-0.00419784j -0.003003+0.000277566j -0.000300126-0.00536526j 0.0029067-0.00367949j -0.00175206-0.000741582j 0.00471796-0.00183484j 0.00505105+0.00249149j -0.000713949-0.00179826j 0.000997698+0.00542558j -0.00524437-0.00256449j 0.000854725+0.00162498j 0.000481046-0.000170848j -0.00284105+0.0069187j -0.00273717-0.00176045j -0.00129942-0.00445543j -0.00132194+0.0034901j -0.00222746-0.00307j -0.0026811+0.000836175j 0.00202041-0.000233499j 0.00253664-0.00635481j 0.000360372+0.00115295j 0.0032146-0.00273857j 0.00378491-0.000907116j 0.000704898+0.00100993j 0.00231771-0.000182625j -0.00215697+0.00131395j 0.00171128+0.00118774j 0.00193387-0.000720072j -0.00199629-0.0012475j 0.00106254+0.000361236j -2.45488e-05-0.00172103j 0.000473156+0.000998475j -0.00247029-0.000551268j -0.000526842-0.00103015j 0.0023342+0.000913018j -0.000270716+0.000381797j -0.00241472+0.00242006j 0.000109506-0.00124852j -0.000531831-0.00077096j -0.000270383-0.00038899j 0.000413955-0.000161516j 
0.00264493-0.000552398j -0.00434537+0.00164696j -0.000246196+0.00430615j -0.00133639-0.00233917j -0.00448398+0.00458954j -0.00737316-0.00542219j -0.00100259+0.0082301j -0.00782886+0.00329996j -0.00117463+0.00246911j 0.00520276-0.002644j -0.00228833-0.00401346j 0.00182102+0.00225491j 0.00573483+0.000217751j -0.00428861+0.00163271j -0.011209+0.0102091j 0.00283066+0.0145262j -0.0056193-0.00553388j -0.00387759+0.00205833j 0.00803874+0.000800025j 0.00642431-0.00179426j -0.00372096-0.00331175j -0.00955712+0.000938012j -0.00133313-0.00432504j 0.00706337-0.00366334j -0.00135076+0.00242978j 0.00173524-0.000189134j 0.000821628-0.00919455j 0.00649768-0.00348205j 0.00260649-0.00425706j -0.000943972+0.00239475j -0.00273865+0.00078907j -0.00216036-0.00514206j 0.00136794-0.00231068j -0.00312249-0.00380273j -0.00133019-0.000601648j -0.00518395-0.00322457j -0.00315493-0.00268198j -0.00113282-0.000449223j -0.00128495+0.000189368j 0.000594559-0.00104417j 0.00381707-0.00285628j -0.00513562-0.00108988j -0.00032629+0.000309062j 0.000873216-0.00152199j 0.00282898+0.00112805j 0.000296734-6.86996e-05j -0.00169824+0.000871569j 0.000399866+0.00195304j -0.000535969+0.00211157j 6.01542e-05-0.000687984j -0.00135-0.001042j 0.001685-0.00162698j 
-0.00218372-0.000230335j 0.00178668+6.78228e-05j -0.00164789+3.21242e-05j 0.000122886+0.00417712j 0.00273264-0.00263772j 0.00343625+0.00645296j 0.000857043-0.00695094j 0.00579612-0.00148872j -0.000481085-0.000307998j -0.00454616+0.00431236j 0.00190504+0.0010885j -0.00157538+0.000317024j -0.00409789+0.00156688j -0.000882475+0.00323853j -0.00414393-0.00468945j -0.0010072-0.00502103j 0.000576704-7.23111e-05j 0.00161558-0.0058688j 0.000434214+0.00341955j -0.0046082-0.000205398j 0.00433227+0.00437599j 0.00464563-0.00679362j -0.00254772+0.00256529j -0.006494-0.0092884j -0.000654026-0.000634958j -0.000510261-0.000338997j -0.00198409+0.00450999j -0.00477527+0.00315615j 0.00235019-0.000539546j -0.000979279-0.000631427j -0.00251639+0.00150105j 0.00480726-0.0018842j -0.00298298+0.000283787j 0.00234061+0.00278959j 0.00316076-0.00448653j 0.00344246-0.00387433j -0.00316282-0.00246775j -0.000107817+0.00120903j -0.00231115+7.97797e-05j 0.000419904+0.000448356j -0.0012812+0.00196356j 0.000606516+0.00449043j -0.00217959-0.00300424j 0.00152015-0.00158168j -0.00133206+0.00224216j -0.00156127+0.000863732j -0.000704352+0.000272787j 0.000604319-0.0023788j 0.000618159-0.000402637j -1.80323e-05+0.000708121j 0.000800101+0.000761622j -0.00041697+0.000656005j 
-0.000774751+0.0002831j 0.00207221-0.00195497j 0.00162721-0.00397349j -0.000182531+0.00423853j 0.00287562-0.00338941j 0.0042528+0.00626904j 0.00253666-0.00663854j 0.00490848-0.00271143j -0.00262884+0.00105332j -0.0074535+0.00748829j 0.00983962+0.00424079j -0.00444613-0.00210217j -0.00725706+0.00154885j -0.000644076+0.00617198j -0.00242003-0.00277923j -0.00539331-0.00545947j 0.000211656+0.00523156j 0.00472172-0.00357609j 0.0023814+0.00202472j -0.00375182+0.000510239j -0.00726514-0.00390604j 0.00763778-0.00384175j 0.00021698-0.00618975j -0.0012341-0.00286014j -0.00489033+0.00185031j -0.00528015-0.000995745j -0.00432694+0.00556765j -0.00159552-0.00259431j -0.00045353+0.00718591j 0.000798518-0.00372412j -0.000488453-0.000717316j 0.00479495+0.00153476j -0.00150923-0.00130076j 0.00143778+0.00205494j 0.00113101-0.00755401j -0.00171296+0.000137727j 0.00290214+0.00229754j -0.000875281-0.00229288j 0.000819523+0.000712564j -0.00460114-0.000614121j 0.00195676+0.000359643j 0.00128174+0.0022992j -0.000648763-0.00104543j -0.00109331-0.00336036j -0.000764905+0.00162553j 0.00358426+0.00192943j 0.00097484+0.00243631j -0.000484467-0.00100349j -0.00066632-0.00189027j 0.000566817-0.000534895j 0.00201356-0.000308573j -0.00169776+0.000352513j 
-0.00069801-0.000227524j 0.00249954-0.00162433j -0.000108511-0.00311089j -0.000692341+0.00224148j 0.000612871-0.00445486j 0.00513377+0.00208683j -0.000282191-0.00600382j 0.00514585-0.00492314j 0.00436875+0.0028391j -0.00194859-0.00268237j -0.000400293+0.00437683j -0.00102174+0.00398333j -0.0016132+0.00301892j 0.000201392+0.00642399j 0.0032014-0.000429295j -0.0073936-0.00699186j -0.00394238+0.0082452j -0.00343117-0.00234807j -0.00216144+0.00261946j -0.000530349-0.0029776j -0.000907454-0.00471535j 0.00626947+0.00235572j 0.00458173-0.00204206j 0.00404821-0.00380145j 0.000500492+0.00197731j -0.00360712+0.00148093j 0.00194087-0.000260167j 0.00166321-0.000627224j 0.000211228+0.00189525j 0.000247554-0.00462736j -0.00148148+0.00373807j 0.00367739+0.00106538j -0.00112166+5.08186e-05j -0.00266129+0.000451289j -0.000947456-0.00445164j -0.00298555+0.00289327j 0.00324273+0.00186903j 0.000994168+5.87794e-05j 0.00110996-0.0010582j -0.00259462-0.00116768j 0.000654231-0.000901448j 0.00276309+0.000925596j 0.000788471+0.00330183j -0.000850154-0.00201128j 0.000254121+0.000838617j 0.00240045+0.0013721j 0.00321384+0.00463405j -0.000506869-0.000333205j -5.75786e-05-0.00295006j 0.000552694+0.000393132j 0.00117972+0.000137359j -0.00183538+0.000296277j 
0.000187286-1.07202e-05j 0.000211335-0.000277641j -0.000770119+0.000420556j -0.000884447+0.00089798j 0.00219517+0.00275629j 0.00268227+0.000722605j 0.000860404+0.00235658j 0.00137323+0.000882785j 0.00144738-0.00623359j -0.00718863-0.00150836j 0.00352785+0.00439477j 0.00428713-0.00351668j 0.00254506-0.00179074j 0.00218947-0.000432265j 0.000492342-0.00330941j 0.00506156+0.00309028j 0.00677206+0.00104737j 0.00444957-0.00153126j -0.000733614-0.00346533j 0.00174279-0.00123386j -0.00441048+0.00592173j 0.00469639+0.000172054j -0.00394184+0.00246966j 0.00115131+0.00996584j -0.00246595-0.000234391j 0.00034312+0.00228942j 8.67078e-05+0.00110082j -0.00228758-0.00213j 0.00584851+0.00149394j 0.000158327-0.00209972j 0.00317509+0.000188212j -0.00111983+0.000197653j -0.00528334-0.00208471j -0.000458549+3.39781e-05j 0.00231271+0.00395399j 0.00401726+0.000988552j -0.000277546+0.0023954j -0.00231469-0.00145935j -0.00108774-0.00541961j -0.000607421+0.000713225j -0.00360034+0.000431154j 0.000649947-0.00196482j 0.00513944-0.00142546j 0.000238021+0.00505091j 0.00117207+0.00167817j -0.00165357-0.00120271j -0.00106155-0.00148176j 0.00155996-0.000389808j -0.000387919+0.00153961j -0.00139856-0.000974073j -0.000436592+0.000125826j 0.00117084+0.000929251j 
0.000641192+0.00153162j -0.00162266+0.00206447j -0.00138736+0.00211006j 0.00232841-0.00192445j -0.00116788+0.00286984j -0.00844391-0.00220581j 0.000513282+0.005518j -0.00386088+0.00788716j -0.0027151+0.000209005j 0.00725974-0.000654924j -0.00345609-0.00675416j -5.6409e-05-0.0033348j -0.00045077-0.000406492j -0.00150777-0.00697558j 0.00026427-0.00118519j -0.00614653+0.00423304j 0.00373158-0.00548697j 0.00140099-0.000873545j 0.00113129-0.00433683j 7.99812e-05+0.00771816j -0.000438531+0.000368245j -0.00765915-0.00543489j -0.00376819-0.00095282j -0.00453953+0.00437495j 0.00353049+0.000481139j -0.00111709-0.00133805j -0.00143997+0.000402227j 0.00392507+0.00224399j -0.00684024-0.00209599j -0.00159704+0.00152455j 0.00118003-0.00599672j -0.00274623-0.000439144j 0.00268678-0.00258817j 0.000518742-0.000782603j -0.00292878+0.00116667j 0.00167717-0.00323022j -0.00245373-0.00294765j -0.00152911+0.00203163j 0.00137271+0.00291739j 0.00359753-0.00392804j -0.000267092-0.000180155j -0.000130969+0.000535632j -0.00318452-0.00330449j -0.00124129+0.00295976j -0.00202927-0.00287998j -0.000378302+0.000324348j 0.000365711-0.0046468j -0.00200468+0.00188656j 0.00159428+0.00105377j -0.000939877+0.000384522j 0.000143626-0.00062434j 0.00124698-0.000193022j 
-3.81482e-05-0.000695826j -0.000675469-0.000605115j -0.000704225+0.00338111j -0.000281471+0.00307242j 0.000129852+0.00196658j -0.000126735+0.00114614j 0.00105333+0.000358049j 0.00076314+0.00129289j 0.00392822-0.00355359j -0.00476719-0.00332816j -0.00294506+0.00452049j 0.00799049+0.00286505j 0.00500859-0.00211294j 0.0012954+0.00107275j -0.00500298+0.00229837j 0.00479948+9.90908e-05j -0.000658166-0.00232349j -0.00305502-0.00339545j 0.000525124+0.0010081j 0.00275312-0.00178911j 0.00391329-0.000261096j -0.00151219-0.00308136j 0.00112456+0.00777061j -0.00207847-0.00174053j 0.00196909+0.00295601j 0.00264573-0.0058495j 0.00513003-0.000534481j 0.000581753+0.000352844j 0.00157851-0.00333661j 0.00535984-0.00111329j -0.000172012+0.00415419j -0.00106509-0.0033834j -0.000460241+0.00308111j -0.00124228+0.00210513j 0.00360658+0.00134922j -0.00116147+0.000297558j 0.00103492+0.00233734j -0.00186917-0.00341812j -0.00131469+0.000104872j 0.00199247+0.00243762j 0.00146173+0.0017691j -0.000535332+0.00130838j 8.26257e-05-0.00181802j 0.001301+0.000822906j 0.00180675+0.00108072j -0.00192894-0.000467649j -0.000842423-0.00238096j 0.00167861-0.00199356j 0.000708612+0.00293552j -0.000852719-0.000542538j 0.000209717+0.00050365j 0.00216341+0.000136426j 
0.000567427+0.000334233j -0.000719819-0.000397635j 0.00148968+0.000185872j 5.15721e-05-0.00130766j -0.0015683+0.00163329j -0.00230219-0.00210675j -0.000334471+0.00233894j -0.00313031+0.000895721j -0.002784-0.00178969j 0.000358937+0.00241989j 0.00167133-0.000376551j 3.97148e-05-0.00280624j 0.000316264-0.00118681j 0.00149166-0.00231908j 0.00228231+0.00160428j 0.00195981+0.00194229j 0.000268811-0.00184172j -0.000222144+0.00187833j -0.000416618-0.00127511j 0.000203534+0.000519599j -0.00149977-0.00148475j -0.00214409+0.00224506j 0.000956286-0.00183587j -7.19747e-05+0.0038569j -0.00103027-0.00216133j -0.000211237-0.000425511j -0.000557142+0.000261901j -5.77023e-05-0.000563728j -0.00262531+0.00146076j -0.000798978+0.00157738j 0.000930223-0.00114544j -0.00210436+0.000616014j 0.00160784+0.00026353j -0.00112339-0.00110913j -0.000878363+0.000916024j -0.00136357+0.000919674j 0.000618655+8.42335e-05j -0.00114996-0.000555102j 0.000811162+0.00136314j -0.00134981+0.000373094j 0.000355439+0.000680028j -0.0010449-0.00110225j -0.000559226-0.00114611j 0.000279184+0.000693508j -0.000527361-0.000864521j 0.000705731-0.00037027j -0.000577905-0.000245675j -0.000432555+0.000683301j -0.000709198+1.18905e-05j 0.000484951+4.30537e-05j -1.28096e-05-0.00057858j -0.000174783-0.000702595j 
3.02978e-05-0.000950073j 0.000319325+0.00046534j -0.00165942+0.0018938j -0.000765198-0.0017029j 4.89144e-05-0.00154718j 0.000723558-0.000269153j -0.00118602-0.000362859j 0.00133476+0.000785702j 0.00630917+0.0016674j 0.00371876-0.00894639j -0.010163+0.000967854j 0.00297691+0.00601512j 0.00177473+0.00246139j -0.00223692+0.00165991j 0.000992198+0.00202151j -0.00628697-0.00317352j -0.00198233+0.0010206j -0.00176548-0.00269506j -0.00137558+0.000553064j 0.00196002+0.00121159j 0.00345265+0.00101858j -0.0025955-0.000482009j -0.00168143+0.00213083j 0.00216092-0.0050049j 0.00553733+0.00518536j 0.00136115+0.00206248j 0.00186173-0.000725864j 0.00653401-0.00199153j -0.00158272-0.00738546j -0.000246396+5.61891e-05j 0.00178214+0.000521627j 0.0011497-0.0016539j -0.00283081-0.000281732j -0.00182161-0.00124582j -0.00120103+0.00173871j 0.00162873-0.00209675j 0.000670159-0.00135529j 0.00272541+0.00265285j -0.000799995-0.000730622j 0.0034476-0.00282685j -0.00161289-0.000981038j -0.000790212-0.000127312j 0.00039194+0.00185699j -0.000877712+0.00215452j -0.000391118+0.000524543j -0.00180106+0.000305754j 0.000795391-0.00125171j 0.000336219-0.000631741j 0.000686147+0.00142608j -0.000975379-0.000397972j -0.0011346+0.000292599j 0.00113471+0.000551918j 
-0.000166587+0.00155709j -0.00147751+4.73122e-05j -0.00179062+6.90875e-06j 0.0015057-0.000132744j -0.00137402+0.00176391j -0.00186563-0.000740452j -0.000778654+0.0016716j -0.000207519+0.00292479j 0.00335036-0.00360806j -0.0035763-0.00363103j -0.00102607+0.00379865j 0.0038455-0.00224944j 0.00295464+0.000201073j 0.00226502+0.000816359j 0.00395189-0.0014364j -0.00682524+0.00143244j 0.000153201+0.00533331j -0.00480269-0.00303759j -0.00198869-0.00431287j 0.00282712+0.000388114j -0.00253296-0.00134024j 0.000372817+0.00220761j 0.00204086+0.00238644j 0.00287515+0.00979337j 0.00264163-4.97731e-05j -0.00301727+0.0010736j 0.00349478-0.000753094j 0.00305597+0.00134757j -0.00279905+0.000234024j 0.00109798-0.00254j 4.46753e-06+0.00119186j -0.000944668-0.00170183j -0.00194681-0.000607303j -0.0052681+0.000245002j -0.0015066-2.61198e-05j -0.00312208+0.00278248j 0.000978296+0.00273642j -0.00417031-0.00243419j 0.00106005-0.00085479j -0.00197454-0.00367571j -0.00129748-0.000562091j 0.000651891-0.00118872j 0.000615166-0.00230685j -0.000219381+0.00477225j -0.00117669-0.000945155j 0.00183456+5.76225e-06j 0.00192209+0.000837487j -0.000809254+0.000575821j 9.12391e-05-0.000271873j 5.89098e-05+0.00151201j 0.000448053-0.00125207j -0.000273844-0.000983198j 
-0.00133171+0.00177855j -0.000962558-0.0011721j 0.000815508-0.00227023j 0.00303543+0.00102876j -0.000307912+0.00212329j -0.00140521-0.000497302j 0.00194606-0.000894201j -0.000786851+0.000146859j -0.00379012+0.000591133j -0.00169015+0.00350553j 0.00650848-0.00042479j -0.0021915-0.00103307j -0.00168024-0.00024491j 0.00039897+0.00239216j -0.00220761+0.00237308j 0.000468504+0.00120373j -0.000516962+0.00308456j 0.00264717+0.00212592j 0.00349414-0.000521494j -0.00166486-5.81427e-05j -0.00355276-0.004925j 0.00072159-0.000726705j 0.000462209-0.00561479j 0.00040161-0.000217929j -0.00323727+0.00176374j -0.000121132+0.000445235j -0.00181325+0.00133187j 0.0013982-0.00235805j 0.000429682+0.00459056j 0.00106367+0.000289317j -7.84757e-05+0.0001763j 1.00972e-06+0.000438557j 0.000344798+0.000976057j -0.000288617+0.00142866j -9.88649e-06-0.000767127j -0.00370572+0.00209344j 0.0038874+0.000371988j -0.00167987-0.00215868j 0.000936223+0.00186452j -0.0021803+0.00231541j 0.000766523+2.23365e-05j 0.000222332+0.000914934j -0.000254397-0.000654483j 0.000648312-0.00205062j -0.000484757-0.000641929j 0.00192798+0.00035315j 0.000213146+5.60496e-06j 8.16384e-05-0.000385106j -0.000395095-0.00173022j 0.000534057+0.000486931j 0.001289-0.000144639j -0.000842396-0.000387212j 
0.000303553+0.00233407j -0.00525752+0.00526334j -0.00557578-0.00142881j 0.00196197-0.00454779j 0.00573456+0.000409041j 0.00162517+0.00526639j -0.00147071-0.0019586j 0.00407933-0.00244912j 0.00138983+0.000737444j -0.00121378+0.00293337j 0.00162032+0.000418907j -0.00331584-0.00355545j -0.0028684-0.0027537j 0.00195106-0.000870106j -0.000917771-0.00651748j -0.00383629-0.00324317j -0.00461835+0.00259268j 9.79895e-06+0.0031003j 0.00264683-0.000679522j -0.00643434+0.000663254j -0.000412987+0.00151089j 0.00207234-0.00364391j 0.00310812-0.00204664j -0.00455705-0.000420135j 0.00240053-0.00018327j -0.00131995+0.000938046j -0.00317062+0.00283278j 0.000253781+0.00214821j -0.00319792+0.00181819j 0.00171826-0.00180182j 0.000337881+0.000790127j 0.00194395+0.000756842j -0.000790837+0.0013844j 0.000521067+0.000785223j -0.00361505+0.00124645j -0.00122513+0.000963141j 0.00231827+0.000759624j -0.000496169-0.00152369j -0.00190238+0.00315887j 0.00276749+0.000271503j -0.000513212+0.00083103j 0.000549071+0.00117935j -0.00161317-0.000720235j 0.00127849-0.00142018j 0.000719616+0.000431486j -0.00203611-0.00193403j -0.000784435-0.000904994j 0.000888526-0.00156037j -0.00148002+0.00174367j 0.000583938+0.00216354j 0.000130974+1.62636e-06j -0.00204087-0.000924548j 
-0.00255958+0.00264805j -0.0019047+0.000436434j -0.00203704-0.00331932j 0.00271181-0.000580916j -9.84871e-05+0.000202778j 0.00368832-5.23239e-05j -0.00205021-0.00171192j 0.00230876-0.00344548j -5.10385e-06-0.000379044j -0.00117056-0.000225993j 0.00295908+0.000294421j -5.01164e-05-0.000376984j -0.00013186+0.00335807j -0.00359166+0.00247747j -0.00425103-0.00331129j -0.0039948+0.00464959j -0.00181313+0.00490252j -0.00239811+0.000828414j 0.000891062-0.00132424j 0.00157998-0.00175717j -0.00101409-0.000422391j 0.00246372+0.00020621j 0.00336379+0.000222769j 0.00344066+0.00202373j -0.00215621-0.000159074j -0.0010109+0.00111661j 0.00162824-0.00214381j -0.000587984+0.000336559j 0.00540183+0.00189633j 0.0013719-0.00249975j -0.00301768+0.000823892j 0.00288177-0.00153091j -0.00202749-0.00175054j 0.000902173+0.00132238j 0.00163314-0.00199665j -0.00243184+0.000604663j -0.00241237+0.000332046j -0.00158783+0.000519056j -0.000302424-0.00191258j -0.00168219-0.00185527j -0.0013867-0.00222381j 0.00161189-0.000293361j 0.00185822+0.00115005j 0.000220328+0.000264157j 0.000147256-0.000822673j 0.0017343-0.000603559j 0.00193273+0.00373318j -0.00119607+0.00124675j 0.000875112-0.00236734j -8.65425e-05+0.0006008j -0.000412211+0.000526249j -0.000649708+0.000191331j 
0.00490476-0.00189158j -0.00677583+0.00914238j -0.00987003+0.00230261j -0.00422104-0.0102183j 0.00337391-0.00790917j 0.013186+0.00520585j -0.00657865-0.0022753j 0.00301169-0.0120492j 0.00707131+0.000273352j -0.00179969+0.000926572j 0.0017888-0.00242331j -0.00180898-0.000844564j -0.00250239+0.00143182j 0.00352463-0.00245673j 0.00228635-0.0136996j -0.0072682-0.00702101j -0.00887032+0.000479514j -0.000821577+0.00169665j -0.000864361+0.00408489j -0.00546045-0.0017803j -0.00461225+0.0109644j 0.00580213+0.000133415j 0.00494326+0.00266534j -0.000216359-0.00365638j 0.00212399+0.000757097j 0.000167854+0.00155455j -0.000187545+0.0021136j -0.00416244+0.0018247j 0.00314716+0.00030874j 0.00350739-0.00387178j -4.12615e-05+0.000349973j 0.0038549-7.97679e-05j -0.00190634+0.000711504j 0.00255888-0.00087831j -0.000332442+0.00393323j 0.000683281+0.00156804j -0.00271969+0.000195059j 0.00234158+0.00206341j -0.00172119+0.000101567j 0.000502512-0.000788708j 0.000629854+0.000155495j 0.000492665-0.00357902j 0.00236235+0.00308091j 0.000382996-0.00134191j 0.00181757+0.000162786j -0.00279004-0.00174186j 0.000190819+0.001599j 0.000532712+0.000910927j 0.000129692+0.00188563j -0.000586475+0.00115384j -0.00326374+0.00114105j -0.000407939-0.000787395j 
