0.293782-0.126005j -0.1276-0.307476j -0.241921-0.0698207j 0.0823531-0.344121j -0.0419736+0.0990759j -0.193651+0.0536591j -0.0860217-0.034702j -0.234024+0.0435273j -0.0924027-0.00810082j -0.0719609+0.0996919j 0.120743+0.0893405j -0.204101-0.122511j 0.0928919+0.216374j -0.123768+0.416749j 0.384144+0.0895611j 0.100624-0.0689722j -0.063635-0.096808j -0.0675587-0.00369236j -0.0130717+0.0749589j 0.0510021-0.00403121j 0.0278828+0.0170836j 0.00322452+0.0166501j 0.018851+0.0251654j 0.0181065+0.0133629j -0.00487961-0.0200301j -0.0135373+0.0174822j 0.000255448+0.0014394j 0.00776105+0.0032877j 0.000287486+0.0286727j 0.00246522-0.0150521j 0.00264037+0.0125571j -0.0137023-0.0147734j -0.0116771+0.0202428j 0.0160098-0.0229741j -0.022659+8.81612e-05j -0.0312606+0.0260816j 0.028072+0.0322417j 0.0087917-0.000728385j -0.000680454-0.00740843j -0.00947121-0.0401683j 0.0282983-0.00649453j -0.0303854+0.0100068j 0.001587+0.0258178j -0.0051435-0.00262887j -0.00284159+0.0221223j 0.00565976+0.00885929j -0.0223973+0.0204384j 0.0155663+0.0202519j -0.00414981+0.00929219j 0.0117737-0.0179984j 0.00318857-0.00519279j -0.00372682-0.00452157j -0.0188757+0.0152508j 0.000230479+0.00337413j 0.0116181-0.00503624j -0.00199523+0.000592011j 0.000788099+0.00374049j 0.0022138+0.00148158j 0.00445255-0.00178232j -0.0110769+0.00592j -0.0109157+0.0021237j 0.014425-0.00456215j -0.00253481-0.00770341j -0.00528195-2.31622e-05j -0.000977959+0.000595136j -0.000469796-0.00137109j -0.000706228-0.00104231j 0.00212689+0.00224609j -0.00448995+0.00228611j -0.00245074+0.0023841j 0.0151926-0.00350669j -0.00949744+0.00319024j 0.0171809+0.000139247j 0.0022909+0.000753943j -0.000713818+0.000736527j -0.00351113-0.00370166j -0.00489789+0.00103354j 0.0037775+0.00201104j -0.0030565-0.000391949j 0.0153941-0.00322424j -0.00472189-0.00595955j -0.00924191-0.000938087j -0.0159568-0.00704226j 0.00353377-0.00248234j 0.00297579-0.0191396j 0.0235156+0.00755955j -0.00815607-0.00316337j 0.00126578-0.00159158j -0.00525861-0.00450939j 0.0236366-0.00919387j 0.0130614+0.0236523j -0.0130733+0.000366893j 0.00401439+0.00748692j -0.0136317-0.00108687j 0.00054952-0.0120748j 
-0.00187727+0.000543334j 0.000230766+0.00241082j 0.00158944-0.00260086j 0.0116392+0.00110888j -0.00807228+0.0124289j -0.0257743-0.0249736j 0.00102563-0.00910746j 0.023636-0.0129335j 0.0210561+0.0195485j -0.01619+0.0110822j 0.01257+0.00350606j 0.00372173+0.00977614j 0.00971983+0.008895j 0.0133163+0.0041606j 0.00402393-0.0182609j 0.00429516+0.00517212j 0.00490896-0.0032855j 0.000828152-0.0197689j -0.0161544+0.00140483j -0.00150519-0.00659331j -0.00589592-0.00566288j -0.00671317-0.01243j 0.000880366+0.0102082j -0.00617775-0.00361102j -0.00784841+0.00578612j 0.00279607+0.000922896j 0.0129782-0.0040974j -0.00813982+0.00791634j -0.00877966-0.0155685j 0.00126468+0.00609158j 0.012603+0.000235979j -0.013268+0.0126534j 0.0123698+0.00307747j -0.0043268+0.00360694j 0.00962753-0.000246756j -0.000946742+0.00706622j 0.00633812+0.00306689j 0.0147262-0.00885662j -0.0067079-0.0151432j 0.00850015-0.0169695j 0.0180769+0.0113732j 0.00126873+0.00209418j -0.000364959-0.00502886j -0.000987107-0.00898457j -0.0125482-0.0062573j -0.0114543+0.0075451j -0.0117068-0.00759915j -0.00158812+0.0151902j -0.00223099+0.000347208j -0.0157015-0.00211608j -0.00165274+0.00548722j 0.00039928+0.00209151j 0.00534442+0.00535633j -0.0106913+0.00488202j 0.012621+0.00509229j 0.00708436+0.00844508j 0.00330999-0.0163226j 0.00463413-0.0212586j -0.00685887-0.0085368j -0.00144914-0.0140725j -0.00597201-0.00441235j 0.00209617-0.00744871j -0.002255-0.00705109j 0.00599653-0.000414307j 0.0111449-0.00273258j -0.00135931+0.00227806j 0.00041852+0.00733299j 0.000621229+0.00275282j 0.00783403-0.00517902j -0.00370437+0.00973473j 0.00920231+0.00783029j 0.00608098-0.00579286j -0.00562014+0.0143554j 0.000480577+0.00641545j -0.0112436-0.0139096j 0.0228131+0.00149357j -0.000744306+0.0045525j 0.00515827+0.00153493j -0.00228381+0.00707362j -0.026249+0.0092233j 0.00297431-0.00366724j 0.0153089+0.00806526j 0.0147823+0.0144425j 0.0065467-0.0150288j 0.0105476-0.000652339j -0.0033613-0.000560788j -0.0175104+0.0147793j 0.017451+0.0131842j -0.00798329-0.0167047j -0.00103203-0.0194736j 0.0149922-0.00119942j -0.0174705-0.000447603j -0.00199838+0.0166122j 0.000440407-0.0030639j 0.00278118-0.00138034j 
0.00790305+0.0130929j 0.0127954-0.00597065j -0.0115384+0.020178j -0.00294645-0.00206621j 0.00893011-0.00762527j -0.00264429-0.00487172j 0.00187182+0.00492575j 0.0110235-0.0168956j -0.00733226+0.00416335j 0.0242847+0.0093842j 0.0150367+0.00541404j -0.00369751+0.0185329j -0.00162926+0.0202274j -0.0102269+0.000612586j -0.00445122-0.000573847j -0.0163825-0.00243989j -0.00355663+0.0140652j -0.00778616+0.01299j 0.0103254+0.0080681j -0.0145124-0.00308362j -0.00504819-0.00843669j 0.00556675+0.00791885j 0.0127831-0.0127478j 0.0137758+0.00293112j 0.00305179-0.00422755j 0.00320606-0.00579607j 0.000118026+0.00220021j 0.0102723-0.00167507j -0.00837818+0.0117787j 0.00270905-0.00486748j -0.0122189-0.00892697j -0.000288497+0.00746127j 0.00371761-0.00728733j 0.0070179+0.00282712j 0.00248516-0.0120681j 0.00323528-0.00323268j -0.000544581+0.00104713j 0.020112-0.00361278j -0.00462084-0.0157133j -0.00465119+0.0112649j -0.0172312+0.00325199j -0.0178882+0.0141568j 0.0194045+0.0186474j 0.0173983-0.0142958j 0.0170882+0.00598788j -0.0194579-0.0275718j -0.00955988-0.0028372j 0.00891176+0.0120462j 0.00378275-0.0308417j -0.00997511-0.0307327j -0.0316551+0.00330698j 0.0136758-0.00383973j -0.0231113+0.0208382j -0.0212388+0.0139073j -0.0166228+0.00925936j -0.00490274-0.00066062j 0.0124698-0.0178437j 0.00904054-0.00152822j -0.00696378+0.00398825j -0.00734599-0.000639496j -0.0117056+0.00985757j -0.00423918+0.00642343j 0.0152015-0.0026957j -0.00150757+0.00410652j -0.00486141-0.00950772j 0.00027389+0.00536566j 0.0155709+0.0031767j -0.000365768+0.000804413j 0.000378333-0.0056057j -0.0161556+0.00263882j -0.00222053-0.00377283j 0.000356715+0.00847787j 0.0246963+0.0181425j 0.00678498-0.00347882j 0.0168482-0.010031j 0.0169261+0.00495731j -0.0254996-0.0158695j -0.00385845+0.0265784j 0.00259002-0.012561j -0.0258723+0.00874913j 0.0286351+0.0165056j -0.010822+0.00351567j 0.00424828+0.0191642j 0.00396616+0.0377131j 0.00159012+0.00288689j 0.00237455+0.00499166j -0.015944-0.0328506j -0.0228257+0.0342533j 0.0336597-0.00960251j -0.0105644+0.00477193j -0.00595251-0.00971953j -0.00249282-0.0166624j -0.0193108+0.00586882j 0.0135981-0.00968285j 0.0130859+0.0114345j 
0.00475479+0.00689183j 0.00904969-0.00356695j 0.0220691-0.0170004j 0.00133082+0.00761673j -0.00851-0.00573638j -0.0220307+0.00911216j -0.00463238+0.0197874j 0.0191655-0.00280076j -0.000186326+0.0127286j -0.0103836+0.0194204j 0.0222661-0.00351301j 0.00612881+0.00778099j 0.0258228-0.00773885j 0.00143422+0.00670862j 0.00107556+0.00525103j 0.000330114+0.00549739j 0.00625278-0.00252848j -0.00744851+0.0155064j 0.0156821+0.00435169j -0.0109751+0.00642559j -0.00246278+0.00102939j 0.00698539+0.00724045j -0.00436129-0.0090484j 0.00274109-0.00717574j 0.00097692-0.00749174j -0.000774439-0.00290215j 0.000550567-0.000287048j -0.00185747-0.00755694j 0.00228422+0.00556304j -0.00322855-0.00620137j -0.00863994+0.00946888j 0.00115247+0.00615548j -0.00915596-0.00108819j 0.00078944-0.0104799j -0.0162294-0.00318183j -0.00512091-0.00675627j -0.00450785+0.00419226j -0.0157493+0.023038j 0.0197299+0.0164311j 0.00143297+0.0171326j -0.0231885-0.00537844j -0.00748161-0.0204979j -0.0120311+0.00809764j 0.00649867+0.00299718j 0.00920593+0.00952365j 0.0104022-0.00911546j 0.00862924+0.00375857j 0.00753912-0.00803547j 0.0135422-0.0102745j 0.0185123+0.00799546j -0.00435975-0.0116164j 0.000830837-0.00108869j 0.00623548-0.00990336j 0.00577825-0.0187095j -0.0123547-0.0140515j -0.00769578-0.00928926j -0.00589502+0.0244739j 0.00321822+0.0147887j 0.0028359-0.00421695j 0.0106777+0.0144402j 0.00956874+0.00598132j 0.00415809+0.00374493j 0.00498959+0.00416113j -0.000106608+0.00274651j -0.00969541+0.00516407j 0.00390174-0.0077692j -0.000252216-0.00328223j -0.00416153-0.00336678j 0.00757205+0.00900147j -0.00360529-0.0169225j -0.00289318-0.00101801j -0.0143142+0.00774455j -0.00791731-0.014772j -0.00512295+0.00787231j 0.0104552+0.00310538j -0.0259378-0.00263028j -0.00204095-0.0105335j -0.0172163-0.00128781j -0.00221563+0.000338961j 0.0139348-0.0149033j -0.0139184+0.0203753j -0.0111257-0.00108436j -0.0125977-0.0145638j -0.0240742+0.0211282j -0.0225223-0.00993434j 0.0120668-0.0119107j 0.0234447-0.0182517j -0.0289542-0.0205403j 0.00917959+0.0274838j 0.0148935+0.0157354j -0.0119359+0.0167706j 0.0159854+0.00505307j 0.00622414-0.0164117j -0.00316249+0.0069302j -0.00588894-0.000749022j 
-0.00419714+0.00640387j 0.00697415+0.00176958j -0.0166914-0.0161178j 0.00449742-0.00203387j 0.00427398+0.00609337j -0.00478193+0.00675231j -0.0020877+0.00974714j 0.0220061+0.00222106j -0.000716498-0.00124377j -0.0065737+0.0322878j 0.00566955+0.00868045j -0.0119109+0.000398275j -0.00684125-0.00444262j -0.000404032-0.00579226j 0.000128517-0.000995551j -0.0149624-0.00658441j -0.0075167+0.0170437j 0.0228166-0.00258401j -0.00398345-0.0216691j 0.013015+0.00864462j -0.00307048+0.00378613j 0.00269043-0.0046115j -0.0131066-0.015332j 0.0102074+0.000613843j -0.00199631+0.000282926j -0.0104438+0.00102722j -0.0132437+0.00365099j 0.0126291-0.0132485j 0.0261067+0.0143211j -0.00288766+0.00408072j -0.0121287+0.00474487j 0.0149228-0.03347j -0.0104026-0.00617015j 0.00821056+0.00105324j 0.00314202+0.00135823j 0.000131722+0.000793783j -0.000801901-0.00184282j 0.00348555-0.024732j -0.0214403-0.00446517j -0.00765736+0.00144963j 0.00973118-0.00174164j 0.0177117+0.0275399j 0.0182937-0.0164649j -0.0122388+0.00567057j 0.00274793-0.0189097j -0.00949467+0.00732889j 0.0108535+0.0025899j -0.00929275-0.015515j -0.0272204+0.0085758j -0.0151208+0.000789434j 0.00898319+0.0279819j 0.00839501-0.00230222j 0.00495513+0.00811548j 0.0132823+0.017015j -0.0029435+0.0197937j -0.00511046+0.00134258j -0.009209-0.0107458j -0.006193-0.000190328j 0.0100413+0.021644j 0.000140289+0.0145868j 7.68936e-05+0.006565j -0.00060721+0.00500184j -0.00459673+0.000583876j -0.00192744-0.00402365j 0.00171504-0.00011729j -0.00285223+0.00109717j -0.00381374-0.0146742j 0.00328457-0.00308628j -0.0238195-0.00424802j 0.0138793+0.0137681j -0.0125054-0.00198574j 0.0155732+0.00389491j 0.0256855-0.0231703j 0.0023549-0.0135039j -0.00673603+0.00717127j -0.00463136-0.00115429j -0.00430742+0.02007j 0.0297893+0.00149106j -0.00685592-0.0131396j 0.0273591+0.0111547j 0.022695-0.0372472j -0.0084843-0.0131198j 0.00101897-0.004989j 0.0324628-0.00770552j 0.0257872+0.00378146j -0.00273195+0.0242184j -0.0207397+0.0067095j 0.0259682+0.0186593j -0.00407773-0.0283566j -0.0139404+0.00336579j -0.00332675-0.0142662j -0.00936595-0.0098955j -0.00819894+0.0118183j 0.00463454-0.00990935j 0.00804083+0.0024341j 
-0.00538996-0.00055096j 0.000344724+0.00332712j 0.00073105+0.00113217j -0.0023409-0.00326867j 0.00211304-0.00112713j -0.00122967+0.000183359j -0.000529807+0.00104798j -0.000863271-0.000657468j -0.00215341-0.00220583j -5.03483e-05-0.000391314j 0.00217344-0.000559883j -0.000108293+0.00248132j 0.00211949+0.0015317j -0.00267329-0.000178273j 0.000267918+0.000370725j 0.00862846+0.0038301j 0.00759826-0.00847632j 0.00612974+0.00367631j -0.00396929-0.00352811j 0.000765024+0.00321911j 0.00554334-0.0152361j -0.000163638-0.00110972j 0.000222799+0.00288554j -0.00289927+0.00263204j -0.0123403-0.000701494j -0.00886835-0.000717608j 0.00154951-0.00354661j 0.00649706+0.00949833j -0.00358177-0.00122976j -0.0011728+0.00654243j 0.00460277+0.000550339j 0.00308443-0.00445832j 0.00248328-0.00179545j -0.00241814+0.0022375j 0.00168241+0.00216802j 0.00212728+0.00138315j 0.000765485+0.00400498j -0.00642983-0.0051358j -0.00687508+0.01059j -0.00151866-0.012744j 0.00655369-0.00605453j -0.0107952-0.0128481j -0.0164897+0.000208244j 0.0220422-0.000992443j 0.0118692-0.000219119j -0.00329747-0.0120356j 0.0174677-0.0065726j -0.00188889-0.0145888j -0.00745204-0.00117355j -0.00362796+0.00374318j 0.00209986-0.00278004j -0.000752669-0.00902516j -0.00257546+0.0169362j 0.00526113-0.0215872j 0.013731+0.00202903j -0.00766909-0.00265637j -0.0065497-0.00557549j 0.00584634+0.0122319j -0.00907088+0.00940179j -0.00208728-0.0127161j 0.00176494+0.0024351j 0.00125272-0.00243517j 0.00161664-0.00644316j -0.00210404-0.00415111j -0.00013885+0.00785487j 0.00103155+0.00301466j 0.00158652-0.000549552j 0.0121911-0.0012458j 0.00202243-0.00426236j 0.00463399+0.000787898j 0.00450902+0.000507685j 0.000995625-0.0027601j -0.00996079-0.000922172j -0.00129727+0.00478137j 0.0193964+0.000513139j -0.00568081-0.0028469j -0.00742148+0.00266882j 0.000969755-0.0116796j 0.017616-0.0103053j 0.00871981+0.00138226j -0.0117933-0.00182955j -0.00127966+0.0109372j 0.00529418-0.00500368j -0.00335991-0.00230663j 0.0139855+0.000493185j -0.00609268+0.0138522j -0.00772185-0.0103884j -0.0060626+0.00419335j 0.0105476+0.0207219j -0.00574982-0.00929215j 0.00445519-0.0035134j -0.0140278+0.0033675j 0.0132169+0.0145165j -0.00630067+0.0117146j -0.0133919-0.00669726j 
0.00121935-0.00834094j -0.00861632-9.21479e-07j -0.00195487-0.00490763j 0.00201371+0.00190049j 0.00116592+0.0029445j 0.000561727-0.00285993j -0.00138504+0.00203884j -0.000406666+0.00229788j 0.000975761-0.00287459j 0.000250788+0.000541526j 0.000409327+0.000578766j -0.00218627-0.000879217j -0.000769549+4.73671e-05j -0.0022444+0.00163189j -0.00192722+0.000641275j -0.00505804+0.0230859j 0.023497+0.00214285j -0.00440237+0.0141849j 0.0108074+0.00677299j -0.000710782+5.07911e-05j 0.00370167-0.0027853j 0.00142389+0.00328527j 0.00052385+0.00574252j -0.000416925+0.000415653j -0.00303018-0.00381443j -0.00444697-0.00225906j 0.00408814-0.00350538j -0.00249434+0.00396722j -0.00115009-0.0022058j -0.00368335+0.00210193j 0.00130653+0.00377785j 0.00413687+0.000915073j 0.00131081+0.00126271j 0.000875746+0.00171465j 0.00336241+0.000119039j -0.00222948+0.00493919j 0.00486061-0.00290406j -0.0187274-0.0195673j -0.0209004+0.0218323j -0.00550067+0.0113393j -0.0220683+0.000593785j -0.0319595+0.00371467j 0.00455299+0.035626j -0.00535151-0.000664387j -0.00120123+0.0188349j 0.00531651+0.00955048j -0.00720815-0.0243185j -0.0128374-0.0103785j -0.00347179+0.00143602j -0.00450434+0.00654858j -0.00301054+0.00584206j 0.00041362-0.00400829j 0.00099009+0.00988565j 0.00278282-0.00978124j -0.00227425+0.00326323j 0.0196184-0.00180986j -0.00253372-0.00906881j -0.0149596+0.00181675j -0.000222977+0.00101214j 0.0100611-0.00238285j 0.00237027+0.010542j 0.0119501-0.00188437j -0.00388733-0.00982052j 0.00907753-0.00122878j -0.00904086+0.00232572j 0.0135058+0.00342457j 0.0125125-0.00442545j 0.017103+0.0041233j 0.00170924-0.000811102j -0.00109992+0.00846962j 0.00404353+0.000479256j 0.00525531-0.0113876j -0.0123076-0.00288562j -0.000892668+0.00547605j 0.0151152+0.00639824j 0.00548247-0.00551852j -0.0125896-0.00258186j -0.00308858+0.00950146j -0.0011413+0.00375239j 0.00614007+0.00106271j 0.00416864-0.00794196j 0.00841162+0.0075541j -0.000650746+0.00332995j 0.00579423-0.00562903j -0.00130901-0.00241997j 0.00889051-0.0127069j -0.00338276-0.0128458j -0.00169073-0.00502934j 6.83631e-05+1.22082e-05j 0.00169985+0.00348131j -0.00203505-0.000799045j 0.0277045-0.0129009j -0.00977181-0.0323592j -0.0371531-0.00562138j 0.00405722-0.0314174j 
0.00293232-0.00409731j -0.00279391+0.00123248j -0.00188668-0.00276188j 0.000542864+0.00335227j 0.00116925+0.00461655j 0.0019902-0.00312045j -0.00333651+0.00330221j -0.00112253+0.0022235j 0.00285349-0.0032595j 0.00161606+0.00138269j 0.00129439+0.00116628j 0.000136593-0.00147785j -1.57331e-05+0.00061854j -0.000682208+0.00223193j -0.00193039+1.37847e-05j -0.00337955+0.0061621j 0.00451917+0.00380231j -0.0177682-0.00415124j -0.00195074+0.00631077j -0.00857544+0.00122157j 0.000530129+0.0122942j -0.000159891-0.000662713j -0.00304274-0.000440287j -0.00291021-0.00465452j 0.000118826-0.00930796j 0.0040411-0.00268241j 0.00269193-0.00125795j -0.0104842+0.0039313j 0.00490729+0.00284722j -0.00117425-0.000913645j -0.00411149+0.00527419j 0.00490972+0.00145342j 0.0065854+0.00206052j 0.00929755+0.00379958j 0.00419308+0.00183529j -0.00214389+0.00320085j 0.00375673-0.00590887j -0.00644525+0.00318318j 0.00243527+0.00406713j 0.000832589+0.00470463j 6.14138e-05-0.00572025j 0.0102404-0.00698786j 0.00295189-0.00661221j -0.00379205+0.000263034j -0.00656071+0.0022807j -0.00597562-0.00382827j -0.00542116+0.00961647j 0.0123402+0.00785665j -0.00569008-0.00884892j -0.0051896+0.00320201j -0.0109733-0.0044765j -0.00603237-0.00906958j -0.00840746-0.00271735j -0.00367051+0.004851j 0.0110134+0.0025986j -0.00720196-0.00271042j -0.00805952+0.0017046j 0.00168583-0.00693693j 0.00317899-0.00690075j 0.00616119+0.00372861j 0.00718135+0.00224311j -0.00865265+0.00542332j -0.00235106-0.000349359j 0.00510864+0.00433613j -0.0049925+0.00697466j -0.00159312+0.0018509j -0.000689417-0.00111442j -0.00216895+0.00422435j 0.00658177-0.00459824j -0.00752877+0.00263044j -0.00123664+0.00753348j -0.000104622+0.00176699j -0.00186471+0.00500376j -0.0028644-0.00160485j -5.97509e-05-0.00594703j 0.000272129-0.0118182j -0.00298999+0.00782449j 0.00225326-0.00980357j 0.00348019+0.0065777j -0.00184596-0.000578615j 0.00781608-0.00383893j -0.00304159-0.00128712j 0.00719178+0.0104246j 0.00445435-0.00175083j -0.000468438+0.00134461j 0.00977702-0.00470815j 0.00569198-0.0104116j -0.0108472+0.00396961j -0.00580863-0.0137558j 0.00689243+0.00560213j 7.66542e-05+0.00530227j 0.0191871+0.0082161j -0.00889254-0.0220379j -0.0131862+0.00605424j -0.00640076-0.0145166j 
0.00153265-0.00250177j -0.00318903-0.00074364j -0.000429267-0.00102368j -0.00250528-0.000383025j 0.00027202-0.000576661j 0.000159123-0.000160784j 0.00049057+0.000564027j -0.00157397-0.00024977j -0.00222192-0.00300955j -0.0028478+0.00227777j -0.000205537-0.00143278j 0.000953056+4.98971e-05j -0.000136369+0.00220375j -0.000998904+0.000288561j 0.000400283+0.000348608j -0.00533316+0.00605031j 0.00741735+0.00481261j 0.000726218-0.00428372j 0.00367095+0.00297373j -0.00172391-0.00549625j -0.00171253-0.00643902j 1.35926e-05-0.000517308j 0.00311596+0.00810843j 0.00469842+0.000189812j -0.0100533-0.00913655j -0.0173375+0.0111529j 0.00584019-0.00278343j 0.00193017+0.00323335j -0.0124424+0.00363006j 0.000740155+0.0114787j -0.00159262+0.00517402j -0.000695885-0.00377282j -0.000500853+0.00196208j 0.00439187+0.0043132j -0.0072689+0.00114448j 0.00455056-0.00145436j 0.00132943-0.00165426j 0.00188595-0.00146352j -0.00270297-0.00434982j 0.00255491+0.00197728j 0.00401012+0.00255939j 0.003406-0.00124604j -0.000118675+0.00746214j -0.0175295-0.000440146j -0.00831086+0.00128217j 0.0163836+0.00586429j -0.00730519-0.00354727j -0.00558505-0.00170027j -0.0021745-0.00556765j -0.00912215+0.00041916j -0.00467023-0.0122205j -0.00256589+0.00816884j 0.00390104-0.00652668j 0.00361461-0.00566262j -0.00164159+0.0186366j 0.0163141-0.00321628j -0.00791392-0.0112788j -0.00199385+0.00550989j -0.0069253-0.0020621j 0.00836299+0.00881332j -0.00938698+0.00948032j 0.0146031-0.0168996j -0.00643873-0.0193716j 0.00161587-0.00221298j -0.00462794-0.000705739j 0.000791641-0.0039563j 0.00543578-0.00268138j 0.00846149+8.78345e-05j 0.00367208-0.00534499j 0.00128183+0.00413317j 0.00120632+0.00656949j 0.00751228-0.00945337j -0.0113855-0.000519409j 0.000175537+0.00921206j 0.012449+0.0082757j 0.0114499-0.00739539j -0.0122497-0.00692141j -8.48488e-05+0.00528127j -0.00557118+0.00720521j 0.00420341+4.70478e-05j 0.00962926-0.0071439j 0.00753799-0.008781j -0.00527119+0.00815043j 0.00462571-0.0102672j -0.00447709-0.000157509j 0.00859964-0.00570162j 0.00620171-0.00485462j -0.00112063-0.00094241j 0.0255324-0.015025j -0.00649473+0.00162952j -0.00151105-0.000774401j -0.0126184+0.000800921j 0.00260495-0.00911367j -0.00846226+0.0099178j -0.00688193-0.00902262j 
0.00190375-0.0031471j 0.000742385+0.00179001j -0.00479708-0.0093422j -0.000655522+0.00642835j 0.00566488+0.00835491j 0.00251426-0.0117165j -0.00594993+0.0118064j -0.00337205+0.0054292j 0.00459109-0.00742891j 0.00708418-0.00526879j 0.00713218-0.000197877j 0.00238621+0.00246841j 0.00199426-0.00264165j -0.0043625+0.00807283j -0.00660783-0.00104468j -0.00336527-0.000310388j 0.00206144+0.00184077j -0.0125639-0.000807784j -0.00110194+0.00254868j -0.00695276+0.00034239j 0.00471981+0.00242707j -0.00104074+0.00114065j -0.00438806-0.00179047j -0.006397-0.00121998j -0.000938002-0.00645273j 0.00325233-0.000335454j 0.00284075-0.00095865j -0.00236603+0.00857866j 0.00936204-0.00247421j 0.00122372-0.00181022j -0.00156563+0.00116154j 0.00693856-0.00326006j 0.00663455+0.00081108j 0.0063707+0.0035736j 0.00622104+0.000543018j -0.00289295+0.000933292j 0.00273929-0.003066j -0.00279981-0.00157962j -0.00134307+0.00378958j -0.00202806+0.00690919j -0.00488672-0.00152728j -0.000136765-0.00119219j -0.00052082+0.00379207j 0.00188057-0.00670439j 0.00602339+0.00947425j 0.00765717-0.00318619j -0.0140247+0.0055223j 0.00478309+0.000443522j 0.00324069-0.00604628j 0.000903951+0.00861698j 0.000281569-0.00222995j -0.0150438-0.00994664j 0.00249739-0.00468866j 0.000516323+5.39853e-05j -0.00355968-0.00274502j -0.00500852+0.000633478j 0.00516406+0.00103108j -2.13243e-05+0.00340888j 0.00022554-0.0111955j 0.00115764+0.00579599j 0.00497705-0.00612224j 0.00257654+0.00222292j -0.00573352-0.00201766j 0.00764257-0.00313017j 0.00283319+0.00843467j 0.000258596-0.00483328j -0.0031663-0.00155814j -0.000432084+0.0049793j 0.004347-0.00468617j -0.00174128-0.00218033j -0.00144293-0.00843647j 0.00273386+0.00479955j -0.0095637+0.0047403j -0.0035192+0.0144046j -0.00518509-0.00383541j -0.00394007+0.00230718j 0.00829896-0.00508466j -0.00505571-0.00709604j 0.00613685-0.00739377j 0.00863183-0.00787684j 0.00922663+0.00249151j 0.000864889-0.00171816j 0.00502491+0.00363841j 0.00137107-0.0137186j 0.0135189+0.00162449j 0.0115726+0.0108806j -0.0021618-0.00233325j -0.00785033+0.00104465j 0.00674544-0.00470522j -0.00920613-0.00251384j 0.00140186-0.00897209j -0.00466051-0.00308417j -0.0055592-0.00190167j 0.000824418+0.00150977j -0.000433719+0.00326402j 
1.24993e-05+0.000753442j -0.00102945+0.00307049j 0.00639872-0.00345782j -0.00553744-0.00762329j 0.00272745-0.00194696j 0.00173121-0.000869344j 0.00564787+0.000665119j -0.00309114-0.00417731j -0.00425673-0.00563089j -0.00879221+0.00318352j 0.00260246-0.00279542j 0.0060042+0.00883924j -0.00590878+0.00578183j -8.24845e-05-0.00339567j 0.00517369-0.00129629j 0.000697617+0.000641342j 0.000457129+0.00221971j 0.00362465-0.00871817j 0.000931792+0.00160099j 0.000651471-0.00967274j 0.00623587-0.00578606j 0.00191845+0.00420863j 0.00116364+7.53129e-05j -0.00435374-0.00853578j -0.00567767-0.00516236j -0.0123576+0.00968601j -0.0027536-0.00116875j -0.0057934+0.011312j 0.00409331+0.0059606j 0.00651551+0.00641671j 0.00306188+0.00343199j 0.00620652+0.00155249j -0.000217827+0.0021893j -9.29494e-05+0.00817392j -0.00529235+9.36891e-05j 0.000929437-0.00122868j 0.00151155+5.63004e-05j -0.0026802+0.00179892j 0.0042458+0.000892251j 0.00739505+0.000764044j 0.00262948+0.0114751j 0.00368639+0.00398188j 0.00294317-0.00276672j 0.00225988-0.00159489j -5.86607e-05+0.00177822j 0.0070327-0.000314994j 0.00545542-0.00334176j 0.00609706-0.00122555j 0.00763128+0.00829226j -0.00597218-0.00722441j -0.0174981-0.00241701j 0.00500169+0.00166822j -0.0032708+0.0242994j -0.0044408-0.00323499j 0.0229646+0.0011271j -0.0155667+0.00172765j -0.00831405+0.0226756j 0.00288461-0.00670076j -0.00532133+0.0101622j -0.00250771-0.0125944j -0.0084925+0.00149873j 0.00440136-0.00456431j 0.00335013-0.00959876j 0.00314684+0.00626187j 0.0121214+0.00296896j -0.0093948+0.00991553j -0.00619741+0.00732889j 0.0027776+0.00704715j -0.00402372-0.0211346j 0.0120694+0.000598474j 0.016371+0.0115812j 0.00383674+0.00754787j -0.00121523+0.000365789j -0.00283432+0.000746393j 0.0113005-0.000762956j 0.00549131-0.00979111j 0.00556956+0.00963925j 0.0149023-0.018287j 0.00417899+0.00636796j -4.21933e-05-0.00317336j -0.00789945-0.0026295j -0.00437813-0.00752776j -0.00888141+0.00645972j 0.0115856+0.0204201j -0.00813343-0.0136149j -9.32448e-05+0.0126326j -0.00137526+0.000785336j -0.00787383+0.00431449j -0.000368962+0.0183274j -0.00691303+0.00247148j -0.00208913-0.00621248j 0.0148827+0.00155443j 0.00620026-0.00858057j 0.00296441+0.00274928j -0.00487344+0.00211063j 
