0.293782-0.126005j -0.1276-0.307476j -0.241921-0.0698207j 0.0823531-0.344121j -0.0419736+0.0990759j -0.193651+0.0536591j -0.0860217-0.034702j -0.234024+0.0435273j -0.0924027-0.00810082j -0.0719609+0.0996919j 0.120743+0.0893405j -0.204101-0.122511j 0.0928919+0.216374j -0.123768+0.416749j 0.384144+0.0895611j 0.100624-0.0689722j -0.063635-0.096808j -0.0675587-0.00369236j -0.0130717+0.0749589j 0.0510021-0.00403121j 0.0278828+0.0170836j 0.00322452+0.0166501j 0.018851+0.0251654j 0.0181065+0.0133629j -0.00487961-0.0200301j -0.0135373+0.0174822j 0.000255448+0.0014394j 0.00776105+0.0032877j 0.000287486+0.0286727j 0.00246522-0.0150521j 0.00264037+0.0125571j -0.0137023-0.0147734j -0.0116771+0.0202428j 0.0160098-0.0229741j -0.022659+8.81612e-05j -0.0312606+0.0260816j 0.028072+0.0322417j 0.0087917-0.000728385j -0.000680454-0.00740843j -0.00947121-0.0401683j 0.0282983-0.00649453j -0.0303854+0.0100068j 0.001587+0.0258178j -0.0051435-0.00262887j -0.00284159+0.0221223j 0.00565976+0.00885929j -0.0223973+0.0204384j 0.0155663+0.0202519j -0.00414981+0.00929219j 0.0117737-0.0179984j 0.00318857-0.00519279j -0.00372682-0.00452157j -0.0188757+0.0152508j 0.000230479+0.00337413j 0.0116181-0.00503624j -0.00199523+0.000592011j 0.000788099+0.00374049j 0.0022138+0.00148158j 0.00445255-0.00178232j -0.0110769+0.00592j -0.0109157+0.0021237j 0.014425-0.00456215j -0.00253481-0.00770341j -0.00528195-2.31622e-05j -0.000977959+0.000595136j -0.000469796-0.00137109j -0.000706228-0.00104231j 0.00212689+0.00224609j -0.00448995+0.00228611j -0.00245074+0.0023841j 0.0151926-0.00350669j -0.00949744+0.00319024j 0.0171809+0.000139247j 0.0022909+0.000753943j -0.000713818+0.000736527j -0.00351113-0.00370166j -0.00489789+0.00103354j 0.0037775+0.00201104j -0.0030565-0.000391949j 0.0153941-0.00322424j -0.00472189-0.00595955j -0.00924191-0.000938087j -0.0159568-0.00704226j 0.00353377-0.00248234j 0.00297579-0.0191396j 0.0235156+0.00755955j -0.00815607-0.00316337j 0.00126578-0.00159158j -0.00525861-0.00450939j 0.0236366-0.00919387j 0.0130614+0.0236523j -0.0130733+0.000366893j 0.00401439+0.00748692j -0.0136317-0.00108687j 0.00054952-0.0120748j 
-0.000625293-0.00187851j -0.00136638-0.00016869j 0.00156333-0.00408813j -0.00163196+0.000412654j 0.00469911+0.00258j 0.0011968-0.00210883j -0.00268161+0.00395741j -0.00461698-0.00411202j -0.00268799+0.0092567j -0.00302537+0.00321833j -0.00497867+0.00156758j 0.0014454+0.000770701j -0.00158265+0.00175616j 0.00153586+0.000389154j -0.00169876-0.000116394j -0.000394019-0.000102011j 0.00180004-0.00159284j 0.00067672-0.000518379j -0.000517421+1.3819e-05j -0.000937305-0.00019119j 0.00227281+0.00153071j 0.000707586-0.00210671j 0.000392279-0.000520389j -0.000878438-0.00192325j -0.000880207-0.00308215j 0.000621477-0.00230236j 0.00538447-9.93982e-05j 0.0017247-0.00294669j 0.00116239-0.00245024j 0.00308024+0.00224433j 0.00320207+0.000796446j 0.00153554+0.00130776j -0.00150505-6.97846e-05j 0.000671616-6.32329e-05j -0.000280501+0.00204986j -0.000233025+0.000260187j 0.000979113+0.00184861j -0.0006076+0.000107443j 0.00208104+0.000236726j 0.0010339+0.00182468j 0.00110918-0.00195956j 0.0010899+0.000183245j -0.00058204+0.000843839j 0.0019948+0.000171424j 0.00458906-0.00341685j 0.00465156+0.0024319j -0.000228814-0.000591732j -0.000449645+0.00377546j 0.000576208-0.00174286j -0.00256036-0.00147011j -0.00202056+0.00371782j -0.00481457+0.00425177j -0.0034804-0.001149j -0.00307003+0.00216904j -0.00233935+0.000533382j -0.00133345+0.00142914j 0.00172292+0.00107271j 0.00374986-0.00265215j -0.00862004+0.00141242j -0.00144697-0.000802967j -0.00435687+0.00201943j -0.0010536-0.00120314j 0.00275425+0.000391078j 0.00424318+0.000356153j -0.00722206-0.000312419j 0.00294646+0.00190273j -0.00350311-0.000490933j 0.00221199+0.00139486j -0.00218709+0.00379345j 0.000136613+0.00136157j -8.44956e-05+0.00147678j 0.00103122+0.000459116j -0.00252005-0.00178348j 0.00278255+0.000765169j -0.00100727+0.00340712j -0.00130104+0.00235115j 5.47083e-05+0.00218848j 7.07252e-05-0.00207092j -0.00313205-4.3722e-05j -0.000555672+0.000448312j -0.00143805+0.000247142j 0.000600619-0.00225089j -0.00196989-0.00123099j -7.20699e-06-0.00198754j 0.000208495-0.000192089j 0.000783299+0.000547454j -4.65183e-05-0.000316105j 0.00252381-0.000386706j -0.00147262+0.000427399j -0.000111046+0.000230191j -0.00128314+0.000690523j 0.000245309-0.000477051j 0.00143649+0.000389013j -0.000340548+0.00046129j 0.000262949-0.00173468j 
-0.00141064-0.00173822j 0.00126414-0.00202893j 0.000579858+0.000184485j 0.00128704-0.000303793j 0.0023186-0.00148508j 0.00300832+0.00141398j -0.00145427-0.00307583j 0.000533271+0.000348657j 0.00112967+0.00240172j -0.00251269+0.000648599j 0.00269579-0.00119171j 0.000621618-0.00166471j -0.00117332+0.00028602j -0.000242009-0.000234498j 0.00021786-0.00143294j 0.00296839+0.0036115j -0.00112638+0.000225984j 0.000592802-0.000280538j 0.00139575+0.000401458j -0.00302747-0.00033346j 0.00281883-0.000932549j 0.00155868-0.0041495j -0.00824133+0.000955626j 0.00365827+0.00528322j -0.00618282+0.00367757j -0.00301452+0.00394723j 0.00348209-0.00567608j -0.00493614+0.00219079j -0.00307447-0.000144667j 0.00228559-0.00121708j -0.000377971-0.0026069j -0.00257595+0.000252345j -2.07843e-05-0.000242979j -0.00385206-0.00259047j 8.32038e-05+0.00136179j -0.00148921+0.00194777j -0.000607602+3.6743e-05j 0.0015703+0.00227237j -0.00139204-0.00202001j -0.00235991+0.00136142j -0.00165932+0.000480881j 0.00193056+0.000263557j 0.000223439+0.000152807j 0.00153679+0.00204312j 0.000267347+0.00140328j -0.0016993+0.00372715j -0.00171151+0.00418909j -0.00575151+0.000331111j -0.00144568+0.00105246j -0.00299844+0.000971264j -0.00275588-0.00207828j -0.000566705-0.00729768j -0.00158763+0.000866975j 0.00308643+0.0039245j 3.44816e-05-0.001546j -0.000705613-0.00046418j -0.00251286-0.000634714j 0.000138698+0.000307057j -0.00447394-0.00298395j 0.00607824-0.00469748j -0.00645547-0.000793804j 0.00520774-0.00850358j 0.000332098+0.000106671j 0.00625027+0.00422463j 0.00184736+0.00422498j 0.00384243+0.003045j -0.000295777+0.0057227j -0.00300125-0.000312955j -0.00571192-0.00175085j 0.000738339-0.00481702j -0.000615245+0.003987j -0.00649808+0.00128689j -0.00286947-0.000678263j 0.00536741-0.00191805j 0.0014612-0.00185502j -0.00304297-0.000893986j 0.000159586-0.00254423j -4.32159e-05+0.001137j 0.00547832+0.000220133j 0.00497509+0.000125104j 0.00111561+0.000336927j 0.00277174+0.000715474j -0.000551163-0.00260897j 0.00131038+0.0011766j 0.00158324+0.00111337j 0.0017359+0.0016492j 0.00133419+0.00241j -0.000413847+0.00314863j 0.00118084+0.000765741j -0.0015025+0.0008794j 0.000493631+0.000444671j 0.000798807+0.000121745j 2.48729e-06-0.000512618j 0.00105703+0.000264624j -0.000256582-0.000288154j 
-0.00190367+3.78573e-05j 0.00252345-0.00158802j -0.00198659+0.000664336j -0.00382741+0.000476321j 0.00346432+0.00381653j -0.00374061+0.00194766j 0.000337601+0.00112476j -0.000651523-0.00597437j -0.00324524-0.0024514j 0.00256684-0.00290158j -0.00182549-7.85524e-05j -1.79954e-05+0.00219072j 0.00224424+0.000179763j 0.000491292+0.000254587j -0.000153704+0.00185211j 0.00176009+0.00399644j -0.000434269+0.0010392j -0.00104532+0.00162192j -0.00060896+0.00114808j -0.001157+0.00214091j 0.000424737-0.00315391j -0.00340838-0.00357214j -0.000859823+0.00343495j -0.00605579-0.00154887j -0.00162757-0.00257295j -0.000989147+0.00126715j -0.00220265-0.00223303j 0.00292485+0.00102735j -0.000600696-0.000716645j -0.00293983+0.0033852j -0.00139765+0.00220236j -0.00259961+0.00147229j 0.00102829+0.00250183j -0.000483885-0.00213174j 0.000939872+0.000655515j 0.000753198+0.000650539j 0.000422865+0.00100482j 0.00211612+0.00252399j -0.00129309-0.000545879j -0.00309167+0.0030197j -0.00339689+0.00246097j 0.00485316-0.00340608j 0.00116781-0.00023511j 0.00196483-0.00243832j -0.00636685+0.00362868j -0.00232041-6.10004e-05j -0.00128679+0.00765342j -0.00578249-0.0053072j -0.000532096+0.00153337j -0.00114046-0.00511912j -0.000728428+0.000854309j -0.0023422+0.000180828j 0.00337114+0.00161394j 0.00385768+0.00169034j 0.00400804+0.00115869j -0.000994945+0.00290058j -0.000775329+0.0037037j -0.000952977-0.00161281j -0.00739894-0.00113518j 0.000787351-0.00235806j 0.000321261-0.00246295j -0.00134679-0.00779394j 0.00128606-0.00706029j -0.00466162-0.000887192j 0.00622073+0.00630184j 0.0079593+0.00337687j 0.00507066+0.00454941j -0.00188088-0.00212371j -0.006254-7.54662e-05j -0.00209048+0.000116269j 0.00642308-0.00164249j -0.0012361-0.00160552j -0.00480144+0.00216709j 0.000308495+0.000893205j -0.000747625+0.00245458j -0.00124432-0.00363792j -0.000579926-0.00358979j 0.00812715+0.000441202j -0.00330793+0.00237827j 0.00193496+0.000839911j 0.00721982-0.0024763j -0.00339214-0.000373136j -0.00529691-0.000406004j -0.00312843+0.000669556j -6.42983e-05+0.00154909j 0.00151403+0.00358608j -0.00196718-0.00170567j -0.0034678-0.00347265j -5.15828e-06-0.000773533j -0.000914115+0.00153986j -0.00182747+0.000320782j 7.12768e-05-0.00022472j -0.00172416-0.000313079j -0.000182869-1.22824e-05j -0.00173178+2.78074e-05j 
0.000525444-0.00616795j 0.00454468-0.00107793j 0.000355435+0.000948258j 0.00076813-0.00053244j 0.00235635-0.00118777j -0.000228993+0.00158722j -0.00113019+0.00169259j 0.00110181-0.000429317j -0.00219992+0.00152125j -0.000962361-0.00416081j -0.000219085-0.000472123j 0.000831078-0.00112127j -0.000938087-0.00137829j -0.000985772-0.00164878j 0.000154867-0.00132165j 0.000728481+0.00214576j -0.00278398-0.00309112j -0.00118808+0.00140757j -0.000569469+0.000477971j 0.000796889+0.00133301j -0.000848365-0.00341279j -0.00514875-0.00263532j 0.000427432+0.00253939j -0.00513935-0.00130882j 0.000210262-0.000409209j 0.000688734+0.000447694j -0.0041456-0.00157347j 0.00422535+0.00203358j -0.00272834-9.3764e-05j -0.00153592+0.00339328j -0.000916303+0.00174316j -4.53514e-05+0.00187952j 0.000733701+0.00185j 0.00071507-0.0016828j 0.00235054+0.00173608j 0.00020682+0.000724158j 0.00135896-0.00065627j -0.000195296+0.00096882j -0.00175971-0.00199658j -3.80978e-05-0.00130703j -0.00389147+0.0022462j 0.00148021-0.000420057j 0.00107942+0.00403068j -0.000592192-0.00103979j -0.0112905-0.00361091j 0.00102114-0.00853989j -0.00278591+0.000146472j 0.00422612-0.00726887j 0.00297684-0.000582502j 0.00232685-0.00140925j 0.00442824-0.00447945j 0.00186517+0.007144j 0.00152399+0.00446282j 1.29178e-05-0.000926013j 0.00536219+0.000503j 0.00574498-0.0064862j 0.00615324-0.00517337j -0.00130681-0.00108182j -0.00506957+0.0071757j 0.00948388-0.00347721j -0.0039389+4.25335e-05j -0.00677796-0.00318305j 0.00788064-0.00284183j 0.00627033-0.00309773j -0.00573868-0.00307023j -0.00744-0.00426049j 0.00305469-0.0107755j -0.0058355+0.00475401j -0.00240934+0.000205319j 0.00453243-0.00105118j -0.00010926+0.00010626j -0.00214073+0.00349209j 0.0026823+0.00414977j -0.00180876+0.00337973j -0.000335969-0.00295991j -0.00145629-0.00162076j 0.00401975+0.00490088j -0.00105722+0.00259874j -0.000734821-0.00272881j 0.00327491-0.00132791j -0.00782071-0.00173188j 0.000817832+0.00153637j 0.00416674+0.00252474j 0.00585374+0.000207276j -0.000542014-0.00154812j 0.00401898+0.000345108j 0.00342494-0.00227272j 0.0017329-0.00224135j 0.0016702-0.000315836j 0.000122232+0.000819112j 0.000181632-0.000357555j 0.000811749-0.00310209j 0.00146529-0.00133347j 0.000576758+0.00144459j -0.000582082+0.000450086j 
-0.00320352+6.27662e-05j 0.000374971-0.00195893j 0.00167605-0.00364925j -0.000885849+0.000850086j 0.00317083+0.00354025j 0.00418849+3.49117e-05j 3.85004e-05-0.00632205j 0.000631575+0.000560931j -0.00200408+0.00421334j -0.00598881+0.00146583j 0.00114768+0.00105877j 0.000533523-0.00148796j -0.00125108+0.000413004j 0.00216843+0.00210152j 0.00235041-0.000691198j 0.00270805+0.00538553j -0.00246691-0.000311755j 0.00165897+1.11215e-05j -0.00179915-0.000208877j -0.00338987-0.000474256j -0.000191456-0.00226784j -0.00381242-0.00376516j -0.000592024+0.006265j -0.00457261-0.00834657j -0.000139867-0.00217336j 0.00146651-0.00147344j 9.23889e-05-0.000397754j 0.00391074-0.000213382j -0.00128239+0.00353513j -0.00316451+0.000631167j 0.00412162+0.000449596j -0.00182712+0.000535395j -0.00178623+0.00210087j -0.00338721-0.000410518j 0.00105109+0.000735724j -0.00252351+0.00161892j 0.000528605-0.000727724j 0.000903787+0.00216311j -0.00323496-0.00174363j 0.000625761+0.000345539j 9.47304e-05+0.000747885j 0.00232947+0.000751969j -0.00048198+0.00256641j -0.000972028+0.00188587j 0.000193686-0.00162792j -0.000704501+0.000984107j -0.00328065-0.00335192j 0.000592667-0.00405877j -0.00235868+0.00184066j -0.000130174-0.00224042j -0.00513762-0.000657795j -0.000912625-0.00312069j 0.000220883-0.00014738j 0.00711876-0.00145413j 0.00202227-0.000145002j 2.78599e-05+0.00131648j -0.000511525+0.000699798j -0.00250046+0.000946836j -0.00597127-0.00316351j -0.00449854-0.00113365j -0.00138615-0.000429632j -0.00848667-0.00463637j 0.00208995+0.000482289j 0.000661458-0.00293874j 0.000509556-0.00241434j -0.00137743+0.00936788j -0.00494734-0.00160687j 0.00233284-0.00988677j 0.0035212+0.000831754j -0.00247193-0.00574729j 0.00291262-0.00284661j 0.00421592-0.000731382j 4.99256e-05+0.000953613j -0.00507612+0.00469489j -0.00332956-0.00265777j -0.0021269-0.000882594j -0.000580665+0.00100675j -0.00162529+0.00137796j 0.00029364-0.00229907j 0.00153941-0.000547814j 0.000402064-0.00470849j 0.00101286-0.0024247j -0.00107974+0.00163194j 0.000787103+0.00378672j -0.00010209-0.00199595j -0.000674155-0.00120088j -0.000385624-0.00145091j 0.000598947-0.00164881j 0.000519482-0.000366603j 0.00146546+0.000163303j -0.00138826+0.00033677j -0.00062438-0.00172987j 0.00151081+0.000745538j 0.0016499+0.000160614j 0.000780115-0.000535453j 
-0.000815148+0.00126689j -0.00156362+0.00110972j -0.00180964-0.00114524j 0.00043692+0.0028576j -0.000609579+0.000495828j -0.00138634-4.73308e-06j 0.00219016+0.000777346j -0.00165925+0.00175846j 0.00129785+0.00235798j -0.000523713+0.000431124j 0.000813766+0.00160593j -0.000404006-0.000169335j 0.00038696-0.000199423j -0.000426831-0.000925694j 0.000709641+0.000607031j -0.0011111-0.00193203j 0.00184151+0.00170372j -0.000477166+0.000897686j 0.00129534+0.00296537j 4.84622e-05+0.00328957j 0.00212125-0.000241141j -0.00239125-0.00331927j 0.0006022+0.00167462j -0.00369867+0.00225228j 0.00274667-0.0048403j 0.000403084-0.00105972j -0.00118173+0.000909163j 0.00836693+0.00123211j 0.00315961-0.00114944j 0.000919152+0.0102208j -0.00517024+0.00266023j -0.00251244+0.00353992j 0.000712684+0.00280455j 0.00136885-0.00037467j -0.00018692-0.000127601j 0.000165982-0.000703931j 0.000750391-0.000825397j 8.8751e-05-0.000368959j 0.000433031+0.00055609j -0.00177977+0.00300604j 0.00240797-0.00170253j -0.00191539+0.00179279j 0.00300629+0.000195682j -0.000138499-0.00187053j -0.00223912+0.0018473j 0.00454987+0.00345041j 0.00558693+0.0029178j -0.00330235+0.00884905j 0.00220502+0.000109007j -0.00574535-0.00459314j -0.00182868+0.00238854j -0.00431159-0.00437681j -0.00486354-0.00319953j 0.00017248-0.0019731j -0.000507406+0.000589179j -0.00265519-0.00226851j -0.00317814+0.00167597j 9.95283e-05+0.00529791j -0.000838996-0.00769293j 0.0015366-0.00484186j -0.0114138+0.0001707j 0.00231643-0.000634459j 0.000223571+0.000938795j 0.00271688+0.0076386j -0.00391697-0.000409333j 0.000232487+0.00411712j -0.00310937-0.00817039j -0.0027448-0.00259964j -0.0038601-0.00677457j -0.00555323+0.000974027j 3.72886e-05+0.00562523j -0.00190402+0.000247847j -0.00150924-0.00189902j -0.000340002+0.00172835j -0.00352414-0.000571753j -0.00796032+0.00217135j -0.000977552+0.00113268j -4.45817e-05+0.00217359j 0.000726021-0.0022198j 0.00120001-0.00188375j -0.00329031-0.000310494j 0.00327993+0.00107905j 0.00565482+5.83972e-05j 0.00213921-0.000348506j 0.000626197+0.00348414j 0.00134443-0.00115065j 0.00190352-0.000211597j 0.00456127-0.000667788j 0.00190297+0.00133605j -0.00194987-0.000124545j 0.0014078-0.001326j 0.00071325-0.00103257j 0.00221151+0.0005995j 0.000546329-0.000250436j 0.000397187+0.000518509j 
-0.00451816-0.000314444j 0.0016573-0.00378966j -0.000126385-0.00405964j -0.00217836+0.000861068j 0.0021562+0.00272657j 0.0019455-0.00162364j -0.00117526-0.00442366j 0.00330298-0.000408405j 0.000109465+0.000887761j -0.00247814+5.14304e-05j 0.00166383-0.000839504j -0.00196702-0.00286895j 0.00136994-0.000701217j 0.000210011+0.0013688j 0.00189378-0.00127003j 0.000938798+0.00194443j 0.00109224+0.00200817j -4.64315e-05-0.000772025j -0.00108971+0.00130194j -0.00602217+0.00243158j 0.00536638-0.00187348j -0.00511369-0.00242018j -0.00421858-0.000364079j 0.00411205-0.00246121j -0.0047843-0.0022926j -0.00456854+0.000686796j 0.00592998+8.43137e-05j -0.00781179-0.00408895j 0.00126571+0.00115828j 0.000702011-0.0107628j 0.00495252-0.00419857j 0.00122969-0.00207855j 3.24692e-05+0.00200098j -0.00282964+5.25714e-05j 0.00160369-0.000540771j -0.00228035+0.000418735j 0.000606455+0.000377025j 0.00298468+0.00272525j -0.00030118+0.00172678j -0.00347678+0.00275714j 0.00276156-0.000493761j 0.000396462-0.000644172j -0.000128376+0.00237261j 0.00221063-0.0040526j -0.0061576+0.00272051j 0.000716668-0.00147363j 0.00354449+0.00299219j -0.00523847+0.00277043j 0.00132735+0.0046818j -0.00560576-0.00583194j -0.00466768+0.00401212j -0.00737711-0.00643905j -0.000166915-0.000789829j 0.00463548-0.00268828j 0.00139116+0.00721974j -0.00379408+0.000885456j -0.00661928+0.00609475j -0.00454134-0.00245306j -0.00309006-0.000890605j -0.00135781-0.000125818j 0.00709069+0.00143269j 0.0108447-0.00317273j -0.0028131-0.00429522j 0.00663913+0.00223619j -0.00525215+0.00397918j -0.00594513-0.00234873j 0.000265048+0.00204952j 0.00263642-0.00810317j -0.00226093+0.00134496j -0.00776404-0.00518319j -0.00243567+0.00182972j 0.00040389-0.00495994j 0.00623658+0.00333736j 0.000835636+0.00106595j -0.00238765+0.00412932j 0.00249078+0.000559891j 0.00419283-0.000179206j 0.00278296+0.00115247j 0.00443797-0.000728323j -0.00073147+4.72456e-05j 0.00152901-0.000247484j 0.000306229-0.001022j -0.00233803+0.00193041j -0.00166374+0.000414902j 0.0009062+0.000610075j -0.00221251-0.00190457j 0.0012583-0.00259673j -0.00257002-0.00245338j -0.000549744+0.000485907j -0.000212103-0.000462864j 0.000240416-0.000470048j -0.000201328-0.00124781j 0.000944579-0.00256511j 0.000662132+0.000821866j -0.00128403+2.25009e-06j 
-0.000525906+0.00104721j -0.00231109+0.000515184j -0.00146809-0.000812772j 0.00259809-0.000255367j 0.00298749-0.00281328j 0.00242235+5.37673e-05j -0.00199245-0.00261134j -1.88952e-05+0.000263975j 0.00457971+0.00516268j -0.00323676+0.0041347j 0.00341761-0.00156315j -0.00060342-0.00113358j -0.00280616+0.00136749j 0.000576684+0.000154677j -0.00158724-0.000373817j -0.00193701+0.00148736j 0.00113669-0.00310049j 0.000797045-0.00091981j -4.59965e-05+0.00051015j -0.00258635+0.000386346j 0.00383219-0.000876365j -0.000819417-0.00491878j 0.00164623+0.00311279j -0.00171093-0.00660778j -0.00375512-0.00462157j -0.000214878-0.00346574j 0.00323697-0.0024573j 0.0026838-0.00500022j 0.000408545-0.00276711j 0.00267707+0.000715487j 0.00341764-0.00222464j 0.000266481+0.00123417j -0.00540683+0.000858216j 0.000649098-0.00159511j 0.00046854+0.00263868j -0.00118719-0.000319929j 0.00136819+0.000965501j -0.000497212-0.000873452j 0.00376055-0.00226006j 0.000161464+0.00194634j -0.000266943-0.0035724j 0.0013806+0.000738681j 0.000349848+0.000984j 0.000340824+0.000742839j 0.00325636-0.00126733j 0.00124504+0.000942821j 0.00018171-0.00292898j 0.00377417-0.000671588j -0.000712921-0.00140966j 0.00300459+0.00118192j 0.000114885-0.00349964j 0.00244135-0.000914601j 0.00342077+7.13965e-05j -0.00416294+0.00452503j 0.00705925+0.00128005j -0.00117337-0.00146464j 0.00336682-0.000242634j 0.00244646+0.00125368j -0.00111247-0.00605718j 0.00440338+0.00167648j -0.000643956+0.00085508j 0.00620482+0.00168719j -0.000521184+0.00147601j -0.00392259+0.00256134j -0.00115843+0.00189813j -0.0020351+0.00287832j 0.00325806+0.00479189j -0.00224318-0.000825443j -0.00163785-0.00156423j 0.00417883+0.00449998j -1.96544e-05-0.000761775j 0.000497344-0.00205459j 0.00222679-0.000757655j 0.00053335+0.0059824j 0.000869949+0.00129912j 0.00209943+0.00102326j 0.000234891+0.00177423j -0.000831833+0.000250884j -0.000455739+0.00413016j 0.00168557+0.00029962j 0.00306783+0.00019738j 0.00255457-0.000227588j 0.000999981-0.00336858j 0.000489961-0.000772819j 0.000630916-0.000685746j -0.00136676+0.000372139j 0.00255015-0.00195258j 0.00201081+0.000529148j -0.000342791+0.00120392j -0.000372535+0.000388506j -0.00133627-0.00138759j -0.000450404-0.00118263j 0.000465361-0.00169395j 0.000781915+0.000866912j 0.000543998-0.000975215j 
0.00283948-0.00613263j 0.0040589+0.000699233j 0.00198869+0.00433193j 0.00228406-0.000428348j 0.000434357+3.07007e-05j -0.000294847+0.00580603j 0.000447003+0.0017405j 0.000324478-0.000908382j -0.00730423+0.00144727j -0.00238556-0.00514464j -0.000715948+0.00137761j 0.00305353+0.000565898j -0.00305785-0.00199618j -0.000526835-0.00201734j -0.000367769-0.00145226j 0.00079644+0.00186777j -0.00431849-0.00643018j -0.00235452+4.12668e-05j 0.000167614-0.000421263j 0.00180488+0.00278276j -1.63761e-05-0.00351973j -0.00404619-0.00584286j 0.000470251-0.000274582j -0.00501418+0.00399508j -0.00163142+0.00550527j -0.00137642+0.00346403j -0.00789624-0.00490371j 0.00095255+0.00448192j -0.00526139-0.00249241j -0.00125554+0.00540494j -0.00515892-0.000144511j -3.42165e-05+0.00367388j -0.000459211+0.00281071j 0.00126084-0.00309053j 0.00305658+0.00314765j 0.00184715+0.00103997j 0.0016453-0.000679295j -0.00205743-3.41886e-05j -0.00212085-0.00332071j 0.00198929-0.000296242j -0.00100194+0.00143226j -0.00149352+0.00324847j -0.0009431+0.000367185j -0.00119349-0.000709909j -0.00161197-0.00472468j 0.00130363-0.00349641j 0.00209751-0.000253623j 0.00430802+0.00136414j -0.00133284-0.000567364j 0.00198398-0.000138431j 0.00191029+0.000462282j 0.000649933-0.00090105j -0.00034753+0.0013652j 0.00606077+0.000715189j -0.00123764+0.00237528j 0.00287759+7.81203e-05j -0.000599598-0.000333348j -0.00382366-0.00528637j 0.00623207+0.00299135j -0.00248644-0.00209466j 0.00104486+0.00174691j -0.0025275+0.00204629j -0.00181285-0.000685786j -0.00164852+0.00104156j 0.00683008+0.00792615j 0.00309326-0.00104004j 0.00165486-0.00139598j -0.00101566-0.00499056j 0.00222315+0.000179703j -0.000678408-0.00144728j 0.00342686-0.00413004j -0.000103665-0.00166975j -0.00223672+0.00058767j -0.00113633+0.00155024j 0.000386042+0.0020291j 0.00152388-0.00227344j -0.000362644-0.000398764j -0.00115065+0.00399746j 8.55919e-05-0.00175697j -0.00198874-0.00310961j -0.00043378-0.000343563j -0.00272259-0.00141755j -0.000111367+0.000749909j -0.00201833-0.00113997j -0.00109929-0.000313016j 0.00139276+0.000145829j 0.00241476-0.00110615j 0.00113034+0.00200861j -0.000595957+0.000749565j -0.000280989-0.000657155j -4.1889e-05-0.000662007j 0.000870042-0.000250451j 0.00132955+0.00274679j 0.000488707+0.00075549j 0.00105537+0.000709684j 
0.00293916+0.00356983j -0.000769278-0.001121j 2.65099e-05+0.00222615j 0.00231677+0.00566526j 0.000617504-0.00258121j -0.000477771+0.00354642j -0.00166004-0.00112405j -0.00126187+0.00638044j -0.0038702+0.000418675j -0.00245556-0.00758873j -0.00161324-0.00248159j 0.00143222+0.00106288j -0.00144691-0.00465238j 0.00149474+0.00338485j 0.0020526+0.00204217j 0.00661028-0.00436534j 0.000966832+0.00474195j -0.00010554-8.36197e-05j -0.00131472+0.000397256j -0.00218378+0.00124491j -0.00206213+0.00330709j -0.00187155+0.00146621j 0.00535108-0.00115588j -0.00392462+0.00699224j 0.000363315+0.00106026j -0.00051699-0.000387303j -0.0030533+0.00412159j 0.000402815-0.00285956j 0.00326551+0.00516171j 0.000371329+0.00283718j 0.0016942-0.00282555j -0.000891366+0.00113273j 0.000898778-0.000617204j -0.00221932+0.00311594j -0.000600986-0.00186194j 0.00133966-0.000273138j -0.000472508-0.000494339j 0.00258359-0.0030581j -0.00104985+0.00455135j 0.00219912+0.00116285j 0.000167983+0.00146638j -3.10373e-05-0.000912515j -0.000637634+0.00100902j 0.000327013-0.000343481j 0.00422219-0.000371438j -5.0435e-05+0.00124097j 0.00306963-0.00128051j 9.98534e-05+0.00176451j 0.00126227-0.00489477j -0.00148286-0.00439276j 0.000942039+0.00192554j 0.00089863+0.00446765j 0.000276458+0.00210557j -0.000514422+0.00438487j 0.00267885+0.00588551j -0.00238197-0.00138527j 0.00136208-0.000879452j -0.00323389-0.00258615j -0.000133661+0.00408131j 0.00354962-0.00451733j -0.00434964+0.00209599j -0.00307394-0.00335322j 0.0017343-0.00188492j 0.00482751+0.00262938j -0.00527011+0.00743231j -0.00278411+0.00261308j 0.00291086-0.000422768j 0.00753798-0.0072401j 0.000730525+0.00232036j 0.00189279-0.00302945j 0.00331203-0.00321725j 0.00340306-0.000278641j 0.000108809+0.00244353j 0.000858711+0.00197175j 0.00130375-0.000229469j 0.000941996+0.000404944j 0.0014437+0.00219883j -0.00460596-0.00379283j -0.00241266+0.00184213j 0.00409515+0.000281659j 0.00166698+0.00086906j -0.000272519-0.000402866j -0.00328278-0.00130852j -0.00103379-0.00256216j 0.00222926+0.0012776j 0.00244604-0.00068854j 0.00242916+0.00257594j -0.00265823+0.00144164j -0.00173597+0.00167508j 0.000121388+0.00141328j 0.000467314+0.00193474j 0.00281373+0.00112587j -0.00123302+0.00447751j -0.000529465+0.0018026j -0.00131348+0.00243724j 
