0.103798-0.00603098j 0.0374948+0.109728j 0.101549-0.025207j -0.097503-0.12082j -0.0492637+0.129057j -0.122824+0.0381688j 0.145758+0.132438j 0.0725779-0.192113j 0.0439487-0.105335j -0.00703471-0.0254857j 0.0687071+0.0552403j -0.0827392+0.259626j 0.178391-0.0567529j -0.155978+0.0775102j 0.000173087-0.0765039j 0.0563641+0.107812j 0.0347636-0.013408j -0.0666885-0.000421787j 0.0402521-0.0699908j 0.0277665+0.115137j 0.00236501+0.0223085j -0.00365403-0.021015j 0.0185756-0.0484058j 0.206816+0.115466j 0.0207053-0.0594791j -0.111331-0.103548j 0.0301988-0.016618j 0.0536517+0.0597009j -0.0189312-0.0345729j 0.0712397+0.0464125j 0.113372-0.00138815j -0.127536-0.0165533j 0.0815843-0.0360054j 0.0790948-0.0741778j -0.114968+0.00246232j 0.0384897-0.0557319j 0.00354447+0.00782595j 0.0953544-0.0495928j 0.104562+0.127312j -0.101946+0.0145473j -0.0133804+0.0262149j -0.00769148-0.0867247j -0.0126143-0.0930554j 0.0228223-0.0890726j 0.0510779+0.0223435j -0.0691004+0.179762j -0.0274253-0.0206787j 0.0912452+0.0107139j 0.0450406+0.0292772j -0.0511112-0.0688057j -0.0843629-0.00807996j -0.0970937-0.0146491j 0.0159278-0.040009j -0.0414487-0.0543522j 0.0261947+0.00887784j 0.00718795+0.00727115j 0.0151577-0.0338203j -0.0393472-0.021615j 0.0725583-0.0299766j -0.103074-0.0197348j 0.0719605-0.0486577j 0.201402-0.0364818j -0.0895454+0.134283j 0.127131-0.000760497j -0.00328062+0.102347j 0.184591-0.0107349j 0.0384495+0.12709j -0.0769841-0.0448916j 0.0592474-0.152444j -0.129304-0.107057j 
-0.0024331-0.00330299j -0.0046042-0.00286736j 0.00135586-0.00490346j -0.00847647+0.00328118j 0.00109361-0.00397871j -0.00296988+0.0114009j 0.0150209+0.00350854j 0.00303017+0.000797946j 0.0107991+0.00262109j 0.012927-0.00612423j -0.0168422-0.0154746j 0.021097+0.00348307j 0.00871182-0.0209522j 0.00756872-0.00998493j 0.0233047+0.00687408j 0.00159471+0.0250555j -8.46918e-05+0.00930147j -0.0289646+0.0134356j -0.016199+0.0261157j 0.0163336+0.0246245j -0.0166322-0.00249803j -4.67735e-05+0.0104263j 0.00408883-0.00808773j 0.0109395+0.0113296j -0.00288024-0.013632j 0.0177345-0.00694033j -0.00563558-0.0085863j -0.0188981-0.00660579j 0.0113649+0.0277889j -0.00464682+0.0122101j -0.00798671-0.00326356j 0.00478596-0.0215502j 0.0052618-0.000604245j -0.00169845-0.00306584j -0.0181555-0.0171494j 0.006648+0.00963748j 0.0108252-0.0109279j 0.00703545+0.00225292j -0.00507685-0.0223954j 0.00609211-0.00705832j -0.0231244-0.00982411j -0.010709-0.00374894j 0.0143824-0.00152565j -0.00333487-0.00188297j -0.000421977-0.00937937j 0.00477412-0.014759j 0.00538737-0.000259886j -0.00133124-0.00691407j -0.00222737+0.0126457j 0.0130993-0.0138117j 0.0193096+0.0153718j 0.00736021+0.00290265j -0.00514997-0.00748576j -0.0199528-0.0181449j -0.016071+0.00240086j -0.0194719+0.0187333j 0.00766596-0.016612j 0.00802822-0.0159621j 0.00494395-0.00799759j -0.0159146-0.0131202j -0.0198647-0.0154032j 0.0225586-0.0170055j 0.00726746-0.0195504j -0.0176375-0.0191142j -0.0128047+0.0056013j 0.00717239+0.00424283j 0.00175978+0.00144397j -0.00767065-0.000504695j 0.00638917-0.00072035j -0.000856184+0.00105774j 
0.00253109+0.00247619j 0.00281006+0.000699368j 0.000489088+0.00728166j 0.00730291-2.69467e-05j -0.00600735+0.00570407j -0.00788072-0.0195591j -0.024404+0.00886077j 0.000186662+0.013547j -0.00523747-0.0137106j 0.0007508-0.00276316j -0.00690079+0.0027698j 0.00645695-0.0163627j -0.0149136-0.00452802j 0.00132438+0.027397j -0.00647898+0.0190455j 0.0219368+0.0195185j -0.0219526-0.000594318j -0.0268593+0.0225955j 0.00313703-0.00925593j -0.0217183+0.0138709j 0.000348737+0.00738151j -0.00495651-0.00413285j 0.0247884-0.00740383j 0.0161713+0.00862161j -0.0157536-0.00083469j 0.0194558+0.00646484j 0.0117879+0.0120472j -0.00422386-0.000311305j 0.0192285-0.00931858j -0.00818052-0.0162341j -0.00422798-0.00322288j -0.0105951+0.00418607j 0.00452364+0.0249328j 0.000491524-0.01724j 0.0112062-0.00741195j -0.00201384+0.00361063j -0.0052499+0.0105374j 0.00380565-0.00913508j 0.0119945-0.0106639j 0.00419603+0.00946629j 0.00502322+0.0232612j 0.0127867+0.00274019j -0.00765423+0.00877852j 0.00409575-0.0124372j -0.00255368-0.003904j 0.0197246+0.00150762j -0.0057559+0.00490596j 0.000765938+0.00358028j -0.0145281+0.0068286j -0.00123655-0.00480659j -0.00911387-0.00956782j 0.000965966-0.0260605j 0.000839332+0.000361819j -0.00516098-0.0293579j -0.00095235+0.00301596j -0.0011414+0.00112171j 0.00591415+0.0106337j -0.0181858-0.0201064j -0.0155912+0.000333143j -0.0293076-0.00222796j -0.0156801+0.0271718j -0.00955935-0.0185133j 0.00727167+0.00455081j 0.0193527-0.000729436j -0.00386023-0.0249246j -0.0172895+0.00529276j -0.00187985-0.0010431j 0.00137773-0.00144383j -0.0026328+0.00373449j 0.00137389-0.00158353j 
-0.0034715-0.00287489j 0.00594366-0.000423408j 0.0054638-0.0164858j -0.0141215-0.00754993j -0.0188989+0.012452j -0.00112819-0.0236416j -0.00633445+0.000199226j 0.00566219-0.00507717j 0.0108036-0.00107008j -0.0204281+0.0185331j 0.00720187+0.0141194j 0.0132688+0.00294249j -0.0211837-0.0112159j -0.00993267-0.0202009j -0.0156701-0.014315j -0.0126353+0.00780374j 0.0101409+0.000305202j -0.00283856+0.00398029j -0.00153211-0.00231501j 0.0122115-0.00764403j -0.0100303-0.00555604j -0.0257479-0.0146496j -0.023232-0.0189344j 0.00271221+0.0151879j 0.0120111+0.024757j 0.0182873+0.00231063j -0.0145042+0.0100179j 0.00615142-0.013274j -0.00957795+0.00731298j 0.0118085+0.0155332j -0.00492237-0.0153918j -0.0145054-0.00317662j -0.00120863+0.000867446j -0.00552164-0.0148432j 0.00209393-0.0328591j 0.000220626-0.0191639j 0.0110265-0.00921942j 0.0087072+0.00371891j 0.0140077+0.0127227j -0.00147716+0.0028427j -0.00360133+0.00447646j -0.0136023+0.0269785j 0.00768951+0.0154188j 0.00899681-0.000800418j -0.020606+0.0049649j 0.00736779+0.00116775j -0.00908194+0.013391j -0.00271445+0.00257959j 0.00557294-0.00637687j -0.016052-0.00934853j -0.018526+0.0186467j -0.00831493-0.0101418j -0.000998472-0.0138454j -0.015336+0.00648821j -0.0224103-0.00607302j 0.01481+0.017408j 0.00490341+0.00571131j -0.0142727-0.000917531j -0.0208141+0.0167434j 0.0240843+0.0170812j -6.12779e-05-0.0194419j 0.0104857+0.00309201j -0.00070214-0.0102542j 0.000340187-0.000596614j -0.000344817-0.0213775j -0.00852296-0.00721774j -0.00942127+0.0129741j -0.00866633-0.00341527j -0.000498638+0.00133128j 0.00475157-0.000994378j 
-0.00413076-0.00226757j -0.000922114-0.0012646j 0.00272698-0.0095607j -0.00817324-0.000109574j -0.0113349-0.0135225j 0.0129599-0.0122018j 0.000950036-0.00787477j -0.00544991-0.00994159j 0.000537484-0.0193224j 0.0229965+0.0187075j 0.032913-0.0149565j -0.00316591+0.00932655j -0.00780378+0.0210973j -0.009683-0.00766668j 0.0123839+0.00632121j -0.00766056-0.00498229j -0.0120201+0.0359535j 0.000135368+0.00191204j -0.00732731-0.0185138j 0.00829435+0.000430504j 0.00804777+0.00946718j 0.0137891+0.0147287j -0.00414961-0.001222j -0.00348465-0.0039837j -0.0172407-0.00507982j 0.00195734+0.0111486j -0.000607076+0.0117747j 0.00226044+0.00280626j 0.00322374+0.00518369j -0.00429003-0.0099552j 0.00435322-0.00393264j -0.00492471-0.0249186j 0.00256916+0.00451559j -0.00120316-0.00286622j -0.0002432+0.00669892j 0.00128367-0.0112626j 0.00292184+0.0104007j 0.00375501-0.0183977j 0.00332534-0.00735424j -0.00670549-0.00119451j -0.0130314+0.00403935j 0.0181465-0.000701923j 0.0148841-0.00188655j 0.00944922-0.00702059j 0.0206139-0.00646231j 0.0161449-0.0133568j 0.0187789-0.00844518j -0.0288527-0.00738445j 0.00270031+0.00388227j -0.00383615-0.00849332j -0.0113508-0.0185802j 0.00555977+0.00435724j 0.0385295+0.0276146j -0.0252815-0.000732316j 0.0206782-0.029417j -0.00504178+0.0249996j -0.0010313+0.0198318j -0.0025485+0.0155847j 0.0172983+0.0129247j 0.0240892-0.0103619j -0.0126179-0.0173204j 0.00685165-0.00939136j -0.00473407+0.00197684j -2.81346e-05+0.0108131j 0.00549342-0.00470027j -0.00264672+0.000967737j -0.00207231+0.000945046j -0.00354899+0.0012754j 0.000419874-0.00244743j 0.000441658+0.0021538j 
0.00857973+0.00114027j 0.00263201+0.00909131j 0.00605232+0.0162754j 0.0183678-0.00167367j 0.000552115+0.0307164j -0.00430252-0.00584509j 0.00498209-0.0195473j -0.0125118-0.0087526j -0.017416-0.0194611j 0.0018112-0.0132188j 0.00697644+0.00906054j 0.00147298-0.00812555j -0.00546082+0.011608j -0.0110756-0.00560664j 0.0131975+0.0174326j -0.0232348+0.0111322j -0.0139422+0.00232022j 0.00108307-0.0130985j 0.000338014+0.0117685j 0.0220441-0.0159387j -5.56181e-05+0.00593931j -0.0175065-0.0118901j -0.00225669-0.0142389j 0.0086191+0.00644183j 0.00964992-0.00169926j 0.00557052+0.00997537j -0.00700254+0.00161352j -0.0242259-0.00258525j -0.0107782-0.000901892j -0.021087+0.0180825j -0.00199042-0.00643461j -0.00584275-0.00906303j 0.0108648+0.00241599j 0.0106933-0.0075165j -0.00992815+0.0140418j 0.0134354-0.0118229j 0.00398829+0.0029931j 0.0102773+0.011277j 0.0118807-0.0117321j -0.00953628+0.00879439j 0.00576748-0.00449679j 0.00412704-0.0217863j 0.0169325+0.00186948j -0.00822186+0.0200164j 0.0101347+0.0177252j 0.000395234+0.00199414j -0.00352004-0.0127286j 0.0153198-0.0114998j 0.00489819-0.0010139j -0.0250314+0.00597903j 0.0162878-0.0163766j 0.00933056+0.0249595j 0.0134258-0.0142631j 0.014145-0.0180009j -0.0324218-0.0175145j -0.0262378+0.00771673j -0.0201923-0.0210483j -0.0129927+0.00408471j -0.00503672+0.0124706j 0.00147557+0.00205655j -0.00238887+0.017023j -0.0210396+0.0116398j 0.00863364+0.0177262j 0.013584-0.00410425j 0.005447-0.00251669j 0.00544501-0.00262559j 5.15569e-05-0.00630053j 0.00618441+0.00232122j 0.00415213-0.000329002j 0.000587634-0.00507356j 
0.00134206-0.0115451j 0.016801+0.00693118j -0.00366065-0.000167481j -0.00393564+0.00775379j -0.0245929+0.0183059j 0.00438699-0.00312248j 0.0028713-0.0160059j 0.00234278+0.0161142j 0.0376912-0.01342j 0.00920524-0.00588115j -0.00966979+0.0136284j -0.0107343+0.0125786j 0.000992425-0.00220565j 0.0259976+0.0104337j 0.00614057-0.01j -0.0131382-0.00135844j 0.0039252+0.00485708j -0.0061269-0.00754363j -0.00196443-0.016644j -0.002176+0.00410489j -0.0331691-0.00818984j 0.0329882+0.00277664j -0.0191522+0.00260237j -0.0151188-0.017776j 0.00412883-0.0170306j 0.000195453-0.0291402j -0.00270653+0.0074241j -0.00100099+0.0247637j 0.00647049+0.00294335j -0.00135236-0.0119077j -0.00616382-0.0266885j 0.0125595+0.015155j 0.0074822+0.0235764j -0.00854172-0.00640932j 0.00446063+0.0106259j -0.0160271+0.0164751j -0.000462373+0.0153178j 0.01224+0.00768756j -0.0133859+0.00295932j 0.0213977-0.00967554j 0.00553301-0.0129097j 0.0133408-0.00149611j -0.00478192-0.0155671j -0.000404495-0.00998271j 0.0197543+0.0165921j -0.00718775-0.0040466j 0.00413443-0.0303651j 0.00925058-0.0158596j 0.015811-0.0203007j 0.0129054-0.00223224j -0.00810246+0.0079159j -0.00184318-0.000258191j 0.00165566-0.015746j -0.0036789-0.00218439j -0.0188955+0.00915321j -4.03173e-05+0.00745273j -0.0142036-0.0014826j -0.0146484-0.00501081j -0.0173052+0.010948j 0.00972001+0.0116512j -0.00327484-0.0101659j 0.00609849-0.0024627j 0.00813475+0.00773932j 0.0137539-0.00144881j -0.00867784-0.0112203j 0.000914239+0.00775244j 0.00498702-0.00642268j 0.00541243+0.00774759j -0.00110459-0.00651105j -0.00210489-0.00117344j 
-0.0146034-0.0048842j 0.00681716-0.0123341j 0.00403843+0.0097636j 0.00806158-0.0061094j -0.0221895-0.00558019j -0.00147193+0.00460334j 0.0175589+0.0121005j -0.0150579+0.00729016j 0.0102042+0.0241134j 0.00170509+0.0214249j -0.00374103-0.00603903j -0.00459292-0.00373857j 0.00158147+0.00463848j -0.0250756+0.0228787j 0.0168063-0.00599745j 0.00969523-0.0112856j -0.00305677+0.0079824j -0.00934732+0.000212332j 0.0229945+0.00558833j 0.00506932+0.0205536j 0.0114587-0.00427947j -0.0213235-0.020151j -0.00928192+0.0184602j -0.0153651-0.0277505j 0.0120717+0.0133348j -0.00812525+0.030119j 0.0194305+0.00291985j -0.00827522-0.00655236j 0.0226485+0.0167675j 0.00920981+0.0106874j -0.0268335+0.0067094j 0.00171453-0.00167416j 0.00234483+0.00850699j 0.00444667-0.029242j -0.0169703+0.0176374j 0.0143699+0.00473864j 0.0283727-0.017581j -0.0168608-0.00485812j 0.0156909+0.0187175j -0.0138553-0.0183972j 0.00340118+0.00551554j -8.32183e-05-0.00657772j -0.00575627+0.0167714j -0.000824595+0.0110432j 0.0032207-0.00794195j -0.0113672-0.00423582j -0.002641-0.0179226j -0.000761283-0.00942942j 0.00310362-0.0164304j 0.0314402-0.011367j -0.0043207+0.000372091j -0.0163222-0.0159659j 0.004605-0.00340951j 0.00772723+0.00411639j -0.00246208+0.00726427j -0.00274264-0.00171414j -0.0159846+0.0024954j -0.015813+0.00143895j 0.00550769+0.0170427j 0.00422106-0.00673164j -0.00815053+0.00151639j 0.00185505-0.000923678j 0.0113974+0.00205047j 0.000843682-0.00687729j -0.0027675+0.00628292j 0.0079911+0.00415318j -0.00585459-0.00310994j 0.00106459-0.00368525j -0.00354845+0.00048716j 0.0017679+0.00203804j 
0.00782916+0.00443442j -0.00466284+0.0104849j 0.00275714+0.0038924j 0.00532537-0.000582656j -0.00238665+0.0150065j -0.0106415-0.00372948j 0.00141363-0.00127196j 0.00194604-0.00519511j 0.000923249-0.00732075j -0.00880044+0.00159971j 0.0108349+0.00473726j 0.00702083+0.0120452j 0.00597274-0.00193544j -0.012427+0.00232713j -0.00562298-0.00404328j 0.0103327+0.00823813j 0.00206393-0.00381494j 0.00397189+0.00781837j -0.00514829+0.000752026j 0.00378697+0.00163447j -0.00526867-0.00280597j 0.00101944+0.007175j 0.00657554+0.0025299j 0.0107166-0.00513461j -0.00160725+0.00282025j -0.00616852+0.00425491j -0.00208864+0.000160068j -0.00201701+0.00104152j -0.00782189-0.00520443j -0.00617911-0.000971775j -0.000759825-0.00556401j -0.00473495-0.00248539j -0.00170487+0.00278801j -0.00296085+0.00113324j 0.00359974+0.000638481j 0.00727574-0.00357206j 0.000499984-0.00807908j 0.00234383+0.0114716j 0.00832229-0.00366747j 0.000904023-0.0119558j 0.00172321+0.00248185j -0.00350966+0.000535937j -0.00504266-0.00812144j 0.00340007+0.00564844j -0.00200971-0.00669924j 0.00521397+0.0119285j 1.50158e-05-0.00749899j -0.00871914+0.00214271j 0.010358+0.00643882j 0.00400741-0.00444666j -0.00466608-0.000792853j 0.00211163+0.00887172j -0.00487225+0.00237334j 0.00315267-0.00211349j 0.00345114-0.00098696j 0.00600634+0.00288207j 0.00491171-0.00604065j -0.00524861-0.00198578j 0.00137394+0.00269689j -0.00841194-0.000558779j 0.00551169+0.00499417j 0.0112975+0.00576366j 0.00160377+0.0062466j 0.011625+0.00149293j 0.00585049-0.00177412j 0.0129388+0.00678312j 0.0055764+0.00109903j 0.00144107+0.00142004j 0.0141128-0.00220495j -0.000250351-0.0121747j 
0.00255301-0.00989495j 0.0111088+0.00356239j 0.00672444-0.00970418j -0.0133771-0.00705415j -0.00616411+0.00587876j 0.00312758+0.00907495j 0.0176563+0.00108151j 0.00737053-0.014616j 0.00299237-0.0101175j 0.00798538-0.00713096j -0.00570101-0.00566249j 0.00534656+0.00757321j 0.00861944-0.00560418j -0.00097169+0.0018699j -0.000646213-0.00568712j 0.00572634+0.000143109j -0.00304033-0.007094j -0.0066183+0.00556914j 0.00506269-0.0109906j 0.00534808-0.00269398j 0.00666239+0.00385507j 0.00550462-0.0047162j -0.00138204-0.0060207j 0.00136565+0.00322635j 0.00772326-0.00861501j 0.00150722+0.00180597j -0.00289171+0.00462897j 0.0011582+0.00857552j -0.00299119-0.000151711j -0.000608926+0.00516846j -0.00183277-0.00383735j 0.000103456+0.00328964j -0.00750781+0.00616442j 0.00600449+0.00298167j -0.00828692-0.00565427j -0.00278709-0.00741578j -6.94519e-05+0.00322374j 0.00124742+0.00196544j -0.0024846-0.0014829j -0.00830207-0.00384616j 0.00593238-0.00225939j 0.00524512-0.004461j -0.000978235-0.000322706j 0.00682303-0.00254281j -0.00592175-0.00565766j 0.0015887+0.00299776j -0.00980527+0.0101559j 0.0046027+0.00760481j 0.00482384-0.0048847j 0.00164898-0.000778839j -0.00251795-0.00571638j -0.00663533+0.00233927j 0.00889103-0.00496339j -0.00321835-0.00690481j -0.0030638+0.00535566j -0.00917635+0.000790471j 0.00201401+0.000763529j 0.00233371-0.00192701j -0.00491645+0.00199557j 0.00732615-0.0069584j -0.00267537+0.00102581j 0.00411875+0.0133738j -0.00550058+0.000856574j -0.00411407+0.00962027j -0.00938374+0.00741159j -0.000757875+0.0152463j -0.0071412+0.00749764j -0.00314328-0.00478349j -0.00272172-0.0155586j -0.0131343+0.00287227j 
-0.00377768-0.00495398j 0.00624283-0.00332406j 0.002471-0.00491321j -0.00510404-0.00614198j -0.00300415-0.00319037j 0.00553324+0.00545083j 0.00447897+0.00206865j 0.00732065-0.0046713j -0.00222853+0.000115762j 0.00409182-0.00393726j -0.00470652-0.00544065j 0.000213188-0.00136396j 0.00482722+0.00198063j -0.00152226-0.00235238j -0.000280835-0.00155751j 0.00234725-0.00280066j -0.00547964-0.00178067j -0.00439526+0.000644107j 0.000761968-0.000109805j 9.38822e-05-0.000895875j -5.20489e-05-0.0014684j -0.00199685+0.00253788j -0.00247659+0.00193941j -0.0036166-0.00103849j -0.00183456-0.000427221j -5.6109e-06+0.00144455j -0.00102424+0.00649397j 0.000104616+0.00286627j -0.000866536-0.00322004j 0.000144049+0.00246599j -0.000258903-0.00586579j 0.00679888-0.00117301j -0.00416412+0.00419059j -0.00145488-0.000940249j -0.00207398+0.00309119j -0.0104474-0.000928629j -0.000231663-0.00124172j -0.00167697+0.000570592j -0.00389113-0.00250107j 0.00278596+0.00587251j 0.00106969-0.00186321j -0.000269195-0.00189801j -0.00307199+0.00384728j -0.00457996-0.00391694j -0.00373213+0.0077728j -0.00163063-0.010311j 0.0012761+0.00495725j 0.006021-0.00648493j -0.00607464-0.00335334j -0.000839616+0.000927821j -0.00333964+0.00219647j -0.000302873+0.000130391j 0.00745653+0.000661176j -0.00193985-0.000177823j -0.00225921+0.00453806j -0.00126931-0.000379639j -0.00327605-0.00127521j 0.00418286+0.00129493j -0.00410056-0.00118537j 0.0063247-0.00172342j -0.00406524+0.00124041j -0.00126507-0.00285482j -0.00867817-0.00105203j -0.00216136-4.14738e-05j -0.00713891+0.00281756j -0.00294501-0.00419156j -0.00968914+0.0024583j -0.00278485-0.0024055j -0.00605812-0.00262262j -0.000698728+0.00449942j 
-0.00760154-0.00130543j 0.000208146-0.00547158j 0.00175482-0.00485558j -0.00172125-0.00479125j -0.00249932-0.00899724j 0.00417163+0.00203254j -0.00101654-0.00221605j 0.00416953+0.00317273j -0.00672498+0.00255585j -0.000545532-0.00706648j -0.00257349-0.00377994j 0.0069259-0.00251314j -0.00103991+0.00443177j -0.000946584-0.00879703j -0.00456903-0.000178246j -0.0020614-0.00126402j -0.00454436-0.00123828j -0.00295537+0.00217664j 0.00370345-0.00152844j -0.00511686+0.000560165j 0.00135663+7.92091e-05j -0.0066196+0.00837796j -0.000378149+0.00249414j -0.0012911-0.0022008j 0.000980247+0.00492261j -0.00182762+0.00529343j 0.00168798+0.00401321j 0.00744555+0.00172851j -0.00161478-0.000130153j 0.00235618-0.00208846j -0.00485277+0.00755263j -0.00151223+0.000952312j 0.0026727+0.00606032j 0.00233592+0.00396686j -0.00367693+0.0026705j -0.00524431+0.0141814j 0.00350767+0.0065657j -0.0039626-0.00536998j -0.000859802+0.000884563j 0.00970351+0.00564368j -0.00198708-0.00593942j 0.00112064-0.00341704j 0.00932804-0.00261935j -0.00982521-0.00218671j 0.00484617+0.00939061j -0.0103722-0.00124516j 0.00952095+0.00106101j 0.00558306-0.0120294j -0.00291488+0.000692745j -0.00237409+0.00741585j -0.00171248+0.0028518j -0.00618138-0.00894524j -0.00100298-0.00234993j -0.00417205+0.0072903j -0.00257711-3.23843e-05j -0.00271748+0.000416469j -0.00640083+0.00484135j 0.000547404+0.00118446j 0.00348347-0.00295593j -0.000168414+0.00269423j -0.00421051-0.00598643j -0.00151037-0.00744859j -0.00736457-0.0139861j 0.00710304+0.000128429j -0.00764395-0.00825208j 0.00628556-0.0187799j -0.00408233-0.00826613j -0.00763074-5.23037e-05j -0.00213754+0.00253589j 0.00577932+0.00184882j 
0.004342-0.00447724j 0.0103559+0.0043597j 0.00304877-0.00559248j -0.00829341-0.00742678j 0.00126245+0.00887621j 0.00469565+0.00729423j 0.0004173+0.00234072j 0.00779358-0.0116178j 0.00217356-0.00175302j 0.00283814+0.00521975j -0.00333092-0.00891517j 0.00174441-0.00786973j 0.00900886-0.000332261j -0.00746161+0.00197604j -0.00199883-0.00396673j 0.0101639-0.00535837j -0.00536795-0.00246202j 0.00166204+0.00445574j -0.000105292+0.000413288j 0.00356309+0.00131427j -0.00382368+0.000762998j 0.00812945+0.00263804j 0.00380226-0.00126234j -0.0118147-0.000297344j 6.56155e-05-0.00141359j 0.00514706+0.00465572j 0.0012871-0.00014424j -8.81623e-05+0.00768166j -0.00648572+3.01123e-05j 0.000219138+0.0023036j -0.000852735-0.0049715j 2.71006e-05-0.00313367j -0.00634853+0.00704927j 0.00917335+0.0015724j -0.00598205-0.00128881j -0.00546728-0.00536167j 0.000697078-0.00127468j -0.00358671+0.00812662j -0.00205562-0.00997799j -0.0111168+0.0114044j 8.32025e-05+0.00043107j -0.00647469+0.0019216j 0.00785501+0.00438284j 0.00504831-0.000173319j -0.0264517+5.44996e-05j 0.0130382+0.00300691j -0.000670854+0.0230999j 0.00126+0.0133062j -0.0038551-0.011784j -0.00231212+9.07086e-07j -0.00669377-0.0087703j -0.00687968+0.0144961j 0.00911652-0.0104363j 0.000206732-0.00899319j -0.00288413+0.00670503j -0.0151657+0.00836472j 0.0101612+0.00770031j -0.00633371+0.000466945j -0.0123852-0.0102568j 0.00644734+0.000971833j -0.00529656+0.00414641j 0.00428315+0.0117305j -0.019738+0.0202125j 0.00196419-0.0140002j -0.011334+0.015542j -0.0255535-0.00832982j -0.0145223+0.00428229j 0.00192885+0.0101572j -0.00665616-0.00631697j -0.00605485+0.000184881j 
0.00510647+0.00405658j -0.00342409+0.00329152j 0.0075309+0.00177353j -0.00168451-0.0078408j -0.00150273+0.0026385j -0.00570357-0.00561934j 0.00283865+0.0122046j 0.0025143-0.0100159j 0.0022385-0.00336815j 0.00071359+0.000918729j 0.00164109+0.00385588j -0.00843386+0.0131002j 0.00883092-0.00400131j -0.0101045+0.00615752j -0.00223413-0.00122886j 0.000806244+0.000962977j 0.000815385+0.0021879j -8.77015e-05-0.00409309j 0.00355967+0.00758509j 0.00193911+0.00430917j -0.00900154+0.00426037j -0.000185862+0.00260339j 0.00305609+0.000927758j 0.00657957+0.00400284j -0.00186032+0.00669074j -0.00666858-0.000623436j 0.00235501+0.00421785j -0.00254625+0.00303025j -0.00488548-0.0035894j -0.00226818+0.00517576j -0.00744003-0.00530906j -0.00389925-0.00806637j 0.00110341-0.00210911j -0.00424519-0.00157397j 0.00568164+0.00508685j 0.0046458-0.00240438j -0.00276585-0.0130449j 0.00407213+0.00201801j 0.00738882-0.00252991j -0.0115885-0.00797926j -0.0053962+0.00242105j -0.0106915+0.00382357j -0.0138946+0.00961387j -0.00413302+0.00225205j -0.00356694-0.0180819j -0.0054812+0.0105764j -0.00694547-0.00888375j -0.0185198-0.00398085j 0.0112293-0.00497926j 0.00581036-0.0111881j 0.00496699+0.0034787j 0.00639387+0.00729372j 0.0073182+0.0032673j -0.000370151+0.00162838j 0.0172092-0.00330107j 0.00756375-0.007417j 0.0145451-0.00828862j 0.00254283+0.0074554j -0.00735703+0.00291144j -0.00550483-0.0033713j 0.00856166+0.0168242j 0.00985434-0.00554938j 0.0164801+0.0174583j -0.0135412+0.00230918j 0.0154397+0.00419831j -0.00511822+0.0162047j 0.000737337+0.0177392j 0.00233581-0.00503331j 0.0045726-0.00182831j -0.00438777-0.00486208j 
0.000538588-0.000145194j 0.000252652-0.00146085j -0.000117606+0.00135411j 0.000997841+0.0012437j 0.00256227+0.00215888j 4.18678e-05-0.000914947j -0.00078758+0.00111723j -0.000873902-0.000319484j -0.00307994+0.000867116j -0.000970046+0.00333475j 0.00326528+0.00186375j -0.00400463-8.06869e-05j -0.00134928-0.0018591j 0.00125612+0.00359996j 0.00376422-0.00188263j 0.00494127-0.00144279j 0.00107081+0.000999189j 0.00412239+0.000310396j -0.00514242-0.000835196j 0.000888246-0.00330436j 0.00136551-0.00565724j 0.00102966-0.00559654j -0.000651444+0.00335566j -0.00105033-0.00348192j -0.00429496+0.000660149j -0.00336723-0.000725365j -0.00237613-0.0102477j -0.00574026+0.00131916j -0.00245877+0.00566677j 0.0029774-0.00572029j -0.00153791-0.0079022j -0.0036479-0.00111584j 0.000336811-0.000381588j 0.000131462+0.00422326j 0.00115665+0.00280321j 0.00153605-0.00746319j 0.00248541-0.000400471j 0.00465229-0.000935803j 0.00539804+0.00312978j -0.00285829+0.00236142j 0.0017932-0.00312885j 0.00345922-0.00149313j 0.00234179-0.00398207j 0.00358509-0.00461335j 0.000162359+0.00466731j 0.00114607+0.00259828j 0.00142495-0.00231633j 0.00721144+0.00732885j -0.00241822+0.0010386j -0.00390328-0.0030212j -0.00439396-0.0038852j 0.00197192-0.00243664j -0.00235039+0.00486473j 0.00426502-0.00159193j 1.66009e-05+0.00167684j 0.00272748+0.00256504j -0.00386304-0.0029752j -0.000104291-0.00205313j 0.00252183-0.00375602j 0.000623985+1.53698e-05j -0.00247657-0.00456291j -0.00442251+0.00269156j -0.00560076-0.00268419j 0.0010342-0.00230372j -0.00374871+0.00263595j -0.00356066+0.00650566j -0.00329791+0.00413592j -0.00185553-0.00308162j -0.000451849+0.00202313j 0.000104738+0.000910719j 
