0.103798-0.00603098j 0.0374948+0.109728j 0.101549-0.025207j -0.097503-0.12082j -0.0492637+0.129057j -0.122824+0.0381688j 0.145758+0.132438j 0.0725779-0.192113j 0.0439487-0.105335j -0.00703471-0.0254857j 0.0687071+0.0552403j -0.0827392+0.259626j 0.178391-0.0567529j -0.155978+0.0775102j 0.000173087-0.0765039j 0.0563641+0.107812j 0.0347636-0.013408j -0.0666885-0.000421787j 0.0402521-0.0699908j 0.0277665+0.115137j 0.00236501+0.0223085j -0.00365403-0.021015j 0.0185756-0.0484058j 0.206816+0.115466j 0.0207053-0.0594791j -0.111331-0.103548j 0.0301988-0.016618j 0.0536517+0.0597009j -0.0189312-0.0345729j 0.0712397+0.0464125j 0.113372-0.00138815j -0.127536-0.0165533j 0.0815843-0.0360054j 0.0790948-0.0741778j -0.114968+0.00246232j 0.0384897-0.0557319j 0.00354447+0.00782595j 0.0953544-0.0495928j 0.104562+0.127312j -0.101946+0.0145473j -0.0133804+0.0262149j -0.00769148-0.0867247j -0.0126143-0.0930554j 0.0228223-0.0890726j 0.0510779+0.0223435j -0.0691004+0.179762j -0.0274253-0.0206787j 0.0912452+0.0107139j 0.0450406+0.0292772j -0.0511112-0.0688057j -0.0843629-0.00807996j -0.0970937-0.0146491j 0.0159278-0.040009j -0.0414487-0.0543522j 0.0261947+0.00887784j 0.00718795+0.00727115j 0.0151577-0.0338203j -0.0393472-0.021615j 0.0725583-0.0299766j -0.103074-0.0197348j 0.0719605-0.0486577j 0.201402-0.0364818j -0.0895454+0.134283j 0.127131-0.000760497j -0.00328062+0.102347j 0.184591-0.0107349j 0.0384495+0.12709j -0.0769841-0.0448916j 0.0592474-0.152444j -0.129304-0.107057j 
-8.7646e-05+0.00108394j -0.00199263+0.000293619j 0.00129205-0.000373688j -5.84156e-05+0.000584535j 0.0030874-0.000293693j -0.00108636+0.0023642j 0.000336291-0.000285602j 0.000335744-0.000879234j -0.000889567+0.00113847j 0.000824261+0.00167281j -0.000261782+0.00404877j 0.00399116-0.00168409j -0.00133342+0.00289232j -0.00791093+0.00549287j -0.00566093-0.000214875j 0.00249572-0.00189256j -0.0023498-0.00424719j -0.00653328+0.00446177j -0.000712025+0.00253829j 0.0139499+0.00484328j -0.00323609-0.00662669j -0.0101143-0.00397444j -0.00631972+0.0041538j -0.00390734+0.00719955j 0.00626527+0.00637295j 0.00364277-0.00522031j 0.00281752-0.00126565j 0.00185492-0.00203884j -0.00454936+0.00509744j -0.00107033-0.0135618j 0.0029019+0.00499547j 0.00123834-0.0080817j 0.00688558-0.000687041j 0.000987004-0.00503266j 0.0122283-0.00308945j -0.00618961-0.00156511j -0.000415498+0.00703431j -0.00991317-0.00201984j -0.00499159-0.00118403j 4.86394e-05-0.00451018j -0.00198174-0.000717373j -0.00150684+9.29964e-05j -0.000303609-0.0113404j 0.00511088+0.00140501j 0.00713179+0.00165143j 0.000912746-0.00329189j 0.00130745+0.00386448j 0.00602544-0.00302664j 0.00349708-0.0035303j 0.000595686-0.000199243j 0.000660555-0.00361549j 0.00310456-0.00456798j -0.00406317-0.00302688j -5.50308e-05-0.000592746j 0.00439377-0.00135367j 0.0032167+0.000933036j 0.00183542-0.000394534j 0.00485023+0.00275483j -0.000742902-0.00152311j -0.00431521+0.00257648j -0.00158167-0.00151556j -0.00198302-0.000926958j -0.00276952-0.000367213j -0.000805927+0.00183964j 0.0016835-0.000265555j -0.00113313+0.000598647j 0.00183367-0.000401895j -0.000758752+0.000570141j 0.00167098-0.000430737j -0.000208548-0.000764872j 
-0.000378613+0.000250658j -0.000277843-0.000651097j 0.00115262+0.000553165j -0.000617606+0.00128009j -0.0010259+0.00169428j 0.00104003+0.000168491j 0.00167651+0.000465162j 0.000374109+0.00269386j -0.000640629+0.000248254j 0.000492068+0.000286777j 0.00145456-0.00030916j 0.00559506+0.000141825j 0.00202562+0.00225153j -0.00299402+0.0023502j -0.00207829+0.00347492j 0.00403192+0.00428169j -0.00490883+0.00395343j 0.00176445-0.000839334j 0.00220451-0.00648122j -0.00114294+0.00574981j -0.00605925+0.00617741j -0.00484466-0.00716688j -0.000303071+0.00251673j 0.00297523-0.00517326j 0.000171305-0.00335883j -0.00016508-0.00217768j -0.00438736-0.0071259j -0.00190081-0.00391963j -0.000492586-0.00666209j 0.0105138+0.00133673j -0.00635419+0.00297594j -0.00213163+0.00400512j 0.000779415+0.00374537j 0.00341532-0.00228383j 0.00485368-0.0100404j -0.00466287-0.00289972j 0.00184749-0.00517987j 0.00275083+0.000998033j -0.00490035+0.00550709j -0.00420947+0.00202129j -0.00294315-0.0022877j -0.00215698+0.000956833j -0.00187259-0.00671532j -0.00366307-0.00450454j -0.00199309-0.0019493j -0.00725768-0.00389919j 0.00081171-0.000261049j -0.00125517-0.00278486j 2.22394e-06+0.000391348j -0.00293138+0.000208639j -0.000130127-0.00338513j 0.00442937+0.00391416j 0.00471244-0.000389053j 0.00299438-0.000887682j 0.000908622-0.00150578j -0.00550227+0.00285085j 0.00157399+0.00116993j -0.000450393-0.00126618j 0.000311306-0.000270739j -0.00100978+0.00132277j 0.00130274-0.000772367j 0.000937353+0.000490124j 0.000565147+0.000598431j -3.9733e-05-0.000537918j -0.00125091+0.000521645j 0.000901155-0.00103337j -0.000570317+0.00147101j -0.000378041-0.000288698j 0.000590757+0.000716425j 0.000328786+0.00016123j 
0.000799325+0.000633681j -0.000820666+0.00143172j 0.004346-0.0026392j -0.00207461-0.00195186j 0.00420992+0.00105756j -0.000531932+0.00219391j 0.00139485-0.000890789j -0.000856223+0.000151342j -0.00069491+0.00624385j 0.00548009-0.000743384j 0.00110607+0.00343686j 0.00290082-0.00374965j 0.00266819+0.0107026j -0.00466785+0.00619524j 0.00540158-0.00670762j 0.00203728-0.000603953j -0.0102353+0.0044332j -0.0092392+0.00709276j -0.00473192-0.00416647j 0.00981114-0.00334701j -0.00246589-0.000236096j -0.012605-0.0153082j 0.00247238+0.0085377j -0.00200884+0.000452721j 0.0055176+0.0019841j -0.0108089-0.0049897j 0.00226238-0.0055933j 0.0029359-0.00301637j 0.00547537+0.0125035j 0.00682772+0.0041327j 0.00232571+0.000864478j 0.00301168-0.0117299j 0.00898473+0.00355674j 0.00649651-0.00175645j 0.00250994+0.00223649j -0.00202133-1.55666e-06j 0.000998907+0.00422643j 0.00221169-0.00105527j -0.00581174-0.00403631j 0.00599079+0.00486017j 0.00265064+0.00118664j -0.0040902+0.00602696j 0.000172716-0.0075844j -0.000374664+0.00133981j -0.00598743+0.00548244j -0.000444823+0.00721107j -0.00183052+0.00559494j -0.000709664+0.00476988j -0.00294444-0.00614494j -0.00412589-0.00137618j 0.000693305+0.00747867j -0.00298513-0.00128427j 0.00211104-0.00223482j -0.00514903+0.0018158j 0.00264948-0.00218786j -0.00323895+0.00132317j 0.00241962+0.00620644j 0.00363618-0.000125271j -0.00260477-0.00301243j -0.00140635+0.00160428j 0.00197081-0.000902599j 0.00262438-0.000952213j -0.00132794-0.000807659j -0.00182753+0.00154691j -0.00167291-0.0034074j -0.000206952-0.00175437j 0.000925193+0.00118581j -0.00193649+0.00082882j -0.00020514-0.0016423j -0.000637966+0.000477356j 
-0.000460472-0.00107573j 0.00172262-0.00134245j 0.000959026+5.28707e-05j 0.000987412-0.000101012j -0.00232812+0.00412968j 0.00522505-0.00618659j 0.00263835+0.000628269j 0.0059181+0.000721277j 0.00363055-0.0031986j -0.00616807-0.00356008j 0.00455572-0.00631132j -0.0072603-0.000424016j 0.00674758-0.0107356j 0.0108708-0.00123539j 0.000469207+7.95762e-05j 0.00952089+0.00176537j 0.00483252-0.00871899j 0.00299146-0.0141317j -0.00225567+0.00254627j -0.00780886-0.00304163j 0.00155129+0.00151505j 0.00980588+0.0108531j -0.00742378-0.00551452j 0.0110248-0.00644032j -0.00212914-0.00622519j 0.00725376+0.00455593j -0.00129837+0.0105746j -0.000764127-0.00434731j -0.00585685-0.013129j -0.00913509+0.00340973j -0.00572951+0.00542346j -0.00579203+0.00458513j -0.00548886-0.00334235j -0.00761081-0.00575784j 0.000395829+0.000680603j 0.00494627+0.00612496j 0.00602339+0.00142388j -0.00470643+0.00117269j -0.0016404-0.00180593j -0.0139099-0.00207942j -0.00408281+0.000391043j 0.0053165+0.00539508j 0.00530649+0.00618191j -0.00550754+0.00429941j 0.0022954+0.000481028j 0.000988477+0.00112389j 0.00651277-0.00284597j 0.00106637+0.00133442j 0.0016552-0.00505668j 8.99478e-05+0.0030131j 0.00457552-0.00133199j 0.000415605-0.00194339j 0.00633534-0.00144609j -0.00333346+0.00328637j 0.00702652+0.0021548j -0.0018949-0.00387876j -0.00151183-0.00105071j -0.0025234-0.000130318j -0.000672559+0.00019872j -0.000715761-0.003728j -0.00228685+0.000199219j -0.00022098+0.00140254j -0.00137901+0.00250766j -0.000451879-0.00276551j 0.000438068+0.000313072j 0.00290418-0.00215352j -0.000997382-0.000517221j 0.000640329-0.00290515j -0.000628503+0.000263151j 0.00051776+0.000367563j 
0.000115022-0.000478579j 0.00143107+0.000540874j 0.000598758+7.50231e-05j 2.89013e-05+0.000627774j 0.000561752+0.00157647j 0.00198065-0.000460884j -0.00303651-0.000387482j 0.00111929+0.000281375j 0.00102305-0.000554809j -0.00189614+0.00110325j 0.0045047-0.00435864j -0.00113078+0.00358287j 0.00453669+0.000120376j -0.00328365-0.00553578j 0.00362833+0.00135965j 0.0012212-0.00517092j -0.000954553+0.00733363j -0.00206725-0.00144525j -0.000644277-0.00162635j 0.00301341-0.00150424j 0.000162136+0.00178108j 0.000630739+0.00675282j -0.00282476-0.00978341j 0.00235559-0.00559044j 0.0011831-0.00446293j -0.00138629+0.00298184j 0.0034081+0.00124063j -0.0023112-6.22221e-05j 0.00636641-0.00145586j -0.00435957+0.00510885j -0.00285979+0.000667372j 0.00429473+0.00443919j -0.00562046+0.00227708j 0.00831531+0.00704312j 0.01063-0.00122822j -0.00237736+0.0101464j 0.00453703-0.00559799j 0.00808291-0.000762295j 0.00193614-0.00174639j -0.00252391-0.00197782j 0.00558261+0.00261312j 0.0022339+0.001414j -0.00241247+0.00302651j 0.00269497+0.000286666j -0.000522428-0.00140791j -0.00136933+0.00366109j 0.00352183+0.00231087j 0.00436683-0.00132419j 0.00234484-0.000477754j -0.00461249-0.00183833j 0.0054773-0.00154812j -0.00319009-0.000317267j -0.00153059-0.00453554j 0.00188346+0.000819281j 0.00142537-0.00264667j 0.00396595+0.000765352j 0.000556005-1.78591e-05j 0.000523865+0.000958461j -0.000808545-0.000435622j -0.0018499-0.00105216j -0.0017025-0.000666141j 0.00040376-4.59452e-05j 0.00047158+0.000493325j -0.000816787-0.00140072j 0.000926858-0.000839653j 0.000439976+0.000302897j 0.000863342-0.00143128j 0.00086536-0.00120367j -0.000351996-0.000798997j -3.65512e-05-0.000192742j 
-0.000146193-0.000468472j 0.00106006-7.68761e-05j -0.00203935+0.00140734j 0.00598492+0.00405896j 0.00370575-0.00596364j -0.00592774-0.000784224j -0.00303633-0.00131766j 0.00497367-0.00312675j -0.00827006+0.00255931j 0.000266294+0.00721922j -0.00336715+0.00659536j -0.00253406+0.00983537j -0.00497506-0.00502384j -0.00276501+0.00621506j 0.0036897-0.00273062j -0.00507405-0.000826636j 0.0100545-0.0012983j 0.000654704+0.0121173j -0.00177922+0.00294437j -0.000664046+0.00211945j -0.000522518-0.00474282j 0.00548334-0.000198474j 0.00953424-0.00154717j -0.0022494+0.00232929j 0.0039909-0.00506855j -0.00367685+0.000519919j -0.0132337+0.00258665j -0.00526102+0.00291724j -0.00306469-0.00763911j 0.000595036-0.00316204j -9.69757e-05-0.00750272j 0.000174725-0.00446542j -0.00381187+0.00308433j 0.000996523+0.00526658j -0.00284286+0.00523564j -0.0085473-0.0109726j -0.00299627+0.00491181j 0.00255099-0.000137125j 0.00787782-0.00979676j -0.000847513-0.002495j 0.0106153-0.00453892j 0.00164229-0.000407822j -0.00658138-0.000193477j -0.00199177+0.00171011j -0.00304403+0.00149871j -0.00963578-0.00315049j 0.00688818-0.000455696j -0.00658115-0.00455073j -0.00883447+0.0028328j 0.00138913+0.00123335j -0.00211157-0.0043714j -0.002338-0.00908852j -0.00590357+0.00371492j 0.0036465+0.00154974j -0.00229456-0.00312742j -0.000800486-0.00054279j 0.0045868+0.00177247j -0.000460136-0.000259474j 0.00202409-0.000245349j 0.00362968-0.00124465j 0.00224081+0.00347107j 0.00247153-0.00417301j -0.000268379+0.00310948j -0.00202073+0.00239226j -0.00386348+0.0011497j 0.00392708-0.00162571j -0.00161473-0.000754745j -0.000446015+0.00112895j 8.69532e-05+0.00135347j 0.00200737-0.000702253j 
0.00203069+0.00120648j -0.000964861+0.00182895j 0.00534587+0.000989922j -0.00807513-0.00271536j 0.00108752+0.00851091j 0.0129037+0.00282168j 0.00313665+0.00804382j -0.00734611+0.00840391j 0.00991846-0.00113502j -0.00863046-0.00268473j -0.00648965-0.00446498j 0.00683863-0.00515202j 0.00845106+0.0152444j -0.00273485-0.00335015j -0.00140487-0.00401834j 0.00142726-0.00610301j -0.00419984+0.00459814j -0.00605978+0.000514528j -0.00239998+0.000700382j -0.0147675+0.00739469j -0.00290538+0.0117224j 0.00249661-0.00083008j -0.007246-0.00426659j -0.00481735-0.00795317j 0.00964167-0.00181931j -0.00393799+0.000797203j 0.00791647+0.00687222j -0.000557485-0.00426293j -0.00191294+0.0104711j -0.00259514+0.0123215j -3.62215e-05+0.00473921j -0.0102889-0.00105776j 0.0134597-0.00171474j 0.00801377+0.000251998j -0.00383363+0.00341883j 0.00508843+0.00107159j -0.00494494+0.00768218j 0.000528499+0.00343873j 0.00497391+0.00609125j -0.00314019-0.00152388j -0.000117229-0.00341322j 0.000443516-0.00258164j 0.00447725+0.0029535j -0.00180318+0.00307446j 0.00105853-0.00375085j 0.00679679+0.00369676j -0.00895868+0.00585796j 0.00063069-0.000332058j 0.000196558-0.000936075j -0.0071329-0.00536495j -0.00127246+0.00196998j 0.0017672+0.00841501j -0.00274528-0.00463722j -0.000991947-0.000437131j -0.00326848-0.00537627j 0.000654217+0.00363961j -0.0024912+0.000657748j -0.000754858-0.00302996j -0.000589309-0.00277864j 0.0010386+0.00317879j 0.00117338+0.00154361j 0.00135225+0.0026083j 0.00196592-0.000741829j -0.00188681+0.00220434j 0.00233588-0.00337272j -0.00362297+0.00395161j 0.00175701-0.0025939j -0.00103958-0.000430428j 0.00112732-0.00239585j -0.00310193-0.00109667j 
-0.000229148+0.000709979j -0.00050018-0.000692053j 0.0010165+0.00114482j -0.00401828-0.00310176j -0.00375307+0.00444671j 0.00570116+0.00689743j 0.000744797+0.00548888j -0.00533897+0.00335164j 0.00315373+0.00327622j -0.000312675-0.00272564j 0.00225512-0.00198439j 0.00793065-0.00190416j 0.000362855+0.00618582j -0.00173027+0.000207307j 0.0053027+0.00636888j 0.00341921+0.00386543j 0.0021194-0.00252109j 0.00435363-0.0003961j -0.00478178-0.00470398j 0.000164341+0.00572463j 0.00358701+0.00912047j 0.00302204-0.00557813j -0.0102546+0.00375859j -0.00244396+0.000609301j -0.00324791-0.00759762j -0.00242406-0.000211618j 0.00166754+0.00150303j -0.00211846-0.00534773j 0.00246253+0.000679826j 0.000852045+0.00701956j -0.000436018+0.00206627j -0.00240657+0.00397914j 0.00514536-0.000317946j 0.00572069+0.00212455j 0.00439996-0.00205985j 0.00426129+0.000515624j -0.00516739+0.00235983j 0.00221495+0.00518448j -0.0020617+0.00659392j -0.000121426+0.00313784j -0.000185714-0.000861967j -7.22226e-05+0.00548816j 0.00320287+0.000199619j -0.00147917-0.0030919j -0.00153072-0.00176811j 0.00363964+0.00187189j -0.00140243+0.00112794j 0.00175539-0.000874625j 0.00160358-0.000219097j -0.00123384-0.000379543j -0.00128461+0.000157124j 0.00132093+0.00312923j 0.000415242-0.00239108j -0.00117022-0.00137693j 0.000667274-0.0025358j 0.000445214+0.00361574j -0.000343279+0.00152933j -0.001791-0.00137868j 0.00106512-0.00153601j -0.000439669+0.000382265j 0.00119008+0.000320722j 0.00139372+0.00219477j 0.00098553-0.00185394j -0.00156344-0.00155032j 0.00268865-0.000258286j -0.00148213+0.000144174j -8.14627e-05+0.000486534j 0.000166719-0.00131554j 0.000216779-0.0005057j -0.0011851-0.000194612j 
0.000905177+0.00105792j -0.000610278+0.00208879j 0.00505533+0.000445085j 0.00207654+0.0048989j 0.00947472+0.000843419j -0.000264093-0.0116365j 0.00472875-0.00667024j 0.0113315+0.00302947j 0.000497735-0.0102091j -0.00313094-0.000847958j -0.00144992-0.00351579j -0.00939646-0.00423688j 0.0179949-0.00551216j 0.00521155-0.00636212j -0.0107987-0.00854858j -0.00348932-0.00914006j -0.00782216+0.0156186j -0.0107929-0.00764879j 0.00862497+0.00334447j -0.0102693-0.00196894j -0.0100998+0.00351212j -0.00351071+0.0100344j 0.00496269-0.00749768j 0.00513296-0.0116159j 0.00791178+0.0134648j 0.00417149-0.000925659j 0.00934832-3.17067e-05j 0.00240973+0.00756073j -0.00915203+0.00419018j -0.00349159+0.000954397j -0.00655418+0.000800789j 0.00288425-0.000360595j 1.12598e-05+0.00945408j 0.00308435-0.000918953j -0.00809307-0.00292484j -0.00109095+0.00170474j 0.0073301+0.00156271j -0.00257475-0.00707013j 0.00307361+0.000121172j -0.00542695-0.00474406j 0.00132549+0.00233376j -0.00157221-0.00645904j -0.00130514+0.00639007j 0.00153704+0.00492946j -4.26529e-06-0.00172512j -0.00031688+0.00250886j 0.00113102+0.0013731j -0.00193758+0.00232029j 0.000352847+0.00258584j -0.00555084+0.00198069j 0.00536256-0.00130062j -0.000309595+0.00300746j 0.00331791+0.00211713j 0.00375629-0.000795667j -0.00228704+0.00114344j 0.00103159-0.0043158j -0.000583991-0.000548986j 0.000347083-0.000479025j -0.00163627-0.00301941j -0.0023627-0.000760981j -0.00139533+0.0013897j -0.00273695+0.000246233j -0.000967749+0.000205855j 0.00223754+0.00487019j 0.00241861-0.000909905j 0.00188809-1.69656e-05j 0.00074074-0.000691534j -0.000833914+0.00124434j 0.0016151-0.000215177j 0.000460184-0.000969633j 
0.000504626-0.000739567j 0.000490183-0.000510966j -0.00148788-0.000869139j -0.000743765-0.000558601j -0.00125699+0.000820116j 0.000954889-0.00178212j -0.002748+0.00154543j -0.00492239-0.00239454j -0.00267224-0.00193069j -0.00183156+0.00333049j -0.00560974-0.000611843j 0.000665487+0.00401041j -0.0119161+0.00174042j -0.00506342-0.000440382j 0.00182212-0.00306369j -0.000786952-0.000789151j -0.0006136-0.00742418j 0.00213845+0.000307799j 0.0022411+0.00109307j 0.000202811-0.00301632j 0.00272508-0.0096811j 0.00555575+0.00247777j 0.00712864-0.00788433j -0.00183097+0.00403766j 0.000860856+0.00133869j 0.000168174+0.00275935j -0.00550925+0.0028457j 0.00139236+0.00180282j 0.004004-0.00270046j 0.00201158-0.00609046j 0.00622466-0.000198608j -0.0018632-0.00156507j -0.00208722-0.00720767j -0.00620603-0.00129292j -0.00149774+0.00147542j -0.000525535+0.00678505j -0.000510212-0.00789467j 0.00152007-0.00538302j 0.0034591-0.00556204j 0.00450412-0.000419015j -0.00250691-0.00338111j 0.00315083-0.00553896j -0.00028313-0.00132525j -0.000759053-0.000528241j 0.00177374+0.000668893j -0.0008422-0.00359873j -0.00128795-0.000510208j -0.00170928-0.000280127j -0.000606451-0.00151136j 0.00198334-0.00167998j -0.00281062+0.000467638j 0.00203123-4.36742e-05j -0.00299733-0.000566573j -0.000809778+0.00189387j -0.000766353+0.00212753j -0.0034009-0.00207398j -0.00209961-0.00158196j 0.00112406+0.000847995j -0.000134715+0.00128415j 0.00223911+0.00126994j -0.000493525-7.67747e-05j 0.000426841+0.000266566j 0.000104606+0.00180759j -0.000748103-0.000623914j -0.00319812-0.000509991j -0.0012142+0.00226706j -3.94227e-05-0.000748624j -0.000432517+3.35154e-05j -0.000747212+0.000117438j -0.000316501+0.000370211j 
0.000270374+0.000570331j -0.00141119+0.00103577j 0.00122057+9.23826e-06j -0.00025456-0.0003524j 0.00301539-0.00138775j -7.75904e-05-0.000838123j 0.00667923-0.000836116j 0.00185405+0.00248533j -0.00190051-0.000959859j 0.00336914-0.000465253j 0.000847201+0.00404327j 0.00147224-0.00548096j 0.00767275+0.0043283j -0.0010261+0.00733747j -0.00065262-0.000793303j -0.00255939+0.00213934j -0.00240025+0.00644513j -0.000151204+0.00257562j -0.000896245-0.00283385j 0.00587806-0.00146841j -0.0042136+0.00371839j -0.00904776-0.00494113j 0.00424197+0.00460634j 0.000211596+0.00297509j 0.00345091+0.00245468j -0.00431787-0.000871373j -0.00277171-0.00424603j 0.00156234+0.000559217j 0.0011415+0.0053942j 0.00250554-0.00254817j 0.00037593-0.00158j -0.00190331-0.00345303j 0.00725123+0.00319123j 0.00445746-0.000206582j -0.000782302-0.00396084j -0.00314812-0.00326755j 0.000583502+0.00360787j -0.00125487+0.000628949j -0.00234073+0.00443757j 0.00387891+0.000368877j 0.00150917+0.00052186j -0.00249667+0.00266673j -0.00134927-0.00387565j -0.00120742-0.0014741j -0.00144359+0.00116775j -0.000297749+0.000981793j 6.15477e-05+0.00247229j -0.0019606-0.000528083j -0.00288384+3.03206e-05j -0.000348486+0.00199536j -0.0001052+0.000928146j 0.00103727-0.000902799j -0.000250972+0.00254132j -0.000446618+0.000110603j 0.000513145-2.15013e-05j -0.00262005+0.000630724j 0.00239645+0.00094083j 0.00024578-0.00177381j 0.000955492-0.00248211j 6.67929e-05-0.000249092j 0.00191768+0.00270487j -0.000117031+0.000310427j -0.00111731+0.000373646j 0.000135449+0.00315757j -0.000190994+0.000272427j 0.00196983-0.000704039j -0.000803463+0.00101698j -0.000774094+0.0013888j 0.00132733-0.000664671j -0.000338478-0.000599367j 
-0.00025356-0.000279735j 0.000285609+0.00023284j -0.00365387+3.32112e-05j 0.00175808+0.000682391j -0.0035431-0.00271083j -0.00528343+0.00606087j -0.00596764-0.00270813j -0.00168858-0.00324515j 0.00274211+0.00537624j 0.00321797-0.00506593j 0.00480193+7.38557e-05j -0.000289126-0.00220124j -0.00201656-0.00308515j 0.00243212-0.00122294j -0.00254906+0.00540923j 0.00172899+0.00201084j 0.0026315+0.0015114j -0.000995857+0.00404365j -0.00467805+0.00119671j 0.00293791-0.00200029j 0.00460684-0.000107028j -0.00640099-0.000340732j -0.00712225+0.0108908j -0.00158354+0.000425089j -0.00685862-0.00213728j 0.00189587-0.00162587j 0.0035472-0.00697748j -0.000640139-0.00351391j 0.00200975-0.000488143j 0.000341121+0.00199397j -0.00138795+0.00159282j 0.0067419-0.000744771j -0.00503246+4.00249e-05j -0.000866088-0.00299493j 0.00429921+0.00171587j 0.00369988-0.00493017j -0.00234347+0.00133502j -0.000830867+0.00393403j -0.00558499-0.000435592j -0.00128105+0.000315697j -0.00106452+0.00325593j -0.00218656+0.00284277j -0.000703051-0.00168427j 0.00488638+4.90811e-05j 0.00114388+0.00173055j 0.00272892+0.00160578j -0.00116791-0.00198709j 0.00538937+0.0019175j 0.00473863-0.00024293j 0.0016887-0.000245075j 0.00158246+0.00118002j -0.00155191+0.00200711j 0.00226947+0.000120115j -0.0012806-0.00249568j 0.000619619-0.000911332j 0.00563164+0.00316363j -0.000785162-0.00115118j 0.00072906+0.00192295j -0.00209027+0.00343324j -0.00257328+0.00180324j -0.00186084-0.0051111j -0.00241506-0.000558379j 0.00147593-0.00212252j 0.00217616-0.0052837j 0.00181234+0.000871388j -0.00244082+0.000138186j 0.00213862-0.000696241j 0.00287881-0.000549705j -0.000886725+0.00065389j 0.000561537+0.00110718j 
-0.000177511+0.00128857j -0.000969271-0.000679655j -0.00313207-0.00238912j 0.00369109+0.00169755j -0.000561441-0.0066335j -0.00186195+0.00561482j -0.0104368+0.00121294j -0.005507-0.00114771j 0.00406129+0.00714294j 0.00290711-0.000276908j -0.00162186+0.0038087j 0.00207558+0.000490735j -0.00804419+0.00490997j -0.000260852-0.000866521j -0.0023146+0.000802645j -0.00652994-0.000706645j 0.00568376+0.003036j 0.00286076+0.0126268j -0.00210237+0.00387196j -0.00268059+0.000437174j 0.00193579-0.00240358j -0.00311965+0.00188027j 0.000870238+0.00339304j -0.00695875+0.0046508j -0.00218556-0.00208684j -0.00037197-0.000447288j -0.000104672-0.00115279j -0.000672421-0.00202378j 0.0044116+0.00279466j 0.00163664+0.00101772j 0.00194123-0.00268857j 0.00284208-0.00207643j -0.00060382-0.00325374j -0.000385704+0.000552188j -0.000455158+0.00462649j -0.00137514-0.0037775j -0.00422057+0.00318043j 0.00345311-0.000249146j 0.00224674-0.00532013j 0.00417025+5.62767e-05j 0.00280198-0.00147917j -0.00207097-0.00363154j -0.00473601+0.00186178j 0.00325741+0.00229829j -0.00104676+0.000839117j 0.000452954-0.000243329j -0.00337835+0.000222346j -0.00200691+0.00141045j -0.000643285+0.00341461j -0.0012826-0.00115541j -0.00206871+0.000388633j -0.00105243+0.00232147j -0.00371941+0.00426312j 0.00115113-0.00244759j -0.00515429-0.00167259j 0.00576261+0.00245417j 0.000486656+0.000956611j 0.00267116+0.0013315j -0.00135321+0.00086748j 0.00122767+0.00328175j -0.000265688-0.00284784j -0.00190527-0.00318036j 0.00233966-0.00325224j 0.000550524-0.000519327j 0.000452383+0.000840923j -0.00404743+0.000553668j 0.00209006-0.00204892j 0.00132617+0.00280521j -0.00149388+0.00224115j 0.00181752+0.000860285j 
-7.54467e-05-0.00104115j 0.00256605+0.00204884j 0.00339997+0.00442529j -0.00407099+0.00195495j -0.0032078-0.00137357j -0.00313092+0.0022244j -0.00398343-0.00350717j 0.00437999-0.0025532j -0.00569272+0.00121884j 0.00291185+0.00119237j 0.00183603-0.00215928j -0.00067854+0.00301461j -0.00379555-0.0030444j 0.00325018-0.00230637j -0.00249467-0.00243482j 0.00115119-0.000836543j -0.0028938-0.00496225j 0.00148267-0.00250171j 0.00218594+0.000210935j -0.000316415-0.00223835j -0.002742-0.00164881j 0.00253519-0.000358275j 0.0033906-0.00141162j 0.00309604+9.03e-05j -0.000832087+0.00191622j -0.00266679-0.000639035j -0.00130721+0.00138813j -0.00216687+0.00519921j -0.00213056-0.00513429j -0.00213055-0.0038688j -0.00290806-0.00582197j 0.00105638-0.00157999j -0.00371923+0.00149174j -0.0050322+0.0011459j -0.00106181-0.000194944j -0.00134788+0.00139703j -0.00120051-0.00103825j -0.000483252-0.00259401j 0.00152892-0.00396741j -0.000974921-0.00211599j 0.000898954-0.000353395j 0.00117332-0.00168475j -0.00128794+0.00216479j 0.000168595+0.00126182j -0.00121454+0.00196031j -0.00264957-0.00124714j 0.00471678-0.00211807j 0.000377126+0.000122654j 0.00176973+0.000842102j 0.00066109+0.000468669j -0.000440517-0.00213644j -0.00330457-0.00193845j 0.00164867-0.000651172j 0.0014678+0.000619592j -0.00165543-9.60236e-05j -0.00138344-0.00220327j -0.000508111-0.0012101j 0.000118901+0.000534058j -0.000944266-0.000450857j -0.00038741+0.0002455j -0.000454875-0.000692936j 0.00074034-0.00152925j 0.000566439+0.00236299j 0.00136584+0.00103681j -0.00152248-0.0011539j 7.93027e-05+0.000494156j -0.000370175+0.000651168j -0.000875009-0.0005798j -0.000438498-0.000563606j -4.89075e-05+0.000361884j 
