-0.0420682+0.198947j 0.147794-0.0358148j 0.0186419-0.114745j -0.0300581-0.0962274j 0.0157815+0.0384217j 0.00981847-0.024016j -0.00870805+0.115834j -0.0289405-0.0550761j 0.0184597-0.0396581j 0.0933574+0.121321j -0.168992+0.0299647j 0.120031+0.204182j -0.0504966-0.00889299j -0.203681+0.134712j 0.0780226+0.0108019j 0.0482205+0.0362178j -0.0355254-0.0748478j 0.0444345+0.0775084j 0.0102359+0.0554835j 0.0230787-0.0376104j 0.0363493-0.0195833j -0.0558905+0.0733156j -0.0296699-0.0400935j 0.0145081+0.0275145j 0.0961696-0.0202393j 0.212117+0.0720235j 0.0201723+0.1162j -0.023431+0.103175j -0.219234+0.0675689j 0.030845-0.112078j 0.0698947+0.0871666j 0.0895893+0.0849358j 0.0632173+0.00620951j -0.0367392-0.00644295j -0.0464399-0.0193513j 0.0155043+0.0122963j -0.0385483+0.0829154j 0.0106995-0.056932j -0.0398908+0.0459424j 0.0234665+0.0113332j -0.0816684-0.0618599j 0.101582+0.0662688j 0.0216265+0.0608543j 0.04333+0.00467699j 0.114772-0.0127152j 0.0282977+0.11597j 0.0597339+0.0655285j -0.126213+0.106876j 0.0350628-0.164337j 0.0292555-0.0746884j -0.0348683-0.0208936j -0.043797-0.0517316j -0.0209361-0.016501j 0.0441667-0.0112726j -0.00165447-0.0236487j 0.00380226+0.0366604j 0.00105087-0.0116476j -0.0153688-0.0142997j 0.000120082-0.0102224j 0.0225716-0.0184355j -0.00290821+0.027425j 0.0208447-0.0138201j 0.00958233+0.0066836j 0.0298263+0.0111245j 0.0765622-0.0120893j 0.00240133-0.00647703j 0.00703323-0.00967923j -0.0159553-0.00305269j 0.00759276-0.0116693j -0.0284345-0.00485114j -0.0444174+0.0114598j 0.0154804+0.0151354j -0.0145398-0.00576723j 0.00969801-0.0333894j -0.0122068+0.00182927j 0.0362575-0.0252587j -0.00860655-0.0286349j 0.0260772+0.0349713j 0.0105228+0.00716741j 0.00148414+0.00385823j 0.0018267+0.0080996j -0.0016635-0.0054586j -0.00830224+0.000617783j -0.00144484+0.00746864j -0.0105585-0.00117351j -0.00299014+0.00229146j -0.00329577-0.00545946j 0.00390286-0.000598206j -0.00296579+0.00140131j 0.0168302-0.011413j -0.0143148+0.00501202j 0.0141344-0.0211656j -0.0208838-0.0153343j 0.00498457+0.00503165j -0.0116745+0.00511432j 
0.00232177+0.00103764j -0.000437288+9.09479e-05j 0.000152611+0.000272638j -0.000743237+0.00191288j 0.000577685-0.00187397j -0.000520371-0.000560943j -0.00204068+0.000921428j 0.000206471+0.000787309j -0.0010492-0.000976999j 0.00060748+0.000472152j 0.00113168-0.00106867j -0.000711887-0.00244789j 0.00101716+0.000812161j -0.00229695+0.00140362j 0.000192287+7.34384e-05j 0.00215747+0.00193133j -0.00111697-0.000377853j 0.00222973+0.00156653j 0.00367868-0.00146628j 0.00047277-0.00110268j -0.00194141+0.000824234j 0.00260655-0.000941532j -7.05194e-05+0.000609308j 0.00206482-0.00130846j -0.00299754+0.00116626j 0.00116778+0.000503803j -0.00237345-0.00220738j -0.00115181-0.0016959j -0.00372382+0.00036566j 0.000738317-0.000975919j -0.00154324+0.00205373j -0.00440191+0.000673943j -0.000815811-0.000290886j -1.88877e-05+0.00230667j 0.00277792-0.00167652j 0.00201329-0.00154657j 0.00130573-0.00184632j 0.0050099-0.00332515j 0.00114883-0.00167654j -0.00246338+0.000808293j -0.00130577+0.000814791j -0.00215177-0.00204312j -6.22111e-05+0.00168068j -0.00341665-0.0023069j 0.00153116-0.00117746j 0.00294715-0.000654377j -0.000277467+0.00089207j -0.00116825-0.000466869j -0.000859844-0.000770622j -0.00209003+0.000648119j 0.00325896-0.00324683j -0.00202496-0.00480295j -0.0017016+0.000573006j -0.00200168+0.00148249j -0.00109636-0.00220537j 0.00171581-0.000964486j -0.00148511-0.00170646j -0.00045548+0.00362669j 5.63001e-05-0.000931381j 6.0932e-05-0.00137361j 0.0011603-0.00228337j 0.000622934+0.00439912j 0.00341291+0.00221666j 0.00207659-0.00149882j 0.000605661+0.00331955j -0.00236099-0.00242961j -0.00255558-0.000749973j -0.00137509-0.00114106j -0.000184963+0.00102709j -0.00108352+0.000511916j -0.00250355+0.000287057j -0.00209847+0.00132407j -3.78813e-05+0.000254576j 0.00356251+0.00363373j 0.00268099+0.00135542j 0.00344586+0.00523295j -0.00318251-0.00121772j -0.00206122-0.00719961j -0.00417986-0.0041113j -0.00419511-0.00111526j -0.00315627-0.0010102j -0.000741513-0.00128409j 0.000351414-0.000464343j -0.000772211+0.000918234j -0.000496337-0.00303543j 0.00102924+0.00456021j -0.000802339+0.000399535j 0.00221772-0.000354199j 0.0054931+0.000743019j 0.00479864-0.00546338j 0.00025695-0.000596104j -0.00466931-0.00553681j -0.00260855-0.000807808j 0.00410937+0.00278347j 0.00463546-0.00119849j 
0.000227136-0.000707013j -0.000434112+8.24425e-05j 0.000244762+0.000561982j -0.00101541-0.00122258j -0.000423406-2.54915e-06j 0.000155772-0.000363791j -0.0015659+0.00107931j -0.000132875+0.000823285j -0.00094597+0.000516456j 2.98223e-05-0.00113958j -0.000597433+9.34422e-06j 0.00172892+0.000841978j 0.000537915-0.000216327j -0.000449257-0.000321971j -0.00143028+0.000288635j 0.000905881+0.000485289j 0.00118721+0.000230312j 0.000702709-0.000206044j -0.000194993-0.000301165j -0.00241812+0.000214542j 0.00116822-0.000200282j -0.00011432+0.000193433j 0.00205825-8.28622e-05j -0.000585764-0.000660189j -0.000939501-0.000307238j 0.000130569+0.000159685j -0.000361642+0.000453915j -0.0015355+0.00028302j -0.000161527+0.000188634j 0.000427624+0.000308477j -0.000344221+0.000485989j -0.000326471+0.000168039j -0.000556544+0.00221837j 0.00106372+0.000325743j -0.000312508-0.00140748j 0.000855738-0.00152321j 0.000487148-0.00141657j -0.00116997+0.000108158j 0.000193995+0.000557945j 0.000591322+0.00174373j -0.000733424+0.000567543j -0.00041384-0.000141907j 0.000679099-0.000741457j -0.000730307+0.000353173j 0.00116283+0.000898232j 0.000671492-0.000411168j 0.000223281-0.00356232j 0.000483549+0.0020226j 0.000270675+0.0023014j 0.00046452-0.0021267j -0.00120125+0.000656548j 9.76772e-05+0.00265352j 0.0021935-0.00267596j 0.00384168-0.00139503j 0.00186421-0.000633151j -0.00290723+0.00277768j -0.000841256-0.00142799j -0.000209978-0.0016506j 0.0022227+0.00118401j 0.00197079+0.00121779j 0.00166943+0.00148138j -0.00102913-0.000212329j 0.0030262+0.0034752j 0.00210408+0.00233837j -0.00163019-0.00102239j -0.00270426-0.000599056j -0.00266707-0.000960381j -0.00227727-0.000284553j -0.00101163-0.000883471j 0.000497493-5.13406e-05j 0.000872536+0.000230605j -0.00359534+0.00123271j -0.00238718-0.000254401j -0.00163116+0.00212219j 0.00178623-0.00223216j 0.00101014+0.000411024j 0.0014876+0.00113293j 0.00279391+4.24772e-05j -0.00120955+0.00125592j -0.00684455-0.00180797j -0.00284514-0.00133897j 0.00115252-0.000190782j 0.000105368+0.000267595j -0.0021682+0.000800992j 0.00214144+0.00107476j -0.00102841-0.00174492j -0.00129221-0.0015406j -0.000151031+0.00185715j 0.00560768+0.00159342j -0.00265123+0.00149602j -0.00347229-0.00060064j 0.00129156+0.000332476j -0.000948187+0.000356437j -0.000914134+0.002107j -4.21306e-05-0.000856605j 
9.05285e-06+0.00130189j 0.000167464-0.000164691j -0.000133261-0.000339508j 0.000715481+0.00140285j -0.000155282-0.00038047j 0.000574465-0.000225151j 0.00109762-0.000635235j 0.000207611-0.000662883j 0.00110756-0.000412941j 0.000741565+0.00103302j 0.000592847+0.000467886j -0.00121526+0.000162337j -0.000210749-8.7594e-05j 0.000320316+0.000236739j 0.00140195-0.000278695j -0.000275179+0.000310243j -0.00104069-0.000312456j 0.000399714+0.000587431j -0.000206536+4.5369e-06j 0.00205202-0.000366039j -0.00160799-0.000741318j 0.000963284-0.00044677j -0.00135499+0.000164362j 0.00174047-0.000640058j 0.00131706+0.000193081j -0.000657968-0.000239812j -1.50806e-05-5.72626e-05j -2.35862e-05-0.000111066j 0.000258794-0.00073174j 0.00029611+0.000457043j -0.000658734+3.84313e-05j 0.00133411+0.00157514j -2.03331e-05-0.00100176j 0.000602208-0.000801278j -0.00147433+0.000765401j 0.00139262-0.00115264j -0.00048679+0.000572119j 0.00054505-0.00210329j -0.000639084+8.78418e-05j 0.000376536-0.000670434j 0.00111991-0.000995829j 0.00114162+0.000141702j -0.000388787+0.000408358j 0.00249667+3.04463e-05j -0.00101209+2.07868e-05j -0.000590985-0.000855348j 0.000746993-0.00261947j -0.000822045-4.89626e-05j 0.00109977-0.00160604j -0.000122011+0.00262543j -0.00085275+0.000349168j 0.00184051-0.00191043j -0.00165181+0.00191354j -0.00331405+0.0009381j -4.2475e-05+0.000936533j 0.00234917-0.00184775j -0.00241157-0.00128731j -0.000588166+0.00118159j -0.0012655-0.000105254j -0.0028231-0.00190299j -0.00133811-0.00036566j -0.000141163-0.00020336j -0.00459264+5.53215e-05j -0.00113306-0.0015246j 0.000814992-0.00189092j 0.00360318+0.00305991j 0.00325572+0.00173079j 0.00151584+0.00194768j -0.00133149+0.00162706j -0.00131983+0.000919508j 0.00144114-0.00106723j 0.00298238+0.000875761j 0.00250997-0.000505345j 0.000604193-0.0021584j -0.00337756-0.00143328j -0.00275785+0.00198828j 0.00124831-0.000690616j 8.21096e-05+0.000302517j -0.0014111+0.00130178j 0.00511081+0.00337685j 0.00520142+0.000463703j -0.00419314+0.000145169j -0.000575589-0.000221521j 0.00073707-9.74599e-06j -0.000727676+0.000803773j -0.000855348-0.00184741j 0.00468569+0.00155385j -0.00227584-0.000947258j -0.00312653-0.00154146j 0.00343571+0.00186999j 0.00104594-0.000403455j -0.00246883-0.000424603j -0.00106801+0.000989432j -0.00063664+0.00256397j 0.000109003-0.000420007j 
-0.000332002+0.000600646j -0.00201379+0.00103592j 0.00022038+0.000531366j 0.000785936+0.00154662j -0.000129292+0.000904899j -0.000757599+0.000824634j 0.000398333-0.000497043j 0.000819421+0.000638127j -7.76429e-05-0.000992853j -1.95262e-05-0.000224043j 0.000577155-0.00241076j -0.00297661-0.00187589j -9.74454e-05+0.00240122j -0.000104921-0.00019141j -0.000651668-0.00124412j -0.00234162+0.000590791j -0.000258814+0.000256841j -0.000867035-0.0010321j -5.21619e-05-0.00227947j 0.000178725-0.00016016j -0.000355326+0.000430914j 0.000360935-0.000263567j 0.000591575+0.000953758j -0.000791263+0.000363739j -1.55942e-05+0.00196192j -0.000743071-0.000581961j -0.0012167-0.000200901j -0.00115878-0.00130925j 0.000262687-6.23751e-06j -0.0041641+0.000472355j 0.000955835-0.00106846j -0.00287164-0.00258835j -0.000834326-0.00382961j 0.000364135-0.000702336j 0.00309909+0.00205592j 7.91353e-05-0.00110211j -0.00049466-0.00103864j 0.00172408-0.00256061j 0.000467473-0.00179059j -0.00164581+0.00095114j 0.000919588+0.00169153j -0.000467147+0.000179784j -0.000171832+2.65378e-05j -0.00177156-0.00134913j -0.00152903+6.20704e-05j 0.00192549-0.00327452j -0.00252434+0.000784465j -0.000974699+0.00105836j -0.00533853-0.00332427j -0.00436375-0.000619202j 0.00150753-0.000326311j -0.000872471+0.000140658j -0.00104256-0.00212278j -0.00228779+0.00248763j -0.00138674+0.000275658j 0.00170789-0.00277663j -0.00154506-0.000379657j -0.00253149+0.00097888j -0.0023974-5.93209e-05j -0.0042485-0.00123196j -0.00152673-0.000352606j 0.00022353+0.00228776j -0.000460538+0.000422348j -0.00455409+0.000347493j 0.00197192+0.00353296j -0.000169177+0.000164076j 0.000592685+0.00114766j -0.000545943-0.000326195j 0.000892064+0.00170304j -0.00201432+0.000985474j -0.0038042-0.00221425j -0.000351769-0.00194111j -0.000351353-0.00150051j 0.00298407+0.00238815j 0.00268848-0.000162256j 0.00467976+0.00206126j -0.00543128-0.00261356j -0.00708326-0.00237202j -0.00686521-0.00381468j 0.00585664-7.71951e-05j 0.00231598+0.000842489j -0.00227038-0.00187467j 0.000799019-0.000823291j 0.00224639+0.00179223j -0.000721189-0.0028232j 0.00049765+0.000423166j 0.00239092+5.4874e-05j -0.00161701-0.00242706j -0.00104643-0.00378318j 0.0064425-0.000377286j 0.000424055-0.00220104j -0.00205785+0.00168732j 0.0052363-0.000319084j -0.000504273-0.00255875j 0.0029298-0.00820094j 
-0.000891682+0.00129097j 0.00112065-0.00045273j 0.000599796-0.00153979j 0.000690876+0.00354828j 0.000587438-0.000567327j -0.000126149+0.000845683j 0.00368275-0.000637683j 0.00166088-0.00158615j 0.00190846+0.000509697j -1.79535e-05+0.00211887j 0.00140256-0.000325135j -0.00123054-0.00153687j 0.000256134+0.000809438j -0.000854101+7.35291e-06j 0.00154437+0.000530954j -0.000512223-0.000286945j -0.00161004-0.0014824j -0.00244673-0.00140989j 0.000247147+0.000929453j 0.00447977+0.00178568j -0.00355503-0.00217156j 0.00289225+0.00150745j -0.00343575-0.001302j 0.00118464-0.000102613j 0.00158607+0.00139812j -0.000987591+0.000591334j 0.0016218+0.000267446j 0.0019124+0.000510899j 1.21052e-05+0.000631249j 0.00120873+0.00091649j -0.000296848+0.000119569j -0.0010227-4.81162e-05j 0.000549215+0.000201527j -0.00109758+0.00130118j 0.000844425-0.000975085j 0.000316939-0.000891678j 0.000685283+0.00229038j -0.00104936+0.000462685j -0.000330011-0.00476235j -0.00123977-0.000567782j 0.00170187+0.000984963j 0.00103595-0.00125527j 0.00112084+0.00018204j -0.00148815+0.000897831j 0.00137061-0.0015923j 0.000926191+0.00137443j -0.000105728+0.00239596j 0.000664165-0.00126393j -0.000187078+0.000973613j 0.000647252-0.0012383j -0.000398187+0.00226352j -0.00061356-8.57643e-05j 0.000944139-0.00139353j 0.00128618-0.000470793j -0.00121358+0.00272535j -0.00121097+0.000605001j 0.00206309+0.000355432j 0.000498446+0.000113343j 3.19776e-05-0.00292371j -0.00183867+0.000455762j -0.00339159-0.00112724j 0.00137245-0.00202746j -0.00444671+0.000364364j 0.0017331+0.00150963j 0.000728613+0.000606675j 0.00109271+0.000808274j -0.00548338-0.00192424j -0.00737544-0.00317328j -0.00393958-3.29799e-05j 0.000784138-0.000321031j 0.00151701-0.000529744j -0.00161822-0.000730973j -0.00169112+0.00193811j 0.000569171+0.000505905j 0.00174736-0.00120461j 0.000312349+0.000172281j 0.000213012+0.000540368j 0.000570066-0.000103709j 0.00206842+0.00087757j -0.000640104-0.000829768j -0.00528402-0.00236252j -0.00799304-0.00224907j -0.00211323-0.000912349j 0.000250545+0.00116034j 0.00104293+0.000566913j -0.000331449-0.001091j 0.0061486+0.00263555j 0.00669116+0.00228256j 0.00302991+0.00289444j -0.00221798-0.000432383j -0.00225674-0.000487273j 0.000638965+0.000301074j 1.09944e-05-0.000292483j 0.000258222-0.000580713j -6.07966e-05+0.000941662j 
-0.000737606+0.00160766j 0.00138416-0.000518774j 9.02908e-05-0.00181375j 0.00176815+0.00311651j 0.000584232-0.00076673j 2.90657e-05+0.00124137j 0.00357629-0.00158568j 0.00113907-0.00214991j 0.00191391-0.000167006j 0.000465681+0.00208495j 0.00105426-0.000617715j -0.00122273-0.00064212j 0.000192262+0.000894794j -0.000642968+0.000337444j 0.00217115+0.000667849j -0.000951005-0.000428754j -0.00117149-5.27737e-05j -0.00263135+0.000117197j 0.00019306+0.000798914j 0.00523051+0.00107606j -0.00434184-0.00154046j 0.00316482+0.000893931j -0.00319112+0.000505743j 0.00122429+0.00035124j 0.00224367+0.00096737j -0.00083483+0.00032327j 0.00202702-5.07367e-05j 0.0016708-0.00106098j 0.000279058+0.000399989j 0.0014011+0.000127374j -0.000246013-0.000178637j -0.000792141-0.00024452j 0.000652932-0.000324181j -0.000854866+0.00183797j 0.000193078-0.00172415j -0.00136146-0.00122327j 0.000837124+0.00122504j -0.000968551+0.00151019j -0.00094994-0.00124944j -0.00176722+0.00166639j 0.00190989-0.00288046j 0.00125972-0.00226631j 7.63135e-05-0.000721623j -0.00143832+0.00197786j 0.000965478-0.00100503j 0.00110379-0.000102346j 0.000224291+0.0011114j 0.000868443-0.00105428j 0.000535166+0.000607476j 0.000405278-0.00125065j 3.80348e-06+0.00203426j -0.000677734+0.000140583j 0.000504753-0.00107547j 0.000697137-0.000264909j 0.000724274+0.00344965j 0.000402701-0.000387588j 0.00235814-0.00421825j 0.00113029-0.000969072j 0.00364244-0.00526183j -0.00219951-0.000991959j -0.00186511+0.000759885j -0.0011111-0.00230888j -0.000833123-0.000909189j 0.00175215+0.00214777j 0.00269639-0.000334054j 0.00183959-0.000176109j -0.00603113-0.00217196j -0.00479686-0.001859j -0.00293034+0.00278019j 0.00202965+0.0024657j 0.00145947-0.00304459j 0.00111533+7.41914e-05j -0.00315434+0.00371835j 0.00156086+0.000464352j 0.00246004-0.00176745j -0.000656781+1.0785e-05j 0.0001456+0.00048778j 0.000621186-0.000421471j 0.00164567+0.000560683j -0.000941789-0.000264391j -0.00596961-0.00112419j -0.00917735-6.41336e-05j 0.00165874+0.000328545j -0.00119112+0.000525531j -0.00130223-0.000293611j 0.000599081+0.000215022j 0.00616795-0.000536424j 0.00744858+0.00064093j 0.00315187+0.000955285j -0.00332275-0.000439408j -0.00194315+5.27267e-05j 0.000699852-3.5879e-05j -0.000343894+4.54789e-05j -2.04142e-05+0.000296755j -0.0001577+0.000231876j 
-0.000776698+0.000486898j 0.000209964-0.000195135j -0.000224227-0.000232629j 9.5193e-05-0.000194678j 0.000413253+0.000395404j 0.00021703+0.000294789j 0.000649706-0.000824711j -1.96027e-05-0.000522522j 0.000395763+0.00031637j 6.80907e-05+0.000352773j 0.000217942+0.00100233j 0.000165347+6.15638e-05j -0.00094755+0.000150544j -0.000103231-0.000423135j 0.000316128-9.93568e-05j -0.00156731-0.000154959j 0.00150923-0.00102605j -0.00100136-7.3035e-05j -0.00132017+0.000506989j 0.000893581+0.00031734j -0.000870083+0.000363642j 0.000867473+0.000689122j 0.000479181-0.00022352j 0.000508337+0.00126823j 0.00147375-2.3099e-05j 2.16431e-06-0.000418341j 0.00090062+0.000100749j 0.000688335-0.000304918j 0.000438217-0.00133276j -0.00129428-0.0010436j 0.000232822-0.00166443j 0.000662866-0.000866549j -0.000942565-0.000553966j 0.000727478+0.000985594j -0.000492994+0.000185732j -0.00152766-0.00174389j 6.6287e-05+0.00139174j -0.000445017+0.000756718j -0.000379572-0.000336076j -0.000539667-0.00225311j 0.000157755+0.000717497j 0.000306822+0.0018033j 0.00189123-0.00315317j 0.00184899+0.000142013j -0.00079005+0.00233883j 0.000984976+0.000209972j 0.000768105+0.000376398j -0.000505108+0.000312671j 0.000684326-0.000413562j -0.000336581+0.000186013j 0.0038309-0.00239348j 0.000677724+0.000130471j 0.00100428-0.000493218j -0.000781555-0.000342225j -0.00226823-0.00101176j -0.00093319-0.000625537j -0.00167045-0.00152023j 0.000106834+0.00052653j -0.00193256-0.00207417j 6.92621e-05-0.00240148j -0.00049413+0.0015094j 0.00132834+0.00188265j -0.00181545+0.000268735j -0.000502244+0.0011176j -0.0020582+0.0016764j 0.00120455+0.000211852j -0.00200925-0.00327173j -0.000382286+3.24371e-05j -0.000686101-0.00172096j 0.00289036+0.00169533j 0.000405441+0.0042769j 0.00268301-0.0024413j -0.000854605+8.16298e-05j 0.00209932-0.000996929j -0.00276452-0.00138266j 0.00330607+0.000648035j 0.00144435+0.000622426j 0.000241837+0.000559774j -0.00879634+0.00168377j 0.00137002-0.000737618j -0.00211361-0.00246687j -0.00251746+0.000760168j -0.000812367-0.000386607j 0.00208732+0.00128957j -0.00210173-0.00307571j 0.00174913+0.00303268j 0.00169472-0.00193179j -0.00262262+0.00166801j 0.00127159-0.00264171j -5.44638e-05-0.00400505j -0.00372547-0.000849891j -0.00445731+0.000950399j -0.00213822+0.00471816j 4.89124e-05+0.00747858j -0.00304403-0.00782085j 
0.000195872-0.00035854j 0.000153338+0.000495748j 0.000118648+0.000142498j -0.00031862-0.00061175j 7.67443e-05+0.00014456j -0.000225634+6.68996e-05j -0.000473617-4.69705e-06j 6.96726e-05+0.000197648j -0.000519166+0.000297504j -0.000169528-0.000237643j -0.000658404-0.00050388j 0.000818395-0.000120307j -3.52277e-05+8.69018e-05j 0.000135449-0.000165343j -0.000235971-6.92977e-06j -0.000958549-0.000432218j 0.00132496-5.73764e-05j 0.000132617+4.85883e-06j -0.000600518+7.95896e-05j -0.000282482+0.000487676j 0.000372266+0.000190139j -0.000210355+0.000223391j 0.000968852+3.53215e-05j 9.56681e-06+0.000204359j 0.000375841-4.51669e-05j -0.000167591-0.000226643j 0.000249586+7.37814e-07j -0.000362155-0.000200826j 0.000535794-0.00030278j 7.5191e-06-0.000233732j -0.000496336-0.000725778j 0.000706678-0.000120513j -0.00012977-0.00104115j 0.000503462+0.000947912j 0.000397871-0.00067821j -0.000743983-0.00182076j 0.000593882+0.00116806j 0.000727067+0.00139393j -0.000205789-0.000635964j 0.00012572-0.00177915j 0.000574197+0.000752599j -0.000551741+0.00139659j 0.00230255-0.00232533j 0.00012322-0.00050328j -0.000505472+0.000115601j 0.00107799+0.000455946j 0.000776026+0.000194147j -0.000656306+0.000804849j -0.000120359+2.47865e-05j -0.000403057+3.42001e-05j 0.00406671-0.00214518j -0.000756378+0.000771837j 0.000600931-0.00081145j 0.00132607-5.86996e-05j -0.00199271-0.00158496j -0.00134248-1.76904e-05j -0.000615684-0.00150121j -0.000159298-0.0017058j -0.00098521-0.00307327j 6.1976e-05-0.00154553j -0.00111732+0.00106891j 0.00120572+0.00162795j -4.0824e-05-0.00114046j 0.00023999+0.000997165j -0.00196974+0.00146676j 0.000396104+0.00189453j -0.00176258-0.00293579j -0.000640646+0.000819533j -0.000291553-0.00073702j 0.00314715+0.000659322j -0.000858171+0.00262869j 0.00150124-0.0015568j -0.00278005+3.5388e-05j 0.00134067+0.00113747j -0.00103109-0.00126494j 0.00345702+0.00234053j 0.0026801+0.000715441j 0.00211755-0.000214675j -0.00682253-0.000546685j 0.000762807+0.00101823j -0.00199193-0.000771146j -0.00245731+6.43109e-05j -0.000837594+0.000295679j 0.00137657+0.00260195j -0.00117717-0.00308004j 0.00159067+0.00568609j 0.00186754-0.000840157j -0.00220766+0.000312894j 0.00298165-0.00290249j 0.00065489-0.00252844j -0.00468247-0.000279803j -0.00426591-9.99863e-05j -0.00193946+0.00251039j -0.000979021+0.00862215j 0.000224451-0.00435895j 
-0.000112397+0.000597491j -0.000105425-5.05087e-05j -0.000109829-0.000268055j 0.000304042+0.000631537j -0.000104684-4.95862e-05j 3.0118e-05+0.000174204j 0.000586905-0.00028518j 7.89334e-05-0.000349435j 0.000522559-1.68603e-05j 6.11446e-05+0.000410045j 0.000215814+0.000206604j -0.000201423-0.000399328j 6.94762e-05-0.000104228j 0.000220955+0.000123367j 0.000617881-7.93809e-05j -0.000463426-3.89918e-05j -0.000163209-0.0006016j 0.000121582+0.000231633j -0.000163629+8.29937e-05j 0.0010064-0.000286276j -0.000654477-6.23362e-05j 0.000224015-0.000427878j -0.000320025-0.000241479j 0.000215027-7.60505e-05j 0.000614845+7.78786e-05j -0.000266721-0.000187757j 0.000173112-0.000185987j -0.000183208+0.000423102j 9.0963e-06-0.000568698j 6.71383e-05+0.000188128j -1.1372e-05-6.34332e-05j 0.000322474-0.000381735j -0.000845143-2.74173e-05j 0.000165532-0.000665287j -0.000243332+0.00040206j 0.00175078+0.00198168j -0.000397316-0.00170608j 0.00053661-0.00134044j 1.03597e-05+0.00174608j 0.000987407-0.00160201j -0.00119237+0.00109936j -0.000635587+0.00123128j 0.000150332+0.000176414j 0.00199895-0.00142967j -0.00014713+0.000466769j -0.00115093-1.1353e-05j -0.00113824-0.0008301j -0.000432446+0.000426099j -0.000472243-0.00103869j 0.00019005+0.00125223j 0.000914439-0.00247913j 0.000769264-0.000314727j -0.000849774+0.00136609j -0.000928594+0.00086137j -0.000421904-0.00283846j 0.000204633-0.00115916j -0.00153635+0.00181791j 0.000313476+0.000819664j -0.001867+0.00256224j 0.00158831+0.000849156j 0.00382227-0.000549122j -5.18296e-05+0.00294204j 0.0052787+0.000835707j -0.00211761-0.00193913j -0.000986417-0.00144211j 0.00119072+0.000219209j 0.00577444+0.00216454j 0.00645687+0.00161888j 0.00160365-0.00101867j -0.00137968-0.00107294j -0.00122071+0.000948272j 0.00157003+0.00035079j 0.00162038-0.00244977j -0.00020454-0.000760366j -0.00217606+0.00107164j -0.000395973+9.8921e-05j -0.000637524-0.000300334j -0.000546896+0.000374406j -0.000507266-0.00048803j 0.000504791-0.00116161j 0.0068123+0.00171273j 0.0079816+0.00212332j -0.00257729-0.00110039j 0.000818573-0.00124574j 0.0010834+0.000428647j 0.000995826+0.00215393j -0.0059988-0.00202197j -0.00695803-0.00211058j -0.00272318-0.000478334j 0.0024486+0.000445742j 0.00290799-0.00049746j -0.000654795-0.000852606j 2.663e-05+1.55266e-05j -0.000962232+0.000325944j 0.000565913+0.000136913j 
-0.000302859+0.000464115j 0.000427598-0.000186875j -0.000166992-0.000203838j 0.000278858+0.000304524j 2.46356e-05-0.000131556j 0.000160506+1.87667e-05j 0.000497096-0.000244203j -0.000145328-0.000419613j 0.000491697-0.0001249j 6.5424e-05+0.000523951j -0.000170695+0.000562131j -0.000253264+0.00011372j -0.000330629-0.00038641j 0.000101459+0.000258038j 0.000683646-0.000422347j 6.12674e-05-0.000159551j -0.000587777-0.000753765j -1.88231e-05+7.9209e-05j -0.000149255+0.00057524j 0.000953235-0.000384881j -0.000404826+0.000254492j -0.000134738-0.000358476j -0.000735345-0.000466059j 0.000173135+4.5177e-05j 0.000261187-0.000279588j -5.11547e-05+7.92926e-06j 0.000280248-0.000213632j 0.000431317+0.000506872j -0.000230722-0.000647036j 0.000564978-8.42677e-05j -0.000397511+0.000112173j 0.000833892-0.000114931j -0.00183896+0.00159578j 0.000918826-0.00185049j -0.000973333+0.000323139j -0.000283141+0.000159014j -0.00135585-0.00223865j 0.000285666-0.000724123j 0.0027727+0.00362883j 0.00156775-0.0015992j -0.00343626+0.00097956j -0.000985624+0.00140581j -0.00116834+0.000824134j 0.000984938-0.00108057j -0.000862994+0.00221428j -0.00168769-0.000120108j 9.45316e-05-0.0029832j -0.00032537+0.00177242j -0.000502516-0.000702226j 0.000686568+0.00157603j -0.000131525-0.00192515j 0.000193528-7.46669e-05j -8.09004e-05+0.0020011j -0.000259637+0.000636852j 0.000187008-0.00375116j -0.000337971-4.70668e-05j -0.00266196+0.00264244j -0.00103233+0.00048109j -0.000579651+0.00523959j 0.00351615-0.000780649j 0.00293264+0.000333696j 0.000389277+0.00152647j -3.12717e-05-0.000498126j -0.00186711-0.00204122j -0.00152933+0.000812351j -0.00208963+0.000273448j 0.00523184+0.000156784j 0.00447798+0.00160736j 0.00457813-0.00330405j -0.000651082-0.000677894j -0.00120058+0.00310341j -0.000310585+0.00050257j 0.00332167-0.00382865j -0.00159043-0.000403629j -0.00235704+0.00217868j 6.97479e-05-0.000171822j 0.000875522+0.000245349j 0.000855909+0.000575774j -0.00255206+0.000185729j 0.000819705+0.000386694j 0.00502208-0.00125038j 0.00894259-0.000861769j 0.00343819+0.000690152j 0.000120119-0.000828824j -0.00147326+0.000516906j -0.00150305-5.8574e-05j -0.00718053+0.000582593j -0.00674564+0.00106576j -0.00241894-0.00023218j 0.00231145-0.000852948j 0.00146137+0.000604365j -0.00122491+0.000283636j -0.000363925+0.000470428j 0.000630805+0.00149423j -0.000443177+0.000203863j 
