-0.0420682+0.198947j 0.147794-0.0358148j 0.0186419-0.114745j -0.0300581-0.0962274j 0.0157815+0.0384217j 0.00981847-0.024016j -0.00870805+0.115834j -0.0289405-0.0550761j 0.0184597-0.0396581j 0.0933574+0.121321j -0.168992+0.0299647j 0.120031+0.204182j -0.0504966-0.00889299j -0.203681+0.134712j 0.0780226+0.0108019j 0.0482205+0.0362178j -0.0355254-0.0748478j 0.0444345+0.0775084j 0.0102359+0.0554835j 0.0230787-0.0376104j 0.0363493-0.0195833j -0.0558905+0.0733156j -0.0296699-0.0400935j 0.0145081+0.0275145j 0.0961696-0.0202393j 0.212117+0.0720235j 0.0201723+0.1162j -0.023431+0.103175j -0.219234+0.0675689j 0.030845-0.112078j 0.0698947+0.0871666j 0.0895893+0.0849358j 0.0632173+0.00620951j -0.0367392-0.00644295j -0.0464399-0.0193513j 0.0155043+0.0122963j -0.0385483+0.0829154j 0.0106995-0.056932j -0.0398908+0.0459424j 0.0234665+0.0113332j -0.0816684-0.0618599j 0.101582+0.0662688j 0.0216265+0.0608543j 0.04333+0.00467699j 0.114772-0.0127152j 0.0282977+0.11597j 0.0597339+0.0655285j -0.126213+0.106876j 0.0350628-0.164337j 0.0292555-0.0746884j -0.0348683-0.0208936j -0.043797-0.0517316j -0.0209361-0.016501j 0.0441667-0.0112726j -0.00165447-0.0236487j 0.00380226+0.0366604j 0.00105087-0.0116476j -0.0153688-0.0142997j 0.000120082-0.0102224j 0.0225716-0.0184355j -0.00290821+0.027425j 0.0208447-0.0138201j 0.00958233+0.0066836j 0.0298263+0.0111245j 0.0765622-0.0120893j 0.00240133-0.00647703j 0.00703323-0.00967923j -0.0159553-0.00305269j 0.00759276-0.0116693j -0.0284345-0.00485114j -0.0444174+0.0114598j 0.0154804+0.0151354j -0.0145398-0.00576723j 0.00969801-0.0333894j -0.0122068+0.00182927j 0.0362575-0.0252587j -0.00860655-0.0286349j 0.0260772+0.0349713j 0.0105228+0.00716741j 0.00148414+0.00385823j 0.0018267+0.0080996j -0.0016635-0.0054586j -0.00830224+0.000617783j -0.00144484+0.00746864j -0.0105585-0.00117351j -0.00299014+0.00229146j -0.00329577-0.00545946j 0.00390286-0.000598206j -0.00296579+0.00140131j 0.0168302-0.011413j -0.0143148+0.00501202j 0.0141344-0.0211656j -0.0208838-0.0153343j 0.00498457+0.00503165j -0.0116745+0.00511432j 
-0.000581647+0.000529317j 0.000224149+0.000787958j -0.00138439+0.000664767j 0.00109122+0.00142976j -0.000258369+0.000702131j -0.000772928-0.000601075j 0.0017462+0.00134255j -0.0016371-0.00137323j 0.00014399+0.00154177j -0.000626458+0.000190624j 0.0017933+0.00174645j 0.000892416+0.00125033j 0.000303849-0.000506316j -0.00058917-0.000317576j 0.0029394+0.000297507j 0.00266017-0.000517776j 0.00224152-0.00110476j -0.00116089-0.00134466j -0.000919407-0.000224156j 9.90633e-05-0.00022361j -0.00014209+0.000897655j 0.00105377+0.000329326j 0.000355533+0.000407419j 0.0010492-8.91087e-05j -0.00353856-0.000389587j 0.00206662-0.000194262j -0.00188416+0.000523651j 0.000417551-0.000132723j -0.00233796-0.00200824j -0.000481759-0.0018345j 0.000948884-0.000724413j -0.00125374-0.00134843j 0.00128035-0.000450769j 0.00125215-0.000971814j -0.00366153+0.00313019j -0.00248486-0.000546323j 9.73339e-06-0.000360711j -0.00355204-0.00198107j 0.000186902+0.000580486j -0.00176581-0.000737362j -0.00375463-0.00113564j -0.000708008+0.00202232j 0.000907705-0.000582473j 0.00178751+0.00212544j 0.00118044+0.00115205j 0.00288402-2.131e-05j -0.00146841+0.000319742j 0.00171507-0.00204963j 0.000763716-0.000371036j 0.00242432-0.00195851j -0.000821095+0.000426333j -0.00107779-0.00121911j 0.00245685-0.00195314j -0.00168104+3.43324e-05j -0.000385838+0.00180533j -0.000609665-0.00188595j 0.000443369+0.00138583j -0.00122064+0.00350225j 0.000995055-0.000595335j 0.000886989-0.0008907j 0.0020637-0.00173982j -0.000814805+0.00090359j 0.00107587-0.000197415j -0.000484012+0.00111667j -0.00355269+0.000716865j 0.00164715-0.00200638j -0.00221854+0.00279567j 0.000548464-0.00111544j 0.000967935-0.000447215j 0.000716749+0.00403305j 0.00132477+0.00177673j -0.000291084-0.000366104j -0.0020808+0.000572146j 0.000458036-0.00103846j -0.00118263-0.00153928j 0.000725648-0.00273512j -0.00275431-0.0036326j -0.00432213+7.07954e-06j 0.00119146+0.00173674j 0.00134434-0.00606411j -0.00115777-0.00239555j 0.00141602+0.00158652j 0.000894109-0.00146745j 0.000130923+0.000347354j 0.000947599-0.000905966j 0.000711237-0.0034418j 0.000359273-0.00520282j 0.000240234+0.000431113j -0.002363-0.00121606j 0.00186621-0.00228003j 0.00146828-0.00109301j 0.00218011+0.00353208j -0.00306862+0.00153555j 0.00205026-0.00294332j -0.00100555-0.00590092j 
0.000882336+0.0010359j -0.00186524+0.00183148j -0.000180661-0.000504216j -0.000205705-0.000662947j -0.00227431-0.00324808j -0.000556881-0.00164175j -0.000554017-0.00146136j 0.00113089+0.000310121j -0.000562209-0.00132798j -0.00116224+0.0030982j -0.000734142-0.00140558j -0.00153031-0.000215665j 0.000449527-0.000664549j -0.00253385+0.000617338j 0.000757389-0.00155337j -0.00237396-0.00142603j 0.000804425-0.000633531j -0.000484514-0.00181782j -0.000173728+0.000362746j -0.000933479-0.00160082j 0.000187665-0.000456904j 0.00198438+0.0012464j -5.60247e-05-0.00143657j -0.00206018-0.00241674j -0.00297856+0.00139028j 0.00140117+0.000289096j -0.00184293+0.000463531j -0.00188341-0.000167599j -0.00162482+0.000442415j -0.00183712+0.001402j -0.00245342-0.000449304j -0.00158633-0.00428974j -0.00135824-0.00247183j -0.000446621-0.000529772j 0.00235391+0.00246396j -0.00248139-0.0031837j -6.81733e-05-0.000642495j 0.00132085+0.00321063j 0.004115+0.00150916j -0.000126118+0.00161579j -0.000659106+4.53133e-05j 0.000593306-0.00201172j -0.00153086-0.000632651j 0.00140157-0.0010734j 0.00334086+0.000936758j 0.00323537+0.000801646j -0.00403242+0.0019735j -0.000775444+0.00171349j -0.00758866-0.00472706j -0.000322922-0.00338915j -0.000255362+0.0026942j 0.00180137+0.000729459j -0.00307365+0.00375067j 0.00119605+0.00690827j -0.00138026+0.00264369j 0.000905275+0.000993729j -0.00125478+0.00360333j -0.000566722-0.00193989j 0.00269899-0.00264406j 0.0033953+0.00203211j 0.00187386-0.00333356j -0.000826085+0.00114023j 0.000217982-0.00183635j 0.00270287+0.000220962j -0.00389543+0.00521372j 0.0044373-9.39079e-05j 0.00188103+0.00277891j 0.00468643+0.000577361j 0.00328709+0.00212714j 0.00120002+0.0023764j 0.000105348-0.00282501j -0.000196653-0.000496386j -0.00129144+0.00200393j -0.000271971+2.68988e-05j 0.00203477+0.00481869j 0.00269123+4.35365e-05j 0.00090184+0.00394341j -0.00169827+0.00644817j 0.00295335+0.00349727j -0.00107618+0.00333927j 0.000150294+0.00238323j -0.000224986+0.000224622j 0.000851009-9.93697e-05j 0.00412461+0.00209478j -0.000284587-0.000391292j 0.000534405-0.00360969j -0.00393477-0.00433456j 0.00186327+0.00127068j 0.000668318-0.00787252j 0.0071112-0.000881692j -0.00119343+0.0015307j 0.00332738+0.00410018j 0.00802085+0.0118413j 0.00478859-0.00116566j -5.47802e-05+0.000298173j 
0.000861292+0.000526211j 4.45503e-05+0.0020388j -0.000802154-0.000493347j 0.00128381+0.000555924j -0.000751609-0.00385739j 0.000414836-0.00187691j 0.00253764+3.33001e-05j -0.000530276-0.00124266j -3.7063e-05-0.00101628j -0.00247637+0.00124743j 0.000963693-0.00119923j -0.000672365-0.000481551j 0.00224329+0.000673625j -0.000116174+0.00161805j 0.00173156-0.000936901j 0.00228138+0.000581286j -0.000104604-0.00268728j -0.00106034-0.000704357j -0.00031034+0.00330201j 0.00032112-0.00253859j 0.00142289-0.00129561j 0.00199865-0.000241144j -0.0014119-0.000324082j 0.00306662+8.81145e-05j -0.00627442-0.00170251j 0.00205699+0.000517527j -0.0028971-0.00261849j -0.000484232-0.00370135j -0.00282842+0.000305645j -0.00036229-0.000468154j -0.00252872-0.00241777j 0.00105463+0.00189455j -0.000328638+4.95832e-05j -6.19352e-05-0.00184596j 0.00209761+0.00352265j -0.00188581-0.00323881j -0.00173992+0.00013818j 0.000474821+0.00316534j 0.00280203+0.0030687j 0.000503197-0.000613112j -0.00115464-0.000978789j 0.00238937+0.00176501j -0.000418015-0.0021885j 0.0061961+0.0043985j 0.0030351+0.000364981j 0.000361134+0.000853643j -0.00546536-0.00102852j 0.000139665-0.00195136j -0.00387144+0.00159466j 0.00095605-0.00129959j 0.000180895+0.00155864j 0.00236015-0.00192112j -0.000645289-0.000818472j -0.00401648-0.00440251j -0.00105665+0.000403182j -0.00153965+0.00427406j -0.0010086+0.00142394j -0.00247693+0.00316685j 0.00371509-0.00233345j 0.000862446+0.00221578j 0.000186201+0.00332789j -0.000253348-0.000572451j 0.00373511+0.00278316j 0.00127268-0.00262048j -0.00168133-0.000242193j 0.00414154-0.00478922j 0.00517953-0.00454564j 0.00455742+0.000561639j 0.00165888+0.00098009j -0.000508542+0.00161547j 0.0015695-0.000372346j 0.00637476+0.00352655j 0.00279639+0.00239292j 0.00329797+0.00430617j -0.00253757+0.000846352j 0.00192747-0.00216077j 0.000747334-0.0027723j -0.00106594-0.00183396j 0.00502865+0.00116749j 0.000982512-0.00125072j -0.00325945-0.00330861j 0.00318969+0.00495824j -0.00186761+0.00314782j 0.00118581+0.00169578j -9.05598e-05+0.00079815j -0.00536344+0.000205905j 0.000283929-0.0054455j -0.00134386-0.000116534j 0.000299131-0.00578318j 0.000992987-0.00313986j 0.000548648+0.00473559j 0.000807142+0.00724432j 7.6232e-06+0.0055251j 0.00329313-0.000498095j -0.00515677-0.00611169j 
-0.00322484-0.000498792j -0.00360852-0.000637145j -0.000480399-0.000581538j -0.00114452-0.00120817j 0.000775277+0.00348493j -0.00152489+0.00485499j -0.00226179+0.00164355j 0.000959621+0.00213779j 0.000423121-0.00263176j -0.00165561-0.0048722j -0.000327107-0.00199242j -0.00326711-0.000560731j -0.00131574+0.00045238j 0.00112922-0.00202989j -0.0033247-0.00151763j -0.00299398-0.00117334j 0.00101146+0.00345737j -0.00140901-0.00189394j -0.00197556-0.0011164j 0.000478009-0.000218456j -0.00283039+0.000772848j -0.00249588+0.00136325j 0.00258846+0.000849777j -0.00238-0.000546449j 0.00364346+9.69869e-05j -0.00147425+0.000931815j 0.00135473+0.00128932j -0.000626503+0.00191632j 0.00481736+0.000956629j -0.003344+0.00204294j 0.00147591+0.00164509j -0.00191307-0.00105125j -0.00142899-0.00534588j 0.0010825-0.000121922j 0.00317238+0.00315758j 0.00224011+0.00122823j -0.00056276-0.00163481j -0.00203869-0.00212784j -0.00165524-0.00228392j -0.00224172+0.00167929j 0.00107207+0.00432459j 0.00153611+0.000493013j -0.00227379-0.000729259j -0.00157768-0.00114233j -0.0036086-0.00212993j 0.00198906-0.00258324j 0.00258415-0.00194894j -0.00209248-0.00238598j -0.00389656-0.00634118j 0.00408802-0.00322677j -0.00166022-0.00113952j 0.00124604+0.00220578j -0.00665969+0.00391919j -0.00614418+0.00152045j -0.000266142+0.000450365j -0.00116984+0.000397285j 0.00033454-0.00350148j -0.00258927+0.00127319j -0.00142564+0.00256866j 0.00131028+7.28533e-05j 0.00189318-0.00235078j -0.00163866+0.00130889j -0.00357997+0.00326275j 0.00287291+0.00112924j 0.0001252+0.00391011j 0.00122575-0.00159183j -0.000704377+0.00105189j -0.00152829-0.00130926j -0.0012296-0.000124872j 0.000222528-0.00456709j 0.00162402-0.000705405j -0.00322078-0.00169092j 0.0023047+0.00195364j -4.49497e-05+0.00187163j 0.00119173+0.000238666j -0.00199125+0.00216699j -0.000882949+0.00363606j 0.00197412-0.000199571j -0.00302918+0.00195523j -0.00347382-0.00139695j -0.00268703+0.00130634j 0.000122119-0.00461098j -4.08148e-05+0.001772j -0.00154587+0.00112844j -0.00219938+0.00245388j 0.00515411-0.00158776j 0.00104146+0.00480121j 0.000248132-0.00137784j 0.00188094+0.00120634j 0.00502775+0.00350458j -0.00257543-0.00657274j 0.00130509+0.0005636j 0.00527685+0.00266937j 0.000487726-0.00300525j 0.00758343+0.00122882j 
0.000810698+0.00231086j -0.00325131+0.00114122j 0.000866386-0.00191714j -0.00089952-0.00418228j -0.00104487-0.00387846j -0.00158156+0.00137955j -0.00167731-0.00144044j 0.00308057+0.00145145j -0.0011757-0.0031114j -0.000875274-0.00226054j -0.00317932-0.00226825j -0.0014239-0.00113925j -0.000518627-0.00112735j 0.00221289-0.00164314j -0.00392181-0.00539989j -0.00280027-0.00140434j 0.000172219-0.000944885j -0.000380561-0.00116484j -0.000449212-0.00041637j -0.000103771-0.000741457j 0.000965817-0.000175107j 0.000632325+0.000259894j 0.000635041+0.00019007j 0.00231632-0.00324732j 0.00440017+0.0024504j -0.00193962-0.000986435j -0.000245537+0.00208112j -0.0019461+0.00102769j 0.00313186+0.000314808j -0.00229253-0.00160768j 0.00128866-0.00201101j 0.000910547+0.000668733j -0.000241963-0.0034071j -0.000790099+0.00189014j -0.000544113-0.00023809j 0.00188898+0.000808023j -4.72167e-05-0.000139997j 0.00558398+0.00307475j -0.00103151+0.00168478j -0.000559148-0.000470885j 0.00083327+0.0013066j 0.00306056+0.000832847j -0.00261296+0.000485516j 0.000348806+0.000648756j -0.00329374+6.32598e-05j 0.00225691-0.000861908j 0.00601855+0.000563374j -0.00179332-0.00429272j 0.00167113+0.00366493j -0.00287727-0.000693542j -0.00136331-0.00327963j 0.00322497-0.000948206j 0.00145465-0.00181338j -0.0051379-0.00354469j -0.00285043+0.000949416j 0.00272324+0.002171j -0.00233828-0.00706958j -0.000135745+0.000115977j -0.000135497+0.00059558j 0.00206208+0.00296263j -0.00132947+0.000796589j 0.000805502+0.00127597j -0.00191212+0.00374549j -0.00208232-0.00174777j 0.00252633-0.00238077j -0.00542279-0.00217407j -0.00330156-0.0103998j -0.0028086-0.00104416j 0.00155789+0.000481707j -0.00309675-0.00547673j -0.00129059+0.00226975j -0.00203303-0.00610325j 0.00611875+0.00208786j 0.00116261-0.00202992j -0.0012466-0.00293278j -0.00160962-0.00417083j -0.000319901-0.00196952j -0.00308246-0.0056762j 0.000708536-0.00390038j 0.000594222+0.0022378j -0.0018953-0.000551803j 0.00189047-0.0054245j 0.00152189+0.000751968j -0.00306212+0.00142677j 0.000495529+0.00178709j 0.00589567-0.00162988j 0.00147364+0.00555492j -0.00291399+0.000471384j -0.000370106+0.0026238j -0.00221044+0.00710003j -0.00753857-0.00409521j -0.00419498-0.00167516j -0.00221158-0.00597725j 0.00373034+3.55669e-05j -0.00254224-0.00412105j 
-0.0031675-0.00179814j 0.00405941-0.000777631j 0.000832914+0.000322728j 0.0033304-0.00140749j -0.000346404+0.00132223j 0.00348268-0.00346784j 0.00490247-0.00256774j -0.00138158-0.00125198j 0.00129005+0.000555373j 0.00164147-0.000573688j -0.00124112+0.00150644j -0.00145396+0.00135648j 0.00134783+0.00105196j 0.00212579+0.00150607j -2.22185e-05+0.00135716j 0.00114367+0.00349485j 0.000351924+0.000298827j 0.000585937+0.00226245j 0.000560684+0.00416404j -0.00111591-0.000554374j -0.000506855-0.00539838j -0.00176915-0.000348419j -0.0017179+0.00202817j 0.00237911+0.00367166j -0.00134224-0.00307115j 0.000304245-0.000643901j -0.00152368-0.00153702j -0.00185566-0.0031046j 0.00131614-0.000558163j -2.42272e-05+0.00229509j 0.0001+0.000157761j 0.00525393+0.000511269j -0.000788534+0.000931113j 0.000994828-0.00316058j 0.00585625-0.000473424j 0.0020913+0.00218677j -0.00390604+0.00112441j -0.00182126+0.00242856j -0.000642466-0.000579948j 0.00331193-0.000703744j 0.00303404+0.000109033j 0.00131924-0.00128155j -0.000281059-0.00302585j 0.00115699-0.00186186j -0.00421612+0.0011225j -0.00246019-0.000557914j -0.007421-0.00322226j -0.00386087+0.0018799j -0.00292377-0.00111096j 2.00034e-05-0.000454166j 8.58368e-05+0.0013055j -0.00214189-0.000591883j -0.00243672+0.00365528j -0.00660857+0.00117359j 0.00271545-0.00446998j 0.00165839+0.00727828j -0.00217877+0.00140734j 0.00187316+0.00354614j -0.00327761+0.00168272j -0.00280228+0.000202212j 0.00271067+0.00652707j -0.00112887-0.00238644j 0.00328952+0.00133496j 0.00207302-0.00048181j 0.00106053-0.00337749j 0.000768789-0.00260151j -0.000660905-0.00628577j -0.00211846-0.00244602j -0.00535119-0.00114009j -0.000985716-0.0011822j -0.000596854-0.0026232j 0.00440763+0.00174235j -0.000956917-0.00863792j 0.00637697+0.00264036j 0.00125815+0.000202727j -0.000130541+0.00517677j 0.002589+0.000658886j 0.00177546-0.00425034j -0.00508644+0.00208055j -0.00120218+0.0016399j -0.00140103+0.00583811j -0.000823479-0.000804878j -0.000748909+0.00455235j -0.000495131+0.00644448j 0.00267556+0.00417825j -0.000655062+0.00980878j 0.00256637+0.0019283j -0.000582721-0.00339396j 0.00126927-0.0036282j 0.000519621+0.000935968j 0.00411894+0.00112517j 0.00592573-0.000171059j 0.00105657-0.00033349j -0.0065394-3.32964e-05j 0.00540353+0.00378245j 
-0.00153679+0.00187952j -0.000831536+0.000853409j -0.00164973+0.00129622j -0.00117862+0.00491314j 0.000854621+0.00206018j -0.00396356+0.00410079j -0.00373278+0.00386354j -0.00127665-0.000518597j -0.00115285+0.00154166j -0.00322929-0.000344581j 0.000668576-0.00130308j 8.33659e-05+0.00029313j 0.00174671-0.00116517j 0.0023973+0.000582383j 0.00367449-0.00182066j 0.00381793-0.0026962j 0.00362751+0.00115039j 0.000178161-0.000417776j -0.000426153+0.000547479j 0.00172464-0.00074722j 0.000254274+0.00128606j -0.00160397-0.00034166j -0.000187191-0.00281171j 0.00314987-0.000517842j -0.00266723-0.00144065j 0.000459184+1.63724e-05j 5.60225e-05+0.000758821j -0.000202305+0.00295856j -0.000605371+0.0003902j -0.000978314-0.000909837j -0.0015641+0.000840039j 0.00139252+0.00192704j -0.00244295-0.000481258j 0.00025545+0.00068349j 0.00216967-0.00108727j 0.000528616+0.000217469j -0.0013475+0.000399901j 0.00402433-0.000336137j -0.000673016-0.00347029j 0.00279602-0.000718366j -0.00436849+0.00315814j 0.000846644-0.00187471j -0.00534025+0.00246121j 0.00588839-0.00285283j -0.000974191-0.00126321j -0.00010471+0.000396671j 4.46088e-05-0.00051553j -0.00034993-0.00347113j -0.00209461+0.00198598j -0.000526241-0.000500446j 0.00251455-0.00135081j 0.00142396-0.00114384j 0.000813254-0.00138319j -0.00313006-0.00281575j -0.00239165+0.000764936j 0.000150844+0.00216953j -0.00133876-0.00383357j -0.00119721+0.000427399j -0.00070244-0.00616631j -0.00120187+0.0029586j 0.00217014-0.00288769j 0.00105478+0.000171054j -0.000712025+0.000332096j -0.000983725+0.00107752j 0.000641738-0.00492871j -0.00480467+0.000272512j 3.19033e-05-0.00450355j -0.00248883-0.00362373j 0.00336548-0.00255576j -0.00107305-0.00567483j -0.000811026-0.000927296j 0.0021094-0.00566202j 0.00392514-0.00103335j 0.00216945-0.00104846j -0.00384166-0.00296677j 0.00242111-0.0012457j 0.00250516+0.00141012j -0.00210753-0.003916j 0.00611126-0.00206007j -0.0015381+0.000623821j -0.00106338+0.00413422j 0.00117365+0.00599238j -0.000216449+0.000393139j 0.000771572+0.00261541j -0.00251921+0.0090953j 0.00121833-7.98966e-05j 0.000202824-0.00294704j -5.5242e-05-0.00440702j -0.000249336+0.00201212j -0.00258032+0.00764982j -0.00268649+0.000633364j -0.000974947-0.000518409j 0.000895129-0.0026793j 0.00271547+0.000237454j -0.00180836-0.00133031j 
0.00108034+0.000282041j -0.000247346-0.00053869j 0.00178446-0.000286915j 0.000863457-0.00327903j -0.000658688-0.0029336j 0.00396419-0.00312999j 0.00137837-0.00366517j 0.00166355+0.000830284j 0.00063197-0.000444556j 0.002757+0.0014248j -0.00237986+4.3903e-05j -0.000582759-1.91329e-05j -0.00122987+0.000442693j 0.000301864-0.000531447j -0.00413319-0.00155989j -0.00242951+0.00105292j -0.00159378-0.00065326j 0.000863315+2.22964e-05j -0.000433957-0.000486897j -0.00135201-0.000100023j 0.00172233-0.00129081j 0.000905626+0.000773104j -0.000175495-0.000104959j -0.00145717-0.00159222j 0.0028934+0.00142153j -0.000726591-0.000275781j -0.000159461+0.000441734j -0.000857083-0.000318305j 0.0014424+0.000601567j -0.000907648-7.06515e-05j 0.000601039-0.000299311j 0.00125671+0.000503014j 0.000698675-9.60642e-05j -0.000808581-0.00171258j -0.00459917+0.00222017j -0.00390354-0.00176807j -0.00183702-0.00037634j 0.00106577+0.00221437j 0.00340694+0.00333773j 0.00203171+0.00201499j 0.000218975-0.000993909j -0.000269763+0.00113145j 0.00306253-0.000796209j -0.000325049+0.00352929j 0.00286307+0.00151907j -0.00129498-0.00276428j -0.00598697-0.000241154j 0.00287531+0.00141154j 0.00141152+0.000488003j -0.00109692-0.000956484j -0.00115907+0.00248248j 0.00211545-0.000450506j -0.0034019-0.00225088j -0.000513542-0.000734612j 3.27401e-05+0.00014821j 0.00288353+0.0019319j -0.00497531+0.003628j 0.000509171+0.00128506j 0.000554283-0.00181432j 0.0035787+0.00154522j 0.000767929+0.00327888j -0.000715825+0.00148203j 0.00304809+0.00194527j 0.00162574-0.00315955j -0.00230292-1.52585e-05j 0.00428581-0.00501629j -1.6133e-05-0.00661405j 0.00402938-0.000612742j 0.00131343+0.000378519j 0.00103367+0.00168827j -0.000212034-0.00191381j 0.00172907+0.00428095j -0.00149887-6.08541e-06j 0.00271589+0.00167613j -0.00142327+0.000258324j 0.000484593-0.00206182j -0.00068789-0.00145893j 0.000194076-0.000416007j 0.000179357+0.000670393j -2.7626e-06+0.00219406j -0.0019039-0.00176609j 0.00136903+0.00126998j 0.00379252-0.00529138j -6.06116e-05-0.00197578j 0.00578808-0.00312648j -0.00124666-0.000858934j -0.000815362-0.00406441j -0.000351771+0.00233612j 0.00134885-0.00422018j 0.00162301-0.00409716j -0.000101762+0.00456369j 0.0029341+0.00616153j 0.000505787+0.00203633j 0.00167555+0.00255347j 0.000251277-0.00109899j 
-0.000240235-0.000871127j 0.00147835-0.000615039j -0.000309428+0.00080512j 0.000606243+0.00157728j -0.000311666+0.000640772j 0.00048129-0.00211294j 0.000404769-0.000489711j -0.00125468-0.000595244j 0.00029628+0.00139601j 0.000670544+0.00213973j 0.00102602+0.00120738j -0.000121207+0.00087166j 0.000839269+0.00077419j -0.000624459+0.000573065j 0.00328869+0.0021441j 0.000945907+0.00135729j 8.19738e-05+0.000774256j 0.00133834+0.000716769j 0.000391296-0.000920374j 0.000203759-0.000901302j -0.000562868-0.00117594j 0.00059089+5.44445e-05j -9.25142e-05-0.000245252j 7.9345e-05+0.00122554j -0.00203005-0.000571909j 0.00109274+0.000709383j -0.000646457-0.000264j 8.48919e-05-0.000784309j -0.000431769-0.000131509j 0.000229982+0.000750269j -0.000855924+0.0016898j 0.000172041+0.00033512j 0.000748791-0.000334651j -0.00221088+0.000821345j -0.00272834+0.00209791j 0.00247706+0.00255822j 0.00146564-0.000732824j -0.00036036-0.00336941j -0.00337406-0.0028242j 0.000789387+0.00124892j 0.00260144+0.00409294j -0.00276903+0.0013011j -0.000366615+0.000830404j -0.00353294+0.00270027j -0.000723874-0.00123621j -0.000200794-0.00110757j 0.00337368-0.000296571j -0.000820474+0.00340914j 0.0018722-0.000869923j -0.000712408-0.000878258j 0.00145665-0.0014215j 0.00268034+0.00342497j -0.00441382+0.00244581j 0.00211417+0.00250366j -5.5848e-06-0.000359319j 0.0028249-0.00119349j 0.00215829-0.00169684j 0.00112435+0.00040495j -0.00120335+0.00217501j -0.000865984-0.00294103j 0.0028868-0.00153219j -0.000945529-0.000267432j -0.00726344+0.00535531j 0.00409558-0.00128629j 0.00226817-7.67225e-05j 0.00352292+8.18558e-05j 0.000977421+0.00134998j 0.000134423-0.000792904j -0.00400384-0.00388851j -0.00140147-0.00273756j 0.00132412+5.00721e-05j -0.00223257+0.00406626j -0.0027744+0.00064499j -0.000332189-5.40707e-05j 0.00126369-0.00135925j -0.00112291+0.00353552j -0.00148377+0.00240216j 0.00321647+0.0033294j -0.00239782+0.00140195j -0.00150545-0.00169591j 0.00106614+0.00362351j -0.00234923-0.000583158j 0.00253864-0.00959257j 0.00222657-0.00332311j 0.000736068-0.0062617j 0.00380313-0.00434635j 0.00159568+0.00181972j 0.000992181-0.00360835j 0.00233321+0.000528851j 0.000703475+0.000197186j 0.00106335-0.00551832j 0.000239681-0.00555102j 0.00131484+0.00158944j -0.00515992-0.00279149j 0.00306117+0.0055351j 
-0.00189277-0.000200142j 0.00103123+0.000777149j -0.00164392+0.000348677j -0.00134834+0.00370232j -0.000243156+0.00368138j -0.00375758+0.000944375j -0.00216568+0.0028151j -0.00142441-0.00144276j -0.000627617-0.000450386j -0.00135863-0.00230035j 0.00180273+0.00180798j -0.000353997+0.000850139j 0.000616548+0.000628056j 0.00118315+0.000869756j 0.00384173+0.00174007j 0.00410755+0.00167417j 0.000320143+0.000747287j -0.00116624-0.000819211j 0.000195604+0.00136014j 0.00113574-0.00152946j -0.000488108-0.00046651j -0.000830434-0.000909483j -0.000209876+1.0029e-05j 0.00127899+0.00264851j -0.00248328-0.00353756j 0.0010395+0.00122838j -0.000433315-0.000689909j 0.000694048-0.00020756j -0.000889181-0.00206231j -0.000772979+0.000359094j -0.00214053+0.000406851j 0.000927972+0.0013627j -0.0015098+0.000244806j -0.00113748-0.000878736j -0.0012463-0.00140116j 0.000441032-0.00114592j -0.000147575+0.00121366j 0.00309808-0.00128181j 0.00185298-0.00537241j 0.00359883+0.00109612j -0.00336632+0.00251672j -0.000706136-0.00158131j -0.00358589-0.000222529j 0.00153477-0.00121983j 0.00114088+0.000513813j -0.000559511-0.000658494j -0.00283707-0.00177468j 0.00115581+0.00170181j -0.000675523+0.000526107j -0.000699532-0.000451405j 0.00225719+0.000309902j 0.00110607-0.000223176j -0.0018051-0.00111599j -0.00107319+0.00128222j 0.00140875+0.000161242j 0.00363619+0.000717235j 9.19479e-05+0.000505995j 0.0016964+0.00300773j 0.00199781-0.00173012j -0.000804807+0.000675966j 0.00383085+0.00216732j 0.00106486-0.00205674j 6.60256e-05+0.00409529j 0.00171597-0.000136689j 0.000455468-0.00251583j -0.00121869+0.000357475j 0.000624466-0.000741788j 0.00114982-0.000275062j 0.00179603-0.00144002j 0.000956989-0.00306782j 0.00114923-0.00117522j 0.00121567+0.00240778j -0.000794925-0.00356492j 0.00171284-0.00101742j -0.00102376-0.00266286j 0.00191591+0.00194205j 0.000512287+0.00166222j -0.000364695-0.0014453j 0.00233591+0.00406839j -0.000426383+0.000302842j -0.00368594+0.00548921j -0.0001657+0.0062304j 0.00249633-0.0014503j 0.00632927+0.00105946j 0.000564172-0.000171729j -0.000569253-0.000872086j 0.00269919-0.00202191j 0.00147188-0.00408981j 0.00321452+0.000539413j -0.00176119+0.00186996j -0.000138023+0.00553812j 0.00130751+0.00239417j 0.000928039+0.000390294j 0.00111537+0.00093286j -3.94012e-05+0.00214782j 
