-0.0104171-0.0013882j -0.0005645+0.010579j 0.00210566-0.00632636j -0.00637965-0.00226959j 0.00204024+0.00228713j 0.000797372+0.00311424j -0.00509185+0.00141263j -0.000934103+0.00307038j -0.00133105-0.00110747j 0.00168767-0.00118929j 0.00208167-3.86037e-05j -0.00126697-0.00454884j -0.00785545-0.00315891j -0.00155254+0.00819753j -0.00165822+0.00178765j 0.00143603+0.000968369j -0.00312823-0.000573695j 0.000233246-0.000113883j -0.00213523-0.00127105j 0.000177012+0.00218925j 0.00272419-0.00275595j -0.00127571-0.00113232j 0.00477196-0.00164592j 0.00190803+0.00112726j -0.00433218-0.00137969j 0.0013553-0.00214174j 0.00289795+0.00113154j 0.00289004-0.00550108j -0.000613983-0.00417249j 0.00141518+0.00334303j -0.000781649-0.000986478j -0.000110518+0.000812937j -0.00064435-0.00447374j 0.00155572+0.00169682j 0.00163971+8.30408e-05j 0.000575873-0.00517021j 0.00103699-0.000581001j 0.0051169-0.00237483j 0.00469223+0.00152896j 0.000536685+0.00261673j -0.0020322-0.00514076j -8.77578e-06-0.00192343j 0.0049112+0.000815602j 0.0027489+0.00385974j 0.000871162-0.00122001j -0.00219273-0.00324396j -5.98226e-05+0.00218535j 0.00261788-0.00251468j -0.00261098+0.000974729j 0.00537825-0.000643564j 0.00169594+0.00210094j -0.00295002+0.00421978j 0.00055939-0.000619734j -0.00107724+0.0013131j 0.00388528-0.00160126j 0.00162174+0.000932021j 0.00271116+0.00148849j 0.00227991-0.00319803j 0.00260855+0.00158177j 6.93411e-05-0.0031274j -0.00224818+0.00031143j -0.00188479-0.00271086j -0.000745173+0.00128766j -0.00122402+0.00237051j -0.00146612+0.000551985j -0.00212507+0.000966965j -0.00295864+0.000627986j -0.00264475-0.00305275j -0.0044201-0.00201706j 0.00121032+0.00243275j -0.00183802-0.00466997j -0.00268465+0.00196242j 0.0004865+0.000848317j 0.00230248+0.000793125j -0.00191393+0.00163189j -0.00611392-0.000696314j 0.00155931+0.000279154j 0.000268756-0.012806j 0.014271+0.00510056j 0.00582692-0.00946748j -0.00393469-0.00154809j -0.00354597+0.00243817j -0.00451924+0.00269892j 0.00429646+0.00570964j -0.000947292+0.0011773j -0.00561308-0.00604782j -0.000962986-0.00490218j 0.00584346-0.00912943j 0.0109699+0.00508633j -0.0050222+0.0076575j -0.0169015+0.0146513j -0.0130973-0.0185357j 
0.00152663+0.00150184j -0.000879499-9.21374e-05j 0.00219141-0.00428579j -0.000633082+0.00153404j -0.00410779+0.00289922j 0.000877265+0.0031751j 0.00223374-0.00201554j 0.000786909-0.00199659j -0.00352605+0.0028744j 0.00138335-0.00321748j -0.00154442-0.000808063j -0.00191722+0.0016097j -0.00295287+0.00319706j 0.00209837+0.00491465j -0.00617174-0.00473609j -0.000724622-0.00233633j -0.00044053-0.000403262j 0.00344253+0.00337137j 0.00338083+0.0013438j -0.000241005+0.00317844j -0.0056213+0.00426414j 0.000602756+0.000774497j -0.00104063+0.00490206j 0.00360452+0.0031413j 0.00534467+0.00564756j -0.00800215+0.00404655j -0.0039216-0.00117202j -0.00136203-0.00313699j 0.00202097+0.00384815j 0.00207868+0.00624807j -0.00558463-0.000820206j 0.00172928+0.0010255j -0.00122264+0.00324598j -0.000134931-9.02102e-05j -0.00380032-0.00514836j 0.000125166+0.00306636j 0.00322009+0.0088757j 0.00359322+0.00153388j -0.000911465-0.0032363j -0.00668869-0.00226248j -0.00401915-0.00403679j -0.000385107-0.00185894j -0.00236257-0.00254891j -0.00203733-0.0014468j -0.00148689+0.00223422j -0.000331981-0.00901922j 0.00241247+0.00228911j 0.00218965-0.00187334j -9.31672e-05+0.000465358j -0.000674277-0.00574775j -0.000325039-0.00901636j 0.00152154-0.00137201j -0.00078265-0.00122894j 0.00173258+0.00292543j -0.00135548+0.00222179j -0.000198777-0.000915704j -2.27593e-05-0.00212896j 0.00174503-0.00118869j -0.000128533+0.00846361j -0.00245763+0.000312331j -0.0030478+0.00233028j 0.00584485-0.00509138j -0.00412291+0.00485949j 0.000510907+0.000948268j 0.00633705-0.00316676j -0.000292587+0.00238437j -0.00454444+0.00114054j 0.00281109-0.0026558j -0.000397117+0.00281279j -0.00569398+0.00311252j 0.00210005+0.00165422j 0.000735813+0.00496398j 0.00489247+0.00298384j 0.00577131+0.0046498j 0.000726011+0.00130784j -1.21816e-05-0.002778j -0.00170909+0.00274573j 0.00194441+0.000523803j -0.00110565-0.000592387j -0.00306267+0.00133181j -0.00123667-0.000103278j 0.00107694-0.000519787j -0.00105154+0.00305418j -0.00232934-0.00257586j 0.00127985+0.0027173j 0.00156099+0.0023324j -0.00369389-0.00336584j -0.000371436+0.000604675j 0.000576526-0.00237097j -0.00226328+0.00167709j -0.00130412+0.000567796j -0.000851214+0.00255335j 
0.000478466-0.000175267j -0.000188136-0.00207877j 9.62517e-05+0.000853518j -0.000810102-0.00109917j -0.00205759-0.00121917j -0.000508809-0.000686565j 0.00198106-0.000654285j -0.00166919-0.00499284j -0.00295305+0.00348827j -0.00301162+0.00543188j 0.00108332+0.0003905j -0.00123912+0.000214778j 0.00204061+0.000712534j 0.00634035+0.00625914j 0.0020879-0.00108317j 0.00223418+0.00016467j 0.000313222+0.000911814j 0.00169047-0.0027714j -0.00149788-0.0041672j 0.000124081-0.00671407j 0.00130971+0.00460753j -0.000995238+0.000452694j -0.00448431+0.00755592j -0.00227595-0.000325443j 0.00735686+6.92287e-05j 0.000879219+0.0033848j -0.00126441+0.00116243j 0.00115242+0.00174453j -8.15064e-05+1.02344e-05j 0.00954139+0.00600729j -0.00880045+0.00243901j 0.00430153-4.25915e-05j -0.000319152-0.00407913j 0.00358324+0.00270054j 0.00478328+0.00541562j 0.00296673+0.00608708j 0.00206401-0.00147673j -0.000456946-2.7416e-05j -0.00666747+0.00981714j -0.000661312-0.00116032j 0.00189365+0.00519329j 0.000943437+0.00131236j -0.00648979+0.00680314j 0.00425739+0.00598435j 0.00446785-0.00250747j -0.00660509-0.00320552j 0.00460373-0.00264728j 0.00357448+0.000941476j -0.00516691+0.0018602j -0.000153108+0.00438066j -0.00456373-0.00456445j -0.001355-0.00366382j -0.00445081-0.00471238j 0.0048903-0.00258013j -0.00870428-0.00129211j -0.00515176+0.000693935j -0.000381398-0.00260229j 0.000163087+0.00112814j -0.00486505+0.00202032j -0.00317031-0.00229308j -9.25002e-06+0.00237518j 0.00441636+0.000930543j -0.0037177+0.00465785j -3.85873e-05-0.00172715j -0.000400553+0.000445871j 0.00325988-0.00410782j 0.002813-0.0073426j 0.00438306-0.00532813j -0.00660249-0.00132381j -0.000842153+0.00355124j 0.00261261-0.00579809j 0.000557802-0.000979921j 0.00331862+0.00899266j 0.000914751-0.00124786j 0.00200674+0.000420773j 0.00578909+0.00170528j 0.00318593+0.00119317j -0.00466261+0.00613647j -0.00379366-0.00410557j -0.00399204-0.0124054j 0.000694607-0.00104798j 0.00363335+0.00237499j 0.00116922+0.00105808j 0.00199257+0.00474301j 0.00108397+0.00194402j 0.00139041-0.00517755j -0.000257952+0.000782405j -0.00324693-0.00512113j -0.00088335-0.00132783j -0.00037638+0.0002899j 0.000662194-0.000332662j 0.00124446-0.00282269j 
-0.000134064-8.77634e-05j 0.000377708+0.000117021j 0.000939435-0.000789478j 0.00183264-0.000615831j -0.00373986-0.00118692j 0.00106579+0.000524905j -0.00125619+0.00334394j -0.00163867+0.00383382j -0.000317243-0.00448759j 0.00110071+0.000291911j 0.00424709-0.00130036j -0.00235215-0.00263313j -0.000165612-0.00113997j -0.00290148-0.00160035j -0.00600544-0.00182967j 0.00214354-0.00255889j -0.00190982+0.00132197j 0.00137135-0.0012692j 0.00258663+0.00325501j 0.000893454-0.000334532j -0.00284904+0.00216914j -0.000559744+0.00295495j -0.00335156+0.000378464j 0.00278329-0.00107869j 0.00106382+0.00416783j -0.00630047-0.000116397j 0.000310314-0.000939328j -0.00536158+0.00167788j -0.00420568+0.00116208j 0.00216585-0.000453306j 0.00152356+0.00414848j -0.00510917-0.000136475j 0.00596942-0.00472912j -0.000652942+0.000202049j 0.000294666-0.00182815j 0.00228811-0.00511875j 0.000168191+0.00277515j -0.00089813+0.00802389j 0.00847301-0.00417884j -0.00410335+0.0052453j 0.00379752+0.00220018j 0.0101972-0.0062434j 0.00119306-0.000816381j 0.00636231+0.00586292j -0.00063297+0.00456852j 0.00153667+0.00186305j 0.00519103+0.00275905j 0.00388372-0.00805822j 0.00578569-0.00868404j -0.0027309+0.0005684j 0.00289107+0.000231966j -0.00223154-0.00729213j -0.00663377+0.0054372j -0.00434925+0.000385655j -0.00831225+0.00449164j 0.00338485+0.00546429j 0.00812601+0.000114999j 0.0026457-0.00221972j -0.0112677+0.00320991j -0.00110017-0.00197369j -0.000978801+0.00355104j 0.00225059+0.00245812j -0.00189315+0.00477971j 0.00201799+0.00336227j 0.00711014-0.00262991j 0.000559031-0.000718562j -0.000996702+0.00635281j -0.00415793+0.000239281j 0.00254239+0.00169479j -0.00339622+0.00393958j 0.00516683-0.00266142j 0.00649667-0.00320506j 0.000606606-0.00444951j -0.000371004-0.00286895j 0.00287766-0.00204512j 0.0013051-0.00102475j -0.00149635+0.0022054j 0.0032796-0.00235754j 0.000742284-0.00123108j -0.00405772+0.00218412j -0.00248053+0.00344227j 0.00112987+0.00370141j 0.00406932-0.000873815j 0.00079047+0.000925946j 0.00292722-0.00110152j -0.00307261+3.31464e-05j -0.000168559-0.00142252j 0.00114769+0.000111709j -0.00110672-0.00165196j -0.000108154+0.00117685j -0.000668257-0.00131037j 0.000247103-0.0005476j 
-6.62626e-05-0.00179263j 0.00199491-0.00298391j 0.00012072-0.00523298j 0.000512443-0.00139177j -0.00389609-0.00027096j 0.00235409-0.00209185j 0.00189462+0.00379317j -0.000496493-0.00285315j 0.00464798-0.00036449j 0.00184847-0.00196526j 0.00444421+0.000821473j -0.00484416-0.000838049j 0.000104965-0.00362248j -0.00508464+0.00120774j -0.00640626-0.00328696j -0.000564186-0.00347141j -0.00291449-0.00462622j -0.00259754+0.00873989j 0.0016466+0.00361406j 0.00230652+0.000461759j 0.000914678-0.00207383j 0.00088224+0.00398176j -0.00388741-0.00371122j 0.00102202-0.00218372j -0.00518949-0.00322353j -0.00254362-0.000916226j -0.00483835+0.00257863j -0.00638429-0.00135791j -0.00436457+0.000961703j -0.000367091+0.0036992j 0.000342994-0.00504097j -0.00502608-0.00187475j 0.00438539-0.00184987j -0.000361808-0.00638955j 0.00349942+0.00793424j -0.00776366-0.00319436j -0.00514341-0.00196523j 0.00430015+0.000619642j -0.0050656+0.00916956j 0.00250367-0.00636365j 0.00224114+0.00303545j -0.00509221+0.00473384j -0.00571773-0.00529346j 0.00591825-0.00599809j 0.00255313+0.00145589j 0.00381899-0.003889j 0.00208996+0.000336604j 0.00091628+0.00316343j -0.00407014+0.00465227j 0.0101111-0.00136983j -0.00111324+0.00224971j -0.00365284-0.0031706j -0.00111957-0.00235863j 0.00414921-0.00658689j 0.000951966-0.00414931j 0.00137928+0.00268185j 0.00549275+0.00251242j -0.00578011+0.00161394j 0.00449626-0.000764312j -0.00104385-0.000637319j 0.00327312+0.00354901j -0.000952089+0.00526714j 0.00540358-0.0025933j 0.00472379+0.00100957j 0.00176213+0.00479074j -0.00235526-0.0045657j 0.00605532-0.00283808j -0.00327811-0.00180598j 0.00354507+0.00475534j 0.00152731-0.00590235j -0.00348316+0.00241582j 0.00451681+0.00081403j -0.00501009+0.00143696j -0.00608402+0.0019729j 0.0016877+0.00133587j -0.000235281-0.00626537j -0.00260319+0.000621191j 0.000463915-0.000513612j 5.87471e-05-0.00182457j 0.00136745+0.000663574j -0.00351986-0.00290636j -0.0027206+0.000294278j 0.00436829+0.00129499j 0.00122465+0.00295641j 0.00124418+0.00227745j -0.00183614-0.00110603j -0.00189612-0.0010149j 0.000175025+0.000962719j -0.000552767-0.00309319j -0.00116249+0.00154065j -0.00048667-0.00110457j -0.000178083-0.00487505j 
-0.000374623-0.000587831j 0.000690727+0.000391025j 0.0012731+0.00176587j 0.000209498+0.000764726j -0.00104541-0.00240667j -0.00119922+0.00507215j -0.00230152+0.00146071j 0.00111941-0.00192231j 0.00356794-0.00153217j -0.00152236-0.00185996j 0.00413864-0.000778624j 0.000941655-0.00318689j -0.00101367+0.00481649j -0.00125141-0.00348837j -0.00370071-0.000883332j -0.00199841-0.000125787j -0.00381067+0.0047368j 0.00025188-0.0049403j 0.000806777+0.000296653j 0.00276865+0.00263865j -0.000128569+0.0053107j -5.67184e-05-0.00168769j -0.00469318+0.00242973j 0.00170484+0.000574283j 0.000787375+0.000875783j 0.0017128+0.00505926j 0.000175035-0.00234657j -0.00210645+0.00693493j -0.00779346-0.00356115j -0.00402881-0.00262301j -0.00289826+0.000858122j 0.00720586+0.00538765j 0.00424732-0.000874792j 0.00944509+0.000979484j 0.000811174+0.00248367j 0.00161407-0.0015143j 0.00344393+0.00415984j -0.00783832-0.00273893j 0.00418475+0.00585722j 0.00421301-0.000162399j 0.00412522+0.0013466j -0.00152336-0.00111714j -0.0106808-0.00207377j -0.0101106+0.00388686j -0.00247402+0.00125031j -0.0176794-0.0113629j 0.00190162-0.00179484j 0.00257096+0.00360679j 0.000325333-0.0011722j 0.005007+0.00303712j -0.00217182-0.00790193j 0.0022131-0.000741183j -0.000499061-0.00448205j -0.000330685-0.000928543j -0.00169615-0.00736927j -0.000360258-0.00180421j -3.71102e-05+0.00550579j -0.00189121-0.00140059j -0.00153581-0.00169138j -0.00936024-0.00109157j 0.00136843-0.000431354j -0.00262223+0.000164994j 0.00122075+0.00396653j -0.00195975-0.0013882j -0.0060561-0.000774966j 0.00316113+0.00579694j 0.000225047-0.00296297j -0.00319979+0.000239663j -0.00188884-0.00205472j 0.00222105+0.00290817j 1.78978e-06-0.000742977j 0.00349264-0.00191597j 0.00383189-0.00214584j -0.00619428+0.00342152j 0.00165896+0.00171745j 0.00277648+0.00494795j -0.00213859-0.00165599j -0.00231236-0.000137084j 0.000669822-0.00287878j -0.00170908+0.00046945j 0.00243617+0.00365632j 0.00311008-0.000110987j -0.000903568-0.00119876j -5.6478e-05+0.00293177j -0.00170815-0.00291799j 0.000712184-0.000467601j 0.000690819-0.0010987j 0.000292451-0.000726332j 0.000132645+0.000276193j 0.00123981-9.12319e-05j -0.000101224-0.00101841j 0.000583787-0.00230269j 
0.000349191-0.000163815j 0.000746007+0.000535382j 0.000371336-0.00125161j 7.13987e-05+0.000778146j 0.0016532+0.0015191j -0.000909723+0.000566837j -0.00157216+0.00237688j 0.00162388+0.000230902j -0.00129309+0.00414201j 0.000607516-0.00374742j -0.0020374-0.00209039j -0.00152324+0.0037282j -0.00198832+0.00580488j -0.000142505-0.000805661j 0.00272239-0.00178089j 0.00168006+9.96875e-05j 0.00199704+0.00163123j -0.00140213+7.03856e-05j 0.000679112-0.00616979j 0.000646898+0.00208843j -0.00307142-0.000885902j -0.000825246+0.00269616j 0.00277805+0.00773599j 0.000399359-0.00267193j -0.00463761-0.00514415j 0.0044588+0.000226471j -0.00210204+0.00114354j 0.00190468+0.00181347j -0.00201868+0.005027j 0.00215103-7.97062e-06j -0.000792278-0.00414217j -0.000928861+0.00760305j 0.00397195+0.00458098j -0.000498612-0.0071575j 0.00569035+0.00660086j -0.0054592+0.0100205j -0.000625818+0.000649983j -0.00201965-0.00259704j 0.00825488+0.0150313j 0.00314539-0.0127914j 0.00130737-0.00518469j -0.00147654+0.00413271j -0.00150612+0.000585778j -0.00653891-0.00349111j 0.00810519+0.00208613j -0.00249106+0.00271195j -0.00242156-0.00108609j 0.00132941+0.00303742j -0.00201307+0.0105703j 0.00186715-0.00556159j 0.000908569+0.0133929j -0.00592185+0.012959j 0.00451401-0.00344599j -0.000188883-0.00235856j -0.00617355-0.00632301j -0.00156965+0.00296905j 0.00260824-0.00870448j 0.00232443+0.00418012j -0.00338939-0.00544487j 0.000588698+0.00224805j 0.000901036-0.00323841j -0.00330103-0.00154555j 0.00278959-0.00337081j 0.00450838-0.00187572j -0.00331909-0.000463539j -0.00267355-0.00515373j 0.00241206-0.00404613j 0.000858978-0.00123085j 0.00468983-0.000610103j 0.00321488+0.00075897j -0.00219803-0.00450912j 0.00115185+0.00519427j -0.00695353-0.00403528j -0.00600846-0.00562507j 0.000993805-4.57376e-05j -0.00430461+0.00167837j -0.000668465+0.0022989j -0.000242625+0.00130126j 0.00265817+0.00545603j 0.00223476+0.00061137j 0.000573165-0.00211665j 0.00142275-0.00110601j -0.000894614+0.000842152j -0.000284644-0.00290525j 0.000656198-0.00143093j -0.000804229-0.000183224j 0.00120903+0.000528949j 0.00192425+0.00223971j -0.00116604+2.20078e-07j -0.000153809+0.000341894j 0.000927101+0.000844389j -0.00131582+0.000408183j 
-0.000936852-0.00112257j 1.10974e-05-0.000927232j -0.000312303-0.000200763j -0.00149605-0.000991289j -0.0027568-0.00222454j 0.00037548-0.00155788j 0.00051583-0.000809041j 0.000527945-0.00469908j 0.0038399+0.00040007j 0.000946648+0.000490872j 0.00307025+0.00321332j -0.00447702-0.00258211j 0.000553886-0.00103108j -0.00152271+0.00106227j 0.000372473-0.00195515j 0.00341689+0.00380633j 0.000855095+0.00199061j 0.00278155-0.00282864j 0.00501317+0.0016982j 0.000236816+0.00165821j -0.00197463-0.000185511j 0.0012782+0.00222665j -0.00500273-0.00137863j -0.00354959-0.00622468j -0.00136983+0.00317355j 0.00341346+0.00373484j 0.00391003-0.00342121j -0.00440675-0.000200665j -0.0107531-0.0019055j -0.00258939+0.00401435j 0.00282552+0.00159141j -0.00181403-0.00847768j -0.00379152-0.00566665j 0.00372827-0.00312218j -0.00460565-0.00839365j -0.000584848-0.00331923j -0.00574066-0.00663216j -0.000877379+0.00342891j -0.00158958-0.00337093j -0.00133787-0.00141139j 0.00260179+0.000791536j -0.00354084-0.000299675j -0.00499662+0.00280719j -0.00844726+0.00581063j -0.00356086-0.00419665j 0.00073783+0.00417163j -0.0015036-0.00287354j -0.000832679-0.00117394j -0.000687108-0.00275547j 0.00428782+0.00231216j -0.00177643-0.00573233j 0.00124084+0.00161511j -0.00137474+0.00313217j 0.00338214+0.00298666j 0.00522125+0.000846283j 0.00409339-0.000712392j -0.00358976+0.00391903j -0.00281938+0.00214729j 0.0098954+0.00153009j -0.00671419+0.00176932j -0.00106342+0.00224509j 0.000327224+0.0011455j -0.00254885+0.000449495j -0.00505576+0.00116716j -5.70726e-05-0.00185459j 0.0040442+0.00458005j -0.00137184+0.000760906j -0.00133202+0.00153395j -0.00345771+0.00462961j 0.00109796-0.00311605j -0.00260419+0.00159328j -0.00348585+0.000920967j 0.00447938-0.00204921j 0.00146867-0.000961693j 0.000917171+0.00656749j -0.00115109+0.000188145j 8.6328e-05-0.00656695j -0.000628339+0.000628824j -0.00316318+0.00294716j 0.00183183+0.00466498j -0.000890172-0.00418847j -0.00252178-0.00466568j 0.00179542+0.00266333j 0.00272605+0.000470084j -0.00104245+0.00167264j 0.00170115-0.000610625j 0.000426003+0.00153484j -0.00144456+0.00245205j 0.00194284-0.0002682j 0.000159425-0.000462523j 4.09722e-05+0.000103653j -0.00126175-0.00195754j 
-0.000557746+0.000650908j -0.00240981-0.00359214j -0.000493366-0.000358679j -0.00115774+0.000162895j -0.000867765-0.000512118j -0.00127726+0.000372815j 0.000984522-0.000897832j -0.000378205-0.00170433j 0.0012012-0.00158662j -0.000671247-0.000937131j 0.00436167-0.00182548j 0.00164675+0.00103046j 0.00180357+0.00107866j 0.000602207-0.00116226j -0.00217222+0.000739347j -0.00244844-0.00225528j -0.00080867-0.00533903j 0.00300673+0.00191411j -0.00311735-0.000738194j -0.00226273+0.00269954j -0.00346509-0.000266127j 0.000452641-0.0048497j 0.00122802+0.00118526j -0.00203818+0.00120104j -0.00322433+0.00177158j -0.000191144-0.00105464j -0.00700971+0.00587572j 0.00244087-0.00165086j -0.000444486+0.000552335j 0.0094521-0.00404831j -0.00108695-0.00403757j 0.00780249-0.000585027j 0.0012938+0.00106875j -0.000215373+0.000684526j 0.00703687+0.00717016j -0.000106641-0.00337464j -0.0042045-0.00140747j 0.00697431-0.00107452j -0.00718551+0.00184233j -0.000997112-0.00238965j -0.0043944+0.0022079j -0.0153685+0.00148651j 0.00190375+0.00511778j -0.000780929+0.000525743j 0.00425506-0.00312178j 0.00061895+0.0036831j -0.00150485-0.00293078j 0.00531187+0.00417787j 0.00510332+0.00402122j 0.00345213-0.00499194j -0.0096537-2.44675e-05j 0.00587211+0.00345383j -0.00313348+0.00390817j 0.00570506-0.00152853j 0.0086968-0.00106661j -0.00368241-0.00519213j -0.0100322+0.00304231j -0.00151914-0.00094323j 0.0104423-0.00439749j 0.000258042-0.00412492j -0.00155744+0.000871494j -0.00217198+0.00500782j 0.000383935-0.000865989j -0.00702915-0.00177921j 0.00388938+0.00348299j -0.00265142+0.00197253j -0.00784648+0.00269845j -0.000944507+0.000518171j -0.00208539-0.000738552j -0.00623868+0.0039086j -0.00103478+0.00096412j 0.00469485+0.00129503j 0.00274024+0.00337644j 0.00299762+0.00481241j 0.000395325+0.00457061j -0.00304471-0.000127228j -0.000630749-0.00359029j 0.00466705-0.00221963j 0.00240254-0.00401987j 0.00143662+0.00536163j -0.00142795-0.000891995j 0.000567918-0.00291545j -0.00118534+0.00088687j -9.23775e-05-0.00113279j -0.000548244+0.000355554j -0.000140121+0.00105621j 0.000150912+0.00131509j 0.000360569+0.000647498j -0.00196708+0.0021464j 0.000385855+0.00174535j -0.000435179-0.00183332j -0.00166198+0.00147032j 
0.00182321-0.0037939j 0.00347864+0.00526415j 0.000639107+0.00289551j 0.000544106-0.00105255j 0.00339592+0.00174143j 0.00105354+0.00192304j -0.00305966+0.00202148j 0.00175347-0.00100391j 0.0016654+0.00189319j 0.00118476+0.000752229j -0.000364126+0.000322223j 0.00267253+0.00209701j -0.00460938-0.00409155j 0.00416468+0.00155133j -0.00368984-0.00238595j -0.00193445-0.000747031j -0.00338402-0.000538448j -0.0027677-0.00187316j 0.00263362+0.000766986j 0.00673401-0.00417977j 0.00519992+0.00276889j -0.000377518+0.00111969j 0.00564028-0.000550809j 0.00157061-0.000544947j 0.00426892-0.0011896j 0.00289147-0.00197669j -0.0105225+0.00199453j -0.00139702+0.00599929j 0.00547996-0.00375759j -0.00213684-0.00492451j -0.0015624+0.000425571j -0.000984145-0.00164331j 0.00290023-0.000569927j 5.78723e-05+0.00326192j -0.00179988+0.00517539j -0.00616896+0.000869327j 0.00398916+0.00156133j 0.000738691-0.00285687j -0.000110811+0.00103508j 0.00434213+0.000775556j -0.00251966-0.00110268j -0.0081483+0.00632607j -0.00182069-0.00383388j 0.00357059+0.00690356j -0.0040668-0.00752483j 0.000406821+1.66272e-06j -0.00211626+0.00179548j 0.000585154+0.00105749j 0.0082458+0.00102867j -0.000909802+0.00458257j -0.00543501-0.00227272j 0.00787252+0.00144441j -0.000560225-0.00467573j 0.00252506-0.00171671j 0.00291884-0.00207373j -0.00494367-0.00342829j 0.00311074+0.00012291j -0.00260755+0.000400987j 0.00676194-0.00147076j 0.00376553-0.00221537j 0.00269375-0.00102906j -0.00030761+0.00113026j 0.00246673-0.00433814j 0.00536986+0.000120931j 0.00222132+0.0035756j 0.0049958-0.00153765j 0.00726873-0.00509257j -0.00073695-0.00235264j 0.00154064-0.00372658j -0.00234509-0.00123967j 0.00350384+0.00184351j 0.00689437-0.000602538j 0.00426253+0.00450527j 0.00412262+0.00524356j -0.00041507+0.000953628j 0.00145956+0.00165669j -0.00325484-0.00277943j -0.00323548+0.00107423j 0.00299191+0.00218219j -0.000382142-0.00259743j 0.00162741-0.00126847j -0.00147623+0.00130627j 0.00440227-0.000747629j 0.00138356+0.00592979j -0.0011945-0.00200411j 0.000387051-0.000245992j -0.00348409-0.000692383j 0.00177713+0.000625941j 0.00130215+0.000454115j -7.78021e-05-0.00318679j 0.00114719+0.00314121j 0.00393579-0.00108935j 
-0.0013035-9.56225e-05j -0.00192089+0.00140614j 0.0010194-0.00190554j -0.00145855-0.00107775j -0.00254261-0.000223113j -0.000893358+0.00160129j 0.000784383+0.003178j 0.00117332-0.000660682j -0.00326709-0.000277703j -0.00432672-0.000403036j -0.000862885+0.00166528j 0.00287969+0.00311104j 0.00231992+0.00134805j 8.05652e-05-0.000683613j 0.0011758+0.000625589j 0.00165973+0.00609145j -0.000847623-0.00230934j -0.00645001-0.00210845j 0.00373722-0.00143026j 0.000796521+0.00353948j -0.000323672+0.00242548j 0.0070786+0.00547804j -0.00876967-0.00229301j 0.00276538+0.00630634j 0.00252587-0.000175372j 0.0113771+0.00851944j -0.00306146+0.00186734j -0.0024757+0.000311145j 0.00199451-0.00292646j 0.00389979-0.00505378j 0.00787412+0.00211576j -0.000377458+0.00140134j 0.00577062+0.00253634j -0.00899061-0.00634447j 0.00611428-0.00371235j -0.00149175-0.00175236j -0.00444422-0.000871875j 0.00551186+0.00466125j 0.00240202+0.000368087j 0.00198965-0.00436874j -0.00230778-0.00449169j -0.0108459-0.00791224j -0.00400336-0.00479641j -0.000223173-0.00203338j 0.00536004-0.00209438j 0.0145474+0.00677713j -0.00268577-0.00231605j -0.00661725-0.0028525j 0.0032351+0.00126031j 0.00544904+0.0042435j 0.00281735+0.00585916j 0.00751696+0.003211j 0.00757701+0.00421481j -0.000248993+0.00130594j 0.00101064+0.00874717j 0.000815659+0.00508595j -0.000961937-0.0015093j 0.0027792-0.000877981j -0.0041392+0.00649403j 0.00227577-0.00624792j -0.00113144+0.00322235j 0.00517761+0.00219084j -0.000386526+0.00217649j 0.00121473+0.00433433j 0.000486736-0.00117267j -0.00208029+0.00139426j 0.003528+0.00302367j 0.00204076+0.00102803j 0.00030647-0.00296329j 0.00350356+0.0022262j 0.000318647-0.00208584j -0.00394339-0.00181306j -0.00199961+0.00518131j -0.00199002-0.00136424j 8.9812e-05-0.00313928j 0.00182137+0.00281389j -0.00112321-0.00253186j -0.00314533+1.62558e-05j -0.000138179-0.000808907j -0.00157053-0.000202382j -0.000537845+0.000285363j -0.000119665+0.0014085j -0.0024582+0.00201303j -0.00244858+0.00418876j 0.00226855+0.000743362j 0.000320638+0.00016204j 0.00103926-0.00339239j -0.000436216+1.72496e-05j -0.00124877-0.0012143j 0.00136709-0.000941758j 0.00016859-0.00090132j 0.000803609+0.00100944j 
