-0.0104171-0.0013882j -0.0005645+0.010579j 0.00210566-0.00632636j -0.00637965-0.00226959j 0.00204024+0.00228713j 0.000797372+0.00311424j -0.00509185+0.00141263j -0.000934103+0.00307038j -0.00133105-0.00110747j 0.00168767-0.00118929j 0.00208167-3.86037e-05j -0.00126697-0.00454884j -0.00785545-0.00315891j -0.00155254+0.00819753j -0.00165822+0.00178765j 0.00143603+0.000968369j -0.00312823-0.000573695j 0.000233246-0.000113883j -0.00213523-0.00127105j 0.000177012+0.00218925j 0.00272419-0.00275595j -0.00127571-0.00113232j 0.00477196-0.00164592j 0.00190803+0.00112726j -0.00433218-0.00137969j 0.0013553-0.00214174j 0.00289795+0.00113154j 0.00289004-0.00550108j -0.000613983-0.00417249j 0.00141518+0.00334303j -0.000781649-0.000986478j -0.000110518+0.000812937j -0.00064435-0.00447374j 0.00155572+0.00169682j 0.00163971+8.30408e-05j 0.000575873-0.00517021j 0.00103699-0.000581001j 0.0051169-0.00237483j 0.00469223+0.00152896j 0.000536685+0.00261673j -0.0020322-0.00514076j -8.77578e-06-0.00192343j 0.0049112+0.000815602j 0.0027489+0.00385974j 0.000871162-0.00122001j -0.00219273-0.00324396j -5.98226e-05+0.00218535j 0.00261788-0.00251468j -0.00261098+0.000974729j 0.00537825-0.000643564j 0.00169594+0.00210094j -0.00295002+0.00421978j 0.00055939-0.000619734j -0.00107724+0.0013131j 0.00388528-0.00160126j 0.00162174+0.000932021j 0.00271116+0.00148849j 0.00227991-0.00319803j 0.00260855+0.00158177j 6.93411e-05-0.0031274j -0.00224818+0.00031143j -0.00188479-0.00271086j -0.000745173+0.00128766j -0.00122402+0.00237051j -0.00146612+0.000551985j -0.00212507+0.000966965j -0.00295864+0.000627986j -0.00264475-0.00305275j -0.0044201-0.00201706j 0.00121032+0.00243275j -0.00183802-0.00466997j -0.00268465+0.00196242j 0.0004865+0.000848317j 0.00230248+0.000793125j -0.00191393+0.00163189j -0.00611392-0.000696314j 0.00155931+0.000279154j 0.000268756-0.012806j 0.014271+0.00510056j 0.00582692-0.00946748j -0.00393469-0.00154809j -0.00354597+0.00243817j -0.00451924+0.00269892j 0.00429646+0.00570964j -0.000947292+0.0011773j -0.00561308-0.00604782j -0.000962986-0.00490218j 0.00584346-0.00912943j 0.0109699+0.00508633j -0.0050222+0.0076575j -0.0169015+0.0146513j -0.0130973-0.0185357j 
0.00242887+0.00195502j -0.0014678+0.00235051j 0.000740561+0.000182226j -0.00181139+0.00153526j -0.000325116+0.00276475j -9.81296e-06+0.000386299j 0.00446488-0.00595957j 0.00139571+0.000714389j -0.00122092+0.00359259j 0.000897236+0.00197914j -0.00304241+0.00331852j -0.000103332+0.00649176j 0.0061118+0.00204841j 0.00326776-0.000423455j 0.00261358+0.00879794j 0.00447956+0.00150664j -0.00498129+0.00442988j 0.0020686-0.0002537j -0.000184169-0.00223711j -0.00283387+0.00393198j -0.00541864+0.00804934j -0.00421161+0.000835539j 0.0035336-0.00316558j 0.00717846+0.000174463j 0.000706888-0.00354549j -0.00803395+0.00452636j -0.00546815+0.00202509j 0.00699175+0.0037146j -0.0057746+0.00272882j -0.00328891+0.00506281j -0.00249914+0.00122737j 0.00143165-0.00016262j 0.00544835-0.000990006j -0.00706749+0.00179615j 0.00321756+0.004279j 0.00598025-0.00349263j 0.00539237-0.00343032j -0.00764136+0.00538598j 0.0100009-0.00901419j 0.00233552-0.00296124j 0.00464955-0.00424765j 0.00709665-0.00436534j 0.00222687-0.00070186j -0.00498039+0.00305905j 0.00753723+0.00182919j -0.00318849-0.00395267j 0.00201615-0.00394236j -0.000695147+4.28542e-05j 0.000451935+3.4851e-05j -0.00343029-0.000284048j 0.0130127-0.00657382j 0.00180065+0.00171021j 0.000689856-0.00164408j 0.000364004+0.000457952j -0.00408155-0.00382525j -0.00579447-0.0028094j 0.00231762+0.0037309j -0.000844888+0.00343471j 0.000725975-0.000781169j -0.00133227+0.00228672j -0.00157704+0.00306417j -0.00254191+0.000904922j 0.0012862-0.000707489j 0.0023256+0.0014236j -0.00126099-0.00105681j -0.00224109-0.00175648j 0.00112123+0.00143412j -0.000478817+0.00229757j -0.00292656-0.00156883j -0.00192823+0.00181497j 0.000106783-0.00260816j 0.0012923-0.00268006j 0.000173392-0.000927291j -0.000832986+0.000863673j -0.00365088-0.000155951j -0.00158489+0.000187505j 0.00336931+0.00310767j -0.000456412+0.00108766j 0.000141085+0.000533382j -0.00449098-0.000231181j -0.000260514-0.00143589j -0.0025389+0.00192768j -0.000856339+0.00196195j -0.00302617+0.000203095j 0.000439829-0.00144102j 0.00170681+4.31593e-05j -0.00303439+0.000461002j -0.00370958+0.00113963j 0.00221011-0.000708341j 0.00206488-0.000567856j -0.00342808+0.00091402j 0.00131217+0.000728527j 
-0.00124494-0.00176974j -0.00254429-0.00190857j 0.00664095+0.000652683j 0.00556637-8.50312e-05j 0.0058658-0.00171126j 0.00133903-0.00265766j -0.00378531-0.000913847j -0.0029012+0.000806943j 0.000392329+0.0010509j -0.0013194-0.00011914j -0.00212501+0.00090765j -0.00265164-0.000607089j -6.26336e-05-0.00100638j 0.00878108-0.00125089j -0.00352978+0.000263242j 0.00728499-0.00056177j 0.00305565+0.00252085j 0.00176328-0.00252316j -0.0092339+0.00248005j 0.00336381+0.00621209j 0.00266034+0.00752835j -0.00558211+0.0050443j 0.00939386-0.00186773j -0.0108759+0.00131792j -0.0068597-0.00472527j -0.00581976+0.00232681j 0.00268609-0.002648j 0.00114475-0.0045729j 0.00366294+0.00968517j 0.00722094+0.00203702j -0.000626899-0.00145027j 0.000576504+0.000731435j -0.00295744-0.00176484j -0.000189007+0.00142417j 0.000353976-0.000660459j 0.00921673-0.00218678j -0.00120304-0.000560788j -0.00517653-0.00143546j 0.00100905-0.00636449j 0.00207009+0.00845733j -0.00399187+0.00211708j -0.00146603-0.00769599j 0.00361104-0.00314079j -0.000848505-0.000215848j 0.000415086-0.00120794j 0.00497963-2.17982e-05j -0.00104963+0.00171804j -0.00366168-0.000302332j 0.00195746+0.001982j -0.00334802-0.00120924j -0.000285414-0.00381225j 0.00311242+0.00064518j -0.000866405+0.0026085j -0.00331476-0.00215541j -0.00328179-0.000122599j 0.000316016+0.00329308j -2.05398e-05+0.00239097j 0.00102539-0.00352538j 0.00554283-0.000690035j -0.00203505+0.00351963j -0.00189163-0.00105815j -0.000840514+0.000103711j -0.00278575-0.00125824j 0.000821341-0.000828058j 0.00247064-0.00109309j 0.000551607+6.58704e-05j -0.00161283+0.00275634j 0.000932229+0.00075079j -0.00294467-0.0010212j -0.0068444-0.00127068j 0.000534493+0.00171556j -0.000897511-0.00165876j -0.00323938+0.00211413j -0.00102263+0.000835712j -0.000310774-0.0010851j 0.0042225-0.00061128j 0.000247518-0.000943496j 0.00290038-0.00202154j 0.000976372+0.00276649j -0.00141237-0.00280553j 0.00144388-0.00146187j -0.000434214-0.00213042j -0.000364267+0.00150989j 0.000588642+0.000795993j -0.000327181+0.00183185j -0.00257565+0.00281536j -0.000190362-0.000164763j 0.00109708+0.00135552j -0.00207007-0.00254568j -0.00230202+0.00257081j 0.00213308-0.000870346j -0.0017775+0.00118538j 
0.00468558-0.0025903j -6.90967e-05+0.000601755j -0.00180303-0.000547633j -0.00301417+0.00311998j -0.00169526-0.000733143j 0.000796104-0.000884698j 0.000901618-5.87784e-05j -0.00696599-0.00348264j -0.00234076-0.00081079j -0.001159-0.00306404j -0.00302257-0.00458211j 0.00266463+0.00485383j 0.00108857-0.00147361j 0.00334787+0.000217834j -0.000916579-0.0054549j -0.00452057+0.00371851j -0.000830709+0.00668661j 0.00315012+5.81755e-05j 0.00332334+0.00214552j -0.00617305-0.000365668j 0.00113788-0.003199j -0.00330672+1.39261e-05j 0.00815178+0.0084588j 0.00821247+0.00221092j 0.00376116-0.000529734j 0.0143801-0.00496008j 0.0030956-0.00317668j -0.0021185+0.00482121j -0.00350457-0.000206264j 0.00473688+0.00403217j 0.00177842-0.000578182j -0.00092291-0.00103472j 0.00367639+0.000260396j -0.00235605+0.00463804j 0.00469437-0.00108069j 0.00247952-0.00157115j 0.00279036+0.00224709j -0.00966845-0.00199358j 0.00886218-0.00672831j -0.000656143+0.00287513j -0.00512008-0.00412203j 0.00806917+0.000536478j 0.00128454+0.00213736j 0.00266664-0.00217629j -0.00866904+0.00589211j 0.00735783-0.00371325j -0.00667233+0.00084828j -0.00169748+0.0024143j 0.000817255-0.00315719j 0.00391589-0.000356047j 0.00260763-0.00088657j -0.000558322-0.00326908j -0.00270931-0.000738873j 0.00529434-0.00434781j -0.000579505-0.00321764j -0.0027501-0.00228068j -0.00646503-0.000537825j 0.00382724-0.00311014j -0.00436254+0.00112943j -0.0029894-0.00637784j -0.000275273-0.000930422j -0.000451544+0.000358624j 0.00278323+0.00230835j 0.00252454+0.000818519j -0.0001621+0.00511465j 0.00211418+0.000915754j -0.000712529-0.00385438j -0.000538392+0.00106866j 0.00455931+0.00104216j 0.00223473-0.00337223j -0.000894319-0.00308496j -0.00381157-0.00127453j -0.00372018-0.00595469j -0.00270183-0.000359685j 0.000842761+0.00170029j 0.00113789-0.00119933j -0.00109762-0.00264864j -0.000216266+0.00457373j -0.00343181-0.000492214j 0.00205866+0.00617616j -0.00121151-0.00108576j -0.000353996-0.00114287j -0.00159777-0.00267244j 0.000529271-0.00151348j 0.000847118+0.00083998j -0.00140148-0.00219992j 0.00168039+2.51949e-05j -0.00151784-0.00139915j 0.00119402+0.000650232j -0.00366219-0.00490292j 3.45616e-05+0.00344501j 0.00175393-0.000825998j 
-0.0016674-0.00124457j 0.00201682+0.00075965j -0.000683834-0.00104772j 0.000679917+0.00330307j -0.00258165+0.0044899j 0.00117288-0.00122984j 0.00162863+0.0019408j 0.00229655-0.00310043j 0.000388616+0.00166636j 0.00293679-0.00294259j 0.000240435-0.00156027j -0.00660735+0.00694517j -0.000237104-0.00602305j 0.000561014-8.69828e-05j -0.0037878+0.00354873j 0.00246415+0.00364027j 0.0101354+0.00236638j -0.00121443-0.00800237j -0.00218251-0.000604032j -0.00265099+0.00701962j 4.10255e-05+0.00838362j 0.00542994+0.00870037j 0.00276032-0.00432802j -0.0162316+0.0080615j 0.00108306+0.002168j 0.00238862-0.00498205j -0.00432922-0.00041391j -0.00702229+0.00828783j 0.00130514+0.00426715j 0.00141592+0.00106912j -0.00172975+0.000956736j 0.00260037-0.000777353j -0.00346855-0.00225504j 0.000434235+0.00833634j 0.00085213-0.00592023j 0.00669205-0.000100374j -0.00701469-0.000631244j 0.0103244+0.00208217j 0.0040037-0.0040836j -0.00326689-0.00043585j -0.00169792-0.00130739j -0.00564645-0.00281461j 0.00222353-0.000380284j -0.00190925+0.00405264j -0.00233633-0.000725288j 0.00633973-0.00338274j 0.00124487+0.00572322j -0.00190138-0.00147352j 0.00244525+0.000629387j 0.00139604-0.00379651j 0.00212833-0.00787777j 0.00179883-0.00373152j 0.000755989-0.00427089j 2.824e-05-0.0083606j -0.00336105-0.00020043j 0.00161059+0.00659468j -0.0024106-0.00615842j 0.00161836-0.00340237j 0.00601432-0.00178183j -0.00386828+0.00052368j 0.00174454-0.0023427j 0.00178422-0.00195062j -0.000825073-0.00124354j -0.000613058-0.00354614j 0.00424999+0.000679956j 0.000963634-0.000479815j -0.00193155-0.00172901j 0.00403978+0.00119296j -0.00240547-0.00105496j -0.00141893+0.00206158j 0.000683729+0.000312472j 0.00126841-0.00324383j -0.00195379+2.11926e-05j 0.000854416+0.00394246j 0.00205384-0.000292647j 0.000685074-0.00149848j -0.00215653+0.00154111j 0.00289166-7.88463e-05j 0.00428482+0.00253433j 0.00102021-0.00153605j 0.00184593-0.00146492j -6.2078e-06-0.00412677j 0.00192741+0.0021762j -0.000304251-0.00058501j -0.000818976+0.00191599j -0.00101219-0.00021867j -0.00128779-0.000778536j 0.00158898+0.000596484j 0.000523872-0.00112503j -0.00107962+0.00166895j 0.00246014-0.000393265j -0.00134725+0.00139711j 
0.000530946+0.000264827j -0.00104345+0.00249772j 0.00180758+0.000564569j 0.000107076+0.00197311j 0.00238939+0.000225938j 0.00268007+0.00280658j -0.00012173-0.00105778j 0.00324673-0.00277727j -0.00130659+0.00618728j 0.00363713-0.00122076j -0.0012357-0.00140597j -0.0019304+0.00422834j -0.0069937+0.00451673j 0.00635124-0.00306621j 0.00644933-0.00247245j 0.00147837+0.000406113j 0.00842257+0.0049619j 0.00365899+0.00290034j -0.00208129-0.00280336j 0.000114847-0.007149j -0.00398479+0.00128056j 0.00755851+0.00146036j -0.00255847+0.00512069j 0.00837503+0.00745657j 0.00240624-0.0182233j 0.00134671-0.00607757j -0.00632327+0.00102048j 2.03372e-05-0.00320419j -0.000798283+9.0678e-05j -0.00171818+0.00089605j -0.00287342+0.0103906j 0.0019432-7.2185e-05j 0.00445683+0.00478877j 0.00601288+0.00624689j -0.000770046-0.00476206j -0.00817687+0.00171495j -0.0041092+0.00527156j 0.00589294+0.00938406j -0.0106925-0.0113344j -0.00432007+0.00341661j -0.00276542+0.00502512j -0.00551336-0.0067858j -0.00649355+0.00782773j 0.00243784-0.00600179j -0.00333502+0.00645238j -0.000606969-0.00428179j -0.00224601+0.00287743j -0.000904251+0.00335206j 7.87734e-05+0.000858236j 0.00854277-0.00489577j -0.00638095+0.00315882j -0.00477491+0.00319162j -0.00636463+0.0030323j -0.003656-0.00021441j -0.000557995-0.00517878j -0.00022245-0.00297855j -0.00317913+0.00548219j 0.00104611-0.00271165j -0.0038914+3.7702e-05j -0.00291395-0.00526125j 0.0012353-0.00230017j 0.00130809+0.000987655j -0.00110358+0.0010917j -0.00141627+0.00257102j 0.00175947+0.000317851j -0.00219204-0.00264909j -0.00528364+0.000780532j -0.00175522-0.00365491j 0.00185321-0.00253735j 0.00102407-0.00383691j 0.00060055+0.000926999j -0.000450372+2.95632e-05j -0.001077-0.00365623j -0.00125856-0.000265819j -0.0018614-0.00192712j -0.00142479-0.000767644j -0.000532708+0.00105949j -0.00140508-0.000658795j 0.000482306+0.00295451j -0.00133212-0.00235586j -0.00070715-0.00363799j -0.0015215+0.00246374j 0.000971033-0.000328832j 0.000529696-0.000263921j -0.00141285+0.00235944j 0.00166687-3.86932e-05j -0.00423954-0.000879563j -0.000437202-0.000699831j 0.000649758-0.000296123j -0.000328032-0.00165341j -0.000382596+0.00116681j 0.00034946+0.00025628j 
-0.00325467-0.00367774j 0.00106001-0.00013513j 0.00117649+0.00219744j 0.00148935+0.000511479j 0.00178133-0.000474938j -0.00210177-0.00295655j 0.00257212-5.01314e-05j 0.00230837-0.00253319j -0.00212061-0.0017632j 0.00201985-0.00104924j -0.00131761-0.000917083j -0.0044096+0.00364433j -0.00382336-0.00411585j -0.00051268+0.00238772j 0.00500458-0.00484711j 0.000717295-0.0114514j -0.00183215-0.00941286j 0.00107622+0.00439007j -0.0070714-0.00360696j -0.000221117-0.00483149j -0.000880472+0.00151912j 0.00313404-0.000844459j 0.00809527+0.00496561j -0.00475465-0.0017864j -0.00547235-0.00269606j -0.000875175+0.000298285j 0.00538139+0.0091854j 0.00387709-0.0103266j -0.00172838+0.00996177j -0.0046686-0.00256861j 0.00261281-0.00178637j 0.005718+0.0028207j 0.00303155-0.000218889j 0.00202734-0.00193817j -0.00364443+0.000767706j 0.00103863+0.00255388j 0.000842488+0.00550673j 0.00662344-0.00251965j -0.00301048+0.00414627j 0.00665632+0.0055923j 0.00434987+0.00337581j -0.00689997-0.000703558j 0.00634351+0.00663639j -0.00596922-0.00372256j 0.00141365-0.00654256j -0.00226613+0.00142779j -0.000632574+0.000540542j 0.00829378+0.00327361j 0.000135024+0.000868217j -0.00137529-0.00342585j -4.88343e-05+0.0109267j 0.00322785+0.00957827j 0.00613008+0.0102241j 0.00146442+0.00472526j -0.00246936+0.000842261j 0.00467186-0.00407443j 0.00471233+0.0029344j -0.00400594+0.000585782j 0.000222427-0.00163179j -0.00166525-0.00177997j 0.000987374-0.00216337j -0.001871-0.00262931j 0.000472102+0.00214618j 0.00329489+0.00142977j 0.000183586-0.0058619j 0.00209795+0.00246701j 0.00117805+0.00103009j -0.00017154-0.00264362j 9.37126e-05+0.00381123j 0.000409525+4.59333e-05j -0.00126477-0.00193675j -0.00105952+9.83634e-05j -0.00291356-0.000889313j 0.000764452-0.000612946j 0.000110964-0.000544218j -9.05126e-05+0.00236445j 0.00420928-0.00141539j -0.00175146-0.00219323j 0.00183503-0.00323198j -0.00287139-0.000177255j -0.000886131+0.00101333j 0.00270351+0.00311068j 0.00103329-0.00455136j 0.00216019+0.00190068j -0.00189718+0.00152043j -0.000473356+0.00142376j -0.000594859+0.00391521j -0.000628219-0.000867777j 0.000932107-4.38082e-05j -0.00159266-6.72204e-05j 0.000428104-0.00165733j -0.000530988-0.00310882j 
0.000295026-0.00254746j -0.000345176+0.000705421j -0.0011022+0.00202305j 0.00215042+0.00210589j -0.00417024+0.00544551j 0.000772182+0.00170405j 0.00292358-0.00252817j -0.00575368+0.00118017j -0.00239838+0.000457358j 0.00321852+0.00142469j 0.00361857-0.00325908j -0.00186518+0.00290079j 0.000951621+0.00483589j -0.000860308-0.00160723j -0.0104283+0.0105304j -0.0021585-0.0046789j 0.00166719-0.00821332j -0.00791174+2.52236e-05j -0.00738146+0.00121134j -0.00698198-0.00622628j 0.00197587+0.00371021j 0.00195399+0.002982j 0.00140004+0.00224926j -0.00141304-0.00928206j -0.00209071-0.000844574j -0.00193879+0.00455195j -0.000451716+0.00115132j -0.00502143+0.00125362j -0.00450748-0.000191709j 0.00691904+0.00296334j 0.000252078+0.00223463j -2.29609e-05+0.000181615j -0.00282844-0.000368595j 0.000813738-0.000674593j 0.00231751+0.00230589j 0.00438105+0.0058554j 0.000964539-0.00433222j 0.0020932+0.002271j 0.00236728-0.00091581j 0.00169288+0.00321953j -0.0081394-0.00464954j -0.00456846+0.00116008j 0.00771102+0.00509192j 0.00168954-0.000646095j -0.00106754-0.00288851j 0.00148266+0.00331688j 0.00620795-0.000392298j 0.00320303+0.0041895j -0.0016899+0.00210209j 0.000943203-0.00256077j -0.00430586+0.00250809j -0.00293891+0.00710519j 0.00316954-8.6745e-05j -0.00318668-0.00116182j -0.000798188+0.000427762j -0.00370094-0.00283086j 0.00271528-0.00653275j -0.000442507-0.000289292j 0.00295245+0.00205651j -0.00662916+0.00325815j 0.000560391-0.00164497j 0.00123231-0.00340765j 0.00377139-0.00160424j 0.0044763-0.000555969j 0.00470333+0.00160232j 0.00553142-4.1874e-06j -0.00116539-0.000880794j 0.000532852+0.00146306j 0.000161033+0.00350422j -0.0017003-0.000412809j 0.000459388-0.00100914j 0.000507519-0.00208032j -0.0045518+0.00104395j -0.000107721+0.00298772j 0.000937612+0.00395605j 0.000464734-0.00413932j -0.00796775+0.00174582j 0.00236426-1.15329e-05j 0.00656174+0.000140335j 0.00382398+0.000183451j -0.000152568-0.000142204j -0.000656837-0.000181408j -0.000257597+0.00102059j -0.00243378-0.0018884j 0.00166121+0.00100379j -0.00164373-0.00284451j 0.00056839+0.00316584j -0.00130824+0.00281321j -0.000357615+0.000544382j -0.000588342-0.00351168j 0.000265067+0.00219528j -0.000637452+0.000342165j 
0.000109959-0.00119173j 0.00128855+0.000485481j 0.00171228+0.00206064j 0.00150768+0.00133396j -0.0026332+0.000212505j -0.000684048+0.00204813j 0.00187404+0.00309214j -0.00152986-0.00312286j -0.00100025-0.0101143j -0.00228196+0.00179845j 0.000336018-0.000144107j -0.00130675-0.00192859j -0.00110437-0.00496054j -0.00471278-0.000569113j -0.000140548+0.00742205j 0.00676743+0.0042073j -0.000607393-0.00832994j 0.00220881-0.00805993j 0.00426007-0.0141153j 0.0070246+0.00042657j -0.00439321-0.0118535j 0.000250253-0.00245611j 0.0016302-0.00229247j 0.00263915+0.00517953j -0.00551919+0.0105588j -0.00770449-0.0102596j 0.00019038+0.00605915j 0.00779634+0.00191103j -0.00127587-0.00146632j -0.00284487+9.14083e-05j -0.00255967-0.00285611j -0.00100252+0.00639379j -0.00311035+0.00926973j 0.000149434-0.00305426j -0.00372804+0.00361029j -0.00252816+0.00731045j -0.000428635-0.000672048j -0.000370203-0.00522513j -9.91723e-05+0.014076j -0.0044119-0.00200546j 0.0030307-0.00156324j 0.00277114+0.00129579j -0.000847166+0.00609265j 0.00474913-0.0027969j -8.57665e-05+0.000259757j 0.00164835+0.00169526j 0.000780759+0.00222783j -0.00607865+0.00411357j -0.0063375+0.0080598j 0.00187915-0.00323783j -0.00407293+0.00130843j -0.0060747-0.00226223j -0.00378294-2.21966e-05j 0.00298508-0.00500475j 0.0014579-0.000259588j 0.00468123-0.0011271j 0.000370269+0.0017359j 0.000265477-0.00441297j 0.00458047-0.00415963j 0.00128042-0.0124932j 0.00188173-0.00678203j 0.00315122-0.0017557j -1.81639e-05+0.00169036j -0.00152773+0.00517035j 0.00177683-0.00241509j -0.000827244-8.4465e-05j -0.00221552+0.0028j -0.00300377-0.00495307j 0.000103123+0.0012074j -0.000856922-0.000827591j 0.00129724-0.000761883j -0.000705781+0.000657617j 0.00119288-0.0118208j 0.00223951-0.00255673j -0.0014458-0.00214877j -0.000851236+0.00369236j -0.000743141+0.00156916j -0.0016057+0.000433531j 0.0008979+0.000515495j -0.00171779-0.00122791j -0.000829936-0.00178656j -0.00208998+0.00347452j 0.000501941-0.000152567j 0.000973979-0.000301128j -1.56359e-05+0.00180944j 0.000297791-0.0007492j -0.00324386-0.00128158j -0.00162856-0.00101339j -0.00034798+0.000859113j -0.00106261-0.00228377j 0.000177915-0.000461451j -0.000398679-0.00187246j 
0.00392835+0.00385221j 0.00178625+0.000568404j -0.00423343-0.00439037j 0.0004553+0.000119555j -0.00207757-0.00222288j 0.00128545-0.00298774j -0.00279496+0.0027773j -0.00383247+0.00281389j 0.000153452+0.000655857j -0.00523358-0.00204858j 0.00187041+0.00229886j 0.00233006+0.00461044j 0.00399742+0.0096225j 0.00674163-0.00172882j -0.00342929-0.00103323j -0.00732219-0.00821003j 0.00926165-0.0109691j -0.00829204-0.00207171j -0.00525337-0.00393432j 0.00387262-0.00435499j 0.0108604+0.00885536j -0.00198656+0.00309881j -0.000383404+0.00833072j 0.00303174-0.00262272j 0.0097538+0.00461632j 0.00160049+0.00540941j -0.000362919+0.00511792j 0.00370237-0.0077969j 0.00588477+0.00184437j 0.00979524+0.00433171j 0.00335512-0.00206019j 0.0001922+0.00370025j -0.00108194-0.00239695j 0.0048946-0.00812638j -0.000966752+0.00277367j 0.00136137+0.00588881j 0.00483119+0.00260045j 0.000168106-0.00677352j -0.0027117+0.00256748j -0.00295902+0.00318977j -0.00307016-0.00262689j 0.00129659+0.00528754j -0.00621594+0.000764211j 0.00789814-0.00215318j -0.00124917-0.00756262j -0.00183522+0.0014194j -0.00318756-0.00612059j -0.00524082+0.00205269j 0.000286125-0.000432579j 0.004779-0.00238102j -0.00889569+0.0058178j -0.0100852+0.00400746j -0.0078716+0.00862357j -0.00357557-0.000970225j -4.8031e-05+0.000464857j 0.00172211-0.000974272j -0.00305933-0.00068368j 0.000493551+0.00283328j -0.000178027-0.000248643j 0.00216988+0.00344918j -0.000638922+0.00463556j -3.45526e-05-0.00190204j 0.00348577+0.00198694j 0.00233557-0.00096426j 0.00242035-0.00575152j -0.00229484+0.00280547j -0.0022196-8.14883e-05j 0.00154645+0.0029603j -0.00452742+0.00624243j -0.000869286+0.000237759j 0.00307609-0.00126471j -0.00168015-0.00367716j -0.000596505-0.00155357j 0.00117871+0.000380169j -0.00235428-0.00165671j -0.000177745+0.000662304j -0.000356063-0.000402199j -0.0021233+0.000402272j 0.00321619-0.000225804j -0.00079908+0.00337279j -0.00107765+0.00149087j -0.00117609-0.00129749j 0.00123796-0.00174445j -0.0023966-0.00114173j 0.00319994+0.000120444j -0.00269598-0.00039938j -0.00179915+0.00246774j -4.41815e-05-0.000473783j -0.000366608-0.00018409j 0.00203119+0.000313131j -0.00103446-0.0001753j 0.00100227+0.00141725j 
0.00133455-0.00240393j -0.00153805-0.00350837j -0.000474825-0.00276026j -0.000658422-0.00345454j 0.00139596+0.00140723j 0.00216733+0.000595304j 0.00224064+0.00230694j -0.00137705-0.00201642j 1.45271e-05+0.014669j -0.00405932+0.000112384j -0.00162698+0.00168228j 0.00273106-0.000398001j -0.00242761+0.00988841j 0.00119413-0.00359729j 0.00512063+0.00360785j -0.00183922+0.000169616j -0.00316694+0.00345486j 0.00671959-0.00468001j 0.00823131-0.00312622j 0.00252597-0.00431026j -0.00105264+0.00513047j -0.00111244-0.000531941j -0.00833341-0.00569206j 0.00822438-0.00956128j 0.00494314-0.00365308j 0.00210064+0.008684j 0.00196852-0.00490031j 0.00122811+0.00101296j 0.0074237-0.00910826j 0.00569157-0.00705562j -0.00465541+0.00976872j -0.00151697+0.00390968j -0.00127786+0.00211719j 0.000353183+0.0021229j 0.000624522-0.00134878j -0.00827678+0.00381939j -0.00151737-0.00782392j 0.00789024-0.00274076j -0.0116652-0.00104015j -0.00878862-0.000149418j -0.00540786-0.00262046j 0.00244335+0.00227805j -0.00253892+0.000971753j 0.00344115-0.000887668j 0.00241368-0.00213207j -0.00272797+0.00044307j -0.000273029-0.000416947j 0.000331216-0.00153809j -0.00484279+0.00343594j 0.000684744+9.32183e-05j -0.00735555-0.0024926j -0.00389399+0.00494434j -0.0025753-0.00464717j 0.00158545-0.00256243j 0.00222014+0.00296915j -0.00209744-0.00544539j 0.00063409-0.00512377j -0.000137226+0.00283524j 0.000878765+0.00113369j -0.000856072+0.00659148j 0.00203057-0.00113449j 0.00446589-0.00510075j -0.000259909-0.00464849j 0.000385183-0.00280429j 0.00280767-0.000363593j -0.00201375-0.0055234j -0.00337676-0.00324561j -0.001802+7.91972e-05j -0.000433047-0.00161721j -0.000669441+0.00185287j -0.00251541-0.00180723j 0.000254142-0.000935731j 0.00409017+0.00462852j 0.000383327+0.00341224j 0.0028323+0.00346696j -0.00421814-0.000836966j -0.00218207+0.00329303j -0.000439638+0.00118345j 0.000258787+0.00137135j 0.00585896-0.00113203j -0.00181492-0.000904765j 0.000444806-0.00497979j 0.00068777+0.00283802j 0.000891483-0.00385924j 0.00111251-0.000962592j 0.00138822+0.0022304j -0.00117076+0.00205752j 0.00193063+0.00319592j -0.00188025+0.000374106j -0.000396085+0.000572433j 0.00275593+0.000659015j -0.00176143+0.00175567j 
