-0.00810938-0.00377109j -0.00301526+0.00788226j 0.00679087-0.0024074j -0.00309983-0.00676448j -0.00156348+0.00148292j -0.00131586+0.000291943j 0.00285783+0.0046499j -0.0058514+0.0014453j -0.000544248-0.00381216j -0.00262226-0.00144439j 0.00213957-0.000465721j -0.000955723+0.00464929j -0.00521196-0.000174526j 0.00100222-0.00334552j 0.00469733-0.00263717j -0.00158666-0.000532311j 0.000834803-0.000976448j -0.000623831-0.00160474j 0.000820058-0.00364331j 0.00073752+0.000549074j -0.00417918-0.00010775j -0.00173905-0.00479844j -0.000599898-0.000812955j -0.00350392+0.0021522j -0.000389014+0.00183933j 0.000782138+0.00364698j 0.000576337+0.00105827j -0.000775158+0.00330765j -0.00206836-0.00130278j 0.000826545-0.000573759j -0.00483708-0.00080164j 0.00393888-0.000359717j 0.000252747+0.00202693j -0.0014097-0.00264541j -0.00301304-0.00174847j 0.00331229-0.000145731j 0.00173956-7.90989e-05j -0.0054662-0.00147543j 0.00049646+0.00092702j 0.00316751+0.00331474j -0.00924445+0.000306942j 0.00325507-0.00933121j -0.00334775+0.000383924j 0.00248008+0.00554963j 0.00066984+0.000403894j -0.00389104-0.00622299j 0.00209255-0.00315203j -0.00328478+0.00619447j 0.0106233+0.00124612j -0.00358075+0.00734149j -0.00967275+0.0108123j -0.0106943-0.0109447j 
0.000735173-0.00195646j 0.00292963+0.000788671j -0.00761653-0.000544183j -0.00668666+0.00168153j 0.00011792+0.00124699j 0.00726179-0.00600122j -0.00637289+0.00222515j 0.000653671-0.00219004j 0.00311712+0.00276807j 0.00333419+0.0131048j -0.00304112+0.00821022j -0.00569213+0.00251697j 0.0015913+0.00107295j -0.00020202-0.00177822j 0.00593864+0.000906894j -0.00760002+0.00709323j -0.00156819+0.0010741j -0.00105366-0.00160034j 0.00596603+3.55964e-05j -0.00052629-8.50242e-05j 0.00291884+0.00309281j 0.00238813+0.00138491j 0.00805218-0.00245593j -0.00207669+0.00235413j -0.00204171+0.00294332j 0.00336926-0.00354904j -0.00128097+0.00399071j 0.00387804-0.00428654j -0.00444945+0.000821927j 0.00435293-0.00364911j 0.00576874-0.00310008j -0.00189713+0.0003974j 0.00260905-0.00332708j 0.00493493-0.000236984j 0.00204672-0.00147345j 0.00586838-0.00204863j -0.00248352+0.000795481j -0.00213775+0.00252536j 0.00398207+0.00291701j -0.00477167-0.000254619j -0.00422772+0.00111287j 0.0041071-0.00185542j 0.000280237+0.000954097j -0.003665+0.00150486j -0.00205783-0.00286125j 0.00189151-0.000639647j 0.0004477+0.00227579j 0.00216626+0.00185499j 3.45009e-05+0.00164974j -0.000805381-0.000413741j 0.000910431+0.00140423j 0.00258765-0.00209315j 
-0.00683127-0.00272254j -0.00119563+0.00136971j -0.00404708-0.000975734j 0.000290726-0.000698126j 0.0106338+0.003784j 0.00260559+0.00394677j -0.00331021-0.00317851j -0.000638286+0.00717562j 0.0115396+0.00271228j 0.012161+0.0126153j 0.00492427-0.00822352j 4.48982e-05-0.000247494j -0.00910437+0.00901254j 0.00192957+0.00120931j 0.000496229+0.000311651j 0.00628865-0.00192178j 0.00145224+8.40885e-05j -0.00124759-0.00152034j 0.000931209+0.00476116j 0.000886964+0.00835025j 0.000138692+0.00344376j -0.003212-0.00395068j -0.00283852+0.00451205j 0.00383136-0.00159259j -0.00237256-0.00151697j -0.00192981+0.00156338j -0.000919709-0.00104036j 0.00173228+0.00249857j 0.00331724-0.00354208j 0.00197547+0.00632864j -0.00181314+0.00506984j 0.000240054+0.000634319j -0.00298229-0.00196j 0.000260821+0.00376782j 0.00202776+0.00207551j -0.00249776-0.000399387j 0.00123207-0.00145735j 0.000150135-0.00193488j 0.00212987-0.000170014j -0.00176643-0.00273194j 0.00215568+0.0011858j 0.000183946+0.00243043j -0.000406949+0.000342449j 0.00232317-0.000917604j -0.00188208-0.00176238j -0.00244249+0.000842684j 0.000470052-0.00138632j -0.000456391+0.000740504j -0.00105847-0.00162561j 0.00114446+0.00225811j -0.000203462-0.00107595j -0.00280174+0.000162792j 
-0.00241208-0.00166844j 0.00276158+0.000639609j -0.00131765+0.000883065j 0.000331791+0.00199326j -0.00194454+0.00352875j 0.000196828+0.00345696j 0.000460957-0.00745751j 0.00261584-0.000187489j 0.00233921+0.00966376j 0.00369187+0.00859043j 0.00231618-0.00284534j -0.00133553-0.00445608j -0.000988587-0.00962869j 0.00250196+0.00623654j -0.00792373+0.000559176j 0.00280103+0.00471859j -0.000173636-0.00095985j 0.00026357-0.00101804j -0.000703786-0.00484821j -0.000644546+0.00321294j -0.00053132-0.00540931j 0.00320998-0.000384865j 0.00190708-0.00312313j 0.000194884+0.0032602j -0.00262062-0.00324969j -0.004522+0.00712877j 0.000115229-0.000168712j -0.00429566+3.25367e-06j 0.00153826+0.00472498j -0.00313837-0.00403269j -0.00357686+0.000402168j 0.00227003+0.00029242j -0.00370731+0.00058716j -0.00056959-0.0027712j -0.00271669-0.000875531j -0.00311466-0.00183658j -0.000210449-0.00116333j 0.000727786+0.00165891j -0.0010957-0.000203656j 0.000614923+0.00162119j 0.000796546+0.000429993j -0.00116053+0.00134585j 0.00176824-0.00106649j 0.00225018+0.000473301j -1.88365e-05+0.000571187j 0.000955029+0.00140949j -0.000301266-0.000465843j -0.000467797+0.00122443j -0.000369902+0.000985014j -0.000672477-0.000518616j 0.00144941+0.000353347j -0.00176051-0.00107692j 
-0.000109751+0.00121385j 0.0041997-0.000707413j 0.000981206-3.01036e-05j 0.00691818-0.00333343j -0.00453295+0.00217398j -9.91795e-05+0.0024612j -0.00124628-0.00390678j 2.24988e-05-0.00366319j 0.00704539+0.000582776j -0.012759+0.00499742j -0.00360905+0.00123428j 0.0012469-0.0066939j 0.000783185-0.00378808j 6.24553e-05+0.00198002j 0.00131482-0.00463687j -0.00263745+0.00320663j 0.000962178-0.00142541j 0.00300477-0.00120073j -0.00204776-0.00238453j 0.00344432-0.00194531j 0.00589761-0.00191418j 0.00241955+0.00437529j 0.000141753+0.000318697j -0.00475974+0.00281926j 0.00301611-0.00397443j 0.00153512-0.000908896j 0.000332649+0.00206916j 0.00058375-0.00149147j -0.00827529+0.00191842j 0.00512819-0.00556581j 0.00261805+0.000512297j -0.00150117+0.000928618j -0.00245195-0.00232081j 0.0006153-0.000802125j 0.000106949-0.00262516j 0.000377857+0.00075094j -0.00166852+0.00351238j -0.00157914-0.000998925j -0.00126054-0.000266789j 0.00139836+0.00188824j -0.00240658-0.00156929j 0.00349269+0.000528136j -0.00316539+0.000296526j -0.00040247+0.00153357j 0.00080944-0.000950806j 0.00123182+0.00152834j 0.00261898-6.78908e-05j -0.00146474+6.36296e-05j -0.00578157-0.0024885j 0.000752741-0.00205281j -0.000682173+6.59639e-05j -0.000154106-0.000403914j 
-0.00339283-0.00308656j -0.00214757-0.00200715j 0.00347536+0.00266047j -0.000940386-0.00131539j 0.00390848+0.00195794j -0.00577766-0.00170846j 0.00128416-0.00135392j 0.00591272+0.000121007j -0.00104128-0.00860052j 0.00334068+0.00228873j 0.000568345-0.00127303j 0.00761677+0.0039347j 0.0126695+0.00241362j -0.00378262-0.00546188j -0.00268344-0.00498731j -0.00560756-0.000578521j 0.00422022-2.55227e-05j -0.000253673-0.00462605j 0.00670261+0.000631231j 0.0041719-0.000755271j 0.00772055-0.00106286j -0.000746345-0.00363463j 0.0017208-0.00366668j -0.0040162+0.00169402j 0.00440131+0.00193251j -0.00497763-0.00120459j -0.00275983+0.000304783j 0.000790087+0.000507202j -0.00580839+0.00332882j 0.00913099-0.00237915j 0.00202489-0.00181126j 0.000563512+0.00139063j -0.0011108+0.00153694j 0.00387359-0.000664922j 0.00312707-0.000966496j -0.00316045-0.00254702j -0.00450593-0.000318078j -0.00151494+0.000185327j -0.000268465-0.000550179j -0.000672191+0.00174485j -0.000254601+0.00179656j 0.00126435-0.00145895j -0.000770338+0.00146346j 0.00175595+0.00194664j 0.000492197-0.00014053j 0.000657805+0.000331229j 0.000255364-0.00221501j 0.00050593+0.00112733j -0.00114338+0.00194005j -0.00145739-0.000254881j 0.00097762-0.00133976j -0.000948063-0.000955424j 
-0.00164634+0.00241985j -0.00168244-0.0024932j 0.00370885-0.00495344j -0.00146141-0.00339745j 0.00331421+0.00458558j -0.00326003+0.00346844j 0.00609027-0.00332735j 0.0050615+0.00159031j -0.00470259-0.00174336j -0.00321083-0.00092836j -0.000454006-0.00699571j -0.00130347+0.00659472j 0.00567493+0.00354677j 0.00115908+0.00257566j -0.00476127+0.00166948j -0.00443403-0.00224532j 8.21445e-05+0.00276578j 0.00267322+0.00235279j 0.000136129+0.00734693j 0.00211998+0.00638435j 0.00528375+0.00286009j -0.002495+0.000617208j 0.000476569+0.00615946j -0.00338912-0.00452415j 0.000819867+0.00226305j -0.00225482+0.00316728j -0.00272573-0.000963081j 0.00253665+0.00154291j -0.000854338-0.00559912j 0.000223593+0.00646051j -7.94104e-05+0.0028793j -0.00100157-0.000147275j 0.00235928-0.000658976j 0.00140004+0.00321568j -0.00349715+0.00199369j 0.000622976+0.000397395j -0.0017037-0.00198199j -0.000256183-0.000691002j -0.000934285-0.000306046j -0.00257527-0.00233092j -0.00238238-5.80215e-05j -0.000141116-0.00217831j 0.000771387-0.000922051j -0.000953247+6.31863e-06j -0.000976255+0.00182413j 0.00160481+0.00114911j -0.000727469+0.000275852j -0.00125809-0.00133396j -0.000527621-0.00234261j 0.00336042+0.00153812j -0.00202985-0.000524092j -0.00270239+0.00151066j 
-0.000273284+0.00112149j 0.00185345-0.00221961j 0.000638369+0.00260173j 0.00227647-0.00125521j -0.000684069+0.00128769j 0.00404258+0.00636338j 0.00449669+4.14931e-05j -0.000251364+0.00288351j -0.00374958-0.00593867j -0.00583622+0.00763733j -0.00417477-0.00155163j -0.00456435-0.00727712j 0.00324923-0.001529j 0.00308471+0.0126288j -0.00476479-0.00702578j -0.00482229+0.00312176j -0.00352529-0.00275352j 0.000176178+0.000730518j -8.07507e-05-0.00118106j -0.00188168+0.00249533j 0.00228978-0.00812387j 0.000538807+0.00550481j 0.00138455+0.0033776j -0.00276801+0.00402479j 0.00130727-0.00526484j -0.00267703+0.00440691j 0.00128313-0.0026176j 0.000849012-6.19702e-05j -0.0017522+0.00377872j 0.00361519-0.0105528j 0.00326582-0.00246132j -0.000969436+0.000851284j 0.000361306-0.000716783j -4.06813e-05-0.00188891j -0.00351757-0.00460288j 0.00289398+0.00269601j -0.000260204+0.0032691j -0.00138528+0.00054453j -0.00163797-0.00207128j -0.00227616-0.00060632j -0.00368764-0.000709687j 0.00364588-0.00495632j -1.56896e-05+8.05058e-05j -0.00200059+0.00315943j -0.00129283+0.000121805j 0.000436195+0.00283227j 0.000456428-0.00251001j -0.000453832+0.00048207j -0.00313546+0.000392793j 0.00109001-0.00122889j 0.000138123+0.000194452j -0.00064184-0.000135998j 
-0.00443295-0.00033508j 0.00130067+0.000480838j 0.00463886-0.00531321j 0.00655001-0.00490643j -0.00113817+0.00669007j -0.00484923+0.00194176j -0.00281-0.0127239j 0.00745827-0.00632122j 0.00125606+0.0056842j -0.0105289+0.00664253j 0.00149185+0.00217667j 0.00200957-0.00329217j 0.00558067-0.00867542j -0.00360219-0.0019651j -0.00416576+0.000242944j -0.00513122+0.00407702j 0.0029919-0.00189114j -0.000996594-0.00317559j -0.00141945-0.00316808j 0.00209294-0.00460181j 0.00783878+0.00252809j -0.00132936-0.00142457j 0.00149954-0.00116354j -0.00346111-0.000572481j 0.00509784-0.0031003j 0.000319834+0.002924j -0.00525035+0.00604894j 0.00206306-0.000103746j -0.00642877+0.00669326j 0.00352188-0.000963861j -0.00310375-0.000181836j -0.00176037+0.000758308j -0.00144531+7.90687e-05j -0.000243487-0.000185158j 0.000981109+0.00163713j -0.000965885+0.000327803j -0.00155379+0.00298139j -0.00271884-0.00212807j -0.00440995+0.00307974j 0.00264856+0.00135471j -0.00117526-0.000333798j 0.000738155+0.00377468j -0.000817998+0.00186432j 0.00152804+1.33421e-05j 0.00165622-0.00100019j 0.00341536+0.00196772j -0.000501466+0.000984531j -0.00194795+0.0015071j -0.00347085-0.00287105j 0.00217269+0.00223257j -0.000852934-0.00225469j 0.00048125+0.00147408j 
-0.00184476+9.80921e-05j -0.00190009+0.00425637j -0.000506362+0.000281827j 0.00334379+0.00314204j 0.00171147+0.0111655j -0.00648447+0.00185912j -0.00125159+0.0125445j -0.00308153-0.00309398j -0.00373085+0.00181255j 0.00253914+0.00874007j 0.0024384+0.0094398j 0.000495935-0.00192511j -0.000760225-0.00391791j 0.000611761+0.00752418j -0.00188004-0.000801671j 0.00373144+0.00604894j 0.00217324-0.0028698j 0.000162307-0.00288847j -0.000490345+0.00811433j -0.00138819+0.00130201j -0.000664673+0.00406685j -0.00220816-0.00484727j -0.00256703+0.00012452j 0.00157646+0.0052867j 0.00170987-0.00152237j 0.00257025-0.00712122j 0.00243701-0.00330495j -0.000638371+8.53976e-05j 0.00314013-0.00104209j -0.00168233+0.0009304j -0.00105118-0.000817041j 0.00260961+0.000240122j 0.00343011-0.00206025j 7.16564e-06+0.00280016j 0.00100781-0.000597359j -0.00239701-0.00419676j 0.00244681+0.00287723j -0.000737166-0.00238807j 0.000774235-0.0017818j 0.00326352-0.0026828j -0.000110424+0.00341132j -0.000763835-0.00832785j 0.000983585+0.00401036j 0.00282411+0.00200821j -0.000579359-0.000114741j 0.00230747-0.00575632j 0.00241376-0.000578813j 0.0037559-0.00305463j 0.00021509-0.00266126j 0.00299197-0.000379372j -0.00462136-0.000600398j 0.00328857-0.00306921j 
-0.00368827-0.00047261j -0.00812255+0.00440182j 0.00187728+0.00399161j 0.00210783-0.000918627j 0.00695575-0.0141492j 0.00210632-0.000180828j -0.000765806+0.000287523j 0.00146156-0.00107788j -0.0109139-0.000152325j 0.00785573-0.00722585j -0.000484478-0.00194677j 0.00661264+0.00185884j 0.00451202+0.000205152j 0.00340422-0.00620174j -0.00558863-0.000144545j 0.00126593-0.000125254j -0.00215933-0.000622799j -0.00178078+0.00340864j 0.00345044-0.0047742j 0.00294449+0.000153136j -0.00587041-0.00216342j -0.00293751+0.0012877j -0.00133434+0.000807331j 0.000519347+0.000634234j -0.0017397-0.00337748j 0.00404921+0.00182407j -0.001202+0.00105517j 0.00321923-0.000542682j 0.00172332+0.00206157j -0.000963771-0.00390007j -0.00195747-0.00250876j -0.000401608+0.00171338j -0.00184862+0.00155738j 0.00220883-0.00190277j 0.00200688-0.00162396j 0.00143523+0.000621319j 0.00213743-0.000503508j -0.00427796+0.000137863j 9.95014e-05+0.000802405j -0.0016358+0.00146059j 0.00242218+0.00109762j -0.00512861+2.12538e-05j 0.00125645+0.000341055j 0.00332285+0.000587433j -0.000961867+0.00170679j -0.00130548+0.00250705j -0.00418475-0.00158984j -0.00039397+0.00134504j -0.00219188+0.00208618j 0.00218287-0.00108613j -0.00181501-0.00218918j 0.00236542+0.000757771j 
0.00821292-0.00495169j -0.00598407+0.00255062j -0.00280991-0.0092939j -0.00719819+0.000449046j -0.00181938+0.000422467j 0.00542642+0.00930826j 0.00143702-0.00588717j -0.0123925+0.000386637j -0.00546832+0.0119047j -0.0156362+0.0118311j -0.00185912+0.00395854j 0.00467678-0.0080757j -0.00871522-0.0108792j -0.00177971+0.000823213j 0.00553184+0.00605394j 0.00121135+0.0043387j -0.00142652+0.000675849j 0.00161285+1.29195e-05j -0.00330221+0.000264546j -0.0038478-0.00150629j -0.0032868-0.00666936j 0.00195399-0.00102191j -0.00461038+0.00196528j -4.22539e-05+0.00361534j 0.000654264-0.00466181j 0.00175493+0.00135958j 0.00112248+0.000564264j 0.00449618-0.000716984j 0.00032597+0.00329702j -0.00199433-0.00169773j 0.0026492-0.000327153j -0.00145989-0.00139864j 0.00241904+0.000885537j -0.000137712-0.000641318j 0.00288078+0.0031651j 0.00227659+0.0014877j 0.000426029+0.000883912j -0.000107697+0.0021357j 0.00151245+0.00330893j -0.000115675-0.00424136j -0.000964843-0.00071865j -0.00157671+0.00060961j -0.000641024+0.000133091j -0.00324571+0.00104608j 0.00148869-0.00319206j -0.00499434-0.00266041j 0.00031+0.000500428j -0.000255448+0.000799232j 0.00277719+0.000828008j -0.000814893-0.000697783j -0.000471127+0.00044078j 0.00337434+0.000977271j 
-0.00354287+0.00282448j -0.00123711+0.00134686j -0.00456254-0.00147571j -0.00202271+0.00690999j 0.00335459-0.00796162j 0.00201986-0.00129193j -0.00911983-0.00530318j 0.00319968-0.00782078j -0.00118379+0.00717016j 0.00513764-0.00406189j -0.00153695+0.00186758j 0.00355485-0.000761613j 0.00244688-0.0069538j -0.0001903-0.00414124j 0.00189761+0.00433066j -0.00257557+0.00765644j -0.000819145-0.000570704j 5.13416e-05+0.00102175j 0.0012738-0.00623822j 0.0010094-0.00386042j -0.00358724-0.00133422j 0.000808985-0.0025638j 0.000494225-0.00120372j -0.000956108+0.00195725j -0.00151677-0.00110845j 0.00510046+0.00404133j -0.000671261+0.00284244j 0.00196214-0.00234105j 0.0021204+0.000910876j -5.13619e-05+0.00198277j 0.000579501+0.00115651j 0.000562649+0.000832858j 0.000303342+0.0017456j 0.00130651-0.00414498j 0.00550387+0.00147135j 0.000300089+0.000781369j -0.0017021+0.0015856j 0.00166893+0.00166178j 0.00137202+0.00155151j -0.00190127+0.00209475j 0.000724623-0.00112751j 0.00180955+0.00535436j -0.00248449-0.000903364j -0.000128525-0.000445213j -8.59911e-05-0.000583186j 0.000509649+0.00112319j -0.00282585+0.00174834j 0.000707292+0.00132798j 0.00124933-9.4614e-05j -0.00133387+0.00109838j 0.00148009-0.00115205j -0.00220256+0.00285051j 
0.00139907-0.00295878j -0.00281656+0.00158028j 0.00201285+0.00429843j 0.00714415-0.00988398j -0.00183867-0.00472661j 0.00276614-0.00417744j -0.0082352+0.00114331j -0.00138563+0.000151197j -0.00118066+0.000524663j 0.00195911+0.00430344j 0.00199483+0.00253512j -0.00562426-0.000882979j -0.00891482+0.00449965j -0.000623149-0.00578909j -0.00083892-0.000380956j 0.00456703-0.00188241j -0.00235078+0.00106575j -0.00192113+0.00354764j -0.006674-0.000359289j -0.00402407-0.00237529j -0.00814286-0.000508169j -0.000879231+0.000595595j 0.00049984-0.000801292j 0.00488133+0.00203854j -0.0050891-0.00313355j 0.00517589-0.00316466j 0.000383485+0.000560793j 0.00056948-0.00232233j 0.00472081+0.00393062j -0.00377513-0.0018113j -0.00248904-0.000672121j -0.00115207+0.00114869j 0.000130858+0.00354049j -0.00343445-0.000100733j 0.00289573-0.00161658j 0.00102486-0.0015j 0.00225842-0.00114249j -0.00173959+0.00230189j 0.000209436+0.00241326j 0.00297845+0.000771529j -2.51309e-05+0.00164135j -0.00406144+2.75819e-05j 0.000339328+0.000786906j 0.00506633-0.000142962j 0.00244677+0.000940799j 0.00112865+0.00108487j -0.00185923-0.0015452j -0.00271833+0.00289145j -0.00579233+0.00338641j -0.000288674-0.00303678j -0.00390466-0.00179792j 0.0044873-0.00275476j 
0.00158377-0.00713024j 0.00113922-0.00301124j 0.00253268-0.00186847j 0.000791639-0.00990545j 0.00214334+0.0084934j 0.00647359+0.0013838j 0.00186374-0.00585613j -0.00255263+0.00728455j 0.00744565+0.000776986j -0.00362152+0.016963j 0.00455672-0.00200438j -0.00848841+0.00133196j -0.00817983+0.00636369j 0.0077254+0.000929366j -0.000290687-0.00133853j 0.000433326-0.0033883j -0.00509053+0.00105775j 0.00266293+7.17586e-05j -0.00225177+0.00506955j -0.00330165+0.00420094j -0.000650873+0.00071192j 0.00345601+0.000190747j -0.00056505-0.000104401j 0.000103241-0.00128979j -0.00338289+0.000658953j -1.90132e-05+0.00131994j 8.00688e-05-0.000543731j -0.000732736+0.000622131j 0.000510286+0.00265835j -0.00141294-0.000178379j 0.000776475-0.00196067j -0.00180752+0.00113517j -2.04181e-05+0.000776513j -0.00253191+0.00345248j -0.00244412-0.000979816j 0.00244549+0.000354147j 0.000409993-0.00105574j -0.000535099-0.000661038j -0.00124591+0.00175093j 4.93722e-05-0.00359491j -0.00134034+0.00107719j 0.00153053+0.000129045j 0.000580838+9.55534e-05j -0.00106397+0.00041811j 0.00151217-0.00274149j -0.00106741+0.000728809j -0.000326643-0.00241595j -0.00191323+0.00299095j -0.000912825+0.00257881j -0.00298563+0.000350109j 0.00181039+0.000254817j 0.00112461-0.00142902j 
-0.00343119+0.00038697j -0.00598433+0.00654803j -0.00013033+0.00159841j 0.00430651+0.0018445j 0.00560775-0.00607053j -0.00379335+0.0092484j 0.0023536+0.00552219j -0.00438234-0.00123835j -0.0091071+0.0016327j -0.00201699-0.00382465j 0.00352134-0.00319778j 0.00783982-0.00570222j 0.00107221-0.00395155j -0.00340589+0.00894786j -0.00290727-0.00365027j 0.00622934+8.40233e-05j -0.000752372-0.00433429j -0.00259485+0.00373571j 0.000808972-0.000639132j -0.00548259+0.000398824j 0.00037272-0.00412109j -0.00566663+0.00249481j -0.0057238+0.00217856j -0.000630433+0.00065372j 0.00322496-0.00518542j -0.00112378+0.000382963j 0.000160421-0.000282988j -9.25507e-05-0.00168889j 0.0015554-6.1876e-05j 0.00438931-0.00413604j 0.000578547+0.00116879j -0.000472574-0.00169421j -0.000921754-0.00119644j 0.00285928-0.000191918j 0.00437633-0.00374046j -0.0026781+0.00168108j 0.00103985+0.000177063j -0.00202771-0.000847326j 0.00368526-0.000390446j 0.00244628-0.000410659j 0.00214283-0.000170353j -0.000804442-0.00108696j 0.000691792+0.00194795j 0.000946254+0.000298622j -0.000611549+0.000402995j -0.00215158-0.00119282j -0.000572764-0.00120998j -0.000122894-0.00192431j -0.00292075-0.00173654j 0.00300844-0.0017943j -0.00381553-0.000934231j 0.000841193-0.000784331j 
0.00135766-0.00423619j -0.00140546+0.00531621j 0.000823087-0.000310411j -0.000932204+0.00421151j 0.00162971-0.00399423j 0.00165866+0.00623724j 0.0138146-0.00679482j 0.00333515+0.00757683j -0.00919314+0.00802233j -0.00370359-0.00463283j 0.00164009-0.00112641j 0.00221907-0.00162007j 0.00602769-0.00338567j 0.00432205+0.00099599j -0.00195904-0.000740698j -0.00537107-0.00440443j -4.80591e-06-0.00210071j -0.000326755-3.4413e-05j 0.00905441-0.00332199j 0.00182599-0.000285058j -0.00303381+0.000930008j 0.00293585+0.00555451j 0.00356036+0.000369841j 0.000298519-0.00177918j -0.00215701+0.000606817j -0.00444759+0.00431284j -0.00447048+0.000811645j -0.00065345+0.00138431j -0.00252606-0.000459919j 0.000852807-0.000870538j 0.000614145-0.00129983j -0.00208085-0.00109753j -0.00297083-0.00144136j 0.00252345-0.00230952j 0.000328116+0.00204037j -0.000368493+0.00196822j 0.00033133-0.00227035j -0.000698274+0.00142501j -0.00246133-0.00081883j -0.0026412-0.00081673j 0.00293097-0.00119405j -0.00640723+0.00322618j 0.00107475-0.0039168j -0.00168441-0.000834973j 0.0029092+0.00122093j -0.00420484+0.00194j -0.00295433-0.00145123j -0.00357279-0.000939167j 0.00192852+0.000230538j -0.00271358-0.0012554j 0.00269811+0.0014501j -0.00149112+8.87048e-05j 
0.0044969-0.00804501j -0.00201228+0.00416003j 0.00417281-0.0012258j -0.00264833+0.000183198j -0.0171549+0.00174924j -0.00385599-0.00492146j 0.00466917+0.00304633j -0.00257518+0.00343865j -0.0043375+0.00714958j -0.018248-0.00157905j 0.000605073+0.00242721j 0.00365187-0.000563814j 0.00491312+0.0033085j -0.00625965+0.000336167j 0.00250562-0.00427283j -0.00480911-0.00424043j -9.93448e-06+0.00107556j 0.00489658-0.00149949j -0.00457558+0.000788801j -0.00510048+0.000760365j -0.00090102+0.011017j 0.00300188+0.00157459j -0.000273381-0.00158327j -0.00380945-0.00298193j 0.000132647+0.00525212j -0.00152354-0.00567512j 0.00293079+0.00137915j -0.00226401-0.000629837j -0.00101662-0.00398459j -0.000425882+0.00234648j 0.00125576+0.00134533j 0.000906802+0.001643j 0.0037646-0.00231377j -0.0029874+0.00137552j -0.000181397-0.00248507j 0.00228912-0.00376371j -0.00211696-0.00177185j 0.00364274+0.000621259j 0.00108356-0.00367426j 0.00210775-0.0014916j 0.00109641-0.000777352j 0.00203488+0.00169212j -9.64734e-05+0.00134372j -0.0018388-0.000549053j 0.00187676-0.00216703j -0.000659043+0.00111552j 0.000218435+0.00229488j 0.00233165+0.00172628j 0.00602543-0.000718411j -0.00150269+0.00193823j -0.00132385+0.000530425j 0.00255703-0.00373328j 
-0.00525839+0.00191531j -0.00450723+0.00977517j 0.00414365-0.00635724j -0.00609259-0.0107507j 0.0048297-0.00676306j 0.00047787+0.00330037j -0.000790516+0.00212318j 0.000449495-0.000913006j -0.00529585+0.00122353j 0.00485456-0.000340647j -0.000885251+0.000679782j 0.00425505-0.00230731j 0.00522849+0.00712091j -0.00250778+0.000336748j -0.000195863+0.00349174j 0.000546817-0.00366602j 0.000796061+0.00231219j -0.000707491+0.000194123j 0.00410268+0.00531407j 0.000512247-0.00164882j -0.000755097+0.00178638j -0.00513276+0.00312038j 0.00227858+0.0065255j 0.000821969-0.00296063j -0.00168678-0.000465278j -0.00132648-0.00419102j -0.000746387+0.000503716j 0.00309912-0.00288881j 0.00386512-0.00172558j -4.25231e-05+0.0027226j -2.79054e-05+0.00232199j 0.00107302-0.000109279j 0.00179033-0.0016713j 0.00183032+0.00141635j 0.00171394+0.00224938j 0.000588013+0.000795122j 2.34471e-05-0.00100193j -0.00138402+0.00284738j 0.000940872+0.00027234j 0.000565307-0.00414198j 0.00443456+0.00110582j -0.001878+0.00262223j 0.00251625+0.00135336j 0.000691365-0.00519307j 0.00152725-0.000345209j 0.00224315-0.00129079j -0.00359387+0.00345868j 0.00141201+0.00217026j -0.000711042+0.0045891j 0.00133269-0.00212319j -0.00585237+0.00558323j -0.00199113-0.00318535j 
-0.00012706+0.00384273j 0.00400033+0.00266626j 0.00406462+0.0115662j 0.0134938+9.88433e-05j -0.0108525-0.00845211j 0.00249225-0.00555588j 0.00277882+0.0057938j -0.00199207+0.0035992j 0.00280559+0.00120018j -0.00400101-0.0119169j -0.00103192-0.00178867j -0.00366583-0.00374988j -0.00628889+0.00370513j 0.00319109-0.00362174j -0.00238233+0.000695847j 0.00471588-0.00681267j -0.0047905-0.000948037j 0.00153127+0.00274007j -0.00489161-0.00447296j -0.00204482+0.00167862j -0.00490768+0.00868532j -0.00163234+0.000670918j 2.77203e-05+0.00225165j 0.00545258-0.00086953j -0.00164269+0.0010043j 0.00306214-0.00164338j -0.00114465-0.00310149j -0.00323502-0.000350522j -0.000150962-0.00171513j -0.000371089+0.000670216j -0.00264399-0.00232377j -0.000532608-0.000206531j 5.64375e-07+0.00320498j -0.00437206-0.00250767j -0.00255706-0.00621682j 0.000991548+0.000647259j 0.00173855-0.00148921j -0.00132511-0.0015114j -0.00226403-0.00310447j -0.000120866+0.00358756j -0.0014011-0.000451495j 0.000353452+0.00183046j 0.000524054+0.00068018j 0.00397076-0.00059226j -0.00045567+0.00418233j 0.00100345+0.00426876j -0.00154253-0.000927924j -0.002724-0.000901338j -0.00351815+0.00100027j -0.00100619-0.00127827j -0.000196237-0.00088471j 0.00132923+0.00113328j 
