-0.00810938-0.00377109j -0.00301526+0.00788226j 0.00679087-0.0024074j -0.00309983-0.00676448j -0.00156348+0.00148292j -0.00131586+0.000291943j 0.00285783+0.0046499j -0.0058514+0.0014453j -0.000544248-0.00381216j -0.00262226-0.00144439j 0.00213957-0.000465721j -0.000955723+0.00464929j -0.00521196-0.000174526j 0.00100222-0.00334552j 0.00469733-0.00263717j -0.00158666-0.000532311j 0.000834803-0.000976448j -0.000623831-0.00160474j 0.000820058-0.00364331j 0.00073752+0.000549074j -0.00417918-0.00010775j -0.00173905-0.00479844j -0.000599898-0.000812955j -0.00350392+0.0021522j -0.000389014+0.00183933j 0.000782138+0.00364698j 0.000576337+0.00105827j -0.000775158+0.00330765j -0.00206836-0.00130278j 0.000826545-0.000573759j -0.00483708-0.00080164j 0.00393888-0.000359717j 0.000252747+0.00202693j -0.0014097-0.00264541j -0.00301304-0.00174847j 0.00331229-0.000145731j 0.00173956-7.90989e-05j -0.0054662-0.00147543j 0.00049646+0.00092702j 0.00316751+0.00331474j -0.00924445+0.000306942j 0.00325507-0.00933121j -0.00334775+0.000383924j 0.00248008+0.00554963j 0.00066984+0.000403894j -0.00389104-0.00622299j 0.00209255-0.00315203j -0.00328478+0.00619447j 0.0106233+0.00124612j -0.00358075+0.00734149j -0.00967275+0.0108123j -0.0106943-0.0109447j 
-0.000171902+0.000385674j -0.000717529-0.00178539j -0.00330226-3.29987e-05j 0.000464527-0.00331214j 0.00119997-0.00615878j -0.00116877-0.0047103j 0.00230981-0.00275162j 0.00121663-0.00580338j 0.000664739-0.00377885j -0.00252872-0.000865902j 0.00438316+0.00380203j -0.000140661-0.00338388j -0.00408898+0.00291664j 0.00419437-0.00426469j -0.000156792-0.0102576j 0.00127449-0.00668552j 0.000261771-0.00264118j 0.00274131-0.00350562j -0.0100452-0.00215972j -0.00188407-0.00629253j 0.00274009+0.00117251j 0.00424647+0.00309907j -1.94767e-05+0.0037996j -0.00692864+0.000508264j 0.00430432-0.000464525j -0.00134744-0.000568799j 0.00523095-0.00452375j -0.00663183+0.00302239j 0.00127192+0.00158477j -0.00233609-0.00165436j 0.0106757-0.000764824j 0.00379978-0.0040906j 0.00506742-0.00242687j 0.00493308+0.000559288j -0.000521851+0.000527456j -0.00324563+0.00351404j 0.000144788+0.00334734j 0.00713823+0.00086668j 0.00423438+0.00165479j -0.000641424-0.00394128j 0.00301085-0.00539695j -0.00662086+0.00644311j -0.00534919+0.00715105j 0.00034034+0.000151367j 0.0034285-0.00287353j 0.000529722-0.00108284j -0.00447629+0.00247284j 0.00285097-0.00167742j -0.00620419-0.00196991j 0.00276832+0.00340359j -0.00031822-0.00085736j -0.00312682-0.00026654j 
-0.00281777-0.000605143j -0.000397458+0.00215745j 0.000970387+0.0029555j -0.00079156+0.00235317j -0.00116619+0.00370808j -0.000910461-0.000492338j 0.00197752+0.00238979j -0.00344036+0.00135044j -0.00508425-0.00187552j -0.00768302+0.00152832j 0.00563568+0.00443895j -0.00264284+0.00065982j -0.00539159-0.00161427j 0.000744967-0.000859487j 0.000962484-0.00224861j -0.0010023-0.0027964j 0.00432389+7.72749e-05j 3.09884e-05-0.00185953j -0.00856842+0.00534971j -0.00568774-0.00353056j 2.61029e-05-0.000545032j -0.00396995+0.00593661j -0.00682604-0.00314632j -0.00296501-7.33896e-05j 0.00369716+0.000337917j 0.00179665-0.00150176j 0.00262527+0.000502493j -0.00127463-0.00203525j -0.000533467-0.00124554j 0.00184614-0.0013109j -0.00140855+0.000510445j 0.000385348-0.00184867j 0.0105292-0.00151649j 0.00194992+0.00321462j 0.000227375+0.000295244j 0.00200181+0.00508605j 0.00431671+0.00523364j -0.00752249-0.0039457j -0.00013877+0.00144693j -0.00154492+3.60103e-05j -0.0121664+0.000200978j -0.000769178+0.00517799j -0.0020783-0.000183739j 0.0045494-0.00460997j 0.00126185+0.00378759j -0.000842411+0.00240929j -0.00205742-0.00041536j 0.00539492-0.00422088j 6.56623e-06+0.00196475j 0.00374218+0.000605938j 0.00198908-0.00063955j -0.000442882+0.000496295j 
-0.000165579-0.00270165j 0.00155965-0.00228564j 0.000636565-0.000168635j -0.00202467-0.00319964j -0.000160217+0.000149578j -0.00404988+0.00270422j 0.000226351-0.00118848j -0.000424811-0.000394229j -0.00407464+0.00100037j -0.00439022-0.00419299j 0.002535-0.0034792j 0.00235617+0.000639221j 0.00329544+0.000546122j 0.000190167+0.000285356j -0.00125581+0.000857337j -0.00634579-0.00119492j 0.0097336+0.0040987j 0.00224126+0.00429713j -0.000624159+0.00656335j 0.00602079+0.00173735j -0.00380978-0.00759672j 0.0122038+0.00744862j 0.00197802+0.003074j -0.00987682+0.00428514j 0.00279896-0.00266419j 0.00472357+0.0042067j 0.000850101+0.00162705j -0.001996+0.000752351j 0.00279617-0.00675952j 0.00457468+0.00370588j -0.0147414-0.00177159j -0.00235111+0.00591388j 0.0137548-0.00915146j -0.00329474-0.00566785j 0.0101079-0.0054441j 0.00123191+0.00258811j -0.00184773+0.00287776j -0.000877488-0.00466525j -0.00184088+0.00307633j 0.00420477+0.00629592j 0.0017562-0.00346643j -0.00650039-0.000668445j 0.00458761-0.00646581j -0.00128884-0.00105349j -0.0039726+0.00169721j 0.00291429-0.0021093j 0.00357975+0.000811046j -0.000979348-0.001068j -0.00404256+0.00287869j -0.000453061-0.00418072j 0.00593456-0.00173991j 0.00386844-0.00199761j 
0.00525123-0.00474285j -0.00116364+0.00288858j -0.00331435+0.000644126j 0.00599805-0.00326165j 0.00235258+0.000520521j 0.00144466-0.00216408j -0.00251285+0.000702465j 0.00390866+0.00121662j 0.00411449+0.00121824j 0.00283098+0.00505536j -0.00101054+0.00529093j -0.00208073-0.0031318j 0.000303421-0.00232736j -0.000502901+0.00398989j 0.00401898-0.00546116j 0.00229489+0.00391231j 0.00338254+0.00036677j 0.00381303-0.00292514j 0.00307987-0.00206284j 0.00108151-0.0016321j -0.00307512-0.00498023j 0.00623454+0.00377721j 0.00779275-0.00626567j -0.0032057-0.00292949j 0.00143027-0.00149274j 0.00196683-0.00493321j 0.00154553-0.00309842j -0.00172985-0.00386493j 0.0036454-0.000861747j -0.000809094+0.00303477j -0.000800064-0.00282826j -0.00520273-0.00241633j 0.0038788+0.0074035j -0.00363868+0.00304871j 0.0114818+0.00969729j -0.000707131+0.00124223j 0.00464522-0.00294462j 0.00728828-0.00191751j -0.00438207-0.00203783j 0.00675395-0.00358389j 0.00156595+0.000144335j 0.00168794-0.00116089j 0.00181241+0.00622419j 0.000400251-0.00389398j 0.000969863+0.0017301j -0.000375501+0.00217545j -0.000588245+0.00509344j -0.00141325-0.000574089j -0.00204899-0.0049192j 0.000997786+0.00386613j -0.000379413+0.00571146j 0.00211406+0.00527058j 
0.000341096-0.000240876j -0.00283947+0.00145469j 0.00392506-0.000180803j 0.000922901-0.00201742j -0.000984082-0.00105356j 0.000126417-0.00256741j 0.0069325+0.000175203j 0.00293688+0.00370494j 0.00278354-0.00711799j 0.00434328-0.000703125j -0.00539797+0.00512478j 0.00347472-0.00381014j -0.00157486+0.000897585j -0.000453549-0.00316794j -0.0026316-0.000122877j -0.00332816+0.000834609j -0.00279955+0.00142739j -0.00100259+0.00139981j 0.00321936-0.00249733j 0.00469948+0.0038344j 0.00290246+0.000636913j 0.00706373-0.00461808j 0.00497786-0.00276355j 0.00447716+0.00281681j 0.00159812-0.00256979j -0.00612022-0.00245208j -0.00219014+0.00274043j 0.00160463+0.00199378j 0.00237476-0.000239032j -0.00288409-0.000542541j 0.00666784-0.00559815j 0.000170043+0.00735095j 0.00155775-0.000867952j 0.00327383-0.000357668j -0.00505638-0.00329524j 0.00089969-0.00160243j -0.00760164+0.00307014j 0.00900949-0.00312884j 0.00671549+0.000530072j 0.00016619-0.00341745j 0.00953719-0.00255533j 0.00352647-0.00492742j 0.00401186+0.000911364j -0.00714107+0.00273722j -0.00245315+0.00183432j 0.00462432+0.00137602j -0.00168658+0.000544078j -0.00230465-0.000148719j -0.00363919+0.00198213j -0.0014549+0.00196456j 0.00106244-0.000489096j 0.000320097+0.00302362j 
0.00104033-0.000216925j 0.000487474+0.000140941j 0.000906512+0.00580718j -0.000521902+0.00285824j -0.000986776+0.000656351j -0.00167801-4.85317e-05j 0.00152142+0.0064192j -0.00125223-0.00132618j 0.000302695+0.00135008j -0.000203523+0.00263086j -0.00220701-0.00212801j 0.00333225+0.00290136j -0.000903265-0.00354965j 0.000929322+0.000409735j 0.000717341+0.00676613j -0.000479482-0.00321451j -0.00314343+0.000478656j 0.00318229-0.00189162j -0.00231882-0.00248607j -0.000784416+0.0056664j -0.00191742+0.00291569j 0.000731201-0.0048407j -0.00182969+0.000773627j -0.00446344+0.00728823j 0.00519752+0.0111107j 0.00103291+0.00680227j 0.00102029-0.00359238j 0.00253033+0.00934498j 0.00210357+0.00581493j -0.00162776-0.00582085j 0.00457551-0.00395275j 0.00688079+0.00379726j 0.00371069-0.00709517j 0.000199665-0.00143613j -0.00241749-0.011775j -0.00106634-0.00255103j -0.0100753+0.000356951j 0.00519254+0.00135332j 0.00613832+0.00874366j -0.00140436-0.00652719j 0.00292814+0.00252931j -0.00157482+0.000384182j 0.00204625+0.00807505j -0.00145138+0.00357196j -0.0028788+0.00387505j 0.0014473-0.00165535j 0.00164506-0.000531517j 0.00121557-0.00179541j -0.000476672+0.0036716j -0.00203312+0.00168074j 0.00307895+0.00142003j 0.000942001+0.00296787j 
-0.00122707+0.00278946j 0.00195327-0.00288855j 0.000776946+0.00307507j -0.00316316+0.00498848j 0.000434507-0.000607739j 0.00536106-0.000495731j 0.00160015-0.00133902j -0.000869744-0.00454779j -0.000197968+0.00329483j -0.00291354+3.91443e-05j -0.00444907-0.00278456j 0.00439258-0.00101801j 0.00632364-0.000588029j -0.00222019+0.00380753j -0.00501524+0.00323434j -0.00480346+0.00515905j -0.00546017-0.0122905j 0.00539726-0.00268625j 0.00664024+0.000423345j 0.00104466-0.00351914j 0.00346857+0.000548239j 0.00779874-0.00673575j 0.00758063-0.00314958j -0.00220946+0.00211809j 0.00545284-0.000846681j 0.0108739+0.00256538j 0.00146231-0.00433332j 0.00256746+0.00153414j -0.000340619+0.00326576j 0.00163957-2.91095e-05j -0.00559717+0.000978422j -9.93743e-05-0.006272j 0.00277687+0.00391444j -0.00531575-0.00123146j -0.00328206-0.000590771j 0.00271431-0.00147084j 0.00538459-0.0122759j -0.000171087+0.00194948j 0.00356744+0.00163353j 0.0102705-0.00130812j -0.00370009-0.00278444j 0.00126207+0.00713124j 0.000383165+0.00468693j 0.00338942-0.00311985j -0.00463942-0.00309595j -0.00427041-0.00294393j -0.0053826-0.00130466j 0.00706794+0.00226159j 0.00363975-0.000196514j 0.000250028-0.000859467j -0.00027206-4.45345e-05j -0.003186-0.00292113j 
-0.00241416-0.0012305j -0.000929133-0.000111257j 0.000806322+0.0015391j 0.000733667+0.000893647j -8.49511e-05+0.000680128j -0.00553685-0.00174699j 0.00227194-0.000148829j -0.00304408+0.00216399j 0.000139581-0.00109045j -0.000270151+0.00178335j -0.000210495+0.00154946j 0.00238947-0.00357619j -0.00659256-9.84973e-07j -0.00175816-0.00115209j 0.000296671-0.00395789j 0.000816566+0.00310498j -0.0048674-0.0025566j -0.00365155-0.0108482j -0.000776915+0.00323994j 0.00248453-0.00403202j -0.00177052-0.00623588j 0.0101573-0.00424567j -0.00553119+0.00331608j -0.00706803-0.00639258j 0.00222963-0.00670911j 0.000938228+0.00521464j 0.00117591-0.00334366j -0.00243352-0.00759199j -0.00305549-0.00258736j -0.000983768-0.00224682j 0.000199727-0.00830601j 0.00435682-0.00731725j 0.00231519+3.95857e-05j 0.00101549+0.00450328j -0.00659353-0.00164602j -0.000968452+0.00245009j -0.000522859-0.0134281j 0.00635994-0.00972662j 0.004275+0.00795772j -0.000475739+0.00729481j 0.00607006-0.00285678j -0.000613935-0.00215373j 0.00212061+0.00140659j -0.00421929-0.00560703j 0.00300166-0.00398866j 0.00102536-0.00564786j 0.00471958+0.000817194j -0.00288772-0.00327465j -0.00236731-0.000214011j 0.000822825+0.000683691j 0.00288188-0.00325842j 0.00121724-0.00103257j 
0.00211632-0.000690353j 0.000248644+0.000110717j 0.003377-0.00158305j 0.00255583+0.00167965j -0.00482623+0.00268572j 0.0015864+0.000558888j -0.00387972+0.00289716j -0.00513018-0.00136334j 0.00228051-0.00179746j 0.00694474-0.00593182j 0.000606718+0.00261961j 0.00253463+0.00335185j -8.70687e-05-0.00418493j 0.00529074+0.00297135j -0.0050693-0.00967165j 0.00404844-0.00463243j -0.000691088-0.00282802j -0.00573621-0.00282065j -0.00029256+0.00308211j 0.00392884-0.00730397j 0.00269538+0.00400832j -0.00038294-0.00192963j -0.00206224+0.00642906j -0.00188313+0.000516435j 0.000484816+0.000907819j -0.00100763+0.00242857j -0.00581797-0.00237489j -0.000533394+0.00220661j 0.00253196+0.00264395j -3.88162e-05+0.000176877j 0.00210499+0.0025823j -0.00216985-0.0071394j -0.00291714-0.00417542j 0.000342525+0.00563087j 0.0114484-0.0050528j -0.00351537+0.000815041j 0.00498923-0.00176939j 0.0055385-0.00155568j -0.01305+0.00469202j -0.0034218+0.00752649j 0.00623406+0.00176421j 0.00233943-0.00326015j 0.00257683+0.000882141j -0.00228525+0.00825652j -0.00589442-0.00701593j 0.00292145+0.00122421j 0.00225879-0.00117761j -0.00186476+0.00136672j 0.00441158-0.00135129j -0.00427656-0.00344668j -0.00147801+0.00109036j 0.00210745-0.000101041j 
-0.0012007-0.000195844j 0.000558827-0.00224815j -0.000830281+0.00100768j -0.000908257-0.00197683j 0.000257067-0.000993353j 0.0044896+0.00187216j -0.00127348-0.000256928j -0.00291731-0.00198871j 0.00648372-0.00115575j 0.00326152-0.00337403j 0.000667514+0.000225083j -0.00479018-0.00570924j -0.000846969+0.00448002j 0.00153939-0.00228822j 0.00480729+0.00501247j 0.00455453+0.00687031j -0.000985554-0.00220992j 0.0010607+0.00825328j -0.00784321-0.00395496j 0.00231648+0.00110324j 0.00559041+0.00138518j -0.00673813-0.00408753j -0.00545467-0.0022498j -0.00397798+0.00164413j 0.00331272-0.00238049j -0.00502925+0.00259303j 0.00189205+0.00501845j -0.00171224+0.00329545j -0.00348094+0.00161393j 0.0030784-0.00263791j 0.0056853-0.0108752j -0.000184465+0.000731298j 0.00254386+0.0141349j 0.00506523-0.00729192j 0.00668998+0.00425978j 0.00415583-0.00473495j 0.00713792-0.0116063j 0.00361844-0.000333484j -0.00760806-0.0052441j -0.00341216-0.0084187j 0.00398112-0.00375745j 0.0025519-0.000813442j 0.000358706+0.00141124j -0.000374993+0.00195759j -0.00742373-0.00262134j 0.00334938+0.00108799j 0.00221794+7.59697e-05j 1.77188e-05+0.00191712j -0.000385854+0.000108861j 0.000806371+2.46707e-05j -0.00103358-0.00102059j 0.00161979-0.00282938j 
-0.00329037-0.000795968j 0.000984379-0.00144047j 0.00129889+0.00457692j -0.0016718+0.00413213j -0.00354724+0.00055344j -0.00280641-0.001952j -0.000530751+0.002061j -0.000806442+0.00138522j -0.000841239-0.00245453j 0.000459929+0.00262175j -0.000522631+0.0073488j 0.00515391+0.00303519j 0.0021715-0.0033279j 0.00535439+0.00537296j -0.00388296-0.011371j -0.00680255+0.000103012j -0.00270073+0.00506311j -0.000192393-1.43799e-05j -0.00297786+0.00187397j -0.000624659-0.00264035j -0.000636161+0.00122958j -0.00128625+0.00434624j -0.00323527+0.000228957j -0.00357108+0.00744003j 0.000678415-0.00592515j 0.00208442-0.00189716j -0.00222458+0.00074498j 0.00219722-0.000357603j 0.00339616+0.0062245j -0.0013781+0.00426434j 5.6206e-05-0.00608545j -0.00610337-0.00134617j 0.00356395+0.00783406j -0.00138798+0.00398522j 0.000239223+0.00267287j 0.00442364-0.00277069j 0.00131323-0.00795938j 0.00536897-0.00610428j -0.00288261+0.00638888j 0.000593097-0.00680482j -0.000763758-0.00382438j -0.00275989+0.00522789j 0.000567462-0.0051556j 0.00187209+0.00336049j -0.00532462+0.00270497j -0.003576+0.00500965j 0.00148634-0.000990095j 0.00620588+0.000723809j -0.00247281-0.00113952j 0.0026915-0.000522551j 0.00300821-0.000305011j -0.00266653-0.00144858j 
0.000289874+0.00313713j -0.000253135-0.00303796j -0.00286739-0.00224015j -0.000519009-0.00379367j 0.00192337-0.00062973j -0.00238939+0.00576275j -0.00454606+0.00426577j 0.000479687-0.00328471j 0.000157827+0.00200317j -0.000999228-0.000119514j 5.5596e-05+7.83978e-05j -0.00377233-0.00249025j 0.00393001-0.000802381j 0.000930245+0.00211963j 0.0010889-0.000842698j 0.000826559+0.00368203j 0.00395822+0.00190113j 0.0010416+0.00253708j -9.7404e-05+0.00109194j -0.00325594-0.0045039j -0.00609533+0.00319967j -0.000470958+0.00168045j 0.00262282+0.00259071j -0.00145897+0.00410058j -0.00474693-0.00208838j 4.65457e-05-0.00372021j -0.000259679+0.00147181j 0.00221256-0.00087632j 0.000809834-0.000690185j 7.07701e-05-0.00334464j -0.00362101+0.000647147j -0.00331754-0.00488208j -0.00102039+0.000707049j -0.00306281+0.00309166j 0.00940967+3.32978e-05j -0.00012226-1.27905e-05j -0.000989982-0.00701421j 0.000908042-0.00296326j -0.00397824+0.00351993j 0.0025323-0.0103383j -0.00342153-0.00450548j -0.00317143+0.0073575j -0.0030137+0.000250553j 0.00525367-0.00331353j -0.00162502+0.00258466j -0.00261593+0.000287431j 0.00396446+0.000546671j 0.000364711-0.00208339j -0.00448046+0.000373811j -0.00129781+0.000573765j -0.00060469-0.000502349j -0.00410663+0.00184919j 
-0.00117787+0.00144157j 0.000890694+0.00239616j 0.00298181-0.000747544j -0.00405462-0.000651771j -0.00556771-0.00312661j -0.00205442-0.00208919j 0.000646527-0.000670883j -0.000187822+0.00407426j -0.00189554+0.00117377j 0.00530525+0.00271545j -0.00166767-7.24554e-05j 0.00342905-0.00440483j -0.00181299-0.00249515j -0.0021463-0.00760265j -0.00131637+0.00360231j 0.000558796+0.00454578j -0.00371644+0.00614102j -0.00573947-0.00563684j -0.00415211-0.00735845j 0.00288118-0.000472664j 0.00270428-0.00136863j -0.00626456-0.00818516j -0.00499364-0.00190943j -0.000495482-0.00435827j -0.00236595+0.000470493j -0.000306529-0.0025223j -0.0024708+0.00352037j 0.000424345-0.00618071j -0.000771778+0.000586949j 0.000225758-0.00728121j 0.00103522-0.00078546j 0.00277596+0.00233579j -0.000886452+0.00142078j 0.00360199+0.00848935j -0.0113474-0.000888585j -0.00215771-0.00290779j -0.00639052-0.00386838j 9.46657e-05-0.00574202j 0.00797305+0.00116254j -0.00360849-0.000546522j 0.00615124-0.000494375j -0.00487655-0.00116612j 8.18014e-05+0.00133058j 0.000299605+0.000946564j -0.0012551-0.000749842j -0.0025601+0.00401116j 0.00109648-0.00224257j 0.00249823+0.000794293j 6.85843e-05+0.00214586j 0.00200377+0.000894161j 0.00158108+0.00133775j -0.000327837+0.000698295j 
0.000852055-0.000325679j 0.00295975-0.00113499j 0.00046444-0.00272081j -0.00183853-0.000892527j -0.00269+0.00180402j -0.0043469+0.00339102j -0.000442734+0.00384492j 0.0023881-0.00350989j -0.00403003+0.00585267j 0.00251187+0.00401541j 0.00249858+0.0007909j 0.00308312+0.00490232j -0.00268881-0.000321832j -0.00557601+0.000864971j -0.00764122-0.00644389j -0.000279992+0.00519822j -0.00108781+0.00267259j -0.00230216+0.00368881j 0.00405159+0.00413889j 0.00111642+0.00595135j -0.0101649+0.00830464j 0.00345169+0.0105183j 0.00243313+0.00513154j 0.000681184+0.00739126j -0.0068517-0.00215236j 0.000170396+0.00472598j -0.00308369+0.00302834j 0.000229645+0.00164397j -0.00212905+0.0020671j -0.00187049+0.00145036j 0.00516345-0.0103472j 0.00908744-0.00254231j -0.00844721-0.00160224j 0.00816115-0.0027253j -0.00512191+0.00297008j 0.00185125-0.00556623j 0.000205682-0.00187328j -0.00203429-0.00233339j 0.00736291+0.00533264j -8.02114e-05+0.00144651j -0.00413108+0.000768316j -0.000694396-0.00172536j -0.003049+0.00175649j 0.00267931+0.0039304j 0.00692354-0.00297486j 0.00133074-0.000255192j 6.6471e-05-0.00318187j -0.00442203+0.00383067j 0.00323843+0.00239684j -0.00376552+0.000893374j -0.00036639+0.000307664j 0.00135293-0.00134321j 
-0.00225268-0.00220314j 0.00485016-0.00059208j -0.000264292-0.000160129j 0.000649482+0.00216938j 0.00742024+0.00216989j 0.00466758-0.00392718j 0.00340939+0.000775568j 0.00436564-0.00364791j 0.00367929+0.00951691j 0.00533836-8.78102e-05j 0.000614265-0.00101741j -0.00615964+0.00789611j 0.00147015-8.23796e-05j -0.00228278+0.00515921j 0.0138279+0.00913708j 0.00261862+0.00278839j 0.0035246+0.0060459j -7.64756e-05-0.00308255j -0.000664152-0.00777239j -0.000176233+0.00302871j -0.00330563+0.00103025j -0.0018713+0.00115439j -0.004517-0.00430433j -9.84959e-05-0.00703573j 0.00476273+0.0111252j -0.000598093+0.00392588j 0.0050243+0.00758027j 0.00495301-0.00466706j -0.00105007-0.000821453j -0.00557471-0.0125939j -0.000589835-0.00212752j 0.00204571-0.00840552j 0.00579346-0.00340076j -0.00159744+0.00429708j 0.00584514+0.00517927j 0.000299056-0.00487623j 0.00156159-0.00154059j 0.00157816-0.00150537j -0.00464467-0.00358258j -0.00208024-0.00478047j -0.0029761-0.0045346j -0.00364187+0.000141605j 0.0031033+0.0036263j -0.00024357-0.000629347j -0.000468341-0.000876738j 0.000144283-0.00197288j -0.00188163-0.00211379j -1.65598e-05-0.00411618j 0.00114837-0.00285413j -0.00242323-0.000908122j 0.00244732+0.00105849j 0.000202607-0.00313041j 
-0.00100788+0.00172999j 0.00368018-0.00288881j 0.000615685+0.0009589j -0.000137806+0.00118879j -0.000726992-0.00335018j 0.00125588-0.000606748j -0.000458556-0.000185149j -0.00220291+0.00341193j 0.00109928-0.00569321j 0.00332497-0.000221528j 0.00270484-7.2462e-05j -0.00307567-0.00483443j 0.00364566-0.00120773j -0.00264329+0.0020119j -0.000361598-0.00880371j 0.00583018-0.00378159j -0.00630326-0.00375863j -0.000570725+0.00112479j -0.00399849-0.000314889j 0.00285298+0.00322386j -0.00153724+0.00352926j 0.000829251+0.00932463j -0.000422889+0.00053309j -0.00366352-0.00309367j 0.00398616-0.00561332j 0.00134527-0.00243558j 4.08962e-05-0.00186027j 0.0046375+0.00412617j 0.00519524-0.000644744j -0.00705925+0.00307495j -0.00312336+0.00483837j 0.00144043+0.00649178j -0.00209999-0.00349404j -0.000931456+0.00300107j 0.00765299+0.00177261j -0.00712773-0.00260518j -0.0063183-0.00313211j 0.00458941+0.00395777j 0.00039996+0.00384948j -0.00149613-0.00519704j -0.00121278-0.00747259j -0.0014155+0.00308823j 0.0044411+0.00354448j 0.00498794+0.00149681j -0.00279924-0.000219817j -0.00629253+0.00204221j 0.00149409-0.00119326j 0.00336528-0.00325541j -0.00185609-0.00207249j -0.00196605-0.00174271j 0.00292577+0.000430292j -0.00496832-0.00213316j 
-0.0016929+0.0025065j -0.000773583+0.0025144j 0.00125538-0.00277181j -0.000472423-0.000253083j -0.00348742-0.0014105j -0.00551648-4.85188e-05j -0.00109691-0.000220806j 0.000516591+0.00518834j -0.00116284-0.00139429j 0.00325655-0.000744799j 0.00422508-0.00313807j -0.000200039-0.00138903j 0.00284814+0.00284864j 0.00823232-0.00495794j -0.00181991-0.000650416j -0.00417618-0.00275841j 0.0041764+0.00263142j 0.00420122-0.00455677j -0.0053846-0.00714614j -0.000901257-0.00230034j -0.00544174+0.00483071j 0.00626612-0.00779028j 0.00300625+0.00305133j -0.00399978-0.000972719j 0.00358052-0.00308644j 0.000939962-0.00139131j -0.00281214+0.0027684j 0.00253007+0.00456064j 0.00845436+0.00961354j 0.00131984-0.00896156j -0.00614861+0.000167966j 0.00261116-0.00287628j -0.0020302-0.00393259j -0.000981661+0.0040532j 0.00908549+0.00566446j 0.00024896-0.00579163j 0.00322715-1.89531e-05j -0.000272797+0.00248593j 0.00393481-0.00334257j -0.00689317-0.00443884j -0.00802207+0.00307192j 0.00787959-0.0017131j 0.00280581+0.00345866j 0.00271844+0.0103928j 0.00255732+0.00110672j -0.00365569+0.00147316j 0.00505833-0.00213748j -0.00863376-0.000580666j 0.0037177+0.00107005j 0.000564391+0.00102184j -0.00624647-0.00151967j 0.000282691-0.00135375j 
0.00183573-0.00370916j -0.00116163-0.000835134j 0.00552612+0.00206698j 0.0040023+0.00250326j -0.00262232+0.00285028j 0.000279859+0.000366458j -0.00148391-0.00241614j -0.00372448+0.00297567j 0.00266419-0.00258796j -0.00298891-0.00226231j -0.00566447+0.000574994j 0.00352201-0.000163951j -0.0039929+0.00421655j -0.00264063-0.0004209j 0.00973625-0.00335023j 0.00342025+0.00476131j -0.00482434-0.0025892j -0.000473177+0.00345243j -0.00933261+0.00114663j 0.0082806+0.00265797j -0.000952115-0.0026018j -0.00739289+0.0103668j -0.00678552-0.0068794j -0.00242462+0.00501348j 0.00827149-0.00410275j 0.00937851+0.00274813j 0.00192303+0.00589255j 0.00381352+0.00394993j -0.00101144-0.000915148j -0.0040972-0.00388766j 0.00391098+0.000580608j 0.00466796+0.00169891j -0.00292295-0.00718906j 0.00234359-0.00457556j -0.00806643+0.00957122j -0.003485-0.00479847j -0.00752059+0.00166476j 0.0037351+0.00269215j 0.00567386-0.00631962j -0.00186976+0.00150072j 0.00278871+0.00203514j 0.000417907-0.000979284j 0.000856296-0.00126809j 0.0016515+0.00174907j 0.00070729+0.00380569j -0.00101162+0.0013736j 0.00046856-0.000852021j -0.00165405-0.000994486j 0.00427788-0.00183862j -0.00189687-0.00279878j -0.000728015+0.00147383j -0.00127357-0.00138373j 
0.00392292+0.00422503j -0.00396464-0.00411303j 0.00114863-0.0017329j 9.82108e-05-0.00344631j -0.00476828-0.00407958j -1.38179e-05-0.00178868j -0.00437995+0.000679941j -0.00171212-0.0017524j 0.00381388+0.00277807j -0.000601028-0.00439581j -0.00818344-0.00415961j 0.0047285+0.000748143j 0.00227007+0.00247165j 0.00332667+0.00432685j 0.00319503-0.00170452j 0.000310296+0.00419105j 0.000875906+0.00227113j 0.000693497-0.00148668j -0.00451738-0.00510568j 0.000896228-0.00336759j 0.00221899+0.000249664j -0.0060861+0.00967912j 0.00454761-0.000610928j 0.0043355+0.000322967j -0.00153086-0.0003014j 0.00241217+0.0016191j 0.00133159+0.00846328j 0.00339272-0.00431187j 0.00212883+0.00266698j 0.00204245-0.0119295j 0.00109246+0.00456483j -0.00117381-0.00629683j -0.00103399-0.00681018j -0.00663081+0.00501315j -0.00411163+0.00141192j -0.00088489-0.00420136j -7.33123e-05-0.00335877j 0.00633358-0.000275877j -0.00313616+0.000533375j 0.00047431-0.000763567j 0.00408678+0.000810391j -0.00359437+0.00325403j -0.00297121-0.00378726j 0.00481472-0.00102074j -0.00205792+0.00267748j -0.000328142+0.000814515j -0.001455+0.000908004j 0.00290548+0.00231797j -0.000986357-0.00139453j 0.000883708-0.000262858j -0.00408702-0.00120825j -0.00400252+0.000549853j 
