-0.000522631-0.00265042j 0.00147327-0.000516047j 0.00107553+0.00404858j 0.00256965-0.00350982j -0.00114169-0.00389695j -0.00080525+0.00409595j 0.00104556-0.00388476j 0.00312312-0.00849764j 0.00225206-0.0049896j 0.00081212-0.000333464j 0.00176468-0.00346996j -0.00112857+0.00175355j 0.000291861-0.000830691j -0.00177368+0.00328813j 0.00414502-0.00650425j -0.00163104+0.00232027j 0.000109144+8.07683e-05j -0.00122013+0.00180179j 0.000265396-0.00136173j 0.00149549-0.00315275j 0.000197741-0.00069756j -0.00322606+0.00478744j -0.00276212+0.00461065j 0.000380373-0.00149751j 0.00350584-0.00557769j 0.00382719-0.00456788j 0.00384777-0.00386555j 0.000947029+0.00228664j 0.00324576-0.00196029j -0.00198745-0.000506438j 0.00208199-0.00283089j 0.000336004-0.0039016j 0.00202069+0.00223348j 0.00122294+0.00546745j 0.00130844-0.00167783j -0.00254882-0.00469057j 0.00184915+0.00455395j -0.00230375-0.00900289j 0.00197568+0.009987j 0.000364772+0.00504519j 0.000863616+0.00733091j 0.000267027-0.00494228j 0.000157502+0.00508633j 0.000527523+0.000178789j -0.000488104-0.00700208j -0.000139496-0.00555033j -9.78223e-05-0.00983272j -3.0852e-05-0.00573008j -0.000195048+0.00192535j -7.93402e-05-0.000193381j 8.6995e-06+0.000242003j -0.00122768-0.000457967j -2.50196e-06+1.68077e-05j 0.000115846-0.00217373j -0.000625766+0.00688717j 0.0009507-0.00761642j 0.00087459-0.00758003j -0.000658214+0.00536773j -1.81482e-05-0.00205625j -0.000531141+0.00462166j -0.000164484+0.0058535j -0.00120669+0.00684975j -0.000257119+0.00294512j 0.00265017-0.00938586j -0.00361763+0.00695484j -0.00206072+0.00180207j -0.00244626+0.000887812j -0.000166396-0.00573813j 0.00380327-0.0051039j 0.00115194+0.00492588j -0.00270529+0.00330607j 0.00153002+0.003174j 
0.0042493-1.03048e-06j 0.0031605+0.00167284j 0.00110299+0.00239997j 0.00285644+0.00287969j -0.00316095+2.37213e-05j -0.000576056-0.00086711j -0.000248417-0.00279614j -0.00136574-0.000699842j 0.00441154+0.00200312j 0.00306675+0.000613765j 0.00257896+0.00360912j 0.00123521-0.00670339j -0.00120752-0.000301307j 0.000783135-0.00510702j -0.000791453-0.00323263j 0.00346577-0.000444415j -0.00107842+7.66063e-06j 0.00182762+0.0050702j 0.000573597-0.00248458j -0.00356289-0.00108714j -0.000302686+0.00261612j -0.000567344-0.000953482j -0.000914109-0.00502363j 0.00263879-0.00177156j -0.00135722-0.000183687j 0.00166012-0.00437057j 0.000428333-0.00606029j -0.000828294-0.000875613j 0.00134905-0.000389844j 0.00111848+0.00167529j 0.000713831+0.00110633j 0.000854518-0.00017216j 0.000757921+0.000263837j -0.00420701-0.00142217j 0.000918928-3.41882e-06j -0.00160492+0.00147329j 0.00174998+6.30033e-05j -0.000206042-0.00112262j -0.00282491-0.00192794j -0.0032593+5.34234e-05j -0.0035674-0.001522j 0.000879864+0.00219341j -0.00283676-6.23832e-05j -0.00447377-0.0029909j 0.00233409-0.000427594j -0.00265389-0.00229071j 0.000100475+0.00266802j -0.00584654-0.00187037j -0.000591385+0.000875229j -0.00169207+0.00483826j -0.000632198+0.000707707j -0.00292591-0.0021594j -0.00399625-0.00355731j -0.00687409-0.00273238j 0.000725313+0.000468129j -0.00139032+0.00114563j 0.000214848-0.000562728j -0.00152305-0.00336592j 0.000201032-0.000770614j 0.00297105+0.00283355j -0.000752829-0.000230898j 0.000871109+0.000280936j 0.000384922+0.00388569j 0.00208705+0.00203653j 0.00191968+0.00379426j 0.000231606+0.00220179j 0.00289656+0.00284238j -0.000698304+0.00150319j 0.000304632-0.0032053j 0.000143388-0.000203763j 0.000416278+0.00207622j -0.00142883-0.000217985j 
0.00173739+0.000503652j 0.000351238+0.00112261j 0.00032413-0.000432569j -0.00194204+0.000190176j 0.00146891+0.000399864j -0.00735864-0.00279872j -0.00582509+0.00014957j 0.00164723-0.00121019j -0.00589575-0.00187429j -0.00332845+4.65862e-05j 0.00496496-0.000605902j -0.0013888+0.00110419j -0.00183669+0.00212754j 0.00253453+0.0021114j -0.00128945-0.00149566j -0.0067908-0.00609099j -0.00548878+0.00110646j -0.00251824-0.00107367j -1.052e-05+0.00195321j -0.00018442+0.000850366j 0.00192083-5.10605e-05j 0.00129106+0.00218917j 0.00271257+0.0014698j -0.00653731-0.0060542j 0.00252879+0.00448242j 0.0010467+0.00227733j -0.00219652-0.00204758j 0.000139872+0.00250605j 0.00124344-0.000552782j -0.00167723-0.0024356j -0.00203085+0.00173392j 0.000249506-0.000434128j -0.000300625-0.00128274j 0.00235391+0.000784005j 0.000438261-0.000193554j 0.00516993-0.00247804j 0.000508591-0.000996613j -0.00249211+0.000519036j -0.0028853+0.00148833j 0.00828795-0.00195464j -0.00228795+0.00213397j 0.00202624-0.00181893j -0.0020219+0.000475122j -0.00249123+0.001879j 0.000120868+0.00185299j -0.00337999+0.00163721j -0.00045779-0.000822794j 0.00308104+0.000887427j -0.00297963-0.000672834j 0.00475063-0.001908j -0.000768405+7.40686e-05j -0.000494261+0.00199406j -0.00407574-0.000144204j 0.0029229+9.11477e-05j -0.00280426+0.000269875j -0.000514529+0.000719351j -0.0032603-0.000117372j 0.000378112+0.00185112j -0.00474802-0.000769396j -0.000818426-0.000573979j -0.00303913-0.000939187j -0.00125816-0.000951488j 0.00804604+0.00160342j -0.000271844-0.000702055j 0.00324297-7.09374e-05j -0.00117449+0.000877543j -0.0048389-0.0034535j 0.00107274-0.000786999j 0.000191465+0.000899513j 0.00070976+0.000306189j -0.000220834-0.00100977j -0.000417421+0.000520387j 
0.00100224-0.000103047j 0.00131435+0.000953985j -0.000402937+0.000400311j 0.00134839+0.00220821j -0.00124279-0.00140998j -0.00173251+0.00732274j 0.000121523+0.00667707j -0.000893561-0.00363721j -0.000105824+0.00707786j -0.00118342+0.00577862j 0.00178978-0.00580372j -0.0010332+0.000721131j 0.00331997+0.000418114j -0.00150223-0.00251932j -0.0029926+0.00230338j -0.0035957+0.00759251j -0.000690542+0.0059132j 0.000746599+0.00290713j 0.000653697-3.51892e-05j -0.000515668+0.000116003j 0.00345274-0.00245216j 0.00184817-0.00204664j 0.00190562-0.00533743j -0.00791055+0.00664567j 0.00432578-0.00416057j 0.00166072-0.00279617j -0.00167376+0.000971005j 0.00015297-0.000340626j -0.00108115-0.000960397j 1.86543e-05+0.00242783j 0.00102495+0.000505375j 3.75092e-05-0.000431099j -0.00112838-0.000357799j -0.00152034-0.00235486j -0.000157313-0.00152657j -0.00196652-0.006182j -0.000906145-0.00116082j 0.000340266+0.00343963j 0.000885793+0.00367663j -0.00245335-0.00872351j 0.00116225+0.00375227j -0.000655705-0.00242553j -0.00138636+0.00249809j -0.00126736+0.00243918j 0.00180437+0.000648568j 0.000208291+0.00369479j -0.00120148+0.00112325j -0.000881032-0.00319914j -0.00162076+0.00456617j -0.00163257-0.00489419j 0.00142102+0.00200835j 0.000144843+0.00038861j -0.00176587+0.00490633j -0.00125966-0.00353002j -0.00102604+0.00269587j -7.19638e-05+0.00120977j -0.000559684+0.0036588j 0.00119519-0.00184413j -8.9211e-05+0.00527631j 0.00078552+0.000706662j -0.00208057+0.00385153j -0.00153696+0.000884548j 0.00424883-0.00713865j -8.37313e-05+8.01145e-05j 0.00164619-0.00373149j 0.00112032+0.00114815j -0.00270268+0.00617175j 0.000396856-0.00114628j -0.000285671-0.000403139j 0.000226215+0.000166176j -0.00011173+0.00176005j 0.00042956-0.000587131j 
-0.00369092+0.00113173j -0.00055161+0.000835568j 4.26237e-05-0.000211954j 0.00356564+0.00219233j -0.000849401-8.1229e-05j 0.000620538+5.38077e-05j -0.00335342-0.000515794j 0.00352136-0.00171231j -0.000468392-0.00050076j -0.00492349-0.00205831j 0.00519435+0.00214381j -0.00484901-0.00587597j 0.00459066+0.00224433j -0.0051199-0.00548348j -0.00475416-0.0029103j 0.00194996+0.000649852j -0.00239943-0.00129346j 0.00181971+0.000545082j -0.00179377-0.00173922j -0.001185+0.000577919j 0.00477895+0.00447766j 0.000441024-0.00102248j 0.00244237-0.00225952j -0.00186939-0.00688967j 0.00137108+0.00129457j -0.000593821-0.00393321j -2.02716e-05+3.72669e-05j -0.00382407-0.0028432j -0.00100495-0.00298714j 0.00119826+0.00348708j 0.00146355-0.00332839j 0.00126029-0.00084757j 0.00153528-0.000806005j -0.000878486-0.00286203j 0.002899-0.0016167j 0.00176649-9.54167e-05j 0.000904323-0.000314814j -0.00247518+0.000419448j -0.00363116+0.00120984j 0.00133903-0.00061974j -0.00441635+0.00138173j 0.00242995+0.00114069j -0.000961225-0.00156384j -0.00191251-0.00376047j -0.000922415-0.00013684j -0.00270042-0.000743956j 0.000356858-0.00120125j -0.000779721-0.00098748j -0.00288082+0.000358229j 0.00405201+0.000123216j -0.00238262+0.00382789j -0.00109724-0.00147394j -0.0050627-0.000278792j -0.000818965+0.000113152j 0.000374061-0.00195575j -0.000214117-9.31458e-05j -0.00192537-0.000464929j 0.00109113-0.00109966j -0.00304754+0.00154792j 0.00196519+0.000841983j -0.00275977-0.00132603j 0.000549789-0.00210723j 0.00174021+0.00412608j 0.00173768+0.000176294j 0.00393893+0.00181558j 0.00175396+0.000495878j -0.00161281+0.00120425j 0.00152912+0.00234582j -0.00123493-0.0018367j -0.00271427-0.000284609j -0.00193062+0.00177564j 0.00143833-0.000675207j 
-0.00154109-7.90254e-05j -0.00198423-0.000518756j -0.00177085+0.000385244j -0.00400891+0.000435145j 0.00171407-0.00467558j -0.0009555+0.00112114j -0.000806339-9.87774e-05j 0.00289672+0.00264836j -0.00398825+0.00383032j -0.00274653-0.00290369j -0.00140997+0.00432718j 0.00417178+0.000236024j 0.00137362+0.00060608j 0.0039289-0.00468311j 0.000782344-0.00119558j -0.00441212+0.00424802j 0.00157679-0.00473939j -0.00312392+0.00381369j 0.000854076-0.00142674j 0.00151388-0.00398177j -0.00352987+0.00619661j 0.00185965+0.000247256j 0.00465804+0.00423694j 3.97275e-05-0.00114872j 0.00353235-0.000433262j 0.00401114+0.0023522j 0.00347466+0.00127458j 0.0042751-0.00266112j -0.000277161+0.0012881j -0.00219843+0.00279908j 0.00122003+0.000563071j -0.00102061+0.00203132j -0.00102904+0.00161499j 0.00106594-0.00261556j -0.000556482+0.00218344j 0.0028991-0.00104609j 0.000634136+0.000127508j -0.000777161-0.0010242j 0.000860403-0.00219456j 0.00443895-0.00162052j 0.000539651-0.00294299j -0.000515031+0.000635805j -0.00134663-0.00169937j 4.37126e-05-0.00310109j -0.000838293+0.00152431j 9.67255e-05-0.00256007j -0.00251929-7.06146e-05j 0.00284002-0.00305356j -0.00202876-0.00196184j -0.00196736+0.000184345j -8.67775e-06-0.000540481j 0.00078584-0.00190479j 0.00172222-0.00403564j 0.0043802-0.00425363j -0.00240655-0.000113771j -0.00186573-0.000835977j -0.000550098-0.00094737j 0.00241824-0.000568894j 0.000289993-0.000951446j -0.0025563+0.00146375j -0.000615148-0.00222977j -0.000561325-0.000148886j 0.000504529+0.00340172j -0.00215488+0.0015905j -0.00143445+0.00166549j -0.00290164+0.000495887j -0.00374294-0.000285178j -0.00094241-5.4389e-05j 0.00170529-0.000538934j 0.00196741+0.000546343j -0.00119334+0.00114651j 0.00135551-0.000432986j 
0.00118938-0.000563047j -0.00143596-0.00254088j 0.00131123+0.00161289j -0.000344579+0.000605152j -0.00212711-0.00324568j -0.00293576+0.0013513j -0.00121912+0.00158424j -1.3754e-05-6.14519e-05j 0.00151041+0.00450882j -0.000798294+0.000983623j 0.0026219+0.00194883j 0.00174601-0.000208271j -0.00254124-0.00360301j -0.000861985-0.00316992j -4.73912e-05+0.000849351j -0.00215124+0.00237756j -0.00231357-0.00333466j 0.00260878+0.00483253j -0.000217906-0.000949331j -0.00207432-0.00217684j 0.00199945+0.00512026j 0.000482099-0.00053534j 0.000688217-0.000907636j -0.00221793+0.00253679j 0.000939871-0.00276254j 0.00188849+0.000555965j -0.000975023-0.00537588j 0.00253187-0.00355214j -0.0010931+0.000808633j -0.00130272+0.00035146j 0.00119766+0.00282691j 0.00112075+0.000879128j 0.000784402+0.00277533j -0.00077146-0.000327676j 0.00158066+0.0019263j 0.00088965+9.69026e-05j -0.000713323-0.000187453j -0.00195504-0.000497092j -0.000743648+0.00021768j 8.47907e-05-0.00443916j -0.0019634+0.000191283j 0.000150503+0.000244977j 0.000431987+0.0018306j 0.000483346+0.00168368j -7.27096e-05-0.00261437j -0.000879+0.000712991j 0.000252168+0.00190064j 0.000953779-0.000539076j -0.00150605-0.0016233j 0.00109172+0.00203607j -0.00195303-6.92116e-05j 0.000448371-0.000217184j -0.000797696-0.00148303j -0.00155303+0.000355607j 0.00107351+0.000697926j -0.00051956+0.00128817j -0.000583738+0.000518275j -0.00087252+0.001644j -0.00243501+0.00148491j -0.00123648+0.00206297j -0.00162189+0.000420469j 0.000818315+0.000436508j 0.00271762-0.00188329j 0.00045537+0.00149103j -0.000145562+0.000709591j 0.00108221+0.00195571j -0.000820433-0.000245349j -0.00125837+0.00152397j 0.000389742-0.00286693j 0.00112495-0.00178251j 0.00146482-0.00190715j -0.0019816+0.00289002j 
0.00255008+0.000691814j 0.0010759+0.000171786j 0.000574845-0.00131179j -0.00127886-0.00130338j -0.00115573+0.000674947j -0.00119507+0.00106803j -0.000247827+2.52961e-05j -0.000464353+6.00604e-05j 0.000611097-0.000430569j 0.000175418+0.000963784j 0.000971465-0.000686716j 0.000456094-0.000603526j -0.00283417+0.000949421j -1.35104e-05+0.000976074j 0.000308384-0.000152049j -0.000762705-0.00094249j -0.00205436+0.00134957j 0.00123044-0.000457294j 0.000210339+0.000396996j -0.000597339+0.000880457j 0.00155454-0.00144348j -0.000517755+0.000185199j -0.000418615+0.000224181j -0.000719471+0.000211372j -0.000360372+0.00110285j 5.31343e-05+0.000257787j -0.000752044-0.000915444j -0.000172336+0.000441934j 0.00161362+0.000336665j 0.000384679+0.00118857j 0.000450321+0.00117345j -0.000665075+0.000689628j -0.000647795-0.00135988j -0.000984404-0.00220392j -0.000399575-0.00218858j -0.000738176+0.00219309j 0.00104065+0.000280683j 0.00039028+2.10295e-05j -0.000912774+0.00291234j 8.79672e-05+0.000336128j -0.000566679+0.00243231j 0.00142194+0.000624906j -0.00192024-0.00174374j -0.00137589-0.0018801j 0.00112859-0.00152006j -0.000166876+0.00102075j -0.000974414-0.00199159j -0.00176659+0.000378858j 0.000867844-0.000141823j -0.000287931-0.00210723j 9.713e-05+0.00369743j -0.000208132-0.00118195j -0.000263458+0.003588j -0.00139867+0.00209761j 0.000448395-0.00223675j -0.000698796-0.00220001j -0.000499083+0.00140613j -0.000408023-0.000954561j -0.00141358+0.00318738j 0.00109399-0.00156113j -0.000934721+0.0003832j -0.000243598-0.00129024j -0.000113939+0.00247392j 0.0003503-0.000880505j 0.00267683-0.000497312j 0.000846241-0.00116048j 0.00147335+0.000582604j 0.000450264+0.000764361j 0.00121433-0.000217522j -0.00225823+0.00243145j -0.000889187+0.00144095j -0.00146985-0.000325733j 
-0.00126026+0.000840698j -0.00341639-0.000618365j -0.00118403-0.00293088j -0.00360757-0.0018575j -0.00192186+0.00216715j 0.00196096+0.000189536j 0.000259686+0.00329878j 0.00174566-0.000236105j -0.000886459-0.000624128j -0.00472707+0.0026232j -0.000784524-0.00252737j -0.000918637+0.00469478j -0.00411808+0.000983684j -0.00385997+0.00559539j 0.000474165+0.00223397j 0.000693899+0.000874702j -0.00496278+0.00100255j 0.00159506-0.00419486j -0.000301859+0.000950977j 0.00243849-0.0002743j 0.0052978-0.00255549j -0.00191188+0.0011929j 0.00158377+0.00278267j -0.00158078+0.00187526j 0.000925749-0.000971652j 0.000580554+0.00242469j -0.00102302+0.00273974j -0.0026324-0.000899525j 0.00123419+0.00252314j 0.00333435-0.0014975j 8.93038e-05-0.00148286j 0.000101011+0.00162314j 0.00295541+0.000279995j -0.00210303+0.00226497j 0.00059534-0.000976455j 0.000440787-0.000557005j 0.000803637-0.00119968j -0.00195298+0.00242151j 0.000322657+7.30984e-05j -0.00147531-0.00341559j 0.000480629-0.00128326j 0.000964618-0.00114339j 0.000315262-0.00185038j -0.00357904-0.000183375j -0.0017008+0.000714538j -0.00228348-0.000119924j -0.000688076+0.00178093j -0.00129172-0.00309776j -1.40399e-06-0.00156633j 0.00167155-0.000757704j 0.00321535-0.000694285j -0.0014565-0.00172676j -0.00210012-0.00185755j 0.000965368-0.0042891j -0.000597752-0.000516826j 0.000418681-2.76666e-05j -0.000767411-5.92133e-06j -0.000476127-0.000375589j 0.00188867+0.0009995j -0.000355964+0.0040699j -0.00138073+0.00194706j -0.00344332+0.00153125j 0.0022293+0.000163224j 0.00257126+0.000548713j 3.09881e-05+0.000741422j -0.000941035+0.000345183j -0.000291715+0.00106292j 0.00186565-0.000176234j -0.00195219-0.00138958j 0.00117158+0.000211157j 0.000516377+0.000113063j 0.00110689+0.000580615j 
-0.00310515+3.77656e-05j 0.00178134+0.000618111j 0.000230289+0.00163616j 0.00289114+0.000804626j 7.83548e-05-0.00226778j 0.00125542+0.0021565j -7.32835e-05-2.81579e-05j 0.00112733-0.00153085j -0.000427833+0.000582078j -0.00177595-0.00147115j 0.0010261-0.00184457j -0.00185895-0.000825508j 0.00489758-0.00304236j -0.00270515-0.00337426j -0.0016213+0.000387359j 0.000703697+0.00284801j 0.00170007-0.00194758j 0.000154327+0.000928355j -0.0012157+0.00120615j -0.000902032+0.00188964j 0.00103079+0.00196005j 0.00142437-0.00261621j 0.000919708-0.00200672j -0.00194229-0.000692413j 0.000618715-0.00100725j -0.00127689-0.00148772j 0.00148985+0.00197901j -0.000338437-0.000806306j -0.000942284-0.000461394j 5.09295e-06+0.00146415j -0.000668704-0.00181398j -0.000740923-0.000653637j 7.62093e-05+0.000405526j 0.0011815-0.000621136j 0.00135168+0.00107555j -0.00133439-0.00232381j -2.88129e-05+0.000541275j 0.000643566-0.00098427j -0.00172518-0.00134389j 0.00139741+0.00123459j -0.000725116+0.000303168j -0.000305736+0.000920891j 0.000760178+0.000892502j 0.0010208+0.000259445j 0.0016146+0.00144025j -0.000203967+0.000337442j 0.000995154-0.00118096j 0.000276174-0.000167028j 0.000200534+0.00308571j 0.000707255+0.000860806j -0.0018369-0.000451641j 0.000726944+0.00146476j -0.00213993+0.000603132j -0.000428144+0.000128252j 0.000304497+0.00254802j 0.00122015+0.000271957j -0.000465936-0.000239967j 0.001042-0.00112078j -0.00138988-0.00248162j 0.00109817-0.00198131j -6.82598e-05-0.00157632j 0.000719117-0.00117644j -0.000877676-0.000893012j -0.00058117+0.000809995j 0.000751595+0.000515747j -8.49531e-05+0.00104639j -0.000935847+0.000532201j -0.000208999+0.000233214j -0.000210203+0.00171512j -0.000981042-0.00226634j -0.001126+0.000229672j 0.000554885-0.00227882j 
-0.00237819+0.000863844j -0.00302035+0.0017059j -0.00119651+0.000998639j -0.00218846+0.000581225j -0.00110527-0.00273188j 0.003586-0.000625509j 0.00324811-0.00165061j 0.00272263+0.00118438j 0.00248211+0.000379428j -0.000138412-0.00171374j -0.000211969+0.00298289j 0.0033052-0.00107048j 0.00088582-0.000951531j -0.000512528-0.00162152j 0.00239089-4.68735e-05j 0.0040151+0.00330985j 0.000664339-0.00467116j 0.000564222+0.000176134j -0.00186784-0.000186265j -0.00185565-0.0025365j 0.000161236+0.00336733j 0.000777648-0.000767213j 0.00281161+0.00232744j 0.00516397+5.32991e-05j -0.00228076-0.00198751j 0.00220551-0.000226182j 0.00279714+0.00116042j -0.00109917-0.00315228j -0.000102965+0.00273966j 0.00102741+0.00204409j 0.000312541-0.00229665j 0.000280815+0.0011407j 0.000854583+0.000681348j -0.00048703-0.00030553j -6.15699e-05+0.000525591j 0.00110249-0.00219997j -0.000490263+0.000804369j 0.000785012+0.00145793j 0.0016447-0.00149716j -0.00119866-0.000272146j 0.000668219+0.000228881j -0.00022333-0.000227313j -0.000878877-0.000419753j -0.000368789-0.000545521j -0.00163637+0.00214071j -1.23549e-06+7.9849e-05j -5.47713e-05+0.000279481j 0.000241121-0.00227711j -0.00288885+0.00189071j -0.000845473-0.00102923j 0.00145231+1.78026e-05j -0.00124461-0.000290637j -2.62838e-05-0.000791544j 0.00106611-0.00175456j -0.00271566+0.000457685j -0.000260418+2.57572e-05j 9.8396e-05+0.000377758j 0.00185426-0.00069806j 0.00236022+0.000181225j 0.000934794+0.000975373j 0.000237403+0.000502396j 0.00012238-0.000421046j 0.00100614-0.000980826j -0.000545444+5.00133e-05j -0.000485175+0.000341392j -0.00140556-0.000230191j -0.00118999+0.00102764j 0.000492753-6.92992e-05j -0.00156215+0.000337209j 0.00153344-0.000517856j -0.000485096+9.99612e-05j 0.00267375-0.000883568j 
0.00199061-0.00160997j 0.00030366+0.00241144j 0.00089221+0.000808559j -0.00276787+0.00148139j -0.00238158-0.00329557j -0.00075751+0.00471885j 0.00206126-0.000842263j 0.00264718-0.000654664j 0.00481885-0.000770055j 0.00295674-0.00133205j 0.00514143-0.00364762j 0.00179861-0.000508375j 0.00145035-0.00246647j -0.000895818-0.00181444j 0.00248929+0.00139878j 0.000390204+0.00325603j -0.00070471-0.00150245j 0.00395923+0.000388445j -0.00449849+0.00306926j -0.00770958+0.00263382j 0.00268548+0.000498438j 0.00357401-0.00141657j 0.00314084-0.000714022j -0.000339967+0.00255306j -0.00316334-0.00178897j 0.000860139-0.000755728j -0.00217679-0.000195323j 1.41741e-05-0.00251869j 0.00136244+0.00330746j 0.00199452+0.00245479j 0.000469641+0.000566123j 0.000264573+0.00106869j -0.00196824+0.00236743j -0.000922439-0.000765202j -0.000934022+0.00312318j 0.00284461-0.0036454j -0.000461211+0.00125049j 0.00126614-0.00218754j 0.00100007-0.00251217j 0.0031808+0.00156988j -5.54572e-05+0.000648829j -0.00031161+0.000623811j -0.0036593+0.00267953j -0.00120409-0.00103348j 0.000215328+0.00232119j 0.000236602-0.00124167j -0.000809868+0.000400032j 0.001404-0.000441172j -0.00351297+0.0033073j -0.00366513+0.00212537j 0.000383011-0.000530092j -0.00181005+0.00140573j 0.00186565-0.00342032j 0.000891717-0.000275565j -0.00492205+0.00230054j -0.00242313+0.00143982j 0.000422301-0.000233069j 0.000771553-0.000979114j 0.00176075-0.00210094j -0.000232518-0.0013532j 0.000355638-0.00205203j 0.00171898-0.0022659j 0.00347916+0.000435061j -0.00331016+0.00158046j -0.000952258+0.000436948j -0.00233846-0.000100758j -0.00116784-0.00053744j -0.0012323+0.000185756j 0.00105761+0.000371126j 0.00332744-0.000165982j 0.00140983-3.08443e-05j 0.000556064-0.00177571j 
-0.00243523+0.00118796j -0.00137634+0.000135513j -0.00130237+0.00128958j 0.00228894+0.000439008j 0.00107708-0.00110756j 0.0031206+0.00361637j 0.00324729+0.00158349j -0.000792435-0.00282082j 0.000788455+0.000585841j 0.00163889+0.00283038j -0.00123783-0.00514224j 0.000409629+0.00344613j 0.00402802-0.00335847j -0.000843494+0.00241125j 0.000787405+0.00335877j 0.00113033+0.00326647j 0.00295613+0.00210694j -0.000825464-0.0019178j -0.00112037+0.00295664j -0.000431048+0.00265842j 0.000315042-0.00473383j 0.00188079-0.00181725j -0.000724415-0.00296081j -0.00134923+0.00594782j -0.000923082-0.00259493j -0.000894395+0.000911308j 0.000570561+0.00310353j -0.00178987+0.000374761j -0.00250293-0.000506894j -0.000627441-0.000360589j -0.000517231-0.00124461j 0.000458-0.00118285j 0.00100575-0.000214612j 0.000901138+0.000381369j 0.00146765+1.00159e-05j 0.00209428-0.000871965j -0.000640884+0.000282496j -0.00113515-0.000845302j -0.000395298+0.000529027j 0.000817694+0.0023543j -0.00188575+0.0027556j 0.000979775+0.000111688j -8.43261e-05+0.00098351j 0.000415084-0.000217786j -0.00174818-9.81685e-05j -0.000482265+0.000667219j 0.00112654-0.00104594j 0.00129595+0.0017276j -0.00328249+0.00138407j 0.00241086+0.000673985j -0.00153495+0.00139707j -0.000678958+0.00114274j -0.00195867+0.000288724j 0.000284317+0.00350737j -0.0010121-0.00067604j 0.000148945+0.000854891j -0.000372893-0.000333576j 0.001286+0.00093049j -0.000805603-4.63924e-05j 0.00156471-0.00157468j -0.000534497-0.00124024j 0.00188804-0.00167903j 0.00155071+0.000396477j -0.000128167-0.000422842j 0.00160506-0.000469941j 0.000938282-0.000942401j -0.000993659-0.00178559j 0.00113837+0.000836732j -0.00196939+0.000298733j -0.000937112-0.000442107j -0.00101239-0.000456665j 0.00123245+0.00102139j 
-0.000706142-0.000543037j 0.00143614+0.000635534j 0.00394222+0.000814991j 0.000954604+0.00040418j -0.00775903+0.000521196j 0.00534848+0.00168027j -0.00322749-0.000393902j -0.00265389-0.00199379j -0.0023896+0.00189701j -0.0053603-0.00124071j -0.00624441-0.00225235j 0.00100601-0.00282216j -0.00852572-0.00459348j -0.0026353-0.00272676j 0.00111702-0.00295889j 0.0022647+0.00446543j -0.00551646-0.00305691j 0.000365999+0.00185655j 0.00832065+0.0027568j 0.007551+0.00548301j 0.0011235+0.00152796j -0.00454634-0.00554903j -0.000604345-0.0024183j 0.0022198+0.00191289j 0.00219256+7.4683e-05j 0.00314226-0.000480891j 0.000616053-0.0011118j -0.000887142-0.00186112j 0.00186806+0.00171836j 0.00185395+0.00136027j 0.000404027-0.000873122j -0.000207363+0.000749197j 0.00209065+0.000317188j -0.000964865+3.88837e-05j 0.00219145-0.000410715j -0.00266968-0.000456781j 0.00278118-0.000871662j -0.00407037+0.000215946j -0.000761469-0.00149303j 0.00478781-0.00181533j 0.00472466-0.000640145j 0.000793003-9.93724e-06j 0.00538055+0.000248454j -0.00110591-0.000424988j 0.00053392+0.000111784j -0.000154271-0.00151588j -0.00182306-0.000599215j 0.00256836-0.00131157j 0.00684637+0.00177199j 0.00355136+0.00121391j 0.00315335+0.000523196j 0.00349924+0.000640573j -9.22927e-05-0.000951049j 0.00635751-0.000105433j 0.00272037+0.00233392j 0.00261391+0.000529782j -0.000184825-0.00143089j -0.000767823-0.000634387j -0.000552881-0.000980143j -0.00567185-0.00100632j -0.00299808-0.000511701j -0.00576445-0.00287984j -0.00101287-0.000818101j 0.00220688+0.00270495j -0.00205352-0.000398868j -0.00165248-0.000326705j -0.00141513-0.000602121j 0.00153464+0.000656618j 0.000985811+0.00070135j -0.000378229-0.0009212j 0.000164267-0.00043225j -0.000429096-0.00097056j 
