-0.000522631-0.00265042j 0.00147327-0.000516047j 0.00107553+0.00404858j 0.00256965-0.00350982j -0.00114169-0.00389695j -0.00080525+0.00409595j 0.00104556-0.00388476j 0.00312312-0.00849764j 0.00225206-0.0049896j 0.00081212-0.000333464j 0.00176468-0.00346996j -0.00112857+0.00175355j 0.000291861-0.000830691j -0.00177368+0.00328813j 0.00414502-0.00650425j -0.00163104+0.00232027j 0.000109144+8.07683e-05j -0.00122013+0.00180179j 0.000265396-0.00136173j 0.00149549-0.00315275j 0.000197741-0.00069756j -0.00322606+0.00478744j -0.00276212+0.00461065j 0.000380373-0.00149751j 0.00350584-0.00557769j 0.00382719-0.00456788j 0.00384777-0.00386555j 0.000947029+0.00228664j 0.00324576-0.00196029j -0.00198745-0.000506438j 0.00208199-0.00283089j 0.000336004-0.0039016j 0.00202069+0.00223348j 0.00122294+0.00546745j 0.00130844-0.00167783j -0.00254882-0.00469057j 0.00184915+0.00455395j -0.00230375-0.00900289j 0.00197568+0.009987j 0.000364772+0.00504519j 0.000863616+0.00733091j 0.000267027-0.00494228j 0.000157502+0.00508633j 0.000527523+0.000178789j -0.000488104-0.00700208j -0.000139496-0.00555033j -9.78223e-05-0.00983272j -3.0852e-05-0.00573008j -0.000195048+0.00192535j -7.93402e-05-0.000193381j 8.6995e-06+0.000242003j -0.00122768-0.000457967j -2.50196e-06+1.68077e-05j 0.000115846-0.00217373j -0.000625766+0.00688717j 0.0009507-0.00761642j 0.00087459-0.00758003j -0.000658214+0.00536773j -1.81482e-05-0.00205625j -0.000531141+0.00462166j -0.000164484+0.0058535j -0.00120669+0.00684975j -0.000257119+0.00294512j 0.00265017-0.00938586j -0.00361763+0.00695484j -0.00206072+0.00180207j -0.00244626+0.000887812j -0.000166396-0.00573813j 0.00380327-0.0051039j 0.00115194+0.00492588j -0.00270529+0.00330607j 0.00153002+0.003174j 
0.000391562-1.35372e-05j -0.000814939-9.2451e-05j -0.00321359+0.00120664j 0.00166524+0.00167582j 0.00443126+0.000420847j 0.00284973+0.000201808j 0.00430906-0.00271624j 0.00285641+0.00261582j 0.000334462+0.000374426j 0.00587637+0.00176736j -0.00228985-0.00157139j 0.00423187+0.00126581j -0.00394198-0.00119761j -0.00372453-0.000852337j -0.0022098-0.00193473j -0.00204204+0.00101279j 0.00253346-0.000525557j -0.00335772-0.00179235j 0.00504865+0.00296463j 0.000270977-0.00170088j 0.00353938+0.00148592j -0.00200126-0.00106132j 0.00308349+0.00252969j -0.00234908-0.00394128j 0.00312799+0.00158488j -0.00437063-0.00124284j -0.00545489-0.00636191j 0.000733866-0.00184558j -0.00142334+0.000717438j 0.00152015+0.00241137j -0.000977988-0.00106435j 0.00179553-0.000672441j -0.0029148+0.00238345j -0.00239098+0.000224421j -0.00339418+0.00219584j 0.0024402+0.00115731j 0.000998733+0.0021848j 0.00731119-0.00282018j 2.73931e-05-0.00222517j -0.00331455+0.00152133j 0.00231873-0.000343156j 0.00072752-0.000219993j 0.00379918-0.0014209j 0.00495605-8.70757e-05j 0.00510969-0.000659989j -0.00124533+0.00163253j -0.0016169-0.00126817j -0.000803787-0.00226863j -0.00231869+0.000190724j 0.00342434+0.000628429j 0.00770152-0.000872085j 0.0041702-0.000419387j 0.00158355+0.000239342j -0.00168077-0.000299817j 0.000229768+0.00223854j 0.00202427-0.00186148j 0.00152098+0.00121411j 0.00631633+9.3772e-05j -0.00370115-0.000935389j -0.00311982-0.000936695j -0.000607161+0.000312582j -0.00168193+0.000354109j 0.00283841+0.00203636j -0.000292089+0.00113642j 0.00868058+0.00315119j -0.00187701+0.00346952j 0.000273147-0.00240485j 0.00230457+0.00149101j -0.00604034-0.00191596j -0.000300438-0.00256586j 0.000427584+0.00138825j 0.000525414+0.0007905j 
-0.00171703+0.000788465j 0.00108767-0.000732131j -0.000476598-0.00356698j -0.000327908+0.00228883j -0.00111467+0.00528506j 3.77801e-06+0.00315184j 0.00504085+0.00598685j -0.00328319+0.00353523j -0.00123238+7.7411e-05j -0.000728184+0.00695789j 0.00314806-0.00200243j -0.00114418+0.00550037j 0.000266239-0.00494084j 0.00144797-0.00391492j 0.000877716-0.00358675j -0.00251908-0.00379983j 0.00122674+0.00394524j 0.00172288-0.00299112j -0.00348688+0.00624763j 0.0026675+0.0013721j -0.000744332+0.00471274j 0.0015551-0.00128754j -0.00206161+0.00538143j 0.00536143-0.00167536j -0.00132306+0.00428683j 0.00135347-0.00634467j 0.00753961-0.00609577j 0.00164789+0.00055617j -0.00150617-0.000762167j -0.00278311+0.00406131j -0.000705098-0.00149673j 0.00202959+0.00428466j -0.00157185-0.00318001j 0.000652857-0.00206497j -0.00168237-0.00350243j -0.000484114+0.00192511j -0.00124203+0.000290026j 0.00100728+0.0077851j 0.00115606+0.00046724j -0.000795036-0.00372464j 0.00074157+0.00219806j -0.000424033+0.00117255j 0.00022661+0.00403666j -0.000684278+0.00557185j 0.00039852+0.00546652j -8.28574e-05-0.00135634j 0.00126495-0.00161857j 0.00090179-0.00075867j 0.000349661-0.00236254j -0.000849986+0.00365698j -0.000467839+0.00798698j -0.000220401+0.0038877j -0.000838235+0.00211067j 0.000712654-0.00201929j -0.000988539+0.000270849j 0.00118624+0.00203743j -0.000103705+0.00181084j -0.00164578+0.00597258j 0.00243719-0.0042685j 0.000985629-0.00361568j 0.000176533-0.000550785j 0.000459969-0.00166261j -0.00197483+0.00305591j -0.000357921+5.09846e-05j -0.0038982+0.00831454j -0.00226426-0.00171827j 0.00121251+1.19843e-05j -0.00184183+0.00213758j 0.00194929-0.00560965j 0.00317121-0.000283759j -0.00148842+0.000998123j 0.00122801+0.000801812j 
0.0030939-0.00232716j -0.00160879+0.000659594j -0.00386458-0.00010471j -0.000530946+0.00186841j 0.00541189+0.00123576j 0.001363+0.00150569j -0.00294236+0.000497527j 0.00454748+0.00312534j 0.00291003+0.000768784j 0.00141538+0.00476923j -0.00579717-0.00238673j 0.00256006+0.00325476j -0.000167792-0.00304251j -0.0045036-0.00290841j 0.00248438-0.00110212j 0.00369041+0.00237546j -0.00132074-0.000774106j -0.00266474-0.00651586j 0.0037215+0.00426605j -0.00302161-0.00332802j -0.000254095+0.00326755j -0.00245371-0.00350044j -0.00147763+0.00148379j -0.00328236-0.00531754j -0.00111612+0.000553211j -0.00196518-0.00151866j -0.003412-0.00667584j 0.00290339-0.000676515j 6.54102e-06-0.00394997j -0.00282761-0.00228308j 0.00265076-0.0041906j -0.00618944-0.00417643j -0.00061651-0.000480568j 0.000605869+0.000636402j -0.000120864-0.000747023j -4.74924e-06+0.00115196j -0.00116881+0.00155034j -0.000473554-0.000680469j -0.0002808-0.00221394j 0.00112748+0.000397167j -0.000789036+0.00128037j -0.000419987-0.00140379j -0.000615017-0.00215593j -0.00178021-0.000589822j -0.00228955+0.00126646j -0.000849034+0.00305282j 9.74893e-05+0.00100529j 0.00112414-0.00249889j 0.000584586+0.000970756j -0.00119738-0.000402345j -0.00234872-0.0017085j 0.00063143-0.000491906j -0.00101495-0.000605958j 0.00124981+0.000190522j -0.00103239+0.00192286j -0.00105729-0.000383606j -0.00263898+0.00243627j 0.00075774-0.00290585j 0.00060037+0.0025712j 0.00253241-0.000196878j -0.000841069+0.00110811j -0.000396745+0.00156242j -0.00221702+3.34194e-05j -0.00212884+0.00116591j -2.63719e-05-0.000709247j -0.000297845+0.00260607j 0.00139623-0.00110924j 0.000716702-0.000776879j 0.00018225+0.000227606j -0.00243372+0.000944431j -0.00125355-0.000194482j -0.00337854+0.00283468j 
0.00242157+0.0014909j 0.000618626+0.000677198j -0.00199946-0.00062505j 0.00175235+0.000625335j 0.00196536+0.000872947j 0.00104853+0.000412744j 0.0033117+0.000941062j 0.00165547+0.00108174j 1.18325e-05-0.000117376j 0.00384194+0.00235218j -0.000818317-0.000529654j 0.00265086+0.00225029j -0.00261778-0.00204215j -0.0021439-0.000831453j -0.0016267-0.00202045j -0.00106492-0.00109738j 0.00153721+0.00125267j -0.00259482-0.00133064j 0.00210007+0.00252124j 0.000120998-0.000173229j 0.00255793+0.00221884j -0.00111439-0.000447406j 0.00300315+0.00408408j -0.000758659-0.00206797j 0.00181166+0.00218002j -0.00232675-0.00258088j -0.000283909-0.00370245j 0.000453319-0.000768693j -0.00128067+0.00172795j 0.00285012+0.00368821j 0.000600192+0.00103042j 0.000364326+0.00207796j -0.000246415-0.000799101j -0.00102835-0.00110641j 0.000511747-0.000738706j -0.00174152-0.000302353j -0.00320262-0.00158212j 0.00114962+0.00280211j 0.00260843+0.00129815j -0.00131362-0.00112091j -0.00132558-0.00060841j 0.00153751+0.000451814j 0.00163218+0.0020753j 0.000720569+0.000341836j -0.00160112-0.000264645j -0.00244143-0.00243153j 0.000122086-0.000486769j 0.00225259+0.00240767j -0.000748372-0.000847072j 0.000148551+6.89639e-05j 0.00034214+0.00172718j -0.000440791+0.00233863j 0.000601805+0.000125658j -6.95411e-05+0.000349223j -0.00194545-0.00216691j 0.000311149+0.000545729j -0.00176755-0.00276592j 0.00094005+0.00384754j -0.00160919-0.00147065j 0.000671567+0.00118432j -0.000386274-0.00162393j -0.000819949-0.00169323j -0.000687134-0.00146673j -0.000637648-0.00232928j -0.00130542+0.00256336j -0.00143943-0.00220986j 0.000881205+0.00253778j -0.000118303+0.00191545j 0.000607042-0.000877402j -0.000564144-0.00281345j 0.000380438-0.00195085j -0.00237966-0.00400539j 
-0.00235902+0.00317276j 0.00227129-0.00180159j 0.00065326-0.000490614j 0.00418302-0.00175023j 0.000968401+0.00049658j 0.00092243-0.000804379j 0.00508147-0.00356541j 0.00143628+0.000509579j -0.00124907+0.000703701j 0.0039754-0.00233013j 0.00219024-0.00139804j 0.00333362-0.000547962j -0.0037029+0.00185242j 2.0456e-05+7.23706e-05j -0.00411995+0.000563082j -0.00508686+0.00108132j 0.00342691-0.000119102j -0.000231327+0.00110574j 0.00283884+0.000311042j 0.0025883-0.000181135j 0.00381823-0.000863718j 0.001774+0.000502758j 0.00509496+0.000605679j 0.00217094-0.000672979j 0.00212574+0.00032267j -0.00448664-0.00105393j -0.00186948-0.000778418j -5.17025e-05-0.000282242j -4.62067e-05+0.0012148j 0.00326514+0.00321168j -0.00447232+0.00303269j 0.00480803-8.96764e-05j 0.00238261-0.000816513j 0.0031704-0.000979475j 0.00206459+9.0968e-05j -0.000279288-0.00250342j 0.00158681-0.00359675j -0.00595125+0.00147302j -0.00208615+0.00346557j 0.00240184-0.00135737j 0.000233511-0.00156725j -0.000689022+0.0016529j -0.00436075+0.0022277j -0.00240952+0.00063002j -0.00142001-0.001393j 0.00413059-0.00317694j 0.00134503+0.000376576j -0.0030977+0.00334969j 0.00228013-0.000712098j -0.00136179+9.04233e-06j -0.00492752+0.000361766j -0.00436795-0.000526007j -0.000606099+0.000614881j 0.000757993-2.49263e-05j 0.00256838-0.00258697j -0.00163454+0.000872699j 0.00356075-0.0023538j -0.00728872+0.000358195j 0.00360265-0.00148955j -0.000453087+0.000654321j 0.00230247-0.00078296j 0.00199764-0.000839284j 0.000644256-0.00136423j 0.00353638-0.000742669j -0.00541783-0.00342457j 0.00386751-0.00230362j -0.00394514+0.00166874j -0.00200544-0.000849126j 0.00346339+0.00207229j 0.00239371+0.000232274j 0.000619401+0.00102119j 0.0055136-0.0026147j 
0.000468639+0.000413842j 0.000827023+0.0013097j 0.00181321-0.000518736j -0.000576789+0.00152102j -0.00368197+0.00100016j -0.00171335-4.3347e-05j -0.000900528+0.00164128j -0.00370827+0.000257224j -0.00118083-5.4637e-05j -0.00374203+0.000515103j 0.00300801+0.000652774j -0.00404684+0.000465467j 0.00238403-0.000618028j 0.00311797-0.000136157j 0.00112301-0.000179244j -0.00036424-0.00191416j -0.000743784+0.0010572j 0.00343611+0.00145779j -0.00518088-0.000306678j 0.00131927+0.00139554j -0.00273349-8.97301e-05j 0.00154134+0.00121721j -0.00232814+0.000315955j 0.00275966+0.00280565j -0.00135235-0.000239184j 0.00386097-0.00117471j 0.00618052+0.0024478j -0.000451984+0.00213816j 0.00140116+0.00125177j -0.000172164-0.000386021j 0.00240294+0.000977029j 0.000930746+0.000601377j 0.00199362+0.00154734j -0.000860424+0.00199647j 0.00207819+0.00150989j -0.000947834-0.000753358j -0.000217309-0.000675925j -0.00168821-0.00431276j 0.00114536-0.00016777j 0.000493777+0.00217471j -0.00126321-0.00102908j 0.000762796-0.000520533j 0.00049989-0.00241193j -0.000535077-0.00398479j -0.00227529-0.00425266j -0.00160604+0.00042943j -0.000591078+0.000937854j 0.0013629+0.00074554j -0.000472455+0.00163222j -0.000344774-0.00241256j -5.74436e-05-0.00494541j -0.000466123-0.00222403j 5.63664e-05-0.00177071j 0.000100106+0.00227986j -0.00106234-0.00101143j -0.000300365-0.00138073j -0.0017485-0.00191823j 0.0016493-0.00293883j -0.00127003+0.00336483j 0.000755641+0.00333047j -0.000305154+0.000119617j -0.000766501+0.00020297j 9.63543e-05-0.00305313j -0.000736128-0.000781077j 0.000531112-0.00463171j -0.00078688-0.000213188j 0.000374141+0.000244157j 0.000674657-0.000483953j -4.40608e-05+0.00314169j -0.00117542-0.000414405j -0.000542823-0.00250281j -0.00213469-0.000530964j 
-0.00131551+0.0026943j 0.000403471-0.000635598j -0.000268385-0.00121939j 0.000968764+0.000288997j 0.000822447+0.00172539j 0.000817996+5.99961e-05j 0.00435026-0.00288533j -6.39692e-05+0.00224647j -0.000927595+0.00108195j 0.00253124-0.000528088j 0.00151881-0.00213264j 0.00176246+0.000919736j -0.00225172+0.000535647j 0.000140512-0.00112692j -0.00252589+0.000292248j -0.00377168+0.00152781j 0.00218675-0.000361353j 0.000555006-0.000554501j 0.00163719+0.00148987j 0.0022867-0.00106322j 0.00216327+0.000175868j 0.00101551-0.000242794j 0.00244178+0.00100368j 0.00141102-0.00158289j 0.00223248-6.88492e-05j -0.00205802-0.00135162j -0.00158418-0.00150834j -0.00106209-4.59412e-06j 0.000367386+0.00109244j 0.00244352+0.00211809j -0.00245707+0.00192752j 0.00510715-0.00204995j -0.00119895+0.00216428j -0.000304025+0.000267099j -0.00149032+0.00270938j 0.00156847-0.002006j 0.00195662-0.00128905j 0.0033657-0.00384527j -0.00108803+0.00132504j -0.00151081+0.00174192j 0.00174-0.0019861j 0.000110258+0.000698841j 0.00152071-0.000873709j 0.00434842-0.00209759j 0.00497839-0.0043513j 0.00102043-0.00134549j -0.0013033+0.000182979j -0.00244633+0.00158681j -0.00126467+0.000627558j 0.00266078-0.0013545j 0.00499371-0.00299501j 0.00204674-0.00210212j 0.00206043-0.000121902j -0.00254039+0.000809223j 0.0025024-0.00119566j 0.00080865-0.00121691j 0.00346972-0.00216385j 0.00260966-0.00103038j -0.00346853-0.000242591j -0.00430498+0.00159167j 0.000563759+8.1771e-05j 0.000118431-0.000291913j 0.00427953-0.00058854j 0.0016734-0.000438398j 0.00629513-0.00246225j 0.00140366+0.000740605j -0.00204758-3.79971e-05j 0.000800757-3.91369e-05j -0.00374638+0.00189982j 0.000467915-0.00156445j 0.00231873+0.000332634j 0.00274517-0.00240795j 
-0.000983874+0.00103318j -0.0020417+0.0010723j 0.00154434-0.0022437j -0.00340981+0.0027666j -0.00260282+0.00286365j -0.00146237+0.00146347j -0.00421893+0.00382857j -0.00309405+0.00283137j 0.000301756+0.000519215j -0.00586117+0.00479704j 0.000507325-0.0013664j -0.00597559+0.0033954j 0.00497138-0.00310439j 0.00222325-0.00297509j 0.00423168-0.00124532j 0.0030879-0.000519077j -0.00317614+0.000885507j 0.00370623-0.00318925j -0.00581218+0.00276212j -0.000172138-0.000518126j -0.0055959+0.00250949j 0.000463028-0.0014452j -0.00767723+0.00194276j 0.00226229-0.000482354j -0.00341449+0.000976798j 0.00599076-0.00199234j 0.00597786-0.000425335j 0.000676577+0.0012911j -0.000387965-0.00189836j -0.00547267+0.000300715j 0.00195483-0.00100762j -0.00277801-0.00141376j -0.000644599+0.00134507j -0.000792851+0.000759701j -0.000662156+0.00170971j 0.00139377-0.000757638j 0.00192089-0.000986938j 0.00115971-0.00313867j -0.00103203+7.12243e-05j -0.000178257+0.00122913j 0.000865292-0.000998484j -0.000402845+9.23969e-05j 0.000671462-0.00168371j 0.0019139-0.0018287j 0.00243197-0.00304566j 0.000472923+0.000378714j -0.00101928+0.000664972j -0.00142512-8.525e-06j -0.000768946+0.000849987j 0.00129033-0.00113742j 0.00251589-0.00314648j 0.00134529-0.002005j 0.000714306-0.000386431j -0.00148421+0.000778705j 0.0016271-0.000138005j 0.000328051-0.0011991j 0.00139386-0.000448677j 0.00182734-0.00220176j -0.00169239+0.00110532j -0.00202615+0.0012857j 0.000165355+0.000638556j 0.000502355+0.000454561j 0.0023524-0.000517339j 0.000330818+0.000236555j 0.00356271-0.0023527j 0.000595642+0.00137761j -0.000673667-0.000730834j -1.22314e-05-0.000460756j -0.00273202+0.00122321j 0.000787138-0.000450389j 0.0019962+3.38933e-05j 0.00118854-0.000320092j 
-0.000826835+0.00296226j 0.00231059-0.00103407j 0.0016056-0.00399182j 0.00147295+0.000889798j -0.00226471+0.00626181j -0.0013229+0.00166301j 0.00493375-0.000723392j -0.0039331+0.00573362j -0.00235528+0.00244511j -0.000740589+0.00307238j 0.00553139-0.00480422j -0.00219925+0.00496001j -0.000475295-0.00171143j 0.00349934-0.00425808j -0.00203908-0.000372657j -0.00648206+0.00100079j 0.00257083+0.000633465j 0.00574661-0.00273165j -0.00377372+0.00598338j 0.00534413-0.00140054j -0.000634889+0.00236077j 0.00404623-0.00100946j 0.000471945+0.00259962j 0.00717336-0.00213328j 0.00108812+0.00114628j 0.000237583-0.00511193j 0.0060856-0.00530861j 0.000455565+0.00150221j 0.00269468+0.000700796j 0.00209022+0.00190996j 0.00068214+0.00076623j 0.00745546-0.00262589j 0.000997942+0.000471692j 0.000600583+0.00146884j 0.000883474+0.000861327j 0.000131983-0.00126879j 0.000647469-0.00163975j -0.000848042-0.00257674j -3.94477e-06+0.000559385j 0.000107637+0.00159797j -0.000104026-0.00116249j 0.000380698+0.000104114j 0.000156703-0.00138254j 0.000705018-0.00246431j 2.59886e-05-0.00350571j 4.29882e-05-0.00052038j -0.000513928+0.000839635j -0.000336115+0.00113299j -0.000342783+0.00117724j 0.000372629-0.00148713j 0.00089831-0.00357273j -0.000253602-0.00177046j 0.000550061-0.00065514j -0.000458915+0.00144751j 0.000425004-0.0012093j -8.25449e-05-0.00102626j 0.000565919-0.0018545j 0.000881047-0.00208745j -0.00111632+0.00133036j -0.000844073+0.0021361j 0.000331729+2.10513e-05j -0.000244121-0.000109756j 0.00115564-0.00181151j 0.000516211-0.000611775j 0.00151609-0.00337921j -6.23852e-05+0.000360535j -0.0011475+0.00024708j 0.000438679-0.000278706j -0.000457894+0.0023669j 9.00579e-06-0.0010628j -0.000313786-0.00046557j 0.00108498-0.00144649j 
-0.000242698+0.000762684j -0.000748005-0.00174602j 0.00224203+0.00110163j -0.00227549-0.00346856j -0.00353421-0.00233806j -0.00156243-0.00168551j -0.00128889-0.00372892j -0.00399118-0.003122j -0.00145949+0.00013317j -0.00370491-0.00543632j 0.00276871+0.000718277j -0.00329362-0.00565423j 0.00206321+0.00453158j 0.00335593+0.00229928j 2.7272e-06+0.00325564j -0.00134889+0.00204481j 0.00032602-0.00246623j 0.00322228+0.00430151j -0.00328558-0.00539855j 0.00181896+0.000547957j -0.00149975-0.00509742j 0.00168824+0.000861125j -0.000614605-0.00586412j 0.00144693+0.00230566j 0.000236662-0.00202467j 0.0016664+0.00496628j 0.00179894+0.00544609j -0.00181028+0.000244267j 0.00113785+0.00141264j 0.00171231-0.0026651j 0.00147035+0.00392602j 0.00384368-0.000816923j -0.00240151-0.00126744j -0.00198453-0.00198416j -0.0021591-0.00106017j -3.52791e-05+0.000778017j -0.00113081+0.000535088j 0.00602911+0.00347577j 0.001915+0.000694307j -0.00341701-0.00110034j 0.000501184+9.48196e-05j 0.00104337+0.000172175j 0.00423641+0.00300021j 0.00434776+0.00265316j 0.00410809+0.00202957j -0.00226804-0.00228598j -0.000799224-0.00159189j 0.0015634+0.00114779j -0.00231349-0.00187558j 0.0024109+0.00156837j 0.00572896+0.0047047j 0.00301731+0.00335136j 0.00143328+0.00124821j -0.00179768-0.0015826j -0.000795285-0.000562405j 0.00232827+0.00124271j 4.95472e-05-0.00134693j 0.00442753+0.0059979j -0.00359595-0.00390295j -0.00221947-0.00140383j -0.00106727-0.00126254j -0.0010062-0.00110311j 0.00103939+0.00175142j -0.000403782-0.00178965j 0.00341978+0.00630258j -0.00256963-0.00163071j 0.00129271+0.00153644j 0.000570643+0.00168829j -0.00209214-0.00376554j 0.0003623-0.00159099j 0.00081251+0.000810234j -0.00063044-0.00237412j 
-0.00461163-0.00331647j 0.00152364+0.00300441j 0.00247893+0.00216501j 0.000256296+0.00264814j -0.0027821-0.00227348j 0.000245552-0.000697243j 0.0023937+0.0065473j -0.00201857-0.00342071j -0.00127535-0.00284213j 0.000928779+0.00153722j 0.00208733+0.00602994j -0.000968666-0.000165737j -0.000868645-0.00259659j 0.00109856+0.00329143j -0.000287933-0.00383614j -0.000601744-0.00760451j -0.000233266+0.00337945j -0.000270085+0.00359197j -0.00123863-0.00138705j -0.000143645+0.00512624j -0.000209699+0.00193982j -0.000510796+0.00366193j -0.00094391+0.00239438j -0.000213797+0.00558377j -0.000644944+0.00190861j 0.00213841-0.00147486j 0.000273554+0.00207802j -0.000107477-0.000847391j -0.00117559+0.00107189j -0.00366544+0.00233801j -0.00422774-0.00342931j 0.00122318+0.00862332j -0.00128495+0.000790733j 0.000639096+0.00121537j -0.00234788+0.000438824j 0.00322318+0.000977539j 0.00413605+0.00270602j 0.00189933-0.000816718j -0.00416488-0.00182518j -6.14854e-06-9.32011e-05j 0.00287617+0.0015642j -0.00209573-0.000145962j -0.00171397-0.00119433j 0.000999841+0.00232989j 0.005449+0.00339046j 0.00422654+0.00311609j -0.000452409-0.000229145j -0.00438103-0.0036498j 0.000543833+0.00015642j 0.000608591+0.000994541j 0.00160103+0.00138907j 0.00180775-0.000822809j -0.000114432+0.00113296j -0.00111219-0.00167636j 0.00357119+0.00355907j 3.84929e-05-0.000271908j 0.0042998+0.0051767j -0.000914525-0.00188557j 0.00145217-0.000628108j -0.00239754-0.00370868j 0.000718971+0.0020719j 0.00130395+0.00129267j 0.00193149+0.00365862j 0.00152023+0.00346818j 0.00342086+0.00169853j 0.00186722+0.00285861j -0.00145373-0.00405492j -7.66114e-05-0.000964757j -0.0021946-0.000736394j 0.00169121+0.00257143j 0.000165036+0.00159028j 0.00387675+0.00541432j 
0.00606489-0.00231802j 0.00174999+0.00495466j 0.000679361-0.00103411j 0.000955595-0.0015076j -0.00245431+4.46489e-05j -0.00118212+0.000898334j 0.00436696+0.00112959j -0.0035478-0.000488523j -0.00177878-0.00170091j 0.00229448-0.0021238j 0.00447091+0.00222913j 0.000566495-2.60756e-05j -0.00363391+0.00143909j 0.00162724+0.00132117j -0.00303244-0.00115783j -0.00618127+0.000829076j 0.00309259-0.00101713j 0.00135613-0.00356242j -0.000874053-0.00144903j 0.0040225+0.00111906j 0.00297278+0.00252827j 0.00209275+0.000735709j 0.00200821-0.000197679j 0.00496921+0.00103455j 0.00292286-0.000113393j -0.00149438-7.62917e-05j -3.20179e-05+0.00577972j -0.00289601-0.00268914j -0.00110895-0.00200725j 0.00435219+0.00111878j 0.00447156-0.00790689j 0.00295722-0.000807664j -0.00199889-0.00106378j 0.000180568+0.000648001j 0.000660785-0.00179269j -0.00105872+0.00135467j -0.00429764+0.00217612j -0.00276603-0.000845177j 0.00359077-0.00324627j -0.000493577+0.00323143j -0.00369053+0.000581984j -3.64015e-05-0.00180611j 0.00340535-0.00350012j -0.000211301-0.00127664j -0.00433998+0.00360522j -0.00295626+0.00418935j 0.000133545-0.00214492j 0.00479915-0.00353906j -0.0014733+0.00194973j 0.00188788-0.0006813j -0.00087188-0.00152201j -0.000760318-0.00105139j 0.00173336+0.00326941j -6.46431e-06-0.002693j -0.00341395+0.00370379j 0.00237244-0.00206812j -0.00557655+0.00309421j 0.00113887-0.0062458j -0.00135294-0.00075271j 0.00128527-0.00467907j -0.00286107-0.000209386j 2.11387e-05+0.00226944j -0.00216361+0.00447623j -0.00221352+0.00154196j -0.00227676-0.00257818j -0.00182826+0.00264627j 0.00350762-0.000178363j 0.00135983-0.00238014j 0.00151293+0.00183675j -0.00310113+0.00288414j 0.00185526+0.00772849j 0.0005946-0.00120182j 
0.00188891+0.00635844j -0.00478806+0.00204659j 0.00127301+0.000607875j 0.00129972+0.00122966j 0.000116914-0.00266824j -0.000652707-0.00159873j -0.00137196+0.00492346j 0.000855568-0.00425463j 0.00184076-0.00189573j 0.00215978+0.00262839j -0.00275344+0.00511669j -8.88173e-06+0.000724757j -0.00125968-0.00445214j -0.00164727+0.00192728j 0.00127615-0.00315709j -0.000842742-0.0070943j 0.00133853+0.0032681j 0.00441147+0.00169856j 0.00182373-0.0008985j -0.0012334+0.00444076j -0.0032046+0.00329644j -0.000682641+0.00240162j 0.000578319+0.00175859j -0.00147546+0.00557841j 6.32204e-05+0.00280396j -0.00026958-0.00170452j -0.00630773-0.000553468j 0.00371505-0.00291715j 0.00344381-0.00121835j -0.00120952+0.00388134j 0.00790933+0.00495752j 0.00141342+0.00336619j 0.000753268-0.00196392j -0.000364767+0.000145524j 0.00135437+0.00103972j -0.00105305-0.000978254j -0.00142049-0.00443347j 0.00118838-0.00303472j 0.00235332+0.00350422j -0.00247649-0.00086713j 0.000109813-0.00385244j 0.00146506+0.000173528j 0.00250293+0.00348506j 0.000534492+0.000412849j -0.00277807-0.00426382j -0.00371503-0.00270366j 0.00189886+0.000293918j 0.00267046+0.00462811j -0.00116243-0.0015752j -0.000137625+0.002114j 0.00142183-0.00107297j 0.00144705-0.000838194j -0.00371113+0.00189734j 0.00293716-0.000207152j -0.00339074-0.00300022j 0.00147231+0.00222863j -0.00271372-0.00516337j 0.00599135+0.000930486j 0.00144791-0.00156211j 0.00491476+0.00105362j 0.000405795-0.00269709j -0.00244977+0.000224496j -0.00455916-0.00219285j -0.0017877-0.00198681j 0.00315533-0.0020261j -0.0026941-0.00140683j 2.28292e-05+0.00321746j 0.00226741+0.00129112j -0.00181008+0.00154864j -0.00264499-0.00312084j -0.00826335+0.00173907j 0.00108357+0.000932008j 
