-0.000963718+0.000408631j -0.00062503-0.00208547j -0.0016685+0.00164003j 0.00169752+0.00465659j 0.000720885-0.0037562j 0.00201006+0.00219774j 0.00157558+0.000676038j 0.0024145+0.00692713j 0.000513328-0.00644313j 0.00179457+0.000264491j -0.00196982-0.00093948j -0.00151618-0.00286083j -0.00303767-0.00741118j 0.00215495+0.00505264j 0.00275519+0.0127234j 6.79458e-05+0.00313287j -0.000588589-0.00371333j -0.00110115-0.00605723j -0.000952296-0.00291475j 0.000810775+0.00952326j 0.000344563+0.00114189j 8.21795e-05+0.0063376j -0.000144281+0.00451803j 0.000465497+0.00472093j -0.000409848-0.00482423j -5.32572e-05-0.00238826j 0.000430125+0.0107317j 0.000557325+0.00379999j 0.000560833+0.00861968j -6.8555e-05-0.00308348j -0.000105211+0.00481059j -2.14673e-05+0.00851502j -3.55562e-05-0.000453425j -5.45571e-05-0.00163549j -0.000469019+0.00216695j -8.18088e-05+1.47464e-05j -0.000276105+0.00126264j 0.00075637+0.000431858j 0.000452403+0.00015925j 0.000192916+0.000261437j 7.02523e-05+0.00174214j -0.000148608-0.000514224j 0.000168806+0.00370868j -0.000153732+0.00252919j 0.000723925-0.00975107j 3.25581e-05-0.00133109j 0.000225705-0.00395597j 0.000350519-0.00343751j -0.00151747+0.0110147j -0.000308246+0.00133721j -0.000470769+0.00619302j -0.000179769+0.00252757j 0.000620713-0.00371413j 0.000510266-0.00240917j -0.000316664+0.0050514j -0.000736831+0.00662467j 0.000228896+4.12059e-05j 0.00114977-0.00751857j 0.00122357-0.00304796j 0.00125625-0.00539931j -0.000342056+0.00223718j 0.000295057-0.00248554j -0.00289778+0.00920352j -0.00246318+0.00404401j 0.00239668-0.00432783j 0.00114194-0.00157994j 0.0016795-0.000123097j -0.00148913-0.000416747j -0.000497313-0.00582474j -0.00225938+0.00586519j -0.00143512+0.00052536j -0.00183946+0.00173596j -0.000716033-0.00344378j 0.0016618-0.00429646j 0.00170355+0.00169411j -0.000675372+0.00212573j 0.00113816+0.000531348j 
-9.87759e-05+0.00112922j -0.0012074+0.000166145j 0.000461316+0.000128344j -0.00189697+0.000331018j 0.000610587+0.000448227j -0.000549264+0.00169179j -0.000157215+0.000691659j 2.47913e-05-0.000795887j 0.000554987+0.000875958j -0.00205327-0.00183961j -0.00141371+0.00111785j -0.000516715-0.00133021j 0.000226705-0.00161691j 0.000690646+0.000353509j -0.000661099-0.00016815j 0.000829934+0.000365173j 0.000925487+0.00016157j -0.000180884+0.00133694j -0.00049875+0.00144979j -0.000499626-0.00405306j -3.25978e-05+0.00300556j 0.000906589+0.000558469j -0.000264161+0.00184417j 0.000887253-0.00214119j -0.00157003-0.00220655j 0.000275145-0.000353932j 7.354e-05+0.00118615j 0.000171518-0.00107324j 0.000882925-0.000577327j -0.00192289+0.00366037j -0.00170345-0.000116629j 0.00136465-0.00181259j 0.000482395+0.000517208j -0.00070634-0.00106733j 0.000841473-0.0019802j -0.00137872+0.00296927j 0.000891372+0.000246969j -0.000439767-0.000106219j -0.000708598+0.000170012j 0.00043229-0.000180777j 0.000576586-0.00057505j 0.00105263+0.000711882j 0.000919775+0.00255172j 0.0013614-0.000370324j 0.000785798-0.000324459j -0.00167723+0.00212771j 0.00207969-0.00206664j 0.000329554-0.000498343j 0.000378348-0.000471797j -0.00264342+0.00326843j 7.93225e-05-4.53829e-05j 0.000203388-0.000848005j -0.000906251+0.00134516j -0.00206747-0.000171037j 0.00144858-0.0010367j -0.000635323+0.000204927j -0.0011486+0.00341663j 0.00224811-0.00322232j -0.00121753+0.000254851j -0.000805113+0.002138j -0.000338504-0.00130465j 0.000599263-0.00019241j -0.0014551+0.00133599j -0.000632515+0.00176681j 0.00111498-0.000448767j 0.00101494+0.00146255j -0.000729795+1.48819e-05j -0.00121152+0.00172288j -0.000620439-0.0011294j 0.000784383+0.000690851j -0.000377614+0.000144736j -0.000760237-0.000388911j 0.000470806-0.000743745j 2.26614e-05+0.000335901j 0.00121645+0.000570594j 0.000827059+0.000171733j -0.000183278-0.000320124j 
-0.00016528-0.000525059j -0.00297484+0.000425654j 0.000544569-0.00103755j -0.00164786-0.000787715j 0.000278006-0.00171638j 0.00427785+0.000628633j 0.0030117+0.00143289j -0.00221077+1.79042e-05j 0.00260307+0.000624374j -0.00152351-0.00219358j 0.000151939+0.000786399j 0.0012497-0.000834495j 0.000197745-0.000911065j -0.0015796-0.00202909j -0.000521541-0.000190116j 0.00130099+0.000670354j -0.000625479-0.000511531j 0.0016432+0.00257354j -0.00256797+0.000972063j -0.000639771-0.00242852j -0.000416743-9.93138e-05j 7.06053e-05-0.000897122j -0.00212491+0.000109084j 0.0024972-0.00169544j -0.00182864+3.45969e-05j 2.00245e-05-0.00111422j 0.00139166+0.00208183j -0.00259539-0.0036965j 2.7881e-05+7.22628e-05j 7.48663e-06+0.00197708j -0.000824191+0.00217299j -0.000783809+0.00150044j -0.00084026-0.000841904j 0.000146554-0.000159734j -0.00156012-0.0039141j 0.000656901+0.00608756j -0.000687323-0.00123925j 0.00160963-5.56306e-05j -0.000503034+0.00201147j -0.000293025+0.00536258j 0.000923566+0.00161296j 0.00280345+0.00123844j -0.00182892+0.000905345j -0.00161741-0.00262711j -0.0024021-0.000334825j 0.000649609+0.00276205j 0.0028823-0.00190984j -0.00148987+0.00074355j 0.0014814-0.00188559j -0.00037818+0.00427168j -0.00256759+0.00194965j -0.00330018-0.0022335j -0.000714572+0.00209706j -0.000715543+0.000252754j 0.000576914+0.000726223j 0.000994041+0.00323288j 0.00130217+0.000857392j -0.0014306-0.000641176j 0.00020905+0.000130033j 0.000212939+0.000793466j 0.000714756+0.00115554j -0.00111883-0.00141367j 0.000990283+0.000408519j -0.00160283+0.00134914j 0.0008152+0.00212645j -0.00127348-0.000909885j -0.000688853+0.0011686j -0.000171556+0.00361549j 0.0006654-0.00123601j 0.000934182+0.00131023j -0.000474717-0.00139606j 0.00102168+0.002958j -0.00238595-0.00172206j 0.000591846+0.000566978j -0.000587749-0.000257094j -0.000662626-0.000409363j -0.00135936-0.00244974j 
-0.00130332-4.48202e-05j 0.000695509-0.00104864j -0.000646273+9.84214e-05j 0.000310633+0.000357338j -0.00329581+0.000743844j 0.000996327-0.000882519j 0.00128458-0.00122517j -0.000277423+0.000126454j 8.46949e-05+0.00115491j -0.00531495+0.00153831j 0.000542455+0.00158186j -0.00356912+0.000470487j -0.00160157+0.00233707j -0.00335622+0.00197202j 0.00244724-0.000996657j 0.00155653-0.000343681j -0.00281663+0.000201048j -0.000853844-0.00130365j 0.000164678+6.57704e-05j -0.00258402+0.00267704j 0.00233289+0.00213425j -0.0022278+0.0032904j -0.00122853+0.00162526j -0.00137699+0.00146443j -0.000960139-0.00127094j 0.00179066+0.000323825j -0.00160069-0.00120991j -0.00331674+0.00381518j 8.80187e-05+5.56637e-05j -0.000546412-0.000503062j -0.00326271-0.001324j 0.00268285+0.00133073j -0.00131883-0.000727811j 4.41099e-07+0.00206469j -0.00579867+9.32837e-05j 0.00303976-0.001459j -0.000695152-0.000284778j -0.00202916-0.000593351j 0.00259874-0.00350748j 0.00603022-0.000455285j 0.00318212-0.00232408j 0.00208168-0.000736261j 0.00255727-0.000132469j -0.000368239-0.00113599j 0.00124154-0.000132083j 0.00134001-0.00189049j -0.00138714+0.000483849j -0.00115375-0.000490563j -0.00130279-0.000363775j 0.00494434-0.00404473j 0.00100797+0.000531218j 0.00247946+0.000984575j 0.00152146+0.00148396j -0.000970133-0.00321178j -0.00344053+0.00177715j 0.000409219-0.00245764j -0.000703611-0.000182414j -0.0018223-0.00132944j 5.36743e-05-0.00101897j -0.00248271+0.00128216j 0.00220493-0.000414317j -0.000631689+0.00163248j 0.000100739-0.000110315j 0.00418796-0.000497232j 0.00180512+0.00134584j 0.000377714+0.00237202j 1.68623e-05+0.00162518j 0.00690298+0.00259661j -5.45238e-05+0.00122958j -0.0021065-0.000852433j -0.00114359-0.00129226j 0.00103331-0.00010296j 0.00208425-6.75284e-05j 0.000862914+0.000158615j 0.000107016+0.000406072j 0.000112915+3.93311e-05j 0.000664179+0.000203492j 
-0.000261797-0.000972901j -0.00202388-0.00102907j 9.40348e-05-0.00065476j 0.000231853+0.00133046j 0.00115962-0.000299207j 0.000401711+0.000346774j 0.00114826-0.00183139j 0.00109738+0.00284929j 0.000398241-0.0010393j 0.000806533+0.00184746j -3.30478e-05-0.00122936j 0.00102752+8.46826e-05j -0.00060929+0.00378184j 0.00205947-0.000501042j -0.000603944-6.37217e-07j -0.000904834-0.000345389j 0.00160076-0.000578723j 0.00159211-0.00323277j -2.71012e-05-0.00147302j -0.00185401+0.00241098j -0.00140714-0.00025402j -0.000687987+0.00264601j -0.00185221+0.00027451j -0.00221076+0.00183256j 0.000952111-0.00086804j -0.00155257+0.00287625j 0.000107533-0.00223584j -0.00299548+0.00308488j -0.00415976-0.00138435j 0.00375951-0.000961643j 0.00247078-0.002341j -0.00444044-0.000710247j 0.00143407-0.000911521j -0.00215716+0.000155939j -0.00088878+0.00236865j 0.00692984-0.00461983j -0.000417841+0.000455372j 0.00250229+0.000539495j 0.00411705-0.00119837j 0.000397881-0.00264706j -0.00116122-0.00103657j 0.00150552-0.00190434j 0.00153888-0.000582994j -0.0023134+0.00109452j -0.00135083-0.000257757j 0.00411712-0.00195602j -0.0028464+0.00106909j 0.00126097-0.00196655j 0.000809364-0.00120747j 0.00901379-0.00099415j -0.00125479-0.000578237j -0.00269013+0.000127741j 0.000106149-0.00169385j 0.00549399+0.00117557j -0.000791206-0.00251793j 0.00537734+0.00101281j 0.000855981+0.000785755j -0.00187624-0.000876684j 0.0023105+0.000785382j 0.000991114-0.000471106j 0.000936657+0.000185792j -0.00200987-0.000754195j 0.00385549+0.000100772j 0.00325252-0.00289226j -0.0026183-0.00114719j -0.00167425-0.00109154j 0.000174396-0.00274337j 0.00107084-0.000798687j 2.0457e-05+0.00306699j 0.00152475+0.000572035j -0.000364346+0.00100783j 0.000583277+0.000165522j -0.00076537+0.000644056j -0.000118388+0.000702812j 0.000431788-0.00179765j -0.000878098-0.000389359j 0.000155077-0.00188578j 
-0.000139698+2.29639e-05j -2.0861e-05+0.000577915j 0.000580013+3.73449e-05j -1.78575e-05-0.000912202j -0.0021232+0.000739323j 0.00296594-0.000258868j -0.000819461+0.000200592j -0.000476272-0.0013087j -0.00093493+7.13669e-05j 0.00452409+0.000924194j 0.000901652+0.000215639j -0.000437513-6.84479e-05j 0.00083232-0.000478519j 0.00215018+0.00220944j 0.000730472-0.000789451j -6.26584e-06+1.90389e-05j 0.000154918+0.000410597j -0.000328591+0.00198645j 0.000968761+0.00191654j 0.00250519-0.00117661j 0.00172107-0.00011307j -0.00151318+0.000129008j 0.000256899+0.000963545j 0.00137575-0.00119422j 6.66309e-05+0.000419885j 0.00291339-0.000678764j -0.00100335+0.00150815j 0.000430221+0.000437613j -0.00250663-7.42421e-05j -0.00134452+0.00153088j -0.00235283+0.00125083j -0.00119836-0.00133089j -0.000885724+0.000162022j 0.00226274-0.000668482j 0.000544975+0.000272112j -0.00243112+0.00154299j -0.000438951+0.00171573j 0.000534391+0.00300063j 0.000919568+0.000959248j -0.00421766-0.00217966j -0.00230045-0.00200032j -0.00473367-0.000805258j -0.000236613+0.000226117j 0.000488839-0.000704423j -0.00273259-0.00183459j 0.000993305+0.00290894j 0.00254999+0.000285317j -0.00129261+0.000674666j -0.00111869-0.000683958j -0.000261268+0.000553325j -0.000170724+0.00170918j 0.00179218-0.00190906j -0.00342157-0.00172276j -0.000388472+0.00207029j -0.00194454-0.000505382j -0.00206909+0.000307742j -0.00227781+0.000470103j -0.00143942-0.000627621j 0.000717425+0.00127874j -0.00213259+0.00122737j 0.00172208-0.000153164j 0.00106268-0.00165088j 0.000613484+0.00310863j -0.000782952-0.00173907j 0.000210776-0.00267241j -0.000626273-0.00115457j 2.9497e-05-0.000419023j -0.000364607-0.001628j 0.00186133+0.00141271j -0.00212778-0.00178927j 0.000919737+0.00150627j 0.00150847+0.00243585j 0.000235197-0.00113355j 0.00124202+0.00116861j -0.000790653-9.44667e-05j -0.000354548+0.000155474j -0.000249416-0.000351903j 
-0.00162812-0.000587139j 0.000584002-0.000460873j -0.00218801-0.000246972j 0.00142133-0.000678159j 0.000465767-0.00022042j -0.00151637+0.000375443j -0.000814592+0.000390905j 0.00155646-0.00102119j 0.000344794+0.00151019j -0.000122954-0.000957036j -0.00237436+0.0010707j -0.000727437-0.000460769j 0.0018044-0.000929158j -0.00255239+0.000102362j -0.000774443-0.000659616j -0.000357733+0.00111705j -0.000426971+0.000702832j -0.00282134+0.00382749j 0.00062265-0.000358808j 0.00103877-0.00134564j -0.000794017-0.000489353j -0.000960989-5.92051e-06j -0.00125065-0.000767199j 0.000915022-0.0011622j -0.000215113+0.00190436j 0.000101967+3.32469e-05j -0.00379312+0.000997386j -0.00133195-0.000477287j 0.00157327+0.000808045j -0.00263824-0.000545906j -0.00347231+0.00158793j -0.000417288-0.000751039j 0.00211189+0.00127572j -0.00255005+0.000450155j 0.0013527-0.00308608j -0.00195728+0.00298022j 0.000498645-0.000254258j 0.00108852+0.002997j 0.00169342+0.00261059j -0.000436273-0.000462584j 0.000812979+0.000744576j 0.00452571+0.00357854j 0.00274364+0.00129479j 0.00130411-0.000980695j -6.40147e-05+5.57622e-05j -0.00142545+0.0024404j 0.00270552-0.00105598j -0.00278055+0.00264661j 0.00109267+0.000491466j -1.2018e-05+0.00348848j -0.00249207-0.00133196j -0.000516302-0.00113517j -0.00254446+0.00020392j -0.0012894+0.00109767j -0.000647614+0.00102309j 0.000500201+0.0051394j -0.000273397+0.0016371j -0.00246493-0.0011742j -0.00113834-0.000709882j -0.00371829-0.000718239j -0.000918796+0.000380746j 0.00111269-0.000156515j -0.000350917+0.00127747j -0.00291908-0.00054419j 0.000764306+0.000311364j 0.000401314+2.80465e-05j -0.00250773-0.000724903j 0.000225087+0.00110213j 0.000793661+0.000994877j 6.30247e-05+0.00154254j -0.000132408-1.41991e-05j -0.00109728-0.000149973j 0.00149128+0.00130969j -0.000731308-0.00190772j -0.000836177-0.00110565j -5.07202e-05+0.000770351j 1.32011e-05-0.00045592j 
-0.00177614+0.00157148j 0.00138059-0.000452851j -0.00201141+0.00204268j 0.00204952-0.000685458j -0.00248353-0.000264563j -5.63059e-05-0.00084203j -0.00138524+0.000506898j 0.00121133-0.00137448j -0.000631809+0.000359305j 0.0011767-0.00181371j -0.00112691+0.000471535j -0.00113994-0.00144536j 0.0027745-0.00240951j -0.00350462+0.00218178j 0.00149808+0.000662484j 5.68386e-05+0.000844739j -0.00224353-0.000722932j -0.00331824+0.00198322j -0.000149589-0.00100746j 0.00373477+0.000278982j -0.000126576+0.00057946j -0.00174895+0.00144639j -0.00134095-0.000403634j 0.00237594-0.000574374j 0.000274525+0.00104864j 0.00320269+0.00107286j -0.00375698+0.000662916j 0.000968948+0.00265227j 0.00195453+0.00141382j -0.0052077-0.00109704j -0.0047836+0.000644872j 0.00144176+0.00148084j -0.000558781-0.000846736j 0.000275008+0.00298128j 5.59789e-05-0.00234611j -0.00510468-0.00338834j 2.44037e-05-0.000122302j -0.000378993-0.00119299j 0.000912748-0.000416373j -0.000565679+0.00107519j 0.00132765+0.000761534j 0.00161103-0.00231049j -0.000645214-0.00110346j 0.00158687+0.000645771j 0.00165922+0.000900985j -0.00105936-0.00106034j 0.00400794+0.000792909j -0.00275155+0.000832694j -0.000492931-0.000573455j -0.00174378-0.00242914j -0.00139615+0.000462124j 0.00077147+0.00362121j -0.00418187+0.00106168j -0.00304496-0.00225396j -0.00205784-0.000461579j 0.000124397-0.0026117j -0.00204752-0.0023106j -0.00167885+0.00206775j -0.00129806-0.00168236j -0.00444776-0.00166202j 0.000374527+0.000840178j 0.000693838+0.000802084j -0.00210381-0.000739744j -0.00363586+5.27077e-05j 0.00255733+0.00135665j -0.000351846+0.00108079j -0.00166219+0.000888381j -0.000208014+0.00115123j 0.001742-6.34337e-05j -0.000790901-0.00193685j 0.00104589-0.000475277j 0.00143015-0.00020616j 0.00171323+0.00163889j -0.00154082+0.000136637j -0.00215307-8.40353e-05j 0.0016945+0.000164856j -0.00078054+0.000719443j 
-0.000460582-0.00159589j 9.91452e-05-0.000144052j 4.68078e-05-0.000566171j 0.000305038-0.000757814j 0.00101906-0.00149183j 0.000231755+0.00067552j -0.000866219-0.000133345j 0.000634303+0.000200559j 0.000266163-0.000226911j 0.000594816+0.000958046j 0.00117634+0.000177952j -0.00160047-1.32479e-05j 0.00133585+0.000669052j 0.00155633-0.00247645j -0.00129871+0.000111933j 0.000706418+0.00084877j -0.00208165-0.00193562j -8.71436e-05-0.000519622j -0.000960424-0.003226j -0.00318255+0.000880679j 0.000808748-0.00184222j 0.0036262+3.05931e-05j 0.000901784-0.00183957j -0.000712903+0.00150897j 0.00187439+0.00300258j -0.000540921+0.000126157j 0.00130007-0.00064655j 0.000867441-0.00042275j -0.00112208+0.000607378j 0.00203846-0.0025811j 0.00184043+0.000570647j -0.000368609+0.00264734j 0.000824566+0.000188728j 0.00087171+0.00290304j -0.000849903-0.00305195j 0.000932598-0.00121177j 0.00133088+4.86453e-05j 0.000813714-0.000457474j -0.00115842-0.000326195j -0.00378816-0.000207461j -0.00106023+0.00066997j 4.10209e-05+0.00118145j -0.000697659-0.00361161j -0.000392-0.00196145j -0.00111948-0.00147299j 0.000239618-0.000476953j -0.00344715-0.00111415j 0.000401569+0.000230356j -0.00016051+5.02721e-06j -2.17142e-05-0.00165804j 0.000285437+0.000257156j 2.08227e-05+0.00130382j 0.00258352+0.00267432j 0.00161424-0.00153568j -0.00061604-0.00106556j -0.000255402+0.00147354j 0.00295658+0.000521118j -0.00136069+0.00203424j -0.000159525-0.0031164j 0.00295226-0.0002921j -0.00101512+0.00283997j -0.000700318-0.000505355j 0.00108678-0.00197914j -0.00142425-0.00123884j -0.00267542+0.0004351j 0.000892682-0.00048133j -0.000259084+0.000557057j -0.000497837-6.58025e-05j -0.000130739+0.000417721j 0.000629842+0.000153098j 0.000745523+0.000284433j -0.00117372+0.000842196j -0.000734128+4.43946e-05j -6.92802e-05-6.8077e-05j -0.000544514-7.62914e-05j -0.000669355+0.000910714j 0.000343701-0.000673826j 
-0.000959867-0.000252964j -0.000195389+0.000338937j -0.00126368-0.000507167j 0.000192479+0.000208794j -0.000140377+0.000224523j 0.000124093-0.00105974j 0.000493394+0.000804703j -0.000101287-0.00024874j 0.000217699+0.000402941j 0.00117139-0.00144215j -0.000595904-0.00189217j 0.00074544+0.00277734j 0.000422457-0.00111907j -0.00281444-0.00258153j -0.000409723+0.000346284j -5.50332e-05-0.00136665j -0.000687172+0.0033088j -0.00108446+0.000445041j -0.0021392+0.00228449j 0.00115889+0.00293112j -0.00169011-0.00188566j -0.00106661-0.00464317j -0.00181955-0.000780732j 0.00133151+0.00015542j 0.00201141-0.00252254j -0.000817666-0.000471611j -0.0016131-0.00127689j -0.00151161-0.00191945j 0.00080122+0.00194662j -0.0014141-0.00155093j 3.41658e-05-0.00146366j 0.000722738-0.000608846j 0.000709819+0.000267782j 0.00107366-0.00398768j -0.00234524+0.00255689j -0.000574566+0.00126287j 0.000360031-0.00139336j 0.000666357+0.00138651j 0.000697396+0.00253935j 9.11574e-05+0.00469943j -9.11748e-06+0.00144754j 0.00251306+0.00306199j -0.00241771+0.00309744j -0.00265814+0.000807968j -0.00269157+0.00229958j 0.000403521+0.000342043j -0.000402332+0.00381844j -0.00120427-0.000203251j 0.000689544+0.000591271j -0.000279872+0.00212032j -0.000599188-0.0014924j -0.00023338-0.0028189j 0.00215536-0.00434504j -0.000821012+0.000208284j -0.00152391+0.00209216j 0.00205608+0.00289438j 0.000633534-0.00164143j 0.000424971-0.00036584j -0.002447+0.00162246j -0.000696404-0.00327975j 0.00293851-0.000610305j -0.000587253+0.000347148j -0.000370459+0.000226973j -0.00161037+0.000671962j -0.000173403+0.00255998j -0.00128346-0.00158014j 0.000238632-0.00113741j 0.000139273+0.000520659j 0.000967346+0.000143949j -0.000489573+0.00105984j 0.000293946-0.000856775j 0.000772265+0.000625484j -0.000289806+0.000419525j 0.000114895-0.000823802j -0.000460186-0.00070287j 9.64619e-05+0.000567717j -0.000521902-0.00072722j 
-0.000381883-1.27732e-05j -0.0014628+0.000269075j 0.000350207-0.00012216j -0.000374449-0.000184605j 0.000498179-0.000613134j -0.000198527+0.00122464j 0.000307443-0.000938491j 0.00093948+0.000185732j 0.000101588-0.000124412j 0.000588834+0.000958819j -0.000151112+0.00155167j 0.001588-0.00100101j -0.000411551+0.000627148j -2.21522e-05+0.000359039j -0.000342357-6.78467e-05j -0.000694394+0.00176288j -0.00100923-0.00271467j 0.00154529+0.00235926j -0.00203431-0.00254046j 0.00107096-0.0011745j -0.00308314+0.000515588j 0.000345985+0.00264401j -0.00224245+0.000189098j 0.000512835+0.000141542j 0.00240483+0.004051j -0.000150217+9.44931e-05j 0.00045611+0.00170746j -0.000818888+0.00122788j -0.000922306-0.00040276j -0.000397546+0.000519811j 0.00221655+0.00282153j -0.000565158+0.0011175j 0.000445171-0.000358142j 0.000785563+0.0035947j 0.000889139-0.00301629j 0.000582537-0.000753968j -0.00213211+0.000572078j 0.00114064-0.000233322j 0.00107454-0.000921072j 0.000851153-0.00097947j 0.00128498+0.000872j -0.000167975-0.00197944j -0.000687672-0.00405082j -0.000226363-0.00196676j -0.000227259-0.00234456j -0.000676857+0.000204601j 0.00127435-0.00183204j 0.000365918+0.00146023j 0.000287328-0.000546586j 0.0013178-0.000927744j -0.00163856+0.00122893j -0.000508928+0.00113101j -0.00159313+0.00371652j 0.00201052+0.000287604j 0.000874782-0.000253316j 0.00192769+0.00210953j -0.00126628-0.00060172j 0.000801498+0.00377674j 0.000711492-0.00185594j -0.00207733+0.00117188j -0.0012198+0.00296177j -0.000594673-0.0017288j -5.24891e-05-0.000934976j 0.000391159+0.000370073j -3.59112e-05+0.000905599j -0.00118889-0.00169765j -0.00100397+0.000880443j 0.000122621-0.000844203j 0.000325943+0.00108047j 0.00122629+5.32868e-05j -0.000636914+0.000185618j -0.0007121+0.000626695j 0.000208398-0.000200696j 0.000354135+0.000627057j -0.000163584+6.72987e-05j -0.000395618+0.000109j -0.000690848-0.000792614j 
3.80993e-06-0.000380804j -0.000302384-6.30779e-06j 0.000290349-0.000524456j -0.000272463+0.000632843j -0.00139004-0.00012161j 0.000441375+8.33851e-05j 0.000421316-0.000937978j -6.256e-05+0.000357357j -0.000934949-0.000329096j 0.00114563+0.00173031j 0.000116182-0.000392517j 0.00272589-0.000647092j 0.000375875+0.00191518j -0.00188071+0.000241788j 0.00149972-0.000159329j -0.0012437+0.000384725j -4.33742e-05-0.00303024j -0.00143695-0.000866805j -0.000389024-0.00127382j 0.00417625+0.00144423j -0.00183813+0.000436253j -0.00284928+0.000591958j -0.00148449-0.000890649j 0.00290723+0.00203312j -0.0011769+0.00226295j 0.000311609+0.000421279j -0.000461231-0.000953812j -0.000649085+0.000362624j 8.42526e-05+0.000342961j -0.00238805-0.00210012j -0.00115653-0.000789438j 0.00183734+0.00121865j -0.00213205-0.000597306j 0.000199012+0.00202413j 0.00304229+0.000459743j -0.000943273-0.00348583j -0.00301112-0.000115631j -0.00206217-0.000792191j -0.00189401-0.000773317j 0.00252928-0.000267074j 0.00145183+0.00105379j -0.00134798-0.00148715j -0.00124421-0.00279746j 0.00102461-0.000264908j 0.00185837-0.00168618j -0.00234742-0.0021194j 0.0029767+0.00358419j -0.000415589-0.00191714j 0.000453972-7.66586e-06j -0.00267968-0.00359735j -0.000448103-0.000309999j -0.000273196+0.00102905j -0.00324916-0.000791535j -0.000542916-0.0024107j 0.00193563+0.000545221j -0.00251662-0.00202371j -0.00280384-0.00446524j 0.00102048+0.00207961j 0.00164305-0.0014817j -0.0013236-0.00265672j -0.00130418+0.00104852j 0.000936287+0.000215825j -0.00195965-0.00174635j 0.00142095-0.00127048j 0.00142852+0.0023431j -0.000401955-0.00103898j 0.000411176+0.000295469j -0.000472086-0.0011376j -0.000315093+0.000117279j -0.000390421-0.00128571j -0.000670553-0.000538283j 0.00041007+0.000561156j -0.0002434-0.000116213j 0.000436411+0.000511174j 0.00076869-1.67621e-05j -9.23725e-06-7.5569e-05j 0.000222705-0.000369664j 
-0.000409091-0.000960396j 0.000464858-0.000333379j -0.000604966-0.000694407j 0.00113716-0.000365892j -0.0016473-0.000334567j 0.00161602+0.000343836j -0.0011007-7.5075e-05j 0.000423454-0.00112596j -0.000425219+0.000493887j 0.000681014+0.00145487j 0.000570161-0.000432237j -0.00277279-0.000895924j 0.00260984+0.00145996j -0.000395718+0.000221372j 0.000826516-0.000856676j 0.00128802-0.000248968j -0.00228384+0.000569373j -0.00325734-0.00231116j -0.000621209+0.00109986j -0.000537156+0.00153361j 0.00362796+0.00136447j 0.00115678-0.00060184j 0.000659926+0.000111439j 0.00146958+0.00151094j -0.000399846-0.00183005j 0.00176097+0.000961666j -0.00183747-0.00202924j 0.000820018+0.000399138j -0.000704408+0.000447168j -0.00097619-0.00245463j -0.0035544-0.00343025j 0.00122836+0.000902012j -0.000780185+0.000449979j 0.00163745+2.19179e-05j -0.00169574-0.000168966j -0.00237545-0.00173652j 0.000980931+0.00110551j -0.00218618+0.0012036j -0.00170047-0.00044731j -0.00205082-0.00285403j -3.89344e-05-0.0024229j -0.000804978+0.0012175j -0.00102468+0.00134546j 0.000246742+0.000238069j -0.000818072-0.00127078j -0.00119619+0.000346319j -0.000665323+0.00181846j -0.0017809-0.0017846j -4.02304e-05-0.000383088j -0.00152985-0.00274627j 0.000274384-0.00050483j 0.00231746+0.000233471j 0.00196588-0.00154592j -0.00188965-0.00282203j -0.00205224-0.000895563j -0.00226593-0.0025036j -0.000436951+0.000385608j -0.000810712-0.00337544j -0.00114294-0.00114786j 0.000363794-0.000973271j 0.00199971+0.000501095j 0.000542175+0.00175464j -0.000912702+0.00074193j -9.94906e-05-0.00354963j 0.000595211-0.000224464j 0.000834241+0.00136593j 0.000311205-0.000363947j 0.000857337+0.00075092j 0.000729635+0.00085715j -0.00152838-0.00144415j 0.000272419+0.000309352j -0.000120425+0.00113318j 0.000677154-1.988e-06j 0.000232721-0.000302339j -0.000160527-0.000865263j -0.00051231-5.21783e-05j 0.000703143-0.000270259j 
