-0.000963718+0.000408631j -0.00062503-0.00208547j -0.0016685+0.00164003j 0.00169752+0.00465659j 0.000720885-0.0037562j 0.00201006+0.00219774j 0.00157558+0.000676038j 0.0024145+0.00692713j 0.000513328-0.00644313j 0.00179457+0.000264491j -0.00196982-0.00093948j -0.00151618-0.00286083j -0.00303767-0.00741118j 0.00215495+0.00505264j 0.00275519+0.0127234j 6.79458e-05+0.00313287j -0.000588589-0.00371333j -0.00110115-0.00605723j -0.000952296-0.00291475j 0.000810775+0.00952326j 0.000344563+0.00114189j 8.21795e-05+0.0063376j -0.000144281+0.00451803j 0.000465497+0.00472093j -0.000409848-0.00482423j -5.32572e-05-0.00238826j 0.000430125+0.0107317j 0.000557325+0.00379999j 0.000560833+0.00861968j -6.8555e-05-0.00308348j -0.000105211+0.00481059j -2.14673e-05+0.00851502j -3.55562e-05-0.000453425j -5.45571e-05-0.00163549j -0.000469019+0.00216695j -8.18088e-05+1.47464e-05j -0.000276105+0.00126264j 0.00075637+0.000431858j 0.000452403+0.00015925j 0.000192916+0.000261437j 7.02523e-05+0.00174214j -0.000148608-0.000514224j 0.000168806+0.00370868j -0.000153732+0.00252919j 0.000723925-0.00975107j 3.25581e-05-0.00133109j 0.000225705-0.00395597j 0.000350519-0.00343751j -0.00151747+0.0110147j -0.000308246+0.00133721j -0.000470769+0.00619302j -0.000179769+0.00252757j 0.000620713-0.00371413j 0.000510266-0.00240917j -0.000316664+0.0050514j -0.000736831+0.00662467j 0.000228896+4.12059e-05j 0.00114977-0.00751857j 0.00122357-0.00304796j 0.00125625-0.00539931j -0.000342056+0.00223718j 0.000295057-0.00248554j -0.00289778+0.00920352j -0.00246318+0.00404401j 0.00239668-0.00432783j 0.00114194-0.00157994j 0.0016795-0.000123097j -0.00148913-0.000416747j -0.000497313-0.00582474j -0.00225938+0.00586519j -0.00143512+0.00052536j -0.00183946+0.00173596j -0.000716033-0.00344378j 0.0016618-0.00429646j 0.00170355+0.00169411j -0.000675372+0.00212573j 0.00113816+0.000531348j 
0.000917185-0.00226142j 0.00060808-0.000805338j 0.00206189-0.0031281j 0.000707158-8.40326e-05j -0.00142122-0.000390082j 0.00236079+0.000582879j -0.00138657+0.00419871j 0.00192107-0.000624661j -0.000807528+0.000608288j 0.00119088+0.00200572j 0.00236465-0.000702601j -0.00125066+3.41688e-05j -0.00376962-0.00157584j 0.00319242+0.000339332j 0.00206664+0.00225986j 0.00171986+0.00289285j -0.00212474+0.00137707j 0.00455313-0.000457167j -0.000315584-0.00400422j 0.000752864-0.00217701j -0.00372934+0.00325223j 0.00152551+0.00112127j 0.000823274+0.00261118j -5.99679e-05-0.00505864j 0.00362547+0.00273781j -0.00121212+0.00187041j -0.000591535+0.00209979j -0.000754333-0.00181714j -0.00325267+0.00273667j 0.00189518-0.00134173j 0.000461236+0.00130672j 0.00179441-0.000980227j -0.00182154-0.00246683j -0.0030933-0.00368046j -0.00067952-0.00222108j -0.00366136+0.00316084j 0.000830886+0.00122765j 0.00190402+0.00270722j -0.00178768-0.000624119j 0.000551362-0.000561025j 0.00114435-0.00291269j 0.00379467-0.00146632j 0.00524837-0.00019615j -0.00153889-0.00443995j -0.000614528+0.00160585j -0.000578091-0.00344913j 0.000131581+0.00102985j 0.00212941-0.000865765j -0.00334261+0.00164617j 0.000952991-0.000117335j -0.00351779-0.00200752j 0.00220902-0.00039161j -0.000164984-0.0033733j -0.000815326-0.00184151j 0.000783899-0.00155473j -0.00206089-0.000573544j 0.00306755-0.00139425j -0.00319579-0.00025187j 0.00335227+0.00298357j 0.00109793-0.00199343j 0.00459165-0.00211316j 0.000557917+0.0027757j -0.00215538-0.00335683j -0.00114198-0.00418347j 0.001273+0.00227961j -0.00136195+0.00130779j -0.000751629-0.000723081j -0.00219665-0.00207592j -0.0024774-0.000546531j -0.000907058-3.10918e-05j -0.00351284-0.00176096j 0.00260203-0.00354443j -0.00142174+0.0011835j -0.00276194-0.000311999j 0.00329889-0.000562327j 0.00271536-0.00144546j -0.000523585-0.000297382j 
0.000882505+0.00138896j -0.00332556+0.00109434j 0.00368299+0.000461309j 0.00185478-0.00233558j -0.00317044+0.000469308j 0.00196661-0.00178884j -0.00270483-0.000844166j -0.00190395-0.00291772j -0.00446867+0.000264501j -0.00137501-0.00242859j -0.00133015-0.00189383j -0.000314585+0.000150823j 0.00279089+0.0045348j -0.00131543-0.00175891j -0.000447754-0.00237564j 0.000681477-0.00204148j -0.00289593+0.00013898j 0.000490393-0.00277663j 0.0025939+0.00354177j 0.00378041+0.0016627j -0.00263648+0.000736262j -0.0031848-0.00447149j 0.000571034-0.00199883j 0.000451853+0.0045523j 0.00106108-0.00631864j -0.00236294+0.000715247j -0.00263878-0.00104898j 0.00105586+0.0031301j -0.00409899+0.000103448j 0.00176541+0.00129023j 0.00081042-0.00129793j 0.0012643-0.00039671j -0.00189851+0.00201198j 0.000857088+0.00659798j 0.00413668+0.00489023j -0.00395714-0.0024525j 0.00156014-0.00282711j 0.000645111-0.000889318j 0.00116806+0.00431846j -0.000718851-0.00134999j -0.000611031+0.00448001j 0.00419709+0.00130703j -0.000290479-0.00366822j -0.000854967+0.005798j 0.000759418-0.0012166j -0.000660449+0.00327095j 0.00137165-0.0009783j 0.00275002+0.000674108j -0.00361588-0.00362605j 0.00154249+0.000412228j -0.00133473+0.00336694j 0.0019403+0.00196619j -0.000932718+0.00554024j -0.00359166+0.000361968j -0.000451785+0.0014289j -0.00158547+0.00363877j 0.00245266+0.00413017j -0.00130728+0.00121636j 0.0014862-0.00277073j 0.00107445+0.00321887j 4.29616e-05+0.000548119j 0.00170199-0.000650944j 0.000492355+0.0028566j -0.00019565+0.0039587j 0.000578548-0.00281267j 0.0013135-0.00024437j 0.00152121+0.00390765j 0.000505806+0.00221728j -0.0028315-0.000129065j 0.00127395+0.00402457j -0.00407161-0.000694705j -0.000509293+0.0012184j -0.00179699-0.000496543j -0.00054349-0.00326338j 0.00491+0.00107722j -0.00215128+0.00121531j 0.00322827+0.00255347j 
-0.0014171+0.00156328j -0.00122473+0.00209525j -0.00328694+0.000805352j 0.00085883-0.00132009j -0.000199949+0.00135317j 0.00131724-0.0035405j 0.00493097-0.00190306j 0.00151988+0.000710752j 0.00154911+0.000139449j 0.00365071-0.000470914j 0.000923757+0.00044667j -0.00102295+0.00234103j -0.00408512+0.00237882j 0.00280766-0.00162047j 0.00397027-0.000888657j 0.00298346-0.00364648j 0.00137111+0.00312046j 0.0012764-0.00312855j -0.00665751+0.000791934j -0.00277071-0.000232334j 0.00153673+0.000559596j 0.00390676-4.1161e-05j 0.00340315-0.00248222j -0.00644319+0.00355531j 0.00614867-0.00345778j 0.00115892+0.00012524j 0.00412494+0.000164785j -0.00362568+0.000594249j 0.00143433-0.000101272j -0.00193723-0.000586746j 0.00267252-0.00154745j -0.000728324-0.00135089j -0.00493888+0.00265322j -0.00750096+0.00236893j -0.00414918-0.00161962j 0.00315386+0.00113109j 0.00419979-0.00130967j 0.00378275-0.00256528j -0.00250711-0.00127242j -0.000244747+0.00099705j -0.00503795+0.000206259j -0.000490542-0.00179876j 0.000898446-0.000513662j -0.00792436+0.000925317j 0.00300474+0.000458468j -0.0047833+0.00178892j 0.0017369-0.000539676j -0.000680311-0.00109042j 0.00313811+0.00148557j 0.000957466-0.000571381j -0.00194766+0.00133099j -0.000666209-0.00158453j -0.00791853+4.515e-05j -0.00524997+0.00128207j -0.00327106-0.000318851j -0.00180575-0.00123653j -0.00212528-0.00271928j 0.000120563+0.000686003j 0.00328795-0.00243649j -0.00292192-0.00151948j -0.00406439-0.00253136j 0.00516327-0.000694036j -0.00459252+0.000425439j -0.0040612-0.00116551j 0.00409949+0.00190942j 0.00153816+0.000886776j -0.00136833-0.00112563j -0.0027801+0.00119476j 0.00132841-0.000190392j -0.00124122-0.00183952j -0.00166147+0.00262951j -0.00567178-0.000731464j 0.00275892-0.000841238j 0.00274042+0.00170056j -0.000621383-0.00134465j -0.00250612+0.00134604j 0.00229745-0.000840207j 
-5.31595e-05-0.00014553j -0.00141654+0.00246388j 0.000380443-0.0033421j 1.83903e-05-0.00156017j -0.000842472+0.00230986j 0.00160155-0.00106248j 0.000503109+0.00334088j -0.00146158+0.00256629j -0.000178422+0.00372248j -0.000350363+0.00313392j -0.000947415+0.00194844j -0.00160007+0.00015535j 0.00046741-0.00415962j 0.000843161+0.00302981j -3.59456e-05+0.00308272j 0.00130206+0.000144429j -0.0020896+0.00328857j 0.00109651+1.18938e-05j 0.000627973-0.00519729j 0.0011579-0.00376711j -0.000980626+0.00174407j -0.0017103+0.00438686j 0.000988533+0.000660633j -0.000205687-0.00218772j 0.000258683+0.00188572j -0.000272365+0.00192132j -0.000265477+0.00423522j 0.000490436-0.00238466j -0.00106602+0.00225511j 0.0012096-0.00169595j 0.00103566+0.000311059j 0.000848716-0.00143241j -0.00186094-0.000917572j 0.00061767-0.0044129j 0.00362775-0.00571815j -0.00278163+0.00361244j 0.000587082+0.000954263j 0.00189291+0.00121567j 0.0026783-0.00325751j -0.00140561+0.000927035j 0.00138583-0.00186009j 0.00298766-0.00241362j -0.00112742+0.00182048j 0.000915474-0.00383049j -0.000532357+0.00141051j -0.000147501-0.00158227j 0.000313942-2.13841e-05j 0.00142225-0.00193227j -0.00319717+0.00327353j 0.00146033-0.000429624j 0.000830674-0.00079357j 0.0023642-0.00125661j 0.000939472-0.00352176j -0.00276058-0.000444547j 0.00015327-0.00144941j 0.00238742-0.00127168j 0.00453373-0.00268708j -7.89916e-05+0.000271886j 0.000475711+0.000960455j 0.00230942-0.00243708j 0.00102569-0.00189049j 0.00141034+0.00188762j 0.000754657-0.00334985j 0.00282238-0.00318225j -0.00180206+0.00326821j -0.000400404+0.000119952j 0.0025991-0.00215638j -2.9283e-05-0.00175269j 0.000258456+0.00129072j 0.00329201-0.00240486j -0.00277101+0.00132233j -0.000190585-0.00237985j 0.00069969+0.0015316j -0.00175412+0.00157854j 0.00203392-0.00261942j -0.000326969+0.00101713j 0.00307964-0.0014015j 
0.000475023-0.00638662j 0.0035504-0.00294726j -9.77142e-05-0.00013501j -5.18609e-05-0.000996341j -0.000274041-0.00185793j -0.00193589+0.00220347j 0.00225709+0.00110208j 0.00152655-0.00276369j 0.0011353-0.00201497j -0.000399112-0.00079991j -0.000539859-0.00320826j -7.90678e-05+0.000219245j -0.00130396+0.00223734j -0.00141117-0.00187717j -0.000708151-0.000700477j 3.64925e-05+0.0039007j 0.00252827-0.00224185j -0.00143184-0.000640149j -0.000525828-0.00060724j -0.00186589+0.000285285j 0.00368156+0.00204034j 0.000662484-0.00127978j -0.00136557+0.00353957j -0.000474159-0.00499949j -0.00131084+0.000715437j 0.00239168-0.00012487j 7.66011e-05-4.89775e-05j -0.000111156-0.000209568j 0.00292349+0.00295262j -0.00195605-0.000865689j -0.00163246+0.00198621j -0.000577584-3.83552e-05j 0.00140711-0.002883j 0.00136268+4.65903e-05j -0.00285757+0.00408222j 0.00316078+0.00234171j -0.00140736+0.00113444j -0.00117898+0.00118567j -0.000119041+0.00404638j 0.000596001-0.00171249j 0.000197847-0.00320174j -0.00299046-0.00186966j -0.000193806-0.00571547j 0.000720454-0.001809j 0.00058883+0.00090771j 0.00174262-0.00365666j -0.00107058+0.00221636j -0.00147058-0.000389576j 0.00260424-4.22588e-06j -0.000995479+0.000994743j 0.00122978+0.00310613j -0.00133033-0.00115222j 0.000544309-0.00277002j 0.0025381-0.00382194j 0.000164098-0.00191301j -0.000320674+0.00394719j -0.00322623+0.00136406j 0.000182254+0.00362935j -0.00174961-0.00170199j -0.000729559-0.000134976j -0.000619257-0.00460565j -0.00162298+0.00106203j -0.000672573+0.000670504j -0.000325102+0.00273208j -0.000341447-0.00193327j -0.000485381+0.00242807j -0.00149912+0.00119446j -0.00062868+0.000348641j 0.000659351+0.00267019j -0.00175896+0.00245403j 0.00339095-0.000200862j 0.000524004-0.00308865j 0.000813354+0.00198562j 0.000723509+0.00415155j -0.00309666+0.00145019j 0.00119068+0.000313174j 0.00206052+0.00201837j 
-0.00455855+0.00239821j -0.00320694-0.000388899j -0.0010441-0.000791161j -0.00132567+0.000404702j -0.00112616+0.0013081j 0.00188892-0.00083006j 0.00087636-0.00144732j -0.00268855+0.000171607j -0.00142616+0.000464331j -0.000178088+0.000263057j -0.00262458+0.00178454j 0.00020006+0.000202848j 0.00214852-3.45905e-05j -0.000872192+0.00132625j -0.000122671+0.000713176j 0.00295274-0.00147672j -0.00199736+0.000271413j -0.000390148+0.000405823j -0.00095138+0.000629635j 0.000226794+0.000488415j 0.00103381-0.00198157j -0.00141916+0.000317164j 0.00298724-0.000580284j -0.00378269+0.00187107j 0.000662528+0.000162853j -0.000554724-0.000988839j 0.000202488+0.000125596j 0.000214428+0.00025128j 0.00209901-0.00161935j -0.000209463+0.000858899j 0.00191775-9.15025e-05j -0.000167178-0.000368932j -0.00223556+0.000660609j -0.000487345-0.000453384j 0.00369507-0.000697715j 0.00110201-0.00167603j 0.000912909-0.000137334j 0.00123515-0.00032934j 0.00306522-0.00146443j -0.00171361+0.000424831j -0.0022373+0.00105365j -0.000588977+0.0012848j -0.00438782+0.0018625j -0.00134374+0.000487038j 0.000643241-0.000753467j -0.00368351+2.39292e-05j 0.00172444-0.000516921j 0.00010502+0.00045098j -0.000434869-0.000270942j 0.00100912-0.000339663j 0.00173652-0.00180996j -8.47576e-05+0.000613946j -0.00224231+0.00143487j -0.00378297+0.00126567j -0.00166991+0.000829635j 0.00324877-0.00110579j 0.00217587-3.12829e-05j 0.00300154-0.00108454j -0.00109668+0.00147365j 7.16623e-05-0.000242905j -0.00360018+0.00177422j 0.00188646+0.000264145j 0.000520867+0.000318387j 0.00239336-0.00127104j -0.00122619+0.000270596j 0.00236289-0.000363685j 0.00129126-1.30698e-05j 0.000298776+0.000460277j 0.0022494-0.00080211j 0.00292445-0.000490606j -0.00143328-0.000618885j -0.00286036+0.000197966j 0.00199251-0.000711914j 0.00281981-0.00243108j 0.00236853+0.000368442j -0.000709384-0.000824893j 0.000838872-0.00239985j 
0.00418604+0.005987j -0.00015413+0.00411689j -0.00121286-0.000881307j -0.000985538+0.000221471j 0.000783308-9.92953e-05j -0.00180978-0.00408693j -0.000482142+0.00167324j 0.000409623+0.0010818j 0.000344392+0.000469367j 0.000901217-0.00123229j 0.000430249+0.00233801j 0.000230288-0.00210149j -0.000381892-0.000806605j 0.00150375+0.000819764j 0.00134783+0.00123545j -0.00233893-0.00182459j 0.00208865+0.00318555j -0.00177723-0.00140117j 7.79887e-05-0.000855985j -0.00132702+0.000456637j -0.000220763+0.000998013j 0.000411619+0.00225903j -0.00188595-0.00158624j 0.00200205+0.00256202j -0.00126312-0.000923091j -0.000397853+0.00129145j 7.85167e-05+0.00269607j 0.00101935-0.00062256j -0.000282793-0.000401829j -0.000874434-0.00210098j -0.00252391-0.00134607j -0.00237697-0.00237249j 0.00443359-0.0015007j 0.00119207+0.00216454j -0.00313432-0.00297892j 0.00150957+0.000277039j -0.00163614+0.000690659j -0.00251469-0.000959012j -0.00277678-0.000848824j 0.000884527+0.000722585j 0.00115281+0.00190716j -0.00104875-0.000119155j 0.00188665+0.000241809j 0.00239892-0.000363937j -3.04945e-05+0.00214689j 0.0013288+0.00343194j -0.00133379-0.000475096j -5.96253e-05+0.000126294j 0.0040511+0.00179247j -0.000982689-0.000179257j -0.00206408+0.00169878j 0.000907911-0.000717189j 0.003165+0.00199153j 0.00568156+0.00131053j 0.00161729+0.000187862j -0.00272814-0.0011421j -0.00337505-0.00395553j -0.000557999-0.000190852j -0.000299295+0.000214013j -0.00150905-0.00135306j 0.00313431-0.000194298j -0.00138538+0.000877475j 0.00153731-0.00131203j -0.000972571-0.00225303j -0.0010912+0.000667802j 0.000101858-0.00168871j -0.00236251+0.00011689j 0.00173794+0.0010954j -0.000371284-0.000675059j -0.00281671-0.00215257j 0.000683856+0.00126067j 0.00260881-0.00080534j 0.000673486+0.000433628j -0.000434497-0.00375662j -3.92145e-05-0.00188794j -0.00511079-0.000603764j -0.0044562+0.00527128j 
0.000951354-0.000574373j -0.00126683+0.00306046j 0.00251209-0.000424639j 0.00185802-0.00511483j 0.000196518-0.0026601j 0.00274079-0.00118993j -2.05844e-05+0.000890923j 0.00241279-0.00172387j 0.00158942-0.00215918j 0.00109413+0.000983164j -0.00153778-0.00117613j 0.000118563+0.000510557j -0.00205645+0.00159941j -0.000959663+0.000876715j -0.0022463+0.00316042j -0.0019056+0.00207834j -0.00069172+0.00171699j 0.000271073-0.00190922j 0.000631974-0.00225179j -0.000700432-0.00168094j 0.000333902+0.00289839j -0.000488334+0.000258256j -0.00250121+0.00210067j 0.000623657-0.00151734j -0.000316226-0.00207058j 0.000852559-0.000489025j -0.00184417+0.00206342j 0.000392141+0.00152428j -0.00131995+0.00406734j 0.000384635-0.00220916j -0.00113837-0.00185043j 0.00274937-0.0053008j 0.00433413-0.000730312j -0.000778552+0.00260501j -0.000679819-0.000224803j 0.00131235+0.00328779j 0.000583949-0.00140689j -0.000893758-0.00179241j -0.00267752+0.00161755j 0.000553527-0.000906952j -0.00146378+7.10586e-05j -0.00018102-0.00272981j 0.00100139-0.00396386j 0.00185633-0.000397793j -0.000562072+0.00281425j 0.00355464-0.00190337j -0.000967681+0.00168859j -0.0011427+0.000458355j 0.00178417+0.00352312j -0.00105956+0.00145668j 9.58546e-05+0.00247089j 0.000145762-0.000447377j -0.00363592+0.000877246j -0.000656508+0.000579601j -0.000820387-0.000594432j -0.00132038+0.00107357j -0.000268694-0.00121952j 0.000158908+0.00328331j -0.00415583-0.00279338j 0.00260163-0.00205048j -0.000281176-0.00244284j -0.00238317+0.0015342j 0.00183402-9.16551e-05j 0.00505265+0.0013188j 0.000384214-0.00062558j -0.000999822+0.00269985j -0.000793925-0.00146557j -0.000957507+0.00119924j 0.0026787+0.00228812j -0.00139149-0.00136137j 0.00330137-0.000626647j 0.00281882-0.000188767j -0.000158393+0.00328145j 0.0080858+0.00205889j -0.000354326+0.00333757j -0.00209981+9.46024e-05j 0.00182116+0.00140691j 
-0.00627406+0.00384292j -0.00287578-0.00146974j 0.00162697-0.00135564j -0.000984698-0.000375352j -8.85406e-05+9.84118e-05j 0.00353129-0.000988582j -0.003641-0.000234434j -0.00141846-0.000611972j -0.00289375-0.000653394j 0.00167954+4.80398e-05j -0.00236957+0.000703526j 0.0025989-0.000525383j 0.000588903-0.000597648j -0.00053669+0.00114125j 0.00122492+0.00210108j 0.000813916-0.00162928j -0.00306768+0.000546123j -0.000476192-0.00178068j 0.00126929-0.000339239j -0.000956867+0.000382268j -0.000867034-0.00119302j -0.000682164+0.00181052j 0.00276332-0.000804561j -0.00233175+0.00121907j -0.000192015+0.000256327j -0.00288448-0.000748836j -0.00236077+0.00112011j 0.000951249+0.000922077j 0.000500846-0.00111268j 0.00122684-0.00143248j -0.000270815-0.00209509j -0.00139973-0.0022598j 0.00412768+0.0039037j -0.00032404+0.000539485j 0.0020744-0.00309816j 0.00108909+0.00139917j -0.0011669+0.000285411j -0.000520175-0.00150611j -0.000283309-0.0033893j 0.000380936+0.000896783j -0.00149031+0.000123364j -0.00114329-0.000386252j -0.000390166+0.00151451j 0.0010021+0.00119468j -0.00118993+0.00219823j -0.00286191+0.00186641j 0.00168051-9.43916e-05j 0.000144869+0.00104782j 0.000250252+0.0040854j 0.000863591-0.0013872j -0.00174655-0.00262696j 0.000887457+0.000898983j 0.00187323+0.00355655j 0.00248494+0.00550465j 0.00054015+0.00199419j 0.000452701-0.00325617j 0.00264839-0.00379815j 0.000323333+0.000119191j 8.77779e-05+0.0018517j -0.00111842-0.00189199j 0.00175495+0.00378657j -0.00191107-0.00122536j 0.00152177+0.000364047j 0.000954345-0.00356023j -0.000500101+0.0012445j 0.00175528+0.000192314j -0.00146965-0.000467299j 0.0011241+0.00246596j -0.000954374-0.00296645j -0.000540381-0.00219778j -0.00221986-0.00236159j 0.00149323+0.00201284j -0.00088333-0.0014553j 0.00359276-0.0024625j 0.00233897+0.00147408j -0.000319024-0.00699245j -0.00854181-0.00365164j 
0.000860336-0.000979371j 0.00313382+0.00145799j 0.000502017-0.00365693j -0.00577252-0.00176194j -0.00317082+0.000804616j -0.00133905-0.00136758j 0.000222563+0.00162996j -0.0027211-0.00202845j -0.00350049+0.00208789j 3.21005e-05-0.00137793j -5.71938e-06+0.00236297j 5.11325e-05-8.37756e-05j 0.00147879+0.00178074j 0.00185684+0.00106672j 0.00526568-0.000718053j 0.00225569+0.00297117j 0.00140032-0.000239686j -0.00261045+0.0025488j -0.00235565-0.000891257j -0.000371353+0.000865172j 0.00172065-0.00142626j 0.00235136-0.00245649j 0.00400298-9.13394e-05j -0.00117932-0.000433699j -0.00223262+0.001492j -0.00096808+0.00146982j 0.00386473+0.00124976j 0.000720137-0.000355664j 0.00285498+0.00188904j -0.00258147+0.00171505j -0.00223392+0.00255581j -0.00778542+0.00233531j -0.00206752-0.00604454j 0.00391596-0.00275992j 0.000186578+0.000413761j 0.00321174-0.00280568j -4.05863e-05-0.00162663j -0.000751519+0.00213505j 0.00114576+0.00336773j -0.000274988-0.00155826j 1.85243e-05+0.00237278j -0.0024514+0.00124697j -0.00427803+0.000388371j -0.00271576-0.00117031j 0.00419707-0.000788473j -0.00105115-0.00465978j 0.0051505-0.00158234j 0.00135316+0.000463773j 0.00229025-0.00363248j 0.00266587-0.000226477j 0.00239591-0.00201109j -0.000980839+0.000614315j 0.00435554+4.91643e-05j 0.00121784-0.00125458j -0.000654795+0.000696939j 0.00171944+0.000687547j -0.00146973+0.000859961j 0.00334298-0.000893219j 0.000532116+0.0041342j -0.00392161+8.10131e-05j -0.00144872+0.00140536j 0.00157318+0.00286071j -0.00281947-0.00155907j -0.00368132-0.00443156j 0.00205513-0.000662231j 0.00212075-0.000123882j 0.000733687+0.00170504j 0.00235664-0.00101712j -0.00236358-0.00173845j -0.000879957+0.00344172j -0.0036965-0.00219699j -0.00126964-0.000630847j -0.000950459+4.08309e-05j -0.00256248-0.00888582j 0.00503185-0.00137818j 0.000890082+0.00258405j 0.000856128-0.00121803j 
0.00373039-0.000720619j -0.00265534-0.000630631j 0.000885724+0.000780785j 0.00457265+0.00201301j 0.00120338+0.00141108j -0.00186892+0.00350132j 5.84605e-05-0.000289576j 0.0025507+0.000600867j -0.000503034+0.00223672j -0.00215864-0.000406159j 3.65987e-05-9.04706e-05j -0.00294439-0.000172047j -0.00247794-0.00187936j -0.00105307-0.00194477j -0.000725432-0.00234178j -0.00484966-0.000831107j 0.000595535-0.00322438j -0.00216347+0.000715207j 0.00171042-0.000127989j 0.00205958+0.000828729j -0.00100029+5.41263e-05j 0.00368595+0.000223879j -0.00076994-0.00127671j 0.00241009-0.000809566j -0.000343701+0.000708546j 0.000412866+0.00170306j 0.000237615+0.000159644j -0.00332327+0.00068592j -0.00551964+0.000638478j -0.00199716+0.000886485j 0.000729214+0.00021318j 0.000874245+0.00339625j 0.00199156+0.00245607j 0.00227152-0.00304334j -8.48862e-05-3.13578e-05j -0.000435445+0.00147463j 0.00424096+0.00288352j 0.0010392+0.00037853j -0.00236051-0.00236989j 0.0019989+0.000491184j -0.00162156-0.00206763j 0.0014468-0.000491787j 0.00103027-0.000806654j -0.00101558+0.000828991j -0.000467533+0.00166682j 0.00685242+0.00392312j 0.00202565+0.000266265j 9.89253e-05-0.00141943j -0.00227566+0.00132687j 0.000897083-0.00208924j 0.00317218+0.000929351j -0.0010368-0.00116121j 0.00134662-0.00525213j -0.00197811-0.0032095j -0.00226234-0.00217808j 0.0011806+0.000506918j -0.000645845-0.000147243j -0.000645944+0.00301991j 0.000651932-0.0037758j -0.000672776+0.00304469j -0.00193617-0.00239634j -0.00125682-0.00193821j -0.00247971+0.000488314j -0.00110748+0.00446676j 0.00209835+0.00362398j -0.00251968-0.00111197j 0.00230621+0.00327109j 0.000943057-0.00119883j -0.00236497+0.00262549j 0.000126873-0.000568216j 0.00162012+0.00248972j -0.00352105+0.000461487j -0.00321738-0.00233247j 8.14964e-05+0.00722998j -0.00171798+0.00128969j 0.000105841+0.000166832j 0.00373735+0.00401553j 
-0.00371502+0.000269607j -0.00139027+0.000777403j -0.00103619-0.00234421j 0.00113128-0.00142682j 0.00264272+0.00127894j 0.00439404+0.000848137j -0.00161489+0.00181384j -0.0013628-0.000129784j 0.00243231+0.00512033j -0.000483971+0.00091605j 0.000208303+0.00153856j 0.000671604+0.00160761j -0.00142574+0.000724655j -0.00166384+0.000899111j -0.00225408-0.00325192j 0.000153833+0.00236467j -0.00561088+0.000194519j 0.00127836+0.00356201j 0.000142601-0.00130641j 0.000556721-0.000963369j -0.00182207-0.000700681j -0.00100078-0.00460668j -0.00117139-0.00491007j -0.00260837+0.000721386j 0.00253829+0.00165994j 0.00112399+0.00215648j -0.000670181-0.00109782j 0.00227847+0.00286834j 0.00248663+0.00290148j 0.00228834+0.00318142j 0.000130641-8.82288e-05j 0.00428307+0.00575022j 0.00413809-0.00103247j -0.00595182-0.00497688j -0.000791929-0.0021786j 0.00133672-0.00153762j 0.00148119-0.00413387j 0.000837092-0.000998327j -0.00237776+0.000606054j 0.000441356-0.00169297j -0.00143802+0.00279947j -0.00102739+0.000268344j 0.0010903+0.00281022j 0.00198094+0.00365225j 0.00242187-0.00109934j 0.000487564-0.00396072j -0.000553799-0.00728578j -0.000664421-0.00130376j 0.00253844+0.00197508j -0.00303442-0.00463491j -0.00317055-0.0052818j 0.000539278+0.00174901j -0.00298531-0.00498873j 0.00104386+0.00211576j 0.000199054+0.00331724j -0.00109715-0.00362894j -0.000726604-0.00122022j 0.00287877-0.00123207j -0.000772493-0.00149811j 0.00172939+0.00414312j 0.00181638+0.00383322j -0.0023961+0.000348156j 0.0010388+0.0045585j 0.000946705+0.00335536j 0.00375931-0.0032277j -0.000122676-9.13903e-05j 0.00336485-0.00271095j -2.61596e-05-0.00199074j -0.000800409+0.00438239j -0.000320892-0.000318932j -0.000910399+0.00152739j 0.00241016+0.00549874j -0.00350464+0.00411299j 0.00316104+0.000446661j 0.00164857-0.00182637j -0.0025179-0.00312171j -0.0025837-0.0015406j 
