0.26913-0.150985j 0.151014+0.268748j 0.0585125-0.0957067j 0.0969947+0.0547071j 0.0477219+0.0693549j -0.0957751+0.0230526j -0.0873206+0.0857713j 0.06579+0.158105j 0.157988-0.0292943j 0.0406966-0.0785073j 0.0419937-0.0508841j -0.0196582+0.00800238j 0.11995+0.062308j -0.0608223-0.189506j 0.0773677-0.179441j -0.0828282-0.00487793j -0.0578362-0.0227983j 0.0664171-0.0482418j -0.0771077+0.0213471j -0.040673+0.0544288j 0.00483374+0.041303j 0.0210192-0.0704822j -0.0245671+0.0622677j 0.0801198-0.0351906j -0.0647501+0.0457321j 0.0623167+0.0350204j 0.165569-0.0712499j 0.0602006+0.0455055j -0.0999105-0.00122997j -0.0257131-0.0221169j -0.0621988+0.0230953j 0.0422202-0.00821994j 0.00729669+0.00927515j 0.0406808-0.0143023j -0.014871+0.021817j 0.0124497+0.0342615j 0.0352938+0.0135759j 0.00726689+0.0151593j -0.00596409+0.073182j 0.00277153-0.0153735j -0.0450346+0.00690148j 0.0142756-0.0318042j -0.0179204-0.0283687j -0.0412096-0.0293829j -0.0670068-0.028547j -0.00280904-0.00391911j 0.0524172+0.0378469j -0.0398895+0.0142918j -0.156746-0.053047j -0.0451581-0.00510661j 0.0768746+0.115213j -0.0747807+0.0127576j 0.0457584+0.0621359j -0.0504039-0.0352305j 0.012936+0.0783904j 0.0159772+0.0760318j -0.0172326+0.0469838j -0.0144235-0.0528309j 0.0836488+0.0500683j -0.040533-0.056634j 0.0306261-0.0271378j 0.0868261-0.00199294j -0.0187956-0.181898j 0.10372-0.174191j -0.115097+0.00425163j -0.0248412+0.0115668j -0.036625-0.051378j 0.0352698+0.07514j 0.154495+0.0322678j 0.066254-0.145099j -0.0757719-0.0886365j -0.0971571-0.02395j 0.0470007-0.0695483j -0.0978154+0.0580262j 0.0612341+0.0964516j -0.151393+0.266926j 0.267194+0.151357j 
-0.000562797+0.00163876j -0.00168321-0.00064947j -0.000599094+4.42361e-05j 2.16839e-05-0.00112835j 0.000472346+0.00120623j -0.000541189-0.000447213j -0.000694792-0.000848494j -0.000859317-0.000434049j -0.00277666-0.000781212j -0.000185601+0.000667951j -0.000884302+0.00115575j 0.000101913+0.00155454j -0.000980785+0.000181453j -0.00128583+0.00211519j -0.00125649-0.000382401j 0.000932282-0.00201166j 0.00105802+0.000773509j 0.000368048-0.00052225j -0.00109765+0.00102301j -0.0016978+0.00177253j 0.0029922+0.00259001j 0.000181103+0.00069254j 0.000571041+0.000527463j 0.000642044+0.000355087j 0.000148707+9.94347e-05j -0.000582315-0.000779408j 0.000243894+0.00086398j 0.000206273+0.00107428j 0.0019523-0.000765434j -0.00193643-0.00169721j -0.000908941+0.000583521j -0.000574257+0.000926972j -0.00103323+0.000119117j -0.000667376-0.00165321j -0.000763682+0.00219898j -0.000464195-2.68361e-05j 0.0010338+0.000297792j 0.00247952+0.00168247j 0.00213699-0.00220687j -0.00103376-0.000827456j 0.000521757+0.00131542j 0.00102424+0.000654959j 0.00133535-0.000859628j -0.000454349+0.00147631j -0.000247125-1.35905e-05j -0.00123537+0.000875151j 0.000284493-0.00177576j -0.00111158+0.00151686j -0.00048076+0.00177517j -0.000946149-0.000379743j -0.00120726+0.000978867j 0.000152659+0.00133249j -0.000212495+8.5627e-06j 0.00202508+0.0017379j -0.00127157-0.00100143j 0.000272509+0.000977384j 0.00105457-0.000957991j 0.000584083+0.00187105j -0.000349521+0.000330412j 0.000983439-0.000608958j -0.000622189-0.000235232j 0.000670031-0.000467551j 0.000805869+0.000596577j -0.00264711+0.00170428j 0.00127064+0.000298605j 0.00133709+0.000742592j -0.000175005-0.00077818j -0.00123619-0.00151356j 0.00108779+0.00146875j 0.0006294+0.000561692j 0.00124493+0.000303489j -0.000204971-0.000190404j -0.00110682-0.000390333j 1.76057e-05-0.00045044j -0.000735848-0.000474804j 0.000481296-0.00055102j -0.00053229-0.000551667j 
-0.000244948+0.000639971j -0.000763912-0.000276039j 0.00279475-0.000694958j 0.000704405+0.0023545j 0.00140898-0.00385646j 0.00410196+0.00128328j -0.00100358-0.00041252j 0.00140391+0.000826557j -0.000960365-0.00157949j 0.000353769-0.000295108j -0.00109984+0.00216611j -0.00204278-0.000382127j -0.00148266+0.000229034j 0.00282912-0.0010067j 0.000451893+0.00145768j 0.00124715+0.00150049j -0.000860563+0.00475784j -0.00165398+0.000550193j 0.000285724-0.00141146j -0.00245596+0.0012451j -0.00251304-0.000667427j 0.00114614-0.000256081j 0.000555302-0.000198255j 0.00144007+0.00194852j 0.000217549-0.00257512j 0.00200874-0.000490139j -0.00258725+0.00091678j 0.00257899-0.00108191j 0.000291073-0.00209808j 5.84372e-05+0.00203034j 0.00269252-0.000284007j -0.000473565+0.000692081j 0.00224071+0.00165898j -0.00106467-0.0012715j -0.000414149-0.000541202j 0.00218186+0.00114086j 0.00246789-0.00198729j 0.00296636+0.0032542j -0.00107521-0.000105817j 0.000429784-0.00213864j 0.0025277-0.00221954j -0.000108096+0.00142001j -0.00058129-0.00109482j -0.00119758+0.00266181j -0.000856914-0.000808623j 0.000971689+0.00105141j 0.000285894-0.00523015j 0.000341554+0.00106131j -0.00128803+0.000978933j -0.000388101+0.00234023j -0.00174843-0.000772944j -0.00251413-0.00169613j 0.00359875-0.00158728j 0.00164809+0.00176958j -0.00249739-0.00130332j -0.00151406-0.00262878j 0.00296352+0.000228943j 0.000669231+0.00034975j -0.00152853-0.000862296j 0.000577687+0.000342572j -0.00137485+0.00199852j -0.0019509+0.00253481j -0.000305713-0.000409338j -0.00397675-0.00215874j 0.0014708-0.000711063j -0.000464219+0.00178531j -0.000725522-0.00097737j 0.00011289-0.00147131j 0.00224774+0.0024375j 0.00181589-0.000117223j 0.00061667+0.000399647j 0.00225341+0.000292016j -0.00184502+0.00105613j -0.000924425+0.000646855j 0.000425039+0.00027566j 0.000627638-0.00113238j -0.00119114-0.000624248j 
-0.000691047+0.000880269j -0.00100256-0.000572197j 0.00043479-0.000706836j 0.000767279+0.00027457j 0.000867874+0.0023341j -0.00266787-0.000811591j -0.00170393+0.00185471j 0.000763297+0.000107051j -0.00294638-0.00173405j -0.000383223+0.00197083j 0.0010727-0.000804833j 0.00456277+0.0010719j -0.00212371+0.00209454j 2.88165e-05+0.00329633j -8.23999e-05-0.000435296j -0.000915476-0.00235588j 0.00104638-0.00230522j 0.00233327-0.0010196j 0.000302371+0.00268043j -0.000990252-0.000913708j 0.00372424-0.000622388j 0.00363441+0.0037247j 0.000428341+0.0014126j 0.000686942+0.00169314j 0.000339945+0.00121614j -0.000330994+0.000603358j 0.000203077+0.000665479j -7.81691e-05-0.000985339j 0.00123632-0.00067299j -0.00211782-0.00124622j -0.000109472+0.000870412j -0.00164008+0.00102413j -0.00190829-0.00235227j -0.00322285-0.000144294j 0.000217668+0.00557256j 0.00068569+0.000901382j -0.000796021-0.00191963j -9.28954e-05-0.000553322j 0.000602393-0.0038626j -0.000830773-0.000227878j 0.00010324+3.6637e-06j 0.00158519-0.000769449j 0.00262164-0.00387404j 0.000824754+0.000765541j 0.000514879-0.000999284j -0.00368626+0.000467481j -0.00139198-6.55606e-05j -9.64245e-05+0.00121394j -0.000768162-0.00103351j -0.00125802-0.000885581j 0.00262369+0.000362313j -9.54487e-05+0.00146034j -0.000656094-0.000952666j 0.000523314-0.000346789j -0.0017183+0.000229137j 0.00402549-0.00180472j -0.000507736-0.0011387j 0.00157492+0.00282485j -0.000316899-0.000350032j -0.00040642+6.18818e-06j -0.000887476-0.00115428j -0.000193291-0.0026213j -1.90486e-05+0.000272823j -0.00159945+0.00181536j 0.000404942+0.00354476j 0.00320533+0.000868674j 0.00141319+0.00107375j -0.00206937+0.000291166j -0.00262358+0.00301961j 0.000481558+0.000581693j -0.000897495-0.00116254j -0.00250869-0.000404523j 0.00205646-0.00289882j 0.000297084-0.000787018j -0.000337216-0.000387202j 0.00113381-0.000237012j -0.000373046-0.000995825j 
0.000561169+0.00243526j -0.00265526+0.000283753j 1.8822e-05-0.000712109j 0.000585417-0.001386j 0.00302002-0.000333678j 0.00243276+0.00239629j 0.000396231-0.00273405j -0.000657722-0.00206326j -0.00566933-0.00134947j 0.00116231+0.000320091j -0.00338244+0.00314948j -0.00345838+0.00145009j -0.000278487-0.00291305j -0.000237622+0.00237222j -0.00410119+0.00154508j -0.000724217-0.00198627j -0.000114799+0.00326375j -0.00020538-0.00162773j -0.00232219-0.00208051j -0.00275114+0.00276766j 0.000873017+0.00342163j -0.00214122-0.00179745j 0.000677543+0.00113272j 0.000277075+0.0019601j -0.000534359-0.00176948j -0.00220152-0.00121385j 0.00147458+0.00259918j 0.00177264-0.00099217j 0.00146835-0.000942434j -0.00350453+0.000488319j -0.000308168+0.000399898j 0.00403263-0.00131102j -0.00189318+0.00383317j -0.000997169-0.00408063j -0.00113715-0.000990449j 0.00170608+4.18454e-05j 0.00469726+0.00180075j 0.00386141+0.000761988j -0.000215853-0.000105781j -0.000889556-0.000514216j 0.00412812+0.00154457j 0.00041748-0.00126138j 0.000263416+0.00115362j -0.0024111+0.00102697j 0.00283847+0.00136893j 0.000130265+0.00429988j 0.000100584-0.00279505j 0.000785467+0.000576604j 0.00119859+0.000997269j 0.000371273+0.00309365j -0.00506811+0.00222592j -0.000669173-0.00325647j -0.000542526+0.00155904j 0.00406624-0.000406277j -0.000612868-0.00128693j -0.000568946-0.00110766j 0.00302681-0.00203517j -0.00103705+0.00149013j -0.00218793+0.00100168j 0.000664695-0.000262533j -9.81696e-06+0.00161195j -0.0019262+0.000391252j -0.00152771-0.000103051j -0.00153183-0.000516678j -0.00011857+0.000564433j 0.0005394+0.0024141j -0.00237187-0.00124371j -0.00277569-0.00156669j 0.00533734-0.000627431j 0.000147148-1.48993e-05j 0.00291602-0.000584722j -0.000341911+0.000950967j -0.00441795+0.00130192j 0.000633195+0.00105474j -0.000350175-0.0012195j 0.000114744-0.00227556j -0.00231315-0.000456221j 
-0.00112463+0.00229436j -0.00273041-0.00103877j 0.000343648-0.00283573j 0.00196782-0.000289294j 0.00300408-8.40365e-05j -0.000390463+0.00184881j -0.000853845+0.00251282j 0.00174188-0.000876082j -0.00380542+0.00027837j -0.000904145-0.00215411j -0.00218021+0.00378892j 0.00152499-0.000941631j 0.000623432-0.00091754j 0.0024348+0.00363269j -0.0024643+0.00102913j -0.00198277-0.00241052j 0.00193093+0.00309355j 0.000898513+0.000338348j -0.00270937+0.00123075j 0.00187177+0.00142236j 0.00110028+0.00100973j -0.00178717+0.000422306j 0.000926579+0.00196477j -0.000660866+0.00115275j 0.000119129+0.00033895j 0.000236658-0.000784846j 0.00280572+0.000707861j 0.00185071-2.32192e-05j 0.000953591+0.00245485j -0.00222255-0.000947849j -0.00196661+0.00129272j 0.00126129-0.0020708j -0.00462175+0.000443696j 0.00150539-0.00139833j 8.93442e-06+0.00180766j 0.000846465-0.000369317j 0.00215275+0.00235624j 0.000624751+0.000614041j 0.00180589-0.0026498j -0.000694233+0.000503343j 0.00183629+0.00150318j 0.00107981-0.00127889j 0.00160199-0.000635473j -0.000812763-0.00139224j 0.00281011+0.00173326j -0.00240231+0.00403146j 0.000614586+0.00140472j 0.000355009+8.43799e-05j 0.000541056-0.0010432j -0.000879419-0.00047156j -0.00345636+0.00155145j -0.000354288-0.000845809j -0.00213669+0.00293904j 0.00146036+0.000844981j 0.00133027+0.000340698j 0.000998442-0.000234725j 0.00169354-0.002733j 0.000312114+0.00150543j -0.000224801+0.00295776j -0.000670578-0.00114902j -0.00109521+0.00189946j 0.000822786-0.000493903j 4.67474e-05+0.000709746j -0.00150151+0.00172609j 0.00037267+0.00146464j 0.00413339+0.00161415j -0.00202063+0.000507228j -0.00308804+0.0011626j 0.00224603-0.00261155j 0.0013961-0.000147487j 0.00119688-0.00429835j -0.00132469+0.000200403j -0.00112779+0.00214506j -0.000282851+0.00169358j 0.00054888+0.000719317j 0.00035121-0.00143973j -0.00178952-0.000399459j 
0.000728199-0.000891324j 0.00114423+0.00062593j -0.000742138+0.00260218j -0.00202155-0.000742351j -0.00142139+0.00031711j 2.87007e-05-0.0016266j -0.000581474-0.00190546j -0.00141851+0.000997501j 0.000942859-0.000826523j 0.000194957+0.000802223j -0.000305606-0.00116897j -0.000177115+0.000839571j -0.00151082+0.00193792j -0.00137534+0.000330532j 0.000811544-0.00042481j 0.00362909+0.000138775j 0.000710293+0.00014591j -0.00207783+0.00108584j 0.00112205+0.00161868j -0.0015917+0.00144806j 0.00399149+0.000757681j 0.00222198+0.000821574j 0.00104751-0.00167012j 0.00110167-0.00130195j 0.00209923-0.00140529j 0.000530203-0.000742585j -0.00236605-0.00119663j 0.000230632+0.00184189j 0.0018677-0.00398344j -0.000867181+0.000313769j 0.000794449+0.00127704j -0.00163819+0.00358149j 0.00347426+0.00056024j -0.00194585+0.00122946j 0.00115359+0.00207669j -0.000846333+0.00144779j 0.000138374-0.00218436j 0.00339189+0.0020646j -0.000103028-0.00224614j -0.00117534-0.00154686j -0.000281902-0.0001522j 0.00101037+0.00152125j 0.000553767-0.00279188j 0.00206076+0.00447925j -0.00359615-0.00188357j 0.00138603-0.00239875j -0.000299211-0.00419301j -0.000784267+0.0029182j -0.00174704+0.00450653j -0.00232452+1.21083e-05j 0.00270509-0.000855927j 0.000609822+0.00218542j 0.00280912-0.00245602j 0.0014681+0.00115173j -0.00365567-0.00161352j -9.3561e-05+0.00106084j 5.69265e-05+0.000319399j 0.00208148+0.00121422j 0.000449033-0.000920275j 0.00166762-0.00129201j -0.00187524-0.00173999j 7.3929e-06+0.000279141j 0.00242925-0.000252034j -0.00097448+0.00121008j 0.00297796-0.000988265j 0.000618907-0.00166306j 0.00127605-0.00367013j 0.00148082-0.00163982j 0.00135794+0.00492735j 0.000263917+0.000320298j 0.000869771+0.00379433j 0.000741291-0.00130616j 0.000231352-0.00292041j 0.000277606-0.00116907j -0.000626248-0.00130805j -0.000301648+0.00026779j 0.000518688+0.000324926j 
-0.000310843-0.000633198j 0.000737017-0.000236679j 7.41925e-05+0.000107805j -0.00016293+0.000871886j -0.00176678-0.000541196j 0.000319335-0.000187011j 0.00181018-0.000317403j -0.000704293-0.000819669j 0.00333073+0.00186645j 0.000209533-0.00142704j -0.00052029-0.00209099j -0.000478063-0.00371355j 0.00374889-0.000899763j 0.000287947-0.00216945j 0.002214-0.000423313j 0.0018058+0.00277929j -0.000337089+0.00216206j -0.00170283+0.00336878j -0.00178925+0.000325377j 0.00147311-0.00116067j -0.0018574+0.00064656j -0.00188094-0.000434638j -0.00181891-0.00247005j -0.000382408-0.00149992j 0.00153863-0.000829545j 0.002179+0.000686713j 0.000171282-0.000235326j -0.00177954-0.00101958j -0.00122566+0.00317331j 0.00206949+0.000341934j -0.000960157-0.000534004j 0.00153479-0.0028145j 0.000974502-0.000317533j 0.00207467+0.00217555j 0.000193254-0.00342768j 0.000951332+0.000210741j -0.0014925+0.00315193j -0.00547441-0.0040447j -0.000728296+0.00510719j -0.000984198+0.000775727j -0.00310132+0.000423775j -0.00248645-0.00130428j -0.00115973+0.00447845j -0.000369517-0.00267878j 0.000943619-0.000912036j 0.0005934-0.00197167j 0.000917592+0.00349048j 0.00183472-0.0025428j 0.00106236-0.00394671j 0.00370565-0.000367493j -0.00124339-0.000276592j -0.000360888-0.00131602j -0.00141382+0.00108747j -0.00173285-0.000592451j 0.00306692+0.00301871j -0.000633349+0.00029403j 0.000671893+0.000950577j -0.0043079-0.00127592j 0.00161642-0.00029942j -0.000807468-0.000792574j -1.17146e-05-5.23336e-05j 0.00165403-0.000854605j -0.000829703+0.00256587j 0.00463888-0.0034059j -0.000328228+0.000333245j -0.00168909-0.00295993j 0.000576567+0.000565532j 0.00284132+0.00360612j -0.00204587-0.00381134j -0.00130003+0.00165375j 0.000165392+0.000138285j 0.00177083+0.000596654j 0.000469323+0.00259127j -0.000178853-4.47497e-06j 0.000278855+0.00111963j 0.000587467+0.000248213j 0.000258441-0.000550401j 
0.000431642-0.00125357j 0.00131108+0.000488783j 0.000802369-0.000673631j 0.00123789+0.000830494j 0.000573482+0.00206867j -0.00158334-0.000398402j -0.00144772+6.18209e-05j -0.000306924+0.00108787j -0.000885949-0.00152122j 0.00151235+0.00299418j 0.00102611-0.00294129j 0.000943415-0.000550781j -0.000528649-0.000291415j -0.000320404-0.000325293j 0.00026128-0.00125946j -0.000496784-0.000356949j 0.000171227-0.00192798j 0.00128347-0.00155552j 0.00205211+0.00172893j -0.00313426+0.000671981j 0.00178606-0.00212182j 0.00557552+0.00205109j -0.00166407+0.000105332j 0.00252346+0.00103491j -0.00167767-0.000540052j 0.000218489+0.00146781j 0.00041923+0.00163897j -0.00251135-0.00358009j -0.00153794-0.000662699j -8.87262e-05+0.0012365j 0.00100155-0.00116234j 0.000957592-0.00214414j -5.43129e-05-0.00339635j -0.00447958+0.00203015j -0.000193937+0.00230705j 0.00475797-0.00104768j -0.00209186-0.00195978j -0.00661806-0.00417933j -0.00144704+0.00278402j -0.00131086+0.00137288j -0.00128793-0.000392481j -0.00186855-0.00259332j 0.00119418-0.00152858j -0.000129706-0.00128184j 0.000415976-0.00363232j -0.00361709+0.000199749j -0.00266664+0.00172085j 0.00125583-0.00221285j -0.00137435-0.00438321j 0.00383662+0.000576961j 0.00357792-0.000315414j -0.00388935-0.00064235j -0.000306939-0.00174039j -0.00299976-0.00415437j 0.000735345+0.00373303j 0.00301689-0.00538034j 0.000201952-0.0010786j -0.000969449+0.00298334j -0.00159963-0.00179601j -0.00153604+0.00120627j 0.00069727-0.000918998j -0.00275327-0.00145827j -0.00125026+0.00191167j 0.00142325-0.00454178j 0.000472822+0.00341786j -0.00215224-9.62772e-05j 0.00256354+0.00106762j 0.00190906+0.00142463j -0.00424558+0.00337899j 0.000732604+0.000999637j -0.00190228-0.000834236j -0.00119592+0.000297595j 0.00250549-0.00221159j 0.000272781+0.000372959j 0.00149637-0.000250177j 1.31002e-05+0.00147122j 0.00146369+9.50751e-05j 
5.95247e-05-0.000469945j 0.000554729+0.000100421j -0.000393739+0.000961484j -0.000931416+0.000151192j -0.00125149+0.00043856j -0.000765572-0.000202435j 0.00121063+0.000590637j 0.000395368-0.000224585j 0.00305489-0.000163205j -0.0015757-0.000814958j 0.00116916+1.50875e-06j -0.000623897-0.000151671j 0.000606234+0.000216108j -2.53538e-05-0.00238609j 0.00224656-0.000122791j -0.000784029+0.000532446j -0.00104645-0.00434284j 0.00243901+0.000642771j 0.00189214-0.00261016j 0.00305286-0.00437186j -0.00462862-0.00282713j -0.00101754-0.000664042j -0.00148431-0.000499956j -0.00187095-0.000296311j -0.00112175+0.000726693j -0.0022137+0.000667242j -0.000218765-0.000381181j -4.82022e-06-0.00114805j -0.00144791+0.00145816j 0.00341927+0.0007406j 0.00161739+0.000157315j -0.00109318-0.000687573j 0.000761375-0.000506533j 0.00260242-0.00025199j -0.00017349-0.00335919j -0.0014654+0.000251639j -0.00126627+0.000133857j -0.000832273-0.000114857j -0.00105179+0.00152279j 0.00219255+0.00161307j 0.000446423-0.00131686j -0.00208605+0.000734997j -0.0011936+0.00170036j 0.000321236-0.00232626j -0.000106167+0.00242016j 0.00112521-0.00183673j 0.00107181+0.0023251j -0.00043112-0.0021611j 0.00184595-0.0013305j 0.000647604+0.00020996j 0.000458687-0.000467637j 0.00168179-0.000554093j -0.000692701+0.000535388j -0.00160491-0.000111705j 0.0017107-0.000317081j -0.000180931+0.000730666j -0.00331678+0.000763522j -0.00054481-0.00294159j 0.000481864-0.00127298j -0.00180976+0.00142123j 0.00236214-0.000212972j 0.000945255+2.71451e-06j -0.00072251-0.00181566j 0.00143891-0.000494685j -0.0023885-0.00173449j -0.00215964-0.000872287j -0.00133543+0.00143734j 0.00184932-0.000731309j -0.00247198-0.00402788j -0.00178425-0.000486015j -0.00121352+7.42151e-05j -0.000140545+0.000438226j 0.00075648+0.000579846j 2.0095e-05-0.000551195j -0.000350619+0.000540371j 0.000473908+0.000241564j 0.000269487-0.000449466j 
-0.000557685-0.000372082j 0.000203147-0.000359059j 0.000940192-0.00245193j 0.00218206+0.00116103j 0.000928275+0.000271437j -0.0016078+6.59973e-05j -0.00124974+0.00312222j 0.00174177+0.000431821j -0.00177219+0.000430265j 0.000726944+0.00197198j 0.00231803-0.00139995j 0.00438469-0.000451209j -0.000424025+0.000987645j 0.00173891+0.00159785j -0.000153211-0.000937952j -0.00256182-0.000270558j -0.000324054-0.000168214j 0.00148606-0.00152743j 3.06045e-05+0.00293819j -0.00137038+0.000116415j 0.00244014-0.00163364j 0.00199821+0.00308375j -7.66374e-05+0.00195439j 0.000499307+0.00183136j -0.000583277+0.00143235j 0.00217103+0.000986415j -8.8265e-05+0.000239878j -0.00154049-0.00116522j -0.00143274+0.000786727j -0.0013876-0.000193062j -0.000982689-0.00184531j -0.000591399-0.000408707j -0.00156758-0.00325793j -0.00313769+0.00209714j 0.000141653+0.00392331j 0.00197737-0.00118511j -0.00205837-0.00221362j -0.00421385-0.00243169j 0.000247172+0.000128907j -0.00115918+0.00030021j -0.00220252-6.25453e-06j 0.00156919-0.00173613j 0.00128098-0.00159724j 0.000275401-0.00113352j 0.00165092-0.00249587j -0.00332163+0.000277869j -0.00328487+0.00166475j 0.00161939-0.000389722j -0.00164154-0.00323496j 0.000584571-0.00176253j 0.00322997-0.00077323j -0.00190588+0.000576011j -0.00114934-0.0011088j -0.00167928-0.0028516j 0.000347912+0.00208162j 0.00215555-0.0030999j 0.00130831+0.000229921j 0.000917466+0.00294232j -0.000217044-0.000411584j -0.000396693+0.000248357j -0.000958955+0.000369715j -0.00201881-0.00164487j -0.000755994+0.00126416j -0.000276028-0.000842954j -0.00053169+0.00383838j 0.0014854+0.0015304j 0.00222216+0.00270889j -0.0026597+0.00286875j -0.00207238+0.00325119j 0.0013043+0.000442373j -0.00135948-0.0024483j -0.00194978-0.000209626j 0.00242945-0.00187968j 0.000297951+0.000565492j 0.00105596-3.06554e-05j -0.000370515+0.000981815j 0.000757988+0.000556854j 
0.000178444+0.000757252j -0.00076507+0.000178237j -0.00322282+0.00194026j -0.00203829-0.00332347j 0.000160256+0.00614483j -0.00579481-0.000823246j 0.000883722+0.000362328j -0.00158243-0.00207898j -0.00117314-0.000333314j -0.00135661-0.00146453j -0.00158644-0.00123736j 0.00460477+0.00102145j -0.000166063+0.00166651j -0.00352028+0.00482947j -0.000931985-2.53686e-05j -0.000520705-0.00269047j 0.000873014-0.0058567j 0.00150479-0.000939087j -0.00133977+0.00125637j 0.00376479-0.00229469j 0.00371024+0.000679291j 0.000810285+0.00125617j 0.000474503+0.000124706j -0.0010019-0.00188075j 0.00193777+0.00349373j -0.00439611+0.00132679j 0.00495798-0.00043958j -0.000984576+0.000712579j 0.00224091+0.00177609j -0.00147827-0.00232241j -0.00278806+0.00381433j -0.000195567-0.000884012j -0.00453238-1.75739e-05j 0.000748626+8.75334e-05j 0.00136967+0.00272026j -0.00302399+0.00138617j -0.00117678+0.00383934j -3.62069e-06-0.00172789j 0.00137927-0.00441104j 0.000370721+0.00253042j 0.00105558+0.00249554j -0.000783353-0.00155467j 0.00276764-0.00159333j 0.00144441-0.00104439j 0.00131897+0.00210599j -0.00205459+0.000588668j 0.00259857+0.0056656j -0.00192172-0.000237869j 0.00230675-0.00051695j -0.00133615-0.00152921j 0.0013455+0.00201583j 0.00435436+0.00137539j -0.00428529+0.00397506j -0.000411475-0.000292402j 0.0010937-0.000475106j 0.00376285+0.00226353j -0.00512779-0.00249976j 0.000155602-0.000316684j -7.82976e-05+0.00244155j -0.000620018-0.000988981j 0.00142024-0.00472058j 0.00293466-0.00336871j 0.000737176+0.000194329j 0.00344586+0.00553227j -2.91373e-05+0.00274961j 0.00484241-0.00169844j 0.000400026-0.000681559j -0.000670826+0.000822043j -0.00215307-0.00362148j -0.00292938+0.000602341j -9.48053e-05-0.000832964j -0.00478396+0.00040841j 0.00100277-0.00296852j 0.00184974-0.00174625j -0.0018928-0.00133967j 0.000561908-0.000578916j -0.000601704-0.000631217j 
-0.0013664+0.000379641j -0.000455454-0.0011332j 0.00112592+0.000716927j -0.00104632+0.0016257j -0.000516119-0.00129997j -0.000448849-0.000517826j -0.000616085+0.00325146j 0.00213122+0.00109889j 0.00230374-0.000417994j -0.00306802-0.00229809j 0.00107068+0.0019047j 0.00290537-0.000233836j -0.00176087+0.00363812j 0.00195349-8.8906e-05j 0.00253696+0.00095982j 0.000450496+0.000757842j -0.000189101-0.00126074j 0.00080709+0.00139072j 0.00118687-0.00146885j 0.00419125-0.00424819j -0.00461105-0.00189182j -0.000600985+0.000846462j 0.00164259+0.000462951j -0.00150528-0.000225401j 0.000805448+0.00159625j 0.000362658-0.000223729j -0.00199534-0.00234766j 0.00358125+0.00211655j 0.00113353+0.000366295j 0.00315507-0.00169572j 0.00180315+0.00202149j -0.00472163+0.00386622j -0.00019259-0.000251178j 0.00395062-0.00150937j 0.000521141+0.00076195j -0.00449936+0.00221877j -0.000773484-0.00172877j 0.00635381+0.00543258j 0.00058657-0.0060658j 0.00345808-0.00174609j 0.00114347-0.00303468j 0.00235587+0.00395921j -0.000141659-0.00294149j 0.00136867+0.000921535j -0.00202478+0.00348353j 0.00149263-0.00160597j 0.00301485-0.00138445j -0.00259979+0.00221783j 0.000673248+0.00302741j -0.0054014-0.000976875j -0.000272723-0.00190855j 0.00319181+0.00195584j 0.00207424-0.000383974j 0.000349747+0.00588505j -0.00224957-0.0037283j -0.000319761+0.003566j -0.00246374+0.0017696j 0.0030918-0.00388444j 0.00136717+0.000970096j 0.000130704+0.00123352j -0.000809699+0.000405328j 0.0029965+0.00129455j 0.000828907-0.00304647j -0.00382085+0.00561887j -0.000889143-0.00265885j 0.00291206+0.000817652j -0.00130166+0.000623019j -1.17884e-05-0.00252173j -0.00154114-0.00203213j 0.000274779-0.00226435j -0.00184438-0.000245945j 0.00121061-0.00135785j 0.00204343+0.00130804j -0.0014975-0.000654182j -0.000600365+0.00174602j 0.00101264-0.00113106j -0.0012386-0.000775766j 
