0.26913-0.150985j 0.151014+0.268748j 0.0585125-0.0957067j 0.0969947+0.0547071j 0.0477219+0.0693549j -0.0957751+0.0230526j -0.0873206+0.0857713j 0.06579+0.158105j 0.157988-0.0292943j 0.0406966-0.0785073j 0.0419937-0.0508841j -0.0196582+0.00800238j 0.11995+0.062308j -0.0608223-0.189506j 0.0773677-0.179441j -0.0828282-0.00487793j -0.0578362-0.0227983j 0.0664171-0.0482418j -0.0771077+0.0213471j -0.040673+0.0544288j 0.00483374+0.041303j 0.0210192-0.0704822j -0.0245671+0.0622677j 0.0801198-0.0351906j -0.0647501+0.0457321j 0.0623167+0.0350204j 0.165569-0.0712499j 0.0602006+0.0455055j -0.0999105-0.00122997j -0.0257131-0.0221169j -0.0621988+0.0230953j 0.0422202-0.00821994j 0.00729669+0.00927515j 0.0406808-0.0143023j -0.014871+0.021817j 0.0124497+0.0342615j 0.0352938+0.0135759j 0.00726689+0.0151593j -0.00596409+0.073182j 0.00277153-0.0153735j -0.0450346+0.00690148j 0.0142756-0.0318042j -0.0179204-0.0283687j -0.0412096-0.0293829j -0.0670068-0.028547j -0.00280904-0.00391911j 0.0524172+0.0378469j -0.0398895+0.0142918j -0.156746-0.053047j -0.0451581-0.00510661j 0.0768746+0.115213j -0.0747807+0.0127576j 0.0457584+0.0621359j -0.0504039-0.0352305j 0.012936+0.0783904j 0.0159772+0.0760318j -0.0172326+0.0469838j -0.0144235-0.0528309j 0.0836488+0.0500683j -0.040533-0.056634j 0.0306261-0.0271378j 0.0868261-0.00199294j -0.0187956-0.181898j 0.10372-0.174191j -0.115097+0.00425163j -0.0248412+0.0115668j -0.036625-0.051378j 0.0352698+0.07514j 0.154495+0.0322678j 0.066254-0.145099j -0.0757719-0.0886365j -0.0971571-0.02395j 0.0470007-0.0695483j -0.0978154+0.0580262j 0.0612341+0.0964516j -0.151393+0.266926j 0.267194+0.151357j 
-0.00671089-0.00395787j 0.00362218-0.00646554j 0.00841758+0.00403178j -0.00465417+0.00880359j -0.000186061+0.000838437j 0.000505551-0.00101448j -0.00413407-0.00129572j -0.00319497+0.00368462j 0.00239976+0.00345172j 0.00166331-0.00173604j 0.00177631+9.35795e-05j -0.000500764-0.00144606j 0.002329-0.00292789j -6.0899e-05-0.00316647j -0.00177595+0.00107775j -0.00224552+0.00327837j 0.00409972+0.0013056j -0.00108137-0.0013545j 0.000195832+0.00439178j 0.00162313-0.00117551j -0.0073873+0.000286948j -0.000461193+0.000410224j 0.00274023-0.0021559j 0.00471605+0.00121503j -0.000182005-0.00125485j 0.00200237-0.00344899j 0.00208588+0.00265211j -0.000138239-0.00363423j 0.00520904+0.00531201j 0.000666277+0.0007784j -0.000331422+0.000555201j -0.00227577-0.000540426j 0.000914869-0.00232422j 0.00124583-0.000503255j 0.00062779+0.00119588j 0.00421504+0.00131241j 0.00153013+0.00071664j 0.0012244-0.00198654j 0.0035713-0.00574726j -0.000204334+0.000147517j 0.000358342-0.00310269j 0.000857027+0.00498223j 0.0015602-0.00262496j 0.000151295-0.00101489j 0.0030691+0.00106154j -0.00328988+0.00321076j -0.000262371+0.00156976j 0.00231675+0.00151683j 0.0014844+0.00080886j -0.00156217-0.00255632j 0.00318632+0.0012965j 0.00209923-0.0028881j 0.00234157+0.00228308j -0.000523707-0.00345928j 0.00104543-0.00167189j 0.000894662-0.00189396j 0.00139176+0.000673216j 0.0031494+0.00238381j -0.00254443+0.00214353j 0.00121866+0.000294718j -0.000436547-0.00192383j -0.00188557+0.00452968j 0.00173184-0.000794308j 0.00353152+0.000287593j 7.92892e-05-0.000500657j 0.00250466+0.00222284j -0.000786621-0.00168558j -0.00184303+0.000980598j 0.00338374-0.000873231j -0.00400557-0.00390329j -0.00258145+0.000687026j -0.00290063-0.00015757j 0.00153209-0.00426214j 0.00324085+0.00677872j 0.00615435-0.0034192j -0.000380276-0.00743271j -0.00780641+0.000415865j 
-0.00664992+0.00377388j -0.00385018-0.00672425j -0.00273024-0.000622751j 0.000642424-0.00302013j 0.000365991+0.00711552j -0.00693813+0.00259122j 0.00559609+0.00115452j -0.00242055-0.00599239j -0.00466245+0.00364392j 0.00396867+0.00126559j -0.00177449-0.00437395j 0.00540905-0.00319604j 0.00468325+0.0026453j -0.000166616+0.00214824j -0.00257833-0.00202388j -0.000356467-0.00127575j 0.0020332+0.00153168j -0.000131917+0.000179249j -0.00152694+0.00128813j 0.0014596+0.00419316j 0.0073495+0.00291539j -0.0051913+0.00295433j 0.00259853+0.000591459j 0.00108276-0.000593137j -0.00280684-0.00286995j -0.0041616+0.00135144j -0.00182898-0.00355399j 0.0021475+0.00199239j 0.00093632-0.00285287j 0.00421155-0.000302342j 0.00114377+0.00460807j 0.00226033-0.00617151j -0.000967107-0.00118939j 0.00151868-0.00480666j -0.000372836+0.000781475j 0.00146219-0.00330259j -0.000956695-0.00570228j 0.00248529+0.00104713j -0.00204036+0.00134678j 0.000784155+0.00112106j 0.000266545-0.000990256j 0.00342258-0.00276786j -0.00163036+0.00248669j 0.000394275-0.00124562j -0.000860099+0.000847451j 0.000732709-4.54059e-05j 0.00214322+0.000326908j -0.00106253-0.00139483j 0.00339922+0.0028005j 0.000658439+0.00284002j -0.00328595-0.00361841j -0.00213028-0.00183501j 0.00487619-0.000947761j -0.00480534+8.95917e-05j -0.0009364-5.94902e-05j -0.00315648-0.00157593j 0.000981053+0.00306073j -0.000905925-0.00203138j -0.00329885+0.00048487j 0.000388521+0.00554997j 0.000668703-0.0014658j -0.00225838+0.00162915j -0.00316117+0.002921j -0.00202499+0.00265159j 0.000278592-0.00371425j -0.00336831+0.00114618j -0.00112718-0.00113679j 0.00323048-0.00498524j -0.00356273-0.000299078j 0.00358779-0.00151081j -0.00156992-0.00109316j 0.00563199-0.000327149j 0.00138033+0.00716093j -0.00200873-0.0012006j -0.00119275+0.00207214j -0.00215459-0.00417692j -0.00416459+0.00205208j 
-0.00349248-0.00411112j 0.00395766-0.00335379j 0.0065491+0.00138534j -0.00166225+0.0067739j 0.000125023+0.00128978j -0.00023114-0.000973306j -0.00362579-0.000662217j -0.00197658+0.00320471j 0.000379116+0.00292843j 0.00439579+0.00109327j 0.00144176-0.00442182j 0.000948167-0.0023969j 0.0037684-0.00271411j -0.00150638-0.00128456j -0.00375431+0.000947519j 7.27695e-05+0.00126018j 0.00418726+0.00199024j -0.0023434-0.00165994j 0.000354602+0.00439102j -0.000524608+8.69766e-05j -0.0039313+0.00279174j -0.00110454+8.04281e-05j 0.00244339-0.00234529j 0.00383754+0.000214343j 0.000269179-0.00160417j -0.000110929-0.00169884j 0.0023416-9.81639e-05j -0.000559503-0.00144757j 0.00499905+0.00327538j 0.0019617+0.000357547j -0.000116515+0.00155752j 0.000217246-0.00130205j 0.001158-0.00174181j 0.00249878-0.00171279j 0.000494907+0.000510319j 0.00319023-7.41806e-05j 0.00114833-0.0013198j 0.000281529-0.00248492j 0.000962481-0.00438489j 0.000524383+0.000954244j -0.000513483-0.00228902j 0.00182253+0.0034831j 0.00096086-0.0020812j 0.000525029-0.00051244j 0.00209243+0.000501527j -0.0022949+0.00160673j 0.000571551+0.00240309j 0.000738719+0.000402967j 0.000686399+0.00101263j -0.000981075-0.00090448j 0.00229156-0.00057422j 0.00102883-0.00330292j 0.00434803+0.00329715j -0.0029007-0.00375198j -0.000744695-0.0006285j 0.000149305-0.00155139j 0.00130199+0.000497429j 0.0037008+0.00125418j -0.0020197+0.00272483j 0.00037376+0.000737898j 0.000915629-0.00250617j -0.00208821+0.00548306j 0.00163692-0.00241463j 0.00441382-0.000810866j -0.000676298-0.00227259j -0.000291135+0.000813143j -0.00277038-0.00181517j 0.000192589-0.00166533j 0.00237554-0.00169665j -0.00423179-0.00450558j -0.00244861+0.00209919j -0.000936224-0.00161184j 0.00291139-0.00247603j 0.00553583+0.00410054j 0.00375633-0.00567624j -0.00251223-0.00562084j -0.00583528+0.00251086j 
-0.00893438+0.000922069j -0.00120846-0.00883964j 0.0040727+0.00491764j -0.00518876+0.00402274j 0.00392133+0.00714536j -0.00514963+0.00695767j 0.00597033-0.00100269j -0.00432592-0.00326553j 0.00261879+0.00164288j -0.00104579-0.00494267j 0.000113969+0.000717626j 0.00235293+0.00387096j -0.00110319+0.00096866j -0.00487367-0.00344776j -0.000130476-0.00308225j -0.00433525+0.00632706j 0.00130328-0.00164156j 0.00225855-0.00254863j -0.000776127+0.00220503j 0.00490292+0.00096192j 0.000897225-0.00251136j 0.00101226+0.00177125j 0.00106662-0.000487497j 0.00363857-0.00266938j -0.00695732+0.000133876j -0.0020801-0.00308982j 0.0034554+0.00148923j 0.00150198-0.00108223j 0.0011931-0.00300695j 0.00186163-0.00206597j 0.00261856+0.00300723j -0.00374636-0.00297429j -0.003906-0.00545391j -0.00162289-0.00177375j -0.00198594+0.00383288j 0.0019982-0.0061851j 0.00137343-0.00295191j 0.00285975-0.00142014j 0.00111393-0.00578314j -0.000264852+0.000723935j -0.00128173-0.00241768j 0.00203624-0.00171767j -0.00107625+0.00124011j -0.00184956-0.0024283j 0.000101261+0.00255713j 0.000827444+0.00494264j -0.000209923-0.00234321j 0.00210934-0.000986171j 0.00746517-0.00246234j -0.00220054+0.000620783j 0.00426108-0.00171915j -0.000590854-0.00354375j 0.00262702-0.00377019j -0.00560553+0.000284258j 0.000725871-0.002907j -0.00099826+0.00336593j 0.00900673+0.00556669j -0.00333051+0.00206637j -0.00565295+0.00255529j 0.00451529+0.000318593j -0.00447073-0.00487886j 0.000891317+0.00285257j -0.000841795+0.0065786j 0.00299982-0.00159894j 0.00632684-0.00313612j -0.000758499-0.00263524j -0.00116035-0.00499809j 0.00312486+0.00130109j 0.00472167-7.44487e-05j -0.000401828-0.00540858j -0.00372776+0.0016976j 0.00472088+0.000937892j 0.000451251+0.0037352j 0.00179919+0.0109068j 0.0103735-0.00211069j -0.00947877-0.0028028j -0.00305562+0.00938539j 
-0.00471095+0.00196177j -0.00203234-0.00476817j -0.00554209-0.00608389j 0.00613206-0.0057081j 0.00151034+0.0115644j -0.0110302+0.00349755j 0.00620262+0.00134083j -0.00484569-0.00743397j -0.00771261+0.0103879j 0.0142217+0.00141998j -0.00951048-0.0135677j 0.00573183-0.0166814j 0.0152986-0.00501785j 0.00171261+0.0055839j -0.0109422+0.000916739j -0.000207841-0.00510945j 0.00746083+0.0040654j -0.00423662+6.33757e-05j 0.00065541+0.0067567j 0.00250997+0.00805179j 0.0155099-0.000494848j -0.00464786+0.0102837j 0.00568995-0.00409037j 0.00259262-0.00168351j -0.00275623-0.00361346j -0.00122762+0.00861911j -0.00818395-0.00682176j 0.00598715+0.00165116j 0.00131527-0.00242572j 0.00796186-0.00498431j 0.00522509+0.00634209j -0.00055571-0.0134701j 0.000532045-0.000414436j 0.00026303-0.0109628j 0.00147962-6.46695e-05j 0.00129007-0.00375723j -0.00914963-0.00732186j 0.00188473-0.00194772j -0.00148354+0.00508677j 0.00406109+0.000702562j -0.00149421+1.48749e-05j 0.00328365-0.00546366j 0.000538682+0.00381009j 0.000178909-0.00124189j -0.000989411+0.00147426j -0.00210261-0.00290978j 0.00795685+0.00138762j -0.00543933+0.000139317j 0.00452822+0.00435489j 0.00600453+0.00375671j -0.00892926-0.0027154j -0.00505681+0.000738933j 0.0113942-0.0024573j -0.0085871+0.00321492j -0.00179296+0.00500938j -0.00594381-0.00294196j 0.00014376+0.00389949j 0.00120408-0.00512939j -0.00344133+0.00311521j 0.002868+0.0122636j 0.00396808-0.00478541j -0.00321061+0.0067637j -0.00426475-0.000661435j 0.00126973+0.00364919j -0.00951824-0.00566081j -0.00679153+0.00692947j -0.00637719+0.00193745j -0.00108871-0.0151702j -0.00619896+0.00427326j 0.00298245-0.0117929j -0.00843973+0.000443394j 0.00623224-0.00717591j 0.0132136+0.00647897j -0.00688207-0.00738696j -0.00669949+0.00683385j -0.00684533-0.00180491j -0.00180554+0.00672336j 
0.00108072-0.00126461j 0.00134359+0.0010434j 0.000672761-0.00200565j 0.00196988+0.000686735j 0.0061209-0.00177338j -0.000321943+0.00970603j 0.00965309+0.00471904j 0.00581568-0.00598022j -0.00229429+0.000709702j 0.00736779+0.00221646j 0.00190684-0.00963044j 0.0025151+0.00398802j -0.000608208-0.00332322j -0.00524401+0.000554954j -0.00422586+0.00243989j -0.00273072-0.0019536j 0.00440256-0.000252672j 0.00146284-0.00152759j 0.00157879+0.00545019j -0.00235344+0.000543463j 0.00209948-0.00283379j -0.00106049-0.00198589j 0.00267814+0.00064267j 0.000418551+0.00369026j -0.00224208-0.00201369j -0.00197226+0.00226712j -0.00356894-0.00115465j 0.00181558+0.0013014j -0.0034553+0.00210426j 0.00225812-0.000438524j 0.00468614+0.000722277j -0.000616853-0.00171333j 0.0015124-0.00142338j 0.00298086-0.00583556j -0.00151659-0.00373219j -0.0050499-0.000428832j 0.000248285-0.00562747j -0.00173506+0.00211896j -0.000670677+0.00358377j 2.51959e-05+0.00245838j 0.00119652-0.0041129j -0.00443438-0.00390176j -0.00267727+0.00146132j 0.00141105-0.00310611j 0.00122829+0.0011127j -0.00307016-0.000657469j -0.000904751-0.00120551j -0.00151156-0.000122318j -0.00323165-0.00131089j 0.00220933+0.0025046j -0.00413188-0.000929987j 0.00134802+0.00284649j 0.00613765+0.00217192j -0.00342157+0.00271634j -0.00278934+0.00274219j -0.00356079+0.00187646j 0.00060613-0.00278418j -0.000523192-0.00114347j -0.00172618+0.00207914j -0.00116576+0.000202543j 0.0016117-0.00423057j 0.00189008+0.00440894j 0.000267441-0.000268504j 0.00612308+0.00292535j 0.00174258+0.00139719j 0.00478548-0.00404786j -0.00190752-0.00517272j 0.00146104-0.00295729j -0.00359683+0.00274404j 0.00262965+0.00537759j 0.0092362+0.00179854j 0.00626305-0.0112489j 0.00816648+0.00568894j -0.00244733-0.00246233j -0.00215358+0.00263148j 0.000252392-0.00110104j -0.0010251-0.000261512j 
-0.000542268+0.00866715j -0.00868296-0.00077849j -0.00974763+0.000453901j -0.000479496-0.0103368j 0.00697692+0.000582502j -0.000226366+0.0131733j 0.0154079-0.00121017j 0.00154574-0.0107556j -0.00242312-0.00781982j -0.0105911+0.00182662j 0.00593645+0.0044534j 0.00863172+0.0100945j -0.00233993+0.0124339j -0.00581421-0.000816107j 0.00653344-0.0109281j -0.00371775+0.00689353j -0.00934838-0.00274372j 0.0080857-0.00110609j -0.00531678-0.00337962j 0.00493326+0.000381531j 0.00603666-0.00883795j -0.000990863-0.00141279j -0.00050627+0.00889054j -0.00295995+0.00115239j -0.00864521+0.00501231j -0.00351151+0.00194301j -0.00155935+0.00115087j 0.00359835+0.0037157j -0.0134805-0.00508458j -0.00238442-0.00027044j 0.00170684+0.000153971j -0.00234855-0.000588995j -0.00736709+0.000387715j -0.00222929+0.00110534j -0.00322692+0.00193992j -0.00734575-0.00261963j 0.00139336-0.00366983j 0.00337488+0.00445802j -0.000821832+0.00563611j -0.00231692+0.0019317j 0.00193588-0.00123354j -0.00560721-0.00799033j -0.00324239+0.00891149j -0.00319292-0.0043047j -0.00343411+0.00194844j 0.00615417-0.00027778j -0.00564809-0.00496435j 0.000728667-0.0023102j 0.00220985-0.00689336j 0.000697863+0.00375078j -0.00337205-0.000960612j -0.000540486+0.00461077j -0.00654749-0.00562293j 0.00102789+0.00604194j -0.000432089-0.00285722j -0.00024367+0.00579167j 0.00437008+0.00180089j -0.0115942+0.00187281j -0.00549425-0.00136861j 0.00102094-0.0022652j -0.00614002+0.00160605j 0.00206704-0.0112332j 0.00240597+0.0139594j -0.00370881+0.00511141j 0.0102499-0.00489209j -0.00138247-0.00700969j 0.00466293-0.00930867j 0.012306+0.00323149j -0.00307051+0.000431911j 0.0146956+0.00639181j 0.00667639-0.00792481j 0.00835665-0.00259378j 4.4411e-05+0.0137675j -0.00757852+0.00295154j 0.00325306+0.007821j -0.00190455+0.0114451j 0.011633+0.0017276j 
-0.000666571+0.00674315j -0.00683576-0.000764632j -0.00791855+0.00152579j -0.00144748-0.00829365j -0.004567+0.00739151j -0.00541282-0.00739201j -0.00765695-0.00416851j -0.00742436+0.00439168j -0.00065165-0.000664577j -0.00972124+0.00147412j -0.000831813+0.0117302j -0.000862527-0.00844533j 0.00739866+0.00711831j 0.00755314-0.00100617j 0.00407837-0.00841434j 0.00365079+0.00168395j -0.00745075+0.00289864j 0.000175333+0.00283767j -0.00617231-0.00674449j 0.00590309+0.000996529j 0.00520388-0.000146006j 0.000247321+0.00608654j -0.00233516+0.00185604j -0.00292516-0.00473128j 0.000340506+0.00322995j 0.00167008+0.000620239j 0.000696113-0.000212586j 0.00101342+0.000711621j -0.00164447-0.00626176j -0.00148681-0.000630669j -0.00461575+0.0019423j -8.40198e-05-0.0030278j -0.0031685+0.0038388j -0.00373528+0.00660894j 0.00301124+0.00513271j 0.00469487-0.00227167j -0.00218244+0.00552724j 0.00354539-0.0026714j 1.8997e-05+0.000459855j -8.02797e-05-0.00310443j 1.49629e-06+0.00646271j 0.00575803-0.000701428j 0.00299348+0.00274804j -0.002603+0.00357838j -0.00495157+0.000264095j 0.00603355-0.00269255j 0.00234726+0.00014488j 0.000120091-0.00082432j 0.00739043-0.000212095j -0.000302389-0.000740526j 0.000159326+0.000507334j -0.00480919-0.000564417j -0.00964631-0.00438714j 0.00299142-0.00127736j 0.00254919-0.0035871j 0.00228499-0.00265855j 0.000525501+0.0067744j -0.00353782-0.000107757j -0.000764564-0.00401908j 0.00393769+0.00314526j -0.000449027+0.00751054j -0.00573768-0.00805046j -2.51706e-05+0.00565338j -0.011497+0.00225115j -0.00409198-0.00537875j -0.00962292+0.008889j 0.00507675+0.00521294j 0.00241571-0.000243742j -0.000258562-0.00284339j 0.000743741-0.00939109j -0.0156737-0.00145768j 0.000775348+0.0154695j -0.00884811+0.00239567j -0.00304745-0.000114645j -4.90908e-05+0.00288916j -0.0013412+0.00725107j 0.00727871+0.00122675j 
-0.00446817-0.00618949j 0.00624127-0.00436825j -0.00540456-0.00415176j 0.00409883-0.00558071j 0.0102408-0.000993545j 0.00199247+0.00536467j -0.00812912-0.00198762j -0.0015234+0.0108803j -0.00240881-0.0030177j -0.00519803+0.0104999j 0.00586352+0.00390148j -0.00400498-0.00730333j 0.0104868-0.00205929j -0.00136613-0.00153969j 0.00577835-0.00290207j 0.000535857+0.0104963j -0.00260896-0.00614337j -0.0046271+0.00789312j 0.00140296+0.00207789j 0.00335358+0.00585587j -0.000185639+0.00331644j -0.0062846+0.00270816j 0.0010476+0.00561326j 0.00883441+0.00227345j -0.00933514-0.00250524j 0.00396651+0.000314408j -0.00984503+0.0020556j -0.00343693+0.00246062j -4.85815e-05-0.00247118j -0.00494481-0.00110869j -0.00789258+0.000464065j -0.000633989+0.000446509j -0.00281807+0.00106206j 7.61199e-05-0.00146738j 0.00115382-0.00214736j 0.00321304+0.00416886j 0.00138797+0.000552794j 8.07242e-05-0.00265825j -0.000431173+0.00294662j -0.00335483-0.000161453j 0.0077897-0.00366654j 0.00397375+0.00256684j 0.00201374+0.000478243j 0.00151716-0.0101665j 0.00364854-0.0113965j 0.00226957-0.000426378j -0.00469548+0.00125755j 0.00518496+0.0069145j 0.00276772+0.000929473j -0.00283712-0.0023366j -0.00743621+0.00227719j -0.00196637+0.0053152j 0.00271293-0.00373269j -0.00270245-0.00506825j -0.0019994-0.00773776j -0.00101875-0.00657978j -0.0115446-0.0013528j 0.00205137-0.00708582j -0.00519858+0.00628296j 0.00775101+0.00269773j -0.0080676+0.00162245j 0.00057064-0.00569444j 0.0075379+0.00634228j -0.00182659+0.00599289j -0.0116144-0.00868879j 8.18039e-05+0.0157904j 0.0115688-0.01105j 0.0147589+0.00296911j -0.00276692-0.0113501j -0.00500418+0.00275972j 0.00190288-0.00180958j -0.00977769-0.00122609j 0.000792714-0.0101027j -0.00513051-0.00155466j -0.00166913+0.00505012j -0.00187307-0.00351487j -0.00355553+0.00194025j 
-0.00651739-0.00396022j 0.00385119-0.00635103j 0.00804421+0.00276637j -0.00297121+0.00827241j 0.00861741-0.00231627j 0.00455006+0.012033j 0.00864172-0.00274614j -0.000425795-0.00330734j 0.00215304-0.00200011j 0.00110895-0.00111642j 0.00420809-0.00722178j 0.00718275+0.00902571j -0.00402835+0.000835072j -0.0118408-0.000569203j -0.000552767-0.000601791j -0.00402744+0.00937048j 0.00186869-0.00574181j 0.00136486-0.00499081j 0.00370666+0.00572879j 0.000497172-0.000699622j -0.00602803-0.00122002j -0.00150348-0.00405069j 0.00311267+0.000871675j 0.00665667+0.000845257j -0.00796419+0.00150604j -0.00369459-0.00244254j 0.00310653+0.00172319j -0.000465133-0.000567008j 0.000360591+0.00253702j 0.000314227-0.000684513j 0.00289104-0.000407602j -0.00271253+0.00213019j -0.0041936-0.00544654j 0.000555364-0.00447063j -0.00354022+0.00127847j -0.00271675-0.000861426j 0.00252583-0.00670706j 0.000907686+0.000246036j 8.81258e-05-0.00483457j -0.00051336+0.00368621j -0.00116929-0.00720778j -0.0032813+0.00117098j -0.00223013+0.000928988j -0.00152107-0.00641249j 0.00384097-0.000390225j -0.000718831+0.00570222j -0.00529534-0.000108212j 0.00262328-2.13598e-06j -0.000460197-0.00333169j -0.0024653+0.000961055j 0.00292689-0.00162466j 0.00313839-0.00215958j 0.0060644-0.00109094j -0.00532112+0.000691509j -0.00214463-0.001995j 0.000533125+0.00457348j 0.00439978-0.0020746j -0.000470455+0.0027729j -0.00443899+0.0069687j 0.000777514-0.00347066j -0.00712436-0.00605828j 0.00482932+0.00275992j 0.00460807+0.00362138j 0.00964797-0.00301754j 0.00763787-0.0049736j 0.00237092-0.00840451j -0.00363736-0.011036j 0.00743009+0.00186789j 0.00350946-0.00157058j 0.001762+0.00268155j 0.00843674-0.00228519j -0.000790131-0.0103869j 0.00671239-0.00064718j 0.00563379+0.00949091j 0.00908559-0.00565196j -0.0068887-0.00325352j -0.00344879+0.00691643j 
-0.0108878+0.000152008j -0.000345643-0.01065j 0.00409661+0.00612582j -0.006186+0.00427102j 0.00364224+0.00727676j -0.0034586+0.000401132j -0.00817459-0.00470684j -0.00819614+0.00957496j 0.00300552+0.000690317j -0.00409816+0.00295651j 0.00481449+0.00279281j -0.00113283-0.00365714j 0.00715121-0.000921578j -0.00386744-0.00445008j -0.00062016-0.00695571j 0.00223544+0.0103282j -0.00140924-0.000910967j -0.00134287+0.000559559j -0.00183648+0.00221643j 0.00720879-0.000390974j -0.00158992+0.00191622j 0.000804708+0.00413285j 0.00202759-0.000266804j 0.00584176-0.00555694j -0.00621331+0.00248613j -0.000644591-0.00402201j 0.00353926+0.00163319j -0.00128938-0.000408111j 0.00355615-0.0039229j -0.000469845-0.00110178j -0.00235633+0.00478479j -0.00311186-0.00156694j -0.00468162-0.00197396j -0.000740309+0.00223145j 0.00215706+0.00516668j 0.00611507-0.00514076j 0.00158961+0.000277939j 0.00205243-0.00616047j -0.000379104-0.00766326j -0.00102467-0.000175059j -9.55148e-05-0.0017166j 0.00699475+0.00131627j 0.00220675-0.001254j -0.00248854-0.00257287j -0.000663833-0.00132535j 0.00330594+0.00244521j -0.000421233+0.00156605j 0.00420073+9.40419e-05j 0.00886441-0.00311096j -0.00462667-0.000719517j 0.00449724-0.00133595j -0.00210386-0.00335033j -0.00110389-0.00299831j -0.00613867-0.00383526j -0.00163513-0.00667392j 0.000610388-0.0017027j 0.00490233+0.00626102j -0.000533269+0.00102497j -0.00510494+0.0054177j 0.00733673-0.00079538j -0.00546245+0.000569578j -0.00321192+0.000340972j 0.0060357+0.00553973j 0.000251181+0.000766586j -0.00301503-0.00821637j -0.00342962+0.00725123j 0.00150027-0.00603265j 0.00785151-0.00116169j 0.00189715-0.0064372j -0.00678691-0.00795055j -0.0101236+0.00379236j 0.000336494+0.00738857j -0.00330668-0.00213564j 0.00562751+0.0106709j 0.0100943-0.00586988j -0.00868009-0.00156849j -0.00185195+0.00869891j 
0.00152606-0.00600478j 0.00615362+0.00149662j -0.00550161-0.00516149j 0.00510042-0.00574541j 0.00710138-0.00855456j 0.00651092+0.00449879j -0.00285308+0.00254509j 0.00649326+0.00478184j -0.00350356-0.00255513j 0.0022484+0.00763391j 0.00342166-0.00201053j -0.00373519-0.00166888j 0.00354339-0.00430815j -0.00119552+0.00149308j 0.00325425+0.000222434j 0.00201907+0.00297227j -0.0020068-0.00431677j -0.00127242+0.00601045j 0.00379185+0.00125873j -0.000659053+0.00366879j -0.000469567+0.0023965j -0.00450878+0.000356494j 0.0021986+0.00406062j 0.00580988+0.00289437j -0.00486473-0.000814038j 0.00345929+0.00167485j -0.00787115+0.00307955j -0.00187582+0.00241297j -0.00211888+0.00203433j -0.00392246+0.00105834j -0.00461907-0.000704292j 0.00166128+0.00205911j 0.000696815+0.00229271j 0.00084596-0.00309922j -0.000939412-0.00492438j -7.22701e-05+0.00606382j 0.000794302-0.000846702j -0.00148002+0.00084636j 0.000473935+0.00557068j -0.00193354+0.00135512j 0.00505457-0.00516902j -0.000701786+0.00133526j 0.00064802-0.000413601j 0.000198641-0.0073329j 0.00175758-0.00931841j -0.000862517-0.00143302j -0.00372763+0.00179127j 0.00344182+0.0044227j -0.00415404+0.00181748j -0.000519913-0.000705159j -0.00709956+0.00437971j 0.000896769+0.0062267j 0.00337421-0.000879642j -0.00082134-0.00166979j -0.00293449-0.00180139j -0.00132838-0.00379109j -0.0122105-0.00349397j 0.000953837-0.00635037j 3.95126e-05+0.00537841j 0.00220837-0.000420257j -0.00310967+0.00217962j 0.0012874-0.0031857j 0.00545084-0.00164902j 0.00271908+0.00364414j -0.00950146+0.000101437j 0.00682352+0.00729016j 0.0036525-0.010207j 0.00832697-0.00163033j -0.00562391-0.00404417j 0.000823044+0.00794798j 0.00776105-0.00491273j -0.00982248-0.00435903j 0.00114168-0.00860276j -0.00654003-0.00419625j -0.00409105+0.00657298j 0.000974642-0.00150346j -0.00140848-0.000910837j 
