0.0265789+0.0279399j 0.0280629-0.026693j 0.0166417+0.0124999j -0.0123321+0.0172644j 0.00715716+0.0043578j -0.00134335+0.0020572j 0.00186142+0.00069932j -0.000293314+0.00630554j 0.00290274-0.00192767j -0.00106612+0.00103763j -0.000881279+0.0019923j 0.00192724+0.00204668j 0.000960057+0.00121312j -0.00181522+0.0028262j 0.00454325-0.00160699j 0.000794186-0.00146801j 0.00210016+0.000986177j -0.00214662-0.00018741j -0.00236969-0.00447021j -0.00248408+0.00145261j 0.00184241-0.000978605j -0.000160803+0.00271822j -0.000941384-0.00503515j -0.00625845+0.00398007j 0.00631296+0.00477674j -0.000749581-0.00480416j -0.00239746+0.0179062j -0.0189598-0.000627656j -0.0242975+0.026318j -0.0262991-0.0245401j 0.00784445+0.0135886j -0.0131608+0.00834125j -0.0182767+0.0379166j 0.0419253+0.0173902j -0.00259057-0.0329094j 0.0274844-0.017127j 0.0213713-0.00144437j 0.0287925+0.00579791j -0.0264233-0.0129971j -0.00739062-0.015131j 0.0121534+0.0202094j -0.00407973+0.0194895j 0.000749675+0.0128236j -0.00665666-0.00022298j 0.00685481+0.013326j -0.00392734-0.0122709j 0.00400292+0.0233047j -0.00487056-0.0175821j -0.00180992+0.00652827j 0.000544164-0.00135705j 0.000149156-9.07819e-05j -0.0208783-0.000538967j -3.76731e-05-0.000809105j 0.00200204+0.00746309j 0.00752006-0.0203893j -0.0090472+0.0166279j 0.00978979-0.0155321j -0.0091909+0.00875871j 0.00335568+0.00567419j -0.00503401+0.00953107j 0.000905466-0.018444j -0.0161731+0.0173548j 0.00294583-0.0118973j -0.0308647+0.00953733j 0.0321619+0.00957798j -0.0161254-0.0112125j 0.0168568+0.0238878j 0.0224174-0.0307325j 0.049511+0.0289578j 0.0263319-0.0456352j 0.0499784+0.0297938j -0.0296558+0.0496746j 
-0.00112845-0.000172491j -0.000268683+0.00109415j -5.64681e-05+0.000106044j 0.00103624+0.000145923j 0.000718182-0.000892105j -0.000328043+0.00100018j -1.2674e-05+0.000699069j 0.000611014+0.000186946j 0.000465902+0.000429019j 0.000488334-0.00200844j -0.000907602+0.000800541j 0.000800271-0.000272109j -0.00161262+0.00150142j -0.000744446-0.00191039j -0.000461089+0.000430729j -0.00141967+0.00123535j -0.00266418-0.000320056j 0.00101862-0.000641471j -0.00186658+0.0017614j 0.0016645-0.00130514j 0.000397097+0.000852672j 0.00119001+0.0013577j 0.00224741-0.00090841j 5.0921e-05+0.000459924j -0.000156118-0.00188594j 0.000375685+0.000476299j -7.7257e-05+0.000152561j 0.0017916-0.00166665j 0.000329762-0.000389654j 0.00018101+0.00150258j -0.000776735+0.000415761j -0.000262007-0.000606013j 4.63798e-05+0.000699706j 0.001221-0.00110661j -0.00275893-0.00374175j 0.00154813+0.000349458j -0.000902604+0.000915125j 0.000484958+0.00116638j 0.00279448+0.000872727j 0.000602899-0.00148678j -0.00250012-0.0038975j 0.00040519-0.00144479j -0.000251084-5.29349e-05j -0.000756939+0.00148556j -0.00156018+0.00208755j 0.00128819-0.000111511j -7.67981e-05-0.00264928j -0.00342631-0.00183143j -0.000788593+0.00183621j 0.0026315+0.000425967j -0.000525191-0.000341087j -0.00035214+0.00131901j -0.000297396-0.00157914j -0.000145373+0.000750413j -0.00124092-0.00066922j -0.00051781+0.000837467j 2.85113e-05+0.00242837j 0.00161503-0.00193052j 0.000424013-0.00219766j -0.000965944-8.70945e-05j 0.00131312-0.000574381j -0.00189079+0.000940458j -0.00152354-0.000161142j -0.00115867+0.00132934j 0.000545547+0.00116466j -0.000166914-0.00139567j -0.000929429-8.2422e-05j -0.00126448+0.000933162j 0.0015254-0.000141712j 9.05953e-05-0.00104168j 0.000979063+0.0012372j -0.00125727+0.000973379j 
-0.000872181+0.000857118j 0.00103843+0.000632174j -0.000108299+0.00129787j 0.00289358-0.00018067j 0.000373569-0.00355527j -0.000760368+0.000823693j -0.0010788+0.00165369j -0.0016688+0.00168595j 0.00186344-0.00266565j -0.000880989-0.0037854j -0.000288816+0.00181498j -0.000586676-0.000231593j -0.000907944+0.00272671j -0.00205531-0.00129241j -0.00208873+0.00270892j 0.00243531+0.00211695j -0.00206874-3.23111e-05j 8.01529e-05-0.000689963j -0.00248434+0.00176551j 0.0009346-5.75037e-05j -0.00135813+0.00260061j 0.00075431+0.000250121j -0.00160697-0.000637786j -0.000542029+0.000816321j 3.67083e-05-0.000607333j -0.00157824-0.00256503j -0.00195828+5.14681e-05j 0.00177073+0.000407737j -0.000209066-0.000598944j -0.000251682+0.000563918j -0.000215918+0.000243161j -5.10239e-06+0.000199497j -0.000809201-0.000199913j 0.000937305-0.00136767j -0.00195374-0.00150509j 5.84768e-05+0.000153924j -0.000209805+0.000609748j 0.000686989+0.000942145j 0.00122326-0.000232268j -0.000993285-0.00169414j -0.00217124-0.00171565j 0.000131906-0.000281525j 0.000531593+0.000232865j 0.000414358+0.0005353j -0.000454975+0.00173361j 0.00124938-0.000950016j -0.00229688-0.0021494j -0.00182963+0.00167436j 0.00101117+0.00176892j 0.00107453-0.000849277j -0.00227206-0.000456854j 0.00031442-0.0001626j 0.000382503-0.000875654j 0.000476474-0.00048178j -0.00110553-0.000638213j 0.00221808+0.000462076j 0.000804949+0.00140804j 0.00105627-0.00193073j -0.000670381-0.00174521j 0.00140358+0.000359989j 0.00147376-0.00134144j -0.000881931+0.000142212j -0.00133824+0.000866085j -0.000126446+0.000805687j 0.000556373-0.000374946j 0.000420373-0.0014312j -0.00213334-0.00148657j -0.000534086+0.00158498j 0.000243914-7.07589e-05j -0.000423463-0.00021726j 7.28243e-05-0.000597594j 0.000472613-2.07231e-05j 
-0.000594575-0.000174333j 4.39246e-05+0.000637615j 0.000840019+0.00127605j 0.00111026+0.0010295j -0.00036248-0.000782689j -0.0014441-0.00021318j -0.000871206+1.87778e-05j -0.000592196+0.000611861j 0.00136994-0.000530042j 0.000709141-0.000835898j -0.0017946-0.00142982j -0.000119525+0.00193996j -0.00105254+0.000900643j -0.00150923-0.00163809j -0.00170068+0.000926131j -0.000542945+0.00107877j -0.000724999-0.000834135j -0.000316983-9.40961e-05j -0.00122565-0.000145944j 0.000294219+0.000866737j -0.000711215-0.00146047j -0.000380815+0.00108873j -0.000647014+0.000764873j -0.000435575-0.000842092j -8.0766e-05+0.000533992j -0.000368774+0.000608403j -0.000722824+0.000439015j 0.00154283+0.00107434j 0.000326591-0.000924868j 3.05972e-05+0.00109813j -0.000618131+0.000546357j -0.000265683-0.000460633j -0.000912844+0.00133429j 0.00212469-0.00130745j -0.00285142-0.00165405j 0.00318115+0.00131049j -0.000399925+0.00310661j 0.000145617+0.000761862j 0.00227277+0.000275633j -0.000303257-0.00269664j -0.00065938-0.00246304j 0.00104336-6.93444e-05j -0.000278762+0.000442148j -0.000452921+0.000366762j -0.00263976+0.00269696j 0.00300156-0.000649484j -0.000458528-0.00386507j -0.00161423+0.000241801j -9.0763e-05+0.00173693j 0.00115039+0.00237328j -0.00325198-0.00204767j 0.00260436-0.00129949j 0.00166987-0.000539143j -0.000400609-0.00113713j -0.00152843-0.00228962j 0.00219342+0.00169418j -0.000187667+0.00158778j 0.00273455-0.00157135j 0.00166322-0.00362389j 0.00229995+0.000723503j 0.00245143-0.00014401j -0.000249014-0.00132428j -0.00324558-0.00115237j -0.00144493-0.00060731j -7.56198e-05-0.00177838j 0.000902666-0.00153886j -0.00349909-0.00160755j 0.000110489+0.000133204j 5.7388e-05+3.78881e-05j -0.000318674+0.000781032j -0.00020624-0.00118567j 0.00081572-6.59305e-05j 
0.000419064-0.000145328j 5.3345e-05-7.36599e-05j -0.00317918-0.000584975j -0.000882537+0.000501599j 0.00392993-0.000192879j -0.00104996-0.000664251j -0.000943612-0.000542869j -0.000732477-0.000648222j 0.00127374+0.000514095j 0.00254536+0.00134764j 0.000969968+0.00326764j 1.93138e-05-0.00179537j 0.00137232-0.000570516j 0.000363994+0.00297848j -0.000475751-0.0001504j 0.00205275+0.00144402j 0.00153224+0.00210497j -0.00238325-0.000788093j 0.00251162-0.00377307j -0.00110999+0.00012312j -0.00191878-9.00134e-05j -0.00180105-0.0019936j -0.000580984-0.000407541j -0.00162706-0.00036692j -0.00212784+0.00108591j -0.000946482-0.00184357j -0.0018622-0.00252663j -0.00160528+0.000231323j 0.00129681-0.00126399j 0.000793475-0.000496347j -0.000368703-0.000343563j -0.000199775-0.000277563j 0.00071794-0.000882759j 0.000793541+0.000404424j -0.00203347-0.00322271j 0.000943995+0.000610959j -0.00278835+0.000852657j 9.47269e-05+0.000549536j 0.00250468+0.000172583j 0.00108084-0.00161655j -0.00294965-0.004517j 8.82493e-05-0.00104539j 0.00017196+0.00109548j -0.0013927+0.00200118j -0.00121603+0.00370982j 0.00176348+0.00044679j -0.00045735-0.00128055j -0.00777158-0.00032622j -0.000518198+0.00333491j 0.000974711-0.00292961j 0.000562237-0.001432j -0.00172587+0.0050292j -0.00367159+0.000686779j 0.00261886+0.00218404j 0.000579904-8.33263e-05j -0.00232546+0.00143289j 0.00140501+0.00464304j 0.000810371-0.00366824j -0.00048952-0.000578036j -0.00253613+0.0033739j 0.000753962-0.00222605j -0.00149552+0.00158971j -0.00308671-0.0021517j 0.00148188+0.00224442j 0.0023928+0.000787336j -0.00142603-0.00119435j -0.000274365-0.00143105j -0.00220194+0.00431913j -0.000490211-0.0001197j 0.000943877-0.00156083j 0.000131352-2.05723e-06j 0.000287157-0.000147588j 
-0.000451932-0.000468483j -0.000514141+0.000747375j 0.00264618-0.000551177j -0.000607781+3.15699e-05j -0.000375147+7.1744e-05j 0.00229458+0.00262395j -0.00245036-0.000887j -0.00260026-0.001582j -0.000223804-0.00175362j -0.00279289-0.000436208j -0.00107507+0.00206922j 0.00142478-0.00420826j -0.000980648-0.00176285j 0.00181481+0.000471848j -0.000729178-0.00129918j 0.00372695+0.000991345j 0.00280082-0.00109379j 0.00189528-0.000156889j 0.000620384-0.000695717j -0.00292434-6.69475e-05j -0.00331275+0.0026922j -0.00109671-0.00229793j -0.00392405-0.00175411j -0.000669547+0.000158903j 0.00160688-0.000267101j 0.00146298-0.00122757j 0.00069579+0.000195395j -0.00264382-0.00115652j 0.000564275+0.000561836j 0.00152505-0.000417785j -4.31051e-05-0.000786476j 0.000804189-0.000774709j -0.00127942+0.00120675j -0.000767069+0.000704513j -0.000845743+0.000281596j 0.00231699+0.000591591j -0.00105657+0.00197278j -0.00253015-0.00150639j 0.00161588-9.26958e-05j -0.00244738+0.000118446j -0.00126607-0.000716063j 0.00114793-0.00285489j 0.000190978-0.00174828j -0.000707888+0.00321971j 0.000989211+0.00202491j 0.00266201-0.000835844j 0.00141635+0.00103577j -0.00237681-6.64484e-05j -0.000491926+0.00113449j -0.00117214+0.00122801j 0.00267894-0.00133673j -0.00109167+0.00152992j -0.000155816+0.00162126j 0.00257779-0.000916184j -0.0026095-0.00108374j -0.00231516+0.00109581j 0.00145462+0.00357232j -0.00138105-0.00272971j 0.000197844+0.000529531j -0.00070541+3.03588e-05j 0.00123782-0.00132606j -0.000582608+0.00133879j -0.0016701-0.000478102j 1.97483e-05+0.000199305j 0.00037335+0.00112983j -0.000225253-0.0006314j -0.0011737-0.000299595j -0.00320031+0.000300385j -4.09883e-05-0.000989017j 0.00122136+6.43954e-05j -0.000263443-4.10513e-05j 0.000129816+7.11426e-05j 
0.00101396-0.000825451j -0.000650515-0.000908996j -0.000417376-0.00153056j -0.00014039-0.00026807j 0.00214046+0.00126127j -0.000807004+0.00177989j -3.05357e-06+0.000394778j 0.00213463+0.000287732j 0.000367877-0.000127241j 0.00182528-0.000830537j 0.000537447+0.00374184j 0.00111836-0.000700935j -0.000103772+0.00039585j 0.000579579+0.0024237j 0.00176626+0.000639181j -0.000480302+0.000197963j -0.000670616-0.00141941j 0.00107062+0.00155168j -0.00148465+0.00111927j 0.00157729-8.0493e-05j -0.00147377+0.00278764j 0.00174488+0.00140516j 0.00226455-0.000550578j -0.000550679+0.000392818j 0.000487538-0.00244018j -0.000591649-0.00163235j 0.000814574-4.86119e-05j -2.49788e-05-0.000263164j 0.000321415+0.0012183j -0.000883568+0.000443409j 0.000493206+9.61052e-05j -0.00019192+0.000270466j 0.00255928+0.00149089j 0.000880914-0.0017722j 0.00196843-0.000343463j 0.00681911+0.000579801j 0.00179366+0.00394533j 0.00178709-0.000405691j -0.000168143+0.000419871j -0.0026637-0.0040828j 0.000163989+0.00134608j -0.000251577+0.0014166j -0.000262664+0.00129169j -0.00318956+0.000536712j 0.00034018+0.00385374j -0.000475157-0.00162085j 0.000992769-0.00401153j 0.00230674-0.0011826j -0.00123598-0.00343404j 0.00309434+0.00415586j -0.00170503+0.00173575j 0.00253191-0.00686475j 0.00570348+0.000915586j -0.00389504-0.000743961j -0.0025438-0.00107432j -0.00135286+0.00404435j -0.00188268-0.00290396j 0.00307691-0.00136265j -0.00011233-0.00352285j 0.00309038-0.00283961j 4.65769e-05+0.00046824j -0.00190302-0.00127435j -0.00333721+0.00202879j -0.00165695-0.00209281j -0.0026307-0.00309899j 0.00137818-0.0019196j -0.00368581-0.000252716j 0.000423107-0.00220544j 0.00158447-2.45591e-05j -5.59117e-07-0.000447228j -0.000662911+0.000427369j -0.000592692-0.000298443j 
0.000504361-0.000255331j -0.000205542-0.00043812j -0.00221643+6.73297e-05j -0.000509336-0.000320764j 0.0016956-0.000198011j -0.000604999-0.000701284j 0.00064575+0.000582272j 0.00112682+0.00030655j -0.000666415+0.000916701j 0.00168731+0.000370218j 0.00153785+0.000487613j -0.000905887+0.000371871j 0.00116932+0.000606544j -0.000298558+0.00137143j 0.000822907+0.000140543j -0.00019364-0.000742999j -0.000451797+0.00181858j -0.00131342-0.000104947j 0.000560579-0.000634225j 0.00137014-0.000309862j 0.00070149+8.93777e-05j -0.000351876-0.000253238j 0.00164246+0.00075j 1.27778e-05+0.000374616j -0.000842188+0.000153958j -0.000970752-0.000483817j -0.000428947-0.00121755j 0.000443006+0.000726384j 0.000138507-0.000420596j -0.000385975-0.000159209j -0.000103553+0.000335933j -0.000463377+0.000146147j 0.00100688-0.000875358j 0.000278967-7.77976e-06j -0.000233603+0.000801762j -0.00180821-0.000674585j 0.00128566-0.00122883j 0.00202619+0.00107497j -0.00100692-3.94624e-05j 0.00113708-1.55016e-05j 0.00126889+0.00165038j -0.00099059+0.00319525j -0.000656343+0.00169481j 0.000555271-0.00214407j -0.000727575-0.00181966j -0.00185133+0.0005172j -0.00168266-0.000823978j 0.00106676+0.000159386j 0.000513122-0.0011031j 0.000577362-0.00180431j -0.00150988+7.36153e-05j 0.000988534-0.000913595j 0.000547467-0.0010527j -0.00208348+0.000962612j 0.00215172+0.00103012j 0.00199816+0.000415722j -0.00110301-0.00241907j 0.000610629+0.00161547j -0.000473014-0.000295352j 0.000473814+0.000302694j -0.00146181+0.000326518j 0.00102663-0.000314659j 0.00147696+0.000189572j 0.00104477-0.000503637j 0.000197478-0.00120883j 0.000320562+0.000897164j 0.000656334-0.000423033j 0.00308267+0.000530664j -0.000160193+0.0011829j -5.89946e-05-0.000257973j -0.000308892-0.000585194j 0.000468941-0.000587726j 
0.000772123-0.00130008j -0.00122233-0.000425128j 0.000536121-0.000509937j -0.00254068-0.000591724j 0.00020662+0.0014276j 0.00147682+0.00160523j -0.000916078-0.000754045j 0.000381301-0.00122469j -0.0022597+0.00014012j -0.000206091+0.000838328j 0.000736378+0.000833206j 0.000106868-0.00239267j 0.000339079-0.00190138j 0.00193717+0.00203768j 0.0012381-0.00221775j 0.00208027-0.00116844j 0.0026667+0.000704398j 0.000492671+0.00047732j 0.00197229-0.00172686j -0.00116949+2.57504e-07j -0.00170155+0.00140524j -0.00191414-0.00185132j -0.00125001+0.00048753j -0.000361846+0.000551645j 0.00132436+0.000489232j 0.000792215-0.000115976j 0.00116847-0.000328665j -0.00227105+0.000111027j 0.00081081+0.000324256j 0.000847981-0.000324238j -0.00012455-0.00050268j 0.0003755-0.000771419j -0.000755011+0.00106314j -0.000826586+0.00164629j 0.000668906+0.00334668j 0.000769173+2.57053e-05j 0.00131991+0.000845675j -0.00164575-0.00149713j -0.000170426+0.000502908j -0.00233579+0.00178303j 0.00243851+0.00322006j 0.000344586+3.58959e-05j -0.000575735-0.000289431j 0.000259911+0.00113049j 0.000908137-0.000485087j -0.000571743-0.000504818j 0.000796326+0.0018147j 0.000355567-0.00148636j -0.000986323-0.00142876j -0.000704817-0.000151196j 0.00291081-0.000342418j -1.69505e-05-0.000488469j 0.00103185-0.000211218j -0.000597305+0.000355252j -0.000324721+0.000873167j -0.00105214+0.00157324j -0.000205989-9.07373e-05j -0.000863082+1.15204e-05j -0.000322393+0.000365195j -0.00166073-0.000474505j -0.00178203-0.00024871j 0.000499617+0.000311943j 3.91165e-05-0.000226566j 0.000387985-0.00160091j 6.88685e-05-3.61805e-05j 0.000565728+0.000674253j -5.85298e-06+0.000673508j 0.00047544-0.00196911j -0.000806158-0.000613613j 0.000256614+0.000976041j -0.000247833+0.000304459j -0.000371833+0.000103846j 
-0.00137366+0.000241487j -0.000441965+0.0012525j 0.0046373-0.00100151j 0.00139483-0.000464687j -0.00364601+0.0014048j 0.00188499+0.00251348j -1.18173e-05+0.000237981j -0.000237294+0.000239535j -0.000294291-0.00125899j -0.00267977-0.000965642j -0.00163119-0.00183817j 0.00107718-0.00103265j -0.00305338-0.000266944j 2.51827e-05-0.00388975j -0.000591628-1.98092e-05j -0.00064899+0.00103929j -0.00116182-0.00257669j 0.00291196+0.000106812j -0.00157724+0.00293268j -0.000635097-0.000175937j -0.000212468+1.78919e-05j 0.00127013+0.00102981j -0.00101481+0.000181417j 0.000559655-0.000309379j 0.00231816-0.000900048j 0.00155579+0.00210401j 0.00173056+0.00244281j 0.00110322-0.00197955j -0.00051518+0.00099931j 0.000529597+0.00081649j 0.000229842+9.64947e-05j 0.000527102-7.60926e-05j 0.000589652+0.000160694j -0.00141349-0.00181828j -0.00046315-0.00122237j 0.00146937+0.00095216j -0.000266774+0.000655731j 0.00199144+0.000618714j -0.00131563+0.000921247j -0.00122998-0.00261986j 0.000808394+0.00238263j -0.00154312+0.00209116j 0.000267011+0.00199418j -0.000987842-0.000319948j -0.000400376-0.000477086j -0.000725879-5.34511e-05j -0.000281024-0.00176728j 0.00156614-0.000989261j -0.00121795-0.00150023j 0.00228226-0.000149096j 0.00120695+0.0018471j 0.00114746-0.00184174j 0.00358511+0.000237223j -0.00264404-1.65323e-05j 0.000944848+0.00025787j -0.00216559+0.00333281j -0.000252922-0.00234949j 0.00112584+0.000846992j -0.000702812-0.00158133j -0.000284674-0.00179468j -0.00117637+0.000748612j -0.0015843-0.000106099j -0.000389083+0.00156131j 0.000553676-0.00245152j -0.00234262-0.000519409j 0.000155147+0.00168365j -0.000322018-0.000480096j 0.00115297+0.000379574j 0.00145156-0.00107641j -0.00162272-0.000232857j 0.000781206+0.000850243j -0.00111358+0.000653195j 
0.00113472-0.00110703j -0.000775334-0.00100178j 0.00105196+0.00223941j -0.00121961+0.00126458j -0.00195122-0.000619703j -0.000403132-0.00354385j 0.00094882-0.0014398j -0.00162201+0.000547199j 0.00346255+0.00031596j -0.00161383+0.00285814j 0.00015994-0.000284699j -0.000190994+0.00203673j 0.00169589-0.00207708j 0.000417004-0.000519757j -0.00210728+0.00144334j -0.00227537+3.8892e-05j 0.00205841-0.00327178j -0.000258611+0.000887378j 0.00122022+0.000591939j -0.00337906+0.00174344j 0.00202044-0.00400453j 0.00154987+0.0017526j -0.00332797-0.000180045j 0.00157522-0.00125659j -0.00169471+0.000611387j 0.000799631+3.074e-05j -0.000226743-0.00062115j -0.00111791+0.000895478j 0.00017225+0.000539635j -0.000650757-0.000245859j -2.43036e-05-6.58193e-05j 0.000110936-4.23281e-05j -0.00269967+0.00172628j 0.00150917+0.00203787j -0.00139758+0.00426889j -0.00243269-0.000663104j 0.00181453-0.00177852j 0.00168407-2.35753e-05j 0.0024713-0.00543901j 0.00326212+7.52817e-06j -0.00252014-0.000416763j 0.00357928+0.000993103j -0.00324007-0.000863925j -0.000145899+0.000843529j 0.0011667-0.00167902j 0.000378847+0.00169292j 0.000349292-0.000279208j 0.000573833-0.00158239j -0.000315784-0.00041274j 0.000372078+0.00301788j -0.00409464-0.00109454j -0.00134177-0.000516629j -0.00325343+0.000588589j -0.00065836+0.00089495j -0.000378875+0.00118478j 0.00206889-0.00405884j -0.00131314+0.00132485j -0.00225044+0.0016981j 0.00169767+0.00183975j 0.000857692+0.000112846j 0.00300794-0.000391202j 0.00634006-0.000508195j 0.00137654-0.003119j 0.000350372+0.00618503j 0.00409694+0.000917626j 5.3205e-05-0.000992547j 0.000554218+0.000370109j 0.00144245-0.000853215j -6.55404e-05+0.000717475j 0.000943174-0.000124299j -0.000582504+0.000162399j -0.00030412-0.000494158j 
-3.96796e-05+0.000500596j 0.000727209-0.000251881j -0.000618918+0.000392698j 0.000591633-0.000243978j -0.00155429-9.56707e-06j -0.00263792-0.00111372j 0.00145983-0.000711634j 0.00188819+0.00209425j 0.00206493-0.00142989j 0.0013737+0.000326291j 0.00245037-8.89493e-05j -0.000818897+0.00214002j 0.000398406-0.000131107j -0.00124572-0.000325957j 0.000122389+0.0020694j -0.000587338+0.00170859j -0.00127655+6.66722e-05j -0.00140582+0.000454683j 0.00179479-0.000444475j -0.000620624+0.00135167j 0.000921306-0.00322865j 0.00118399+0.000665124j -0.000841162+0.00176204j 0.000107865-0.000592475j -0.00167454+0.00195793j -0.00180477+0.00011207j -0.00148992-0.000133785j 0.00115569+0.00101967j -0.000206634-0.000542244j -0.000560644+0.000171574j 4.66862e-05-8.96378e-05j 5.10358e-05+0.000341779j 9.62933e-06-0.000171017j -0.000419308-0.000402624j 0.000785746+0.00136549j 0.000919458+0.000953558j -0.00102542+0.00192712j -0.00245083-0.0012895j -0.00185923+0.0011117j -0.00174596+0.000129441j 0.00211153+0.00420816j -0.00305411-0.000337293j 2.93463e-05+0.00210664j -0.000390069+0.00158301j 0.00081677+0.00102448j -0.00168457-0.00144085j 0.00151301+0.00190322j -0.00439822-0.00124522j -0.00119203-0.000345258j 0.000742765-0.00417872j 0.00566853+0.000118529j -0.00180276+0.00382865j -0.00062092+0.00244188j 0.000481392+0.0018333j 0.00169916+0.00350642j -0.00694611+0.00340816j 0.00271054+0.00142429j -0.000565129-0.00134072j -0.00113763+8.83962e-05j -0.00587995+0.00146034j -0.00419027-0.00289728j -0.00131402-7.84517e-06j -0.00261933-0.00217171j 0.00427188-0.00140615j 0.00158669-0.000832197j -0.000298271+0.00137013j 0.00102132-0.00114842j -0.000823492+0.0013646j -0.00187411+1.5727e-05j -0.000299789+0.000581662j 0.000637419-0.000127618j 0.000243574+0.000653937j 
0.000430053-0.00117047j -0.00135447-0.000451369j 0.00100051-0.00104578j -0.00243409-0.00191726j -0.00241374+0.00363844j 0.00112139+0.0011989j 0.00298236+0.000439498j 0.00425419+0.000615534j -0.00233633+0.00383192j 0.00118234+0.0011882j -0.000388536-0.00143765j -0.000166899+0.00103746j -0.000255415-0.00128436j 0.0004312-0.000510385j 0.0016656-0.00187886j -0.00409015-0.00167938j 0.000124569+0.000435875j 0.000451525+0.00146808j 0.00108513+0.00175881j 0.00141382-0.00170308j 0.00220984-0.00218249j -0.000105179+0.0024292j 0.00410876+0.00213783j 0.00123021+0.000402977j 0.00160044-0.000553156j 0.00132758+0.00419412j 0.00307475+0.00157698j 0.00132946-0.00169274j -0.000576491+0.00147242j -0.000532183+0.000751306j 0.000649106-0.000619878j 0.000787533+0.000116472j 0.00016109+0.00167998j -0.00224005+0.00120076j 0.00229009+0.00668198j 0.00150307+0.000272427j 0.00293458+0.000581245j 0.00165289-0.00133113j 0.00215767-0.00367944j 0.00151945-0.000569894j -0.000284848+0.00241859j 0.00184928+0.00292711j -0.00203818+0.00197431j -0.00204156+0.00363119j 0.00443331-0.000438727j -0.0032563+0.00266739j 0.00267534-0.000353816j -0.000349628-0.00108295j -0.00415284-0.00347164j 0.000701496+0.00292847j 0.000999704-0.000298294j -0.000429487-0.00279904j 0.000844273+0.0027425j -0.00160506+0.00301455j 0.00244771+0.00420385j -0.00292811+0.0029232j -0.00136737-0.000872786j -0.00367994+0.000155092j -0.00082023+0.00306743j -0.00163307+0.00065543j -0.00132397+0.00271449j 0.00528388+0.000244001j -0.00152558-0.000227352j 0.000760023+0.00235013j 0.000282994+0.000282131j 0.00256515+0.000346452j -0.000587065-0.000582424j 0.000212521-0.00110042j -0.000146473-0.000176067j -0.000164993+0.000705885j 0.000414078+0.000568702j -0.000627729+0.00081228j 
-0.000695352-0.000627363j -0.00117255+0.000964388j 0.000961737-0.00225736j -0.00221583+0.000442839j -8.11474e-05+0.00316039j 0.000804054+0.000690686j 0.00154172+5.9875e-05j 0.0015439+0.000852772j 0.00182704+0.00101846j 0.00148176+0.00218051j 0.00258323+0.00339058j -0.000400012-0.00103228j 0.000622264-0.00313184j 0.00244148+0.00310027j 0.000655989+0.000330157j 0.000822175+0.000546791j 0.00380067-0.00167923j -0.000374769+0.00194644j 0.00391952-0.00351069j -0.00318888+0.00102306j -0.00126138-2.49498e-05j -0.000733364+0.000811408j -0.00129131+0.00207916j -0.000643861-0.000977592j -0.000305167+0.00135332j -0.00059893-0.000995462j -0.00137407-0.00159951j -0.00149104-0.000608031j 0.0009923-0.000717806j 0.00110203-0.000862133j 0.00151204-6.89395e-06j -0.000153432+0.00123866j 0.00251362-0.000592408j -0.000694556-0.000181963j -0.000341844+0.000316094j -0.00166672+0.000494379j -0.000381607-0.00181224j 0.00432119+0.00142206j 0.00094536-0.00184909j 0.00326748-0.00312525j -0.00255537-0.00105105j 0.00069764+0.00353123j 0.00019181+0.00323867j -0.00210751+0.000209228j 0.000655688-0.000986045j -0.00125387+0.00400187j -0.00174281-0.000631956j -0.002863-9.49461e-05j -0.00182279+0.000724392j 0.000843655-0.00302854j -0.000857868+0.0016083j -0.00112755+0.0013849j -0.00257477+0.00175315j 0.000548113+0.00392032j 0.00503907+0.00142065j -0.00150105+0.00023283j -0.00136313+0.000256408j -0.000330616+0.000228879j -0.00135871+0.00270726j -0.000570062+0.0022172j -1.6685e-05+0.000600937j 0.00206634+0.000714505j 0.000306502-0.000486259j 0.00359198+0.0025808j 0.00080089+0.000158849j -0.00107541+0.00158559j 0.00147142-0.00121922j 0.00223981+0.00400148j 0.000506152-6.06651e-05j -0.000447495-0.00218155j -0.000650836+0.00028287j -0.000262563-0.00129055j 
