0.0265789+0.0279399j 0.0280629-0.026693j 0.0166417+0.0124999j -0.0123321+0.0172644j 0.00715716+0.0043578j -0.00134335+0.0020572j 0.00186142+0.00069932j -0.000293314+0.00630554j 0.00290274-0.00192767j -0.00106612+0.00103763j -0.000881279+0.0019923j 0.00192724+0.00204668j 0.000960057+0.00121312j -0.00181522+0.0028262j 0.00454325-0.00160699j 0.000794186-0.00146801j 0.00210016+0.000986177j -0.00214662-0.00018741j -0.00236969-0.00447021j -0.00248408+0.00145261j 0.00184241-0.000978605j -0.000160803+0.00271822j -0.000941384-0.00503515j -0.00625845+0.00398007j 0.00631296+0.00477674j -0.000749581-0.00480416j -0.00239746+0.0179062j -0.0189598-0.000627656j -0.0242975+0.026318j -0.0262991-0.0245401j 0.00784445+0.0135886j -0.0131608+0.00834125j -0.0182767+0.0379166j 0.0419253+0.0173902j -0.00259057-0.0329094j 0.0274844-0.017127j 0.0213713-0.00144437j 0.0287925+0.00579791j -0.0264233-0.0129971j -0.00739062-0.015131j 0.0121534+0.0202094j -0.00407973+0.0194895j 0.000749675+0.0128236j -0.00665666-0.00022298j 0.00685481+0.013326j -0.00392734-0.0122709j 0.00400292+0.0233047j -0.00487056-0.0175821j -0.00180992+0.00652827j 0.000544164-0.00135705j 0.000149156-9.07819e-05j -0.0208783-0.000538967j -3.76731e-05-0.000809105j 0.00200204+0.00746309j 0.00752006-0.0203893j -0.0090472+0.0166279j 0.00978979-0.0155321j -0.0091909+0.00875871j 0.00335568+0.00567419j -0.00503401+0.00953107j 0.000905466-0.018444j -0.0161731+0.0173548j 0.00294583-0.0118973j -0.0308647+0.00953733j 0.0321619+0.00957798j -0.0161254-0.0112125j 0.0168568+0.0238878j 0.0224174-0.0307325j 0.049511+0.0289578j 0.0263319-0.0456352j 0.0499784+0.0297938j -0.0296558+0.0496746j 
-0.000359336+7.86344e-05j -0.000216845+0.000675076j 0.00101293-0.00102605j -0.000844285+0.000453844j 0.000701788+0.0014481j 0.00221302+0.000584954j -0.000360825-2.21343e-05j -0.00101805-0.00157503j -0.00154742+0.00133889j -0.00103881+0.00044047j -0.00196075-0.00102417j 0.000107004-0.00105112j -0.000285444-0.000167708j 0.000543104-6.09711e-05j -0.000180731-0.00191307j 0.000620227-0.00100581j 0.00126023+0.000638684j 0.000673981-0.000542782j 9.58825e-05-0.000671565j -0.000128502-0.000546234j -0.000624989+0.00100732j -0.00156396-0.00100016j 0.000245877-0.000213463j -0.000272167+0.00031531j 0.00128764-0.000702948j 0.00143232+0.00134948j 0.00121522+0.000716468j -0.00134044-0.00128019j 0.000462477+6.47118e-05j 0.000930159+3.99008e-05j 0.00018744-8.30434e-05j 8.1013e-05-0.0001749j 0.000550229+0.000668524j 0.000334276-4.5425e-05j -0.00135307-0.00119448j 7.24742e-05-8.94651e-05j -0.000606641-0.000788561j 0.00207332+0.000361671j 0.00142889-0.00234258j 0.000796879-0.00224556j -0.00470267-0.00253935j 0.00194583-0.000809622j -0.000526187-0.00138249j -0.000547373+0.000435323j -0.00014925+0.000545253j 0.0021115+0.000596252j -0.00120768-0.00212268j 0.00111498+0.00070798j 0.00099743+0.000861174j 0.00108852+0.00180244j -0.00349337+0.000958385j 3.45752e-05-0.000191662j -0.00112774+0.000556963j 0.000388004-0.00126685j -0.00169237-0.0017311j 0.00138795-0.00260676j -0.000378005+0.00074455j -2.81863e-06-0.000184997j 0.000723389-0.000146687j 0.00323323-0.00110622j 0.00309928+0.000171763j 0.00129617+0.000203787j 0.000162097+0.00087997j -0.000530214+0.00305956j 0.000480765+0.000700002j -0.000727034-0.00128698j -0.000885839+0.000107521j -0.000531637+0.00100847j 0.00183328-0.000788855j -7.4331e-05-0.00157252j -0.000182392+0.000753052j -0.00076278-0.000279479j 
0.00042422-0.00184526j -0.00120406-0.000213177j -0.00118365+0.0026293j -0.000355646+0.00137931j 5.55046e-05-0.00119881j -0.00291829-0.0038221j -0.000898768-0.0015731j -0.00216974-3.1641e-05j -0.000856171+0.0021219j 0.00307807+0.0044383j -0.00203663-0.0042446j 0.000334576+0.00197082j 0.000540113-0.00209044j 0.000579333-0.00176946j -0.000143576-0.00180257j -0.00477189-0.00118119j -0.000739594-1.9451e-06j -0.00147251-0.000766281j 0.0010933-0.000598362j 4.62201e-05+0.000635949j 0.00249902-0.00612834j -0.00116412-0.00066774j -0.000225913+0.000244301j 0.000726032-0.00244038j -0.00312769+0.00268178j 0.00170392+0.00216992j 0.000371712-0.000540183j -0.000982303+0.00240124j 0.000723371-0.000789005j -0.00037314+0.000653016j -0.00106704+0.000374365j -0.000412384-0.000814647j -0.000836418+0.000897013j 0.00161806-0.000341241j -0.00353218+0.00434335j -0.00117592-0.000107118j 0.00136654+0.000275928j 0.00217053+0.000329508j 0.00335802-0.00233818j 0.00215174-0.000363713j -0.00157387+0.00126774j 0.000330698-2.37975e-05j 7.59961e-05+0.00377805j 0.00177175+0.00189567j 0.00104518-0.00145654j 0.000205776+0.00193645j -0.000383536+0.00249934j -0.00492984+0.000695366j -0.00153563+0.00363035j 0.00116067+0.000960502j -0.0011381+0.000138548j 0.000559965-0.00178715j -0.00064888-0.00306631j 0.00115075+0.0021801j 0.00465664+0.00144906j 0.00334411-0.000546704j 0.000181454+0.00326507j -0.00103734+0.000335252j 0.000910168+0.00129895j -0.000255511+0.00290817j 0.00155792-0.00300621j 0.0028962-0.000365668j -2.11654e-05-0.00252413j 0.00161103+0.0028556j 0.00328683-0.000479576j 6.172e-05-0.000606208j -0.00116605-0.00040146j 0.00278919+0.000768048j -0.000350595+0.000703677j 0.000282822-0.000338223j -0.000721978-0.000272972j -2.43569e-05-0.000711882j 
-0.000121032+0.000751941j 0.000547262-1.98076e-05j 0.000127994-0.0013968j -0.000296431+0.00089628j -0.00215178+0.00379062j -0.00250945-0.00282754j 0.002027-0.00249164j 0.00199601-0.000161675j 0.00137251+0.00173658j 0.00264356+0.00477398j -4.39451e-05-0.00421663j 0.000947017+0.00411857j 0.000220521-0.00287983j 0.000761306-0.00123712j 0.00110041-0.000672436j -0.00597741-0.000234807j -0.000147708-0.00230316j -0.000871501+0.00109355j 0.00220181-0.000878889j -0.00148266+0.00156577j 0.0031906-0.00781009j 0.00130898+0.00210152j 0.00142803+0.00102086j 0.000519927-0.00306684j -0.00202687+0.00255764j 0.00124059+0.0035084j 0.000362479+0.000270846j 0.000298114+0.000329234j -0.0012249-0.000550212j 8.03457e-05-0.00107303j 0.000281981+0.000707483j -0.000794567+0.000465122j 0.00136445-0.00227772j -0.00176822-0.000953031j -4.98931e-05-0.00219973j 0.000491068-0.00228787j 0.000257552+0.000743268j -0.00254121+0.000430135j -0.00254456+0.00455552j -0.00271063+0.00383677j 0.00455638+0.00158146j -0.00390265-0.000180366j 0.00159864-0.00171574j 0.0012012-0.00212787j -0.000298232+0.000157194j -0.00181549-0.00276694j -0.000254946+0.00207971j 0.00242872+0.000395566j 0.00154561-0.0011449j -0.0021999-0.00290683j 0.0038192+0.000331589j 0.000605033+0.000611422j 0.0019101-0.00149221j -0.000952603-0.00166457j -0.00155561+0.000182784j -0.000220155+0.00191923j 0.000934347-0.00320316j 0.000768554-0.000406283j -0.00175478-0.00137909j -0.00182702-0.000737097j -0.00347062+0.000259881j -0.00491709+0.00160406j 0.00166605+0.00201218j -0.00238478-0.0056704j -0.00349504+0.000236439j -0.000644292+0.00171114j 0.00132468+0.00126106j -0.000693673-0.000828349j -0.00122964-0.000231334j -0.000523706+0.00137848j 0.000495717-0.000473499j 0.000648236+0.00048485j 
1.59089e-05+5.53499e-05j 0.000112846-1.04756e-05j -0.000427788+0.000969792j 0.000278901-0.000509468j 0.0012507-0.00102851j 0.000401021+0.00130294j -0.000732847+0.00136829j 3.22969e-05-0.000460461j -0.00256847+0.0012669j 0.00025354-0.00204317j -0.00198007-0.00114872j -0.000545384-0.000369945j -0.000219896+0.00254909j -0.00183765-0.000642006j -0.000247933-0.00123762j 0.000546782-0.000791029j -0.00124448+0.00365744j -0.000743249-0.00122116j -0.00199176+0.00116333j 0.003233-0.00209595j -0.000329653+0.00160712j -0.0017915-0.000962808j 0.00252264-0.00027611j -0.000154981+0.00140444j 0.0013771-0.000936861j -1.36357e-05+0.000959854j 0.00128515+0.000666835j 0.00150148+6.76001e-05j -0.000203343+0.000107687j -0.000279327+0.000859186j -0.000621404+0.000635893j -0.000443696-0.000581763j 0.000103151+0.000752157j 0.000989181-0.000778321j -0.000434457-0.000508597j 0.00100371+0.000199311j 0.000601969+0.000763229j 0.000549441-0.000287457j -0.00033216-0.000156899j -0.00113038-0.00145042j -0.000334517+0.000652983j 0.000533512+0.00052337j -0.000861966+6.37012e-05j -8.65846e-05-0.000247692j -0.00107612+0.000559535j 0.000154788-0.00073896j -0.00127499-0.00299407j 0.0011759-0.00113344j -9.71182e-05-0.00111855j 0.00226672+0.000243232j -0.00157086+0.000407888j 0.000851917-0.00175929j 0.00169611-0.000877521j -0.0021577-2.70407e-05j -0.00155107-0.000354058j 0.000933926+0.000850204j -0.00103973-0.000881957j 0.0015876-0.000122976j -2.94708e-05-0.00231858j 0.000898561-0.00176167j 0.000385226+0.000227924j -0.000179409-0.000836954j -0.000390219+0.000750452j -0.000271606-0.000572146j -0.000750709-0.000953645j 0.000684665-0.000734597j -0.00179503-0.000256306j 0.000873448-0.000559618j 0.00107882+0.000213843j -0.000218174-0.000188569j 9.69232e-05-0.000395364j 0.000171258+0.000180875j 
0.000161483+0.000791127j 0.000709841-0.000259605j -0.00283543-0.00144405j 0.00019856-0.000869087j 0.00219211+0.000427715j -0.000650471+0.000599254j 0.000505582+0.000503543j 0.00133106-0.000522275j -0.00130456+0.00136378j 0.0020135-0.00060229j 0.00114356+0.00112983j -6.83929e-07-0.000692948j 0.000577787+0.000360411j 0.000708806+0.00166685j 0.00164196-0.00115392j -0.000564868-0.000622807j -0.000723652+0.00213395j -0.000741321-0.000195801j 1.72962e-05-0.000103464j 0.00175546-0.00168426j 0.000569701+0.00139935j -0.000489857-0.000461856j 0.00294273-0.00119278j -0.000491197+0.00064406j -0.000631188-0.000551273j -0.000590618-0.000564658j -5.4222e-05-0.000747035j 7.88181e-05-0.000362562j -0.000230476-8.16405e-05j -0.000204867-0.000429456j -5.5716e-05-0.000118258j -0.000201391+0.000159635j 0.00202787-0.00195155j -0.00115397-0.000653089j 0.00129947-0.00293597j 0.000853799-3.49189e-05j -0.00173066+0.000926333j -0.0021029+6.79669e-05j -0.00166222+0.00429166j -0.000977187+0.00171045j 0.00170264-3.50518e-05j -0.00409694-0.00143101j 0.00241211-0.000682913j 0.00025318-0.00149016j -0.000239127+0.00121498j -0.000551571-0.00219664j 0.0017887+0.00242457j 0.000677176+0.00179244j 0.00167024-0.000166246j -0.0015454-0.00088236j 0.00382851+0.000577753j 0.000332326+0.000602544j 0.00115323-0.000322877j 0.0010441-0.002091j -0.00101217-0.00113374j -0.00208513+0.00109371j 0.00194638-0.00128058j 0.00038711-0.00082451j -0.000913577-0.000231271j -0.000842818-0.000430998j -0.00197343-0.000438847j -0.00526964+0.00181977j 0.000742411+0.00160591j -0.00174451-0.0036245j -0.00284074+0.000149129j -0.00115107+0.00126596j 0.00162964+0.000697514j -0.0024707+0.00064352j -0.000436218-0.000143839j 0.00021625-3.62226e-05j 0.00055586-2.27784e-05j 0.000393534+0.000445297j 
-0.000198722-0.00103877j -0.00100877+0.000683312j -0.00103356-0.00141277j -0.00010404-0.000147016j 0.00258211+0.000863526j 0.00349893+9.75104e-06j 0.00143329-0.000852608j 0.0011294-0.00231965j -0.000896547+0.000227315j -0.00259706-0.00153748j -0.000823326-0.00111164j 0.000456546+0.00120282j 0.000903619+0.00200985j -0.00141412+0.000573873j -0.000510355+0.000736508j 0.00105829-0.000302923j 0.000905768+0.00157926j 0.0003191+0.000899878j -0.000285401-0.000401589j 0.000100264-0.000183566j -0.000938738+0.000342298j 0.000482209+0.00136841j 0.00188072+0.0011643j 0.000704675+0.0020142j 0.00188149-0.00252078j 0.000853769+0.00287926j 0.00219084+0.000279415j 0.0012659-0.0017347j 0.000629902+0.000220385j 0.000566932+0.00122687j -0.000536566-0.000461407j 0.000480419-0.00100703j 0.00177328-0.000202524j -0.0026884-0.00107095j -0.00211584+0.00628851j 0.000913789+0.00322319j -0.00188498+0.0018235j 0.00193831-0.000772663j 0.00488899+0.00261686j 0.00458692-0.00137303j -0.000469195+0.00302706j -0.00723388-0.000440594j 0.00560109+0.00536001j 0.00209711-0.000760469j 0.000545284-0.00311446j -0.000954397+0.00107877j 0.00816837+0.00750697j -0.00192834+0.00409668j 5.49693e-05+0.00367624j 0.00291147+0.00703127j 0.00496033+0.00289654j 0.000338034-0.00805606j 0.00236117-0.00756887j 0.00139203-0.00175085j 0.00655176-0.00135142j 0.000585129-0.00133699j 0.00231761+0.00097652j -0.000834197+0.00285833j 0.00271245+0.002216j 3.88574e-05+0.00075208j 1.3062e-05-0.00506462j -0.00337676+0.00200838j 0.00238476-0.00188666j -0.00204022+0.000224932j -0.000484644-0.00033655j -0.000641263+0.00188401j 0.00153465+0.000826393j -0.000436915-0.000762198j 0.000673734-0.000334806j 0.000451785-9.20018e-05j 0.000732788+0.000255566j -0.000330668+0.000896969j 
-9.48016e-05+0.00108576j 0.000673382-0.000156496j 0.00100663+0.00023873j 0.000521921-0.000767492j -0.00157675+0.00170404j 0.000506174-0.000146405j 0.00179579+0.000667687j 0.00131636-0.000250937j -0.00111911+0.00277883j -0.000285126-0.000186563j -0.00382239-0.0041845j 0.000706593+0.00227952j -0.000722719+0.00192719j -0.00279563-0.0035131j -0.000627684-0.00057491j -0.00481213-0.000107995j -0.00296752+0.00162432j -0.000159888-0.000744508j -0.00209933+0.00357177j 0.00268233-0.00167622j 0.00214905-0.00384931j 0.00107081+0.00193174j 0.004606-0.000189733j 0.000740113-1.31619e-05j 0.00115217-0.00107352j 0.00184712+0.00497448j 0.00317476+0.00262325j 0.00283511-0.00192706j -0.00165582+0.000930216j -0.000579833+0.000907323j -0.000420429+0.000553924j -0.000140845-0.000321332j -0.000608751+0.000737211j 5.64603e-05+9.68407e-05j 0.000102561-0.00141248j -0.000844679-0.00114663j 0.000369235-0.00157897j 0.000968629-0.000250264j -0.00113967-0.00364194j 0.000310473-0.0011533j -0.00388118-0.00078194j 0.00205637-0.000771398j -0.00228736-0.00212971j 0.000405339+0.000817168j 0.000955942-0.000682023j 0.00102989-0.000342599j -0.00155314-0.00394255j 0.00318102+0.000497702j 0.000686139-0.0009615j 0.00159119+0.0012787j -0.00385826+0.000162373j -0.000483101+0.0011285j -7.15069e-05+0.00249988j -0.000786921-0.00156358j -0.00279798+0.000416514j 0.000731008-0.00173004j 0.00023789-0.000606854j -0.00173676+0.000956853j 0.000624212-8.30435e-05j 0.00226613-0.00223676j 0.00226599+0.0014595j 0.00313845-0.000931796j 0.000345315+0.0015529j 0.000154145+0.00341751j 0.000403635+0.000509613j -0.000201925-0.00121872j -0.000789194+0.000366867j -0.00108252+0.000762961j 0.00137849-0.000181419j -0.000490564-0.000299644j 0.000504528+0.000474006j -0.000454155+0.000503727j 
-0.000484632+0.000123404j -0.000299985+0.000426099j 0.00141174-0.00162536j -0.00186659-0.00177223j -0.00230015+0.00268003j -0.00136324+0.00357268j 0.00112697+0.000824415j 0.00301926+0.00302807j -6.88444e-05+0.00080006j 0.0034418+0.000676142j 0.00355538+0.00465931j 0.000661399-0.00380275j -0.00245415-0.00397215j 0.00437252+0.000394573j 0.00246131-0.00111618j -0.00211563+0.000690058j -0.000230502-0.00320018j 0.0015574+0.00171609j 0.00249063+3.95053e-05j -0.00229976-0.000373503j 0.000539251+0.000668502j 0.000576461+0.00147277j -0.000699532+0.000545653j -0.00152723-0.00109887j 0.000333389+0.00160918j -0.0012269-0.00190637j -0.0012732+0.000164553j -0.000931094-0.000733757j -0.000159894+0.000426468j 0.000121429-0.000825162j 0.000834909-0.000386627j 0.000510782+0.000521729j 0.000541034+0.000849757j -0.00084731-0.00010959j -0.000711353+0.000234366j 1.65104e-05+0.000668694j 5.58104e-05-3.24137e-05j 0.000224182+0.000373555j -3.29702e-05+0.00172089j 0.000202825+0.00100807j 0.000476679-0.000313499j -0.000248949-4.16051e-05j -0.000636249+0.000337957j -0.00100472+0.000118723j 0.000227132+0.000628282j -0.000927134-0.000339521j -0.000157529+0.000698814j 0.000349797-0.000843515j -0.000930561-0.0012613j -0.000966958+6.22799e-05j 0.000559714+0.000420032j 0.00121294-0.000220329j 0.000711422+0.000598367j -0.000552105+0.000537558j -0.000193924+0.00107989j -0.00112461+0.000484402j -0.000434877-0.000551057j -2.49678e-05-0.000295741j -0.00112698+0.00034792j -0.000763198-0.000593465j -0.000678462+0.00146034j -0.00010743+0.000307976j 7.68832e-05+0.000500772j -0.000315045-0.000823881j -0.00082-9.0236e-05j -5.95757e-05+0.000786706j 0.000709495+0.000133075j -0.000204522-0.00060305j -0.000176532-0.000323493j -0.000122426+0.000250295j -9.231e-05+4.23762e-05j -1.84584e-05-7.88094e-05j 
0.000184975+0.00027094j 0.000399229-0.000244629j -7.52007e-05+0.00172679j -0.000863639-0.00105522j -0.000695615-0.00186163j 0.000914865+0.000650026j -0.00217564+0.000526815j -0.00130512-0.000781222j -0.00303763+7.66261e-05j -0.000598882-0.000389061j -0.00114253-0.000492341j -8.77908e-05-0.00242418j -0.000781273+8.37624e-05j 0.000510477-0.000791556j 0.000406424-0.00248139j 0.000932866-0.00124385j -0.000360433+0.0013493j 0.000800098-0.00180699j -0.000876167+0.00166075j 0.00110079-0.00171927j -5.35288e-05+0.00212954j -0.00165029-0.00248632j -0.000231559-0.00214725j -4.30943e-05+0.000310161j 0.000539604-0.000106577j 0.00164451-0.0008321j 0.00121431+6.9847e-05j -0.00135319+0.000314346j -0.000638172+0.000446831j 0.000198964-0.000711869j -0.000618431+0.000209958j -0.000230058-0.000720018j -0.00280805+0.000809061j 0.000570161+0.00247338j 0.00127027+0.000915398j -0.00431644+0.000140622j -0.000390097-0.00234326j -0.00519293-0.000728426j -0.00396293+0.00201136j -0.000673115+0.00589832j 0.00554297+0.00180312j 0.000727605-0.00179283j -0.00198945-0.0031988j 0.00252325-0.0028248j -0.00251783-0.00294407j 0.000444073-0.0018727j 0.000131712+0.00342331j 0.00308473-0.00192731j 0.00188377-0.00121969j -0.00450635-0.00201877j 0.0019614-0.00274611j 0.00010993+0.00487271j -0.00210525+0.000681664j 0.000717605-0.00151389j -0.0019816+2.8366e-05j 2.43341e-05-0.00312333j 0.000678596-0.0004844j -0.00089402+0.00289061j 0.00106478+0.000498372j -0.00245115-0.000323303j -0.00172948+0.00109894j 0.00097026-0.0011548j 0.00275855-0.00229387j -0.000102132-0.00200924j 0.000949745+0.00076163j -3.78232e-05+0.0022522j 0.00387328+0.00142885j -0.00031311-0.0034058j -0.00178319+0.00100788j 0.00144838+0.00228715j 2.84905e-05-0.000495995j 0.000590234+0.000279024j 
-0.000171015+0.000257647j -7.51497e-05+3.0141e-05j 0.00061485-0.000825218j 0.000624397+0.000771876j -0.0013638+0.000593972j -0.000525221-0.00155635j 0.00179028-0.000567129j 0.000851063+0.00152881j 0.00484425-0.00259871j -0.000777784+0.000912266j 0.00318468+0.00195547j -0.000128989+0.00199601j 0.000676373-0.000936063j 0.000196251+0.00103969j -0.000485284+0.00416355j 0.000609006+0.00208012j 0.000795283-0.00398731j 1.9853e-05+0.00185797j 0.00146145-0.00153882j -0.00301987+0.00325192j -0.000172993-0.00137568j 0.00333784+0.00232213j -0.0026946+0.00174093j 5.6427e-05-0.00106552j -0.00129674+0.000832604j -0.00192491-0.00166858j -0.00280221-0.000849874j 0.000344202+6.21277e-05j 2.81969e-05-0.000233937j -0.000484092-0.000726938j 0.00115744-0.000375036j 0.000403216+0.00147755j 0.000603825-0.00210973j -0.000835547+0.000108889j 0.000885042-0.000435355j -0.00310339-0.000496698j 1.93294e-05-0.00283088j 0.00336137+0.00121781j -0.000431209-0.00153238j 0.00352935-0.00102385j -0.00083408-0.00137212j 0.00110548+0.00290823j 0.000535404+0.00107732j -0.00103018-0.00192146j 0.000572013-0.0023824j -0.00146447+0.00351799j -0.00115061+0.000249912j 0.00138521+0.000494752j -0.00016597-0.000153553j -0.000755701-0.00102636j -0.0020454+0.00151532j -0.000722385-2.8065e-05j -0.00216822+0.000961428j 0.00018266+0.00198966j 0.00355546+9.52323e-05j 0.00101289-0.00229362j -0.00213815-0.00156347j -0.000449598+0.00185235j -0.000467605+0.00263322j 0.00128706+0.000937532j 0.000604193+0.00192971j 0.00200804-0.000240312j 0.00208272+0.000142722j 0.00139923+0.00188328j -0.000161404+0.000479036j -0.000678746+0.00138806j 0.00206045-0.000177426j 0.00273567+0.00147759j 0.000606842+0.000861191j -0.000481223-0.00145146j -0.000161581+7.73858e-05j -0.000101102-0.000752777j 
-0.000551954+0.000379977j 0.000336394+0.000391095j -0.00128923+0.00146708j -0.000578562-0.00251276j -0.000618781-0.00193478j -0.00325299+0.00217405j -0.00155325+0.00292412j -0.000860141+0.00308387j -0.00471186+0.00455754j 0.00666207+0.00190107j -2.88096e-05+0.00249903j 0.000596327-0.00689919j -0.00344019-0.00291322j 0.00431087-0.00286772j 0.00318103-0.00550835j -0.00665434-0.00108179j -0.00522768+0.000926559j 0.00079511-0.00278878j -6.29344e-05+0.00460826j 0.0027761-0.0049017j 0.00386187+0.000802436j -0.00166383-0.00225847j 0.00240666-0.00446408j -0.00136418-0.00147366j -0.00223039+0.00127734j 0.00121061-0.00251407j 0.000150462-0.000102728j -0.00216502-0.000146763j -0.000557124+0.000867451j -0.000827056-0.000517699j -0.000699275+0.000103041j -2.79048e-06-0.000385094j 0.00013467+0.00135594j 0.00205225-0.000584625j -0.00202023-0.000568424j -0.00346012+0.0010741j -0.000921477-0.0023428j 0.00212904+0.000486879j -0.00169948-0.00107375j 0.00215422-0.000415793j -0.00246382-0.000634449j 0.00177724-0.000707861j -0.00217883+0.00197342j 0.000457839-0.000404807j -0.000994705-0.00070417j 0.000681782+0.000716089j -0.00357444+0.000139415j -0.00142919-0.000299862j -0.000121948+0.000517922j -0.000433866-0.0015411j -0.00328887+0.000998381j 0.0015562+0.00201293j -0.00132721+0.00124827j 0.000421819+0.00148631j 0.00150879+0.00112537j 0.000951758-0.00236582j -0.000366181+0.00116408j 8.01104e-05+0.000922669j -9.50611e-05+0.000308058j 0.000509736+0.000552999j 0.0014177+0.000116859j 0.0023108-0.00177129j 0.000602697-0.000959269j 0.00261605+0.00199196j 0.00189767-0.000538774j -0.000432325+5.19275e-05j 0.000729695-0.000642198j 0.00156074+0.00117357j 0.000405008+0.000252488j -0.000187019-0.000816132j -0.000382185-3.79431e-05j -3.14732e-05-0.000643023j 
0.00118626-0.000453845j -0.000346773-0.00111863j -0.000122129+0.000728792j -0.00131679+0.00114848j 0.00155485+0.00104713j 0.00160769+0.00140734j -0.000963044+0.00166719j 0.000839011-0.00147012j -0.00302486+0.00146939j 0.000547283-0.00311858j -0.00330364-0.00404837j -0.00295478+0.00453918j 0.00244838+0.00309317j -0.00367763+0.00390032j -0.00188255-0.00124792j 0.00695169-0.0025664j 0.00616647+0.00744668j -0.00463795+0.000820745j 0.000200558-0.00829026j 0.00262342+0.000747282j -0.00528167+0.00139137j -0.00839927-0.00149942j 0.001361+0.00652446j -0.00168803+0.00234368j 0.00470674+0.00312964j -0.00217463+0.00330332j 0.000179878+0.00083969j 0.00257227+0.00405527j 0.00123594-0.0022372j 0.000524149+0.00118566j 0.000319423+0.000617294j -0.00059354+0.00015803j -0.000176274+0.000791417j 0.000959564+0.000173643j 0.000790225+0.000907035j -0.00054182-9.9104e-05j 0.00127907-0.000985407j 0.000592401-0.000421315j -0.000703363-0.00209701j 2.04012e-05-0.00028922j -0.000746479+0.000115943j 0.00260027-0.000535698j -0.00145644-0.000391855j 0.000413635-7.10897e-05j -0.000352587-0.000540352j 0.000648509+0.000332616j -0.00152012-0.00131809j 0.00114315-0.000782534j -3.82385e-05-0.00027755j 0.000415348+0.000499286j -0.00279678+0.000257315j 0.000705762-0.000287373j -0.000473552+0.000596507j -0.000240714+0.000280424j -0.000647386-0.000225436j 0.00159907-0.00165563j -0.00120491+5.29928e-05j -0.000280434+0.000633389j 0.000302085+0.000104035j 0.00179753-0.000799757j 0.00139229+0.00106444j 0.00253601-0.0019829j -0.000252275+0.000333798j 0.000201153+0.000848765j 0.000580135-0.000608973j 0.000453858-0.000654399j -0.00127652+7.4678e-05j 0.00166227-0.00136845j 0.000531575+0.00115256j 0.000183906-0.000350423j -9.57218e-05-4.40572e-07j -0.000228266-5.39353e-05j 
0.000187136+0.000720145j 0.000726477-0.000627621j -0.000971012+0.000603807j 0.000690436-0.00151519j -0.000448053-0.00100257j -0.00155844+0.00204236j -0.00117089+0.00231444j 2.16024e-05+0.00136222j -0.00325915+0.00166781j 0.00262159-0.00155893j -0.000795254-0.000231781j -0.000973371-0.00116106j -0.00068167+0.00085291j -0.000354443+7.72649e-05j 0.000671898-0.00210056j 0.000278266-0.000981694j -0.000795255+0.00402902j -0.00187879-0.00110071j -0.000477736-0.000342117j 0.00267171-0.00203562j -0.000357731+0.00132474j -0.00370368-0.00144889j 0.00128725+0.000277226j -0.00141846+0.000801892j 0.00100815+0.00174867j -0.00127388-0.000419714j -7.33303e-05+0.000550869j 0.000980679+0.00184418j 9.73895e-06-0.000207838j -0.000602055+0.000368186j -0.000313942-8.07929e-05j 0.000124643-2.27102e-05j 0.0010212-0.000655254j -0.000586666-0.00111508j 0.00216181-0.000648328j -0.000632132+0.000996271j -0.000785128-7.80113e-05j -0.00120717+6.45379e-05j -0.00189221+0.00256786j 0.000763641+0.00143985j 0.00228944+0.000861822j -0.00228095-0.00061375j 0.00138774+0.00114862j 0.000518275-0.000753787j 0.000461357-0.00107002j -0.00153757-8.20625e-05j 0.00197495+0.00281792j 0.000204069+0.000813099j -0.000428704-0.000208578j -0.00136666+0.000220238j 0.00258761+0.000427828j 0.000285058-0.000366086j 0.00110442-0.000152203j 0.000830117-0.000213982j 0.00198576+0.00066867j -0.00149173+0.000435164j 0.000588017-0.00109583j -0.000294185+0.000892664j -9.43638e-05+0.00144753j -0.00100661+0.000610809j -0.00158586+0.000373426j -0.00184367-0.000232456j 0.0005091+0.000269686j -0.000462937-0.00227449j -0.00104338+4.21597e-05j 0.000429346+0.00101069j 0.00133763-0.000282523j -0.000685873-0.000487475j -0.00080629+0.000594483j -6.64568e-05+0.000518684j 0.000489305-0.00014591j 0.000301348+0.00041167j 
