-0.251318+0.165485j 0.134347+0.260012j 0.00211814+0.0683004j 0.0292547+0.017731j 0.101343+0.116346j 0.0996636+0.0467623j -0.179744+0.083481j -0.122715-0.198299j 0.0959627+0.0198727j 0.0143412+0.168722j 0.0732099+0.0646783j -0.0835204-0.153189j 0.00796997+0.025624j 0.00441335-0.0893002j 0.0769333-0.0338715j 0.0443896+0.0503603j 0.00101647+0.0253587j 0.0564739-0.200899j 0.0770509-0.0984041j 0.0216949+0.131922j -0.0271011-0.0536148j -0.0982735+0.18921j -0.167488-0.0147895j 0.129654-0.0253769j -0.0885994+0.132327j 0.0995154-0.0601601j -0.122184-0.016805j 0.242273-0.210187j -0.211706-0.298472j 0.0745645-0.174362j -0.154034-0.0567613j 0.0430894-0.0235775j 0.0190785+0.0304445j -0.00709406+0.0345138j -0.0541776-0.000752198j -0.0113185+0.0163106j 0.00458115+0.0479004j -0.0314483+0.00681528j -0.0202065+0.0114543j -0.010565-0.00444568j -0.0168815-0.0221314j 0.00384832-0.0100139j -0.00798599+0.00394219j 0.00692701-0.0120128j -0.0107287-0.0185591j -0.0269099+0.000499516j -0.00321395-0.00218619j -0.00709367-0.00937954j -0.00954929+0.00231312j -0.0340458+0.00378732j 0.00629242-0.00650041j -0.00123774+0.00636372j 0.000817782+0.0151715j -0.000654122+0.00439304j 0.00785526+0.00532578j -0.00885522+0.0076259j -0.0133423+0.00518464j 0.0223767+0.0143244j -0.0176549-0.0159121j 0.0103979-0.0148237j 0.0116896-0.000897076j 0.0352633+0.0202094j -0.00404116+0.0179656j 0.00490404+0.01243j -0.000165876-0.00276216j -0.00332454-0.00891178j 0.00588971+0.0115368j -0.0387192+0.00508672j -0.00652494-0.0481651j 
-0.000481548+0.000567355j -0.00150466+0.00206826j -0.00403767-0.00266101j -0.000103712-0.00111543j -0.00204467-0.00350513j 0.000531792-0.00105022j -0.00297066+0.000573259j 0.000571615+3.70923e-05j -0.00267079-0.000524125j -0.00191322-0.000583184j -0.000190205-0.000686145j 0.00407409-0.00269188j -0.000803857-7.68769e-05j 0.00034688-0.000352727j -0.000862603+0.00350589j 0.00146136+0.00318066j -0.000840896-0.000634772j 0.00192133-0.000889501j -0.00384754-0.00323647j -0.000401356+0.0033788j 0.0012605+0.000704279j 0.00497978-0.00246762j 0.00130108+0.00287201j 0.000558073+0.0053823j 0.00357471-0.00283137j -0.000597203+0.00371908j -0.00556611-0.00183639j -0.00244068+0.00190192j -0.00067518+0.00300732j -0.00175164-0.00231959j 0.000441575+0.000801064j -0.00103868-0.00337164j 0.00303936-0.00348563j -0.00349589-0.00169291j -0.00141407+0.000830907j -0.00215427+0.00287712j -0.000585168-0.00304837j -0.000849156-0.00141271j 0.000586249-0.00047657j -0.0039802+0.00104748j -0.00278514-0.000560464j 0.000187068+0.00121593j 0.00599807-0.00482545j 0.00229425+0.0023785j -0.00262021-0.00316976j -0.000409097+0.00221065j 0.000235906-0.000160502j -0.00185299-0.00214225j 0.00415378-0.000352719j -0.000206376+0.00266351j 0.00572155+0.00122466j 0.00279107+0.00198528j -0.00563075+0.00505875j 0.00482821+0.00163659j -0.00493423+0.000777817j -0.00147151-0.00516789j 0.00260524-0.00720463j 0.00120488-0.00389206j 0.00424409+0.00494819j -0.00251381+0.00228931j -0.00104272-0.000355664j -0.00126517+0.00677005j 0.00430986+0.00200314j -0.00377887+0.00040124j -0.00267727-0.00115339j 0.00399331+0.00386004j 0.000196111+0.00043746j 0.00276085-0.00242784j 0.00221845+0.00142887j 
0.00112619-0.000569801j -0.0011721+0.000603097j -0.00139385-0.00120834j 0.000671642+0.000193877j 0.000277875-0.000311703j 0.00273934+0.000576037j 0.00131834-0.000796681j -0.00347765+0.00275092j 0.00155277+0.00300573j -0.004709+0.00180687j 0.00460708+0.00270499j -0.0011831+0.00269663j -0.00536254+0.00118948j 0.002103+0.00305057j 0.00103919-0.000519109j 0.000801451-0.00554458j -0.00777837-0.00243769j 0.00281186+0.000131643j 0.00193202-0.00329147j -0.000938388+0.00376955j -0.00341726+0.00085379j -0.00190376-0.00358444j 0.00583399+0.00300545j -0.000639391-0.00370136j 0.000246553+0.00109219j -0.00265043+0.00141623j -0.00128053-0.00294296j -0.003118+0.000883891j -0.000191947-0.00112919j -0.00100359-0.00199093j -0.00109175+0.00039728j 0.00107945-0.000480172j 0.000163385-0.0029234j 0.00403162-5.46039e-05j -0.000102635+0.0010912j 0.00180797+0.000166838j -0.000560993-0.00377267j -0.000181366-0.00264144j -0.00432024+0.00120636j 0.00274322-0.00637978j -0.00092391+0.00166352j -0.00244513+0.00221372j -0.00494994+0.00534477j -0.00794535-0.00286081j 0.00172953-0.00192553j 0.00055718+0.000648041j 0.000714189-0.00329879j 0.00263089+0.00310248j 0.00324449-0.00315686j -0.00122766+0.00501263j 0.00131949+0.0043278j 0.00819732-0.000433844j 0.00143378+0.00520972j 0.000189397+0.000978098j -0.00426475-0.00261924j -0.000760129-0.00102504j -0.00630724-0.00925275j -0.00265817+0.000544593j -0.000417487-0.000524198j -9.09261e-05+0.00102295j 0.0015542-0.00723384j -0.00551737+0.0041622j -0.00350344-0.00092988j -0.00145945-0.00231333j 0.00558131-0.00182368j -0.00147757+0.00221228j 0.0049667+0.000273191j 0.00220184-0.00040406j 0.00169888+0.00198566j 
0.000298891+0.000928853j -0.00329534+0.00378392j -0.00541031-0.0025674j -0.00168952-0.0053141j -0.0017822-0.000379487j 0.00434028+0.00070525j -0.000355237-0.00645289j -0.00429425-0.00121021j -0.000331638+0.000359698j -0.00129058-0.000970276j 0.00103406+0.00318745j 0.00264033-0.00219262j -0.000800754-0.00552479j 0.00205994+0.00735773j -0.00755656+0.00734432j -0.00238573-0.00166238j 0.00295923-0.00208831j -0.00126967+0.00297863j -0.00242382-0.00494865j -0.000847443-0.00142265j -0.00136656+0.00434493j 0.00504153-0.000276846j -0.000979273-0.000900444j -0.00519131+0.00395938j 0.00129831-0.00186837j 0.00646147+0.000820161j -0.00466529+0.00452523j 0.00114465-0.00364734j 0.00149585+0.00503886j -0.00189894-0.00354126j 0.000580711-0.00182038j 0.000655638-0.00335048j 6.69158e-06-0.00731665j 0.00182851-0.00341835j -0.000777017+0.00103813j -0.00167725+0.000105368j -5.18022e-05-0.0028925j 0.00182896-0.00370838j -0.00374065+0.000570614j -0.000697176-0.00223589j 0.000836514+0.00073732j -0.000708381+0.00240889j -0.000715288-0.00463449j -0.00582357+0.00160338j -0.00250424-0.000822012j 0.00138605-0.00213686j 0.00018397-0.00339961j -0.000250272+0.00115308j -0.00163311-0.00444003j 0.00347826+0.00201001j 0.000756169+0.00201898j 0.00127036+0.000431066j -1.38219e-05+0.00556807j 0.00189967-0.00406373j -0.00415218-0.00478122j -0.00328997+0.000428374j -0.00730356-0.00575369j 0.0027387+0.00255745j -0.000609666+0.0014443j -0.00232494-0.00205657j 0.000804034-0.00597276j -0.00634294+0.0018824j -0.00304555+0.00114685j -0.00059601-0.00123659j 0.000126655-0.00102267j 0.00113064-0.00254497j -0.00144073+0.00420516j 0.00242782-0.00301591j 0.00169138+0.00412434j 
0.0018508-0.00137079j -0.000736836+0.000840917j 0.000395761+0.00344469j -0.00103224-0.000998413j -0.000407287+0.000533232j 0.00202111-0.00397326j -0.00215863-0.00184112j -0.00171928+0.00140213j -0.000608068+0.000441444j -0.00134493+0.000918193j 0.000419928+0.00366252j -0.000154906+0.00115218j -0.00265231-1.68621e-05j -0.00137143+0.0050879j -0.00155001+0.000681515j -0.00142821-0.00246453j -0.00212591-0.00166807j -0.00244935+0.000318717j 0.00362931-0.00142024j 0.00255636-0.00296768j 0.000445424+0.00169226j -0.00135657+0.00137018j -0.00212469+0.000620703j 0.000441094+0.0013627j 0.000730845-0.00159577j 0.00241971-0.00127942j 0.00131125+0.0012632j 0.000645579-0.00277835j 0.000975164-0.00258528j -0.000778391+8.37621e-05j -0.000814732-0.00113665j -0.000991554+0.00187284j -0.00166094+0.00114325j 0.000316137+0.00132148j 0.00130904+0.000610436j 0.00123712-0.00114271j 0.000818364-0.000482391j -0.00044719+0.00258729j 0.000858343+0.000372705j 0.00281595+0.00254387j 0.000993372+0.000293622j 0.000371941-0.00155842j -0.00178087+0.00403417j 0.00283488-0.000620927j 0.00294638-0.00129391j -0.00488851+0.000907848j -5.52152e-05+0.00235992j -0.000711836-0.00197981j -0.000365588+0.0010651j -0.000625459+0.00026801j -6.55374e-05+7.96022e-05j -0.00122358-0.00339427j 0.00280126-0.00271496j -0.00196604+0.000720227j 0.00686788+0.00186072j 0.00302429-0.00201904j 0.000912203+0.00485651j -0.00287284-0.000459717j 0.00195118-0.00219132j 0.000806997+0.0054421j -0.00213493+0.00368067j 0.00382332-0.000711862j 0.00256155-0.0016273j 0.000669704+0.00319248j -0.000365887+0.00123038j 4.20674e-05+0.000215984j 0.00128235+7.57269e-05j 0.000681781+0.000318681j -0.000185555+0.00138497j 
-0.000521442+0.000555661j 0.000980204-0.00152265j 1.03351e-05-0.00215431j 0.000548616+0.000858839j 0.000564591-0.000718312j -0.00090093+0.00469814j 0.00229826+0.00296635j 0.00208482-0.000348959j 0.000307089+0.000101779j -0.000171032+0.00229875j -0.00040275-0.0034242j 0.00227576-0.00221628j -0.00126575-0.00123015j -0.00185924-0.00150614j 0.00462796-6.05539e-06j 0.000670188+0.00316912j -0.00462084+0.00157779j 0.00125283-0.00194923j -0.00295238-0.00393977j -0.00230787+0.00144936j -0.00259774-0.0015419j -6.97366e-05-0.00175425j 0.00531771+0.00104881j 0.000366988-0.000889436j -0.00164172-0.0018622j -0.0041188+0.00452058j -0.00433563-0.00155692j -0.00144642+0.00397387j -0.00250338+0.00284039j 0.00258055+6.25368e-05j 0.000263604-0.00107365j -0.000552505+0.00095561j -0.00136063+0.00241645j -0.000711897+4.25588e-06j -7.09867e-06+0.00118451j -0.00121864-0.000401403j -4.65623e-05-0.00107236j 0.000670479-0.00155095j 0.00224409+0.00344349j -0.000995295+0.00283221j -0.000612585-0.000854108j -0.00290442+0.000544459j 0.00311569-0.00725496j 0.0029728+0.000394765j 0.00035965-0.00241964j -0.00326152-0.00337865j -0.000710357+0.000275211j -0.00171434-0.00168253j -0.000970803+0.00153664j 0.00104006-0.000755322j -0.00429148-0.00041299j -0.00593067+0.00072009j -0.00174245-0.0036589j -0.00349915-0.00240306j 0.00369258-0.00287241j 0.000515008+0.00332217j 0.00449247+0.00247421j 0.00277173-0.00143405j -0.00254984+8.33373e-05j -0.0022645-0.00248663j -0.00314721+0.00134369j 0.00206163-0.00336647j 0.000191434-0.000908128j 0.000711616+0.00195046j -0.00453945+0.00225792j -0.000787036-0.00465498j -0.00431021+0.00095033j -0.000129356+0.000340989j -0.00135763-0.00167891j 
-0.000910399-0.00181466j 0.000447369-0.000989451j 0.00342328+0.00236201j -0.000352799+0.00165444j -0.000468707+0.00131334j -0.00307588-0.0033643j -0.00271557+0.000838783j 0.00306279-0.000519794j -1.03663e-05-0.00174141j 0.00380283-0.00143853j -0.00274999-0.00481969j -0.00156776+0.00010503j 0.00426017-0.000209955j -0.00710578-0.000176738j 0.000565319-0.000899212j -0.000204306+0.00332986j 0.00500176+1.71488e-05j -0.002639+0.00208595j 0.0016147+0.00314875j 0.00220451-0.00507647j 0.00194645-0.00091164j -0.00466133+0.00613746j -0.00524876-0.00221248j -0.00153331+0.00285598j 0.00156893+0.00214313j 0.0019409-0.00448738j 0.0058582+0.00133211j 0.00142931-0.00139153j 0.00181446-0.00241385j -0.00112959+0.00159828j -0.000385618+0.00190777j -0.00197186-0.000338162j 0.00259704+0.00176672j -0.00078245+0.00139867j -0.00114099-0.00025585j 8.54493e-06+0.00291093j -0.00197546+0.00133393j -0.00132895+0.00257224j 0.0021101+0.000508115j -0.00556195-0.00522398j -0.00389537+0.00529854j -0.00131043-0.00188806j 0.00541041-0.00683601j 0.0025858-0.000444323j 0.00371181+0.00326501j -0.000846055+0.000308519j -0.00730197+0.00296275j 0.00673209-0.000659055j 0.0093351+0.00210128j -0.00153723+0.00076976j 0.00335507-0.00237241j 0.00369148-0.00663933j -0.0038856+0.00381665j 0.00388274-0.000796562j -0.000969665+0.00242333j -0.000789409-0.00192135j -0.00161742-0.0101587j -0.000632786-0.00577797j -0.000163828+0.00497466j 0.00134546-0.00463113j -0.0075358-0.0025382j -0.000805153+0.00840202j -0.000431562+0.00179591j -0.00466012-0.00420679j 0.000888895+9.01349e-05j -0.000986333+0.00694955j 0.00462878+0.00228438j -0.000547474+0.000671711j 0.000902323+0.000199108j 
0.000178057+0.00165647j 0.00100181-0.000687605j -0.000645474-0.00124463j 0.0027428+0.00143358j 0.00197219+0.000950123j 0.00228025-1.70114e-06j -0.000405998+0.00123316j -0.00139254+0.00316591j 0.00420929-8.31442e-05j -0.0017815+0.00110545j 0.000359887-0.0034468j -0.00444799+0.00598303j -0.000741862+0.00287536j 0.00189577+0.000487218j 0.000336403-0.00215052j 0.000396076-0.00634643j -0.000413088-0.00153254j 0.00523706+0.000311865j -0.000990486+0.00489389j 0.00279273+0.00562388j -0.000508796+0.00185459j -0.00704408+0.0011847j -0.000336605-0.00371364j -0.00375676-0.000801705j 0.00228043+0.00902587j -0.00633612-0.00364182j 0.00637458-0.00557918j -0.00205501+0.00107713j 0.00200291-0.00467955j -0.000310678-0.00141808j -0.00110933+0.00228578j 0.000797497-0.00318136j 0.00192891-0.000365478j -0.00273121-0.00292321j -0.00127765+0.00252599j 0.00052388+0.00139365j 0.000523302-0.00208327j -0.00137519-0.00212446j -0.000516381-1.75256e-05j -0.00323777+0.0013991j -0.00044538-0.00177373j 0.00229184+0.00254576j 0.000932148-0.00071632j -1.35704e-06+0.000999714j -0.00360055-0.00309855j 0.00152008+0.00195483j 0.00324404-0.000578021j -0.00121342-0.00102649j 0.0019899-0.0035665j -0.00059712+0.00283378j 0.00380956+0.00260515j 0.00263554+0.0029971j -0.00331816+0.0029753j 0.00510625+0.00341426j -0.00606905+0.00295104j -0.00175391-0.00451789j -0.000663265-0.00502766j -0.000120362-0.00107102j 0.00355347+0.00341164j -0.00263262+0.004088j 0.00203548-0.000606212j -0.00021557+0.00500017j 0.00283131+0.00378976j -0.00403087+0.00201313j 0.00138221-0.000162352j 0.0014+0.00438757j 0.00345083-0.00203861j 0.000301938+0.00073346j 0.00123329-0.000785475j 
0.0010475+0.00117326j 0.000447074+0.000883539j -0.0027638+0.000241132j 0.000425085-0.00126113j 0.000234878-0.00198516j 0.00491913-0.000746502j -0.00279499-0.000812972j -0.00123098+0.00123931j 0.00103175+0.00192039j -0.00474691+0.00177022j 0.00115541-0.001564j 0.00196612+0.00194676j -0.000330242-0.00224039j 0.00106402+0.00134429j -0.0014013+0.00253978j -0.00221202-0.00708124j -0.00576006-0.00319262j 0.00187718-0.00340146j -0.000649291-0.0046012j 0.00224127+0.00321439j -0.0021168+0.00153836j -0.00100608-0.0030971j 0.00340257-0.000121935j -0.00358072+0.00138954j 0.00281281+0.000902031j -0.00235647+0.00275261j -0.00380683-0.00275208j -0.00158722+0.00115156j -0.00102847-0.000469953j 0.000119417-0.00157574j -3.01557e-05-0.0010519j -0.00169261+0.000486522j -0.00257679-0.000906523j -0.000117742-0.000592259j -0.000749339+2.85938e-05j -0.00346596-0.00278752j 0.000968094+0.00218452j -0.000222655-0.00153793j -1.94773e-05+0.00186313j -0.00242753-0.00321369j -0.00297193-0.00146334j -0.000340331-0.0054182j 0.00393917-0.00889702j 0.00192841-0.0011152j 0.00764215+0.00610045j -0.00104743-0.00477102j -0.00766839+0.00244491j 0.00611433+0.00118034j 0.00326516+0.00545463j 0.0016486+0.00205593j -0.00305884-0.00621972j 0.000163276-0.00456386j 0.00132677-0.00364315j -0.00162365-0.00237727j 0.00427509-0.000753446j 0.00238175-0.00134544j 0.00594328-0.00537034j 0.000311295-0.00295177j -0.00571911-0.000425933j 0.00480943-0.00496265j -0.00402189-0.00188636j 0.00233267+0.000644452j 0.000165338-0.00408662j -0.000918431-0.000785636j -0.00301005-0.00276966j 0.00426418-0.00283962j -0.00256084-0.000709047j -0.000628607-0.000643937j 0.000476577-0.00104709j 
-0.000944066-0.000360003j -0.00153259+0.000178098j -0.00127177-0.0020653j 0.000615652-0.000857842j -0.000158235-6.36661e-05j -0.000976019+0.00329309j 0.000793465+0.000910653j 0.00168393-0.00114232j 0.000235457-0.00154017j 0.00113104+0.00021251j -0.00225165-0.00199271j 0.0027986-0.00224487j 0.00104379-0.0023341j -0.00187032+0.00163386j -0.000272756+0.00332226j -0.000302507+0.00367508j 0.00190375+0.000241748j 0.000240274-0.000760763j -0.00408797-0.00234948j -0.000307034-0.000511328j -0.00116475+0.000377781j 0.00197431+0.000521094j 0.000182518-0.00111715j -0.000928243+0.00310475j 0.000188679-0.0025643j 0.000397648+5.18479e-05j -0.00235546+0.000469006j -0.000228826+0.00103557j -0.00138701+0.00295942j -0.000355286-0.0039504j -0.00206955+0.000701409j 0.00382598-1.99405e-05j -0.0013774-0.00245865j 0.000819786+0.000584578j -0.00221575-0.00280584j 0.00123024+0.000930855j 0.00219813+0.00286689j 0.00331721+0.000475163j -0.0004716-0.000469776j -0.000142127+0.000941974j 0.0027969-0.00458303j -2.89651e-05-0.00626666j 0.000567127-0.00366606j 0.00110062+0.00136644j 0.00127676+0.00292547j -0.00265352-0.000692008j 0.00227896-0.00174772j 0.00246337-0.00391488j 0.00152638-0.000929489j 0.00654509+0.00581061j -0.00284548-0.000885105j 0.000696657+0.00973891j -0.0090254-0.0076041j -0.00250272+0.00863623j -0.00344692-0.000421071j 0.000478428-0.000204497j 0.0148122-0.00691066j -0.00269991-0.0027337j 0.0014095-0.0017505j 0.00382865+0.0019505j 0.00621072+0.00854998j 0.00976342-0.00112029j 0.00622701-0.0064952j -0.00344507+0.0028747j -0.000740297-0.00471839j 0.0124373-0.0024621j -0.00287281-0.00961362j 0.00217524-0.00158174j 0.000166021+0.00141108j 
0.000336148-0.00167217j -0.00124384-0.00036256j 0.00129286-0.000381959j -0.00152704-0.000979689j 0.00234615+0.00415431j -0.00011993+0.00447577j 0.00693068-0.00400624j -0.00457866+0.000467521j 0.00408087+0.00111248j 0.000462051+0.0014911j 0.00340389+0.00367767j -0.00161268+0.00236101j -0.00310898-0.00389137j -0.00158108+0.00348916j -0.000987489+0.00030164j -0.00340331-0.00193088j -0.00209283-0.000740805j -0.00189341+0.00359428j 0.00505423-0.00194355j -0.00130762-0.00308756j -0.00470772+6.44208e-05j -0.00344353+0.00110085j 0.00277182-0.00159327j -0.00302172-0.00729331j -0.00560902+0.00065967j 0.00266541-0.00171132j 0.00305393+0.00416656j 0.0018682-0.00273148j 0.00101312+0.000488956j 5.30425e-05+0.000299193j -0.000387599-0.000543637j 0.00156402+0.000136858j -0.000164972+3.59431e-05j 0.00311645+0.0027531j -0.00112789-0.000362661j 0.00395261+0.0016564j -0.00171675-0.00292692j 0.0020645+0.00160299j -0.000387242+0.00467694j 0.000954708-0.001537j 0.00029617+0.00410983j -0.00444443-5.05404e-05j 0.00522608-0.00762303j 0.0010849-0.000184141j -0.000677171-0.000503988j -0.00644827-0.00423921j -0.00256804-0.00567843j 0.00191314-0.000998265j 0.00122548-0.000527013j 0.00130574+0.00231041j -0.00247678+0.00179028j 0.000650813+0.000160112j -0.0051083+0.000796177j -0.0024797-0.00154549j 0.00272942-0.000982326j -7.07182e-05+0.00579607j 0.00176666-0.00384525j 0.00086615-0.00280137j -0.000300465-0.00124407j -0.0011338-0.00112729j -0.00526699-0.0026883j 0.00102522+0.00258803j 6.09227e-05+0.000231714j -0.0022532-0.000700278j 0.00060266+0.00266085j -0.00224952-4.15563e-05j 0.00110015+0.00183163j 0.00101684+0.000677348j -0.000634529+0.00193566j 
0.00107481-0.00288207j -0.00168933+0.000593973j 0.00148078+0.00081291j -0.000573151+0.000811803j -0.00175131+0.000234301j -0.00393657-0.00168105j 0.00169548+0.00171954j -0.000436778+0.00196395j -0.00350357+0.000633036j -0.00152436+0.00106962j 0.00350812+0.00644933j 0.00121685-0.00266107j -0.00679303+0.00322289j -0.00520271+0.00107442j 0.00329217-0.00175983j 0.00249317+0.00599544j -0.00439726+0.000913832j -0.00352642+0.000800075j 0.00460076-0.00287769j 0.000347167-0.00187897j -0.000284735-0.00164025j 0.00128497-0.00252747j 0.00161122+0.00651487j 0.00790572-0.00202405j -0.00393288-0.00775271j 0.000999286+0.000576367j -0.000833985+0.00116216j -0.00178002-0.000219542j -0.00082552+2.10269e-05j -0.000260551+0.000529044j -0.000781156-0.00077111j 0.000722219+0.00114619j -0.00150327+0.000465328j 0.000491927+0.00327644j -0.000300019-0.000527734j 0.00403747-0.000594487j -0.000928957-0.00240046j 0.00161299+0.00269876j -0.00043261+0.00351429j 0.00391533+0.00243878j 0.00143154+0.000484883j -0.00377087-0.00228285j 0.00435928+0.000389589j 0.00421944-0.00120575j 0.00123204-0.00553141j -0.00948695-0.00037679j 0.00214551-0.00303679j -0.00172929-0.00372587j 0.000875965-4.53738e-05j 0.00178141+0.00474274j -0.00215639+0.00193594j -0.00113512+0.0015275j -0.00354194-0.00584039j -0.00391539+0.00427329j 0.00917247+0.00147611j 0.00308157-0.000378814j 0.00939051+0.00292595j -0.00254872-0.00182598j 0.00226509-0.00469943j 0.00264952+0.00847815j -0.000832771+0.00529502j 0.00577165-0.000543173j 0.00717958-0.00491283j -0.000548141+0.00507542j 0.000601361+0.00211439j 0.00199614+0.0016869j -0.00103254-0.00406578j 0.00138932+0.000658703j -0.000885921+0.000792463j 
-0.0010125+0.00351342j -0.000804163+0.0007098j -0.000680872-0.0021722j 0.00377627+0.000284163j -0.00339232+0.000475305j 0.000807945+0.000538263j 0.00125516+0.00409722j -0.000585758+0.00513271j 0.00234256-0.00219015j -0.00077635+0.00377128j 7.34187e-05-0.00321103j -0.00163059-0.00196488j -0.00732179+0.00235424j -0.0107762+0.00566954j 0.00343058+0.0049119j 0.00380174+0.00536612j 0.0030266+0.000333896j 0.00301654+0.00367498j -0.00448369+0.00245195j 0.00374258+0.00334918j -0.000706091+0.00428103j -0.00982898+0.00336616j -0.00307576-0.000901973j -0.00187411+0.00667477j 0.00387291+0.00390051j -0.00548535-0.00180867j 0.00274452-0.0046117j -0.00266637+0.00157537j 0.00269082-0.000812563j -9.05265e-05-0.00179912j -0.000388189+0.000647158j 0.00521753+0.00286515j 0.00180335-0.00501186j 0.00481148+0.00352677j -0.000471725-0.00325828j 0.00288318+0.000942588j -0.00476313-0.00352833j 0.00471924+0.000385425j -0.00142397+0.00180026j -0.00254056-0.00212095j 0.00468459+0.00682959j -0.00471988+0.000842021j 0.00380921-0.00806519j -0.0028555+0.00272121j -0.00394976+0.00130674j -0.00405008-0.00332621j -0.00387268-0.00871283j -0.00194425-0.00213466j -0.00470668-0.000942057j 0.00208516-0.00308228j -0.00348096+0.00258309j 0.000364723+0.00141915j -0.00508363+0.00972259j -0.00268648-0.00442493j -0.000592626-0.00128026j -0.000991005+0.0170276j -0.00789013+0.00317887j 0.00450668+0.0027318j -0.00186231-0.00106555j -0.00600878-0.009911j -0.00487363-0.00405285j -0.00463831+0.000547477j -0.00392805+0.00613911j -0.00183397-0.00540158j 0.000881217+0.000240141j -0.00314192+0.00140306j 0.000769801+0.0031514j 0.00116808+0.000538463j 0.000874612+0.000536049j 
-0.00122761+0.0062366j -9.38202e-05+0.00170748j -0.00536599-0.00644965j 0.00393527-0.00113177j -0.00107018-0.00183569j 0.00315165+0.00441609j 0.00442753+0.000963322j -0.00246613+0.00114331j 0.0023118-0.000577579j -0.00213005+0.000590078j 0.00354363+0.00260444j -0.000333386-0.00287468j -0.00538613+0.00276892j 0.00762814-0.00754487j 0.00289708+0.00534766j 0.00106579+0.00143076j 0.00293029+8.23491e-05j 0.00712016-0.00213371j -0.00662728+0.0047999j -0.00101229+0.0108998j -0.000234533-5.97579e-05j 0.00500009-0.00619531j 0.00276196+7.13273e-05j 0.00240748-0.00029412j 0.000490729+0.000875332j -0.00387035+0.0031606j -0.00461071-0.00257173j -0.001355+0.00253986j 0.000319997+0.00288408j 7.52487e-05-0.00242523j 0.00228247+0.00143595j 0.00424766-0.000121215j 0.00353199-0.00531012j 0.00261634-0.00108923j 0.0016337+0.00129974j 0.00181247-0.000857747j -0.00260109-0.00367214j -0.00014375-0.000518906j -0.00438487+0.00073221j 0.000123647-0.000297653j 0.00269991+0.00129283j 0.000738691+0.000955387j 0.00177724-0.00272529j -0.00303176-0.00271184j -0.00432774-0.00583823j -0.00631393+0.00380671j 0.00051065-0.00650218j -0.00433032-0.00128651j -0.00222549-0.00159648j -0.000360491+0.00298444j 0.00445422+0.00208002j 0.00351038-0.00200303j 0.00359928+0.00763837j 0.00289655-0.00225751j 0.00289784-0.000434905j -0.000420209-0.00352076j -0.00452806+0.00147406j -0.00121516+0.000738276j 0.0029662-0.00226036j 0.000186948+0.00468779j -0.00330598-0.00235696j -0.0017529+0.00500062j 0.00338936+0.00245453j -0.00176906+0.00243303j 0.00448949+0.00276011j 0.000784027+0.00635336j 0.00312336-0.000114783j 0.00166867-0.00166587j 0.000629732-4.26599e-05j 
0.0013764-0.00144146j -0.000357277-0.00153461j 0.00155389+0.00321232j 0.000155815+0.000703911j -0.000573778+0.000468336j -0.00277307-0.00317053j 0.000752254+0.000279823j -0.00121553-0.00208631j -0.00129012-0.000803581j 0.00199101-0.00530725j -0.00115512+0.00461563j -0.00263658+0.00332291j 0.00412716+0.00375931j 0.00320044-0.0049673j -0.00443421-0.00370147j -0.000180102-0.00249511j 0.00956122+0.00181994j -0.00133506+0.00279484j 0.00292271+0.010609j 0.000943829-0.000348164j 0.00485277-0.000576356j 0.00102869+0.000279519j -0.00837307-0.00108391j 0.00280788-0.00197714j -0.00092861+0.00429389j 0.0014886-0.00539787j 0.00707623-0.000206692j 0.00128784-0.00357354j 0.00179322-0.00207653j 0.00112568+0.000100489j -0.0014023-0.00149187j -0.00132597+0.000213714j -0.00283903+0.00163316j 0.000395217-0.000687766j 0.00161235+0.00090189j -0.00263342-0.00176534j 0.00206501-0.00218782j -0.000331851-0.00116474j -0.00191856+0.00124497j 0.00544823+0.00240652j 0.000242926-0.00423294j -0.00237977+0.00288018j -0.00160337+0.00194442j -0.000559287-0.00216134j 0.00283929-0.00265986j -0.00010067-0.00329062j 0.00281759-0.000203702j -0.00113803+0.0019572j -0.00605932+0.000601736j 0.000433614+0.000586694j -0.00679424-0.000224317j -0.00544529+0.00261936j 0.00324446-0.00936985j -0.00702402-0.00204821j 0.00522165-0.00620715j 0.00151621-0.00157248j 0.00393469+0.00521242j 0.00200114+0.00265124j -0.00325739-0.00380006j 0.00164449+0.00115434j 0.00307674+0.000410821j -0.00113154-0.00768791j -0.00234867-0.00416723j 0.00485633+0.00168677j -0.00387298+0.000991938j -0.0029088-0.00706474j -0.00525261+0.0037245j -0.00196185+0.0013323j -0.00128098-0.000349786j 
