-0.251318+0.165485j 0.134347+0.260012j 0.00211814+0.0683004j 0.0292547+0.017731j 0.101343+0.116346j 0.0996636+0.0467623j -0.179744+0.083481j -0.122715-0.198299j 0.0959627+0.0198727j 0.0143412+0.168722j 0.0732099+0.0646783j -0.0835204-0.153189j 0.00796997+0.025624j 0.00441335-0.0893002j 0.0769333-0.0338715j 0.0443896+0.0503603j 0.00101647+0.0253587j 0.0564739-0.200899j 0.0770509-0.0984041j 0.0216949+0.131922j -0.0271011-0.0536148j -0.0982735+0.18921j -0.167488-0.0147895j 0.129654-0.0253769j -0.0885994+0.132327j 0.0995154-0.0601601j -0.122184-0.016805j 0.242273-0.210187j -0.211706-0.298472j 0.0745645-0.174362j -0.154034-0.0567613j 0.0430894-0.0235775j 0.0190785+0.0304445j -0.00709406+0.0345138j -0.0541776-0.000752198j -0.0113185+0.0163106j 0.00458115+0.0479004j -0.0314483+0.00681528j -0.0202065+0.0114543j -0.010565-0.00444568j -0.0168815-0.0221314j 0.00384832-0.0100139j -0.00798599+0.00394219j 0.00692701-0.0120128j -0.0107287-0.0185591j -0.0269099+0.000499516j -0.00321395-0.00218619j -0.00709367-0.00937954j -0.00954929+0.00231312j -0.0340458+0.00378732j 0.00629242-0.00650041j -0.00123774+0.00636372j 0.000817782+0.0151715j -0.000654122+0.00439304j 0.00785526+0.00532578j -0.00885522+0.0076259j -0.0133423+0.00518464j 0.0223767+0.0143244j -0.0176549-0.0159121j 0.0103979-0.0148237j 0.0116896-0.000897076j 0.0352633+0.0202094j -0.00404116+0.0179656j 0.00490404+0.01243j -0.000165876-0.00276216j -0.00332454-0.00891178j 0.00588971+0.0115368j -0.0387192+0.00508672j -0.00652494-0.0481651j 
0.000126188+0.00113875j 0.000479258+0.00208463j -0.00277719+9.59246e-05j 0.000476191-0.00079433j -0.00233146+0.00117299j -0.00376823+0.00245136j 0.00507021+0.000434379j -0.000656464-0.00201076j -0.00196845-0.000212629j -0.00157883-0.00660041j 0.00493547+0.00276594j 0.00116551-0.00124698j -0.00325396+0.0104196j -0.00685026-0.00500079j 0.00441955-0.000670028j 0.00423156+0.001038j 0.00804003+0.00174905j 0.00222567+0.0015792j 0.000559624+0.00784918j 0.000939389+0.00497771j 0.00117766-0.00145381j 0.000827291-0.00261997j -0.00274266+0.00578503j 0.00624337-0.00144488j -0.00176211-0.00091689j -0.000835545-0.00101214j -0.0015798-0.00210376j -0.00198929+0.00101285j 0.00106729+0.00170742j -0.000180311+7.95364e-05j 0.000819933-0.00118921j 0.000924967-0.00115096j -0.00247343-5.46837e-05j -0.000671961-0.00230846j -0.000907865-0.000212611j -0.000897793+0.00165977j 0.00100494+0.0032136j -0.00195518-0.00105055j 0.000599129-0.00178336j -0.0052014-0.000142834j -0.00224018+0.00308328j -0.00108602-0.00681474j -0.00189634-0.00607522j -0.00228735-0.00145235j 0.0059734+0.000910787j -0.00106018-0.0022464j -0.000795524+0.00460016j 0.00442598-0.00264385j 0.00692262+0.000784545j 0.00193472-0.00219349j 0.000207698-0.00225608j -0.00111138-0.00217818j -0.000714002+0.00205204j 0.00276984-0.00192902j -0.00220452+0.000610177j 0.000141653+0.00144806j -0.00210963-0.00768243j -0.00225135-0.00137251j -0.00224191+0.00372258j -0.00186673-0.00790674j -0.00220906+0.000624531j 0.00219352+0.00124762j -0.00166423-0.000915594j -0.00343079+9.33812e-05j -0.00121112-0.00151406j 0.00148731-0.00189247j -0.000883746-0.00231526j -0.000698777+0.000536491j -0.000428671-0.000540171j 
0.000100683-0.00112162j 9.7134e-05-0.00137828j 0.00296753+0.00193553j 0.000786211+0.00203521j -0.00199403-0.00186095j 0.000200222-0.00420651j -0.00402999+0.00260666j 0.00168927+0.00387704j -0.00389035+0.00251559j -0.00135706+0.00301184j -0.000376985+0.00330088j -0.00138749+0.00238702j 0.00499281-0.00243854j 0.00463848-0.00765522j -0.0109727+0.000396489j 0.00591847-0.00261014j -6.73879e-05-9.24791e-05j 0.000147419-0.00311636j 0.00201219-0.000815221j 0.00337048+0.00385465j 0.00566223-0.000454575j -0.000537015-0.00687586j -0.000640419+0.000668137j 0.00298351-0.00192567j 0.00233366-0.000139179j -0.000185803+0.000650402j 0.00067048-0.00103668j -0.000131278+0.000315842j -0.0007071-0.00220787j 0.000306382+0.000190022j -0.000778895-2.44677e-05j 0.000378736+0.00325811j 0.000390081+0.00190213j 0.00216394+0.00159192j 0.00273572-0.00049641j -0.000211079+0.000814566j 0.000918701-0.00209433j 0.00114676+0.00782617j -0.00115977+0.00245351j -0.00248406-0.000243552j 0.00053433+0.00188305j -0.00640975+0.0049347j -0.00190325-0.0114078j 0.00412514-0.00203169j 0.00643101-0.000213256j -0.0042932+0.00378885j -0.0101632+0.00481365j 0.00352653-0.00477593j 0.00497219+0.00342942j -0.00112309+7.50102e-05j -0.00841114-0.0029725j 0.000318914-0.00595491j -0.000300187-0.00227017j -0.0054159+0.00148409j 0.00572223-0.00362698j 0.0008266-0.0065438j 0.000968801-0.00476163j -0.00156825-0.00311203j 0.000902426-0.000161688j -0.00203984-0.00621779j -0.00859365+0.00386331j 0.00318479+0.000134776j -0.00177119-0.00284656j -0.00273423+0.00112583j -0.000446744+0.00356267j -0.000612294+0.00109963j 0.00176839+0.0021424j 0.000499357-4.58133e-05j 0.000716889+0.000379941j 
-0.000497091-0.00015607j 0.00102594+0.00049138j 0.000313339+0.000194282j -0.000626396+0.00144294j 0.000706493+0.00340421j 1.31068e-05+0.00470196j 0.00629476-0.000425535j -0.00336604+0.00209666j 0.00201908+0.00166174j -0.00101529+0.00256689j 0.00383728+0.00418976j -0.000972087+0.00273127j -0.00388023+0.00145504j -0.000696559+0.00375941j -0.00455249+0.000481916j 0.00303744-0.00225848j -0.00116716+0.00312993j 0.00163819+0.00304197j 0.000706838-0.00117754j 0.000215078+0.00262078j -0.00181687+0.00217897j -0.00511625-0.00101133j 0.00245911+0.000201324j -9.27045e-05-0.00543629j -0.00396427+0.00164416j 0.000273437-0.000383566j 0.00089531+0.000581318j 0.000139679-0.000505652j -5.44934e-05-0.000356146j 0.000633105+0.000962308j 0.000660004-0.000723804j -0.000179792+0.000930281j -0.000226712-0.00108046j -0.000340534+0.000259751j 0.00287915-0.000287533j -0.000650267+0.00521844j 0.000471093-0.00401814j -0.00415677+0.00287505j 0.000537036+0.00172952j -0.00147545+0.00267478j -0.00310101+0.0005605j -0.00365523+0.00194815j 0.00278515+0.000471879j 0.00508814+0.000184472j 0.000137225-0.000590049j 0.00284859+0.00445028j -0.00130494+0.00362418j -0.00120853+0.00121714j 0.00300081-0.00109411j -0.00283341+0.000651658j -0.000107459-0.0024181j -0.0014671-0.00487762j 0.000756453-0.00173239j 0.00390921-0.00220283j 0.00355249+0.000998536j -0.00351793-0.00605724j 0.00124481-0.00284119j -0.00156985+0.000516872j 0.00380783+0.000584901j 0.000491049+9.85597e-05j -0.00246872+0.000152115j -0.000126764+0.00195201j -0.00183425-0.000300746j 9.95664e-05+0.00148256j -0.000267005+0.00245661j 2.97232e-05+0.00166156j 0.00170652+0.00205382j -0.000188592-0.000543686j 0.000648523+0.000171294j 
-0.000981772-0.00115228j 0.00084128-2.15538e-05j 0.0022711+0.00227629j -0.000253744+0.00142054j -0.00239978-0.000202395j -0.00532918-1.52451e-05j 0.00199841+0.0044917j 0.00118822-0.00408576j -0.00167793-0.000100275j -0.000802078-0.00443876j -0.0013349-0.000496393j 0.00127714-0.00181019j -0.00367496+0.00867513j -0.010229+0.00484119j 0.00724716-0.00545189j 0.00248015+0.00295677j 0.00222815+0.00405685j -0.00151102+0.00270989j -0.000616694+0.0045707j 4.10515e-05-0.00120025j -0.000758419-0.00106629j -0.00248196+0.00438188j -0.00247058+0.00461896j 0.00599628+0.00221832j -0.00119404-0.00162766j -0.00206124-0.000806945j 0.000352093-0.00246845j -0.00163937+0.00185774j -9.75616e-05-0.000424638j -0.000106833+0.00121098j -0.00030338-0.000198193j 0.00147184+0.0039391j 0.000881049+0.00327528j 0.000783009+0.00594846j 0.00345415-0.00107425j 0.00380656+0.00553268j 0.00213448-0.00519359j -0.0039952+0.00294223j 0.00509587+0.00265495j 0.00111222+0.00283469j -0.00163657-0.00368849j -0.00453941+0.0090803j 0.000884978+0.0136099j 0.0108532+0.00545604j 0.0031112+0.00482072j 0.00613168+0.000537172j -0.00279623+0.0039821j 0.00263126+0.00252276j -0.00306667-0.00621038j 9.89564e-05+0.00507617j -0.00506481+0.00229587j 0.00356432+0.000305592j -0.00675106-0.0063472j -0.000981343+0.00663331j 0.00129948+0.00876467j 0.00372158+0.00220378j 0.000187141-0.00280229j -0.00165884+0.00164466j 0.00425267-0.00119169j 0.00179384+0.00421571j 0.00459409-0.00110504j 0.00146775-0.000132631j -0.00343186+0.00125804j 0.00279156+0.00120896j -0.000471761-0.00185804j -0.00071252-0.00102522j 0.000597327-0.000752216j -0.000561841+0.000173624j 0.000871658-0.000979609j 
0.000879664-0.00164022j 0.00258413+0.000483814j -0.00236541+0.00443537j -0.00462154+0.00103389j 0.00257865-0.00215122j 0.00195016+0.00415544j 5.56473e-05-0.00503825j -0.000739487-0.00359013j 0.00174416+0.000967932j -0.00323462-0.00553645j 0.00646502-0.00784058j 0.00310807+0.00183525j 0.00394409+0.00607324j -3.21491e-05-0.00934355j 0.00941058-0.00321474j -0.00473955-0.00451867j -0.00244557-0.0022405j 0.00518613-0.00350794j 0.00306128-0.000455666j -0.00323897+0.00310765j -0.00408848-0.00452074j 0.00380753-0.00476682j 0.00490371+0.00384139j -0.00454207-0.00574115j -0.00190165+0.00403145j -0.00318317+0.00331811j -0.00439826-0.00303179j -0.00295592+0.00283929j -0.000896402+0.00143835j -0.000114566+0.000312579j -0.000133363-0.00136642j 0.00282148+0.0027284j -0.0017548-0.00290077j 0.00397444+0.00170967j 0.0029175+0.000629241j -0.00105111+0.00453511j 0.00098063-0.00807682j -0.00331711-0.0044428j 0.0053141+0.00492618j -0.00495329+0.00137987j -0.0010307-0.00268373j -0.00557834+0.00806862j 0.000527546+0.000957053j 0.00789419+0.00460296j 0.00543356+0.0046352j 0.00471017-0.00202143j -0.00691632+0.00718431j 0.00228673+0.00326312j -0.00131685-0.0075211j 0.00282124+0.00726998j -0.00626901+0.00087148j -0.00278163-0.00437144j -0.00295516-0.00410863j -0.000206141-0.00135677j 0.00302887+0.00187714j 0.00263024+0.00386675j -0.00174095-0.00735089j -0.00126339+0.0013795j -0.000942434+0.000955702j -0.000318341-0.00228457j -0.00159608-0.00305191j -0.000197635+0.000960922j -0.00800085+0.00141248j 0.00110702+0.00120332j -0.00292149-0.00131459j 0.000807586-0.00289052j -0.00114232+0.0018242j -0.000423012-0.00149383j 0.00169481-0.000879703j 
-0.00016365+0.000911456j -0.000144819-0.00190566j -6.1237e-05-0.000276936j 0.00119327+0.00066814j -0.000794247-0.00279672j -0.00120153-0.00290253j -0.000245876+0.00207444j -0.00423465-0.0066352j 0.00337072+0.00213331j -0.0023538-0.00653267j -0.0027584+0.00203212j 0.00200694+0.00270504j 0.00315488-0.00251645j 0.00709944-0.0106312j -0.00152583-0.00162632j -0.0113182-0.00771348j 0.00275127+0.00220726j -0.00116277-0.00210603j -0.00210266+0.00740311j -0.00120358+0.00410644j -0.000312158-0.00305459j 0.00533118-0.00344451j -0.000849958-0.00306432j -0.000322026-0.000813128j 0.00156917+0.00259233j 0.0019688+0.000775772j -0.000592324+0.000713925j 0.00184742-0.000147144j -0.000560622+0.000819669j 0.000231216-0.00028865j 0.000199207+0.000696903j 0.000503229+0.00197934j 0.00046307+0.000757166j 0.000410055+0.000771481j 0.000355081-0.003484j -1.26026e-05+0.00198325j -0.000518667+0.00362989j -0.000908716+0.00676888j 0.00132941-0.00386606j -0.00267682+0.00118484j -0.00041952+0.00378773j -0.00309316-0.00210198j 0.000931385-0.00422076j 0.0034148-0.000501899j 0.00167933+0.00131484j -0.000570055+0.00440813j -0.0030762+0.0032298j 0.000811419-0.00374099j 0.00296171+0.00388446j -0.000441666-0.00630646j -0.00124427-0.00352315j -0.00180867-0.000920673j -0.00215129+0.0016536j 8.51647e-05+0.000720483j 0.00096838-0.000283704j 0.00012358-0.00144608j 0.00100503+0.000437796j -0.000515793-0.000482434j 0.00143603+0.00106367j -0.000820313-0.00656966j -0.00283133+0.00451045j 0.0011184-0.0022485j -0.000348237+0.000390896j -0.00140864-0.00238736j -0.000162439+0.000845608j 0.000996952+0.000403701j 0.00105743-1.27873e-05j 7.43404e-06-0.00010351j -0.000169227+0.000298949j 
-2.24212e-05+0.000718459j -0.00365856-0.00252906j 0.000299118-0.0053936j 0.00717935+0.00142444j 0.00222331-0.0023741j 0.00299726-0.00158111j 0.00617734-0.00210961j -0.00215142+0.00186586j 0.00163972-0.0007847j -0.00164351-0.000338334j 0.002512+0.00998526j 0.0001184-0.000129478j -0.0119759+0.00432686j 0.000397662-0.00168288j 0.00389795-0.00370399j -0.0016678-0.00287656j -0.00265738+0.0037038j -0.00280304-0.00277089j 0.00172634+0.0040397j 0.00214223+0.00483008j -0.00177697+0.00116278j -0.00109451+0.000326519j 0.00251979+3.84925e-05j 0.00408909-0.00380378j -0.00187918-0.00137595j -0.000715975+0.000313532j 0.000753177-0.00171572j 0.000435036-0.00028843j -0.000606033-0.000141505j 0.000960769-0.00167756j -0.000369492+0.00110488j -0.0061343-0.00146784j -0.000973686+0.00643239j -0.00335058-0.0022129j -0.00550147+0.00272981j 0.00246692-0.0035696j -0.000911891+0.005387j 0.00156192-0.00306143j 0.00191144+0.00193003j 0.00343138-0.0033534j -0.00295402+0.00372589j 0.00324744-0.00439489j -0.00186208+0.000354053j -0.00734036-0.00559048j 0.00553023-0.00446096j -0.00268373-0.00919422j 0.00551796+0.00253983j 0.00773334+0.000318464j 0.00626822-0.00141199j 0.000176795+0.00312717j 0.00207972+0.00326987j -0.0030915-0.000782535j 0.000418985-0.00364502j -0.00196546-0.00249094j -0.000417371-0.00235129j 0.0014141+0.00169429j -0.00254944-0.00404528j -0.000454533-0.00436129j -0.00568442+0.00189012j 0.000298637+0.00384712j -0.000875924-0.00233885j 0.00156627+0.00272746j 0.0013273-0.00157106j -0.000421906+0.0008879j -0.000642439-0.00081143j -0.00178687-0.000913436j -9.29511e-05-0.000702069j -0.000170531+0.00162877j -0.00140685-0.000551952j 
0.00222267+0.000667683j -0.00333158-0.00528476j -0.00213909-0.00557861j 0.00631163-0.00229534j 0.000983527-0.00259466j 0.00149654-0.001544j -0.000972046+0.0026998j 0.0042232+0.0051413j 0.000818989-0.000256076j 0.00101341+0.00944104j -0.00350719-0.00499987j -0.00502281-0.00103667j 0.00281746-0.00385738j 0.0043384-0.00365622j 0.00458122-0.00401916j 0.00128809+0.00369873j -0.00791426-0.00451528j -0.00103986-0.0045652j 0.000298695-0.00176158j 0.00148037+0.000151511j -0.00146285-0.00164936j -0.00129856-0.00281905j 0.00686317-0.00415697j -0.0013903-0.00315982j 0.000270644-0.00057785j -0.00738643+0.00358692j 0.000543508-0.00370837j -0.000437001+0.00493452j -0.00107626+5.6038e-05j -0.000146506-0.00259939j -0.00143115+0.00270813j -0.00338696+0.00157431j 0.00165303+0.00670754j -0.00426288+0.00171738j -0.00246375-0.00145094j 0.00298016-0.0010187j 0.00150702+0.00447016j 0.00256107+0.00485311j 0.00420137-0.00394125j 0.00393885+0.00248785j -0.00196173-6.25084e-05j 0.0042927+0.000718252j -0.00138701+0.000472837j 0.00239223-8.1062e-05j 0.00261067+0.002638j 0.00249096-0.00838031j 0.00397433+0.0022037j 0.0052981-0.00351588j -0.00186616+0.00232574j 0.00163426-0.00399298j -0.00393587+0.00185947j 0.00081613+0.00793322j -0.00828418-0.00189973j -0.00359049+0.00451764j -0.00410944+0.0033319j 0.00225441+0.00373595j 0.00104863+0.000620056j 0.00291397-0.00273414j 0.000283744+0.00170187j -0.00340459-0.00155099j 0.00450556+0.000772542j 0.00327602-0.00481128j 0.00133829+0.00103155j 0.000351483-0.00228289j -0.00481081+0.000106301j -0.000609189-0.00578487j -0.00204663-0.00140787j 0.000706138+0.000637819j -0.000426025-0.0010751j 
0.00390133+0.0005725j -0.000498068+0.000185522j -0.0057176+0.00102247j -0.000513661-0.00508877j -0.00461691+0.00155402j -0.00571026-0.0013925j 0.00236505+0.00926246j -0.00591711-0.00113438j 0.00617842+0.00353228j -0.00649974+0.00178718j -0.00367738-0.00183418j -0.00312874+0.00332342j 0.00223377-0.00011131j 0.00268714+0.00036339j 0.000395577-0.00418459j -0.00912688-0.0058713j -0.00403617-0.00208561j 0.00062082+0.00339034j -0.00194034+0.00573238j 0.00147432+0.00269274j -0.00337745-0.00130633j -0.00146982-0.00442242j 0.00321521-0.00253241j 0.00113454-0.00161259j 0.000368297+0.00181392j -0.0040406+0.00184318j -0.000445459-0.0027754j -0.00105493+0.00278882j 0.000451989-0.000760462j -0.00104297-0.00287068j -0.00149733+0.000416184j -0.000727311+0.00259799j 0.00539718-0.00253533j -0.00128397+0.00114725j -0.000403604+0.00713612j -0.00768439-0.00705755j 0.00450415-0.000454704j 0.0087001-0.0152606j 0.00326524-0.000628971j -0.00187586+0.000355547j 0.00461143-0.00432016j 0.00940624+0.00077788j -0.00211354-0.0169676j -0.00221445+7.06958e-05j -0.00113196+0.00443803j -0.00287642-0.0114516j -0.000673701-0.000407229j -0.00227614-0.00184926j -0.00402694-0.00172731j 0.00179616+0.00470924j -0.0014226+0.00163388j -0.00540253+0.00577409j -0.00143052+0.00361992j -0.00309692-0.00298885j -0.00364788-0.00433395j 0.00321528+0.00843226j 0.00288768+0.00120604j 0.00289942-0.00764029j -0.00436856+0.00203844j -0.00403745+0.00154515j -0.000441825-0.00102387j 0.00203768-0.0023826j 0.00125451-0.00032775j 0.000809415+0.00169736j -0.00563415+0.00148303j 0.00078634-0.00472349j -0.00319055+0.00272149j 0.000486227-0.00126744j 0.000362255-0.000995485j 
0.00047717+0.00158217j 0.000812651-0.00151389j -0.00114403-0.00189525j 0.00107831-0.000133934j -0.00258632+0.00299271j -0.00482346+0.00279451j 0.00281445+0.00702721j 0.00388612-0.000442548j -0.00237804+1.0506e-05j 0.00162188+0.00250208j -0.004772-0.00141546j -0.00395493-0.00388365j 0.00450756-0.000316716j -0.00211865+0.00449027j -0.00085989+0.00035954j 0.00786414+0.00521161j 0.00559497-0.000649132j 2.18303e-06+0.00342672j -0.00373479+0.00366574j -0.00019939-0.00166968j 0.00262921-0.000989098j -0.000951724+0.000786395j -0.00100024+0.000307849j 0.0055032+0.00114807j -0.000855544-0.00278837j -0.00165429-0.000671132j 0.000713163+0.000596453j 0.000344789+0.00207558j 0.000382127+0.00158822j 0.00101563+0.000339596j 0.00131879+0.000405325j -0.00185534+0.00267746j 0.00482258-0.00249756j -0.0015143-0.00109906j 0.00425034+0.0017139j -0.00630141-0.00306982j 0.00558026-0.000615233j 0.000442823-0.00419081j -0.00440757-0.00312459j -0.00191607-0.00546042j -0.0014468-0.00312894j 0.00934193+0.000893437j -0.00311051+0.00536149j -0.00893007-7.49787e-05j 0.00286364+0.00238631j 0.00838857-0.00569432j 0.000763541+0.00304051j 0.00496762+0.00152503j 0.000190457-0.000490736j -0.00302554+0.00525164j -0.000223621-0.00407896j 0.00161159-0.00536495j 0.0110243-0.00254762j -0.000218216-0.00104209j -0.00526453-0.000535664j -0.00553489-0.00592329j -0.0056504+0.00383279j -0.0019094+0.00156658j -0.00234193-0.000100733j 0.00414083-0.0033274j -0.000189953-0.00530668j -0.00286195+0.000669922j -0.0039117+0.000224188j 0.00130789-0.00296423j 0.00257781-0.00434347j 0.000547371+0.000659562j 0.0029019-0.00171099j -0.00174511-0.000740009j 0.000580569-0.00177233j 
-0.000262928-0.00200801j 0.00128533+0.00158526j 0.000360371+0.00580133j -0.00540448+0.0012731j 0.00265703-0.000245251j 0.00248181+0.00180024j -0.000106993-0.00405891j -0.000413373+0.00254222j -0.000347139-0.00035062j -0.0017215-0.000743685j 0.00344697+0.00122303j 0.00266286+0.000102034j -0.00250064+0.0032453j -0.00295949+0.00292587j -0.0011779+0.000964891j 0.00143097-0.000979066j -0.000318034+0.00106593j 0.000761947+0.000694798j 0.00245748-0.00429064j 0.000158458-0.000527834j -0.000341692+0.00161356j -0.00106645+0.000937586j -0.000967476+0.00234765j -0.00157124-0.000788727j -0.00167025+0.000613172j 0.00183975-0.000839931j -0.000264039+0.00067315j -0.000768341-0.0022208j 9.38354e-05-0.00071j 0.000612838+0.000667877j -0.000836482-0.0012754j -0.000617352+0.0088255j 0.00948591+0.000664405j 0.000825258+0.00490255j 0.0027179+0.00380962j -0.00650475-0.00256747j 0.00726079-0.000279398j 0.00458286-0.00639855j 0.00772473-0.00727203j -0.00235857-0.000385365j 0.00103919-0.00151394j 0.011736+0.00448704j 0.000231385-0.00284124j 0.00714462-0.00108098j 0.00268408+0.0098791j 0.00740991-0.00529434j -0.000122318+0.0113456j 0.000760514+0.00028047j -0.00113875-0.00231198j -0.00396898+0.00474957j -2.03244e-05-0.00354835j -0.00528924-0.00114273j 0.000388755+0.00121268j 0.00188911-7.15627e-05j -0.000402062+0.00138236j 0.000944418-0.00128211j 0.0020847+0.00250241j -0.00304126-0.00567529j 0.00227484+0.00240875j 0.00185035+0.00128156j -3.77881e-05+0.00139322j 0.00274659-0.00184341j -0.00167114+0.000674392j 0.00213864-0.00119832j -0.00193759+0.00192299j 9.31305e-05+0.000749766j 0.00398536+0.00232543j -0.00081346-0.001189j 0.00143257-0.000181142j 
0.00176083-0.00112394j 0.000335496+0.00135157j -0.00390889+0.00430121j -0.00477084-0.00305409j 0.0010974-0.000630756j 0.00143767-7.3101e-05j -0.00503756-0.000806353j 0.00116133-0.00124822j -0.000426693+0.00119101j 0.00108717-0.0020335j -0.000764885-0.00431171j 0.000982467+0.000985997j 0.00471612-0.003177j 0.00227242-0.00175387j 0.000370858+0.0033264j -0.00096736-0.00208962j 0.000115334-0.00394071j 0.00153229-0.0005942j -0.000294671-0.00261648j -0.00153551-0.00181959j 0.000435093-0.0017679j 0.00351906-0.00109296j -0.00145157-0.000130066j -0.00367321+0.00220384j 0.00114377+0.000727308j 0.000650092+0.000220735j -0.00150066+0.00042062j -0.00046582-0.00107449j 0.000536022+0.000470084j -0.000299247-0.00142578j -0.00211393-0.00124046j -0.00207354+0.00391224j 0.00357835+0.00266525j -0.00210159+0.00246624j 0.00378114+0.000150145j -0.000914535-0.00688116j 0.00563727-0.00220799j 0.00565032+0.00610093j -0.00402903-0.00239361j 0.00490121-0.00131554j -0.000378545-0.00448308j 0.00998508+0.0078305j -0.00206843+0.00103245j -0.00201047-0.00101653j 0.00201588+0.000520249j 0.00160849-0.00631899j -0.000857728-0.000755189j 0.00398921-0.00522184j -0.00455219+0.00486044j -0.00226145+0.00331454j -0.00745048+0.00119307j 0.00642255+0.000958781j 0.000521635-0.00525271j -0.00609676+0.00772661j -0.00186012+0.000865962j -0.0037488-0.00890894j 0.000462511+0.00487396j 0.00146497-0.00206831j 0.00258465-0.00282793j -0.000276431+0.00228754j 0.000585373-0.00114969j 0.0019126-0.00189486j 0.000932485-0.000953992j 0.000801515+0.000409254j -0.00106535+0.000531228j -0.00264152-0.00110641j 0.0003408-0.000132485j 0.000261922-0.000162592j -0.000165971+0.000347505j 
-0.00162716-0.00330892j 0.00295984+0.00121679j -0.000102075+0.00518645j -0.00741112+0.00143164j 0.0039304+0.00387489j -0.00427663+0.00680087j 0.00212378-3.71162e-05j -0.00123881-0.0039314j 0.00281403+0.000412523j 0.00136013-0.00626737j -0.000897464-0.00498392j 0.00382502+0.0032642j 0.00572133-0.00142205j -0.00239597-0.002551j -0.00141767-0.000394559j -0.00360126-0.0019686j 0.00374588+0.00318955j 0.00252166+0.00211664j -0.000332021-0.000604737j -0.00400379-0.000880926j -0.00171361-0.00242271j 0.000685638+0.00141654j -0.000802958-0.000494581j -0.00403622-0.00214595j -0.00269853+0.00349933j 0.00246824-0.00145277j -0.000194802+0.00232177j 0.000626111-0.000495894j -0.000557254+0.00148922j 0.000465728+0.00139094j -0.00237385-0.000148573j -0.00446894+0.000408651j 0.00125281+0.00492772j -0.00338373+0.00208199j -0.00158019+0.000969565j -0.00161011-0.00338059j 0.00244415+0.00527119j 0.00214192-0.00237445j 0.00217279-0.00231508j 0.000994614-0.00108233j -0.0003171+0.00173867j 0.00364366-0.00642766j -0.00234181-0.00354102j -0.00161566-0.0015842j 0.000668267-0.000515042j -0.00511277-0.0047606j 0.0025273+0.000346309j 0.000538741-0.00221944j 0.00381196+0.000945257j -0.00112393-0.00196781j 0.00191415-0.000130711j -0.00248878+0.00202317j -0.00119838-0.000311625j -0.00119646+0.000223457j -0.000634116+0.000993948j 0.00217304+0.00310308j 0.00208031+0.00145919j -0.00112606-0.00545937j -0.0022334+0.00219511j 2.45197e-05+0.00223587j -0.000834363+0.00182646j 0.00275133-0.00157991j 0.0031974-0.000923805j 0.000370776-0.000383533j -0.00045621+0.00156384j -0.000849668-0.000654986j -0.000244601+0.00150817j 0.000294699+0.000368718j -0.000892186+0.000504393j 
0.00396319+0.00137115j 0.000505018+0.00356255j -0.00929167+0.000751472j -0.00371328-0.00869364j -0.00527224+0.00630923j -0.00587414+0.00229849j 0.00278824+0.0044404j -0.00617606+0.000628855j 0.00231562+0.00268366j -0.00394558+0.000784581j 0.000131395-0.00251157j -0.00208078+7.39367e-05j 0.00346794+0.000855254j -0.000536171+0.00840017j -0.00102455+0.00344387j -0.00172597-0.000625312j 0.00292928-0.00429965j 0.0030209+0.00687055j -0.00247489+0.00273753j 0.000345038+9.71062e-06j -0.000886137+0.00121616j -0.000264807-0.00292718j 0.000536544+0.000776521j 0.00116874+0.00152729j -0.000590871-0.00125106j -0.000223082-0.000524758j -0.00230446+0.00100967j -0.00171363+0.000756863j 0.00226501+0.00200595j -0.00145344-0.0015844j -0.000968232-0.00215367j -0.00392996+0.00049306j 0.000383593+0.00481203j -0.0019904+0.00144836j -0.00480411-0.000548642j 0.000731229-0.00347509j 0.000863185+0.0108442j 0.00278801-0.000990129j 0.00325506-0.00364097j 0.00273714-0.00640845j -0.00170432+0.00701748j 0.00087919-0.00989308j -0.00224387+0.00671467j -0.00705578-0.00303599j 0.00543951-0.000806874j -0.00120526-0.00499122j 0.00583393+0.0044102j 0.006917-0.000977943j 0.0082127-0.000381946j -0.0019301-0.00283033j 0.00457622-0.000153674j -0.00301037-0.00143517j 0.000970825-0.00101201j -0.000330484-0.000600057j -0.000388031-0.000332092j 0.00403383+0.00265127j -0.0022474+0.000725425j -0.00280571-0.00240052j -0.00527506+0.00230855j 0.00258402-6.28499e-05j 0.000228878+0.000276857j -0.000145039-0.000970148j 0.000696832-0.00291349j -0.000401108-0.00329372j 0.000552883-0.00209607j -0.000908654+0.000592967j 0.000186632-0.00151925j -0.000649669+0.000565549j -0.000695266+0.000154155j 
