0.123771-0.0150528j -0.0120929-0.123811j -0.0477446-0.027399j -0.0344136+0.0568394j 0.0153266-0.0160263j -0.0300689-0.00666449j 0.00767095+0.00663956j -0.0371615-0.0045712j -0.0109857-0.00821985j 0.0210072-0.0045517j -0.00786633-0.015889j 0.0194495+0.0270409j -0.006059+0.0295521j -0.0266567+0.0128861j 0.0110049+0.0223164j -0.211503+0.0194808j -0.00909459-0.204728j -0.214892-0.0853539j -0.135624+0.242103j 0.230401+0.0508721j -0.0860101-0.105356j -0.000224751-0.0642238j -0.0761334-0.14772j -0.0881427-0.108817j 0.0131939-0.104325j 0.0953056-0.0479151j -0.00225862-0.0204955j 0.0283235+0.0346089j -0.0300083+0.20085j 0.0444793-0.0809364j -0.0204293+0.0856595j -0.0352553-0.146642j 0.126546-0.114738j -0.199516+0.136903j 0.185801+0.0871041j -0.397122+0.109003j -0.13074-0.420314j 0.0741494-0.110386j -0.112709-0.0415496j -0.0599052-0.0238567j 0.014173-0.0692349j -0.0151181+0.0568349j 0.109402-0.0137443j 0.073542+0.0193141j -0.0131662+0.0221629j 0.0488406+0.0385158j -0.00150953-2.56844e-05j 0.0125698+0.0190952j 0.0113569+0.0382832j -0.00135783-0.00120887j 0.0231653+0.0163746j 0.0163856+0.0223413j 0.0216231-0.00222368j -0.00633943-0.00514315j -0.021356-0.0121667j 0.0116351+0.0372749j -0.0115115+0.0148712j -0.00271602+0.0116987j -0.00321864-0.0102423j 0.0120262+0.00148065j 0.00595759+0.00612979j -0.0133063-0.0172477j -0.00726897+0.00449921j -0.000422312-0.0112374j 0.000947764+0.0126968j -0.00030958-0.00343655j 0.000762807-0.00898234j 0.00174183-0.00183701j -0.000289674-0.0069501j 0.00117044-0.0121803j 0.0125783-0.00374563j 0.000781724+0.0124872j -0.00629201-0.00836671j -0.00402169+0.001142j 0.00259289-0.00596106j 0.00796163+0.0025222j 0.0033406-0.0049998j -0.0159156-0.013841j 0.00588702+0.001406j 0.00295047+0.0197206j 0.00387514+0.0272694j -0.0104586-0.017339j -0.00087854+0.00575349j 0.00160609-0.0211058j -0.00827398+0.0149279j 0.00697398+0.00261664j 0.00844248-0.00679509j -0.0157298-0.0149659j -0.000982485-0.0322217j 0.0229379+0.000925024j 0.00117118-0.0273957j 0.0191182-0.0031749j -0.00336515-0.0338422j -0.0372287+0.00909721j -0.012005-0.0466027j 
-0.00396776-0.00233783j 0.00276484-0.00177828j 0.000438583+0.00193426j 0.000671616+0.00222482j -0.00122445-0.00191588j -0.000430126+0.00351896j 0.00556811-0.000523664j 0.00237454+0.00285219j 0.000279062+0.00114875j -0.00205371+0.00139783j 0.0042841-0.00584736j 0.00253674+0.00330361j 0.00290427+0.00289051j -0.0033869-0.0083405j 0.00425355-5.94356e-05j -0.00210217+0.00059837j 0.000917345+0.000417525j -0.00420678-0.00239183j 0.000146673-0.0023896j 0.00179648+0.00128243j 0.000594888+0.000726878j 0.000160813+0.00202438j -0.00172536+0.00220676j 0.00267285+0.00287161j -0.000910234-0.00305671j -0.00350075+0.00422918j 0.00580837+0.00309494j -0.000794291-0.00315751j -0.00435386-0.000686943j -0.00637032-0.00235196j -0.00167591-0.00326408j -0.00376439-0.00356481j 0.00135965-0.00299029j 0.00415461-0.00193039j 0.00223327+0.00356354j 8.42677e-05+0.0039347j 0.00226102-0.000248469j 0.00091896-0.00301733j -0.000809256+0.000357295j 0.000653534+0.000901486j -0.00146038+0.00461589j 0.00104791-0.00373728j 0.00219061+0.000380999j -0.00160039+0.00140031j -0.000686145-0.00320434j -0.00287529-0.000340196j 0.00269234+0.00129394j 0.00296355+0.00172502j 0.00142035-0.00569212j 0.000293234-0.00262964j 0.000161504+3.31695e-05j -0.00268871+0.00319482j 0.000429728+0.000578873j 0.00378161-0.0010133j -0.000318998+0.00231982j 0.00241111-0.00111026j 0.0114055-0.00150446j 0.00331564+0.00270653j -0.00687903-0.00107225j 0.000397019+0.00105434j -0.00485943+0.00690534j -0.00240429+0.00211399j -0.00252959+0.000214994j 0.00494203-3.36285e-05j 0.00214271+0.00789294j -0.00162228-0.00298998j 0.00207811-0.0105814j -0.00359628+0.00474558j 0.00827072+0.00724523j 0.00746192+0.00289081j 0.00530159+0.00338165j -0.0026139+0.00607795j 0.00095771-0.011708j -0.00175367-0.00072671j 0.00252055+0.00171913j 0.00824474+0.00192588j -0.00145542-0.00806298j 0.00177414-0.0004539j 0.00205405+0.00306147j -0.00510068-0.000190126j -0.00103362+0.000728322j -0.00383025-0.00321412j 0.00142956-0.000328548j -0.00896113+0.00244646j -0.0011652-0.00952719j 0.00536229+0.00269394j -9.03663e-05-0.00021619j -0.000832428+0.000203449j 4.6503e-05-0.00110631j -0.000848442+0.000986929j 0.00188914+0.00103813j -0.000259253-0.00475329j 0.00255038-0.00309511j 0.000978859-0.00242084j 0.000139851+0.00163357j 
6.07718e-05+0.00295368j -0.00401765+0.000670224j -0.000498489-0.000620909j -0.000317023+0.00131892j -0.00145019+0.000375323j -0.0018347-0.00264305j -0.00373444+0.00200498j -0.00104904+0.00112744j -0.00269329-0.00408861j 0.00233889+4.50848e-05j -0.00152645+0.00470879j -0.00222716+0.000407082j -0.0026311-0.00101711j -7.86818e-05+0.00205021j -0.00234468-0.00234604j -0.00118769+0.00134047j 0.00130346+5.39853e-05j 0.000859323+0.00016804j 0.000551841-0.00272354j 0.000441534-0.00100418j 0.00160444-0.00544242j -0.0051068+0.00157086j -0.0012206+0.00180377j -0.00147609-0.000489232j -0.000934113-0.00196893j -0.00235151+0.000402595j 0.00281119+0.00172976j 0.00192129+0.000285327j -0.001705-0.00324134j -0.00133969-0.00205057j 0.000915821+0.000965368j 0.000340746-0.00104692j -0.00101839-5.33977e-05j 0.00270549+0.000292365j -0.00011855+0.00374608j -0.000396109+0.00290442j 0.00241532+0.00126812j 0.0020708+0.000870912j 0.000366374-0.000859872j -0.000880904-0.00104967j 0.00240895-0.00216638j -0.00195398+0.00257384j -0.000385391+0.00318599j -0.000153985-0.00502759j 0.00138667-0.0013212j 0.00274558-0.000447883j -0.0032352-0.00393235j 0.000408623+0.00154266j 0.000626013+0.00492007j 0.00124794+0.00015848j 0.00154802-0.00700771j -0.00239025-0.005969j -0.00355762-0.000355623j 0.00183653-0.000393631j -0.00490331+0.00577445j -0.00221184+0.00027821j -0.000633348-0.00151459j 0.0026395-0.000796944j -0.000853256+0.000153629j -0.000539233+0.00603263j 0.000688035+0.00131538j -0.00252606-0.00055733j -0.00338166-0.00428322j -0.000477454-0.0052048j -0.00583056+0.00114706j -0.00597546+0.000437959j -0.00613331-0.00363071j 0.0053514+0.00518916j 0.00142714-0.00447917j 0.0017526+0.00537008j -0.00318763+0.0038975j -0.00131745+0.000369648j 0.00286949-0.00811901j -0.000439091-0.00113462j -0.00109652+0.00235332j -0.00171137+0.000798307j -0.00163436-0.00604645j -0.00120616+0.0026943j -0.00114337-0.00386933j 0.00147648+0.00342528j 0.00634903-0.0010713j -0.00143669+0.00788676j -0.00426487-0.00634409j 0.0024975-0.00650909j 0.00203688-0.00148234j -0.000863596+0.00453431j 5.80162e-05-0.00124661j -0.00181024-0.00249823j -0.00134109+0.00472079j -0.00185092-0.000504936j -0.00042023+0.000324839j -0.000540195-0.00157559j 0.00240298-0.00374488j -0.000408472+0.000397221j -0.0016102+0.000565108j 
-0.00180892-0.00179072j 0.000772741-0.0022305j -0.000994243-0.00100766j 0.00188638-0.00084544j -0.000226035+0.00236041j -0.00062224+0.000137149j 0.000344649+0.00176132j -0.00128834-0.00445084j -0.000817644+0.00323849j 0.00207915+6.33644e-05j 0.00238133+0.000729471j 0.00334761+9.18228e-05j 9.26838e-05-0.00196589j -0.00145571+0.000976923j -0.00123256-0.00170126j -0.00197722+0.00130398j -0.000855148+0.00191386j 0.000457984-0.00375316j 0.0029111+0.00180163j -0.000153809-0.000317118j 0.000269909-0.00161931j -0.00222704-0.00275636j -0.00128063-0.0033983j -0.000319288+0.00263822j -0.000179758-0.000741106j 0.00356286+0.00278839j 0.00213167+0.00128059j -0.00433837+0.00145442j -0.00136879+0.000722659j 0.000180035+0.00172442j 0.000346782+0.00344894j 0.00152833-0.000359018j -0.001747+0.00281223j -0.00282786+0.00228215j -0.00185438-0.000493819j -0.00106251+0.00044977j 0.000817845+0.00241596j -0.000110369+0.00117692j -0.00051924+0.00170763j -0.000270652-0.00189926j -0.00107594+0.000773048j 0.00395831-0.000607541j -0.00076552+0.000262958j 0.000112758-0.00210815j 0.000479857-0.00373273j -0.00393841-0.000268608j 8.95759e-05+0.000839829j -0.00126715-0.000486532j 0.00300211-0.00258481j 0.000583571-0.00493307j 0.00289341-0.000498281j 0.00288294+0.00107616j 0.00327351+0.00503187j -0.000254848+0.00028077j 0.00198501+0.000319992j -0.00254648+0.00673345j 0.000771342+0.00179565j -0.000363785-0.00301596j 0.00127365+0.00014377j -0.00331845-0.000612893j 0.00497622-0.000772717j 0.00119585-0.00122247j -0.00319583-0.00389716j -0.000924777-0.00206298j 0.00128372+0.00159698j -0.0038724-0.00134779j 0.000299031-0.000824672j -0.0004703-0.00593776j -0.000881256-0.00547015j -0.00685706-0.00195827j -0.000152675-0.00209743j -0.00443091+0.00198833j 8.45716e-05+0.00479771j -0.0026618+0.00178936j 0.00436465+0.00457181j 0.00453573+0.000684684j 0.00427595+0.00277769j -0.00189015-0.00110338j 0.00149497+0.00474711j 0.0050331+0.00146306j -0.00167897-0.000794861j 0.00620471-0.00624002j 0.00632654-0.00449479j -0.00152225-0.00205052j 0.00415081+0.00176462j -0.0060477+0.00306369j 0.00378092-0.00471274j -0.000650558+0.000495118j 0.000623433+0.00209943j -9.90873e-05-0.00164891j -0.00189757-0.000302885j -0.000526934-0.00145225j -0.000804548+0.000136591j 0.000484619-0.000698343j 0.000563379-0.000150087j 
-0.00044944+0.000437645j 0.00125347+3.32504e-05j -0.000459839+0.000609537j -0.00153645-0.00329391j 0.00239559+0.00285373j 0.000666733-0.00288353j -0.00170553-0.00335651j -0.00290507+0.00385434j -0.000283258-0.00227501j -3.38548e-05-0.0052153j -0.00610227-0.000656201j -0.00142659-0.0064228j -0.00203755+0.00097518j 0.00353563+0.00357059j 3.76564e-05+0.00513187j -0.000866149+0.00250768j -0.00142252+1.88699e-05j -0.00190537-0.00295575j 0.0034771+0.000272439j -0.00145178+0.000809702j -0.000446122+0.00429263j -0.000957823+0.00114878j -0.00451313-0.000152424j 0.00266717-0.00268187j 0.00351388-0.00385687j 0.00329155+0.000751601j 0.00350148-0.0021323j -0.00952856+0.00417359j -0.00221643+0.00392166j 0.00167579+0.00683522j 0.00272724+0.00469078j -0.00340323-0.00338082j 0.00121324+0.00565514j -0.00407658+0.0020719j 0.000988365-0.00280717j -0.000155847+0.000148363j 0.000369962-0.000926715j 0.000117635+0.000298211j 0.000704781+0.00217289j -0.000542539+0.00070754j -0.00227632+0.000585614j 0.0032995-0.000844292j 0.000540648-0.00266757j 0.00305634+0.00460522j -0.00394916-0.00255382j -0.00413628+0.0010566j 0.00149633-0.00255526j 0.000456439-0.00122811j -0.00152233-0.00232319j 0.00272257-0.00212925j 0.00309019-0.0013179j -0.00164126+0.000817909j -0.000983606+0.00295106j -0.00556038+0.00125493j 0.0029147-0.000184834j 0.00365346+0.00329882j 0.00411133+0.00498548j 0.000569931-0.000140251j 0.00408206+0.00335665j 0.00160502+0.00252415j -0.00169814+0.00320417j 0.000657009-0.00180705j -0.000776689+9.69686e-05j 0.00183652+0.000175615j -0.000199465+0.00411352j 0.00140566-5.21037e-05j -0.00347597-0.000938867j 5.87336e-05-0.00397607j -0.000331391-0.00426371j -0.00652563-0.00221385j -0.0039126-0.0035396j -0.00523287-0.00311378j -0.00163919+0.00163062j -0.0051308-0.00192451j 0.00563535+0.00140871j -0.00272477+0.00387726j 0.00211931-0.00285037j 0.000171602+0.000711002j 0.0057721+0.00410762j -0.000414595-0.00423417j -0.00955887-0.0035779j -0.00335888-0.00108451j 0.000696874-0.00260636j -0.00139605+0.00377255j 0.0029673-0.000846478j 4.96218e-05+0.00239111j -0.00320056-0.00307431j 0.00107417-0.00213879j -0.00061036+0.00129436j 0.000604634+0.000267456j -0.000921514-0.000684065j 0.00295288+0.00159716j 9.30783e-05-0.000982714j -0.000358798-0.000245582j 0.000468779-0.0010448j 
-0.00535073+0.000908604j 0.000419271-0.00145014j 0.000225962+0.00121852j -0.0001819+0.0016378j 0.000747994+0.0018288j -0.0021887+0.000472115j -0.000967972+0.00035122j 0.00245589+0.00685625j -0.00350341-0.00366157j -0.00190589-0.00123785j -0.000758399-0.00273151j 0.000691707+0.00206917j 0.00109274+0.00184669j -0.00324371-0.00515082j 0.00342051-0.000586625j -0.00165447+0.0011437j 0.000765266+0.000583933j -0.00403255-0.00140939j -0.000299608-0.00238261j 4.36675e-05+0.00128595j 0.00128524-0.000227694j 0.000218398+0.0015358j -0.00214942+0.0017877j -0.000316071-0.00191113j 0.00143414-0.00224716j -0.00255724-0.00164225j 0.00116168+0.000413315j -0.00137568-0.00427086j -0.00145577-0.0010054j -0.00468612+0.0037064j -0.00233575-0.00232633j -0.00101284-0.000348538j 0.00108343-0.00193715j 0.00334055+0.00188752j -0.00173721+0.00200709j -0.00142325+0.00127641j 0.00099092+0.000389321j 0.000417185-0.00263209j -0.000910407-5.57703e-06j -0.000685327-0.0016285j 0.00122543+0.00117198j -0.00101003-0.00144567j 0.00255691+0.000322957j 0.00148807+0.00195041j -0.000321876+0.000125734j 0.00104713+0.00278348j -0.00120433-0.00179623j 7.17967e-05+0.000368205j -0.000176142-0.00176655j 0.000463636+0.000565329j -0.00170568-0.000666897j -0.000961066-0.00248966j -0.00476216+0.00136717j -0.00109169+0.000790594j 0.00116968-0.000518905j 0.00120338-0.00242054j 0.00255471+0.00258862j 0.00481196-0.000235554j 0.000443598+0.0013693j 0.000580864-0.000343149j -0.00369977+0.0047376j 0.00119544+0.000432153j -0.000399887-0.00325933j -0.00275083+0.000403833j 0.000137783-0.00256013j 0.000412339+0.00317053j -0.00566487+0.000947069j 0.00225435-0.00271648j -0.00219539-0.00539597j -0.0050007+0.00243429j -0.005999-0.00339865j 0.00357162+7.86559e-05j -4.3815e-05+0.00496987j 0.00148082+0.000103225j 0.00309093-0.00216097j -0.00300041+0.00178956j 0.00324519+0.00416316j 0.00198772+0.00322526j 0.002441-0.000466965j 0.00253528+0.00124195j -0.00442749+0.00173596j 0.000261218+0.000226738j 0.000261674-0.000297949j 0.0043774-0.0052992j 0.00376991+0.00384211j -0.00019559-0.00054671j -0.00250742+0.00184943j -0.00114823-0.00186605j -0.00450003-0.00263389j 0.0014645-0.00166021j 0.000310732+0.000543032j 0.00358088-0.00584743j 0.00404011+0.00227796j 0.000579817-0.0016471j 0.000218606+0.000476022j 
0.00140975-0.000912825j 0.00133297+0.00133372j 0.000743304-0.00011287j -0.00117229+0.000497608j 0.00142614-0.00278545j 0.00104661-0.00142934j -0.00317226+0.00236375j 0.00394798-0.000560351j -0.00236174-0.00391208j -0.00109877+0.00225955j -0.00717338+0.00225394j -0.00155747+0.000204779j 0.000422006-0.00201633j 0.00120807+0.00130175j 0.000899955-0.000230178j 0.00373108-0.00157522j -0.00206289-0.000731019j -0.00305988+0.0052034j -0.00647229-1.67941e-05j -0.00299265+0.00214722j 0.000740946+0.00396618j -0.000171637+0.00472117j -0.00558489+0.00545164j 0.00529213-0.0129988j 0.00969448-0.00119276j -0.00309346-0.0100923j -0.000693993-0.00152146j -0.00364084-0.00227027j 0.00437556-0.00243279j -0.00257521+0.0093772j 0.00075148+0.00157191j 4.39887e-05+0.00123785j 0.0022359+0.00479525j 0.00533071+0.00265577j 0.00135059+0.000167078j -0.000953492-0.000678195j -0.0013274-0.00243234j -0.000551497-0.00111172j 0.000259358-0.00205291j 0.00223291+0.00173885j 0.0036084+0.00192646j -0.00253239-0.000227151j -0.00100171-0.00706047j -0.0009416+0.00340039j -0.00155738-0.00433187j 0.00253984-0.00330651j -0.00162451-0.000698111j 0.00115275+0.00292362j 0.00465785-0.00232827j -0.00449581-0.00598424j -0.000335328+0.0062722j 0.00256372-0.00050852j 0.00589209-0.000961337j 0.00341505-0.000793j 0.00303735-0.00652532j 0.00168041-0.00167675j -0.000267136+0.00356904j -0.00196618+0.00177079j -0.00197582+0.000181614j 0.00593066-0.00367834j 0.0043631+0.000864479j 0.00179192+0.000764147j -0.00400604+0.00508147j 0.0067986-0.00057184j 0.0038594-0.00282906j 0.00532067-2.54984e-05j -0.00104576-0.00375804j -0.00140981-0.00388239j 0.00310556+0.00349253j -0.00227585+0.000896266j 0.00390411-7.73557e-05j -0.00464214-0.00669655j -0.00642979+0.00196188j 0.00369738+0.00236513j -0.00279346-0.000308209j 0.00155265+0.0014792j 0.00293062-0.00416123j -0.00339829-0.00563457j 0.00209688+0.00319895j -0.00274065-0.00684226j -0.00475424+0.000867801j 0.00392491-0.00335835j 0.00290389-0.0033068j -0.00115864+0.00583645j 0.00110596-0.00149444j 0.00146312+0.00174664j 0.00314087-0.000104589j -0.00070991-0.00324468j 0.000664131+0.000733422j 0.00010508-0.000310817j 7.05978e-07-0.000655667j -0.00389155-0.00107243j -0.00148069-0.0010174j 0.000372131-4.24005e-05j 0.000260552+0.000445944j 
0.00800583-0.00216761j -0.000618289+0.00361924j 7.59523e-05-0.00190488j -0.00110453-0.00133112j -0.00188191-0.00551294j 0.00474435-0.00036064j 0.00226164-0.00110526j -0.00124801-0.00837852j 0.00433302+0.00340293j 0.00146631+0.00385691j -0.000583231+0.00298302j -0.00102659-0.00164974j -0.0012129-0.00218256j 0.00408339+0.00555133j -0.0036096+0.00144835j 0.0023343-0.00119689j -0.000562261-0.000772722j 0.00273936+0.000484552j -0.00073244+0.000492553j -0.00025955-0.000753103j 0.0007266-0.0028032j -0.00279944+0.0013424j -0.000990098+0.000646564j 0.000376834+0.00069805j -0.00138021-0.000433077j -0.00191378-0.000310939j 0.00244056+0.000851017j 0.00122188+0.000742787j -0.000223927-0.00176257j -0.000391666-0.00267915j 0.00131623+0.000615654j 7.80788e-05-0.000159652j -0.000732921+0.000851502j 0.000500625-0.00106451j 0.000717715+0.000768874j 0.000310854+0.00071567j 0.000895208+0.000503933j 0.00178785+0.000332186j -0.000812635-0.000772463j -0.00125488+0.00205295j 0.00013183-0.000606934j -0.000599757-0.000603602j 0.000411084-0.000534573j -0.00281985+8.30305e-05j -0.00113559-0.00225658j -0.00026779-0.00189304j -0.00188046-0.000533029j -0.00131537+0.000143521j 0.00246791+0.000870284j -0.00293389-0.00261907j 0.00136549+0.00167432j -0.00111002-0.00213708j 6.01181e-05+0.00211536j 0.00194599-0.00149295j 0.000128574+0.000660771j -0.00225327+0.000452679j -0.0008162-0.00160431j -0.00192637-0.000980956j -0.00692324-0.00186794j -0.00150232+0.00173155j -0.000878413-0.000723858j -0.0011883+0.000896146j 0.00017307-0.00504551j -0.00366752-0.00151734j -0.000937321-0.000485377j -0.00568551+0.00316396j 0.000909078-0.00309226j 0.00084015-0.00215463j 0.000531408+0.000386047j -0.000512394+0.000694469j 0.00419038-0.000838305j -0.000587875+0.00552816j -0.000826539+8.5405e-05j 0.0048515+0.00362057j 0.00375621+0.00335699j 0.0048402-0.00251337j -0.000398936-0.000490596j -0.00128391-0.00018627j 0.000779938+0.00209304j 0.00319089+0.00287068j 0.00504676-0.0010369j 0.0021359-0.00370258j 0.00585393-0.000759194j -0.000646714-0.00362417j 0.000546322+0.000711804j -0.00273009+0.000134918j 0.00337119-0.00123665j -0.00104827+0.000244484j -0.00420993+0.00459468j -0.00239795-0.000377628j 0.000269949+0.000341626j -0.00348167-0.00300278j 0.0027208-0.00306145j 0.00111057+6.06632e-05j 3.98688e-06+0.00100523j 
0.00517457+0.00107318j -0.00325515+0.00163254j -0.0011798+4.10409e-05j -0.000808862+0.00112183j 0.00286687+0.00369264j -0.00117765+0.000392726j -0.00808838+0.00102841j -0.00193973-0.00245785j 0.008394+0.000950854j -0.00126493+0.000326218j 0.00477632-0.000793522j -0.0024681+0.0028538j 0.00106872-0.00115216j 0.00262943+0.00161733j -0.00198488-0.0028222j 0.00200261-0.00143484j -0.000276294-0.00137948j 0.00166987+0.00407287j -0.00571918-0.000241023j -0.00247584-0.000571056j 0.00255756-0.00126957j -0.00265284+0.00105643j -0.00279597+0.00351833j 0.00370427-0.00521001j 0.00132471+0.00026646j -0.00403969-0.00480003j 0.00233329+0.000591068j 0.00248351+0.000210689j 0.00349893-0.00396423j -0.00192689-0.000902979j 5.01491e-05-1.45835e-05j -0.00122017+0.00116829j -0.000550493+0.000437014j 0.00271739-0.000725052j 0.00179617+0.00171396j 0.0001823+8.95341e-05j 0.000184298-2.31743e-05j -0.00117233+0.00221108j 0.000528304-0.000796581j -0.000657457+0.00117092j 0.00158642-0.00248375j -0.00199428+0.000856447j -0.00168744-0.00178363j 0.00525159+0.0010036j -0.000843527-0.00497487j -0.00356253+0.00296569j -0.00123632-0.00159125j -0.00424467+0.000157323j 0.00114407-0.00372454j 0.00644379-0.00435676j 0.00531852-0.00229983j 0.00207756+0.00105982j -0.00315503-0.00380278j -0.00666875+0.00109085j 0.00347346-0.00348693j 0.00152629-0.00499886j -0.00213075-0.00130165j 0.00299456-0.00419069j 0.00992735+0.00140092j 0.00421698-0.0037056j -0.00212338-0.00371565j -0.00122046-0.00274613j -0.00515142+0.000394942j 0.0029146+0.00291879j -0.00178655+0.0100018j 0.00489389-0.00490287j 0.0026317-0.00207053j -0.00537413-0.000100582j 0.00228431+0.00105597j -0.000449193-0.0023167j 0.000936239-0.00291148j 0.00232479+0.0041284j -0.00476321-0.00315433j -0.00649562-0.00547079j 0.00315151+0.000844764j 0.00291959-0.00415923j -0.000359668-0.00783582j 0.0033807-0.00207082j 0.000119217+0.00240167j 0.000530635+0.00568517j -0.00659842+0.000422943j -0.00182651-0.0033692j 0.0031983+0.00257953j -0.00586235+0.00199733j 0.000334125-0.000923193j -0.000357123-0.00488055j 0.00231545-0.000662321j -0.0025941+0.00481652j -0.00312756+0.00102943j -0.000471538-7.08301e-05j 0.000762404-0.000902256j -0.0036046-0.00220872j 0.000100057-0.000792592j 4.19211e-05+0.000289346j -2.5641e-05+0.000863269j 
-0.00220866+0.000538475j 0.004017-0.00161227j -0.000200092+0.000287219j -0.000607358-0.00465675j 0.00204163+0.00203419j -0.000294647-0.00465185j -0.000101386-0.000843759j -0.00155352+0.00106974j -0.00705087-0.000663806j 0.00149257-0.00573317j -0.00994416+0.00483251j -0.000808922-0.00972253j -0.00364858-4.67234e-05j 0.00412408+0.00569728j -0.000712279+0.00545158j 0.000603522+0.00146203j 0.000156971+0.00038731j -0.000980343-8.15478e-05j 0.00459758+0.000718386j 0.00209806+0.00101212j -0.00341886+0.0053576j 0.00491348-0.00206733j 0.00340003-0.00113709j 0.000841741+0.00638756j -0.0029724+0.00264693j 0.00198444+0.00601943j -0.00119166-0.00019313j -0.00354112+0.00521401j -0.00128652+0.00702117j 0.00872271-0.00157367j 0.00186793+0.00219006j -0.00260369-0.00298329j 0.000636384+0.000804176j -0.00480312-0.00186201j 0.00138218-0.00202916j 0.0025322-0.000992297j 0.000211111-0.00159677j 0.000710029-0.000834892j 0.000196627-0.000157319j 0.00112691-0.000694801j -0.00107828+0.00151623j 0.00108961-0.000320805j 0.000808979+0.000936883j -0.00113877+0.00117851j -0.00136786+0.0033895j -0.00107256-0.00258137j 0.0027515+0.0059935j 0.00163223-0.0021368j -0.00524696-0.00304971j -0.000362052+0.0056556j -0.00338645+0.000497626j -0.00272619+0.000333043j 0.00142137+0.00315928j 0.000360946+0.000447911j -0.00393685-0.00114007j 0.00191807-0.00196457j 0.00100008-0.00298209j 0.000553256+0.00160145j -0.000866716-0.00106126j 0.00234763+0.000602725j -0.00531407+0.00223729j -0.00402165-0.00232433j -0.00183885-0.000681629j 0.00112866-0.000308198j -0.000627314+0.000256888j -0.00200574-0.00495153j -0.000549357-0.00391871j 8.44957e-06-0.00129312j 0.00271761+0.00123386j -0.00205094+0.00175194j 0.00186405-0.00373602j 0.00251661+0.0090671j -0.000444472+0.00373298j 0.000228997+0.00421659j 0.00758162+0.0012931j 0.00627137+0.00222231j 0.0041793-0.000777617j -0.00198403+0.00377707j 0.000161862+0.00108325j 0.00624487+0.00222713j 0.00394078+0.00678814j -0.00257419-0.00778465j -0.00181514+0.000463511j -0.010834-0.00247499j 0.00152208-0.00530352j 0.000260146-0.00278832j 0.0021369-0.00177619j -0.00436407+0.00498746j -0.000458503+0.00423527j -0.00175434+0.000521967j 0.00102182-0.00131832j -0.00798696-0.000660235j 0.000977683-0.00485419j 0.00137967+0.00145278j -0.000556493+0.00134684j 
-0.00795015+0.00392023j 0.00129666-0.00426825j 0.00098642+0.00176349j -1.0062e-05-0.00157315j 0.000827855+0.00434804j -0.0026474-0.00106459j 0.00218639-0.00337434j -0.000484042+0.00752642j -0.00607458-2.29751e-05j -0.000550631-0.00642632j -0.00258855-0.000724295j 0.000102657-0.00535608j -0.00128304+0.00325865j -0.00185156-0.0021888j 0.00323908+0.00251095j -0.00332269+0.000286069j -0.000452219+0.00259117j 0.00246881+2.55054e-05j 0.00127912+0.00165783j -0.00250725-0.00363467j -0.00110867+7.05051e-05j -0.00396032+0.00110934j -0.00121251-0.000423272j 0.00242678-0.000679018j 0.00143948+0.00391633j 0.00192418+0.000357019j 0.00124311-0.000404543j 0.00068545+0.00545766j -0.000318655+0.00190666j 0.00701646-0.00436571j 0.00556517+0.00734164j -0.00217929-0.0037405j -0.00330654+0.00635062j -0.00567683-0.0020277j 0.00553216-0.00284893j -0.000317705-0.00034893j 0.000611134-0.00109237j -0.000650022+0.00172616j -3.5103e-05+0.000290095j 0.00094376-0.000432245j 0.00140689-0.00293739j -0.00269616+0.00374531j -0.00268483+0.000603035j 0.00220073-0.000551207j 0.00304839-0.00294227j 0.00373863-9.83013e-05j 0.00123382-0.00577545j 0.00272108-0.00333487j 0.00244427-0.00173772j 0.0013087-0.00717729j -0.00202656-0.00141j 0.000790306-0.00227121j 0.00443933-0.004219j 0.00401533-0.000197937j -0.000166543+0.00210847j -0.0075629+0.00360421j -0.0017402+0.000804106j -0.000760225-0.00129836j -3.02852e-05-0.000507294j -0.00109251+0.00513865j 0.0066545-0.000888181j 0.00116367-0.000449305j 0.00363968-8.67205e-05j -0.00359862+0.00122269j 0.00137517+0.00303019j -0.00185042+0.00539658j -0.00115037+0.00131698j -0.00387228+0.00317831j -0.00147144-0.00166277j 0.00281988-0.00105214j 0.00109279+0.000663039j -0.000964426+0.00158745j -0.00112676-0.00485971j 0.00450849+0.00103539j -0.0032547-0.00157897j 0.00537387-0.00190684j -0.000180594-0.00559234j 0.00201161-0.00207317j -0.00120284-0.000334073j -0.00188718+0.0016869j 0.00391005+0.000426869j 0.00364565+0.00263639j 0.00284949-0.00103051j 0.00111615+0.00154054j -0.00398023-0.000115433j -0.00118131+0.000243566j 0.0050673-0.0017044j 0.000553816+0.000185406j -0.000221815+0.000350857j -0.000818873+0.000112583j -0.000493871+0.000125027j -0.00218238-0.000894796j -0.00220823-0.000754618j -0.00155485+0.001307j -0.00133632-0.000851017j 
