0.123771-0.0150528j -0.0120929-0.123811j -0.0477446-0.027399j -0.0344136+0.0568394j 0.0153266-0.0160263j -0.0300689-0.00666449j 0.00767095+0.00663956j -0.0371615-0.0045712j -0.0109857-0.00821985j 0.0210072-0.0045517j -0.00786633-0.015889j 0.0194495+0.0270409j -0.006059+0.0295521j -0.0266567+0.0128861j 0.0110049+0.0223164j -0.211503+0.0194808j -0.00909459-0.204728j -0.214892-0.0853539j -0.135624+0.242103j 0.230401+0.0508721j -0.0860101-0.105356j -0.000224751-0.0642238j -0.0761334-0.14772j -0.0881427-0.108817j 0.0131939-0.104325j 0.0953056-0.0479151j -0.00225862-0.0204955j 0.0283235+0.0346089j -0.0300083+0.20085j 0.0444793-0.0809364j -0.0204293+0.0856595j -0.0352553-0.146642j 0.126546-0.114738j -0.199516+0.136903j 0.185801+0.0871041j -0.397122+0.109003j -0.13074-0.420314j 0.0741494-0.110386j -0.112709-0.0415496j -0.0599052-0.0238567j 0.014173-0.0692349j -0.0151181+0.0568349j 0.109402-0.0137443j 0.073542+0.0193141j -0.0131662+0.0221629j 0.0488406+0.0385158j -0.00150953-2.56844e-05j 0.0125698+0.0190952j 0.0113569+0.0382832j -0.00135783-0.00120887j 0.0231653+0.0163746j 0.0163856+0.0223413j 0.0216231-0.00222368j -0.00633943-0.00514315j -0.021356-0.0121667j 0.0116351+0.0372749j -0.0115115+0.0148712j -0.00271602+0.0116987j -0.00321864-0.0102423j 0.0120262+0.00148065j 0.00595759+0.00612979j -0.0133063-0.0172477j -0.00726897+0.00449921j -0.000422312-0.0112374j 0.000947764+0.0126968j -0.00030958-0.00343655j 0.000762807-0.00898234j 0.00174183-0.00183701j -0.000289674-0.0069501j 0.00117044-0.0121803j 0.0125783-0.00374563j 0.000781724+0.0124872j -0.00629201-0.00836671j -0.00402169+0.001142j 0.00259289-0.00596106j 0.00796163+0.0025222j 0.0033406-0.0049998j -0.0159156-0.013841j 0.00588702+0.001406j 0.00295047+0.0197206j 0.00387514+0.0272694j -0.0104586-0.017339j -0.00087854+0.00575349j 0.00160609-0.0211058j -0.00827398+0.0149279j 0.00697398+0.00261664j 0.00844248-0.00679509j -0.0157298-0.0149659j -0.000982485-0.0322217j 0.0229379+0.000925024j 0.00117118-0.0273957j 0.0191182-0.0031749j -0.00336515-0.0338422j -0.0372287+0.00909721j -0.012005-0.0466027j 
-0.00455061+0.00437088j 0.00375706+0.0064286j -0.00902277+0.0104784j 0.00190791+0.00364579j -0.00824073+0.00167777j -0.0022327-0.00442391j 0.00445111+0.00155079j 0.00352785-0.00354775j -0.00269819-0.00309841j -0.00703612-0.00530813j -0.00402406-0.00615983j 0.00317973-0.00697514j -0.00159214+0.0107081j -0.00506889-0.00035238j -0.00359452-0.00126j 0.00713921+0.00568574j -0.00405831+0.00642225j -0.00320029-0.0100973j -0.00784338+0.00448376j -0.000844241-0.00573062j 0.00471726+0.00375184j 0.00389972-0.00223417j -0.00162154+0.00166698j -0.006444+0.000306234j -0.000291331+0.00480913j 7.66505e-05-0.000853824j 0.00207699-0.000885908j 0.00449854-0.004642j 0.00132672-0.00389484j 0.00401528+0.00199454j -0.00222763-0.001443j -0.0108315-0.00587776j -4.98022e-05+0.00462637j -0.00531023+0.00372732j -0.00449365+0.0105601j 0.00511222+0.00161245j 0.000658635+0.00276019j -0.00218495-0.0027141j -0.00244212+0.00180382j 0.00562041-0.00482465j 0.00276734+0.00338518j 0.00559436+0.00638305j 0.00496222+6.79104e-05j 0.00223198+0.000202042j 0.000118079-0.0091564j -0.00518069+0.00581021j 0.0140414+0.00474604j -0.0053161+0.01349j -0.00772197-0.00160057j -0.00185408+0.00335545j 0.00125122+0.00102643j -0.0100527+0.00190434j -0.00167984-0.00521386j 0.00878417-0.00559519j -0.00742811+0.00145622j 0.00128252-0.00442609j 0.000122514-0.00100688j -0.00773982+0.000662972j 0.00396083+0.000724074j -0.00218578-2.24439e-05j 0.00499989-0.00600314j 0.000930736+0.00259089j -0.0063594-0.00600612j -0.00283965-0.00213897j -0.00184862+0.0082104j 0.00159028+0.000909063j -0.000624132+0.0011019j 0.00233119+0.00705786j 0.00642541-0.0021085j -0.00436555+0.00310401j -0.0010364+0.00177545j 0.00104874-0.00507719j 0.00307501+0.00348096j -0.00334206+0.000672572j -0.00583399-0.00162963j 0.00591484+0.00683363j 0.00206304+0.00516748j 0.0018622-0.00526239j 0.00417086+0.00278657j -0.00200597-0.00430497j 0.00252902+0.00431524j 0.0056374+0.00582995j 0.00035587-0.00343822j -0.00886273+0.00166882j -0.00295424+0.0155793j 0.00647661-0.00135251j -0.00947746-0.00547979j -0.00181053+0.00322j 0.00660776-0.00214219j -0.00793158+0.00156693j 0.00188507+0.00861203j 0.00314379-0.0126143j -0.0143129+0.000586979j -0.00248135-0.00185898j 0.00335393-0.00320424j 
-0.0031711+0.00166752j 0.000636859+0.00316654j -0.00379765+0.000906226j 0.00275627-0.00083154j -0.000651547+0.00422448j 0.00665686+0.000263402j -0.00180671-0.00314382j 0.00356096+0.00274517j -0.00690554+0.00257339j -0.00430926-0.00192023j -0.00149559-0.00159841j 0.00282823-0.00307679j -0.0022474+0.00146161j -0.0027093+0.0031162j 0.00349914+0.00163149j 0.0074861+0.00466191j -0.00533928+0.00756666j 0.00363842+0.00178983j 0.00152522-0.000896501j 0.0103618-0.0124835j -0.0177869+0.00272505j -0.00538293-0.00905485j -0.00631719-0.00383915j -0.0056194-0.00734473j 0.00750629-0.00694092j -0.00634273-0.00145839j 0.00381964-0.0152192j 0.00140541-0.00237413j 0.00334572-0.000336399j 0.00139564-0.00442066j -0.00846079-0.00703719j -0.0105978-0.00832598j -0.00210074-0.00381024j -0.00329075-0.00109347j -0.00722611-0.00113448j -0.000567274-0.00954043j 0.00974306+0.00065266j 0.00205244+0.00705237j 0.00952649-0.00161155j 0.00181509-0.00648131j 0.0117053-0.00101179j -0.00268842+0.00190968j -0.00311708+0.00297534j -0.0111867-0.0116136j 0.00968233+0.000577493j -0.0010828-0.0228968j -0.00174488+0.00899654j -0.00309954-0.00752228j 0.00276837-0.0142385j 0.00271418+0.000710368j -0.00518185-0.00875563j 0.0140086-0.0114283j 0.00593749+0.00847038j 0.00368495-0.00291223j -0.000910781-0.0102975j 0.00992494+0.00364519j 0.00248471-0.00596297j 0.0038927-0.00341731j 0.0095956+0.00266579j 0.00979761-0.00893131j -0.000729787+0.00416587j -0.00362187-0.00585501j 0.0042182-0.00074491j -0.00573255+0.0102074j -1.21371e-05-0.00397698j -0.00654095-0.00271574j 0.00024027+0.00105388j -0.000457671+0.00545636j 0.00212875-0.00120222j -0.00221599+0.000394836j 0.00246285+0.00197662j -0.00354809-0.00306063j 0.00300416+0.00374309j 0.00481181+0.0070862j -0.0056119+0.00799326j -0.00322812+0.00557905j -0.00685059+0.000397343j 0.0155563-0.00224772j 0.0103473+0.0110829j 0.00257676-0.0037522j 0.00117642-0.00403058j -0.0143517-0.00426054j 0.00742116+0.00489773j 0.00406207-0.00896049j -0.0063591-0.00079592j 0.00645479-0.00521286j -0.00497589-0.00947889j 0.00449982+0.00212977j 2.61147e-05+0.0199293j 0.00582832+0.0093924j 0.00613716-0.00424971j 0.0192514+0.000669515j -0.000466909-0.0176834j -0.00928147-0.0125165j 0.0134228-0.0059688j 
-0.00277975-0.00131885j -0.00147939+0.00427016j 0.000604536+0.00945434j -0.000311688+0.0083806j -0.0105879-0.00510733j -0.0212346+0.00165784j 0.0144436+0.00906471j -0.00961016-0.00672752j 0.0099636-0.0139292j 0.00436267-0.00234858j -0.000509861-0.00370073j -0.00272086+0.00154695j 0.00790001+0.00683165j -0.00162197-0.00766763j -0.0139006-0.00221467j -0.00267239-0.00131849j 0.000493845-0.0023614j -0.00511782+0.00197027j 0.00258385+0.00151994j -0.00125762+0.00575662j 0.00148942-0.00543927j 0.0012214+0.000699893j 0.00112454-0.00106048j 0.00515605+0.000461152j -0.000916734+0.000880513j 0.000883972+0.00178844j -2.8797e-05+0.00514247j -0.00130849+0.00365644j -0.00251792+0.00152616j -0.00195089-0.000918313j 0.00279001+0.00114542j 0.00833811+0.00641517j 3.13695e-05+0.000943507j 0.00405762-0.000424051j 0.00385486-0.00429836j -0.00292337-4.66096e-05j -0.000691818-0.000686672j 0.00271195-0.00540464j -0.00559273-0.00317347j 0.017104+0.0017833j 6.23184e-05+0.0162274j -0.00405306+0.00126971j -0.00636205+0.00512755j -0.00381683-0.0097252j 0.0188809-0.0111845j 0.00454035-0.0197812j 0.0164879+0.00642247j 0.00877216+0.0101758j 0.00929559+0.0020562j -0.00628234-0.0119943j 0.0083252+0.00787215j -0.00785835+0.0117927j 0.00605211-0.0211347j 0.0146906-0.00844146j -0.00339814-0.00352233j 0.00557941+0.0037554j 0.0115863-0.0149101j -0.0205737-0.0119409j -0.00208456+0.00880049j -0.00547572+0.00580479j -0.00521002-0.00677088j 0.00391547+0.00775234j 0.000210417-0.00247879j -0.00561231-0.00744782j -0.002377+0.0155349j 0.00484386+0.000116023j -0.000646837+0.00126673j 0.00463019+0.00440625j 0.00616744+0.0061659j -0.00953549+0.000819583j -0.0125974+0.00303119j 0.00117944-0.0036049j -0.00276793+0.00535552j -0.0177453-0.00248532j 0.00875225-0.00496264j -0.000691389+0.00184677j -0.00219003-0.00611376j 0.0058001+0.00131469j 0.00948537-0.00210054j 0.00242811+0.00747889j 0.00175403+0.00740807j -0.00016578+0.00800679j -0.00569989+0.0139108j -0.00663175+0.00458736j 0.0114344+0.0227341j 0.0130008-0.0124089j -0.00309968+0.00341661j 0.00475593-0.000679767j 0.00657147+0.00777063j -0.0189658-0.00414576j -0.00693101+0.013842j 0.00295817+0.0132503j 0.0123549-0.00122594j -0.00254599-0.00268764j 0.00337817-0.00110278j 
0.000936449-0.0104711j -0.00944259-0.00103636j 0.0114414-0.00976464j -0.00281243-0.00293536j 0.00652361-0.00374212j -0.00120279-3.24727e-05j 0.00153097+0.00401639j -0.00772458+0.0114971j 0.00357278-0.000640293j 0.018698+0.010137j 0.00857+0.00173507j -0.00265607+0.0108272j 0.00285536-0.00871561j 0.00514758-3.43703e-05j 0.00188579+0.00186786j -0.00460471+0.00243342j -0.00306499-0.00387623j -0.00466036+0.00395169j 0.00185335+0.00367024j -0.00107871-0.00517348j -0.00535569+0.00417685j 0.000207848-0.00459561j -0.0110127-0.000197782j -0.0012953-0.00726139j 0.00385059-0.00208781j -0.00328936+0.0033933j -3.59695e-05-0.000303458j 0.00532162+0.005722j -0.00883117+0.00531943j 0.00121781-0.00298767j -0.00461185-0.0101165j 0.00400446+0.00589149j -0.00478686+0.00356672j -0.00164184-0.00498066j -0.00400655+0.00303583j 0.0017568-0.00533425j 0.00549165+0.00159215j -0.00158803+0.00407638j 0.00535441+0.000293175j -0.00396675+0.0130539j -0.0159656-0.00542808j -0.00432907+0.0031188j -0.000930392-0.000279503j -0.0142598-0.0012444j -0.000801975+0.00230771j -0.00788721-0.00993833j 0.000157813-0.00953961j 0.00280036-0.0120861j 0.00745015+0.000497972j -0.00872703-0.0126135j 0.00736821+0.00358693j 0.005844-0.00228016j 0.00780419-0.0164988j -0.00127803+0.00287844j -0.00022038-0.00261473j -0.00192626-0.0023986j -0.00142808-0.00806323j -0.00678926-0.00401396j -0.0120277+0.00201606j -0.000658497+0.00807528j -0.00513189+0.00774705j 0.000873481+0.00781204j 0.00969242+0.00229304j 0.00340703-0.00809598j -0.00324352-0.00708285j 0.00314193+0.00682022j 0.000739598+0.00409732j -0.000927388-0.00371157j -0.00635549+0.0107007j 0.000528712-0.00550903j -0.00486519+0.00624059j -0.00200097+0.0044854j -0.00868515+0.0045648j -0.00880066-0.00710908j 0.0172095-0.00272462j -0.00900525-0.00527872j -0.00181968-0.00977497j -0.00471899-0.00170387j -0.00836388-0.00989965j 0.00893202+0.0106781j -0.00185614-0.00455424j -0.0132947+0.00521273j -6.19736e-05+0.0106307j 0.0011389-0.000555152j 0.0114177-0.0135479j -0.0188-0.00919104j 0.00350042+0.0090967j 0.00150501-0.00751304j 0.00837286-0.00788872j 0.00452454-0.0145377j -0.0156571-0.00376619j 0.00580522+0.00142245j 0.0031843-0.00783257j 0.00298221-0.0075135j 0.00912315+0.00207275j 
-0.00291011+0.000575399j 0.000109694+0.00375813j 0.00289253+0.010797j 0.00419976-0.000400403j -0.00344117+0.00341525j 0.00187707-0.010337j 0.00689593+0.00367312j -0.00100604+0.00987283j -0.00715627-0.000516176j 0.00648271+0.0070119j 0.00120893-0.0101954j 0.00441922-0.00179436j -6.52119e-05+0.0116577j -0.00400972+0.001473j -0.000596584+0.000833302j -0.00570028+0.00202124j -0.0022686-0.00585867j -0.0109673-0.00166186j 0.00154921+0.00822253j -0.00753757+0.000984141j 0.00642837-0.0025493j 0.00817367-0.00275716j -0.00776833+0.000644862j 0.00377786-0.00380546j 0.0020603+0.00655137j -5.25407e-05+0.00231695j 0.0018247+0.0115247j 0.00548558+0.00725512j -0.0130777+0.00511496j 0.00343915+0.000480491j 0.00258343-0.00859065j 0.0109033+0.012893j -0.00358347+0.00997471j -0.000131326-0.00342222j 0.000421737+0.00708636j 0.00627836+0.00496223j -0.00606285+0.00519022j -0.00461366-0.00935762j -0.00945099+0.00374137j 0.0035666-0.00351639j 0.00187603+0.00232178j 0.00825091-0.00074288j 0.000582101-0.00420578j -0.00572743+0.00811637j -0.00377841-0.00433846j -0.0112172-0.0013352j -0.0068594-0.00689666j 0.00379347-0.0051753j -0.0118939-0.0140076j 0.0151623+0.000636106j -0.0113776-0.0101532j 0.00929641-0.0195205j 0.00137651+0.0264243j -0.0169381-0.00667285j 0.00936202-0.0139197j 0.0113284-0.00766892j 0.00520203+0.0190435j 0.00288802+0.00306916j 0.00313884-0.00448624j 0.0234925-0.0150555j 0.0131501+0.00055261j -0.000325478-0.0113219j 0.00666262+0.00100529j 0.00364668+0.011308j 0.00475522-0.00226936j -0.012909-0.00545719j -0.00695807-0.00291334j -0.00627581-0.00113919j 0.000297884-0.00243696j -0.0023722-0.00205474j 0.00530497+0.00238163j -0.0076963-0.0066919j 0.0236089+0.00406747j 0.0184806+0.00859942j -0.00104778+0.00206294j 0.00698181-0.0206493j -0.00568655+0.0120274j 0.00364787+0.00124141j -0.00483524+0.00523731j -0.00046553+0.0135781j 0.00274003-0.00398184j -0.0117643+0.00517668j -0.00732716-0.00173236j -0.00735297-0.0195161j -0.0189668-0.00328697j -0.00262695+0.01563j 0.012812+0.0106058j 0.0129063-0.0135437j 0.00877986+0.000111092j 0.00324808+0.0129716j 0.0155517-0.002237j 0.00186968+0.00504431j 0.00557589+0.000443105j -0.00115018+0.00242592j -0.00170674-0.000644207j 
-0.000496136+0.00278963j 0.00235783+0.000673259j -0.00153725+0.00409346j 0.002699-0.00451651j 0.00317539+0.00669531j 0.0145535-0.00953526j -0.00412927-0.00358124j 0.00694624+0.0085073j -0.0128236+0.00884564j -0.00214924+0.00497791j -0.000814427-0.00622812j 0.00557893-0.00504849j -0.00521569+0.00637267j -0.00406931+0.00584759j 0.00791573+0.0023634j -0.0020819-0.00244171j 0.00297931-0.00125815j 0.00144921+0.00332481j 0.00521599-0.00063432j -0.00143007-0.0133969j -0.013502+0.014781j -0.0102357-0.00331791j -0.0140617-2.63137e-05j -0.00500479-0.00869007j 0.00227241-0.013043j -0.00772139+0.00389886j -0.00475565-0.0105485j 0.00275467+0.00535367j -0.00609626+0.00664117j -0.00247533-0.00574898j -0.0102828-0.00880193j -0.000401819+0.0032963j -0.00871815-0.000868067j -0.00336802-0.00771565j -0.00975812-0.00350352j -0.00496163-0.0124487j 0.0134364-0.0031961j -0.0043828-0.00385096j -0.00415538+0.00417852j 0.0113576+0.00605387j -0.00983465+0.01261j 0.00916078+0.00382744j 0.000860256-0.0099102j 0.00905166-0.00738586j 0.00519845-0.00204134j 0.0133975-0.0009076j 0.016773-0.00425178j 0.00991658+0.0219587j 0.000366997+0.0106573j -0.000544328-0.0058985j 0.0154396+0.00360177j -0.011313+0.0191287j 0.00227893-0.0117729j 0.00882546-0.00542384j 0.000133199+0.00400665j -0.00429214-0.00199058j 0.0127352-0.00171596j -0.0122206-0.00196041j -0.0062111+0.00661922j 0.000216132+0.00956368j -0.00372566-0.0106117j 0.00602239+0.0085959j -0.00669888-0.00254369j -0.00815289-0.0111821j 0.000349359+0.0125596j 0.00577235+0.000849418j -0.000629092+0.00219755j 0.00225434+0.00808039j 0.00493657+0.000260089j -0.00726352+0.0011375j -0.00587358+0.00358188j -0.000923584-0.00670444j -0.0021317+0.00262032j -0.0145804-0.0031711j 0.000216902-0.00442384j 0.00640029-0.00532146j 0.00704985-0.00672518j -0.0053897+0.00537349j -0.00017965+0.00147936j 0.00110221+0.00829885j 0.00710943+0.0101309j 0.00465152+0.000939431j -0.0120871+0.00498875j -0.00852966+0.00466902j 0.00522941+0.0199517j 0.00913487-0.00331445j -0.00341279+0.00465353j 0.000633834-0.00234578j 0.00548068-0.0062381j -0.019351-0.001194j 4.33013e-05+0.0156507j -0.00948415-0.00124869j -0.0024894+0.00947037j 0.00906744-0.000682415j 0.000677618+0.00780962j 
0.00497966+0.00280732j 0.00290532-0.00516036j -0.0110817-0.00203908j -0.00212055+0.00412638j -0.00269091-0.00228117j -0.00067037+0.0115347j -0.00662326-0.00314439j 0.000322951-0.0171016j 0.0058723-0.00314967j -0.0181373-0.0105208j -0.00389211+0.00932563j -0.00325931-0.0030004j -0.00276727-0.00586362j 0.000357643-0.00312846j -0.00259506-0.00182176j 0.00058307+0.00140948j -0.000414702+0.00105618j -0.00408919-0.00571579j -0.00338078+0.00538645j -0.00205659-0.00673252j 0.0014785+0.00246994j 0.00362275-0.0029706j -0.00617694+0.00162919j -0.00391413-0.00321869j 0.00381985+0.00197423j -0.00192721+0.000789082j 0.000769131-0.000991327j 0.00507657-0.000247089j -0.00424522+0.000905805j 0.00383306-0.00106622j -0.00540054-0.0063905j -0.00385816+0.00010637j -0.00209847+0.00645818j -0.00694353-0.000737753j -0.00473924+0.0111288j 0.00602058-0.00181078j 0.00267826+0.00445837j -0.0101327-0.00693057j -0.00693808+0.00930939j -0.0151414+0.00424459j -0.00670809-0.0115214j 0.00430359-0.00553847j -0.00400221-0.0064321j -0.00730224+0.00541865j 0.00317055+0.0107609j -0.000820896-0.00632369j -0.00818574+0.00283097j -0.0115308-0.0105162j 0.0115784-0.0133693j -0.00045625-0.00952401j 0.0158406+0.00776983j 0.00765171+0.0040999j 0.00572433-0.00622055j -0.0125204+0.00780903j 0.012528+0.00841034j -0.000884461+0.00550832j -0.00336439-0.0061625j 0.00236585-0.000128696j 0.00539523-0.00680741j -0.0152931+0.00784054j -0.00877952+0.00547377j -0.00434842+0.00174707j 0.0058017+0.00333773j 0.00528994-0.0020656j -0.00257965-0.00890403j 0.0030028-0.000460247j 0.00988759-0.000362417j 0.000142202-0.00829642j -0.00252974-0.00514461j -0.00138703-0.000987284j -0.000128356-0.00786719j 0.00832723-0.00146287j -0.0192225-0.0158124j 0.00552862-0.00211659j 0.00658158-0.00274526j -0.00454424+0.00466828j -0.0113548-0.0108835j -0.0116641+0.012867j 0.00120878-0.0118794j 0.0056687-0.011366j 0.00867158+0.0121602j 0.00472258-0.0076684j 0.00410719-0.000577073j 0.0104731-0.0123471j 0.00487964-0.00735729j -0.00301691-0.00286736j 0.00170975+0.0174671j 0.0151342-0.00630744j 0.0122701+0.00117253j 0.011311-0.00476677j -0.00589896-0.00943924j -0.00566882+0.00748585j 0.00834993+0.00339525j 0.00543854+0.00287859j -0.00171695+0.0049093j 
-0.00545827+0.00334059j 0.00302856+0.00653489j 0.00344349+0.0141695j 0.00453065+0.000790903j -0.00537594+0.00472857j -0.00290032-0.0119614j 0.0104297+0.00317901j 0.00169062+0.00888086j -0.00783505-0.000796172j 0.00646821+0.00425689j -0.00149121-0.0131501j 0.00529564-0.00479147j 0.00173714+0.0155878j -0.00524897+0.000701272j -0.00291448-0.000294153j 0.00507105+0.00338834j -0.00263034+0.0032815j -0.00773809-0.00240953j 0.000365135+0.00750911j -0.00703481-0.0071599j 0.0050758+0.00342123j 0.00179475-0.00515542j -0.00756623+0.00506111j -0.00865767-0.00256615j 0.00391984+0.00165868j -0.00183672+0.00198103j 0.00126051-0.00134752j 0.0071087-0.0022536j -0.00457083+0.00395537j 0.0051345-0.00168787j -0.0077461-0.00687192j -0.005217+0.00126834j -0.00197554+0.00844651j -0.00976415+0.000541576j -0.00543735+0.0164748j 0.00727216-0.00114866j 0.0015736+0.00405993j -0.0021136-0.00646778j -0.00775699+0.00380885j -0.0151959+0.00611018j -0.000775707-0.0136151j -0.0218812-0.0054062j -0.000743323+0.0144904j -8.7253e-05+4.60303e-05j -0.00906886+0.00872415j 0.00653374+0.0100536j -0.0135709+0.00368384j -0.00577746-0.0192176j 0.0153145+0.007765j -0.00606492+0.00204451j -0.00217416+0.0137452j 0.00187714+0.00626544j -0.00701179-0.0053339j -0.00149786+0.00874459j 0.00187922+0.00986819j -0.00670134+0.00645749j -0.0137182-0.0046599j 0.00499569-0.00220054j -0.00530121-0.00427993j -0.0198163+0.0122481j -0.00746102+0.0041477j -0.00085989+0.00042104j 0.00358427+0.00462188j 0.00964856-0.00412006j -0.00105811-0.0081943j 0.00680163-0.00088725j 0.00312035-0.0022729j -0.00137436-0.0160947j -0.00715553+0.00629074j 0.0112917-0.00352852j -0.0019499-0.00529173j 0.0100155+0.0107557j -0.0144999-0.00775355j -0.00264265-0.00656704j 0.00585885-0.00371474j -0.00702275+0.00918234j 0.000452189-0.00333362j -0.0104471+0.000294292j -0.00765621-0.011907j -0.00452502-0.00654813j -0.012173-0.00432248j 0.0127995-0.00668939j 0.00661636-0.00529519j 0.0128539+0.0192934j 0.0136781-0.0195094j -0.00848709-0.0037154j 0.00601976-0.00186824j -0.00460256+0.00837646j -0.0125589+2.16543e-06j 0.010046-0.00961405j -0.0122462-0.00948212j -0.0027565+0.0111535j 0.0098256+0.00183979j 0.000110464+0.00786332j -0.00942499+0.000725259j 
-0.00206952-0.00213892j -0.00193004+0.00207132j -0.00106859+0.000179065j 0.00100999+0.00903298j -0.0106344-0.00489257j -0.015175+0.0197545j 0.00995473+0.00315581j -0.0154161-0.00964986j 0.011617-0.0197548j -0.00272296-0.00643017j 0.00196543+0.00705069j -0.00576967+0.00703344j 0.00572674-0.00715578j 0.00172199-0.00987757j -0.0135798-0.000757399j 0.00368716-0.00157006j 0.00184754+0.00334098j 0.00289845+0.00257957j 0.00394787-0.00197408j -0.00543782-0.0145723j -0.00794434+0.0169289j -0.0111515-0.00255405j -0.0119559+0.00495983j -0.0118598-0.00480007j 0.000592178-0.0124814j -0.00561376+0.00351792j -0.0061901-0.012222j 0.00442538-0.00120004j -0.000674874+0.00454019j -0.00207841-0.00470337j -0.0134379-0.00464895j -0.00784316-0.00165407j -0.00543553-0.000207738j -0.00704388-0.00269831j -0.0081724+0.00509756j -0.00346686-0.00853208j 0.00944569-0.00427347j -0.00199876-0.000360937j -0.000444728+0.00283183j 0.00217198+2.56217e-05j -0.000786755+0.000311683j -0.000658369+0.00310374j 0.00554802-0.000475179j 0.00562697-0.00111209j -0.013809+0.00266896j 0.00338481+0.0125875j -0.00547182-0.00880916j 0.00722483-0.00225019j -0.00967313+0.00935778j 0.00906738+0.00606207j -0.0135632-0.00310093j -0.000211952-0.0079364j -0.00188069+0.019734j -0.00653208-0.00237733j -0.000260708-0.00518717j -0.00162571-0.00659856j 0.00248006+0.0164661j 0.00659092+0.00378527j -0.00699043+0.000357205j 0.0153394-0.00788743j 0.00913248-0.00399485j 0.00177077-0.00681823j 4.26777e-05+0.00127938j 0.00250713+0.00325249j 0.00420937-0.00320141j -0.00621174-0.00120863j -0.00840365+0.00063356j -0.00559344-0.00112223j -0.00274238+0.00277794j 0.00423213-0.00259228j 0.00584787+0.0038126j -0.00684302+0.000842946j 0.0188718+0.00548452j 0.00714808+0.00152402j -0.00384087+0.00363956j 0.00406082-0.0151346j 0.00991136+0.00886699j -0.00115935-0.00571266j -0.0092993+0.00723348j -0.00357653+0.0135181j -0.00766387-0.00854878j -0.0034881+0.00124067j -0.00793665-0.00409424j -0.00513168+0.00367587j -0.0103094-0.00706161j -0.00586245+0.0120323j 0.00737302-0.00439556j -0.00479603-0.00070122j -0.00726786-0.00416015j 0.0020461+0.00522007j 0.0080551-0.00192205j -0.0014273-0.00456725j -0.00454066+0.00243051j 0.00140146+0.00371691j -0.00477878+0.00132505j 
0.000875765+0.00128696j 0.000793485-0.000645439j -0.00225702+0.00104842j -0.000200233-0.00153638j 0.00117098+0.000994318j 0.00326299-0.00319654j -0.00320284-0.00131008j 0.00402887-0.000279537j -0.0025832+0.00403167j -0.00263467-0.000857265j -0.00179424-0.00110873j 0.0022694-0.00279592j -0.00193622+0.00271024j -0.00128426+0.0015686j 0.00258851+0.000140302j 0.00425754-0.00135498j 0.00207119+0.00453262j 0.00211576-0.0098559j -0.00892465-0.000443431j 0.00753077-0.00309154j 0.00153974-0.00504933j 0.00345805+0.00242657j 0.0116571-0.0053002j -0.00150098+0.00624523j 9.72268e-05+0.00389358j 0.00108656-0.00680451j 0.000984196-0.00685855j -0.00736174-0.00983182j 0.0126918-0.0150907j 0.00280862+0.00339797j 0.00404347+0.00930626j -0.0208006-0.014085j 0.00602917-0.0068492j -0.00302019+0.00786389j 0.000815651+0.00359499j 0.0022192+0.000759232j -0.000222738+0.00132951j -0.00665837+0.00313019j 0.00330313+0.00602287j 0.00803309+0.0164372j -0.0153089+0.00326835j -0.0203109+0.00611348j 0.00234448+0.014072j -0.0115631-0.00539018j -0.0124918-0.00508807j -0.00607608-0.000890314j -0.00244935-0.0198937j 0.0189197-0.0162031j 0.00119831+0.0142641j -0.00147611-0.008881j -0.00779528+0.00618394j 0.00150569-0.00520498j 0.00247766-0.0022387j -0.00150223-0.00699989j -0.00234717-0.0140502j 0.00128578-0.00881886j 0.00596918+0.00786386j -0.0141427-0.00545005j -0.0227135+0.00752673j 0.0167192+0.000403202j 0.00434672-0.000418523j 0.00812609+0.00248272j 0.0113517+0.00157678j 0.00703458-0.00953337j 0.00250428-0.00189425j -0.00165087+0.00287619j -0.0121066+0.00424156j -0.0064595-0.0068016j -0.00422493+0.0219865j 0.00367901-0.0118026j -0.00514994+0.0144983j -0.0081989+0.00501337j 0.0160087+0.0131816j -0.0097851-0.00422939j 0.0208154-0.00536056j -0.00506048-0.0230445j 0.00839299-0.00159195j -0.00525962-0.00774131j -0.0206242-0.00461632j 0.00500364+0.0362178j -0.0159264-0.0133334j -0.0153354+0.012386j -0.0119576+0.012555j -0.00440694+0.0112094j 0.00706203-0.0154799j -0.0203236-0.00115251j 0.0133501+0.00570633j 0.000663715-0.00549701j 0.00110939-0.00630484j -0.00878409-0.00750423j -0.00770271+0.00672067j 0.00372517+0.00970042j 0.00877901-0.00248524j 0.00261975-0.00105418j 0.00168326+0.00297785j 
