-0.141195+0.124858j 0.120776+0.164905j -0.230323+0.0780471j -0.0281299-0.234369j -0.125958+0.06353j 0.0952071+0.0637347j -0.0441512-0.148181j 0.209247+0.00578966j -0.0194897-0.0481936j 0.0304405-0.00702178j -0.05123-0.072752j 0.0131611+0.078483j -0.1057+0.137952j 0.049807+0.0468455j 0.035424+0.0372287j -0.0341385+0.0423103j 0.011913+0.0150023j -0.0203387-0.0508331j -0.0286334+0.0138611j 0.175127+0.121478j -0.0886729+0.0408399j 0.0276371-0.0330742j -0.071499-0.0601919j 0.0916994+0.0608499j 0.0187893+0.017034j -0.0981881+0.03852j -0.00872285+0.0948556j -0.13917-0.065762j -0.0147677-0.0427844j 0.0420247+0.0935963j -0.0054635+0.116565j -0.0711187-0.0158136j 0.0066321+0.0514823j -0.0161942-0.0170163j -0.0219071-0.0487447j -0.00863934-0.0498352j 0.013693+0.0312797j -0.0299697+0.024884j -0.104146-0.00209868j 0.0414143-0.05909j -0.068085-0.0443452j -0.00480424+0.0279541j 0.0202196+0.0626983j -0.022937+0.0906427j -0.0400351-0.0308879j -0.045997-0.0886783j 0.0953042+0.00466653j -0.0260094-0.021083j -0.0597477+0.113862j -0.0461837+0.0966159j 0.0657037-0.0425065j -0.0465499-0.0702033j 0.108365+0.044013j 0.000971513+0.0327045j 0.0118998+0.0475966j 0.0630249+0.0806599j 0.0400043+0.0226161j -0.00307442+0.0757308j 0.0457014-0.0873601j -0.0428637+0.0134615j 0.0500058+0.0921003j 0.0584495+0.0698394j -0.0456123-0.179554j 0.0317674-0.0818142j -0.106811-0.0851727j 0.131114-0.0563347j -0.14963-0.135341j -0.173085+0.120942j 0.152045+0.100554j -0.125228+0.166209j 
0.00149542-0.000373548j -0.000697346-0.00116165j 0.000649098-0.00176069j 0.00197944-5.71827e-05j 0.00387589-0.00156781j 0.00241988-0.000489552j 0.00171983+0.00162184j 0.00278609+0.000713079j -0.000267959+0.00107627j -0.000872606+0.000181581j 0.00222708+0.00190507j -0.000880947-0.00147072j 0.000539126+0.000996422j -0.00128959+0.000541119j -0.00144143-0.00323026j 0.000744122-0.00541105j -0.00357255+0.00186699j 0.00423484-0.00398833j -0.00147576+0.000385003j -0.000873051+0.00362946j 0.00321855-0.000727446j -0.00347267+0.000643245j 0.000980402-0.00069972j -9.49215e-05+0.00431422j 0.00137872-0.000234113j -1.54094e-05-0.00083465j 0.00122478-0.0030663j 0.00127539+0.00356423j 0.00671294+0.00138464j 0.00165503-0.00044786j -0.00113004+0.00566796j 0.000498838+0.00295793j -0.00143668+0.001771j 0.000968799+0.00275703j -0.00687158+0.00188915j 0.00110882-0.000164351j 3.31877e-05+0.00135967j -0.000321195+0.000979477j 0.00184106+0.000645246j -0.00187793+0.00391306j -0.00281967+0.00287994j -0.0063935-0.00111006j -0.00115686-0.00347919j -0.00283631+0.000917829j 0.000613092-7.32241e-06j -0.00440155-0.00156415j 0.00303465-0.00458881j 0.000976989-0.00436738j -0.00199347+0.00292418j 0.0033832+0.00123278j -0.00053837-0.00146868j 0.00268903+0.0030246j 0.00728286-0.000785234j 0.00422428+0.000246784j -0.000849475-0.00598203j 0.00157204+0.00226899j 1.66497e-05+0.00373515j -0.00263074+0.00168003j 0.00175241+0.00298878j 0.00339627-0.00295691j 0.000428963-0.000646788j -0.000823753-3.26304e-05j -0.00177285-0.00291995j -0.00232047+0.0022319j 0.000678627-0.00148632j -0.00295663+0.000400608j 0.00260751-0.000844955j 0.00248861+0.00120635j -0.00136332-0.00164027j 0.00108938-0.000881944j 
-0.000271655+0.00083368j 0.00125152+0.000824208j -0.00262159+0.000722205j -0.00181177-0.000228594j 0.000344379+0.000892019j -0.0012043+0.000508192j -0.00105242-0.000277094j -0.000458828+4.84622e-05j -4.53339e-05+0.000248981j 0.000720065-0.0010264j -0.000641211-0.00159739j -0.000618102+0.000842574j 0.00155763+0.00142333j 0.000557155-0.000148105j -0.000462797-0.00317397j -0.00283776-0.0001015j 0.000773035+0.00106106j -0.00260094-0.0019952j 0.00154299+0.00456099j 0.00193097-0.00367293j -0.000935141+0.0024025j -0.000249715-0.00136703j -0.00094888+0.00211731j -0.000136748-0.00343143j -0.00376611+0.000557583j 0.000313379-0.000804987j -0.0023441-0.00201914j -0.00376236+0.0019765j -0.0026766-0.00132417j -0.000225397-0.00587212j -0.0018101-0.00417999j -0.00477147+0.00114156j -0.00127887+0.002433j -0.00026818-0.00112104j 0.00566386-0.00454628j -0.00313022+0.00147637j 0.00444252+0.00581974j 0.00220616-0.00480663j -0.00091369-0.00426825j -0.000722086-0.0026559j 0.0034215-0.00435304j 0.0037574-0.0010737j 0.000227352+0.00274479j 0.00242664-0.000626104j 0.00115321-0.0014819j 0.00520261-0.000906088j -0.00267864+0.00100644j 0.00502855+0.00252218j -0.00303609-0.00307285j -0.00145946-0.000825866j -0.000543036+0.000160666j 5.45613e-05-0.00140814j 0.00155695-0.00236879j 0.00188346+0.0035095j -0.00302391+0.000172596j -0.000677158-0.00139344j 0.00160884+0.00121971j 0.00230718-4.81255e-05j 0.00252917-0.00281594j -0.00113829+0.000791314j -0.000258416+0.000561078j 0.000557372-0.000239485j -0.00184676+0.0015066j 0.000743263+0.00233077j 0.000804638+1.87293e-05j 0.000760686-0.000589306j -0.00124964-0.00186887j -0.00183615-0.000499251j 0.00112155+0.00166443j -0.000750362+0.0011571j 
-0.00105449-0.000631559j -9.48593e-05+0.00102595j 0.00226525-0.000601716j 0.00115244+0.000389542j -0.00160777-0.000841386j -0.00151898-0.00323595j -0.000103039-0.000728781j 0.00160573-9.13842e-05j 0.00244524-0.000920037j -0.000497993+0.00169134j 0.00165598+0.000545019j -0.00136051+0.000696811j -0.00103162-0.000295173j 0.00205894+0.0027432j -0.00125635+0.000205848j -0.000352958+0.000563482j 0.00119557-0.00257387j 0.000239237-0.000544154j 0.00114778+0.00135606j -0.00207551-0.00047162j -0.000237303+0.00142022j 0.000343493+0.00177874j 0.00016389-0.000400837j -0.00283547-0.00042196j -0.00164334+0.00136317j -0.00250491+0.00316328j 0.00235972-0.000472232j 0.00450274+0.00327132j -0.00476381+0.00269752j -0.00048053-0.00219762j 0.00140391+0.00573843j 0.000205818-0.00348429j 0.000435642+0.00234037j -0.00233248+0.00064868j 0.00139995-0.00154513j 0.00309221+0.00211835j -0.000816846+0.00308287j 0.00127988+0.00298451j 0.00527583-0.00297436j -0.00244363+0.00179754j -0.000201444+0.00458057j -0.00430486-0.00648689j 0.00130583+0.00023528j -0.0060725-0.00307616j -0.00164031-0.00671727j 0.00248571-0.000142426j 0.00396325-0.00302134j -0.00643709-0.00293208j 0.00880026+0.00955032j 0.000592691+0.000386157j -0.00139904+0.00712776j -0.00197135-0.00329482j 0.00581471-0.000505792j 0.00294292-0.00164035j 0.00206331-0.00217056j 0.000893277-0.0036372j -0.006235+0.00199639j -0.00327807-0.000410782j -0.00116589+0.0028844j 0.00350846+0.0015627j -0.000179576+0.0050411j 0.00548449-0.00158138j 0.0013556-0.0021919j 0.00134284+0.00183655j 0.00152206-0.00305288j -0.00188532-9.77361e-05j 0.000739617+0.00111812j 0.00287647+0.000507813j 7.86894e-05+0.000143645j -0.000385369-0.000456132j 
0.000205116-0.00136001j -0.00159719-0.000163934j 0.000656583+0.000426959j 0.000216144-0.000460757j 0.000669589+0.00183639j 0.00248918-0.000281242j -0.000226389+0.000652579j -0.00167752-0.000412958j -0.000600714+0.000920425j 0.001063+0.000174718j -0.000855175+0.0013843j 0.000781294-0.00100512j -0.000995385-0.00127099j -0.00171531-0.000585996j 0.00177972+0.00111302j 0.00204321-0.00160041j -0.000921308+0.00378447j 0.00218058-0.000488665j 0.000700616-0.0016509j 0.00167886+0.00107154j 0.000214601-0.0020712j -0.00135878+0.000826432j -0.00184279-0.00162228j 0.00140943-0.000798827j 0.00280458+0.00201407j 0.00113368+0.000567136j 0.00250591+0.000861221j -0.00188542-0.000436953j 0.00284004-0.00129029j 0.000485234+0.000631049j 0.000373583+0.000916656j 0.000346457+0.00202115j -0.00103293+0.00197284j 0.00589805-0.000834641j 0.00063595+0.00266428j -0.00311246+0.0019366j 0.00243074-0.00209838j 0.000520177-0.00318479j -0.00387689+3.51278e-05j -0.00171949-6.25059e-05j -0.00255039+0.00121309j 0.00307067+0.000626703j -0.0041504-0.000346817j 0.000358064-0.000756421j 0.00214125+0.00172425j -0.00185041+0.00181551j -0.00102462+0.00106083j 0.00413426-0.00365385j -0.00432831-0.0050067j 0.00162098+0.000132175j -9.84927e-06-0.000214281j -0.00047351+0.00348526j -0.00350384+0.00324535j -0.000667808+9.66636e-05j 0.000177113-0.00160592j -0.0013382+3.61522e-05j 0.00252238+3.78662e-05j 0.0015489+0.000930885j 0.00132265-0.00180062j -0.00121532-0.00133783j 0.00110048-0.000834404j -0.00309381-0.00378739j 3.84423e-05+0.00158113j 0.000308243-0.000860191j -0.00179143-0.000501353j -0.00061177-0.000159862j -0.00154593-0.000212456j -0.00149122+0.00144782j -0.00105904+0.000317106j -0.00019003-0.00119172j 
0.000284664-0.00107401j -0.00115694-0.000840193j 0.00135165-0.000291714j 0.000234801-0.000922089j -0.0011261+0.00168123j 6.73185e-05-0.000444827j 0.000655281-0.000199868j -0.0015612-0.00144849j -0.00105194-0.000600701j 0.00211147+0.00184487j 0.000384232+0.000837273j 0.00232042-0.000361456j -0.00287434-0.00251817j 0.000439155+0.000546954j 0.000646795+0.00367592j 0.0019789+0.000375842j 0.00027866+0.00240838j -0.000161032-2.42321e-05j -0.000953445-0.00355157j 0.000250015+0.000550306j 0.00104412+0.000215611j 0.000922731+0.00177302j -0.00243911-0.00165421j -0.00172245+0.00114522j 0.00170737+0.00106738j 0.00175035+0.00343184j 0.00454783+0.0029065j 0.000749549-0.00266605j -0.000795029+0.000631888j -0.000285152+0.00173969j 0.00271486+0.00259529j 0.00469685-0.000450324j 0.000597626+0.00264726j 0.00612364-0.00146459j 0.00420986+0.00504755j -0.00375319+0.00146218j 0.00226964+0.00103648j 0.00218049+0.00231789j -0.00403897+0.00186605j -5.10445e-05-0.000594258j -0.00016328+0.00473111j -0.00103272-0.00185992j -0.0017293-0.000943856j -0.00222313+0.000534501j 0.000917688-0.00115619j -0.00110625-0.000329113j -0.00197524+0.00102247j 0.00171872-0.00144255j 0.00164793+0.000507358j -0.0032965+0.0025903j 0.00203032+0.00158769j -0.00398251+0.00189233j -0.00431623+0.00209807j 0.00296762-0.00363241j 0.00129778-0.000175699j -0.00103123-0.000533047j -8.46411e-06+0.00287079j -0.00453305-0.00362338j -0.00254034+0.00251214j -0.00096974-0.00180366j 0.00100253-0.00101247j -0.00151969-0.00212115j 0.0045307+1.51921e-05j -0.000992162-0.00397209j -0.00262365+0.00295508j 0.00091767+5.50081e-05j -0.000783016+0.00187626j -0.000823208-0.00119158j -0.000447397-0.000713428j 0.000463057-0.000914563j 
-0.000284934+0.000423276j 0.000794924+0.000686685j 0.00225956-0.000468713j -0.00107251+0.00235323j -0.000323399-0.000160293j -0.00164342-0.00270673j 0.000294606-0.00272219j 3.5137e-05-0.000162619j 0.000677185-0.002253j -0.000272672+0.00100787j 0.000651263+0.000517673j -0.000739661+0.00207993j -0.000259723+0.00109239j 0.0011439-0.000524591j 0.0021162+0.00269063j 0.000703465+0.000221289j 0.00292106-0.00298506j -0.00169352-0.000903877j -0.00133499+0.00191996j -0.003864+0.000660378j 0.00117688+0.0005569j 0.00129558+0.00213372j 0.00306075-0.00255008j -0.000935697+0.000985939j -0.00195964+0.000981018j -0.00191885+0.00138344j -0.00209349+0.00036732j -0.000350836+0.000658763j 0.00268358-0.00116197j 9.17618e-06-0.00104566j 0.000965089+0.00411589j -0.00441284+0.00399795j -0.00386015+0.00531395j 0.0038433-0.00244649j -0.0058432-0.00167512j -0.00485934-0.000990122j -0.0003376-0.00189571j -0.00418258-0.00127949j 0.00338797-0.000717392j 0.000310974+0.00436484j 0.00338611+0.00250427j -0.002378-0.00562794j 0.000130414-0.00019889j 0.00134689-0.00186589j 0.00047892-0.00224349j -0.00182917+0.000160737j 0.00181173-0.00109887j 0.00314107-0.00767248j 0.000961412-0.00187864j 0.00564318-0.00347971j -0.00472428-0.00223559j 0.00145992-0.000681904j 0.00138987-0.0025517j -0.00190556-0.00217224j -0.00142846+0.000373785j 0.00551061-0.00467307j 0.00178573+0.000695666j -0.00110805+0.00551477j 0.00459908-0.000650328j -0.00219968-0.00191806j 0.00132889-0.000932323j 0.00103909+0.00039566j -0.00170952-0.00292702j 0.000396436+0.00153499j 0.000186029-0.00195019j 0.00157892+0.00313527j 0.000906633+0.000597292j 0.00324675+0.00043344j 0.000599298-9.81723e-05j -3.85723e-05+0.0010434j 
-0.00204067-0.00105953j -0.0015295+0.00182053j 0.000186168+0.00148085j 0.00209575-0.001918j -0.000943536-0.00233181j 0.000926508-0.00216545j -0.000245408+0.000251555j -0.000625408-0.00282322j 0.00106402-0.00122307j -0.00217973+0.00283353j -0.00102662+0.00406115j -0.00122446-0.00116073j -0.00120189-0.00127213j -0.00026238+0.0022581j -0.0039948+0.000789484j -0.000913141-0.00105139j -0.00012284+0.00109917j 0.00150231+0.00298667j -0.0016371-0.00210725j 0.00396553+0.00159741j -0.000898103-0.000368163j -0.00280613+0.0022683j -0.00362232-0.00214736j 0.00190366+0.00123162j 0.00221942+0.00386684j 0.002011+0.00293984j 0.00257912+0.0036532j 0.000690637-0.000294993j -0.00275705+0.00180146j -0.000501087+0.00167692j 0.0014084-0.00342697j 0.0021246-0.000605953j 0.00455463+0.00127029j 0.000165801+0.00443986j -0.000379597+0.00245796j 0.00965992-0.00204858j -0.00247953-0.00196512j 0.000417217-0.000760571j -0.000837833+0.00216752j 0.000405127-0.00239691j 0.00536269+0.00430238j 0.00586541-0.000692994j 0.00397651+0.00307689j -0.00254859-0.00545844j -0.000574349+0.000682617j 0.00751029+0.00422941j -0.00136829-0.00142279j -0.00576438+0.00445615j 0.00522267+4.7781e-05j -0.00385768-0.00115229j 0.00495695-0.00438845j -0.00234382-0.0042827j 0.00139892+0.00483814j -0.00168602+0.00451208j 0.00417477+0.00117567j -0.00298275-0.000620751j -0.00145929-0.00258376j -0.000109348+0.00271982j -0.000263951+0.00114184j 0.00175634+0.000432366j -0.00182745+0.00249448j 0.00345009+8.87239e-05j -0.000872827-0.00143181j -3.45306e-05+0.00118017j 0.00356779-0.000417113j -0.00232717-0.00214964j 0.000588055+0.000422586j 0.001854+0.00193513j -0.00187294+0.000882557j -0.000739872-0.00119036j 
0.000948784+0.000478747j 0.000221415-0.00102346j -0.00055821-6.61647e-05j -0.000376173-0.00172222j -0.000842142-0.000837137j -0.00241926+0.00262762j 0.00135814+0.00256415j -0.00149814-0.00221439j 0.000249651-0.00113203j 0.00126768+0.00178481j -0.00284644+0.00280865j 0.00312882-0.00126401j -0.00118209-0.00414155j -6.01667e-05+0.00018678j 0.000692871-0.00253886j -0.000648887-0.00195021j 0.000992357-0.001298j 0.00150324+0.00200931j -0.00336177+0.00350054j -0.00136855+0.000762097j -0.000280178+0.0011463j -0.00281379+0.00256015j 0.00210164-0.00334401j 0.000937018+0.00336482j -0.00554496-0.00536672j 0.00146765+0.00344307j -0.00223351+0.00220263j -0.00807779-0.00398374j -0.00248003+0.00147106j -0.00291433-0.00465656j 0.001053-0.000846119j 0.00246094+0.00302338j 0.00432414+0.000919742j -0.00605175+0.00461202j -0.0107089+0.00102432j 0.00358014-0.00652226j 0.00319373+0.00163067j 0.00534644+0.00294886j -0.0022839+0.00187089j -0.0024629-0.00151465j 0.0118548-0.00546813j -0.00437678+0.00190256j -0.000689005+0.000663649j 0.0035106+0.00455682j 0.000731589-0.00136635j 0.0028622+0.000731048j -0.00646242+0.00223302j -0.00110262+0.00318664j -0.00277046-0.00406424j -0.00812736+0.000471753j 0.000715317-0.00949515j 0.000523823-0.00306401j -0.0026736-0.000566802j 0.0045262+0.00155955j -0.000989013-0.0018913j 0.00224834+0.000222176j 0.00161114-0.00532793j -0.00126105-0.00730281j -0.00465818-0.00126474j -6.47491e-05+0.000119159j -0.00279849-0.00194194j -0.00120964+0.0024043j 0.00228982+0.00235538j -0.000856678-0.00234213j -0.00122212+0.00409744j 0.000108809+0.000257457j 0.00062395+0.000981602j -0.00208289-0.00305616j 0.00123611-0.000556497j 0.00101294+0.000672505j 
0.00155849+0.00185992j 0.00224396-0.00225246j -0.00109051-0.000956371j -0.0021466+0.000495392j 0.00134419+0.000276682j -0.00248169+0.00234064j 0.00158346-0.000346409j -0.00114125+0.00010174j -0.00199854+0.00104143j 0.00198728-9.033e-05j 0.00153067-0.00266169j 0.00388101+9.65177e-05j -0.000640812+0.000585839j 0.0011562-0.00115301j -0.00133125-0.000266683j -0.00401908-0.000224382j -0.0001665-4.96287e-05j -0.00400251-0.000216223j -0.00269271+0.000668686j -0.00158936-0.00274292j 0.00249323+0.00605432j 0.00269784-0.00106881j 0.000957711+0.00254736j -0.00469255+0.00164552j -0.00401351-0.00227522j 0.000561943-0.000925648j -0.00285196-0.000803823j -0.000695244-0.000499549j -0.00091074-0.000217834j 0.00095453-0.00280277j -0.00291194-0.00291554j 0.00254545+0.000221198j -5.23064e-05-0.000654759j -0.00567213-0.000654142j 0.0023317+4.9098e-05j -0.00353092+0.00154205j 0.00225416+0.00925805j 0.00504451+0.00613055j 0.00179853+0.00102249j 0.00251439-0.00387319j 0.00344762-0.00363178j -0.00705774+0.00347272j -0.000958457+0.000152765j 0.00139284+0.00658976j -0.000477447-0.00392915j -0.0023409-0.00946094j -0.00731533+0.00126022j 0.00406021+0.00177078j -0.00121659+0.00497028j -0.00862363+0.00624743j 0.000483218-0.00237353j -0.000607518+0.000217955j -0.0023581-0.00819785j 0.00908561-0.00760733j -0.00632847+0.00125814j 0.00377565+0.00294785j 0.0018198+0.00161334j -0.00670557-0.0119488j -0.00539382+0.00182828j -0.00294283-0.000349115j -0.00132487-0.00356864j -0.00256321+0.00246983j 0.00553921+0.00181644j -0.000793073-0.0037794j -0.00240537+0.00566235j 0.00371087+0.00178172j -0.00108889+0.00305689j -0.00416305-0.00522062j 0.00321305-0.000704217j 0.000726609+0.00153964j 
-7.54875e-05-0.001504j -0.00141188+0.000385498j 0.000576628+1.36549e-05j 0.00081908-0.00226745j -0.00317434+0.000678834j 0.000439913-0.00119354j -0.00179139+0.000303363j -7.22467e-06+0.000629032j 0.00105722-0.00116885j 0.00206537+0.000194413j -0.00187188+0.00182521j -0.000492084-0.00204803j -7.03081e-05-0.00262412j 0.00128801+0.0023913j 0.001265-0.00010307j 0.0033289+0.00330229j 0.000235249-0.000776061j 0.00166189-0.00240291j 0.00582318-0.000814233j 0.00139645+0.00253223j -0.00275975-0.00443446j 5.83063e-05+0.00193615j -0.00251244-0.000615503j -0.000354389-0.00291243j 0.00186441-0.000942507j -0.000311273+0.00286922j 0.00544907+0.00146284j 0.00313061-0.00153324j -0.00701817+0.00106195j -0.00156817-0.000633694j 0.00515199+0.00659852j 0.00152882-0.0043084j 0.00428481-0.000767357j 0.00166618+0.00204154j 0.00455217-0.00129745j -1.88557e-05+0.000250773j 0.00276521-0.00317872j -0.000951564+0.00021449j -0.00362173-0.00155855j -0.00287652+0.0047732j -0.00466413-0.000312341j 0.000634048-0.00501555j 0.00139323-0.000552397j -0.000494742-0.00502762j 0.000230541-0.000205119j 0.00700358+0.00529887j 0.0101222-0.00111937j -0.00477496+0.0028375j 0.00359776-0.00177101j 0.00348346-0.00534171j 0.00190481+0.0132578j -0.00321623-0.00255879j 0.0031556+0.00929772j -0.0067905+0.00646655j 0.00670741-0.00293526j -0.00762399-0.00682866j -0.00617132+0.00399046j 0.000637141+0.0055006j 0.000614048+0.00364084j 0.00542084+0.000841262j 0.000970011+0.00431778j 0.00299216-0.00355013j -0.000911453-0.00190894j -0.00172625+0.000324454j 0.00140527-0.000442753j -0.00265174-0.00316897j 0.00222651-0.00195061j 0.00216651+0.00259125j -0.00229781-0.000556925j 2.63984e-05-0.00159879j 
0.000579731-0.000328172j -8.1198e-05-0.000730564j 4.52967e-06-0.00139604j -0.000852396-0.000250965j -0.000535314+0.000316996j -0.0017975+0.000125j 0.00107611-0.000441804j -0.00101553+0.000977737j 0.00127858-0.000889203j 0.00149743-1.14076e-05j 0.000262686+0.000860195j -0.000325094-0.00146485j 0.00142772+0.000640975j 0.00253483+0.00111533j -0.000230777-0.00190451j -0.00347289+0.000590655j 0.000738687-0.00126598j -5.78945e-06-0.00284272j 0.00368844+0.000717878j 0.00113828+0.0020896j -0.00123297+0.000766646j 0.00186017+0.00235386j -0.000666483-0.00179152j -0.0013081-0.00224123j 0.000674763+0.000402812j -0.000767895-0.00135513j -0.00272628+0.00122248j 0.00298306+0.00206309j -0.00320101+0.000789098j 0.0029175-0.00449281j -0.00237246-0.00186765j -0.00287658+0.000386804j 0.00149841-0.0051331j -0.010499+0.00550397j -0.00234285-0.00363156j 0.00704618+0.00153697j -0.000772514+0.00210949j 0.00232077+0.00346028j 0.00604129-0.000473877j -0.00127763-0.000127831j -0.00251812-0.00334673j -1.44763e-05+0.00453331j 0.00214283+0.00152141j 0.00155537-0.00444631j -0.00226359-0.0016734j 0.00278965-0.00417694j 0.00288321-0.00196231j -0.0040916+0.000764749j 0.00245775+0.000687364j 0.00062517+0.00150639j 0.00267916+0.00156615j 0.00283691-0.00300742j 0.00732228-0.00242811j -0.00293252+0.00384228j -0.000557876-0.000534846j 0.00125288-0.00106871j -0.00622334+0.000902681j -0.000488776-7.76727e-05j 2.17693e-05+0.00120935j 0.00459304-0.00116273j 0.00121559+0.000235058j 0.00271655-0.00101182j -0.000429397+0.000833168j -0.00083855+4.70319e-05j 0.00132103+0.000616345j -0.00232058+0.000686338j -2.99337e-05-0.000827409j -0.000678233-0.000717184j 8.96368e-05-0.000460432j 9.32675e-05-0.000140423j 
-0.000192577+0.000272832j -0.000100888-0.000345885j 0.00168237+0.000648734j 0.00179408-0.000174047j 0.000636133-0.00186085j 0.00207947-0.000842032j 0.00328917+0.0014645j 0.000630832-0.00100338j 0.00107317+0.00113681j -0.00203742+0.00237458j 0.000790926+0.000325921j 0.00257683-0.000188937j -0.00225832+0.000605277j -0.00303063+0.00219755j -0.0015005+0.000117736j 0.00381013-0.00179021j -0.00258387+0.00195521j 0.00212438+0.00123216j -0.00444378-0.00218264j 0.00209915+0.000497673j 0.00133587-0.00138434j -0.00463707-0.000165903j -0.00259942+0.00165258j 0.000820791+0.00543429j 0.00176984-0.00291697j 0.00105292-0.000231023j 0.00379903-0.00093327j 0.00116509-0.00383106j 0.00360901+0.00153414j -0.00326685+0.00613232j 0.000378138+0.00338686j 0.00600962-0.00195006j 0.000390578-0.00345734j 0.00340744-0.00115961j 0.000214552+0.00569769j 0.00319014-0.00170456j -0.00483577-0.00408652j -0.000863211+0.00437028j 0.000253466+0.00439738j 0.00144058+0.00170683j -0.000892825+0.00429331j -0.00477537+8.56345e-06j -0.0032659-0.00334121j -0.00421642+0.00786457j -0.000622379+0.00233587j -0.00598505+0.00093817j -0.00087297-0.000414266j -0.00399628+0.00285617j 0.00169544+0.00581285j -0.00108964+0.0011326j 0.00035417-0.000526834j -0.000819338+0.0009237j -0.00363591+0.00135324j 0.00140442-0.00454991j 0.000718705-0.000614288j 0.000743196+0.00716947j 0.00155245-0.00150258j -0.00228348-0.00261389j -0.0042689+0.001627j -0.000346654-0.000127704j -0.000649358+0.00130778j -0.00124604+0.00201472j 0.00174867-5.19429e-06j 0.000769178-0.00143551j 0.000129818-0.00125225j -0.000501915+0.00079692j -0.00118048+0.00209505j 0.00058562-0.00104652j 0.000362027-0.00112136j 0.00113563-0.000175453j 
-0.000886741-0.00108975j -0.000888517+0.000446416j 0.00219813-0.000246202j -0.000869274+0.00148013j -0.00108306+0.000542126j -0.00101218-0.00261854j 0.00205858-0.00130908j -0.00217395+4.39792e-05j 0.00110577-0.000277705j -0.000159841+0.00138053j 0.00136796+0.00213484j -0.000756695+0.00117109j -7.14983e-05+0.000581255j 0.00130291+0.000514826j 0.00182664+0.00479995j -0.00173872+0.000607421j 0.00155602+0.000204401j 0.002565+0.00277057j -0.00101731-0.00234894j 0.00117668+0.00214985j -0.00127302+0.00148986j 0.00275266+0.00285164j -0.000849304-0.00527585j 0.00105098-0.00179712j 0.00534924+0.00491046j -0.000646964-0.0025288j -0.00290218+0.00522075j 0.00343728+0.000536717j 0.00213207-0.000481582j 0.00384274+0.000962432j -0.00391972-0.00647964j -0.00373219+0.00203814j -0.00355779-0.00529839j -0.00300591-0.000120206j -0.00452869+0.00213904j 0.00579529+0.00157157j -0.00747308-0.00419235j -0.00111714+0.000140967j 0.0073543+0.00321772j 0.00104485-0.00314569j -0.000959749+0.00335573j 0.00704847+0.00558292j 0.00165031+0.000447698j 7.54522e-05-0.00512713j -0.00171372+0.00300902j -0.00287622-0.00369153j -0.00216051+0.00214882j -0.00106779-0.00439244j 0.0013896-0.00107892j 0.00330105+0.00356361j -0.00102778-0.00829978j 0.00371374+0.000669261j 0.000200556-0.00317461j -0.00397746-0.00110983j 0.000258813+0.00312808j 0.00579505+0.0024103j -0.00217437-0.00391416j 0.00260142+0.000917754j 0.00105908-0.00321969j 1.92128e-05-0.00211827j 0.00179661-0.00155246j -0.000434881-0.000441661j -0.000797798+0.00318544j 0.00243931-0.00175986j -0.00195656-0.0010188j -0.000621252+0.00301098j -0.00295273+0.000235466j 0.00115429-0.000361415j -0.000149941+0.000492392j -0.000484643-0.000161145j 
0.000762401+0.000363066j -0.000366922-0.00114505j -0.0016527-0.0021188j 0.00124949+0.000216654j 0.000693634+0.000318826j 0.000216268+0.00332335j -0.00323912+0.000371347j 0.00273894+0.00196055j -0.00330124-0.000592659j -0.00134892-0.0028075j 0.00172901-0.0021357j -0.00149276+0.00115192j 0.00181661-0.00045236j 0.00246696-0.00378217j 0.00205801+0.00426242j -0.00154505+0.00167284j -0.000863585-0.00348099j 0.00143738+0.00465476j -0.00400077-0.00268387j -0.00371826+0.00290617j -0.0023285-0.00047727j 0.00518023-0.00279199j 0.00720659-0.00200412j 0.00154952-0.000697286j 0.00282024-0.00411363j -0.00268753-0.00117518j -0.00188639+0.000546823j 0.0050588-0.0021175j 0.000234973+0.0010884j 0.00712706+0.00422971j 0.00319047-0.00150766j 0.00346071-0.00887839j 0.00101213-0.00705618j -0.00622327+0.00460349j -0.00435673+0.00339452j 0.00352963-0.00424184j -0.00534265-8.2783e-05j 0.000913659+0.00642948j 0.00207521+0.000732001j 0.000800719-0.00307465j -0.00321424+0.00299635j -0.000573491+0.00686486j 0.00386904-0.00234208j -0.00260522-0.00108433j -0.00250139+0.000921553j -0.00226533+0.000247286j 0.00330506+7.07766e-05j -0.00857033+0.000569801j 0.00661808+0.00171598j -0.0021604+0.00301163j 0.00170004-0.0010712j 0.00108798+0.00325167j 0.00216564-0.00118981j -0.00296121-0.00243549j 0.00444388+0.00170015j 0.000772128+0.00163788j -0.00367104-0.000675011j -0.00151318-0.000518756j -0.00364101+0.00340166j 0.00137986+0.000186787j -0.00238478-0.00142475j 0.00104162+0.00133664j 0.00176178-0.00237024j -0.00213009-0.00142261j 0.000810074+0.00181197j 0.001586-0.00197109j 0.00291975+0.000972561j -0.00190036-0.00122653j -0.000416115-0.000873061j 2.74214e-05-9.25928e-05j 
