-0.141195+0.124858j 0.120776+0.164905j -0.230323+0.0780471j -0.0281299-0.234369j -0.125958+0.06353j 0.0952071+0.0637347j -0.0441512-0.148181j 0.209247+0.00578966j -0.0194897-0.0481936j 0.0304405-0.00702178j -0.05123-0.072752j 0.0131611+0.078483j -0.1057+0.137952j 0.049807+0.0468455j 0.035424+0.0372287j -0.0341385+0.0423103j 0.011913+0.0150023j -0.0203387-0.0508331j -0.0286334+0.0138611j 0.175127+0.121478j -0.0886729+0.0408399j 0.0276371-0.0330742j -0.071499-0.0601919j 0.0916994+0.0608499j 0.0187893+0.017034j -0.0981881+0.03852j -0.00872285+0.0948556j -0.13917-0.065762j -0.0147677-0.0427844j 0.0420247+0.0935963j -0.0054635+0.116565j -0.0711187-0.0158136j 0.0066321+0.0514823j -0.0161942-0.0170163j -0.0219071-0.0487447j -0.00863934-0.0498352j 0.013693+0.0312797j -0.0299697+0.024884j -0.104146-0.00209868j 0.0414143-0.05909j -0.068085-0.0443452j -0.00480424+0.0279541j 0.0202196+0.0626983j -0.022937+0.0906427j -0.0400351-0.0308879j -0.045997-0.0886783j 0.0953042+0.00466653j -0.0260094-0.021083j -0.0597477+0.113862j -0.0461837+0.0966159j 0.0657037-0.0425065j -0.0465499-0.0702033j 0.108365+0.044013j 0.000971513+0.0327045j 0.0118998+0.0475966j 0.0630249+0.0806599j 0.0400043+0.0226161j -0.00307442+0.0757308j 0.0457014-0.0873601j -0.0428637+0.0134615j 0.0500058+0.0921003j 0.0584495+0.0698394j -0.0456123-0.179554j 0.0317674-0.0818142j -0.106811-0.0851727j 0.131114-0.0563347j -0.14963-0.135341j -0.173085+0.120942j 0.152045+0.100554j -0.125228+0.166209j 
0.00040477+0.000603451j 0.000199041-0.000688127j -0.00114043-0.000173787j 0.00196446-0.00175741j 0.000655223-0.00110747j 0.00248905+0.000504375j 0.00110594-0.00123422j 0.000746697-0.00188301j -0.000412266+0.000894691j -0.000730475-0.00208753j 0.0021484-0.00167482j -0.00241861-0.00307477j -0.00306917+0.00140823j -0.000233583+0.00236974j -0.00385618-0.00158104j -0.000327471-0.00380063j -0.00199718-4.07755e-05j 0.000664834-0.00259991j 0.000823668-0.00061926j 0.00190049-0.00681312j 0.000911684-0.00225712j -3.17051e-05-0.00440282j 0.00280475+0.00465763j 0.00495009+0.00318378j -0.00205535-0.00300666j -0.000362571+0.000520482j -0.00102922-0.00593423j -0.00295462+0.00196327j 0.00787142-0.00292016j -0.00269851+0.00138042j 0.000387713+0.00452887j 0.00211328+0.000172993j -0.000219615+0.00360156j 0.00168368-0.000866598j 0.00102866-0.000743247j 0.00105921-0.00189421j 0.000290366-0.000862245j -0.00131253-0.00114759j -0.00470042-0.00220729j -0.00255459+0.00626446j -0.00387239-0.00158358j -5.15232e-05+0.00157452j -0.000197211+0.00231516j 0.00278559+0.0043594j -2.14239e-05+8.09085e-05j -0.00244722+0.00449599j -0.000180526-0.00293029j 0.000723118+0.00291001j -0.00234557+0.0021872j -0.000727962-0.00116426j -7.97533e-05-0.00108248j -0.00022356+0.000803411j 0.000419099+0.00259729j 0.00180929+0.000271406j -0.00200023-0.000902464j -0.00126337+0.00416914j 0.00141011+0.000299005j 0.00014179+8.66766e-05j 0.000872659+0.000545326j -0.000197811+0.000667384j 7.12471e-05+0.000604503j -0.00045909+0.000917967j -0.00192926-0.000959317j -0.000434195+0.00157834j -0.000282922-0.00204286j 0.000246786-0.00159281j 0.000424499+0.000271504j -0.000716139+3.81418e-05j -3.15926e-05-0.000300897j 0.000190889-0.000128438j 
-0.000903693+0.00223273j 0.00348015+0.000683434j -0.00126348+0.00417781j 0.00255066+0.00355745j 0.00196083-0.00507922j 0.00137083+0.00216565j 0.000692285+0.00137386j 0.00353747-0.00162831j -0.00150389-0.0029484j 0.00164253-0.00397134j 0.00242104-0.00524642j 0.00305469-0.000769351j 0.00498042-0.0074313j 0.000775346+0.00216386j -0.010198+0.00702991j -0.00534165-0.00042636j 0.00441126+0.00344145j -0.000759352-0.00861034j 0.00438883-8.12327e-06j -0.000963933-0.0130304j -0.00378304-0.00672202j 0.000718192+0.00196959j 0.00148497+0.00186998j 0.00706633+0.000441694j 0.0047726-0.00825997j 0.00210171+0.000189694j -0.00255096+0.00329913j -1.23871e-05+0.000729254j -0.0047218-0.00816085j -0.00415171-0.00173839j 0.00186361+0.00244962j 0.00740308-0.00468076j 0.0018198-0.0068891j 0.00392562+0.000972314j 0.00608209-0.00449291j 0.00571037+1.12749e-05j 0.00811656+0.00200056j -0.00101538+0.00358898j -0.00020034-0.00546184j -0.00483735+0.00531998j -0.00255339-0.00123945j 0.00404304-0.000544241j 0.000808125-0.000384843j 0.00508635+0.00130714j -0.000959828-0.0024776j 0.000783818-0.000599776j 0.00237243+0.00367213j -0.000385314+0.00212588j 0.000823539+0.00277497j 0.00221853-0.00424429j -0.00123985+0.00121753j -0.00379801-0.00117008j -0.00085386-0.000477507j 0.000617826-0.00123207j -0.00422798+0.00189619j -0.000885512+0.000702657j -0.000602036-0.000700676j 0.00227308+9.55782e-05j -0.00160757+0.00211279j -0.00300212+0.00138145j 0.000434236+0.00145089j 0.00164595+0.000280373j -0.00168973+0.000337239j 0.00424061+0.00101058j 0.00142776-0.00104817j 0.0017486+0.00103112j 0.00175194+0.00177177j 0.00170907+0.000432303j 0.00180047+0.00118075j -0.000658862+0.00156329j 
0.00114189-0.000107213j -0.000524393-0.00116523j -0.00029087-0.00255772j 0.000151601-0.00394431j -0.00249959+0.00145573j -0.00105342-0.00157141j -0.000649485-0.00365325j -0.00191276+8.22021e-05j 0.00369341+0.00316949j -0.00345573+0.00203584j -0.00383182+0.000383948j -0.00526148-3.8332e-05j -0.00243872+0.00599082j -0.00421956-0.00295754j 0.00304662-0.00758182j 0.000872407+0.000809979j -0.00360082-0.00773088j -0.00740491+0.0018182j 0.000207313+0.00447318j -0.00193378+0.0065237j 0.00320776+0.00176084j -0.00126446-0.00302052j 0.000921079+0.00109585j -0.00435226-0.00158017j -0.00907226-0.000706969j -0.000312096-0.00189456j -0.00230528-0.00960146j -0.00263346+0.00414992j 0.00531275+0.00194838j 0.00133767-0.00268255j -0.0025383+0.000467433j 0.0011584+0.00387415j 0.00117539+0.00474444j -0.0046939+0.00212499j -0.00656455-0.000602078j 0.00144337-0.00474337j 0.00317621+0.00267008j 0.00136785-0.00242991j -0.00560007-0.00174116j -0.00017026+0.0012316j -0.000749242-0.00658734j -0.0057406+0.000804479j -0.0010408+0.00429713j 0.000237214+0.00176938j 0.000459622+0.000905936j -0.00119376+0.00531066j 0.000950045-0.0056248j -0.00277543+0.00107333j -0.00127351+0.00277679j -0.00193234+0.000201014j -0.00287674+0.000833591j 0.0065435-0.00131576j 0.00110454-0.00363756j 0.00163814+0.000305658j -0.00208588-0.0017153j 0.000787844-0.00134702j 0.00252168-0.00150871j -0.00128818+0.000653529j 0.0014945-0.00156281j 0.00127281+0.00131565j -0.00206908+0.000280237j 0.00117745+0.00140955j -0.000711506-0.00108324j -0.00139288+0.0019859j 0.000277349-0.00255219j -0.00122632-0.0012332j 0.000703106-0.00158033j -0.00109458+0.000181037j -0.000100558-0.00106632j 0.000408732-0.000739161j 
-0.000179793-0.000656835j -0.00137156+0.000908949j 0.00138201-0.00264861j -0.000334677-0.00293478j -0.00403951+0.00168826j -0.000825639-0.00298754j -0.00079304+0.000232376j -0.00127281+0.00224209j 0.00359376+0.00215815j -0.00337597+0.00376319j -0.00594111-0.000427134j -0.000669402+0.00184927j -0.00223472+0.00731129j -0.00668115+9.77771e-05j 0.00360834-0.00249474j 0.00641688+0.00163725j -0.00916669-0.00509835j -0.00451629+0.00691613j 0.000566538+0.00216399j -0.000735734+0.00676777j 0.00492003+0.00201573j -0.00498808-0.000598361j -0.00703552+0.000469467j -0.00837616-0.00146068j -0.00271163+0.00236545j 0.000973501+0.00124217j 0.00278305-0.00548095j -0.00224595-0.00130644j 0.00164804+0.00234734j 0.00521564+0.00300768j -0.00191726-0.00380868j 0.00144967-0.00192073j -0.00261847-0.00148334j 0.00252513-0.00632895j 0.000364896+0.000273254j 0.00607098+0.000517837j -3.43368e-06+0.00245742j 0.00208433+0.00431327j -0.000141374+0.00182623j 0.0017568-0.00489271j -0.000578947+0.0014651j -0.00362216-0.000622789j -0.00468454-0.00101227j -0.00432325+0.00385652j 0.000641894+0.000759709j -0.0049029+0.000858849j -0.00236647-0.00037807j -0.00311957+0.00309414j 0.000721734+0.00382103j -0.00288154+0.00441396j -0.00265442+0.00530235j 0.00331546+0.00147524j -0.00341565-0.00197613j 0.000446653+0.000230538j 0.00280536-0.00102001j -0.000710083+0.00160206j 0.00107332-0.00315499j 0.000629988-0.000165936j -8.76588e-05-0.00221206j 0.000765314+0.00257028j -0.000875575+0.00213742j 0.00196196+0.00135696j 0.000891246-0.000132326j 0.0012221+0.000583326j -0.00144081-0.00245512j -0.00219513-0.000680093j -0.00211692-0.00237286j 0.000285235+0.000245825j -0.000843289-0.000559213j 0.000574421-0.000824261j 
9.18275e-05-0.000624638j -0.00149254-6.04276e-05j 0.00133063-0.00324214j -0.000564442-0.00220791j -0.00291254+0.00279034j -0.00065374-0.00339222j -0.000332764-0.00318687j -0.0025371+0.00161706j 0.000544266-0.000295435j 0.000614955+0.00165849j 1.92038e-05-0.00156624j -0.00235117-0.000316603j -0.00431343+0.00755103j 0.00275431+0.00352158j 0.00162448+0.00124562j 0.00353814+0.00107127j -0.00655003-0.00320014j -0.000125803+0.00535498j 0.00108037+0.000168738j 0.000907115-0.00395952j 0.00347241+0.00437959j -7.33632e-05-0.00353368j -0.00307863-0.000308126j -0.00190083-0.000879564j -0.00121417+0.00505674j -0.00133771+0.00404789j 0.00121205-0.00122841j -0.00109253-0.000726125j 0.0042901+0.000566225j -0.000190252+0.00483848j -0.000165407-0.00165368j -0.00202559-0.00225088j -0.00377103+0.00409071j 0.00377783-0.00770238j 0.00475341-0.00268403j 0.00506768+0.00316636j -0.00388151+0.00147858j 0.000309477+8.78536e-05j -0.00107691-0.000772942j 0.00128288-0.00131617j -0.000202476+0.00417601j 0.00238293+0.000865254j 0.00115479-0.000792988j -0.0024452+0.00226667j -0.0001416+0.000444205j -0.00282232-3.14768e-05j -0.00388821+0.00189558j -0.000991907+0.00203147j 0.00294792+0.00145063j -0.00164425+0.00413495j -0.00170167+0.00278488j -0.00189302+0.0011746j -0.00227163+0.00192657j -0.00118439-0.00027023j 0.00309012+0.00201611j 0.000884947+0.00167079j -0.00112431-0.000469712j -0.00014022-0.000334169j 0.00116571-0.000740048j 8.13267e-05+0.00186423j 0.00194839+0.00235907j 0.00125835+0.000538864j 0.00106342+0.000281788j -0.000441519-0.000279312j -0.00390644-0.00242032j -0.000485784+0.000113071j -0.0023734-0.00173817j -0.000300964-0.000550662j -0.000670452-0.00136101j 0.000829454-0.000274883j 
-0.000130954-0.000382195j -0.000644056+0.000460065j 0.000235649-0.000196025j 0.000517423+0.000194452j 0.000341662-0.00242746j -1.43869e-05-0.000372839j 0.000981608+0.00101697j -0.00212441-0.00123232j -0.00270144+0.00163441j -0.00192977-0.00101392j -0.000472743+6.32248e-05j -0.000501276-0.000522015j -1.25932e-05+0.00284453j -0.000871425-0.00481695j 0.000549482+0.0034675j -0.00107387-0.00138469j -0.00167328+0.00470089j 0.000425754-0.0016845j 2.08442e-06-0.0059227j 0.00138485+0.00861089j 0.00615813-0.00154227j 0.00183638+0.00277493j 0.00271845+0.00258556j -0.00403327+0.000643982j 0.00761391-0.00193776j 0.00089529+0.00257639j 0.0010979+0.00050881j 0.00276924-0.00230887j 0.00185007-0.00169224j 0.0109633+0.000757713j 0.00130795-0.00136496j 0.00118245+0.00134755j -0.00361058-0.000430447j 0.00320009-0.00128063j -0.00460027+0.00700596j -0.00572331-0.00464495j -0.00398285-0.00451994j -0.00431814+0.00379305j -0.000491475+0.00395825j -0.00139027-0.000756861j -0.00240356+0.00383691j 0.00473326+0.000298747j -0.00618177+0.00109095j -2.02614e-05-0.00420201j 0.00104214-0.00381249j -0.00465665+0.00101788j 0.000923738-0.00244564j 0.00091732-0.00368919j -0.00298347-0.00401316j 0.00134759+0.000807266j 3.54168e-05-0.00213954j 0.00250244+0.00293653j 0.0010816-0.000319017j -0.00102437-0.00118083j 0.000420029-0.00142694j -0.00156419+0.000651894j -0.000647432+0.000978646j -0.00124747+0.00370245j 0.00112164+0.000990198j -0.000872325-0.00275721j 0.00165029-0.0041478j -0.00192874-0.00144845j -0.00130495-0.00213305j -1.39264e-05-0.000804089j 8.01485e-05+0.00167243j 0.00119042+0.000142679j 0.000969862+0.00232135j 0.00041756+0.00036044j -0.000568112+0.000951964j -0.000686073-0.00037133j 
-0.00026156+0.000323424j -0.000799657+0.000454048j 0.00249507-0.00252271j -0.000923368-0.00157025j -0.00216437+0.000113735j -0.00156109-0.00236651j -0.000112366-0.00499364j -0.0031202+0.00318225j 0.00177527-0.000482518j -0.000922455+0.00198855j -0.00109127-0.00287029j -0.00272344-0.000403427j 0.000988552+0.0123286j 0.000617107-0.0011796j -0.00287515-0.00160309j 0.000376917-0.00274045j -0.00575592+0.00150136j -0.00586968-0.000235507j 0.000106859+0.000669974j 0.00344475+0.00123997j 0.00639774+0.00317922j -0.00372137+0.00134915j -0.00107846+0.00448737j -0.00165717-0.00241905j 7.47048e-05+0.000504004j -0.000294153-0.000449269j 0.00253148-0.00344405j -0.00331333+0.000126568j 0.00263088+0.00395585j 0.00183146+0.00741312j 0.000814619-0.00257991j 0.00399909-0.000839009j -0.00724545+0.00193944j 0.00535266-0.00413066j -0.00086581-0.000705192j 0.00116896-0.00178124j -0.00468636-0.000301028j -0.00320248-0.00267882j -0.004828-0.00129626j 3.46847e-05-0.00215121j -0.00193608+0.0032412j 0.00285425-0.00011578j -0.00468055+0.00331318j -0.00130283+0.00148737j 0.00166002-0.00112437j -0.0022117+0.00155036j -0.000716834+0.000473106j 3.35335e-05+0.000215983j -0.0019033+0.00154864j 0.000459079+0.00173365j 0.000656084+0.00188721j 0.000166303+0.00110195j 0.00293985+0.000208911j 0.000184898+0.00105565j -0.000685974+0.000920644j 0.00132269+0.00273456j 0.00145754-0.00184739j -0.000206144+0.00409777j 0.00210496+0.000426364j -0.00198092+0.00117263j 0.00424834+0.00239723j 0.00147597+0.00207114j -0.00137429-0.000733783j 2.28305e-05+0.000726541j -0.00104656-0.00446704j 6.36614e-05+0.000767522j -0.00188306+0.000350024j -0.000198847+0.000891502j 0.000100083-0.0010401j 0.000402778+0.000147727j 
-0.000280059+0.000838682j 0.000441584+5.38499e-05j -0.000320956+5.09884e-05j 0.00058151-0.0012262j 0.00254088-0.00266604j 0.00349462+0.000545972j 7.54505e-06-0.000419636j -0.00152153+2.89727e-05j -0.00310525+0.000970495j -0.00279355-0.00281931j 0.00133365-0.00276097j -0.00482553-0.00493045j 0.000588648+0.00441923j 0.0037827-0.00299019j -0.00661598-0.00489411j -0.00435406+0.00091508j -0.000608175+0.00168636j 8.76758e-05-0.00357834j 0.00252794-0.00283973j 0.00533084-0.00140533j 0.00645805+0.00148262j 0.0048669-0.00580009j 0.00949946+0.00853243j -8.32678e-05+0.000944866j 0.00393789-0.00313733j -0.00161824-0.00177189j -0.0048576+2.46202e-05j 0.00342361-0.000893841j -0.00140795+0.00217346j -0.000238822-0.00221247j -0.00198513-0.00330642j 0.00194746+0.00152652j -0.00208806+0.00218156j -0.00343869+0.00076361j 0.000910836-0.00515392j -0.00812752-0.00212416j -0.00366475-0.00285523j -0.0051097-0.00433058j -0.00592585-0.00501077j -0.000922453-0.00298225j -0.00116363-0.00366184j 0.00344377+0.00237243j 0.00316717+0.000253517j 0.00236287-0.000818673j 0.00174484-0.000336973j 0.00204355-0.000343213j 0.000807159-0.00111225j 0.00277922+0.00206333j -0.00226173+0.00124162j 0.00213976-0.000607233j 0.0032638-0.000489465j 0.0016945-0.00253628j 0.00167891-0.00248327j 0.00168164+0.000846019j -0.000231613+0.000420093j -0.00392527+0.000685367j 0.000973392+0.000681331j -0.000419076+0.00139334j -0.000492716+0.000266174j 0.000902866+0.000533385j -0.00148186-0.000752531j -0.000577228+0.000709939j -0.00170591-0.00129474j 0.000257308+0.00161665j 0.00156945-0.000297855j -9.63755e-05-0.00138179j 0.00234758+0.00115682j 0.000160465+0.00111708j -0.000105347+0.000292558j -0.0011469-0.000341922j 
0.000628329-2.62722e-05j 0.00013283-0.000747124j 0.00010739-0.00118784j -0.000359081-0.0011291j -0.00232696+0.000507575j -0.000985507-0.00227652j 0.000956219-0.00239616j -0.00262422-0.00121015j 0.000870644+4.1325e-05j 0.000230694+0.000847249j -0.000449195+0.000285282j -0.00185192-0.00224544j -0.00286608+0.00222108j 0.000899478+0.0012756j -0.000705281+0.000535412j -0.000438035+0.000612553j -0.00174198-0.00296033j -0.00271076-0.000281164j 0.00200558+0.000307602j 0.00161103+0.000525945j 0.00286516+0.0013641j 0.00175575-0.000584588j -5.3936e-05+0.000856594j -0.00210219+2.4205e-05j -0.000172906+0.000803056j -0.000587736+0.00108593j -0.00130587-0.000759787j 0.000360428+0.000337711j 0.0015202-0.00063539j 0.00110534-0.00196091j -0.0014639+0.00063598j 0.0012411+0.00179436j -0.000313666+0.00330625j -0.000298213-0.00112465j -0.00120437-0.00205724j 0.000473403-0.000801462j 0.00107428-5.33568e-05j -0.000363231+0.00038883j -0.00299055-0.000789532j -0.00107027+0.00105724j 0.000474137-0.00140068j 0.000190879+0.000552823j 0.00146705+0.00138451j 0.00202177-0.00136104j 0.00092288-0.000705589j 0.000550898-5.45063e-05j -0.000697447-0.00192628j 0.00095047-0.000235236j 0.000182784-0.000892303j -0.000772631+0.00108715j -2.51979e-05-0.000528654j 0.0017514-0.0018859j 0.000102391-0.000495912j -0.000223531+0.000516198j -4.53424e-05+0.000208211j -0.000351419-0.00193767j -0.000206742+8.72201e-05j -0.00126814+0.000716856j 0.0012916+0.00110277j 0.000146548-0.000544669j 0.000849732-0.00063238j 0.000373631+0.000332512j 0.000101696-0.000680348j -0.000685297-0.00017224j -0.000449891-3.1322e-06j 0.000162477-0.000259064j 0.000441485+0.000333076j -0.000328545-0.00021673j 1.54418e-05-0.000507852j 0.000108574-0.000263355j 
0.000161754+3.81942e-05j -6.88858e-05-0.000936577j 0.000291034+0.000233978j 0.000251817+0.00021435j 0.00256609+0.00138884j 0.000380667-0.000206415j -0.000763669-0.0027104j -0.00114143-0.00159816j -0.000582037-0.00243534j 0.00183588-0.00280413j 0.00474557+0.000468735j -0.00267856-0.00353405j -0.00512388-0.000914989j 0.00420645+0.00381695j -0.000232869+0.00181323j -0.00194955-0.00298306j -0.0043557-0.0042986j 0.00429208-0.00244661j 0.00373672-5.38063e-05j -0.00190269-0.00666219j 0.00032551+0.00130404j 0.00596123-0.0070641j 0.00272545-0.00519386j 0.00284269+0.00181725j -0.00152281+0.00113676j -9.99371e-05+0.00427958j -0.00691328+0.00306573j -0.00105819+0.00170365j 0.00347181-0.00622175j -0.00228709-0.0063459j 0.00177392+0.0017058j -0.00145806+0.000579332j -0.0010543+0.00436404j -0.000212125-0.00237424j -0.00151291-0.00434236j -0.00120404+0.00221094j 0.00377499-0.000230476j 0.000639013+0.00221889j -0.000735756-0.00240677j -0.00192519+0.00804819j 0.000621507+0.000414861j -0.000351955+0.00218112j 0.00482128-0.0013017j 0.00413523-0.00189078j -0.000918103-0.00416312j 0.00140851-0.00194236j -0.00121833-0.00229766j 0.000738455-0.00229909j 0.000480082-0.0024221j 0.000593391-0.00018129j -0.00106294-0.00207538j 0.000234326-0.00155062j 0.0010827+0.000591412j -0.000768592+0.000484814j -0.00093149-0.00106847j -0.000217736-0.00331644j -0.00147003+0.00221421j -0.00139962-0.00102391j 0.00166161+0.00167166j -0.000553119-0.00164973j 0.000258274-0.00102609j -0.000497941-0.0012641j 0.000285878-0.00128116j -0.00147727+0.00058658j -0.000635152+0.00138685j 0.000699742-0.000696838j 0.00151379+0.00206695j -0.000262405-0.000370358j 5.67542e-05-6.1533e-05j -0.00050099-0.000178805j 
0.000259076+0.000222j 0.000334062-3.16356e-05j 0.0025283+0.000281637j -0.001422-0.00102736j -0.00247425-0.0011891j -0.00303941-0.0010687j 0.000352696-0.00246876j -0.00246837+0.000471419j 0.00559637-0.00166938j 0.00279004+0.00390481j -0.00308225+0.00288555j 0.000566985-0.00154459j 0.00252619-0.00175608j -0.00358602-0.000247292j -0.00376919-0.00317478j -0.00153457-0.00164192j 0.00222509-0.00262098j -0.00874834-0.00379649j 0.00129415+0.00515226j 0.000790582+0.00443926j -0.000553601+7.91211e-05j -0.00325708+0.00658214j -0.00488449-0.00170925j -0.00221035-0.0013809j -0.00477961-0.00172556j 0.00145785-0.00414549j 0.000677465-0.000115293j -0.00449938+0.00190092j -0.00366971+0.00291728j -0.00288048-0.00352301j -0.00160212+0.00040339j 0.00638114+0.00420679j 0.00172156-0.00185335j -0.00125353+0.00658931j -0.00607309-0.00396888j 0.00406476-0.000800963j 0.00785753+0.0025323j 0.00194633-0.00104707j -0.00291869+0.00246553j -0.00162852+0.000462483j 0.00221954-0.00466427j -0.00417399-0.0018586j -0.00164027+0.00262502j 0.00360023-0.00208997j 0.00332462-0.00012196j 0.00522278-0.00178505j 0.00235618-0.00240999j 0.0021571-0.00138064j -0.00172014+0.000255472j -0.00038969-0.00261535j 0.00141731-0.00298488j 0.00190987-0.00426298j 0.00294011-0.00126987j 0.000481258+0.00251476j -0.00363856-0.00206475j 0.00125391-0.00363655j 0.00291233-0.0023486j -0.00175348+0.00295597j 0.000807321+0.00126633j 0.000597485-0.000910696j 0.00123044+0.00029834j 0.000815264+0.000933228j 9.15004e-05-0.00048622j -0.000861006+0.000465992j 0.00217629-0.0006214j -0.000713241+0.000335783j 0.000618849+0.0011786j 7.66355e-06+0.0010891j 0.00021573-0.000288143j 9.73621e-05-0.000552214j 
-5.23113e-05+0.000129675j -4.10029e-05-0.00127137j 0.00180636+0.00105003j 0.00148081-0.000184617j 0.000428149+0.000326199j -0.00101584-0.000192193j -0.00134811-0.00391404j -0.00269628-0.00127005j 0.00038423-0.00100807j -0.000728669+0.000507119j 0.00368947+0.00120148j -0.00257545-0.000283437j -0.00217035-0.00124279j 0.0021892-0.00240403j 0.000818577+0.00142113j -0.00201631-0.000731968j 0.00163197-0.00291869j -0.000840973-0.000991169j 0.000410352-0.000648829j -0.00128201-0.000831407j 3.553e-05-0.000159306j 0.00503289-0.00260735j 0.00388197-0.00390979j 0.00204123-0.000141305j -0.00277422-0.000151252j -0.000110908+0.00102627j -0.00101877+0.00156061j -0.000382686+0.00177935j 0.00306212+0.000795305j -0.00180263-0.00174966j 3.82368e-05+0.000358708j -0.00113238+0.00289558j -0.000155154+0.00368516j -0.00178285+0.00272747j -0.00448598+0.00247836j -0.00318531+5.01904e-05j -0.00124294-0.000538937j -0.00158996-0.00209401j -0.00113694-0.00133534j -0.00154224+0.00406901j 0.000514172-0.0018382j 9.10736e-05+0.00059949j 0.00175049+0.00175805j 0.00103238-0.0030636j -0.000962516-0.00188132j 0.000989785-0.000130173j 0.000132434-0.00226994j -0.000913566-0.00273926j 0.00115473-0.00187968j 0.000920174-0.00257794j -0.00174872-0.00280757j -0.000821959-0.00139471j 0.000672082-0.00155028j -0.00157107-0.00162944j -0.00152114+0.000683619j 0.000930999-0.00309733j -0.000541587+0.000180275j -0.00138317+0.000817584j -7.50478e-05+0.00137325j -0.00130145-0.00203808j 0.000144944-0.000798475j -0.000230558-0.00143701j -4.15831e-05+8.29951e-05j -0.000124325-0.000292711j 0.000100017+0.000651824j 0.00124077-7.22308e-05j 0.00116793+0.00221391j 0.000136392-0.000674574j 0.000217587-0.000110509j -0.000341912-0.000247139j 
-0.000478818+0.000294729j -0.00143671+0.00155291j 0.00514897-0.00254988j -0.0036052-0.00520003j -0.00093334-0.00335835j 0.00326367-0.000739225j -0.00188614-0.000734972j -0.000129471+0.00362961j -0.00168549-0.00480568j 0.00319529-0.00151718j -0.00272524-0.0027503j -0.00110091-0.00295551j 0.00218232-0.0016943j 0.000624075-0.00335517j -0.003297+0.00229999j -0.00193421+0.00519856j 0.008715-0.00170536j -0.00317182-0.00423709j 0.0030735-0.00367655j -0.00166937-0.0040476j 0.00221431-0.00290507j 0.0053363+0.00474692j 0.00264835+0.000485683j -0.00205757-0.00190206j 0.00397389-0.00208028j 0.000623445+0.00372094j -0.000161208+0.00422543j -0.00158911-0.00441801j -0.00719451-0.000919073j -0.000117692-0.00163845j 0.00281994-0.00185268j -0.000306201+0.000525589j -0.000415753-0.0019031j 0.000865016+0.00293773j 0.00447873-0.00443635j -0.000889699+0.00168321j 0.00146004-0.00178069j -0.000954451-0.000636724j 0.0019634-0.000812656j 0.000161041-0.00193369j 0.00107785+0.00160718j 0.00502469-0.00202747j 0.000851282+0.00112589j 0.00243794-0.00268527j -0.000263063-0.00193982j 0.00105859-0.00139485j 0.000956163+0.00441295j 0.000892153-4.55847e-05j 0.00122429-0.000825668j 0.00251246-0.00187093j 6.10963e-05-0.000242218j -0.00102835-0.000876737j -0.00202445-0.00256838j -0.00173238-0.000320361j 0.000491153-8.09579e-06j -0.000721586-0.00432703j 0.000723577+0.000379358j -0.00124344+0.00178624j 0.00204809+0.000284423j -0.000307179-0.00116764j 0.000490943-0.00182591j -8.05654e-05-0.000406353j 0.00418241-0.000826476j -0.000418102-0.00159869j -0.00127112+0.00188367j -0.000375669+0.000153242j 0.000199053+0.000136041j -0.000131948+0.000829078j -0.000416596-0.000633506j -0.000349624-0.000443906j 
-0.00159436+0.000334385j -0.000842039+0.000902769j 0.00335086+0.00346307j 0.00234638-0.00190593j 0.00493245-0.000497148j 0.00353746+0.00484322j -0.00236783+0.00241764j 0.000798705-0.000388537j 0.000727973-0.0034704j -0.00196825-0.00177126j 0.00178335+0.00150138j -9.15004e-05-0.000840955j -5.78998e-06-0.00421578j -0.00128131-0.00214522j -0.000130068-0.0031543j -0.000402472-0.00642516j -0.00090424-0.00135954j 0.00251221-0.00154185j -0.000404703+0.00161281j -0.00188807+1.44175e-05j -0.00276525-0.000333999j 0.00165667-0.00146716j 0.00296041-0.00402469j 0.0037821+0.00310319j -0.00406686-0.00284502j 0.000931444+0.00017594j -0.00299781-0.00060358j -0.00523045+0.00222333j 0.0014641+0.00132415j -0.00369837-0.00263957j 0.00250128-0.00042726j -0.00149285-0.000459895j -0.000805524-0.00131688j -0.00246924+0.00319938j -0.00491556+0.00194212j -0.000606586-0.000441046j 0.000860075-0.00267884j 0.00132559-0.00117068j 0.00098597-0.000732706j -0.000898221+0.0041658j 0.00140002-0.000858268j -0.00469671+0.000394523j -1.43505e-05-0.00154947j 0.000198555+0.00155937j -0.00113438-0.000597823j 0.00211362-0.000491988j 0.00178002-0.00139593j -0.00126106-0.000277154j -0.00173898+0.00203328j 0.00118605-0.00286877j 3.41776e-05-0.00320386j 0.000309146+0.00046932j 0.0036177-0.000409517j 0.00137339+0.000801095j -0.000789475-0.00383527j 0.000300484+0.000655415j 0.00204793-0.00205402j -0.000106777+0.000140496j -0.00176119-0.000164657j 0.0011804-0.000454992j -0.00252854+0.0011549j -0.000807584-0.000325495j -0.000725812-0.000389913j 0.00101323+0.00257809j 0.00244373-5.16633e-05j -0.00163072-0.00103218j 0.00056545+0.000200039j 0.000358059+0.000842338j -0.000243498+0.0012227j -0.000913409-0.000637866j 
