-0.0353308-0j -0.0356969-0j -0.00413769-0j -0.00512013-0j -0.00298674-0j -0.00251794-0j -0.000363433-0j -0.00293759-0j -0.0017989-0j -0.000424005-0j -0.00257039-0j -0.000259649-0j -0.000371004-0j -0.00106023-0j -0.000153032-0j -0.00182732-0j -0.000323028-0j -2.6919e-05-0j -0.00206418-0j -0.0016854-0j -0.000364899-0j -0.00170286-0j -3.04083e-05-0j -0.000297939-0j -0.00147472-0j -2.48282e-05-0j -0.000301027-0j -0.00121658-0j -0.000260697-0j -2.50855e-05-0j -0.000388705-0j -2.17247e-05-0j -0.000215064-0j -6.87139e-05-0j -1.7922e-05-0j -5.72616e-06-0j -0.00143558-0j -0.000239263-0j -0.000146518-0j -0.00158889-0j -2.99079e-05-0j -1.76234e-06-0j -0.00125613-0j -0.000264816-0j -0.000837421-0j -0.00126915-0j -0.000162166-0j -3.3102e-05-0j -0.00146549-0j -0.000209355-0j -1.95055e-06-0j -0.00013957-0j -0.000128203-0j -0.000518128-0j -0.000854867-0j -0.000211525-0j -8.54689e-05-0j -0.000129532-0j -2.61694e-05-0j -0.000906723-0j -1.74463e-05-0j -0.000244248-0j -1.54205e-06-0j -2.64406e-05-0j -0.000528922-0j -8.63546e-05-0j -0.000149571-0j -0.000142478-0j -1.02803e-06-0j -1.55803e-06-0j -0.000137982-0j -5.28812e-05-0j -0.000151121-0j -3.0531e-05-0j -8.72495e-05-0j -1.07943e-05-0j -9.2542e-05-0j -1.78097e-05-0j -1.79905e-06-0j -8.81536e-05-0j -1.88901e-05-0j -6.36062e-07-0j -5.39829e-05-0j -1.04945e-06-0j -2.2997e-05-0j -1.40828e-05-0j -1.10192e-05-0j -1.11311e-06-0j -6.49313e-07-0j -2.87463e-06-0j -1.69389e-07-0j 
0.000558652-0j -0.000548373-0j -0.006255-0j -0.000110172-0j 0.0088374-0j 3.98138e-05-0j 0.0257107-0j 6.61153e-07-0j 2.84443e-05-0j 0.000426956-0j -3.94862e-05-0j 0.0183686-0j -0.0254992-0j -4.93389e-05-0j -0.0318619-0j 2.88938e-05-0j -0.000488326-0j 0.00583559-0j 4.64577e-07-0j 2.66496e-05-0j -7.85171e-06-0j -2.61593e-05-0j 9.38295e-05-0j -0.000450398-0j 3.3191e-07-0j 0.00538235-0j 0.000442111-0j -3.7652e-05-0j -5.60953e-06-0j -0.00528332-0j -2.41475e-05-0j 6.7035e-05-0j 0.000636346-0j 0.00040811-0j -0.00760447-0j -0.004877-0j 2.26994e-05-0j -0.000361697-0j 2.31675e-06-0j 3.57606e-07-0j 0.00211581-0j 0.000769447-0j 1.9862e-05-0j -5.69816e-06-0j 1.32413e-05-0j -1.94966e-05-0j 3.6498e-08-0j 3.33323e-05-0j 3.29831e-07-0j -0.000316485-0j 1.21218e-05-0j -0.00021099-0j 2.02716e-06-0j 8.19266e-06-0j -2.64572e-05-0j 0.000310662-0j 1.35144e-06-0j -1.98986e-06-0j 0.00185133-0j -1.3929e-05-0j 0.00123422-0j -5.25559e-06-0j 0.000673266-0j -0.00181727-0j -2.46139e-05-0j -0.000130543-0j 3.36633e-08-0j 0.000421574-0j 0.000448844-0j -0.000660878-0j -1.07226e-05-0j 8.3616e-07-0j 0.000221947-0j 3.07434e-05-0j -2.70028e-06-0j 0.000763635-0j -1.42162e-06-0j -0.00246607-0j 1.11804e-05-0j 0.000392202-0j -0.00129832-0j 0.000277708-0j -2.51214e-06-0j -0.000896825-0j 0.000170856-0j -1.09437e-06-0j -0.00229425-0j -0.000472154-0j -0.000834341-0j -0.000999448-0j -0.000363466-0j 
-0.00341342-0j 0.00335061-0j -0.000399756-0j -7.04109e-06-0j 0.000564796-0j -0.000243266-0j -3.51124e-05-0j -4.03971e-06-0j -0.000173798-0j -5.83082e-07-0j 0.000241265-0j -2.50855e-05-0j 3.48236e-05-0j 0.000301466-0j 4.35129e-05-0j 0.0257295-0j -3.12088e-05-0j -2.60073e-06-0j 0.0004137-0j 0.0237311-0j -5.01801e-07-0j -0.0232945-0j -4.18167e-08-0j -2.87849e-05-0j 0.000295562-0j -2.39874e-06-0j 2.82552e-05-0j -0.0335286-0j -3.58504e-07-0j 2.3546e-06-0j -0.021503-0j -2.98753e-08-0j 4.06688e-05-0j 2.60822e-05-0j 3.38906e-06-0j 2.17352e-06-0j -0.000138696-0j 0.00336892-0j -1.41556e-05-0j -2.18501e-06-0j -2.8895e-06-0j -1.70265e-07-0j -0.000121359-0j 5.30739e-05-0j -8.09059e-05-0j 0.000119126-0j -2.23007e-07-0j -4.5521e-08-0j -2.0153e-06-0j 0.00294781-0j -2.68235e-09-0j 0.00196521-0j -1.23861e-05-0j -5.0058e-05-0j 0.000161656-0j -0.00289357-0j -8.25743e-06-0j 1.21582e-05-0j -2.52831e-06-0j 8.51077e-05-0j -1.68554e-06-0j 4.89517e-05-0j -1.48982e-07-0j 2.48179e-06-0j 0.000150393-0j 0.00121591-0j -2.05686e-07-0j -0.00392663-0j -9.93214e-08-0j 1.46241e-07-0j 6.55161e-05-0j -5.10902e-06-0j -0.00206727-0j -4.19855e-08-0j 1.6499e-05-0j -1.04287e-06-0j 8.68627e-06-0j 3.36784e-06-0j -2.47402e-09-0j -0.00365305-0j 1.77308e-06-0j -6.1452e-08-0j 1.53494e-05-0j 1.98452e-07-0j -0.00159139-0j 6.68671e-06-0j 3.13319e-06-0j 1.0448e-07-0j 1.84625e-07-0j 1.36492e-06-0j 8.04286e-08-0j 
-0.00323826-0j 0.00317867-0j -0.000379242-0j -6.67976e-06-0j 0.000535813-0j -0.000230783-0j -3.33106e-05-0j -3.83241e-06-0j -0.000164879-0j -5.5316e-07-0j 0.000228884-0j -2.37982e-05-0j 3.30365e-05-0j 0.000285996-0j 4.12799e-05-0j -0.000167484-0j -2.96073e-05-0j -2.46727e-06-0j -2.69295e-06-0j -0.000154476-0j -4.7605e-07-0j 0.000151633-0j -3.96709e-08-0j -2.73077e-05-0j -1.92393e-06-0j -2.27564e-06-0j 2.68053e-05-0j 0.000218252-0j -3.40107e-07-0j 2.23377e-06-0j 0.000139972-0j -2.83422e-08-0j 3.85818e-05-0j 2.47438e-05-0j 3.21515e-06-0j 2.06198e-06-0j 0.0257745-0j -2.19297e-05-0j -1.34292e-05-0j 0.00040605-0j -2.74122e-06-0j -1.61528e-07-0j 0.0225527-0j -3.4548e-07-0j 0.0150351-0j -0.0221377-0j -2.11563e-07-0j -4.3185e-08-0j 0.000374512-0j -1.91885e-05-0j -2.5447e-09-0j -1.27924e-05-0j -1.17505e-05-0j 0.0093025-0j -0.0300413-0j 1.88355e-05-0j -7.83368e-06-0j 1.15343e-05-0j -2.39857e-06-0j -0.0158159-0j -1.59904e-06-0j -3.18647e-07-0j -1.41337e-07-0j 2.35443e-06-0j -0.0279482-0j -7.91486e-06-0j -1.95131e-07-0j 2.55601e-05-0j -9.42246e-08-0j 1.38736e-07-0j -0.0121751-0j -4.84684e-06-0j 1.34567e-05-0j -3.98309e-08-0j 1.56523e-05-0j -9.89358e-07-0j 8.24052e-06-0j 3.19501e-06-0j -2.34706e-09-0j 2.37792e-05-0j 1.68209e-06-0j -5.82985e-08-0j 1.45618e-05-0j 1.88268e-07-0j 1.0359e-05-0j 6.34357e-06-0j 2.97241e-06-0j 9.9118e-08-0j 1.75151e-07-0j 1.29488e-06-0j 7.63013e-08-0j 
0.000603413-0j -0.000592311-0j -0.00334275-0j -5.88775e-05-0j 0.00472282-0j -0.00413757-0j -0.000593427-0j -6.8709e-05-0j -0.00295602-0j -9.85452e-06-0j 0.00410352-0j -0.000423965-0j 0.000588544-0j 0.00512745-0j 0.0007354-0j 3.12088e-05-0j 0.0251087-0j -6.61614e-05-0j 5.01801e-07-0j 2.87849e-05-0j 0.000403719-0j -2.82552e-05-0j -1.0638e-06-0j 0.0231586-0j 3.58504e-07-0j -6.10227e-05-0j -0.0227325-0j -4.06688e-05-0j 0.000288431-0j 5.98999e-05-0j -2.60822e-05-0j -7.60014e-07-0j -0.0327197-0j -0.0209842-0j 8.62162e-05-0j 5.52933e-05-0j 2.45182e-05-0j -0.000193296-0j -0.00048403-0j 3.86259e-07-0j 0.00469858-0j -5.78532e-06-0j 2.14534e-05-0j -3.04517e-06-0j 1.43023e-05-0j -2.10587e-05-0j -7.62539e-06-0j 7.40212e-05-0j 3.56258e-07-0j -0.000169134-0j -9.11417e-08-0j -0.000112756-0j -0.000423526-0j 8.84909e-06-0j -2.8577e-05-0j 0.000166022-0j -0.000282351-0j 0.000415733-0j 0.00411126-0j -1.50451e-05-0j 0.00274084-0j -2.80866e-06-0j -5.06216e-06-0j -0.00403561-0j -2.6586e-05-0j -6.9764e-05-0j -7.03313e-06-0j 0.000225294-0j -3.37477e-06-0j 4.96901e-06-0j -1.15817e-05-0j -0.000174696-0j 0.000118612-0j 6.82721e-05-0j 0.000564158-0j 0.00169581-0j 0.000297014-0j -0.0054764-0j -8.40628e-08-0j 0.000209598-0j -0.00288318-0j -2.08803e-06-0j 0.000524852-0j 6.74305e-06-0j 9.13075e-05-0j 0.000228642-0j -0.00509485-0j 3.55004e-06-0j 6.27324e-06-0j -0.00221948-0j 2.73283e-06-0j 
-5.02844e-05-0j 4.93592e-05-0j 0.000847466-0j 1.49268e-05-0j -0.00119735-0j -3.58365e-06-0j -0.00709157-0j -5.95106e-08-0j -2.56028e-06-0j -0.000117764-0j 3.55417e-06-0j -0.00506646-0j 0.00703322-0j 4.44101e-06-0j 0.00878818-0j -2.60073e-06-0j 6.61614e-05-0j 0.0243137-0j -4.18167e-08-0j -2.39874e-06-0j 1.0638e-06-0j 2.3546e-06-0j 0.000390935-0j 6.10227e-05-0j -2.98753e-08-0j 0.0224253-0j -5.98999e-05-0j 3.38906e-06-0j 7.60014e-07-0j -0.0220126-0j 2.17352e-06-0j 0.000279298-0j -8.62162e-05-0j -5.52933e-05-0j -0.0316836-0j -0.0203197-0j -2.04318e-06-0j 4.90049e-05-0j -2.08532e-07-0j -3.21882e-08-0j -0.000583584-0j 0.00657486-0j -1.78779e-06-0j 7.72022e-07-0j -1.19186e-06-0j 1.75489e-06-0j -3.2852e-09-0j -9.19376e-06-0j -2.96882e-08-0j 4.28793e-05-0j 0.00010358-0j 2.85862e-05-0j -1.82465e-07-0j -7.37424e-07-0j 2.38142e-06-0j -4.20904e-05-0j -1.21643e-07-0j 1.79108e-07-0j -0.000510636-0j 1.25375e-06-0j -0.000340424-0j 7.1206e-07-0j 0.005753-0j 0.000501241-0j 2.2155e-06-0j 1.76868e-05-0j -3.03004e-09-0j -5.71174e-05-0j 0.00383533-0j -0.00564715-0j 9.65143e-07-0j -7.5263e-08-0j -3.00708e-05-0j -8.47969e-06-0j 2.43053e-07-0j -0.000210627-0j 1.27961e-07-0j 0.000680193-0j 9.55351e-05-0j -5.31379e-05-0j 0.000358104-0j 0.00237299-0j 2.26119e-07-0j -0.00766329-0j -2.31486e-05-0j 9.85045e-08-0j 0.000632802-0j -0.00403452-0j -0.00712937-0j 0.000275669-0j -0.00310578-0j 
0.000539709-0j -0.000529779-0j -0.00298985-0j -5.26616e-05-0j 0.00422422-0j 3.84638e-05-0j -0.000530777-0j 6.38734e-07-0j 2.74798e-05-0j -8.81415e-06-0j -3.81473e-05-0j -0.000379205-0j 0.00052641-0j -4.76659e-05-0j 0.000657762-0j -0.00406819-0j -0.000233417-0j -5.91766e-05-0j -6.54117e-05-0j -0.00375222-0j -3.75306e-06-0j 0.00368318-0j -9.5149e-07-0j -0.000215287-0j -4.67324e-05-0j -5.45804e-05-0j 0.000211326-0j 0.00530133-0j -2.68132e-06-0j 5.35761e-05-0j 0.00339992-0j -6.79777e-07-0j 0.000304169-0j 0.000195074-0j 7.71141e-05-0j 4.94558e-05-0j 2.19297e-05-0j 0.0251968-0j 2.2382e-06-0j 3.4548e-07-0j -4.36791e-05-0j -5.17455e-06-0j 1.91885e-05-0j 0.00039695-0j 1.27924e-05-0j -1.88355e-05-0j 3.52604e-08-0j -6.88118e-07-0j 3.18647e-07-0j 0.0220472-0j -8.15196e-08-0j 0.0146981-0j 1.95842e-06-0j 7.91486e-06-0j -2.55601e-05-0j -0.0216416-0j 1.30561e-06-0j -1.92239e-06-0j -3.82192e-05-0j -1.34567e-05-0j -2.54795e-05-0j 0.000366119-0j -4.52773e-06-0j 3.7516e-05-0j -2.37792e-05-0j 0.00909402-0j 3.25218e-08-0j -0.029368-0j -3.01849e-06-0j 4.44442e-06-0j -1.0359e-05-0j 8.07807e-07-0j -0.0154615-0j -6.34673e-07-0j -2.60872e-06-0j -1.57646e-05-0j -1.37342e-06-0j 5.09099e-05-0j -7.51881e-08-0j -0.0273219-0j 2.68027e-05-0j -1.86759e-06-0j -2.42696e-06-0j 6.03116e-06-0j -0.0119023-0j -1.05726e-06-0j 4.73629e-05-0j 3.17525e-06-0j 5.61096e-06-0j 2.06328e-05-0j 2.44431e-06-0j 
0.000369514-0j -0.000362715-0j -0.00204701-0j -3.60549e-05-0j 0.00289212-0j 2.63343e-05-0j -0.000363398-0j 4.37312e-07-0j 1.88142e-05-0j -6.03464e-06-0j -2.61177e-05-0j -0.000259624-0j 0.000360408-0j -3.26346e-05-0j 0.000450339-0j 1.91114e-05-0j -0.000159809-0j -4.05154e-05-0j 3.07289e-07-0j 1.76271e-05-0j -2.56955e-06-0j -1.73027e-05-0j -6.5144e-07-0j -0.000147397-0j 2.19538e-07-0j -3.73686e-05-0j 0.000144685-0j -2.49044e-05-0j -1.83577e-06-0j 3.66811e-05-0j -1.5972e-05-0j -4.65412e-07-0j 0.000208251-0j 0.000133558-0j 5.27964e-05-0j 3.38601e-05-0j -0.0058972-0j -0.000118369-0j 1.53239e-06-0j -9.29043e-05-0j -2.9905e-05-0j -3.54277e-06-0j -0.00516005-0j -1.86478e-06-0j -0.00344004-0j 0.00506511-0j 2.41412e-08-0j -4.71122e-07-0j -8.56885e-05-0j -0.000103573-0j -5.58127e-08-0j -6.90485e-05-0j 1.34084e-06-0j -0.00212841-0j 0.00687345-0j 0.000101667-0j 8.93893e-07-0j -1.31617e-06-0j -2.61669e-05-0j 0.00361869-0j -1.74446e-05-0j -1.71994e-06-0j -3.09992e-06-0j 2.56854e-05-0j 0.00639456-0j -4.27216e-05-0j 2.22662e-08-0j 0.000137964-0j -2.06662e-06-0j 3.04289e-06-0j 0.00278568-0j 5.53068e-07-0j 7.26344e-05-0j -4.34531e-07-0j -1.78607e-06-0j -1.07933e-05-0j -9.40316e-07-0j 3.48556e-05-0j -5.14778e-08-0j 0.000128352-0j 1.83506e-05-0j -1.27865e-06-0j -1.66163e-06-0j 4.12926e-06-0j 5.59142e-05-0j -7.23857e-07-0j 3.24271e-05-0j 2.17394e-06-0j 3.84156e-06-0j 1.41263e-05-0j 1.67351e-06-0j 
0.000330503-0j -0.000324422-0j 3.87062e-05-0j 6.8175e-07-0j -5.46862e-05-0j -0.00455603-0j 3.39975e-06-0j -7.56581e-05-0j -0.00325499-0j 5.64567e-08-0j 0.00451855-0j 2.4289e-06-0j -3.37178e-06-0j 0.00564603-0j -4.21311e-06-0j 1.70938e-05-0j -0.000584497-0j 2.51815e-07-0j 2.74848e-07-0j 1.57661e-05-0j -9.39802e-06-0j -1.5476e-05-0j 4.04889e-09-0j -0.0005391-0j 1.96361e-07-0j 2.32257e-07-0j 0.00052918-0j -2.22752e-05-0j -6.71427e-06-0j -2.27983e-07-0j -1.42858e-05-0j 2.89267e-09-0j 0.000761668-0j 0.000488483-0j -3.28145e-07-0j -2.1045e-07-0j 1.34292e-05-0j 2.2382e-06-0j 0.0253744-0j 2.11563e-07-0j -5.41162e-05-0j 1.64859e-08-0j 1.17505e-05-0j 3.52604e-08-0j 7.83368e-06-0j -1.15343e-05-0j 0.000399748-0j -8.52544e-07-0j 1.95131e-07-0j 1.95842e-06-0j 2.59718e-10-0j 1.30561e-06-0j 0.0222026-0j 4.84684e-06-0j -1.56523e-05-0j -1.92239e-06-0j 0.0148018-0j -0.0217941-0j -4.73517e-05-0j -8.24052e-06-0j -3.15678e-05-0j 3.25218e-08-0j 1.44251e-08-0j 4.64804e-05-0j -1.45618e-05-0j 8.07807e-07-0j 0.0003687-0j -2.60872e-06-0j 9.61675e-09-0j -1.41597e-08-0j -6.34357e-06-0j 0.00915812-0j -1.37342e-06-0j -7.86328e-07-0j -0.029575-0j -1.95316e-05-0j -0.0155705-0j 6.30748e-05-0j 2.39546e-10-0j -2.42696e-06-0j 3.32072e-05-0j 5.95006e-09-0j -0.0275145-0j -1.9215e-08-0j -1.05726e-06-0j -0.0119862-0j 5.86802e-05-0j -1.01162e-08-0j -1.78762e-08-0j 2.5563e-05-0j -7.78747e-09-0j 
-6.74637e-05-0j 6.62223e-05-0j 0.000755363-0j 1.33046e-05-0j -0.00106722-0j 0.000462594-0j -0.00310487-0j 7.6819e-06-0j 0.000330493-0j -5.15598e-05-0j -0.000458788-0j -0.00221822-0j 0.00307932-0j -0.000573266-0j 0.00384768-0j -3.48925e-06-0j -0.00567383-0j -0.000704715-0j -5.61031e-08-0j -3.21825e-06-0j -9.12285e-05-0j 3.15903e-06-0j -1.1331e-05-0j -0.00523315-0j -4.0082e-08-0j -0.00064998-0j 0.00513686-0j 4.54691e-06-0j -6.51768e-05-0j 0.000638021-0j 2.91608e-06-0j -8.09525e-06-0j 0.00739367-0j 0.00474181-0j 0.000918327-0j 0.000588953-0j -2.74122e-06-0j 4.36791e-05-0j 5.41162e-05-0j -4.3185e-08-0j 0.0245834-0j -9.29196e-05-0j -2.39857e-06-0j 6.88118e-07-0j -1.59904e-06-0j 2.35443e-06-0j 8.52544e-07-0j 0.000387286-0j -3.98309e-08-0j 3.82192e-05-0j -1.46385e-06-0j 2.54795e-05-0j 4.73517e-05-0j -9.89358e-07-0j 3.19501e-06-0j -3.7516e-05-0j 3.15678e-05-0j -4.64804e-05-0j 0.0215105-0j 1.68209e-06-0j 0.0143403-0j 6.34673e-07-0j -8.13046e-05-0j -0.0211147-0j 2.97241e-06-0j 1.57646e-05-0j 7.86328e-07-0j -5.09099e-05-0j -5.42031e-05-0j 7.98087e-05-0j 1.29488e-06-0j 1.95316e-05-0j -2.68027e-05-0j 0.000357206-0j -6.30748e-05-0j 0.00887263-0j -3.32072e-05-0j -0.0286531-0j -1.35016e-06-0j -4.73629e-05-0j -0.0150851-0j -3.35365e-05-0j -5.86802e-05-0j 0.000108302-0j -2.06328e-05-0j -2.5563e-05-0j -0.0266567-0j 5.70181e-05-0j 0.000100756-0j -0.0116125-0j 4.38926e-05-0j 
0.000426678-0j -0.000418827-0j 4.99695e-05-0j 8.80136e-07-0j -7.05995e-05-0j -0.0029257-0j 4.38906e-06-0j -4.85846e-05-0j -0.00209022-0j 7.28853e-08-0j 0.00290163-0j 3.13569e-06-0j -4.35295e-06-0j 0.00362565-0j -5.43911e-06-0j -0.00321619-0j -0.000375341-0j 3.25092e-07-0j -5.17125e-05-0j -0.00296639-0j -6.03503e-06-0j 0.00291181-0j 5.22709e-09-0j -0.000346188-0j -3.69452e-05-0j 2.99842e-07-0j 0.000339819-0j 0.00419107-0j -4.31164e-06-0j -2.94325e-07-0j 0.00268787-0j 3.73442e-09-0j 0.000489113-0j 0.000313684-0j -4.23633e-07-0j -2.7169e-07-0j -0.00339608-0j -0.000421116-0j -0.000342261-0j -5.35018e-05-0j -3.47513e-05-0j 2.12832e-08-0j -0.00297157-0j -6.63424e-06-0j -0.00198105-0j 0.0029169-0j -5.39196e-06-0j -5.4747e-07-0j -4.93463e-05-0j -0.000368476-0j 3.35294e-10-0j -0.000245651-0j -0.000299478-0j -0.00122571-0j 0.00395829-0j 0.000361696-0j -0.000199652-0j 0.000293968-0j -3.04074e-05-0j 0.00208393-0j -2.02716e-05-0j -6.11896e-06-0j 1.86228e-08-0j 2.98479e-05-0j 0.0036825-0j -0.000151989-0j -4.97318e-06-0j 0.000490829-0j 1.24152e-08-0j -1.82801e-08-0j 0.00160422-0j -0.000123528-0j 0.000258408-0j -5.04949e-07-0j 0.00039892-0j -1.25424e-05-0j 0.000210021-0j 4.05041e-05-0j 3.09252e-10-0j 0.000456631-0j 2.13243e-05-0j 7.6815e-09-0j 0.000371126-0j -2.48065e-08-0j 0.000198923-0j 0.000161675-0j 3.76821e-05-0j -1.30599e-08-0j -2.30781e-08-0j 1.64155e-05-0j -1.00536e-08-0j 
3.97533e-06-0j -3.90219e-06-0j -8.9486e-05-0j -1.57616e-06-0j 0.000126431-0j 2.83312e-07-0j 0.00112914-0j 4.70472e-09-0j 2.02408e-07-0j 1.87506e-05-0j -2.80981e-07-0j 0.000806693-0j -0.00111985-0j -3.51093e-07-0j -0.00139927-0j 2.05606e-07-0j -6.98614e-06-0j -0.00793956-0j 3.3059e-09-0j 1.89637e-07-0j -1.12329e-07-0j -1.86148e-07-0j -0.000127659-0j -6.44354e-06-0j 2.36185e-09-0j -0.0073229-0j 6.32498e-06-0j -2.67929e-07-0j -8.02517e-08-0j 0.00718816-0j -1.71832e-07-0j -9.12038e-05-0j 9.10377e-06-0j 5.83855e-06-0j 0.0103462-0j 0.00663535-0j 1.61528e-07-0j -5.17455e-06-0j 1.64859e-08-0j 2.5447e-09-0j 9.29196e-05-0j 0.0237939-0j 1.41337e-07-0j -8.15196e-08-0j 9.42246e-08-0j -1.38736e-07-0j 2.59718e-10-0j 1.46385e-06-0j 2.34706e-09-0j -4.52773e-06-0j 0.000374848-0j -3.01849e-06-0j 1.44251e-08-0j 5.82985e-08-0j -1.88268e-07-0j 4.44442e-06-0j 9.61675e-09-0j -1.41597e-08-0j 8.13046e-05-0j -9.9118e-08-0j 5.42031e-05-0j -7.51881e-08-0j 0.0208196-0j -7.98087e-05-0j -1.75151e-07-0j -1.86759e-06-0j 2.39546e-10-0j 6.03116e-06-0j 0.0138798-0j -0.0204366-0j -7.63013e-08-0j 5.95006e-09-0j 3.17525e-06-0j 1.35016e-06-0j -1.9215e-08-0j 3.35365e-05-0j -1.01162e-08-0j -0.000108302-0j 0.000345734-0j 5.61096e-06-0j -5.70181e-05-0j 0.00858767-0j -1.78762e-08-0j -0.0277328-0j 2.44431e-06-0j -7.78747e-09-0j -0.000100756-0j -0.0146006-0j -0.0258006-0j -4.38926e-05-0j -0.0112396-0j 
0.000164228-0j -0.000161207-0j 1.92333e-05-0j 3.38764e-07-0j -2.71738e-05-0j 1.17041e-05-0j 1.68935e-06-0j 1.94361e-07-0j 8.36185e-06-0j 2.80535e-08-0j -1.16079e-05-0j 1.20693e-06-0j -1.67545e-06-0j -1.45043e-05-0j -2.09351e-06-0j -0.00373072-0j 1.50154e-06-0j 1.25128e-07-0j -5.99856e-05-0j -0.00344096-0j 2.41429e-08-0j 0.00337765-0j 2.01191e-09-0j 1.38491e-06-0j -4.28558e-05-0j 1.15409e-07-0j -1.35943e-06-0j 0.00486157-0j 1.72485e-08-0j -1.13286e-07-0j 0.00311789-0j 1.43738e-09-0j -1.95668e-06-0j -1.25488e-06-0j -1.63056e-07-0j -1.04573e-07-0j 6.67301e-06-0j -0.000488487-0j 6.81061e-07-0j 1.05126e-07-0j 1.39021e-07-0j 8.19189e-09-0j 5.83888e-06-0j -7.6956e-06-0j 3.89259e-06-0j -5.73145e-06-0j 1.07294e-08-0j 2.19013e-09-0j 9.69613e-08-0j -0.000427426-0j 1.29055e-10-0j -0.000284951-0j 5.95928e-07-0j 2.40842e-06-0j -7.77769e-06-0j 0.000419561-0j 3.97286e-07-0j -5.84964e-07-0j 1.21643e-07-0j -4.09475e-06-0j 8.10956e-08-0j -7.09789e-06-0j 7.16791e-09-0j -1.19405e-07-0j -7.23579e-06-0j -0.000176304-0j 9.89607e-09-0j 0.000569353-0j 4.7786e-09-0j -7.03602e-09-0j -3.15214e-06-0j 2.45808e-07-0j 0.000299749-0j 2.02003e-09-0j -7.93807e-07-0j 5.01753e-08-0j -4.17918e-07-0j -1.62035e-07-0j 1.19031e-10-0j 0.000529685-0j -8.53072e-08-0j 2.95661e-09-0j -7.385e-07-0j -9.54801e-09-0j 0.000230748-0j -3.21714e-07-0j -1.50746e-07-0j -5.02677e-09-0j -8.88278e-09-0j -6.56697e-08-0j -3.86962e-09-0j 
-6.15856e-05-0j 6.04525e-05-0j 0.000689549-0j 1.21453e-05-0j -0.000974231-0j -4.38906e-06-0j -0.00283434-0j -7.28853e-08-0j -3.13569e-06-0j -4.70675e-05-0j 4.35295e-06-0j -0.00202495-0j 0.00281102-0j 5.43911e-06-0j 0.00351244-0j 0.000464217-0j 5.38329e-05-0j -0.000643314-0j 7.46406e-06-0j 0.000428161-0j 8.65569e-07-0j -0.000420283-0j -1.03437e-05-0j 4.96517e-05-0j 5.33258e-06-0j -0.000593348-0j -4.87382e-05-0j -0.000604929-0j 6.18393e-07-0j 0.000582431-0j -0.000387961-0j -7.38992e-06-0j -7.01506e-05-0j -4.49899e-05-0j 0.000838314-0j 0.000537638-0j 0.000490182-0j -0.00581115-0j -2.55398e-07-0j 7.72232e-06-0j -0.000233246-0j -8.48236e-05-0j 0.00042891-0j -9.15486e-05-0j 0.00028594-0j -0.000421018-0j -4.02353e-09-0j -3.67454e-06-0j 7.12253e-06-0j -0.00508475-0j -1.33631e-06-0j -0.00338983-0j -2.23473e-07-0j 0.000176916-0j -0.000571329-0j 0.00499119-0j -1.48982e-07-0j 2.19361e-07-0j -0.00020409-0j -0.00030079-0j -0.00013606-0j -8.44381e-05-0j -7.42206e-05-0j 0.000200335-0j -0.000531523-0j -0.00209735-0j -3.71103e-09-0j 0.00677315-0j -4.94804e-05-0j 7.2855e-05-0j -0.000231549-0j -9.2178e-08-0j 0.00356588-0j -3.38915e-06-0j 2.97678e-07-0j -8.41828e-05-0j 1.56719e-07-0j 0.000271858-0j -1.23252e-06-0j 0.00630124-0j 0.000143126-0j -3.06145e-05-0j 2.76938e-07-0j 9.88656e-05-0j 0.00274502-0j 1.20643e-07-0j 0.000252917-0j 5.20501e-05-0j 9.19774e-05-0j 0.000110179-0j 4.00683e-05-0j 
