-0.00295329+0.000695745j -0.000873304+7.61995e-05j 0.00388016-9.13835e-05j 0.00242559-0.00172533j 0.00244513+0.00150076j 0.0101015-0.00416519j -0.00288864-0.00293716j 0.00388898-0.00791756j 0.00152588-0.00232288j 0.00243059-0.0051885j 0.00699499+0.01029j 0.00317423+0.0242975j -0.00877037-0.0179721j -0.00108721-0.00902602j -0.00312779-0.00118369j 0.00603751+0.00469009j -0.00257348-0.0122291j -0.00949055-0.0296884j 0.00182769-0.0139647j -0.0224146+0.00690062j -0.00259116+0.00749171j 0.00762221+0.00413827j -0.00124531-0.00382056j -0.0033-0.000798648j -0.000397579+0.00876838j 0.00264638+0.000881136j 0.00183327-0.0019098j -0.00440375-0.00312342j 0.00144775-0.00460231j 0.00396492+0.00280232j 0.000509383-0.0128137j 0.00221819-0.00262009j 0.00222992-0.00467739j 0.00152412-0.00207364j -0.00251954+0.00450053j 0.00163423+0.000121592j 0.000508898-0.000518457j 0.000980237+0.00316642j -0.000949475+0.00528402j -0.00486128+0.00446167j 0.00151635+0.00362605j 0.00165819+0.00037139j -0.0064295-0.00790095j 0.000108514+0.000894316j -0.000661026+0.00450805j 0.00202449+0.00115208j 0.00189197-0.00491065j 0.00294706+0.000386338j -0.00280291+0.000809175j 0.001769-0.00429901j 0.00244495-0.00162747j 0.00411123+0.00279416j 0.00431524+0.00252756j -2.38214e-05-0.00967268j 0.00024483-0.00750605j -0.000559257+0.00805442j 0.00408473+0.00188038j -0.00222146-0.0130876j 0.00524848-0.0103544j 0.000371065+0.00170914j 0.000248474-0.00125251j 0.00265865-0.00233997j 0.000741629+0.00077132j 0.000500676+0.00188993j 0.000637995+0.00106074j -0.00225811+0.00143449j -0.000451586-0.000697085j -0.000992917+0.00183953j -0.000183761-0.000491122j 8.5317e-05-0.000202745j 8.44579e-05-0.00252811j -0.00116361+0.000766299j 0.000334857-0.00217198j 0.00182066-0.00020111j -0.0025563-0.000205304j 0.00119063+0.00166215j -0.00245886-0.0019722j 0.000289556-0.00109188j 0.00201515-0.00517291j -0.00218391+0.00098151j 0.00225131+0.00179521j 0.00320942+0.00147454j 0.00141902-0.000509712j 0.000473872+0.00420876j -0.000111569+0.00219654j -0.00148515+0.000625607j -0.000643981+0.000201258j -0.00013915+0.0036042j 0.000132249+0.000943297j 0.00201085+0.00112946j 0.000294512-0.00269669j 0.000717241+0.000819339j 
-0.00575953-6.21207e-05j 0.00229228-0.00125001j -0.00154193-0.00358252j -5.48204e-05+0.00530638j 0.00211375+0.000501512j 0.00533379-0.00297256j 0.00529608-0.00101401j 0.00482222+0.00305663j 0.00564606-0.00120813j 0.00359155-0.0015638j 0.00790352-0.00101432j -0.0146299-0.000962261j -0.000644478+0.00374554j 0.0030828+0.00317162j 0.007853+2.21595e-05j 0.00671787+0.00376732j -0.000325129-0.00384275j -0.000649787-0.000758997j -0.000242605+0.000397692j -0.0146646+0.00355312j -0.00627359-0.000273516j 0.0058411+0.00401832j 0.00626564+0.0014221j 0.00342699+0.0077535j -0.00547907-0.00209863j 0.00644596-0.00622233j -0.00671998-0.000987401j -0.000211714+0.000959423j 0.0258553-0.00607771j 0.00406817+0.00506037j -0.0139296+0.00449042j 0.00343031-0.00520103j -0.0105536-0.000784205j 0.0308617-0.00755937j -0.012674-0.00952641j -0.0101156-0.0152918j 0.018259-0.00999379j -0.00546908-0.00417175j 0.00101403-0.00400516j 0.00264588+0.00509496j 0.00605533+0.00115813j 0.00860473+0.00704886j 0.00464468-0.000974928j 0.00494568+0.000126957j -0.00200487-0.000890393j 0.00880176-0.000720566j 0.0164497-0.0111904j -0.00478695-0.0101988j 0.0100159+0.00100396j 0.00372788+0.00778455j 0.0110171-0.00412725j 0.0172641+0.00672409j -0.00282302-0.00583374j 0.000574149-0.000897471j -0.0102085+0.00349174j 0.00262572+0.00286562j -0.00616172-0.0021238j 0.0036446+0.00745733j 0.000160645+3.36218e-05j 0.00123469-0.00611499j 0.00756787+0.000484313j 0.00368306+0.00120296j -0.00150625+0.00675985j -0.0140439+0.00149522j 0.00219337+0.000334096j 0.00500926+0.000448707j -0.00653821-0.00251038j 0.0130501+0.00189315j 0.00131574-0.00196078j -0.00775614-0.000238114j 0.00229656-0.00373633j -0.00226474-0.00144722j 0.00826535+0.00284514j 0.00547213+0.00549776j 0.00721215+0.000836411j -0.00379984+0.000378999j 0.0134134+0.0037086j 0.00506394+0.000277566j 0.00403721-0.000796763j -0.00230494-0.00118685j 0.00556628-0.001928j 0.00517137+0.00153527j -0.00460639-0.000499693j -0.00180296+0.000160441j 0.000376454-0.000223124j -0.00150468-0.00233795j -0.00040767+2.17401e-05j 0.000412927+0.00120424j 0.000564716-0.000591292j 0.00261787+0.00116513j 0.00013364-0.000312894j 0.00113+0.000754186j 
0.00121545+0.00516339j 0.000282754-0.000835236j 0.00138678+0.0111704j -0.0029814-0.00398007j 0.000373149-0.00102497j 0.0010786+0.0051993j -0.000189959-0.0021287j -0.00587487+0.00142091j -0.0149896+0.000646383j -0.00887184-0.000200383j -0.00574076-0.00203738j 0.0147419-0.00164813j 0.00094587+0.00230621j -0.00388005+0.00165243j 0.00250639-0.00509801j -0.015177+0.00686261j 0.00172511-0.0062829j -0.0144633-0.00130736j 0.00393905-0.00367159j -0.0129787-0.00249885j -0.0040951-0.00417456j 0.00667579+0.00805689j -0.00554018+0.00415164j 0.00451232+0.00702356j 0.00421211-0.00319737j -0.00734542-0.0111392j -0.00369829-0.0102783j 0.00860226-0.0029129j -0.00736282-0.00156518j -0.000563892-0.00250741j 0.0114638+0.00209572j -0.00452643+0.00129567j -0.00735235-0.00938104j -0.0146825+0.00417278j 0.00712228+0.000258186j 0.0124328-0.0160828j -0.0129181-0.00698256j 0.00172585-0.0053867j 0.00619901+0.0112844j -0.00176268-0.00197238j -0.00401222-0.00315471j -0.00729869-0.0115368j 0.00178068-0.000508894j 0.00398666+0.00617078j -0.0043861-0.0060218j 0.00624322+0.00119609j -0.000314384-0.00792138j 0.0037904-0.00356743j 0.00627229+0.00278956j -0.00186854+0.0134187j -0.00291093+0.00799935j -0.00623398+0.00777877j -0.0136955-0.012874j -0.0123532+0.00325783j 0.00276174-0.00225836j 0.00199095-0.00374436j -0.0121201-0.00069152j 0.000398778+0.00631618j -0.000489663+0.0035528j 0.00384685-0.00909313j 0.00346601-0.00355865j -0.00852534+0.00850933j 0.00340626+0.00280961j -0.00666041+0.00347397j -0.00266784-0.00389041j 0.0147217+0.00117678j 0.00671197+0.00297896j -0.00357592-0.0053046j 0.00743751-0.00123445j 0.00191088+0.0027267j 0.00479073+0.00134556j 0.00661876+0.000524825j -0.00483044-0.0034574j -0.00214388-0.00651777j 0.00106805-0.00080264j -0.00218445+0.000703548j 0.0142918-0.00107201j 0.00188412-0.000375106j -0.00657472+0.000379951j 0.0040768-0.00283442j 0.000491942+0.000830886j -0.000906107+0.00229489j -0.00298703+0.00132302j -0.00387294-0.000299084j 0.000177137+0.000866218j 0.00214157-0.000847002j 0.0009097+0.000321935j 0.00373535+0.00202956j 7.78663e-05-0.00201257j -0.00209653-0.000766973j -0.000835191+2.69445e-06j -0.00115721+4.14067e-05j 
-0.00438933-0.0140698j 0.000288519+0.00438299j -0.000895347-0.0289315j 0.00136211-0.0120225j -0.000686985-0.00817723j 0.00324849-0.00149262j 0.022616+0.00321253j -0.0151037+0.00125873j 0.00971148-0.00394965j 0.00231531+0.0114208j -0.00102344+0.012155j 0.0134969+0.0137253j 0.0110754-0.00106537j 0.0118598-0.0163693j 0.000669165+0.00258026j 0.00463869-0.0140979j -0.000134941+0.0198652j -0.000181325+0.000187667j 0.00392336+0.0100155j 0.00765389-0.000603536j 0.00166971-0.00112852j 0.00148745+0.000132235j 0.0010859+0.00418345j 0.00444547+0.0034275j -0.000579037-0.00716671j 0.00358887+0.0041393j -0.00293815-0.00359808j -0.0075248-0.00179899j 0.00640184+0.00516465j -8.6756e-05+0.0046246j -0.00483924-0.00585997j 0.00572337+0.00421762j -0.000704082-0.000603617j -0.00324486+0.00473444j 0.000692577-0.000709014j 0.00782161-0.00766666j -0.000253097+0.00277676j -0.0011023-0.00281033j 0.00164346+0.00306134j -0.000580876-0.000473163j -0.00253558+0.00204036j -0.00059638+0.00429606j 0.00226007+0.0014439j 0.0100288-0.000516032j 0.00135607+0.00227307j 0.00945095+0.00253853j 0.0081239-6.53145e-05j -0.00123583-0.0022592j 0.00015463-0.00434328j 0.00145875+0.00296142j 0.00215183+0.000770556j 0.00184098+0.00552526j 0.0106516+0.00739863j -5.4928e-05+0.00198664j -0.00152643+0.000462081j -6.57074e-05-0.00204342j -0.000940028+0.00560956j -0.00230652-0.0017593j 0.00054301-0.000946902j 0.000631855-0.00334293j 0.00168183-0.00388561j -0.00442579+0.00252199j 0.00791221-0.00104761j -0.00210711+0.00484357j -0.00179724+0.000731909j 0.00313082+0.000875209j -0.000706944+0.00123506j 0.000736158-0.00415712j 0.0022144-0.00134823j -0.0019738+0.000238821j 0.00113327-0.00288041j -0.000234278-0.00104575j 0.00340879-0.000125476j 0.00283838+0.00235942j -0.001259-0.000708817j -0.000693666+0.00114739j 0.00551814-0.00235273j 8.95752e-05+0.000469705j -0.00498737-0.00163105j -8.09289e-05+0.000574352j -0.00264704-0.00133699j -0.00180498-0.000544613j 8.67427e-06+0.00137127j -0.00278244+4.28432e-05j -0.00073253-0.00074412j 8.81817e-05-0.000188355j 0.000953224-0.000889549j 0.00101988-0.000182004j -0.000990239-0.000669261j -0.00123731-0.00054844j 0.000368374+0.00057203j -0.000358105-0.000216727j 
-1.95221e-05+0.000496695j -0.000633677-0.00142797j 0.000354083-0.00187308j -0.00118439+0.00634365j -0.00257642-0.000736199j 0.00611762-0.000332375j 0.00794726-0.00251737j -0.000229458+0.00181734j 0.00253619+0.00212148j -0.000292179-0.00136661j -0.0121351-0.000559096j 0.00475147+0.00415858j -0.00233308+0.00288404j 0.00500852-0.000401209j 2.00436e-05-0.000732663j -0.00984216+0.000287867j -0.00108938+7.46563e-05j -0.00268921-0.00231042j 0.0114095+0.00210031j -0.00438771+0.000636376j 0.00598405+0.00208365j 0.00624527-0.000610148j -0.00678115-0.00341977j 0.00543376-0.00436818j 0.00435779-0.00129272j -0.0029713-0.00298605j 0.00215861+0.0054293j -0.00171457-0.00094654j 0.0012966+0.000404914j 0.0107-0.00162408j -0.00450568-0.00312693j -0.00485522+0.0064589j 0.00167237+0.00144772j -0.00338566+0.00364383j -0.00773604+0.00417451j -0.00220909+0.000323023j -0.000387055+0.00685453j -0.00774814+0.00244968j -0.0148222-0.00250592j 0.00520925-0.00300068j 0.00352402-0.00290641j 0.0165649+0.000371409j 0.00130447+0.00172181j -0.00577952+0.00126327j 0.00260213+0.000403947j 0.00648166-0.000604403j -0.00101498-0.0014515j -0.00503041+0.000789754j 0.00194198-0.000753689j -0.000939566+0.000850427j -0.00282468+0.00396744j 0.00550569-0.00326704j -0.00288691-0.00137085j -0.00524154-0.00071513j 0.00783645-0.000114337j 0.00206138+0.00393907j -0.00142433-0.00197106j -0.00189769-0.00798187j 0.000637884+0.00613434j 0.000484961+0.00424518j -0.00204021-0.000208087j 0.000957264+0.00711775j -0.00290679-0.010201j 0.00410932-0.0113661j -0.00397628-0.000728055j -0.000764662-0.0112116j 0.00620423-0.0044407j -0.00574491+0.0295173j -0.00110973+0.0071284j 0.00559147-0.00454514j -0.00380764+0.00626664j 0.00152458+0.00531504j -0.00369051+0.0021917j 0.000810973-0.00280515j -0.00357213+7.59339e-05j -0.00384359-0.00592096j -0.00304635-0.00279347j -0.00312736+0.00196432j -0.00222278+0.00206485j 0.00139814-0.00432334j -0.0038016+0.00107994j -0.00126567-0.000480665j 0.00223988+0.000926511j 0.00142552+0.000758748j -0.000591202-0.000141468j 0.000792057+0.00341545j -0.00465027+4.78968e-05j 0.00147615-0.00164712j -0.000709387+0.000527762j -0.000293521-0.0023239j -0.00173526-0.00161454j 0.000323398-0.00116071j 
-0.00261459-0.00819287j -0.000561592+0.00403056j 0.00351701-0.0131915j -0.00155276-0.00755269j 0.000250302-0.00239634j 0.00648768-0.00225773j 0.0116575+0.00131463j -0.0082136+0.00319499j 0.00262909+0.000464926j 0.0121176+0.00103772j -0.00537172+0.00165308j 0.00678177+0.00317231j 0.00230073+0.000338384j -0.00862768-0.00358962j -0.00282189+0.00100101j -0.00638121-0.00324359j -0.00340722+0.00453108j -0.00313162-0.000558568j -0.00824313+0.00248261j -0.00572391-0.000352903j -0.00715631-0.00081399j 0.00182188+0.000230639j -0.00093495+0.00101286j 0.00498248+0.00107612j -0.00103578+0.00124476j -0.00373315+0.00086748j 0.00424132+0.00313992j 0.00357664+0.00783925j -0.0171613-0.00979961j -0.0126939-0.00278249j 0.0152215+0.0112914j -0.00460571-0.00331035j -0.00501994+0.00170719j 0.00387136-0.0109868j 0.00208949-8.29446e-05j -0.0159444-0.00241871j -0.00282242-0.00990755j 0.000587609-0.00114715j 0.0060311+0.00227865j 0.00166422+0.00320327j 0.000263193+0.00031908j -0.00778885-0.000205229j -0.0118135-0.00414851j -0.0145366-0.00781998j -0.0118185-0.00549285j -0.0163196-0.00655814j -0.0127386-0.00364395j 0.00644979+0.00809373j -0.000706482+0.00925925j 0.000194369-0.00176472j -0.00572427-0.00284415j -0.0131323-0.00343885j -0.0195624-0.0135188j -0.00146666-0.00624867j -0.00121065-0.00126266j 0.00405816+0.00274069j -0.00680776-0.00757243j 0.00587769+0.00374963j -0.00336002-0.00283378j -0.00106597+0.00170742j -0.000450709+0.00583201j 0.00996067-0.00306945j -0.0165704+0.00504219j 9.58103e-05-0.00447419j 0.00556075-2.80784e-06j 0.00210072+0.0019028j 0.000400282-0.000635662j 0.00497035-0.00111353j -0.00046788+0.00200578j 0.0018295+0.00301227j 0.00450146+0.0069099j 0.00272077+0.00150854j -0.00396232-0.00534888j -0.00249492-0.00636492j 0.00737059+0.00589399j -0.00288617+0.0019804j -0.00533315+0.00569079j 0.00290346-0.00294903j 0.00673315+0.00232942j 0.000942069-0.00286418j 0.00798263+0.00503288j 0.00229115+0.00275528j -0.000906224-0.00133633j 0.00172452-0.000597562j 0.0014629+0.000577835j 0.00126393-0.000203996j -0.000393852+0.00253742j -0.00202083+0.00104544j 0.00240631+0.000608583j 0.00207729+0.000545998j -5.71168e-05-0.00070933j 0.00031761+0.000274175j 
-0.0012165+0.0130686j -0.0053395+0.000762164j -0.00299809+0.0153094j 0.000339811+0.000843871j -0.00378212+0.000857139j 0.0112575+0.00235511j 0.0155282+0.00165121j -0.0206449-0.000386172j 0.00158413+0.0017784j -0.00347188+0.00441492j 0.0117445+0.00503005j 0.00448624+0.000775387j 0.00108758+0.000708689j 0.00104225-0.00233902j 0.00607397+0.00436439j 0.016123-0.00398894j 0.00922035+0.00640019j 0.004917-0.00446512j 0.00104336+7.48476e-05j -0.00217183-0.00447908j 0.00819428+0.00276683j 0.00410972-0.000883106j -0.00934761+0.000286424j 0.0111313-0.00424381j 0.00146623+0.00275673j -0.00654834-0.001011j -0.00221345-0.0013716j -0.00237437-0.00101544j -0.011174-0.00375983j -0.00399304-0.00178369j 0.00897713-0.000511869j -0.00395538-0.00150948j -0.0027955+0.00463606j -0.0109092-0.00541111j -0.00185732-0.0039305j -0.00402898-0.00178879j -0.00743014-0.00175662j -0.00586547-0.00185961j -0.0041612-0.00210038j 0.00438589+0.0024507j 0.000633199-0.000204697j 0.0100057-0.00229484j -0.00275868-0.00627967j -0.00280991-0.000577881j 0.00374054+0.00315283j -0.000792141-0.000421597j -0.00749405-0.000805548j -0.00206504-0.00137839j 0.00499099-0.00218982j 0.00288806+0.000993876j -0.00637085-0.00166729j 0.00543375-0.00329769j -0.00868232+0.00226173j -0.00120258+0.00554797j 0.00591327-0.00119544j -0.00039675-0.000526584j 0.00295578+1.13014e-05j 0.00109249-0.00614744j 0.00534055+0.00770024j -0.00115267+0.00953798j -0.0012658+0.00452234j -0.00230017+0.00135848j -0.00447603+0.0046095j 0.00175984-0.00902386j 0.0014037+0.0019116j -0.00380565-0.0095143j 0.00111958+0.000846645j 0.00435258+0.00440058j -0.00386068+0.0047481j -0.0023292-0.00571707j 0.00412785-0.00216124j 0.000488663+0.0014223j -0.00164806+0.00984715j -0.00142259+0.00743177j -0.010311-0.00229735j -0.000394037-0.0107311j -0.00244379-0.00230264j -0.000824239+0.00732101j -0.00164756+0.000341064j 0.00127461-0.002059j -0.000173961+0.000653896j 0.00469356-0.00260153j 3.83354e-05+0.00164313j 0.00438284-0.00181379j 0.0011852-0.000674712j -0.00365835+0.0010172j 0.00200047+7.88171e-05j 0.00467873+0.000641859j -0.00194203+7.01779e-05j 0.00277787-0.0021185j -0.00217857-0.00114836j 0.00237598-0.00101363j 
2.01058e-05-0.00429499j 0.00124354-0.00117394j -1.27247e-05-0.00588393j 0.00447836+0.00334023j 0.00216874+0.00175743j -0.00232507-0.00339901j 0.00238528+0.00030781j -0.0109506-0.00194849j 0.0020826-0.00134998j 0.00754641+0.00185905j 0.00430007-0.00180436j -0.00985101-0.00056878j -0.0101193-0.00200515j -0.0276426+0.00159363j 0.0025515-0.00407038j 0.00496211-0.00156002j -0.00292369+0.00106368j 0.00530071-0.00145861j -0.0157886-0.00125227j 0.0046068-0.00216494j -0.00748591+0.00238668j -0.00706078-0.00251131j -0.00304299+0.00209149j -0.00590791+0.00645283j 0.00439329-0.00433649j -0.00840934-0.00318933j 0.000762273-0.00475876j 0.00590597-0.00192525j -0.00568165+0.000366898j 0.0102032+0.00796701j 0.00454201-0.00113115j -0.00546557-0.00373363j 0.00889504-0.00899283j -0.0348368+0.00303659j -0.00219657-0.00488208j 0.0111506-0.00887357j -0.0261621-0.00659371j 0.00178728+0.000763494j -0.00557795-0.000489615j 0.00164525+0.000542174j -0.00489406+0.000590542j -0.00119005-0.000348663j -0.00341434+0.000170799j -0.0127537-0.0037558j -0.00730235+0.000445757j -0.00298453-0.00398956j 0.00602125-0.00599139j 0.00258901+0.000326059j -0.000998812+0.00266745j 0.00090349-0.00758938j 0.00446644-0.00446736j -0.000441387+0.00862221j 0.00290438+0.00682966j 0.000779256+0.00709897j -0.00256672+0.00050095j 0.00336622-0.00484186j -0.000506219+0.00432935j -5.83202e-05+0.0115568j -0.00101295-0.00737022j -0.00222776-0.00417712j 0.00435027-0.00458791j 0.000471595+0.00427227j 0.00490468-0.0108712j -0.00795332+0.00278326j 0.00482261-0.00126563j -0.000208051-0.0034616j 0.00335064-0.00272369j 0.000711818+0.0165941j -0.00703482-0.00197408j 0.00447066-0.000212777j 0.00699923-0.000840285j -0.000194263+0.00223335j 0.0103076-0.00460207j 0.000158642-0.00741921j -0.000763284-0.00160967j 0.0027382+0.00133294j 0.00978907-0.00557518j 0.000975684-0.000313917j -0.00460449+0.00432225j -0.00415063+0.00439629j -0.00295933-0.00361534j 0.00253654-0.00216091j -0.00138584+0.00143699j -0.00166655+0.000200463j -0.00141716-0.00053541j -0.00390369-0.00213465j -0.00327246+0.00153925j -0.00111455-0.00262576j -0.0009834+0.00062325j 0.00351078+0.00223536j 0.00258126+0.00145565j 0.00167499+0.000848628j 
0.00285427+0.000798037j 0.00342394+0.000352272j 0.00161277+0.000970767j -0.00252794+0.000224546j 0.00243374-0.000193886j 0.0037266+0.00149312j 0.00243328+0.00251908j 0.00286225+0.00143142j 0.000897369-0.00347953j -0.000836021-0.00178565j 0.00350676+0.00122857j -0.00103614+0.00246813j -0.00243824+0.000297962j 0.00256599-0.00390634j 0.00545743+0.00365299j -0.00308011-0.0024084j 0.00819613+0.00276958j -5.80928e-06-0.00251275j 0.00631985+0.00400514j -0.000916984-0.00155132j 0.00305634-0.00541837j -0.00772647+0.000651816j -0.0110479-0.00376287j -0.00451974-0.00159779j 0.0259294+0.004229j 0.0043319+0.000141465j 0.0187829+0.00442351j 0.0117436+0.00342547j -0.00359206-0.00752481j 0.00152446-0.00100701j -0.00777526-0.000561315j 0.00656973-0.000278496j -4.89341e-05-0.00131556j -0.00170493-0.00416713j 0.00539192-9.09281e-05j 0.0184339-0.000335758j 0.0125333-0.00426321j 0.00578886+0.00280053j -0.018331+0.00265517j 0.00415544+0.0011026j 0.00501381-0.0012715j 0.0178647+0.00435876j 0.00150812-0.000366722j -0.0136613-0.00524201j -0.00534608-0.00410497j 0.00153312-0.000450393j 0.0042261-0.00153822j 0.0102543+0.000740922j 0.00665617-0.00641159j -0.015063-0.000901812j -0.0106107-0.00641143j -0.0144432-0.00847405j -0.00458682-0.00311634j -0.0152692-0.00394732j 0.00269026+0.000890419j 0.000367741-0.00216351j -0.00769803+0.00514779j -0.000132015+0.00369907j -0.000314822-0.000131483j -0.002421-0.00902327j -0.00229356-0.0161194j 0.00566421-0.00564384j -0.00372105-0.00333555j -0.00462281+0.0166986j -0.00514581-0.00122597j -0.00332461-0.00680011j 0.00305621+0.000627296j 0.00471129+0.00406642j 0.00204203-0.00737758j -7.54317e-05-0.00105896j 0.00243774-0.00843611j 0.00237029+0.000635887j -0.00291954-1.0129e-05j -0.00514402-0.000632261j -0.00428238-0.00958899j -0.00575132-0.0019847j 0.00293612-0.0178367j 0.00179162+0.000459386j 0.00476485+0.00770541j -0.000555603+0.00458612j 0.00438056-0.00315807j 0.000618533-0.00329363j 0.00190664+0.00493094j -0.00258948+0.00238969j -0.00277266+6.56504e-06j 0.000194756-0.00115006j 0.00112035+0.000232952j -0.00213456-0.00275555j -0.000784359+0.000460086j -0.00213045+0.000824541j 0.00135918+0.00205878j -0.00110017-0.000514143j 
-0.000737321+0.000777125j -0.00158926+0.00468052j 0.00263078+0.00336667j 0.00109193-0.00482536j 0.000559315+0.00417131j 0.0047207-0.000956395j -0.0059213+0.00291809j -0.0236724+0.00220823j -0.00950857+0.00112737j -0.0137021-0.00088653j -0.0121534+0.00269957j 0.0100434+0.00181054j -0.00631024+0.000897315j -0.00754396-0.00211302j -0.00582635+0.00249187j -0.00702736+0.00099993j -0.0079782+0.00175262j -0.00377414+0.000322827j -0.00622012+0.000995167j -0.00026717+0.000260753j -0.00634995-0.00142411j -0.0116748-0.00588976j 0.00474961+0.00118254j -0.00845807-0.00932502j -0.00145076+0.00468616j 0.0101264+0.00717647j 0.0023548-0.00187843j -0.00613722-0.00144152j 0.0137722+0.0065787j -0.0108722-0.00296284j -0.0138674+0.00355874j 0.014804-0.00175677j 0.000258917+0.000785228j 0.0270587+0.00253124j 0.00208151+0.000330262j -0.00639597+0.00250824j 0.0311801+0.00458073j 0.00119625+0.00145644j 0.00304772+0.00125754j -0.00196589+0.00196518j 0.002812-0.00138293j 0.00281159-0.00207023j 0.00462261-0.00110725j 0.0131359+0.00626109j 0.0108332+0.000824766j 0.00788342+0.00113906j 0.0106633+0.00602578j -0.00344947-0.00213186j 0.00301708+0.0032394j -0.00145904-0.00533234j 0.00192362-0.00296934j 0.00316498-0.00429367j 0.00473711+0.00451153j 0.00496182+0.00153598j -0.00673968-0.00742212j 0.000314525+0.000251976j 0.00248861-0.00523148j 0.00962777+0.00807484j 0.00010482+0.00219009j -0.00882686+0.00380768j -0.00576047+0.0001594j -0.00349998-0.00437698j -0.00470434-0.000952594j 0.00684655+0.00868155j 0.000877772+0.000946933j 0.00169596+0.00212506j -0.00198132+0.00346001j -0.0083764-0.00993713j -0.00760198-0.00808232j -0.00442281+0.00157978j 0.000910552-0.00371271j -0.00548937-0.00192249j -0.00239666+0.00260487j -0.00191595+0.00106969j -0.00265993-0.00522093j 0.00158472+0.00131493j 0.000400788-0.00821133j -0.00192865-0.00161568j -0.000393389+0.0037135j 0.00142663+0.00343337j 0.00271247-0.00226236j 0.00505543-0.0019364j -0.00137996+0.00124145j 0.00335177-0.000198893j 0.00223994+0.00106956j -0.00369063-0.00325334j 0.0011822-0.0021179j 0.00256485+0.00094661j 0.000542762-0.000650937j 0.00271702+0.00257205j 0.00108775+0.00150683j 0.000482919+0.00130726j 
0.0104433-0.000750104j -0.00281626+0.00162468j 0.00462164-0.00116203j 0.00407741-0.00709629j -0.00325605-0.00100081j -0.00976605-0.00479177j -0.0202809+0.00282959j -0.0112778+0.00363064j -0.00583494-0.00494255j -1.68908e-05+0.00534128j -0.00200783+0.00689051j 0.00350786+0.0061288j -0.00895676-0.00027533j -0.00661099-0.00568134j -0.017-0.00216152j 0.000869917-0.00280467j -0.000769953+0.00928535j 0.00295167-0.00203083j -0.00601823+0.00452539j 0.0081465-0.00267965j 0.00695365+0.00117655j 0.00225539+0.00805539j -0.00666371+0.00291814j 0.00817947+0.0193384j 0.00074482-0.0034208j -0.000624296-0.00498845j -0.00293484-0.00411015j 0.00955442-0.00348668j 0.0120202-0.00445605j 0.00480058+0.00205598j 0.000473919-0.00708969j -0.00137616-0.00185463j -0.0101826-0.00381586j 0.0233173+0.00426436j 0.00464617+0.000207181j -0.00206574-0.00296949j 0.0223155-0.000756337j 0.00778346-0.000941374j -0.00105235+0.00102156j -0.00654006-0.00234056j 0.00143258-0.00201369j 0.00535623-0.00226105j 0.00827535+0.00164323j 0.00404278+0.00163286j 0.00759721+0.0028335j -0.00388198-0.00316788j -0.017455-0.0166036j -0.00379359+0.00200174j -0.00653737-0.0122624j -0.00128949+0.00264358j -0.00049285-0.00476092j 0.00346169+0.00449948j 0.0060313+0.00770089j -0.002551+0.00139252j 0.0056394+0.0109993j -0.00159515-0.00700426j 0.00163785+0.0120492j -0.0110962-0.00583563j 0.00360223-0.00654026j 0.0108444-0.00399884j 0.00602948+0.00101268j 0.00348259+0.0054257j 0.00116463+0.00671693j -0.0104151-0.00960731j -0.0035526+0.000436176j -0.00346021-0.00478169j -0.000823018+0.00526913j -0.00605984-0.0078797j 0.00358542+0.00126027j -0.00382562+0.00230259j 0.0041994-0.00411085j -0.00510616+0.00238984j -0.000653256+0.000793162j -0.00410088-0.00147236j -0.00699222-0.00101801j -0.00412232-0.00555114j 0.0012268+0.00728362j 0.00581354+0.00984728j 0.00182706+0.00437605j -0.000319298+0.0045092j 0.00113285+0.000228053j -0.00104517+0.00268049j 0.000499499-0.00392102j -0.00330738+0.000362387j -0.00193537-0.00162522j -0.000381873-0.000168203j 0.00139449-0.00154069j 6.69124e-05-0.000130524j -0.00224685-0.00178781j -0.00153603-0.00174572j 0.000279626-4.09028e-05j 0.000366598-0.000162315j 
