-0.00295329+0.000695745j -0.000873304+7.61995e-05j 0.00388016-9.13835e-05j 0.00242559-0.00172533j 0.00244513+0.00150076j 0.0101015-0.00416519j -0.00288864-0.00293716j 0.00388898-0.00791756j 0.00152588-0.00232288j 0.00243059-0.0051885j 0.00699499+0.01029j 0.00317423+0.0242975j -0.00877037-0.0179721j -0.00108721-0.00902602j -0.00312779-0.00118369j 0.00603751+0.00469009j -0.00257348-0.0122291j -0.00949055-0.0296884j 0.00182769-0.0139647j -0.0224146+0.00690062j -0.00259116+0.00749171j 0.00762221+0.00413827j -0.00124531-0.00382056j -0.0033-0.000798648j -0.000397579+0.00876838j 0.00264638+0.000881136j 0.00183327-0.0019098j -0.00440375-0.00312342j 0.00144775-0.00460231j 0.00396492+0.00280232j 0.000509383-0.0128137j 0.00221819-0.00262009j 0.00222992-0.00467739j 0.00152412-0.00207364j -0.00251954+0.00450053j 0.00163423+0.000121592j 0.000508898-0.000518457j 0.000980237+0.00316642j -0.000949475+0.00528402j -0.00486128+0.00446167j 0.00151635+0.00362605j 0.00165819+0.00037139j -0.0064295-0.00790095j 0.000108514+0.000894316j -0.000661026+0.00450805j 0.00202449+0.00115208j 0.00189197-0.00491065j 0.00294706+0.000386338j -0.00280291+0.000809175j 0.001769-0.00429901j 0.00244495-0.00162747j 0.00411123+0.00279416j 0.00431524+0.00252756j -2.38214e-05-0.00967268j 0.00024483-0.00750605j -0.000559257+0.00805442j 0.00408473+0.00188038j -0.00222146-0.0130876j 0.00524848-0.0103544j 0.000371065+0.00170914j 0.000248474-0.00125251j 0.00265865-0.00233997j 0.000741629+0.00077132j 0.000500676+0.00188993j 0.000637995+0.00106074j -0.00225811+0.00143449j -0.000451586-0.000697085j -0.000992917+0.00183953j -0.000183761-0.000491122j 8.5317e-05-0.000202745j 8.44579e-05-0.00252811j -0.00116361+0.000766299j 0.000334857-0.00217198j 0.00182066-0.00020111j -0.0025563-0.000205304j 0.00119063+0.00166215j -0.00245886-0.0019722j 0.000289556-0.00109188j 0.00201515-0.00517291j -0.00218391+0.00098151j 0.00225131+0.00179521j 0.00320942+0.00147454j 0.00141902-0.000509712j 0.000473872+0.00420876j -0.000111569+0.00219654j -0.00148515+0.000625607j -0.000643981+0.000201258j -0.00013915+0.0036042j 0.000132249+0.000943297j 0.00201085+0.00112946j 0.000294512-0.00269669j 0.000717241+0.000819339j 
0.00074359-0.00272089j -0.000774823-0.0010289j 0.000332322+5.90633e-05j -0.000521687+0.000591207j -0.00135349+0.000921928j 0.000987336-0.000330823j -0.00302274-0.00344728j 0.00137096-0.00183561j 0.00238047+0.000184487j -0.00208908+0.00281031j -0.00351974+0.00085877j -0.000523639+0.00313322j 0.000794829+1.80201e-06j 0.00150553-0.00405915j -0.00810332-0.00373206j 0.00683149+0.000808962j -0.0034711+0.00113995j -0.000887164-0.00074625j -0.00164479-0.00310378j -0.000322023+0.00337092j -3.55555e-05-0.00138666j 0.00457053-0.00362398j -0.000943508+0.00641132j -0.000931154+0.00194226j -8.26092e-05-0.0136552j -0.00644287+0.00361107j -0.00308977-0.00846711j 0.000599087-0.00593642j -0.00215139-0.00911359j -0.00602807-0.00485633j -0.00215195+0.0148573j 0.00186392-0.00595291j -0.00153394+0.00194732j -0.000433746+0.00465302j -0.000109587+0.00617395j -0.00785457-0.0107802j -0.00214554-0.00574852j -0.00145497+0.00220177j 0.00136648+0.00863576j -0.000612776+1.95436e-05j 0.0025227-0.000146708j -0.0028358-0.00575308j 0.00318433-0.00442383j 0.000960744+0.0159243j -0.000848329-0.00139595j 0.0026993-0.0251109j 0.00200824-0.0139088j -0.00251304-0.00658687j 0.00282517-0.0219685j 0.00387514+0.00111384j 0.00102034-0.00622142j 0.00177417-0.0104385j -0.0115095+0.0162834j -0.00237265+0.0062689j -0.00281514-0.00631309j -0.00252912-0.00190459j 0.00520924+0.00481003j 0.00363185+0.0052025j -0.00361164+0.00211039j -0.0040247+0.000339434j 0.00551374+0.00220702j -0.00290663+0.0039854j 0.000632297+0.000185491j -0.000565907-0.00306972j -0.00567221+0.000762851j -0.00152351+0.00490197j 0.00381583-0.00236797j 0.00178686+0.000829607j -0.00113312-0.00108056j 5.57504e-05-0.000407395j 0.000146468-0.00118812j 0.00254325-0.00198296j 0.000597372-0.00110587j -0.00399253+0.00280005j -0.0011447-0.000219162j -0.00282505+0.00284571j 0.00253115-0.00292873j -0.00676293-0.00368386j 0.00211961+0.00275166j -0.00447681-0.000581523j -0.00377138+0.0069031j -0.00351628-0.000988457j 0.000307939+0.00199513j 0.000153745+0.00180528j -0.000555749+0.00219321j 0.000705197+0.000872948j 0.000198072-0.000111714j -0.00248594+0.000817008j 0.000272557+0.00150454j 0.000259219-0.000268313j 0.000497028-0.00286713j 0.000171112+0.000747818j 
0.000370743-0.000229045j -0.0011142+0.000903728j 0.000573838+0.000448395j -0.00066253-0.000186072j -0.0018445+0.00133133j 0.00162921+0.00262503j -0.000460037-0.000158982j -0.00129628-0.00156422j -0.000915346+0.000779279j -0.000910558-0.000476529j 0.0012832+0.000835176j 0.000396539+2.22481e-05j 0.00163954-0.000830927j -0.00267286+0.000125164j -0.00187534+0.000199573j -0.00156965-0.000551366j -0.00287186-0.00177127j -0.00474114+0.000243514j -0.000702626+0.00103739j 0.00263755+0.00182014j 0.00134735-0.000407372j 0.00309812-0.0024589j -0.00369544-0.000730212j -0.00278423+0.00174143j -0.000428435+0.00475826j 0.00103065+0.00303325j -1.62568e-06-0.00358159j 0.00228596+0.00334286j -0.00111471-0.000414611j -0.000550928+0.00913177j -0.0024346+0.000101481j 2.16515e-05-0.00443654j 0.00229294+0.0194239j -0.00200305+0.0066415j -0.0042411-0.0036354j -0.0037885-0.0122902j -0.00339494-0.0253497j 0.00258513-0.00943019j -0.00418074-0.0228502j 7.6091e-05+0.0184387j -0.0104194+0.0102718j -0.000480309+0.036908j -0.00139465-0.00179596j 0.000302863+0.0139284j -0.00635929+0.00914996j 0.00214164-0.0132517j -0.00291793+0.0164691j 0.00251988-0.00910098j 0.000672135-0.00422447j 0.00049041+0.0042869j -6.8587e-05-0.00519791j -0.000764835+0.00323985j 0.00176999-0.00652023j -0.00569466-0.00277119j -0.00649782+0.00707222j -0.00239236-0.000873835j 0.00329384+0.00515974j 0.00142638+0.0016194j 0.001382+0.0010006j -0.00239729+0.00195874j 0.00526+0.00114996j -0.00147531+0.00160153j 0.00031172+0.000380317j 0.000837468-0.00578877j 0.00144405-0.00023742j 7.12306e-05+0.00490902j 0.00338518-0.000931324j 0.000946869-0.00134017j 0.000530753-0.00223234j 0.000678874+8.20538e-05j 0.000535615-0.00197911j 0.00472422-0.00144131j 0.00107792-0.00239507j -9.52158e-05-0.000702903j -0.000747016-0.00121686j 0.000583195+7.37742e-05j -0.000112101-0.00261142j 0.000729911-0.00164296j -0.00244266+0.00246623j -0.000721037-0.000644909j -8.61109e-05+0.00146746j -0.00196622-0.00277043j 0.000242324+0.0013147j -0.000103275+0.00270364j -0.000763409+0.00124888j -0.000100952+0.00161835j 0.000297362-2.64502e-05j 2.02625e-05-0.000304529j -0.000371325+0.000316427j 0.000114373-0.00129139j 0.000464077-0.00323314j 0.00014542+0.000918345j 
-0.000176707-0.00191591j -0.00301576+0.00296737j -0.00218771+0.00120331j 0.000429792+0.00207177j -0.00479757+0.00591212j 0.00406996+0.00654358j -0.000851259-0.00402386j 0.00227492-0.000678989j -0.00298048-2.30357e-05j 0.00182883-0.00109365j 0.000550972+0.00113069j -0.00082506+0.00273011j 9.69372e-05-0.00232383j 0.0042165-1.46989e-06j 0.00133746+0.0026218j -0.000288513-0.000109237j -0.00105386-0.000948574j -0.00445107+0.000472815j 0.000680494-0.00135613j 0.00257099+0.00806219j 0.00204687-0.00310462j 0.00778171-0.0107093j -0.00754321-0.00189597j -0.00796433+0.00483922j 0.000831173+0.00836912j 0.00372522-0.000562419j 0.00062147+0.0027237j 0.0029833-0.00241993j 0.00249136+0.0105582j -0.00965862+0.00073708j -0.00642088+0.00523827j 0.00342463+0.00826132j 0.000744424-0.0017912j -0.00607768-0.00164193j 0.00246366+0.00867596j -0.00613147-0.00228998j 0.00281964+0.00411335j 0.00896727+0.0141637j -0.00829345+0.00344448j -0.00188001-0.00617548j -0.00050289-0.0113883j 0.00196713-0.00444057j 0.0112445+0.0033096j 0.00104387-0.00620992j -0.00988893-0.00855376j 0.00164806+0.0118183j -0.00138587+0.0103836j -0.0106404+0.00795751j -0.00970997+0.00656851j 0.00518269+0.00497428j -0.00333656+0.00112604j -0.00199273-0.0102582j -0.00011756-0.00762281j -0.0157072+0.0071348j -0.0145657+0.00522438j -0.00310011-0.000204561j 0.00890267+0.0158057j 0.00518169+0.00538965j -0.000819656+0.00426968j -0.0071148+0.00613191j 0.0172054+0.00260077j -0.00311215+0.00229569j -0.00356162+0.00580393j 0.000517583-0.0161865j -0.000240091+0.00171921j 0.000342745+0.0159735j -0.00054118+0.000182358j -6.39567e-05+0.00150994j 0.0014054-0.00521276j 0.00066438-7.649e-05j -0.000145116-0.00425545j 0.000105939+0.000494126j -0.000140165-0.00417094j -0.000630398+0.0011368j 0.00165392-0.00565762j -0.00417426+0.00424933j -0.00103187-0.00728086j 0.00375708-0.00418544j -0.00403907+0.00529336j -0.000899332-0.00145667j 0.00202154+0.00205537j -0.00677753-0.00831113j -7.86478e-05+0.00415061j -0.000726019+0.00735573j -0.00181675+0.00347985j 0.000100233+0.00412191j 0.000193311+0.000135316j 7.63195e-05-0.00129784j -0.00109425+0.000411086j -0.000714256-0.00345832j 0.00166599-0.0090466j -0.000117104+0.00306224j 
-0.000104139+0.000718887j 0.000112655-0.000704626j -0.000101805-0.000938997j -0.000520487-0.000328711j 0.000571557-0.00124202j -0.000645875-0.00102696j -0.00232989-0.00072399j -0.0026378-0.000705003j -0.00283565-0.0020323j 0.00335848-0.00122296j 0.000112152-0.00183831j 0.000845287-0.0010603j 0.00335848+0.00391751j -0.00233962-0.00213864j 0.00294196-2.29924e-05j 0.00292795+0.000472702j -0.00307496+0.000132095j -0.000422068-0.00142889j 0.000642642-0.00049647j 0.00018796-0.000672783j 0.00104986+0.000439678j -0.00324851+0.00259589j 0.000551542+0.0026942j -0.000455159-0.000503827j 0.000206889+0.00898827j 0.000293442+0.0086612j 0.00260656-0.00641385j -0.000566418-0.000856998j 0.000627319-0.00455j -0.000306007-0.0123564j 0.00124066-0.0042125j -0.000814552+0.0123218j -0.000462241+0.0189558j 0.00285016+0.035256j 0.00355733+0.0305293j 0.00228913+0.00807019j 0.00194787-0.0353948j -0.000308374+0.0049264j 0.000267574-0.0146038j 0.0011827+0.00148556j 0.00375209-0.00401203j 0.000507295-0.00889212j -0.00190125-0.00483547j -0.00299392+0.00854381j 0.00409708+0.00358295j -0.000330148-0.00487426j 0.00298822-0.00394586j -0.000313059+0.00605701j 0.000620132+0.00410655j -0.00123718+0.0027302j -0.000539919+0.00406022j -0.00126419+0.00459363j -0.00158273+0.000832995j 0.00370449-0.00504756j 0.00242975-0.000246468j 0.00197046-0.000964152j -0.00217511-0.00539831j -0.00176261-0.00266793j -0.000284702-0.000793905j 0.0020899+4.66109e-05j -0.00287968+0.000279934j 8.24581e-05+0.000458914j 0.00118622-0.00192924j -2.15592e-05+0.00196673j 0.00161638-0.00109638j 0.000276455-0.00288467j 0.00288541-0.0016839j 0.000477485+0.00116823j -2.32338e-05+0.000620204j -0.000374201-0.00033806j 0.000231912+0.000385958j 0.00391347-0.00151222j 0.000824053+0.000941663j -0.000383353+0.000390826j -0.000388727+0.000556818j 0.0020028-0.00208567j 0.000459634+0.00101797j -0.00021593+0.000666168j -0.000542904+9.63779e-05j 0.000533763+8.43644e-05j -0.0011977-0.000239227j 0.000916086+0.00145615j -0.000221482-0.000722267j 0.000132146-0.00150092j 0.000325891-0.000732919j 6.07567e-05-0.000846406j 0.00013601-7.6299e-05j 9.64501e-05-3.41561e-06j 5.59093e-05-4.62838e-05j -0.000148316+0.000708692j -0.000350665+0.00186627j -5.22451e-05-0.000603033j 
0.00278937-0.00252999j -0.0012846-0.000276624j 0.00287384+0.000320253j 0.0018112-0.000894383j 0.00254653+0.000901769j 0.00212121+0.00520873j -0.00314517-0.000208009j -9.76051e-05-0.000198775j -0.00248129-0.00188404j 0.000129402-0.00239299j -0.00332882-0.000731912j -0.00442072-0.000192816j 0.00456098+0.00224869j 0.00480239-0.0014729j 0.0016181+0.00105253j -0.00151146-0.000207579j 0.00124794+0.000831859j 0.00122523+0.00120811j -0.000133343+0.00182678j 0.00321768+0.00547392j 0.00407482-0.00309038j -0.00613116-0.00859712j -0.001685+0.00460311j -0.00884538-0.0181358j 0.00322542+0.0021894j 0.00239347+0.00185563j 0.00185377+0.0191944j 0.00084033-0.0180119j 0.00176209-0.0231208j -0.00468036-0.0129836j 0.00114674-0.0128433j 0.00138072+0.00944545j 0.00437903+0.0238898j -0.00284965-0.00942788j -0.000274046-0.00138275j 0.00294016+0.00636443j 0.00221356+0.0158937j 0.00177312-0.0215794j -0.00169266-0.00958492j 0.00119294-0.001469j -0.000312941+0.00974324j -0.000549665-0.0131342j -0.0014339-0.00768264j 0.000253799+0.0041892j 0.00101383+0.0106953j -0.000699714-0.00866575j 0.00733101-0.0179273j 0.000223412+0.00589235j 0.00231826+0.00334448j -0.00400412+0.00464632j -0.000363909+0.00925672j -0.00609997+0.0127107j 0.000944913-0.00200607j -0.000326019-0.00472253j -0.00785796+0.00367009j -0.000126778+0.00359293j -0.00334273-0.0041421j 0.00252361-0.00702635j -0.000732759+0.00141267j 0.0022454+0.00506221j 0.00157556+0.00262141j -0.00237695+0.00262221j -0.000309299+0.00286711j -0.00221636-0.00197743j -0.00215065-0.000529461j 0.000971571+0.00272053j 0.000775342-0.000320118j 0.000227956-0.000367314j 0.000720505+7.95776e-05j 0.000377367+0.000129828j 0.000282165-0.000198991j 0.000533384-0.000765427j -0.000714383+0.000239935j -0.00100688-1.68016e-05j -0.000539442-0.000310608j -0.0028904+0.00288763j 0.00240301-0.000707123j -5.79362e-05-0.000715207j 0.000358722+0.00307953j 0.000525407-0.000261193j -0.00125021-0.00029345j -0.00318189+0.00204381j -5.99791e-05-1.21917e-05j -0.00220753-0.000202533j -0.000108583-4.70308e-05j 0.000493099-0.00119833j 2.86438e-05-0.000108689j -0.00102864-0.000746769j 0.000250327-0.000113699j -0.00152146+0.00179232j 0.00113935+0.000780864j -0.00106058+0.000818514j 
0.00179543-0.00195175j -0.00183112-0.000689675j 0.00776002+0.00215892j 0.00975293-0.00355574j 0.00114409-0.00133688j 0.00574202+0.00227907j 0.00423808-0.00125672j -0.00528963-0.00161473j -0.00255934+0.000181887j 0.00670213-0.000460798j 0.00507459-1.75399e-05j 0.00228723-0.00645408j -0.0166424+0.00213072j -0.0103178+0.00223829j 0.000985234+0.00267236j -0.00384729-0.000802252j 0.00547803+0.0064675j 0.0153735-0.0025057j 0.00960167+0.00737417j -0.0300381-0.0103753j -0.0156551-0.00310553j -1.96674e-05-0.00456196j 0.000227531+0.00128143j -0.00281162+0.00923567j -0.00484098-0.00403362j 0.00147398-0.00790508j 0.00099268+0.0074696j 5.77324e-05-0.00521799j 0.000259199+0.00793967j 0.00435194-0.000851455j 0.00160609+0.00758584j -0.00340342+0.00176408j 0.00583099+0.00932681j 0.0042063-0.00249504j -0.00771719+0.00366755j -0.00198889-0.00497099j -0.000304793-0.000248316j 0.000945035+0.0127489j -0.00189458-0.00406048j 0.000827003-0.00609181j -0.0104777-0.00700891j 4.01429e-05+0.00782858j -0.00753227+0.012072j 1.16456e-05+0.0085288j -0.000211522-0.00524197j -0.00225495-0.0109364j -0.00498839-0.000238826j 0.00773368+0.00471368j 0.00415695-0.0133357j -0.00539192-0.00729208j 0.00412005+0.0052036j 0.00645229+0.000358528j 0.00947435+0.00235182j 0.000413562+0.00812051j 1.87588e-05+0.00240631j -0.011469+0.015446j 0.00785003+0.00412553j -0.0058477-0.0125602j 0.0182473-0.0111678j 0.00403955+0.000749226j -0.00270101-0.00031091j -0.00125795+0.000755162j 0.000421704+0.00208675j -3.05525e-05+0.00618699j 0.000498172+0.00189335j -0.00379613-0.00182765j 0.00100178+0.000227024j -0.000627275+0.000836306j 0.000194248+0.00253474j -0.00410717+0.00158025j 0.0023361-0.00205338j -0.0021958+0.00273516j -0.00301681-0.00389453j 0.00183103+0.000515842j -0.0171123+0.000876164j 0.00204568+0.00162332j -0.00119054-0.00569772j 0.00422407+0.000128734j 0.00426695-0.00909277j -0.00070869+0.00266346j 0.00639293+0.00280836j 0.012321-0.00109073j 0.00168162-0.00154346j 0.00358849+0.00345265j -0.000867212+0.000308425j -0.00408698+0.0030049j -0.00244808+0.000230635j 0.00296213+0.00566859j -0.000211106-0.000512524j 0.00585841-0.00367186j -0.00143331-0.0040821j 0.00286638-0.000903096j 
0.0037782+0.000855281j -0.00136706-0.00184514j -0.00503163+0.00355931j 0.0207879+0.00492872j 0.00547614+0.00400224j -0.0024611+0.0041509j 0.00475956+0.005784j 0.00529577-0.00458785j -0.00336329-0.000857944j 0.00113947+0.00185609j 0.0016179-0.00172278j 0.00555588-0.000962781j -0.000313379-0.00552006j 0.00693565-0.00909062j -0.00363087+0.00196316j -0.00543332-0.00176855j -0.00839592+0.00128323j 0.00925341+0.00429287j 0.0212594+0.00142313j 0.0134895-0.0145867j 0.00450998-0.013651j -0.000787223+0.00274526j 0.000654076-0.0096903j -0.00178534+0.00291364j -0.00185384-0.00182686j -0.0035192+0.00189307j -0.00265507-0.00329658j 0.00139632-0.000400559j -0.000204533-0.00196056j -0.00565579+0.00757356j -0.000738228-0.00690205j 0.000194671+0.00437192j 0.00342363-0.00345704j -0.00113001+0.00484282j -0.00234748-0.00495684j -0.0102491+0.00205995j -0.00166951-0.00268041j 0.00317649-0.00609473j -0.00195814-0.00458115j -0.000476608+0.00308218j -0.00613044+0.00213175j -0.0021352-0.00347093j 0.000806376+0.00473934j 0.00173443+0.00921329j -0.00637755-0.00896409j 0.00106819-0.0103106j 0.00270606-0.0121485j 0.00340538-0.000912277j 0.00592761+0.0119608j -0.00161006+0.00444636j 0.00794714+0.00390557j 0.000540866+0.00621714j -0.00769116+0.00224961j -0.00430192+0.00245452j -0.0169509-0.00809235j 0.000644801+0.0102832j -0.0083367-0.000169541j 0.0145149+0.0047713j -0.00502307-9.64858e-05j -0.000148763-0.00118372j -0.00102466-0.00763984j 0.00294155-0.000799082j 0.00259919+0.00111953j 0.000954725+0.00136556j -0.00218589-0.00319879j 0.00257238+0.00406273j -0.000294479-0.00143929j 0.000426689-0.00305127j 0.00537183+0.0055695j 0.00210121+0.0010566j 0.00070491+0.00765622j 0.00288859-0.00328272j -0.00404109+0.00250531j 0.00575945-0.000742752j -0.000288939+0.00695088j -0.00129144+0.0028089j 0.00390252+0.00421512j -0.00549129-0.00337623j 0.00398331+0.00321904j 0.00241831-0.00312208j 0.0025188-0.00502406j -0.00854418+0.0116229j 0.00600101+0.000548758j -0.0108772+0.00353399j -0.00177257+0.00210257j 0.000507972-0.00118698j -0.000855931-6.72413e-05j -0.00541688+0.000165506j 0.00409092-0.00162643j -0.000650598+0.00764781j 0.00697791-0.00117416j -0.00363391+0.00511892j 
-0.0121663+0.000882289j 0.00232269+0.00115569j -0.016682+0.000339268j -0.0122644-0.00164945j -0.00694135+0.00144539j -0.000629466-0.00247128j -0.013799+0.000165122j -0.00577506+0.00727761j 0.0134542-0.00253169j -0.00605832+0.0028353j -0.0116429+0.00244004j -0.00929816+0.00371258j -0.00229303-0.000295523j 0.0161702+0.0048039j -0.0108324+0.00305656j 0.017571-0.00369213j -0.0291659-0.0108135j 0.0079964+0.0127562j -0.00386388+0.0156394j -0.004349-0.00363712j 0.0030044+0.00191312j 0.00205933-0.00278762j -0.00910704+0.00394184j 0.0060922-0.002135j 0.00571369-0.000672998j -0.00614075-0.000966145j 0.00268043-0.00205312j 0.00681839+0.0026902j -0.00249667+0.00159803j 0.00567012+0.000800706j -0.000407074-0.00137448j 0.00304431-0.00413035j -0.00130991+0.00338883j -0.00106226+8.60105e-06j -0.00515555-0.00547243j 0.00717027-0.00155814j -0.00360209+0.000246162j 0.000749053+0.00139525j -0.00557888-0.000733444j -0.000929243-9.67953e-05j -0.00236871-0.00704804j 0.000240543-0.00116623j 0.00423281+0.000733296j 0.00618302+0.00495318j -0.00112879-0.00378309j -0.000865517-0.00642463j -0.0106276-0.00452911j 0.00558935+0.00649265j 0.0164663+0.00365217j -0.0099054-0.00201203j 0.000614957+0.00317371j -0.0063119-6.60744e-05j -0.00478035+0.00234326j -0.00130099+0.00404942j -0.00399907-0.0096107j 0.0105822+0.0124479j 0.00352958+0.000177274j -0.00627131-0.00428139j 0.00110982-0.00295867j -0.00114199+0.000859706j -0.00473756+0.00147875j -0.00542761-0.000671092j -0.00230844-0.000793393j -0.000787446+0.000939035j 0.00132626-0.00421847j 0.00194362+0.00060142j -0.000435523-0.0040527j -0.0017177-0.000216474j -0.000945587-0.00320516j 0.000446433+0.00235509j -0.000931569-0.00598453j 0.00482459-0.00489664j -0.00415048-0.00548544j -0.00114066-0.000280921j -0.00703389-4.18333e-05j -0.00137139+0.00161677j 0.00288785-0.001531j 0.00530209-0.00339731j -0.00481306-0.0010014j -0.000756062+0.00272376j -0.00433459+0.00482049j 0.0034469-0.00245277j -0.000909911-0.00160214j 0.00319861+0.000835057j -0.00122127+0.000461839j -0.000868369+0.000254395j 0.000346636+0.000226203j 0.00165415+0.0030412j -0.00173522+0.00155757j 0.00126777-0.00207668j -0.002186-0.00146363j 0.00182614-0.0015543j 
0.00239369-0.00341883j -0.00522344-0.000441186j -0.00169865-0.00334752j 0.0207064-0.00483455j 0.00136236-0.00183723j -0.000800766+0.0035403j 0.000682522+0.00227866j -0.00197163-0.00631279j 0.00370426+0.00859154j -0.00225911+0.00755111j -0.00291549-0.00540705j 0.00110082-0.00422656j -0.00396693-0.0117918j -0.00715099-0.00259378j 0.00238013-0.00567735j 0.00591572+0.00678592j 0.0107023-0.00679619j -0.00360448+0.0140075j -0.0197096-0.00060218j 0.000743897-0.0254329j -0.00590853-0.0133382j -0.00209208-0.00217036j 0.00108761-0.00301588j -0.000856497+7.65867e-05j 0.00403058+0.000913784j -0.00687503+0.0012118j 0.0022704+0.00197288j 0.00401823-0.00118759j 0.00623477-0.00279839j -0.00311725+0.00492574j 0.0052261+0.000823563j -0.00169038-0.00221373j -0.000372337+0.00764968j 0.00114042+0.000975355j -0.00249318-0.00522187j -0.0050363-0.00300345j -0.000921176+0.00199568j 0.00139132+0.00145504j 0.000766866+0.00274778j -0.000775422-0.000295303j 0.00143971-0.0181335j 0.000716515+0.00392334j 0.00404573-0.0107698j 0.00129864-0.00262395j -0.00165962-6.39505e-05j -2.49384e-05+0.0107334j 0.00173871+0.00464143j -0.00107433+0.0121437j 0.00535302-0.00660802j -0.00802194+0.00252583j 0.00674573-0.00155853j 0.0129628+0.00195005j -0.0167215+0.00631738j -0.0001756-0.00685207j -0.00320878+0.00709893j 0.0220273-0.00457441j -0.00534042-0.00700917j -0.00558088-0.00181738j -0.0130334+0.00185322j 0.000988325-0.000610097j 0.00113371+0.00171722j -0.000776283+0.00264629j 0.00207859+0.000905514j 0.00560803-0.00112901j -0.00589215+0.00138003j -0.00136862-0.00071379j 0.000277938-0.00032237j 0.00178283+0.00150858j -0.00133789-0.00329661j -2.74317e-05-0.000487895j -0.0012746-0.00359733j -0.000426217+0.00065618j 0.000186438-0.000713402j -0.00499058+0.00150833j 0.000997304+0.000949784j 0.00127105-0.00265429j -0.00551002-0.00453158j -0.00293617-0.00140156j -0.00214975-0.00452124j -0.00111465+0.000145372j -0.00560531-0.00085899j -0.00117797-0.00772412j -0.00184389+0.000928946j 0.00466313-0.00150322j 0.000628008-0.0017262j 0.00186781+0.00234723j 0.00117878+0.000904582j 0.000505276-0.000797397j -0.00174781+3.5954e-05j -0.0013157-0.00454569j -0.0030455-0.000205124j 0.00103894-0.0021078j 
0.00149144+0.00138628j -0.00046427-0.00100039j -0.00359783+6.27985e-05j 0.0111792+0.00335822j 0.00304134+0.00381999j 0.000162549-0.00173312j -0.000810119+0.00242426j 0.00730786-0.00325003j -0.00250125-0.00139875j -0.00491638+0.00321097j 0.00346743-0.00111028j 0.0055482-0.0016215j 0.00624857-0.00187351j 0.00334709-0.00110273j -0.00748668-8.06223e-05j -0.0151207-0.00134334j -0.00384508+0.00910731j -0.00803551-0.00680896j 0.0176466-0.00623857j 0.005389-0.00224749j 0.00993138+0.00386665j 1.25191e-06-0.00194164j 0.00404604+0.000516852j -0.000188569+0.00383338j -0.000266365-0.00165214j -0.000881272-0.000580837j -0.000608509-0.00239247j -0.0037856+0.00303432j -0.00141649+0.000788699j 0.00163031-0.000995781j 0.00483218-0.00161352j 0.000401565+0.000398718j -0.00304015+0.000877627j 0.000915069+0.00253603j 0.00720708-0.00675396j 0.00195921+0.00635173j -0.000742252-7.6111e-05j -0.00377499-0.00599329j 0.00545923+0.000313119j -4.692e-05+0.00258327j 0.00699734+0.00210843j -0.00192272+0.00349484j -0.00359101+0.0057364j -0.00427823-0.000498772j 0.00366976-0.00499613j 7.66513e-05+0.000760709j 0.00551843-0.00202053j 0.00171437+0.00195835j -0.00381305+0.0103584j -0.00493433+0.0108012j 0.00314545-0.00100796j 0.000471885-0.00780768j -0.00497227-0.000676633j 0.00854484+0.00713996j 0.00888618-0.00157684j 0.00305191-0.00041118j -0.0117183+0.00251058j -0.000279257-0.00103371j 0.00439325+0.00986648j -0.00738659-0.00460939j 0.00246706+0.00974565j 0.000476525-0.00167543j -0.000882333-0.00409438j 0.00289987-0.00379052j 0.00142358+0.000999681j 0.00287368+0.00335967j -0.00153787-0.00280843j 0.000613829+0.00267358j -0.00422222-0.0132487j 0.00286509+0.0023113j -0.00182327-0.0182581j 0.000379558-0.00195366j 0.0044989-0.0155614j -0.00269842-0.000276529j 0.00255733-0.00699905j -0.00283799+0.0047801j -0.00456234-0.000374181j 0.00223099-0.00709316j -0.001305+0.000751356j -0.0166756+1.1924e-05j -0.00590789+0.0150564j 0.0046242-0.0109201j 0.00102445-0.00178955j 0.00578703-0.00214106j -0.000326624-0.0010997j -1.5237e-05-0.000110722j -0.000452259-0.000208778j -0.00150948+0.00076544j -0.00161074+0.00818813j 0.00411258-0.00422849j -0.00562588-0.000866066j 0.0045359-0.00572183j 
