0.00425694-0.00126994j -0.00133161-0.00438279j -0.00201923+0.00157277j -0.00152818-0.00243466j -0.00138448+0.00079535j -0.00130298-0.000682034j 0.0020267+0.0014443j 0.000227439-0.00237097j -0.000553144+0.00100759j 0.000445418+0.000375257j -0.000222701+0.00111743j -0.00104852-0.00191932j -0.00163929+0.00166746j 0.000503571-0.0018509j 8.45636e-05+0.00025907j 0.00118855-9.36781e-05j 0.000639637-0.00074195j -0.000475257+0.000329425j 0.000338072+0.000209608j 0.000326304-0.000446276j 0.00080891-0.00173124j 0.000655646+0.000610878j -0.000265641+0.00160026j -0.000440211-0.000615761j 0.000306037+9.24487e-05j 0.000190313-0.000112955j -0.000618401+0.000469265j 0.00183553-0.000843275j -0.00172434+0.000482482j 0.000158628-0.000312817j -0.000247956+0.000861717j -0.00107582+0.000569496j 0.000350254+0.00167907j -0.000451809-0.00100136j 0.000913337-0.000604791j 0.000294273-8.12649e-06j 0.00207034-0.000347777j -8.30709e-05+0.0011726j 0.000687077-0.000331297j -0.000774518+5.99157e-05j -0.000770961+0.00044384j -0.000104842-0.00052795j -0.00153249+0.000921256j 0.00124001-0.000952906j -0.0008148+0.0012926j -0.000902023-0.000601064j 0.00108792-0.000376041j -0.000616395+3.96066e-05j -0.00227308-0.000392892j -0.000358275-0.00159481j -6.40958e-05+0.000829112j 0.00104156+0.000264921j -0.00132683-0.0013894j -0.000290776-0.00122936j 0.00139333+0.000266337j -0.00125396+0.000803418j 0.000906426+0.000625019j -0.00188845-0.000567547j -0.00158239+1.01291e-05j -0.000280489-0.000899404j 0.000307124+0.00102565j -0.00103964-9.37054e-05j 0.000994183+0.000738529j -0.000631554+0.00165949j 0.000783986+0.000270067j -0.00136271+3.64845e-06j 0.000335049+0.000994822j 0.00240511+0.00087608j 0.000827437+0.00332286j 0.000783752-0.00091565j 0.00139518+0.00091193j 0.000766054-0.0034119j 0.00277141-0.000102231j -0.00227608-0.00178011j -0.00155997+0.00181216j 0.00630337-0.00728717j 0.00722562+0.00637915j 
0.0018431-0.000388659j -0.000306808-0.00193907j 0.000267778-0.000855172j 0.00110531+0.000178466j 0.00340277+0.000605735j -0.0026766+0.00335212j 0.00164922+0.00557762j 0.00496263-9.02961e-05j 0.00184356-0.00153468j 0.000179614-0.00278156j -0.000593493+0.000237062j -0.00121777+0.00495097j 0.00256876+0.0028333j -0.0040973-0.00129959j -0.000885854-0.000745832j 0.00256796+0.000736617j 0.0024032-0.0027995j -0.00236163-0.000251764j 0.00066038-0.00314278j 0.000416661-0.000925627j -0.00115694+0.000555376j -0.00114823+0.00108325j -0.000858924+0.00305067j 0.00096814-0.00205902j -0.00137749+0.000915182j 0.000680366+0.000604361j -0.00017365+0.000966736j 0.000698317-0.0011459j 0.00197066+0.00124659j -2.96764e-05-7.72044e-06j 0.00157384-0.000746831j -0.00385149+0.00191352j 0.000922418-0.00140022j -0.000372833-0.000566166j 0.00224456-0.000477701j 0.00283034+0.00118194j 0.00385079-0.00333841j -0.00211559+0.000949552j 0.000729495+0.000993679j 0.000324116-0.000655727j -0.00250669+0.00127326j -0.000365938+0.0013607j -0.00341207+0.00171176j -0.00249773-0.000891601j -0.0014552-0.000440586j 0.000413731+0.00210028j -0.00179104-0.00224775j -0.00183886+0.000136822j -0.00403576-0.00491904j -0.00364827-0.00137901j -0.000138331-0.00139029j -0.000907526-0.00201986j -0.00162184-0.00174855j -0.000552898-0.00266827j 0.00123532+0.00171025j -0.000558153+0.000771563j -0.000936893+0.00444634j -0.000245704-0.00403244j 0.00222972-0.00130996j 0.000736739+0.00183999j -0.0016516+0.00427973j -0.00138067+0.000462472j -0.00268138-0.00034365j -0.00138638-0.00331417j -0.000201023-0.00302631j -0.0043099-0.00153933j -0.00153374+0.00148221j -0.000776354-0.00170547j 0.00490107-0.000330184j 0.00261902-0.00474834j -0.0070071-0.0028879j -0.00216963+0.00924573j -0.00809359-0.000741932j -0.000336588-0.00198124j -0.00238072+0.000123222j -0.00142496+0.00117687j -0.00134823-0.00142409j 
-0.0085281+0.00151065j 0.00140961+0.00849362j 0.00831479-0.00567345j 0.00596237+0.00843195j 0.00389997-0.00601042j 0.00413495+0.00303504j -0.000539192+0.00242187j 0.00453261+0.00236664j 0.00137022-0.000969056j 0.000732911+0.000326322j -0.00295105+0.000275896j -0.00384623+0.00215127j -0.00150644+0.00248273j -0.00191005-0.00319611j 0.000434549+0.00683949j -0.00603779+0.000811162j -0.00497513+0.00321862j -0.00867728+0.00182674j 0.00158938-0.00185191j -0.00555719-0.00710214j 0.000421018-0.00319436j -0.000470185-0.00622546j 0.00512319-0.00239207j -0.00385051-0.00197622j 0.00054523+0.000386583j 0.00160362+0.00249214j -0.000893975-0.00544596j 0.00161108+0.00246314j 0.00027802-0.00205189j -0.00418675-0.00486919j -0.0013347+9.60854e-05j -0.000622777+0.00406739j 0.00509586-0.00137549j 0.00205115+0.0014488j -0.000310615+0.00319325j -0.00514234+0.00101642j -0.00115149-0.00309516j 0.00736353-0.0057083j -0.00485633-0.00201175j 0.000748915-0.00359126j 0.00223359+0.00620517j -0.000595806+0.000445215j -0.000224381-0.00024216j -0.00145606+0.000900599j 0.00483391-0.0011804j 0.00125847+0.00206774j -0.00717871+0.00498553j 0.00275661+0.000871122j 0.000338863+0.00527094j -0.00372723-0.00530631j 0.000303609+0.000434387j -0.00330368-0.00206885j 0.00320865-0.00453514j -0.00404069-0.00605396j 0.00325933-0.00474198j -0.00239605+0.00246114j 0.00440375-0.00683067j 0.00569581+0.000806917j -0.00198623-0.00406786j 0.00371536+0.0077474j -0.00848854-0.00373511j 0.00433746-0.000898755j -0.00499316+0.00640993j -0.00317348-0.00481402j -0.00197657-0.00705433j -0.00815092+0.00975295j 0.00708968+0.00213768j -0.00276201+0.000827683j -0.00810044-0.00229129j -0.00686105+0.00893036j 0.00469256+0.00306649j -0.00342741-0.000647387j -0.000310143-0.00648302j 0.00216563+0.000320135j 0.000676112-0.00270468j -0.00187742+0.00842816j -0.00830888-0.00184494j 
-0.00324229-0.000347137j -0.000259725+0.00339305j 0.00459418-0.00591552j 0.00596779+0.00447783j -0.00593906-0.00577446j 0.00476615-0.00408212j 0.00224367-0.00061729j 0.000690018-0.0050435j -0.00245609+0.00463166j 0.00839867+0.000190532j 0.00121904+0.00388466j -0.00183306+0.00218552j 0.00428556+0.00492972j 0.00198607+0.00209353j 0.0020585-0.000180172j -0.0025506+0.00423051j -0.00119914+0.0014759j -0.001718-0.00219726j -0.00285416+0.00329143j 0.00575568+0.00262955j 0.000994882+0.00396785j -0.0031612-0.00317004j 0.00143448-0.00242673j -0.00125031+0.00662062j -0.00145739+0.00439351j -0.00429065+0.00596816j -0.00439367-0.00484027j -0.00231765+0.00292257j -0.00148269-0.00620213j 0.00126666-0.00079344j -0.000644709+0.00300632j 0.00163876-0.00107182j 0.00198757-0.00120155j -0.0068124-0.0012385j 0.00543989-0.00099135j -0.00258464-0.00211926j -0.00157069+0.00208989j -0.00220596+0.00340526j -0.00591854+0.000865662j -0.00171169+0.0001094j 0.00358084+0.00434627j 0.00163345+0.000124066j 0.00117489+0.00259165j 0.00728957-9.34649e-05j 0.00817605+0.00423155j 0.0034281+0.000496646j 0.00233059+0.0010761j 0.00408235-0.000822802j 0.000980836-0.000732036j -6.72719e-05-0.00809969j 0.00121728-8.57293e-05j -0.00628684-0.00165814j -0.000647828+0.00447918j -0.00257309+0.0046521j 0.000631922-0.000999331j -0.000339126-0.000987852j 0.00211329-0.00776901j 0.00511228+0.000839026j -0.0049706-0.00376583j -0.00625596+0.00085562j 0.000267566+0.000954463j 0.00096794-0.00193597j 0.000995745+0.0043288j -0.0078581+0.00822828j 0.00199582-0.00843237j -0.00612462+0.00187421j 0.0083772+0.00274462j -0.00416714-0.00877862j 0.00439988-0.0082646j -0.00473848+0.00106811j 0.00489663+0.00365635j 0.0024401-0.00617736j 0.00390863+0.00169044j -0.000222332-0.00499588j -0.00536589+0.000325234j 0.00245442-0.00102863j 0.001027+0.00238007j 
0.00633741+0.00254627j 0.00235861-0.00656288j -0.00468154+0.00315137j -0.00343595-0.00497346j 0.00112328+0.00328844j -0.00581914+0.00032805j -0.00110506+0.00764539j 0.00567275+0.00365541j 0.00678541-0.00187458j -0.000368096-0.00658825j 0.00254189+0.00127496j -0.00244885-0.000453302j 0.0005877-0.000286383j 1.13835e-05-0.00461318j -0.00245792-0.00471206j 0.00474868+0.00184984j 0.00462016-0.00567965j 0.00364133-0.00254285j -0.00362201+0.000962071j 0.000421962+0.00247364j -0.00106619-0.00318852j -0.00210191+0.00405297j -0.00365549-0.00109954j 0.000507081+0.00221104j -0.0023171-0.00174338j -0.00149391+0.000691463j 0.0023908+0.00319446j 0.00351557-0.00176792j -0.00228042+0.00339199j 0.00120484+0.00234396j 0.000845144-0.00158266j -0.00192815-0.00125461j -0.00253678-0.00117542j 0.000998749-0.00261756j 0.00130191+0.00191357j 0.000538833+0.00321165j 0.00233752+0.00175834j -0.00411686+0.00223742j 0.00540422+0.0019743j 0.000342249+0.00196634j 0.00244571-0.00176575j -0.00129079+0.000931241j 0.00418033+0.00325348j -0.00139766+0.00248874j -0.00354904+0.00250654j -0.000764291-0.00374817j 0.00252666-0.00536767j -0.000193741-0.000214497j 0.0011658-0.001954j 0.000233058+0.00400225j -0.00209808-0.00131104j 0.0021352-0.000576717j -0.00344827+0.00361549j 0.000677836+0.00278174j -0.00143074+0.00362904j -0.00294156-0.0035127j 1.94471e-05+0.00214684j -0.000719985+0.000531819j -0.00248571-0.000699514j -0.00243802-0.00206596j 0.00472679+0.00377766j -0.00382533-0.00194692j 0.00421458-0.00169773j -5.58849e-05+0.00427954j -0.00328643-0.00175655j -0.00488421+0.00161059j 0.00038056+0.00179116j 0.00039286-0.000795514j 0.00390015+0.000213011j 0.00383751-0.00646292j -0.00152789-0.00307554j 0.000451893-0.00315001j 0.00401231+0.00339115j -0.00267281+0.000787256j 0.000901527+0.00271545j 0.00176812-0.00678849j 0.0067189+0.00201622j 
0.00345891+0.000541028j 0.000394561-0.00347331j -0.00232201-0.00250368j 0.00260747-0.00277213j -0.002531-0.00761873j 0.00415667-0.00148065j -0.000406302+0.0030897j 0.00394004+0.00233291j 0.00420288+0.000324482j -0.00284573-0.00247539j -0.00176878-0.00630257j -0.0052276+0.00582801j 0.00866207-0.00016939j 0.00162643-0.000520703j -0.00180033-0.00201082j -0.00107515+0.00286138j -0.00140436+0.0011767j -0.00193359+0.000140613j -0.00232591-0.000327626j -0.00387442-0.00418864j 0.00652787-0.00339317j 0.0038413+0.004672j 0.00027765+0.00280972j 0.0042914-0.00166607j 0.00740189+0.00176015j 8.98064e-05+0.0063084j -0.000945121+0.00324357j -0.000165705-0.000583004j 0.00155284-0.00356079j 0.00149442-0.00345578j -0.00196749-0.00556309j 0.00155874+0.00979552j 0.00584718-0.0012387j 0.000728887+0.00643633j -0.000311855+0.000257785j -0.00112084-0.00549018j 0.00182705-0.00167524j 0.000849639+0.00326125j -0.00126186-0.00211483j 0.0020282+0.00111516j 0.00289247+0.000457256j -0.00104684-0.00261342j -0.000557684+0.00412965j -0.00376317-0.0033646j 0.00219457-0.00031351j 0.00348828+0.00355087j -0.00567549+0.000114311j 8.02163e-05+0.00189457j -0.00975297+0.00589013j -0.00792111-0.000501396j -0.00167235-0.00215564j -0.00375642+0.00147241j 0.00386695-0.00248518j 0.00128017-0.0023495j 0.0036005-0.00202244j 0.00153484+0.000272729j 0.00229515+0.00190906j -0.00506999-0.00341578j -0.00690281+0.00038411j 0.00155547+0.0070892j 0.000958076-0.00350221j 0.000781375-0.00198911j -0.00372622+0.00360972j 0.000287517+0.00185141j -0.00293361-0.00187232j -0.00318598+0.000586437j -0.00417031+0.000475392j -0.00312054+0.00410739j 1.19488e-05-0.00512416j 0.000317559-0.00533254j -0.00253781-0.00160555j 0.00214081-0.00134422j 0.00303693+0.00550135j -0.00177375+0.000275397j -0.000124351+0.00233356j -0.00479753+0.0034121j -0.00339023-0.00459458j 
-0.00727639-0.00104478j -0.0011595+0.00705943j -0.00607392+0.00346945j -0.00349341-0.00658046j 0.00395508-0.00520116j 0.00454826+0.00439724j 0.00211831+0.00237882j 0.00347456+0.00155955j 0.0027769-0.000429285j 0.0014466-0.001318j 0.000964823+0.00308198j -0.000548396-0.00143152j 0.000582858+0.00319519j -0.0032392+2.61912e-05j -0.00233783-0.00066552j -0.00349116-0.00419462j 0.00261553-0.00594161j 0.00118975-0.00053666j -0.00709934+0.00074784j 0.00215797+0.00137967j 0.00323484-0.00742565j 0.00365258-0.00377151j -0.000370713-0.00219988j -0.00576853+0.00428746j -0.00520937+0.00132207j 0.000976208+0.00282226j 0.00135937-0.001248j 0.00204124+0.00191101j -0.00696533-0.00154319j -0.00137301+0.00193756j -0.000633268+0.00094673j -0.00177253-0.000563376j -0.00323637-0.00321738j -0.00138708-0.00445242j 0.00159976-0.00184578j -0.00277604-0.000230661j -0.00165953-0.000777235j -0.000620918-0.000309831j -0.000316751+0.00269569j 0.000411206-0.00102774j 0.00460664+0.0036752j -0.002253-0.0026006j 0.00182353-0.000304933j 0.00565369+0.0046819j 0.000810516+0.00346712j 0.00127914-0.00456048j 0.000178468+0.00241985j 0.00342072+3.48094e-06j 0.000906216-0.000783994j 0.00143381-0.0024822j -0.00141729-1.69317e-06j 0.00238294+0.00175728j -0.00331166+0.00474841j -0.00156302+0.000616729j -0.000898767+3.6977e-05j -2.65464e-05+0.000828174j 0.00226345-0.00186971j -0.00111866+0.00361299j -0.00138533-0.00323052j -0.0040704-0.00123281j 0.00249795-0.00185795j -0.00361435-0.0031411j -0.00151017+0.000629757j -0.00201687+0.00368229j 0.00201151+0.00409001j 0.000125278-0.000564105j 0.00255686+0.000759654j 0.00176277-0.00136987j 0.00354814+0.00276506j 0.00171192-0.00494451j -0.00365828+0.000452328j 0.000735873+0.00158144j -1.02266e-05+0.000780463j -0.00195325+0.00127959j 0.00147995+0.00154188j 0.00439385-0.00215617j 0.00201716+0.00453813j 
0.00160734-0.000639206j -0.000603368-0.00162943j 0.00394369-0.000679005j 0.00044739+0.00399223j 0.00320951+0.00481528j -0.00440554+0.0023203j -0.00200222-0.000324805j -0.00302926+0.00241746j 0.000153912+0.000414574j -0.00135626+6.51271e-05j 0.00150955-0.00101309j -0.00043941-0.00294757j -0.00212462+0.000888513j 1.30466e-05-0.000660868j 0.00117094+0.000435579j 0.00192995-0.00232819j 0.000965301+0.00235009j -0.000494851+0.00130246j 0.000148871-0.0050912j -0.00270688-0.00122183j 0.00304503+0.00423111j -0.00158071+0.00384716j 0.000952635+0.00146781j -0.000491146-0.00353264j 0.0014332-0.00161j -0.00247576-0.000435592j -0.000157004+0.000606842j -0.00281337-0.000413054j 0.00460054+0.000143788j 0.000194024-4.14191e-05j 0.00150525-0.000587486j -0.00132396+0.0023553j -0.00076199-0.000536806j 0.00331057+0.00127834j -0.00158838+0.000639694j 0.000257895-0.000339164j 0.000615969-0.000140777j 0.000435977-0.00209377j 0.00177689-0.00101778j 6.35654e-05+0.00175975j -0.00218863-0.00072477j 0.000671571+6.43487e-06j -0.000156088+0.00132468j -0.0034474+0.00160145j -0.00125835-0.00304936j 0.00181693+0.00156979j -0.00128831-0.00185281j -0.000722536+0.00201961j -0.0010264-0.00076474j -0.00161983+0.00380194j -0.00039235-9.01562e-05j -9.50063e-05+0.00136954j -0.000256008-0.00101049j -0.00176109+0.000454328j -6.38065e-05-0.00183889j 0.000816883+0.000948026j -0.00230617-0.00128699j -0.000179469-0.00104328j 0.0010193-0.00218765j 0.00208826+0.00124201j 0.00299093+1.71626e-05j 0.00380236+0.0010329j -0.00148218-5.46636e-05j -0.000247297-0.00273841j -0.00134418+0.00108243j 0.00267574+1.00541e-05j -0.00212887-0.00126847j 0.000890798+0.00223273j -0.00148779+0.00311507j 0.00340091+0.00117969j -5.22475e-05-0.00216514j -0.000145788+0.000538559j -0.000671191+0.00105496j -0.00131792+0.00179904j 0.00180867+0.00146419j 0.00228952+0.0020817j -0.0020981+0.00228481j 
-0.000871323+0.00450334j 0.00452838+0.000721373j 0.00114302+0.000184697j 0.000119579+0.000701407j 0.00261319-0.00369152j 0.00472561+0.00300399j 0.00256543-0.00319067j -0.00211802-0.00145838j 5.36392e-07+0.00136336j -0.000763882+0.000440039j -0.000865841+0.0001726j 0.00150427-0.00048202j 0.00124441+0.00225844j -0.000294673+0.00281888j 0.00236187-8.84733e-05j -0.00301881-0.00142203j 9.80542e-05-0.000193411j 0.00143822+0.00224741j -0.00166998-0.000647382j 0.0031428-0.00166835j 0.0013247+0.00173384j -0.000754386-0.00193906j -0.000288946-0.00147507j 0.00183999+0.00377604j 0.000742368+0.00446284j 0.000249878+0.000706207j -0.00312599+0.0020129j -9.44517e-07+0.00183795j -0.00135593-0.00145044j 0.000629283-0.000545769j 0.00285108-7.16187e-05j -0.0032379+0.000805022j 0.00114071+0.00388463j -0.00428571-0.000411439j -0.000383478-0.000840253j 0.00154105-0.00117935j 0.000865343-0.000292624j -0.00108505+0.000122284j -0.00154691+0.00163312j -0.000826636-0.000303942j 0.000125334+0.000889453j 0.00141282-0.000490854j -0.00216026-0.00172461j 0.00402895-0.00466271j 0.00128355+0.000884409j -0.00242132+0.000874594j 0.00170337-0.000729408j -0.000526668-0.00204514j -0.00328914-0.00389815j -0.000889241-0.00453341j 0.00186854-0.000497792j -0.00111903-0.000871053j 0.00129115+0.000201269j 0.0022466+0.000340767j 0.000294874+0.00190952j 0.00123162-2.9903e-05j -0.00216458+0.00158679j 0.000309565-0.00273331j -0.00144799-0.00122806j -0.00271288+0.000303873j -0.00185462-0.000605792j 0.000254919-0.00116654j -0.00146859+0.000284596j -0.00229473+0.0020354j 0.00198633-0.000303001j 0.000102917-0.00178051j 0.000697609-0.00134134j -0.00191604-0.000957316j 0.00210724-0.0020804j -0.000823379+0.000197989j 0.00039807+0.000935461j -0.000700667+0.00225155j -0.00402857-0.00123519j -0.00180414-0.000865414j -0.00111976+0.00136529j -0.00302366+0.000857233j -0.00101267-0.00299993j 
-0.00508457+0.0064771j 0.00629474+0.00493902j 0.00201265+0.00255883j -0.00324821+0.00142665j 0.00602712-0.00286469j 0.00588101+0.0053018j -7.87994e-05-0.0056261j -0.00348353+0.00451262j 0.00466072-0.00139815j -0.0020003+5.10596e-05j 0.00177809+0.00109292j -0.00276619-0.00481623j -0.00187393+0.00616741j -0.00392785+0.0015687j 0.00463247+0.00232908j -0.00848773-0.00296052j 0.000635559+0.00125866j 0.000816097+0.00336108j -0.00257771-0.00277119j -0.00215527-0.00573047j 0.00381119-0.00153197j -0.00354183-0.00342448j 0.00092668-0.0011812j 0.000199471+0.00119963j 0.00287687+0.00503453j 0.00212373+0.00036998j -0.00122729-0.000721326j -0.000844825+0.00285741j 0.000891797+0.000409002j 6.17342e-05+0.00122396j 0.00376275-0.00188379j -0.00485528+0.00634594j -0.00282081+0.00233155j -0.00139428-5.1854e-05j -0.00332813-0.00123032j 0.00142931+0.000152082j -0.00186797+0.000737422j 0.000661441-0.0054626j 0.000447121+0.000643618j -0.000449941-4.76594e-05j 0.000519763-0.00170988j -0.000262711-0.00035406j -0.004873-0.00292041j 0.00240974-0.00401741j 0.00162833-0.00365149j 0.00068736+0.000281873j -0.00178234+0.000592986j -0.00137903-0.0011034j -0.00402357-0.00332404j -0.0017609+0.000123134j 0.000982208+0.0010979j 0.002162-0.000436534j 0.00330657+0.000845262j -0.00095411+0.00138186j 0.000657555-0.00129362j 0.00216887+0.00492208j -0.00678153+0.0034943j 0.000736631-0.00124939j -0.000894683-0.00572585j 0.000857353+0.00708687j -0.00152522-0.0027438j -0.000982141-0.0013251j -0.0073944+0.00371049j -0.000359921-0.00301943j 0.00586913+0.00166169j 0.00122642-0.00421934j -0.0007691-0.00410014j -0.00215498+0.00046558j -0.000911119+0.00289746j 0.00462394+0.00112598j -0.00169715-0.0032312j -0.00107334+0.00591539j -0.00545844+0.000217314j -0.00316686+0.00501944j 0.00504589+0.00286451j -0.00281104+0.00174648j -0.00179385-0.00266526j 
-0.00387334-0.00356511j -0.00382873+0.00379995j -0.00365175+0.00190036j -0.00218459-0.00399945j -0.00340071-0.00107401j 0.00027864-0.00620623j -0.00587149+0.000268447j -0.00048873+0.00410814j -0.000711764-0.000312799j -0.00189706+0.00279102j -0.00222226-0.000677644j -0.00523086+0.00301543j 0.00210338+0.0067662j -0.00608109-0.000837798j 0.0018715-0.000200049j 0.000226992-0.00423j -0.00100447+0.00017755j 0.00332722-0.00104724j 0.000196158-0.00138567j -0.000522852+0.00407543j -0.00138038-0.00270591j -0.00260385+0.00131783j 0.000105371-0.00033175j -0.00387489+0.00361071j 0.00146061+0.000722433j -0.00283476+0.00211492j 0.00105614-0.000365805j 0.00220274-0.00279901j -0.00221727+0.000768705j 0.00290798-0.000646709j -0.00541547+0.00288473j 0.0017201+0.00265279j 0.00127001+0.00127751j 0.00204124+0.000581373j -0.00130747+0.000927952j -0.00281466-0.000315526j 0.000871501+0.00411903j -0.00345517-0.00266598j 0.00130521+0.00123802j 0.0012655+0.000921396j 0.000355168-0.00237584j -0.00330421-0.000576849j 0.00289874+0.00537936j 0.00212278+0.00106069j 0.000713381+0.00428789j -4.1314e-05-0.000323619j 0.00195907+0.00419712j 0.00443518+0.00133996j -0.00147826+0.00116563j -0.00141609+0.00156191j -0.00269322+0.000471231j 0.000528519+0.000744123j 0.00104724-0.00232031j -0.00249707-0.00508468j 0.000754286-0.000120457j -0.00162684-0.00186076j 0.00349319-0.00181309j -0.00431307+0.00339332j 2.01409e-05-0.00109322j -0.000944977-0.00192696j -0.000601853+0.000188503j 0.00259526-0.00104784j 0.000611347+0.00128008j -0.00273258-0.00144952j 0.000581344-0.00158766j 0.000876075+4.88299e-06j -0.00292745-0.00479917j -0.0056655+0.00274628j 0.00205292-0.00290413j -0.000761208-0.00418439j -0.000925685+0.00246191j 0.00443296-0.00243226j 0.00293059+0.00422915j -0.00073226+0.00156037j 0.00154786+0.000460636j 0.00154186+0.00120354j -0.00115998+0.0017006j 
0.00172797-0.00242345j -0.00240616-0.00177103j 0.00357939+0.00307048j -0.00304031+0.0035447j -0.00270132-0.00239524j 0.00223171-0.00438217j -0.00338294-0.00068821j 0.000109628+0.000810868j -0.00187832+0.00077261j 0.00216833+0.00169929j -0.000713259+0.00221836j 0.00166694+6.50607e-05j 0.00196772-0.000391574j 0.00136727+0.00221571j 0.000862142-0.00275079j 0.000861898+0.00329308j -0.000372597+0.000902445j 0.00160246-0.00173062j 0.000680757+0.00077012j 0.000191766-0.00025695j -0.0012794+0.0006449j -0.0030769-0.00174634j -0.00110667+0.00113198j 0.00147964-0.00110855j 0.000432814-7.53474e-05j -0.00117959-0.00204658j 0.00328175+0.00157154j 0.000804663-0.000102037j -0.000311705-0.000129212j 0.00018259+0.00220709j -0.00127753+0.00115684j 0.00282013-0.000975406j -0.00112792-0.00614272j 0.00213476+0.00101026j 0.00142508+0.00161935j -0.0022719-0.000441806j -0.00139406+0.00233807j -0.00141568-0.00207472j -0.000947138+0.00348321j -0.00111294-0.000887579j -2.83521e-06+0.000796044j 0.000634065+0.00084424j -0.00104741+0.00386082j -0.00411957+0.00327356j -0.000985954+0.000253856j 0.00379053+0.000207629j 0.00237788+0.00117634j 0.000212511+0.000299188j 0.00454593+0.00207508j -0.00290129+0.001764j -0.000401419-0.000355421j -0.0016476-0.00164864j -0.00175224-0.00165041j -0.00322714+0.000137456j -0.00267457-0.000286983j 0.00256969-0.00123558j 0.00386847-0.00108516j 0.00217+0.00380812j 0.00268386+0.000557028j -0.00100551-0.000427336j 0.00030635+0.00365796j -0.00321841+0.00309676j 0.00150478-0.00390908j 0.000160421-0.00120734j 0.000599167-0.00391157j -0.00459272-2.92666e-05j -0.000735057+0.00365444j 0.00571387-0.00010469j 0.00236707+0.00394226j -0.00105681+0.00363801j 0.00422242+0.00333037j 0.00168826-0.000460176j -0.0032251-0.000647652j 0.000866107+0.0005315j -2.74874e-05-0.00144164j 0.00229977+0.000429287j -0.000503124+0.0023265j 
-0.00227831+0.00314978j 0.00310119+0.00234519j 0.00550591-0.00244881j 0.00261261+0.00584264j 0.00815737+0.000977686j -0.00273316+0.00514512j -0.00459978+0.0020032j 0.000653375+0.00769526j 0.00483938+0.000463544j -0.000699914-0.00453442j 0.00485999-0.00217798j -0.00374911-0.00202471j -0.000545611+0.00414289j -0.000874327+0.00105933j 0.00119606-0.000880932j -0.00101346-0.00115644j -0.00180694+0.0021414j -0.00178219+0.00194674j 0.0020473-0.0048561j -0.00402667-0.00444389j -0.000400365+0.0046191j -0.00202008+0.00240525j 0.00178922-1.4839e-06j 0.00141701-0.00281196j 0.00258916+0.00232434j -0.00044393-0.00349525j -0.00103064-0.00227213j -0.00259702-0.00173076j 0.00654455+0.00289932j 0.000124435-0.00303795j 0.00478054-0.00154543j -0.00413711+0.00284713j 0.00113009+0.0051793j -0.00169332-0.00114513j -0.00157597+0.00215674j 0.00379137+0.000382141j 0.00236169-0.00208215j 0.00187521-0.00514493j 0.00268288-0.00422809j -0.00107445+0.000648591j -0.00308139+0.000500254j 0.00184814+0.00199871j -0.00139175-0.00214028j -0.0015267-0.00190657j -0.000771242-0.00267529j -0.00303614+0.00233749j -0.00349653-0.00329083j -0.00250617+0.00136721j -0.00238006-0.00331947j -0.00118416-0.00103944j 0.00229659+0.00184499j 0.000490143-0.00038426j 0.000965327-0.00205028j -0.000367635-0.00074752j 0.00179002-0.0018954j 0.00106691+0.00558878j -0.00323353+3.28369e-05j 0.00512809-0.00418154j -0.00253232-0.00380611j 0.00359181+0.00549465j -0.00155626-0.00100073j 0.00451876+0.00108558j -0.00409737+0.00137432j -0.0026201-0.00576714j -0.0019594-0.00386499j -0.000582958+0.00386565j -0.00119291-0.00380566j -0.00244433+0.00322255j -0.00185986+0.00365987j 0.0020868+0.00548316j 0.00291705-0.000224254j -0.00014095+0.00214175j -0.00501791-0.00190305j -0.000888933+0.00364996j 0.0033351+0.000157339j -0.00200255+0.00423506j -0.00419652-0.00207053j 
