0.00425694-0.00126994j -0.00133161-0.00438279j -0.00201923+0.00157277j -0.00152818-0.00243466j -0.00138448+0.00079535j -0.00130298-0.000682034j 0.0020267+0.0014443j 0.000227439-0.00237097j -0.000553144+0.00100759j 0.000445418+0.000375257j -0.000222701+0.00111743j -0.00104852-0.00191932j -0.00163929+0.00166746j 0.000503571-0.0018509j 8.45636e-05+0.00025907j 0.00118855-9.36781e-05j 0.000639637-0.00074195j -0.000475257+0.000329425j 0.000338072+0.000209608j 0.000326304-0.000446276j 0.00080891-0.00173124j 0.000655646+0.000610878j -0.000265641+0.00160026j -0.000440211-0.000615761j 0.000306037+9.24487e-05j 0.000190313-0.000112955j -0.000618401+0.000469265j 0.00183553-0.000843275j -0.00172434+0.000482482j 0.000158628-0.000312817j -0.000247956+0.000861717j -0.00107582+0.000569496j 0.000350254+0.00167907j -0.000451809-0.00100136j 0.000913337-0.000604791j 0.000294273-8.12649e-06j 0.00207034-0.000347777j -8.30709e-05+0.0011726j 0.000687077-0.000331297j -0.000774518+5.99157e-05j -0.000770961+0.00044384j -0.000104842-0.00052795j -0.00153249+0.000921256j 0.00124001-0.000952906j -0.0008148+0.0012926j -0.000902023-0.000601064j 0.00108792-0.000376041j -0.000616395+3.96066e-05j -0.00227308-0.000392892j -0.000358275-0.00159481j -6.40958e-05+0.000829112j 0.00104156+0.000264921j -0.00132683-0.0013894j -0.000290776-0.00122936j 0.00139333+0.000266337j -0.00125396+0.000803418j 0.000906426+0.000625019j -0.00188845-0.000567547j -0.00158239+1.01291e-05j -0.000280489-0.000899404j 0.000307124+0.00102565j -0.00103964-9.37054e-05j 0.000994183+0.000738529j -0.000631554+0.00165949j 0.000783986+0.000270067j -0.00136271+3.64845e-06j 0.000335049+0.000994822j 0.00240511+0.00087608j 0.000827437+0.00332286j 0.000783752-0.00091565j 0.00139518+0.00091193j 0.000766054-0.0034119j 0.00277141-0.000102231j -0.00227608-0.00178011j -0.00155997+0.00181216j 0.00630337-0.00728717j 0.00722562+0.00637915j 
-0.000201863+0.00259143j 0.00238008+0.000115133j -0.000724862+0.0029296j -0.00317463-0.00092189j 0.00217264-0.00167842j 0.00237265+0.00223074j 0.000885561-0.0022707j -0.000978262+0.00140527j 0.00329192+0.000250851j 0.000242156-0.00105374j -9.40614e-05+0.00167729j -0.000619684-0.002427j -0.0022882+4.19856e-05j 0.000919007-0.00127124j 0.00334686+0.00386717j -0.00282458+0.00213005j -0.0038996-0.000734492j -0.00426778+0.00144142j -0.00205524+0.00073949j -0.00119654-0.00452538j -0.00181413+0.0015444j -0.00244014-0.0010296j -0.000482496-0.00235532j -0.000377328+0.00119555j -0.00119987-0.00046472j -0.00179775+0.0025259j 0.00163934-0.000164149j 0.000539053-0.00119875j -0.0026729+0.000805309j 0.00253605-0.000342218j 0.000595819+0.00179501j 0.00101459+0.002013j 0.00281733-0.000681579j 0.0019952-0.00267141j -0.00290847+0.00289748j 0.00193459-0.00389086j -0.00148692+0.000646128j -0.000496905-0.00103467j 0.00357845+0.00156646j 0.00138907-0.00233639j 0.000795925-0.000419655j -0.00103673+0.00208446j -0.000642405+9.02419e-05j -0.00103115-0.00012958j -0.0022552+0.00180526j -0.000571509+0.00265095j -0.000226941+0.00053413j 0.00297402-0.00213231j 0.000240934+0.00325293j 0.000787486-0.000123133j -0.00364873+0.000893317j -0.00471001-0.00165922j 0.000579735+0.000821505j 0.00030457-0.0020182j 0.00100921+0.00460918j 0.00420751-0.00539848j 0.000943293+0.00214941j 0.00235482+0.00254794j 0.00037978+0.000999738j -0.000158003-0.000354462j -0.00215008-0.00126493j 0.00147607+0.00045489j 0.00338932-0.000945093j 9.61521e-05+0.00107419j -8.38047e-05-0.00196994j -0.000375409+0.00264128j 0.000724708-0.000854919j 0.000494894+0.000994258j -0.00103129-0.000280015j -2.91906e-05+0.00116528j 0.00090007-0.00107227j -0.00171575+0.000844184j -0.0014145-0.00107611j -0.000540401-0.000109469j -0.000281572+0.000292763j -1.52118e-05+0.00109398j -0.00101487+0.000132091j 
0.000448391+0.00107508j 0.00110505-0.000623743j 0.00414724-0.00120005j 0.000799696+0.00394977j 0.0025618+0.00292288j -0.00119109+0.00264045j 0.00128937-0.000597851j -0.00123591-0.000734729j -0.00111657-0.00128305j 9.60492e-05+0.00567033j -0.00695214+0.00103395j -0.00210717+0.00127501j -0.000881037-0.000381159j -0.000379923-0.00584769j 0.000752397+0.000819052j -0.00339641-0.00229627j -0.00344572+0.00644272j 0.00335951+0.000937706j 0.0046992+0.00460264j -0.0034787-0.00455481j 0.00451101-0.0019245j -0.00146234-0.00677551j 0.00289942-0.00198543j -0.00018344-0.00284819j 0.000413367+0.00298616j 0.000897699+0.000133058j -0.00123672+0.00238005j -0.00262051-0.000330884j -0.00175072-0.00443984j 0.0007407-0.000423028j -0.00401166-0.0038917j 0.000149305+0.000539871j -0.0014511+0.00127972j -0.00143642-0.00152147j 0.0025698-0.00346905j 0.00180859-0.00561196j -0.00333338+0.00069704j 0.00302447-0.000342797j -0.00132562+0.00197379j 0.000158741+0.000823436j 0.00388499+0.0024931j -0.000628847+0.00373491j -0.00226853-0.0023289j 0.00165305+0.00284671j -0.00339818+0.00422431j 0.00091944+0.00249462j -0.00287353+0.000631298j -0.00383518+0.000708756j -0.0010276-0.000435437j 0.00112505+0.000985163j -0.00343338-0.000614733j -0.00288763+0.00537691j -0.00401659+0.00142162j 0.00140445+0.00225998j 0.000592053+0.00135979j 0.00290104+0.000370329j -0.00227416+0.00353314j 0.00343685+0.000579076j 0.00290026-0.00151847j 0.002588+0.00115627j 0.00310792+0.00439402j -0.00315725+0.00305636j 0.00126816+0.000239193j -0.00181294+0.00058289j 0.00112412-0.00148711j -0.000454062+0.000567578j 0.000289751-0.0035369j -0.00362832+0.0010236j 0.00113432-0.00053655j 0.00144968+7.98235e-05j 0.000649404-0.000645127j -0.000990524+0.000301738j -0.00154178-0.000935311j -0.0012204+0.00281784j 0.0028068+0.000860962j -0.000317806-0.000390519j 0.000273026-0.000250572j 
-0.0017699-0.000388027j -0.000598812+0.00184665j -0.0028025-0.00109516j 0.00120296-0.00319233j 0.00165158-0.00279237j 0.0014233+0.00220228j 0.00121259-0.00172832j -0.00213457+0.00152927j 0.00225346+0.00289763j -0.00101551-0.000925653j 0.00246192+0.000498454j 0.00276339-0.00334877j -0.00162553-0.00034028j 0.000390956+0.00569612j -0.000969305+0.0013175j 0.000871584+0.000799102j -0.00254036-0.00364968j -0.00131782+0.00147713j -0.00247854-0.00086912j -0.000159467-0.000263153j -0.00193044+0.000534012j -0.000333591+0.00282287j -0.00239823+0.00269608j 0.00255684+0.000869271j 0.0032235+0.000326807j 0.000503488-0.0024555j 0.0024975-0.000688697j 0.000859732-1.67672e-05j -0.001401+0.00150023j 0.00133841+0.00244249j 0.00371826+0.00368598j 0.00212334+0.00269203j -1.16037e-05+0.00270493j -0.00162425-0.00267167j -0.00153904+0.000679409j 0.000903619-0.00189831j 0.0022087+0.00122102j -0.00135274-0.00291499j 0.00230051+0.000287151j -0.00052204+0.00020111j -0.00294234-0.00272774j 0.000244111-0.0014484j -1.35703e-05+0.000194928j 0.00174275-0.00352103j 0.0015004-0.00115453j -3.36867e-05-0.000141063j 0.00442839-0.00144502j 0.0017999-0.00112742j -0.00170513-0.00341793j 0.000270189-0.000214284j 0.00125505+0.00228838j 0.000212112-0.00108304j 0.00253069-0.0026956j 0.00205632-0.00134538j 0.000194511+0.000754587j 0.00261044+0.00160933j -0.00128025-0.00191076j -0.00212349+0.000436903j -0.00191218+0.00333839j -0.00401793-0.0012791j -0.00207471-0.00278349j 0.00119325+0.000384903j -3.20249e-06-0.0014465j -0.0030961+0.000586497j 0.00196422-0.000907457j 0.000822993-0.000383374j -0.00192478+0.000982723j 0.0025172+0.000772802j 0.001849-0.000402717j -0.000378652+0.00127138j 0.00130017+9.60862e-05j -7.18797e-06+0.00232703j -0.00427814+1.93429e-05j -0.00017622-0.00170588j -0.00246918-0.000181871j 0.000301687-4.76141e-05j 0.000138899+0.000363424j 
-0.000206371-0.000493374j -0.000368952+7.57632e-05j 0.00714347-0.00236806j 0.00203486+0.00726369j 0.000791765+0.0026277j -0.000638016-0.000128918j -0.00141379-0.000766952j -0.00126577+0.000173533j -0.000304425-0.00180469j 0.000299752-0.000340757j -9.11524e-05-0.000794146j -0.00399946-2.80741e-05j -0.000502132+0.0013581j -0.00102485-0.00623053j -0.00150958+0.000871254j -0.00127695-0.00141567j 0.00323531+0.00114304j -0.00457565+0.000420505j -0.00168688-0.00356387j -0.00355924-0.00493079j 0.000982795+0.00403598j -0.00353447-0.00646141j 0.004394-0.00166923j 0.000793362-0.00366613j -0.00417054-0.00422405j -0.00026442+0.00756654j -0.00226631+0.00376563j -0.00661153-0.000745741j -0.00160729-0.00284708j 0.00334683-0.00185208j -0.000645887+7.61007e-05j 0.000349726-0.0018301j 0.00207525+0.00132389j 0.00252106-0.00366089j -0.000193625-0.000793048j 0.000210383-0.00691776j 0.000358616-0.00204989j 0.00128714-0.00145459j -0.000561001+0.00352539j 0.00152283+0.00139318j 0.000624154-0.00171735j -0.00245669+0.00837731j -0.000645447+0.000292507j -0.00163206+0.00329216j -0.00193057+0.0021768j -0.000240835+0.00475034j -0.00172806+0.00155442j -0.000166555-0.00356577j -0.000660812-0.00108848j 0.000174927-0.00105933j -0.00734591+0.000803552j -0.00327837+0.00667745j -0.00168298+0.000761754j 0.00170706+0.0001834j -0.000254769+0.00222657j 0.00776947-0.00175334j -0.00630056+0.00304547j 0.00199146+0.00112533j 0.00131343-1.65024e-05j 0.00312259+0.00291014j 0.00116913-0.00321438j 0.00228965+0.00107495j 0.000147243+0.00266965j -0.00308013+0.00344221j 0.00112971+0.00050698j 0.00238536+0.000717493j 0.0020861-0.00195847j -0.000833528+0.000553733j 0.000685624+0.000488817j 0.0021717+5.42382e-05j -0.000230115-0.0010479j -0.00114585+0.000706333j -0.00149287-0.0006784j 0.000805629+0.00376327j 0.00378016-0.000935946j 3.21091e-05+0.00123188j -0.0013527+2.99307e-05j 
0.00106596+0.000508574j 0.000469398-0.000869862j -0.00202002+0.00332162j -0.00344406-0.00214787j 4.10305e-05+0.00166613j -0.0029991+0.000336548j -0.00173003+0.00283501j 0.00324+0.00356088j 0.00409039-0.00108261j 0.000564262+0.000704175j -0.00128527+0.00303979j 0.0045431+0.00073114j 0.000559536-0.00210377j 0.000522103+0.0040221j 0.000172098-0.00203724j -0.0015532-0.00107865j 0.000185347+0.00129765j 0.00264985-0.0026799j 0.00107492+0.000746436j 0.00407506+0.00219368j -0.000831749+0.00172228j 0.00205802+0.000897652j -0.00186146-0.00127659j -0.000477606-8.35138e-05j 0.00447607+0.00135647j 0.00219996-0.00264479j 0.00147221-0.00303551j -0.00321547+0.00306387j 0.00141656+0.00068877j 0.000341802-0.00510629j -0.000295348+0.0024979j 0.00377902+0.000576705j 0.00136153-0.000252586j -0.00560429-0.00133608j 0.000186947-0.00108599j 0.000384063-0.0033426j 0.000794674-0.00108493j 0.000700799-0.00309104j 0.00486563-0.00229513j 0.00145368-0.00118632j -0.00346618+0.000583305j 0.00150529-0.000520237j -0.000342998-0.00309431j 0.00157406-0.00273208j 0.000701061+0.00143118j 6.53874e-05+0.000443927j -0.00326699-0.0014543j 0.00226247+0.00133166j 0.00184992-0.000211492j 0.000964342+0.000444986j 0.00425758+0.00494496j -4.88182e-05+0.00226277j -0.00174427+0.00169495j 0.000893558-0.0015461j 0.00264371-0.00308836j 0.00285661+0.00147064j 0.000424005+0.00254074j 0.00156186-0.000177363j -0.000550526+0.00156145j 0.00128983+5.03857e-05j 2.78847e-05+0.00101145j -0.000847541+0.000531865j 0.000571469-0.00135117j -0.00378727-0.00115401j -0.00112072-0.000891974j 0.000553987+0.00131945j -0.00269429-3.4727e-05j 4.49466e-05+0.0036539j -0.000794039+0.00198756j 0.00237201+0.00228666j 0.00215584-0.00133959j 0.000199821-0.000894383j -0.000760255-0.000346569j -0.00152855-0.000115804j -0.000382172+0.00125763j 0.000204175+0.00204318j -0.00194501+9.24093e-05j 
-0.0024952-0.00230398j -0.00215414+0.00256902j -0.000590697-0.00150177j 0.00243876-0.000481046j -0.000551711-0.00625811j 0.00335313-0.000435468j -0.000820239+0.00234835j 0.00209939+0.00118463j -0.000879775+0.00599207j 0.00400639-0.00178724j 0.000903798-0.00299515j -0.00360231+0.000150969j 0.000296166+0.0017144j 0.00309866+0.0013072j -0.00233024+0.00374419j -0.000388866+0.00166176j -0.00613947+4.61706e-05j -0.00496233+0.000383356j 0.000614811+0.00219449j 0.0016778-0.00222547j -0.00337756+0.000310071j -1.45641e-05-9.58087e-05j -7.53571e-05+0.00317846j 0.00184804+0.00410433j -0.000660672-0.00323289j -0.000343954-0.00265476j -0.00123465-0.00149489j 0.00398247-0.00329627j -0.00417378+0.00246145j -0.000675986+0.00278009j 0.00549943+0.00135791j 0.00273553-0.00143778j -0.00205853+0.00150946j 0.000205076+0.000592582j -0.00362522-0.000699754j 0.000334622+0.00143166j -0.000235805+0.000938821j -0.00360402+0.00162346j -0.00244378+0.0017193j -0.00035527-0.00277449j 0.00124297+0.00208936j -0.00185214-0.00057459j 0.00113155+0.000248251j 0.00121306-0.00150818j 6.83366e-05-0.00188234j -0.00224692-0.00308546j 0.00470768+0.00197416j 0.000511-0.00517005j -0.00338441-0.00144623j 0.000547499-0.000586476j -0.000348345-0.00369924j -0.00115599+0.000114009j -0.000713366-0.000933761j 0.00136506+0.00167823j -0.00351588+0.0026262j 0.000228296-0.00096755j -0.00124831+0.000808783j -0.0033201+0.0018912j 0.00510847+0.00396168j -0.00072848-0.00087368j 0.00252965+0.000323669j -0.000642778+0.00419169j -0.0011331-0.000381748j 0.00211561+0.00335988j 0.00203732+0.00218415j 0.00154738-0.00409103j 0.000128546+0.00204374j 0.00129727-0.00262711j 0.00132479-0.00275026j 0.000173967-0.00344867j -0.00371581-0.00107659j 0.000416791+0.00249555j -0.00108229+0.00227316j 0.000739575+5.00561e-05j -7.34685e-05-5.95117e-05j 0.000889435-0.000382579j 0.000310176+0.000803782j 
0.00349849+0.00143823j 0.00143815-0.00363691j 0.00170495-0.000917907j 0.00120867+0.00086613j -0.00294627-0.000882908j -0.000462797-0.00119456j 0.00196138+0.00152453j -0.000323393-0.00149811j -7.65933e-05+0.00277152j -0.00274856+0.00117035j -0.00310493-0.00120655j 0.000285023-0.000668039j -0.00391644+0.00245111j -0.000553867-0.00044558j -0.00059007+0.00584128j 0.00352534+0.00103702j 0.00199258-0.000248078j -0.00216655-0.000856542j -0.000249566-0.00167162j 0.00210241+0.00493718j 0.00164267-0.00362513j 0.00128341+0.00522766j -0.00490578+0.00424384j -0.0027305+9.3252e-06j 0.00214614-0.00160416j -0.00115122-0.00406714j 0.00154874-0.00257715j 0.00549992+0.00508079j 0.00141148+0.000784805j -0.00490816+0.00466231j 0.000599188-0.00159277j 0.000544214+0.00521025j -0.00209856-0.0044135j 0.000228875+0.00267404j 0.000974917-0.000400783j -0.00366026+0.00786653j -0.000381661+0.00153486j 0.000568129-0.000854164j -0.0023775-0.000732636j 0.000128547-0.000186045j -0.000151088+0.00189377j 0.00142235-0.00962824j -0.000452309+0.00105765j -5.06547e-05-0.000738552j 0.00163348-0.00485571j 0.0041035-0.00432854j -0.000105038-0.000894909j 0.00118627+0.0026049j -0.00194072-0.00117097j -0.00110506+0.00204332j 0.00570746-0.00239678j 0.0028949-0.00425906j 0.00176071-0.000164476j 0.000667938+0.000351782j -0.00107387-0.00526909j -0.0086983+0.00408423j 0.00227447-0.00257155j -0.00533756-0.000626865j 0.00140645+0.000611619j 0.000390935-0.00257583j 0.00290791+0.000360626j -0.00181527+0.00151708j -0.000286986+0.000981552j 0.00362424-0.00252895j 0.00204767+0.00182907j -0.00186501-0.000728374j 0.00303567+0.000523479j -0.0002115-0.00306461j -0.000251595+0.000784848j -0.00254035-0.00202537j -0.00221494+0.00160417j -0.000815875-0.000703616j 0.00338478-0.00147246j 0.000228643-0.000605714j 0.00011665-0.000222512j -0.000690843-0.00128743j 0.00122496-0.000596958j 
-0.00380795-0.000940085j -0.000978066+0.00380102j 0.0028804-0.00131012j 0.00196261+0.00321375j 0.00129931-0.00707863j 0.00433705+0.000343437j -0.000335068+0.00260219j 0.00256309+0.000498354j -0.00354275+0.00446097j 0.00559951-0.000983653j 0.00300768+0.000440231j -0.00370233-0.00262585j -0.00168073+0.00109037j -0.000344322-0.000503444j -0.00388347+0.00348506j -0.00299654-0.00155313j -0.00400817-7.37737e-06j -0.00165261+0.0018289j -6.99646e-05+0.00100511j -0.00284918-0.00141771j 0.000326562+0.000443157j -0.00423139-0.000624893j 0.00157242+0.000609871j -0.000754915+0.00250064j -0.001296-0.000418218j 0.00284695-0.00202261j -0.00411202+0.00027193j 0.000864896-3.97481e-05j -0.00093925+0.00254112j -0.000508102+0.00169921j 0.00350475-0.00241292j 0.00120836+0.00202006j 0.000241754+0.00392834j -0.00179372+0.00139054j -0.00558976-0.00122226j -0.000194761-0.00110119j -0.00292677-0.00115226j 0.00168312-0.00347373j -0.000475316+0.00235389j 0.000530755-0.000106316j 0.00173511+0.00245211j -0.000287455+0.00336225j 0.000934529-0.000641314j -0.000422699-0.00260081j 0.000910383-0.00271865j -0.00310445-0.000773848j 0.000305206+0.00291251j -0.00153158-0.00293403j -0.00444752-0.00291159j -0.001429-0.00342403j -0.000209246+8.0949e-05j -0.000144032+0.00308058j 0.000257884-0.0012157j 0.0026354+0.000340223j -0.00120009-0.00402393j 0.00141218+0.00433517j -0.00432264+0.00179281j -0.002417+0.00311354j 0.00472104+0.00279014j 0.00121705+0.000645794j -0.000691394-0.000243487j -0.000700852+0.00289093j -0.000424899+0.0014495j -0.00164404-0.0012204j 0.00208303+0.000195084j 0.000942852-0.00143923j -0.00177675+0.000794393j 0.00190055+0.000815882j 0.000226461+0.000197942j -0.000204279+0.00140043j -5.05851e-05+0.000703169j 0.000611125+0.00271756j -0.00322033+0.000176487j 0.000598721+0.00135949j 0.00111307-0.000557891j 0.00021321+0.00204384j -0.00201054+0.000243581j 
0.00167974-7.32561e-05j -0.000117438-0.00180533j -0.00108801+0.00158186j -0.00155404-0.00149778j -0.0014204-0.00197j 0.00271927-3.20648e-05j 0.00246702-0.00178745j -0.00126325-0.00184454j 0.000733305+0.00190311j -0.000306653+0.000948934j -0.00253057-0.00204389j -0.00493618-5.39044e-05j -0.000472922+0.00370568j 0.00252737-0.00345665j 0.00362827+0.00133875j -2.46342e-05+0.00573221j 0.00338049-0.00101963j -0.00517682-0.00212436j -0.00212488-0.00107439j 0.00406716-0.00176849j -0.00279575+0.00217151j -0.00214697-0.000436681j -0.00264189-0.00022227j 0.00129976+0.00179657j -0.00179941-0.00175774j -0.00145471+0.0029794j 0.00171871+0.000954369j 0.000603211+0.000675285j -0.00231758+0.00178025j 0.000338328-0.000903207j 0.00139108+0.00244123j -0.000639759+0.000637879j 0.000317878-0.00266021j 0.00191765-0.00178419j -0.000652079+0.00036792j -0.000704727+0.00190782j 0.00115939+0.000865555j -0.00107067+0.00151134j 0.000833152+0.00129914j -0.000136003-0.00373526j -0.000470516-0.000723062j -0.000508111-0.00149232j -0.00220031+0.00142489j 0.000311887+0.000788397j -0.000266894-0.000688394j 0.00101869-0.00134451j -0.000814864-0.000612606j 0.00220694-0.000783128j 0.000560099+0.00281486j -0.00110801-0.00165929j -0.000757924-0.00031891j -0.00166961-0.00251953j -0.00126716+0.00196261j 0.00129925-0.00144736j -0.000712864+0.0023681j 0.000442661-0.00385201j 0.00341349+0.00278373j 0.000750816-0.000969225j -0.00136109+0.000773104j 0.00257373+0.000345312j 2.50386e-06-0.00167065j -0.000799491+0.00220806j -0.000619328+0.000605966j 0.00379125+0.000191459j 0.00107612+0.00311642j 0.00211174+0.000490178j 0.00207361-0.00176798j 0.00115425-0.00194214j 0.00108685+0.0015445j -0.000672258-0.000477102j -0.000820564+0.00118942j -4.06992e-05+0.00159704j -0.00127373-0.00065136j -0.000874976-0.00161119j -0.00158466+0.000670364j 0.000166671-0.000383753j 0.000343958+0.000257246j 
0.00320829+0.00215236j 0.00228511-0.00311854j 0.000318123-0.00191835j 0.00252288+0.00041844j 0.00269347-0.00295927j 0.00223949+0.00516181j 0.00539896+3.76016e-05j 0.00120855-0.00294066j 0.000978345+0.00163167j -0.000397182-0.00238905j -0.0002283-0.00235177j 0.001599+0.00223501j 0.000580538-0.00223291j 0.00135399+0.00207669j -0.00176849+0.00141282j 0.00133884+0.00342457j -0.00174106-0.0030741j -0.00135403+0.000440579j -0.000831581+0.00288915j 0.000576598+0.000258955j 0.00116794-0.00131691j 0.00273711+0.000443326j -8.037e-05-0.00184549j 0.0027125-0.00298632j -0.00120043+0.00252676j 0.00365241-0.00180021j 0.000463867+0.000845028j -0.00421657-0.000665257j -0.00231799-0.00118122j 0.00018529+0.00192743j -0.00339856+0.000886607j 0.000200727+0.00178822j 0.00171957+0.000368352j 0.00115768-0.00238051j 0.000893001-0.000323854j 0.0028763-0.00293834j -0.00127154+0.000556989j 0.00282375+0.00222364j 0.000356878+0.0044518j -0.00109889+0.000478741j -0.00015472-0.000949651j 0.00134441+0.00021684j -0.00185967-0.0019422j 0.00176393+0.00181392j -0.000969227-0.00289967j -0.000432607+0.00208268j 0.00220834+0.00128416j -0.00100505+0.00402743j 0.0018296+0.00164209j 1.19018e-05-0.00250656j -0.00473369+0.00137777j -0.000654428+0.00129424j -0.000459948+0.000239405j 0.00177241+4.04133e-05j -0.000319914+0.0024393j 0.00458565+0.00306258j 0.00274231-0.000956716j -0.000317014+0.00251491j -0.00123573-0.000200293j -0.000873921-0.00243842j -0.00115779-0.000654656j -0.00111342-0.00057477j 0.00196999+0.00239092j -0.00136878-0.00131407j 0.00246298+0.00148459j -0.000186542-0.0010556j 0.00160445+0.000864364j -0.000418135-0.00195003j 0.000402514+0.00185604j 0.00214331-0.000468109j -0.0018546-0.00278171j -0.00308029+0.000900673j 0.000333956-0.00320265j -0.00044152-0.00126421j -0.000844858+0.000403674j -0.0011332+0.000264552j -0.000262523-0.00127515j 
-0.0013986+0.00262696j 0.00254303+0.00145036j 0.00116269+0.000317052j -0.000881886+0.00205479j 0.00360617+0.000494532j 0.00221802+0.00197177j 0.000527003-0.00569879j -0.00517652-0.0019924j -0.00592318-0.00116941j 0.00207457+0.000743291j 0.00472211+0.00181828j -0.00100846-0.00256092j -0.00131171-0.000460729j -0.00274099+0.000171667j -0.000240848-0.00323006j -0.00142464+0.000286376j -0.000703826+0.00154693j 0.00779982-0.00149941j 0.00191522+0.00304039j -0.00523892+0.00200732j 0.00426057-0.00463418j -0.00272894+0.00202543j 0.00228813-0.000260726j 0.0013924+0.00124483j 0.00121647+0.0026514j -0.00130981+0.00154438j -0.00166566+0.00393147j 0.00156693-0.00458045j 0.000625673-0.00415416j -0.00040292+0.00293432j -0.0054066-0.00432666j -0.00384244+0.00310414j -0.00268424+0.00258857j 0.00384476+0.00393281j 0.000789438+0.000406908j -0.000116022+0.000779905j -0.00115725+0.00236945j -0.000173802+0.000440479j -0.00480901+0.000500578j -0.00181159+0.00357496j 0.0025458-0.00140696j -0.00134447+0.00115812j -0.000470529+0.00107948j -0.00263557+0.00232777j 0.00187414-0.00191663j -0.0005985-0.00138141j -0.000958171+0.00106931j -0.00364071+0.00490956j -0.00108942+0.000870354j -0.000877619+0.00121705j -0.00267895-0.00551786j -0.000604488-0.00233355j 0.00113583-0.000914181j -0.00176591+0.00297735j -0.00284038-0.000390838j -0.00307641+0.0012449j 0.000447786-0.00343928j 0.00240224-0.0011976j -0.00336094-0.0036697j 0.000543924+0.00178316j 0.000836742+0.00343014j -0.0018693+1.83774e-05j 0.000434604+0.00194357j 0.000895236-0.00194819j 0.00105446-0.00216141j -0.00180558-0.00253704j -0.00280837+0.00111043j 0.000922229+0.000712741j -0.00164577-0.000476329j -0.00263673+0.00150327j 0.000371697+0.000922059j -0.00145024+0.000587162j 0.000244977-0.00212462j -0.00060912-8.57951e-06j -2.53606e-05+0.000619749j 0.000615457-0.00216488j 0.00227009+0.000655613j 
-0.00162249-0.00175644j -0.00172306+0.00171109j 0.00250196-0.00161102j 0.00156085+0.00287779j -0.00112093+0.00147344j -0.00270321-0.00214355j -0.00248489+0.00331443j 0.00215479+0.00137644j -0.0013518-0.000564322j 0.000920448-0.000822204j 0.00183611-0.000772804j -0.00196369+0.000824081j -0.000640933+0.000200749j -0.00220073-0.00097352j -0.00347018+0.00306783j -0.00179295-0.0003918j 0.000771219-0.000422142j -0.00443-0.00101404j -0.00032912-0.0019065j -0.0022393-0.00101078j 0.000634878+0.00037861j -0.0011735+0.000890551j 0.00039106+0.000802074j -0.000225393-0.000129924j -0.00228997-0.00369156j -6.36707e-05+0.00190297j -0.00186374-0.000395242j -0.00109207+0.00073469j 0.000761969-6.39088e-05j -0.000467065+0.00150888j 0.00167766-0.00136672j 0.00193134+0.000141783j 0.00164018+0.000477521j 0.000431696-0.000710735j -0.000826914-0.000121615j -0.00066903-0.00148863j -0.000265185-0.00151641j 0.000762427-0.00153301j -0.000524111-5.69252e-05j 0.00166455+0.00106877j 0.0005507+0.00086673j -0.00084115+0.00179281j 0.00119465-0.000465339j -0.00186943-4.76607e-05j 6.36873e-05-0.00143967j -0.000287458+0.00242639j -0.000920056+0.000512746j -0.000127795-0.00218722j -0.00199701-0.00167463j 0.000947431-0.00072103j -0.000734374+6.08664e-05j -0.000495009+0.00230197j 0.00053442+0.000299194j 0.0018313+0.000567961j 6.31921e-05-0.00214904j 0.00183184+0.00216158j -0.00364976+0.000979125j -0.00106167+0.00109454j 0.00229965+0.00165188j 0.00144746+0.00010968j 0.00126381-0.00201343j 0.00106351+0.00145413j 0.000536335+0.0019223j -0.00107177+0.00111096j 0.00121625+0.000595923j 0.00153202-0.000168281j 0.000995429+0.000282738j 0.00028954-0.00096732j -0.00020623-0.000456474j 0.000240505+0.000176177j -0.000589789-0.000166868j 0.000553068+0.000408284j 0.000285266+0.000821083j 0.000739582+0.000979901j 0.000992136-0.000441906j 0.00156464+0.00116439j -0.00111289+0.00152179j 
