0.000129485-0.00200773j 0.0019156+7.5291e-05j -0.000922946-0.000420515j -0.000557603+0.00089599j -0.000142193-0.0010599j 0.000162121+0.000779087j 0.000190404-0.00146609j -0.00129684+0.000534922j -0.000917179-0.000419954j -3.64676e-05+0.000301245j 0.00076749-0.000508704j -0.000139566+0.000933567j -0.001472+0.000244314j 6.39038e-05-0.000570385j -0.000511075+0.000264939j -0.000236028-0.000167133j 0.000975266+7.46301e-05j 0.000208513+0.000129478j -0.000691042-0.000501738j -0.000778102+0.000515856j -0.000323644-0.000362014j 0.000127772-0.000363501j -0.000816119+0.000290113j -0.000605673-0.00107198j 0.000502962-0.000122159j 0.000583374+0.000402074j 5.03544e-05+0.000273089j 0.000514925+0.000676663j 0.000157026-0.000113747j 0.00106031+0.000269291j -0.000759968+0.000296491j 6.44901e-05-0.000495892j 0.000231543-0.000378222j -0.000238562+0.000389782j 0.000402086+0.000836883j 0.000213282-1.48427e-05j 0.000422709+0.00130789j 0.000303167-2.27636e-05j 0.000371001+0.000935683j -0.000270601-0.000688031j 0.000513881+0.000334801j -0.000503591-0.000871387j 0.000542437-5.97427e-05j -0.000750661-0.000161313j -0.00086094+0.000605869j -0.000337657-0.00219872j 0.000419134-8.82345e-05j -0.000608032-0.000346831j -0.00033229+4.47642e-05j 0.000989706-3.03263e-05j 0.000174148-0.000109922j 6.79642e-05-0.000668175j 0.000641586-0.000537198j -0.00117625+0.00118111j 0.000190008+0.00086925j -0.000816759+0.000970426j -0.000333612+0.00031034j -0.000482709+0.000219267j -0.000456154+0.000951163j -0.000226155+0.000178661j -2.17028e-05+8.5606e-05j -0.000953386-0.000220176j 0.00043321-2.55431e-05j -0.000458597-0.000465707j -0.00066874+0.000226853j -0.000402361-5.40664e-05j 0.000929742-0.00105569j 0.000768182-0.000695218j -0.00165258+6.78649e-06j -0.000835903-0.000405152j 0.00118738-0.000533004j -0.00178247-0.0007343j 0.000702511+0.00112531j -0.000785246+0.00066524j -0.000487702-0.000698743j 0.00443871+0.00382522j 0.00373486-0.00441132j 
-0.000577612+0.000527814j -0.000311918-0.000536374j 0.00112397+0.000599279j 0.000742312-5.14762e-05j -0.00454031-0.000999474j -0.00474982+0.00322581j 0.00156128+0.00511125j 0.0012073+0.000503411j 0.00155637+0.00129464j 0.00273118-0.00145627j -0.00159022+0.00209341j 8.52744e-05-0.00062217j 0.00311646+0.00287569j 0.000841515+0.00225792j -0.000346526-0.00122957j -0.00133647-0.00169537j 0.000362451-0.00147402j 0.00119818-0.0025766j -0.00181349+0.000512358j 0.000632509+0.000192066j 0.000626442-0.00184603j 0.00103886+0.0002163j -0.000921585-0.000554591j -0.000762352-0.00118662j -0.00169171+0.000375754j 9.60811e-05+0.00190156j 0.000777266-0.000129684j -0.00342559-0.000505191j 6.16681e-05+0.00152379j -0.00115335+0.000650545j 0.00262862-4.544e-05j 0.000779747+0.000751294j 0.00170262+0.000948965j 0.001482+0.00266587j -0.000728178-0.00062866j -0.000870744-0.000161208j 0.00112941-0.000610818j -0.000683861-0.00129996j -0.000454169-0.00228143j -1.54481e-05-0.00109192j -0.000379367+0.00177722j -0.000562259-0.000610437j 4.23739e-05-0.000420802j -0.000143342-0.0026713j -0.00120281+0.0023698j -0.0012052+0.000711431j -0.00233192+0.00113475j 0.000962274-0.000161605j -0.000895343-0.000684702j 0.000778159-0.000766245j -0.00102859-0.00124397j 0.000341094+0.000722083j -0.00113204+0.000755604j 0.000657455+0.000418301j 0.0012087-0.00162809j -0.00142924-0.000401511j -0.00094532-0.00199032j -0.000424721+0.00117559j 0.000871024+0.000209368j -0.00109144-0.0007725j -0.000820271-0.00011734j 4.26714e-05-0.000867327j 0.00074704-0.00167094j -0.000285965+0.000845913j 0.00188034+0.0023204j -0.00228083+0.000879479j 0.00201096-0.00203817j -0.00113054+0.00121017j -0.000867628+0.000442283j 2.46074e-05+0.000773825j 0.00203859+0.00184781j 0.00207235-0.00186586j 0.00106243-0.00142995j 0.000741732+0.000342812j 0.000243274+0.000398639j -0.000186857+0.000375989j 0.00026181+2.97619e-05j 
0.000994336-0.00485558j 0.00479046+0.00111671j -0.00085921-0.00924648j -0.0100218+0.00062366j -0.00239689-0.00212471j 0.00506442+0.00507413j 0.00348655-0.00679816j -0.00309253+0.00135792j -0.00562806-0.00214869j -0.00235356+0.00347698j 0.00119283-0.000299775j 0.000657342+0.00205936j -0.00276128-0.00279422j 0.00141113-0.00240795j -0.00112449+0.000961095j 0.00196471+0.00092042j -0.000992422+0.00109915j -0.000876006+0.00136492j 0.00185623-0.00474851j -0.00352365+0.00148715j -0.0014964+0.00119273j 0.000176536-0.00200432j -0.000342121+0.00108592j 0.000611634+0.000536518j 0.0013515+0.00190525j -0.00218971-0.00153978j -0.000292793-0.00120101j 0.0027033+0.000127048j 0.000831357-0.000988718j 0.00403201-0.00163978j -0.00108513-0.0010024j 0.000239065+0.00117329j 0.00361352+0.00166144j -0.00103055-0.00321718j 0.000802233+0.00392309j -0.00185416+0.000479295j 0.000159384+0.00133885j 0.000621583+0.0022597j 0.00280397+0.00209654j 0.00147468+0.00049164j -0.00181188+0.00186656j 0.000801357-0.00135813j -0.00397566+0.000420271j 0.000436672+0.00024629j 0.00414774-0.000623851j 0.000562413-0.00124839j 0.00203091+0.00188214j -0.000478185+0.00200854j -0.000673336+0.000200309j -0.000461944+0.00170739j 0.000417862+0.000771534j 0.000249179-0.000510788j 0.000741737-0.000630723j -0.000823214+0.000387674j -0.00230234+0.000104466j 0.000455232+0.00146196j -0.00040389+0.00128673j -0.00270086-0.00148848j 0.000494157+0.00296837j 0.000453225+0.000682646j 0.000304418+0.00133997j -0.000564905+0.00112332j -0.00173455+9.9441e-05j 0.00113422+0.00184584j -0.00320022-0.000604998j 0.000844937-0.00514412j 0.000744662-0.000188944j 0.000665124-0.00264767j -0.00148438+0.00153442j -0.00353595+4.40092e-05j 0.00210366+0.000483552j -0.00129363-0.00264159j -0.0031104+0.00308579j -0.00567+0.0006312j -0.00116458-0.00522994j 0.00419867+0.000613486j 0.000785609-0.00404512j 
0.00163296-0.000369445j 0.000392419+0.00176023j 0.00148752+0.00150018j 0.00169826-0.00087484j -0.00246208+0.00139703j 0.00143026+0.00214788j 0.00196325+0.000168466j 0.00118515-0.00228828j 0.00165268+0.0021276j 0.0014296+0.00193306j -0.00227781-0.00252258j 0.000638751+0.00136214j -0.00163589+0.00413112j -0.0013956-0.000103453j 0.000264203-0.0003766j -8.63743e-05-0.00115715j 0.000916765+0.000663904j -0.00056475-0.00132128j -0.00054105+0.00120693j -0.00110004-0.00111323j -0.000641351+0.000182089j -0.000863372+0.00145429j -0.000123441-0.000413613j 0.000278338+0.000269466j 0.000224519+0.00087921j 0.000914283+0.000910218j 0.000865444-0.000852083j -0.00145708+0.000298023j -0.00106822+0.00150153j -0.000472029+4.93402e-05j -1.02255e-05-0.000290065j -0.000860088-3.06334e-05j 0.000719212+0.000160415j 0.000477418+4.74947e-05j 0.000285038-0.000369326j 0.000346083-0.000648591j -1.62785e-06+0.000457531j 0.00241728-0.000771555j -0.00198417+0.000130633j 0.000491716-0.000716432j -0.000361441+0.000314821j -6.78941e-05+0.00122309j 0.000339409-7.42125e-05j -0.000602307-0.00149242j -0.000743421+6.37253e-05j 9.82455e-05-0.000770334j -1.31208e-05+0.000605322j 0.000817808-0.000565001j 0.000495577-0.000436806j -0.000101299-0.000789523j 0.000891546+0.000503912j -0.00110217-0.000363009j -0.000394541+0.000134057j 2.20637e-06-0.000820493j 0.00112732+0.000550665j -0.00166517+8.94525e-05j -0.000913753+0.000371061j 0.000378653+1.70591e-05j 0.000487974-0.00185277j -0.000504445+0.000622544j 0.00116998+0.000730816j -0.000437142-0.000528484j -0.000920302+0.000151242j 0.00167179+0.000990265j 0.000400754+0.000432783j -0.00102287-0.00201979j 0.00112185-0.0015006j -0.000888189-1.42371e-05j -0.000633775+0.000955777j -0.000335741-0.000989914j -0.000618206+3.82681e-05j 0.000617239-3.36036e-05j -0.000920739-0.000533587j -0.0008004-0.000454426j 0.000380866-0.000974228j -0.000601353+0.000409129j 0.000454132+0.000613917j 
0.00292189+0.0118043j -0.0118933+0.00300407j -0.000235654+0.0116676j 0.014011-0.000260057j 0.00520967+0.0129076j 0.00574636-0.0098259j -0.00634011+0.00492592j 0.0101875-0.00406286j 0.0107224+0.00136466j -0.00487389-0.000994422j -0.00526927-0.00467175j -0.00249229-0.00245968j 0.00260287-0.00148392j -0.000605887+0.00226582j 0.00173078-0.0041118j 0.000120891+0.00418969j -0.00122756-0.00171557j -0.00243797+0.00429139j -0.00123973+0.0101393j 0.00399911-0.00274012j 0.00285383+0.000696847j -0.000198154+0.0034104j 0.00182056+0.000897864j 0.00152983+0.00631222j 0.000485114-0.000377585j 0.00354175-0.00378926j -0.000573863+0.00120431j 0.00182369+0.000386197j 0.00224375-0.00215896j -0.00343787+0.00166907j -0.00152687+0.000590986j -0.00458338-0.000697229j -0.00424976-0.00266358j 0.000532206+0.000153635j 0.000754668-0.00811946j 0.00573083-0.00244463j -0.00389459-0.00182605j -0.00391243-0.00198458j -0.00354792-0.000462124j -0.000332909+5.39067e-05j 0.00142045-0.00666991j -0.00337196+0.00418558j 0.00719306-0.000598994j -0.000703645+0.00362341j -0.00361963-0.00248786j 0.00266473+0.0029786j -0.00208124-0.000561381j -0.000623284-0.0022272j -0.000258427-0.000696528j 0.000189865-0.000737316j 0.00102559-0.000462971j -0.0026934+0.00137748j 0.00124859+0.00241551j 0.00561017-0.00346635j 0.00290532+0.00179136j 0.00253173-0.0012231j 0.00250066-0.000827498j 0.00639641+0.00446705j -0.000273586-0.00587741j -0.00165692-0.00219901j 0.00203951-0.000231586j 0.000898201-0.00183691j 0.00183031+0.00288696j -0.000945816-0.00415316j 0.00266125+0.00129169j 0.00243033+0.00626584j -0.00411259+0.00502086j -0.000406563+0.00351487j 0.00695778-0.00524052j 0.00871268-0.000113085j -0.00576939-0.00279879j 0.00441448+0.00619383j 0.00119422-0.00825738j 0.00957318+0.0021178j -0.00256818+0.00876344j -0.00782893-2.51583e-05j 0.000107456+0.00797706j 
0.00368498-0.00121575j 0.00110171+0.00393731j 0.00221632-0.00348646j -0.00448926-0.00137444j -0.00355252-0.00271105j 0.00277737+0.00139627j -0.00223801-0.00251917j 0.00162715+0.00212403j 0.00126468+0.00428327j -0.000606495-0.00275869j 0.00333726-0.00301327j -0.00119789+0.00238017j -0.00165959-0.00253205j 0.00272435+0.000525374j -0.000527258+0.000736186j 0.00122858+0.00134026j 1.17508e-05+0.00122521j 0.00109682+0.000736426j 0.000633495+0.00056949j 0.00186475-0.00220056j -0.00214559+0.00046721j 0.000852357+0.00123782j 0.000593701-0.000346256j 0.00143029+0.00119257j -0.000684469+0.00255418j -0.00107025-0.00105228j 0.00017579-0.000339175j -0.00211731-0.00135127j -0.000780024+0.0002064j 0.00266019-0.00135264j -0.00041962-0.000543301j -0.00246847+0.00466206j 0.000454546+0.00276934j -0.000666356-0.000722339j 0.000695231+0.000852191j -5.75059e-05-0.000827579j -0.0018608-0.000302402j -0.00173459+0.000463296j -0.00124509+0.00132015j 0.00110295-0.00016561j -0.00298432+0.00296823j 0.000426155+0.000770705j -0.000676864-0.00164978j 0.000127872-0.00224843j 0.00129915-2.15072e-05j 0.00112833+0.00215703j 0.000334186+0.00104102j -0.00189147-3.64773e-05j 0.000955196+0.00061764j -0.00313163-0.000421561j 0.00178062-0.000226857j -0.00121823+3.89055e-05j 0.000763307+0.000868426j 0.00150167-0.000592717j 0.00155317+0.000283298j -0.00012057-0.00111089j 0.000172203-0.000570941j 0.000352356+0.00252362j 0.00140043-0.000758919j -0.000149793+0.000616311j -0.000645815+0.00141404j 0.00109821-2.36994e-05j 0.000647224+0.000693557j 0.000177131-7.95603e-05j -0.00013255+0.0003877j -0.00110673-0.000152335j -0.00046109+0.000542309j -0.000858535-0.00207822j -0.00148246-0.00034541j 0.00047276-7.36284e-05j -0.000223359-0.000172787j 0.000177612+3.24874e-06j -0.000516297+0.00038483j 0.000661374+0.000608669j -0.000716128+0.00101924j -0.000449165-0.000930222j -0.00083328+0.000430597j 
-0.00417198-0.00554537j 0.00564959-0.00430388j -0.00195101-0.000516061j -0.000384522+0.00125461j 0.000749864-0.00188417j -0.00404356+0.00388664j 0.00770434+0.000789955j -0.00539465-0.00495933j -0.00138701-0.00317396j 0.00307702+0.00341569j 0.00439797+0.00172165j 0.000563512+0.00812108j -0.0043253+0.000525036j -0.001275-0.00157386j 0.00175386-6.40433e-05j -0.0015744+0.000611187j 0.00183229+0.00211452j -0.00104903-0.000819121j 0.000617238-0.00291814j -0.00293451+0.000641223j 0.000808238-0.000399587j -0.000187921-0.00177516j -0.000864279-0.000766602j -0.000338119-0.00325472j -0.000838216-0.0012994j -0.00108483+0.00338217j 0.00329158+0.00128834j 0.00229812+0.000853166j -0.000979561+0.00108993j 0.000643136+0.000510723j -0.000201995-0.00323691j 0.000900012-0.0047592j -0.000415362-0.00248698j 0.000614396-0.00101234j -0.00110804-0.0016306j -0.00244044+0.00245758j 0.000453354-0.000180863j 0.00422418-0.000397885j 0.00191796-0.000866135j 0.00122587+0.000726675j 0.00120872-0.00246604j -0.00176202-0.00143378j -0.0013219+0.00142197j 0.000702524+0.00123764j 0.00143403-0.00083556j 0.00172024-0.00177312j 0.000902252-0.000269639j 0.00448728+0.00118244j 0.00144989+0.000292996j 0.00052464+0.00107502j -0.000542102+0.000855138j 0.000654816-0.00194018j 5.63839e-05+0.00146326j -0.00181941+0.0002896j -0.00241284+0.000289693j -0.000994734-3.18824e-05j -0.00250732+0.00117597j -0.000567004-0.00256286j -0.0014558+0.00239389j 0.00105342+0.000212587j -0.000329832+0.00105237j 0.000208544-0.00100153j -0.00114955-0.0021376j 0.0017702+0.00189074j -0.00385814-0.000713536j -0.00124003-0.00352907j 0.00129222-0.000427906j 6.11216e-05-0.0022903j -0.00219718+0.000116567j -0.00140313+0.000632447j 0.00259239+0.0014347j -0.000235088-0.0037132j -0.00283934+0.00399556j -0.00562806-0.00115376j 0.00079793-0.00486811j 0.00451457+0.00119325j 0.00130945-0.00454107j 
-0.00122984-0.00389767j 0.00392693-0.00108876j -0.00105742-0.00572996j -0.00667835+0.00189295j -0.0053068-0.00622438j -0.00238396+0.00274313j -0.0014504-0.00215071j -0.00651747+0.00505969j -0.00414116-0.0034688j -0.00101974-0.00073426j 0.00258005+0.00295217j -4.68903e-05+0.00340877j 0.000837693-0.000592481j 0.00251951-0.00182025j -0.00155786+0.00115766j -0.000965859-0.00186188j 0.00056842+0.00134938j 0.000835931-0.00109888j 0.00147727-0.0025051j -0.00190011+0.00113495j -0.000169081+0.000424133j 0.000386066-0.000335157j -0.00152536-0.000844022j 0.000249597-0.00176843j 0.00106076-0.000470385j -0.00271027+0.00164258j 0.000311756-0.00128891j -0.000935485-0.000476205j -0.00138739+0.000488589j 0.00155568+0.000455521j 0.000880176-0.00123442j 0.000569179+0.00185859j 0.00237746+0.00112984j -0.000589554-0.00135646j 0.000344335+0.00157899j -0.00192335+0.00107658j 0.00120487-9.37089e-05j 0.00237712+0.00147067j 0.0015201+0.00019701j 0.0021434-0.000770888j -0.000943004+0.00247506j 0.00166881-0.000955739j -0.00265207+0.000869863j 0.000497243-0.000952719j 0.00316958+0.000262788j -0.000109893-0.000105244j 0.00136153+0.00124485j 0.00103427+0.00090396j 0.000229701+0.000491663j -0.00035972+0.000735525j -0.000865223+0.00192253j 0.000386037-0.000184651j 0.000115423-0.000364507j -0.000736258-7.32333e-05j -0.00244134-0.000503969j -8.97174e-05-0.000182343j -0.00138932-0.000317401j -0.00194537-0.00226763j 0.00095264+0.00270183j -0.000563356+0.00080353j -0.000235378+0.00155017j -0.000671905+0.000346302j -0.00153802-0.00152783j 0.00145139+0.00254929j -0.00103167+0.000472881j -5.98579e-05-0.00383489j 0.00144676-0.00111873j -0.000488762-0.00139895j -0.00224836+0.00198076j -0.0038498-0.000344633j 0.000844569+0.00156074j -0.00109077-0.00163942j -0.00197158+0.00435506j -0.00592859-0.00132243j 0.00111146-0.00518808j 0.00277845+0.000497256j 0.000621691-0.00277724j 
-0.0020527+0.00410783j -0.00412406-0.002186j 0.000160688+0.0026678j 0.00295158-0.000918901j 0.00289606-0.000509091j -0.00333356-0.000887571j 0.00107348+0.00135464j -0.00283368-0.000160676j -0.00223303-0.00428531j -0.000923234+0.00269416j -0.0020675+0.000162427j 0.00222571-0.00131062j -0.00107939+0.000408683j -0.00241614-0.00139623j -0.000282761-0.000269152j -0.00214591+0.000963052j -0.00109292+0.000596256j -0.00225312-5.18796e-05j 0.000226221+0.000270169j 0.000475841+0.00181559j 0.00154658-0.00219312j 0.000173551-0.00225806j -0.00211747+0.00219011j -0.000143704+0.000263851j -0.00193774-0.00253392j 0.00188744+6.63778e-05j -0.000686204-0.000798916j 0.00252992-0.000247114j 0.000927547-0.000681197j -8.04635e-05+0.00218478j 4.48171e-05-0.000514014j -0.000328364-0.00395717j -0.000402782-0.00112303j 0.00196752+0.00132126j -0.00105089-0.000682751j 0.0014743-0.000612544j 0.0013338+0.000229051j 0.00110982-0.00326127j 0.000344709-0.000837j -0.000172936+0.000720757j 0.000714014-0.00411741j -0.00133921-0.0014373j 0.00136516+0.000308671j 0.00105936+0.000395293j -0.000187268-0.000551969j -0.000980866-0.00152304j 8.68388e-05-0.000625463j 0.00124438-0.001095j -2.61215e-05-0.000375724j 0.00248519-0.00184434j -0.000407505+0.000294438j 6.77207e-05-0.000595122j -0.00145784+1.03047e-05j -0.00140881+0.000644612j -0.000365207+0.000868726j -3.40931e-05+0.000460815j 0.000357842+0.000248014j -0.00231738-0.00185782j -0.000890396+0.00122287j -0.00109438-0.000649135j -0.000394596-0.000497901j -0.00082373-0.000284678j 4.23573e-05+4.0773e-06j 0.000166204+0.000145611j -0.000877689-0.000922526j 0.00119925+4.11273e-05j -0.00142243+0.000549624j -0.000792732+0.000404267j 0.00123028+0.00142972j -0.000247046+0.000321618j 0.00156066-0.00118192j -0.00110309-0.00194139j -0.0017984+5.93645e-05j -0.000376274-0.000752813j 0.000416929-0.000613038j 0.000728453+0.00024561j 0.000248277-0.000671604j 
-0.00482618+0.00101146j -0.000332664-0.00469798j 0.00256508-0.0087132j -0.0075424-0.00251954j -0.000615124+0.00540848j 0.0027457-0.00105038j 0.00186248+0.000879435j -0.00039292+0.000481479j -0.00157038-0.00113995j 0.00234945+0.0031425j 0.00201049+0.0065612j 0.00177472+0.00504669j 0.000457088-0.00153686j 0.00027096-0.0030379j 0.000300019+0.00103123j 0.00190245+0.00279664j -0.00360166-0.00157539j 0.000382737+0.00127821j 0.00338124-0.00407133j -0.00142036+0.000173725j -0.00060125+0.000940219j -0.00201148-0.0014254j 0.00011381-0.00144094j -0.000263829+0.000304383j -0.000956111+0.000941958j -0.00188201+0.000427064j -0.00254163-0.000912985j 0.00264598-0.00343744j -0.000109636-0.000994125j 0.000922433-0.00126023j 0.0019373-0.000458622j 0.00159619-0.00414321j -0.00113123+1.54506e-05j 0.000259064-0.000995259j -0.000244162-0.0026403j -0.00432809+0.000773255j -0.00124219+0.0006007j 0.00183343-0.000447498j 0.00191646-0.000923591j 0.00167748+0.00112868j 0.00107299+0.000988816j -0.000296092-0.000276265j -0.000666154+0.00166119j 0.00088091-0.000341597j 0.00250773+0.000693561j 0.000237546+0.00146758j -0.00209082+0.000496929j 0.00232714-0.000621254j -0.000569947+0.000172237j -0.000810686-0.00123674j 0.0021854-0.000828201j 0.00120438-0.0017984j -0.000230239+0.000239401j -0.000469215+0.00108387j -0.00283011-0.00227639j 0.000948096-0.000556284j 0.000566235+0.000398925j -0.00216948-0.00157871j -0.00210707+0.00097048j 0.000201629+0.00141213j -0.00306086+0.000258701j -0.000752433+0.00261149j -0.00030447+0.000397001j -0.000399369+0.000443037j -0.0016961-0.000737938j -0.00341057-0.0024681j 0.000796614+0.00202585j -0.000797783-0.00195715j -0.0021048+0.000508127j -0.003534+0.00172376j 0.000982533+0.00292485j -0.00103351-0.00264061j -0.00048369+0.00644391j -0.000613327-0.00194108j 0.00233647+0.000668639j 0.00164266+8.75603e-05j 0.000185455-0.00213469j 
-0.00210134+0.00150144j -0.00147068-0.00194068j 0.000290901+0.00144812j 0.00172327+0.000244536j -0.00195116+0.0011186j 0.000479715-0.000262601j -0.000709159+0.00158733j 0.00118426-0.00129818j 0.00248376+0.00215606j 0.00122366-0.000562471j 0.00120284+0.000824691j -0.00174271+0.0037179j 0.000348261+0.00165985j 0.0001709-0.000846867j -2.26574e-05+0.000475634j -0.000424871-0.00131762j 0.000938642-0.000190507j 0.00067896-0.000138471j -0.000398205+1.17487e-05j -0.000481691-0.000981652j -2.32929e-06+0.000769633j -0.00255797+0.000551701j 7.47632e-05-0.000563674j 0.000575648+0.000386738j -0.000216253+0.000524014j -0.000426549+0.00162714j 0.000303784-8.47488e-05j 0.000641063-0.00125146j 0.000178951+0.000241385j 0.000188288+0.000281196j 0.0012841-0.00177453j 0.00178381-0.00129476j 0.000579986-0.000689727j 0.00114811+0.000210151j 0.00167772-0.00185098j -1.27058e-05-0.00145123j 0.000480758-0.000410691j 0.00122118+0.00135408j 0.000198111+0.000774424j 0.00250341+0.00138321j 0.000841854-0.000283181j -0.00277007-0.000524632j 0.000718575+0.0002881j 1.74965e-06-0.00115656j 0.000454936+0.000822431j 0.00112441-6.1174e-05j -0.00127229-0.000413464j 0.000807629+6.51384e-05j 5.17409e-06-0.00140537j -0.00082277+6.05311e-05j 0.000332663-0.00178916j -0.000648864-0.00194479j -0.000970045+0.001068j 0.000370689+0.00141208j -2.82477e-05-0.000599778j -0.00120799-0.00137372j 0.00038954-0.00134016j -0.000473907+0.00131173j -0.00119392+0.000104189j -0.000303826-0.000536981j -0.00106669+7.6934e-05j 0.00129012+0.000409542j -0.000136696+0.000488497j -0.000733317+0.00208753j -5.16694e-05+0.000231148j -0.000665208-0.00167066j 0.00177529-0.00068665j -0.000869838-0.00149502j -0.00243875+2.3845e-05j -0.000322955-0.00202286j -0.00148673+0.000443469j 0.00104553+0.000897274j -0.000318228-0.00076003j -0.00046875+0.00106409j -0.00105756-0.000539487j -0.00063857+0.00260736j 0.00265779+0.000672217j 
-0.000375248-0.00743783j 0.00752169-0.000816594j 0.00402305+0.00145794j 0.00191927-0.00491086j 0.00550516+0.00342516j -0.000654219-0.000444096j 0.00161018+0.00223725j 0.00645049+0.0012973j -0.00131964+0.00492949j 0.00227682-0.00317699j 0.00436647-0.000862992j 0.00177409-0.00457945j -0.0011932-0.00074724j -0.00110272+0.0018952j 0.00100893+0.00222642j 0.000313992+0.00122903j 0.000293525-0.000438195j 0.00202255-0.000691855j -0.0018401-0.00112881j 0.00186373-0.00176561j -0.00431088-1.20816e-05j -0.00267768+1.95187e-07j 0.00342869-0.00201478j -0.00380911-0.00180885j 0.000295033+0.000162189j 0.00223079-0.000192373j -0.00113285+0.00247408j -0.00111864+0.00116957j -0.000344899-3.55513e-06j -0.00250515-0.00277704j -0.00156292+0.00235392j -0.000240403-0.00253849j -0.00434822-0.000192944j -0.000205214+0.00132861j -0.00236246+0.00456343j -0.0020111+0.00312286j 0.000380993+0.000304268j -0.00144917+0.0010415j -0.00148293-0.00263163j -0.00403956-0.000216633j 0.00105216+0.000874685j 0.00360045+0.0024254j -0.000376022+0.000122898j -0.00227236+0.000242746j -0.00116587+0.00192424j -0.00185027-0.00292715j -0.00111197-0.00160855j -0.00142246-0.00155182j -0.000844694+0.00103487j 0.00128077-0.00191712j 0.000545421+0.00036413j 0.00161012-7.85244e-05j -4.51751e-05-0.0018925j -0.00106651+0.00115504j -0.000763734-0.000209489j -0.000697427+0.00192854j 9.89043e-05+0.00145085j -0.000687417+0.00100141j 0.000975614-0.000573149j 0.000339146+0.00219823j 0.000120589-0.000735799j -0.000932838+0.00193562j 9.41185e-05+0.000425608j -0.0026007+6.13722e-06j -0.000391024-0.00141956j 0.000509577+0.00267615j 0.000119412+0.00142668j -7.24438e-05-0.000422468j -0.000841505+0.00143703j -0.00023223+0.00132477j 0.00173218-4.83921e-05j -0.00210544+0.000320273j 0.00507854-0.000162996j 0.00201089-0.00189144j 0.00306321+0.00151134j -0.00240677-0.00101078j -0.0014517+0.00216275j 
0.00307131+0.003184j -0.00332222+0.0032654j 0.0052917+0.00245366j 0.00252419-0.00478065j 0.000554853+0.00490457j 0.00744714-0.00301943j -0.00483303-0.00108252j 0.00951572+0.000483217j 0.00446977+0.00727957j -0.00343973-0.00292238j -0.00219754-0.00643873j -0.000989766-0.00663253j -0.000883099-0.00219047j 9.87292e-05+0.00103265j 0.000935293+5.45806e-05j 0.00254566+0.0018495j -0.000826369-0.000343943j -0.000288512+0.00227552j -0.0021377+0.00268498j 0.00438044-0.00262603j -0.00189681+0.000457439j -0.000122818+0.0022196j 0.00317105+0.00053749j 0.00156735+0.00332642j 0.00117798+0.00262325j 0.00177088-0.00338319j -0.00241093+0.00161897j -0.0016164-0.000240576j 0.000594539-0.00157296j 0.000555855-0.00321277j -0.00111769+0.00189868j -0.00232876+0.00403183j 6.13178e-05+0.000937628j -0.00137101+0.00110195j 0.000142437+8.93013e-05j 0.00118337-0.00227268j -0.00251884+0.0015613j -0.00415309+0.00134358j -0.00148983+0.00123023j -0.00159449-0.00101202j -0.000997444+0.000977741j 0.000961321+0.00358567j 0.00300806-0.00275045j -0.00200023-0.000695805j -0.0011595-0.000274508j 3.02829e-05+0.000737926j 0.000313815+0.000925074j -0.00428302-0.0011186j -0.00162073+8.61066e-05j -0.000463375-0.000903965j 0.0015889-0.00122531j -0.00197246+0.00145897j 0.000914013-0.00130204j 0.00325098-0.00139913j 0.00258665+0.000249602j 0.00138707+0.00150154j 0.00291522+0.00030846j 0.00311862+0.00356578j 0.000832986-0.00364239j -0.00213979-0.000178184j 0.00163101+0.000771878j -0.000585819-0.000113307j 0.00215445+0.00363787j -0.00204963-0.00231129j 0.00150216+0.00163737j 0.00138131+0.00338789j -0.0016801+0.00302313j -0.000859588+0.000981971j 0.00357374-0.000970952j 0.00301165+0.00123763j -0.00177883-0.00219637j 0.000784542+0.00392368j 0.00316296-0.00490925j 0.00607671+0.00181961j -0.00143351+0.00528382j -0.00380988+0.000440053j 0.000375397+0.00387137j 
