0.0344366+0.0181263j 0.0376841-0.0317632j 0.025128+0.0307908j 0.0182615+0.0188747j 0.00473373+0.0324469j 0.0671849+0.00935475j -0.0020367+0.00816595j -0.000487265-0.0750842j 0.0551792+0.0485185j 0.0046338+0.0412266j 0.0385306+0.021274j 0.0103716-0.00547508j 0.0226396+0.022561j 0.0267945-0.0185654j 0.0141839-0.0160611j 0.0186346+0.0163239j -0.0173675+0.0176753j -0.0434946-0.00947539j 0.00173381+0.00499924j 0.039754+0.0124909j 0.0188517+0.00898992j 0.00710313+0.0073593j 0.00782438-0.0214725j -0.0385774+0.0346206j 0.00414269+0.0259641j -0.0389716-0.0309123j 0.066458+0.00647368j -0.0748843+0.061473j -0.0441967+0.0482013j 0.0533975-0.0384506j -0.0180578-0.0663841j -0.00175311-0.0174229j 0.024955-0.00247498j -0.0702389-0.0153507j 0.0181013-0.0555361j -0.0489618-0.0209732j -0.00570961+0.0289924j 0.0198151-0.0172811j -0.0341817+0.0154272j -0.0137393-0.0173422j -0.00624648-0.0487526j -0.00556297+2.9558e-05j -0.011626-0.00578759j -0.032842+0.0187149j 0.0225679-0.0198689j -0.0104765-0.0349048j 0.0149234+0.00262211j 0.0181525-0.0453496j 0.0256034+0.000406297j 0.0100937-0.0419832j -0.0477363-0.00950813j -0.0182729+0.0282989j -0.00407384-0.0347382j -0.0132672+0.0386597j -0.00119428+0.029484j -0.00862312-0.00538205j -0.0281466-0.0294811j -0.000864884-0.00776349j -0.020633+0.000907501j 0.0696737+0.0823735j -0.00476558-0.0110746j 0.0595871+0.00513375j 0.0368842-0.0470621j 0.06144+0.0349133j 0.040234+0.000324631j 0.0225201-0.00621055j 0.0145145-0.0280371j -0.0584718-0.0166812j -0.00672666-0.00245095j -0.0433347-0.0210572j -0.0192773-0.0174135j -0.00632591-0.0272713j 0.018959-0.0128996j 0.00294861-0.00178584j -0.02962+0.00911766j 0.0421173-0.00842521j -0.0489862-0.0252934j -0.0485906+0.0135004j 0.00584746+0.0224096j -0.0441055-0.0185242j -0.0346145+0.0302662j 0.036824+0.0153955j 0.0538049-0.0161407j -0.0303968-0.00479324j 0.0186648+0.00312861j 0.0343224-0.0106706j -0.15454+0.0543426j 0.0286363-0.0584675j -0.0121927+0.0192703j -0.0735867-0.0303088j 0.057778+0.0377768j -0.0192817+0.0449988j 
0.00405194+0.00107725j 0.00521623-0.00416129j -0.00376378+3.317e-05j -0.00924923-0.00381397j 0.00146725-0.00138684j 0.00192759+0.00165091j 0.00784093+0.000526874j -0.00368275+0.00705551j 0.00297461+0.00110528j 0.000769795+0.00132748j -0.000757059-0.000253135j -0.00709731-0.00175006j -0.000304321-0.00122331j -0.00524009-0.000828645j -0.00167729+0.000818469j 0.00210425+0.0027228j 0.000974115+0.0013675j -0.00526922-0.00176002j -0.00177653+0.000167637j -0.00171756+0.000688419j 0.00744394-0.000762284j 0.00749588+0.00157706j 0.00382054-0.00220093j 0.00196233-0.00184237j -0.00349433-0.00116402j -0.00256502+0.000112929j -0.000561318-0.00147383j -0.00313963-0.00323228j -0.00416776+0.00421586j -0.000304779+0.00224818j -0.00248962-0.00273951j 0.00228305-0.00184145j 0.00575633+0.00010402j 0.00250911+0.00246367j 0.000484096-0.000814981j 3.44893e-05-0.00226121j 0.00730018-0.00146256j 0.00244421+0.00062971j 0.00107443+0.00209852j -0.00149426-0.00184874j -0.00209578+0.00365258j -0.000692805-0.00323402j 0.00125112-0.0014684j 0.00271164-0.00553146j 0.000764822+0.00302932j -0.00741604-0.00175393j 0.00353136+0.00081342j -0.00106588-0.00225673j 0.00018182+0.000791431j -0.00421617+0.00143139j 0.00184116-0.00339809j -0.00475972-0.00635915j 0.00168013-0.00410086j -0.00168244+0.00235411j 0.00143494-0.00142304j -0.00191668-0.004995j 0.00881269-0.00454192j 0.00905526+0.00135732j 0.00159301+0.00944844j -0.00460063+0.00508264j -0.0028124-0.0101375j -0.00150192+0.00264342j 0.000107579-0.000609976j 0.00671902+0.00275927j 0.00299612+0.000617276j 0.000810516+0.00065989j 0.000579041-0.00142567j -0.00662689-0.00950206j 0.000513904-0.00417638j -0.00687995-0.00375245j -0.00398503+0.00887623j -3.38306e-05+0.00394751j -0.00137182-0.00367467j -0.00213797+0.0032961j 0.00174169+0.000278601j 0.00180123-0.00345125j -0.00320941+0.000674748j 0.00455917-0.00326099j 0.00449645+0.00918922j -0.00147002-0.00643566j 0.00522758+0.0015937j 0.00307435-0.00257057j 0.00352947-0.000829184j 0.00127496-0.000527298j 0.00382297+0.00819603j 0.000862816-0.0102191j -0.00560796+0.0035246j 0.0126367+0.00789103j 0.000551397-0.00408631j 0.00995425+0.0119613j -0.00023148+0.00224353j -0.0022953-0.00216033j 
0.000158558-0.0032667j -0.00516392-4.71185e-05j 0.00212509-0.00301844j 0.00422226-0.00449247j -0.00116593-0.00271599j -0.00390383-0.00157252j -0.00735299-0.000515272j 0.000773366+0.000130223j -0.00120119+8.29281e-06j 0.00207236-0.00232498j -0.00380652-0.00104218j 0.00620713-0.00144637j 0.00432249+0.000627948j 0.00433504+0.00534097j -0.00566182+0.00186615j 7.0773e-05-0.00102549j 0.00531207+0.00330387j 0.000771197+0.00444982j 0.00431978-0.0013267j 0.002222-0.000771719j -0.00376963-0.00213731j -0.00684944-0.00612294j 0.00174504+0.00745628j 0.00197164-0.00247156j 0.00256581-0.00114005j -0.00638226+0.000666625j 0.00982043+0.00424778j 0.00370277-0.00389618j 0.00525343-0.00411947j 9.50716e-06-0.00525412j 0.000533891+0.00633591j 0.00643532-0.00218179j -0.000947576-0.00194115j -0.000809695-0.00343747j 0.00145561+0.00225485j 0.00450243+0.00546373j -0.000394089+0.00605547j -0.00270892+0.005584j -0.00161923-0.00209185j 0.000802752+0.000979262j -0.00227372-0.00412104j 4.77534e-05+0.0046034j 0.00316604-0.0022453j -0.00288078+0.00377991j -0.000499246-0.00160716j 0.00476156-0.00391568j -0.00164304+0.00472766j -0.00409594+0.00550045j 0.000797249-0.000821942j 0.003511-0.000366083j 0.00103423-0.0102187j 0.00131056+0.00384062j -0.00334134-0.00454831j 0.0019252-0.00904102j 0.000253159+0.00279607j 0.00194337+0.00458609j 0.000112427-0.00142576j 0.0024849+0.00447182j 0.00813716-0.00287232j -0.00243121-0.00214787j 0.000483894+0.00233677j 0.00466258+0.0033487j -0.00499702+0.00672742j 0.00150891-0.00305795j -0.00311648+0.00596321j 0.000884291-6.0056e-05j -0.0025955-0.00539153j -0.00272023-0.00186517j 0.0087724-0.00156641j 0.0108621+0.00182223j -0.000811787+0.000826934j 0.00246932-0.00224544j 0.000185619-0.00729912j -0.00146295+0.0116135j 0.00107364-0.00208117j 0.00296312+0.00169284j 0.00622864-0.0017487j -0.0025527-0.00916736j -0.00189715+0.00841066j -0.00175607+0.00154919j 0.00015023-0.000561723j -0.00144056+0.00597107j -0.000518318+0.00160144j 0.00292994+0.00515574j -0.00476386-0.0095766j -0.00307208+0.00287599j -0.00607672-0.00634965j -0.0185869-0.000820184j -0.00236824+0.00374067j 0.000129912-0.00238329j 0.00155628-0.00392666j 0.00218205-0.00540321j 
0.000343583+0.00306704j 0.00333021+0.00243778j 0.00534666-0.000590052j 0.000819128+0.000746479j 0.0045343-0.00137173j 0.000784027+0.000504357j 0.00137036-0.00545613j -0.00387057+0.000527991j 0.00750078+0.00115058j -0.00352815+0.00322622j 0.00736319+0.00224515j 0.00613098-0.000763995j 0.00101167-0.00234775j -0.00285258+0.00552691j 0.00370769-0.00402987j -0.00413603-0.00116292j 0.0041538+0.00387125j 0.00335425-0.00168093j -0.00191724+0.00627394j -0.00125854+0.0105601j 0.00241005-0.00550672j 0.00573874-0.00470921j 0.00368522-0.00518032j -0.00346056+0.00144493j 1.40515e-05-0.00197841j -0.000701637+0.00666321j -0.00407113-4.13935e-06j 0.00265+0.00589375j 0.00124504-0.000245359j -0.00228915+0.00419572j 0.00315455-0.00175974j -0.00285218+0.000974589j 0.00141745-0.00275539j -0.00471317-0.00637113j 0.00562696+0.00458656j 0.00043745-0.000221842j 0.00126783+0.00337974j 0.00432975-0.00259659j -0.00799722+0.00455524j -0.00144132-0.00191157j 0.00104983-0.00137283j -0.00610773+0.00217217j -0.00710159+0.000410254j -0.00230967-0.000943383j 0.00216769-0.00422043j 0.00792367+0.00409829j -0.00992635+0.0108374j -0.00664032-0.0019033j -0.00881437+0.00142212j -0.00542407-0.00326873j -0.00563051-5.09218e-05j 0.00201137-0.000412797j -0.00328705-0.0081553j 0.0017645-0.000486202j -0.00118529+0.00992478j 0.00532245+0.000263085j -0.0120938+0.00636915j -0.00793925+0.00101017j -0.00370027-0.00324301j 0.000260157+0.00885361j -0.00763291+0.00804225j -0.00397146-0.000905844j 0.00459381-0.00482018j 0.00411908-0.00682789j 0.0055214-0.00804871j 0.00486793+0.00157715j 0.00837812+0.00107805j 0.00587449-0.004054j -0.000310915-0.00249893j -0.00503686-0.000906098j 0.00730225+0.00455531j -0.00142411+0.00237374j -0.000938316-0.00322089j 0.00174949-0.0109124j -0.00768904+0.00238536j 0.00203102-0.00295152j -0.000909326-0.00242693j 0.00138652-0.00943884j -0.00607007+0.00503797j -0.00880068+0.0029345j 1.28378e-05+0.000737957j 0.00420995+0.00978123j -0.000556848+0.00145549j 0.00459254-0.00166751j -0.00269725+0.000421084j -0.000532131+0.00141151j -0.000777992-0.00123253j 0.00040547-0.00442081j 0.0021726+0.000802304j -0.00667648+0.00737128j -0.000496199-9.58753e-05j -0.00504582+0.00195682j 
-0.00252947-0.000866047j 0.00167759-0.00171904j -0.00306833+0.00148791j -0.00209789-0.00505873j 0.000367041-0.00407901j -0.000136877-0.00368052j 0.000103135-0.00288508j -0.00440438+0.00613259j -0.00397968-0.00102112j -0.00190925-0.00532722j -0.00889516-0.000693539j -0.00575341-0.000266913j 0.00539853+0.00283473j -0.00648375+0.00254333j -0.00224165+0.00571802j -0.000936832+0.0013097j -0.00475742-0.00119602j -0.00217373+0.00545154j 0.00256581-0.00195339j -0.00201494-0.00975908j 0.000893325-0.00173938j -0.00494123+0.000437808j 0.00304749+0.00536364j 0.00940665-0.00353189j -0.000929799+0.00479512j 0.00375849+0.00296848j -0.00426928-0.00183827j 0.00371267-0.000242429j 0.00461514-0.00662136j -0.00239272+0.00504089j -0.00154104+0.0026696j -0.00207275+0.00253793j 0.00608422-0.0048919j -0.000258829-0.0012779j 0.00158549+0.00541148j 0.00631397+0.00228837j 0.00195563-0.00383329j -0.00394838+0.00370531j 0.0013094+0.00149362j 0.000927248+0.00225127j 0.00112017+0.000501445j -0.0066897+0.000113028j 0.00638226-0.00133679j -0.0027493+0.000764918j 0.00182452+0.00424538j 0.00106775+0.00108575j -0.004344-0.00378244j -0.00557532+0.00424524j 0.000875591-0.000637524j 0.00849732+0.00289507j 0.00491442-0.00699886j 0.00448148-0.00767215j -0.000344802-0.00366401j 0.00345606-0.0082295j -0.00432269-0.00205595j -0.00863864-0.00143112j 0.0109355-0.00676238j 0.00382991+0.00520306j 0.00179085-0.000951167j 0.00286645-0.000225469j -0.00100819-0.00535506j 0.00394584-0.0096378j -0.00744289+0.0131075j -0.00112018-0.00465219j -0.0035014+0.00411111j 0.00174468+0.00225428j 0.00719667-0.000540389j 0.00591907-0.00247148j -0.00117595-0.00316019j 0.00350742-0.000678261j -0.000719458-0.00108604j -0.00193238+0.00357058j -0.000486045-0.00944587j 0.00329572+0.00374461j -0.0019086+0.00105921j -0.0064077+0.00320507j 0.000382847+0.00508223j 0.000134442-0.000463832j -0.00168895+0.00237655j -0.00405967+0.00807493j 0.00603466+0.00379937j -0.00470021+0.00295609j -0.000849093+0.000527447j 0.00118645-0.00540066j 0.00113651+0.0022419j 0.00670477-0.00483231j 0.00450743-0.00304876j 0.00201516+0.0011327j 0.00938651-0.00313639j 0.00416342+0.00793302j -0.0023052+0.00123935j 0.000973758-0.00973896j 
-0.000965741-0.000905113j 0.0021342+0.00200432j 0.00626817-0.00102969j 0.00330087-1.91023e-05j 0.000688452-3.01428e-05j 0.00245376-0.00333308j -0.00215606+0.000897441j -0.00841678-0.00504418j 0.000624333-0.00294803j -0.00345524+0.00224612j -0.00114926+0.0063182j -0.000348509-0.00428355j 0.00694657+0.00283423j -0.00411144+0.00299951j 0.00699082+0.00321484j -0.00123396+0.000963309j 0.00267629+0.00836711j 0.000669233+0.00355108j 0.0028802+0.00163268j -0.00453184-0.0016873j 0.00114688+0.000152195j -0.00385258-0.00130443j 0.00455425+0.000758634j 0.00497315-0.000156605j -0.000508473+0.00650167j 0.00113548+0.00280647j -0.00451033-0.00271471j 0.00223687+0.000213202j 0.00615794-0.00140279j 0.00269953+0.0102587j 0.000359161-0.000900682j 0.000770333-0.00367273j -0.00335142-0.00223155j -0.00736855+0.00172173j 0.00149156-0.00127444j 0.00390354-0.00437418j -0.00617089+0.00275124j -0.00324065-0.00279058j -0.00447931+0.00148219j -0.00219554+0.000513613j 0.00256759-0.00296954j -0.000439177+0.0046735j -0.000135313+0.000664379j -0.00318143+0.00417517j 0.00346484-0.00255986j 0.000650791+0.000727826j -0.000565209+0.000490524j -0.0055249+0.00779591j 0.000989426-0.00223953j 0.00430974+0.00205383j -0.000830558-0.00621631j 0.00690639+0.00111004j -0.00895408-0.000935925j -0.00163176-0.00761243j -0.00246164+0.00340112j -0.00663049+0.00555706j 7.35606e-06+0.00243308j -0.00607677+0.00199526j -0.00299239-0.00223434j 0.00945284+0.00675245j -0.000957689+0.00551259j -0.00123717-0.00847611j -0.0100292+0.00586223j 0.00108567+0.00113099j -0.00666913-0.00853932j -0.00353783+0.00387711j 0.00356201-4.93802e-05j 0.00400201+0.00256052j -0.00620269+0.00217729j -0.0099524-0.0055511j 0.0115492-0.00200218j -0.0127531+0.00551652j -0.00218037-0.0065049j 0.00822658-0.00419649j -0.00874767-0.00281798j 0.00852613-0.00293117j 0.0024676-0.00848774j -0.000317063+0.0124055j -0.00750638-0.0050532j -0.00474572+0.00607507j -0.00192077-0.00159862j 0.00721897+0.00561794j -3.02245e-05+0.00205882j -0.00395758-0.010344j -0.00108635+0.000556659j 0.00243281+0.00735673j 0.000844486+0.00175135j 0.0025851-0.00802761j 0.000966626+0.00409216j -0.000965404+0.00082489j 0.00288355+0.00403166j -0.000256435-0.00306266j 
-0.00293743-0.00287179j -0.00204739+0.00523318j 0.0022453-0.00530285j 0.00497646+0.00200192j -0.0015886+0.00364054j 0.000541857+0.00501294j 0.000352113+0.00386416j 0.00288637-0.00420775j 0.00481618-1.84347e-05j -0.00401455+0.00297739j -0.000277158+0.00338668j 0.00251536+0.000245202j 0.00388516-2.02071e-05j -0.00254856-0.00426867j 0.00029682-0.00203628j -0.0009763-0.00042265j -0.00159022-0.00431029j 0.0051579+0.00121966j 0.00121293-0.00421056j 9.56533e-05-0.00112437j -0.00372432+0.0018854j -0.00409107+0.00121845j -0.000788404-0.00485614j -0.00114539-0.000204281j -0.000415631+0.00152652j 0.00329734+0.000244742j -0.000233146+0.00375973j 0.00287981-0.000420881j -0.00191589+0.0032028j 0.00148734-0.00228503j 0.00229288+0.00026125j -0.0102837+0.00532214j -0.00278144+0.00488929j -0.0073714+0.00215905j 0.00357233-0.0062579j -0.00186392+0.000845983j -0.00351907+0.000338032j -0.000495806-0.00414425j -0.00122091-0.00274756j 0.00144833+0.000909985j 0.000534144-0.00105387j -0.00761144+0.00215466j 0.00110043-0.000809134j 0.00255377+0.00324748j 0.00265876-0.00206208j 0.000930724+0.00328912j -0.0035126-0.00142978j -0.00259139+0.00019878j -0.00592856+0.000855852j 0.00590513-0.00288503j -0.00125155-0.00215123j 0.00171143+0.00220587j -0.00825873-0.00597364j -0.000174116+0.00143139j -0.00248862+0.00670858j -0.00318727+0.00363002j -0.000772808-0.00395467j -0.00862198+0.00446194j -0.00474552-0.00795933j 0.00696808-0.00106039j 0.00100526-0.0109763j -0.0036714-0.00578417j -0.00347729-0.000408191j -0.00187923-0.0103864j 0.00167428-0.00288414j 0.00347288-0.00496879j 0.00228512+0.00154456j 0.0115438+0.00214591j -0.00281859-0.00408351j 0.00641002+0.00776003j -0.0015946-0.00158135j 3.32206e-05+0.00378507j 0.00591239+0.00528551j 0.00125413-0.00551464j 0.000756536+0.00777074j -0.00209863+0.0015677j 0.00981165+0.00155319j -0.0023748+0.00398141j -0.00272788+0.00328024j 0.00412648-0.000189467j -0.00526698+0.00195159j -0.00158856-0.00761992j -0.00167066+0.00242171j -0.000319606+0.00350068j -0.00851922+0.00537162j -0.00376237+0.0124115j 0.00542166-0.00397312j -0.004235-0.011402j -0.0120086+0.00936282j -0.00393628-0.0159777j 0.00271355-0.000613936j 0.00256337+0.00455077j 
-0.00033854-0.00223152j -0.00260212+0.00179116j -0.0015341+9.35981e-05j -0.000873969-0.00243358j 0.000770293-0.000178798j 0.00079116+0.000753437j -0.00900116+0.000289431j -0.00133452-0.00254108j -0.00124141+0.0039112j 0.00299161+0.00175643j -0.00211306-0.00028671j 0.00204784-0.000700989j -0.00182213-0.000697889j -0.00054568-0.00342757j 0.00390827+0.00023695j 0.000208898+0.0030829j 0.0057544+0.000363303j 0.00490219-0.00175061j -0.00200302-0.000731527j -0.00128812+0.00140177j -0.001427+3.47835e-05j -0.00421168+0.00147941j -0.00641255-0.000577036j -0.00655934+0.00167594j 0.00277703-0.00171763j -0.000254878-0.00167514j 0.00504668+0.00442297j -0.00264874-0.000642267j 0.000844985+0.00272336j -0.000184417-0.000492363j -0.0013161-0.00351824j 0.00216335-0.0001057j -0.00139702+0.0017806j -0.00267654-0.00132033j 0.000546805-0.00662115j -0.00221126-0.00675526j -0.00343077+0.0049429j 0.00193265-0.00106996j 0.0028098+0.000127155j -0.0017712-0.000200513j -0.00632388-0.0014415j -0.000994821+0.00147552j 0.000181079+0.000125481j 0.00422+0.000741415j -0.00203344+0.00112953j -0.0055563+0.000424575j -0.000487133+0.00343128j -0.000633794+0.00311618j -4.95507e-05-0.0030612j -0.00533831-0.00124947j 0.000634297+0.000327449j 0.00120711-0.00117024j -0.00153296-0.00475343j -0.00780195-6.42113e-05j 0.00014862+0.000564398j 0.0018681+0.00156353j 0.00129205-0.00111302j 0.00156895+0.000635229j -0.00550889+0.0016453j -0.00179834-0.00053828j -0.00281258+0.00157299j 0.00109602+0.0023378j 0.00159206-0.00293182j -0.00141425+0.000843501j 0.000171936+0.00233322j 0.00192134-0.00182097j -0.00019832+0.00161001j -0.00106116+0.00468762j 0.00142329-0.00172911j -0.00111138+0.00417468j -0.000360715+0.000424482j -0.00336569-0.00491014j -0.00132155-0.00128124j 0.00159115+0.00657914j -0.00116099-0.00303938j -0.00118385+0.00158684j -0.00272705-0.00211804j -0.00435563-0.00365971j -0.000837218+0.0015122j 4.4591e-05-0.00113863j -0.00235172-0.00102144j -0.000588251-0.00108882j -0.00155645+0.00245993j -0.000400369-0.000424842j -0.00224811-0.00337299j -0.00220597+0.00451307j -0.00658292+0.00516114j -0.0116907-0.00984753j -0.00171114+0.000714486j -0.00165661-0.00196628j 0.000396105+0.00260658j -8.50011e-06+0.00147965j 
0.00324032+0.000131942j -0.00494395-0.00680514j 0.0060021-0.00389798j 0.00218616+0.00179353j 0.00171782+0.0126277j 0.001973-0.000725417j -0.00560416+0.00289372j 0.00437123-0.00890311j -0.00314442+0.00900736j 0.00283266-0.00462991j 0.00349145-0.00101106j 0.00282841+0.00582379j -8.26025e-05+0.00480358j 0.00854011-0.00538924j -0.000995057+0.00671812j 0.00084274+0.00146323j -0.0154982-0.00305517j -0.00422852-0.00427033j 0.00471316+0.00613238j 0.00361905-0.00302586j -0.00235539-0.00220499j -0.000248302+0.00404533j 0.00180747+0.00406049j 0.00212916-0.00249655j 0.000400578-0.00340327j 0.00131752+0.00171568j 0.00618008-0.00126579j 0.0039136+0.00157005j 0.00589219-0.00279243j 0.000468344-0.00130145j -0.000501928-0.00694476j -0.00650132+0.0038995j 0.00487406-0.00181344j -7.70584e-05+0.010227j 0.00509731-0.00282501j -0.00573991+0.00119758j -0.00165394-0.00597348j 0.00166762+0.000632079j -0.0010561-0.00571717j -0.00173659-0.000682933j 0.00300675-0.00594252j -0.00375548+0.000256757j -0.000855285+0.00288313j 0.000231848-0.0010367j 0.00064425+0.00421678j 0.00767154+0.000822182j -0.00509006+0.00324264j -0.00620708+0.00281525j 0.00331128+0.00115612j 0.00388818+0.00831855j 0.000173607+0.00964432j 0.00875876-0.00365847j -0.00586603-0.000136302j 0.00610046-0.00168113j 0.00104018+0.00738011j -0.000943625+0.000874247j -0.00238187-0.00538089j 0.00316915-0.000104389j 0.00951856-0.0029185j 0.0110506-0.00726098j -0.00384226-0.000514421j 0.00162691+0.00322654j 0.0130839-0.0117745j 0.00351823+0.000948118j -0.0064471+0.00813893j -0.00627333-0.001795j -0.00138274-0.00524294j 0.00362796-0.00227948j -0.00254109+0.000689438j -0.00105351-0.0106107j 0.000392947+0.00156935j -0.00307317-0.00131819j 0.000953854-0.00480718j 0.000704196+0.00433917j 0.00294576+0.00308157j 0.00195228+0.00277907j -0.00243605+0.000556824j -0.00106843-0.0022659j -0.00115544+0.00252j 0.000223735-0.000976521j -0.000979944+0.00317631j 0.00365822-0.0009031j -0.0043724-0.000251391j 0.000679799-0.00595941j 0.00303406+0.00522716j -0.00659584+0.0070118j -0.0025694+0.00226177j 0.00334685-0.0011604j 0.000485975-0.00134315j -0.00264765-0.0111831j 0.00735269-0.010441j 0.00117718+0.00238981j 
0.00149127+0.000137712j -0.00203333-0.00433224j 0.00537979-0.00373542j 0.00158137+0.00227319j 0.00121053+0.00645578j -0.00244192+0.00149042j 0.00314385+0.00588633j -0.00502543-0.00498898j -0.00308215-0.000476419j -0.000726187-0.00605123j -0.00149715-0.00132211j 0.00139549-0.00173722j -0.00100729+0.00356224j 0.00616665-0.00269036j 0.0003245+0.00174059j -0.00569004-0.00653626j -0.00321262-0.00180676j -0.00565147-0.00210115j 0.00358005-0.000283192j 0.00339475-0.00364589j -0.00687681+0.00168646j -0.00153714+0.00275862j 0.00475878+0.00267412j 0.000585908-0.0013041j 0.00210239-0.00360339j 0.0039753+0.00198473j 0.000126935-0.00270024j 0.000627066+0.00690678j 0.00739337-0.00162892j -0.00483472+0.00127857j -0.00295779+0.00150525j -0.00504977-0.00871949j -0.00614149-0.00119874j -0.00140636-0.00367444j -0.00653541+0.0043976j -0.00356722-0.00193906j -9.54357e-05+0.000693439j -0.00429837+0.000407366j -0.00321124+0.00468228j 0.00289988+0.00140705j 0.00350659-0.00282935j 0.00711385-0.00406271j -0.00206225+0.00228918j -0.00334431+0.0025079j -0.00124249-0.000259844j 0.000910078-0.000547271j 0.0064762-0.00710451j 0.00362279-0.00113298j 0.00469669-7.81856e-05j 0.00630028+0.00466467j 0.00138182+0.000786235j 0.00703665+0.00216114j 0.00475069+0.00369419j 0.00180111-0.00149002j 5.29334e-05+0.00307108j 0.00343559+0.00462977j 0.000539443+0.00847333j -0.00687318+0.00466324j 0.00469601-0.00192078j 0.00736898-0.00433916j 0.00827257+0.00798941j -0.00171744+0.00126297j -0.000546776+0.00119909j -0.000895019+0.00680334j -0.00338088+0.0032706j 0.00126062+0.0105304j 0.00603032+0.00311372j -0.000165823+0.00340765j 0.00266809+0.00414485j 0.00607678-0.00244887j 0.00190462-0.00358971j -0.00511582+0.00524222j -0.00324443+0.00305303j 0.0022311-0.00117215j -0.00173611-0.00280974j 0.00395223-0.00266554j 0.00121672-0.00825446j 0.00326633+0.00608137j -0.0066286-0.00130271j -0.00471207+0.00496235j -0.00367851-0.00011478j 0.00132688+0.00301663j -0.000373455+0.00503907j -0.00501983+0.000753301j -0.00867458-0.00566151j 0.000367104-0.00611721j 0.00487697-0.00256949j -0.00268422+0.00108877j 0.00218294+0.00157817j -0.00338431-0.00463793j 0.000367987-0.00716654j 0.00271277+0.000558914j 
-0.000404622+2.19323e-06j -0.0018016+0.000516993j 0.00494348+0.000387538j 0.00133935+0.00209428j 0.00240465+0.0015132j -0.00195753-3.18617e-05j -0.00252446+0.000718899j -0.00350487-0.00252205j -0.00451869+0.00331518j 0.000627448-0.00227174j 0.00156054-0.003732j 0.00331054+0.00416161j 0.000420547-0.000115713j -0.00144461-0.00377565j 0.00621679+0.00761449j 0.00280868+0.00595249j 0.00446715+0.000881257j 0.00219004-0.00240469j -0.00101489+0.000189747j 0.00497916-0.000635742j 0.00268546-0.000345181j -0.00426362+0.000450805j 0.0049328+0.00296506j -0.00372075+0.00170937j 0.000982653-0.00219464j 0.00378264+0.000764943j 0.000638948-0.00669271j 0.00318192+0.00404189j 0.0029328-0.000910038j 0.00132997+6.23861e-05j 0.00142625-0.00109218j -0.000460063-0.00156193j -0.00575683+0.00457826j -0.00169733+8.31662e-05j -0.00609227+0.0028215j -0.00614369-0.00350839j -0.00198384+0.00537421j 0.00369977-0.00249734j 0.00452688-0.00373828j -0.00453197+0.00225231j -0.00156286-0.00381672j 0.00837342-0.00612405j 0.00237845+0.00223691j 0.00104795-0.000867763j -0.00721985+0.00295467j -0.00140123+0.00127669j -0.00339167+0.00106057j 0.0063828+0.00681624j -0.00145105-0.00868591j -0.000590093+0.00387122j -0.00126446+0.0051799j 0.00250152+0.00651632j 0.00394519+0.00578321j -0.000139469-0.000934937j -0.000983875-0.00101312j -0.00157014+0.00538988j -0.00288875+0.00778957j -0.0109675+0.000210623j -0.00272636-0.00171021j 0.00313543+0.00285219j 0.00530265+0.00483612j 0.00148566+0.00343283j 0.00414276-0.0034057j -0.00306454+0.00630297j -0.00139792+0.000620052j 0.00117161+0.00886054j 0.00080376-0.000619956j 0.00375481+0.00483787j 0.00245684+0.00225977j -0.00256981+0.000190196j 0.00362692-0.00961168j -0.00340822+0.00345843j -0.00255842+0.00355445j 0.00164534+0.00640924j -0.00471134-0.00180138j 0.00434294-0.00443947j 0.00121056-0.00728217j 0.00338851+0.0116062j -0.00414238-0.00839109j -0.00337768+0.00389174j -0.00253799+0.00186829j 0.000710201+0.00218472j -0.0028463+0.00379304j -0.0059509-0.00318529j -0.00655433-0.00485214j -0.00101114-0.000415626j 0.00379373+0.00245117j -0.00161512-0.001165j 0.00014487+0.00199201j -0.000875711-0.00493953j 0.00130643-0.00289687j -0.00115345+0.00160289j 
