0.0344366+0.0181263j 0.0376841-0.0317632j 0.025128+0.0307908j 0.0182615+0.0188747j 0.00473373+0.0324469j 0.0671849+0.00935475j -0.0020367+0.00816595j -0.000487265-0.0750842j 0.0551792+0.0485185j 0.0046338+0.0412266j 0.0385306+0.021274j 0.0103716-0.00547508j 0.0226396+0.022561j 0.0267945-0.0185654j 0.0141839-0.0160611j 0.0186346+0.0163239j -0.0173675+0.0176753j -0.0434946-0.00947539j 0.00173381+0.00499924j 0.039754+0.0124909j 0.0188517+0.00898992j 0.00710313+0.0073593j 0.00782438-0.0214725j -0.0385774+0.0346206j 0.00414269+0.0259641j -0.0389716-0.0309123j 0.066458+0.00647368j -0.0748843+0.061473j -0.0441967+0.0482013j 0.0533975-0.0384506j -0.0180578-0.0663841j -0.00175311-0.0174229j 0.024955-0.00247498j -0.0702389-0.0153507j 0.0181013-0.0555361j -0.0489618-0.0209732j -0.00570961+0.0289924j 0.0198151-0.0172811j -0.0341817+0.0154272j -0.0137393-0.0173422j -0.00624648-0.0487526j -0.00556297+2.9558e-05j -0.011626-0.00578759j -0.032842+0.0187149j 0.0225679-0.0198689j -0.0104765-0.0349048j 0.0149234+0.00262211j 0.0181525-0.0453496j 0.0256034+0.000406297j 0.0100937-0.0419832j -0.0477363-0.00950813j -0.0182729+0.0282989j -0.00407384-0.0347382j -0.0132672+0.0386597j -0.00119428+0.029484j -0.00862312-0.00538205j -0.0281466-0.0294811j -0.000864884-0.00776349j -0.020633+0.000907501j 0.0696737+0.0823735j -0.00476558-0.0110746j 0.0595871+0.00513375j 0.0368842-0.0470621j 0.06144+0.0349133j 0.040234+0.000324631j 0.0225201-0.00621055j 0.0145145-0.0280371j -0.0584718-0.0166812j -0.00672666-0.00245095j -0.0433347-0.0210572j -0.0192773-0.0174135j -0.00632591-0.0272713j 0.018959-0.0128996j 0.00294861-0.00178584j -0.02962+0.00911766j 0.0421173-0.00842521j -0.0489862-0.0252934j -0.0485906+0.0135004j 0.00584746+0.0224096j -0.0441055-0.0185242j -0.0346145+0.0302662j 0.036824+0.0153955j 0.0538049-0.0161407j -0.0303968-0.00479324j 0.0186648+0.00312861j 0.0343224-0.0106706j -0.15454+0.0543426j 0.0286363-0.0584675j -0.0121927+0.0192703j -0.0735867-0.0303088j 0.057778+0.0377768j -0.0192817+0.0449988j 
-0.0756712-0.00164216j -0.0534907+0.0913921j 0.00443515-0.100652j 0.0645754+0.0219082j -0.0198612-0.00770555j -0.0418328-0.102811j -0.0571418-0.0453761j 0.0119504+0.0851406j 0.0320153-0.00485777j -0.0660078+0.00399455j 0.00946327-0.0185197j -0.00701656+0.091985j -0.0337427+0.0219091j -0.00230784+0.0385889j 0.00280537-0.0594528j -0.00879475+0.0292455j 0.0147882-0.0535872j 0.0400249+0.0672888j -0.00633781-0.0130984j 0.0333579-0.02991j -0.0731977-0.0828003j -0.0316614-0.0305622j 0.0291773+0.0501231j 0.032853-0.0383465j 0.00425623+0.0302188j 0.106107+0.126378j -0.0886813-0.00912492j 0.120684-0.0613203j 0.0572313-0.047527j 0.010107+0.00938616j 0.0285691+0.0390652j -0.0107641+0.00446845j -0.0496119-0.018937j -0.0230537-0.00504916j 0.0114424+0.129221j 0.0556796+0.139086j 0.0505187+0.0472551j -0.041237+0.0402802j -0.0109421-0.000482037j -0.0108095-0.0126592j 0.0232588-0.0117424j 0.0517882+0.0556784j 0.0196887-0.000933618j -0.011851+0.0087586j 0.0893319-0.0244669j 0.0641613+0.0154391j -0.0970039-0.00269587j -0.0730551+0.0403291j -0.122526+0.0398984j 0.027938-0.0447748j 0.0859495+0.116396j 0.085347-0.00900765j -0.0665687+0.115134j 0.00552015-0.0204537j -0.108105+0.00350795j 0.0137906+0.0416711j -0.0417189+0.0460415j -0.013043-0.0147885j 0.0594333-0.0415548j -0.0325579-0.127247j 0.102262+0.036007j -0.0868729+0.00378732j 0.00513092+0.0938825j -0.0727838-0.102959j -0.0671866-0.0264463j 0.0369504-0.082116j -0.0710357-0.000105389j 0.212776+0.0619045j -0.052518-0.0147847j 0.0670492+0.0152105j 0.0248114-0.069418j 0.0513018+0.0589863j 0.0042348+0.131059j -0.0380794-0.0132815j -0.0382752+0.0785432j -0.0134141-0.0367456j 0.223629+0.00269869j 0.0779351-0.0786974j -0.0623023-0.104794j 0.0474737+0.0709194j -0.0388024+0.000822095j -0.112241-0.0386055j -0.0322332+0.0167708j -0.0240555-0.00477983j -0.00389173-0.0575129j -0.0715481+0.22142j 0.179719-0.119458j -0.0878123+0.108077j -0.00970445+0.0355898j 0.0158891-0.032413j -0.0609932-0.071575j 0.0688448-0.00273226j 
-0.0154173-0.00528621j -0.0179058-0.00187727j -0.0177642+0.019727j -0.0362996+0.00388122j -0.056263+0.0144522j -0.0338958-0.0228821j 0.0394736+0.0325104j 0.0508467+0.106516j -0.0454507+0.00197094j -0.0549909-0.0159848j -0.0137388-0.0222126j 0.00815903-0.000196751j -0.0561337-0.0430743j 0.0334272+0.0655936j -0.0108232+0.00530829j 0.000763302-0.0164816j -0.0201382-0.0400006j -0.0116771-0.0034563j -0.0266137+0.0614536j 0.00578531-0.0599012j 0.0693179+0.0453332j 0.0394001-0.0625294j -0.0400132-0.0133743j 0.0722948-0.0365255j -0.0815733+0.0628853j 0.0220442-0.0814858j -0.0517361-0.0695706j -0.00939154-0.0743452j 0.0189465+0.00164849j -0.0483917-0.0453215j -0.089615-0.0147539j 0.0427538+0.0490633j 0.0616096-0.00904233j 0.0622066-0.031553j -0.0609888+0.0133168j 0.0432053+0.0258612j 0.0220231-0.0713001j -0.0519536-0.0138603j -0.0417444+0.0747973j 0.0389786-0.0142406j -0.0177184+0.00304551j -0.0101351+0.00988265j 0.0167533-0.0214541j 0.0791996-0.0120281j -0.00989522-0.0113516j 0.062042+0.0652793j -0.0525868-0.0306641j 0.0463048+0.00432632j 0.0287241-0.0120686j -0.0420317+0.0051738j 0.0511644+0.0760293j 0.0810519-0.00672487j 0.056012+0.0288188j 0.0323386+0.0287177j 0.0708289+0.0561698j 0.0582965-0.0485869j -0.0117391+0.0639384j 0.0209508+0.0151883j -0.0116157-0.053525j -0.11745+0.0332889j 0.0785759+0.00376175j 0.0301452-0.029499j 0.00458338-0.00737498j -0.0468792-0.017985j -0.0367239+0.0358934j -0.101724+0.0313566j 0.00186359-0.020965j -0.0721402-0.0622627j -0.00380284+0.00168751j 0.125653+0.0533338j 0.0246679+0.0735183j -0.0116007+0.0714757j -0.0230725+0.0218703j -0.00106493-0.0260257j -0.0110845-0.00552706j -0.0213691-0.0116545j -0.00279845+0.0910127j 0.0319301-0.0276404j 0.0462551-0.112102j 0.0285844+0.0657402j 0.0550339-0.0451287j 0.0191521+0.0474134j -0.0680478+0.00419868j 0.0977673+0.0385037j 0.0596335+0.0117697j 0.0058115-0.119901j 0.119996-0.0172075j 0.0671983+0.0723429j 0.0150205-0.0173376j 0.0640499+0.0752728j -0.0663839-0.00819575j -0.013253-0.0607507j 
-0.0165916+0.0202853j 0.0208718+0.0108254j 0.0126489+0.00568827j -0.0157435-0.00825203j -0.00494062-0.0121235j 0.0213823+0.0195363j 0.0335077-0.0103307j -0.0264122+0.00715748j 0.000694944-0.015065j 0.00641827+0.0145898j 0.0195362+0.00711358j -0.0118673+0.0178586j -0.00358823-0.00229108j 0.0174035-0.0010581j -0.014014-0.01646j 0.000937736+0.0106402j 0.00483595+0.00179575j -0.0165685+0.0177255j 0.0101119+0.0100223j 0.0104856+0.00753307j -0.00664848-0.0116709j 0.000799421+0.0109692j 0.00899773-0.0286126j -0.0279083-0.0129065j 2.67428e-06-0.0050771j -0.0139988-0.0322659j 0.0120871-0.0214868j -0.0327499+0.0202545j -0.0201753+0.0272647j 0.0116739-0.0194878j 0.025533-0.0176433j -0.00519163+0.00161194j 0.0135147-0.0107071j -0.0148231-0.0180867j -0.00957907-0.00504321j 0.0076284+0.0136743j -0.0242691-0.000600686j -0.00433988-0.00913594j -0.00518724-0.0270965j 0.00209654+0.00852942j -0.00206005+0.00272907j 0.00235527+0.0163853j -0.00692104-0.0352501j -0.00162209-0.0267155j 0.00604563-0.00973292j 0.00264798-0.00665318j 0.00340893-0.0127359j -0.0079576+0.00663499j 0.00229244-0.00742138j 0.010893-0.00300524j 0.00203501-0.0356134j -0.0213816+0.00499704j 0.01033-0.00593403j -0.0177202+0.000609713j -0.00773226-0.00505175j 0.00548835-0.0235147j 0.0226474+0.0101732j -0.0209915+0.0190197j 0.00313783+0.00220152j -0.0204947+0.0371619j -0.00431698-0.0020226j 0.00557277+0.00493003j 0.0117131+0.0235706j -0.0128909-0.0116506j 0.0373644-0.0323249j -0.013913+0.00732429j -0.00748346-0.0147089j -0.0183361-0.0244806j -0.00236697+0.0121332j 0.00783854-0.0153884j -0.0106288+0.0224402j 0.0301814+0.0415989j -0.00396883+0.00550428j -0.0185215+0.00352064j -0.0194871+0.0139001j -0.00887706-0.00293195j -0.00308668+0.015565j -0.00821548-0.00755737j 0.0208186+0.0190165j 0.00283154+0.0175854j -0.000580548+0.0100835j 0.0290257-0.0111457j 0.00195099-0.000238806j 0.021133+0.0382925j -0.00754405-0.0140445j 0.0163994-0.0163388j -2.75567e-05+0.0353515j 0.0320808+0.001664j -0.0086062+0.00410056j -0.0253082+0.0173565j -0.00816794+0.0348543j -0.0214533-0.0153737j 
0.0185789-0.0469915j -0.0530937+0.0101867j -0.032357-0.00407035j 0.0110186+0.00956382j -0.0429917-0.00946498j -0.0731614+0.0101532j -0.0039671+0.00504082j 0.16417-0.0307317j -0.00306782-0.027598j -0.00631642+0.0314876j -0.013835-0.0195501j 0.0376916-0.000205105j -0.0505067-0.0126186j -0.0899223-0.0661444j -0.0519143-0.0421261j -0.00584148-0.0199931j -0.127717-0.0276411j 0.0557582+0.0102475j 0.011056+0.0377136j -0.0217795+0.0536495j -0.0296111+0.0111596j 0.0483107+0.0256312j -0.0290761-0.0466601j 0.0312943+0.022372j 0.0761294-0.0229643j -0.0517779-0.0437395j -0.0578204+0.000625834j -0.0439357+0.0034929j 0.0817979+0.0189437j 0.110388-0.122172j 0.0880711+0.052176j 0.0550389+0.0270872j -0.0851301+0.0905317j -0.0315671-0.025944j 0.0611264+0.0215342j -0.0193678+0.0232069j -0.0312627+0.0766798j 0.0107023+0.0106599j 0.0436072+0.0222748j 0.00911014+0.0480113j -0.022067-0.123944j -0.0314246-0.0902606j -0.00798683+0.00474292j 0.0431346+0.14093j 0.00468873-0.0117512j 0.0642848+0.0390103j -0.017572-0.0441203j 0.0301935+0.0378339j 0.0151824-0.0095686j -0.00867556+0.0123086j -0.0182934-0.0165791j 0.00122771+0.0857094j -0.0979098-0.111879j -0.0214695-0.142338j -0.0133152+0.0771346j -0.0181021+0.100392j -0.00181548-0.00509108j -0.0161901-0.057323j 0.0335462-0.0288824j 0.080637+0.0375471j -0.0147564+0.0141442j -0.0194154+0.0185808j -0.0533101-0.0430708j 0.0971875+0.0960598j -0.0163992+0.0801402j 0.00948257-0.114668j -0.0093058-0.0770215j -0.029474+0.00449855j 0.105497-0.0572364j 0.00941574-0.00800253j 0.201085-0.172865j -0.0880709-0.0700271j 0.0660941+0.0246612j 0.0731014-0.111533j 0.119065-0.0614926j 0.094473+0.0801342j 0.000666966-0.0127464j 0.0127663+0.14554j -0.06945-0.274531j -0.0412697-0.0291116j -0.0265362+0.108138j -0.0522682-0.0411857j -0.0362472-0.0691397j -0.0601256+0.0324376j -0.00445989-0.0549647j -0.0271048+0.0866665j -0.0485681+0.0250491j -0.0635657-0.0301412j -0.0544464+0.0330166j -0.0659405-0.0652926j 0.0348017-0.0156768j 0.0232861+0.0377554j 
-0.00450418+0.0104315j 0.00677564-0.0254251j -0.0564228+0.0377644j -0.0689118-0.0338238j -0.0062197-0.0285998j 0.00236549-0.00563415j 0.0136291-0.0152291j 0.0663947+0.0564671j -0.0314512-0.0504617j -0.0156187+0.00203391j -0.0394039-0.0445102j -0.0334673-0.0213199j -0.0849506-0.0322288j -0.0673537+0.044767j -0.0278286-0.0130796j -0.0160229-0.0052982j -0.10367+0.00499245j -0.021227+0.00271347j -0.0199277+0.0495647j 0.0148423-0.0151824j 0.0442342+0.0339378j 0.0618662-0.0451335j -0.0652765-0.0686072j 0.0758063-0.0390066j 0.0294294+0.0380847j -0.0217718-0.0591567j -0.0763623-0.0327069j -0.115398-0.0389397j 0.0388732+0.000509934j -0.000915006-0.0413431j -0.0371241-0.0269358j 0.0346889+0.0306251j 0.0236627+0.0300729j 0.0714103+0.01134j -0.0210513+0.0217454j 0.0139678+0.0198253j 0.0747411+0.019474j -0.0174391-0.00562966j 0.0362197+0.095833j -7.01745e-05+0.0295531j -0.0147295-0.0690951j 0.0201926-0.0695905j -0.0150802-0.000754735j -0.00852797+0.0629597j -0.0006235-0.0163319j 0.0630544+0.0175716j -0.00842322-0.0244347j 0.0357451+0.0396258j 0.0294512+0.0325573j -0.0145578-0.0177655j -0.0126751+0.0305964j 0.00308545+0.0505427j -0.0258008-0.00430746j 0.00102007-0.0465981j 0.0490058+0.0955675j 0.017852+0.0230327j -0.026096+0.0147498j 0.0349311-0.0255329j -0.075808-0.00757733j -0.0530038+0.0880425j 0.058101-0.0494862j 0.0611751-0.0564659j -0.00299644-0.0239537j 0.0541338+0.0663377j -0.02305+0.0304016j 0.0595089-0.0376475j 0.0109764-0.0276524j -0.0240652+0.000584092j 0.0340834-0.0182427j 0.0435141+0.00839261j 0.155797-0.120648j -0.075131-0.0372674j 0.00904401-0.0330563j 0.0731122-0.0892768j 0.0273707-0.115315j 0.0425132+0.0403164j -0.0553291+0.0682923j -0.00921228+0.0203747j -0.0381006-0.222164j -0.0712635+0.0254398j 0.0626887+0.0736011j -0.0321777-0.0322696j 0.0268629-0.0395738j -0.018655+0.0441341j 0.0442558-0.0452198j 0.0205482-0.091292j 0.00637134-0.042435j 0.0451938+0.0173319j 0.0887709-0.0752032j 0.0540465+0.10413j -0.0282416+0.0182788j -0.0390176-0.0158771j 
0.0353871-0.00712121j 0.00774378-0.0121256j 0.0251317+0.00882128j 0.0520513+0.0245115j -0.00542645+0.0375347j 0.0167388-0.00294739j -0.0247245-0.00300628j 0.00569434-0.0887374j 0.0293411+0.068118j 0.00979576+0.0130999j 0.0366461+0.0184571j 0.0242915-0.0113388j 0.0514036+0.0475748j 0.0342158-0.0394721j 0.0193932+0.0184104j 0.00777442+0.00792146j 0.0194499+0.00248294j 0.00874235-0.0195797j 0.023893-0.0198673j 0.0143405+0.0211776j -0.00601658-0.00143663j -0.025714+0.0241648j 0.0105858+0.0310346j -0.0331587+0.0416921j 0.00469255-0.0214504j -0.00645557+0.00664622j 0.0545809+0.0330348j 0.00965595+0.0323804j -0.0287379+0.00939185j 0.0312674+0.00967664j -0.00553061-0.0157282j -0.0253104-0.0368631j -0.0147519-0.00621026j -0.0621785+0.00545402j 0.0190296-0.0434155j -0.0435339-0.0310927j -0.0266175+0.00456779j 0.0147861-0.0099215j -0.0419839-0.0300545j -0.0109657-0.0146975j 0.00381317-0.00385474j -0.0318099+0.0188095j -0.00876299-0.00663699j -0.017666+0.000674184j 0.000245937+0.00516382j -0.0261952-0.0249791j 0.0082913+0.00157447j -0.00391394-0.0419953j 0.0107008-0.00702926j 0.00187842-0.00974929j -0.0184994-0.00137984j -0.00268786-0.00385163j -0.0105256-0.00898158j 0.020483+0.0326546j -0.00292083-0.0111719j -0.0087225-0.00048628j -0.00562239-0.0295543j -0.00489471+0.0219825j 0.0109991+0.0036521j 0.0833444+0.000696474j -0.0137613+0.00657366j -0.00638314+0.0179504j 0.00774673-0.0349782j 0.0350473+0.0134544j 0.00137978+0.0205522j 0.0160841-0.0105782j 0.00183562+0.0118341j -0.0126335+0.0224718j -0.0105534-0.0095281j -0.0497327-0.00285739j -0.0461653+0.0265374j 0.0104746-0.0284616j 0.0127362-0.0100193j -0.0154885+0.0331855j -0.00334405+0.024299j 0.0197145-0.0142149j -0.00157285-0.0571502j -0.0315471+0.00669283j 0.00727993+0.0805289j 0.00593466-0.0307136j -0.0316224-0.0133448j 0.00738515+0.0254027j 0.00532055-0.00268773j -0.0346961-0.0507711j 0.00245265+0.0256839j -0.00428672+0.0494912j -0.0878585+0.0381416j -0.0254592-0.031594j -0.0153858+0.0304871j -0.0564855-0.0996549j 0.0519325+0.00458869j 0.0169569+0.0535031j 
-0.0137818+0.0263535j 0.0318768-0.00825786j -0.00857075+0.0268577j -0.0343419-0.0265472j 0.0143108-0.0164733j 0.0313585+0.0101503j 0.010336-0.0099866j -0.030939+0.0268073j -0.00509044-0.0234096j 0.00757715-0.00806376j -0.00956589-0.000446793j -0.0168919-0.0120371j -0.018559-0.0277668j -0.00353315+0.0341943j 0.00410661+0.00195742j 0.00572257-0.00618302j -0.00174766+0.0156397j -0.0221638+0.0102808j -0.0149966-0.0106112j -0.00283905-0.0191284j 0.0248299+0.0184932j 0.0115524-0.0134271j 0.00393907-0.0215489j 0.00495436-0.0113689j -0.00606324+0.0279433j -0.00954909-0.0127071j -0.0173877-0.00252715j -0.0313545+0.000534495j -0.0313412-0.0124742j -0.027476-0.00256722j -0.0151139-0.025431j 0.0122631+0.0193286j 0.0450776-0.0118166j 0.0382599-0.00669598j -0.0236252-0.00184357j 0.00699808-0.00406777j 0.00069026-0.0229211j 0.00371658+0.000747094j 0.00403729+0.0102757j -0.00767509-0.0154364j 0.00313448+0.0149894j 0.00309597-0.0136876j -0.00248085+0.0150046j -0.0158542-0.0256849j -0.00702698+0.00474069j -0.000269498+0.00460462j 0.00386384+0.0210505j 0.0120128-0.00187373j 0.0108958+0.0139539j -0.00594094-0.00294264j -0.0141675-0.0207308j -0.0181744+0.00593947j 0.0248162-0.00654953j -0.00117384+0.0269233j 0.00880585-0.0145124j -0.0137074-0.0107617j 0.00550869+0.000473089j 0.000776521+0.0156563j -0.0377779+0.00814262j -0.0476295+0.0394737j 0.013424-0.0143002j 0.0167706-0.0208973j 0.00918651+0.012146j -0.00780021-0.00801165j 0.00898583-0.00468341j 0.00801602+0.0133623j -0.000931981+0.0110747j -0.0200488-0.0186853j -0.0212538+0.00604878j 0.0159219-0.0120976j -0.00650974+0.0169061j 0.0142633+0.0229807j -0.0154851-0.0155821j -0.00529094-0.00269963j -0.023753-0.0154287j -0.00965281-0.00715471j -0.0271389+0.0303899j -0.0229548-0.0274795j 0.0212526+0.0125071j -0.0125659+0.0292283j 0.0335966+0.0123478j 0.0242275-0.00486432j 0.0110106+0.0175978j 0.01239+0.0188012j 0.0159791-0.01699j 0.0277726-0.0649549j 0.00564768+0.00364014j 0.0494009+0.00664033j 0.0407817-0.054561j 0.00632259+0.073469j -0.0212665+0.0379704j -0.0310947-0.0307395j 
0.00779412-0.00955263j -0.011308+0.020196j 0.0361276-0.00690048j 0.0353202+0.0515504j -0.0280517+0.0136386j -0.0122431-0.000639454j 0.006509+0.0164677j 0.0350163-0.0439838j 0.0348237+0.0182841j -0.00122912+0.0212584j 0.0176278+0.0103228j 0.0393132+0.0197825j 0.00761892+0.0155682j 0.0160601-0.0447873j 0.0118613-0.0239261j 0.0140444+0.00423954j -0.0123059-0.000933316j 0.0127553+0.0131215j 0.0190356-0.00384018j -0.000354243+0.0302944j -0.0229423+0.000976918j 0.00652814+0.0179885j 0.0171049+0.00233443j -0.0438453+0.0278829j 0.00892339-0.00506176j -0.0343928-0.0206717j 0.0440567+0.022659j -0.00963692+0.0339243j 0.00403176+0.0438269j 0.0780218-0.0644169j 0.0365399-0.0001374j 0.0304959-0.0221629j -0.0384774+0.00591313j -0.0617293-0.0255025j 0.0698928-0.0121524j -0.0246061-0.0040773j -0.0207363+0.0431813j 0.0209018-0.00316763j -0.0112068-0.00572555j -0.00922547-0.0109558j -0.00444353-0.0398328j -0.00139408-0.0054191j -0.0133863+0.00743801j -0.00974541+0.0321811j 0.0170045-0.00105353j 0.0177096-0.00926093j -0.00469746+0.0060191j -0.0139075-0.00405008j -0.00653146-0.0219721j 0.00693962+0.0169849j -0.0072051-0.0224129j 0.00162048+0.0216901j -0.0380476-0.0330061j -0.0441048-0.0592282j -0.00266248+0.0239254j -0.000170412+0.0432511j 0.0107296-0.0144596j -0.0199539-0.00249061j 0.0568627-0.012581j 0.0741904+0.00850295j -0.0253588+0.0435311j 0.0147982+0.0338113j -0.00353326-0.0202961j 0.0051111+0.0278349j 0.0461625-0.0176821j -0.0269475+0.00877428j 0.010426-0.0422812j 3.12591e-05-0.0141045j 0.027541+0.00862357j -0.0173556-0.0231083j 0.0239122-0.0236369j 0.000859199+0.0152538j 0.0251106+0.0308023j 0.00746697-0.0205873j 0.0295603+0.0385543j 0.00729732-0.000963884j 0.014689-0.0159302j 0.0128706+0.0281987j -0.018582-0.0195464j -0.00566108-0.0118633j -0.0616308+0.00632529j 0.0033601-0.0103277j 0.00548056-0.0395202j 0.00727747+0.0343036j -0.0136799+0.00428275j -0.0120281+0.0594653j -0.051361+0.0542925j -0.0161806-0.0152279j -0.0520571+0.0723574j -0.074895-0.0860257j 0.0330006+0.00960421j 0.0143164+0.0359609j 
-0.012576+0.0321686j 0.0344889-0.01807j -0.00836285+0.00500806j -0.0273155-0.0230071j 0.0205902-0.0154413j 0.0411082-0.00404667j 0.0261588+0.00220938j -0.0389538+0.0466606j 0.00229589-0.0387846j -0.00695397+0.00158647j 0.00945999-0.0142542j -0.0285004-0.0235093j -0.0170708-0.0151133j -0.0197479+0.0435181j -0.00142816-0.0105769j -0.00930799+0.00556084j -0.0329229+0.0279126j -0.0318091+0.00312864j -0.0168472+0.0113829j 0.0181701-0.0179999j 0.0337908+0.0209234j 0.0208434-0.0313384j 0.0074433-0.0284994j 0.0332954-0.0181318j -0.00584845+0.0312417j -0.00233493-0.0132173j -0.0356945-0.0430809j -0.0362962+0.025787j -0.00986206-0.0380548j 0.00412775-0.0175894j -0.0209664-0.0355421j 0.0253317+0.0219114j 0.0345659+0.00770057j 0.064689-0.00522243j -0.0204104-0.0148797j 0.0262072+0.00441016j 0.0218959-0.0191783j -0.012202-0.00858228j 0.00920404+0.0216888j 0.00284269+0.0054754j 0.0323361+0.0177182j 0.0166471-0.012726j -0.00192242-0.00529391j -0.0375699-0.0209106j 0.0078494+0.00105425j 0.0160936+0.00745631j 0.016997+0.00526685j 0.0104265-0.00720137j 0.0100236-0.00374662j -0.00186552-0.000155093j -0.0142404-0.0176214j -0.0150215-0.00323119j 0.0219706+0.0202012j 0.0100526+0.042731j 0.0149929+0.0227433j 0.0116151-0.0276679j -0.00451233-0.00116056j 0.0264845+0.0234297j -0.046556-0.0139965j -0.0606845+0.064j 0.00621533-0.0112455j 0.00832729-0.0518052j 0.0164833+0.0147018j -0.000247976+0.0044883j -0.0365643+0.00347548j 0.0177788-0.00299297j -0.00768792+0.00578168j -0.000526099+0.00155771j -0.0306064-0.0299593j 0.00126348-0.0099787j 0.0148196-0.0165013j -0.00959586+0.00165123j 0.00316468-0.0139277j 0.0110994-0.0123255j -0.0321224-0.0159869j 0.0478616-0.0164749j 0.00116024+0.0253023j -0.0395613-0.0128585j -0.0121438-0.0312598j -0.0138541+0.052524j 0.0440029+0.0131617j 0.0110374+0.00416412j 0.0483245+0.0128487j 0.0276379+0.0469677j 0.0383032-0.0262529j 0.0135455-0.0695901j -0.00471721-0.0335135j 0.04979-0.000186442j 0.0543338-0.0444351j 0.0314286+0.0855841j -0.0290447+0.0216734j -0.0357319-0.0279687j 
0.0126812-0.0044086j -0.00219058-0.00599509j 0.00981324+0.00454019j 0.00609608+0.00411309j -0.00881534+0.0165707j -0.0201205+0.0112624j -0.00597432+0.012963j 0.00230571-0.0258368j 0.012886+0.0237832j -0.0047694-0.000761261j -0.00591888-0.0274622j 0.00211641-0.00471943j 0.00704603+0.0207034j 0.00466648-0.0119809j -0.00583444+0.0103983j -0.00507639+0.00453417j -0.0123554-0.00071225j 0.00912749-0.0254961j -0.000898481+0.00685318j 0.00563685-0.00476531j -0.0144837+0.00873153j 0.0122266+0.0200131j -0.00192402+0.00650334j 0.015971+0.00167975j 0.0131361-0.00331989j -8.45523e-05+0.0101732j 0.0198163+0.0257889j 0.0326346-0.0018948j 0.0115422+0.00262631j 0.0234289-0.0141765j -0.0223354-0.0061754j 0.019285-0.000980138j 0.00488447-0.00549106j 0.00531494-0.0120525j 0.0232619-0.0117267j 0.00590712-0.0327422j -0.00525196+0.00357204j -0.0156655-0.00228255j -0.00707286+0.019846j -0.00446876+0.0274881j 0.0076656+0.00801362j 0.011768-0.0406965j -0.00974176+0.00655168j -0.0114389+0.0108273j 0.00188907+0.0119428j -0.0145667+0.0182727j 0.0105508-0.0138069j -0.0285017-0.00520222j 0.0194633-0.0224218j -0.0195621+0.00251107j -0.0103432-0.00047638j 0.0105172-0.0287259j 0.0151936+0.000115477j -0.00687088+0.0142567j -0.0134366+0.00807858j 0.000360982+0.00329433j -0.0165894-0.00682257j 0.0263599+0.00918533j -0.0249045+0.0236319j 0.00659775-0.0297948j -0.0334354+0.0171967j 0.00502019-0.00517631j 0.0219064+0.0019546j 0.00212584-0.0139691j 0.010407-0.00678899j -0.0035882+0.0414815j 0.00899385+0.0125247j -0.0015723-0.0197441j -0.0184621-0.0282483j -0.00184273+0.0022281j 0.00904389-0.0113087j -0.0373349-0.0130031j -0.0176542-0.0133308j 0.0163824-0.00388125j 0.0206874+0.0177592j -0.00744082-0.00362351j 0.0303285+0.00150884j 0.000754256+0.000270152j -0.0153476+0.00617316j -0.0258472+0.00859546j -0.0111148-0.0151531j 0.0162945+0.0140182j 0.0182195+0.0237734j 0.0162201-0.00381352j -0.00261586-0.0016997j -0.0108805-0.0157752j -0.0206179+0.000627898j 0.000904403-0.0241341j -0.00246689+0.0043669j -0.00535549-0.00375695j 0.0116842-0.0080624j 0.0148993+0.00814032j 
