0.0113492+0.0182502j 0.0488738-0.0196268j -0.03002-0.0691049j 0.023707-0.0143672j -0.0252157+0.0268818j -0.0244031-0.00239096j -0.0219505-0.00254271j -0.0390877-0.0197354j 0.0137302+0.0214884j 0.0602385-0.0153909j 0.0842029-0.0083555j -0.0478581+0.0548488j 0.0177968-0.054565j -0.000270364+0.0665226j -0.044942+0.0387742j -0.0702543-0.017314j -0.038093-0.0236139j 0.00762269-0.0394802j 0.0513104-0.0441012j -0.00639149+0.0304629j 0.0534511+0.00113951j -0.0224441-0.0580385j 0.0280958+0.0412367j 0.0677405+0.0146652j 0.0425624+0.00357563j -0.0695364+0.0715395j -0.0530451-0.120733j -0.0223538+0.0318774j 0.0595863+0.0394887j -0.0669446-0.0369325j 0.0450175-0.0207035j -0.0332068-0.012932j 0.0319908+0.0227584j 0.0100904+0.0138633j 0.044985+0.0324969j 0.0232838+0.0335888j -0.0131046+0.0167441j 0.12521+0.0151133j 0.0148159+0.0148407j 0.0599274-0.0261005j 0.0117672+0.0094755j -0.0214636-0.0151125j -0.0352788-0.0153933j 0.0514164-0.0207777j -0.0522888+0.00291102j -0.15213+0.0673849j 0.0332262-0.0349844j 0.0628637-0.0648577j 0.00355773-0.0216482j 0.0838721+0.0176159j 0.0279235+0.06201j 0.0398086-0.0157694j 
-0.000296553+0.00255679j 0.000467221+0.000485471j -0.000340821+0.000976305j -0.00172391-0.00555306j -0.00345286+0.00346643j -0.00811235+0.00337032j -0.000932836-0.00251038j 0.00313984-0.000636119j -0.00091875-0.00620716j -0.00263065-0.0050108j 0.00138572+0.000494054j 0.000618039-0.00216628j 0.00229599+0.00472743j -0.00232054+0.00901869j 0.00339906-0.00206078j 0.00599126+0.00672038j -0.00313503-0.004747j 0.00243579+0.00303694j -0.00525973+0.00112835j -0.00612262-0.00778801j -0.00115498+0.00196295j -0.0130528-0.00161269j -0.00762331-0.00489061j 0.00784714+0.00525514j 0.000655794-0.0131772j -0.00836095+7.93865e-07j -0.00189678-0.0042211j 0.00295777-0.00589064j -0.00371129-0.00110756j -0.00268187-0.000638536j -0.0037657-0.00344041j -0.00670108-0.000466828j -0.00407361-0.00447685j 1.02372e-05-0.0080697j -0.00363115+0.00419463j 0.00249013-0.00398155j -0.00292328+0.00199626j -0.00810779+0.00821649j -0.00908671-0.000919714j -0.00142409-0.00874004j -0.00427793+0.00621869j -0.00300912-0.00626229j 0.00365513+0.00243096j 0.00610076+0.00340161j 0.00592646+0.00897438j -0.00500848+0.00921626j -0.000628523-0.000496621j -0.0109038-0.00484095j -0.00363228-0.00201975j -0.00786357-0.0082819j -0.00388647-0.0015346j 0.00364247+0.00830949j 
0.00144491+0.00205186j 0.00660099+0.00381237j 0.00165719-0.0156417j 0.00478032-0.00304284j 0.00241848-0.00238522j 0.00608923-0.00600651j -0.000461761+0.00309818j -0.00402613-0.00611218j -0.00266917+0.00265262j 0.00277563+0.0150043j 0.0057954-0.0102551j -0.00737538+0.0192229j 0.0090291-0.00640017j 0.000425918-0.00502789j -0.00305735+0.0166064j 0.00483669+0.00936567j 0.00283584-0.0115682j -0.00312856+0.00192857j -0.00179371-0.000537641j -0.00078802+0.00300802j 0.00621386+0.000839774j -0.00256067-0.00828338j -0.000175938+0.00814269j 0.00961753-0.00239479j -0.00546793-0.0122672j -0.0113463-0.00376656j -0.0126784-0.00441009j -0.00390591-0.00448688j 0.00263065-0.00406771j -0.0116563-0.0134077j 0.00896471+0.0120927j 0.00243257+0.00334039j -0.00256987-0.00160599j -0.00247046+0.00283382j 0.00218051-0.00103912j -0.00078383+0.00354315j -0.00139074+0.0081538j 0.0112531+0.00223562j -0.00618989+0.00230036j -0.00386856-0.00366578j 0.0234839+0.00691846j 0.00134134-0.00840431j -0.00353286-0.001869j 0.0107248-0.00580852j -0.00753719-0.00287835j -0.0107434-0.00343992j 0.00766878-0.00843419j 0.00613638+0.00941671j -0.0089551-0.000349502j 0.00392616-0.00448099j -0.00257433+0.00541803j 0.00592754-0.000312567j 
0.00547893-0.00192053j -0.00323116-0.00436656j 0.0133524-0.000885236j -0.00766481+0.0128969j 0.00151491+0.00267261j -0.00212039+0.0108625j -0.00719315+0.00773246j -0.00423889+0.00502858j -0.00186238-5.41125e-05j -0.00371971-0.00783159j 0.000870436-0.000585403j 0.0111024-0.000222698j -0.00255276+0.00847899j 0.0113943+0.00133802j -0.00507477-0.00428564j -0.00230644-0.010869j 0.0149047+0.0125586j -0.00248491+0.00296662j 0.00699947-0.0120115j 0.00466135+0.00332325j 0.00905883-0.00647898j 0.00286095+0.00558947j 0.00331185+0.00473573j 0.00347226+0.00177024j -0.00125582+0.00151406j 0.00397682-0.00173979j 0.0215202+0.00812182j 0.0104295+0.00455639j 0.00519008+0.0125904j 0.00150171-0.00247307j -0.00422263-0.0163079j -0.0124037-0.00641248j 0.0155149+0.00313964j -0.00954921-0.000927392j -0.00155794-0.00911812j 0.0195416-0.0124547j 0.0107104-0.0143834j 0.00349061+0.00907078j 0.0108139+0.00147012j 0.00844743-0.0131644j -0.016005-0.0213431j -0.00610951+0.0191836j -0.0150946-0.00386349j -0.0172192+0.0164924j 0.00443994+0.0037911j 0.00653817+0.00667054j 0.00926991-0.00835966j 0.00782242-0.00313917j -0.00813181+0.0070646j 0.00576549-0.0062914j -0.00331383+0.00352287j -0.00370662+0.0083678j 
-0.00278394+0.00515911j -0.000509958+0.00267999j 0.00635905+0.00815229j 0.0071635+0.00701421j 0.009973+0.00673346j -0.000252383+0.0107016j -0.00341754-0.0111456j 0.00109134+0.00423571j -0.00118405-0.0146015j -0.0106819+0.000280754j 0.0140473+0.00149472j -0.00246165+0.00783464j 0.01467-0.00196957j 0.00376449+0.00233357j 0.0129967-6.75548e-05j -0.0034623-0.00517497j 0.0127959-0.000809257j -0.00149561+0.00112088j 0.00241005-0.00229045j -0.00256277+0.0204348j -0.00283596-0.0196615j -0.00865524-0.013132j 0.00297738+0.0154662j 0.00670768-0.00657813j -0.0034269-0.0230539j -0.000884051+0.00150542j -0.00411454+0.0128759j 0.012693-0.0116508j -0.019917-0.0090381j 0.00909355-0.00678645j -0.0121621+0.0135496j -0.0102715-0.00495713j -0.00979256-0.00725395j -0.00617596-0.00958192j -0.00173259+0.00202676j -0.00243471-0.00347844j -0.00545457+0.00140693j -0.0109702+0.0180185j 0.00850184+0.00576516j 0.0018551+0.0031537j 0.00227939-0.0030441j -0.00347342+0.00994016j -0.0046378-0.00990937j 0.000381457+0.0103226j 0.0122175+0.0146549j -0.00364137-0.00449576j 0.00360103-0.00691125j 0.0010897+0.00913831j 0.00495073+0.00967785j -0.00181149-0.0168791j -0.00489522+0.00104798j 0.00129834+0.0122719j 
0.0043617-0.00417045j -0.00662514-0.00301757j 0.00622008+0.0130516j -0.00137773+0.00106953j -0.0028137-0.00037367j 0.00692044+0.00438617j -0.00130495+0.0059481j -4.7252e-05-0.00313349j -0.00107703+0.00150822j -0.00221839-0.011388j -0.0109384-0.00485262j 0.00331526+0.00133449j -0.00131355-0.00090041j -0.00359855-0.0135467j 0.0199252+0.00626725j -0.00120902-0.00437283j 0.000472545-0.00277602j 0.00143007+0.00146073j 0.00167555-0.000539438j -0.00646782+0.0132698j -0.00120129+0.00481592j 0.00282898-0.000153671j 0.000463436-0.012813j -0.00556867-0.00571098j 0.0025637+0.00464184j 0.0175246-0.00331869j -0.00558678+0.0131607j -0.00152795+0.0031799j 0.00158316-0.00591546j -0.00900777+0.0082272j -0.0122012-0.00566619j 0.0108888+0.0107645j -0.00328303+0.0114667j -0.00431699-0.00365451j 0.00863421-0.00312149j 0.0118974-0.00786384j -0.00187163+0.00900746j 0.00627081+0.0132568j 0.00833029+0.00835383j 0.0029663+0.00642414j 0.00278563-0.0103145j 0.00324975+0.00196486j -0.0184396-0.00497676j -0.00860319-0.000425957j 0.0099948-0.00774293j 0.00195523+0.00266536j -0.00219119+0.00236387j -0.00880088-0.00577767j 0.00750261-0.0145768j -0.0107302+0.0091958j 0.00672528-0.00794583j -6.16961e-05-0.00947715j 
0.00471783-0.00328495j 0.00294825-0.000413608j 0.000541664-0.0130839j -0.00153782+0.00495234j -0.00147295-0.00502503j 0.000927254-0.00517905j -0.00422875+0.00435847j -0.00750665-0.00497887j -0.000698432+0.0116809j 0.0105704+0.00465178j -0.00501598-0.00491314j 0.00842572+0.0141941j 0.00431146-0.00082026j 0.0106553-0.0103572j 0.0067667+0.0107864j 0.0116198+0.0101458j 0.00455298-0.0129302j -0.00465771+0.00444592j -0.00684752-0.00482845j -0.00111869+0.00319718j 0.0116741+0.0016676j -0.0127352-0.00130729j -0.0187724-0.00246313j 0.0124045+0.00275906j -0.0057435-0.0052666j -0.0100286-0.0113806j 0.00516477-0.00346282j 0.0011674-0.00109202j 0.0100976-0.00436208j -0.0184717-0.00425596j -0.00173263-0.00490789j 0.00235628+0.000945277j -0.00422703+0.0100875j 0.00112957+0.000745289j -0.00666366-0.00877132j 0.00559729-0.0115711j 0.0108632+0.00530133j 0.00384388+0.00813089j -0.00572942-0.00304402j -0.00753515-0.0104345j 0.0106355-0.0114133j -0.00868672-0.00251303j -0.00472722+0.00625852j 0.0121746+0.00861119j 0.0103001-0.00735302j -0.0166264-0.000372235j 0.00438181-0.0126945j -0.0082802-0.00034754j -0.00213062-0.00214705j 0.00177867-0.00180397j 0.000952202+0.00112196j 0.00284964+0.000603901j 
0.00127284-0.000403063j -0.000980141+0.000751872j 0.000562825+0.00963447j -0.00400669-0.0109355j 0.00640835+0.00612075j -0.00133119+0.00654494j -0.00368153+0.00415733j 0.00905128+0.00453566j 0.00646874-0.00415929j -0.00480669-0.00149002j -0.00461895-0.000333692j -0.000459022-0.00737641j -0.00755323+0.00392318j -0.00558285+0.00618858j -0.00588513-0.00357234j -0.00360989+0.00363363j -0.00277771-0.0044698j -0.00527242+0.00359677j -0.0016565+0.00678679j -0.000198349-0.00881894j -0.0100272+0.00133161j -0.00344813+0.0141956j -0.00568528-0.00295293j -0.0126077+0.0027534j 0.00840302+0.00868698j 0.00201898-0.00153619j -0.00358602+0.00220869j -0.00442944+0.0044392j 0.00939123-3.37336e-05j 0.00246157+0.00414576j 0.00602249-0.00671834j -0.00342406-0.00539298j -0.000221739-6.44803e-05j 0.00335432+0.00322954j -0.00289575+0.00609734j 0.00577994+0.00211342j -0.00144065-0.00157155j -0.00369716+0.00374391j -0.00180175-0.0101245j 0.0071683-0.00963372j -0.0118311+0.00602191j -0.00155544-0.00740947j 0.00568062-0.00159793j 0.000987921+0.000746177j 0.00294173+0.00334318j 0.00888177+0.00814281j 0.00782545+0.00511148j 0.000523594-0.00929119j 0.00543839-0.00871978j -0.00691341-0.00310113j 0.00154853-0.00387387j 0.00158626+0.00181734j 
-0.0014581-0.00526698j 0.0023071+0.000474366j -0.00940377-0.00875202j -0.0103863+0.00946508j 0.00178305-0.0120153j -0.00722209-0.00336773j -0.00594389+0.0124328j 0.00885977-0.00188793j 0.00511332+0.0051334j 0.00766264+0.00250175j -0.0110118+0.00200659j 0.00927292-0.00140602j 0.00142947+0.010156j 0.0308961+0.00119697j -0.00433838-0.00543606j 0.0133545+0.00567532j 0.00654117-0.000297327j -0.0122701+0.00929444j 0.00530535-0.00810436j 0.00456044-0.0148444j 0.0115782+0.000193516j -0.0101927-0.00041377j -0.00331338+0.00278549j 0.0114784+0.0112009j 0.00324095+0.012229j 0.000918377-0.000987245j 0.00810462-0.00484447j -0.00326481-0.00711232j 0.00686691-0.00449299j 0.00303736-0.000640834j 0.00386443-0.0088629j -0.00854221-0.00722203j -0.0111744-0.00864375j 0.00287782+0.00212936j -0.0118253-0.0148494j -0.0043532+0.0162421j 0.0117165-0.0027024j -0.00384671+0.0097028j -0.0105646-0.00587792j 0.00285704-0.0243838j 0.0114265-0.00670244j -0.00896264+0.00528512j 0.00874338-0.00481265j 0.00814576-0.00571633j 0.000688691-0.00307575j 0.00539447+0.000964841j -0.00237043+0.000427491j -0.00278392-0.000805428j 0.00337761+0.00259973j -0.000790827+0.00539602j 0.00167583-0.00270424j -0.000797742-0.00203143j 
-0.00224909+0.00180455j 0.000904917-0.00153923j -0.00186185-0.00362589j 0.00925101+0.00644658j -0.0154566+0.00110373j -0.00703672-0.00186384j -0.00760796-0.00194648j -0.00578245+0.000550952j -0.00263693-0.000873108j -0.000798015-0.00183664j 0.000181751-0.00572719j 0.0140074-0.00224519j -0.00917785+0.00021387j 0.00858069+0.00294271j 0.00419436-0.00242423j 0.014896-0.00249556j -0.00236509+0.000550126j 0.00881239+0.00343257j 0.00153712-0.0114852j -0.0103935+0.00867886j 0.0087105+0.0113679j -0.0137605-0.00487057j -0.00414712-0.0155429j 0.00592689+0.0112045j -0.000656387+0.00210725j 0.00468774-0.00275106j 0.00937278+0.000487906j 0.000185729-0.0048116j -0.00954792+9.13822e-05j 0.000786522+0.00400973j -0.00813186+0.0111479j 0.0106325+0.00132583j 0.0049901+0.00424231j 0.0085863+0.00605819j -0.00142143-0.0119027j -0.00247022+0.00109921j 0.00253601-0.000499949j 0.000584265-0.0155674j 0.00715599+0.0179538j 0.0076984-0.00455358j 0.00449399-0.00423296j 0.00260501+0.00462744j 0.00153136+0.0163815j 0.000736246+0.00167859j -0.00299307-0.00474436j -0.00348064-0.00181006j -0.00298834-0.00392037j -0.000860279-0.00569937j -0.0063951+0.00818271j -0.00195316-0.0170312j -0.00311367+0.00190251j 6.96684e-06+0.00950678j 
0.00421008-0.0011646j 0.0011036-0.000777096j 0.00130639-0.00121997j -0.00368194-0.00835006j 0.00606917+0.00773679j 0.00196796+0.000459684j 0.00467672+0.00225907j -0.00390197+1.1504e-05j 0.00416116+0.00709212j 0.00376947+0.000518365j -0.00139775+0.00125995j -0.000575211+0.00226605j 0.00168542+0.00201982j -0.0110244-0.00632537j -0.00659216+0.00908658j -0.00515276+0.00161969j -0.00766617-0.00384052j -0.00454369-0.000889326j -0.00713829+0.00729381j 0.000295278-0.00469198j -0.00742195-0.00109445j 0.00304271+0.0110904j -0.00122648-0.000952984j -0.00528267-0.00469268j 0.000247439-0.00445147j -0.0081886-0.00286191j -0.0023099-0.00301524j 0.000455421+0.00692114j 0.00939496+0.000532398j -0.0158797-0.00495924j 0.00655661-0.00838333j -0.00544903-0.00708522j 0.00823022-0.000715772j 0.000315854-0.00297187j -0.0024803+0.0110314j 0.0154668-0.00775692j 0.0027284+0.00180259j 0.000131925+0.00901346j -0.00466855-0.00885391j -0.00636414+0.00427914j -0.0133784-0.00699812j -0.00093917-0.00637973j 1.63063e-06-0.0104512j 0.00132018+0.00438458j 0.00219413+0.00250335j -0.00406911+0.00181741j 0.00677937-9.81003e-05j -0.00143864-0.0010877j -0.00264165-0.00030989j 0.00274094-0.000110764j 0.00136296+0.000611661j 0.000677771+4.79786e-05j 
0.000766769+0.00225651j -0.000405165-0.00367188j -0.00198201+0.000352848j -0.000543241+0.00853748j -0.00544589-0.0103463j -0.0119017+0.00385827j -0.00308142+0.00566913j 0.004811-0.00900948j -0.00634771-0.0123021j -0.00383496-0.0121372j -0.00170538-0.0118349j 0.00112001-0.0126325j 0.00586575+0.00261969j 0.000107377-0.00156714j 0.00468381-0.0173298j -0.00402721-0.0193582j 0.0110638+0.00339445j 0.0176389-0.00235557j 0.00659463-0.00394466j 0.00440385-0.00689562j 0.0105258+0.0127378j -0.00441019-0.0260979j 0.0118063-0.00855451j 0.0133955-0.00219512j 0.00213569+0.00524203j 0.00950517+0.0063122j -0.00792615-0.004727j -0.00377858-0.00725727j -0.00623225+0.00529131j 0.018547-0.0043713j 0.00397815-0.00641888j -0.0182759+0.0119513j -0.00337891-0.00146914j -0.0152522-0.00638496j 0.00205941-0.00785086j -0.00396034+0.0108358j -0.00872247-0.00410322j 0.00146981-0.0111702j 0.00513035+0.000922898j 0.00253318-0.0049238j 0.00940723+0.003371j 0.00805052+0.00214926j -0.00232997+0.0133143j -0.00839245-0.00663239j -0.00847535+0.000720632j 0.00477868-0.00176059j -0.00363634-0.00108978j -0.00116731+0.00293312j -0.0030578+0.00213427j -0.000945046+0.00056795j 3.6253e-05+0.00100153j 0.00112657-0.000358037j 
0.00392567-0.0010887j 0.00208295-0.00399443j -0.0015803+0.00532996j -0.0112361+0.00267102j 0.00869489-0.0114439j -0.00920788+0.000868344j -0.000874079-0.000459777j 0.00345298-0.00703862j -0.00239942-0.00845976j 0.00840945-0.00896444j -0.000773903-0.0137787j -0.00524103-0.00627728j 0.00290636+0.00349257j -0.0129577-0.00533345j 0.00200807-0.006666j -0.00251885-0.00920552j 0.00678696-0.0120679j 0.0048907+0.00206056j -0.00407244+0.0136332j -0.00159006-0.00706686j 0.00225836+0.0156552j 0.00372685-0.00373195j -0.0055337+0.00164742j -0.00439985+1.17333e-05j -0.000936873+0.00154254j 3.16702e-05-0.00718873j -0.00691213-0.00244581j -0.00165648-0.00225741j 0.00589234-0.00687902j 0.00188524-0.00317728j 0.0130476-0.0173347j -0.0176688+0.00417564j -0.0143258+0.00723903j -0.0101854-0.0111243j 0.000642642+0.00656355j -0.000164409-0.00324741j -0.00193937-0.00994007j 0.00376728-0.0084467j -0.00368888-0.0141867j -0.00469335-0.00164392j 0.000312643+0.00654286j -0.00435753-0.00526224j -0.00181798+0.00633612j 0.0013242+0.00207813j 0.00180289+0.00227727j -0.00257096-0.00321732j 0.00877298-0.00985628j -0.00435185-0.00104695j 0.0034605+0.00197454j 0.00173937-0.00718685j -0.000468033+0.000724215j 0.000926543+0.00384945j 
0.00703374-0.00126253j 0.00168737-0.00637412j 0.00254478-0.0156282j 0.00517668-0.00889843j 0.00524979+0.0101685j 0.0197514-0.00561323j 0.000199395+0.00701832j 0.00661277-0.00615716j 0.0123483+0.00181831j -0.00663323-0.0164049j -0.00529729-0.00742457j 0.0168795-0.00153177j 0.00840847+0.0052873j -0.00782825-0.000749495j 0.00306493+0.0119843j 0.00804386-0.00570243j -0.00807898+0.0226578j 0.00964074-0.000374833j 0.00241263+0.000111814j -0.00135705-0.00322863j 0.00183896+0.0120885j 0.00249141-0.00540731j 0.00810112-0.0199654j 0.0156569-0.000584263j -0.00411979+0.000684009j 0.00886238+0.00749216j -0.00979958-0.00090939j -0.0139472-0.00250483j -0.00738266+0.00643507j -0.00934046+0.00322161j 0.00353738+0.00165089j -0.00801466+0.00635044j 0.0278954-0.0082359j 0.00256125+0.000133431j 0.00471999-0.0108686j 0.0225147-0.00293805j -0.00215635+0.0124532j -0.013471+0.00410636j 0.00603786+0.00273516j -0.006295+0.0013553j -0.00200051-0.000881748j 0.00744324-0.00531597j 0.00242256+0.00758488j 0.00163763-0.00405149j 0.00541591-0.00970508j 0.00479532-0.00704025j -0.000428231-0.00755475j -0.0110957+0.00178484j -0.00678518+0.00234473j 0.00198188-0.000617893j 0.00379783-0.00261709j 0.000702263-0.00224031j 
-0.000599858+0.00538862j -0.00238031+0.00115702j 0.0104246+0.000355993j 0.000325506-0.00319526j 0.00184476-0.00504293j -0.00564561-0.000285195j 0.0103028-0.0126964j -0.00695928-0.000947315j -0.00714382-0.001409j -0.0016509-0.00101794j -0.00147777+0.00460347j 0.0025461+0.00315001j 0.00284638+0.00306325j -0.0153681+0.00602246j -0.00873553-0.00599851j -0.00114774+0.00765944j -0.00554612+0.00812867j 0.00202056-0.00229582j -0.0101126+0.00147274j 0.00752675-0.0142587j 0.00541204-0.00302404j -0.00601579-0.00665284j -0.00135475+0.00582802j 0.00297022-0.00107673j -0.0121015-0.0164495j -0.0160929-0.00224837j 0.00669125+0.000872473j 0.0108549-0.000732845j -0.00807033+0.015072j -0.00453084-0.00226322j 0.00517382-0.012551j -0.0136406+0.000578719j -0.00346624+0.00581571j -0.00651932-0.00561251j -0.00852789-0.000855245j 0.00176972-0.0151077j 0.00593319-0.00539541j -0.0178144-0.0110647j -0.0104912-0.0121091j -0.00148719-0.000564632j -0.00901733-0.00706874j 0.00111438+0.00727234j -0.000416246+0.00837154j -0.00466454+0.0116741j 0.00471974+0.00569224j -0.00237978+0.00212691j 0.00196945+0.000766544j -0.00366821+0.0115047j -0.00711969-0.000671026j -0.00296865-0.00114252j -0.00755497+0.00112083j -0.00139215+0.00484146j 
0.00119496-0.000663519j -0.000959845-0.0020636j 0.0018594-0.00187957j 0.00113072+0.000203349j -0.00346281-0.00281737j 0.000573112-0.00263919j 0.00611601-0.00420485j -0.00106428-0.000642863j 0.000795154+0.00215284j 0.00401517-0.0113825j -0.00289654-0.00169523j 0.00214869+0.00231373j 0.00269975+0.00502157j -0.0109314+0.00307525j -0.00169368+0.00116638j -0.000621331+0.00173554j -0.00404764+0.0023322j 0.00361987-0.00350614j -0.000553375+0.00415538j -0.00326497-0.00106256j 0.00394325+0.00448178j -0.00118128-0.00624915j 0.00175954-0.00362045j 0.00757525+0.00268968j -0.00623677-0.00195061j -0.0043501+0.000486256j 0.00112993-0.00191837j 0.00421508-0.00584485j -0.00177523+0.00178818j -0.0080639+0.00282151j 0.00138448-0.0101828j -0.0103199+0.00633154j -0.00305033+0.00317302j -0.0051075-0.000768279j 0.00109809+0.000731354j 0.00464882-0.00595226j -0.000489886+0.000122824j -0.00937745-0.000948949j -0.00475382-0.00601028j 0.000259668+0.000413484j -0.00687841+0.00041512j 0.00218885+0.000980613j -0.0030389+1.91436e-05j 0.0018506+0.00480573j 0.00979611-0.0012097j -0.00727513-0.00305392j -0.00323171-0.00189412j -0.0100686-0.0011787j 0.000888996+0.00182249j 0.00431391+0.000137368j 0.00104648-0.000201968j -0.00133399+0.000440914j 
-0.00228443-0.00188035j 0.000135239-0.00509305j -0.00226139-0.00274159j -0.00221771+0.00483429j 0.00832679-0.000336673j 0.00820196-0.00640456j 0.00144833+0.00503031j -0.000999791-0.00968595j -0.00341826-0.00799978j 0.00340373-0.00568883j -0.00440533-0.00366063j -0.00260069+0.000382228j 0.00182986-0.00403975j 0.00896722-0.00304838j -0.00678989+0.00527111j -0.00161197+0.00477802j 0.000767415+0.00418228j -0.00028799+0.00248671j -0.000360976+0.000128414j 0.00514629+0.00127226j 0.00333915+0.00366964j 0.0145621+0.00320252j -0.0100085+0.00633456j 0.00124246-0.00284337j 0.00272133+0.00759577j -0.00163173-0.00389316j 0.00568423+0.00167623j -0.011207+0.00793986j -0.000740449-0.00251635j -0.00217419-0.00841295j 0.00202175-0.00138235j 0.000111527+0.00125173j -0.000853244+0.000641975j 0.00453989+0.00629406j 0.0047417-0.00542102j 0.0090854+5.16087e-05j -0.00186775-0.0003978j 0.00751804-0.00372242j -0.0012982-0.00668167j -0.0101473-0.00274317j 0.00486251+0.0108087j -0.00458504+0.00215447j 0.00138451-2.4973e-05j 0.00703956-0.00399009j 0.0036111-0.00355122j -0.00510167-0.00512609j 0.00374364-0.00182834j -0.00404012-0.00454742j 0.00992032-0.00213642j 0.00607101-0.00288754j -0.0015708+0.000272397j -0.000187018-0.00129722j 
0.00242339-0.000863726j 0.00161284-0.00038305j -0.00131539+0.000144467j -0.00322342-0.00204298j -0.00226823+0.00794368j 0.00184808+0.0022441j -0.00487079+0.00604741j 0.00474085-0.000736709j 0.000940277-0.0036127j -0.00219443-0.00194367j -0.000700337-0.00715405j 0.00181844-0.00333077j 0.000516904+0.00480606j -0.00279327-0.00154618j 0.0105303-0.000108649j 0.00263796-0.00599024j 0.000915428-0.00906665j 0.00228988+0.000549499j -0.000626013+0.00300478j -0.00922792+0.00568824j -0.000718983+0.00679741j -0.00375017+0.00579281j -0.00349027-0.00958684j 0.000881582+0.000797272j 0.00198594-0.00158417j 0.00855878-0.00164419j -0.00476875+0.00516202j -0.00143115-0.00288369j 0.00277237-0.00754883j 0.00433974+0.00165186j -0.00426301+0.00425345j 0.00763053+0.00157924j 0.00257702-0.000667067j -0.000671022-0.00171286j 0.00159229+0.000162887j 0.00152032+0.000420017j -0.00600966+0.00177189j -0.00243742+0.0010228j 0.00588316+0.00895169j -0.00386731-0.00125634j 0.00387051+0.000438822j -0.00150686-0.00635037j 0.00238862+0.00141404j -0.000596517-0.00178262j 0.000267152+0.00292704j 0.00478166-0.0016799j -0.000791549-0.00367835j -0.00256796-0.00202901j -0.00632187+0.00587577j -0.00148766-0.00641385j 0.000790951+0.000192588j 9.28061e-05+0.00305709j 
0.00171915-0.00284896j 0.00253597+0.0043865j 0.00333259+0.00303505j -0.0169904-0.00621173j -0.00590405+0.0039544j -0.000233706+0.00441464j -0.00333372-0.00340165j 0.012416+0.00182216j 0.000183323-0.0004912j 0.0208547+0.00321411j 0.00122537-0.00526601j 0.00122832+0.00463325j 0.00122783+0.00891813j -0.0101132-0.00783834j 0.0271053-0.00224521j -0.0108662-0.00544179j -0.00287254-0.0207633j -0.00166379+0.0085672j -0.011453+0.00380664j -0.00140267+0.0108417j -0.00142188+0.00183092j -0.00189026+0.00389305j -0.00942003-0.0157385j 0.00648184+0.00323094j -0.00117844-0.0118669j 0.00554962-0.00359619j -0.00429589+0.00428176j 0.0133142-0.0157814j 0.017935-0.00421835j 0.00845109+0.0163356j -0.00931633-0.00326606j 0.0162891+0.00172326j -0.015395+0.00175338j -0.000325452-0.0129728j -0.00457399+0.00653394j -0.011553-0.00549605j -0.00415159-0.00423354j -0.00787873+0.000614817j 0.0071573+0.00279684j -6.5522e-05-0.000833698j -0.0068308-0.0063252j -0.0060969-0.00539117j -0.000896155+0.00947446j -0.00186423+0.00514876j 0.00410969+0.00383975j 0.00097887+0.00431842j -0.00901715+0.00172184j -0.00192017+0.00335662j 0.000301707+0.00442705j -0.00342601+0.00937403j 0.00778359-0.00205038j -0.000956817-0.0031362j 
-0.00146039+0.00622907j -0.00025539+0.00190925j -0.000865584+0.00810724j 0.0119241+0.00258706j -0.00158577+0.00190447j -0.0129757+0.00850333j -0.00462164-0.00441058j -0.00566039+0.0062011j 0.000993612-0.00583807j -0.0195789+0.00461524j 0.012816+0.00174395j 0.000474576-0.00878162j -0.00797873-0.00109663j -0.00481147+0.0110037j 0.000446651-0.00937236j 0.0141072-0.000697848j -0.000293809-0.00485172j 0.00240674-0.00630407j 0.00433116-0.0016972j -0.0107697+0.00261467j -0.00289416-0.000974526j -0.0197133-0.00240977j -0.00215519+0.00576375j -0.00620851+0.00474504j -0.00361569-0.00382954j -0.00633314-0.00346695j 0.00105706+0.00181196j 0.00118385+0.000883982j -0.0221973-0.0078324j -0.00109646-0.00541737j 0.00182297+0.00681035j -0.0115816-0.00764053j 0.00175022+0.00163348j 0.00164073+0.0021249j -0.0029652+0.00533828j -0.00621832-0.00154518j 0.00509783-0.00126943j 0.0021785-0.0040872j -3.61288e-05+0.00428682j 0.00917393-0.00355732j -0.00263722-0.00174902j -0.00158741-0.000342838j 0.00223959-0.000771121j 0.00299969+0.00737159j 0.00408562+0.00662913j -0.00308185-0.0013936j 0.0079214-0.0074894j -0.00899431-0.00759835j -0.00766016+0.0051024j 0.000779931-0.0186961j -0.00983916+0.00313509j -0.000446994+0.0124097j 
