0.00425875+8.50015e-17j -0.00866424+8.79902e-06j 0.0090355+0.00142028j -0.0122932-0.00184978j -0.00546928-0.000181518j -0.0139227+0.000858835j 0.0127715+0.00411156j 0.0115444+0.00190962j 0.00356629+0.00196258j -0.011212-0.00315855j 0.025473-0.00152758j -0.0188698-0.00466162j 0.0153663+0.00305724j -0.00761009+0.00366957j -0.0151639-0.00101717j -0.00428134+0.000414392j 0.0156406+0.00306803j 0.00621995-0.00245595j 0.0134949-0.00098809j -0.0105483-0.00195931j 0.00120503-0.00201878j -0.0116094-0.00213298j 0.000194455+0.00203856j 0.0132378-0.000667945j -0.0158542-0.00177022j -0.00168268-0.00160886j 0.00563123+0.00183599j -0.0147733-0.00227322j 0.000644385-0.000760507j 0.00257812+0.00478827j 0.00564159+0.000642971j 0.00970075-0.000780251j 0.000155552+0.00219678j 0.00401836+0.00179967j 0.00150642-0.00213206j 0.0086602+0.000641982j 0.0110353+0.00124973j 0.00251186+0.000381668j 0.00116359-0.00287752j 0.00489983+0.000383394j 0.00150992-0.000117304j -0.0036462-0.00188516j -0.0025693+0.00106962j -0.00826842+0.00341236j -0.0123913-1.78763e-05j 0.00224402+0.00010048j -0.00588904+0.000186716j -0.00323448+0.0020939j 0.0106821-0.000623674j 0.0061078-0.00222112j -0.00445068-0.00312449j 0.0139173+0.0049626j 0.0104621+0.00578987j 0.0148715+0.00100915j 0.00489362-0.000231693j 0.0102674-0.00101013j 0.00845313-0.00182416j 0.00474483+0.00328865j 0.00370728-0.0033374j -0.0169252-0.000152451j 0.0171214-0.00183343j -0.000349247+0.00121621j -0.00533529-0.00115224j 0.00481343+0.00177058j -0.00710278-0.00167687j -0.0037152+0.00726538j 0.000234633-0.000687623j 0.0170776+0.00403973j 0.000959257-0.00819018j -0.0227738-0.00300814j 0.00392202+0.00546961j -0.0183652-0.00088974j -0.0046601-0.00232255j 0.0188707+0.00750961j 0.0233758+0.00568486j -0.00931922+0.00718658j -0.0605736-2.16669e-05j -0.0152686-0.00372638j -0.014974-0.00918463j -0.0145024-0.0223985j 0.0128242+0.00227074j 0.0144939+0.00510558j -0.133832-0.0111621j 0.0267347-0.0270465j 0.0517646+0.0123918j 0.0297769+0.000268713j 0.00676863-0.0099515j -0.0363425+0.00216937j 0.0168346+0.0128527j 0.0269223-0.00373355j 0.0146776-0.000633008j -0.0152327-0.010913j -0.025896+0.0053409j -0.0203994-0.010431j -0.0143557-0.0109606j -0.0648854+0.00690604j -0.00266164-0.00320287j -0.118761+0.0136988j 
0.00474483-0.00328865j -0.0106437-6.51999e-05j -0.00674756+0.00682579j -0.0416056-1.54587e-05j -0.0617375+0.00491658j 0.026996+0.00393827j -0.015621+0.00256508j -0.000652292+0.00336597j -0.0229353+9.99932e-05j 0.0219238+0.00443001j 0.0297746-0.00342313j -0.219893+0.00731801j 0.101479+0.00287592j 0.115163-0.00736574j 0.0768098-0.00885168j 0.00925843-0.00778641j 0.0496096+0.000265736j -0.016434-0.0035981j 0.156649-0.00407803j -0.0472124-0.00448227j -0.00866252-0.000997023j 0.131083+0.000157365j -0.269497-0.000391257j 0.0164419-0.00510523j -0.13999-0.000555792j -0.21734-0.00923582j -0.060238+0.00338244j 0.0406029+0.000814144j -0.0100242-0.00351744j -0.04518-0.00581164j -0.127793-0.000490725j -0.192397+0.00482902j -0.164305+0.00234478j -0.0641423+0.00169038j 0.0548619-0.00950935j 0.0126786+0.00414671j -0.135736+0.00578607j -0.125612+0.00322012j 0.0467677-0.002024j 0.0507762+0.00561855j -0.0814099+0.00239598j 0.040888+0.0060559j -0.0117505-0.00257151j -0.0332592+0.00602801j -0.0962701-0.00499035j 0.048325+0.00187154j -0.0719959-0.00280007j -0.0424824+0.00744969j 0.00470971+0.000551401j 0.0819318-0.0011213j -0.0531836+0.00218852j 0.00491609+0.00724855j 0.106932-0.000799696j -0.000844168+0.00238864j 0.0474845+0.00903488j 0.0146651+0.000989348j 0.0100496-0.00115126j -0.112898+1.13906e-13j -0.0237778-0.00485673j -0.013923-0.00369813j 0.00751098-0.00694433j 0.00794011-0.00427492j 0.0563173-0.00231049j -0.0269214+0.0045221j 0.0193653+0.00164457j 0.0400219-0.00463477j -0.017111+0.00195238j -0.0294157-0.0023764j -0.0136741-0.00215877j -0.0184083-0.000733299j 0.00574803+0.000628386j 0.00830964-0.000488865j -0.0326913-0.00291021j 0.0344723-0.0022013j -0.016308+0.00030594j -0.0363968-0.00630225j -0.0201742-0.00169432j 0.00679637+0.00166245j 0.0251653-0.00224652j -0.00587015-0.000181941j -0.00801624+0.000706924j -0.0284914-0.00567059j -0.0112632+0.00169334j 0.000118541+0.00014602j 0.00942548+0.00405912j -0.00790469-0.00304332j 0.00707542-0.00298977j 0.0207665-0.0012633j -0.000927668+0.00197483j -0.0230756-0.0073198j 0.0122153-0.00274892j 0.00983546+0.00293988j 0.00290436-0.00225532j -0.0232855-0.00210161j -0.0144486-0.00127163j 0.00767683+0.00226906j 0.00534752-0.00129022j 0.0078254+0.000828901j 
0.00370728+0.0033374j 0.00543704-0.001028j -0.0200255+0.00388369j -0.0309951-0.00260866j 0.00798962+0.00386826j 0.00972572-0.0024188j 0.104234-0.0034845j -0.00138383+0.00302019j -0.105067-0.00101827j -0.0944714+0.00537914j 0.00377414+0.003005j 0.0873222-0.00471561j -0.0458263+0.00845282j -0.054948+0.00773376j 0.0316683-0.0019657j -0.0321996-0.00039414j 0.0380405-0.00392325j 0.0894455+0.00108943j -0.191095-0.00798724j 0.127169+0.00583132j -0.125645+0.00230404j 0.00387229-0.00129893j 0.0457467-0.00172725j -0.0299095+0.00306702j 0.108086+0.00217886j 0.16465+0.00604821j 0.108959-0.00543148j -0.152071-0.00438887j -0.0551424-0.000947008j 0.146763-0.00171414j 0.0149561+0.000581393j -0.134943+0.00801584j -0.0184983-0.000884964j -0.0110862+0.00210956j 0.0672101-0.00141323j 0.0818869+5.02148e-05j -0.0565383+0.000585183j -0.0113471+0.00134246j 0.0872136-0.00350776j 0.0321202+0.000674596j -0.129043+0.00328539j -0.101683-0.00237587j -0.117524-0.00374733j -0.0306178-0.00513672j 0.0852691+0.00544754j 0.0334735-0.00592494j -0.0147361-0.00140906j 0.0467486-0.00532708j -0.132756-0.000165424j -0.00432054-0.00508045j -0.0847045-0.00596661j 0.0193872-0.000353975j 0.0756401+0.00285073j 0.0762561-0.00176823j 0.0722099+0.00318456j 0.0241395+0.00318115j -0.0709366-0.00765975j -0.0237778+0.00485673j 0.0331282+9.41087e-16j 0.0225068-0.00433315j 0.0214847-0.00360738j 0.0349964-0.000711518j 0.0060036+0.00455875j 0.034085-0.0027441j -0.0154618-0.00199213j 0.0126937-0.000578511j -0.0431308+0.00151496j 0.000299634+0.000795562j -0.021652+0.000514266j -0.0264752-0.00406755j 0.0117425-0.0046814j 0.00564054-0.00275903j -0.0480735+0.00336729j 0.0137042-0.00321581j -0.00967346+0.00238651j -0.000382891+0.000723969j -0.0103737-0.00143495j -0.0357371-0.00402699j -0.00692035-0.00221866j -0.00513625+0.00123949j -0.0232494-0.000149366j -0.0150158-0.00450064j -0.0223963+0.0013429j -0.00368768-0.0031096j 0.00208515+0.00217649j -0.00768972+0.00058671j 0.000763792-0.0012596j 0.00769329+0.00284526j -0.022983-0.00139338j -0.00191009-0.00528648j -0.00582973-0.00270503j -0.00230572-0.00177978j -0.00347671-0.000927914j -0.001241+0.00100115j -0.00758055+0.0034842j 0.0175801+0.0019729j 0.0124628+0.00155158j -0.000388328+0.00292371j 
-0.0169252+0.000152451j -0.010754+0.00857217j -0.063244+0.00733014j 0.00675834-0.00857484j 0.0108479+0.0110786j 0.0980473+0.00032663j -0.0857403+0.0105038j -0.0768785+0.00397129j 0.0296886-6.96347e-05j -0.105795-0.00573966j 0.0949493-0.00276305j -0.0103532+0.0209605j 0.0717488-0.00033135j -0.0208458-6.71169e-05j -0.224661-0.00118233j 0.00763747-0.00240012j -0.113947+0.00341134j -0.0944201+0.00165333j -0.0352944+0.0038651j 0.00225689-0.00722475j 0.0129587+0.00271544j 0.227528+0.0027487j 0.00114691-0.00390033j 0.0347487-0.0016831j -0.190044-0.00810912j 0.15461-0.00739759j -0.224351+0.00256941j 0.200181-0.00175479j -0.133544+0.00959981j -0.187266-0.00411438j 0.0111832-0.00034393j -0.0683489-0.00562714j 0.0165613-0.00292783j -0.00661053+0.00209332j -0.0404529+0.00524985j -0.00950978+0.00489193j -0.116143+0.00082726j -0.0703017+0.00304847j -0.00756445-0.00300304j 0.0329085+0.000106727j 0.155435-0.00601638j 0.0895183+0.00332471j -0.09587+0.00315821j 0.116136+0.00104487j 0.11115-0.000673096j -0.0553184-0.000558236j 0.0176697-0.0089479j -0.00919145+0.00586037j -0.107424-0.00408263j -0.099448-0.00329474j 0.049813+0.000487176j -0.0251727+0.000325549j 0.0746685-0.00130166j -0.0690188+0.00380206j 0.0291278-0.00451813j -0.00848955-0.00266978j -0.0374678-0.00431857j -0.013923+0.00369813j 0.0225068+0.00433315j -0.0271863-6.75501e-15j -0.0825659+0.00212803j -0.0036451+0.000852874j -0.0179308-0.00188962j -0.0151988+0.0039886j 0.0436062+0.00714275j 0.0173556+0.000445777j 0.0136134+0.00314857j -0.0179516+0.00130475j -0.000406592-0.000781101j -0.0219687-0.00927444j 0.01016+0.00297226j 0.0406199-0.0032916j 0.0235317-0.00214524j -0.00716365-0.008341j -0.0225089-0.00504798j -0.0298495-0.00126292j -0.0051158-0.00134034j -0.0284384-5.20269e-05j -0.0199778+0.0028437j -0.0344439+0.000191158j -0.000165597-1.27569e-05j -0.00796153+0.00151291j 0.0188051-0.00398986j -0.0289607-0.00517322j -0.000782081-0.00969131j -0.0218116-0.00612737j 0.0249216+0.00553889j -0.0309212-0.000959304j 0.0098257-0.00222466j -0.027304-0.000969857j -0.0214094-0.00609578j 0.0174978+0.00135396j -0.00195014-0.00110292j 0.00207908+0.00490721j -0.00787686-0.0040792j -0.0108366+0.00426938j -0.00250623+0.00469971j -0.0136309-0.00188021j 
0.0171214+0.00183343j 0.0080615-0.00545112j -0.0107943-0.0055102j 0.0137433-0.00107827j 0.128672-0.0155592j 0.00101934-0.0108346j 0.0537475-0.000126198j -0.120625-0.00311548j 0.129472+0.00382418j 0.00544552-0.00508954j -0.0804568-0.00232205j -0.178897+0.00803053j -0.0522151-0.00168122j 0.0144035+0.00248228j 0.00602417-0.00376781j 0.0101019+0.00503464j 0.0575864+0.00525576j -0.0173528-0.00245848j -0.122894-0.00029048j -0.00418136+0.0100518j 0.0120696-0.00219637j -0.0436681-0.00365507j 0.0943297-0.000500693j 0.0511654-0.000195662j 0.120263+0.00242762j -0.0251656-0.00674211j 0.166419-0.000283495j 0.0331193+0.00212328j 0.0481493-0.000200308j -0.148927-0.007665j 0.179962-0.00011916j 0.110265+0.000123897j 0.0536574-0.00157855j -0.0999772+0.00556747j 0.137417-0.00362176j -0.0152229-0.00135359j -0.0802675-0.00272313j -0.225483+0.00179737j -0.225349+0.00181419j 0.0734508-0.00087696j 0.0640592-0.000412447j 0.0664679+0.000152926j 0.0632179-0.0062172j 0.13608-0.00119562j 0.00978904-0.00114798j -0.138324-0.000703404j -0.0124574+0.00834531j -0.0423462+0.000506713j 0.0267289-0.00223517j 0.011281-0.00334161j -0.0162333-0.00276932j 0.0311961-0.00141563j 0.0709215+0.00120806j 0.00774527+0.000814779j -0.10751+0.00535482j -0.050804+0.00362714j 0.0183357+0.000309775j 0.00751098+0.00694433j 0.0214847+0.00360738j -0.0825659-0.00212803j -0.105858-5.81393e-15j -0.0456289+0.00821358j -0.0166443-0.00203494j -0.0486246-0.00367655j 0.0163297+0.00296088j 0.0388016+0.00114172j 0.0110278-0.00119127j 0.00840397+0.00253962j 0.00353303-0.00118642j 0.0378427-0.00325416j -0.00382931+0.0041464j -0.039392-0.0050472j -0.0156224-0.00364922j -0.00612476-0.00269778j 0.0270777-0.0075746j 0.0134367-0.00118232j -0.0334197-0.00384083j 0.00727838+0.00156253j 0.0142391+0.000260752j -0.0483256+0.00248022j 0.0274929+0.00370223j 0.00780203+0.0112453j 0.0148249-0.00211288j -0.0179075-0.00418365j -0.00756001-0.00316684j 0.014453-0.00262767j 0.0401483+0.00383447j -0.0170876-0.00110001j 0.0282822-0.00120757j -0.0245531+0.00284085j -0.0295422-0.00218575j 0.0337796-0.000911284j 0.00609192+0.00730132j 0.0346852+0.00218708j 0.0145864-3.13669e-05j 0.00326222-0.00141002j 0.012477+0.00292587j -0.00399141+0.00283046j 
-0.000349247-0.00121621j -0.0079487+0.00276529j 0.0504436-0.0051932j 0.0223648+0.0121777j 0.0352904+0.00436595j 0.128151-0.00621592j 0.0464417+0.00700355j 0.20222-0.00449567j 0.0629752-0.0145307j 0.00206781+0.00613876j 0.106405-0.016619j 0.00467558-0.00669405j 0.0194284-0.00114656j 0.0156161-0.00611948j -0.109381-0.00231078j 0.362357-0.00352304j -0.116069+0.003622j 0.00680691-0.00534749j 0.34034+0.00872996j 0.229413+0.00473736j 0.122182+0.0100755j -0.219066+0.000953038j 0.153645+0.00215092j 0.0414811-0.000776127j 0.0888392-0.00137843j 0.0820808+5.45496e-05j 0.0660096+0.00251002j 0.0358508+0.00503117j 0.100123-0.00148869j -0.0469855-0.00841845j -0.122598-0.00190718j -0.101874-0.00300589j 0.021421+0.00269527j 0.0604408+0.000718383j 0.00891582+0.00245269j 0.170608+0.000334986j -0.0152362-0.00164668j -0.0751945+0.00577234j 0.0574199+0.000760166j 0.0556776+0.000345259j -0.027148-0.000615336j 0.145961-0.00795813j -0.00735028+0.00056807j -0.110295-0.00227798j 0.04131+0.00275866j 0.0644833-0.00269407j -0.0691845-0.00318555j -0.0481238-0.00035488j -0.0453854+0.00136144j -0.00578568-0.00126985j 0.0173537+0.00283765j -0.0290616-0.00103316j 0.0291722-0.00162076j -0.0054315-0.000206359j -0.0677403+0.00245369j 0.052687+0.00245108j 0.0127945-0.00136836j 0.00794011+0.00427492j 0.0349964+0.000711518j -0.0036451-0.000852874j -0.0456289-0.00821358j 0.0321117-4.4886e-16j 0.00586317-0.000353386j 0.0140825+9.89294e-05j 0.00409392+0.00259869j -0.00307999-0.001634j -0.0276423-0.00222941j 0.0194323-0.00248628j 0.00671169-0.000487602j -0.0255883-0.00366224j -0.0215463-0.00179646j -0.022649-0.00276639j -0.00560264-0.00358743j -0.0308095+0.000535578j 0.0202115+0.00115495j -0.00712059+0.00397442j 0.0195783+0.00227185j -0.017804+0.00505347j 0.0337171+0.00250007j 0.00519649+0.00360493j -0.0149674+0.00363313j -0.0294011-0.0030522j -0.00961771-0.00172695j -0.0258355-0.00308993j -0.00707265-0.000176141j -0.0221312-0.000748252j -0.000653501-0.00287415j -0.00491825+0.00136909j 0.00979852-0.00170113j -0.0133834+0.00412215j -0.0327477+0.00197849j -0.0176578+5.1295e-06j -0.0176659-0.00513043j -0.000289778+0.00754397j 0.00394606+0.0026589j 0.011431+0.00057384j -0.0059673-0.000617347j 0.00603576-0.00222054j 
-0.00533529+0.00115224j -0.00673811+0.00230538j -0.0306941+0.00422488j -0.0143795-0.00461715j 0.0229641+0.00350747j 0.0439219-0.00649093j 0.129664-0.00193457j -0.0445102+0.0104486j -0.0160775+0.00479749j -0.035159-0.0059251j 0.0298-0.00746225j 0.0737698+0.000406104j 0.0544977-0.00186512j -0.149526+0.00167912j -0.0211034+0.0100977j -0.0474203-0.00205655j 0.0257241+0.00345452j 0.126234+0.000220892j -0.110234+0.00380436j 0.189492+0.00132574j -0.0358237+0.00535632j -0.0307044+0.00555982j 0.063751+0.00100232j -0.0776717+0.001434j 0.150594+0.00186199j 0.154354+0.00219131j -0.0224513-0.00525807j -0.0646809-0.0032573j 0.0565787+0.00411855j 0.0693931-0.00100918j -0.0228393+0.00105165j -0.0826529+0.00377487j 0.0596432+0.00240697j 0.0383511-0.00107754j -0.0492043-0.00398139j -0.122679+0.0029323j -0.10586+0.00533053j 0.0135229-0.00391062j -0.112289-0.00609073j 0.081447-0.000658766j 0.0067445-0.00776613j -0.00478002-0.00118947j 0.0636801+0.00161183j 0.0772315-0.00635801j 0.0396891+0.00203908j 0.0210913+0.00195952j -0.0333768+0.00870883j -0.0340915-0.00248557j 0.00220364+0.00182108j 0.00717562+0.00210642j 0.00776593+0.00023814j 0.0388846+0.00640456j 0.0173004-0.00305155j -0.0322655-0.00420607j 0.0512257-0.00127898j 0.0383516-0.00359995j 0.0557555-0.00307467j 0.0563173+0.00231049j 0.0060036-0.00455875j -0.0179308+0.00188962j -0.0166443+0.00203494j 0.00586317+0.000353386j -0.0197748-4.43656e-16j -0.0106767-0.00290745j 0.026491-0.000143995j 0.0189876-0.00258836j 0.00653136-0.000803968j -0.0295813+0.000805133j -0.0443188-0.00223064j -0.0249348-0.0054057j 0.01772+0.00157171j -0.00477806-0.00298715j 0.00996079-0.00139522j -0.0293642-0.00136695j 0.0235436-0.00159428j -0.00183478+0.000724219j -0.0292393-0.00201182j 0.00765208+0.00210295j -0.0107929-0.00137802j 0.00259428+0.000523549j 0.00923343+0.00421125j -0.0114708+0.00185683j 0.000119079-0.00217111j 0.0194879-0.00184714j -0.0142589-0.00413107j 0.0166924+0.000757493j 0.0167022+0.00109137j -0.0027875-0.000406282j 0.00272225+0.00565771j -0.025727-0.000495936j -0.00319181-0.00303251j 0.0194489+0.00190351j -0.00644521-0.000986212j -0.00297039+0.00193719j -0.0151499-0.000309975j 0.00575163+0.00388881j 0.00766927+0.00199454j -0.00492152+0.000588569j 
0.00481343-0.00177058j -0.00697348-0.00329407j 0.0116163-0.000109702j -0.00919377+0.000385037j 0.0309909-0.00553398j -0.127726-0.000153885j 0.0564017-0.0102228j 0.0170436-0.001327j 0.0240952+0.00553122j 0.0270198-0.00429343j 0.0429991+0.00027741j -0.0809374-0.00464187j -0.0416703+0.00127579j 0.0102211-0.00100628j 0.039658+0.00195078j 0.00221184-0.00153406j -0.0217764+0.00168764j 0.128027-0.0010789j -0.0801661-0.000505048j -0.203051+0.0086896j -0.0521541+0.00838781j -0.0675467-0.000236397j -0.0492984+0.000483075j -0.0832541+0.00813563j 0.0825996+0.00568709j -0.156991-0.000872532j 0.169208-0.0037455j 0.00348378-0.00308509j -0.00469203-0.00234438j 0.144413+0.000524006j 0.112996+0.00652879j 0.0652441+0.00234758j 0.0382628+0.003826j -0.0249301+0.00323798j 0.0247491+0.00296448j 0.108454-0.000674202j 0.0669447+0.00417034j 0.00762025+0.00352143j -0.050425+0.00153669j 0.0200881-0.000733171j 0.216896-0.000977835j -0.0401815+0.000947684j -0.0473462+0.00600065j 0.0073877+0.0029561j 0.0330895-0.013677j 0.0130736-0.00888748j 0.036909-0.00826689j -0.0365946+0.00568614j 0.00177698+0.00572825j 0.0539923+0.00891442j 0.0118613-0.00295505j -0.013088-0.00536623j 0.0100637+0.000707855j 0.0301914-0.00182614j 0.0147643-0.000853493j 0.0460706+0.00147744j 0.0443825-0.00101961j -0.0269214-0.0045221j 0.034085+0.0027441j -0.0151988-0.0039886j -0.0486246+0.00367655j 0.0140825-9.89294e-05j -0.0106767+0.00290745j -0.00718077+7.59766e-15j -0.0135286-0.00193549j 0.00865517+0.00507417j 0.0080676-0.00203027j 0.0119878-0.00295585j 0.0453071+0.00291974j -0.0361355+0.00519244j -0.035411-0.00207026j 0.014636-0.00127186j 0.00986349+0.00172933j 0.0228194-0.00454186j 0.0144653-0.00360696j 0.00678097-0.00142384j -0.0244752-0.00421239j 0.00225579+0.00373413j -0.00503659-0.000404196j -0.000734286-0.000565268j 0.0315799-4.31942e-05j -0.0167638+0.0030517j 0.0177813+0.000184183j -0.0275713-0.000532278j -0.00839579-0.000655283j -0.0048414-0.00289729j -0.00608385-0.00135263j 0.0199194-6.40735e-05j 0.0296166+0.000333218j -0.0134344+0.00215058j -0.0177109+0.00241551j 0.0047199-0.000621249j 0.0111881+0.00349472j 0.0158093-0.000156045j 0.0202706+0.000127591j 0.00281999-0.00379288j 0.00606805-0.000610502j 0.0106307+0.00259376j 
-0.00710278+0.00167687j -0.00407167+0.00386303j -0.036348-0.00379772j 0.0246452-0.0062533j 0.0913326+0.00085649j -9.39834e-05-0.0040407j -0.0888565+0.00141833j 0.145733-0.0130592j -0.105184-0.00593532j -0.136427+9.49257e-05j -0.0733086+0.00344512j -0.0760647+0.00226026j -0.0559086+0.00419727j -0.00462003+0.00736749j -0.0372449-0.0091021j 0.0546316+0.0017193j -0.270771-0.00111745j -0.119163-0.00542222j -0.0284289+0.00255928j -0.0881872+0.00699851j 0.0268512+0.0022113j -0.0329487+0.00203902j 0.10593-0.00620767j 0.132322-0.00363158j 0.0544485+0.00151085j -0.0686505-0.00286997j 0.0534134+0.00103995j 0.0519384-0.00806688j 0.0380807+0.00566877j -0.0706764+0.00748342j -0.0689068+0.00136627j 0.0287465+0.00495457j -0.0483933+0.0087389j -0.0844747-0.00503607j 0.0460778-0.00241532j 0.0562616+0.00567431j -0.0472284+0.000596899j 0.120411-0.00322941j 0.0042232+0.00414642j -0.0824599+0.000862386j -0.188783+0.000675635j -0.0235621+0.000843332j -0.0678461-0.000290826j -0.0596025-0.00203706j -0.00952099-0.0013088j -0.132176+0.00350015j 0.0583737+0.00199389j 0.0148349-0.000312542j -0.0519125-0.00345145j -0.00870012+0.00164626j -0.0674248-0.00303562j -0.0549184+0.00533496j -0.0080023-0.000687927j -0.0107075+0.00194896j -0.0579171-0.00366049j -0.00921299+0.00167377j -0.021833-0.00435625j 0.0193653-0.00164457j -0.0154618+0.00199213j 0.0436062-0.00714275j 0.0163297-0.00296088j 0.00409392-0.00259869j 0.026491+0.000143995j -0.0135286+0.00193549j -0.0430891+3.14852e-16j -0.00654266-0.00462755j 0.0268116+0.00242818j 0.00066143+0.00415826j 0.0121088-0.000667637j 0.0093102+0.00143036j 0.00441112-0.0045061j -0.00613183-0.00407822j -0.0303295+0.00037425j -0.000198802+0.00452879j -0.0202082+0.00670698j 0.0262139+0.00650894j 0.0340789+0.00501343j 0.00282602-0.00458466j 0.0282306+0.0019952j 0.0323802+0.000702342j 0.00410781+0.000143981j 0.0203185-0.00118826j -0.01373-0.00234449j -0.00333643+0.00192952j -0.0159272+0.00285135j -0.0253545+0.00312129j 0.00439894+0.00166524j -0.0058382+0.00300833j -0.033134-0.00509361j 0.050308+0.00389125j 0.0102482+0.000742591j -0.0131588+0.000510219j -0.0155248+0.00351832j 0.0219558+0.00360985j 0.00809432+0.00608357j 0.00392252-0.00148763j -0.00725221+0.00150145j -0.008892-0.00159228j 
-0.0037152-0.00726538j -0.0236283+0.0034897j 0.0461656-0.00334154j 0.029344+0.00242117j -0.0780646+0.00604175j -0.0215727+0.0177488j -0.0524274+0.00235904j -0.00826977+0.00306881j 0.047812-0.00391159j -0.0516503-0.00119848j 0.0892849+0.00354919j -0.0155591-0.000967109j 0.00405522+0.00224922j 0.0570847+0.00445774j -0.0663757+0.00442153j -0.163583-0.00499648j 0.0229627+0.0036077j 0.0849456-0.000518359j 0.0829085+0.00136037j -0.0195443-0.000534022j -0.00304787-0.00339274j 0.0222102-0.00533477j -0.086144-0.000278191j -0.079566+0.00120914j -0.118901+0.00243054j -0.0525139+0.00154812j -0.103131-0.00253835j 0.148223+0.000476983j -0.014292-0.000640625j -0.0927536-0.00010407j 0.039589-0.00667946j 0.136365-0.0063206j 0.00468973-0.00858294j -0.0305572-0.00891363j -0.0319987-0.00293215j 0.0472637-0.00515601j -0.0162497-0.000367292j 0.0892717-0.00036451j 0.0837789+0.000562092j 0.0448295-0.00589104j -0.0481915-0.00442204j 0.0401112+0.00909552j -0.0791725+0.00253056j -0.071758+0.0025362j -0.0406502+0.0012614j -0.0176487-0.00606707j 0.00441302-0.00690003j 0.0496029+0.00189739j 0.0200908-0.000428425j -0.0791292-0.00106941j 0.0795079+0.00364065j -0.0100164+0.00139623j -0.046084+0.00187509j -0.00292663-0.00330032j -0.0267835-0.000699239j 0.0331015+0.0030393j -0.00487502+0.000631653j 0.0400219+0.00463477j 0.0126937+0.000578511j 0.0173556-0.000445777j 0.0388016-0.00114172j -0.00307999+0.001634j 0.0189876+0.00258836j 0.00865517-0.00507417j -0.00654266+0.00462755j -0.00631256+7.80626e-17j 0.0240229+0.00385666j -0.00470337+1.811e-05j 0.0314012-0.00358493j 0.0441249-0.00267043j -0.0038368+0.00254312j 0.00380669-0.00229446j 0.0218312-0.00192041j -0.0273825-0.00405402j 0.00305692-0.000971278j -0.0279271+0.00157317j 0.00586854+0.00466965j -0.00399631-0.00111074j -0.00151894+0.00108304j 0.0184675-0.00193803j -0.0225558-0.00101997j 0.0258034+0.0013159j -0.00596012-0.00251634j 0.0511687+0.00145604j 0.0119775+0.00355882j -0.00404883+0.00331413j -0.0136169-0.000689434j -0.0363243-0.00497396j -0.0152216-0.00215043j 0.0160547-0.00206652j 0.00144011-0.000408839j -0.0271354-0.00282274j -0.00576123-0.00685825j -0.00690951-0.00222176j 0.00664495-0.00164173j -0.0181371-0.000606806j -0.0187095-0.00433193j 0.00759738-0.00376611j 
0.000234633+0.000687623j -0.000686723+0.000466704j -0.052855+0.00266403j -0.00299828-0.0111496j -0.0140959+0.00190087j -0.00393013-0.00172311j 0.0449065-0.00411213j -0.0312892+0.0103132j -0.102492+0.00608187j -0.0869231+0.00536326j -0.0354501-0.000514067j 0.0805569+0.00177417j 0.04768+0.00768385j 0.00609236-0.00200958j 0.021566+0.00420198j -0.141068-0.00201543j 0.0584286-0.00355185j 0.0539765+0.00253874j -0.125608+0.000620947j -0.0425923+0.00249426j 0.0410226-0.00889562j 0.0861145+0.00309448j -0.0436901-0.00605563j 0.0382966-0.00306002j 0.0857429-0.00213817j 0.0687571+0.00318219j -0.14002+0.000368967j -0.0552376-0.00971868j -0.0589683+0.0063261j 0.154797+0.00508718j -0.0688642-0.00243259j -0.10616+0.00170615j 0.0511518+0.0017382j -0.0381538+0.00387023j -0.132351+0.00334382j -0.0445089-0.00115378j -0.023175+0.00300889j 0.0236029+0.00767783j -0.0611421-0.000334665j -0.00387002-0.00396403j -0.0895926+0.00356783j 0.0216146-0.00610122j -0.0381957+0.00333784j -0.0151106-0.000895957j -0.0291176-0.00117964j -0.025124-0.00461986j -0.00895987-0.00608883j -0.0495696+0.0013015j -0.00840845+0.00836836j 0.0260946+0.00662218j -0.0568617+0.00189914j 0.00177699-0.00228212j -0.00113456-0.00356417j -0.0502283+0.00647936j -0.0137778+0.00141678j -0.0264364-0.00518041j -0.0044221+0.00338003j -0.017111-0.00195238j -0.0431308-0.00151496j 0.0136134-0.00314857j 0.0110278+0.00119127j -0.0276423+0.00222941j 0.00653136+0.000803968j 0.0080676+0.00203027j 0.0268116-0.00242818j 0.0240229-0.00385666j -0.00446287+3.40765e-16j 0.0174685+0.00400215j -0.000298637-0.00101261j -0.0315796+0.00156073j 0.0212455-0.00155907j -0.0287427-0.000612146j -0.0221686+0.00101535j 0.00310059+0.0027857j -0.0103788+0.00507379j 0.0279585+0.00170096j 0.0175022+0.00046748j 0.00156008+0.00153144j 0.0234474+0.000622349j 0.0117311+0.00304601j 0.0176712+0.00272383j 0.0146694-0.00529618j 0.00313489+0.000338327j -0.000162103+0.00218631j -0.0114292+0.00203306j 0.0097605+0.00168736j 0.0150306-0.00172233j 0.0295161+0.00198757j -0.0260738+0.00393788j 0.0120943-0.000286664j 0.0281339-0.000131068j 0.0121298+0.0036495j 0.00533204+0.00204008j 0.000965833+7.42716e-05j -0.00712052+0.00218577j 0.0078033+0.000254772j 0.00725011+0.00108802j -0.00662232+0.00103491j 
