0.00425875+8.50015e-17j -0.00866424+8.79902e-06j 0.0090355+0.00142028j -0.0122932-0.00184978j -0.00546928-0.000181518j -0.0139227+0.000858835j 0.0127715+0.00411156j 0.0115444+0.00190962j 0.00356629+0.00196258j -0.011212-0.00315855j 0.025473-0.00152758j -0.0188698-0.00466162j 0.0153663+0.00305724j -0.00761009+0.00366957j -0.0151639-0.00101717j -0.00428134+0.000414392j 0.0156406+0.00306803j 0.00621995-0.00245595j 0.0134949-0.00098809j -0.0105483-0.00195931j 0.00120503-0.00201878j -0.0116094-0.00213298j 0.000194455+0.00203856j 0.0132378-0.000667945j -0.0158542-0.00177022j -0.00168268-0.00160886j 0.00563123+0.00183599j -0.0147733-0.00227322j 0.000644385-0.000760507j 0.00257812+0.00478827j 0.00564159+0.000642971j 0.00970075-0.000780251j 0.000155552+0.00219678j 0.00401836+0.00179967j 0.00150642-0.00213206j 0.0086602+0.000641982j 0.0110353+0.00124973j 0.00251186+0.000381668j 0.00116359-0.00287752j 0.00489983+0.000383394j 0.00150992-0.000117304j -0.0036462-0.00188516j -0.0025693+0.00106962j -0.00826842+0.00341236j -0.0123913-1.78763e-05j 0.00224402+0.00010048j -0.00588904+0.000186716j -0.00323448+0.0020939j 0.0106821-0.000623674j 0.0061078-0.00222112j -0.00445068-0.00312449j 0.0139173+0.0049626j 0.0104621+0.00578987j 0.0148715+0.00100915j 0.00489362-0.000231693j 0.0102674-0.00101013j 0.00845313-0.00182416j 0.00474483+0.00328865j 0.00370728-0.0033374j -0.0169252-0.000152451j 0.0171214-0.00183343j -0.000349247+0.00121621j -0.00533529-0.00115224j 0.00481343+0.00177058j -0.00710278-0.00167687j -0.0037152+0.00726538j 0.000234633-0.000687623j 0.0170776+0.00403973j 0.000959257-0.00819018j -0.0227738-0.00300814j 0.00392202+0.00546961j -0.0183652-0.00088974j -0.0046601-0.00232255j 0.0188707+0.00750961j 0.0233758+0.00568486j -0.00931922+0.00718658j -0.0605736-2.16669e-05j -0.0152686-0.00372638j -0.014974-0.00918463j -0.0145024-0.0223985j 0.0128242+0.00227074j 0.0144939+0.00510558j -0.133832-0.0111621j 0.0267347-0.0270465j 0.0517646+0.0123918j 0.0297769+0.000268713j 0.00676863-0.0099515j -0.0363425+0.00216937j 0.0168346+0.0128527j 0.0269223-0.00373355j 0.0146776-0.000633008j -0.0152327-0.010913j -0.025896+0.0053409j -0.0203994-0.010431j -0.0143557-0.0109606j -0.0648854+0.00690604j -0.00266164-0.00320287j -0.118761+0.0136988j 
-0.00323448-0.0020939j -0.0086067+0.000662799j 0.00257338+0.00153438j -0.00712069-0.000586649j -0.000798164-0.00141663j -0.0166704-0.00179909j 0.0373085-0.00422109j 0.0152263+0.00126752j 0.0376936+0.00189905j 0.0142043-0.0055438j 0.107678-0.00261876j -0.0743464+0.00289043j -0.0201865+0.00121702j 0.0111796-0.00207478j -0.153687-0.00159804j -0.0523019-0.00265506j 0.120748+0.00203002j -0.112187+0.00311738j 0.160148-0.00399422j 0.0366419+0.0070929j 0.0175433+0.000874369j 0.198986-0.00601594j 0.281848-0.00510388j -0.130059-0.00192018j 0.101675+0.00105486j 0.0128095-0.0044668j 0.0130691-0.00500336j -0.178655+0.00281848j -0.125084-0.00132294j 0.0310157+0.000814627j 0.0629192+0.000876697j 0.0924434+0.00191191j -0.221917+6.04455e-05j 0.115289+0.000428958j -0.0594083+0.000262846j 0.052709-0.00079747j -0.0128469-0.00272344j -0.0381843-0.00474285j 0.0969976+0.00436512j 0.0738191-0.00172342j 0.0182643+0.0075032j 0.167392+0.00563936j 0.0640102+0.00594964j 0.076249+0.000345033j 0.123802-0.000958753j -0.132119-0.000288626j -0.200503+0.00208628j -0.0708333-4.22134e-15j -0.150281-0.000364447j 0.166704-0.00385309j -0.0148147+0.000965875j 0.057777+0.00448378j -0.0624132-0.000769801j 0.0719655+0.00310108j 0.0724384-0.00079746j -0.121645+0.00611957j -0.0617703-0.00335179j -0.0424824-0.00744969j 0.0467486+0.00532708j -0.00919145-0.00586037j -0.0423462-0.000506713j -0.0481238+0.00035488j -0.0340915+0.00248557j -0.0365946-0.00568614j 0.0148349+0.000312542j 0.0496029-0.00189739j -0.0495696-0.0013015j -0.0300941+0.00133465j -0.00830103-0.00107007j -0.0241293-0.00139659j 0.0524041-0.000222153j -0.0393012-0.00148744j 0.0126808+0.00167474j 0.0542474-0.00101584j -0.00264576-0.00191409j -0.0264394-0.00299306j -0.0259928-0.000938255j -0.00773438-1.39291e-05j 0.00419305+0.0021545j 0.0235919-0.00404656j 0.0151791+0.00218617j 0.00422092-0.00280338j -0.0049521+0.00155114j 0.0220061-0.000702849j 0.0307772+0.00621249j 5.31968e-05+0.000841278j 0.0138123+0.00483131j 0.0186332-0.00598438j 0.0168581+0.00147049j -0.0116433-0.00317421j 0.0042413-0.00375751j 0.0277777+0.000449013j 0.00683245+0.00418037j -0.00439974-0.000288108j -0.00212305-0.000421891j 0.0117941-0.000696055j 4.86507e-06-0.00216514j 0.0119618+0.00114623j 
0.0106821+0.000623674j 0.00452129-0.00405376j -0.00571111-0.00133563j -0.0209726-0.00169391j 0.0107192-0.00744271j 0.00991712-0.00130474j 0.0424914+0.00276779j -0.052895+0.00410202j -0.0155655-0.00269042j -0.0664894+0.00593288j 0.036637-0.00373037j -0.10549+0.00253839j -0.0289334+0.0035322j 0.159378-0.00230712j 0.14097-0.00296353j 0.145271+0.00301209j 0.25031+0.00311916j 0.0264722+0.000603881j 0.0737184-0.00446199j 0.0293618+0.00234779j 0.0503653+0.000211728j 0.0856104+0.00192482j -0.196982+2.53061e-05j -0.111782-2.32317e-05j 0.183765-0.00469581j -0.059299-0.00377686j 0.0452064+0.000900229j -0.00456683-0.00214571j -0.162901-0.00281115j -0.0695251+0.000986392j -0.168831-0.00290019j -0.0758338+1.64606e-05j 0.0934976-0.00500679j -0.0212329-0.00457119j 0.0354378-0.000850064j 0.224556+0.00537834j -0.176857-0.00419766j -0.0526351-0.00750435j -0.0346552-0.000394431j -0.154526-0.00213172j -0.0468678+0.00043921j 0.104935-0.00418207j -0.0187203+0.00696735j 0.0902866-0.000669382j -0.0191271-0.00161762j -0.151061-0.000103336j 0.00418524-0.0024686j -0.150281+0.000364447j 0.0829875+4.49927e-15j -0.0480004+0.00265261j -0.108375+0.00225333j 0.167083-0.00648758j -0.0994746+0.00601267j 0.0248545+0.00385507j -0.10945+0.000795423j -0.0292103+0.000931968j -0.0377427-0.00250539j 0.00470971-0.000551401j -0.132756+0.000165424j -0.107424+0.00408263j 0.0267289+0.00223517j -0.0453854-0.00136144j 0.00220364-0.00182108j 0.00177698-0.00572825j -0.0519125+0.00345145j 0.0200908+0.000428425j -0.00840845-0.00836836j -0.0407452+0.00605102j -0.000805209+0.000100675j -0.0286475-0.00292497j 0.0323103-0.00485901j 0.0217509-0.00203044j 0.0224584-0.00501752j 0.0402165+0.00455126j 0.0124953-0.00398489j 0.0164605-0.00172545j 0.0197951+0.00252594j -0.00059033+0.000741673j -0.00775923+0.00288502j -0.0189257-0.00952005j -0.0169301+0.00120003j 0.021537-4.1148e-05j -0.0249849-9.01628e-05j -0.000195212+0.00396064j 0.00585895+0.00389019j 0.0508772-0.00149118j 0.0261638+0.00249977j -0.00964046+0.00382993j -0.0226702-0.0039412j 0.0237717-0.00124437j 0.0220071+0.00106337j 0.0106416-0.00253169j 0.0145317+0.00314137j -0.00379781-0.00547816j -0.00579783+0.00193605j 0.00514779+0.000516683j 0.0143353+0.000274045j -0.000387257+0.00382622j 
0.0061078+0.00222112j 0.0100428-0.00244928j 0.00416615+0.000298116j 0.00478463-0.000388821j 0.00273649-0.00120746j -0.00175042+0.0018411j -0.0234815+0.00423503j -0.0204025+0.000183122j -0.0338596-0.00133452j -0.0226053+0.0079137j 0.0233204+0.00364485j 0.025068+0.000624046j 0.0250911+0.00284144j 0.090599-0.00153817j 0.153269-0.00313164j -0.050642+0.00783565j -0.190305+0.00387j 0.0421428+0.000879125j 0.125919+0.000499254j 0.285271-0.0065562j -0.283346+0.00270636j 0.133941-0.00102944j 0.01929-0.00178011j 0.0911199+0.00182684j 0.0446075-0.000320619j -0.211401+0.000515773j 0.133981+0.000473316j -0.264723+1.37106e-05j -0.179072+0.00575088j -0.0853356-0.000680036j 0.18864+0.00283974j 0.0051869-0.00292203j -0.138592-0.00202975j -0.123148-0.00364696j -0.0245116-0.00215452j -0.00835508+0.00108022j -0.0573386-0.0044651j 0.160365+0.00703042j 0.0575939-0.00214966j 0.0410557-0.000786509j -0.0336381-0.00537605j 0.192095+0.0030913j 0.0300366+0.000184171j 0.0272536-6.72157e-05j 0.117843-0.00137175j 0.0265837-0.00102768j 0.0742888-0.00463099j 0.166704+0.00385309j -0.0480004-0.00265261j -0.257128+3.25302e-14j -0.0159622-0.00144793j 0.0786427-0.00212478j 0.0908032+0.00198687j 0.0306281+0.000246093j -0.0838954+0.000963787j 0.0703685-0.00524038j -0.108263-0.00606742j 0.0819318+0.0011213j -0.00432054+0.00508045j -0.099448+0.00329474j 0.011281+0.00334161j -0.00578568+0.00126985j 0.00717562-0.00210642j 0.0539923-0.00891442j -0.00870012-0.00164626j -0.0791292+0.00106941j 0.0260946-0.00662218j 0.0328938+0.00209219j 0.00288362+0.000351116j -0.00888682-0.00538937j -0.0438806-0.000229219j -0.00992826-0.00201866j 1.76111e-05+0.0047227j -0.0365515-0.00423533j 0.0154668-0.00161511j 0.03306+0.00246336j 0.01886-0.000213142j -0.0217989-0.0010821j -0.0164729-0.00223165j -0.0192179+0.00355893j -0.0201983-0.00353136j 0.0127114+0.00358268j 0.0109914-0.0033012j -0.013979-0.00165896j -0.0183623-0.00525979j 0.0084108+0.00150517j -0.00292974+0.00115929j -0.0243377+0.00734723j -0.0331556-0.00402741j 0.00916048+0.00118415j -0.014936+0.00165811j -0.0218757-0.00478719j 0.00838136-0.0027297j 0.0146012-0.000699571j 0.00982423+0.00138017j -0.0056023-0.000231477j 0.00619068+0.000816881j -0.00503773+0.00185806j 
-0.00445068+0.00312449j 0.00837763+0.000484148j -0.00239455+0.000307974j -0.0152805-0.000574145j -0.000881659+0.00015777j -0.000431383+0.000302973j 0.0112878-0.00233399j -0.0271666-0.000239162j 0.0113058-0.00591687j -0.151093+0.00176522j -0.039451+0.00423856j -0.0301497+0.000755929j -0.114181+0.00708524j -0.0581193+0.00419485j 0.043596-0.00244754j -0.229799+0.00403285j -0.016195+0.00436324j -0.136188-0.00129947j -0.0214737-0.00225026j 0.0326171+0.0030356j -0.110569+0.000420923j -0.0137862+0.00258415j 0.134856-0.00325234j 0.103033-0.00424014j -0.0832186+0.00149063j 0.143512+0.00217891j -0.00383611+0.00609645j 0.0133519+0.00389475j 0.211857+0.00015209j 0.0518302-0.00631218j 0.225813+0.00506644j 0.0842945+0.00213168j 0.0612985+0.00299593j -0.20566-0.00865993j 0.0751532-0.004061j 0.0915888-0.0095241j -0.256841+0.00448806j 0.138274+0.00855112j 0.079442+0.00142625j -0.144708+0.00229509j -0.156515+0.00276299j 0.0456129-0.00643922j 0.0401979+0.00342507j -0.045738-0.00517433j -0.11173+0.0031189j -0.153329-0.000617283j -0.0875604+0.00752972j -0.0148147-0.000965875j -0.108375-0.00225333j -0.0159622+0.00144793j -0.0507532+4.05145e-15j -0.0428687-0.00239j 0.0463796-0.00066744j -0.0744707+0.00400366j -0.112991+0.00428495j -0.070328-0.00193096j 0.0317193+0.00278514j -0.0531836-0.00218852j -0.0847045+0.00596661j 0.049813-0.000487176j -0.0162333+0.00276932j 0.0173537-0.00283765j 0.00776593-0.00023814j 0.0118613+0.00295505j -0.0674248+0.00303562j 0.0795079-0.00364065j -0.0568617-0.00189914j -0.0481802-0.00274086j -0.0321474-0.000142753j 0.0590139+0.00293694j 0.0178676-0.00131019j 0.0128137-0.000654763j 0.0232349-0.00801343j 0.00748393+0.0057217j 0.0135096+0.00459851j 0.00736874-0.000178196j 0.0198867+0.00598435j 0.00793896-0.00204822j 0.0186876+0.0049566j 0.000497905-0.00165118j 0.0243834+0.00684801j 0.00193218-0.000911738j -0.0165759-0.000330456j -0.025466+0.0040977j 0.0226757+0.00506827j -0.0435883-0.00237342j 0.00791702-0.00369557j 0.0117186+0.00169513j 0.011885-0.00623761j 0.0179398+0.000180999j -0.00891498-0.000889783j 0.0174674+0.000828317j 0.0152344+0.00650678j -0.000169922+0.000681605j -0.00693222+0.00186071j 0.00615591+0.0006485j 0.00595596+0.00297485j -0.00589127+0.00155732j 
0.0139173-0.0049626j -0.00862593-0.00360212j 0.0109594-0.00185587j -0.00518134+0.00158215j -0.0254814-0.00919199j -0.0201869+0.00431258j -0.0448151-0.00136192j -0.0275444-0.00196929j 0.039585+0.00607788j 0.0481594-0.00190822j -0.0234628-0.00135742j 0.117012-0.00285705j 0.202602-0.0101854j -0.0179642-0.00186505j 0.0507238+0.000826645j -0.0403892+0.00645824j 0.0817279-0.00308347j -0.150627+0.000201416j 0.278716-0.00465811j -0.0770485-0.000924459j -0.0400278-0.00503368j 0.00641525-0.000587614j 0.236649-0.000530054j -0.0386761-0.0016137j -0.0724831-0.00266979j -0.0302453-0.000769321j -0.142279-0.00237617j -0.0729539-0.00805423j -0.100997-0.00497088j 0.130683+0.00283891j 0.0713268-0.00212292j -0.0287612+0.00556906j -0.122063-0.00378631j 0.191746+0.00296643j 0.0921778-0.00196704j -0.165843+0.00121221j 0.0457471+0.00914326j 0.125935-0.000744264j 0.222833-0.0010448j 0.037299-0.00111784j 0.121919-0.00326629j 0.0233015-0.00255686j 0.227466-0.00175926j -0.00854107-0.00281072j -0.0769101-0.0024903j -0.10232+0.000849026j -0.00598236-0.00114135j 0.057777-0.00448378j 0.167083+0.00648758j 0.0786427+0.00212478j -0.0428687+0.00239j -0.0720967-1.28229e-15j -0.0654218-0.00491208j 0.00316352-0.00364375j -0.0716409-0.000371916j 0.00226426+0.00110568j 0.0532189-0.000141283j 0.00491609-0.00724855j 0.0193872+0.000353975j -0.0251727-0.000325549j 0.0311961+0.00141563j -0.0290616+0.00103316j 0.0388846-0.00640456j -0.013088+0.00536623j -0.0549184-0.00533496j -0.0100164-0.00139623j 0.00177699+0.00228212j -0.0307335-0.00482384j 0.0184831-0.00303675j 0.0465076+0.00851418j 0.00378524+0.0023002j 0.00278796-0.000323642j 0.0167582-0.00378924j -0.0379374+0.000294919j 0.0325907+0.00123063j -0.011707-0.00143035j -0.00631633+0.00344206j 0.00126122-0.00212622j 0.0272147-0.000948033j -0.00610463+0.00110996j 0.0320425-0.00070951j 0.0113175+0.00462635j -0.014404+0.000628055j -0.0034403+0.00389331j 0.00156905-0.000362556j 0.00696023+0.00276983j 0.00117163-0.00652095j 0.0117031-0.00108882j 0.00592974+0.000364661j 0.004873+0.00066077j 0.0122816+0.00132084j -0.0085015-0.00299561j 0.0201168+0.00183361j -0.00343241-0.00543592j 0.0132735-0.00300866j -0.0224113-0.00465614j -0.00485163-0.00393398j 0.00852259-9.133e-05j 
0.0104621-0.00578987j -0.012893-0.00124015j 0.031081-0.0101427j 0.0190665+0.00536341j 0.00501303-0.000325959j -0.00850264+0.00125211j -0.0877606+0.00525981j -0.0226804-0.00789629j -0.0126233+9.05316e-05j 0.0565456+0.00414425j -0.0700642-0.00288363j -0.173627+0.00322441j -0.116312-0.00372726j -0.0201706-0.00186359j -0.182704+0.00665454j -0.0357666-0.00102174j 0.134236+0.00301547j 0.00297846-0.00343916j -0.176159-0.00319816j -0.0244745-0.00827429j -0.102099+0.0115967j 0.10298-0.00330078j 0.0920154+0.00165295j -0.0434965-0.00321344j -0.128406+0.00300654j -0.159118-0.00545071j 0.114984-0.00367797j 0.097797-0.00623129j 0.156919+0.00393742j -0.149927-0.00483047j -0.0225638-0.00134401j 0.234267-0.00304389j -0.0641782+0.00330802j -0.0468387-0.00163864j -0.0633646+0.00493179j 0.0718828+0.000910548j 0.0129963+0.0018619j -0.0275624+0.00209469j 0.0626324+0.000451031j 0.0316927+0.00116652j -0.0128004+0.00289945j -0.00872807+0.00923807j -0.0697811+0.00379889j -0.101906+0.0102845j 0.00164796+0.00499117j 0.0755556-0.000950851j -0.159983+0.00128968j -0.0624132+0.000769801j -0.0994746-0.00601267j 0.0908032-0.00198687j 0.0463796+0.00066744j -0.0654218+0.00491208j -0.186962-1.02991e-14j 0.113636+0.00702612j 0.0483769+0.00087199j 0.114627-0.000553192j -0.0872654-0.00229134j 0.106932+0.000799696j 0.0756401-0.00285073j 0.0746685+0.00130166j 0.0709215-0.00120806j 0.0291722+0.00162076j 0.0173004+0.00305155j 0.0100637-0.000707855j -0.0080023+0.000687927j -0.046084-0.00187509j -0.00113456+0.00356417j 0.0231554+0.00137801j -0.00308299-0.0013121j -0.0499923+0.00111339j -0.0208558+0.000690075j -0.0339261-0.0011418j -0.0361621+0.00732438j -0.0703938-0.00154356j -0.00342879+0.000748964j -0.00834608+0.000688286j -0.0116212+0.00217798j -0.0126042-0.00125573j 0.0262053-0.00674664j 0.00975733-0.00265609j 0.0125005-0.00181894j -0.0229188-0.00630816j 0.00539583+0.00313876j 0.0237652+0.000843276j 0.0151737-4.08068e-05j 0.0589761+0.0064911j -0.0142847-0.00510016j 0.0166864-0.00284949j 0.000540687+0.00253722j 0.00885573-0.000735811j 0.0239512+0.00716486j -0.0268146-0.00052864j -0.021285-0.00488713j -0.00886604+0.000845166j 0.0160032+0.00039954j -0.00650843-0.00753252j -0.0171435-0.003956j 0.007655-0.00451629j 
0.0148715-0.00100915j 0.0046025-0.00537276j 0.00180406+0.00552036j -0.0255505+0.000829867j -0.032718-0.00798623j -0.084483+0.00694725j -0.00535201-0.00530773j 0.0328524+0.00342897j 0.104982-0.00309651j -0.110686+0.00049945j 0.100529+0.00262721j 0.0784365-0.00112905j -0.00137415-0.000462292j 0.215436-0.000800761j 0.0708686-0.00435982j 0.0508028+0.0120093j -0.111457+0.00534323j -0.127224+0.00348572j 0.0247156-0.00217716j -0.195608+0.00047196j 0.169004-0.0017223j -0.199447-0.00696645j -0.124559-0.00537643j -0.210327+0.00186075j -0.0882939+0.00445087j 0.113831-0.00537427j 0.0464713-0.00484146j 0.0143383-0.0048391j -0.250005+0.0012654j 0.135286+0.00238946j 0.046437+0.00546905j 0.249211+0.00515851j 0.133396-0.00348696j -0.0301762-0.00163344j -0.0408199-0.0025925j 0.229947-0.00280068j 0.0016484+0.00223845j -0.0453577+0.00733548j 0.0850009+0.000692931j 0.0948709-0.00932351j -0.0521158-0.00816324j 0.00931434-0.00115875j -0.168511+0.00246862j -0.0168209-0.000803494j -0.0115376+0.00651148j -0.0293369-0.000785898j 0.0304089+0.00723284j 0.0719655-0.00310108j 0.0248545-0.00385507j 0.0306281-0.000246093j -0.0744707-0.00400366j 0.00316352+0.00364375j 0.113636-0.00702612j -0.034788-3.57299e-16j 0.00562784-0.00241979j -0.0739835-0.00571735j -0.028976+0.00285717j -0.000844168-0.00238864j 0.0762561+0.00176823j -0.0690188-0.00380206j 0.00774527-0.000814779j -0.0054315+0.000206359j -0.0322655+0.00420607j 0.0301914+0.00182614j -0.0107075-0.00194896j -0.00292663+0.00330032j -0.0502283-0.00647936j -0.00522451+0.00353j -0.00325257+0.00680425j 0.0272191-0.000546723j -0.00286883+0.00141487j -0.0292561-0.00532881j 0.00823452+0.0074006j -0.00536977+4.74437e-05j 0.010572+0.00119063j -0.00529882+0.00100234j -0.0204094+0.00537061j -0.0322497-0.000501577j 0.00277259+0.000675348j 0.00439609+0.00502963j 0.0147345-0.005763j 0.0318746+0.00348806j -0.0237227-0.00275704j -0.0256201-0.00293524j -0.00933471+0.000476911j -0.0130436+0.00406412j 0.0112181+0.000273658j 0.000283815+0.00209322j 0.0101839-9.17934e-05j 0.000778862+0.00156571j -0.0129286-0.00312447j 0.00659683-0.00329661j 0.0290994+0.00168703j 0.00347244-0.000918478j 0.00597332+0.00156924j 0.00204295+0.000761014j 0.0113681-0.00274868j 0.0137188+0.00450033j 
0.00489362+0.000231693j -0.00603357-0.00103779j 0.0117443-0.00739441j 0.0316112-0.00153954j 0.0765002+0.00262526j -0.0443861-0.00390148j -0.0534914+0.000926912j -0.0306157-0.0106206j -0.265083+0.00864178j -0.0112497+0.00929238j 0.00714948+0.00286364j 0.020492-0.0044384j 0.0431686+0.00896638j 0.0999347-0.00491975j -0.066919-0.000342826j -0.0822916-0.0019799j 0.158111-0.00214295j 0.0460597+0.00171514j -0.0946271-0.00107985j -0.23553+0.00367696j -0.0937259-0.00271877j 0.129067-0.0027729j -0.00585989+0.00208324j 0.236137-0.000899487j 0.265773+0.00567326j -0.00598622-0.000227075j 0.0202709+0.000301397j 0.0731407+0.00167271j -0.161213-0.00358559j 0.0890537-0.00134833j -0.243084-0.00317947j -0.049166+0.00294797j -0.0419217+0.00202787j 0.155332+0.00296106j -0.106369-0.00017394j 0.0343278+0.00443762j 0.0902754+0.00109203j 0.0354291+0.00334257j 0.0573472+0.00258488j 0.164105-0.00274608j 0.0320182-0.00621141j 0.0241749-0.00283218j -0.0360329-0.00391867j -0.0462986-0.00101918j -0.126009-0.00386649j -0.0379885+0.000763223j -0.00626964+0.00616506j 0.0724384+0.00079746j -0.10945-0.000795423j -0.0838954-0.000963787j -0.112991-0.00428495j -0.0716409+0.000371916j 0.0483769-0.00087199j 0.00562784+0.00241979j -0.274092-4.01415e-15j 0.150518+0.00658235j -0.00281847-0.0012428j 0.0474845-0.00903488j 0.0722099-0.00318456j 0.0291278+0.00451813j -0.10751-0.00535482j -0.0677403-0.00245369j 0.0512257+0.00127898j 0.0147643+0.000853493j -0.0579171+0.00366049j -0.0267835+0.000699239j -0.0137778-0.00141678j 0.0264784-0.00263271j 0.0386666+0.00138004j 0.0424629-0.00400786j -0.0348132+0.00319767j -0.0578429-0.0055885j 0.0169456-0.00191068j -0.0391592-0.00240114j 0.0426784+0.000539264j -0.00618841+0.00433705j 0.00916248-0.00436248j -0.0180387+0.00253135j 0.0385292+0.00161344j -0.025667+0.00232446j 0.00779003+0.00679756j -0.0374704+0.00427374j 0.0153268-0.00353842j -0.0218225-3.33403e-06j -2.05295e-05+0.000282101j -0.0257869+0.000675626j 0.0161073-0.00173552j 0.00518274+0.00557771j -0.0240718-0.00928085j 0.0170468+0.000557231j -0.0239823+0.0073086j -0.0231878-0.00170291j 0.00180038+0.00332195j 0.041593+0.00371148j 0.0443389+0.00318152j -0.014661-0.00938419j -0.0039495+0.0013644j -0.00237689+0.000153851j 
0.0102674+0.00101013j 0.006805-0.00300429j -0.020439+0.00478315j -0.0246101-0.0011426j -0.00590826-0.00149767j -0.017831-0.0017525j 0.0583912-0.00688449j 0.0685619+0.00355288j -0.0231886-0.000158195j 0.0941367-0.000713615j -0.100529-0.00578553j -0.10305-0.00163651j 0.052904+0.000151099j 0.047251-0.00481256j 0.0752179+0.00135912j -0.0303443-0.00740872j -0.12657-0.00367965j 0.030852-0.00626035j -0.065315+0.00183098j -0.0252771+0.000849351j 0.0541017-0.0065784j -0.100149-0.0018443j -0.0824386-0.00193836j 0.150998-0.00859792j 0.0587533+0.0027641j -0.194286+0.00303493j -0.00150541-0.00110088j -0.224231+0.000271173j 0.0305401-0.000106335j -0.111751+0.000668969j 0.0764634-0.00493943j -0.0766776-0.00337425j -0.0604133+0.00499287j 0.173628-0.00250707j -0.0270559+0.00224785j -0.0955303-0.00136836j -0.0306356+0.00354097j 0.111756-0.00321909j -0.0231175-0.00134777j 0.00825269-0.00670481j 0.000796705-0.00850506j -0.0498477+7.86792e-05j -0.157374+0.000730327j 0.00100359-0.0030807j -0.174993+0.00047617j 0.14059-0.00282716j -0.138985+0.00196762j -0.121645-0.00611957j -0.0292103-0.000931968j 0.0703685+0.00524038j -0.070328+0.00193096j 0.00226426-0.00110568j 0.114627+0.000553192j -0.0739835+0.00571735j 0.150518-0.00658235j -0.194181+1.47352e-14j -0.0614922+4.46337e-05j 0.0146651-0.000989348j 0.0241395-0.00318115j -0.00848955+0.00266978j -0.050804-0.00362714j 0.052687-0.00245108j 0.0383516+0.00359995j 0.0460706-0.00147744j -0.00921299-0.00167377j 0.0331015-0.0030393j -0.0264364+0.00518041j -0.0431573-0.000254692j -0.0227066-0.00164401j -0.0198427+0.00357721j 0.0360557+0.00425329j -0.0177641-0.00230297j 0.0109526+0.00415424j 0.0120267+0.00118458j -0.0383077-2.12145e-06j -0.0072865+0.00163223j -0.048077+0.00679273j 0.00552692+0.00389889j 0.000937889+0.00769102j -0.00152803+0.00191829j 0.0268653+0.00395943j -0.0134851-0.00282886j -0.0698732+0.000592869j -0.0566462-0.00265237j 0.0276835+0.00499302j -0.0162301-0.00188599j 5.75279e-05-0.00772576j 0.0280862+0.00268086j 0.0230588+0.00685148j -0.014815-0.00433134j 0.00442486-0.00262129j 0.00700546+0.00499348j -0.00287984-0.00024998j -0.0140347+0.00397682j -0.00736404+0.00175778j 0.0111967+0.00299679j 0.0126123-0.00105197j 0.0114426+0.00392223j 
0.00845313+0.00182416j 0.01315-0.00275521j 0.00914314-0.00409496j 0.0030493+0.00250837j -0.00371194-0.00429295j 0.0539466-0.00135688j -0.0149361+0.00427371j -0.0638675-0.00140743j -0.0349983-0.00315161j -0.00448219+0.0101354j -0.0299692-0.000759723j 0.168333-0.00120196j -0.0274797+0.00340099j 0.0286647-0.00198668j -0.104029+0.00330933j 0.0444896+0.00140834j 0.236455-0.00398165j -0.0984191-5.65799e-06j -0.137642+0.000761317j 0.138745-0.000234898j 0.0597147-0.000755546j -0.055407+0.00198268j 0.0978107-0.000141761j 0.0305159+0.00186166j 0.050071+0.00111237j 0.163378+0.0070311j -0.211318-0.000314581j 0.000316847+0.00304942j -0.0908836+0.00243378j 0.0354297-1.61152e-05j 0.00077005+0.00268048j -0.0308189-0.00185608j 0.0262565+0.000229477j 0.0696332+0.00034763j 0.101483-0.00985332j 0.13143-0.000659961j 0.1229-0.00259831j -0.0247001+0.00105576j 0.00520728-0.00323557j -0.0523254+0.00497113j 0.0343534+0.00161907j -0.034942+0.0065905j -0.130373+0.00108652j -0.0910188-0.00277648j -0.071399+0.00362839j -0.00184069+0.00295113j -0.0747138-0.00275879j -0.0617703+0.00335179j -0.0377427+0.00250539j -0.108263+0.00606742j 0.0317193-0.00278514j 0.0532189+0.000141283j -0.0872654+0.00229134j -0.028976-0.00285717j -0.00281847+0.0012428j -0.0614922-4.46337e-05j -0.15799+5.35032e-15j 0.0100496+0.00115126j -0.0709366+0.00765975j -0.0374678+0.00431857j 0.0183357-0.000309775j 0.0127945+0.00136836j 0.0557555+0.00307467j 0.0443825+0.00101961j -0.021833+0.00435625j -0.00487502-0.000631653j -0.0044221-0.00338003j -0.00427721+0.00356498j -0.00375706-0.00241453j -0.0356692+0.000937339j -0.0219241-0.00201551j -0.0204644-0.00109246j 0.00520858+0.00663886j -0.0179832-0.000952253j -0.0283475-0.00235985j 0.0195306-0.000117956j 0.0148241+0.00544354j -0.0130231+0.00110918j -0.0156618-0.000734885j -0.0159889-0.00131874j -0.0187288-0.00187087j 0.0103638-0.00430991j -0.0221974-0.00161333j -0.021249-0.000556617j 0.0243705-0.000650825j 0.0216048+0.000554418j -0.00150712-0.00184177j -0.00564676+0.00675597j -0.0198959-0.00247501j 0.0159546-0.00396026j 0.00464578+0.00142502j -0.0173055-0.00343385j 0.000331817-0.00165502j -0.00319553-0.0012886j 0.00267213+0.000563638j -0.00129508-0.00147513j 0.000202348-0.000426942j -0.00184223+0.00060664j 
