-0.0140405-1.97758e-16j -0.00354831+2.47485e-06j -0.00736325-0.00061008j 0.0133875+0.000753935j -0.00457238+2.26233e-07j 0.00131778+0.000401488j 0.0152849+0.000749634j 0.00547703+0.000637404j 0.00460081+0.000683783j -0.00171112+0.000423344j -0.00674979-0.0007465j -0.0129931-0.000633936j -0.000356448-0.000222507j 0.00941814+0.000445866j 0.00180223+0.000105976j -0.000835774-5.70295e-05j -0.000489136+0.000306151j 0.00114118-6.73884e-05j -0.00654462-0.000672898j -0.00408689+0.000122726j -0.000489044-0.000958787j 0.012376+0.000650395j 0.000196876+0.000201248j -0.00538823-0.000227814j -0.00292073-0.000750386j 0.00625759+0.000502688j -0.00307428+0.00026039j 0.0113386+0.00129078j -0.00341598-0.000190531j 0.00973182+0.000847644j -0.00971176-0.0012625j -0.000754556-9.15335e-05j 0.00165933-3.09218e-07j 0.00027488-0.000715791j 0.00564139+0.000834625j -0.00799491-0.00094244j -0.00733544+0.000143339j 0.0082726-1.0853e-05j -6.05281e-05+0.00104955j 0.00121511-4.04721e-06j -0.00865337-0.000405885j -0.0039333-0.000915961j -0.00109564+0.000347284j 0.00377647-0.00032758j 0.0191424+0.000648314j -0.0106451-0.000389303j -0.000574774-0.00166682j -0.0100298-0.00210408j -0.0116297+0.000129171j -0.00227665+0.000171145j 0.0354109+0.00123897j -0.011776+0.00100452j 0.0200436-0.00876061j -0.0679196-0.00526833j -0.0112646+0.000272442j -0.842364+0.00841554j 
0.00973182-0.000847644j 0.00135256+0.000641644j 0.00414915+0.00145665j 0.00589646-0.000778488j 0.0141276+0.000264256j -0.00571024+0.000395217j -0.00693514-0.000769848j -0.025697-0.00179544j -0.0146616-0.00207251j -0.0320476-0.00061404j 0.0323119+0.00174277j -0.0467697+0.00182191j 0.0616464+0.00058536j -0.0636638+0.000166576j 0.104265-0.00124991j -0.0577339-0.00161225j -0.0127377-0.000595816j -0.0951137-0.000120279j -0.0430264+0.000969765j 0.0340538-0.00165797j -0.0525775+0.00285907j -0.102706-0.000887073j 0.0595292-0.00155595j -0.0229376+0.00089379j -0.19772+0.000579719j -0.0415294+0.000646214j -0.193237-0.000166042j 0.821861+0.00042136j -0.0193651-7.99299e-06j -0.0848831+6.9033e-15j 0.0427902+0.00104766j 0.0711987-0.000393057j -0.0150568-0.000306556j 0.0457596-0.0007564j 0.00168574-0.000829388j -0.0231117+0.00020269j 0.100781+0.000445338j 0.0941235-5.11229e-05j 0.0895031+0.000992673j 0.0245213+0.00138197j 0.0591976-0.0016879j 0.0125791+0.00228103j 0.0300942-0.000523602j -0.0019573-0.000950569j -0.0305781+0.000240529j 0.0205578-0.00186496j 0.00524134+0.00313227j 0.0160387-7.24502e-05j 0.00392492+0.00136547j -0.0033257-0.00140199j -0.00408385-0.000300674j -0.00872952-0.000217749j -0.000543122+0.000163519j 0.00332825+0.00281598j -0.00067825+0.000119695j -0.00038498-0.0014252j 
-0.00971176+0.0012625j 0.0012239-0.000329109j 0.00997564-0.000752858j -0.00395928+0.000207507j 0.0220764-0.00112015j 0.00956057-0.000467609j -0.0204644+0.000428042j 0.000370775+0.000516534j 0.0260159+0.00070841j 0.00219039+0.0014579j -0.0284791-0.00045611j 0.052427-0.000381739j 0.0581326+0.000683562j 0.00871635-0.000261016j -0.114205-0.000126822j 0.0587168+0.00087196j -0.0664444+0.000498816j -0.11789+0.000752187j -0.0111258+0.000852339j -0.0361294+0.00104054j -0.0206089+0.000269842j 0.149621-0.000336433j 0.166794+0.00194189j 0.193435-0.00125011j 0.238526+0.000186108j 0.696711-0.0010158j 0.267129-0.00218609j 0.177097+6.21353e-05j -0.0781153-0.000751911j 0.0427902-0.00104766j 0.142011-1.44524e-15j 0.000824146-0.00094716j 0.0931973-0.00224931j 0.0942388-0.000406245j 0.0886813-0.000910877j 0.010786-0.00110569j 0.0715585+0.00113873j 0.0206525-0.00051252j -0.0693699-0.000386204j -0.00804003-0.000165787j -0.0116631-0.00117576j -0.00685095-0.00048296j -0.0491996-0.00115616j 0.0017612+0.00188747j -0.00431754-0.000306065j -0.00242825+0.00111348j 0.00361815+0.000284239j -0.00739182+0.00062723j -0.00495678-0.00130968j 0.00367094+1.14527e-05j -0.00196016-0.000281024j 0.00333337-0.00153328j -0.00423395+0.000300362j 0.00123152-0.000260372j 0.000226933+0.000273393j -0.0017024-0.000387563j 
-0.000754556+9.15335e-05j -0.00405305+0.00061904j 0.000728519+1.61097e-06j 0.00928261-0.000791638j 0.00616374+0.000142443j -0.00114712+0.000362519j -0.00440862+0.000364027j -0.0218309-0.000521544j -0.0323159-0.000633088j 0.0194216+9.73867e-05j 0.0259016+0.00149817j -0.00176942-0.000281293j 0.100088+0.00203985j -0.00113745-0.000182476j 0.0809787-0.000100433j -0.0479087-0.00144985j -0.0123706+0.000162398j 0.0533205-3.2801e-05j -0.123489+0.00141828j 0.102939-0.00191237j -0.0399786+0.001148j 0.0147726-0.000922273j -0.170888-0.000436358j -0.0075855-0.000945526j -0.745699+0.000551577j 0.360311-0.000655612j -0.0483993-0.000538256j -0.212486-0.000375188j 0.0375569+0.000140726j 0.0711987+0.000393057j 0.000824146+0.00094716j -0.0303079-4.15835e-15j 0.139345-0.00100582j -0.0500671-4.36687e-05j -0.0241886-2.06642e-05j -0.0307115-0.00148797j 0.0771862-0.00128211j 0.0232697-0.00192903j -0.00526434-0.000291186j -0.0439643+0.000370676j 0.0108432+0.000111j 0.00243821+0.00329309j 0.0314055-0.00184164j 0.0168729-0.000460598j 0.00885451-0.00215882j 0.0191643-0.00160614j -0.00127011+0.000943439j 0.00727332-0.000114644j 0.00763087-0.000496827j 0.00472728-0.00114073j -0.00346748+0.000636098j -0.00661236-0.000116651j 0.00132385-0.000155634j 0.00289852+0.00161563j -0.00165816-1.96369e-05j -0.000813491-0.000861444j 
0.00165933+3.09218e-07j -0.00345167-0.000100332j -0.00602509-0.000631819j 0.00622062-0.000380811j 0.0158248-0.000400514j -0.00619587+0.000744487j -0.0369016+0.000867074j 0.024456+0.000271162j 0.00168964-0.000125695j 0.0514069-0.000390279j 0.0234132-0.00123935j 0.0542314-0.000667751j 0.0407552+1.72429e-05j 0.0556374+6.37697e-05j 0.033799+0.00112615j -0.0180308+0.0010017j 0.133243-0.000336176j -0.0447886-0.00292433j 0.0253696-0.0019981j 0.0687618-0.000587919j 0.0149499-0.00130719j 0.167375+0.000804562j -0.0332274-0.000436359j 0.828923+0.00287363j -0.071131+2.09191e-05j -0.213261-0.00279089j -0.0419712+0.000445735j 0.0134226+8.14062e-05j 0.0490836+0.00182993j -0.0150568+0.000306556j 0.0931973+0.00224931j 0.139345+0.00100582j 0.00747637+3.30595e-15j -0.0968754-0.0010466j -0.00825214+0.00104384j 0.00806088-0.000477826j 0.00854338+0.00010741j 0.0462251-0.000597375j -0.0517489+0.000182964j -0.00498306+0.000154045j -0.00955305+0.00108195j 0.0118042+0.000315047j 0.00606499+0.000368503j 0.0458152-0.000716637j 0.00928472-0.000967296j 0.00772498+4.92549e-05j 0.00199694-0.000789542j -0.0151167-0.00105494j -0.00545708-0.000527949j 0.00887002+0.00070468j 0.00659446-0.000195979j 0.00309446+0.000732454j -0.00148952-0.000616422j -0.000528974-0.00107678j 0.000298364+0.000168454j 0.00120954+0.000348625j 
0.00027488+0.000715791j -0.00495452-0.000175215j 0.00364858-5.29951e-05j -0.0207642+0.000196489j 0.0101162-0.000396279j -0.0198357-0.0015561j -0.00864355-0.000727244j -0.0187884+0.000285976j -0.0144264-0.00106781j -0.0181148-0.00015822j 0.0479128-0.000125879j 0.0645989-0.000848521j -0.0838023-0.000938852j -0.0306403+0.00100451j -0.0379322-0.00245349j 0.0496016-0.00115792j -0.0249531+0.0002107j -0.163478+0.000390389j 0.0652884-0.000500853j 0.074821+0.00136295j -0.153349-5.87026e-05j -0.178852+0.000734535j 0.789059+0.000860674j 0.00502456+0.000358213j -0.245241+0.00127539j -0.0798451+0.00089032j 0.011643+0.000323449j -0.135674-0.000534512j -0.0268638-0.000593747j 0.0457596+0.0007564j 0.0942388+0.000406245j -0.0500671+4.36687e-05j -0.0968754+0.0010466j 0.0649038-1.20931e-15j -0.078519+0.00147167j 0.0751802+0.00124059j -0.0458364+0.000241467j 0.0712005-0.00204831j -0.00585498+0.00060393j 0.00939962-0.000882407j -0.0101419-0.0018059j -0.0239372+0.000160866j -0.00719852-0.000669477j 0.00133987+0.000146974j -0.00625448+4.56275e-05j -0.0134388-0.000979527j -0.00188134+0.000170566j 0.00821804+0.000403221j -0.00657484-0.000449452j 0.00127535+0.000746324j 0.00152045+0.000991411j -0.00577729-0.00040754j -0.00445153-5.21531e-05j -0.00574584-0.000183651j 0.00115952+0.00102829j 0.000768312+0.000379821j 
0.00564139-0.000834625j 0.0142424-0.000676292j 0.0104158+0.000684952j 0.00101366+0.000607323j 0.0019926-0.000274927j -0.000743004+0.00150365j 0.00293373-0.000396014j 0.0171122-0.0010943j 0.0303121+0.000142549j 0.0673832-4.29468e-05j -0.0126064-4.23124e-05j -0.0285235+0.00260762j 0.0699096-0.000564709j 0.0280557-0.000156808j -0.050857+0.000429288j 0.0454358-0.000673851j 0.0926401-0.000942507j -0.275196+9.90928e-05j -0.00817262+0.00112523j -0.0760328+0.000198373j 0.263291+0.000107202j 0.726003+0.00201363j 0.138751+9.03393e-09j -0.218483+0.000557736j -0.145176-0.000417966j -0.130678-0.000346055j 0.0395343+0.0013312j 0.0155713+6.76938e-05j 0.0270714-5.97425e-05j 0.00168574+0.000829388j 0.0886813+0.000910877j -0.0241886+2.06642e-05j -0.00825214-0.00104384j -0.078519-0.00147167j 0.064057+3.34986e-15j 0.0486096+0.00103992j 0.000238053-0.0010541j 0.00822968+0.00137616j 0.0419838-0.000533871j -0.0148129-5.97599e-05j -0.0198134+0.000787211j 0.0135356+0.00159138j -0.00328644+0.000388545j 0.00304214-0.000572274j -0.00211601-0.000527291j 0.0198943+0.000845258j 0.00198201+0.000422096j -0.012234-0.000403939j 0.0013999-0.000212831j 0.00228104-0.000774066j -0.00652313-0.00052087j 0.00652694-0.000565763j -0.00184147+0.000106971j 0.00309742+0.000549011j 0.00160888-0.000182869j -0.000742939-0.00063069j 
-0.00799491+0.00094244j -0.00220479-0.000452881j -0.000150111+0.00128368j -0.0220529+4.17285e-05j 0.0135428-0.00213352j -0.0196334-0.00182285j -0.0114183-0.0019744j -0.0439811-9.04797e-05j -0.0526449-0.00257052j -0.0224481+0.00064835j 0.0979704-0.000415795j 0.0794361+0.000927882j 0.0989585+0.000253011j -0.0784569+0.00380947j -0.0918819-0.00229552j 0.156565-0.00149722j 0.0619129-0.00232721j 0.0549843-0.000270261j -0.118998+0.00146246j 0.167768+0.00221529j -0.751136-0.000760996j 0.264856+0.000694023j -0.0920681+0.000274943j -0.059086+0.000225912j 0.0970535+0.0015985j -0.0806766-0.00101161j -0.100951+0.00026983j -0.0151998-0.00141681j 0.0907801+0.00113624j -0.0231117-0.00020269j 0.010786+0.00110569j -0.0307115+0.00148797j 0.00806088+0.000477826j 0.0751802-0.00124059j 0.0486096-0.00103992j 0.121911+1.63075e-15j 0.0236903-0.00268643j -0.00744081-0.000368746j -0.0390054-0.000957856j -0.0410232-0.000276106j 0.0281972-0.00476425j 0.000242325+0.00146529j 0.018942-0.00271841j 0.0139016+0.000804702j 0.00614542-0.000724488j -0.00277862-0.000386027j 0.0107111+0.000637848j 0.00908142+0.002152j -0.000130772-0.00159165j 0.00258761-0.0017816j -0.00229085+0.00183942j -0.0125374-0.00209239j -0.00250806+0.000597641j -0.00441285+0.00230418j -0.000200581+0.000954581j -0.00122566-0.000455304j 
-0.00733544-0.000143339j 0.00487371-0.00117869j -0.0210146+0.00233742j -0.0122976+0.000364285j 0.00464239-0.00360161j -0.00567585-0.000237115j -0.0263876-0.00275144j 0.014442+0.000196831j -0.0138755-0.00113623j -0.0988458-0.000628972j 0.116841-0.0032135j 0.0375683+0.000317359j 0.0956444+0.000300562j -0.0173733+0.00247517j 0.101526-0.0026267j 0.0375089+0.00178717j 0.198651-0.000889711j 0.212404+0.00224654j 0.0737557+0.00136195j 0.745448+0.00282768j 0.25571-0.000257043j 0.0072363+0.000430176j 0.0563859+0.00163427j -0.0810911-0.00210778j 0.10481+0.000248663j 0.0756253+0.000991612j -0.0872022+0.000328067j -0.0135963+0.00074547j -0.0613928-0.00104654j 0.100781-0.000445338j 0.0715585-0.00113873j 0.0771862+0.00128211j 0.00854338-0.00010741j -0.0458364-0.000241467j 0.000238053+0.0010541j 0.0236903+0.00268643j 0.036614-6.24284e-16j 0.0245295+0.00107159j -0.0142119-0.00114291j 0.00342193+0.000457567j 0.0160822-0.00270653j 0.0114299-0.000459684j 0.0187219-0.00104183j 0.0085908-0.000814421j 0.00525534+0.00132825j 0.0029048+6.6232e-05j 0.0140175-0.000164839j 0.00739626+0.00162026j -0.00216858-0.000197512j -0.000945079-0.0014622j 0.00884509+0.000235834j -0.00610077-0.001007j 0.00218875+0.000847397j -0.00465289+0.000779183j 0.000254285+0.000112964j -0.000199042+0.00055167j 
0.0082726+1.0853e-05j -0.00857728+0.000384164j 0.00137226+0.000266637j -0.0129608+0.000277168j 0.0247434-0.000248016j 0.0219846+0.000519351j -0.0119541-0.00041161j -0.00466159-0.000206007j 0.0841051+0.00119709j 0.0497011-0.00238375j -0.0354793-0.000552185j 0.00581346-7.47829e-05j 0.0884838-0.000100272j 0.0114092+0.000744184j -0.292124-0.000857383j -0.285844+0.00123766j 0.0563047-0.00041021j -0.633787-0.00283246j -0.308671-0.00184152j 0.254455+0.000400591j 0.00249375-0.00145897j -0.207541-0.0011368j -0.149468-0.000619506j -0.0533146+0.00167285j 0.0292339-0.00104941j -0.0879531-0.0022342j 0.106035+0.00107796j -0.0429046-0.000343847j -0.0059863+0.000793798j 0.0941235+5.11229e-05j 0.0206525+0.00051252j 0.0232697+0.00192903j 0.0462251+0.000597375j 0.0712005+0.00204831j 0.00822968-0.00137616j -0.00744081+0.000368746j 0.0245295-0.00107159j -0.0238404-2.64979e-16j 0.00153819+0.000154502j 0.00363633-0.000124748j -0.0285795+0.000859743j -0.00352853-0.000377061j -0.00194668+0.0011346j 0.0140996-0.000264845j -0.00870185+0.000676308j 0.000679779-0.000346053j 0.00195593-0.000426287j -0.00324554-0.000342535j -0.00668564+0.000611041j 0.00867113+0.000422334j -0.00219758-0.000161432j 9.71569e-05+0.00071174j -0.00232864-0.000601443j 0.000590363-0.000501259j 4.80365e-05+0.000230707j 0.00192555-0.00015695j 
-6.05281e-05-0.00104955j 0.00109931+9.66395e-05j -0.00941033+0.00121029j 0.013171+0.000163282j -0.0165876-3.99985e-05j -0.0223877+0.000744895j 0.0441178-0.000696352j 0.0221965-0.00115958j 0.0143269-0.000841728j -0.0389064-5.07836e-05j 0.0384699-0.000840366j -0.120752+0.000749797j -0.0352225+0.000192394j -0.0412693-0.000931482j 0.100603-0.000388974j -0.147751-0.000504649j -0.28608+0.000924728j -0.346553-0.00130343j 0.702069+0.00378283j 0.124311+4.86346e-05j -0.161598-0.00190263j 0.0444155+0.00123402j -0.0855214-0.001125j 0.0463802-0.000782992j -0.00257279-0.000696892j 0.0845806+0.000899416j -0.0898371-0.00147095j -0.0574534-0.000371648j 0.060768+0.000121318j 0.0895031-0.000992673j -0.0693699+0.000386204j -0.00526434+0.000291186j -0.0517489-0.000182964j -0.00585498-0.00060393j 0.0419838+0.000533871j -0.0390054+0.000957856j -0.0142119+0.00114291j 0.00153819-0.000154502j -0.0112126+2.34426e-15j 0.0159219-0.000158163j -0.00194536-5.09313e-05j -0.00737458-0.000144815j -0.00446918-0.000350983j -0.0117008-0.000301474j 0.0035606+0.000707234j 0.00696637-2.41234e-05j -0.00527063+0.000443412j 0.00487794+0.000231522j -0.000263144+0.000444768j -0.0108-0.000467283j -0.000997439-0.000360517j -0.000381274+1.78876e-05j 0.00504828+0.000573521j 0.00182896+0.000456012j -0.00200634-0.000832387j 0.000130962+1.25361e-05j 
0.00121511+4.04721e-06j 0.00428347+3.59104e-05j -0.00594356+0.000765537j 0.000724413-0.000707285j -0.0109527-0.00157009j 0.0606651-0.00133997j -0.00302527+5.38797e-05j -0.0321625+0.000820782j -0.0192972+0.00072441j -0.0543883-0.00183882j -0.00742011-0.00131287j -0.0320598-0.00149364j -0.0166476-3.97353e-05j 0.0137906+0.000621252j 0.299763+0.0016579j -0.288888+0.000584094j -0.679471-0.00215472j 0.107848+0.000191646j -0.30364-0.00406024j 0.146531+0.000657013j 0.00589529-0.000597659j 0.168078+0.00203616j 0.0834117+0.000479641j 0.053136+0.00117847j 0.0627997+0.000359512j -0.08708-0.00207437j 0.0437016+0.000409234j -0.0266859-0.000447731j 0.076785+0.000700132j 0.0245213-0.00138197j -0.00804003+0.000165787j -0.0439643-0.000370676j -0.00498306-0.000154045j 0.00939962+0.000882407j -0.0148129+5.97599e-05j -0.0410232+0.000276106j 0.00342193-0.000457567j 0.00363633+0.000124748j 0.0159219+0.000158163j 0.013479+1.0365e-16j 0.0138762-7.10559e-05j 0.00687271-0.000158997j 0.00995731+0.000728651j -0.0013722+0.000442213j -0.00751773+0.000799143j -0.000984512+9.63905e-05j -0.00137324+3.1825e-05j 0.00361035-0.000126567j 0.00720634+0.00060348j 0.00398193-5.67961e-05j 0.00100308-0.000276085j -0.00018195+0.000155983j 0.000646423-1.56433e-06j 0.000284978+0.000224447j 0.00116354-8.87301e-05j -0.000586022-4.98926e-05j 
-0.00865337+0.000405885j -0.00274598-0.000409472j 0.00203647+0.00180848j -0.00967052+0.00260166j 0.0453163+0.000650551j 0.0342949-0.000858224j 0.0548583-0.000844894j -0.0223858-0.00381774j 0.162492+0.00120058j 0.0946465-0.00274704j -0.07131+0.00113168j 0.0275412+0.000249304j 0.00630166+0.000516066j 0.271968-0.000301372j -0.651156-0.00444317j -0.194799+0.00106414j -0.18523-0.000134749j 0.344671+0.00208057j 0.171291+0.0013239j 0.079472+0.00297451j -0.0147131-0.000738838j 0.0469149+0.00109013j 0.00807904+0.00113445j -0.00605031-0.00210309j -0.128418-0.000591021j -0.0895641-5.9187e-06j 0.106388-0.00133406j 0.113581+0.000666673j 0.0288736-0.000406301j 0.0591976+0.0016879j -0.0116631+0.00117576j 0.0108432-0.000111j -0.00955305-0.00108195j -0.0101419+0.0018059j -0.0198134-0.000787211j 0.0281972+0.00476425j 0.0160822+0.00270653j -0.0285795-0.000859743j -0.00194536+5.09313e-05j 0.0138762+7.10559e-05j -0.032722+1.5786e-16j 0.00487563+0.000363187j -0.00802609+0.00101514j 0.00217327-0.00107209j 0.00161752+0.00183891j 0.00695409-0.00117163j -0.00649344+0.00198955j 0.00783727+0.00106935j -0.011834+0.00171329j -0.00151119-0.000276268j -0.00377416-0.000493704j -0.00245342+0.000871231j 0.0002371+0.000515239j 0.00429453-0.000541411j -0.00177333-0.000515694j -0.00111341-0.000519174j 
-0.0039333+0.000915961j -0.00461014+0.000966407j 0.0188979-0.00249817j 0.0209623-0.000870484j 0.0150399+0.00259583j 0.0212343+0.000498974j -0.0473048+0.00185635j 0.00353042+0.000114112j 0.0249499-0.000803326j -0.0448361+0.00242862j -0.0470015-0.00134142j -0.0651986+0.00185384j 0.115005-0.000232137j 0.116681-0.00453984j 0.226897+0.0017703j -0.698811-0.00521313j 0.391656+0.00281821j 0.128927+0.00139831j 0.0888226+0.00210817j -0.0743367-0.00180737j -0.141144-0.00121094j 0.0740551+0.00118571j 0.11449+0.000987816j -0.0622625-0.00113482j 0.05879-0.000610299j 0.0115119+0.00155186j 0.0596875-0.0015426j -0.0391976-0.000845226j -0.019186-0.000372942j 0.0125791-0.00228103j -0.00685095+0.00048296j 0.00243821-0.00329309j 0.0118042-0.000315047j -0.0239372-0.000160866j 0.0135356-0.00159138j 0.000242325-0.00146529j 0.0114299+0.000459684j -0.00352853+0.000377061j -0.00737458+0.000144815j 0.00687271+0.000158997j 0.00487563-0.000363187j 0.0107311-1.04907e-15j 0.00185326-2.53278e-05j 0.00548629+0.0022581j -0.0100859-0.000128047j 0.00850859+0.00119134j 0.00585847+0.000657363j -0.00633577-0.00082518j -0.00229123-0.000789885j 0.00251199+0.000163877j 0.00136934-0.000996047j 0.00352298-0.000340311j -0.00225499-0.00016777j 0.00358954-0.000489755j -0.000596827+2.84038e-05j -0.00130863-0.000488083j 
-0.00109564-0.000347284j 0.00971347-0.000816407j 0.00904157+0.00295992j -0.00436733+0.00173048j 0.0805062-0.000302468j 0.00701868-0.00141839j 0.01921-0.00251178j -0.0092226-0.00360224j 0.144655+0.000467845j 0.0632176-0.0034287j -0.13083+0.000380161j 0.0435941+0.00096187j 0.222142-0.000310386j 0.751928+0.00153826j 0.304713-0.000244489j 0.223969+0.00383872j -0.0142583-0.00201466j -0.0877042-0.00150333j 0.00409849-0.00221963j 0.00163989+0.00182613j -0.0717268+0.00052902j -0.0900019+0.00025974j -0.00744686-0.00193346j -0.0455649+0.00100811j 0.00710908+0.00125885j -0.0335505-0.000438858j 0.0815557-0.00174286j 0.00296001-0.00149908j -0.0118665-0.00140058j 0.0300942+0.000523602j -0.0491996+0.00115616j 0.0314055+0.00184164j 0.00606499-0.000368503j -0.00719852+0.000669477j -0.00328644-0.000388545j 0.018942+0.00271841j 0.0187219+0.00104183j -0.00194668-0.0011346j -0.00446918+0.000350983j 0.00995731-0.000728651j -0.00802609-0.00101514j 0.00185326+2.53278e-05j -0.00564084-1.04083e-16j -0.0108888-0.000924429j -0.00612608+0.00144912j 0.00755249-0.00117538j -0.000249957+0.00172463j 0.0031943+0.00124646j -0.010468+0.00166258j -0.00246327-0.000315441j -0.0026134-0.000207793j -0.00259307-8.72111e-05j -0.000768318+0.000805893j 0.00335678+0.000633867j 0.000807712-0.000204771j -0.00121419-0.000787781j 
0.00377647+0.00032758j -0.00225976-0.000670839j -0.00909427-0.00147483j -0.0284539+0.000316244j -0.0261133+0.000448659j -0.0199291-0.000377725j -0.100199+0.0026448j 0.0656994+0.00364304j -0.0224073+0.00244439j -0.00356314-0.000922723j 0.124578-0.00085311j 0.235016-4.72413e-05j 0.796597+8.72924e-05j -0.177419-0.00121804j -0.0472436+0.000260835j -0.0249311-0.00035265j -0.136668+0.000903944j 0.027215+0.000713031j 0.0797305-1.59483e-05j -0.138761-9.26742e-05j 0.0518557-0.00112224j -0.0602053+0.000728996j 0.0253171-0.000961591j -0.0363707-0.000416145j 0.0172725-0.00237616j -0.0454425+0.00154375j -0.039379+8.12284e-05j -0.0273769+0.00167601j 0.0311816-0.00100552j -0.0019573+0.000950569j 0.0017612-0.00188747j 0.0168729+0.000460598j 0.0458152+0.000716637j 0.00133987-0.000146974j 0.00304214+0.000572274j 0.0139016-0.000804702j 0.0085908+0.000814421j 0.0140996+0.000264845j -0.0117008+0.000301474j -0.0013722-0.000442213j 0.00217327+0.00107209j 0.00548629-0.0022581j -0.0108888+0.000924429j -0.0117862-2.75387e-17j -0.0020728+0.000834932j -0.0102706+0.000471132j 0.0030704-0.00183301j -0.00516848-0.000364717j -0.00160623+0.000130391j 0.00853114+0.000907755j 0.00670177-0.000417327j 0.00184759+0.000645199j -0.00323848-0.000899917j -0.00755149-0.00182152j 0.00226341+0.000904727j 0.00234478+0.00130239j 
0.0191424-0.000648314j 0.00821381+0.000657792j 0.0335693+0.00140907j -0.00256929-0.000879256j 0.0363069-0.00106485j 0.0483243-0.00401379j 0.0127133-0.0035914j -0.0653075+8.16627e-05j 0.0559502-0.00193179j 0.0444551+0.00199762j -0.673936-0.00310314j -0.49381-0.00524064j 0.20245+0.00179082j -0.189127-0.000719397j -0.00176036-0.00025422j 0.0831045-0.000910465j 0.0212348-0.00120476j 0.0488105+0.00105646j 0.042067-8.9791e-06j 0.0759259+0.00231077j -0.0332982+0.00110378j 0.000872149-0.000669373j 0.0323097+0.00111835j 0.0308393+0.00180121j -0.000709999+0.00228527j -0.00445488+0.000970701j 0.0216987-0.000542717j -0.0246854-0.00255841j -0.000938085-1.76359e-05j -0.0305781-0.000240529j -0.00431754+0.000306065j 0.00885451+0.00215882j 0.00928472+0.000967296j -0.00625448-4.56275e-05j -0.00211601+0.000527291j 0.00614542+0.000724488j 0.00525534-0.00132825j -0.00870185-0.000676308j 0.0035606-0.000707234j -0.00751773-0.000799143j 0.00161752-0.00183891j -0.0100859+0.000128047j -0.00612608-0.00144912j -0.0020728-0.000834932j -0.0127216-3.6169e-16j -0.00301229-0.000738543j -0.00459776-0.000238187j -0.00366336+0.000856759j -0.00167491+0.000488101j 0.0058626+0.000440544j -0.00657259+0.000789234j -0.00237906-0.000241595j -0.00370488-6.53883e-05j 0.00108715+0.000911017j 0.00392459+0.000600664j 0.000412544-0.000812979j 
-0.0106451+0.000389303j 0.0163631-0.00128077j -0.00542882-0.00185077j 0.00421122+0.00172806j -0.0750285+0.00312027j 0.0324619+0.000475244j -0.00732117-0.000367019j 0.0189738+0.00313587j -0.173358+0.00154824j -0.367967-0.00126828j 0.422827+0.00342452j -0.61299-0.00735251j 0.107575+0.00069917j 0.167303+0.00104892j -0.127313-0.00217712j 0.0450852+0.00390647j 0.00822123-0.00296713j -0.0210703+0.000329453j -0.0459318-0.00275686j -0.0357124+0.000648787j 0.00156915-0.000693381j -0.0209852-0.00231454j 0.0214452+0.000130374j 0.0365904+0.00137714j 0.00659135-0.00172584j 0.0101094-0.00104889j -0.0132494+0.0010125j -0.0195311-0.000205712j 0.00131682-0.00135352j 0.0205578+0.00186496j -0.00242825-0.00111348j 0.0191643+0.00160614j 0.00772498-4.92549e-05j -0.0134388+0.000979527j 0.0198943-0.000845258j -0.00277862+0.000386027j 0.0029048-6.6232e-05j 0.000679779+0.000346053j 0.00696637+2.41234e-05j -0.000984512-9.63905e-05j 0.00695409+0.00117163j 0.00850859-0.00119134j 0.00755249+0.00117538j -0.0102706-0.000471132j -0.00301229+0.000738543j -0.000294911-9.28077e-17j 0.00550894-0.000602232j -0.0035618-0.000129143j 0.00996721+0.000532518j 0.0014568-4.7494e-05j 0.000729997-0.000479949j 0.00527577+0.000394161j -0.00134558-0.000364638j -0.00163474-0.000568585j 0.00167091-3.43174e-05j -0.00302005+0.000249759j 
-0.000574774+0.00166682j -0.0148709+0.0018664j 0.0444314-0.00236779j -0.00620628-0.00179729j -0.0150013+0.00184259j 0.0483732-0.00250112j -0.027242-0.0025183j -0.0727371+0.00359161j 0.132566+0.00120521j 0.766704+0.0062541j 0.312443+0.00242427j -0.259286-0.00646746j 0.0149056-0.00105104j -0.0259582-0.00249358j 0.0585051+0.000468059j 0.0407649+0.000185957j -0.00598856+0.00114973j 0.0177435+0.00153195j 0.0175198-0.000183097j 0.0292494-0.00197642j 0.0101858-0.000513992j -0.030492-0.000285899j -0.000316072+0.000677331j -0.0138274+5.95096e-05j 0.0170104+0.000535463j 0.00621684+0.00280536j 0.00758437-0.00113941j 0.00793069-0.000808434j 0.0159753-0.000418421j 0.00524134-0.00313227j 0.00361815-0.000284239j -0.00127011-0.000943439j 0.00199694+0.000789542j -0.00188134-0.000170566j 0.00198201-0.000422096j 0.0107111-0.000637848j 0.0140175+0.000164839j 0.00195593+0.000426287j -0.00527063-0.000443412j -0.00137324-3.1825e-05j -0.00649344-0.00198955j 0.00585847-0.000657363j -0.000249957-0.00172463j 0.0030704+0.00183301j -0.00459776+0.000238187j 0.00550894+0.000602232j -0.00482344-4.0766e-17j 0.000585583+9.47701e-05j -0.00261604-0.00139926j 0.00766827-0.000154821j -0.00214998-0.000275744j -0.00149472-0.000758169j -0.00515622-4.00939e-05j 0.000731669-0.000513447j -0.000129079+0.000720113j -0.000134755-0.000217125j 
