-0.00594764-1.58727e-16j -0.0118732+2.17782e-05j 0.0107453+0.000846015j 0.016422+0.00256158j -0.00731306-0.000594111j -0.0171496+0.00162976j -0.0198589-0.00505197j 0.0150178+0.00156106j -0.000609001-0.00401023j -0.0179474-0.00284699j 0.0238068-0.000476842j -0.0192537-0.00441169j -0.00848745-0.00288445j 0.0275562-0.000871446j -0.0024354+8.25661e-05j 0.0144923+0.00516641j 0.00193042-0.00125698j -0.00499121-0.00265226j -0.00630837-0.00308006j -0.00397456-0.00185621j -0.0111586-0.000992534j 0.00830281+0.000237886j 0.0109009-0.000544278j 0.0120444-0.00157876j -0.011151-0.00246065j 0.00209062-0.0021439j 0.00543351-0.00437148j -0.00621735-0.00146688j -0.00837028+0.00105737j -0.0287318-0.00167547j -0.00276399+0.00203712j 0.00622617+0.000206627j 8.80787e-05-0.000368215j -0.00407834-0.000962321j 0.0127671+0.00797454j 0.0147328+0.00220966j 0.00233372+0.00127328j 0.00743916+0.00326113j -0.0298507+0.00181238j 0.0256441+0.00578245j -0.0154999-0.000694394j 0.0201323+0.00132795j -0.0093478+0.00223512j 0.0201664-0.00244416j -0.00177581-0.00119569j -0.0117434+0.00697744j 0.0331735+0.00643064j -0.00944077-0.00352245j 0.0327865-0.00638105j -0.00983198+0.00471158j -0.0398558-0.0057185j 0.0393673+0.0126484j 0.016291+0.00905819j -0.0845316+0.00749023j 0.0161638+0.0170796j -0.0706467-0.0216827j 0.0527267-0.00658198j -0.0917333-0.00570523j 0.0839298+0.00634561j 0.00662731-0.0139743j -0.0412514+0.00380249j 0.012757+0.0131872j 0.00783095+0.00885148j 0.0342045-0.0021968j 0.0207005-0.00173812j 0.019135+0.0113491j 0.031436-0.00440127j -0.0263998-0.0102208j 0.016279+0.00969853j -0.0678358+0.00789378j 0.00459717+0.0042796j -0.104427+0.0144524j 
-0.0845316-0.00749023j 0.0615492-0.0189079j -0.039527-0.0118144j -0.116225+0.00618501j 0.055024-0.00690482j 0.201218-0.012511j 0.0532665+0.00231933j -0.0482361+0.000968363j -0.296823-0.00736731j 0.0267+0.00526942j -0.253289-0.00427091j -0.110628+0.00289742j -0.0750688+0.0043331j -0.0346578+0.00402631j -0.0753071+0.0052089j 0.0350839+0.0118914j 0.0717193-0.00652115j -0.0829727+0.005621j 0.0426961+0.00702091j -0.00819497+0.000221296j -0.00620521-0.000385842j 0.0686527-0.00113913j 0.0873389-0.00407094j -0.0181441-0.00267274j 0.0478541-0.00183144j 0.124142-0.00301226j -0.0678862-0.00282152j 0.0518882+0.00504569j 0.0780784-0.00430756j -0.0304936-0.00427564j -0.0245174+0.00715942j 0.0528945+0.00122844j 0.00673894-2.51862e-05j 0.00574308+0.00412576j 0.0225176+0.00456881j -0.0207442-0.00114929j 0.0350332+0.00482122j 0.0491081-0.00300955j 0.00617445-0.00596989j -0.00447091+0.0110904j -0.00194273-0.000545457j -0.0317021+0.00319419j 0.0275735+0.00255055j 0.0394577+0.00533805j -0.00857456+0.00536106j 0.00351837-0.000324148j 0.0300822-0.00302499j 0.00642726-0.00533276j -0.0301251-0.00501427j 0.020156+0.00107466j 0.0230174+0.000349797j 0.0077146+0.00429483j 0.00501705+0.000583081j -0.0433626+3.42608e-17j -0.0151801-0.00138948j -0.0123971+0.000709259j 0.0130053-2.10203e-05j 0.00292281-0.00284123j -0.0407355+0.00637697j 0.00439822+0.00033164j 0.0195696+0.00398188j -0.030044+0.00158946j -0.0282115+0.000845715j 0.0258511+0.00260017j -0.0310149-0.00207137j -0.0059474+0.00014055j -0.00022368-0.00334052j 0.0330373+0.00321457j 0.00596473-0.0071029j 0.0262185+0.00284831j -0.0161747-0.00335385j -0.0131554+0.00350161j 
0.0161638-0.0170796j 0.0841894-0.00358453j 0.054721-0.0123614j -0.115245-0.00377496j -0.0567867-0.00451916j -0.0396817-0.00712521j 0.105291+0.00841812j -0.0215995-0.00380502j -0.117858-0.000109055j 0.292021+0.00562799j -0.104849-0.000410257j 0.186569-0.00973238j -0.0615902+0.00511921j -0.0850598+0.00880622j -0.0401876-0.000556325j -0.0187902-0.00641899j -0.0301766+0.00590758j 0.0153071-0.00653378j -0.0164597+0.000321431j -0.00596653+0.0105623j -0.113466-0.0019323j 0.0374563-0.0012974j -0.0076002+0.000177491j -0.0635541+0.00246577j -0.0554093+0.00427405j -0.0315728+0.00223598j -0.0562937-4.00954e-05j 0.000272184-0.000352804j -0.0141633-0.00166445j -0.0102999+0.00194824j 0.114318+0.000777475j -0.0281294-0.00104766j -0.0216866-0.00628626j -0.044982-0.00797241j -0.0154076-0.00381432j -0.0131065+0.00179797j 0.0240153-0.00108501j 0.0141444+0.00500002j 0.00483604+0.000445891j -0.0318908-0.00511004j 0.00304353+0.00292616j 0.0133631-0.00273227j 0.0452258-0.00490461j -0.0299288-0.00291324j 0.00779596-0.00197402j -0.019417+0.00370905j -0.0074617-0.000465106j -0.0122508+0.00153214j -0.0388703-0.000979141j 0.00396566-0.000561824j -0.00199037+0.00388176j 0.0318059+0.00239854j 0.00667908+0.00231914j -0.0151801+0.00138948j 0.00140877-7.45497e-16j -0.0279534-0.00135186j 0.0374198+0.00128384j -0.00979068-0.00175803j 0.0211586+0.000565808j 0.0123646-0.00401151j -0.00948841+0.0049542j -0.0145025-5.6112e-05j -0.00383545-0.000654661j 0.0294198+0.000773577j 0.00887789+0.00062164j -0.0110887+0.000297249j 0.00887976-0.00440388j 0.00623285-0.00295983j 0.0131718-0.000105647j -0.00886217+0.00416283j 0.00708251-0.001454j -0.0150895+0.000212978j 
-0.0706467+0.0216827j -0.094802-0.00748854j -0.0477261+0.00581261j 0.0577182+0.00605604j 0.146758-0.0071404j 0.0326366+0.0114463j -0.0505174+0.00468375j -0.00109443+0.000670692j 0.00494171-0.00183544j -0.403637-0.00615831j -0.0123875-0.000252697j -0.149114+0.00188394j 0.0788423-0.00291199j 0.130507-0.00489085j 0.0111171+0.000224215j 0.032525-0.000178915j 0.13094-0.00729925j -0.0262316-0.00408933j -0.0441623-0.000159567j -0.0266467+0.00262155j -0.112778-0.00627499j 0.0384193-0.000199525j 0.0267873+0.00419919j 0.0613521+0.00734482j -0.0366968+0.00116161j 0.0273006-0.00158895j 0.0581171+0.00429931j 0.00551608-0.00850698j 0.0626359-0.00243909j -0.04149-0.00338284j 0.0667224-0.00363657j 0.0318101+0.00198067j -0.0117309-0.000937032j -0.019501+0.00455419j -0.0655537-0.00247585j -0.0297478-0.00370087j 0.0357277-0.00379296j 0.00307115-0.00120177j -0.0170014+0.00347949j -0.0332327+0.00333342j -0.0651963+0.00220513j 0.0105613-0.00273451j -0.000183237+0.00138314j 0.0452575+0.0065543j 0.0159417+0.0048652j -0.0141152+0.000582328j 0.0141629-0.00022784j 0.0473642-0.00137745j 0.0128624-0.00372197j -0.00426734+0.00139034j 0.0281383+0.00169958j 0.0131867-0.0041355j 0.0137832+6.65535e-05j -0.0123971-0.000709259j -0.0279534+0.00135186j -0.0393993+1.0301e-15j 0.0251761-0.00214189j 0.00389205-0.00280718j 0.0158378+0.00514029j 0.00852931-0.00149583j 0.0371336-0.000268119j 0.0207268+0.00358135j -0.0467237+2.63765e-05j 0.0482717+0.000134828j -0.0116085+0.00186075j 0.0642603+0.00299958j -0.00637565+0.00358148j 0.0243536-0.00320552j -0.0436297-0.0036328j -0.006477-0.0017712j -0.0031131+0.00538231j 0.0233495+0.0044634j 
0.0527267+0.00658198j -0.0491598+0.012755j 0.00212282+0.00335995j 0.0530396+0.00366709j 0.0207215-0.00358693j -0.0792077-0.00013886j -0.105177+0.00558241j 0.107699-0.00518069j 0.183511+0.00040618j -0.0304383-0.00257712j 0.130198+0.000266578j 0.0110302+0.000153534j 0.118254-0.00150444j 0.00398058+0.0115742j 0.0416044-0.00212065j -0.0919868-0.000885135j 0.0131137-0.00683167j 0.0533085-0.00142137j 0.0823355-0.00258546j -0.0492283+0.0116651j 0.0312786+0.00564067j -0.108997+0.000607658j -0.0701229-0.00898271j 0.0405553-0.00280269j -0.0129929+0.00622626j -0.02196-0.00395712j -0.0120929+0.00369274j 0.0156738-0.00705086j -0.0386769-0.00605284j -0.00612211+0.00878681j -0.0258726+0.0117402j 0.02072-0.00154228j -0.0118597-0.00519739j 0.028897-0.00833739j 0.0296862-0.00350456j 0.0243976+0.000731984j -0.0330841-0.00137036j -0.0323772-0.00299055j -0.018194+0.00169359j -0.0322418+0.00355759j 0.0335084+0.00101267j -0.01043+0.000603907j 0.00177899-0.00487708j 0.00769528+0.00288804j 0.00877851-0.00464881j 0.00663553+0.000704944j 0.0219238+0.000698318j 0.0263123-0.00228168j 0.015023+0.00207365j 0.0163909-0.000690502j -0.018168-0.000281301j -0.0085463+0.000693418j -0.0424393+0.000259051j 0.0130053+2.10203e-05j 0.0374198-0.00128384j 0.0251761+0.00214189j -0.0129243-4.90059e-17j 0.00694757+0.00287102j 0.0213511+4.13707e-05j -0.00350105+0.0020247j -0.0124414-0.00301787j 0.000370736+0.00154829j 0.027706+0.00194773j -0.0160033-0.00138342j 0.021951+0.00234955j -0.00157877-0.00273909j 0.00697281-0.000391357j -0.010313-0.00177343j -0.00355999+0.00349348j -0.012264-0.0037961j 0.00910173+0.00178665j 0.00579087-0.00218885j 
-0.0917333+0.00570523j 0.00771052-0.0200186j -0.0835451-0.0126671j -0.0720561+0.00790507j 0.00359747-0.00473924j 0.068638+0.00100332j -0.0260288+0.0114307j -0.0363314+0.00180296j -0.301052-0.00388286j -0.142342-0.00111631j -0.187871+0.00242928j -0.00153354-0.00124358j -0.102662-0.00214831j 0.0950235-0.00194364j -0.0169083-0.00122716j -0.0257058-0.00523993j 0.0514306+0.0107114j -0.0253129+0.00237469j -0.0472352-0.010589j -0.0372562-0.00683624j 0.0842488+0.00599919j -0.0107007-0.00933804j 0.00989914+0.000835238j 0.00181246+0.00525302j -0.0723839-0.00315287j -0.014796-0.00502348j 0.0220545+0.00254573j -0.0127756-0.00284702j -0.0316265+1.29089e-05j -0.0456037+0.00168344j 0.037215-0.00753696j -0.00177435+0.000447775j 0.00144519+0.00944437j -0.0248659-0.00282778j -0.00227224-0.00220966j 0.0207369-0.000979559j -0.00472268+0.00291638j 0.0224952+0.00314977j -0.00718392+0.000102496j 0.0114753-0.00247236j 0.0130375-0.00123127j 0.0118042-0.00121649j 0.0133979+0.0017296j 0.0326731-0.00229092j 0.0418139-0.00351343j -0.0118543-0.00107468j 0.0010945+0.00101488j -0.023731+0.00337314j -0.0244554+0.00602971j -0.00473792-0.00318849j -0.0062485-0.00138902j 0.0194213+0.00081202j 0.010738-0.00151212j 0.00292281+0.00284123j -0.00979068+0.00175803j 0.00389205+0.00280718j 0.00694757-0.00287102j -0.0113874-2.06215e-16j 0.0285491+0.00448858j -0.00602732-0.00124937j 0.0306095+0.00345574j -0.00615957+4.17117e-05j -0.00722012+0.000740773j 0.00987495+0.00106898j -0.00843095+0.00510992j 0.00207474+0.00493121j -0.0213341-0.00262568j 0.00654454-0.00161239j -0.00733713-0.00380396j 0.015471-0.00293037j -0.015891+0.000143675j 0.00294728+0.0035214j 
0.0839298-0.00634561j -0.00390761+0.017057j 0.0240741+0.00521865j -0.0153613+0.00164965j 0.040236+0.0085941j -0.0234366-0.00998136j 0.0355276-0.00328814j -0.0325519+0.00545299j 0.193715+0.00113248j 0.104119-0.00162633j 0.148594-0.00270828j 0.0334201-0.000112505j 0.0608419-0.00350871j -0.0575742-0.00383728j -0.0569337-0.00434362j -0.15068+0.0100236j 0.0429076-0.000551569j 0.0674201+0.00385819j -0.0858648-0.0049819j 0.0275334+0.00100134j -0.0846951-0.00903415j -0.0899523+0.00837056j 0.0143039+0.00079332j -0.0571144+0.000788175j 0.0433536-0.0036009j 0.0577166-0.00670138j -0.0319173-0.00362222j 0.0979668-0.00534425j 0.0745466-0.00293978j 0.101707-0.00426677j 0.0246565-0.00432798j 0.0204577-0.00121423j 0.00593212+0.00346262j 0.0336132-0.00175152j -0.000815534+0.00128771j -0.0278303+0.00285805j -0.0262382-0.00120068j -0.013133-0.00593175j 0.0656464-0.0014651j -0.0168363+0.00384343j 0.00521339+0.000219794j -0.0152033-0.00302349j -0.00928809-0.00493253j 0.00167909-0.00399068j -0.0242541-0.00465836j 0.00902049-0.000794797j 0.0373205+0.00198586j 0.0431253-0.00132596j 0.0306984-0.00421013j 0.0222681+0.00148838j -0.000634786+0.00518454j -0.0141279+0.00156541j -0.0372109+0.00354058j -0.0407355-0.00637697j 0.0211586-0.000565808j 0.0158378-0.00514029j 0.0213511-4.13707e-05j 0.0285491-0.00448858j -0.02605-4.64472e-16j 0.0375909-0.00117603j -0.0495298-6.62488e-05j -0.0235777+2.57674e-06j 0.00294048+0.00178233j 0.00815929+0.00101175j 0.0154738-0.000150575j -0.0162606-0.00623301j 0.0293014+0.00223353j 0.0127334-0.00215935j 0.0139893+0.0026381j -0.0215242+0.00697547j 0.0190256-0.000760413j -0.0142613-0.00261381j 
0.00662731+0.0139743j -0.0642197+0.00565905j -0.0266955-0.00212247j 0.0316616+0.00309399j -0.0146107+0.00712687j 0.00665199+0.000328418j -0.0499629-0.00373472j -0.00483222+0.00879466j 0.0490971+0.0040765j -0.16949+0.00333842j 0.109321-0.0102508j -0.0516198-0.00178995j -0.00562954+0.00178212j 0.117885-0.00126231j 0.0329074+0.00697147j -0.113424-0.00569378j 0.0169271-0.00220229j 0.0753842+0.00600215j -0.0225879+0.00627184j 0.0697827+0.00312724j 0.0672147-0.00450511j -0.0466986-0.00873864j 0.0459262-0.010525j 0.0121284+0.0057743j 0.0199058-0.00147453j 0.0268439-0.0062582j 0.0260056-0.0140728j 0.0248676+0.00103821j -0.0266009+0.00130997j 0.0247161-0.00254039j -0.00904509-0.00658337j -0.0157362-0.00190678j -0.0191137+3.50678e-06j 0.00436855-0.00243891j -0.00500883+0.00180769j -0.0101027+0.00181125j -0.0127573-0.00227457j -0.00508964+0.00402154j 0.0212279+0.000612261j 0.0242023-0.00116936j -0.00181836-0.0025318j -0.0131192+0.00137244j -0.0181869+0.00110552j 0.0523244-0.00507578j 0.0290402-0.00430214j 0.00263654+0.00103595j 0.00262071-0.00275642j 0.0139792+0.00188533j 0.0134317+0.00150282j 0.00781065-0.00142718j -0.0176297-0.0011418j -0.0104871+0.00142051j -0.02084-0.00284236j 0.00439822-0.00033164j 0.0123646+0.00401151j 0.00852931+0.00149583j -0.00350105-0.0020247j -0.00602732+0.00124937j 0.0375909+0.00117603j 0.00643837+1.67834e-16j -0.00738366-0.000149418j 0.0135451-0.00194227j 0.00449019+0.00386907j -0.00103706+0.000154235j 0.0183062+0.00443213j 0.0142679-0.000658655j 0.0055851+0.000536234j -0.0111103-0.0014845j -0.00856756+0.00133883j -0.0135821-0.00309378j 0.00657585+0.00275191j 0.0100898-0.000975294j 
-0.0412514-0.00380249j 0.0286364-0.0131204j -0.0757356+0.00524182j -0.0268104+0.00593381j 0.055665-0.000271917j 0.00896122+0.00864635j -0.00783714+0.00157023j -0.038584+0.000448823j -0.108778-0.000616892j -0.0227511+0.00192557j -0.149542+0.00672696j -0.0249448-0.017127j -0.0126719+0.00143423j -0.0277582+0.0113211j -0.0193984-0.00139609j -0.0102197-0.00148682j -0.00627367+0.00821528j -0.0837896-0.00303541j -0.0620372+0.00614338j -0.0661173-0.00131367j 0.0216623-0.00330976j -0.0437312+0.00359985j -0.0709506+0.00325761j 0.00586754+0.00503023j -0.0354105+0.00514444j -0.00850927+0.0068812j -0.0375098-0.00059834j 0.029533-0.00429441j 0.00990218-0.000994312j -0.0169236-0.00249936j -0.00583852-0.00727121j 0.000992997+0.00478858j 0.000457133-0.00164221j -0.0136173+0.0028161j 0.0228287-0.000515557j 0.0310742+0.00243408j 0.00209837-0.00715885j 0.0280119-0.00456655j -0.0215513-0.000869568j -0.0227904-0.00222802j 0.0115612+0.00230531j 0.0232796-0.00158869j -0.00298032-0.00532606j -0.0372309+0.00590007j -0.00412763-0.00220619j 0.0153616-0.000854215j 0.00548506+0.00112685j 0.00822523+0.00352752j 0.0153142+0.00262689j -0.0206007+0.00203966j 0.0221554+0.000883469j -0.00507661-0.00223752j 0.00889529+0.000867839j 0.0195696-0.00398188j -0.00948841-0.0049542j 0.0371336+0.000268119j -0.0124414+0.00301787j 0.0306095-0.00345574j -0.0495298+6.62488e-05j -0.00738366+0.000149418j 0.018812-6.42715e-16j -0.0237317+0.00277491j -0.00130378-0.00443218j -0.018628-0.00129798j -0.0190351+0.000630823j -0.0216575+0.00125879j -0.0205116+0.00411284j 0.0187285-0.00018424j 0.00411881-0.00162764j 0.0224496+0.00162197j -0.0151224-0.0025418j -0.0102297+0.0015536j 
0.012757-0.0131872j 0.0510002+0.00258904j 0.0290003-0.00374869j -0.0340022+0.00197681j -0.0593912+0.00119751j 0.0555752+0.00459081j 0.00785183+0.00258423j -0.0277556-0.00882789j -0.0473132+0.00404867j 0.146433-0.00148316j -0.0284993-0.00191121j 0.0851238-0.00525499j -0.0449602-0.0125148j -0.0620391-0.00306233j -0.00683657-0.00572171j 0.0331051+0.0101657j -0.0129502-0.0111912j -0.0453311-0.0081239j 0.0379147-0.00458113j -0.00962102+0.000653501j 0.0308503+0.00242148j -0.0178457-0.00041588j 0.0572288+0.00993686j -0.0490853-0.00258906j 0.0336021+0.00426366j 0.0134407+0.00706404j -0.00991692-0.00376161j -0.00826879-0.00147832j -0.0100006+0.00682451j 0.0167299+0.001674j -0.00285967-0.00610692j 0.00194806+0.00743985j -0.0277843+0.00196962j -0.00156645+0.00277936j 0.0306967+0.0015463j 0.0247243-0.0031398j -0.0282164-0.000228629j -0.0199886+0.0058974j -0.00210814+0.00277729j 0.00238081+0.00775434j 0.00177417-0.00477071j -0.0105946+0.00159601j -0.0379282+0.008958j 0.00199924+0.00892691j 0.00873481+0.00187489j 0.00567282-0.00408674j -0.0114677+0.00040493j -0.0434661-0.00105816j 0.00823409-0.00218098j -0.00842883-0.00324225j -0.000417485-0.00497866j -0.0376753+0.00190664j -0.00545052+0.00245119j -0.030044-0.00158946j -0.0145025+5.6112e-05j 0.0207268-0.00358135j 0.000370736-0.00154829j -0.00615957-4.17117e-05j -0.0235777-2.57674e-06j 0.0135451+0.00194227j -0.0237317-0.00277491j -0.0227454+2.14238e-16j 0.00143382-0.00072827j -0.0147416+0.000431655j -0.00545552-0.00534211j -0.0312856+0.00032258j 0.00799307+0.000596725j -0.00758424+0.00434009j 0.0283696-0.000941079j 0.00879097+0.00237473j 0.000220043-0.00255238j -0.0123401-0.00226516j 
0.00783095-0.00885148j 0.0295555+0.00221886j 0.0662044+1.42383e-05j -0.00331762-0.0106113j 0.0345263-0.00926495j -0.041747-0.00871386j 0.0599261-0.00618982j 0.0150838+0.0130622j -0.0142011+0.00168022j 0.110485+0.0013152j 0.0155941-0.0154495j 0.00237983+0.00792635j 0.0275867-0.00797063j -0.0985202-0.00453926j -0.0132421+0.00182802j 0.10056-0.000642652j 0.0075286+0.00179873j 0.000974841-0.00457989j 0.0152079+0.00914817j -0.00660448-0.00705916j -0.085111+0.00422884j 0.105186+0.00561931j -0.0342151+0.00107878j 0.0456292+0.00267745j -0.0280461-0.000993424j 0.0091876-0.000985691j 0.00434678-0.00231626j 0.0134104-0.0100927j 0.0400316-7.85737e-05j -0.00741672-0.00736687j 0.00679472-0.00685932j 0.0346461+0.00327828j -0.0194278+0.00463861j 0.0118765-0.00357796j -0.0149312-0.0018115j -0.00330747+0.000413023j -0.0463441+0.00508984j -0.0335281+0.0059865j -0.00235259-0.00479081j -0.022501-0.00380396j 0.00748898-0.000613538j 0.0197667-0.00315437j -0.00197094+0.00558134j -0.0308016+0.00418043j 0.00893862-0.000435682j -0.0120325+0.000181873j -0.000173748-0.00196632j -0.00990121-0.00262606j -0.036167-0.00229592j 0.0109254-0.000350217j 0.0157386-0.000113828j 0.0179088-0.00113681j 0.0203251+0.000615606j -0.0282115-0.000845715j -0.00383545+0.000654661j -0.0467237-2.63765e-05j 0.027706-0.00194773j -0.00722012-0.000740773j 0.00294048-0.00178233j 0.00449019-0.00386907j -0.00130378+0.00443218j 0.00143382+0.00072827j -0.00502526-8.34836e-16j 0.026593+0.00290187j -0.00829142-0.00272354j 0.00479086+0.0017765j 0.00405323-0.00109511j 0.00389118+0.00116936j -0.00170049-0.00152951j -0.00174847+0.00314122j 0.00248255-0.000338671j 0.00109215+0.00151047j 
0.0342045+0.0021968j 0.0024545+0.00733762j -0.0384863+0.00531854j 0.0488314-0.00067899j 0.0248507-0.000925802j -0.0318976+0.00788721j 0.0209669-0.0022263j -0.0200114+0.00304079j 0.110268+0.00311657j 0.0213369+0.000563713j 0.0271182+0.00629725j 0.0220871+0.00113723j 0.0876217-0.00128326j -0.0773739-0.0129293j -0.00385341-0.00309887j -0.0113838+0.00114753j -0.0571951+0.00176839j -0.0310184+0.00135703j -0.0667404+0.00613586j 0.0205378+0.00350041j 0.0464888-0.000348919j -0.072626+0.00220015j -0.0317782+0.00964972j -0.0218036-0.00106723j 0.0260504+0.00640558j -0.0090442+0.00368241j -0.0561613+0.00157521j -0.0200637-0.00202623j 0.0163191-0.00521081j 0.0112954-0.00505841j -0.0336364-0.0030853j 0.00618783+0.00138062j -0.00228082+0.0113395j -0.0245103+0.00202139j 0.0204037-0.000674999j 0.0104989-0.00378084j 7.16271e-05+0.0069667j 0.0276059+0.00467316j -0.000320081+4.70984e-05j -0.00401752-0.00225414j -0.0183363+0.00200619j -0.00645637-0.00154429j 0.0264845-0.00234703j 0.0221466-0.00451454j 0.0038263-0.00917981j -0.010259+0.00209309j 0.0177056+0.00220948j 0.0111532+0.00296404j 0.0303882-0.00100282j -0.0170452+0.00294888j -0.042927+0.00330307j -0.0120853-0.00124453j -0.0329603-0.000590544j 0.0258511-0.00260017j 0.0294198-0.000773577j 0.0482717-0.000134828j -0.0160033+0.00138342j 0.00987495-0.00106898j 0.00815929-0.00101175j -0.00103706-0.000154235j -0.018628+0.00129798j -0.0147416-0.000431655j 0.026593-0.00290187j -0.033619+6.63532e-17j 0.0266813+0.00292731j -0.0243294-0.000633339j -0.00334697+0.00233445j -0.00934259-0.00290661j 0.0108909+0.00402352j -0.00512427-0.000328416j 0.0010044+0.000306536j -0.00743963-0.00255442j 
0.0207005+0.00173812j -0.0164467+0.00195376j -0.0208841+0.00881861j -0.0996662+0.00241765j -0.00158999-0.00505253j -0.00543943+0.0127296j -0.00738902-0.00581694j 0.0541641-0.00280249j -0.00553761-0.00457872j -0.0148236+0.00301041j 0.0478129+0.0123j 0.00549877-0.00875673j -0.0443464-0.0107516j 0.0125325+0.00448049j -0.114438+0.00689729j -0.15261+0.000501404j 0.031395+0.000437947j 0.0919754+0.000623256j 0.0677325+0.00566944j -0.0422671+0.000296621j -0.00274572+0.00306299j -0.0375316-0.00395619j -0.0216569+0.0101465j -0.00806781-0.00299689j -0.00278094+0.00296414j -0.0159975+0.00112218j -0.0266744+0.00602572j 0.00189875-0.00349041j -0.0287892-0.00570955j -0.0503711+0.0035768j -0.00442493-0.00358031j -0.0219003+0.000264807j 0.0298399+0.000373564j -0.0161362+0.00343216j -0.049052+0.00745097j -0.00970013+0.00380923j 0.0162216-0.00299368j 0.0239886-0.00560299j 0.0145695+0.000125252j -0.028615+0.00722229j 0.0171399+0.00782387j -0.0182988-0.000661118j -0.0215283-0.00390348j -0.00471497-0.00145698j -0.0265221-0.00331636j 0.00100927+0.00203842j 0.0348357-0.000951969j 0.0407837-0.00265986j 0.0246441-0.00195121j 0.018244+0.0038736j 0.00387345+0.000172249j 0.00583766+0.000686589j -0.00942352+0.00278153j -0.0310149+0.00207137j 0.00887789-0.00062164j -0.0116085-0.00186075j 0.021951-0.00234955j -0.00843095-0.00510992j 0.0154738+0.000150575j 0.0183062-0.00443213j -0.0190351-0.000630823j -0.00545552+0.00534211j -0.00829142+0.00272354j 0.0266813-0.00292731j 0.00727602-1.43115e-17j 0.0121859-0.00119402j 0.0219341+0.00260367j 0.00886797-0.00482129j -0.0017012+0.00239895j -0.0160969+0.00479417j 0.01233+0.000968651j -0.000854021+0.00145115j 
0.019135-0.0113491j 0.0336261+0.00128825j -0.0528703-0.00852043j -0.00925606-0.0118492j 0.00226255-0.00286061j 0.00163128-0.00714435j 0.0119236-0.0150642j 0.00482483-0.000117269j 0.0137672-0.0143611j 0.0822213-0.00311225j -0.0631344-0.00761546j 0.0154872+0.00327403j 0.0343993-0.00806506j -0.0682999+0.0064057j -0.0802933-0.00319254j -0.00110314-0.00957719j -0.0495292+0.00334488j -0.00880559+0.002943j -0.0600162-0.00102587j 0.0562964-0.00837519j 0.0198061+0.000632155j -0.0257539-0.00544836j -0.0116043-0.00859727j -0.0285362+0.0042724j 0.0204584-0.00920167j -0.00838577-0.00909444j -0.0265183-0.0028413j -0.00913768+0.000145418j -0.00303312-0.00734786j 0.00499521-0.00997982j 0.0183608+0.00150405j -0.014973-0.00412411j 0.00577123+0.000330718j -0.0363483-0.000554731j -0.0159258+0.00255702j 0.00966733+0.00326406j 0.0305667-0.00313878j 0.0203824+0.00171125j -0.014494-0.00349638j -0.0266544+0.00263413j -0.0233699-0.00175089j -0.00603007+0.00254888j -0.00911325-0.00197479j 0.00596936-0.00412501j -0.00722846+0.000281841j 0.000294648-0.00307426j -0.0116774-0.00023461j -0.0105177+0.00122991j 0.0533613-0.00139939j -0.0272239+0.000294758j -0.0165678-0.00103315j -0.0359469+0.00291243j -0.0258955+0.0024194j -0.0059474-0.00014055j -0.0110887-0.000297249j 0.0642603-0.00299958j -0.00157877+0.00273909j 0.00207474-0.00493121j -0.0162606+0.00623301j 0.0142679+0.000658655j -0.0216575-0.00125879j -0.0312856-0.00032258j 0.00479086-0.0017765j -0.0243294+0.000633339j 0.0121859+0.00119402j -0.0320459+1.38778e-17j 0.00482017+0.00237057j -0.00152047-6.80267e-05j 0.0240991+0.000589994j 0.00101327+0.00158223j 0.0022563-0.000814011j -0.014391-0.00263046j 
