-0.01787+0.0375118j 0.0362537+0.020902j 0.0215107-0.0321028j -0.0305102-0.0143558j -0.0034603+0.00247533j -0.00598334-0.00323766j 0.00184531-0.00323835j -0.0127596-0.0118219j 0.0021335-0.00569163j 0.000101313-0.00809281j 0.00113257-0.00579359j 0.0110751-0.00642286j -0.00993361+0.00660943j -0.00472299+0.000126357j -0.00549501-0.00235813j 0.00511263+0.00726475j 0.0114254-0.000221668j -0.00668588+0.004823j -0.0057648-0.00194865j -0.00254829-0.0145864j -0.00608344-0.000298455j 0.00697782+0.00520973j 0.00756164-0.00158795j 0.00109378+0.00251649j -0.00622865-0.00408743j -0.0029223+0.00230621j 0.00906377-0.0027569j -0.000789827+0.00930228j -0.00765999+0.00285378j 0.00544524-0.0112004j -0.00856345+0.00104058j -0.00475078-0.00231978j -0.00421186-0.00285918j 0.00807619-0.00528588j 0.00352375+0.00508889j 0.00377886-0.00223708j -0.00489343+0.00263984j 0.00488264+0.00283461j 0.00675934+0.00231301j 0.00065101+0.00546514j -0.00721667-0.00382326j -0.00482994-0.000236612j -0.00164928+0.00370766j 0.00579287+0.00521381j -0.00140468-0.00132241j -0.00242453-0.00224396j 0.0102202+0.00457482j 0.00276465-0.00026356j -0.000654604-0.00217729j -0.00115038+0.00403408j -0.00146041-0.00179103j 0.00111635+0.0038029j 0.010425+0.00302622j -0.00101426-0.00160606j 0.00467205+0.00413531j 0.00385422+8.95512e-05j 0.00268071-0.00148753j -0.00283224+0.00554891j -0.00351613-0.0038494j 0.00976822+0.00165859j 0.00414243-0.00781221j -0.00473382-0.00689932j -0.00323612+0.0037429j 0.00836293-0.0006256j 0.00442389+0.00174234j 0.0157658+0.00147657j -0.00275805-0.00215564j -0.00477121-0.00481996j -0.0016576-0.00523953j -0.001048+0.00686203j 0.00138538-0.00493726j -0.00135305+0.00747736j 0.00654159+0.00321804j -0.00119019+0.00460296j 0.00861517-0.00522121j 0.000852684-0.0146464j 0.00948516+0.00232152j -0.000680164-0.0109022j 0.00818821-0.00642126j 0.00510164-0.00484497j 0.014978+0.00493721j -0.0152873+0.00152645j -0.00070235+0.00820836j -0.0057898-0.017761j -0.0025606+0.0215601j 0.00239852-0.000412371j 0.0014157+0.0109652j -0.00935662+0.00408888j -0.0190169+0.0240915j -0.0240888-0.0229935j -0.0401864+0.000676311j 0.000972234-0.0407251j 
-0.0206571+0.0634323j 0.0540813+0.0254551j 0.0317988+0.00222327j -0.00656535-0.0214064j 0.0181612-0.0245619j 0.0277697+0.00473536j -0.0103512+0.0529461j 0.0398472-0.0130302j 0.00547368+0.0287353j -0.0168828-0.0263338j 0.0374191-0.0280835j 0.00271713-0.038671j -0.037748-0.0529931j -0.0587676+0.00977122j -0.0370172-0.0110179j -0.0011017+0.0425995j 0.0399045-0.0394977j 0.0135147+0.0137878j -0.0285919+0.00517842j -0.0587242-0.0102429j 0.0174837+0.0181035j 0.0290676+0.037506j 0.0027956+0.00190964j 0.0308812+0.0359305j -0.00147435-0.0176456j -0.0200199-0.0228851j 0.00659065-0.00572156j 0.00206288+0.0281259j 0.00811554-0.0430343j 0.00516007-0.022474j -0.00438734+0.0367931j -0.00660518-0.0161624j 0.0178302+0.0153677j 0.0213125-0.0300323j -0.00488897+0.0182405j 0.0285609-0.0210564j -0.0069297+0.0102396j 0.0139937+0.00598244j 0.00725687+0.0212047j -0.00357822+0.036959j 0.00369644-0.0250622j -0.00499897+0.00955753j 0.0199337+0.0210193j 0.0200612+0.0153177j 0.0440936+0.00553308j 0.00316498-0.0288717j 0.0208991-0.0514874j 0.0316551-0.00863624j -0.0263254+0.00480757j 0.00709358+0.00938654j -0.00212463+0.014437j -0.00545874-0.00687781j -0.00106659+0.00310795j -0.028216+0.000776094j 0.0217916+0.0210319j 0.00464607+0.0156892j 0.024942+0.00531351j -0.0107027+0.0294549j -0.0160427+0.00395256j 0.0209663-0.00943004j 0.0261129-0.00821296j 0.0272456-0.00948786j -0.0462398-0.0279724j 0.0466991-0.0142103j -0.0219224+0.00649418j 0.0146148+0.000406296j -0.0171508-0.0140691j 0.0155812-0.012087j 0.00274231+0.0122985j 0.0041652+0.0197421j 0.0540934-0.015562j 0.00849759-0.0163145j 0.00249387-0.00513314j 0.0135369+0.00244309j -0.0288422+0.0167718j -0.0153567-0.0227959j 0.034766-0.00501793j 0.0268106-0.033127j 0.0111379+0.0581574j 0.0497485-0.00697421j 0.0278499+0.0486418j 0.0173903+0.00771853j -0.0307661+0.0214373j -0.00892317+0.00506105j 0.0128834+0.0240188j -0.00544363+0.032754j -0.0216414-0.0252365j 0.0125818-0.0119294j -0.016146-0.00213729j -0.000115073+0.00128357j -0.0470164+0.0383449j -0.0356284-0.0560521j 
0.0144807-0.0580409j -0.0526832-0.0217413j -0.0584229+0.0143432j 0.0194303+0.0500399j 0.00456004-0.00815227j 0.00909771-0.00425818j 0.0138298+0.000984014j 0.0046071+0.0113162j -0.000629071-0.00602579j 0.00639287+0.0315652j -0.00960271+0.0236536j -0.0101815+0.00888617j 0.0241975+0.00267952j 0.0176275+0.00609159j -0.00448469+0.0129866j 0.00143325-0.00811545j -0.0243944+0.00171494j 0.0213116-0.0131627j 0.00655507+0.00352009j 0.0222919+0.0137056j 0.00626703-0.0149733j 0.0144241-0.0041928j -0.00704891+0.0015826j -0.00488562+0.00285325j -0.0027765-0.00605559j 0.00502387-0.00616093j -0.00998032-0.00494491j -0.00199948-0.0103047j 0.00719239+0.00320887j 0.00205091+0.0211987j -0.0104229-0.0163897j 0.00885793-0.00468586j -0.00418392+0.00807394j -0.0166504+0.015338j -0.0156564+0.00122529j -0.0100641+0.0141294j 0.00584695-0.0081194j -0.0116327+0.000863438j -0.00624002-0.000882768j -0.0107621-0.0153255j 0.0110002+0.00988631j 0.00865932+0.00500478j -0.00638381-0.0145127j -0.00867474-0.00494812j -0.00182661+0.0131735j 0.0107552+0.00502424j -0.0116738-0.000167365j -0.0030507-0.0115988j -0.00118517+0.0134377j 0.00359547-0.00119997j 0.00277845-0.00603436j 0.0027507-0.00429634j -0.0148364-0.00634795j 0.00738774-0.00713348j -0.0167342+0.0163829j -0.01591+0.00165314j -0.00690611+0.00174049j -0.00168752-0.0280892j 0.0014395-0.00688793j -0.0099242+0.0122205j -0.0131421+0.0115811j 0.00177744+0.00930818j 0.0044721+0.0117785j -0.0300843+0.00129368j -0.0084436+0.00179428j -0.0274301-0.00499841j -0.00416584+0.00461378j -0.0123596-0.00193285j 0.0218668-0.00236727j 0.00238999-0.0176703j -0.00757632+0.011451j -0.0068445-0.0141039j 0.00353463-0.00632018j -0.00757084-0.00348415j 0.00365573+0.0182287j 0.00192454+0.0150912j -0.0292654-0.00500402j 0.00611898+0.0220447j 0.00172546-0.00182977j -0.0327326+0.0137463j -0.0311981-0.02837j -0.00239703+0.0083472j 0.00271875-0.0196499j -0.0121607+0.00765436j -0.0133916-0.0276783j -0.00438192+0.0174843j -0.0339852+0.0213988j -0.00385581-0.0173409j 0.0460462-0.0111898j 0.0281727+0.0365146j 0.045988-0.0302211j 0.0262837+0.0505515j 
0.000123204+0.0196785j 0.0183076+0.00308099j 0.0281107-0.0103837j -0.00947914-0.0260761j -0.000961026+0.0114056j -0.0195415+0.00863171j 0.00150841-0.0187262j -0.019797-0.0188768j 0.00683843-0.00805083j 0.00963009-0.00505342j -0.00299239-0.00278533j 0.0104916+0.0119547j 0.00179614+0.0147813j 0.0116891-0.0143133j 0.0174373-0.00130528j 8.38405e-05-0.00713878j -0.0013895+0.00655215j -0.0153909+0.00587411j 0.00717631-0.000386134j 0.00480581-0.00945661j -0.009876-0.0018145j -0.0101342-0.00609495j 0.00418099+0.00908087j -0.0101985-0.0169732j 0.00158568+0.00408395j 0.001713+0.0111559j 0.00547114+0.00726914j 0.00527961-0.0022564j -0.00562939+0.0150102j 0.00472368-0.00609445j -0.000916387-0.00321927j -0.00899036+0.0082677j -0.00479793+0.000996063j 0.00873147+0.00663333j 0.0127031-0.00854234j 0.00299291+0.000982746j -0.00435779+0.00551979j 0.000153512-0.000216242j 0.00382669+7.31291e-05j 0.0033783-0.00664936j -0.0082969+0.00450939j -0.00725569-0.0120445j -0.00484393+0.00168343j -0.00387552+0.00283322j -0.0123207-0.0100496j -0.00513624+0.00558523j 0.00392029+0.0171137j -0.0142833+0.00753984j 0.00973873-0.0130685j -0.00300208+0.00367935j -0.00101268-0.00582093j 0.00128389+0.00487498j 0.00607849+0.000703976j 0.0129025+0.00486238j -0.00277442-0.0125982j 0.0149331-0.00716147j -0.00438854+0.00402195j 0.0097452+0.00550202j 0.00932211-0.00422767j 0.00291374-0.00256092j 0.00371953-0.0126933j -0.00592963+0.00189012j 0.0107734+0.0115668j -0.00323116+0.000279804j 0.00981497-0.00669834j 0.016052+0.00436202j 0.00442203+0.0112374j -0.00701358+0.00801758j -0.00380473-0.00344443j -0.00830979+0.00216606j -0.0091684+0.00024051j -0.00485573+0.0199797j -0.00757372+0.00360364j 0.00321549+0.00830658j 0.0110232-0.0175842j 0.00711194+0.00444636j 0.00237017-0.0039374j -0.0166772+0.0108882j -0.0126371-0.0222907j -0.00267732-0.00436205j 0.0145377-0.00841447j -0.0132034-0.00481816j 0.00327921-0.00153974j -0.00189915-0.00865211j -0.00870469+0.0146144j 0.00792411-0.00532962j 0.0126984+5.39407e-05j 0.0044832+0.00564328j -0.0226108+0.00565749j -0.0127574-0.0225008j -0.0153712+0.0105067j -0.00901453-0.0150003j 
0.0519151+0.0165871j 0.0171774-0.0508916j -0.00653684+0.0934041j 0.104768-0.00494746j 0.0642894-0.0389257j 0.0546416+0.0933131j -0.0369029+0.0443676j -0.0144059+0.0133889j 0.0653374-0.0413646j 0.0345363+0.0311842j -0.0107454-0.0486312j -0.035421+0.00824068j -0.0296767-0.00994727j -0.0146882+0.00228436j 0.0570341-0.0238137j -0.0594985-0.00941199j 0.0483821+0.0239886j -0.0221104+0.0530991j -0.00231927-0.0678494j -0.031489-0.00499531j -0.0205878+0.0268476j -0.0826414-0.0123218j -0.0278931+0.0265021j 0.0069543+0.00729637j 0.0108057+0.0365085j -0.0143093-0.00334432j -0.0247196+0.0148163j 0.0329394-0.0409965j 0.0263013-0.0275943j 0.00566946+0.0193948j 0.10771+0.0552543j 0.0126655+0.0152711j 0.0271423+0.0176832j -0.0134331+0.0108246j 0.0225026-0.0361019j 0.0120727-0.0145571j 0.0497786+0.0326663j -0.00910635-0.0127355j -0.0107681+0.000375234j 0.0237831+0.00320532j -0.00426617+0.0142764j 0.00253163-0.0405594j 0.0075191+0.00219673j 0.00503543-0.0304996j 0.0135467-0.0506552j 0.000354149+0.00398285j -0.0109584+0.00278669j -0.0337749+0.0340599j -0.00259023-0.0213825j 0.0193035-0.0143271j -0.0102387+0.0411217j -0.00182603-0.00736991j -0.0235438+0.0134214j 0.0381235+0.0417061j 0.0104376-0.060698j 0.066564-0.000506464j -0.0194663+0.0193082j 0.0324527+0.0378336j 0.000925726+0.0667068j -0.00771609-0.014317j -0.000351817+0.0320754j -0.010622+0.0318548j 0.0224837-0.0378115j 0.0519034-0.0239124j 0.0237445-0.0388276j -0.0130494+0.00681528j -0.00615384-0.00774984j 0.0724568+0.0547412j -0.0126181+0.0306454j 0.000111164+0.062904j 0.00777765+0.0201138j -0.00134079-0.000726885j -0.0506773+0.0238086j 0.0332527-0.00093035j -0.0519646-0.00153147j 0.00319383-0.00128867j 0.0293879-0.0823491j -0.0631159-0.00751859j 0.00356183+0.0165644j 0.040798-0.00663104j -0.0246823+0.0201927j -0.00265-0.0110855j -0.0432051-0.0359985j -0.00942069+0.0179213j -0.0557649+0.035778j -0.0726407+0.00332232j -0.0247168-0.0509137j -1.56116e-05-0.0422103j -0.0246399-0.0950287j 0.0870218-0.0342729j 0.0263322+0.0368286j -0.0474557+0.0276817j 
0.0322709+0.0754755j 0.0644877-0.0212286j 0.0670166+0.0560935j 0.0487046-0.058192j 0.0359208+0.00477772j 0.00162957+0.0592197j -0.0512191+0.0385713j 0.0270588-0.00567099j 0.0118132-0.00114827j 0.030333-0.0277774j 0.0173196-0.019252j 0.00324278+0.00433675j -0.0393256-0.0359034j -0.0349774+0.000741092j 0.0269048-0.0242287j -0.0365658-0.0223141j 0.020909-0.00509174j -0.0220391+0.037823j 0.00174532-0.0186937j -0.0440236-0.0104196j -0.00343554+0.0190913j -0.0390232-0.00207713j -0.0046115+0.0181118j 0.00381333+0.00488199j 0.03326+0.0216666j -0.00396496+0.00841875j 0.00471323+0.019573j 0.013761+0.00112163j -0.00810727-0.0265844j -0.00353245-0.0239514j 0.0543203+0.0439297j -0.00628866+0.010339j 0.0287149+0.00821308j 0.0158607-0.028255j 0.0221797-0.0108063j 0.0197293-0.0261413j 0.00258504+0.0175297j 0.0044156-0.00216683j 0.00324455+0.00784582j 0.029892+0.00981435j -0.0265461-0.00224681j -0.0116691-0.0204164j 0.0220169+0.0199035j 0.00671239+0.00248025j 0.0154176-0.0335659j -0.0142559-0.0127802j 0.0172762-0.0170497j -0.00630099+0.0186364j 0.0105672-0.0320004j -0.0039646+0.00129076j -0.00674166+0.0183533j -0.00569429-0.00114413j 0.0031675+0.017466j -0.00680758+0.0215397j 0.0243788-0.0377925j 0.0363911-0.00226927j 0.00306896+0.0196112j 0.0213888+0.0323909j -0.00299233+0.029298j 0.00958384-0.0257204j 0.0115986-0.0166754j 0.000235511-0.00216277j 0.00917572-0.0354575j 0.0544352-0.0206337j 0.0175165-0.029081j 0.0287894+0.00157313j -0.00733347+0.0153851j 0.0271508+0.00960482j -0.0114153+0.00103949j -0.00113679+0.0510349j 0.0261485-0.00083627j -0.00508898+0.00703277j -0.0149623-0.00020261j 0.0300129+0.0211862j -0.0231799-0.0227573j 0.00622632+0.00253303j 0.0323315-0.0387054j -0.0450042-0.00474304j -0.0211966+0.022549j 0.07665-0.0121075j 0.00851073+0.0529434j 0.0186487-0.02977j -0.036296+0.0135354j 0.0294553+0.0106485j -0.0246619+0.0134532j -0.0290051-0.0276707j 0.0216808-0.0747464j 0.0412978+0.00578493j -0.0877922-0.0403139j 0.021805-0.0787819j -0.0319232+0.0715657j -0.0773495-0.0398272j 
0.044831-0.00181165j -0.00370928-0.0425606j -0.0141722+0.0259985j 0.014648+0.0117648j 0.076454+0.0348535j -0.0166622+0.0325761j 0.00160865+0.088786j 0.122823-0.0292448j -0.00659344-0.0427568j 0.15053+0.00953161j 0.0401412+0.138243j 0.0808465+0.0813093j 0.0722356-0.106602j -0.0171101-0.0677049j 0.0524807+0.0783063j -0.037251-0.0519789j -0.144872-0.160638j 0.160034-0.0627525j 0.0237676+0.148243j -0.058792+0.059017j 0.107645-0.103345j 0.193383+0.0192079j -0.0147476+0.0211936j -0.0604961+0.0448629j 0.0810676-0.0789628j -0.0180514-0.0232849j -0.0115962-0.013129j 0.022968-0.00783428j -0.0434484+0.0370112j 0.0289594-0.0470449j -0.212027-0.0180111j 0.0822854+0.0563913j 0.0139666+0.0532564j -0.0186369-0.0337798j -0.0533255+0.0556565j 0.00948524+0.0125324j -0.0652805-0.0568824j -0.0537935-0.0601486j 0.05497+0.0333933j 0.0488316-0.0347293j -0.0603409+0.0534109j -0.00167954+0.0596764j 0.0407269+0.0218777j 0.00543435+0.0328701j -0.0226156+0.12196j 0.0330164-0.033587j 0.0233735-0.0769035j 0.0183645-0.147173j -0.019013+0.0572239j -0.0218318+0.0907404j 0.00556763-0.155157j -0.0269565+0.00372236j -0.0200828-0.0702746j -0.0476758+0.0481711j -0.0376425+0.0932502j -0.0968738-0.00573658j 0.0641013+0.0966849j 0.0229999-0.117473j -0.0292899-0.0818516j 0.0363991-0.0214747j -0.0169224-0.0374311j 0.111608-0.0246684j -0.0415091+0.0458561j -0.140426-0.0332876j -0.0174566+0.0628104j 0.0136998-0.0584049j 0.0269379+0.154959j -0.146187-0.142869j 0.0728112-0.0787107j 0.0447019-0.0277083j 0.106274-0.0677873j -0.0275252-0.0678308j 0.0489121-0.0278758j -0.0830771+0.0379126j -0.0527123+0.016202j -0.0772588-0.0113166j 0.0414096-0.0814802j -0.0472635+0.0968874j -0.125828+0.0112478j -0.0118281+0.032448j -0.0644639+0.0911548j 0.0177898-0.0171015j -0.0868363-0.0569916j 0.0536634+0.0296314j -0.125762-0.0559364j 0.0213322-0.0528538j -0.0173651-0.0416641j 0.0659765-0.041406j -0.0062304-0.0328839j 0.0347273-0.0287721j 0.0171502+0.028907j -0.0369134+0.0222892j 
0.0632036-0.0472567j -0.041112-0.0638308j 0.00232563+0.0240344j 0.0539898-0.0134689j 0.0460245+0.0118456j -0.0211948+0.0677933j 0.0345536-0.0313802j -0.0925289-0.0554278j 0.0918515-0.153606j 0.129443+0.0920488j -0.099414+0.0411511j 0.0291339+0.122501j 0.0415381+0.106208j 0.102224-0.0490887j 0.139014+0.0191505j -0.00922105-0.106444j -0.054176+0.0939121j -0.069264+0.0260505j 0.0591807-0.0557921j 0.13244-0.00293024j -0.0581325-0.0445038j -0.0978691-0.088951j 0.0123765+0.0576397j -0.0852907-0.100024j -0.00423778+0.0329791j 0.0266053+0.0816315j -0.0133649+0.0335105j 0.0415233-0.0928564j -0.02034+0.101161j 0.0260255+0.0385742j 0.0415914-0.0585484j 0.0142656+0.077379j -0.0216973-0.0281868j -0.0274346+0.0740053j 0.0428189-0.0770214j -0.0286394+0.028728j 0.0344918+0.0113146j -0.0437271-0.0113951j 0.0120543-0.0228641j 0.0179038-0.0623817j -0.0487727+0.0620764j 0.00208683-0.0636045j -0.0497823-0.0361885j -0.0396789-0.00424605j -0.118053-0.0476349j -0.00363582+0.0583607j -0.0652015+0.14564j -0.0993501+0.0365208j 0.0729014-0.0522836j 0.0140628-0.00784063j -0.0158101-0.0343678j 0.00236597+0.022989j 0.0271939+0.0145919j 0.104447+0.0294316j -0.0320216-0.0580113j 0.055059-0.0461058j -0.0639687-0.00593162j 0.0726535-0.0451884j 0.0209168+0.00503325j -0.0304236+0.0319503j -0.051514-0.00363841j -0.0616807+0.01543j 0.126539+0.0852831j -0.0908924+0.0250537j 0.0695912-0.00655342j 0.0131333+0.00579458j 0.0563887+0.014219j -0.0372238+0.0382746j 0.00268191-0.0404439j -0.0311681+0.0319576j -0.069983+0.0448951j 0.001421+0.0185161j -0.0294826+0.0163575j -0.0142871-0.00507048j 0.0467688-0.0619165j 0.0132013+0.00574133j -0.0229532-0.0930041j -0.126818+0.10344j -0.0671225-0.153208j -0.112257-0.00246393j -0.0383367-0.0704658j -0.0821129+0.0177552j 0.0179109-0.132288j -0.0635097-0.0409775j -0.103531+0.0457554j -0.0135623-0.0608741j 0.0519608-0.00607079j 0.00571437+0.0250794j -0.0238436-0.0259168j 0.0314142-0.0470491j 0.0566638-0.00861257j 0.00568527+0.0610418j 
0.0167433+0.0391253j 0.0357618-0.00330421j 0.10798-0.00561691j -0.0148412-0.0941864j -0.0221333+0.0944976j -0.11553+0.0159165j -0.0487454-0.0702771j -0.0115746-0.0228741j -0.0598131+0.00903188j 0.0367657-0.0608557j -0.00236124+0.0495321j 0.0377184+0.054126j -0.00349256+0.0115049j 0.0271438-0.0106347j 0.0428176+0.0128695j 0.00398206-0.0782261j -0.0724471+0.00705388j -0.0327601-0.00916374j 0.0287092+0.0403107j 0.0269186+0.00165994j 0.00199626-0.0214519j -0.0126237-0.0285387j 0.0260926-0.00570569j -0.0366944-0.044336j 0.0448035+0.0295856j 0.0242825+0.0289479j 0.0307692+0.0180714j -0.0189838-0.0030077j -0.0655736+0.0371291j -0.0146473-0.024508j -0.032962-0.0409896j -0.0219544+0.0352252j -0.00276993-0.0309313j 0.024009-0.0224743j 0.0225382-0.0053618j -0.0187179-0.0198499j -0.0469953-0.0299669j -0.00322489-0.0118073j 0.0251819-0.0022686j 0.0295233-0.0320002j -0.0421954+0.0224816j -0.0333216-0.0107327j 0.00594808+0.00140252j -0.0033854+0.0186988j -0.041287-0.0171644j -0.0356945+0.00483355j 0.0091526+0.026378j -0.0196294+0.000447289j 0.0433068-0.0387571j -0.0332322+0.000573883j 0.00720017-0.0402504j 0.00649262+0.0262124j 0.0220599+0.0198373j -0.0148455+0.00707516j -0.00381513-0.0186028j 0.000509531-0.0353396j -0.00241371+0.00880222j 0.0401833-0.0296254j 0.019752-0.0294258j 0.00518814-0.0200762j -0.0203777-0.0408097j -0.0306912-0.0263239j 0.0532761+0.00858323j -0.0229251+0.0134873j 0.0341251-0.00896477j 0.0540537+0.00426966j 0.0293487+0.0318764j -0.04132-0.028328j -0.0249452-0.0378096j -0.0055658-0.000604439j -0.0264344-0.00804439j 0.00212951+0.0345092j 0.0200046-0.0200592j 0.000130863+0.0352624j 0.0320754-0.0870774j 0.00991295+0.0345597j -0.00547349+0.0134145j -0.0552546+0.0549965j -0.0724445-0.0477111j 0.0368004-0.023831j 0.0296229+0.0205732j -0.00631542-0.0325228j -0.00409857+0.0666831j 0.10642+0.00391188j -0.00984094-0.0264283j 0.0437841-0.0953224j 0.110306-0.026204j 0.0441089+0.0989893j -0.0892027+0.0454385j -0.0662571-0.0751787j -0.0241477+0.0352749j -0.0292409-0.0252886j 
-0.0974134+0.00103677j -0.00428881+0.0908977j -0.0241897-0.144291j -0.132431+0.0384111j -0.03529-0.0261024j 0.00691823-0.0798755j 0.104908-0.00499348j -0.0632317-0.0863067j 0.0722292-0.0665268j 0.00802695+0.0602642j -0.0330603-0.00101723j 0.058695+0.0108094j 0.024319+0.0946525j 0.0481593-0.0407671j -0.020231+0.0249553j 0.0897187+0.0580313j 0.0187397+0.023661j -0.00498439-0.0321459j -0.0149629+0.0104614j 0.0846206-0.0358828j -0.0288471-0.0539752j 0.0634739+0.00674452j 0.0162417+0.014641j -0.0284963-0.0288104j -0.0748635-0.0614187j -0.0108962+0.0253037j 0.0152286-0.0129196j -0.00587834-0.000918849j 0.00535027+0.081023j 0.0581106-0.00361711j -0.0988384-0.0649888j 0.0193561+0.0143525j -0.0619731-0.0128734j -0.00940654+0.0478775j -0.0222666+0.000739505j -0.0121685+0.0534166j -0.00288175+0.0108028j -0.00253455+0.00681328j 0.0354586+0.00071142j -0.0367406+0.0183424j -0.0114013-0.022642j 0.00618469+0.0015531j -0.0451793-0.00392127j -0.00359963+0.031853j -0.0651544+0.044507j 0.0203014+0.0137963j -0.015701+0.0888371j -0.0215083-0.0143224j 0.00181271+0.0281859j 0.0117421+0.0186917j -0.00582915-0.0437256j 0.00201947+0.0148643j 0.0444595-0.0178176j 0.0456281-0.0205522j -0.0175519+0.063863j -0.0108377+0.00401632j -0.0106154-0.0306184j -0.0267504-0.0522864j -0.0117929-0.0555525j 0.0200514+0.0599553j 0.00341261-0.00854988j -0.00701744-0.0152901j 0.0048265+0.100383j -0.0752928+0.0182729j 0.000147398+0.0690656j 0.0176948-0.00899823j 0.0167624-0.0193311j -0.0805116-0.00558536j 0.0217246-0.0156226j -0.0213135-0.0161714j -0.0317464-0.00669544j 0.0295294-0.0102558j 0.0221844+0.0357443j -0.0576359-0.0505727j 0.0632829+0.0241947j -0.0135807-0.072487j 0.00358226+0.014846j 0.0408086+0.00385555j 0.0386269-0.0817353j -0.13935+0.00534401j 0.0375959-0.0551564j -0.0951207+0.0865188j 0.0121489-0.0709722j -0.153881-0.0677878j 0.00111468+0.0714893j 0.028022+0.0339517j -0.0317935+0.114618j -0.0901906-0.029341j 0.0716665+0.106611j -0.11453+0.0629504j -0.0601901-0.0602695j 0.0722634-0.0692295j 
0.00857781-0.0581592j -0.0514547-0.00734286j 0.0357018-0.00646758j -0.0230648-0.0348164j -0.111118+0.097024j -0.11525-0.0760055j -0.0301874-0.144073j -0.00617803+0.0576242j -0.16941+0.093023j -0.0715078-0.092272j -0.00405641+0.0694946j -0.0117075+0.0107654j 0.0189024+0.0191092j 0.0506219+0.0570402j -0.0491539+0.0109608j 0.0321578-0.0625042j -0.099279+0.0308819j -0.0281018-0.0534572j 0.0374759+0.0545568j 0.0470175+0.0367019j 0.0236053+0.0176934j -0.0019033-0.0225739j 0.0385546-0.0622176j 0.0065375-0.033774j 0.0387512+0.032087j 0.0518988+0.0177427j 0.0393933-0.00746059j -0.0650095+0.0303108j -0.0613304+0.00298841j -0.0620687-0.00185809j -0.0186825-0.068925j -0.0466402-0.0126909j -0.00857553-0.0528547j 0.0280071-0.0380708j 0.0186373+0.0169762j -0.0358629-0.0195026j -0.0624188-0.0518963j 0.0153441+0.0118102j -0.0222439-0.0374283j -0.0142103-0.0483966j 0.0147009+0.00914855j -0.0224302+0.023624j 0.00189043-0.0133113j -0.0167349-0.00473509j -0.00777742-0.0123177j -0.0466203+0.0185824j 0.00429788-0.00917055j 0.0255112+0.0207069j 0.0240668-0.0190221j -0.0495376-0.0226905j 0.0200637-0.011868j 0.0247346+0.00926536j 0.0134747+0.0234262j -0.038525-0.059851j -0.0079225-0.0116298j -0.049398-0.0381658j 0.00335905-0.0330773j -0.0190174-0.0132803j 0.0370561-0.0423238j -0.0200124-0.0288049j -0.0128332-0.0368717j -0.0367913-0.0464484j 0.0255505-0.0381675j -0.0149726+0.0452551j -8.01119e-05-0.0230676j 0.018151+0.0093558j 0.0271764-0.00386611j -0.0176492-0.0262287j -0.0366925-0.0162959j 0.0178978-0.0882463j -0.0661475+0.0163961j 0.000741963+0.0617224j 0.0461561-0.0448118j 0.0362727+0.0323146j 0.0686052-0.0538823j 0.037707+0.0834367j -0.0895786+0.135724j 0.0278454+0.038356j -0.055703-0.031353j 0.0437329+0.00970261j 0.0266581-0.0434001j 0.0381349-0.0773505j 0.0924135+0.123043j 0.163731+0.023725j 0.0806342-0.117401j 0.0722283-0.0754294j 0.108908+0.00914569j 0.0611874+0.104969j 0.00849888+0.0592885j -0.0481476+0.0237648j 0.0385276-0.0347288j 0.041078+0.0442334j 
