-0.01787+0.0375118j 0.0362537+0.020902j 0.0215107-0.0321028j -0.0305102-0.0143558j -0.0034603+0.00247533j -0.00598334-0.00323766j 0.00184531-0.00323835j -0.0127596-0.0118219j 0.0021335-0.00569163j 0.000101313-0.00809281j 0.00113257-0.00579359j 0.0110751-0.00642286j -0.00993361+0.00660943j -0.00472299+0.000126357j -0.00549501-0.00235813j 0.00511263+0.00726475j 0.0114254-0.000221668j -0.00668588+0.004823j -0.0057648-0.00194865j -0.00254829-0.0145864j -0.00608344-0.000298455j 0.00697782+0.00520973j 0.00756164-0.00158795j 0.00109378+0.00251649j -0.00622865-0.00408743j -0.0029223+0.00230621j 0.00906377-0.0027569j -0.000789827+0.00930228j -0.00765999+0.00285378j 0.00544524-0.0112004j -0.00856345+0.00104058j -0.00475078-0.00231978j -0.00421186-0.00285918j 0.00807619-0.00528588j 0.00352375+0.00508889j 0.00377886-0.00223708j -0.00489343+0.00263984j 0.00488264+0.00283461j 0.00675934+0.00231301j 0.00065101+0.00546514j -0.00721667-0.00382326j -0.00482994-0.000236612j -0.00164928+0.00370766j 0.00579287+0.00521381j -0.00140468-0.00132241j -0.00242453-0.00224396j 0.0102202+0.00457482j 0.00276465-0.00026356j -0.000654604-0.00217729j -0.00115038+0.00403408j -0.00146041-0.00179103j 0.00111635+0.0038029j 0.010425+0.00302622j -0.00101426-0.00160606j 0.00467205+0.00413531j 0.00385422+8.95512e-05j 0.00268071-0.00148753j -0.00283224+0.00554891j -0.00351613-0.0038494j 0.00976822+0.00165859j 0.00414243-0.00781221j -0.00473382-0.00689932j -0.00323612+0.0037429j 0.00836293-0.0006256j 0.00442389+0.00174234j 0.0157658+0.00147657j -0.00275805-0.00215564j -0.00477121-0.00481996j -0.0016576-0.00523953j -0.001048+0.00686203j 0.00138538-0.00493726j -0.00135305+0.00747736j 0.00654159+0.00321804j -0.00119019+0.00460296j 0.00861517-0.00522121j 0.000852684-0.0146464j 0.00948516+0.00232152j -0.000680164-0.0109022j 0.00818821-0.00642126j 0.00510164-0.00484497j 0.014978+0.00493721j -0.0152873+0.00152645j -0.00070235+0.00820836j -0.0057898-0.017761j -0.0025606+0.0215601j 0.00239852-0.000412371j 0.0014157+0.0109652j -0.00935662+0.00408888j -0.0190169+0.0240915j -0.0240888-0.0229935j -0.0401864+0.000676311j 0.000972234-0.0407251j 
0.00686792-0.00499981j -0.00316368-0.00625908j 0.00593202+0.00598932j 0.00557429-0.0105706j -0.000600554+0.00569282j -0.00692922+0.00821661j -0.0104613-0.00210372j -0.00048017-0.000826751j -0.00703851+0.00646023j -0.00177582-0.00029016j 0.00181965+0.00496517j -0.00417589+0.00211341j 0.000865145-0.00698342j 0.00143663-0.000704282j 0.00371046-0.000928142j -0.00291329-0.00351209j -0.00127492+0.000128387j -0.00347375-0.00666515j 0.00379127+0.00263139j 0.00396687-0.00125208j 0.00275991+0.00823087j 0.00166488-0.000646623j 0.00189834-0.00768307j -0.00073306-0.00404455j 0.00159793+0.00298316j 0.00245062+0.000350334j -0.00163376-0.00163396j 0.00454575-0.00299389j -0.000696007+0.00279812j -0.00071582+0.0046078j 0.00166841+0.00242427j -0.00228523-0.0013022j 0.00638325-0.003743j 0.00212252-0.0164393j -0.0042234-0.00474442j 0.000714609-0.00555465j -0.00673681-0.00577263j -0.00236889+0.000264214j 0.00172175+0.00043513j 0.00137638-0.00441721j 0.000670815+0.00127351j -0.00237994-0.00207647j 0.00471711-0.000699659j -0.000285375+2.48641e-05j 0.00133126-0.00291664j -0.00300034+0.00406729j -0.00731156-0.00144085j -0.00268394+0.00201671j -0.0005264-0.00453846j -0.00171773-0.00470031j 0.00591089+0.00197132j -0.00406124+0.00258645j -0.0056031+0.00337789j -0.00125203-0.00209286j -0.00427318-0.00919172j -0.00310482+0.000682855j -0.00404277+0.00261085j -0.00123602-0.000531262j 0.00488779+0.00298133j -0.00510382-0.00439205j 0.00145912-0.00125909j 0.00200333+0.000120876j 0.00469727-0.00223541j 0.00315678+0.00396742j 0.00461814-0.0038597j -0.00326873+0.00154353j -0.00117508+0.00140947j 0.00434055-0.0024393j -0.00701452+0.00294795j 0.00494622-0.00106049j -0.00356731-0.00263889j 0.00025966-0.000667598j 0.00238887-0.000456224j 0.00368657+0.00656587j 0.00122341-0.000931836j 0.000517862+0.00741366j -0.00228608+0.00308903j -0.0035813+0.000191318j -0.00771099-0.00322046j 0.00702617+0.000962481j -0.000729941+0.000256271j 0.00691141-0.00564481j 0.00200459+0.00312053j 0.0107819+0.00746509j 0.00299576-0.00138085j 0.00327978-0.0055707j 0.00863473-0.0019764j 0.000301775+0.00650732j -0.00214236-0.00193637j 0.00135226-0.00290384j 0.00602785+0.00291207j -0.00282947+0.006662j 
0.0028637+0.00581856j 0.00494884-0.00209825j 0.00802898+0.0010253j 0.000205779-0.00732988j -0.00369237+0.00361282j -0.0045921-0.000815969j -0.00328806-0.000347579j 0.00338343-0.00205714j -0.00377415+0.00232023j -0.000176617-5.86415e-05j -0.000294034+0.000494022j 0.00053012-0.00300386j 0.00373868+0.000909429j -0.00218329-0.000777941j 0.00452344-0.00143785j 0.00339942+0.00165247j 0.0030648-0.000826069j -0.00633034+0.00509145j 0.00730724-0.0022316j -0.000710654-0.00688557j 0.00243892+0.0003611j -0.00557607-0.00175833j -0.00713491+0.00242306j 0.00605872+0.00210355j 0.00716958-0.00112576j 0.00029267+0.00555162j -0.00450582-0.00263572j 0.00103048-0.00288452j -0.00534719-0.00133473j -0.00488168-0.00231296j -0.00386056+0.00392066j 0.00118232+0.00366821j 0.00013052-0.00586685j 0.00564554-0.00655622j 0.00341219-0.00636966j 0.000809831-0.00384744j -0.000767591-0.00138515j 0.00701224-6.8059e-05j 0.00642113+0.00194291j -0.000391611+0.000521849j -0.00271222+0.000672993j -0.00381938-0.00317788j -0.000886455+0.00492943j 0.00338554+0.00630644j 0.00247087-0.000540622j -0.00609985+0.00206837j -0.00189895+0.00363808j 0.00535365+0.000203895j 0.00601624-0.000747907j -0.00110282-0.00439689j 0.00330195+0.00145778j 0.00497482+0.00204091j -0.000311685+0.00407871j -0.00130767+0.000646023j -0.000173313-0.00526872j 0.00420157+0.00661156j 0.00192319-0.00132828j 3.21048e-05+0.000724648j 0.000364823-0.00244086j 0.00107549-0.00642656j -0.000688804-0.00288329j 0.000131291-0.00550436j 0.00402449-0.00394896j -0.000802969-0.00754665j -0.000921393-0.000249058j 0.00105778+0.0040516j 0.00184374-0.00138071j 0.00165477-0.00318587j 0.00315557-0.000515796j -0.00274065-0.0033523j 0.000285812+0.00311998j -0.000925875+0.00574319j -0.00405875-0.00128767j 0.0041237+0.00564808j -0.00189859+0.00287197j 0.00123652+0.0035488j -0.00455115+0.00126642j 0.000302798+0.00145367j -0.00439454+0.00185807j 0.000810781+0.00173842j 0.00966214+0.00167676j 0.0011107-0.00757414j -0.00548709+0.00360551j 0.00244518-0.000352022j 0.000570811+0.000690345j 0.0025763-0.00445162j 0.00698408-0.00471546j 0.00127309+0.00290068j -0.00611622+0.00207426j 0.000968406-0.00627853j -0.00494377+0.0074283j -0.00508007-0.00545748j 
0.00792614-0.0150172j -0.0134014-0.00767854j -0.00779373+0.00850384j 0.0113016+0.00429914j 0.000184857-0.00363455j 0.000131874+0.00539168j -0.00631847-0.00298536j 0.0022235+0.00288294j -0.00201685-0.00402643j 8.52358e-05+0.00392297j -0.00640471+0.0026594j 0.00113593+0.00461057j 0.00631995-0.00378177j 0.001404-0.000975328j 0.0138712+0.00497369j 0.000295485-0.00607294j -0.00730814+0.00671912j 0.00380239-0.00100391j 0.0017303-0.00212534j -0.00103905+0.00264404j 0.00535976-0.00236491j -0.00517784-0.00102171j -0.00960497+0.00641471j -0.00111736-0.00669536j 0.00163978+0.00151559j -0.00143137-0.00330104j -0.0043546-0.00261535j 0.00167108-0.00188862j 0.00449349-0.000492925j -0.000830162+0.00323449j 0.00356472-0.0023525j -0.00236267+0.00078305j 0.00380639-0.00132117j -0.00378091-0.000175619j -0.00335662-0.0076016j -0.000880627+0.00346106j -0.00106453+0.00215085j 0.00366127-0.0060102j -0.000584603-0.00334619j -0.00700192-0.00715002j 0.00298632+0.00364506j -0.0021374-0.00197615j 0.00252896+4.98546e-05j -0.00300804-0.00553855j -0.00512995+0.00132836j -0.00303479+0.00119455j -9.02088e-05-0.00217006j -0.00106225-0.00685376j 0.00131912-0.00322574j -0.00047268-9.11849e-05j -0.00331102-0.00571244j 0.00153836+0.0044865j -0.00927721+0.00271557j 0.00802166-0.00225814j -0.00480397-0.00111696j -0.0019244+0.00114579j -0.0115108-0.000342839j -0.000989747-0.00624451j 0.00334225+0.00271894j -0.00409728-0.00659671j -0.000287496+0.00326947j 0.00132391+0.00227362j 0.00423842+0.00399901j -0.0022412+0.00110583j 0.000661788-0.000374943j -0.0011059-0.000155585j -0.00836385+0.00182349j 0.00193913+0.00247678j 0.00129166+0.00256737j 0.00385365-0.00283454j -0.00847049-0.000624909j -0.003082+4.26428e-05j -0.00360239-0.0027618j -0.00145373+0.00211231j -0.00275877+0.00159172j 0.00102753+0.00388348j -0.00617151-0.00334475j -0.00263611+0.00577672j -0.00390342-0.00382815j -0.000986326+0.00185456j -0.00408897-0.00922973j 0.00171941-0.00266355j 0.00303509-0.00593562j 0.00124426+0.00434925j -0.00414267-0.00253727j -0.000779089-0.00572742j -0.0010143+0.00322424j -0.00137733-0.000411951j 0.00349109-0.00686022j 0.00773574+0.00261609j 0.0125072-0.00398683j 0.000644497+0.0148862j 
0.00115719+0.00958j 0.00930615-1.09872e-05j 0.0047022-0.00311434j -0.00227634-0.00345052j 0.00441279-0.00321973j -0.00315247+0.00213183j -0.00311731+0.00423579j 0.00056137-0.00421595j -0.00205251+0.00074824j -0.0047955-0.00175449j 0.00176134-0.000690213j 0.00410366-0.00482955j -0.00141568+0.00034657j -0.00270358-0.000310221j 0.000965848+0.00047629j -0.00398319+0.00286295j 0.00413085-0.000741759j -0.00072614+0.00550018j -0.00182084+0.00125763j 0.00081168-0.00492541j -0.00222136+0.00178881j -0.00147132+0.00571869j -0.00272516-0.00185476j -0.00191224-0.00202654j -0.00545209-0.000235958j -0.00899341-0.00496269j -0.00253719+0.00463698j 0.00100863+0.00594382j -0.00519864+0.00645113j 0.00252973-0.00143821j 0.000614275+0.00611215j -0.00159943+0.00168635j 0.000699688+0.00408431j 0.00129903-0.00468043j -0.000374735+0.00354537j 0.00430504+0.00635752j -0.00490931-0.00459391j -0.000965037-0.000841801j 0.00269186+0.0142924j 0.00425262+5.39781e-05j -0.000908867+0.00181035j -0.00218417+0.00162792j 0.00130954-0.00669733j 0.00566873-0.0025045j 0.00201345+0.000775583j 0.00165605+0.00539362j -0.0031083+0.0058379j 0.0012024+0.00248029j -0.00381393-0.00270298j 0.00459744-0.00766869j 0.00213768+0.00467834j -0.00106175+0.00556534j 0.00589706-0.00209437j 0.00400352-0.000327824j 0.000700991+0.00587992j 0.00237662-0.00299769j 0.00271919+0.000959201j -3.33713e-05+0.00233692j -0.0062261+0.00681329j -0.00299136-0.00466304j 0.000102943-0.0073573j 0.00156627-0.00481043j 0.000469094+0.00171592j 0.000878063+0.000364785j 0.00335001-0.00374971j 0.00624491+0.00233141j 0.0024874+0.000707931j -0.00109879-0.0010966j 0.00254735-0.000621937j 0.00124051+0.00577308j 0.00323612-0.00167658j -0.00178522+0.00431559j 0.0012905+0.000230657j 0.00258649-0.00154774j 0.00181092+0.00135568j 0.00111954-0.00427102j 0.00209968-0.000932901j -0.000862409-0.00075514j -0.00264013+0.00345518j -0.000374519-0.000696556j 0.00354199+0.00506924j -0.00140627-0.0060919j -0.00528008+0.00247174j 0.00144517+0.00134949j -0.0031564-0.00144779j 0.00330672-0.00106533j 0.00198406+0.000416248j -0.00125061+0.00175219j -0.00784528+0.00113748j 0.00093482-0.00775388j -0.0115382+0.00539394j -0.00321547-0.0110829j 
-0.002542-0.00314949j -0.00316145+0.00274489j -0.00624476-0.000492042j 0.00238512+0.0051108j 0.00464044-0.00536345j 0.00378176-0.00132183j 0.00191964-0.00117307j 0.0012543+0.00674447j 0.000775295+0.00351294j -0.00850764-0.000646486j -0.00245548+0.00317999j 0.00164287+0.000903174j 0.00366872-3.30525e-05j 0.00353037+0.00552352j 0.000517641-6.97224e-05j -0.000697407+0.00186946j -0.00851077-0.00159338j 0.00488104-0.00210059j -0.0054039-0.000253313j 0.0018618+0.00422159j 0.00178101-0.00331801j 0.00269416-2.42968e-05j 0.00956381-0.00295475j -0.00230337-0.000622747j -0.00123371-0.00161052j -0.00433526+0.000342606j -0.0024297-0.00377321j 0.00759786-0.00512962j 0.00491799-0.0018071j 0.00219771+0.00261299j 0.00233444-0.00544279j -0.00426091-0.00194098j -0.00268174-6.36118e-05j -0.00301088+0.00549477j -0.00124973+0.0060305j 0.000388113-0.006581j -0.00270851+0.00349477j 0.000755858-0.00112796j -0.000139236-0.00633319j 4.12445e-05+0.00496094j 0.00099668+0.000671564j -0.00174051-1.99477e-06j 0.00280298-0.00133503j 0.00445834+0.00249242j -0.000467933+0.00377633j -0.00134642+0.00663039j 0.000131546+0.000328432j 0.00393784-0.00148678j 0.00288867+0.00380884j -0.00107168+0.00149032j -0.00512195-0.0009067j -0.00182954-0.00122539j -0.00100227-0.00614732j -0.00175031-0.00313286j -0.00010832-7.27334e-05j -0.00702488+0.00479441j 0.000736171-0.000801696j 0.00202728-0.00207137j -0.000469702-0.00233031j 0.00383004+0.00157363j -0.00376767+0.00512482j 0.00424514+0.00473296j -0.000429093-0.00216992j -0.00652922-0.0022399j 0.0041796-0.00444145j 0.000831649+0.00518158j -0.000305814-0.00347738j 0.000601583-0.00245735j 0.00094485-0.00220728j 0.00387812-0.00336962j -0.00443627+0.000565401j 0.000561759+0.00082836j 0.00442635+0.00107508j -0.00348515+0.00162164j -0.000964569-0.00139662j 0.000381432-0.00665787j -0.00149798-0.00287612j 0.00263228+0.000550839j 0.00275058-0.000419674j -0.00582426+0.000161731j 0.00309652-0.00386378j -0.00592503+0.00205364j -0.00166287+0.000316956j -0.00162392+0.000898522j -0.000532223+0.00159755j 0.00227166+0.00304584j -0.00386128+0.00260485j -0.00373852-0.00521548j 0.0106956-0.0013731j 0.00267079+0.00846168j 0.00298086-0.00700581j 0.00692059+0.00232037j 
-0.00424983+0.00473671j 0.001711+0.0065266j -0.00267967-0.00228008j -0.00169007+0.00428478j 0.00232514-0.0065277j 0.00211423-0.00392216j -0.000412432+0.00314241j 0.00436268+0.00632864j 0.00398695+0.00116779j -0.00043735+0.000510892j 0.00484499+0.000765924j -0.00156856-0.00520481j -0.00260023-0.00133921j -0.00176273+0.00469905j -0.00287182+0.000878957j -0.00306083+0.00368003j 0.00307691-0.00602913j 0.000649322+0.000959651j 0.000414031-0.000173637j -0.00172635+0.00350932j 0.000816657+0.00170212j 0.00595168+0.00355321j 0.00308584-0.00461683j 0.00644914+0.000480786j -0.00235362-0.0062317j -0.00562632-0.00618693j 0.00697613+0.0049886j 0.00343146-0.00288061j 0.00179061+0.00277846j -0.000809209-0.00297684j 0.00119028+0.00321002j 0.00237549+0.00147075j 0.00464278+0.00458521j 3.43829e-05-0.00137209j 0.00506134+0.00664946j -0.00110852+0.000470146j 0.00483451-0.000220509j -0.000909536+0.00462835j -0.00105576+0.00387895j -0.00464068+0.0030358j -0.00028076-0.00277831j -0.000310716+0.00428323j 0.00743591-0.002254j 0.00510296+0.00272503j -0.00168027+0.000275522j 0.00608054+0.00558759j 0.00199993-0.00571402j -0.000114251+0.0060432j 0.00163012-0.00911084j -0.000598812-0.00179855j 0.000588903+0.00315981j 0.00332926-0.00427471j -0.00510493+0.00387748j -0.0132489-0.00103821j -0.00321198+0.00321257j -0.00774364+0.00333619j 0.005372-0.000404382j 0.00242597+0.00638043j 0.00278385+0.00316384j 0.00233213+0.001212j 0.00353919-0.00229773j 0.00321348+0.0053674j -0.00323153-0.000938861j 0.00184515+0.000209242j -0.00177312+0.000483181j 0.00312498+0.000243402j 0.00140374-0.00570322j -0.0059502+0.00924492j 0.00331207+0.00330199j 0.00285831+0.0027897j 0.00442116+0.000678862j 0.00107453-0.00104679j 0.00184145+0.00572085j -0.010253-0.00115127j -0.00119768-0.00164549j -0.00180529+0.00256405j 0.00267888+0.00590181j -0.00118872+0.000725422j 0.0050424+0.000239414j -0.000193558+0.00442936j 0.00411004+0.00151013j -0.0027101+0.00254399j 0.00121809-0.00134464j -0.00198609+0.00522561j -0.0029483+0.00268583j -2.21545e-05+0.00298176j -0.0103257-0.00210305j 0.000545801+0.000978783j 0.000712813+0.00128916j -0.00270038+0.00251276j 6.44437e-05-0.00505284j 0.000630574-0.00498279j 
-0.00183795-0.0102719j -0.00884064+0.00156329j -0.00676175-0.00113583j -0.000452005+0.00485535j -0.00073079+0.00212045j -0.00505413-0.00336767j -0.00021846-0.00228579j 0.00262436+0.00165985j -0.00110813-0.0023195j -0.000548011-0.000371291j -0.00163798-0.000170348j -0.00312476+0.00200263j 0.00337256+0.00348555j 0.00612823+0.000274734j -0.00259483+0.0101973j 0.00873849-0.00321199j -0.00126889+0.000556132j 0.00200476-0.0022605j 0.000252763-0.00244109j -0.000633896+0.00194275j -0.000198276+0.00491141j -0.00472708+0.00302028j 0.00201254-0.00305421j -0.00586229-0.00402068j -0.00416079+0.00475797j 0.00248021-0.00224811j 0.00306527+0.00223366j -0.00171931+0.00270364j 0.00374752+0.00830957j 0.00334402-0.000426233j -0.00137605-0.00201536j 0.00409068-0.00199671j 0.000549363-0.00604684j -0.00486456+0.00685811j -0.00637192+0.00241173j -0.00964868+0.000955424j 0.00533726-0.000717206j -0.0121924+0.00200365j -0.00313058-0.00903806j -0.00270682-0.0016443j 0.000248925-0.0026364j 0.00434344+8.28953e-05j 0.00346877-0.00936932j -0.00461308+0.00445019j -0.000523349-0.00199803j 0.000462824-0.00854779j -0.00374526-0.000398521j -0.00853261-0.000426123j -0.00180408+0.00266706j -0.00239386+0.00207492j 0.000866508-0.0034475j -0.00222595+0.00185312j 0.00692408+0.00164521j 0.00688471-0.00481928j 0.00636764+0.00359359j -0.00174818-0.000541196j 0.00393442+0.00097789j 0.000548734+3.39593e-05j -0.00312094-0.00433224j -0.00440419+0.00585127j -0.00252103+0.0101911j 0.000108117+0.00258231j 0.00174883+0.000794303j -0.00582706+0.00320247j -0.00874161+0.00420364j 0.00138723-0.00642437j -0.000386426+0.0045728j -0.00154301+0.00409576j 0.00363727+0.00388667j 0.00160706+0.0018207j -0.00307372-0.000355758j 0.00149378-0.00162659j 0.00217879+0.00126093j -0.00270868-0.00202747j -0.000941811+0.00152948j 0.00102412+0.000550946j -0.001008+0.00101861j 9.85721e-05+0.00187901j 5.37556e-05-0.00232933j -0.00337205+0.000179937j -0.00192051-0.00539884j -0.00274487+0.0034939j 0.00135186-0.00160993j -0.00165837+0.0020531j 0.00185998-0.00114059j 0.00166581-0.000259019j -0.000542514+0.00467946j -0.00299504-0.00255483j 0.00700724+0.00255342j -0.00196831+0.00424209j 0.00635059-0.0044467j 0.00464037+0.00636189j 
-0.000186559-0.0120506j -0.0124095+0.000219824j -0.00844859+0.00559214j 0.00956566+0.00508609j -0.00385473-0.00603924j -0.00135751+0.00226601j -0.00274888-0.00989087j -0.00234586+0.00133753j 0.00522194+0.00116757j -0.000741195+0.00310179j -0.000412228+0.000630694j -0.000365499-0.00202906j 0.00182503+0.00685391j 0.00862935+0.000915372j 0.000146393-0.00305804j 0.00617985-0.00757463j -0.00457995+0.003454j -0.00340285+0.00349292j -0.0105875+0.000517523j 0.00211758+0.00212973j 0.00504858-0.00859977j -0.00543422-0.00385069j -0.00184399+0.00706236j -0.00282572+0.00374234j 0.00307525+0.000782498j -0.000407985-0.00317014j -0.000869577-0.00623911j -0.00333687-0.00112729j 0.00733153-0.00258701j -0.00467967+0.00485387j 0.00444705-0.00638304j -0.00110704+0.00233793j -0.00435348-0.00190507j -0.00157191+0.0085861j -0.000680436-0.00562261j -0.00766771+0.00819805j 0.00246838+0.0103521j -0.00607929-0.00212306j -0.00373372-0.00119459j -0.00313503-0.00432325j 0.00295387-0.00348372j -0.00228826+0.000744467j 0.00094682+0.00142637j -0.0097778-0.00243699j 0.00138368+0.00102428j -0.00605928-0.000500653j -0.00689114+0.00218837j -0.00572738+0.00309894j -0.00337251+0.00192363j -0.000108214-0.00253409j -0.00741947+0.00243096j 0.00650366+0.00269293j -0.00428135+0.00405958j 3.8822e-05-0.0033825j -0.00203658+0.00187454j -0.00266223-0.00394003j -0.00932265-0.00297872j 0.000952963-0.00301463j 0.00180958+0.00484302j -0.00395437-0.00274312j -0.00206934+0.00377013j -0.00217517-0.00275959j 0.00358715+0.000438945j 0.0014369-0.00323245j 0.00286744+0.000449304j -0.00775393-0.000803245j 0.000200084+0.000261533j 0.00109497+0.00523621j 0.0038278+0.00108577j 0.00273996+0.000399564j -0.0044023+0.00118294j -0.000101315+0.00153784j 0.000289112+0.00160543j 0.000145313+0.000720622j 0.0004022-0.00395621j -0.00166179+0.00281365j -0.00324485+0.00250644j 0.00108877+0.00275522j -0.000725032-0.00340959j 0.00166457+0.00289506j -0.000368311-0.00383207j 1.36754e-05+0.000965499j 0.00432705-0.00266464j -0.00201965+0.00234662j -4.98782e-05-0.0017367j -0.000494666-0.00246982j 0.000281754+0.00601536j -7.01227e-06-0.00342301j 0.00983572+0.000359681j -7.66341e-05+0.00738622j 0.0117913-0.00534634j 0.00350069+0.0121529j 
0.00428015-0.00251836j -0.00209464-0.0037041j 0.000641632+0.00468386j 0.00482431-0.00141012j 0.0029538-0.000193781j 0.00561128-0.00028377j 0.00207108+0.00782408j 0.00179735+0.00247518j 0.00267137-0.0040272j 0.00163907-0.00141963j -0.00592279-0.00776645j -0.00548827+0.00557215j 0.0034822-0.00125512j -0.00321785-0.00570959j 0.00629009-0.00359846j 0.000349957-0.00496897j 0.00110802+0.00459302j 0.00147289-0.00317329j 0.00104633-0.00372418j -0.0034607+0.00222575j -0.00393632+0.0080705j -0.0100392-0.00176946j 0.00600178+0.00390882j -0.00166847-0.00156218j 0.00168758+0.00136452j -0.000268056-0.00108983j -0.00136831-0.000894392j 0.00223327+8.62253e-05j 0.00312792-0.000261847j -0.000278828+0.001961j 0.000483125+0.00552973j 0.00655747+0.00757396j -0.00196396-0.000788231j -0.000546756+0.0028986j 0.00586055+0.000117356j -0.00258494+0.00030316j -0.00106034-0.0014392j 0.00236689+0.000292002j -0.00489038+0.00685621j 0.0101761-0.00339151j -0.000220948+0.00426258j 0.00246689-0.0045439j -0.00168482+0.00379532j -0.00124683-0.00589946j 0.00636103+0.00135503j -0.00287413+0.00134194j -0.00579869+0.00163192j -0.00392392-0.000642038j 0.00319691+0.00189829j -0.00075646+0.000520023j -0.00274525+0.00211519j -0.00270362+0.00211638j 0.00172429-0.00376349j -0.00385421+0.00386279j -0.000986646-0.00278524j 0.00392079-0.000991498j -0.00544854+0.00295579j 0.00141898+0.00196586j 0.0034969+0.00401605j 0.0038283+0.00425364j -0.000985407-0.00300054j -0.0011156+0.00123899j 0.00423304+0.00588186j 0.00190808-0.000613149j -0.00497035+0.000803248j -0.00325277-0.000302608j -0.000660657-0.00290587j 0.000502904+0.00144243j 0.000522303+0.00388029j -0.00295662+0.00447254j 0.00379576+0.00222403j -0.000226021+0.00197619j -0.000365357-0.00195361j 0.00492033-0.00086765j -0.00538105+0.000812291j 0.00238177+0.000221526j 0.00237368-0.00451461j -0.0012878+0.00262212j -3.38318e-05+0.00452113j 0.00399493-6.34051e-05j -0.00497478-0.00428117j -0.00202351+0.000243711j 0.000395319-0.002715j -0.00199309-0.000642324j -0.000693383+0.00211171j -0.00580225-0.000542762j 0.00137021-0.00420711j 0.000215186+0.00117465j -0.00156543-0.00604551j 0.00477739-0.00265898j 0.00380338+0.00202956j -0.00326167+0.0042644j 
3.94329e-05+0.00594839j 0.0055147+4.33945e-05j 0.0037032+0.00271239j 0.00228517-0.000882076j 0.00696571-0.00517432j 0.00470319+0.00410715j 0.00374337-0.000902055j -0.00367922-0.0015817j 0.00713331-0.000690146j 0.000949619+0.000448632j 0.000633108+0.000829354j 0.00480264+0.00278211j 0.000812458+0.00727716j 0.00187223-0.000525945j -0.00708757+0.000302287j -0.0101778-0.000207789j -0.00398883-0.00406433j -0.00374931+0.000170076j 0.00308397-0.00087757j 0.00171848-0.000212673j 0.00332369+0.00374925j 0.00086001+0.00212999j 0.00443662+0.00304308j 0.00207227+0.00102774j 0.00239329+0.000949177j -0.00123829+0.00187772j -2.82804e-05+0.00153228j -0.00308758+0.000822945j 0.0049096+0.00184017j 0.00398528+0.00223494j 0.00554547-0.000733553j -0.000624999-0.00405569j 0.00139081+0.00249643j 0.00694663+0.00427073j 0.00561599+0.00239396j 0.00296244-0.00394658j 0.00206264+0.00346975j -0.00532101+0.00621575j 0.00377556-0.00547108j 0.0030785+0.00554878j -0.00155918+0.00447987j 0.00362513-0.00262816j -0.00021538-0.00541693j -0.00181488+0.000349308j -0.00603278-0.00161403j 0.000642199-0.00333495j 0.00368267-0.00389706j -0.00256928-0.00366864j 0.00190371+0.00128755j -0.00202251+0.0037807j 0.000670313-0.00359518j 0.00437698-0.000776062j -0.00195568-0.00386311j -0.000315113+0.00257879j -0.00060553-0.0075536j 0.00332039+0.00246967j -0.00157233+0.00254074j 0.00238398-0.000764772j -0.000295501-0.00507268j 0.00326607+0.00437804j 0.000351918-0.000336748j -0.00259918+0.000910598j -0.000916007-0.00313472j 0.00134905-0.00673242j 0.00341695+0.00277906j -0.00125118+0.00398553j -0.00343986-0.00304148j 0.0043342+0.00321062j -0.00214754-0.0048251j -0.00336629+0.00241505j 0.000752301+0.00313802j 0.00285405-0.00229262j -0.00793858-0.000934352j 0.00160253-0.000429042j -0.00458459-0.00168444j -0.00113278+0.000315416j 0.0038865-0.005094j -0.000739715-0.00370779j -0.0026259+0.000588667j 0.00349092+0.000560613j 0.00196907+1.77168e-05j -0.0036432-0.000328591j -0.00229873-0.00262954j -0.00488033-0.00409467j -0.000770438+0.0018984j -0.0030457+0.000169502j -0.00342661+0.00210802j -0.00121482-0.00321467j -0.000713586-0.00160126j 0.000493032+7.13162e-06j -0.00355973+0.00177869j -0.00169042-0.00225654j 
