0.0937997-0j -0.000123086-0j 3.541e-08-0j -3.24259e-12-0j 1.00936e-16-0j -2.72828e-20-0j -7.53591e-06-0j 1.88992e-09-0j -1.34401e-13-0j 2.80473e-18-0j 4.02492e-11-0j -2.50568e-15-0j 3.06594e-20-0j -2.00999e-17-0j -3.80646e-07-0j 6.03738e-11-0j -2.65768e-15-0j -5.37033e-20-0j 1.44477e-12-0j -5.19941e-17-0j -3.29579e-19-0j 2.02015e-14-0j -3.49571e-19-0j -1.57367e-08-0j 1.58266e-12-0j -4.02745e-17-0j 2.95061e-14-0j -5.10581e-19-0j 4.32938e-16-0j 3.00622e-18-0j -5.29905e-10-0j 3.29888e-14-0j -4.0365e-19-0j 4.56357e-16-0j 4.3391e-18-0j -1.43787e-11-0j 5.1746e-16-0j 4.6387e-18-0j -3.07109e-13-0j 5.3143e-18-0j 1.66243e-16-0j -3.09526e-15-0j 3.78735e-20-0j 1.19056e-20-0j -3.02775e-17-0j 6.12346e-07-0j 8.92358e-13-0j 1.10055e-09-0j -3.21141e-17-0j -2.87883e-19-0j -6.91685e-19-0j -3.43394e-07-0j -1.10683e-13-0j 5.44652e-11-0j -0.00124399-0j -2.39758e-15-0j -4.84476e-20-0j 2.8166e-18-0j 1.30337e-12-0j -0.000101365-0j -4.69057e-17-0j -2.97324e-19-0j -1.19138e-15-0j 2.57732e-14-0j -4.45986e-19-0j -4.16971e-20-0j 2.76173e-16-0j -8.86632e-11-0j -1.44894e-08-0j -6.58253e-06-0j 1.45721e-12-0j 4.12402e-08-0j -3.70822e-17-0j 1.65082e-09-0j 2.71674e-14-0j -4.70111e-19-0j 0.417149-0j 3.98622e-16-0j 3.91445e-18-0j -1.17397e-13-0j -4.94824e-10-0j -4.62523e-12-0j 3.08049e-14-0j -3.76927e-19-0j 2.44989e-18-0j 4.26145e-16-0j 4.05185e-18-0j 4.45848e-15-0j -1.35659e-11-0j 4.97197e-11-0j 4.8821e-16-0j 4.37649e-18-0j 
-2.81241e-07-0j 3.16372e-06-0j -9.4309e-06-0j -4.66472e-07-0j 2.22575e-10-0j -1.14311e-14-0j 0.00356295-0j -0.00556646-0j 1.52211e-05-0j -2.92864e-09-0j -0.00200147-0j 1.90998e-06-0j -1.551e-10-0j 6.32075e-08-0j -0.0233285-0j -0.00199857-0j 1.34861e-06-0j -8.94172e-11-0j 0.0376512-0j -1.25476e-05-0j -3.83657e-07-0j -2.05465e-05-0j 2.35958e-09-0j -0.000268956-0j 1.04007e-06-0j -2.45092e-10-0j -1.12131e-05-0j 1.28773e-09-0j -6.06264e-07-0j 4.39957e-11-0j -7.6231e-05-0j 7.27465e-08-0j -5.90737e-12-0j -4.786e-07-0j -1.46126e-08-0j -9.44917e-06-0j 3.14902e-09-0j -1.16992e-08-0j -6.77233e-07-0j 7.77741e-11-0j -6.31766e-08-0j -0.000270676-0j 2.19802e-08-0j 3.62763e-12-0j -1.4656e-05-0j 1.67997e-06-0j -0.000270473-0j -0.00650179-0j 9.01375e-08-0j -3.34876e-07-0j -4.36675e-13-0j 9.14576e-05-0j 2.51428e-05-0j 7.83526e-06-0j -3.16227e-07-0j -5.28711e-09-0j 3.50554e-13-0j -5.9249e-09-0j -0.000147609-0j -0.000449001-0j 4.91919e-08-0j 1.5041e-09-0j 1.36351e-06-0j -1.30783e-05-0j 1.50193e-09-0j -1.56587e-10-0j 1.68066e-09-0j -1.51534e-06-0j -0.000247637-0j 0.00415561-0j 9.57631e-07-0j 0.00189286-0j -2.25665e-10-0j -0.00649238-0j -1.03243e-05-0j 1.18566e-09-0j 2.06713e-08-0j -5.5821e-07-0j 5.72876e-11-0j 1.7753e-05-0j -7.11844e-05-0j 0.000114666-0j 6.79305e-08-0j -5.51629e-12-0j -3.41579e-09-0j -4.46915e-07-0j -1.36452e-08-0j 2.92996e-09-0j -8.91506e-06-0j 0.283641-0j 2.97102e-09-0j -1.10379e-08-0j 
-4.86008e-11-0j -1.32193e-07-0j 2.68552e-06-0j -1.35345e-05-0j -7.33831e-07-0j 1.58481e-10-0j 2.17805e-06-0j 0.00246591-0j -0.00812572-0j 1.45663e-05-0j 0.000167999-0j -0.00156406-0j 8.57884e-07-0j 9.09481e-07-0j -2.88685e-05-0j -0.0192173-0j -0.00221836-0j 7.42949e-07-0j 0.0873489-0j 0.0206824-0j -9.22197e-06-0j -0.000146875-0j -6.49728e-06-0j -1.04007e-06-0j -0.000276412-0j 8.11505e-07-0j -8.0156e-05-0j -3.54585e-06-0j -8.72342e-06-0j 1.05752e-09-0j 6.39867e-06-0j -5.95714e-05-0j 3.26747e-08-0j -6.88648e-06-0j -3.51243e-07-0j -2.19216e-05-0j -5.19059e-06-0j -2.81213e-07-0j -4.84114e-06-0j -2.14157e-07-0j 0.000156107-0j 0.221654-0j -0.000121576-0j -4.02174e-08-0j -0.000210882-0j -2.36318e-07-0j -0.000627484-0j -2.51428e-05-0j -0.000148575-0j -8.04943e-06-0j 3.62403e-09-0j 1.13177e-07-0j -0.00668205-0j 7.53402e-05-0j 8.78142e-09-0j 8.69692e-06-0j -2.91268e-09-0j 1.96175e-05-0j -0.000342445-0j -1.63773e-07-0j -8.10839e-05-0j 3.61541e-08-0j 9.74693e-06-0j -9.34891e-05-0j -4.13566e-06-0j 4.31173e-07-0j 2.41827e-08-0j 2.02558e-06-0j -9.57631e-07-0j 2.54035e-06-0j -0.000254503-0j -0.000268332-0j 7.47183e-07-0j 0.00287609-0j -7.38025e-05-0j -3.26479e-06-0j 2.67553e-12-0j -8.03198e-06-0j 1.37702e-09-0j -0.00947736-0j 5.97506e-06-0j 0.00221479-0j -5.56276e-05-0j 3.05116e-08-0j 1.69892e-05-0j -6.43058e-06-0j -3.2799e-07-0j -3.1351e-06-0j -2.06825e-05-0j -0.0238082-0j -4.89719e-06-0j -2.65317e-07-0j 
-1.89141e-15-0j -1.77464e-11-0j -4.31431e-08-0j 1.47732e-06-0j -1.37331e-05-0j -6.80181e-07-0j 2.04078e-10-0j 1.16725e-06-0j 0.00135451-0j -0.0102657-0j 7.98055e-08-0j 0.000170218-0j -0.000910883-0j 2.78952e-06-0j -4.06629e-09-0j -1.83376e-05-0j -0.0137079-0j -0.00158925-0j 0.000127664-0j 0.127426-0j -8.58519e-05-0j 7.95751e-06-0j -0.000121501-0j -2.45092e-10-0j -8.11505e-07-0j -0.00028388-0j 4.34276e-06-0j -6.63082e-05-0j -2.67561e-05-0j 9.84502e-09-0j 3.0396e-09-0j 6.48319e-06-0j -3.46933e-05-0j -2.11219e-05-0j -3.26989e-06-0j -3.20395e-08-0j -3.19796e-05-0j -2.61795e-06-0j 2.62287e-07-0j -4.00478e-06-0j 0.00194339-0j -0.0241227-0j 0.129087-0j 0.000129325-0j -0.000646806-0j 2.52542e-09-0j -9.17097e-07-0j -5.9249e-09-0j -0.000915383-0j -7.49361e-05-0j -5.12447e-06-0j 1.59416e-11-0j -1.96175e-05-0j 7.18912e-08-0j 8.83268e-13-0j 5.37407e-05-0j 6.23053e-06-0j -0.00686257-0j -5.005e-07-0j -1.09452e-11-0j -0.000499564-0j 3.36576e-07-0j -5.28077e-07-0j 5.06513e-06-0j -7.73379e-05-0j 8.06305e-06-0j 7.41721e-08-0j -1.09679e-07-0j -2.25665e-10-0j 2.38024e-10-0j -7.47183e-07-0j -7.5922e-08-0j -0.000261379-0j 1.36141e-06-0j 3.99854e-06-0j -6.10524e-05-0j 8.32522e-17-0j -2.46353e-05-0j 1.28194e-08-0j 0.00157982-0j 2.83837e-09-0j -0.000119996-0j 6.05399e-06-0j -3.23966e-05-0j -0.0119733-0j -1.97236e-05-0j -3.05342e-06-0j 1.58273e-06-0j -3.02284e-08-0j -1.13098e-05-0j -3.01719e-05-0j -2.46997e-06-0j 
8.01351e-13-0j -2.53967e-11-0j 3.86182e-10-0j -2.61337e-09-0j 3.96071e-09-0j -2.08857e-12-0j -1.15483e-07-0j 1.90998e-06-0j -9.65435e-06-0j -4.27078e-07-0j 0.00192676-0j -0.00584022-0j 4.8694e-06-0j -0.00158693-0j 9.55268e-07-0j -1.11968e-05-0j 2.39984e-05-0j -1.63374e-08-0j -0.0238812-0j -0.00182979-0j 0.012045-0j -0.000365624-0j 4.31118e-07-0j 4.60089e-08-0j -3.28891e-07-0j -1.78189e-08-0j -0.000400232-0j 4.71924e-07-0j -4.40772e-05-0j 8.03842e-09-0j -4.27078e-07-0j 1.29452e-06-0j -1.07933e-09-0j -6.97932e-05-0j -2.66986e-06-0j 2.98802e-06-0j 2.28943e-07-0j -4.2875e-06-0j -1.20513e-05-0j 1.42101e-08-0j -2.25497e-06-0j -0.00966128-0j 8.05528e-06-0j 1.32945e-09-0j 0.183092-0j -2.71469e-11-0j 8.55289e-05-0j -0.000191116-0j 6.55326e-06-0j -0.000122725-0j -3.17476e-11-0j -3.74506e-09-0j 0.00136618-0j 4.38963e-08-0j 1.44516e-12-0j -9.40839e-08-0j 6.40495e-11-0j 7.40179e-05-0j 9.36245e-05-0j 7.22961e-09-0j 7.17355e-06-0j -4.72217e-05-0j -0.00837901-0j -0.000232728-0j 2.74416e-07-0j 9.87993e-06-0j 1.22189e-07-0j 2.59222e-10-0j 4.23621e-08-0j -6.71511e-08-0j -3.02822e-07-0j -1.5547e-07-0j -1.64065e-08-0j 1.11062e-06-0j -0.000368508-0j 4.34518e-07-0j -3.92004e-14-0j -4.05835e-05-0j 1.0467e-08-0j -5.61384e-06-0j -3.98804e-07-0j 1.28855e-06-0j 1.20882e-06-0j -1.00788e-09-0j -2.48338e-07-0j -6.51727e-05-0j -2.49311e-06-0j -9.26512e-10-0j 2.81912e-06-0j 0.00318737-0j 2.16002e-07-0j -4.04514e-06-0j 
2.03522e-17-0j 1.18881e-13-0j -6.79173e-12-0j 1.73407e-10-0j -2.15399e-09-0j 9.15668e-09-0j -6.29702e-12-0j -2.51271e-08-0j 8.57884e-07-0j -9.79555e-06-0j 3.69857e-07-0j 0.000788871-0j -0.00851713-0j 0.000105299-0j 7.30089e-11-0j 2.46217e-07-0j -6.51149e-06-0j 4.29259e-05-0j -9.22197e-06-0j -0.0139085-0j 0.0915563-0j -4.31118e-07-0j -0.000375398-0j 5.28371e-12-0j 1.45491e-08-0j -2.72071e-07-0j -4.71924e-07-0j -0.000410931-0j 2.92468e-06-0j 6.11014e-08-0j -8.19811e-11-0j -1.74858e-07-0j 1.88787e-06-0j 4.63102e-06-0j -2.0294e-05-0j 1.15385e-09-0j 1.74024e-06-0j -3.259e-05-0j -1.42101e-08-0j -1.23735e-05-0j 9.19093e-07-0j 0.001305-0j -0.0140896-0j -4.66082e-06-0j -0.0121488-0j 3.40625e-13-0j 3.30279e-08-0j -2.1948e-08-0j 4.98125e-05-0j -0.000932855-0j -1.21502e-09-0j -2.86226e-13-0j -6.04354e-05-0j -9.65275e-10-0j -5.25822e-15-0j 2.55278e-08-0j -1.68288e-07-0j 0.00113016-0j 3.61541e-08-0j 2.95417e-13-0j 5.45274e-05-0j -0.00035894-0j -9.87993e-06-0j -2.74416e-07-0j -0.000238949-0j -0.00860301-0j -8.10769e-09-0j -1.02903e-11-0j 4.86491e-12-0j -3.66161e-12-0j 1.33959e-08-0j 1.36117e-09-0j -2.50506e-07-0j -1.4611e-08-0j -4.34518e-07-0j -0.000378359-0j -8.14256e-19-0j 2.69286e-06-0j 7.95613e-08-0j 4.98845e-07-0j -7.65538e-11-0j -5.69173e-08-0j -1.63282e-07-0j 1.76289e-06-0j -5.69594e-06-0j 4.32444e-06-0j -1.89505e-05-0j 1.65017e-10-0j 1.08863e-09-0j 6.11842e-07-0j 1.64187e-06-0j -3.07478e-05-0j 
8.48247e-09-0j -1.43602e-07-0j 8.67072e-07-0j -9.36832e-07-0j 1.38595e-09-0j -1.18979e-13-0j 1.25602e-06-0j -6.14139e-06-0j -3.6451e-07-0j 1.41381e-10-0j 1.16286e-05-0j -3.44066e-08-0j 4.67018e-12-0j -1.0132e-09-0j 0.00429893-0j -0.00804504-0j 1.68317e-05-0j -1.86541e-09-0j -0.00180724-0j 1.21411e-06-0j 2.31547e-08-0j 0.0293765-0j -5.63906e-06-0j 5.11373e-05-0j 4.29236e-06-0j -2.03903e-09-0j 4.05162e-07-0j -7.77741e-11-0j -1.01095e-05-0j 4.57922e-10-0j -0.000153097-0j 4.52984e-07-0j -6.14858e-11-0j 2.31045e-08-0j -3.04846e-07-0j -3.89966e-05-0j 2.61981e-08-0j 7.06588e-10-0j -4.21706e-06-0j 8.09499e-10-0j 2.28275e-09-0j 1.96031e-05-0j -2.66082e-09-0j -2.19096e-13-0j 7.07006e-07-0j -1.02061e-07-0j 0.2563-0j -3.57629e-06-0j -0.000172183-0j -4.64395e-06-0j -3.63289e-12-0j -8.40856e-06-0j -3.00186e-07-0j 1.57358e-05-0j 1.14595e-08-0j -3.29223e-08-0j 3.64868e-12-0j 1.42599e-10-0j 3.53489e-06-0j -1.18261e-07-0j -2.37475e-09-0j -4.52898e-11-0j -1.63592e-08-0j -0.000163228-0j 3.1333e-08-0j 3.14028e-12-0j 1.39822e-08-0j 2.88116e-07-0j 4.7084e-05-0j -0.000506016-0j 3.95213e-06-0j 1.00984e-06-0j -1.87741e-09-0j 0.0024742-0j 3.73047e-07-0j -7.16095e-11-0j -5.33956e-10-0j -9.30816e-06-0j 5.96268e-10-0j 0.000146851-0j -0.000142962-0j -1.3363e-06-0j 4.22996e-07-0j -5.74153e-11-0j -5.69585e-08-0j 2.15749e-08-0j -2.84665e-07-0j 1.20919e-08-0j -3.67923e-05-0j -0.00662535-0j 2.47172e-08-0j 6.66648e-10-0j 
8.49962e-13-0j 3.08581e-09-0j -9.42554e-08-0j 9.58153e-07-0j -1.93758e-06-0j 1.27771e-09-0j 3.54352e-10-0j 6.71372e-07-0j -6.81678e-06-0j -4.52984e-07-0j 3.44066e-08-0j 1.1947e-05-0j -2.00091e-08-0j -9.39139e-09-0j 2.03083e-06-0j 0.00272684-0j -0.01174-0j 1.20057e-05-0j 0.000146875-0j -0.00128916-0j 4.31118e-07-0j 0.0890434-0j 0.0120276-0j 4.87998e-08-0j 3.99617e-05-0j 4.34906e-06-0j 1.22809e-06-0j 1.65885e-07-0j -9.37051e-05-0j 8.52603e-09-0j -4.52984e-07-0j -0.00015729-0j 2.63432e-07-0j 2.14157e-07-0j -5.67593e-06-0j 3.16927e-06-0j -2.78176e-05-0j 1.3156e-08-0j -1.27824e-05-0j -1.72659e-06-0j -2.39176e-06-0j -0.00680679-0j 1.14001e-05-0j 1.88149e-09-0j 6.55326e-06-0j 6.62573e-09-0j -0.0208296-0j -3.41282e-09-0j 0.182827-0j -8.64656e-05-0j 1.94221e-08-0j -3.97224e-09-0j -2.79472e-06-0j -5.3336e-06-0j -1.75593e-10-0j 2.2963e-05-0j -2.34828e-08-0j -3.04151e-07-0j -2.87282e-07-0j -2.21837e-11-0j 2.52156e-06-0j -8.4325e-10-0j -4.95866e-08-0j -0.000494763-0j -6.68304e-05-0j -6.69794e-09-0j 1.29601e-07-0j -9.50398e-08-0j 4.49318e-08-0j -1.42759e-07-0j 3.67942e-05-0j -5.46487e-08-0j 4.00434e-06-0j -0.000270477-0j 1.13075e-06-0j 1.52736e-07-0j -4.15783e-14-0j -8.62777e-05-0j 1.11019e-08-0j 0.00274629-0j -4.22996e-07-0j 9.09821e-07-0j -0.000146877-0j 2.45992e-07-0j 0.000182495-0j 1.99979e-07-0j -5.30017e-06-0j 4.5325e-07-0j 2.99013e-06-0j -1.96031e-05-0j -2.62452e-05-0j 1.24123e-08-0j 
1.52642e-17-0j 1.79101e-13-0j 5.80964e-10-0j -2.98836e-08-0j 5.58018e-07-0j -3.16607e-06-0j 1.36628e-14-0j 1.09513e-10-0j 2.12295e-07-0j -4.88358e-06-0j 4.67018e-12-0j 2.00091e-08-0j 1.2266e-05-0j 4.40635e-10-0j 1.09751e-10-0j 7.43486e-07-0j 0.00111641-0j -0.0148272-0j 4.01052e-08-0j 0.000121501-0j 2.31719e-06-0j 7.42417e-05-0j 0.129857-0j 3.96278e-12-0j 2.19189e-08-0j 2.3273e-05-0j 1.02394e-09-0j 1.79099e-06-0j 4.39655e-06-0j 4.58261e-08-0j -6.14858e-11-0j -2.63432e-07-0j -0.000161489-0j -1.0048e-08-0j -3.05072e-05-0j 8.6539e-10-0j 2.62175e-06-0j 7.07111e-08-0j -1.06575e-08-0j -1.86413e-05-0j 4.58215e-07-0j -1.14001e-05-0j -0.00698849-0j -3.49308e-06-0j -3.07473e-07-0j -2.91371e-11-0j -5.68765e-06-0j -2.77137e-13-0j -0.017231-0j -0.000464739-0j 4.20113e-07-0j -2.14669e-13-0j -1.5329e-09-0j -1.45423e-09-0j -7.92176e-15-0j -2.18365e-06-0j 2.90015e-05-0j -1.6276e-06-0j -7.84443e-11-0j -6.40973e-16-0j -2.37651e-07-0j -4.53234e-09-0j -4.13438e-11-0j -4.12518e-07-0j -0.000721541-0j -7.23149e-08-0j -6.08077e-09-0j 1.77335e-09-0j 3.64868e-12-0j -5.50435e-12-0j 2.01815e-08-0j -5.93249e-12-0j 2.14283e-05-0j -4.41198e-08-0j 9.42783e-10-0j 1.64903e-06-0j -6.10692e-19-0j 4.04807e-06-0j 5.9671e-08-0j -8.55278e-05-0j -5.74153e-11-0j -1.4085e-08-0j -2.45992e-07-0j -0.000150798-0j 0.00196746-0j -9.38282e-09-0j -2.84875e-05-0j -4.27497e-08-0j 8.16474e-10-0j -2.66082e-09-0j 2.47355e-06-0j 6.67142e-08-0j 
-1.43769e-14-0j 5.86211e-13-0j -1.24953e-11-0j 1.41381e-10-0j -6.55233e-10-0j -1.94435e-11-0j 1.55123e-09-0j -3.85574e-08-0j 3.92299e-07-0j -9.82442e-07-0j 6.06615e-07-0j -5.62274e-06-0j -2.63814e-07-0j 2.12036e-05-0j -6.19514e-08-0j 1.21411e-06-0j -7.95751e-06-0j -3.04846e-07-0j 0.00194502-0j -0.00843671-0j -0.00130799-0j -0.0138883-0j -0.000921537-0j -1.86299e-09-0j 2.68061e-08-0j -8.22185e-08-0j 3.301e-05-0j 2.19033e-06-0j -0.000407638-0j 7.48336e-08-0j 2.31045e-08-0j -2.14157e-07-0j -1.0048e-08-0j -0.000160551-0j -4.9818e-05-0j -2.43537e-07-0j 1.05637e-06-0j -1.98995e-05-0j 1.99369e-06-0j 1.32288e-07-0j 1.85984e-07-0j 0.00159714-0j 7.49361e-05-0j 6.17035e-09-0j -0.00985433-0j 7.31423e-13-0j 0.00160061-0j -4.50362e-08-0j -0.00694283-0j 0.130786-0j -1.46487e-10-0j 1.21175e-10-0j 6.48017e-07-0j -2.37475e-09-0j -2.91767e-14-0j 1.55646e-08-0j 5.96268e-10-0j -1.98757e-06-0j -3.80438e-06-0j -8.31962e-11-0j 1.65019e-05-0j 2.55837e-06-0j -4.014e-06-0j 7.71691e-05-0j 5.12045e-06-0j -2.66343e-07-0j 5.63795e-07-0j -1.04964e-11-0j -1.71532e-09-0j 3.62639e-09-0j 2.46814e-08-0j 2.5079e-09-0j -7.57016e-08-0j -9.01375e-08-0j 3.03935e-05-0j 2.01672e-06-0j 6.32814e-16-0j -0.000375328-0j 9.74423e-08-0j 9.17097e-07-0j 2.15749e-08-0j -3.47537e-08-0j -1.99979e-07-0j -9.38282e-09-0j -2.2967e-06-0j -0.000149922-0j -4.652e-05-0j 7.55151e-11-0j -2.29771e-07-0j -0.000172309-0j 9.96658e-07-0j -1.87746e-05-0j 
9.47343e-17-0j -4.83052e-15-0j 1.37385e-13-0j -2.33509e-12-0j 2.17385e-11-0j -7.38968e-11-0j 8.47957e-14-0j -2.95368e-12-0j 5.0203e-11-0j -3.81601e-10-0j 2.89847e-11-0j -5.39666e-10-0j 2.90062e-09-0j 2.73473e-09-0j 1.02247e-09-0j -3.01006e-08-0j 3.96293e-07-0j -1.73915e-06-0j 3.73629e-07-0j -4.91905e-06-0j 2.15874e-05-0j 0.00138833-0j -0.0105529-0j 2.45943e-11-0j -5.91174e-10-0j 5.50353e-09-0j 6.35493e-09-0j -4.83049e-08-0j 4.09593e-05-0j 2.84412e-07-0j -3.81601e-10-0j 7.10503e-09-0j -3.81884e-08-0j -6.23614e-08-0j -0.000284212-0j 5.3709e-09-0j -7.07111e-08-0j 4.38857e-07-0j -6.61442e-08-0j 5.02773e-07-0j 3.58047e-11-0j 4.61543e-07-0j -2.48072e-06-0j -1.36079e-10-0j -2.86449e-06-0j -6.89025e-15-0j -0.00010636-0j -1.72e-12-0j 0.00140029-0j -0.00869067-0j 9.80553e-12-0j -1.33231e-12-0j 4.13438e-11-0j 3.92221e-11-0j 2.13658e-16-0j -5.16383e-10-0j 2.26617e-09-0j -3.84889e-10-0j -4.86851e-10-0j -3.97809e-15-0j 6.40969e-09-0j -2.81292e-08-0j -2.56593e-10-0j -3.84311e-06-0j 2.92121e-05-0j 1.95041e-09-0j -3.77392e-08-0j 1.38569e-13-0j 2.26449e-11-0j -5.12798e-11-0j -5.44316e-10-0j 1.60005e-13-0j 5.0673e-09-0j 1.78622e-09-0j 5.85122e-09-0j -4.44761e-08-0j -3.79015e-18-0j 3.77127e-05-0j 3.70338e-07-0j -3.036e-08-0j -3.56338e-10-0j -3.33077e-12-0j 6.63466e-09-0j -3.56602e-08-0j 2.30771e-07-0j -5.82329e-08-0j -0.000265396-0j -1.66539e-12-0j 5.0673e-09-0j -2.47888e-08-0j -6.67142e-08-0j 4.1405e-07-0j 
-0.000581154-0j 0.00191534-0j 0.0001189-0j -1.04507e-07-0j 1.47419e-11-0j -3.59492e-16-0j -0.00394133-0j 2.26481e-05-0j -9.7898e-09-0j 7.48957e-13-0j 1.29721e-06-0j -3.65973e-10-0j 1.41109e-14-0j -5.36736e-12-0j -0.00127814-0j 1.94582e-06-0j -3.88173e-10-0j 1.22204e-14-0j 1.05237e-07-0j -1.39448e-11-0j -1.51687e-13-0j 2.95057e-09-0j -1.60889e-13-0j 0.0542909-0j -3.31883e-05-0j 3.10966e-09-0j -1.24068e-06-0j 6.76518e-11-0j -3.34279e-08-0j -7.9803e-10-0j -1.70786e-05-0j 4.81826e-09-0j -1.85778e-13-0j 1.22395e-10-0j 1.99705e-12-0j -1.04735e-06-0j 1.38783e-10-0j 2.13494e-12-0j -4.48556e-08-0j 2.44588e-12-0j 2.42809e-11-0j -4.52086e-10-0j 1.74311e-14-0j -6.61994e-16-0j -8.12042e-12-0j 0.000320261-0j 6.49997e-08-0j 1.31885e-05-0j -8.613e-12-0j -1.32497e-13-0j -1.9245e-14-0j 0.331951-0j -8.06222e-09-0j -0.000505358-0j -0.000389201-0j 1.00814e-07-0j -3.1738e-12-0j 7.5541e-13-0j -2.73316e-05-0j 0.00157734-0j 3.62167e-09-0j 3.93953e-11-0j -1.74008e-10-0j -1.08372e-06-0j 5.9093e-11-0j 9.4883e-15-0j -4.27217e-08-0j -1.06251e-06-0j -0.000173635-0j -0.00344271-0j 1.06144e-07-0j 0.000138477-0j -9.94544e-12-0j 1.97828e-05-0j 3.96799e-09-0j -2.16367e-13-0j 6.43325e-05-0j 1.0691e-10-0j -5.18664e-10-0j -8.55127e-09-0j -1.5948e-05-0j -1.49069e-07-0j 4.49928e-09-0j -1.73479e-13-0j 6.54205e-13-0j 1.14292e-10-0j 1.86484e-12-0j 3.24758e-10-0j -9.88147e-07-0j 1.60245e-06-0j 1.30938e-10-0j 2.01426e-12-0j 
-3.08084e-07-0j -0.000397013-0j 0.00237729-0j 0.000176634-0j -1.12455e-07-0j 7.2225e-12-0j -2.26481e-05-0j -0.00405337-0j 2.22641e-05-0j -6.43496e-09-0j 6.34281e-06-0j 6.9339e-07-0j -1.13105e-10-0j -1.33411e-10-0j 0.000111055-0j -0.00108991-0j 1.47732e-06-0j -1.4714e-10-0j 1.04007e-06-0j 3.97064e-08-0j -5.28371e-12-0j 4.87998e-08-0j 6.41995e-10-0j 0.0848196-0j 0.0375746-0j -1.77862e-05-0j -2.05198e-05-0j -2.69951e-07-0j -8.30883e-07-0j -2.77977e-08-0j -8.35069e-05-0j -9.12891e-06-0j 1.48909e-09-0j 3.04224e-09-0j 6.95633e-11-0j -1.03511e-05-0j -3.95168e-07-0j 7.43663e-11-0j -7.41872e-07-0j -9.75982e-09-0j -1.38815e-07-0j 8.56544e-07-0j -1.39718e-10-0j 1.06354e-11-0j -2.01841e-10-0j -0.000423477-0j 6.42398e-07-0j 2.06047e-05-0j 2.45246e-08-0j -4.61526e-12-0j 2.75904e-10-0j -0.0288427-0j 9.12775e-06-0j 0.283064-0j 3.96831e-05-0j -0.000383682-0j 3.82145e-08-0j -4.32068e-09-0j -0.000270121-0j 2.8541e-06-0j -1.03123e-05-0j 1.37226e-09-0j -2.87794e-09-0j -1.79238e-05-0j -2.35799e-07-0j -3.78612e-11-0j -1.06189e-06-0j 0.000573798-0j -0.000271273-0j -1.97828e-05-0j -0.000120172-0j 0.00137834-0j 5.68844e-08-0j -0.00354057-0j 6.56271e-08-0j 8.63369e-10-0j 2.26443e-08-0j 2.65736e-09-0j -1.80666e-08-0j 1.94474e-05-0j -7.79786e-05-0j 0.000167724-0j -8.52455e-06-0j 1.39051e-09-0j -5.62085e-09-0j 2.84084e-09-0j 6.4958e-11-0j -1.48035e-06-0j -9.76595e-06-0j 7.83526e-06-0j -3.72831e-07-0j 7.01627e-11-0j 
-3.7646e-11-0j -2.05687e-07-0j -0.000237253-0j 0.00240892-0j 0.000196342-0j -5.65945e-08-0j -9.7898e-09-0j -2.22641e-05-0j -0.00416559-0j 1.50439e-05-0j -3.76465e-07-0j 7.04034e-06-0j 2.19258e-07-0j -1.35738e-09-0j 9.71766e-08-0j 0.000129943-0j -0.000851683-0j 5.7465e-07-0j 1.70619e-06-0j 8.11505e-07-0j -8.98058e-11-0j 2.46668e-07-0j 2.19189e-08-0j 0.000231933-0j 0.123817-0j 0.0206395-0j -0.000103721-0j -9.21664e-06-0j -8.45376e-06-0j -4.7247e-07-0j 4.95639e-06-0j -9.26904e-05-0j -2.88666e-06-0j 3.09531e-08-0j 1.18235e-09-0j -1.69804e-05-0j -8.07632e-06-0j 1.26398e-09-0j -3.74993e-06-0j -3.33218e-07-0j 0.000161226-0j 8.69692e-06-0j 2.70849e-07-0j -6.244e-08-0j -2.05362e-09-0j 2.08776e-05-0j 1.05382e-06-0j 5.6342e-08-0j 5.01226e-07-0j -7.84443e-11-0j -1.29416e-06-0j -2.52382e-05-0j 3.0078e-05-0j -0.0337481-0j 1.36635e-08-0j 0.221194-0j -0.000149245-0j 5.01383e-06-0j -0.000443121-0j 7.36122e-10-0j -0.00021076-0j 2.33239e-08-0j -1.45471e-08-0j -9.05991e-05-0j -8.05062e-06-0j -1.29265e-09-0j -1.08041e-05-0j -0.000360522-0j -7.41778e-07-0j -8.55127e-09-0j -0.000395995-0j 2.4227e-06-0j -6.60102e-05-0j -1.94474e-05-0j 3.31725e-07-0j 2.9477e-08-0j 2.07245e-12-0j 2.70371e-08-0j -3.07073e-07-0j -0.00363859-0j 4.62826e-06-0j 0.00113539-0j -8.65541e-05-0j -2.69556e-06-0j 1.31407e-05-0j 2.89039e-08-0j 1.10407e-09-0j 0.000838821-0j -1.60206e-05-0j -4.65046e-07-0j -7.6198e-06-0j 1.19254e-09-0j 
