-0.069593-0.0165114j 0.00702755+0.0120201j -0.013223-0.0425725j 0.0217983+0.0548923j 0.00327384+0.0237466j 0.0225264-0.0289267j 0.00515018+0.0278492j 0.0188004-0.0429627j -0.0198696+0.0173417j -0.00384195-0.00123858j 0.0405296+0.00180817j -0.0094267+0.00496798j -0.00755191-0.0328231j 0.0056675+0.0123209j -0.0533876+0.0172912j -0.00961053-0.00977331j 0.00770035-0.0154402j -0.0147983+0.00589281j 0.000795178+0.00416408j -0.0144754-0.00426295j -0.0049706-0.00922702j -0.0169073-0.00327519j -0.0028034+0.00629634j -0.0275205+0.0104271j -0.0190244-0.00039077j -0.0161534-0.000418955j -0.0251665-0.00823482j -0.000708407-0.0100743j 0.0153844+0.00838277j -0.0139216+0.0194996j -0.0212047+0.00379265j -0.0123689+0.00907374j 0.000793339+0.00425165j 0.00129198-0.00821661j -0.00368144+0.00679855j 0.00249448+0.000646225j -0.0057092-0.00515621j 0.00339344-0.00495366j -0.0163596+0.00857654j -0.00162819+0.000749066j 0.0105454+0.0031353j -0.00780968+0.0154751j -0.00717522+0.0128375j -0.0045377-8.11739e-05j 0.0109574+0.00229852j 0.00785413+0.00372624j 0.000995439+0.00180026j -0.000385028+0.00776092j -0.00407627-0.00149881j 0.0287846-0.00888826j -0.00536872+0.00931909j 0.0154457+0.000532479j -0.00819123-0.00344729j 0.00930937-0.00711765j -0.00827037+0.00450911j 0.00359602-0.00767633j 0.00768359-0.00433429j 0.00106416+0.000995149j -0.00398128+0.00353207j -0.00399999-0.00177448j -0.0245007+0.00176517j -0.0119329-0.0116991j -0.0128953-0.0178094j -0.0146478-0.00550144j 0.0204559+0.00646272j -0.0216627-0.00821692j 0.00889255-0.0237915j 0.00637851-0.00256138j 0.00659729+0.0154953j 0.00776148-0.0232785j 0.0281629+0.0106669j -0.0320303-0.0603889j -0.0151024+0.00331321j 0.00934131-0.012399j 0.0192666-0.0136723j -0.0540783+0.00665177j 0.0136433+0.0227671j 0.0410256+0.0435628j -0.0826413+0.0060048j -0.0523074+0.0774379j 0.0396353-0.070063j 0.0637362-0.0300255j 0.0714566+0.0477508j 0.0384175-0.0916514j 0.0028177-0.0786309j -0.059025+0.00660117j -0.0545741+0.0816671j 0.0784572-0.0368143j -0.0627743+0.00250818j 0.100112-0.113751j -0.199729-0.135079j 0.0699297+0.146966j 
0.0179091-0.00694073j 0.0265865+0.0151403j 0.00918901+0.00162923j 0.0189046-0.00350214j 0.0186129-0.0105439j -0.018344-0.0175791j 0.0107077-0.0232344j -0.0058085+0.0329185j 0.00112705+0.0325394j -0.0076137-0.00166523j -0.0343817-0.0168641j -0.0198169+0.0258321j 0.00431485-0.0668794j -0.035031+0.0201912j -0.00234023-0.0260161j -0.0185518+0.00811711j -0.0201638+0.0169066j 0.0402077+0.0146263j -0.0243356+0.00442942j 0.032414+0.0129332j -0.0730899+0.0166933j 0.0203396-0.017636j -0.0154846-0.0405273j 0.000845815+0.00744234j 0.011456+0.0344347j -0.00937338+0.0128752j -6.73026e-05+0.00781829j -0.0378789-0.0588485j 0.0609105+0.0546659j 0.0248652-0.0161036j 0.0339077-0.0013719j 0.0232621-0.0819801j -0.0967617+0.00728828j 0.0585503+0.114414j 0.0634232+0.049891j -0.0740439+0.0148738j 0.026221+0.0269344j 0.10018-0.012674j 0.0524227+0.0932576j 0.040985+0.0239164j -0.0286722+0.0329822j 0.0552937-0.0405134j 0.0642574+0.0733565j -0.0122057+0.0432941j -0.00446275-0.0276477j -0.0101115-0.0312406j 0.0755625-0.000520924j -0.0975702+0.112285j 0.059793-0.0839906j -0.00388872-0.0186463j -0.0528909-0.0712665j -0.00221307-0.119121j 0.0324763-0.0168776j 0.0163387+0.0541056j -0.0476421-0.0676646j 0.0394033-0.0299276j 0.000967385-0.014133j 0.0235462+0.0804681j -0.0374698-0.0293418j -0.0701946+0.0783804j -0.000661691+0.0048133j -0.036507+0.0324045j 0.0887078+0.0326426j 0.00232717+0.0397058j -0.0106364-0.0705928j 0.0143746-0.053337j 0.00735856-0.0283333j -0.0098597-0.0559666j -0.00315728+0.0347371j -0.0284736-0.00691108j 0.00472785-0.0571179j 0.0492634-0.0294034j -0.0144105+0.0391417j -0.00563643+0.03594j 0.0546199-0.0487813j 0.00728388+0.0123202j 0.0401536-0.0275475j 0.00191987-0.0118599j -0.0160089-0.0023311j -0.0132908-0.00511182j -0.0275785-0.0195711j 0.0138063+0.00908245j -0.0178981+0.00510591j -0.0366113-0.0180831j 0.0365969-0.0141543j -0.000836117+0.0266922j 0.00316292+0.0222988j -0.00750556-0.02667j 0.0019401-0.0197179j -0.00185133+0.0106772j 0.00405819+0.00602592j -0.00774054-0.0144032j 
-0.0242233+0.046309j 0.00278711-0.00625755j 8.6359e-05-0.0212209j -0.0297413-0.0108212j -0.00165853+0.0259833j -0.0416586-0.0258931j -0.0388167+0.0158883j -0.0313844+0.0220282j 0.0553727-0.0289125j -0.0400288+0.0545418j -0.00454339+0.0174938j -0.0247233+0.0210657j -0.0838076+0.0339079j -0.0399651+0.0680321j 0.0367155-0.0319431j 0.00431499-0.0206568j -0.026535-0.00635653j -0.0248815+0.0503933j -0.0382056+0.0901616j -0.0270571-0.0475777j 0.0209804-0.025588j -0.0149009+0.0293493j -0.0127829+0.00506316j 0.0152919-0.036625j 0.0270622+0.00570469j -0.0128533-0.00484308j -0.114243+0.0153169j -0.0126284-0.0561454j 0.0200985-0.0720498j -0.0136567+0.00542883j 0.0311165+0.00710565j 0.0748311+0.0472433j -0.0337584-0.0111185j -0.0989965+0.0149388j 0.090722-0.030657j -0.0153773-0.0192261j -0.00431209-0.0101936j -0.00402593+0.0809755j -0.00481412-0.0670228j -0.0703527+0.0201369j -0.127687-0.00439254j 0.0247093-0.0367956j -0.0888343+0.0472313j -0.123326+0.00538231j 0.0713054-0.00467893j -0.0389221+0.00343722j -0.0299986+0.0138308j -0.0459363-0.00739339j 0.0837194+0.0426218j 0.0713929-0.0277347j 0.0207946-0.0671951j 0.0285682-0.0175136j 0.0334112+0.150799j -0.0930749+0.0536718j 0.0424872-0.00338674j -0.0339667-0.0108101j -0.0498715+0.015563j -0.0565863+0.021913j 0.0288393-0.0434296j -0.0514327+0.0496456j 0.0482815+0.00757421j -0.0767185+0.0142907j -0.0323529-0.0533064j -0.0324723+0.044926j 0.0266439-0.0553346j -0.00215159+0.0250912j -0.00258721+0.0360693j 0.0217204+0.0236995j -0.0149357+0.0475637j 0.0204522-0.0462038j 0.088219-0.00276612j 0.0239844-0.00594576j 0.00736805-0.0451282j -0.0230472+0.0193283j 0.000676963+0.0718295j -0.028468-0.00796573j -0.00305808-0.0223242j -0.0167536-0.0186864j -0.0300264-0.0319141j 0.00542353+0.00645549j 0.0199926+0.0339342j 0.00893334+0.0165819j -0.00164742-0.0250346j -0.00438711+0.0328686j -0.0032399+0.0113531j -0.00209751-0.0219029j -0.0159061-0.0501162j 0.00370472+0.00503831j -0.0051635-0.00146583j 0.0391995+0.0105613j -0.0224098-0.00501473j -0.0338236-0.02699j 
-0.00858276-0.014559j 0.0234815-0.0109657j -0.0148323+0.0158688j -0.0177781-0.00720812j 0.0239345-0.00359008j 0.048062+0.00919598j 0.00774776-0.0415373j -0.027845-0.00970909j 0.0318269-0.0214336j 0.0212821+0.0191391j 0.0609072-0.0329423j -0.00592+0.00306095j -0.0292413+0.00936231j 0.0198951+0.0250928j -0.0260511-0.0875723j -0.00350592+0.027296j 0.0113262+0.0264048j 0.0446239+0.0253195j -0.0310418-0.0105568j 0.0445246+0.0300762j -0.00803651+0.012394j -0.00882049-0.00268088j -0.0154624-0.0330439j -0.0187148+0.0352508j -0.0337697+0.0260428j 0.059058+0.0473398j 0.00456999-0.0880282j -0.0417331-0.00498601j 0.00873169+0.0210245j 0.0215213-0.0535857j 0.11871+0.0433559j -0.00261471-0.0434948j -0.0520949+0.0129009j 0.0157527-0.0461741j 0.0662372-0.0553327j -0.0237322+0.0576589j 0.0177259-0.00687194j 0.0412826-0.05735j -0.0160516+0.0746193j -0.0789886+0.0563952j -0.0840111-0.0750739j -0.0263713+0.0847905j 0.00799726+0.0308694j 0.00246626-0.0129755j 0.0391084-0.0395308j 0.0754227-0.0586148j 0.0116552-0.0147742j -0.0345309+0.00393704j 0.072239-0.0294125j 0.129049+0.059714j 0.0064783-0.133288j -0.0133814-0.0915355j 0.0416129+0.0754076j -0.0713308+0.0292351j 0.00591052+0.0497934j 0.0208149-0.00330831j -0.0366812+0.0185404j -0.0484667+0.000434802j -0.0108313-0.016459j 0.0200793+0.04817j -0.0750596+0.0444529j -0.00772414-0.0195324j 0.00106709-0.0362418j 0.032008-0.0396326j 0.067552-0.0668391j 0.00258919+0.0546761j 0.00128963-0.0511967j -0.00550891-0.00307719j 0.0281137+0.0350859j 0.0598111+0.00138905j 0.0130715-0.00589377j 0.0243731-0.0089521j 0.00957281+0.00816267j 0.02127+0.00141977j 0.015769-0.0350733j -0.0324919+0.00104273j -0.0374172-0.0481238j -0.0183051+0.00439496j 0.0160898-0.0332496j -0.0353873-0.00252699j 0.0278608-0.0421364j -0.0141334+0.0117894j -0.0371023-0.0317388j -0.000358853-0.0217766j 0.0232889+0.0270181j 0.0243323+0.0260173j -0.0590139-0.00211704j -0.0049775-0.0197204j -0.0110204-0.0221842j -0.0177632-0.025501j -0.0071423+0.0111058j -0.0046377-0.013763j 
0.0149617-0.0348405j -0.0101122-0.00712634j 0.00741549+0.0089337j 0.025957-0.0158792j 0.00493013-0.0251923j 0.0307637+0.0299197j 0.00974815-0.00560725j 0.015448+0.016214j 0.00709847+0.0179246j 0.096552-0.0233958j 0.0272053-0.024535j -0.0014227-0.0155685j -0.0090001-0.0199273j -0.0140903+0.0294231j 0.0487753-8.86466e-05j -0.0262806+0.00899385j 0.0299152-0.00661737j -0.0443831+0.00273394j -0.0199504+0.00563984j 0.0358006-0.0214123j 0.0552405+0.0588853j 0.0530379-0.00591057j -0.00681468-0.000685789j -0.0105475-0.027582j 0.0461534-0.0229176j -0.0358014+0.0391901j 0.00954192-0.00122217j -0.0232952+0.0329318j 0.0220816-0.0204763j 0.0246694+0.0380828j -0.019973-0.0460741j 0.00915373-0.107651j 0.101-0.0249654j 0.0760675+0.0285474j -0.0387945+0.0791683j -0.0181841+0.0365852j -0.0582189-0.0147319j -0.0490482-0.0891332j -0.00545478-0.0251395j -0.125517+0.0440762j 0.0747647+0.0451493j 0.0146763+0.105954j 0.0159051+0.0416598j -0.069932-0.00131499j 0.00409743-0.00386195j 0.048022-0.0654295j -0.0352318+0.0317022j -0.00150183-0.0640669j -0.0600919+0.0625752j -0.0484939-0.0395961j -0.0281864-0.120348j -0.0307026-0.0193572j -0.000115308+0.0805201j -0.0635616+0.0397398j 0.0011239+0.0902296j 0.0166912-0.00219642j 0.095262-0.0408304j -0.0532634-0.0248499j -0.0200114+0.0706521j -0.0194121-0.0981664j 0.0256385+0.0204324j -0.0729943+0.00855041j -0.00197977-0.056894j -0.0332078-0.00545161j 0.0712346-0.00859849j 0.0575554-0.0424471j 0.0297465+0.0123961j 0.010125+0.0168945j -0.0427746-0.0502806j 0.0228247+0.0465471j -0.0787346-0.00547026j -0.00275172+0.0440777j 0.00253209+0.0249759j -0.00355764+0.00666154j -0.0295275-0.0545906j -0.0321812+0.0225676j 0.013833-0.0369992j -0.0256155+0.0168962j 0.0410165+0.0377406j -0.0290548-0.0217672j 0.0154577+0.0141732j 0.0276707+0.018612j 0.0379554+0.0253757j 0.0220512-0.0116689j 0.0145142-0.013009j 0.0168849+0.0491142j 0.0201944+0.00471017j -0.0282055-0.0231183j 0.00928732-0.00349724j -0.0214683+0.000972506j 0.0432897+0.0180918j 0.0101783+0.000682165j 
-0.00390735+0.038399j -0.00843428-0.00622824j -0.000188702-0.028437j 0.0218767+0.00235143j -0.0427971+0.028145j -0.0517956-0.0106888j 0.00098026+0.0189707j -0.0329205+0.000902688j 0.01168-0.0251886j -0.0354951+0.029439j -0.000421415+0.0408036j 0.0495809-0.0263482j 0.0209516+0.020985j -0.0245129-0.0439028j 0.00323452-0.0318073j 0.00880403+0.0233557j 0.0589439+0.0430654j 0.0243289-0.00379196j 0.00533707-0.0206435j 0.0635101-0.0319506j -0.0355921+0.00222405j 0.0264233-0.00542335j -0.095608+0.0227799j -0.00819802-0.0209342j 0.0196902+0.0273005j 0.00617391+0.037994j 0.0187405-0.0414952j -0.0451118-0.031409j 0.0915416+0.0212458j -0.0355561+0.0142722j -0.00801275+0.0653493j -0.060143-0.0393113j -0.0182928+0.120968j 0.0801387-0.123996j 0.0170781-0.108804j 0.113529+0.221088j -0.00137739-0.103115j -0.0766627-0.0315786j 0.018873+0.0143877j -0.153854+0.0481687j -0.0292633+0.0218923j -0.056819+0.00906429j 0.0498817-0.0244246j -0.129439+0.026383j -0.0767459+0.0865522j -0.0178126-0.0938154j -0.136998+0.00120161j 0.10849+0.0209372j 0.022012+0.0456519j 0.146913+0.0371523j 0.0467378+0.0439425j -0.116565-0.0106751j 0.0599799+0.0792303j -0.0503951-0.0472203j 0.0200787+0.0481878j 0.00244831-0.00868464j -0.114809+0.0306369j 0.0484896+0.0414433j 0.0281622-0.037817j 0.0117054-0.0698603j -0.0214988+0.0193006j -0.108191+0.0451494j 0.0630146+0.00978104j -0.0289519-0.0378647j -0.0215377-0.0209062j 0.0187934-0.0280601j -0.054938+0.0125359j -0.00376602+0.00426482j 0.00264262-0.0244411j -0.000871503-0.0557992j -0.00179658-0.042717j -0.0358362-0.0681659j -0.0123707+0.00622144j 0.0129245+0.0181971j -0.00803835+0.0369511j 0.000601862-0.0105915j -0.021407-0.0490018j -0.0286395-0.0213014j -0.00739745+0.00253454j 0.00845919-0.0354105j -0.0147356+0.040953j 0.022025-0.00121015j 0.0250604-0.036978j 0.00809305+0.0391413j 0.0220146-0.0395765j -0.00276724-0.043817j 0.0488204+0.00586259j -0.0105315-0.00339133j 0.0146084+0.00235342j 0.00418955-0.00954945j 0.00189298-0.0221327j -0.0101984-0.018255j 
0.00566959+0.00353883j -0.0162213-0.0149717j -0.00119056+0.0148119j 0.00113608-0.0218958j -0.0121569+0.0169098j -0.0162753-0.0063504j 0.0278294+0.0187829j -0.0156744+0.0128966j -0.027725+0.0366465j -0.0277504-0.00191354j 0.0187305-0.0122565j 0.0232848-0.00876554j 0.0403513-0.0231966j -0.0164006-0.0328573j 0.0466872-0.00402441j -0.0591648+0.0682584j 0.042663+0.0398413j 0.0359125-0.0153169j 0.00466457+0.0114429j 0.0994617-0.0368249j 0.0614704+0.0306838j -0.0543511-0.0894663j -0.0209058-0.032526j -0.0642554+0.0524506j 0.00509639+0.0602081j -0.0149599+0.0243634j -0.0186947-0.104328j -0.0141396+0.0376043j 0.0122965-0.0398035j 0.0686658-0.0146508j 0.0747758-0.0169616j 0.0311316-0.0568215j -0.0368431+0.0181702j 0.0317543-0.0101224j 0.115152+0.0831572j -0.141125-0.149667j 0.024473+0.0695038j 0.103805-0.236622j 0.0363138+0.0731073j 0.0657426+0.0885967j -0.00265635-0.0161666j 0.0558713-0.0974547j -0.0217758-0.0420906j -0.0726714-0.0545464j -0.00750377+0.00366773j 0.0831408-0.0227096j 0.0705386-0.00454356j -0.0759807+0.0972504j -0.016833+0.0310949j 0.0280269-0.00599931j 0.0460774-0.0410261j 0.0717615-0.0411835j 0.00236037-0.0862582j -0.0665161-0.0415766j -0.0155874+0.0987247j 0.0538108-0.0110216j 0.101906-0.0105908j 0.0836572+0.053592j 0.0192761+0.0359571j 0.0729429-0.0294778j -0.035196-0.0389997j -0.0373485-0.0579366j 0.00648758-0.0153487j 0.0354365+0.0190461j 0.0624335-0.0345942j 0.037551+0.0256279j 0.0331567-0.014713j 0.111223+0.0105503j -0.0199703-0.00626298j 0.0792258-0.00829315j -0.020458+0.0548888j 0.0589464-0.0317553j 0.0179633+0.0118443j -0.0731288+0.0137967j -0.0198618-0.021906j -0.00670272-0.0499928j 0.0277094-0.056062j -0.0445179+0.0119352j 0.032588-0.0218445j -0.01379-0.00245288j 0.0253016+0.0126883j 0.00998122-0.0235925j -0.000119893-0.0117617j 0.0123194+0.0171238j 0.0166457+0.019854j -0.000343719+0.0141713j 0.0215726+0.00465435j 0.0157588+0.0170444j 0.00321532-0.0327363j -0.0160516+0.01267j 0.0130177+0.0100114j -0.00332731+0.00201621j 
-0.00991706+0.00521505j 0.00101241+0.0123995j 0.000217711+0.0118029j -0.0158192+0.0271919j 0.00302426+0.0144422j -0.00905614+0.010808j 0.0135519-0.00476836j -0.0432756+0.00310409j -0.0241721-0.022938j -0.0442037+0.0125678j 0.0380836-0.0428447j 0.0291473+0.0200775j 0.00152157+0.0314409j -0.0363984-0.0531461j 0.00394673-0.00683196j 0.00111153+0.0193922j 0.0390102+0.0287091j 0.0149219-0.00499545j 0.0137926-0.0329036j 0.0827675-0.0379179j 0.0196205-0.0154029j 0.0153114+0.04138j -0.0790288+0.00130446j -0.0107203+0.0176091j 0.0369251+0.0463048j 0.0448706-0.0321547j 0.0388723-0.084744j 0.0126303-0.0179027j 0.0420712+0.0465175j -0.0179179+0.0223896j -0.0493914-0.0440812j -0.0624147+0.0268119j -0.0185513-0.0227234j -0.0117382-0.162623j -0.0550969+0.0857137j 0.078641+0.0201407j -0.110676-0.00934792j -0.00990965-0.0120451j 0.025759-0.033429j 0.0213929+0.129135j 0.11513-0.0546971j 0.0971788-0.0170547j -0.147777+0.0469799j -0.0192928-0.0150574j -0.00673054+0.18827j 0.0413133-0.0774169j -0.0999262-0.0138768j -0.0840402-0.0213222j -0.109389-0.0772973j 0.0147655-0.0493689j -0.0086608+0.0643785j 0.076842-0.0406435j 0.0849846-0.135523j -0.0173093-0.0635469j -0.0789416+0.0671904j -0.0502675-0.012572j 0.023086+0.0252439j 0.128439+0.0825631j 0.0665111-0.0359193j 0.10436+0.0166192j -0.0450554-0.0211974j -0.0786944+0.0596679j 0.0708538-0.00514342j 0.00377324-0.0556297j -0.0011427-0.0337778j 0.0203267+0.0205213j -0.0464587+0.00707079j 0.0307806+0.0224574j 0.00935055-0.0157049j 0.0622029-0.065009j 0.00974305-0.00131446j -0.0437139-0.0158096j -0.0296863-0.0203338j -0.00633489+0.0192479j 0.0237701+0.00656997j 0.0240138+0.0108183j -0.0267189+0.0185801j -0.0672778-0.0565167j 0.0375395+0.0261964j 0.0106671+0.00436045j -0.00356388-0.0526014j -0.00938126+0.0103303j -0.00575023-0.0196642j -0.0135644-0.00904594j 0.0145983+0.012308j -0.0161024-0.0120213j -0.00502963+0.00926468j 0.0236179-0.0057101j -0.00972572+0.00479421j -0.0105442-0.00766573j -0.0152432-0.00909865j 0.000557367+0.00371825j 
0.0296877+0.0278518j -0.0350103+0.00576108j 0.0269577+0.00451695j -0.00842638-0.0171706j -0.0278044+0.00913718j 0.0111426-0.0825024j -0.00491737+0.0186012j -0.0271428-0.000797353j 0.0538153-0.0225226j -0.0664882-0.000305748j -0.0800555+0.0580529j 0.0252578-0.0419595j 0.0610945-0.0050665j -0.0122252-0.0476488j 0.0196377+0.0208252j -0.0533726+0.0362004j -0.0110969+0.0257282j 0.00499024+0.0628495j 0.00892928-0.00950165j 0.00137732-0.0236568j -0.0391767-0.031484j -0.0230606+0.0292081j -0.0113216+0.0170423j 0.00320316-0.0860204j -0.0257515+0.0217829j -0.0346908+0.0498952j -0.007839+0.0821595j 0.133084+0.000761019j -0.00742759-0.0409071j 0.015113-0.0786543j -0.0895018+0.00272463j -0.0212082+0.0569668j 0.000767698+0.0532481j 0.0319783+0.000201761j -0.0386672+0.132857j 0.0730675-0.042405j 0.0703337+0.108879j 0.142552+0.173909j -0.0539686-0.0100786j 0.0672166+0.0644637j 0.0714543-0.126064j -0.0703798-0.034696j 0.0656399+0.0563934j 0.0164212+0.000151155j 0.123458+0.0134927j -0.101989-0.0994568j 0.0455023+0.0910874j -0.0307699+0.0596731j -0.112611+0.0335742j 0.0198522+0.144031j 0.0738102-0.102751j -0.00438697-0.0654029j 0.028156+0.114873j 0.00182948-0.0616867j -0.0283752-0.0682844j 0.109724-0.010991j 0.015336+0.0418917j 0.00657893+0.015704j -0.0486872+0.0191468j -0.0751445-0.0581804j 0.0743983-0.0116146j -0.0246037+0.00480051j -0.0352404-0.0015056j -0.0570416+0.0420064j -0.0832003-0.00674616j -0.0501684-0.0941217j -0.0138903-0.00555831j -0.000271325-0.0543027j -0.0465511+0.0343051j -0.0240689-0.00781388j 0.0216521-0.0531077j 0.0352581-0.0231335j -0.00429129+0.0258741j -0.0191206-0.0604318j -0.0151343+0.0498443j 0.0280988-0.015789j 0.0621112-0.0728662j 0.0266638-0.0104031j -0.051442-0.0458537j -0.0152417-0.0263608j -0.0340155+0.0792838j 0.0110384+0.0180259j -0.0111954+0.0153554j -0.0790382+0.0172576j -0.0147155-0.0222244j -0.0209453-0.0274871j 0.0194775+0.00106175j -0.017903+0.0228133j 0.015896-0.0094377j -0.00101667+0.0299997j 0.0329478-0.0156677j -0.013273-0.0162864j 
-0.0281895+0.0445406j -0.00701139-0.000733071j -0.00663035-0.00122382j -0.0166371-0.0179418j -0.0595401+0.0525434j -0.041417+0.0207653j -0.0343871+0.0180493j -0.0323832-0.0438676j 0.0248425+0.00864771j -0.0481286-0.0191085j 0.000181836+0.0313913j 0.0288915+0.0338403j -0.0160868+0.0043505j 0.0285699+0.0355808j -0.0125719-0.100367j 0.055708+0.0229409j 0.066924+0.171927j 0.0860147-0.0347741j 0.11008+0.0585264j -0.0221447+0.0421021j -0.0464832-0.0405548j -0.0349484-0.0508226j 0.0185228-0.0545727j 0.0777426-0.025942j -0.116401+0.0480964j -0.00458994-0.0283389j 0.100302+0.00539922j -0.0878734-0.0483407j -0.0828592+0.0460558j -0.0101831-0.0405394j 0.0827399+0.0466518j -0.0248019+0.0447018j 0.100582+0.0291928j 0.0255211+0.0203594j -0.0456678+0.00687682j -0.0153266+0.0522433j 0.0718646+0.0712442j -0.0256629+0.0283381j -0.0637347+0.0152834j 0.0307174+0.0827709j 0.042776+0.0269089j -0.0597311+0.151547j -0.0130577+0.0878177j 0.0334731+0.00139378j 0.0683478-0.13892j -0.0150566+0.0218691j 0.0609614+0.0123658j -0.0520078-0.0745426j 0.0481034+0.0775486j 0.0333399+0.064183j -0.0701099+0.0424358j 0.10364+0.0171047j 0.0111553-0.012027j 0.0383117-0.0619633j 0.0306716-0.0987926j 0.0542241+0.0483268j -0.0812669+0.0797792j -0.0552321-0.0347921j 0.0237667-0.0613322j 0.0322358+0.078862j -0.0815023+0.0759544j 0.0352651+0.0809633j -0.0319728-0.0818734j -0.053018-0.133747j -0.0315161+0.0252984j 0.0142202+0.032425j 0.0525248-0.0525177j -0.0586109-0.00591757j 0.0424943+0.021933j -0.0129941+0.0857871j -0.0607802-0.00798096j -0.0146523-0.0173321j 0.014707+0.00112629j 0.0149866-0.0365278j -0.036289-0.0165352j 0.0416125+0.0297911j -0.0141751-0.0155835j -0.00191211-0.0133227j 0.0712971-0.035862j 0.00649318+0.0659886j -0.0354679+0.00262842j 0.0188654-0.00609133j 0.0234463+0.00730993j 0.0475371+0.042165j 0.0445403+0.0439471j 0.0538049-0.0406489j -0.00107235-0.0470095j -0.00743528+0.0152952j -0.0101972-0.00899738j 0.00419671-0.00206002j -0.0319094+0.0186168j 0.00525816-0.0127924j 
-0.0117059-0.0129078j 0.0233841-0.0238197j -0.0262504-0.0153538j -0.0137031-0.0111433j 0.0221264+0.00495445j -0.0767375+0.0145484j -0.00974712+0.0259958j -0.0259014+0.0258057j 0.0146163-0.0790892j 0.053312+0.0135793j 0.0349777+0.0751224j 0.0411283+0.02658j -0.0967732+0.0440988j 0.0326766+0.0798703j 0.0266006-0.0705191j -0.053827-0.0194295j -0.0176035-0.00625654j -0.0268836+0.00671249j 0.0472887+0.0201442j -0.0359063-0.0726391j 0.0370112+0.0163324j 0.0251374+0.0277789j -0.00749162-0.0429692j 0.0845668-0.096557j 0.0926301+0.0297124j -0.0607651+0.00144974j 0.0319335-0.00444757j -0.0901976+0.00232546j 0.0404773-0.0530218j -0.0392226-0.0245623j -0.00329589-0.0522172j -0.0345368-0.00383909j 0.00353153+0.0528497j -0.0639955-0.076699j -0.0112114+0.103704j 0.072033-0.0520222j 0.011394+0.00136653j 0.0233607-0.0940437j 0.0226075+0.066524j 0.0237597+0.11867j -0.00485378-0.0994556j 0.0851714+0.0252499j -0.00596705-0.0872327j 0.0580134-0.0751826j -0.0154841+0.033233j -0.00110199+0.0122914j 0.0668474-0.0385527j -0.0276371+0.0351679j -0.0946992+0.0406621j -0.0311563-0.0563991j -0.0928612-0.0618694j -0.0977444+0.0800845j 0.0374506-0.0369207j -0.00846976-0.0342858j 0.0249709+0.026345j 0.0915505-0.00872269j -0.0636117-0.0530115j 0.0488092-0.00417347j 0.00171282+0.0828929j -0.0378501-3.32283e-05j 0.00311725+0.0618338j -0.0333134+0.0170002j -0.0117365-0.103785j 0.0136545+0.0133466j 0.0195388-0.0597234j -0.00056471-0.0210524j -0.0648864+0.0229883j -0.0884898-0.0341178j -0.00470001+0.0273825j -0.078487+0.00708412j 0.0212196-0.0605698j -0.0489182-0.0189002j 0.0208526-0.0288078j -0.00978454+0.0295105j 0.00398394+0.0505567j -0.031507+0.0282476j -0.0358405-0.017703j -0.00981824+0.0321854j 0.000256835-0.0521919j 0.0233118+0.000479834j -0.0186984-0.00904084j -0.0400287+0.0378201j -0.0190693-0.0473162j 0.00424904-0.0147739j -0.0348556-0.0120317j 0.00555665-0.0137971j 0.0427106-0.00321038j -0.0287876-0.0190023j 0.00306545-0.00446876j 0.000634909+0.00423144j 0.00876586+0.0296386j -0.00248634-0.0313697j 
