-0.069593-0.0165114j 0.00702755+0.0120201j -0.013223-0.0425725j 0.0217983+0.0548923j 0.00327384+0.0237466j 0.0225264-0.0289267j 0.00515018+0.0278492j 0.0188004-0.0429627j -0.0198696+0.0173417j -0.00384195-0.00123858j 0.0405296+0.00180817j -0.0094267+0.00496798j -0.00755191-0.0328231j 0.0056675+0.0123209j -0.0533876+0.0172912j -0.00961053-0.00977331j 0.00770035-0.0154402j -0.0147983+0.00589281j 0.000795178+0.00416408j -0.0144754-0.00426295j -0.0049706-0.00922702j -0.0169073-0.00327519j -0.0028034+0.00629634j -0.0275205+0.0104271j -0.0190244-0.00039077j -0.0161534-0.000418955j -0.0251665-0.00823482j -0.000708407-0.0100743j 0.0153844+0.00838277j -0.0139216+0.0194996j -0.0212047+0.00379265j -0.0123689+0.00907374j 0.000793339+0.00425165j 0.00129198-0.00821661j -0.00368144+0.00679855j 0.00249448+0.000646225j -0.0057092-0.00515621j 0.00339344-0.00495366j -0.0163596+0.00857654j -0.00162819+0.000749066j 0.0105454+0.0031353j -0.00780968+0.0154751j -0.00717522+0.0128375j -0.0045377-8.11739e-05j 0.0109574+0.00229852j 0.00785413+0.00372624j 0.000995439+0.00180026j -0.000385028+0.00776092j -0.00407627-0.00149881j 0.0287846-0.00888826j -0.00536872+0.00931909j 0.0154457+0.000532479j -0.00819123-0.00344729j 0.00930937-0.00711765j -0.00827037+0.00450911j 0.00359602-0.00767633j 0.00768359-0.00433429j 0.00106416+0.000995149j -0.00398128+0.00353207j -0.00399999-0.00177448j -0.0245007+0.00176517j -0.0119329-0.0116991j -0.0128953-0.0178094j -0.0146478-0.00550144j 0.0204559+0.00646272j -0.0216627-0.00821692j 0.00889255-0.0237915j 0.00637851-0.00256138j 0.00659729+0.0154953j 0.00776148-0.0232785j 0.0281629+0.0106669j -0.0320303-0.0603889j -0.0151024+0.00331321j 0.00934131-0.012399j 0.0192666-0.0136723j -0.0540783+0.00665177j 0.0136433+0.0227671j 0.0410256+0.0435628j -0.0826413+0.0060048j -0.0523074+0.0774379j 0.0396353-0.070063j 0.0637362-0.0300255j 0.0714566+0.0477508j 0.0384175-0.0916514j 0.0028177-0.0786309j -0.059025+0.00660117j -0.0545741+0.0816671j 0.0784572-0.0368143j -0.0627743+0.00250818j 0.100112-0.113751j -0.199729-0.135079j 0.0699297+0.146966j 
0.00475992+0.00444063j 0.0113571-0.0130122j -0.0145692-0.00860586j -0.0023358-0.0120432j -0.0080143-0.00502232j -0.0189501-0.00253686j -0.0122793+0.0037936j -0.0201374+0.0159722j 0.00238903+0.0132874j -0.012083-0.00486875j 0.00443986+0.00177418j -0.00961656-0.0177592j -0.0238725+0.0117895j 0.0136133-0.0155847j -0.0045214-0.0123256j 0.018761-0.0186369j -0.0127907-0.00351963j 0.0111853-0.0105759j -0.0331765-0.00437521j 0.00296048-0.0146832j -0.00240213-0.00679506j -0.0142489-0.00809844j 0.0161989+0.015648j 0.0124317-0.0126362j -0.0216184+0.00419494j 0.0121563-0.0051837j -0.0365086-0.00605704j 0.00148276-0.00807105j 0.0262353-0.00639483j -0.00876448-0.00765681j -0.00231067+0.00130169j 0.0190716-0.0139156j 0.00973949-0.0244362j -0.017425+0.0120518j 0.0102484+5.21992e-05j 0.0151695+0.00156849j 0.00353924-0.0234531j 0.00564037-0.00780578j 0.0112935-0.0203725j 0.000226987+0.00795351j 0.00632172+0.00130218j 0.00742717-0.00705942j 0.00598899-0.00747385j -0.00114245-0.00423459j -0.00932585+0.0206646j 0.00271355+0.000532938j -0.0107408-0.0150577j 0.0124601+0.0201433j 0.022831+0.017224j 0.0252414-0.00327884j -0.0175309-0.00240182j -0.0159437-0.000471298j -0.00622982-0.00694294j 0.00905658+0.0137031j -0.0161839-0.0144344j -0.0282982-0.00941349j 0.0276114-0.003876j 0.0240758-0.0131677j -0.00875391+0.00450499j -0.0437578-0.0146512j -0.002474+0.0087412j -0.00888589-0.0460154j -0.00344455+0.00948712j -0.0117382-0.0171256j -0.0137034-0.0301203j -0.0433957+0.0272676j 0.0294907-0.00461213j 0.0373193+0.00387694j -0.0169142+0.0676893j 0.0459311-0.000963296j 0.0185109-0.00705916j 0.0407611+0.0288581j -0.0124014+0.0158098j 0.00396828+0.0683804j 0.0235464-0.00262177j 8.76766e-05+0.0228238j 0.00427329-0.00713069j 0.031783-0.0111717j 0.0268192-0.0247716j 0.0645729+0.0180922j -0.00712615+0.130204j -0.00620525-0.0477334j -0.00534962-0.054934j 0.0605415+0.0375272j 0.0781697-0.0021745j 0.0337178+0.0244682j -0.0392592+0.0328035j -0.0650784-0.0347515j -0.0157512-0.0111165j -0.0103772+0.00943947j 0.0174058+0.0185397j -0.0144422-0.0394153j 
0.0185327+0.008888j -0.0387007+0.0115063j 0.019808-0.0398703j 0.0274028+0.00797397j -0.01794+0.018966j -0.0287748-0.0460187j 0.00566968+0.0498142j -0.0172715-0.026005j 0.0144757+0.0226035j -0.0837284-0.0344175j -0.0159635+0.0293778j 0.0225229+0.0240768j 0.0210057-0.000854687j -0.0412245+0.00964212j -0.00496638+0.00255382j 0.0252782+0.010612j -0.0172394-0.0224137j 0.0286248+0.032044j 0.0371873+0.0208355j -0.0101979-0.00457777j -0.0188839-0.0299411j 0.00512454+0.00376524j -0.00808909-0.010219j -0.0616874-0.026926j -0.002701-0.0072155j -0.000711245+0.0166104j -0.0146286-0.0337469j -0.00209672+0.0224718j -0.0253494-0.0186227j 0.00513598-0.0162833j -0.00235636-0.0261278j 0.0637507+0.00537198j 0.00674145+0.0115647j 0.0111474+0.012414j -0.00169518+0.0107248j 0.00862117+0.0260146j 0.0016735+0.0156613j -0.00934119+0.018109j 0.0665897+0.0407466j 0.0240023+0.0158776j 0.00808762+0.0339887j 0.00329363-0.00266703j -0.0255295-0.0339902j -0.0251319-0.000497964j 0.0181114+0.00183291j 0.00188444-0.0080385j 0.0051-0.0317715j 0.0107254+0.00899495j 0.00159074-0.0269828j -0.0437863+0.0282444j -0.0159336-0.0111094j -0.0121359-0.0123846j 0.0115616+0.0105526j 0.0170446-0.0314666j 0.000996679+0.0325471j 0.0213568-0.0549941j -0.00377897+0.006491j -0.00392452+0.0311931j -0.000660677-0.0350536j 0.0151252+0.0591525j 0.00705555-0.0285529j 0.00287793-0.0173676j 0.0226514-0.0442523j 0.0117423+0.0513572j 0.0168515+0.00767142j 0.0218128-0.00145871j -0.0360681+0.0215861j -0.0611907-0.0160274j 0.0468465+0.00909983j -0.0417505-0.0575941j -0.0407359-0.0448151j 0.0104963-0.0708867j 0.0375934+0.070601j -0.0250136-0.0438501j 0.0538559+0.0020065j 0.0314077-0.0202317j 0.0037781-0.0240511j 0.0256773-0.00909484j -0.0634705-0.0840206j 0.0420686+0.0156392j 0.007507-0.00986516j 0.0660433+0.0556535j -0.0170261+0.0804588j -0.0947155-0.0702708j 0.00285705-0.0555414j -0.0750157-0.0896232j -0.0106406-0.0164748j -0.0413861+0.0327377j 0.0229959+0.0227586j 0.0315513-0.00906538j -0.00721793-0.00122817j 0.0618354+0.0880892j 
0.0429419-0.0231238j 0.00082122-0.0109797j 0.0155535+0.00844097j -0.0252028-0.0317349j 0.0020378+0.0019401j 0.00905613+0.00597617j -0.03977+0.021907j -0.0367528+0.00784212j 0.0740504+0.0354533j 0.0473637+0.0124288j -0.0448475+0.0323732j 0.0275532+0.0243505j -0.04668+0.0108917j -0.0222323+0.0290078j 0.0320868+0.0121759j 0.00579178-0.00898564j 0.0262148+0.0438909j 0.00537684-0.0162193j -0.014225+0.0672054j 0.0213443+0.00101171j 0.00946831-0.0464466j 0.0111148+0.0100003j 0.00900477-0.0232217j 0.0519899-0.0272064j 0.0243406+0.01654j 0.00871578-0.00175721j -0.00529222-0.00365011j -0.0291932+0.000990903j 0.0393499-0.0418758j -0.0374494+0.0153638j -0.0191488+0.0100084j 0.0214497+0.0301788j 0.0216359-0.00754492j -0.00505722+0.0181383j -0.0284024+0.0138999j -0.00980705+0.0503574j -0.0108318-0.00104428j 0.0181805+0.000542279j -0.01769+0.0202187j 0.00962782+0.00659734j 0.00230364-0.00779832j 0.0100209+0.0277855j 0.0537373-0.0211916j -0.0188118-0.062115j -0.0316611-0.014573j -0.00729584+0.00243895j -0.00782131-0.00682519j -0.00295092+0.00487469j 0.0354918+0.0343842j -0.0477733-0.0820906j 0.0192443+0.0218464j 0.0350219-0.0161385j -0.0442247-0.0105948j 0.00322562+0.0570885j 0.0249234-0.0275358j 0.0222615-0.0224359j 0.01035-0.0038476j -0.0322733-0.0167906j 0.0133837-0.00262519j -0.0678412-0.00194079j 0.0287319+0.0303196j -0.0314034+0.0545432j 0.0441042+0.00206826j -0.0217093+0.0173604j -0.0384614-0.0364082j -0.0348835+0.00843281j 0.0160054-0.00592278j 0.0169287-0.0366446j 0.000464555+0.0236376j -0.0162084+0.0013077j -0.065981-0.0201796j 0.0299214-0.00754337j 0.0436236-0.000969225j 0.00229087-0.00838551j -0.033853+0.0281141j 0.00135672+0.0171887j 0.0133-0.0581647j 0.0139284-0.0226583j 0.0456507-0.0789638j -0.0108794-0.0382023j 0.0083417+0.14591j 0.0725187+0.0834631j 0.0526739+0.122791j -0.00164161+0.125553j 0.0328227-0.00678463j 0.0139054+0.0195556j -0.0638938-0.0685412j -0.102121-0.01295j -0.016064-0.0148592j -0.0241769+0.0231396j 0.0995301+0.134974j 0.0247182-0.0321267j 
-0.00403422+0.01142j 0.0504991-0.0556523j -0.0263951-0.0130682j -0.00514823-0.0491541j -0.00929387+0.00231857j 0.0407154-0.0126612j 0.00829418-0.0786552j 0.00168287-0.0376927j -0.00149184+0.013314j -0.00125103+0.0487819j 0.0284254+0.0098917j 5.3323e-05-0.00433496j -0.000787717-0.00335124j 0.0246504-0.0246029j -0.0208132+0.0197864j -0.0193999-0.0417865j 0.0151403-0.0107019j 0.0250572-0.0763838j -0.000406443+0.0183189j 0.0295112+0.0230094j 0.0266463-0.0312451j -0.0398139-0.0320569j 0.0081272-0.0454399j 0.018897+0.00680939j 0.0426215+0.0267602j 0.0185986-0.0290345j 0.0028185+0.020123j -0.015226-0.00120011j -0.00192814+0.0538218j -0.015723-0.0324841j -0.00911253+0.0068274j 0.00256906-0.00631794j -0.0259119+0.0224489j -0.000199437-0.0224973j -0.0114397+0.00190651j 0.0306228+0.00813236j 0.0222969-0.0261008j 0.0508488+0.0234701j 0.0157248-0.0291892j 0.0158836-0.00271552j -0.00973168-0.0138426j -0.0149463-0.0476993j -0.0279494+0.0359362j -0.0121822-0.00963572j 0.00359745-0.0416817j -0.0119805-0.0251434j -0.0384309+0.0613041j 0.0326116+0.00833223j -0.0256249-0.0248507j 0.0124914+0.0544606j -0.0154875+0.0114617j -0.00050243-0.00441845j 0.0379326-0.0024141j -0.0209807-0.0246716j 0.020806+0.0157237j -0.0111428-0.00702293j 0.0049247+0.0104474j -0.00424437+0.0325713j -0.0158205+0.00809817j 0.0365501+0.0012185j 0.0290142+0.0231704j -0.0347407+0.0118706j -0.000914101+0.0335244j 0.00693032+0.00342095j -0.0198585-0.0516215j 0.0302772-0.0195657j 0.0129494-0.000766187j 0.0306532+0.0331807j 0.0116391-0.031942j -0.0195846+0.00997455j -0.0369332-0.0438034j -0.0391554+0.0403066j 0.039154-0.0223098j 0.0188348+0.0238089j -0.010988-0.0368119j -0.03461-0.01439j -0.0134071-0.0538844j 0.00923901-0.0669755j -0.0382578+0.00403914j 0.116717-0.0445158j -0.073722+0.123741j 0.0216581-0.0926872j 0.022449-0.0131508j -0.0947245+0.108884j -0.0343169-0.0102228j -0.0587307+0.0244793j 0.00115545+0.0459759j -0.0406562+0.00696224j 0.0668208-0.0325223j 0.0176729-0.0357655j 0.0148762-0.0489039j -0.112231-0.114279j 
0.0440486-0.0148188j 0.0168167-0.021246j 0.0403289+0.00893274j -0.0342387-0.0184469j 0.00890165-0.0111151j -0.0214008+0.00803143j -0.00169486-0.0436017j 0.000601915-0.00204364j 0.0387158-0.00567799j 0.0483192+0.0193022j 0.0244313+0.0234875j -0.00679541+0.0160662j -0.0352286+0.00389307j -0.0224221+0.0156812j 0.0246018+0.0115455j -0.0128257-0.0175388j -0.0285227-0.0266486j -0.0220789-0.0231116j 0.0045977-0.0179141j 0.00964081+0.0128139j 0.0264273-0.0143835j 0.0174781-0.0215942j -0.0256603-0.0342692j 0.00661412+0.0134703j 0.0337453+0.00537155j -0.0235877-0.0306645j 0.00242161-0.0010285j -0.0040838+5.94691e-05j 0.0362472-0.0201341j 0.0448931-0.0341527j 0.0028835+0.004631j 0.0361501+0.00127635j -0.0193682-0.0145808j -0.0103173+0.0118151j 0.00863717-0.0230768j 0.00942033-0.00868191j -0.0284652-0.0193412j 0.0160621-0.00486072j -0.00689293-0.00017002j -0.0254675-0.000599814j -0.0166316-0.00610019j -0.00222998+0.0265823j 0.0554107+0.00380376j 0.00676927+0.0387101j -0.0312177-0.00857826j -0.0222254+0.000220919j 0.0149445+0.0023358j 0.0036563-0.0136846j 0.0401138+0.015737j -0.000753803+0.0113396j 0.0850219+0.00652193j -0.000827161+0.0219633j 0.0450987-0.0492186j -0.0754314-0.0030276j -0.0177114-0.00026486j 0.0106388+0.0212179j 0.0100442-0.00667038j 0.0547929-0.0353836j 0.00822718+0.0407626j 0.0355466-0.055901j 0.0913112-0.0250629j -0.0249234+0.0174136j -0.0639686+0.0284613j 0.00670618+0.0502992j -0.0358042+0.00274881j 0.0687106+0.00304951j -0.069917+0.00847749j -0.0288913-0.0547402j 0.0342027-0.0426377j -0.0256042-0.0239903j 0.0177911+0.0266403j 0.0287158-0.0470653j 0.0109425+0.0296931j 0.0265877-0.0365594j -0.0282733+0.0489323j -0.00170242+0.00796404j 0.0343095-0.00727709j -0.0681162-0.10279j 0.012887-0.0348776j 0.0340757-0.00596377j 0.0670048+0.00440928j -0.0270545+0.0287126j -0.0419927+0.120854j -0.0588118+0.0751108j -0.0750783+0.021816j -0.0780757-0.0182278j 0.0901073-0.0256276j 0.0196127+0.0217476j 0.0530773+0.0147992j 0.00966138+0.00672116j 0.0782002+0.072536j -0.0127189-0.0526708j 
0.00663399+4.4215e-05j 0.0124778-0.0159707j 0.00655194-0.000244535j -0.0023338+0.00583917j 0.0206701-0.00855937j -0.0240889-4.60567e-05j 0.00704381+0.00314649j -0.0178877+0.00841574j -0.00670639+0.0205233j -0.0215489-0.0103901j -0.00762132+0.0270277j -0.000697126+0.0400458j -0.019708+0.0237482j 0.0154987+0.0153978j 0.0197384-0.017762j 0.00662627+0.0162511j -0.0339455+0.000839371j 0.0210136-0.00449644j -0.011933-0.00832879j 0.00774416-0.00851648j -0.0134779-0.00657334j -0.0208819-0.00712861j -0.0061368-0.00758197j 0.0065025-0.0186895j -0.0162186-0.00929639j 0.00172784-0.035914j -0.0212514+0.00714914j 0.0150709-0.000465871j 0.0188559-0.0158772j 0.0058729-0.0125803j 0.00227982-0.0235922j 0.0183338+0.00872073j 0.00791099-0.0125476j -0.0147715+0.00991938j 0.00698096-0.0039055j 0.0241017+0.00864727j 0.0194987-0.00159548j -0.0117582+0.0128805j 0.0162456-0.00220024j -0.00644611-0.0114082j -0.010454+0.00102449j -0.00498928+0.00239186j -0.00720414-0.00922333j -0.0155215-0.0169729j -0.00806083+0.0113725j -0.0385485+0.0143558j 0.021743-0.0108208j -0.0186164+0.0150446j -0.0385192-0.00397032j 0.0168045+0.0210788j -0.00836287-0.004961j -0.0234286+0.00894005j 0.00524464-0.0111041j -0.00167118-0.00651419j -0.00461271-0.00598158j -0.0315519-0.0350028j -0.0230041-0.0229879j 0.0148052+0.0200464j -0.0210972-0.00259347j -0.023022-0.0360386j -0.00983612+0.0119524j 0.00516119-0.0195587j -0.0167194-0.0135553j -0.0114696-0.000768499j -0.0301697-0.0184468j -0.0134321-0.0233965j -0.00481519-0.0112723j -0.0501022-0.00224106j -0.00253435+0.0015466j 0.020664-0.0349724j 0.0437425+0.00697349j 0.0323121-0.00163098j -0.00292241-0.0280577j -0.0262387+0.0152069j -0.00328827+0.0384159j 0.0286829+0.0139511j -0.040833+0.0343126j -0.0122991-0.00515148j 0.0763339-0.00155813j 0.0365671+0.031988j 0.0531127+0.0452559j -0.0140541+0.00118211j -0.0915238-0.035148j 0.0613779+0.0718311j 0.0311759+0.02523j -0.00739038-0.055387j 0.0247388-0.00902086j -0.0164606+0.00685779j 0.0103389+0.0166658j -0.0279123+0.0230949j 0.0590861+0.0517735j 0.00583557-0.0490765j 
-0.0184285-0.00515276j 0.0131517-0.00957239j 0.00036471-0.00345442j -0.00522601+0.0238225j 0.00724085-0.000394235j 0.015081-0.0115221j 0.0196482+0.0231979j 0.0354424-0.00670021j -0.0528653+0.0154252j -0.00898465-0.0327889j 0.0290179-0.0405028j -0.00548817+0.000887571j -0.0186872-0.00990609j -0.00630821+0.0147494j -0.0204496+0.0340022j 0.000491288-0.00280851j 0.0260939-0.0203404j 0.00175622+0.0010734j -0.0445487+0.010163j 0.0378168-0.0041542j 0.00683745+0.0206707j -0.02274-0.0154973j 0.0225754-0.015963j -0.0101563+0.0341617j -0.0421451+0.0175037j -0.0111265-0.0234421j -0.0368898+0.0316191j 0.031385-0.0197616j 0.0103206+0.0331342j -0.0123958+0.0410793j -0.0220332-0.0413996j 0.00279187+0.041402j -0.00735289-0.0099256j -0.0103452+0.0128392j -0.00319444-0.00897305j 0.0131797-0.0148142j 0.0227493-0.0137883j -0.00255419-0.016386j 0.0102896+0.00267608j -0.0242276-0.0113386j -0.0266893+0.0289424j 0.00523795-0.0152749j -0.00607077+0.0373659j -0.0474462+0.00655111j 0.0143959-0.0401566j 0.0206178-0.000185045j -0.0104292-0.0113896j -0.0101312+0.0179091j 0.00147828+0.0247472j -0.028019+0.0227247j -0.0513753+0.0440744j -0.0225802+0.0589684j -0.0201475+0.0189523j -0.00796909-0.0559301j -0.0174425+0.0285636j -0.0581974+0.00793904j -0.00591765-0.0128617j 0.0244161+0.0236409j -0.0419656+0.0516473j -0.041814+0.016547j 0.0192201+0.019056j -0.0371418-0.00777944j -0.0451654+0.0109284j -0.0554209+0.0973556j 0.0457866-0.0260543j 0.00632997+0.00523169j 0.0622265-0.0321054j 0.0546489-0.0601971j -0.0271787-0.045962j -0.0234536-0.0539225j -0.0133701-0.0190896j -0.00892441+0.0329996j -0.00520133-0.0137287j -0.00281253+0.0419015j 0.0145699+0.0692858j -0.0425401-0.0876057j 0.104149-0.0566225j -0.00466948-0.0164918j -0.00696283+0.0587216j -0.157131-0.0182143j 0.0839682-0.0431329j 0.0803765-0.00839654j 0.0728859+0.0706642j 0.0896276+0.0982817j 0.00732775-0.0586749j -0.0353682-0.0740795j -0.0422463-0.0146643j 0.10057+0.0524535j -0.0603451+0.0290987j 0.0216904-0.0246688j -0.0132045+0.0471955j 0.0505726+0.0762555j 
0.00944858-0.0185647j -0.00753799+0.0157816j -0.0123216-0.0269729j 0.0117753-0.0165295j -0.00368922+0.00243965j -0.0174838-0.0444948j -0.00426744-0.00619119j -0.0158427-0.0251048j 0.00833839+0.00933251j 0.00719589-0.0137805j 0.0182259-0.0155283j 0.0270006-0.0385177j 0.0157834-0.0333355j -0.0230033-0.00980053j -0.019005+0.0232889j -0.0351612-0.0607314j -0.00048326-0.026181j -0.0107739-0.0405991j 0.0420076+0.0110707j -0.0239716-0.0213588j -0.0056871+0.0261287j 0.0117298+0.00146833j -0.0211757-0.00208548j -0.014273-0.0377343j 0.0404424+0.00783599j -0.0494505+0.00775635j -0.0236553+0.00302163j -0.024662-0.0130043j 0.0142605-0.0153158j -0.0228278-0.0221354j -0.0137167+0.0103612j 0.0113698-0.0476852j 0.0117428+0.0258376j 0.0168541+0.0133677j -0.00625138+0.0027834j -0.0180996-0.012616j -0.0285889+0.0172238j 0.0398344-0.00433391j 0.0111647-0.0119836j 0.00112077+0.0257457j 0.0399064+0.0157698j -0.0233639+0.0141797j 0.0149311-0.0226267j -0.015839+0.030479j 0.0210998-0.0283417j 0.0088248+0.0185311j -0.0258544-0.00280419j 0.0222858-0.0137501j 0.0384851+0.0385978j 0.0204849+0.0214903j 0.0114316+0.0573239j 0.00154678-0.0243307j -0.0283194+0.0124406j 0.0210678+0.0281011j 0.0501233+0.00215163j -0.00729368-0.0162947j 0.00155078+0.0275967j 0.034938+0.00671129j -0.0362291+0.0163241j 0.00545377+0.0473207j 0.0362128+0.0170055j 0.0143972+0.0536327j 0.0249253+0.00855375j 0.0694756+0.0256608j -0.0622511+0.057864j -0.0550237+0.0200975j -0.0293489-0.0173528j 0.0149984+0.0101848j -0.0314185+0.0669476j -0.0379251-0.00916808j -0.0272913+0.00750216j -0.00467976-0.010052j -0.0603359+0.0487947j -0.0117871-0.0340636j 0.0180097-0.0529358j -0.0214845-0.0169771j -0.0509191-0.0196533j 0.118168+0.0381856j -0.0689004-0.0437096j 0.0390278-0.0352796j -0.0913485+0.126401j 0.116526+0.0380893j 0.0589535+0.0475747j -0.0798647-0.0837947j 0.0221595-0.0733389j -0.0199425+0.0763803j 0.0221431+0.106419j -0.0751806-0.0383054j -0.00508928-0.0373325j 0.0161256-0.00153539j -0.0558861-0.0844203j -0.00390266+0.0452178j 
0.0236365-0.0330622j -0.0346221-0.00659947j -0.0146957+0.0372183j -0.00845895-0.0214609j -0.00272539-0.014107j 0.0019827+0.0179522j 0.0122437+0.0271428j -0.0330927+0.0129249j -0.019995+0.0154107j -0.00821247-0.00059592j 0.0118587+0.014913j 0.0174532-0.0109385j 0.00341309+0.0179699j -0.0277543+0.055j 0.0243278-0.00678054j -0.0325121+0.0119944j -0.0273062+0.0230387j -0.00911375-0.0328531j 0.058689+0.047202j 0.0119989-0.00886598j -0.00652672-0.00541755j 0.00177067+0.013056j 0.0111435-0.0274288j 0.0197738+0.00541348j 0.012465+0.00753259j 0.021955+0.00359352j -0.0111342+0.0348933j -0.000948518+0.0282298j 0.0239294-0.0345316j -0.00794429-0.00751888j 0.0128028-0.0190367j -0.00377416-0.0296549j -0.00699543+0.012245j -0.0227295+0.00838224j 0.00127743-0.00633201j 0.00131849-0.000172462j 0.0282233+0.0303728j 0.00867254+0.0126576j 0.0281546-0.0136559j 0.00341412-0.000986296j -0.00677918+0.00766901j -0.0060304+0.0167864j -0.0268582-0.0277882j -0.0182617-0.00436916j -0.0121974-0.024027j 0.00205613+0.0305823j -0.0112392-0.0301004j 0.00567773-0.0311261j -0.0097698+0.0133492j -0.00675075+0.0199517j -0.039039+0.00899712j 0.0084339-0.0375886j 0.00643418-0.0154491j 0.0134195+0.00115761j 0.0401452+0.0100559j -0.016723-0.0071185j -0.025437-0.0280691j -0.0183303+0.0375049j -0.0335197-0.0386859j 0.0159236+0.0140559j -0.0134232+0.0157302j 0.0185841+0.0429387j 0.0121472-0.0126918j 0.0245287+0.0091962j -0.0582708+0.00862128j -0.0200319+0.00711104j 0.00348514+0.0325414j -0.00514581+0.00961118j 0.0517041-0.011729j -0.0187416+0.0140479j -0.0703011+0.0399946j -0.0215111+0.019339j -0.00410923-0.0596391j -0.0394681-0.00683854j -0.0351212+0.0214757j -0.00146416-0.0351618j -0.073741-0.00703158j -0.0196447+0.0909946j 0.141922-0.0130767j 0.0515361+0.0214308j 0.000502051+0.063572j -0.0385702+0.0691647j -0.0597625+0.0460222j -0.0183655+0.0223413j -0.0393119+0.00940137j 0.0379804+0.0487334j -0.0610788+0.0374576j -0.0659775-0.00985464j 0.00497587-0.0108728j -0.0748325+0.0199072j 0.0761127+0.101449j 0.0535594-0.0261351j 
-0.0145821-0.00708992j 0.00105133+0.0112386j -0.000760105-0.0281602j -0.00686806+0.0128341j 0.0241816+0.0181056j 0.0428403-0.0459257j -0.00747364-0.0473758j 0.00419321-0.0644237j 0.00847168-0.0047423j -0.0263046+0.0146505j 0.0227746-0.0359831j 0.00162056+0.0110058j -0.036808-0.0277377j -0.00951637+0.000870739j -0.0295476+0.02896j -0.0240348-0.0250305j -0.0243095-0.0662345j -0.0283395+0.0129657j 0.0206496-0.00432776j -0.0109737+0.0214618j -0.0428303-0.0239314j 0.00545188+0.0138666j -0.0214602+0.00338289j 0.00415502-0.019142j 0.011235-0.0244389j -0.0450538+0.0182727j 0.00771498+0.0271038j -0.00758086-0.000865127j 0.031318+0.0492387j -0.00128885+0.0416374j -0.0166586+0.0267192j -0.0011916+0.00220144j -0.00456877+0.0461809j -0.0124637-0.00356456j -0.0184522+0.0152847j 0.00105379-0.0145226j -0.0384904+0.0278792j -0.00686697+0.00508483j -0.0393156+0.0448521j -0.00266498-0.0106881j -0.0433748+0.016222j -0.0202681+0.0104163j 0.00857274+0.00205186j -0.0475715-0.037273j 0.0311273+0.0173356j -0.0263771+0.00946835j 0.0662628+0.010139j 0.0143917+0.00591057j -0.027305+0.00165311j -0.0140916-0.01806j 0.00830761+0.00175289j 0.0184781+0.0279214j -0.0101596-0.0103338j 0.0166901+0.0155375j -0.00195303+0.0310679j 0.0183919-0.00580663j -0.0290849+0.0120386j -0.00419626+0.0304531j -0.00485163-0.00218286j 0.0119031-0.00645144j -0.0343006+0.0186883j -0.0522847+0.0150518j -0.00154289-0.0302525j 0.0380336+0.00479851j -0.045816-0.0123175j -0.00573726-0.00784536j 0.0436562-0.0523981j 4.0212e-05+0.010918j -0.0275333+0.0167238j 0.0275281-0.0422578j 0.0500637+0.0132724j -0.0325821-0.0615779j -0.00723195-0.0334793j 0.0100999-0.0543284j 0.0141595-0.015654j -0.0723587+0.00591122j 0.00314314+0.0694324j 0.0247047+0.0269391j -0.147892-0.0634049j -0.0105377+0.00755671j 0.0628929-0.0759113j 0.0413973-0.0367011j 0.0686583+0.0792677j -0.0308073-0.115272j -0.00163759-0.041489j -0.0881066+0.0159284j -0.032025+0.03193j 0.0621556+0.00676605j -0.0145573-0.030521j 0.0647512-0.0521411j -0.117114-0.122001j 0.0114517+0.115526j 
