0.0155086-0.0120888j -0.0144733+0.0960594j -0.0609097+0.045545j 0.0426365-0.0175778j -0.00889936+0.0179075j -0.00217634+0.00121173j -0.0370165+0.0235192j 0.0163594+0.0135075j -0.0748574-0.0450949j -0.0183273-0.0019871j 0.00794246-0.0167374j 0.00813034-0.0071871j 0.00845596-0.000608558j -0.0284035-0.0170485j 0.0215945+0.0498324j 0.017055-0.00866704j -0.0169899-0.046203j 0.047092-0.00390179j 0.0430945+0.0162143j -0.0246018+0.000912232j 0.0114102+0.0152287j -0.00395263-0.00139824j -0.00262558+0.0204827j 0.0129264-0.00814288j -0.0162159+0.0151954j -0.00763689+0.00241481j 0.0146061+0.0114575j 0.00169869-0.014538j 0.00995881-0.0102938j 0.00716109+0.000572398j 0.0171549+0.00618758j -0.000209119-0.0126213j 0.00249646+0.00626946j -0.00515353+0.00627067j 0.0139324+0.0216055j -0.00763875-0.00458198j -0.0151285+0.0061938j -0.0125858-0.0200986j 0.0200607-0.0111186j -0.0240659-0.0112457j 0.00345432-0.0192464j 0.00514583+0.0145482j -0.0230319-0.00794901j -0.0126307-0.00605895j -0.0124436-0.0150812j -0.00239199-0.00932609j -0.000329326-0.0150831j 0.00793823-0.00591347j -0.0110402-0.0148755j -0.0123293+0.0188598j 0.0128088-0.005221j 0.0149902+0.000461975j 0.000840266-0.000647584j 0.0114645-0.00808422j 0.00429771+0.00733877j -0.00183795+0.0300406j 0.0173294-0.00173706j 0.0186156+0.0111267j 0.00371246+0.0120746j 0.000999204-0.00230502j 0.00921966+0.0165885j -0.00860443-0.00660356j -0.0104259+0.0122369j 0.00369397+0.0160883j -0.0222916-0.0126602j -0.000693497+0.0122063j -0.00263309+0.0104016j -0.00946343-0.000153211j -0.0380219-0.039481j -0.0196521+0.0332439j 0.0182136-0.00486197j 0.0313572-0.0229702j 0.0147581+0.051791j -0.0724373-0.0414371j 0.00405623-0.00874659j -0.00588859+0.0278418j -0.00869276+0.0306396j -0.0102444-0.054962j 0.0404734+0.0931175j -0.0778091-0.00482577j 0.0375603+0.100255j 0.0468328+0.00636862j 0.065202-0.017044j 0.125661+0.00750189j -0.00276852-0.00405009j -0.0876049-0.0190374j 0.0159821+0.0744048j -0.0929801-0.0878621j 0.00927391-0.0547075j 0.00383576-0.0404852j -0.0236715+0.00638799j 0.0435254+0.0372694j -0.073663-0.108032j -0.177083+0.243974j 0.195583-0.0650348j 
0.0192106+0.0338928j -0.0355517-0.00739624j -0.0373065+0.0174779j -0.0198403+0.0019059j -0.0420708+0.0128178j 0.0129605+0.0326275j 0.00681392+0.0075997j 0.00762734+0.023316j 0.0356744+0.0146376j -0.0179505+0.0280173j -0.0820687+0.00405813j 0.0343996-0.00244664j -0.0301985-0.0912548j 0.0284605-0.0676062j -0.0563609+0.0407176j 0.00438041+0.00520563j -0.00748657+0.0281888j 0.0262791+0.108712j -0.0644148+0.0229269j 0.0143744-0.0312495j -0.060112-0.0708672j -0.0184446-0.00274545j -0.0238079+0.0162852j 0.0631468-0.0447894j -0.0233434-0.0473788j 0.0322277-0.0233511j -0.0873961+0.026038j 0.0168833-0.0723254j 0.0398141+0.0430137j -0.0322193-0.0866111j -0.0481271+0.0023623j -0.0311912+0.00454606j -0.130505-0.174959j -0.0433374-0.102087j -0.0632738+0.00279689j -0.0595939+0.00563632j 0.0368012-0.00690156j -0.010159+0.0431779j -0.0911299+0.0135298j 0.0297921+0.0457118j 0.093439+0.00358567j -0.0222656+0.0119172j -0.0648017+0.0207704j -0.042648-0.0568595j -0.0447586+0.00943881j 0.0057502+0.0046199j -0.0229869-0.0922488j -0.0540986+0.00888183j 0.031509+0.101547j 0.0213856+0.00376421j -0.0429507-0.090092j 0.101382-0.0159013j -0.00350547+0.0557424j 0.00169541-0.0115327j 0.00159222-0.0504255j 0.0543343-0.0563954j 0.0448523+0.10532j -0.0195961-0.029488j 0.0157038-0.0445775j -0.0194001-0.0625101j 0.0340257-0.0302936j -0.0175285-0.0164719j 0.0691779-0.00264888j 0.0320755-0.00691548j 0.0334599+0.00648934j 0.0450598-0.0263057j 0.0373539-0.0101398j 0.0632907-0.0299196j -0.019301+0.0538621j 0.0539098+0.110372j 0.00815324-0.0522266j 0.0242145-0.0101893j 0.05404+0.0301047j 0.0271014-0.0435059j 0.0712511+0.00510311j -0.00165418+0.0213194j 0.0209897-0.0590623j -0.056908+0.0470985j -0.00919524-0.086755j -0.0757507-0.0279945j 0.0543426+0.0264107j 0.0373117+0.00213266j 0.00631157+0.0342518j 0.0146827+0.00269092j -0.0253554-0.0129136j 0.0208962+0.01575j 0.027577-0.0214171j -0.0273996+0.0181624j -0.00273891-0.0192746j -0.0138119+0.0122731j -0.064839+0.0371663j -0.0199176+0.011866j -0.0315427+0.0335202j 0.00918788-0.0150831j -0.00700264+0.00490987j 
0.00239385+0.0150399j -0.0170512-0.00348455j 0.0058171+0.0246557j -0.008273-0.0162214j -0.0202554-0.0809755j -0.0073767-0.00697636j 0.00972311+0.00395426j 0.0688567+0.0316742j 0.0139379-0.0192155j -0.00249419-0.0532831j 0.0393404-0.00145814j -0.0532503-0.040079j -0.0378123+0.033524j 0.0296983-0.0424139j -0.00374115+0.0894227j -0.0389592+0.0475671j 0.0308363+0.0762656j 0.0132436+0.0593754j 0.0730313-0.0444077j -0.0848467-0.123382j 0.0269608+0.110235j -0.124282-0.0318115j -0.0123211-0.0171017j 0.00424559+0.152101j -0.0269571+0.0989991j 0.0536879+0.043237j -0.0376831-0.0583085j 0.0560216+0.0579784j 0.040721+0.0726958j 0.0411788+0.00416102j 0.00958593+0.0698734j -0.0148166-0.0356291j -0.0848455+0.0508544j -0.0247361-0.0523235j 0.0204115-0.0233603j -0.0470392+0.0257999j 0.000828565-0.0576525j -0.119694-0.0607781j 0.102288-0.0522812j -0.0133741-0.0758685j -0.0479173+0.0775188j 0.0205986+0.0553084j -0.0373677-0.0481039j -0.0548849+0.0498153j 0.0571819+0.00630307j 0.0459566+0.048013j 0.00991522+0.0536936j -0.000728605-0.0204484j -0.0198181+0.0457847j 0.0222045+0.0258025j -0.123337-0.00283671j 0.0365571+0.0285277j -0.0713376+0.00909076j -0.0676088+0.0209618j -0.0136674-0.0355232j -0.0231081-0.0566724j 0.088258+0.00770731j -0.0181919-0.0122785j -0.0152819-0.0490658j 0.00318069-0.00412733j 0.0156753+0.0383664j -0.0696431+0.026652j -0.0221291+0.0255206j -0.0544273-0.0277595j 0.0658533+0.0242664j 0.0865775+0.0281728j -0.095842+0.0382806j -0.0617256-0.0390166j -0.0450462-0.0142884j 0.00925159+0.00304644j -0.0736164-0.0490877j 0.00484177-0.0451815j -0.0348969-0.0363455j 0.0670954+0.00862061j -0.0406496-0.00216993j -0.0218409-0.00249582j -0.0550523-0.0246212j -0.0308144-0.00917891j -0.00756901-0.0587133j 0.0160316+0.0994684j 0.0261106-0.0150863j -0.048488+0.0376371j 0.0536084+0.00698454j -0.00454745+0.0140392j -0.00681366-0.0316762j 0.0145641+0.0256826j -0.0243982+0.0100752j 0.0216572+0.0457432j 0.00303663+0.00516349j -0.0188044+0.0567793j 0.0181508-0.0301538j -0.0109331+0.0106693j -0.00113539+0.00973531j -0.0268275-0.00253362j -0.0104137+0.00138875j 
-0.0102396-0.0143747j -0.0263695-0.0274889j 0.00169899+0.0249597j 0.0279972-0.00422961j -0.0207457-0.000666541j -0.0243131+0.0076982j -0.0332257+0.0244093j -0.00653215-0.0328765j -0.0182993-0.0104467j -0.00709975+0.0614236j -0.00797987+0.0245096j 0.0528425-0.0826051j -0.0198517-0.0433582j -0.000961891-0.0734724j -0.0638455-0.0215426j -0.0424402+0.055386j 0.0457667+0.0961142j 0.0504976+0.0777396j -0.0065723-0.0155718j -0.0312161+0.0247718j 0.000483426+0.0557636j -0.0243142-0.00909927j -0.0719651-0.0623653j 0.0919331-0.0267612j 0.0853799+0.01872j -0.0835982+0.00507575j 0.00649332+0.0834588j -0.121521-0.00349457j 0.030045+0.081846j -0.0534685+0.101051j 0.0375247+0.0103265j 0.0384717-0.036784j 0.122784-0.0621006j -0.00211023+0.086859j -0.0140863-0.00566398j 0.029543+0.0697426j -0.00936902-0.0433284j -0.0335265-0.0481794j -0.00776348-0.0518334j 0.0922062-0.0609694j -0.0269994-0.0355409j 0.00810138-0.111311j -0.00967055+0.0656152j -0.109499-0.0491102j -0.0449954-0.092571j 0.0386548+0.0415888j -0.0695082-0.101106j -0.0239912+0.00255142j 0.0247438-0.0382175j -0.0497093-0.062048j -0.0264419+0.0261047j -0.066566-0.0396577j -0.0699502-0.00849769j 0.000485036-0.0196949j 0.0180714-0.0501636j -0.0480028-0.0269086j 0.0216074-0.0491176j -0.0501789-0.0569321j 0.0031398-0.0296037j -0.046359+0.00872175j 0.00371343+0.0280671j 0.051282-0.0533194j -0.00212607-0.0319855j 0.0176679+0.0447494j 0.0562753-0.0366149j 0.0147087+0.0281088j -0.0246289-0.0208512j -0.100036+0.0104041j 0.0241005-0.0566742j 0.0131142+0.00541816j -0.028663-0.00788972j 0.0191773+0.0266075j 0.0730276+0.00597944j 0.012327+0.0631755j 0.0338044+0.00797405j -0.0243831-0.0458771j 0.00737627-0.00551515j 0.00215237-0.0334616j 0.0160209-0.0170686j 0.025681-0.00152056j -0.00841589+0.0583482j -0.0267368-0.0283176j -0.0671155-0.000113062j 0.00789422+0.0110617j 0.00453822+0.00429917j 0.00366797-0.00742651j 0.0235059-0.0356717j 0.0252618-0.0165157j 0.000161695+0.0268553j 0.0185458-0.00457621j 0.01303+0.00768903j -0.000341223-0.0202136j -0.00265253-0.00732671j -0.00390923+0.00437803j 0.0251531-0.0348008j 
0.0277192-0.0024101j 0.0437339+0.0324334j 0.010546+0.0133645j 0.014902+0.0241677j -0.00335327+0.0188685j 0.0125156+0.0152391j 0.0282814-0.00297028j -0.0345048+0.0139294j -0.0100719-0.0598395j -0.0217477-0.0280908j -0.0151682+0.00883924j 0.0742552+0.0642309j 0.0104738+0.0448253j 0.0659523+0.00503485j 0.114575-0.0113553j -0.144993-0.0845831j 0.00763398+0.067103j 0.0130221-0.0829838j -0.0127026-0.0267586j 0.0468568+0.0361604j 0.000803367+0.0200488j 0.129252+0.0607403j 0.13916+0.000383989j -0.0541443-0.071614j -0.0343805-0.0350881j 0.0593097-0.0772947j 0.0381156-0.0501765j -0.0633668+0.106074j -0.0237702-0.0087837j 0.0282139-0.0983194j 0.0324756+0.0365733j 0.0165991-0.0152917j -0.00291511+0.0439496j 0.0243126-0.0951234j 0.0419975+0.0739663j 0.066824-0.0179325j 0.0410932+0.0890441j 0.0187132-0.0171608j 0.0601587+0.0723117j 0.0790358-0.041156j 0.131124+0.0262951j 0.00850805-0.022619j 0.000472475-0.00766987j 0.0629163-0.00206237j 0.0607543-0.0303902j 0.00881209-0.00733564j 0.0225667-0.0274768j 0.0739492-0.0203466j -0.0289753-0.0371204j -0.0946487-0.00539692j -0.0549093-0.0130791j 0.0136803+0.0093066j 0.00028724+0.0565198j -0.028909+0.0368075j -0.0507732+0.0671325j -0.0415222-0.0353651j -0.0278942+0.0302137j 0.0142054+0.0516228j -0.00363399+0.0398004j 0.00622039+0.0350146j 0.0252046-0.0692405j 0.0342438-0.0722056j 0.0642382+0.0960484j -0.00661764+0.0254634j -0.146642+0.00858881j 0.0337233-0.0713674j 0.035967+0.0260738j -0.0330321+0.0174921j 0.0287132-0.0491322j 0.0396467-0.00895443j 0.0716942-0.00691769j 0.0351481-0.0574138j 0.069872+0.0619579j -0.00151104-0.00962957j 0.00957532-0.00960566j -0.0432683+0.00662027j -0.0197564+0.00591372j 0.0124262-0.0270604j -0.0517289+0.0654118j 0.0301139-0.0304901j -0.00722474+0.0134156j 0.00807393-0.0233973j -0.0361034-0.00496206j -0.00400181-0.0300215j -0.00740845-0.0224844j 0.00460441+0.0271224j 0.0118904+0.00554128j 0.0221293-0.0652254j -0.00621525-0.015033j 0.0270863-0.0199228j 0.0118244+0.00940927j -0.0115979+0.0170126j 0.00170647+0.00315466j 0.0298564+0.00706212j 0.0105402-0.00570869j 
-0.00164885-0.0548053j 0.0545109+0.028793j 0.00715558+0.009421j 0.00654557+0.039247j -0.0275687+0.0110883j 0.0277548+0.0241626j 0.00960454-0.00735439j -0.00818537-0.0126716j -0.0237434-0.0250015j -0.0354214-0.00690489j -0.0293076-0.00446051j 0.0253281+0.0556187j 0.00783+0.00930405j 0.0366391+0.0403334j -0.00431428+0.0468077j -0.014284-0.025681j 0.0433475-0.073071j 0.00744309-0.0490085j -0.0318588+0.0312139j 0.0657733+0.0401735j -0.0175248-0.0162099j 0.0898999-0.0127153j -0.0661904-0.0010848j -0.0496483-0.0199327j -0.0490363-0.00575966j 0.0610836-0.0280725j -0.0613533-0.0448599j -0.000554707-0.0269053j -0.052516+0.0252258j 0.0585534-0.0529373j -0.11438+0.0348267j -0.032038+0.0281224j -0.0881864+0.0208013j 0.0051754-0.0975099j -0.0243357+0.0196699j -0.0181426-0.0471305j -0.02241+0.0947188j 0.0713428+0.0317392j -0.0510691-0.00346877j -0.0262623+0.0626323j 0.012074+0.0379274j -0.0346607-0.031462j 0.0845814+0.0410966j 0.0796037-0.0405987j 0.0429291-0.0146497j -0.0600938-0.0325717j -0.0188629+0.00177963j 0.00100821-0.0177683j 0.000939567+0.0195339j -0.0144657-0.0213955j 0.0711331+0.0156224j 0.0739427-0.0564239j 0.042275+0.0389298j -0.00558703+0.0400155j 0.0197464+0.0499731j 0.0410429+0.000324831j -0.0438601+0.0138405j -0.000435453-0.0148785j -0.0419641-0.0381422j 0.00259276-0.0134137j 0.0196916-0.026752j 0.0415414-0.0375595j 0.0340603+0.0290043j 0.00686919+0.00459674j 0.0233931+0.00532261j -0.0440014-0.0262577j 0.0483435-0.0408861j 0.0273738+0.00764501j 0.0129075+0.0142217j 0.0183782+0.01283j 0.0390115+0.0162932j 0.00109645+0.00836729j -0.0643484-0.0117084j -0.00189666+0.041565j 0.0338002-0.0136227j -0.0141564-0.00677101j -0.0132407+0.0124715j 0.000949422-0.0073515j -0.0077246-0.0436938j -0.0132985-0.0118839j -0.0171962-0.00865786j 0.0107102-0.0163835j -0.0135021+0.0194167j -0.0200877+0.00927843j -0.0281155+0.00156212j 0.0258555-0.00245233j -0.014996-0.00332918j -0.0134803+0.0232748j 0.0115353+0.00358948j -0.0066808+0.00291399j -0.0218157+0.02869j 0.0165127+0.00309002j 0.00493543+0.025495j 0.0147016-0.0133538j -0.00734063-0.0294649j 
0.0705907+0.0750068j -0.044315+0.0141979j 0.0248374+0.00978349j -0.0120336-0.00734359j 0.0222121+0.0116819j 0.0132878-0.0248898j 0.0596849+0.0428746j 0.0394153-0.0586604j -0.0347281-0.00629592j -0.0440086+7.32936e-05j -0.000593015-0.00938074j -0.00952871-0.0430889j -0.0193226-0.0589698j 0.0429964+0.0452194j -0.0148773+0.0498423j 0.00772472-0.0054414j -0.0381211-0.00954216j 0.033877+0.0288236j 0.0708093+0.0712592j 0.00725949+0.00753826j -0.00357635+0.0262383j 0.0665071+0.00891689j 0.087671-0.0628754j 0.0223447-0.0320768j -0.0264891+0.0235392j 0.0923487+0.0169345j -0.000716965-0.0809208j 0.102352+0.0303013j 0.0331334-0.0343244j 0.0167681-0.0697128j 0.105932-0.00207999j -0.00477123-0.0339688j -0.0922513-0.0147863j 0.0370328-0.10074j 0.0233972+0.0679813j -0.0613328-0.0314678j 0.0269241+0.0239086j 0.0461924-0.00709162j 0.0130304+0.0525465j -0.0381031-0.0200218j 0.166287+0.0336484j -0.0285144+0.0447832j -0.0648434+0.0226698j 0.020161-0.0185518j -0.0835492+0.0466089j 0.00543004-0.000625204j 0.0810162-0.00731331j -0.0305423+0.0217328j 0.00939359+0.0135118j -0.024818+0.02788j 0.0377235-0.0481475j -0.0373189+0.0186143j -0.0205178+0.0694431j 0.00113185+0.0188981j -0.0400758-0.0283687j -0.0384507-0.0344764j 0.0303973+0.078304j -0.000147709+0.072426j 0.0261167-0.0115404j 0.0126594-0.0184762j -0.00692406+0.0286523j -0.0774507+0.0438633j 0.0184527-0.00995753j -0.000911438+0.00429365j 0.0082982+0.00648133j 0.0205826-0.00755279j -0.0270125+0.0276545j 0.0108838-0.0153774j -0.0171793+0.0484753j 0.0268797+0.0241432j -0.0462068-0.0238073j 0.0074275-0.0207704j -0.0383277-0.0357452j -0.0455637-0.00820387j -0.0241294-0.0174085j -0.00884136-0.00828403j -0.0100521+0.0299465j -0.00034414+0.03406j -0.0192851+0.0549579j 0.0296384-0.0189264j 0.0471653-0.0415066j -0.0495181-0.0378633j 0.0332465+0.0195504j 0.000873894+0.00954902j 0.00161639+0.0128853j -0.00544745+1.37225e-05j 0.0120373-0.0422593j -0.0517023+0.00976988j -0.0184331+0.0310588j -0.0168341+0.00921525j -0.011891-0.0387906j -0.0228081-0.00181121j -0.0218102-0.000402027j -0.000807808-0.0010002j -0.00885151+0.034241j 
-0.0155773-0.0649076j 0.0538333+0.0152864j 0.0349298+0.0348651j 0.0474064+0.0347475j -0.0150997-0.0282292j -0.0334308-0.0050538j 0.0100198+0.0446735j 0.0396331-0.0380151j -0.0729682-0.0865745j -0.039043-0.0391984j 0.0126993+0.0143692j -0.0456733-0.00606589j -0.0539815+0.00250432j 0.123332+0.0128592j 0.00753784+0.11678j -0.0828893+0.0153051j 0.0918552+0.122097j 0.0752531+0.0141782j 0.0589112+0.0142398j 0.0312553+0.063242j 0.0404357+0.099581j 0.0852122+0.0360101j -0.0889822-0.0637834j 0.00290443+0.0042479j 0.111668+0.0471913j 0.005022-0.0739289j -0.0595174-0.0253357j 0.0356016+0.0953354j -0.0323758+0.0508687j 0.0691875+0.030638j 0.0472962+0.0556268j 0.0186846-0.0921077j 0.0577853+0.0278003j 0.153454-0.0142816j -0.0528543-0.0311068j 0.002125-0.00706562j 0.0511393+0.0910226j 0.0486785-0.0234796j -0.0410996-0.0264283j -0.0183329-0.00293268j 0.076727+0.00426892j -0.0129292-0.0183632j 0.0884231+0.0385514j 0.00199247-0.0914997j 0.0223507-0.0162587j -0.0575168-0.00301576j 0.102635-0.0440327j -0.00810529-0.0799754j -0.0109207-0.0677502j -0.0905963-0.0401518j 0.0377106-0.0346462j -0.030035-0.0816705j 0.0644386+0.0332415j -0.0253244-0.0146919j -0.083663+0.0109411j -0.0378821-0.023493j -0.0683991+0.0116877j -0.0196021+0.0339483j -0.0475326+0.0163218j 0.0465664-0.0220819j -0.000604932+0.0209561j 0.0277689-0.05452j 0.078556+0.00607117j 0.00306918+0.0148859j 0.0470332+0.0309164j -0.0143485+0.00345221j -0.00898414+0.0111073j -0.00671023-0.0101512j -0.0165671-0.0757636j 0.0727453-0.000647749j -0.0402455+0.0216553j -0.013052+0.023205j -0.00567089-0.0353155j 0.000882137+0.0809944j 0.0452974-0.0228408j -0.00551595-0.101514j -0.0404112-0.0048773j 0.00731218-0.00397221j 0.0037689-0.069954j 6.89767e-06+0.0699775j -0.0454444+0.0585546j -0.0438358-0.0360681j -0.0359535+0.00894172j 0.00345042+0.00384452j 0.00870618-0.00351405j 0.00757079+0.02069j -0.0308371-0.00702838j 0.0185129+0.00683836j 0.0139014+0.0470489j 0.0267141+0.0275147j -0.00781741+0.0188447j 0.0288137-0.02603j -0.00334473+0.0350115j -0.0281848+0.0029017j 0.00319083-0.0384732j 
-0.0050697+0.000228691j -0.0626147-0.0324089j -0.00980137-0.00139818j 0.0250831+0.0285056j -0.0177199+0.0453512j 0.0495206-0.00736574j 0.0475282+0.0444794j 0.0597932-0.126198j -0.13945-0.00822753j -0.0545293-0.0113335j 0.011844-0.0472094j -0.0414941+0.00836997j -0.0629904-0.101338j 0.0323672-0.0196514j -0.0248945+0.0580947j 0.0534049+0.00610038j 0.00906645+0.0116497j 0.0362931+0.0949777j 0.113563+0.086698j 0.0343874+0.10955j -0.0555221+0.00707888j 0.0425999-0.0124116j -0.00876723-0.144932j -0.0274364+0.00644554j -0.0138587+0.0982843j 0.0270411-0.0517526j -0.0230883+0.0258672j 0.00432187-0.0241462j -0.0103005+0.0524669j 0.0472878-0.0829281j 0.0271847-0.0539054j -0.00347922-0.0245456j -0.0293712-0.0710221j -0.00302535+0.000151988j -0.055804+0.0397342j -0.107108+0.00633155j -0.0180521+0.00155999j 0.0259726-0.0458942j -0.00426425-0.0417932j 0.0776171-0.00907117j 0.0624061+0.040854j 0.00986229+0.0256117j 0.0049021-0.0185194j -0.0646068+0.0342921j 0.037052+0.032009j 0.018865+0.0113493j 0.0196845+0.0224605j -0.0178738-0.0502269j 0.00985642-0.0188237j -0.0116006+0.0205092j 0.0174717+0.03233j 0.0773417-0.0633007j -0.00628053+0.0201042j -0.0244657+0.0269368j -0.00944989+0.0415073j -0.00604006+0.0075052j -0.00861704-0.00163211j -0.0386813+0.0377038j -0.0349841-0.0672431j -0.0122898-0.0177886j -0.00349732-0.000486081j 0.0468293-0.075619j 0.0383528+0.0352102j -0.00935641+0.0344848j 0.0582692-0.0280822j -0.0344492+0.00206335j -0.0217597+0.0434872j 0.00423561+0.0332843j -0.0417153+0.0315838j -0.000124718+0.0084272j -0.0584487-0.00384419j -0.0319211-0.0446535j -0.0924202+0.0197379j -0.0517886+0.106279j 0.0120411-0.0132339j 0.0198479-0.0420581j -0.0399144+0.0182481j -0.0308584-0.0520357j 0.0183704+0.0177486j 0.0309157+0.0432155j 0.0315917+0.0791697j -0.0422985-0.0708823j -0.00382267-0.0317785j -0.0176474-0.0128621j -0.0066072+0.0265884j -0.0134462-0.0108514j 0.0107657-0.0199667j -0.0450886+0.027083j 0.0352545+0.0426389j 0.0284555-0.0482381j 0.00673679-0.021477j -0.0248614-0.0418854j 0.00988898+0.0247474j -0.0611931+0.0227931j 0.044843-0.00495559j 
-0.00955809-0.0226575j 0.0218302+0.0054146j -0.048534+0.0251725j 0.0306739+0.0134328j 0.0491625+0.0205432j -0.086703-0.0578688j -0.0260463-0.0247223j -0.0113057+0.0646555j 0.00325637+0.0196417j 0.00841425+0.00123599j 0.000466362+0.00177856j 0.00181963+0.0204977j -0.0620153-0.00340668j -0.00790779-0.00267375j 0.0517997+0.0200191j 0.0500822+0.021422j 0.0210896-0.00331635j 0.0127788+0.0323471j -0.0386661+0.0694363j 0.00175432+0.0032136j -0.0266968-0.0460723j -0.022265-0.00508844j -0.0475756+0.0140499j 0.0392836-0.0409498j 0.0282122-0.0496637j -0.0407018-0.01799j -0.0607359+0.0691048j -0.0207457+0.0163686j 0.0738078+0.0136374j 0.0347619+0.0288287j -0.0241475-0.0412317j -0.0105204-0.0156895j 0.000438077-0.0715398j -0.000619433-0.00645131j -0.0526887-0.0542658j 0.0267928-0.028532j 0.0184992+0.0575214j 0.00756125+0.0053401j -0.0287731+0.00614197j 0.0438083+0.0192522j 0.00137518-0.0187413j 0.0569278-0.0156367j -0.0229077+0.00743473j -0.0118939+0.0110693j 0.0796157-0.034915j -0.0204115+0.0278249j 0.0312225-0.06591j -0.0440303-0.0679692j 0.00112205-0.0447236j -0.0248689-0.0259875j -0.0385086-0.0367561j -0.0313882-0.0213163j 0.0242006-0.0037239j -0.0219186-0.0368273j -0.0458942-0.0269365j 0.0264508-0.0113727j -0.00995382+0.0157563j -0.0240844-0.0193269j -0.00621852-0.0187204j 0.0586677-0.0418704j -0.00554309-0.0676258j -0.0475604+0.0106782j 0.03961-0.0211986j 0.00190978+0.00448437j -0.0198774-0.0272689j 0.00539788-0.0314445j -0.0173468-0.00791392j 0.0506625+0.083567j -0.00880356-0.00178957j -0.0165409-0.00334485j -0.0666406-0.00377973j 0.00638496+0.00794173j 0.0907991+0.070816j -0.0067314-0.0216985j 0.0570449-0.0268295j 0.00483271+0.0186594j 0.0256926-0.0131308j 0.00368482+0.0161322j -0.00686708+0.0033783j -0.0422566-0.0226459j 0.00420568+0.067139j -0.0197914+0.0322371j 0.0184005-0.0323471j 0.0153949+0.0119517j 0.0312623+0.0137116j -0.0303378-0.0242162j -0.0456739+0.0633195j 0.0682015+0.0251403j -0.0121708-0.0339781j 0.0022647-0.0429755j -0.0125764+0.00915992j 0.0330316+0.012614j 0.0091411-0.00591076j -0.0118163+0.0309057j 0.0420968-0.0353339j 
-0.0386997-0.01779j 0.023178-0.00671557j -0.0185108-0.00214006j -0.0109108+0.0116863j -0.066855-0.0228174j 0.0534523+0.0592862j -0.0288319-0.0583744j 0.0123136+0.042594j 0.0171453-0.000335531j 0.0535273-0.0278841j 0.0158006+0.0322118j 9.75633e-05-0.06026j -0.0997035-0.0393501j -0.0802462-0.0366646j -0.0294572+0.0264974j -0.0518949+0.0279968j 0.0740058+0.0463109j 0.0361958-0.0209685j 0.0597332-0.0885538j -0.02817-0.0560344j 0.00995664+0.029727j -0.0758613+0.0729416j -0.0394726+0.0163923j -0.0666117+0.0981116j -0.0094827-0.0112293j -0.0311401+0.103056j 0.0541735+0.017829j -0.0110523-0.0368261j -0.0152074+0.0263226j -0.0153006-0.00604117j 0.0515052+0.0247412j 0.063177-0.0764669j -0.015432+0.0708136j 0.0272332+0.0919509j -0.000587467+0.0595246j 0.0132038-0.0391948j 0.00837861-0.116285j -0.130172+0.0269016j 0.023941+0.0621162j -0.0178994-0.0914687j 0.0696637-0.050325j 0.00326169+0.0418967j -0.085232-0.0541258j -0.0709089-0.0233717j -0.0547692+0.00133509j 0.0350434-0.00881392j 0.0246286-0.023556j -0.0412405+0.00111197j 0.0154052-0.0164958j -0.0194927+0.102936j -0.00016395-0.0021108j 0.0141188+0.0159775j 0.0233771+0.00611783j 0.0756364+0.00663763j 0.0531519-0.0175449j 0.00131593-0.0195436j -0.0834845+0.021669j -0.0555358-0.0235473j 0.0138083-0.0242545j 0.0574067+0.00745654j -0.0474964+0.0554558j -0.0201712+0.0102212j 0.0869775+0.0426891j 0.0282632+0.0315641j -0.0034217+0.0578257j -0.0274524-0.00328424j 0.00800851+0.0453931j 0.0242501+0.0181783j 0.074185+0.0291151j -0.0150378-0.0377873j 0.0461219+0.00245258j 0.026551+0.0340169j 0.0310347+0.00619876j -0.0159923-0.02615j -0.0245312-0.0713797j -0.0231384-0.0371041j 0.00499162-0.0117105j -0.00950237-0.0438391j 0.0327679+0.0135961j -0.00664136+0.00277934j 0.0620804-0.0342237j 0.0391302-0.012221j -0.00256085+0.0253939j -0.0003874+0.0105365j -0.0283784-0.0578012j 0.00836551-0.00235813j 0.0320806-0.0192101j 0.000473457-0.0119281j -0.0260314-0.0333624j -0.00933539+0.0111588j 0.0306307+0.00773138j 0.0280086+0.0472508j 0.0260095-0.00691984j 0.00772608-0.013111j 0.000188561-0.00776839j 
