0.0155086-0.0120888j -0.0144733+0.0960594j -0.0609097+0.045545j 0.0426365-0.0175778j -0.00889936+0.0179075j -0.00217634+0.00121173j -0.0370165+0.0235192j 0.0163594+0.0135075j -0.0748574-0.0450949j -0.0183273-0.0019871j 0.00794246-0.0167374j 0.00813034-0.0071871j 0.00845596-0.000608558j -0.0284035-0.0170485j 0.0215945+0.0498324j 0.017055-0.00866704j -0.0169899-0.046203j 0.047092-0.00390179j 0.0430945+0.0162143j -0.0246018+0.000912232j 0.0114102+0.0152287j -0.00395263-0.00139824j -0.00262558+0.0204827j 0.0129264-0.00814288j -0.0162159+0.0151954j -0.00763689+0.00241481j 0.0146061+0.0114575j 0.00169869-0.014538j 0.00995881-0.0102938j 0.00716109+0.000572398j 0.0171549+0.00618758j -0.000209119-0.0126213j 0.00249646+0.00626946j -0.00515353+0.00627067j 0.0139324+0.0216055j -0.00763875-0.00458198j -0.0151285+0.0061938j -0.0125858-0.0200986j 0.0200607-0.0111186j -0.0240659-0.0112457j 0.00345432-0.0192464j 0.00514583+0.0145482j -0.0230319-0.00794901j -0.0126307-0.00605895j -0.0124436-0.0150812j -0.00239199-0.00932609j -0.000329326-0.0150831j 0.00793823-0.00591347j -0.0110402-0.0148755j -0.0123293+0.0188598j 0.0128088-0.005221j 0.0149902+0.000461975j 0.000840266-0.000647584j 0.0114645-0.00808422j 0.00429771+0.00733877j -0.00183795+0.0300406j 0.0173294-0.00173706j 0.0186156+0.0111267j 0.00371246+0.0120746j 0.000999204-0.00230502j 0.00921966+0.0165885j -0.00860443-0.00660356j -0.0104259+0.0122369j 0.00369397+0.0160883j -0.0222916-0.0126602j -0.000693497+0.0122063j -0.00263309+0.0104016j -0.00946343-0.000153211j -0.0380219-0.039481j -0.0196521+0.0332439j 0.0182136-0.00486197j 0.0313572-0.0229702j 0.0147581+0.051791j -0.0724373-0.0414371j 0.00405623-0.00874659j -0.00588859+0.0278418j -0.00869276+0.0306396j -0.0102444-0.054962j 0.0404734+0.0931175j -0.0778091-0.00482577j 0.0375603+0.100255j 0.0468328+0.00636862j 0.065202-0.017044j 0.125661+0.00750189j -0.00276852-0.00405009j -0.0876049-0.0190374j 0.0159821+0.0744048j -0.0929801-0.0878621j 0.00927391-0.0547075j 0.00383576-0.0404852j -0.0236715+0.00638799j 0.0435254+0.0372694j -0.073663-0.108032j -0.177083+0.243974j 0.195583-0.0650348j 
0.0262584+0.00979015j -0.0256829+0.00269574j 0.0122303+0.00881815j -0.0134379-0.000960772j 0.000228036+0.0351921j 0.0278705+0.0275197j 0.00180061+0.0357075j -0.0122004-0.0109833j 0.0129799-0.0142805j -0.0135442+0.0172205j -0.0184886-0.00289827j 0.0605226-0.0193301j 0.0469197-0.0244961j 0.0402336-0.0594377j 0.00576513-0.0300547j -0.0582811-0.0282806j -0.0731433+0.0598224j 0.00702337+0.00213201j 0.01676-0.0233904j -0.00481091+0.00115615j -0.0409167-0.0537389j 0.00334587+0.0161063j 0.0096958+0.0565906j 0.0630855-0.0419709j 0.0470679-0.00725729j -0.0499379+0.00780724j -0.0428442+0.169233j 0.055502+0.044587j 0.102685-0.0144252j 0.0530161+0.0910898j -0.056336-0.0320826j 0.0160667-0.069881j 0.149547-0.0372557j 0.0695016+0.0597447j -0.0796101-0.065612j 0.00644125+0.0551881j 0.0704109-0.070928j 0.142767+0.00045429j 0.0236159+0.0733773j 0.0799331+0.153833j -0.0335815-0.167004j -0.0146362-0.00901503j -0.121553+0.0106224j -0.0798811-0.0241734j 0.0985412+0.0980007j 0.0100761-0.0428512j 0.0879992+0.0401304j -0.0989797+0.0339014j -0.0548406-0.0655011j 0.0656077-0.0521916j 0.0208926-0.113616j 0.00234009+0.0760925j -0.0655032-0.000362697j 0.0650406-0.0364869j -0.0584335-0.0409632j -0.0346094-0.171315j 0.0210237+0.0754043j -0.0330728+0.0937682j -0.0183673-0.0601045j -0.0283301-0.0271629j -0.123508-0.0694563j -0.0139955+0.06923j 0.0309486-0.108854j -0.000903808+0.0122375j -0.0773228-0.0117034j 0.0126091+0.0513472j 0.0210864+0.0144088j -0.0535236-0.0563944j 0.0208158-0.00780267j 0.0197221+0.0368864j -0.0439088-0.0121397j -0.00811853+0.0498159j -0.0117055+0.0294529j 0.0052174-0.0487973j 0.0241199+0.0413814j 0.00483966-0.0230015j 0.0133019-0.000547573j -0.00747297+0.0448425j 0.00863517+0.0153963j -0.017021-0.00860957j -0.0119596+0.0145282j 0.0122688-0.0155963j -0.0258821+0.0429978j 0.00349376-0.0215001j 0.0144007+0.00304985j -0.00671479+0.00320441j 0.0660931-0.055818j -0.0421304-0.0302252j -0.0100857+0.0162955j 0.0314986-0.00796577j -0.0146394+0.0143734j -0.019879-0.00337762j -0.0211416+0.0138067j 0.0299171-0.00801284j 6.90592e-05-0.00927555j 
-0.0225476-0.00798057j 0.0143933-0.0243912j 0.00662831-0.0227781j 0.00977308+0.0270131j 0.0212961+0.036881j 0.0209098-0.00769934j 0.00353519-0.0257663j 0.0187939+0.00164549j -0.0182685-0.00528863j 0.00720935-0.0417096j 0.00713013-0.0150302j -0.0218064+0.0309767j -0.00435688+0.0208317j -0.0190952-0.0106592j 0.0179721-0.0346947j -0.0231802-0.0827624j -0.00548521+0.0323131j -0.00950017-0.000875249j 0.0561444+0.034277j 0.0127911-0.00867941j -0.0264524-0.00472435j -0.0150584+0.0147986j 0.0286627+0.0153119j -0.0590793+0.0443909j -0.0463739-0.0425656j 0.0257989+0.00647301j 0.0718545-0.0145066j 0.0950129+0.124085j 0.0117832-0.0764532j 0.0553056-0.0416379j -0.0866044-0.0100015j -0.0434084-0.0490459j 0.0666068-0.0054017j -0.00927264+0.0409272j -0.041371-0.0370181j 0.147534+0.0708384j 0.152037-0.10503j -0.00512274+0.0206255j -0.0312997-0.0157173j 0.0748527+0.107173j 0.0134814-0.0599655j 0.0807772+0.0912027j -0.182943-0.156074j -0.0172562+0.0861339j 0.145139-0.0665782j 0.00702641-0.079622j 0.0511965+0.0774416j 0.0954628-0.0752307j 0.0242494-0.07959j 0.069407+0.0199559j -0.160193+0.00943159j 0.0118578-0.0309985j -0.0364505-0.0517248j -0.0174888-0.0238305j 0.003844+0.0117114j 0.0349313+0.0604148j -0.0204264-0.0217562j -0.0250422+0.0455625j 0.0479646+0.0134027j 0.018026+0.0999195j -0.0578606-0.0508527j -0.0571788+0.0317664j 0.00282755+0.0277771j -0.0357155+0.0533396j -0.0995982-0.0153424j 0.0951359-0.0642255j -0.0360089+0.130069j 0.0658041+0.0856945j -0.0471098-0.0131159j 0.0252174-0.0416299j -0.0238648-0.00868879j -0.00245889-0.0460521j -0.00487139+0.0431949j 0.00701123+0.0052551j -0.0245607-0.00896973j 0.00974727+0.0369967j 0.00797025-0.0290183j 0.00390341-0.0114047j -0.00689595+0.00721114j 0.0155532-0.0229932j -0.0316025+0.0182723j 0.0119146+0.0348636j -0.0152183-0.055205j -0.0162863-0.0146312j 0.000150675+0.00140974j -0.00385826+0.0154848j -0.00855369+0.0388525j 0.0145491-0.0328486j 0.00367472-0.00999775j 0.00312995-0.0342966j 0.032342-0.0120352j 0.000961307-0.00942269j 0.0120471-0.0017498j -0.00753944-0.014885j -0.00967282+0.0206404j 
0.0220659+0.0326745j -0.00505287-0.0223263j 0.0203365-0.00817578j -0.0196664+0.0322123j 0.00716717+0.00259335j 0.0102606+0.00998825j 0.0298979-0.0573235j 0.000760199-0.0026036j 0.0191227+0.0350368j 0.0116488+0.0134042j -0.0254418+0.0202328j -0.0196684+0.0110286j -0.0441767-0.0028826j -0.00644411+0.0253851j -0.0015181-0.0781828j -0.0217754+0.0524957j -0.0426108+0.0211592j 0.0168779+0.0790443j -0.0348468-0.0309221j -0.0639269-0.0211723j 0.0251859-0.10927j 0.0350096+0.0960104j 0.0745304-0.0279224j -0.0251536+0.0274897j 0.0385971+0.112612j 0.0311694-0.0853601j -0.0231082+0.0075837j -0.0535766-0.0463528j 0.0703965+0.03784j 0.104216+0.0601593j 0.0803422+0.0100774j 0.101762-0.0816598j -0.0660109+0.0840915j -0.000272553-0.120475j -0.0485153+0.0368415j -0.0619772-0.152536j -0.0097091+0.0852652j -0.136787+0.0786315j 0.102423+0.187827j 0.129538+0.0101992j 0.184133-0.0473552j 0.0215133+0.0103847j 0.0967185-0.0684872j 0.00731306+0.0395408j 0.125294+0.0193139j -0.141869+0.133875j 0.0418978-0.230584j -0.0703541+0.0967697j -0.141595+0.0158387j -0.0680313+0.0315474j 0.0771446-0.0372452j -0.0405975+0.0445758j 0.0153318+0.0801j -0.0406312-0.013348j 0.0623961+0.0437352j -0.0896464+0.0160203j 0.0348567-0.152342j -0.096164-0.0963082j 0.0716457+0.0313835j 0.0829857+0.0536981j 0.0307263-0.0337705j 0.0170899+0.0232819j 0.0128529+0.0492385j 0.05486+0.0199486j -0.0274337-0.012012j 0.0236668-0.0597013j -0.0333659-0.0802751j 0.0388788+0.0211963j 0.00177591+0.0541254j -0.055766+0.0183937j -0.0571131-0.0373232j 0.0198093+0.0380006j 0.0830839+0.0341926j 0.0173951-0.0431925j -0.0384889+0.00104403j 0.0117022+0.0889259j 0.00555362-0.00587503j -0.0261353+0.0197103j 0.00385587+0.018051j -0.00487674+0.0536391j -0.00600566-0.0474716j -0.0379282+0.0727777j -0.00470536-0.0794076j 0.0221947-0.0259201j 0.0265284+0.00498759j -0.0204127-0.0284287j -0.0373192+0.0431788j 0.0353075+0.0633559j 0.00258642-0.018822j -0.0173677+0.00949783j -0.00921377+0.0190006j -0.0102413-0.00567495j -0.00760981-0.0176824j 0.0218455-0.0291918j -0.0258223+0.0391827j 
0.0558611+0.0123395j 0.0213829+0.0416807j 0.0184344+0.0194663j -0.0162326-0.00112633j -0.0218286-0.0267083j 0.00686049+0.0240716j 0.0130419+0.000397389j -0.00455252+0.00244041j 0.0244561+0.00837484j -0.0131204+0.00385685j -0.00459206+0.0157835j 0.00655263-0.0776679j -0.0674566-0.112398j -0.0188502+0.0438348j -0.0898443+0.0705953j -0.0221377+0.00267629j 0.0857628+0.000715144j 0.0469945-0.00285574j 0.0674936+0.0282726j -0.0203687-0.0410017j -0.0166746+0.00951562j 0.0500089+0.0168515j -0.0442566+0.0282982j -0.0642745+0.0625333j -0.0103987+0.0141697j 0.103524+0.11099j 0.0502711-0.0642347j 0.072502-0.00693993j -0.00525906-0.0357112j -0.0240528-0.0533722j -0.0814167+0.0996437j 0.0408583-0.111148j 0.0247952+0.0587218j 0.09584-0.0897008j -0.0454066+0.0435375j 0.0728176-0.0163402j 0.0699647-0.110987j -0.0260103+0.0789428j -0.0538908+0.0126267j -0.0275473+0.204214j 0.143987-0.10819j -0.0377281+0.0678772j -0.107286-0.145158j -0.113261-0.0164542j -0.0328988-0.0793436j -0.0389835-0.108263j -0.00955239-0.0268997j 0.0626349+0.108009j 0.0501902+0.0279883j -0.0214436+0.0528416j -0.0316456+0.0125549j 0.095075-0.0719258j 0.00244091+0.0249819j 0.0842648-0.00954789j 0.0304041+0.0647256j 0.0220683-0.0155235j -0.00531973-0.0337802j -0.0127515-0.0738744j 0.0429606-0.0406565j -0.0890726+0.0836178j -0.00964412+0.0556024j 0.0157396-0.018415j 0.0469098-0.035926j 0.0718266+0.0157877j 0.0130518+0.0208217j 0.0419182-0.00336286j 0.00966741+0.0587108j 0.0559486-0.0549215j -0.0138715+0.016223j 0.0438492+0.0230335j -0.0588482-0.0417068j 0.000443235+0.072788j -0.00130733-0.00318989j -0.0374866+0.0277543j -0.0532335-0.0329183j -0.0388538-0.0221164j -0.0185882-0.0374728j 0.0178542+0.0512253j 0.0311148-0.0154369j 0.0173294-0.0205406j -0.0345314+0.0142396j -0.037343+0.0370257j -0.0134652+0.0107769j 0.0207687+0.0200158j -0.0144694-0.0232428j 0.0041576+0.0053927j -0.00626204-0.0148202j -0.0115731+0.0224659j -0.0220638-0.00215656j -0.0198551+0.0119822j 0.0291148+0.00297752j 0.0210794+0.0345475j -0.00506919-0.0196043j 0.0365726-0.00302933j -0.0051002-0.0230686j 
0.0264911-0.0499391j 0.0772055+0.0556337j 0.0220794+0.00787237j 0.00869829+0.0174938j 0.0510712+0.0056359j 0.00298864-0.0592068j 0.0282198-0.0180657j -0.0230988-0.0230564j -0.0257285-0.0276312j -0.0420901-0.0273056j -0.0186259-0.00419548j 0.0440414+0.0216695j 0.0279262+0.103796j -0.0108971-0.0185j 0.0427624+0.049103j -0.0402793-0.0526936j 0.0424841-0.0254484j -0.0441863-0.0432357j 0.0414054+0.00608906j 0.0190367-0.00390475j 0.0278732+0.0301702j 0.00310909-0.0389444j -0.0145236+0.0548288j -0.0507671-0.00891858j 0.0389564-0.00423544j -0.0682125+0.0669846j -0.0206449-0.0155472j 0.046454-0.0712645j -0.0543945-0.0265016j -0.000249752-0.00210371j 0.00220669-0.117813j 0.0763543+0.046758j 0.104026+0.133409j 0.0826315+0.18118j 0.0473922-0.061103j -0.0365262-0.0777317j -0.00934531-0.0145489j 0.0143078+0.0380148j -0.00170973+0.0283289j 0.00092458-0.0298882j -0.077083-0.0631329j 0.0119961-0.0214464j 0.0038453+0.0240616j -0.0456432+0.0486462j 0.017764-0.0223823j 0.0310471+0.0278061j 0.0708133+0.0494052j -0.0313958-0.0762786j 0.0892238+0.021733j -0.00345502+0.0364186j -0.0755532-0.0182149j -0.0848542+0.0576058j -0.00724845+0.0925288j -0.0405916+0.00104038j -0.0449294+0.0429226j -0.00413395-0.0380328j 0.0217242-0.101937j -0.0107466-0.0421807j 0.0897647+0.043567j 0.113283+0.0177484j -0.0481499-0.029571j 0.0640285+0.0245076j 0.125415-0.0637848j 0.056484+0.085109j -0.022748+0.0398858j -0.0562687-0.0394189j -0.0657557+0.0271161j 0.0377984+0.0348719j 0.0347453-0.0145756j 0.00618681+0.0200156j -0.0107158-0.00950559j -0.0328969-0.068866j -0.0874371-0.00675954j 0.0128821+0.00748261j -0.00317002-0.00740914j -0.0141109+0.000160464j -0.0603635-0.00159018j 0.0657915-0.00955421j -0.0802593-0.0227533j 0.00749696+0.0229327j -0.0642831-0.0139216j -0.0311223-0.0470653j -0.0103197+0.0254679j -0.0482593-0.0158714j 0.0112279+0.00924621j 0.0195819+0.0171731j -0.0459356-0.0355593j -0.00609071+0.0128954j 0.00687317-0.00509031j -0.0129353+0.0107111j 0.0117253-0.0321338j 0.0143038+0.0195287j 0.00425586+0.00743954j 0.0397816-0.00447209j -0.00466975-0.0333975j 
0.0102553-0.00621235j 0.031513+0.0368921j -0.0071078+0.0215147j -0.00892689-0.00282962j -0.0202397-0.0196186j -0.0257641+0.0104883j 0.00476234-0.0116681j -0.0205599+0.0144284j 0.0190208-0.00867233j 0.000988073+0.018516j 0.0269143+0.000771179j 0.0294337-0.0228498j 0.0473749-0.000562613j -4.41453e-05-0.0088152j -0.0125685+0.0634163j 0.0263791+0.0334021j 0.0751501-0.023693j 0.0194528-0.0331627j -0.0190739-0.0414402j 0.00531557+0.0013929j -0.00466386+0.00354614j 0.00173461+0.00946498j -0.0574714+0.0192534j -0.0180538-0.00207864j 0.0304827+0.0279073j -0.0560326+0.0336655j -0.0774366+0.0262111j -0.0353388-0.0481702j 0.0599589+0.0866777j 0.0199025-0.00567432j -0.00130983+0.0212681j 0.026788-0.0332916j -0.0181678+0.123628j -0.0347985-0.0270007j 0.0247129-0.0238721j -0.0682214+0.0615516j -0.129236-0.0323854j -0.131893-0.0681454j 0.109811-0.0178511j 0.0286529-0.0707064j -0.0675567+0.121641j 0.0158422-0.0348948j 0.110865+0.0311442j 0.109203-0.00590879j 0.00807591+0.0302866j 0.0367985+0.14503j 0.0186192-0.052651j -0.0302453-0.142613j 0.054737-0.119052j -0.0556383-0.0687032j -0.00138743+0.00855317j -0.00959558+0.0440137j 0.0596505+0.00542126j -0.0575108-0.0504048j 0.0185978-0.061287j 0.025318-0.0788076j 0.106089-0.0233647j -0.0553857+0.0307762j 0.0391944+0.0130637j -0.0103701-0.0515965j 0.0174366-0.0442895j -0.0292723+0.0181612j 0.00352577-0.056834j 0.0225434+0.0280307j -0.0704047+0.0395372j -0.00354424+0.0288731j -0.0611296+0.0756519j 0.0112934-0.0192587j -0.0327689-0.0341632j -0.0169222-0.00571792j -0.01231-0.010447j -0.0487989-0.00851759j 0.0048988-0.0291892j -0.0206391+0.00126024j -0.00876265+0.00143975j -0.0196101-0.0310622j 0.0176055-0.0447154j 0.026015-0.000490737j 0.0271113+0.0113278j 0.0320419-0.013219j 0.0309387+0.00430253j 0.00601357-0.0103751j 0.00324505+0.0735665j -0.0189495+0.0280436j 0.0027548-0.0162608j 0.000903188-0.0269883j -0.002357-0.0212868j -0.00150102+0.0159107j -0.0195349-0.0128735j 0.0233019-0.0188707j 0.0249826+0.00645662j 0.0151842+0.022956j 0.00806442+0.00126254j 0.0111961+0.0150917j 0.00418267-0.0121838j 
-0.0606979-0.0131395j 0.0402628-0.0191753j -0.037211-0.0167289j 0.0474299+0.00910933j 0.00664272-0.017063j -0.0490998-0.0431097j -0.0345352-0.0543255j 0.00381179+0.0180022j 0.00193089-0.00228209j 0.032753-0.0109938j 0.0183032+0.00963027j -0.0384535+0.00984782j 0.0218849+0.0349243j -0.031475-0.0722002j -0.00684147+0.0107793j 0.0287308-0.00693248j 0.0479499+0.0221854j -0.0785419-0.0189612j -0.013713+0.000645869j 0.041504-0.0315859j -0.0320693-0.0535473j -0.121667-0.0522235j -0.0854083-0.0130196j 0.0353688-0.044777j 0.045555-0.00388127j -0.0701131+0.00353161j -0.014654+0.0745166j 0.0334769-0.0960734j -0.0149017-0.127261j 0.0236341+0.0660106j 0.145441-0.0441937j -0.0087451+0.0666392j 0.0175809-0.0178927j 0.0690877+0.0862517j -0.0346839-0.0565808j 0.00283323-0.0416696j 0.0242621-0.0232203j 0.06167+0.0807928j -0.110425+0.039474j -0.0551586-0.00855355j -0.110372-0.0764344j -0.0227793+0.0660463j 0.00120697+0.0214253j -0.00120123-0.013454j -0.06846+0.0772013j 0.0218542-0.00947644j 0.0414878+0.0644386j -0.0292831+0.0686476j 0.0828292+0.153307j -0.037695+0.0447856j -0.015657-0.0220887j 0.00564748+0.0154314j 0.0302775-0.0161844j 0.0281882-0.00989159j -0.0459868+0.0514589j -0.0222274-0.099454j -0.0975573-0.055696j 0.0608748-0.037838j -0.0338939+0.0227169j 0.0636477+0.0413773j 0.0273349-0.00428916j 0.0600738+0.0734861j 0.0147474-0.0487555j 0.00518463-0.0261988j 0.0468297+0.0612805j 0.010152-0.0616248j -0.013798-0.0779315j 0.0425112-0.0205638j 0.00850488-0.00274096j -0.0137259-0.0262725j 0.0349226-0.0287749j -0.0279833-0.0383091j 0.0610034-0.00218887j 0.0730728-0.0313402j 0.0517179+0.0357039j 0.0387216+0.0435865j -0.0158242+0.00451267j -0.025138-0.0418274j 0.014475-0.0242313j 0.0026393+0.047221j 0.0914975+0.0153079j -0.00781935+0.00421956j -0.00631005-0.0104888j -0.0599538-0.0164967j 0.005062-0.00107626j 0.0087834+0.0189809j -0.0567894+0.0239733j 0.0445592+0.0866585j -0.0146771-0.0124996j 0.00220249+0.00591147j -0.00915188-0.00184533j 0.0239861-0.0135759j -0.00904402+0.00694286j -0.0516359+0.00451818j -0.0384009+0.0367044j 
0.00773402-0.0137517j -0.0275482-0.0210316j -0.00160417+0.0353934j -0.006481+0.012856j 0.0210078+0.00633222j -0.0265556-0.0213929j 0.0236364+0.0144556j -0.000830428-0.0866331j -0.0490053+0.0214696j -0.0382589+0.0148086j -0.0269902-0.00835555j 0.0482692+0.0300991j 0.00257519+0.0671194j -0.0108106-0.00885946j -0.0632268-0.0943229j 0.0109865-0.0252596j -0.0688865-0.000930066j 0.0188796+0.183169j -0.0419144+0.114675j -0.0404142-0.0525109j -0.0284608+0.036487j 0.0202884+0.0212213j 0.0596254-0.00150943j 0.0996342-0.0211j 0.052861-0.0170024j -0.0298714-0.0466502j 0.117412+0.000513763j -0.0270156+0.111426j 0.0643858-0.0357166j -0.101866-0.023259j 0.00752026-0.11272j 0.0153247+0.0136555j -0.0110744-0.131542j -0.116768-0.0475368j 0.067263+0.000783733j 0.0768328+0.0322602j 0.00386195-0.0822801j -0.0818106-0.0856021j -0.0607593+0.0119907j 0.0245303-0.00385566j 0.0325522-0.0214098j -0.0135852-0.0464002j -0.0830958+0.0142085j 0.0303113+0.0648051j -0.0917148-0.0604018j 0.00798644-0.0213405j -0.103261-0.081229j -0.00553866-0.0342213j 0.0615806-0.100003j 0.00564344+0.0137069j -0.000477306+0.00571856j -0.0333933+0.0340825j -0.0855102-0.0558813j 0.043451-0.0196724j 0.0606455+0.0224262j 0.022691+0.0515261j 0.0588015-0.021765j 0.00818623-0.0203247j -0.0287702+0.00510565j -0.0381407-0.00939287j -0.0351099-0.042943j 0.0318768-0.037656j 0.0477801+0.049185j 0.022885+0.0333714j 0.079451+0.0574174j 0.0340102-0.0492296j -0.0303157-0.017645j 0.0260244+0.00934224j 0.0598958+0.00244035j -0.00882688+0.0843885j -0.0308157+0.00380414j 0.0389388+0.0190027j -0.0244374-0.0148431j -0.0265986+0.0320816j 0.0096904+0.0428606j 0.0207583-0.0183423j 0.0226789+0.0359791j -0.0336063+0.0231833j -0.0562698+0.0110983j -0.00984104+0.00452909j 0.0162204-0.0439381j -0.0496351-0.0469371j -0.00247418-0.0125572j 0.0231112+0.0327861j 0.0153249+0.0441886j 0.0101563-0.0212333j -0.0250738-0.0258605j -0.0238084+0.0195596j 0.021262+0.0279572j -0.0009258+0.0131385j -0.0371669-3.71785e-05j -0.0108009-0.0239227j 0.00463254+0.0306532j -0.0065225-0.0173259j 0.0202747-0.0176718j 
0.00411727+0.0336235j -0.0364291-0.0212197j 0.00597382-0.0249053j -0.0243282-0.0377935j -0.0197222-0.0207043j 0.01576+0.0144814j 0.00334075+0.00693803j -0.0079837+0.0587757j 0.0600186+0.0315644j 0.0338299-0.0128946j -0.0416036-0.0119982j -0.00903379+0.0506621j -0.0105332+0.043699j 0.0301179-0.0255554j 0.0305767-0.0253802j -0.0234011-0.0301315j -0.0585241+0.0402355j -0.0156459+0.107395j -0.0578097-0.0609489j -0.0553404-0.0231188j 0.0765448+0.0534494j -0.0664152+0.0062658j 0.121207+0.0588223j 0.00734887+0.0331214j 0.0161909-0.034165j -0.0295034-0.0941546j 0.00837017-0.0729067j -0.0508694-0.024935j -0.09695+0.0891096j -0.116632+0.00394068j 0.0345637-0.0371492j 0.00599766+0.0629615j -0.0459562-0.116463j -0.0970373+0.110484j 0.072434-0.0558892j -0.081119+0.0243033j -0.0243502-0.0525383j -0.144902+0.0333195j -0.0610739-0.0764877j 0.0643119-0.0949818j 0.00834505+0.00628171j -0.0172271+0.0392451j 0.122708+0.0410012j -0.177959+0.00735092j -0.10419+0.0384746j 0.0203031+0.00104831j -0.0214298-0.0208556j -0.0371621-0.053317j -0.0149479+0.0128696j 0.0417675+0.0909998j -0.0657733+0.00416431j 0.0742061-0.00880584j 0.0617673-0.0293272j -0.0161174+0.00779803j 0.00567381+0.014083j 0.00783104+0.0286959j 0.0234156-0.00574436j 0.00533823-0.0436273j 0.0694494+0.0227629j -0.0157537-0.0578984j 0.0538227+0.0290245j -0.0264339-0.0504788j -0.0430164+0.0718033j 0.013553-0.00582755j -0.0078158-0.00263648j 0.00728328-0.0258244j 0.0548655+0.0332425j 0.0195505-0.0234322j -0.0306745+0.0208662j 0.00766646+0.0564705j 0.0116625+0.0295619j -0.0370255-0.0443961j 0.0478983+0.0118545j 0.0476376-0.0446612j 0.0352385+0.0208392j 0.0170356+0.0109754j -0.0104865-0.0566521j 0.00786743+0.0257097j -0.0135019-0.0723127j -0.0686414+0.034939j -0.0629534+0.0213449j 0.0562207+0.017516j -0.00183754-0.0134017j 0.0491316-0.0346868j -0.00264095-0.0165407j 0.0133311+0.0484312j 0.00432564+0.0099652j -0.00682326-0.0553322j 0.0325462-0.0106035j 0.00343169+0.0295948j -0.0173018+0.00632104j -0.0384235-0.0100361j -0.0245527+0.00640573j 0.00822951-0.0114034j -0.015366+0.0260367j 
0.0775039+0.0401044j 0.0100964+0.0584489j 0.0388052+0.0299185j -0.0237697-0.0365585j -0.0117781-0.0509678j -0.0262772-0.0265058j 0.0321027+0.0277539j 0.0147495+0.0841259j 0.0787452+0.0026552j 0.0300734-0.063687j 0.0443608+0.0116462j 0.0499339+0.0453001j -0.00848951+0.0315892j 0.115887+0.0612527j 0.0186331+0.00841406j -0.105865-0.014542j -0.0643926+0.0673155j 0.00936374+0.0553187j 0.0138104-0.05827j -0.0850973-0.00498079j 0.0104547+0.100017j 0.0209568+0.0664041j 0.0519538+0.04078j 0.109949-0.0118123j 0.207005+0.0765864j -0.0930297-0.0753225j 0.0781671+0.116843j 0.115207+0.0444734j -0.00317666-0.0786375j -0.0114529+0.0178086j 0.218055+0.0137239j 0.0313224-0.0351747j 0.0496098-0.0630215j 0.127773+0.0471734j 0.00821535+0.0451318j 0.0383104+0.0247046j -0.0100617-0.00714318j -0.0318984-0.11408j 0.0565927+0.0335261j -0.0807002-0.0214675j 0.00983153-0.0156054j -0.0300925+0.0636081j -0.0189259+0.0503658j -0.06595-0.00341464j -0.0468163+0.0343455j 0.0156963+0.00604657j 0.0620063-0.0342814j -0.00265229+0.00169628j 0.0686684-0.00617757j -0.0686051+0.0283244j 0.0535483-0.0118129j 0.0567464-0.00734311j -0.0138483-0.00756168j 0.0245859-0.0158811j 0.00305016+0.0480955j -0.0586528+0.0447042j 0.00563786-0.0177918j 0.0300632+0.0207413j -0.0157712+0.00704411j 0.00325712+0.0036038j -0.0602668+0.0127055j -0.0494527-0.0305146j 0.0681783+0.02103j 0.0148692-0.0215879j 0.0115236-0.0297009j -0.00565432-0.0263467j 0.00161562+0.0680014j -3.08979e-05-0.0335662j 0.0277957+0.00741795j -0.0359591-0.030968j -0.0750136-0.0013284j 0.0140857+0.0306892j -0.0656903-0.043593j -0.00714378-0.0234069j 0.0490115-0.00356745j -0.0301664-0.0389634j -0.0339785-0.0150851j 0.0173039+0.0653121j -0.0274809-0.00829773j -0.0441559+0.0628653j -0.0486836+0.0104753j -0.00959683+0.0219217j -0.0111564+0.0238593j 0.0294679+0.00424149j 0.044719+0.0189285j 0.00327225+0.0132117j -0.0246265+0.0271131j -0.00430135-0.00511097j -0.00809683-0.026698j 0.018409+0.0174697j 0.0525038-0.0532466j -0.0240282+0.0389906j -0.028175-0.0119519j 0.0244525+0.0258383j -0.0101738-0.00240451j 
