0.00207478-0.00339639j 0.00570239-0.00100528j -0.00462356+0.00117869j -0.0232846+0.00694635j 0.0039686-0.00164142j -0.020748+0.00353484j -0.0155124+0.00123035j -0.020546+0.00292156j -0.00907711+0.00136435j 0.00210083+0.00153859j -0.0149576-0.001041j 0.0186418+0.000809142j -0.0169849-0.00356688j 0.015681+0.00957362j 0.00761682-0.00461869j 0.00185004+0.00059461j 0.000598021-0.00414848j -0.00354314-0.00913089j 0.00267775+0.00328524j 0.0066068+0.0183103j 0.0022846+0.00822399j -0.00144762-0.00708633j 0.00413873+0.0186046j 0.00265701+0.0112412j -0.000389225-0.00862608j 0.00096098-0.00177228j -0.000698426-0.00484005j 0.000295001+0.000377922j 0.00182335+0.0206426j -0.000101727-0.00965898j -0.00102251-0.0107532j -0.000918105-0.00383722j 0.00150127-0.0122239j -0.00260288+0.0167164j -0.0059752+0.0114442j -0.00724055+0.00753244j 0.00172726+0.00879798j -0.000966977-0.00758892j 0.00620097-0.00182546j -0.00322977-0.00344176j 0.00151724-0.00233182j -0.00400925-0.0013376j 0.00401906-0.00561292j 0.00602623-0.00321281j 0.00916089-0.00340851j 0.000772253+0.00478139j 0.00178338+0.00618616j -0.00429321+0.00333825j -0.0081743+0.00191294j 0.00654634+0.00659127j -0.00742062+0.00312572j -0.00376981-0.00231239j -0.00393341-0.00938174j 0.00167614-0.00180817j 0.00613566-0.0054984j -0.00176325-0.00630065j 0.000451699+0.00820459j -0.00173175+0.00811662j 0.00237889+0.00446517j -0.00159954+0.00061236j -0.00303675+0.00224098j -0.00323864+0.00267191j 0.00496379+0.00407493j -0.00464937-0.00148112j 0.000654577+0.00325649j 0.0068498+0.00991163j 0.0012544+0.00250352j 0.00242419-0.0030863j 0.00477841-0.00501571j -0.0044786+0.00858923j -0.00503666+0.0026635j 0.00328854-0.00583768j -0.00674964-0.0010811j -0.00476983+0.000100398j -0.000409849-0.00128164j -0.000917853+0.00545258j 0.00280943+0.00930041j 0.00225265-0.00747384j 0.002354+0.00737179j -8.89111e-05-0.000282277j 0.00689302-0.00251869j 0.000671058-0.00875703j 0.00727771-0.00292453j 0.0068481-0.000130763j 0.000294422+0.00567776j -0.0109184+0.00120622j 0.00645243+0.00233535j -0.00164912-0.00810622j -0.00342495-0.000322024j 0.0056567-7.2099e-05j -0.00345013+0.00116107j 0.003708-0.000269238j 0.00134253-0.00541124j -0.00681829-0.00145322j -0.00234773+0.00148807j 0.00332349+0.000520048j -0.00144006+0.00108786j 
-0.010424-0.0167593j 0.0164942-0.0132548j -0.0015959-0.00134733j 0.000914653-0.00614401j -0.00640772-0.00491969j 0.00119246-0.00522141j -0.00350916+0.00650445j 0.00264917+0.00242393j -0.000256342-0.00360486j 0.00459704-0.00241856j -0.00072717+0.00223065j -0.00155472+0.00473187j -0.00392681+0.00369868j -0.00339782+0.00395418j -0.00265044-0.000286151j 0.0111097-0.00772651j 0.00603306+0.00605664j 0.00374859-0.00684806j -0.00078007-0.0165948j -0.0102814-0.00948891j -0.00707608+0.0100328j -0.00648231-0.00162625j -0.000456562+0.00376712j 0.00575061+0.0102273j -0.00670878+0.0150641j 0.00312436+0.00752652j -0.00229299-0.00448425j 0.000585558-0.00435221j 0.00399037+0.00177997j 0.00171362-0.00148748j -0.00450294+0.00630874j -0.00609223+0.00806662j -0.000203803+0.00176315j 0.000896048-0.00321436j -0.00409226+0.00169132j 0.00135494-0.00217349j 0.00229642-0.000597142j 0.00484233-0.00689776j -0.00248727+0.00544007j 0.000788603+0.00236349j 0.00123488-0.00093417j -0.000702661-0.00806833j -0.000419176-0.00945275j 0.00101621-0.00778727j 0.0043347-0.0105008j 0.00388728+0.00159361j -0.00193646+0.00319643j 0.000283509+0.00214149j 0.00257839-0.000540021j -0.00242983+0.00664358j 0.00279022+0.0181526j -0.00174804+0.00915458j -0.000748317+0.00579964j -0.00175018+0.00537654j -0.00512555+0.00435636j 0.00157098+0.000771585j 0.00179489-0.00451445j 0.00264503-0.00132884j -0.00171928-0.000656386j 0.000853288-0.00441419j -0.00557244+0.00517174j 0.00321084-0.00475541j 8.01432e-06+0.00030486j 0.000659183-0.00607541j -0.00130727+0.00584568j -0.00373563+0.01219j -0.000311776+0.00376956j 0.00337277+0.00159554j -4.48305e-05+0.00418974j -0.00396291-1.89676e-05j 0.00376871-0.00414428j -0.0018751+0.00777166j 0.00568665-0.00825062j 0.00220663-0.00379802j -0.000330336+0.00313233j 0.00330753-0.00333472j -0.00277294+0.00283269j -0.00145894+0.00815627j 0.000453083+0.00219441j 0.00220484-0.00563087j -0.0038092+0.00376893j -0.00186137-0.00104757j -0.00079609+0.00164875j 8.2168e-05-0.00235878j 0.000555877+0.000375599j -0.00457014+0.0016994j 0.00685987-0.00568166j 0.000232337-0.00255291j -0.00314904+0.00384258j 0.00345695-0.00516425j 0.000687763+0.00357711j -0.00121384+0.00117072j 0.00296859-0.00177382j -0.00188865+0.00450005j 0.00091058-0.00280736j 0.000340708+0.00140686j -0.000270333-0.000663922j 
0.00327105+0.00631081j -0.00458826+0.00553764j -0.00234844+0.0149713j -0.00760701+0.00749663j -0.000985734+0.00398156j 0.00168+0.00303987j 0.00743881-0.00828496j 0.00232247-0.00287378j -0.00108043+0.0053748j -0.00414909+0.00278911j 0.00376821-0.00622745j 0.00199219-0.000869216j 0.0054715-0.00535053j 0.00975116-0.00408191j 0.00147871+0.00740862j -0.00972866-0.000198895j -0.000920032-0.0192816j 0.00165392+0.017958j 0.00233042-0.00210232j 0.00101544-0.00472269j -0.00249948-0.00576381j -0.00387295-0.00536845j 0.00020385+0.00876684j -0.0029838+0.00161795j -2.27142e-05-0.00738754j 0.00191608-0.00638558j 0.00627075+0.00368016j 0.00180287+0.000432159j -0.00051088+0.00136232j -0.00941309-0.00524468j -0.00301999-0.00504161j 0.00124063-0.00534582j 0.00813649+0.0105015j 0.00895717-0.000549238j -0.0159288-0.00325127j 0.00707239-0.00502561j 0.00424215+0.00432013j 8.6767e-05+0.00851267j 0.000317792-0.0120073j -0.00300075-0.00572739j -0.00309917+0.00207224j 0.000137907-0.0107429j 0.00596544-0.0028008j -0.00449454+0.00816847j 0.00415305+0.00259033j 0.000583103+0.00212114j -0.00155255+7.19028e-05j 0.00129597-0.00660663j 0.00155315+0.00957208j 2.18531e-05-0.00757998j -0.000581152+0.00408541j -1.3602e-07+0.00206556j 0.000227597+0.00324574j -0.000923869+0.00290051j -0.00547069-0.00466007j 0.00128097-0.00287075j -0.00284745+0.00230203j 0.00237967+0.00195268j -0.00406483-0.000302988j 0.00178334-0.00216363j 0.00116328-0.00129278j 0.000812984-0.0032921j -0.00306128+0.000673446j 0.00426963-0.000958635j 0.00187091+0.00063773j -0.00275598+0.00213228j 0.00183592+0.00226309j -0.0010211+0.00264901j -0.000362561+0.00380794j 0.00330287-0.00707934j 0.00254903-0.00664714j -0.00194788+0.00178851j 0.00336145+0.000712179j -0.00350842-0.00184431j 0.000612199-0.00108261j 0.00191929-0.00058976j 0.00258891+0.00986761j 0.000111498-0.00232168j -0.00538838+0.00098118j 0.00140294-0.000895216j -0.00395815-0.00405295j 0.0062752+0.00275437j 0.00336186+0.000103027j 0.0102822-0.00313424j 0.00971385-0.00670134j -0.0040284+0.00117279j 0.000497472-0.00110638j -0.00274145+0.00130515j -0.00659854+0.000421598j 0.00264504-0.00817816j 0.000791352+0.0176747j 0.00132811-0.000527507j 0.00214436-0.000353915j 0.00812762-0.00930492j 0.00768351-0.00677926j 0.00180989+0.00575407j -0.00791003-0.00300744j 
0.00713758+0.00397025j 0.00139699+0.00949691j 0.00949179+0.0146892j 0.00259578+0.00957559j 0.00278045+0.00409674j 3.94539e-05+0.00163413j -0.00398846-0.00997126j -0.00334989-0.00295858j 0.00139521+0.00419713j -0.000433669+0.00166263j -0.000715047+0.000759654j -0.00321387-0.00651673j -0.000328597-0.0106742j 0.00147717-0.000345244j -0.000834799+0.00620491j -0.00918488+0.00458015j -0.0149403-0.0161437j 0.0115669+0.00895536j -5.31768e-05+0.000500951j 0.000954507-0.00244296j -0.00340789-0.00362013j -0.00818816-0.000793068j 0.00753888-0.00024974j -0.000165935-0.000143846j 0.00095853+0.000434133j 0.00432599-0.00109882j 0.00608982+0.0015691j 0.00189224-0.000248992j -0.0118447-0.00121096j 0.00577832-0.00180845j -0.00855097-0.0022382j -0.000519835+0.000720242j -0.00715876-0.0086184j 0.00642304+0.00202646j 0.00208292-0.00686358j -0.000634937+0.000784206j -0.00807957+0.00484942j 0.00655622+0.00107872j -0.0114053-0.0103731j -0.00627428-0.00229847j -0.000546066+0.00421022j -0.00478572-0.0141798j -0.00356627-0.00430841j -0.00266669+0.0112343j 0.00548183+0.00537596j 0.000760964-0.00320978j -0.00456768+0.00237339j -0.00389189-0.00685756j -0.0023877+0.00303058j -0.00381735-0.00290266j -0.000393791+0.00411974j -0.00512347+0.00284434j 0.00213669+0.00200279j -0.00144311+0.00286108j 0.00123535-0.00630151j -0.00361426-0.00205247j 0.00409161-0.00295617j 0.000985365+0.00442318j 0.00189241-0.0048182j -0.00024008-0.0026756j -0.00383604-0.000542266j -0.000260483+0.00200642j 0.00162065-0.00587742j 0.00186482-0.00114512j 0.000327616-0.000841176j -8.88659e-05+0.000280372j 0.000997434+0.000186711j 0.00251614-0.000762464j -0.000870984+0.000747706j -0.00123572+0.00263693j -0.00106621+0.0042045j 0.00163721+0.00174665j 0.000484817+0.002817j -6.86321e-05-0.00528526j -0.000455207+0.0032079j -0.000797261+0.00193168j -0.00493172-0.000397353j 0.004758-0.0014501j 0.00625459+0.00164304j -0.00301539+0.000200032j 0.00279421-0.0015919j -0.00933232-0.00226047j -0.00193269+0.00423041j -0.00855176+0.00591685j -0.00558719+0.00740247j -0.00274258+0.00468916j 0.000943547+0.00188476j -0.00183116+0.00751523j 0.00237786-0.000417932j 0.000785885+0.0111749j -0.0118177-0.0134419j -0.00110666-0.00636261j 0.000869132-0.00265435j 0.0110711+0.00503185j 0.00518461-0.00453459j 0.00450967-0.00227942j -0.00328395+0.0110259j 
0.00151476+0.00389158j 0.00152727+0.00292637j 0.00819888+0.00510055j 0.00746227+0.00291864j 0.0018287-0.0010202j 0.00170003-0.0064211j -0.011777-0.00172324j -0.00165679-0.00466335j 0.00345792-0.00254436j 0.00880367-0.00777792j -0.00744736+0.00482638j 0.00658281-0.00801929j -0.0108525+0.00132716j -0.0194633+0.00543861j -0.00737573-0.00484079j -0.00637536-0.00819422j -0.00207434-0.00961871j 0.00784335-0.001595j -0.00166252+0.00182528j -0.000329078+0.00689005j -0.00122573+0.00330113j -0.00450912+0.00435312j 0.0048685-0.00574517j -0.000422915+0.00236221j -0.00333597+0.0107123j -0.00117202+0.00827125j 0.00135486-0.00371111j -8.04772e-05-0.000574477j 0.0026512-0.00319596j 0.00417453+0.00672409j -0.00387987+0.0129816j -0.00158522+0.00801618j -0.00188116-0.0156479j -0.00699263+0.00236724j 0.0121535+0.00569941j -0.00852369-0.00140078j -0.0065107+0.00121519j 0.0036541+0.00499082j -0.00132543-0.00253226j -0.00293934+0.000273829j -0.000479741+0.0005231j -0.000901529+0.00148742j 0.00310891-0.000367299j -0.00312668-0.00417158j -0.00159952-0.00505159j -0.000282161+0.00138478j -0.00501746-0.00174086j 0.000512298+0.00485736j -0.000832545-0.00125943j -0.00183831+0.00228723j -0.000171572+0.00581176j -0.00048529-0.00167517j 2.74319e-05+1.81588e-05j -0.00146021-0.0048488j -0.000204294+0.00785526j -0.00410008-0.000420308j 0.00537183+0.00493122j -0.000267896-0.00301568j 0.00380075+0.0100701j -0.000496009+0.00140575j -6.25778e-05-0.00294042j -6.52253e-05-0.000977203j 0.00157533+0.00826956j 0.00141098-0.00332288j 0.000608276-0.0058329j -0.00259307-0.0011818j -0.000438577-0.00661028j -0.000975247-0.00152396j -0.00372708+0.00261704j -0.00286157-0.00370791j 0.00049162-0.000370438j 0.00386398+0.00513855j -7.49082e-05-0.00332361j 0.000508717+0.00227486j -0.00204087+0.000648673j -0.00444153-0.00257949j 0.00262556-0.00207657j 0.0028782+0.00174375j 0.00579669+0.00306344j 0.000720035+0.000432352j 0.00505168+0.0142434j -0.00257811-0.0118536j -0.00351351-0.00479338j -0.00942404-0.00510752j -0.00674219+0.00309412j -0.00362936+0.00479752j -0.00106865-0.000588902j 0.00320271+0.0104785j -0.00364469-0.000259897j 0.00138896-0.00199382j 0.00697843-0.0128605j 0.00375786-0.000672624j -0.00443761-0.000156969j -0.00442032-0.00141228j -0.00755609+0.00494178j -0.00681575-0.00110792j -0.00472705+0.000668597j 
0.000293898+0.0106178j -0.0145187+0.00759699j -0.0155643+0.0211926j -0.0208532+0.00898456j -0.00488178+0.00358561j 0.00081556+0.00508743j 0.023837-0.00932368j 0.00767786-0.00700064j -0.00837138+0.00869183j -0.0108292+0.000768282j 0.0119099-0.00928074j 0.00759409-0.00362364j 0.0216972-0.00276447j 0.0259397-0.00131481j 0.00678408+0.011738j -0.0163732-0.000422843j 0.00184127-0.0224141j -0.00321429+0.0173928j 0.0052347-0.00388852j 0.00276206-0.00264115j 0.00273105-0.000428975j -0.000857258-0.00410443j -0.00255495+0.00770036j -0.00365905+0.00491828j 0.00300601-0.003504j 0.00604648-0.00241803j 0.00431006+0.000971699j 0.00107023+0.00077151j -0.00258567+0.00405002j -0.00351188-0.00481981j -0.00296064+0.000394314j 0.0048657-0.00401799j -5.71508e-05+0.00592354j 0.00871589-0.00852333j -0.0159537+0.000737014j 0.0102286-0.00372705j 0.00799475+2.65097e-05j 0.00759894+0.00306241j 0.00312115-0.00538584j -0.000714812-0.00675092j -0.00621547+0.00316707j -0.0010536+0.0018965j 0.00470403+0.00340574j 0.00115003-0.000431826j -0.00291608-0.00385481j 0.00729493+0.00301497j 0.00185539-0.00802318j 0.00326798-0.00196791j 0.00723758+0.00174846j -0.000304641-0.00463774j 0.00137526+0.00474387j 0.000445308+0.000404376j 0.000458953+0.00367284j -0.000179333-0.00118745j 0.00422365+0.000461544j 0.00162084-0.0022683j -0.00219559+0.00694502j -0.000605217-0.00109328j 0.00399115+0.00715488j 0.00251505-0.00139093j -0.00179466-0.0016641j -0.00238729+0.00517478j 0.00561134+0.000974137j 0.00333455+0.000235769j 0.00251871-0.000630542j -0.00157195-0.00245538j -0.00294115-0.0034314j -0.00637765+0.000210862j -0.0019163-0.00111896j 0.000858268-0.00137372j 0.00229733-0.00340281j 0.00460213-0.00105236j 0.00901002-0.00280984j 0.00369894-0.00606062j 0.00240297-0.00305131j -0.00234375-0.00707846j -0.00216447-0.000604103j 0.00511814+0.00109885j -0.00247775-0.000850105j 0.000494722+0.00281606j 0.00378625+0.00543588j -0.00794983-0.00234481j 0.00105643+0.00409816j 0.0021305+0.0107559j -0.00125829+0.00716843j 0.00364862+0.00892972j 0.00526973+0.00547535j -0.00709756+9.90227e-06j -0.0124579-0.00112918j 0.0067896-0.0171904j 0.00379062-0.000159702j -0.0005558-0.00662011j 0.00448418+0.00424688j 0.00187423-0.00658726j 0.00131866-0.000312751j -0.00370239+0.00650947j -0.012753-0.00170599j 
-0.00283358+0.0087059j -0.012914-0.00185241j -0.0164466+0.000576045j -0.0109143-0.00800679j -0.00830296+0.00137942j -0.0103475-0.00238141j 0.0122768+0.0103639j -0.000231092-0.00310232j -0.00990118-0.00290777j -0.00971134-0.0121468j 0.00267719+0.0075169j 0.0063679-0.0114405j 0.0160923+0.0162537j -0.000171037+0.0259995j -0.0197725+0.00107551j -0.0159576-0.00663432j 0.0114407-0.0156791j -0.0109787+0.00226822j -0.00193153+0.00144932j 0.00817678+0.00406492j 0.00779986-0.000306354j 0.0016939-0.00121574j -0.00263245+0.0022281j 0.0030398+0.000335031j 0.00577986+0.00795866j 0.00889796+0.00690437j -0.00358235+0.00360681j 0.00145843+0.00150584j -0.000238712-0.016118j 0.00279014+0.00272258j 0.0126983-0.00200741j 0.00367539+0.00196261j 0.00101662-0.000860453j 0.000884904+0.0164795j 0.0125877-0.00993541j -0.00653662+0.0101081j -0.00788837-0.0017877j 0.00994224+0.00283161j 0.00425039-0.0105718j 0.00270395-0.00381725j -0.00392332-0.000243919j 0.00822976-0.00184626j -0.0020125-0.00858566j -0.00620582+0.00100917j -0.00407729+0.0026052j 0.00399989+0.00243938j 0.0023785-0.000601865j 0.00469856-0.0049195j -0.000191042-0.00196134j 0.00277938-0.00172972j 0.0021904+0.000372477j -0.00186019-0.00325777j -0.00149079+0.000321514j -0.00227451+0.00160502j 0.00727044+0.00174747j 0.0029708+0.00122446j 0.00232768+0.00110103j -0.00124988-0.00053312j 0.00372104+0.000186904j 0.00267755-0.00075606j -0.000299939-0.00289953j -0.00280095-0.00366756j 0.00591721+0.00381481j -0.000428727-0.00166009j -0.00226545-0.00100379j 0.00114822+0.00250273j -5.48874e-05+0.00201185j 0.000338849+0.00586941j 0.0024814+0.00506504j 0.00110105-0.00294905j -0.00270962-0.00313236j 0.000705728-0.00128747j -0.00329646-0.00190044j 0.000449262+0.0016584j -0.000669371+0.00113213j -0.00353386+0.00207967j -0.00224317-0.002727j 0.00127508+0.00254993j -0.00403199-0.000680079j -0.00163005-0.00516328j 0.00393954-0.0045388j 0.00346022-0.00798123j -0.00474289-0.00385262j 0.00176002-0.00336128j 0.00663362-0.00328488j -0.00207654-0.00180998j -0.0020729-0.00105527j -0.000944331-0.00521241j 0.00332597+0.00620781j -0.00989987-0.00380777j 0.00361223-0.0110104j 0.00579773-0.00298528j 0.00430242+0.0100875j -0.00249586+0.0101675j 0.0034519+0.00835648j 0.00104639+0.0107129j -0.00573397+0.00238288j 
0.0118809-0.010281j 0.0134146-0.00328416j 0.0200145-0.0152473j 0.0134624-0.00281358j 0.00296167-0.00463436j -0.00675788+0.000458033j -0.00604374+0.00406494j -0.00921728+0.00244066j 0.000883088-0.000982964j -0.00885236+0.00923146j -0.00314219-0.0087378j -0.0148946+0.0106568j 0.00632579+0.00330211j 0.00939827-0.0139359j 0.0156003-0.0160238j 0.00328036+0.0103534j -0.0148884+0.0176847j 0.00636133-0.0140794j -0.00781724+0.00028545j 0.0108041-0.00531601j 0.00533446+0.00442857j 0.00858887+0.00427772j -0.00448476+0.0043881j 0.00297633-0.000112492j 0.00848043-0.00477437j 0.00201488-0.00728562j -0.00694352+0.00279043j -0.00246681+6.95014e-06j 0.0068634-0.003743j -0.00359051-0.000976581j 0.0128839-0.0147764j 0.0024922-0.00684882j 0.0169792+0.0177207j 0.000231004-0.00348775j 0.00177775+0.00830441j 0.00387356+0.00573144j 0.0059554-0.0120007j 0.00628284-0.00268798j -0.00562038+0.00582407j -0.00219184+0.00699213j 0.00412842+0.00323568j 0.000622314+0.00179509j -0.00488867-0.00475273j -0.00455755+0.00302084j -0.0016373-0.000180844j -0.00293432-0.00125851j -0.000768261+0.0058466j -0.000870956-9.17133e-06j -0.00289428-0.000778787j 0.00251266-0.001974j 0.00251208-0.00399606j 0.00159075-0.00147977j -0.000441384-0.000636514j -0.000821517+0.00168835j -0.00234179+0.00298123j 0.0052071+0.000630019j -5.89164e-05+0.00137089j 0.0015208-0.000145364j -0.00158959-0.00453611j 0.00257084-5.99889e-05j 0.00152281+0.00152082j -0.00144839+0.00361408j -0.000245542-0.000178997j -0.000654926+0.000113253j -0.00482598+0.0051603j 0.00051271+0.00478559j -0.0022785+0.00086453j 0.00161322+0.000371765j 0.00334494-0.00221532j -0.000388476-0.000294192j -0.00416703+0.000367058j -0.00376908+0.00124685j -0.00197503-0.00537494j 0.00183197-0.00350778j 0.00235284-0.00197396j 0.00506762-0.0035012j -0.00173393-0.00460078j -0.00865699+9.98107e-05j 0.000763334+0.00369695j -0.00121122-0.00192605j 0.0023661-0.00710306j 0.00640972+0.00209473j 0.0084993-0.00258206j 0.0162277-0.0079457j 0.00282153-0.00355221j 0.00749641-0.000718268j 0.000336258-0.000791572j 0.00163749-0.00164358j 0.00539761+0.005375j -0.0140708-0.000857751j -0.00258652-0.00385422j -0.00701478+0.00240791j 0.000490098+0.00097277j -0.0071691-0.00269998j 0.00418574+0.00016272j 0.0139491+0.000816655j 0.00495372-0.00184673j 
0.0219747+0.00256658j 0.0126521+0.00923379j 0.0233037+0.00549323j 0.00953487+0.000747086j 0.00605631+0.00133398j -0.0100728+0.00664119j -0.00402727+0.00480974j -0.0159624+0.00440656j -0.000642688+0.00375987j -0.0180399-0.000646058j 0.00202885+0.00462244j -0.0266674-0.00516599j 0.0176865+0.00189701j 0.0273926+0.0215066j -0.00369913+0.0209086j -0.00800592+0.0177063j -0.0357048-0.00837975j 0.0100833-0.00123278j 0.00106106+0.00561757j 0.00911137-0.00434212j 0.00222199-0.00143737j 0.0101749+0.00760675j -0.000643036-0.00668753j 0.00174169-0.00292297j 0.0131013+0.00139485j 0.00055297-0.00731178j -0.000683627-0.00271545j -0.00336108-0.00160601j -0.00720649-0.000388286j 0.00180565+0.00221134j -0.00232101-0.00623903j 0.0025965+0.00494249j 0.0113937-0.0113661j 0.00759139-0.000293387j 0.000824064-0.00802419j 0.0107754+0.00696716j -0.00337142+0.00963476j -0.00102408-0.00591961j -0.0149269+0.0048758j -0.00527409+0.00100835j -0.00012795+0.00138722j -0.00421624+0.00195505j -0.0031599-0.00104391j 0.00169563-0.0017977j -0.00141834+8.69178e-05j -0.00258474-0.000999055j 0.00147599+0.00380907j -0.00502066-0.00122774j -0.000224724-0.00147414j 0.00351171+0.00198566j -0.000201798-0.00657279j 0.000814355-0.00114464j -0.00310176+0.000758717j 0.00439032+0.000943385j -0.00152098+0.00529709j 0.00171475+0.000278544j -0.00445251-0.00217802j 0.000782794-0.00208244j -0.000673396+0.00178216j -0.00111721+0.00101017j -0.00206942+0.00236826j -0.00605613+0.00112995j 0.00360891+0.00039804j -0.00133342+0.00203338j -0.0040292+0.000616944j -0.00054184-0.00339204j -0.00402424-0.00412286j 3.6204e-07-0.00223313j 0.00584679+0.000222516j -0.00214521-0.000415379j -1.02504e-05-0.000432793j 0.00249535-0.000220791j 0.00368048-0.00456487j 0.0103376+0.00727607j 0.00563099-0.000304901j 0.00385185+0.000266087j -0.00257019-0.00327756j -0.00195074+0.000227241j 0.00204028+0.00249449j -0.00741699-0.000796445j -0.0036031+0.00392729j -0.00763233-0.0153378j -0.00156956+0.00574758j 0.00368343-0.00770732j -0.000629318-0.0134025j 0.000532328+0.00609035j -0.00365117+0.00111854j 0.00513363-0.00673426j 0.00268289-0.00386908j -0.00189649+0.00595313j -0.00227876-0.00295791j -0.00211867-0.0128111j 0.00431866-0.00125502j -0.00871057+0.00358063j -0.00445731-0.000798668j 0.00510817-0.000607964j -0.00387382-0.00300671j 
0.0106661+0.0204386j 0.00453807-0.0015058j 0.0160813+0.0150122j 0.0115459+0.00219217j 0.00112564-0.00671007j -0.00795821-0.00674228j -0.00549535-8.14455e-05j -0.0077242-0.00989579j -0.00270978-0.00129413j -0.00112442-0.00521254j -0.0104885-0.0114739j -0.000891153+0.0150683j 0.0110799+0.0124133j -0.00353145-0.0130448j 0.00194483-0.0397285j -0.0131482-0.0249256j -0.00611642-0.017246j 0.0106883+0.0024122j -0.00776283-0.00201503j 0.0116115+0.00654599j 0.00323326+0.0154492j 0.00194042+0.0102479j 0.000155243+0.00275486j -0.00074883+0.00228143j 0.00153566+0.00998142j 0.00235883+0.000204153j -0.00171315+0.0020168j -0.00457789-0.00228109j 0.00756754+0.000281984j -0.00409402-0.00497663j -0.000594539-0.0123267j -0.00697514+0.0047737j 0.0202439+0.0140723j -0.0056064-0.0047639j 0.00883305+0.00755584j 0.00253651+0.00171846j -0.00434192-0.012826j 0.00954438+0.0100273j -0.00593684-0.00118222j -0.00315854-0.00403403j -0.00106489-0.000751475j -0.00153893+0.000607021j 0.000893456-0.000244645j -0.00308891-0.00156228j -0.00268755-0.00482995j -0.00352374+0.00119382j -0.00444362-0.00203762j -0.00089499-0.000522597j -0.00161805+0.000315984j 0.00232307-0.00215913j -0.00230955+0.000395535j 0.00139823+0.000586932j -0.00253062-0.00198585j 8.19875e-05-0.00198754j -0.000292631-0.000113773j 0.000736999+2.16206e-05j 0.00298131+0.00533801j 0.00417116+0.00272442j 0.000799915-0.000524665j 0.00160351+0.00324547j 0.00157772+0.00528317j -0.00203574+0.00673853j 0.000900537+0.00194803j 8.13075e-05+0.00242101j -0.000151847-0.000814878j -0.000770458+0.000274503j -0.00119061-0.00317502j -0.00317793-0.000567794j -0.00223937-0.00125261j 0.00387829+0.000616023j -0.00100295+0.00358972j 0.00285379+0.000599149j -0.000950279-0.0108131j 0.00110737-0.00633176j 0.000447883+8.65403e-05j -0.00576308-0.00620791j -0.00722983-0.00578425j -0.00541526-0.00264764j 0.00338298+0.00428257j -0.00262449-0.00318621j 0.000300572-0.00659972j 0.00533296+0.0031096j 0.00154756-0.00591516j 0.00186256+0.00182072j -0.0049838+0.00606762j 0.000731605-0.00588248j -0.00020673-0.00330511j -0.00395928+0.010195j 0.000738637-0.00321844j 0.00205325-0.00140267j -0.00263182-0.0054069j -0.00422466+0.00335461j -0.00154099+0.0102191j 0.000573096-0.00324916j -0.00248681-0.00591913j 0.00282819-0.00116583j -0.00156907-0.0083535j 
-0.00744159+0.00434052j 0.00158537+0.00124401j -0.00332207+0.00549828j 0.00894201-0.00519214j -0.00142573+0.0144877j -0.0140429+0.0140611j -0.00788725-0.00593497j -0.00720428+0.0151372j -0.000275628-0.00104143j -0.0132945+0.0148155j 0.00217443+0.007343j -0.0256519+0.01689j -0.00995517-0.00369177j -0.00131144+0.00111618j 0.00241293+0.00611908j 0.00977546-0.00616382j 0.00325326-0.00662631j 0.00105509+0.0024044j -0.00337605+0.00566449j -0.00242535+0.00601941j -0.0034254-0.0211588j -0.00328645-0.00845976j 0.00682635-0.0153596j 0.00408364-0.00890089j -0.00131118-0.00810299j -0.00987459+0.00672757j 0.00207647+0.00222679j 0.00525948+0.0116134j -0.00767041+0.00897452j 0.00352154+0.0104498j -0.0113257+0.0124547j -0.00125555+0.00241038j -0.00425911-0.00850544j -0.00476996+0.0130142j 0.00200361-0.00746847j -0.00235801+0.00253682j -0.0041697+0.010871j -0.00307571+0.00380733j -0.00191947-0.00345041j 0.00316759+0.00135032j 0.00185125-0.00128782j -0.00421341-0.00469269j 0.000358748-0.005162j 0.00283026-0.00496706j 0.000796556+0.00890963j -0.00321562-0.00850599j 0.00239498+0.00627013j -0.00104865+0.00330481j 0.00201444-0.000615143j -0.00015426+0.00804077j -0.000447623-0.00593669j -0.00207291+0.000543854j -0.000609316+0.0028634j 0.00153346-0.00412018j 0.00128486+0.00115851j 0.000495045-0.00290905j -0.000982324-0.00172517j -0.000637261+0.00156065j -0.00093802+0.000883923j -0.00142476+0.00253671j -0.00331391+0.00377185j -0.00205032+0.00263217j 0.00079042-0.00211013j -0.00159719+0.00147554j -0.00127065+0.00134879j 0.00269445+0.00488298j -0.00283458+0.00213029j -0.00145006-0.00742944j 0.00129121-0.00747944j 0.0026514-0.00266147j -0.00390089+0.00387464j -0.00422352+0.00765737j 0.00182668-0.0059207j 0.00895501-0.00419178j -0.000626781-0.000738468j -0.00156235-0.0104851j -0.0059333-0.00389j -0.000302094-0.00843044j 0.000786775-0.000966954j -0.00327711-0.000638978j 0.00627754+0.000233228j -0.00507354+0.00577551j 0.00835611-0.00701389j 0.0038526-0.00324895j -0.00673072+1.00401e-05j 0.00345244+0.00198325j 0.00199909-0.00406667j -0.00535249+0.00387898j 0.00394477-0.00444486j -0.00956616+0.0163135j -0.00710764+0.00144107j -0.00254499-0.00241428j -0.00959698+0.00265876j 0.00332446+0.00434311j 0.000189342+0.00331923j -0.00213855-0.00057399j 0.00498921+0.00422095j 
