0.00207478-0.00339639j 0.00570239-0.00100528j -0.00462356+0.00117869j -0.0232846+0.00694635j 0.0039686-0.00164142j -0.020748+0.00353484j -0.0155124+0.00123035j -0.020546+0.00292156j -0.00907711+0.00136435j 0.00210083+0.00153859j -0.0149576-0.001041j 0.0186418+0.000809142j -0.0169849-0.00356688j 0.015681+0.00957362j 0.00761682-0.00461869j 0.00185004+0.00059461j 0.000598021-0.00414848j -0.00354314-0.00913089j 0.00267775+0.00328524j 0.0066068+0.0183103j 0.0022846+0.00822399j -0.00144762-0.00708633j 0.00413873+0.0186046j 0.00265701+0.0112412j -0.000389225-0.00862608j 0.00096098-0.00177228j -0.000698426-0.00484005j 0.000295001+0.000377922j 0.00182335+0.0206426j -0.000101727-0.00965898j -0.00102251-0.0107532j -0.000918105-0.00383722j 0.00150127-0.0122239j -0.00260288+0.0167164j -0.0059752+0.0114442j -0.00724055+0.00753244j 0.00172726+0.00879798j -0.000966977-0.00758892j 0.00620097-0.00182546j -0.00322977-0.00344176j 0.00151724-0.00233182j -0.00400925-0.0013376j 0.00401906-0.00561292j 0.00602623-0.00321281j 0.00916089-0.00340851j 0.000772253+0.00478139j 0.00178338+0.00618616j -0.00429321+0.00333825j -0.0081743+0.00191294j 0.00654634+0.00659127j -0.00742062+0.00312572j -0.00376981-0.00231239j -0.00393341-0.00938174j 0.00167614-0.00180817j 0.00613566-0.0054984j -0.00176325-0.00630065j 0.000451699+0.00820459j -0.00173175+0.00811662j 0.00237889+0.00446517j -0.00159954+0.00061236j -0.00303675+0.00224098j -0.00323864+0.00267191j 0.00496379+0.00407493j -0.00464937-0.00148112j 0.000654577+0.00325649j 0.0068498+0.00991163j 0.0012544+0.00250352j 0.00242419-0.0030863j 0.00477841-0.00501571j -0.0044786+0.00858923j -0.00503666+0.0026635j 0.00328854-0.00583768j -0.00674964-0.0010811j -0.00476983+0.000100398j -0.000409849-0.00128164j -0.000917853+0.00545258j 0.00280943+0.00930041j 0.00225265-0.00747384j 0.002354+0.00737179j -8.89111e-05-0.000282277j 0.00689302-0.00251869j 0.000671058-0.00875703j 0.00727771-0.00292453j 0.0068481-0.000130763j 0.000294422+0.00567776j -0.0109184+0.00120622j 0.00645243+0.00233535j -0.00164912-0.00810622j -0.00342495-0.000322024j 0.0056567-7.2099e-05j -0.00345013+0.00116107j 0.003708-0.000269238j 0.00134253-0.00541124j -0.00681829-0.00145322j -0.00234773+0.00148807j 0.00332349+0.000520048j -0.00144006+0.00108786j 
0.00117693-0.00608836j 0.00489838-0.0110382j 0.00621657-0.0173019j -0.000689937-0.0128605j 0.0132663-0.00994468j 0.0202668-0.00419618j -0.0123546+0.0199163j 0.0128138-0.00162602j 0.00434886-0.007427j 0.0332701-0.00422339j -0.00260279+0.0055688j 0.0243404-0.00217452j -0.0193133+0.0119417j -0.0231387+0.0131582j -0.00876746-0.00342494j 0.00303704-0.00734195j 0.00316257+0.00655177j -0.000554553-0.00175114j 0.000228334+0.00319244j -0.000797113-0.0056534j -0.00966195+0.00771183j -0.00971222+0.00422924j -0.00258733+0.00554369j -0.00465294+0.00248027j -0.010458+0.00545072j 0.00856782-0.00203926j 0.000814723-0.00577312j -0.00450416-0.0129557j -0.00346491-0.00673597j -0.00101008-0.00499077j 0.0106646+0.00506057j -0.0117686-0.00538094j -0.00469164-0.0076557j 0.00723728-8.93293e-05j 0.00133713+0.003733j -0.00238837-0.00748952j -0.00465873+0.00263658j -0.00403988+5.39797e-05j 0.00330595+0.00168912j -0.000513976+0.00418502j -0.00452481-0.00474122j 0.000852493-0.0081697j 0.00230185+0.00732132j -0.0022436+0.0056156j 0.00339109-0.00514066j 5.87283e-05+0.00820932j 0.000297364+0.00586431j 0.00210434+0.00349955j 0.00079963+0.00525934j 0.00385684+0.0019598j -0.00178846+0.00384547j 0.00156813+0.00240983j 0.000650865-0.00310455j -0.00108365+0.00244793j -0.00248512+0.00650722j -0.00166672+0.0048615j -0.00489939-0.00480951j 0.000142784+0.0012759j 0.00101343+0.00145094j -0.00132289+0.0017609j 0.00472244+0.00130809j -0.0110143-0.00165551j -0.00307308+0.00363371j -0.00280818+0.000249656j -0.00289593-0.00301015j -0.000765183-0.00233424j 0.00673777-0.00141029j -0.00195117+0.000216907j 0.000245327+0.000193618j -0.00174813+0.00593379j -0.000770362-0.000915485j 0.00756655+0.00170109j 0.00577376-0.00238842j 0.00341652+0.00495255j -0.000460072+0.00209863j 0.00253346-0.000827408j 0.00369747-0.00951633j -0.00809747+3.49514e-05j -0.000399485+0.00032411j 0.00118378-0.00492545j 0.00715349-0.00514507j 0.00315779-0.000467869j -0.00277489-0.00258099j 0.000621483+0.00408729j -0.000148148+0.00146247j -0.0037649-0.00151581j -0.00919668+0.00020984j 0.00384183-0.00600004j 0.00640474-0.00434443j 0.0102636-0.00287243j 0.00664435-0.000404464j 0.00274808-0.00650118j -0.0107535+0.00536806j 0.00141917-0.00367331j 0.00106876-0.00062046j -0.00472677-0.00484429j 0.000418434-0.00119399j 
0.00971376-0.00867846j 0.0167083-0.0076557j 0.0265729-0.0169121j 0.0188637-0.00616609j 0.00728662-0.00999499j 0.00479405-0.00645539j -0.0210121+0.0140442j -0.00194677+0.00438673j 0.0066319-0.00753005j 0.00773424-0.00824806j -0.00151773+0.00501016j -0.00179549+0.00848657j -0.019112+0.0119856j -0.0104704+0.00421104j 0.00922262+0.00453428j 0.00927557+0.00898578j -0.0114473+0.0128675j 0.00586027-0.00821435j -0.00497181-0.000401439j 0.00991879-0.00505081j 0.002974+0.00725668j 0.00608007+0.00333293j -0.0125532+0.00381859j -0.00556168+0.00316735j 0.0113912-0.000888073j 0.00669266-0.00257402j 0.00208989+0.00316451j -0.000424217+0.00150256j 0.00964821-0.00614098j 0.00190281-0.00621301j 0.0053701-0.00840599j 0.0160536+0.00481109j -0.00518054-0.000861598j 0.00508052+0.00192873j -0.00279272-0.0102815j 0.00456542+0.00218711j 0.00596933+0.00297293j -0.00518942+0.00012252j 0.00154303+0.00221582j -0.00388342+0.00576498j 0.0039353-0.00153037j 0.00651336-0.00303342j -0.00105442-8.52297e-05j -0.00705355+0.011845j 0.00149138-0.00198746j -0.00336696+0.00522305j -0.00820566+0.00826498j -0.00163639-0.00250605j -0.0108087+0.0090921j -0.001309-0.00620953j -0.00326935+0.00249451j -0.00132873+0.000111167j 0.00207155-0.000423797j -0.00292232+0.00252771j -0.00179972+0.00278977j -0.0016154-0.000131475j 0.00572266-0.00292644j 0.000311395+0.00246381j -0.00256603-0.00433207j 0.00273311-0.00015056j 0.00125109+0.00111623j 0.00752349-0.00393011j -0.0030979-0.00112893j 0.00458413-0.000703062j 0.00104552+0.000864622j -0.00340185+0.0032556j -0.0024946+0.00300652j -0.0023223-0.00170836j -0.00485062+0.00370732j -0.000594687+0.00725385j 0.00325349-0.00380839j 0.00245896+0.0040351j -0.000988523+0.00498881j -1.69132e-05-0.00192472j 0.00117107+0.00151794j 0.00544304-0.00047541j 0.00546915+0.00514109j 0.00201663+0.00535536j 0.0118222+0.000267915j -0.000644798-0.00396003j -0.000843421-9.45671e-05j 0.00568208+0.00712072j 0.00407001-0.0004476j -0.00732453-0.00261501j -0.00401365+0.0016384j -0.00190485-0.00420138j 0.00150447-0.00206211j 0.0040634-0.00369556j -0.00476834+0.000484204j 0.00571804-0.00161475j -0.00414399+0.00574313j 0.000425322+0.00662046j -0.00689383-0.00601129j 0.0073742+0.00591077j -0.00255411-0.00230094j 0.013852+0.00390789j 0.00271267-0.00429982j 
0.0381872-0.0229492j -0.00176726-0.00634343j 0.0354205-0.0242667j -0.000931576-0.00918699j -0.00202964-0.00124198j 0.00394637+0.00942734j 0.0026518+0.0011354j 0.000291739+0.0110437j 0.00165281+0.00136572j -0.0106149+0.0200225j 0.00147851+0.0033897j 0.0281605+0.00394976j 0.0054589-0.0268778j -0.00296168-0.0233885j -0.000891161+0.00832723j -0.026737+0.0124124j -0.0242039+0.0295862j 0.0125861-0.0167322j -0.00100716+0.000210712j 0.00142175-0.00613212j 0.0109223+5.81219e-05j 0.00310364-0.00612666j -0.000810702+0.00322139j 0.00292237+0.0048793j 0.00328675-0.000430688j 0.00230922+0.00325979j 0.00108351-0.000242581j 0.00343923-0.00103268j 0.00626421-0.0083397j -0.00344657+0.0031896j -0.00575612+0.0170006j 0.0134292-0.00529222j -0.0135808+0.000739966j -0.00713872+0.00441399j -0.00815744+0.00562527j -0.0110545+0.000873413j 0.00209724+0.00426335j 0.00783777-0.00533472j -0.00104501+0.00399148j -0.00689393+0.00827066j -0.00343451+0.00312995j 0.00282781-0.000585417j -0.000117583-0.00106705j -0.00186698-0.00300859j -0.00407929+0.000975122j -0.00122443+0.00156361j -0.00296034+0.00171633j -0.00193069+0.00287892j 0.000160043-0.00483953j 0.0030594-0.00309779j -0.00071426+0.0016679j 0.00122615+0.00149837j -0.0015377+0.00203983j -0.00106476-0.00162133j 0.00326544+0.00176489j -0.00030447-0.00443635j -0.00204417+0.00346128j 0.0015805-0.00345718j -0.00156374+0.00178016j 0.00343326-0.00028512j 0.00831244+0.00267488j -0.00211639+0.00389581j 0.000243692-0.00430555j 0.00351611-0.00316408j -0.00279753-0.00158475j 0.00270552+0.00111046j -0.00174948+0.00120631j -0.00507645+0.00431244j 0.000398187+0.000235238j -4.55853e-05+0.000356508j -0.00121444+4.60606e-05j -0.000906323-0.00348937j -0.00539128-0.00203708j -0.00450637-0.00774882j 0.0043822-0.00260694j -0.00148678+0.00334179j 0.00276463+0.00578643j -0.00378989+0.00072416j 0.00034956-0.00368647j -0.00309423+0.00699449j 0.00243294+0.0031724j 0.00213832+0.00737993j 0.00162165-0.000645535j 0.00575057+0.00222449j -0.00205091+0.00620552j 0.00658871+0.00032056j -0.000236994+0.00198287j 0.00425619+0.000715818j -0.000955854+0.00660464j -0.00277792-0.00471849j 0.00311266+0.000863019j -0.00562181+0.00441216j 0.006859+0.000286602j 0.00353994-0.00222038j -0.00331071+0.008118j -0.0029677-0.00069391j -0.00472206+0.0104339j 
0.00112511+0.0142595j 0.00071854-0.00144385j 0.00147198+0.00897699j 0.00176058-0.011263j 0.00334871+0.010924j -0.00130416+0.0195451j -0.00561672+1.38116e-05j 0.00270959+0.0134276j -0.000197836+0.00239376j -0.00076485+0.0165887j -0.00317378+0.000298116j 0.00383057+0.0290731j 0.000225723+0.00258519j -0.00647963-0.00314063j -0.00490886-0.00759482j -0.00499158-0.0123446j 0.000975066-0.00954097j 0.00089724+0.000907406j -0.00205763+0.00117455j 0.00821501+0.00848395j -0.00973041-0.00946105j -0.00357137-0.00926773j -0.00612035-0.0083559j -0.00216189-0.00540766j -0.00660785-0.0063355j -0.00478311+0.0135744j 0.00277442+0.00114591j 0.0111517+0.00965562j 0.0125256+0.00333853j 0.00187937+0.0112077j -0.00603018+0.0090903j 0.000223945+0.000294922j 0.0128528-0.00874767j -0.00868482+0.00603685j 0.00630163+0.00699053j -0.000845912-0.00533878j -0.00250647-0.0106022j 0.0069534+0.00952937j 0.00169538-0.00324315j -0.00554399-0.00542175j -0.000717283-0.000779912j 0.00476869+0.00422064j 0.000274988-0.00653291j -0.00983506-0.00796352j 0.00472102+0.00813965j -0.00108026-0.000205609j 0.00132043+0.00243277j 0.000997101-0.00025788j 0.000177123+0.00259259j 0.00382357+0.00359015j -0.00307876-0.00545103j -0.000860799-0.00133367j 0.0045943+0.00509703j -0.00167827-0.00137341j -0.00365806+0.00226777j 8.73966e-05+0.00184674j -0.00248773-0.0058992j -0.0023073-0.0033804j -0.00146867-0.000609803j 0.00113718+0.00314473j -0.0018442-0.000493374j 0.00310063-0.00204445j -0.00237975+0.000565541j 0.00341622+0.00308898j -0.000897631+0.00312439j -0.00124528+0.00160274j -0.00230302+0.00141817j -0.00282659-0.00634837j 0.00125044-0.00251884j -0.00402717-0.00737885j 0.00480227-0.00131345j -0.00213278+0.00678409j 0.00202377+0.00560639j 0.00396062+0.00301075j 0.00033626+0.00121843j 0.00514957+0.00862374j 0.00908468+0.0097238j 0.00150915-0.0021987j -0.00385336+0.0012336j 0.00410214+0.00482054j -0.000812555+0.00970103j -0.000185798+0.00272589j -0.00111098+0.00275955j 0.00338858-0.00505003j 0.00505934-0.00829852j -0.0067492+0.00945851j -0.000893059+0.0029763j 0.00294925-0.00775671j -0.00149818+0.00125915j -0.00924054+0.00752204j 0.00768242+0.00202232j 0.00623645-0.00165825j 0.00195149-0.00349131j -0.00233349+0.00185902j -0.00530618+0.00252507j 0.00343501+0.00337608j -0.00517356-0.00358187j 
0.0100501-0.00137379j 0.00576383+0.00292047j 0.00536848+0.00433616j -0.0140477+0.000560074j 0.0176105-0.000602778j 0.0218687+0.0136537j 0.00642869+0.00131734j 0.0160638+0.00497183j 0.00110826+0.00490634j 0.0146213+0.0200854j 0.00867159-0.00411973j 0.00992685+0.00937278j 0.0157622-0.0147657j 0.0331184-0.00765908j 0.0124647+0.0139234j 0.000478783+0.00548427j -0.0173323+0.0110953j -0.0001368-0.000591692j 0.00863543-0.00264912j 0.00551774+0.000574458j -0.0188535+0.00730381j -0.00397648+0.00117933j -0.013455+0.00138944j -0.00664247-0.00345365j -0.00663051+0.00395149j 0.011026+0.00882171j -0.0047833-0.00326577j 0.0021583-0.0128146j 8.5785e-05-0.00662388j 0.0101985-0.0055432j 0.0230879+0.00267806j -0.00776908-0.00581406j -0.00482157-0.00111196j 0.0154026+0.00481739j 0.00143216-0.00495333j 0.00410087+0.00813776j 0.00350616+0.00287117j 0.0022806-0.00158255j -0.00529606+0.00185508j -0.00339861-0.000228945j 0.00400493+0.00457875j 0.000628064+0.000589678j -0.00891098-0.000572689j -0.00427906-0.00100897j 0.00548415-0.00227057j -0.0010721-0.00154071j -0.000456337-0.0102438j -0.00211151-0.00160228j -0.00219861-0.00712907j 0.00374098-0.00354935j -0.00515742+0.000723925j -0.000440145-0.000513598j 0.00687903+0.00275252j -0.00236881-0.003324j 0.00321253-0.00121909j 0.0013419-0.00234431j 0.000841225+0.00641727j -0.00235571-0.000562273j 0.00409739+0.000796843j 0.00092278-0.000950924j 0.0060006+6.26054e-05j -0.00230911+0.00429657j -0.00398536-0.00487953j -0.0010923-0.00589628j 0.00252621+0.000782861j 0.000101826-0.00130712j 0.00458749+0.00292691j -0.0013702+0.00518393j 3.31957e-05-0.00310716j -0.00217441+0.000682063j -0.00147193+0.00137012j 0.00106678-0.00653023j -0.00679325-0.0018171j -0.00859785-0.00338015j -0.00283236+0.00130448j -0.00260498+0.00984939j 0.00276078+0.00540739j -0.00265358+0.00497157j -0.00357661+0.00706226j 0.00375844+0.00589307j -0.00140688+0.00325254j -0.00272372+0.0058962j -0.00263683+0.00274681j -0.00133399-0.0119049j -0.00293326-0.00702171j 0.00533029+0.00171311j -0.00257338+0.00551592j -0.00676216-0.000321282j 0.00448574+0.00586145j 0.00519031+0.00709879j 0.00375755-0.00939782j -0.0118154+0.00351536j 0.0108755-0.00536946j -0.00079217+0.00175778j 0.00710499+0.0027636j 0.00684798-0.000663017j -0.00169383+0.00385499j 
0.00828488+0.021346j -0.0156301+0.00339223j -0.000514624+0.0261346j -0.0117299+0.00729786j -0.00427828-0.00140865j 0.00381709-0.00317309j 0.00589388-0.00369585j 0.00232399-0.00263507j -0.0014146+0.000798223j 0.0058558-0.0209507j -0.000958238+0.0102436j 0.0178136-0.00308989j -0.00842887-0.00102991j -0.013715+0.0104741j -0.0318158+0.0328437j -0.0290892-0.0029336j 0.00165278-0.0125017j 0.0072229+0.0108652j 0.00294023-0.00767041j 0.00447511+0.00279916j 0.00252867+0.0149487j 0.00217935+0.0054952j -0.00713048-0.00255565j -0.00671078+0.000981122j 0.000912755+0.00767978j 0.00387101-0.000461579j -0.0018929+0.00215264j -0.00469303+0.00251345j 0.0070105+0.0149466j -0.00145149-0.00778065j -0.00309101-0.0119248j -0.000864083+0.0196127j -0.00630067-0.00690181j 0.00139051-0.0121621j -0.00453176-0.00995403j -0.00215854-0.00600133j 0.00715534+0.00262157j 0.00932267+0.00517608j 0.0020035+0.00344184j -0.00307244-0.00914825j -0.0056863-0.000415997j -0.00284907+0.00532636j 0.00358722+0.00100035j 4.01014e-05-0.00123663j -0.00182836-0.00129378j 0.000604884+0.00113588j -0.0040278-0.00503047j 0.0014655-0.00250277j 1.3102e-05+0.00159876j 0.00216067-0.00100748j -0.00334117-0.00104117j -0.000464809-0.000577642j -1.25417e-05-0.00197537j -0.00338864-0.0011832j -0.00188982-0.00696026j 0.000785675+0.00440496j 0.00501858-0.00617218j 0.000727255-0.000176988j -0.00166463-0.00669558j 0.00413699+0.0047595j -0.000269508-0.00114936j 0.00704997+0.00170442j 0.00113147+0.0016738j 0.00224074+0.0060967j -0.00101363-0.00273163j -0.000293479-0.00154704j 0.00154514-0.00341902j 0.000126729-0.00176166j -0.00257025+0.0037318j 0.00204347-0.00398545j 0.00474287+0.000281611j -0.00108276-0.00198544j -0.00448365+0.00760707j -0.00259146+0.00769545j 0.0016223+0.00491836j -0.000904361+0.0144894j -0.000718574+0.00546512j 0.00186767-0.0012321j 0.000197838+0.00564445j 0.002531-0.00205541j -0.00742787-0.00428622j 0.00526458+0.000141202j -0.0108114+0.00469524j -0.00712535+0.00449707j 0.00477706-0.00713096j -0.00972875+0.0029337j -0.000132258+0.00454434j 0.00742102+0.000264816j -0.00321538-0.00915187j 0.00611849-0.00489093j -0.00156923+0.00405625j 0.0106532+0.000907033j 0.00784644-0.00253028j 0.00210877-0.00165027j -0.00101877-0.00789657j -0.00409667+0.00736799j 0.00138663-0.00457205j 
0.0134282+0.000986321j -0.0087635+0.00604479j 0.00962634-0.00691552j -0.00268325-0.00840676j 0.00157106+0.00853724j 0.000107625+0.00949025j -0.00480411+0.00501483j 0.000612077-0.00313685j -0.00155925+0.0057191j -0.00266977+0.00903456j -0.00635836-0.000819464j 0.0302022-0.017725j 0.00803242+0.00723689j -0.0240644+0.021578j -0.0242654-0.00885353j -0.0291469+0.00955649j -0.0088749-0.00876976j 0.00126684-0.00589073j 0.00326702+0.00545185j 0.00370063-0.00302275j 0.000700455-0.00442881j 0.00106848+0.00399117j -0.00159888+0.00314522j 0.00399693+0.00226361j 0.00186649-0.00568398j 0.00472884-0.00520074j 0.00676509-0.00863772j 0.0144679-0.00863305j 0.00192982-0.00883401j 0.00524541+0.000163763j -0.000269313+0.00331807j 0.00938464-0.0184623j 0.00604781+0.0136081j 0.00540888-0.00258658j -0.00473483+0.010916j 0.00507895+0.00583998j 0.00194559-0.00898663j 0.00624339-0.00499836j -0.00922549+0.00204698j 0.000856618-0.00220348j -0.000274001-0.000318864j -0.00214891+0.00581568j -0.00471277+0.00102j 0.00171964-0.00351673j -0.00366028-0.000126176j -0.00089078+0.00088104j 0.00148458+0.00147673j -0.00146256+3.81311e-05j 0.000833721+0.00174349j 0.000388979+0.00359454j 0.00385759-0.000527594j 0.00167885+0.00083943j 0.00406673+0.00080835j -0.00283186+0.000826409j 0.00507815-0.00522189j -0.00303459+0.00350913j 0.00471984-0.00723061j -0.00163802-0.00301174j 0.00357127+0.00122004j 9.86832e-05-0.00212392j 0.00242926+0.0015614j 0.00564758-0.00430603j 4.47289e-05-0.0010026j -0.00349327-0.0039268j -0.0045722-2.58338e-05j 0.010363-0.00192508j 0.00243776+0.00269881j 0.00244603+0.00566744j 0.000406943+0.00230136j 0.00199641-0.0032974j 0.00311772-0.000413369j -0.00101526-0.000725835j -0.00977457+0.00430838j -0.00877192+0.00110581j 0.0013378-0.00085171j -0.0024148+0.00515095j 0.0020464-9.10604e-05j 0.00451886-0.00613043j -0.0031673-0.00769329j -0.0018474+0.00366874j 0.00229883-0.000414845j 0.00966321-0.00230321j -0.0120804-0.00401595j -0.00460044+0.0104253j 0.0129538+0.0071588j -0.00142407-0.00346648j 0.00371505-0.00212442j 0.0122667-0.000696629j 0.0059358+0.00462986j 0.000891619+0.00021828j -0.00787685+0.00388951j 0.00840205-0.000490768j 0.00801655+0.00506134j -0.000104652-0.00689686j 0.00392653+0.00101721j -0.00304344-0.000821546j 0.00359164-0.00177744j 
0.00284775-0.00151833j 0.00532731-0.00726859j 0.00850878-0.00376691j 0.0179769-0.00296893j -0.00975562-0.00144159j -0.0257111-0.01212j -0.00513006+0.00469098j -0.0218362+0.00631998j -0.0021011-0.0136942j -0.0228263-0.00760397j -0.00398386+0.0131562j -0.0335589-0.00350653j -9.44021e-05-0.000458474j 0.00176028+0.00493256j -0.00970021+0.00162571j 0.00566005-0.00955292j -0.0042168+0.000313933j 0.000116916+0.00339045j -0.00793663+0.0010374j 0.00431832-0.00216922j 0.0113041+2.37983e-05j 0.00462173-0.00266958j 0.00566318+0.00572591j 0.00226992+2.52123e-05j 0.00567504-0.00190124j 0.00586875-0.00233549j -0.00299384+0.00113412j -0.0105445-0.00751248j -0.0128205-0.00767291j -0.00765463-0.0064044j 0.00487878-0.00242023j -0.00621025-0.013666j 0.00258307+0.0105725j 0.00235646+0.00237498j -0.00453758-0.00153483j 0.00545671+0.00499682j -3.78873e-05+0.000296492j -0.00288336+0.00294265j 0.00169166-0.00198151j -0.00179882+0.00423543j 0.00162169-0.0022122j 0.00837591-0.00753522j -0.00133994+0.00444987j -0.00663646-0.00166428j -0.000317179-0.00177714j -0.00445622+0.00261116j -0.0070113+0.00186261j -0.00196487+0.00373623j -0.00292775+0.00373006j -0.00548101-0.0007211j 0.00178804+0.000638584j -0.00450361+0.00142272j -0.00625987-0.000329222j 2.48208e-05+0.00143858j -0.00128767+0.00720033j -0.0014572-0.00158405j 0.00194244-0.000945405j 0.00121423-0.00140729j 0.00134449-0.00100643j -0.00631255+0.000661448j 0.00489484+0.00345507j -0.00792084-0.000419984j -0.00243658+0.00361395j -0.0038079+0.0008993j 0.00723211+0.00374335j -0.00374468+0.00559371j 0.00119163-0.00224423j 0.00217063-0.00465378j 0.00235772+0.00105752j 0.00263918-0.00134323j -0.00619866+0.00160307j -0.00724658-0.0138687j -0.00593434-0.000705612j -0.00907757+0.000391529j -0.00621134+0.00505801j -0.00773132+0.00589083j -0.000776413+0.00318953j -0.00632296+0.00132024j -0.000100134-0.00773586j 0.00311087+0.00478022j 0.00157799+0.00459534j -0.00531436+0.00170717j 0.00492312-0.000358251j 0.00614947+0.00482303j -0.00261024-0.00393927j -0.00473779-0.00404328j -0.0123633+0.00359747j 0.0057518+0.00637104j 0.00762095+0.00507736j -0.00173711-0.00465471j 0.00296961+0.00153925j -0.00292571+0.00438285j -0.0053425+0.000826356j 0.00547846+0.000654731j 0.00190849+0.00594025j 0.00216255+0.000552059j -0.000818131+4.46825e-05j 
0.0142798-0.000536008j -0.0125752+0.000137136j 0.0193817-0.00264912j 0.00181788+0.000319725j 0.000466756+0.000613399j 0.000432432-0.00850427j -0.00636098+0.00194912j 0.00600156+0.00569824j -0.0102936-0.0157254j 0.00978231+0.00255753j 0.0125133+0.0132422j 0.0153966-0.00293617j -0.024412+0.00999357j -0.0263639+0.0108725j 0.0163208+0.00505921j -0.0229734+0.000836733j 0.00824081-0.000933505j 0.00994703-0.00480573j -0.00512226+0.00180117j 0.00330121-0.00121116j 0.0097039+0.00680916j 0.000365489+0.00384881j 0.00443488-0.00274201j -0.00258916-0.0022307j -0.0065469+0.00353572j 0.00886943+0.00106178j -0.00545252+0.00308225j -0.0204151-0.00773672j -0.00197979+0.00121862j -0.0138406-0.00443244j 0.00504465+0.00245421j -0.0180081-0.00438043j 0.0067707+0.00583846j -0.00471359+0.000967806j 0.00669501+0.005865j -0.00468715+0.00352183j -0.00144503-0.00342292j 0.00536645+1.62082e-05j -0.00304021+0.000811573j 0.00130575+0.000522445j -0.00371865+0.00216734j -0.00651026-0.000360958j 0.00461294-0.00273712j 0.00605752-0.00042j -0.00733192+0.00272126j -0.000842756-0.00248233j 0.00124072+0.0025827j -0.0022373-0.00223577j 0.00722785-0.00069293j 0.00279095-0.00221091j -0.00246629-0.00625978j 0.00367407-0.00107049j 0.000554577-0.00168218j -0.00120909+0.00121727j 0.000839351+0.00093836j 0.00112449-0.00440844j -0.00106854-0.0032673j -0.00500685-0.000752997j -0.00414714-0.00454521j 0.00350572+0.00383454j 0.0114903-0.00197216j -0.00358004+0.00839735j 0.000810935-0.000384624j -0.00171805+0.00334691j -0.00216528-0.00429658j 0.00257012+0.00119841j 0.0081802-0.000782451j -0.0016959+0.000944394j 0.00196494-0.00330504j 0.00336756+0.000492367j 0.00177698-0.000672618j -0.00269131+0.00238504j -0.00370978+0.00203502j 0.00229475+0.000990372j 0.0086449+0.0023007j 0.0114107+0.000808147j 0.000476444+0.00690412j 0.00379347-0.000732577j 0.00399271-0.00299955j 0.00477332-0.00115504j 0.00400899+0.00488603j 0.0011067-0.00197619j -0.00427574-0.00232223j -0.000391917-0.011845j -0.00862918-0.00851391j -0.000187963+0.00348409j 0.00226273+0.00528893j -0.00267472-0.00412121j 0.0113826+0.00102927j -0.00386994+0.00748022j -0.00755406-0.0012654j 0.00217014-0.000336028j 0.000735378+0.00146438j -0.0031729-0.00265826j -0.00109718-0.00490267j -0.00136209-0.00367493j 0.00235232-0.0056718j 
0.0180179-0.011568j -0.0050914+0.0129568j 0.01094-0.00858241j 0.000506319-0.00154722j 0.00109304+0.0117944j -0.0159472+0.0142808j -0.00251528-0.00572793j -0.0117444+0.012338j -0.00946973+0.00335103j -0.00992271+0.0254049j 0.00431327+0.0050935j -0.0114437-0.013473j 0.0053299-0.0103745j -0.00462178+0.0176419j -0.0307854+0.00200773j -0.0212661+0.0301948j -0.0144023-0.000399899j -0.00151623-0.00327968j 0.00102597-0.00175304j 0.00519485+0.00106694j 0.00504142-0.00601801j 0.00478656-0.00443208j -0.00406131-0.00374403j -0.000890865-0.00378197j 0.00112097-0.00101065j 0.0028279+0.00588731j -0.00189651+0.00238948j -0.00897621-6.08639e-05j 0.00124845+0.000323701j -0.0017832-0.000446688j 0.00830065+0.00906778j -0.0103567-0.00595379j 0.0126065+0.00987999j 0.000314152+0.00663831j 0.00844406+0.00453674j 0.0010609+0.00785496j -0.00166083-0.00399461j -0.00235206-3.673e-05j 0.000108763-0.000104923j -0.00632944-0.000911868j -0.00467192+0.0087001j 0.00564204+0.000461251j -0.00149351-0.00247933j -0.00500231+4.01721e-05j 0.00641277-0.000943013j -0.00416588+0.00366332j -0.00094409-0.00194886j -0.000414795-0.00266707j -0.00312925-0.00257107j -0.000869649-0.00291953j -0.00360359+0.00306325j -0.00162348-3.37319e-05j -0.00823492+0.00717335j 0.00164692+0.00218387j -0.00564878+8.69343e-05j -0.00258329-0.00220555j -0.00221979+0.00304363j 0.00407109+0.00371301j -0.00107825-0.00197021j 0.000517231-0.00295843j 0.00585268-0.00146226j -0.00350615-0.00222552j 0.000928578-0.00640681j 0.00499881+9.90729e-05j 0.00994908+0.00257475j -0.0047412-0.00667166j -0.00204256-0.00255285j 0.00133872-0.000798423j -0.00127809+0.00589731j -0.0062779+0.0019001j -0.000171078-0.00437922j 0.00332327+0.00921434j 0.00279717+0.00490783j -0.00559743+0.000495582j -0.000912487-0.00527916j -0.00880281-0.00550241j -0.00477557+0.00211185j -0.00597596-0.00664894j 0.00109914+0.00526815j -0.00341425-0.00199079j -0.00736424-0.00854264j -0.0111955-0.00908928j -0.0032168+0.013211j -0.000727348+0.00623243j -0.00988636+0.00442025j -0.00670942-0.00282043j -0.00533357-0.0118035j 0.0021246-0.000729786j -0.00482884-0.00430898j 0.0119748-0.00267192j 0.00473707+0.00595621j -0.000269704-0.0036399j 0.00724872-0.00612903j 0.00978642-0.00477493j -0.00385138-0.00322842j -0.00159281+0.00801573j -0.00616338-0.00304782j 
