2.05797e-05+0.00933362j -0.0188495+0.00719448j 0.013533-0.00387371j -0.00149889-0.00699938j -0.000206935-0.00101308j 0.00060754-0.000495654j -0.00773408+0.00011539j 0.00611368-0.000611537j 0.00134428+0.000462171j 0.00120471-0.00111481j 0.00120215-0.00228386j -0.00895758-0.000762243j -0.0102983+0.00679169j 0.00592832-0.00162118j -0.000317098+0.0012899j 0.00609027-0.00741575j 0.00523-0.00360498j -0.00119109+0.00277299j 0.00085926-0.00329525j 0.00115642+0.00461906j -6.49277e-05+0.00229349j 0.00865538-0.00344278j -0.00248939+0.00208851j 0.00324995+0.000301071j 0.00272154-0.00184433j -0.00842779+0.00642361j -0.000193615+0.000999877j 0.00288363-0.000694446j 0.00798615-0.00179232j 0.000371562-0.00239749j -0.00109739+0.000661249j 0.00932475+0.000225637j -0.00173897-0.00152178j -0.00662185+0.00269776j -0.0042504-0.00255189j -0.00776452+0.00335669j 0.00682277+0.00651726j -0.00130812-0.00220225j -0.000104104+0.000264414j -0.00399805+0.000832755j -0.00498818-0.00412814j -0.00673311-0.00368777j -0.00193223-0.000157217j -0.0102244+1.18875e-05j 0.00371954-0.00262219j 0.000432593+0.00205287j 0.00451217+0.00365648j 0.000270771+0.00435461j 0.00145665-0.00197292j -0.0004929-0.00238523j -0.00205716+0.00432847j 0.00203056+0.00427593j -0.0110812-0.00415924j 0.00133784-0.0108152j -0.0062012-0.018612j -0.0173062-0.00438237j 
-0.00223796+0.00218686j -0.00452589+0.00224284j 0.00061366+0.00159659j 0.00553933-0.0048471j 0.00330802-0.00445842j -0.00118446+0.000734617j 0.00276813-0.000728049j -0.005185+0.00604469j -0.00261618+0.00286312j -0.00434414+0.000646304j -0.000190854+2.28061e-05j 0.000996246+0.00344309j 0.00393036-0.00415659j -0.000206158-0.00183072j -0.00133262+0.000212946j -0.00406521+0.00316101j 0.000596753+0.00071935j -0.000294515+0.00123616j -0.00137059+0.00432612j -0.00243654+0.000188317j 0.00279993-0.00326815j 0.00307475-0.0018343j 0.000503577+0.00139457j 0.000640005+0.00240437j 9.70499e-05+0.0029337j 0.00510872-0.00498786j -0.00272698+0.00768874j -0.000939606-0.00186895j -0.00291572-4.49092e-05j 0.000812701-0.00336007j -0.00109184-0.000828747j -0.00163874-0.000961595j 0.0065887-0.00694614j -0.000914713-0.00161103j -0.00221442-0.000603892j -0.000118712+0.00377134j 0.00398204-0.00546379j -6.46217e-05+0.000526014j 0.00753232+0.00430121j -0.000433285+0.00482327j -0.000805541+0.00851589j 0.00193092+0.00346146j 0.00665389-0.00221017j -0.00039039+0.00366822j 0.00869072+0.00322975j -0.0115123+0.00437903j 0.00183603-0.000630692j 0.00738939+0.00232911j -0.00232009-0.00215766j 0.000378432+0.00220763j -0.0100204-0.00266807j -0.00425867+0.00609857j -0.00965863-0.00575905j -0.000868007-0.00185484j -3.40735e-05-0.00075158j 0.000318678+0.0035899j 
0.00254684+0.00191789j 0.000107071+0.0011962j -0.000805167-0.00015595j 0.00367869-0.00320894j 0.00137105+0.000975119j -0.00117832+0.000515501j -0.0039468-0.00190383j 0.00105124+0.000845403j 0.00235853+0.000753424j -0.00285246+0.00212745j 0.00327647+0.00342909j 0.0016579-0.00227976j -0.00288407-0.000557212j -0.00432687+0.0010886j -0.00281951-0.000621136j -0.000755694+0.000529547j -0.000958885-0.0029139j -0.000558134+0.00187861j -0.00111464-0.00251171j -0.000309381-0.00294303j -0.00455926+0.00051801j 0.00296252-0.00146276j 0.00318954-0.00128196j -0.00271654-0.000948289j 0.00117804-0.000362836j 0.00185371+0.000470326j 0.00342739-0.00297271j 0.00137094+0.0006912j -0.000411919-0.00379666j -0.00182701+0.00372063j -0.00715504+0.00426633j 0.00343738-0.00265158j 0.00263026-0.00398069j 0.00422609-0.00378903j -0.00737443-0.00434039j 0.00110474+0.000204316j -0.00546742-0.010634j 0.00712743+0.00595715j 9.35484e-05-0.0126084j 0.00489083+0.00367281j -0.00582347-0.0184073j 0.00480421-0.0138636j 0.00562335+0.00147236j 0.00349338-0.00360867j 0.00605775-0.0035714j 0.00562769-0.00523813j -0.000920956-0.000227684j -0.00158675-0.00512413j 0.00301763-0.0113224j 0.00742006+0.00662866j 0.00379692-0.00104542j 0.0118492-0.00101579j 0.00074564+0.00470228j -0.00443476-0.00477354j -0.000866953+0.00152194j 0.00404417-0.00346328j 
-0.000462342+0.00202919j -0.001764+0.000476594j 0.000757506+0.00420126j 0.00332743-0.00417175j 0.00189142-0.00451605j 0.000457971+0.00346576j 0.000983908-0.000992364j -0.00164461+0.00781781j -0.00149744+0.00587838j -0.000205955+0.00558656j 0.000933521-0.00392469j 0.00114572-0.00265848j 0.00288001-0.00300005j -0.00376892-0.000485385j -0.00130849+0.00385543j -0.000368778-0.000490092j -0.000825838-0.00225931j 0.00306134+0.00723923j -0.00259214-0.0014653j -0.000820057+0.00115895j 0.000702225-0.0054135j 0.00499677+0.00245042j 0.00179964+0.0040882j -0.00505762-0.00190783j -0.000945055+0.0028334j 0.0030237-0.00131449j 3.90321e-05+0.00354901j 0.00127159+0.000746879j -0.00129324+0.00330746j 0.000865523+0.000585537j -0.00473838-0.00314204j -0.000605389+0.00250404j 0.000543876-0.00369941j 0.00116743-0.000668656j -0.00673211-0.0126298j -0.00184367+5.72536e-05j -0.00379525+0.00147208j 0.00461333+0.00615134j 0.000944527+0.00645679j 0.00411371-0.000941738j 0.00288923-0.000344151j 0.00643684+0.00393032j 0.00463547+0.00520354j -0.00287472+0.00268993j -0.00343929+0.000464002j -0.00269682+0.00399966j 0.00391541-0.00691341j 0.00476337-0.00592356j -0.00548188-0.00204625j -0.00369687+0.00959758j -0.0074739-0.0014726j -0.000514514-0.000172885j -0.0117054+0.00253123j -0.00137798-0.00287065j -0.0021521+0.0030316j 0.0020806+0.000343507j 
-4.79461e-06-0.00374876j 0.00350113-0.00137698j -0.00196522-0.00161465j -0.0024836+0.0041051j 0.0020861+0.00064836j -0.00181974+0.00280696j -0.00257319+0.00326699j 0.00232775-0.00745138j -0.000504184-0.00261387j 0.00281816+0.00091452j 0.000595449-0.00349304j -0.000340817-0.00036028j -0.00323489+0.00852878j 0.000268415+0.000435717j 0.00160169+0.0015803j -0.000145545-0.0052187j -0.000508619-0.00347714j -0.00193337+0.0023716j -0.000822089-0.00391389j -0.00140715-0.00358155j -0.00343999+0.00153656j -0.000712692+0.00382745j -1.27777e-06+0.00319577j -0.00593032-0.000264898j -0.000142221-8.33695e-06j 0.00281715+0.00489854j -0.00405195-0.00314807j -0.000797628+0.00131011j -0.00344167-0.00643584j 0.00704989+0.00172891j -0.00505248+0.00123797j 0.000256339-0.00646096j 0.0124029+0.00458823j 0.00559427-0.00570527j 0.00435305-0.00176144j -0.00111961-0.00358636j 0.00183316+0.00367745j -0.00167963+0.00012576j 0.000181171+0.0107005j 0.0040132-0.00181323j -0.0129057-0.00478414j -0.00468679+0.0046079j 0.00687732+0.0042422j -0.00352217-0.00727657j -0.0034376+0.00700934j 0.00177793-0.0088757j -0.00449494-0.0039903j -0.00529904+0.00747578j 0.00309569+0.00370755j -0.00812694-0.00236815j -0.00283992-0.0051259j 0.00605836+0.00575409j 0.00569954-0.000143238j 0.000777877+0.000284221j 0.00114188-0.00459105j -0.00364897+0.000690858j 
-0.00106214-0.00179662j 0.00109467-0.00417831j 0.00172548+0.000338744j 0.000813694+0.00544j -0.00212776+0.00336699j 0.00577001-0.00363924j 0.000583117+0.00345847j 0.00143002-0.000332959j 0.0010498-0.00112969j 0.00447338-0.00547462j -0.00475945-0.00112811j -0.00259671+0.00683198j 0.00329009-0.00166395j 0.000259959-0.00489872j 0.000640179-0.00266036j -0.000892255-0.00108452j 0.000617756-0.000463403j 0.00292535-0.00222335j -0.00116371+0.00295632j 0.00271302-2.8333e-05j 0.00413834-0.00364179j 0.00433359-0.00164464j 0.00306953+0.00112991j 0.00422928-0.00247304j -0.00356692+0.00197018j -0.00024622+0.00382116j -0.00100867+0.00668666j 0.00639648-0.00770672j 0.00655564-0.00420077j 0.00087218-0.00784124j 0.0022258-0.00239166j 0.00632245+0.00406629j -0.00176855-0.00197904j 0.000525788+0.000227985j -0.0074265-0.000375501j -0.000733628-0.000900957j 0.00577542+0.00692575j 0.000685708-1.53685e-05j -0.000444938+0.00295884j -0.0035672-0.00258936j -0.00771242+0.00841826j -0.0036245+7.28011e-05j -0.00241708+0.00799564j 0.00458107-0.00490079j -0.0165808+0.000666034j -0.01113+0.00132185j -0.0176811-0.000684784j -0.00975435+0.00101409j -0.00890195-8.26126e-05j -0.00776943-0.000438509j -0.00739967-0.00498922j -0.0151539+0.00540813j 0.00540771+0.00390338j 0.00801795+0.00615223j -0.00356049+0.00236583j -0.00174404+0.00745465j 
-0.00116308-0.00111489j -0.00245675+0.000664537j 0.00169176-0.0020581j 0.000403399+0.00125776j -0.00324025+0.00384268j 0.00638-0.00256601j 0.000848531-0.000300451j -0.000921131-0.00461001j 0.00345162-0.00348504j 0.00151653-0.00336936j -0.00370385+0.00319485j -0.00424768+0.00254947j 0.00470909+0.00354818j 0.00111168+0.00243097j 0.00243811-0.00172945j -0.00331252+0.000318713j -0.00256237+0.00246088j 0.00707138-0.00401453j -0.00441364+0.00238601j 0.0006809-0.00166675j 0.00143904+0.00583518j 0.00540569+0.000817086j 0.00244175-7.30269e-05j 0.00528027+0.00300715j 0.00483326-0.00492048j 0.0028488+0.000406396j 0.00236573-0.00457596j 0.00136835+0.000357702j 0.00379325+0.000285876j 0.00235552-0.00227104j -0.000677024+0.00502473j 0.00646279+0.000680048j -0.00749208+5.35335e-05j -0.00620585-0.00166924j -0.00802533+0.00388211j 0.000749956-0.000400177j 0.00454811+0.00621156j 0.00341427+0.000194088j 0.00107485-0.00537928j -0.0010967-0.0105768j 0.0118995+0.00268151j 0.00176416-0.00266488j -0.00521359-0.00595791j 0.00438575+0.00147953j 0.00497989+0.0108446j 0.0115362+7.48604e-05j -0.000410205-0.000143297j -0.00499186+0.00181774j 0.00529168+0.000739426j 0.0113694+0.00475074j 0.0135264+0.010224j 0.00201068-0.00819308j 0.00773968-0.00125223j -0.00232103-0.00146094j 0.00476755-0.00258424j -0.00205333-0.00375361j 
-0.000286141-0.00110762j 0.00046712+0.0044603j -0.00150066-0.00203232j 0.00390922-0.000322574j 0.00123035+0.00160765j 0.00171478+0.00378948j -0.000650571+0.00256211j -0.00148991-0.00156551j 0.00288918+0.00134395j -0.000586852+0.00407622j 0.000853379-0.00164536j 5.63244e-05-0.000577916j 0.000985927+0.00248578j -0.00165943+0.00426501j -0.000916045+0.00287871j -0.000642146+0.00208661j -0.00262882+8.37813e-05j 2.61726e-05-0.0011781j -0.00147579+0.00252029j -0.00317091+3.86844e-05j -0.000846126-2.68111e-06j 0.000888158-0.00112775j 0.00243974+0.00179826j -0.00152381+0.00104667j -0.000645907+0.000211989j -0.00034343-0.00255235j 0.00122187+0.00374008j 0.000200554-7.77674e-05j -0.00122357+0.00376983j -0.00576489+0.000797451j -0.000576601+0.000657282j -0.00403859-0.00157951j -0.000667965+0.00145079j -0.00608045-0.00334982j -0.00489124+0.00469969j 0.00363524+0.00468191j -0.00490074+0.00144966j 0.00484539-0.000516809j -0.0026606-0.00166066j 0.005086+0.00144544j -0.0092603-0.000320583j -0.00172711+0.0004713j 0.00507317+0.000442751j -0.00558735+0.00172766j -0.00364273-0.00184713j 0.00962331+0.00517504j -0.00725715-0.0119465j -0.00592926-0.00270703j -0.01022-0.00435228j -0.00489418-0.00611397j -0.00852566+0.0119392j 0.0119109+0.0126173j 0.00402428+0.0108177j -0.00358759+0.000817822j -0.000542409-0.0124215j -0.00240846+0.00600182j 
0.00195811+0.00309122j 0.00153924-0.000328627j -0.00123658-0.00122659j -0.000847102-0.00124747j 0.00130245+0.00253211j 0.00139788-0.00116115j -0.000148834-0.00290052j -0.00115834-0.000171233j 0.000226538+0.00140249j 0.00112013+0.000866888j -0.00119176+0.000340843j -0.00145258-0.00122733j 0.00149606-0.000457052j 0.0023936+0.000688474j 0.00014931+0.00130316j -0.000214981-0.00154212j -0.000642605-0.00148131j -0.00158803-0.000472582j 0.000963946+0.000801555j 0.0010439+0.00300771j -0.000604721-0.00518141j -0.000288434+0.00244674j 0.000776822+0.00206706j 0.00371784-0.00074824j -0.000502247+0.000372828j -0.000906277+0.00152138j -0.00260787+0.000252645j -0.00034353-0.00444907j 0.00238995-0.000662834j 0.00285059-0.00175073j 0.000521885-0.00191869j 0.00196671-0.000361569j 0.000569614+0.00217045j 0.00090646+0.00109015j 0.00345492+0.000151157j 0.000845003-0.00174787j -0.00244837-0.00282894j -0.00343102-0.00419311j -0.00640125+0.00183321j 0.00231688+0.00180285j -0.00167429+0.00471609j -0.00221648+0.0031598j -0.00320895+0.00511982j 0.00171535+5.37654e-05j -0.000606601+0.00449169j 0.00195766+0.0133888j -0.000528545-0.000514053j -0.0118182-0.00973851j -0.00635694+0.00640284j -0.0104647+0.00597008j 0.0100102+0.0185921j 0.0010336-0.00177304j -0.000744451+0.00372528j 0.00130752-0.00963666j -7.11905e-05-0.0075798j -0.00243766-0.00944822j 
0.00210191-0.000137416j -0.000767213+0.000108665j 0.000469246+0.00117627j -0.0016975-0.000995571j -0.00170602+0.000652607j -0.000463066+0.000456367j -0.000868803-0.000489748j -0.00013694+0.00177815j -0.0019093+0.000293785j 3.77001e-05+0.00112135j 0.00135425-0.000286673j 0.000377958+0.000374643j -0.00112789-0.000551143j -0.00214201-0.000582364j -0.00329973+0.00108253j 0.00248601+0.00150596j 2.05092e-05-0.00186704j -0.00012848+0.00187412j 0.0016822-0.00058729j 0.00075369+0.000723312j 0.00163406-0.00157122j -0.00376443+0.000849149j -0.00236608-0.000460926j 0.00433435-0.0019851j 0.00276449-0.000679047j -0.00228729-0.000641855j 0.00384389+0.000354584j -0.00208487+0.000812246j 0.00122306-0.000619036j 0.00357792-0.0023641j 0.00230007-0.000334198j 0.00182702-0.000352706j -0.00880576-0.00449342j -0.00161938-0.000718598j 0.00760253-0.000300826j 0.000935927-0.00301891j -0.0077183+0.00292333j -0.0035275-0.00199122j -0.00908221-0.00265327j 0.00800009-0.00449468j 0.00385905+0.0120291j -0.00671215+0.00316434j -0.0073346-0.00347378j 0.00273758-0.00178424j -0.00878717-0.00764217j 0.0020486+0.00909317j 0.00272304+0.00291781j -0.00431788+0.000681841j -0.00686082+0.00202384j -0.00407879-0.00188442j 0.00357475+0.00369087j -0.00351721-0.00289389j -0.00216085+0.00146642j -0.000133229-0.000139345j -0.000498923+0.00108165j -0.00217669-0.00162204j 
-0.000227962-0.00103554j -0.00172816+0.0022474j 0.000709639+0.00173885j 0.00113278-0.000286938j -0.00111447-0.00111497j -0.000981552+0.00376246j 0.00249461-0.000672792j -0.00199385+0.00237461j -0.00159207+0.00135319j -0.00051332+0.00426347j 0.0027638-0.00157685j 0.0024151-0.000420617j -0.000626282+0.000743658j -0.00256703-0.00104791j -0.00120636+0.00171754j 0.00261289+0.00174858j 0.0013123-0.00211448j -0.00026287+0.00162721j 0.00282654-0.00235861j 0.00171282-0.000619992j 0.00171905+0.000673781j -0.00599538+6.68805e-05j -0.00401303+0.000307466j 0.0020213-0.00127516j 0.0020812-0.000859409j -0.00291069-0.00194898j 0.00660162-0.000112395j -0.000734792+0.00608815j 9.52559e-05+0.000881384j -0.000860771+0.00238974j 0.00149489+0.000931237j 0.00219921-0.000313455j -0.0068002-0.00553113j -0.00174725-0.00243945j 0.00878707+0.000415888j 0.00197712-0.0011338j -0.0100252-0.000523337j -0.00242972+0.00296616j -0.00611748-0.00898326j 0.0086122-0.00311391j 0.00850494+0.00346416j -0.00787904+0.000140325j -0.00668457-0.0116908j 0.000444056-0.000784692j -0.00668195-0.0173738j 0.00599557+0.00499662j 0.00134308-0.00439068j 0.0050113-0.00134174j 0.00157899-0.0058589j -0.00301008-0.00969882j -0.0039531+0.00206385j 0.00610531+0.00456235j -0.00206733+0.00400831j -0.00273358+0.00479903j 0.000379514-0.000144902j 0.00133072+0.0050473j 
-0.00136443-0.00150466j -0.000516678+0.00164166j 0.00141061+0.001185j 8.90381e-05-0.00259782j 0.00181133-0.0035447j -0.00091698+0.00420248j -0.00307939+0.00257506j 0.00195178-0.00116848j 0.000988411-0.00179204j 0.001267+0.00025346j -0.000153729-0.00235418j 0.00097156-0.00263476j -0.000482176+0.00203815j -0.00101533+0.00279471j 0.000966614+0.00210927j -0.0021247+0.00356198j -0.00699221+0.00108928j 0.00458856-0.00207557j -0.00504013+0.000884529j -0.00627003-0.00143583j -0.00455746+0.00539987j 0.000139786-0.00281567j 0.00426174-0.000894025j -0.00553544+0.00681848j 0.00130185-0.00160229j 0.00348495-0.00514879j -0.00152283-0.00344634j 0.00224077+0.00267549j -0.00797398+0.00118627j 0.00435646-0.00392943j 0.00306519+0.0115943j -0.00873994-0.0113976j 0.00111798-0.0021883j -0.0070439-0.00632001j -0.00437862+0.00813071j -0.00797676+0.000694643j 0.00040945+0.00692327j 0.00865071-0.00745475j -0.00042838+0.00437494j -0.00325924-0.0102598j -0.0123361+0.00478458j -0.00614746+0.000801936j 0.0028702-0.0125583j -0.0069192+0.00106847j 0.0059495+0.00411022j -0.00496601-0.0075339j 0.00133625+0.00351655j 0.00658546+0.0102924j -0.00505439-0.00182597j 0.012664-0.00425651j -0.00991372-0.00362382j 0.00307361-0.011014j 0.00453934-0.00103832j -0.00571346+0.00679449j 0.00459621+0.000589157j -0.000462039-0.000913746j 
0.00233687-0.002399j -0.00268868-0.00207397j -0.00118535+0.00120869j 0.00147296-0.00156136j 0.00327761-0.000925653j -0.00334877-0.000573254j -0.00345043+0.00209709j -0.0017897-0.000593802j -0.00242989+0.000311242j -0.000452393-0.000807157j 0.00305217+0.00166407j -0.000354435-0.000168842j -0.000563764+0.000713019j -0.0037499+0.00157003j -0.00570815+0.00228785j -0.000526091+0.000459549j -0.00141907-0.00133251j -3.68614e-05+0.00457653j -0.00164794-0.000835174j 0.000751105-0.00237677j 0.00104902+0.000397231j -0.000374046-0.00191686j -0.00165281-0.0015316j -0.00118436-0.00318279j -0.000516472+0.00270697j 0.00256051+0.0016322j -0.000211256+0.00510614j -0.00362974-0.00302549j -0.00601477+0.000254819j -0.00135791+0.00304634j 0.0031929-0.000355194j -0.0033793-0.00123604j -0.00571443-0.00269241j -0.00298551-0.00215858j -0.00264146+0.00234302j -0.000965113-0.00251162j -0.0112103+0.00120704j -0.000825656+0.00353081j -0.0106881+0.00338039j 0.00718224+0.00333159j -0.0140139+0.0189147j -0.00952573+0.00122735j 0.00422394+0.00150653j -0.00736047-0.00362794j -0.0114196+0.00477759j -0.00384843+0.0114799j 0.00429578+0.0128352j -0.0109743+0.00786968j -0.0152588+0.00262168j -0.00160947+0.00616999j 0.000671531-0.00282882j -0.00523463-0.00386925j 0.00214631-0.0086553j 0.000376336-0.00426822j 0.000710353+0.00383576j -0.00434072-0.00290212j 
0.000507287-0.0017886j -0.00230973+0.00177317j 0.000108425-1.94003e-06j 0.00278281-0.00106488j 0.000285028+0.00233766j -0.00142252-0.00215221j 0.00205737+3.53328e-05j -0.00183004-0.00095135j 0.00123721-0.00386676j 0.00150426+0.00142082j 0.00301912+0.000200403j -0.00505864+0.00175777j -0.00247713+0.000415066j 0.000977421+0.00166402j -0.00178354-5.05173e-05j 0.00140163-0.00149922j 0.00530466+0.000294819j 0.00230466-0.000995442j -0.000352192-0.000143274j 0.00599724-0.00471356j 0.00226911+0.00124868j 0.000695406-0.00112239j -0.00612817-0.0010234j 0.00200565-0.000462929j 0.00221826+0.0015258j -0.00157528+0.00338977j 0.00210415-0.00227692j -0.00110656+0.00386496j 0.0087209+0.000177461j -0.00177879+0.0155377j -0.00409859-0.00378251j 0.00958004+0.00307921j 0.000680613+0.0121375j 0.00274638+0.00452004j -0.00406791+0.00949526j 0.00867432-0.00189541j -0.0008759+0.00579275j -0.00154009-0.000488465j -0.00525983-5.91321e-05j 0.00298059+0.00139512j 0.000714246-0.00726273j -0.00489305-0.00667j 0.00526597-0.000867347j 0.00710603+0.00466139j -0.00373442+0.00222822j 0.00926051-0.0096829j 0.000585043-0.00548578j -0.00685466+0.00227657j -0.000621123-0.000394335j 0.00601187-0.00887309j 0.00643737-0.00663036j -7.31896e-05+0.000392777j 0.00595971-0.00404716j -0.00214805+0.00334694j 0.00389612+0.00164805j -0.000316001-0.000271173j 
0.000660809+0.00182154j -0.00217551+0.00487559j 0.000393577+0.00182675j 0.00308963-0.00752184j 0.000278386-0.00160363j -0.00231813-0.00101276j 0.00126531-0.00197273j -0.00215975+0.00741566j 0.00130704+0.000879611j 0.00107159+0.00525234j 0.00347642-0.000164328j -0.00207835-0.000910964j -0.00105929-0.00755704j 0.000171057+0.00314759j -0.00301183+0.0031138j 0.00219716+0.00393553j 0.000270566+0.000678548j 0.0038699-0.0021902j -0.000354047+0.000188393j 0.000333038+0.00142831j 6.04707e-05-0.00639194j -0.0020191-0.00168513j -0.00297108-0.00493905j -0.0027527+0.000561025j 0.00291443+0.00299865j -0.00340942-0.00564425j 0.00441755-0.00798092j 0.00110935+0.00129632j 0.00822047+0.000326546j 0.0066456-0.0024418j -0.00422321-0.00192621j 0.0070059-0.00794764j -0.00086177+0.00822142j 0.00576776-0.000127693j 0.00156419+0.00649908j 0.00184944+0.00506137j -0.006642+0.006339j 0.00659677-0.0123429j -0.013929+0.0102193j 0.00476968-0.00521595j -0.00318652-0.00167077j -0.0138553+0.00382104j 0.000103919+0.000550461j 0.00709846+0.00696468j -0.00574787+0.00196357j 0.00339975-0.00161954j -0.00163373-0.00364675j -0.0052674-0.000176136j -0.0116377+0.001495j 0.00429314-0.00539046j 0.00135449-0.00205393j -0.000323382-0.0012651j -0.00268221+0.000295725j -0.00465585+0.00167428j 0.00142675+0.00114058j 0.0021243-0.00111582j 
-0.00131525+0.00253494j 0.00107481+0.00109849j 0.000560554+0.00219257j 0.00166623-0.00470449j 0.0021349-0.00395991j -0.00116076-0.00038269j -0.000466211-0.00170305j -0.000183038+0.00512125j -0.00159829-0.00116455j 0.00505163+7.34544e-05j -0.00212077-0.00420432j 0.000708104+0.00281996j -7.53776e-05-0.00426719j 0.00157287-0.00318962j 0.00113374-0.00311429j 0.000127578+0.00177649j -0.00132459-0.00694881j 0.00291325-0.0022658j 0.000704283+0.00128131j 0.00228338-0.00487478j -0.00276202-0.00718784j 0.00027606-0.00742699j 0.0040203+0.00139676j -0.00410259+0.000749255j -0.00206819+0.00659856j -0.00148788-0.000454616j 0.00713886+0.00499157j 0.00277428-0.001008j 0.00107863-0.000826404j 0.00534119+0.0134803j 0.000536054+0.00402243j 0.00374618-0.0026935j 0.00044097-0.00304968j 0.00208988+0.00573319j -0.00195177+0.0153752j -0.00240287-0.00894462j 0.00509616-0.000514665j 0.00603387-0.00110458j 0.00608055-0.00703903j -0.00249117-0.00372904j 0.00122518-0.00258376j 0.00369525-0.00651146j 0.00337356-0.00845839j 0.00290144+0.00159925j 0.00982969-0.00551684j 0.00170489+0.000746852j -0.00655871-0.00297782j -0.00133838+0.00417829j -0.00194447-8.75109e-05j 0.00508064-0.00150361j -0.00252372+0.00298988j -0.000148267-0.000236849j -0.00347361+0.00351537j -0.00269017+0.00056327j -0.00133339-0.00080905j 0.00188035-0.000584869j 
-0.000129549+0.00167099j -0.00244639+0.000936788j 0.0014745-0.00267918j 0.00100496-0.00070154j -0.000690533+0.0010062j 0.00255506-0.00904343j 0.00112964-0.00181627j 0.000274295+0.000584439j 0.00130334-0.00255192j -0.0075654+3.19463e-05j -0.00163982+0.00438209j 0.00503405+0.0034732j 0.00350095-0.00597438j -0.00239845-0.00126415j 0.000474747-0.00574097j -0.00243472+0.00178797j -0.00321418+0.0037132j -0.00294386-0.00497186j 0.00176574+0.0029017j -0.00433774-0.000582614j 0.00310737-0.00204318j 0.00224626-0.00347243j 0.00278346-0.00582752j 0.000627125-0.00737935j -0.00113474+0.000194132j 0.00306617-0.00178558j -0.00435228-0.00564652j -0.00387585-0.00731445j -0.00974903-0.00870059j -0.00484577+2.10751e-05j 0.00251442-0.00326522j 0.00242277-0.0101665j -0.0113581+0.00910073j -0.00410899+0.00348958j -0.00441371+0.00577336j -0.00205108+0.00241852j 0.00479667-0.0062607j 0.00419331-0.00173421j -0.00764381+0.00137595j -0.0124181+0.000196644j 0.00855522-0.0194779j 0.000990396+0.000718049j -0.00532186+0.0116528j -0.00517784-0.0093965j 0.00369488+0.00322052j 0.000210458-0.00538855j 0.0014095+0.005512j -0.00178138+0.0045584j -0.000123242-0.00385114j 0.0072182-0.0036521j 0.0104334-0.00449106j -0.00773435+0.00860784j 0.00185948-0.00520773j 0.00292548-0.00125812j -0.000920943-1.13341e-05j 0.000915472+0.00199835j 
-0.00162031-0.00050779j 0.00183747-0.00109505j -0.0029257+0.000651062j 0.00207024+0.000923959j 0.00542186-0.00202784j -0.00336623+0.000676703j 0.00207084+0.000311122j -0.00336397-0.00179727j -0.00218328-0.00123496j 0.00784298-0.00108483j 0.0037983-0.00186799j -0.00313467+0.00181206j -0.00156498+0.00186771j 0.00355634-0.0015344j 0.00315468-9.51376e-05j 0.0044276-0.000753452j 0.00803145-0.00537136j -0.0015693-0.00271933j 0.00194731+0.000562504j 0.0146916-0.000398092j 0.00212284-0.00209185j 0.00397932-0.00318531j -0.00482297-0.000969406j -0.00614439-0.000717784j -0.0102896+0.00350805j -0.00731085-0.00189023j 0.00219095+0.00235015j -0.00270667+0.000182508j -0.000416114-0.00472357j -0.0220053+0.000615918j 0.000371293+0.00629945j 0.00402083-0.000132204j -0.00340776-0.0105668j 0.00130586-0.00216966j -0.00972528+0.00241244j 0.0094468-0.00111618j 0.00347891-0.00113341j -0.00534105-0.00109192j 0.010603+0.00113212j 0.000301529-0.00560109j 0.00600475+0.00622201j 0.00483693+0.00587921j 0.0105313-0.000155064j -0.000892773-0.00474768j 0.00823595-0.000184873j 0.00561+0.00843885j -0.00422041+0.000308966j -0.00557612+0.00162088j 0.00463479-0.000925306j 0.00429269-0.000841035j -0.00348699+0.000910906j 0.00259438+0.00143554j 0.000723832-0.00169102j -0.000901816-0.000668526j -0.000199698-0.00111673j -0.000290912+4.59472e-05j 
-0.000678057-0.000680856j 0.000914042+0.00172858j 0.000163995-0.00126286j 0.00136759-0.000492691j -0.000313536+0.00237207j 0.000400919-0.000255718j -0.000834087+0.000887j -0.000664579+0.000244261j -0.000487202+4.7511e-05j 0.00226311-0.00167899j 0.00143646-0.00163137j -0.000620416-0.000284277j -0.000906246+0.000942836j -0.000868479+0.00371983j -0.000845031+0.000553773j 0.00483852-0.00235876j -0.00282303-0.00134643j 0.000325813-0.00186443j -0.000970401-0.0015435j 0.0040461-0.00379109j -0.000235239-0.00160752j 0.000704427+0.00421805j -0.003149-0.000126352j -0.00125522-0.00277057j 2.2404e-05-0.000414481j -0.00540536+0.00343204j -0.00216428-0.0076816j 0.0036995+0.00122031j 0.000617728-0.00237461j -0.0103697-0.000687832j 0.00455437-0.00414885j -0.00488829-0.00507498j -0.00499431+0.0118331j -0.00421711+0.00193683j 0.00196114-0.00704833j 0.00101396+0.00181129j 0.00416293+0.00764172j -0.00719728-0.000492053j -0.00113796+0.00981899j -0.0125634-0.0095089j 0.0145304-0.00931252j 0.00555382+0.00986936j -0.00899359+0.0118951j 0.000641638-0.00111024j -0.00758256+0.0097504j 0.0133789-0.00668671j 0.00296516-0.000811192j 0.0043018+0.00394453j -0.000447949+0.00330579j -0.00338105-0.000981744j 0.00616886-0.00331055j -0.000202452+0.00125958j 0.00207762-0.00182963j 0.00192332+0.000663048j 0.000903001-0.00154831j 0.00102495+0.000594347j 
