2.05797e-05+0.00933362j -0.0188495+0.00719448j 0.013533-0.00387371j -0.00149889-0.00699938j -0.000206935-0.00101308j 0.00060754-0.000495654j -0.00773408+0.00011539j 0.00611368-0.000611537j 0.00134428+0.000462171j 0.00120471-0.00111481j 0.00120215-0.00228386j -0.00895758-0.000762243j -0.0102983+0.00679169j 0.00592832-0.00162118j -0.000317098+0.0012899j 0.00609027-0.00741575j 0.00523-0.00360498j -0.00119109+0.00277299j 0.00085926-0.00329525j 0.00115642+0.00461906j -6.49277e-05+0.00229349j 0.00865538-0.00344278j -0.00248939+0.00208851j 0.00324995+0.000301071j 0.00272154-0.00184433j -0.00842779+0.00642361j -0.000193615+0.000999877j 0.00288363-0.000694446j 0.00798615-0.00179232j 0.000371562-0.00239749j -0.00109739+0.000661249j 0.00932475+0.000225637j -0.00173897-0.00152178j -0.00662185+0.00269776j -0.0042504-0.00255189j -0.00776452+0.00335669j 0.00682277+0.00651726j -0.00130812-0.00220225j -0.000104104+0.000264414j -0.00399805+0.000832755j -0.00498818-0.00412814j -0.00673311-0.00368777j -0.00193223-0.000157217j -0.0102244+1.18875e-05j 0.00371954-0.00262219j 0.000432593+0.00205287j 0.00451217+0.00365648j 0.000270771+0.00435461j 0.00145665-0.00197292j -0.0004929-0.00238523j -0.00205716+0.00432847j 0.00203056+0.00427593j -0.0110812-0.00415924j 0.00133784-0.0108152j -0.0062012-0.018612j -0.0173062-0.00438237j 
-0.000875777+0.000222214j 0.000628927+0.00100591j 3.84954e-05-0.000628395j 0.000967959-0.00114574j 0.0033177+0.000583657j -0.00139448-0.000482958j 0.000296967-0.00313845j 0.00297616-0.0023838j 0.000896403-0.00142106j 0.00253312-0.00270671j -0.00406405-0.002158j 0.00781176+0.0112173j 0.00307469+0.00129195j -0.00315044+0.00178099j -0.0151751+0.00145275j 0.00912536+0.0142135j 0.00486773+0.00223866j 0.0136443+0.00360819j -0.00330505-0.00716254j 0.00479022+0.00729421j -0.00620734-0.00467642j -0.00091847-0.0100191j -0.00280371+0.00614264j -0.00151992-0.00461967j 0.0109324+0.00317804j 0.00886671-0.00156533j 0.000874112-0.0172951j 0.000857523-0.00228834j 0.00851403+0.0068901j 0.00236348-0.00997103j -0.0047471-0.00350823j -0.00447037+0.00463399j -0.00127588-0.00102149j -0.00496547+0.00155456j 0.00523485+0.00709083j -0.00605228+0.00115005j 0.00298679+0.0018698j -0.0106834-0.00318765j -0.00456837-0.00403892j -0.00102405-0.00209045j -0.00309467+0.00388901j -0.000352451-0.00607211j -0.00152636+0.00233443j 0.00308462-0.000916494j -0.00318762-0.002168j 0.000944941+0.0017222j -0.00260604+0.00168451j 0.000598143+0.00586468j -0.00247735+0.000482477j 0.00215285+2.93786e-05j -0.000451203-0.00285242j 0.00175183+0.00305967j 0.00230091+0.00234684j -0.00124717+0.000484595j 0.00103869+0.000357881j 0.0012518+0.000290566j 
0.000878458-0.000484518j -0.00112304-0.00125507j -0.00168144-0.00200406j 0.000982734+0.000385311j -0.000663506+0.00186118j -0.00277213-0.00638459j 0.00134246+0.00368738j -0.00306997-0.00270956j -0.00145112-0.00333919j -0.00218337-0.00527483j 0.000570745+0.000442209j -0.00411821-0.00429926j 0.00587529+0.00369863j -0.000604171+0.000362691j -0.0122827+0.00278319j 0.002277+0.00383456j 0.000621582-0.0067185j 0.00394818-0.00699322j 0.00947489-0.00500067j -0.00250709-0.00557735j -0.00103201-0.00695913j -0.002281+0.000741913j -0.00725715+0.000934742j -0.00231667-0.00550265j -0.0055794-0.00204304j 0.0014265-0.00266504j 0.0145855-0.00172203j 0.00231238+0.00578074j 0.0120589+0.00755563j -0.00157927-0.00669222j 0.00135415-0.000568121j -0.00308109-0.0023013j -0.00800221-0.00101629j 0.000206263+0.00558983j 0.00376639+0.00118505j -0.00681139-0.00331081j 0.000556737-8.13671e-05j -0.00693411-0.00255197j -0.00576052-0.0057282j 0.000406838-0.000880137j -0.0024355+0.00544944j -0.00321847-0.00355673j -0.000201464-0.000389246j 0.00045517+0.000975766j -0.00122363-0.00106034j 0.00188121+0.00233558j -0.000632049+0.000666485j 6.08577e-05+0.00208735j -0.00151089-0.002934j 9.88098e-05-0.00247517j 0.00010497-0.00337698j 0.00210394+0.00433855j 0.00102945-0.0033768j 8.3679e-05-0.00318321j 0.000355021+0.000659211j -0.000675125-0.000230877j 
0.00152874-0.00553538j 0.000308201-0.00215564j 0.000401093+0.000756178j -0.0023075+0.00187668j -0.00549336+0.00375082j 0.00418166+0.00673661j 0.00176382+0.00359465j -0.00348765+0.0149406j 0.00331778-0.010728j -0.0056235-0.000812042j -0.0118021+0.00409702j 0.00172939-0.0108984j 0.00376927+0.00553234j 0.0111167+0.00475131j 0.00487603-0.0097492j 0.0106369-0.0145404j -0.00690637-0.000609866j 0.00784233-0.00937456j -0.00847595-0.00111093j 6.84462e-05-0.00788441j -0.00771772+9.09404e-05j -0.00521559-0.000726107j 0.00390215+0.001296j 0.00258008-0.00368507j -2.43308e-05+0.00713284j -0.0027221+0.0011659j -0.00784542-0.0110569j 0.0024604+0.00187581j 0.000132847+0.0016202j 0.00241666-0.00250555j -0.00131592-0.00191595j -0.00397127+0.0011232j -0.00286197-0.0018264j 0.0025755+0.00411453j 0.00157017+0.00054818j -0.00203143+0.000807712j 0.00180247+0.000600292j 0.000626587-0.00123927j -0.000914576-0.00100304j -0.00013547+0.00113534j 0.00521226-0.00406596j -0.0026694+0.00429365j 0.000685059-0.00272301j -0.000577171+0.00078963j -0.000494772-0.00151949j -0.00172185-0.00498997j 0.00117708+0.00103738j 0.00397041+0.000506906j 0.00175416+0.00063707j -0.00338604+0.00176666j -0.00218641+0.00304606j 0.00150995-0.00182992j 0.000433149+3.3286e-05j -0.000229632+0.00182455j 8.00535e-05+0.00175073j -0.00152568+0.00179559j 
-0.000185772+0.000963185j -0.00213669+0.000459296j -0.000312684-0.000958542j 0.000796855-0.00154597j -4.91088e-05-0.00419151j 0.00149057+0.00213902j 0.00187852+0.0011628j -0.00103245-0.00487944j 0.00420596+0.00934932j -0.0102558-0.00551128j 0.00756097+0.00596338j -0.00148584+0.00431641j 0.0025659+0.0124226j -0.000241481-0.0015972j -0.00847844-0.00181712j -0.00480071+0.00171186j 0.00389226-0.00328663j 0.000715145+0.00526893j -0.00343754+5.191e-05j -0.00555855-0.00298297j 0.00228356+0.00559196j 0.0001164+0.00792354j 0.00209468+0.00159417j 0.00665253-0.00202862j 0.00410279+0.00999433j 0.000802271-0.00221417j 0.00198246+0.000874763j -0.00117506+0.00619589j 0.00362128+0.0131068j -0.00938676-0.00347668j 0.000111611+0.00131473j -0.00185108+0.00387686j 0.00161274-0.00122176j -0.000440868-0.00365443j 0.00141889-0.00393687j -0.000133364+0.00129908j 0.000578018-0.00841545j -0.000414761-0.00020428j 0.00161652-0.00296178j 0.00840593+0.00197968j 0.000552194+0.00222751j 0.000250199-0.00299484j -0.00221494-0.00155582j -0.00155036+0.0020502j -1.31913e-05+0.00565976j 0.00050226-0.000247172j 0.00202374+0.00399898j -0.00150096-0.00124728j 0.0023023-0.00476636j 9.03777e-05+0.00126432j -0.00151832+0.00153631j 0.00218995+0.000958762j -7.07909e-05-0.00497589j 0.000603751-0.00232079j 0.000989788-0.000887832j -3.71327e-05+0.000808201j 
0.00213247+0.000368502j -0.0012857-0.00143478j -8.5897e-05+0.000547797j -0.00127831-0.00197597j -0.000831287-0.000400488j -0.00245749-0.00558491j 0.00236531+0.000541306j 0.00214525+0.0039023j 0.00328992-0.00286663j -0.000742635-0.00422489j 0.00358164-0.00323539j -0.00331235-0.00391942j -0.00172666-0.00664568j -0.0105117-0.00273025j 0.00175606+0.00713303j -0.00704089+0.00194411j -0.00428462-0.0071497j -0.00900642-0.00637465j 0.0125729-0.00787664j -0.00363218-0.00457372j 0.00333129-0.00236697j 0.00800576+0.00232574j -0.00842185+0.00952003j 8.59198e-05+0.00217358j 0.000574132+0.000971801j -0.000481009-0.00100676j 0.020989-0.00119836j -0.000666052-0.000493199j 0.00319646-0.00846879j 0.00662978+0.000597732j 0.00436453+0.00312244j -0.00118751-0.0052751j -0.00650916+0.010835j 0.000692463-0.000415727j 0.000670792-0.00250536j -0.00195654+0.00121879j -0.00811815-0.00265872j -0.00140054+0.00531424j -0.00259388+0.0041096j 0.00139652+0.00298429j -0.00336177-0.0026881j 0.000309846+0.00122746j 0.000624754-0.00236471j 2.00387e-06-0.00166709j -0.000300834-0.000113836j 0.00322507-0.000328269j -0.000513834+0.00411541j -0.00160624+0.00175407j -0.00286338+0.00133818j 0.000214868-1.39886e-05j 0.000159227-0.0020872j 0.000958043+0.00366906j 2.49111e-05+0.00147791j -0.00190707-0.00109663j -0.000551188+0.00345243j -0.000198671-0.000544946j 
0.000312922+0.00362088j 0.00010087+0.000828383j 0.00128124+0.00111024j -0.00129211-0.00310169j -0.000624569-0.00451405j -0.000902165-0.000693784j -0.00166556-0.000466246j 0.0032294-0.00248124j -0.00333407+0.00609892j -0.00323878-0.00319729j -0.00952773-0.00373649j -0.0131477-0.00273568j 0.00732355+0.00315625j 0.00183617-0.00240929j 0.0092519+0.00535182j 0.00538423+0.00394693j -0.00352217+0.00295638j -0.0052082-0.00661518j 0.0112091-0.000398231j -0.00950596-0.00360111j 0.00109791-0.00415656j -0.00599355+0.00326075j 0.0033129+0.000271614j -0.0164216-0.00760073j -0.00883897-0.0010945j 0.00172832+0.0029955j -0.00923199-0.00769576j -0.000266249-0.000407371j -0.00174952+0.00235667j 0.00496635+0.00290272j -0.00328374-0.00402988j 0.00456681-0.000124421j -0.00333109-0.00574927j 0.00169075+0.00783701j -0.00388042-0.00198327j -0.00142881-0.002947j 0.00465173+0.00536194j 0.00342078-0.00118315j -0.00182697-0.00266104j -0.00521416-0.00256935j 0.00359956-0.000290812j 0.000131626+0.00526609j 0.000181247+0.000620847j -0.00102921-0.000938525j 0.00123731+0.000764013j -0.00390148-0.00596896j -0.00161074-0.00342963j 0.00118458-0.00379498j -0.000653439+0.00258078j 0.000536667-0.0010987j 0.000643559+0.00316474j -0.00318322-0.00402005j -0.00149526+0.000436028j 0.000727229+0.00161492j -0.00162425-0.00191358j -0.000129363-0.00174881j 
-0.000119557-0.000385962j -0.000477873-0.000155598j 0.000515524-0.000931349j -0.000979814-0.00111093j -0.00298601+0.000553657j -0.000914215-0.00332627j 0.00669953+0.00402367j -0.00313748-0.000660573j -0.00346489-0.00510414j 0.00901274+0.00307797j 0.000735308-0.00151045j 0.00108154-0.00341754j -0.0110694-0.00706201j 0.00376644+0.00336097j -0.00640409+0.00382868j 0.00555112-0.0103753j 0.00911556-0.0051712j -0.00233567-0.00264162j -0.0146556+0.00151503j 0.0106299-0.00276214j -0.00919957-0.00133185j 0.000194525+0.00425728j -0.00510877-0.0124022j 0.00769932+0.00778995j -0.000650575-0.0131068j -0.00418299-0.00411536j 0.000951279+0.0106625j -0.00372075+0.00258907j 0.00132094-0.0101773j -0.00951725+0.00354094j -0.000925143-0.00428235j -0.0112676-0.00303501j 0.00122502-0.00307894j 0.00937984+0.00330764j 0.00520574-0.000967247j 0.00698224-0.000962055j 0.00334833+0.00710699j -0.0062999-4.38872e-05j 0.00123237-0.000224672j 0.00383664-0.00177326j -0.00328397+0.00172962j 0.00302686+0.00164365j 0.00233936+0.00144603j 0.0029624-0.000863316j -0.00169211-0.00547894j 0.0044043+0.00369246j -0.0013523-0.00410189j -0.00155645-0.00145698j 0.0012575+0.00526841j -0.00301122-0.00512052j 0.000926652-0.00144233j 0.00225425+0.00370988j 0.00182196+0.00142372j -0.000595357+0.00114309j 0.00153242+0.00151148j 0.000516333-0.000248311j 
-0.00124948+0.00185665j -0.00278157+0.000417657j 0.00197602+0.00169694j -0.00255443-0.00223763j -0.00370613-0.00784003j -0.00177111-0.0026308j 0.00222514+0.00246736j 0.000384058-0.00733155j -0.0162823+0.002132j -0.0021076-0.00291693j 0.00283393-0.00126798j -0.00481444+0.00180179j 0.00281806-0.00177805j 0.00753081+0.00612075j -0.0106798+0.0061293j -0.00828334-0.00502646j -0.0144204-0.00539753j -0.00715345-0.00493929j 0.00129829-0.00649489j -0.0132095-0.0045502j -0.00856071-0.00481885j -0.00876902+0.00233993j -0.00285895-0.00456314j -0.00403444+0.00679786j -0.0120946-0.00310087j -0.00674447-0.00528079j 0.00568187-0.00841766j 0.0037001+0.00532857j 0.00678106-0.00709188j -0.00599035+0.00309697j 0.000936584-0.00207912j -0.00252253+0.000610102j -0.00490166+0.000317967j 0.00754938+0.00470926j 0.00563116-0.00396099j -0.00510025+0.000397001j 0.0010736+0.000824235j -0.00407129+0.00275573j -0.00160857-0.00197051j -0.00131406-0.00458531j 0.00211391+0.00327091j -0.00528141+0.00101958j 0.00220306+0.00215225j -0.00190977+0.000363267j -0.0037235-0.00312292j 0.00185207-0.00397644j 0.000434215+0.000901107j 0.00412999+0.000855373j 5.62247e-05+0.00328283j -0.00410578-0.00466836j -0.00135934+0.000583958j 0.00266893-0.00127752j -0.00281689-0.0033365j -2.86426e-05+0.00115508j 0.00121689+6.9417e-05j -0.000310591-0.000342015j 
-0.000211237+0.000614966j 0.00114938+0.00180174j 0.0020363+0.00140431j -0.00129454-0.00337917j 0.00239801+0.00241934j 0.00416812+0.00605648j -0.00637885-0.00882773j 0.00469956+0.00245312j 0.00219601+0.00237218j 0.00435278+0.00159868j 0.000479492-0.00271326j 0.00506658+0.0114281j 0.00459967+0.00264306j 0.0138475-0.00440615j -0.00799002+0.00608845j -0.00424542+0.00521423j 0.0125288+0.00364904j 0.00355014+0.00982051j 7.34019e-05+0.00486808j 0.00154453+0.00686617j 0.00126302+0.00788587j -0.00402509-0.00932984j -0.00352525+0.0051401j -0.00222059-0.00207353j 0.00186059+0.00406036j -0.000753342+0.00314361j -0.00225027-0.00933356j 0.00488917-0.00584248j 0.00643827-0.000206111j -0.00331583+0.00652063j -0.00203461-0.000674843j -0.00267851+0.0105396j -0.00919084-0.00471003j 0.00338157-0.0104746j 0.000556074+0.00559687j 0.00483803-0.000752507j 0.00276784-0.00123513j -0.00293483+0.00107773j -0.0016571+0.00711981j 0.00554965+0.00403173j 0.00290946-0.000164774j 0.00523714+0.00100053j -0.00239989-0.000796923j 0.00273293-0.00446772j 0.000878945+0.000928952j 0.00195993-0.00121747j -0.00325861-0.000706459j -0.00399575-0.00096791j -0.000125018+0.00224729j -0.00309515+0.00240847j 0.00138895+0.000432015j -0.000881151-0.00578655j -0.000871728+0.00312311j -0.00104758+0.00232839j -0.000343089-0.0018068j -0.000548951-0.0015524j 
-5.88257e-05-0.00129417j -3.47907e-05-0.000737479j -0.00140976+7.07855e-05j 0.00220196+0.00487286j 0.000555314+0.00418846j -0.00175561-0.000933194j -0.00190123-0.00242221j -0.00152763+0.000389715j -0.00117004-0.00300755j 0.00221533+0.00288979j -0.00166014-0.00340516j -0.00161289-0.00227949j 0.00165385-0.00119717j 0.00172746-0.00296295j 0.00180945+0.00255631j -0.00303452+0.00260297j 0.00181151-3.43024e-05j -0.000598299+0.00175139j 0.00280713+0.00083017j 0.00177043+0.00259108j 0.00110281+0.00116712j 0.00131043-0.00297113j -0.00232364+0.00161901j -0.000509261-0.00354912j -0.00382286+0.000295871j -0.000509514+0.00278879j 0.00287584-0.00333405j 0.00368249-0.00141822j 0.00187469-0.00316695j 0.00171744+0.00335961j 0.00107131-0.00124484j -0.000592653+0.00201131j -0.00222108+0.000806446j 0.000329153-0.00329207j -0.00146651+0.00142061j -0.00126417+2.04505e-05j -6.79566e-05+0.00228865j -0.000150045-0.000316387j -0.000907117+0.000860886j -7.59959e-05-0.000626424j 0.000172466+0.00109194j 0.000581001-6.82711e-06j -0.000933661-0.000716915j 0.000351355+0.00145154j -0.00027188-0.000584051j 7.39511e-05+0.001453j -0.000152146-0.00168623j -0.000952062+0.000663749j 0.000673086-0.00259617j -0.000935557+0.00162988j 0.00046956-0.000702834j -0.00020375-0.00122575j 0.000189037-4.02445e-05j 0.000562623-0.00087887j -0.000143828-0.000590638j -0.000925218+0.000460421j 
-0.00170394-0.00105062j 0.000231248+0.000111566j 0.00114021-0.00084345j 0.000592335+0.00117571j -0.00239843+0.000348848j 0.00876217+0.00502241j -0.00384173+0.00162945j -0.0043609-0.00348357j -0.00837434-0.000964567j 0.00881502+0.000762992j 0.00688236+0.00199281j 0.00864372+0.00934977j -0.00228207+0.00245284j 0.0117298+0.0122984j -0.0129788-0.0181718j -0.0187332+0.00409831j -0.0113076+0.0117504j 0.00569342+0.013047j 0.00199051-0.00474099j -0.000815359+0.00996841j 0.00212399-0.00215731j 0.000917643-0.0131891j -0.00983729-0.00170906j 0.00873758+0.0121964j -0.00970294+0.00733702j -0.0055485-0.0022943j 0.0169492-0.00196384j 0.00714893-0.000384373j -0.00347081+0.00506339j 0.00767031-0.0066424j 0.006127+0.00374556j 0.00162451+0.000671638j -0.00175847-0.00652541j -0.000743858-0.00160005j -0.00332269+0.0050297j 0.000109298+0.00200995j -0.00323436-0.000320805j 0.000373238-0.00331362j -0.000136254-0.00125155j -0.00545398-0.000790168j -0.00287969+0.000627227j -0.0035348-0.00124653j 0.00228046+0.00248287j 0.00203051+0.00319114j -0.00164953-0.000943052j 0.000995386+0.00220595j -0.000339066-0.0018304j 0.00105152-7.6366e-05j 7.04424e-05-0.00243073j -0.00152373-7.38575e-05j 0.00244929+0.00195813j -0.00101324-0.00261497j -0.00019291-0.00204397j 0.00190196+0.00030364j -0.000335296-0.00255053j -0.000868154+0.00101108j 
0.000611718-0.000763409j 2.26159e-05-0.00286837j -0.00134077-0.00141037j 0.00178913+0.00387244j -0.00287277+0.0035069j -0.00133579-0.00194898j 0.00340419+0.00296291j -0.00625491-0.00252436j 0.00159628-0.00461005j 0.00737979-0.00241232j -0.0132539-0.00603038j -0.0148269-0.00175405j 0.00280219-0.00048102j -0.00190798-0.00714595j 0.0147414+0.00480228j 0.00451478+0.00152164j 0.00419827-0.011213j -0.00368612-4.3963e-05j 0.00719509-0.00515638j 0.00383425-0.000751913j 0.00569558-0.00444396j 0.00606561+0.00407893j -0.00982564-0.000867078j -0.00758914-0.000984679j -0.0125936-0.000668859j 0.00150533+0.00335979j 0.00489942-0.00460216j -0.000696655+0.001366j -0.00300078-0.00477809j 0.011095+0.0079563j -0.00309554-0.00671906j 0.000608218+0.00558965j -0.00845996+0.000460354j 0.00335238-0.000394603j -0.00348231-0.000975115j 0.0024453-0.00455375j 0.00646078+0.00804445j -0.0020408-0.00114627j 0.000516396-0.00111357j 0.0013503-0.0103334j 4.87882e-06+0.000976423j 0.00544344+0.00228346j -0.000596249+0.00077564j -0.000977397+0.00334381j 0.000503196-0.00320413j -0.000109913-0.000315552j -0.00547022-0.00645677j -0.00615262-0.00258615j 0.00442127-0.00208624j -0.00290876+0.000840061j 0.00239028+0.00236697j -0.00261887-0.000793167j 0.00307614-0.00103768j 0.00235052-0.000509526j -0.00180792-0.00157772j -0.00243916+0.000825491j 
-0.00034464-0.000701418j -0.000947488+0.00294216j 0.0015296+0.00199055j -0.00120518-0.00268387j 0.00118647-0.00156582j -0.00276155-0.00322619j 0.00475159-0.0024029j 0.00991631+0.00316866j 0.00258346+0.00087178j 0.00151121+0.000256465j 0.0071418-0.0122808j -0.0153021-0.00436922j -0.00525808+0.0102954j -0.00200664+0.00141146j -0.00322048+0.00383901j -0.0107073+0.00794751j 0.00176995+0.00212182j -0.00948976+0.00179586j 0.00758257+0.00497546j -0.0079762-0.00418475j 0.00604335+0.00261432j 0.00817259+0.00206605j -0.00557793+0.000707874j 0.0022503-0.01451j 0.00177418-0.0017836j -0.000967205+0.00559576j 0.0202537-0.00617428j -0.00124993+0.0033779j -0.00520574+0.00277545j 0.000176739+0.0059916j 0.005358-0.00504803j -0.00999026+0.00204809j 0.00277096-0.00558072j 0.00146989-0.000676744j -0.00317293-0.00372779j 0.00396393-0.000690805j -0.00611039+0.004322j 0.00108592-0.00175992j 0.00280021-0.00323987j 0.00915509+0.00201049j -0.00438653-0.000294685j 0.0032831+0.00409328j -0.00269999-0.00232173j 0.000106846-0.00295836j -0.000132981+0.0010296j 0.00288549-0.00272794j 0.00214796-0.000806043j -0.00165222-0.00257519j -0.000500796+0.00410465j -0.000371139-0.000745239j -0.00134097+0.000307645j 0.00299567-0.000340535j -1.33687e-06+0.00277796j -0.00303561+0.00228585j 0.00372967+0.00142627j 0.00103232-0.000951596j 
-0.000585978+0.00580901j -0.00202092+0.0043815j 0.00226444-0.00282411j 0.000508104+0.00249343j 0.00232283-0.00987302j 0.000462765-0.00221969j 0.00347202+0.00523259j 0.0117303+0.00923209j -0.00680043+0.00161709j -0.00379373+0.00365206j 0.00433713+0.0152082j -0.00268021-0.00633696j -0.00447377+0.00110246j -7.38221e-05-0.00521069j -0.00721691-0.0121073j -0.0100376-0.0140652j -0.00236107+0.000153023j -0.0070998-0.00696716j -0.00129511+0.0110757j -0.00368656-0.00759682j -0.0014437+0.00303198j 1.99248e-05+0.00635044j -0.0021843-0.00149805j 0.00339972+0.00214126j 0.00416976+0.001324j 0.000295287-0.000260904j -0.000846719+0.0122453j -0.00139377+0.000457383j -0.00389319+0.00342358j -2.50973e-05-0.00274899j -0.00182606+0.00324151j 0.000555168-4.01756e-05j -0.000356989+0.000667081j 0.00323008-0.00118273j 0.00245302-0.00274245j 0.00131236-0.00177096j 0.00420794-0.00580897j -0.00109718+9.62365e-05j 0.00193128-0.00271607j -0.00151853+0.00205936j -0.00332005-0.00476411j 0.00422219+0.000344349j 0.000672837-0.00265172j 0.0011753-0.00173221j -0.00456244+0.00141024j -0.00107788+0.000651735j -0.00361042+0.00182042j -0.00103216-0.0008339j 0.002061+0.00106422j 0.00153294+0.000643933j 0.00249357+0.000351822j -0.00342923+0.00198643j 0.00169547+0.00264115j 0.00151132+0.00223897j 0.00081071+0.000687179j 0.00263207+0.000350841j 
-0.000684234-0.00201154j -0.00111216+0.00258819j -0.0032775+0.00129471j 0.00612725+0.0117449j 0.00431591+0.00344776j -0.0064695-0.00993616j -0.0107758-0.00163505j 0.000406681-0.00546774j -0.00241835-0.00461556j -0.00195485+0.0159463j 0.0107985-0.00332231j 0.000340939-0.0127376j 0.00306989-0.00523155j -0.00165895-0.00803662j -0.00589982+0.00743753j -0.0103881+0.002805j 0.00486248+0.00465864j -0.00330127-0.00351268j 0.00779418+0.0052792j -0.0023158+0.0027937j 0.00301052+0.00606752j -0.00467658+0.00169722j 0.00290328-0.00422304j -0.00254929-0.0078863j 0.00163098-0.00560896j -0.000196924+0.00255066j 0.00109572+0.010789j 0.0036547-0.00223292j 0.00770372-0.00444173j -0.00724575+0.00722199j 0.00596616+0.00154356j 0.000342339-0.00432146j 0.00188976+0.00207709j -0.00170191-0.00551675j 0.0026853-0.000390401j -0.00451554+0.0058995j -0.00666636-0.00117624j 0.000283076+0.000727957j 0.000154307+0.00221825j 0.00289077+0.00530393j -0.00160399+0.00107059j -0.00368756-0.00106396j -0.0021552-0.00182957j -0.00134602+0.00148534j 0.000366535+0.00148248j -0.000674253+0.00732427j 0.00572895-0.00182695j 0.00343585+0.00230461j -0.00208385-0.00629044j 0.00221849+0.00118895j -0.00110459-0.00583225j 0.00317824+0.00105386j -0.00253203-0.00158833j 0.000164242-0.00412627j 0.00183029-0.000551577j -0.000353841+0.00132352j 
0.0050272-0.00454169j 0.00133762-0.000717064j 0.00279359+0.00808574j -0.00299713-0.00897726j -0.00462956+0.00482617j 0.00592523-0.00398241j -0.00217196-0.0107236j -0.00791735-0.00258759j 0.0130778+0.00304427j 0.00174354-0.0101419j 0.00077278-0.0122602j 0.00598394+0.000522595j -0.00836876+0.00278606j -0.00214038+0.00562592j 0.0090259+0.00690624j 0.00341995+0.000507962j -0.000853647-0.00553525j 0.00410251-0.000806944j 0.00021424+0.00536183j 0.00405203-0.00702836j -0.00188268+0.00484925j 0.00142491+0.00199712j -0.0022357-0.00149946j 0.00705187-0.000270598j -0.00308039-0.00200942j -0.00406399-0.00289699j 0.00186376+0.00816092j -0.00501797+0.00486729j -0.00608193-0.000357574j 0.00245934+0.00475976j -0.00183581+0.00575989j -0.000766057-0.00280761j 0.00147303-0.00285777j 0.000625985+0.000352567j -0.000489825-0.0021548j 0.000967065-0.000118459j -0.000962522-0.00432657j 0.00237774+0.00211713j 0.00179612+0.00248475j -0.00200739+0.00373307j 0.00283371-0.00214429j -0.00112515-0.000178198j 0.00188194-0.000370476j 0.00127408-0.00219079j 0.000451141-0.00111046j 0.000379462-0.00304158j 0.000253139+0.00402397j 0.000564316+2.20665e-05j -0.000145413+0.00383647j -0.00270247-0.00027353j -0.000730833+0.00180819j 0.000804689+3.16371e-05j 0.000337943+0.00144557j -0.00190833+0.000991258j -0.000490072+0.00341478j -0.000577482-0.0020157j 
-0.00211014-0.00285719j 0.00512728-0.00536421j -0.00527009-0.00808221j -0.00219723-0.00489172j -0.000813862+0.0122312j -0.00192596+0.0118313j 0.0100573+0.00601288j -0.000525848-2.72457e-05j -0.00227543+0.00419967j 0.00569396+0.000889683j 0.00767219+0.0058872j -0.00315034+0.00505239j 0.00602649-0.00511822j -0.00253879-0.00671164j -0.000819369+0.00610435j 0.000861414-0.000780897j 0.000964043+0.00432777j -0.0022346+0.00292486j 0.00179197-0.000117895j -0.00161992+0.00996853j 0.00306378+0.0004978j 0.00647506+0.00694803j -0.000878279-0.00493093j -0.00150725+0.00274337j -0.00078687-0.00025302j -6.65314e-06+0.00462905j 0.00406652+0.00991695j 0.00265981-0.0037593j 0.00579664-0.00402021j -0.00342249-0.000456899j 0.00153093+0.000223225j 0.00155496-0.00107882j 0.00167183+0.00222991j -0.00299513+0.0014197j -0.00229177-0.00261529j -0.00109595-0.00261205j -0.00537065-0.00336764j 0.00133162-0.00112976j -0.00482659-0.000752305j 0.00197051-0.000610421j 0.00122346+0.00145238j -0.00358084-0.000178744j -0.000372887+0.00294245j -0.00245604+0.000797302j 0.00459316+0.000943532j 0.00115547+0.00124851j 0.00324306+0.000231257j 0.00142112-0.00333044j -0.00138264-0.00253921j -0.000486172-0.000120065j -0.00277567-0.00162728j 0.00254562+0.00153444j -0.00214482-0.00367942j 0.000245525-0.00338809j -0.0014079-0.00268574j -0.000715473-0.000391658j 
0.00220755-0.00557648j -4.32942e-06+0.00513583j -0.00177787+0.00558999j 0.00225591+0.00732394j 0.00677839+0.00578573j -0.00215975-0.0157375j -0.00973704-0.0041421j -0.00724349-0.00327792j -0.00219981-0.00655081j 0.00157614+0.000829593j -0.00238544-0.0107j 0.0026023-0.00731858j -0.00509936-0.00101761j 0.00363364-0.0024283j 0.00553259+0.00452547j 0.00426289+0.00685179j 0.00225899-0.000816494j 0.00374772-0.00344067j 0.00135972-0.00173424j 0.0074121-0.00252028j -0.00240291-0.00173739j -0.00956162-0.00411549j 6.92861e-05+0.00393642j -0.000867849-0.00653839j -0.0104402+0.00177943j -0.00284357+0.00146011j -0.0031086-0.00586026j -0.000335449-0.00103242j -0.00414452-0.00319839j 0.00112928-0.000117872j 0.00157414-0.0015961j 0.000734983+0.000715681j -0.000473497+0.00337522j 0.00233245-0.000893863j 0.002871+0.00323395j -0.00396174+0.000395599j 0.00381818+0.00375311j 0.00093349+0.00126989j 0.00177511+0.00145275j -0.0043616+0.00108927j 0.000673188+0.00468923j -0.0020075-0.00239987j 0.00120913+0.00108681j -0.000565924-0.00144994j -0.00176368-0.00351397j -0.000357191+0.0029382j -0.000646423-0.00193268j 0.00215936+0.00452048j 0.000715991-0.000458699j -0.00211879+0.00162057j -0.000419147-0.00530746j 0.00167911+0.000942171j 0.00100835-0.0020068j 0.00022031-3.14209e-05j 0.000748094-0.000773914j -0.00196344+0.00171191j 
