0.000911812-0.00333209j -0.00459248-0.00124759j -0.019323-0.0278637j 0.000342957-0.0118437j 0.00132355+0.0120379j 0.00485118+0.0184808j -0.000379198+0.00787795j 0.00260066+0.0117097j 0.00157369+1.39918e-05j 0.000741448-0.00365269j 0.00245075-0.0126769j -0.00153692+0.000929546j 0.000413558+0.000328761j 0.00580615-0.00283068j 0.0010045+0.00322182j 0.00381523-0.00288979j -0.00208357+0.00796982j 0.0129248+0.000521481j -0.0110945+0.000664659j 0.0258+0.00466312j 0.00861095+0.00506826j -0.00159172+0.00188523j -0.0167945-0.00669017j -0.00534981+5.88581e-06j -0.00435791-0.0073938j 0.00478118+0.00106305j -0.00624168-0.00467822j 0.0129572+0.00971904j 0.000668252+0.00173071j 0.00497189+0.0057684j -0.00469156-0.00144223j -0.000319867+0.00189807j 0.004468+0.0136289j 0.00169046+0.00437822j -0.000157859-0.00776822j -0.00568574+0.00523613j -0.00268648+0.00352498j 0.00785317-0.00238011j -0.00228913-0.00715031j -0.00841218-0.00272018j -0.00331367-0.00795745j 0.00112525-0.00617434j -0.00232016+0.00512353j -0.0137667-0.00512111j -0.00503323+0.00719205j -0.00646941-0.000224663j -0.000147753-0.0044596j 0.00220716+0.00222415j -0.00967218-0.00473986j 0.00186973-0.00721826j 0.00308338-0.00536316j -0.00233693+0.000961297j 0.00450715+0.00304883j 0.000456403-0.000420083j -0.0064825+0.00210584j 0.00324051+0.000464525j -0.00351416-0.00354515j -0.000378476-3.92374e-05j 0.0011576+0.000199561j 2.64445e-06+7.24832e-05j -0.00030741+0.00241225j 0.00278023+0.00273687j -0.000364451+0.000336931j -0.00224741-0.0084455j 0.000922354+0.00329276j 8.33243e-05-0.00132766j -0.00443955+0.00244187j -0.00618419+0.00434517j 0.00281306-0.000745079j 0.00134996-0.000407116j -9.76807e-05-0.00273933j 0.000717891+0.00496378j 0.00225872-0.00107425j 0.0017349-0.00112189j -0.000222272-0.00304922j 0.000479653+0.000143953j 0.00234905+0.00504516j 0.00209837-0.000663753j 0.00165066+0.00236753j 0.000493875-0.00278032j -0.00346241+0.0047778j -0.002494-0.00145607j 0.000159738+0.00182109j 0.00221311-0.00366722j -0.0011207+0.00363273j -0.00408166+0.00657917j -0.00159486+0.00158232j 0.00246518+0.00138558j 0.00111435-0.00212024j -0.0020083+0.00233877j 0.00387229-0.00194152j 0.000874639+0.0011008j 0.0025162-5.4613e-06j 0.000770801-0.00482532j -0.00288808+0.0025069j -0.00226295-0.00285102j -0.00247528+0.00447384j 
0.000711614-0.00215023j -0.0024594-0.000666312j -0.000703559+0.00532567j 2.46537e-05-0.00485112j -0.00104283-0.00723533j -0.00414281+0.0094098j -0.00104643-0.00288881j 0.00444978+0.00536j -0.00368794-0.00479312j -0.00602767-0.0137717j 0.00119393+0.00207941j -0.00120855-0.00362931j -0.00209856-0.0140779j -0.00012901+0.00612616j -0.0036438+0.00704964j -0.00245632-0.000435684j -0.000617839-0.000816004j 0.00274635+0.00132736j -0.00238839+0.00666887j -0.00376953-0.000423546j -0.000976562+0.000288246j -0.0025147-0.00121662j 0.00101391-0.00437268j 0.000973439-0.0147255j 3.56979e-05+0.00356719j -0.0027414+0.00505545j 0.00136082-0.000894369j 0.000498631-0.0025961j 0.00218531-0.0020979j 0.00327285+0.00258837j -0.000946291+0.00667027j 0.00126056-0.00402316j -0.00213454+0.00705933j 0.00269309-0.0102092j 0.0010218+0.00112676j 0.00127515-0.000862982j 0.00446211-0.00185565j -0.00168958-0.00167715j -0.00631854+0.000766397j -0.00149847+0.00457918j 8.02408e-07-0.00456319j -0.000129156-0.00148503j -0.00134438+0.00248897j 0.00107712+0.00455603j 0.00377398+0.00238213j -0.000943405-0.00334858j 0.00200143-0.00336734j -0.000670008+0.00207298j 0.000515981+0.00553901j 0.00477241-0.00807261j 0.00361952+0.00859088j 0.00186647-0.00192114j 0.000853857+0.000683349j 0.000407428-0.00332421j -0.0015431-0.00803104j 0.0120534-0.0015793j 0.00133253+0.00282213j 0.0013859-0.00948513j 0.00291453+0.00439102j 0.00793339-0.00178762j 0.00422965+0.00511346j -0.00358097+0.0089447j 0.00959804-0.00254748j 0.000462148-0.00419263j -0.00929774+0.00163528j 0.00198194+0.00584047j -0.00334783-0.00764231j 0.00314712+0.00368782j 0.00276345+0.00261532j -0.00499285+0.00123266j -0.00111068-0.00252681j 0.00014604-0.00842459j 0.00264325+0.00214409j -0.00339942-0.00984738j -0.00303004-0.00115905j 0.000653189+0.00487355j 0.00166441+0.00231059j -0.00129611-0.00212958j 0.00176847-0.00210486j -0.000435272-0.00682898j 0.00244475+0.000497791j -0.00353099+0.00380227j 0.000182939-0.00376126j -0.0063876+0.00618808j 0.00141639-0.00394749j 0.000368054+0.00190647j -0.000133697-0.00417355j 0.00122319-0.00133654j 0.00161687-0.00654456j -0.00102873+6.35527e-06j 0.000902587+0.00244621j 0.000514591-0.00428231j 0.000477841+0.001648j 0.00047857+0.00228873j -0.0006088+0.00282337j 0.00189899-0.00065786j 0.000644032-0.000144144j 
0.00394489-0.00374426j -0.00153909-0.000322799j -0.00036115-0.00205391j -0.00212099+0.00162162j 0.00135134+0.00362719j -0.000261332-0.00819139j 0.000553915+0.00233734j -0.00162898+0.00194545j 0.0033724-0.00420945j 0.00353988+0.0114926j 0.00169418-0.00642534j 0.00320734-0.00287627j 0.00488462+0.000414081j -0.00145505+0.00248129j -0.00227617-0.00353016j -0.00292236-0.00100919j 0.00108602-0.00143727j 0.00447108-0.00444156j 0.00382112+0.000533472j 4.96706e-05+0.0053965j -0.000433509-0.00244793j 0.00141719-0.000995535j -0.00133121+0.0048049j -0.00117013-0.00033779j 0.000676777-0.00193722j 9.08227e-05-0.00152999j 0.000775799-0.00136741j -0.00042644-0.0005614j -0.00149952-0.00280136j -0.00192044+0.000667311j 0.000813345+0.00131212j -0.000523261+0.00237607j -0.0010257-0.00357346j -0.000959646+0.00330572j 0.000316623-0.00262087j 0.000145225+0.00232426j -0.000473265-0.00110958j 0.000534016+0.00254173j -0.000680474+9.76957e-06j 0.000429264-0.00389085j 9.49123e-05-0.00188864j -0.00156693+0.00126096j 0.00124625-0.000983675j -0.000431423+0.000103728j -0.00376136+0.00341912j 0.000912592-0.00665076j -0.000329998+0.00313898j -0.000193275+0.00156987j -0.00290568+0.00380765j -0.000846588-0.00216323j -0.00252136+0.00249557j 0.0033858+0.00404144j -0.00417557+0.00147244j 0.00148464+0.00299414j 0.000799652-0.00114743j -0.00226142-0.00348478j 0.0021812-0.000631807j 0.00476996+0.00279487j -0.00329625-0.00307164j 0.00243163-0.000689839j -0.00140452+0.00100706j -0.00396448+0.00181304j 0.00355488-0.00188964j -0.00200042+0.00167691j -0.00319951+0.00274455j 0.0035726+0.000136254j 0.00374738+0.00080633j -0.00159175+0.00232234j -0.000860708+0.000122213j -0.000598674+0.000625204j 0.00265911+0.00205321j 0.000350449+0.000911886j 0.00144543+0.00204335j 0.00381874+0.00566781j 0.000201963-0.0033412j -0.00164176-0.00260586j 0.00545214-0.00355832j 0.00118685-0.00251879j 0.00391753-0.00181979j -0.00347789+0.00439518j 0.00135782+0.000397038j -0.000794825-0.000975528j 0.0033546+0.00522027j 0.00130984-0.00186162j 0.00163319-0.00151534j 0.001473+0.00143729j -0.00175358+0.0018762j 0.00193609-0.00181569j 0.00296637+0.000968947j -0.000600702-0.000618477j 0.000434152-0.00124611j -0.00212211+0.00205253j 4.19118e-05-0.00169598j 0.000498768-0.00186753j -0.00229541-0.00122413j 0.00206886+0.000707591j -0.000642666+0.000317866j 
-0.00261417+0.000889832j 0.000574826-0.000828823j 0.00489097+0.00585336j -0.00105687-0.00981221j -0.000865366-0.00476977j 0.00490964+0.00706519j -0.00186239-0.00407444j 0.00599858+0.00656417j -0.00249558-0.00748446j -0.00281716+0.00355817j -0.000385969-0.000640633j -0.00155507-0.00903052j -0.00628449-0.0130226j 0.00291763+0.00405662j 0.00951104+0.00676244j 0.00232993+0.00124841j -0.00445989+0.00218057j -0.00312557+0.00469573j -0.00326274-0.00172219j 0.00454737+0.000301223j -0.00660554-0.00760078j -0.00274621+0.000253879j 0.00726123+0.000476487j 0.00550551+0.00152517j -0.0038437-0.00626832j 0.000926396+0.00109755j -0.00180677-0.00322606j 0.000173226+0.00263792j -0.000588976-0.00719891j 0.000934136+0.00250929j -0.00122856-0.00291647j 0.00122058+0.00340687j 0.00404135-0.00689639j -0.00245977+0.00288394j -0.00024194-0.00290637j 0.000910735+0.00207687j 0.00424779-0.000364929j -2.88041e-05-0.00185833j 0.000751904-0.000982178j -0.00608898+0.00508984j 0.0036864-0.00406966j -0.000943605-0.00400685j -0.00286722+0.00167881j 0.000283383+0.000873773j -0.00295317+0.0014697j -0.00327649-0.00128112j -0.00069364+0.00239927j -0.00612305-0.00196316j -0.00387957+0.00132653j 0.00585097-0.00174623j -0.00322761+0.00290041j 0.00652914+0.00368075j -0.00675604-0.000820658j -0.000583767+0.00294985j 0.00105655-0.00492464j 0.00666902-0.00456411j -0.00140305-0.00104877j 0.00702654-0.000505122j -0.00120715-0.000310279j 0.00319274+0.00186359j -0.00667354+0.00383689j -0.0050902+0.00205064j 0.00590028-0.000414501j -0.00185934+0.00183209j -0.00505424-0.00115183j 0.0038547+0.00434931j -0.0047574-0.0065184j 0.00567999+0.000888775j 0.00103029-0.000281572j -0.00174335+0.00297072j -0.00339181+0.000891291j 0.00262276-0.00359204j 0.00105944+0.00316537j -0.000491705+0.00221049j -0.00404351-0.00533162j -0.00046003+0.00136952j -0.00246141+0.00027914j -0.00023526-0.00289783j -0.00255259-0.000607258j -0.00332535-0.000729774j -0.00470947-0.00015866j 0.0021783+0.00486652j 0.00199055+0.00586314j 0.00249021+0.000975536j -0.00088841-0.00416743j 0.00151234+0.00116026j 0.00325245+0.00147928j 0.0039637+0.00262761j 0.00242106+0.000633331j 7.36843e-05-0.00308907j -0.00191035-0.00110517j 0.000815835-0.000559918j 0.00305301+0.000835831j -0.00277021+0.000984593j 0.00188091+0.001878j -0.00262934-0.00220816j -0.00166116-0.00225108j 
-0.00112177-0.000175615j 0.00192595-0.00619068j -0.0023223-0.00206834j 0.00822437-0.0124855j 0.00712252-0.00840141j -0.00698067-0.00307365j -0.00297869+0.00189376j 0.00339265-0.0129375j -0.00345892+0.0117544j 0.0074251+0.000533451j -0.00955314+0.000650329j -0.00139147+0.0109396j -0.00582627+0.00804412j 0.000756903-0.00738986j 0.00192406+0.00373452j 0.00422597-0.00174646j -0.00378228+4.41708e-05j -0.0112735+0.0119248j -0.005683+0.00155229j -0.00654702-0.0054595j 0.00237535-0.00304621j -0.000216634+0.00669511j -0.00183978-0.00783872j 0.000489522-0.00496563j -0.0018587+0.000678348j 0.00409989+0.00500398j 0.00154983-0.000318588j 0.00462357-0.00417639j 0.00322967-0.00662033j 0.00586679-0.00481143j -0.00104904-0.00153482j -0.0044089-0.00240649j 0.00542247+0.00118744j -0.00037776-0.00406982j 0.00635945+0.00522058j -0.00390165+0.000569889j -0.00693416-0.0019815j 0.000494292-0.00172051j -0.00247529-0.00235818j 0.00526698+0.00195988j -0.00010799-0.0022482j -0.00628302-0.00415411j 0.000204976+0.0040015j 0.000780259+0.000556583j -0.00336531-0.00346737j 0.00416838-0.00583755j -0.000623838-0.00115581j 0.0032513+0.00208012j 0.0011905+0.00291828j -0.00707712+0.000783025j 0.00564763-0.00287901j -0.00137727+0.00348291j -0.00342216+0.00143163j 0.00256739+0.00266509j -0.000910977-0.00124255j -0.00430961-0.00927508j -0.00279259-0.00345866j -0.00686287+0.00221319j 0.00538871-0.0025518j -0.00409921-0.00303499j 0.00303797-0.000118262j 0.00201659+0.00437322j 0.00177549-0.00624443j -0.00205145+0.000152726j -0.00388386+0.00546846j 0.00356139+0.00123931j 0.00140369+0.00285225j -0.0014445+0.000588548j 0.00124658-0.00485906j 0.000968005+0.00317663j 0.000513551+0.00394552j -0.00243858+0.000317736j 0.00272007-0.00298244j -0.00479458+0.00457971j -0.000526186+0.000275876j 0.00482035-0.00413492j 0.00345435-0.000760934j 0.00371688+0.000391718j 0.00412806+0.00154384j -6.75318e-05+0.00233956j -0.00226518+0.00227266j 1.8649e-05-0.000404034j -0.00619857+0.00474305j 0.0029058+0.00327359j 0.00225495-0.000430659j 0.00107029-0.000778915j -0.00512009-0.000996452j -0.00161167-0.00205224j -0.00425829-0.00183044j -0.00313253-7.74768e-05j 0.00088562-0.000417515j 0.00108914+0.000565404j -0.000562832-0.00165541j 0.00413991-0.00218847j -0.00122895-0.00228409j 0.00390405+0.00504074j -0.000967395-0.00151462j 
0.000931573-0.00468131j 0.00182801-0.00235432j 0.00273366+0.00944698j 0.000699935-0.00897469j 0.0100373-0.00354769j -0.00276214+0.00967449j -0.00178031+0.002258j -0.00263693+6.62387e-05j 0.0121884-0.00321051j 0.0231772+0.0199014j -0.0105892-0.0128534j 0.0112774-0.00632291j 0.00233641-0.0054517j -0.0022048+0.0102826j 0.000850372+0.0122721j 7.52532e-05-0.00255765j 0.00831097+0.00207787j -0.00261416+0.00833208j 0.00201711+0.00504849j 0.00710611+0.00446015j -0.0068817+0.00283325j -0.00249267-0.000734086j 0.00889233-0.00606173j -0.00163109-0.000432171j -0.0020448+0.00354654j 0.00253111+0.000253857j -0.00366973+0.00619937j -0.00133676-0.00567551j -0.00591786-0.00648202j 0.00286687+0.000499076j 0.00495217+0.000908684j 0.00188191-0.00361821j 0.00234849+0.00487451j 0.00270782-0.0091711j -0.00126271+0.000658862j 0.000127573-0.000110489j -0.000979229+0.00827681j 0.0038805-0.00367362j -0.00827634+0.00901227j -0.00217708+0.0040742j 0.00243776-0.00392766j 0.00268426-0.00206499j -0.000938036-0.00129618j -0.00061095+0.0022373j -0.000836218-0.000717916j -0.00187777-0.00121366j 0.00131951+0.00353695j -0.0032484+0.00145629j -0.00210221+0.0086769j 0.00132328-0.000376553j 0.000664875+0.00108046j -0.00394878-0.00368134j -0.00151032+0.00674812j 0.000655707-0.00264481j 0.00283628-0.00805896j -0.00479562-0.0054601j -0.000103057-0.00131304j 0.00324869-0.0030683j 0.00140317+0.00254694j -0.000242626+0.0026618j 0.00424782+0.00846052j 0.000244103+0.00541276j -0.00517602-0.00636418j -0.00144432-0.000891274j -0.00266326+0.00324967j 0.000722188-0.00396026j 0.00878979+0.00536935j -0.00125573-0.000561184j -0.00364891-0.00496654j 0.00550028-0.00409457j 0.00153603+0.000433106j -0.000245513-0.00277981j 0.000613775-0.00558938j 0.00772817+0.00147711j 0.0048119+0.00995046j -0.000762643-0.00747808j 0.0017408+0.00203006j 0.0045746+0.00426558j 0.00247416+0.00336381j -0.000161823-0.00260188j 0.00241978+0.00741556j -0.00014392-0.00286761j 0.00535245+0.00115565j -0.00230977+1.38106e-06j -0.000964599-0.00358913j -0.00111986-0.00257857j 0.00348629-0.00228265j -0.000440346+0.000273956j -0.000463632+0.00161404j -0.00177764-0.00085753j -0.00272045+0.00105991j -0.000219612-0.00368284j -0.000681694+0.00205683j 0.00325045-0.00357439j -0.00253635-0.00274317j 0.00197559-0.00162662j -0.0025148+0.00315986j 
-0.00104571+0.00555169j -0.00263638+0.00188439j -0.0141657-0.00514281j 0.00847885+0.0170795j 0.00813644+0.0159519j -0.0215531-0.0144499j 0.00497342-0.00700585j -0.0104072+0.00674913j 0.00333136-0.00474387j 0.011602+0.0138838j -0.000953781-0.0142941j 0.00582951+0.00092804j 0.0176215-0.00368975j -0.0105144-0.00305616j -0.0132917+0.000600308j 0.000729247+0.00342829j 0.000432748+0.00209227j -0.00153097-0.00314581j 0.00365524+0.00693862j -0.0065926-0.00219234j -0.00843298+2.02479e-05j 0.00472697-0.00239879j -0.00112577-0.00398506j -0.0124244-0.0116534j -0.00381021+0.00168688j 0.00350978+0.000591835j -0.00633224-0.0025224j 0.00428812-0.00225431j -0.00450525-0.00591149j 0.00272202+0.00218201j 0.00596219+0.0103461j -0.000356031-0.000604994j -0.00549832-0.00033153j 0.00592862+0.000237336j 0.0027268+0.000526904j -0.00459293-0.00185295j -0.00218853-0.00290759j -0.00191551+0.000472417j -0.00509543-0.00170895j -0.00126613+0.00123055j -0.00613656-0.000906516j -0.00144459+0.000663416j 0.00374719+0.00233975j -3.00803e-05-0.000287097j 0.000873256-1.30041e-05j -0.00790465+4.55244e-05j -0.00460396+0.00154131j -0.000195634-0.00153333j 0.000857791-0.00356366j 0.000262855-0.00241262j -0.00170809-0.00168825j 0.00546402-0.00284646j 0.000929699+0.000619854j 0.00256044-0.00294738j 0.0019467+0.00150233j -0.00564253+0.00179931j -0.00432641+0.000941286j -0.00130139-0.00111667j -0.00281352-0.00144021j -0.00553202-0.0019058j -0.0028992+0.000376417j -5.26336e-05-0.00148006j -0.0033177-0.00325735j 0.00273748-0.00171844j -0.00132686+0.000481878j 0.00136214-0.00241049j -0.00581358+0.00152938j -0.00115854-0.000111692j -0.00167563-0.000567338j 0.00582594+0.00291491j 0.00426069-0.00347604j -0.000528945+0.000268288j 0.000333359-0.00310318j 0.00285741-5.73088e-05j -0.00451981+0.00246813j 0.000860833-0.00060043j -0.00161508-0.00137967j -0.00565772-0.00153735j -0.00389019-8.79017e-05j 0.00268153-0.00176375j -0.00213738-0.00207008j -0.000771029-0.00126404j 0.00279366+0.00288293j -0.00163867+0.00188285j 0.0017364-0.00141723j -0.00309916-0.00158895j 0.00433342+0.00341091j 0.000398426-0.00182143j 0.00317826+0.00142224j 0.00121723-0.00245348j -0.00468091-0.00335088j 0.000787636-0.000976752j -0.000662581-6.41408e-05j 0.00169091+0.00100364j 0.00246728+0.0014611j 0.000457604-0.000138109j 0.00155582+9.28851e-05j 
0.00119636-0.000855372j 0.00375087-0.00149276j 0.00247285-0.00231631j 0.00302396+0.00295705j -0.000335843-0.00110781j 0.00658805+0.00591999j -0.000549646+0.000143132j 0.00491057-0.00161277j -0.00659608+0.00357617j -0.00351576-0.0185433j 0.0027519+0.0151285j -0.00732404-0.000416837j -0.00473109+0.00825495j 0.00242817-0.00307406j 0.00264939-0.00842763j 0.00175416+0.00115258j 0.00685062-0.00862295j 0.00180336+0.0056774j 0.00641479+0.00910047j 0.00494958-0.00475559j 0.000230046-0.00218081j 0.0040222+0.00812832j 0.00559213-0.00761278j 0.0047132-0.000588673j -0.00119661+0.00431028j 0.00629701-0.00284893j 0.00162242-0.00301601j 0.00434883+0.00369287j 0.00171084+0.00336998j -0.00289814-0.00545216j -0.00294898-0.00133336j -0.00193803+0.00389277j 0.00301615-0.00682796j -0.00715108+0.00827742j 0.000517969-0.00106915j 0.00353986-0.00413408j 0.00325471+0.00581741j 0.007132+0.000552062j 0.00467427+0.00291216j -0.000537544-0.00431802j 0.00493863-0.00918032j -0.000583716-0.000799823j 9.36643e-06-0.000124164j 0.00126287+0.00238308j 0.00242897+0.00196456j -0.00525181-0.00448555j 0.0013279-0.00279814j 0.000457767+0.00169446j 0.00452433+0.00597498j -0.00202646-0.00217348j 0.00028812-0.00387279j 0.00304704+0.00852055j 0.000945854+0.0047343j 0.00310394+0.00242136j -0.00521793-0.00453491j -0.00394038-0.00549918j -7.81474e-05-0.0035706j -0.0023491+0.00218613j 0.00141734-0.00204226j 0.00538765-0.00122106j 0.00684145-0.00122831j 0.00481026+0.00247659j 0.00525444-0.00201675j 0.00205831+0.0037855j 0.000672099+0.00439497j 0.00190556+0.00176432j 0.00291121-0.00837918j -9.55483e-05-0.00123064j -0.0014107+0.00451661j -0.00434102-0.00329922j 0.00271542+0.00369578j -0.00278591+0.0021964j 6.90898e-05+0.00437905j 0.00263565+0.00382225j 0.00244926-0.00771925j -0.00158399-0.00053208j 0.00447507-0.00298097j 0.00171738-0.00480458j 0.00371826-0.00569098j -0.00182489+0.00512668j 0.0074997+0.000292965j -0.000614161+0.00132445j 3.20362e-06+0.00156088j 0.000547278-0.00196366j -0.000958972-0.000445483j -0.00189373+0.000461434j -0.00293946+0.000883301j -8.16251e-05-0.00313406j -0.00435507+0.00395419j 0.00178368+0.00396498j 0.00227349-0.000525659j -0.00545871-0.000377783j 0.00203103-0.00151326j -0.00208075-0.0021171j -0.00126172+0.000381971j -0.0018416-0.00205684j 0.00074415+0.00349934j 
5.09127e-06-0.00170678j 0.00430172-0.0139097j -0.00360831-0.0012121j 0.00305525-0.00983409j 0.00303319+0.000859723j 0.00458204-0.0102481j -0.003147-0.00310794j 0.00539378+0.00281215j 0.000785464-0.000869759j -0.00813783+0.00516833j 0.0242144+0.00113627j -0.00787974-0.000166354j 0.00713733-0.00382494j -0.0133376-0.00325014j -0.00853547-0.0145997j 0.00783937-0.00305964j 0.000963974+0.0038767j -0.00130583-0.00121862j 0.00459712-0.00104844j 0.00801865-0.0069075j -0.00248343-0.0035179j 0.00406193+0.00518715j 0.00846411-0.00344277j 0.00156634-0.00569232j 0.00176906-0.00176909j -0.00121686+0.00150341j -0.00462557-0.00473473j 0.00696567+0.00381132j 0.00595237+0.00171702j -0.00551553-0.000714148j -0.00165097+0.000351803j 0.00408151+0.000587507j -0.00497779-0.00210199j 0.00836409+0.00720589j -0.00476638+0.000973019j -0.00265125-0.00320285j -0.00256287+0.00088817j 0.000969136+0.00632954j 0.00116284-0.00152621j 0.00254177+0.00264253j 0.00120563+0.00109691j 0.0073921-0.00394529j 0.00171317-0.00164811j 0.000932416-0.00189986j 0.001434+0.00393069j -0.00173487+0.00451144j -0.0013277-0.00396208j -0.000324274-0.00629913j -0.00443877+0.00202902j 0.00143454+0.00173238j -0.000517885+0.00105147j 0.00111378+8.81176e-05j -0.00162641+0.00295308j -0.00242141+0.00196908j 0.00100104-0.000767183j 0.00132718-0.00104008j 0.00180446-0.00691473j -0.00485367-0.0016924j -0.00482946+0.0025432j -0.000771843-0.00182479j -0.00117471+0.00163015j -0.0010705-0.00200122j 0.00828389+0.00304108j -0.000827342-0.000243994j 0.00216775-0.00207235j 1.0415e-05-0.000314364j 0.000731361-0.000997549j 0.0044493-0.00251967j 0.00168717+0.00231581j -0.00291234-0.00177443j 0.00152956-0.000992702j 0.00532616+0.000804066j -0.000276816+0.000457009j 0.00189367-0.00182241j -0.00403761-0.00165334j 0.00253653+0.00184999j -0.00070036+0.000977887j -0.0050076-0.00245854j -0.00342107+0.000201073j 0.000705779-0.00146527j 0.00298471-0.000783978j -0.00417893-0.00271846j 0.000821911-0.000358478j -0.00184581-0.000883377j 0.00116408+0.00302414j -0.00566423-0.00056016j 0.0033452-0.000583869j -0.00132475-0.000218962j 0.00281228+0.00458699j 0.00340968+0.000243154j -0.00115869-0.000800843j 0.00133583-0.00172281j 0.000228266-0.000978346j -0.00170975+0.0029275j -0.00046615+0.00181341j -0.000226349-0.00103975j 0.00371449+0.00220768j 
0.0018099+0.00361263j -0.0015186-8.42289e-05j -0.00119175-0.00294236j 0.00316627+0.00477792j 0.00128049+0.0123125j 0.00105906-0.00795912j -0.00125399-0.00790522j 0.00241758+0.00975543j -2.10797e-05-0.00635723j -0.00731909+0.0182938j 0.0101028-0.00463497j -0.000593967-0.0110781j 0.00413452-0.00727812j -0.00642771-0.00115685j 0.00601671-0.00532601j -0.000613664+0.00569189j -0.00574188-0.00362322j -0.00387329+0.00331043j -0.000517237+0.000675241j 0.00246244-0.00915376j -0.00752971+0.00762799j 0.00450335-0.00311827j 0.00486841-0.00755754j 0.00630143-0.00246021j -0.00944736+0.00475798j 0.00180645-0.00410976j -0.00418278+0.00349451j 0.00652058+0.000359688j -0.00318419+0.00449138j -0.00218224-0.000292941j -0.00425772-0.00270936j 0.00336741-0.0013108j -0.0112697-0.00412601j 0.00636226+0.000868273j -0.0034304+0.00171165j 0.00494944+0.00196709j -0.00524382-0.000494633j 0.00484186-0.00152963j 0.00186479-0.00433394j -0.000110984-0.00435886j 0.00254287-0.00457744j -0.00558129+0.00272535j -0.000739368+0.000344802j -0.000985583+0.000779679j -0.00590347+0.00120423j 0.00372066-0.00320374j -0.00164641+0.000524097j -0.00187708+0.00451761j -0.000610499+0.00620666j -0.00434114-0.00569816j 0.00205197+0.00297044j 0.00294625-0.00882906j 0.00133513+0.0066733j -0.00267369-0.00369876j 0.000180806+0.0022951j 0.00226759+0.00319087j 0.00265363+0.00350842j 0.00340754-0.00288488j -0.00420576+0.00432909j 0.000456497+0.00119511j -0.000339845+0.00264683j -0.0053199+0.0049033j 0.00045753-0.00820088j -0.00153804+0.00491987j -0.00227535+0.00185312j 0.00280404-0.00437728j 1.77305e-05+0.00680782j 0.00237837-0.0020472j 0.00355612+0.00342352j -0.00175999+0.00173523j -0.000622263-0.00300035j -0.00158753-0.00140851j 0.00416962+0.00131625j 0.0028607-0.00336834j -0.0052156+0.00586382j -0.00079721+0.00404354j 0.00148344-0.00010632j -0.00689808+0.00249536j -0.000929579-0.00437229j -0.00297629-0.00155669j -0.00420247-0.000436141j 0.000189983-0.00106143j 0.00841104-0.00767819j 0.000383634+0.0003125j -0.00282137-0.000288282j 0.00729379+0.00610534j -0.00109317-0.000986282j 0.000977916-0.00360675j 0.00581941-0.00380658j -0.00227324+0.000257552j -0.0016969-0.000292044j 0.00279275+0.0012702j -0.00424647-0.00549585j -0.00256797-0.00247827j -0.00114097-0.000641526j 1.69185e-06-0.000399012j -0.00276313-0.00284105j 
0.00141241+0.00044426j -0.00196288+0.00328331j -0.00677131+0.00815066j 0.00195798+0.00420293j 0.00152072+0.00357554j -0.00919981+0.0130104j -0.00506877+0.00337726j 0.00234229-0.0083023j -0.00120832+0.0145142j -0.015082+0.0039516j 0.00788453-0.0103299j 0.000743169+0.0144329j -0.000337499+0.00685819j -0.00548178+0.00520388j -0.0188578+0.0076685j 0.00183695+0.00268195j -0.000912136+0.00231074j -0.00295371+0.00215701j -9.52208e-05+0.000808106j -0.00787931+0.00186492j 0.00321612-0.0037173j 0.00805802-0.00279275j -0.000458195-0.00252123j 0.00380751-0.00383355j 0.00480373-0.00173292j -0.00058125-0.000670775j -0.00294743+0.00164716j 0.00852308-0.0089051j 0.0146153-0.00825659j -0.0080136+0.0036581j -0.00466827+0.0034369j 0.00390557-0.000744581j -0.000606902+0.00638445j 0.0127332-0.00246628j 0.000668935+0.000565013j -0.00419988-0.00286035j -0.00220391+0.00213351j 0.00864916-0.00378718j -0.00399292-0.00271976j -0.00393076-0.00279987j 0.00325458-0.00442426j 0.00451715+0.00315415j -0.000411894-0.00263102j -0.0048455+0.00364407j 0.00463597-0.00349338j 0.00284958-0.00333691j 0.000680031-0.00105184j -0.00215812+0.00110784j -0.000563923-0.00132513j 0.00433063-0.0039319j -0.00923161+0.00280772j 0.0036232+0.00175006j 0.00354217-0.00817331j 0.00447906-0.000821617j 0.00588165-0.00102119j 0.00553246-0.00302847j -0.00347088+0.00223049j 0.00768442+0.0026005j -0.000853313-0.00161788j 0.00384464+0.000914245j -0.00660187-0.000613937j -0.0083256+5.14672e-05j 0.00554079+0.000197042j 0.00968076-0.0082497j -0.00372533+0.000416872j -0.00396631+0.00131953j 0.000741486+0.00165424j -0.00473873+0.000728971j 0.00457077-0.000543067j -0.00700129+0.00452294j 0.0033565+0.000835379j 0.00609836+0.00185907j 0.00374033+0.00156052j 0.000871272+0.00159479j -0.00589824-0.00175953j 0.00253596-0.00259169j 0.000149567-0.00250999j -0.000718216+0.00188752j -0.000431747+0.00124126j 0.00696974+0.00271902j 0.00465686-0.00204802j -0.00485605+0.00247598j -0.00843814+0.0044365j -0.00758044-0.00248573j 0.00889863+0.000797288j 0.000760487-0.00104811j -0.00208108+0.00191021j -0.00314376+0.000531066j 0.000409587+0.0020317j 0.0047164-0.00206424j 4.11961e-05-0.00100394j 0.000245599+0.0021485j -0.00301436-0.000928497j 0.00215735+0.00344116j 0.000850739-0.0020871j 0.000920049+0.00123271j 0.00121782-0.00124472j 
