0.000911812-0.00333209j -0.00459248-0.00124759j -0.019323-0.0278637j 0.000342957-0.0118437j 0.00132355+0.0120379j 0.00485118+0.0184808j -0.000379198+0.00787795j 0.00260066+0.0117097j 0.00157369+1.39918e-05j 0.000741448-0.00365269j 0.00245075-0.0126769j -0.00153692+0.000929546j 0.000413558+0.000328761j 0.00580615-0.00283068j 0.0010045+0.00322182j 0.00381523-0.00288979j -0.00208357+0.00796982j 0.0129248+0.000521481j -0.0110945+0.000664659j 0.0258+0.00466312j 0.00861095+0.00506826j -0.00159172+0.00188523j -0.0167945-0.00669017j -0.00534981+5.88581e-06j -0.00435791-0.0073938j 0.00478118+0.00106305j -0.00624168-0.00467822j 0.0129572+0.00971904j 0.000668252+0.00173071j 0.00497189+0.0057684j -0.00469156-0.00144223j -0.000319867+0.00189807j 0.004468+0.0136289j 0.00169046+0.00437822j -0.000157859-0.00776822j -0.00568574+0.00523613j -0.00268648+0.00352498j 0.00785317-0.00238011j -0.00228913-0.00715031j -0.00841218-0.00272018j -0.00331367-0.00795745j 0.00112525-0.00617434j -0.00232016+0.00512353j -0.0137667-0.00512111j -0.00503323+0.00719205j -0.00646941-0.000224663j -0.000147753-0.0044596j 0.00220716+0.00222415j -0.00967218-0.00473986j 0.00186973-0.00721826j 0.00308338-0.00536316j -0.00233693+0.000961297j 0.00450715+0.00304883j 0.000456403-0.000420083j -0.0064825+0.00210584j 0.00324051+0.000464525j -0.00351416-0.00354515j -0.000378476-3.92374e-05j 0.0011576+0.000199561j 2.64445e-06+7.24832e-05j -0.00030741+0.00241225j 0.00278023+0.00273687j -0.000364451+0.000336931j -0.00224741-0.0084455j 0.000922354+0.00329276j 8.33243e-05-0.00132766j -0.00443955+0.00244187j -0.00618419+0.00434517j 0.00281306-0.000745079j 0.00134996-0.000407116j -9.76807e-05-0.00273933j 0.000717891+0.00496378j 0.00225872-0.00107425j 0.0017349-0.00112189j -0.000222272-0.00304922j 0.000479653+0.000143953j 0.00234905+0.00504516j 0.00209837-0.000663753j 0.00165066+0.00236753j 0.000493875-0.00278032j -0.00346241+0.0047778j -0.002494-0.00145607j 0.000159738+0.00182109j 0.00221311-0.00366722j -0.0011207+0.00363273j -0.00408166+0.00657917j -0.00159486+0.00158232j 0.00246518+0.00138558j 0.00111435-0.00212024j -0.0020083+0.00233877j 0.00387229-0.00194152j 0.000874639+0.0011008j 0.0025162-5.4613e-06j 0.000770801-0.00482532j -0.00288808+0.0025069j -0.00226295-0.00285102j -0.00247528+0.00447384j 
0.00244768-0.000320854j -0.00194979-0.0017326j -0.00262067-0.000228966j -0.00959228+0.00188565j -0.00387905-0.00300862j -0.00597847+0.00269912j -0.00453443-0.000630463j 0.0091244-0.00730981j -0.013757+0.000203395j -0.000721995-0.00664155j 0.00906006+0.00139684j -0.00537745+0.00810195j -0.00654197+0.0129068j 0.00377453-0.0068451j -0.00367979-0.0105058j -0.008963+0.000135212j -0.00293886-0.000731553j 0.0085584-0.00250284j -0.0034687-0.00114841j -0.00383461+0.00441336j 0.00161475-0.00981269j -0.00587364+0.000820098j -0.00369116+0.00887753j -0.00215705+0.00399816j -0.000807547+0.000405809j 0.000424778+0.000549049j 0.00942255-0.0032011j -0.0069925-0.00443751j 0.00264791+0.00172234j 0.00719116+0.00488098j 0.00111445-0.00595846j -0.00519384+0.0128959j 0.00568995+0.00373755j -0.010713+0.00149716j 0.00800163-0.00475182j -0.00371827+0.00659252j 0.00691387+0.00100308j -0.00348781+0.00172446j 0.000570544+0.00429472j 0.00230579-0.00311879j -0.0059525+0.00119374j -0.00174139-0.00063032j 0.00244414-0.000711399j 0.000145284+0.000337224j -0.00178027+0.0033201j 0.00461421-0.00154368j 0.00433977+0.00807099j 0.00260433-0.000282129j 0.00315545+0.00271614j 0.00521684+0.00100415j -0.00292887+0.00737349j 9.79617e-05-0.0041423j 0.000550854-0.000830316j -0.00013918-0.000410033j -0.00276455-0.0010893j -0.00559846+0.00365292j -0.00856155+0.000148671j 0.00100804+0.00254887j -0.000251792+0.000329559j -0.00461797+0.00112686j 0.00232172-0.00117276j -0.000936594-0.00317378j -0.00217954-0.00473548j -8.47495e-05-0.00741042j -0.00158567+0.00259766j 0.00327401-0.000662939j -0.00742474-0.00263457j -0.00392904-0.00112586j -0.00326787-0.00237386j -0.00292697-0.00058376j 0.00372027+7.8925e-05j 0.00159963-0.00839311j -0.00376469-0.00537488j 0.00122567-0.00786894j 9.67281e-05+0.00336393j -0.00498986-0.00994967j 0.00185598-0.00122349j -0.000973882-0.00514034j 0.00372351+0.00937013j 0.00349842+0.000290579j 0.00441654+0.00472013j -0.0044557-0.00108064j 0.000848074-0.000331108j -0.00365368-0.00168048j 0.00340754-0.00444592j -0.00360621+0.000253373j 0.002958-0.00760881j -0.000366216+0.00225448j 0.0104508-0.000641894j -0.0026802+0.000411265j -0.0037912-0.000455918j -0.0020575+0.000885395j -0.00153318+0.000331339j -0.000131232+0.00415173j -0.00232561+0.00382003j 0.00230927-0.000322893j -0.00186841+0.00372188j 
0.00239948+0.004799j 0.00299212-0.00268317j 0.00223876-0.00205378j -0.00204211-0.00905817j 0.0058838-0.00242617j 0.00262232-0.00274943j -0.00144441-0.00322519j 0.00820159+0.00426578j 0.00705758-0.00887327j 0.011302-0.00284403j 0.000520981+0.00811391j -0.0163331-0.00944625j -0.0195922-0.00514637j 0.00577031+0.00788456j 0.0108876-0.00436968j 0.0014795-0.00842721j 0.00483339-0.00259179j -0.000763817+0.00702362j 0.00424866-0.00071248j -5.63332e-05-0.000889264j 0.00685868-0.00245676j -0.000584968-0.000797283j -0.00380516-0.00330665j -0.00260329+0.0035452j -0.00365531-0.00541736j 0.00526206+0.00174264j 0.0020776+0.00828273j 0.0116829-0.00675625j -0.00268093+0.00348105j -0.00190366+0.00422725j 0.0125207-0.00119668j -0.0175458+0.00148562j -0.00555836+0.00319317j -0.00317114-0.00535366j 0.00602078+0.00790284j -0.00345493-0.00574485j -0.00566084+0.00423415j 0.00412194+0.000363763j -0.00184912+0.000509279j 0.00210288+0.000733423j -0.000356554-0.00269301j -0.00128208-0.0023812j -3.18196e-05+0.00517024j -0.00119805+0.00147679j -0.00314965-0.000880922j 0.00241333+0.00540972j -0.00109009+0.00702695j -0.00222892+0.0029008j 0.000767229-0.000221931j -0.00121065+0.00115964j -0.00579862+0.00120698j 0.00433363-0.00216975j -0.000719094-0.000616234j -0.00142299+0.00110378j 0.000207784-0.00216264j -0.00368458-0.00288526j -0.00549677-0.00335767j 0.00104402+0.000575419j 0.000731012+0.000867907j -0.00428727-0.00150127j 0.00127598+0.00297293j 0.000627756+0.00071345j 0.00174669-0.0028804j 0.00302281+0.000638972j -0.0055667-0.00238361j 0.000260157+0.00435653j 0.00243287-0.00775168j 0.00824101-0.00394143j -1.0367e-05-0.0028855j 0.0019395+0.00180308j -0.00485397+0.00257156j 0.0103803+0.00107695j 0.00457252-0.00215483j 0.00925181-0.00202134j -0.00625154-0.00196535j 0.00654595-0.00295883j 0.00140829+0.00274961j 0.00419247+0.000231287j -0.00760574+0.0045916j 0.00113156+0.00751937j -0.00651604+0.00172688j 0.0031676-0.00346867j 0.000387378-0.000962519j 0.00630022-0.00209692j -0.000406927+0.000909214j 0.00428204+0.00302728j 0.0109133+0.00130552j -0.000670512-0.00219758j 0.00222012+0.00190145j -0.00516669-0.00312733j 0.00490341-0.00017734j -0.0015327+0.00153779j -0.000919392-0.00458411j -0.00545577-0.00215907j -0.000329661+0.000322713j -0.00335571-0.000607504j -0.00384077-0.000900497j 
0.00233723+0.0050735j 0.00347182-0.00848487j -0.00121692-0.000419209j -0.00336997-0.00841458j -0.00158155-0.00385817j 0.0111138-0.00656122j -0.00256244-0.00511733j -0.0153422+0.0079046j 0.0158373-0.0185708j -0.00393533+0.00158897j 0.0112214+0.00730941j 0.000522031+0.0123947j 0.00937696+0.0144836j -0.00499287-0.00818717j 0.00216116-0.0107776j -0.00077519-0.0127389j 0.00417805-0.00439746j 0.00516084+0.00588346j 0.00389369-0.00385453j 0.00726001-0.0103667j -0.00946151+0.0040964j 0.00836964-0.00279068j 0.00909605-0.00398085j 0.00542265-0.00316328j -0.0144175+0.00623588j 0.00447129-0.00961301j -0.00366012+0.003297j 0.004784-0.00478305j 0.00146094+0.006856j -0.00691403+0.00583856j -0.0086174-0.00543453j 0.0103629+0.00840226j -0.0114574-0.00291166j 0.00498734+0.00862449j 0.000191809-0.00503385j 0.000439671+0.00368716j 0.000239214+0.0103316j 0.0038429-0.00374438j 0.00174639-0.00127777j -0.00157583+0.00138884j 0.000227099-0.00383539j 0.00319976+4.78901e-05j 0.00332764-0.00394724j -0.00132995+0.00411924j 0.00464709-0.00576538j 0.00186743+0.00201161j 0.00332492-0.00412711j -0.00398744+0.0010876j 0.00190818-0.00539484j -0.00307302+0.00092272j 0.00489095-0.00165953j -0.00250977-2.00588e-05j 0.00190945+0.00125303j 0.000974664+0.000139389j 0.000633258-0.00163396j 0.00444094-0.00454027j 5.36938e-05+0.0038377j -0.0005707-0.000661696j 0.00654106-0.00329633j 0.00148442+0.000331362j 0.00292957-0.00298807j 0.00413588+0.00371094j -0.00429097-0.000762104j 0.0038008-0.00431041j 0.000485874+0.00597535j -0.00204321+0.00223403j -0.00634732-0.000249577j 0.00234711-0.0048881j -0.00119876-0.00177416j 0.000332761-0.00520046j -0.00694493+0.00430771j 0.0022772-0.0041365j -0.00158623-0.00603427j -0.0100123-0.0019885j -0.00375335+0.00648495j 0.00488679-0.00189067j 0.000241257+0.00151528j 0.000630929+0.00415189j 0.00209206-0.000102566j 0.00353146-0.00415504j -0.000538716-1.59235e-05j -0.00194878+0.0024146j -0.00699507-0.00305885j 0.00366773-0.000628424j 0.00244082+0.00134982j 0.00173048-0.00202602j 0.00239856-0.00623817j -0.0050336+1.30853e-05j -0.0107889-0.000585057j 0.0030235+0.0045055j 0.00369675+0.00172235j 0.00155761+0.000348777j -0.00199967+0.00055102j -0.001294+0.00355672j 0.0013635+0.000295087j -0.00248496+0.000760481j -0.00036779+0.00341027j 
0.00633046+5.2772e-05j -0.0058058-0.00774678j 0.00103084+0.000103834j -0.00880581-0.00245338j -0.00158933-0.000973008j -0.00330263-0.0179321j -0.0059168-0.00187423j 0.00989881+0.022282j -0.0110791-0.0259779j 0.00416813+0.00175124j 0.00719214-0.0152005j 0.00580287-0.00688406j 0.00625337-0.0255758j -0.00513009+0.0138716j -0.0104813-0.000408641j -0.010923-0.00831136j -0.00026387-0.00430451j 0.0048804-0.00300787j -0.000328168-0.00361559j -0.007482-0.0108226j 0.00617876+0.0113177j -0.00268994-0.00905908j -0.00411142-0.0128279j -0.00525604-0.00454176j 0.00237396+0.0098505j -0.00613251-0.00371533j 0.00121364+0.00799017j 0.00115581-0.00311188j 0.00157283+0.00267841j 0.000768663+0.00870021j 0.000741148+0.0128182j 0.000676112-0.0117631j -0.00797472+0.00950052j 0.00692431-0.00840106j -0.0054193+0.00481381j 0.00147455-0.00405854j 0.00686599+0.00512366j -0.00120753+5.16513e-06j -0.00228542-0.00181301j 0.0024053+0.00268926j -0.00235531-0.000147215j 0.00136266-0.00276952j 0.000847088-0.00299741j 0.00204665-0.00016458j -0.002137-0.00129703j -0.000704279-0.0032788j -0.00401734-0.000626421j -0.000185099+0.00521409j -0.00397685-0.00424432j 0.00284656+0.00295465j -0.00398553-0.00319463j 0.000443496+0.000467182j 0.00472557-0.00554864j -0.00218958+0.000664308j -0.00149445+0.000815084j -0.00524654-0.00647139j 0.000286322+0.000280197j -0.00266998+0.00051359j -0.00370843-0.00560234j -0.00128896-0.00171361j -0.00185125-0.000102458j 0.00543185-0.000998137j -0.00107917+0.00290011j 0.00309259-0.000347287j 0.000743772-0.00124976j 0.00226118+0.0051729j -0.0017392+0.0061543j -0.00262706-0.00221102j -0.00299703-0.00233267j -0.00133517+0.00280772j 0.00721592+0.00772265j -0.00168818-0.00144381j -0.00709082-0.000497385j -0.000936076+0.00812865j 0.00583418+0.00020847j 0.000924109-0.00329131j 0.00070892+0.00594597j 0.00183999-0.00330001j -0.00562802+0.00067666j -0.00198277-0.000905152j 0.00233826+0.00368408j 0.000175684-9.56761e-05j -0.00746453+0.00592466j -0.0039639-0.0045025j 0.00294331-0.000649752j -0.00142935-0.00207552j -0.00615095+0.00273356j 0.00360195+0.00196929j -0.000271529+0.00805074j 0.00303137-0.00412586j 0.00174193-0.00443551j 0.00379094-0.00559759j 0.00076147+0.000934523j 0.00336545+0.00381252j 0.000167336+0.000155167j -0.000673115+0.00341047j -0.000111141-0.0018167j 
0.00611019+0.00618386j -0.00238755+0.000216221j 7.35392e-05+0.00369975j -0.00586601+0.0033422j -0.0051119+0.00583536j -0.000385867+0.00552839j -0.00283657+0.00127256j -0.00505232-0.00505125j 0.016375+0.0137315j -0.00567513+0.0015412j -0.00387647-0.0056848j 0.00368554-0.00293341j -0.00872512-0.0120461j -0.00307368+0.0080259j -0.002921+0.0152011j -0.0033076-0.00297947j 0.00119823+0.0098577j 0.000229346-0.00645223j -0.00074145+0.00316045j 0.00174775+0.000911483j -0.00358939+0.000336552j 8.38573e-05+0.00463208j 0.00241944-0.00234962j 0.000526166+0.004161j -0.00210906-0.00354106j 0.000987397-0.0037671j 0.000505902+0.00193474j -0.00225999+0.00273273j -0.00385753+0.00340617j 0.0025138+0.00518758j 0.00262885+0.000979867j 0.0026827+0.00538223j 0.00100911-0.00315028j -0.00373456+0.0139305j -0.00498662+0.00164733j -4.7742e-05-0.00309358j 0.00104939-0.00544098j 0.00468054+0.00809718j 0.00479569+0.0040246j 0.00419528+6.53773e-05j -0.00166311-0.000558814j -0.00577356-0.00386105j 0.00247692-0.000112515j -0.00225974+0.000403708j 0.000988618-0.00895067j 0.0037236+0.00462991j 0.00168711-0.00137798j 0.000719551+0.00260008j -0.00225491-0.00131145j -0.00215117-0.00494787j -0.00279229+0.00120346j -0.000582429+0.0029697j 0.00205553-0.0021678j -0.00146103-0.00224626j -0.00506434+0.00107045j 0.000632005+0.00155687j 0.00463254+0.00725007j -0.00207696-0.00373245j -0.000434176-0.000801447j 0.000521438+3.78957e-05j -0.00385948+0.00195124j -0.00817919-0.00311305j -0.00107555+0.00284729j 0.00818632+0.00727387j -0.0073388-0.00865371j -0.00696364+0.00122607j -0.0051736-0.000253231j -0.00428093-0.000320039j -0.0047519+0.00406179j 0.00296679-0.000633913j 0.00317961+0.000746224j -0.00729911+0.0077128j -0.000494985+0.00263907j -0.00052983-0.0035789j -0.00120006-0.00740119j -0.00295765+0.00311888j 0.000573736+0.00889989j -0.00430676-0.0109692j 0.00316947-0.00218497j 0.00249474+0.000404524j 0.00906426+0.000182952j 0.00353126-0.0101943j -0.000190803-0.00229133j -0.0089103+0.00175593j 0.00180243+0.00742692j -0.00594682+0.00517643j -0.00419844-0.00361927j 0.00787308-0.009052j -0.000536192+0.000382971j 0.000417761+0.00210402j -0.00220358-0.00897354j -0.00297685+0.00115854j 0.00725859-0.00810778j 0.00500455+0.00250489j 0.00165495-0.00107833j -0.0039518+0.00479408j -0.0036189+0.000756979j 
0.00260373+0.00111023j -0.00297789-0.005056j -0.000178011-0.000499308j -0.00136214+0.00100799j 0.000197503-0.00474149j -0.0039862-0.00411091j -0.00790259-0.00101634j 0.00540943-0.00404616j -0.0148078-0.00875479j 0.00321045-0.00544042j -0.0100749-0.00901338j -0.011029+0.0114166j -0.011744+0.00372268j 0.0074991-0.00337232j -0.00349437+0.000222225j -0.00387119-0.00229952j -0.000287585-0.00229479j -0.000604052+7.08579e-06j -0.00185579-0.00369813j -0.00550861-0.00225102j 0.00389911-0.00628298j -0.00314287+0.00093067j -0.00264378-0.000408302j 0.00327951+0.00337307j 0.00022711+0.0026074j 0.000892666-0.00264858j 0.00711919-0.00206853j 0.00443631-0.0107296j 0.0137466+0.000612678j 0.00555151-0.00267023j 0.00574166-0.00768509j -0.00128919+0.00829433j 0.00119113+0.0113074j 0.0016984-0.000431307j 0.00705484+0.00024627j -0.0040184+0.00165553j 0.00178611-0.000514919j 0.00180977+0.0030833j 0.00056847-0.0031833j 0.000577256+0.00194238j -4.35481e-05-0.000709206j -0.00157868-0.00424373j -0.00325328-0.00240617j 0.0022532-0.00172603j -0.00580531+8.86135e-05j 0.000471889+0.0044426j -0.00334582-0.00301609j -0.000671051+0.00235677j -0.00261888-0.00219031j 0.000259265-0.005236j -0.00449971+0.00118714j 0.00198629-0.00226171j -0.00307175+0.00173859j 0.000543594-0.000855364j -0.000396748-0.00101976j -0.00596986+0.00494596j 0.000135922+0.00498177j -0.00105768-0.00321859j -0.00418106-0.00375736j -0.00233027+0.00295706j -0.00104016-0.00138617j -0.000204847-0.0053985j -0.00256579+0.00504288j -0.00398691+0.00311404j 0.00206709+0.00458946j 0.000441221-0.00375525j -0.00560012+0.00518273j -0.00259255-0.00647789j -0.00526049+0.0073084j 0.000937955-0.00264632j 0.00389231-1.88289e-05j -0.00153356-0.00665368j -0.0034366+0.0053504j 0.000916193+0.00041324j -1.26835e-05+0.0036738j -0.00349284+0.00114125j 0.000607961-0.00480974j 0.000745454-0.000316016j 0.0022088-0.000434351j -9.07943e-05-0.0026924j -0.00251096-0.00198409j 0.00181039+0.0019308j 0.00786574+0.00454119j -0.000716351-0.00474826j -0.00115496+0.00249783j -0.00261452-0.00181677j 0.00390066-0.00508648j 0.00142356+0.00191737j 0.0026658+0.00802366j -0.00166098-0.000155529j -0.000551138-0.00673923j -0.00178471-0.000461185j 0.00172965+0.000879338j -0.00504541-0.000808547j 0.00308087-0.00198516j -0.00380394+0.00479045j 0.00560526+0.00253384j 
0.00585565+0.000640452j -0.00246523-0.00707509j 0.00287042-0.00339873j -0.00234547-0.0131513j 0.00271363-0.0104422j 4.70283e-05-0.0052934j -0.00943929+0.0156927j 0.00572504-0.00538j -0.0157788+0.0156751j 0.0233805-0.015042j -0.0121166+0.0169953j 0.00408866+0.0100415j -0.00253701+0.0134373j -0.00548309-0.00111892j -0.00260638-0.00480871j -0.00372075-0.00864924j 0.00326821-0.00677264j -0.00049163+0.00938467j 0.00265724-0.000742679j -0.00333926+0.00372543j -0.000396376-0.00667006j 0.00112285+0.00532283j 0.00119547-0.00608036j 0.00827192+0.00133303j 0.00518509-0.00131263j 0.00557562-0.00337942j -0.000682514-0.00190812j 0.00449547-0.00652342j 0.0114573-0.0247958j -0.00707532+0.000964257j -0.0105292+0.00813187j 0.00594301-0.00254055j 0.00776258-0.00381144j -0.00376192+3.2431e-05j -0.00149733-0.00257576j 0.00190834-0.00168929j 0.000230661+0.00436135j 0.00475993-0.00280607j -0.000805114+0.000695876j 0.00132419+0.0025641j 0.000392304-0.0013596j -0.0028829-0.0027444j -0.0014382+0.00630823j -0.000270678+0.00133874j -0.00549709+0.00181443j -0.00138143+0.00369598j 0.000590373+0.00230449j -0.0017515+0.00085601j -0.0049002-0.00169672j -0.000696567-0.00146638j 0.00124947-0.00356778j -0.000470171-0.00344323j 0.00125182+0.00441094j -0.00170206-8.84844e-05j -0.00155998+0.00374396j 0.00261509+0.0029135j 0.00179254-0.00138966j -0.000996182-0.00188267j -0.00560305+0.00807888j -0.00329474+0.000307551j -0.002039+0.0044025j 0.0011621+0.000637077j 0.00252152+0.00392519j 0.00405644-0.0028955j 0.00323183-0.00165835j 0.00372277+0.00018724j 0.000788045+0.00520017j 0.00848771-0.00138908j 0.000327964+0.00444475j 0.00222394-0.00797299j -0.000958058+0.00031499j -0.000277115+0.00205865j -0.000878644+0.00420436j 0.00491652+0.00579557j -0.00193115+0.00313956j 0.00128824+0.00198059j -0.00294432+0.00674612j -0.00626001+0.00641031j -0.00665276+0.00028348j 0.000479894+0.00102364j -0.00111953-0.00372053j 0.00175584-7.98741e-05j 0.00586133-0.0054154j 0.00449871+0.0037002j -0.00414092-0.00579956j 0.00427141-0.000291893j 0.00294382-0.000190886j -0.000234039-0.00190836j -0.000950756+0.00251186j 0.000458032-0.00407679j -0.00532939+0.00631345j -0.000436104-0.00234145j -0.000639781-0.00192096j 0.0027595-0.000348207j 0.0030693-0.00333123j -0.000310587+0.000877024j -0.000481219-0.00289951j 
-0.00242433-0.00169314j -0.00231681-0.000826496j -0.00237169-0.00541716j -0.00364285-0.00489484j -0.00678107-0.00935201j -0.00359013-0.0039615j 0.0122214+0.00866648j -0.00540431-0.00393219j 0.00283343+0.0144202j -0.00602161-0.0358421j -0.000474731+0.0215421j 0.00317019+0.00100686j 0.00601763-0.00241575j 0.00456417+0.00358026j -0.00414005+0.00510731j -0.00329632-0.00163617j -0.00626353-0.00665513j 0.00378235+0.00217074j -0.0016191-0.00577117j -0.000530879+0.00248579j -0.00542894-0.00592023j 0.00415715-0.00259396j -0.00354149-0.00373658j 0.000651431-0.00851447j -0.00393647-0.00938125j -0.00114494-0.00305002j -0.00222029-0.000497004j -0.00130465-0.00981773j -0.00618288-0.0167673j -0.00547175+0.00679884j 0.00248243+0.0112128j 0.00115055-0.00131553j -0.00167327-0.00613951j 0.00254514+0.00187327j 0.000681531+0.00357401j -0.00402031-0.00388328j 0.0028627-0.00105914j -0.00252129-0.00184644j -0.0021907-0.00157685j -0.000590516+0.000569623j -0.000661553-0.00295765j 0.00263282-0.00429225j 0.00156878+0.00066118j 0.000996764+0.000795585j 0.00446879+0.000419967j 0.000364281+0.0036351j 4.63304e-05+0.00368264j -0.00135564+0.000647059j -0.00198861+0.00553431j -0.0015849+0.00109051j -0.0016392-0.00292188j -0.00194184-0.000510703j 0.0028869+0.00211071j -0.000163166-0.00151319j 0.00267141-0.00167556j 0.00359283-0.00393063j -0.003055+0.000997181j 0.00125922-0.000779866j 0.0037022+0.00467495j -6.96014e-05+0.00349169j -0.00075509+0.000494199j 2.85857e-05-0.00426699j 0.000157926-0.00585868j -0.00303774-0.000713216j 0.00492934-0.00509404j 0.00193039-0.00987161j -0.00278568-0.00377518j -0.00163155-0.00907299j 0.00305941-0.00317734j -0.00588422+0.000425553j 0.00372847-0.00346001j -0.00805344+0.00328867j 0.0023583-0.00265344j -0.00337058-0.00183026j 0.00178651+0.00221202j 0.000977777-0.00561294j -0.00106671+0.00317092j 0.00191291-0.000371463j 0.000922726+0.00635459j 0.000797675-0.000535976j -0.000934543+0.00645248j 0.00530911-0.00231799j -0.00264676-0.00549463j -0.00239931-0.00690751j -0.0044106+0.00537187j -0.00356921-0.0030737j -0.00171907-0.00370749j -0.00128587+0.00490975j 0.000212133+0.00109486j -0.00179977+0.000970665j 0.00440368-0.00136477j -0.00324179-0.000967192j 0.000676811+0.00375518j -4.93969e-05+0.00306153j 0.00125124-0.000355982j -0.00427065+0.00111925j -0.000991161-0.00203951j 
0.00150743-0.00447666j -0.00332964-0.00670182j -0.00135884-0.00381953j -0.00936015-0.00802536j -0.000223103-0.00265944j -0.00446493-0.00610132j 0.00781398+0.0110962j 0.0139358-0.00342964j 0.00341699+0.0132765j -0.00489059-0.0166245j 0.0214916+0.0155929j -0.00703759-0.0136686j -0.0104641-0.00249016j 0.00247965+0.0117543j 0.00207885-0.00470666j -0.00240874+0.00109472j -0.00239234-0.00312151j 0.00611816+0.0122597j 0.000257086-0.000433474j 0.00112542+0.00501599j -0.00400734+0.00241099j 0.000429932-0.00227627j -0.00157171-0.00278957j -0.000446594+0.00187958j -0.000579639+0.00525017j 0.00258916-0.00402108j 0.00018166+0.00200369j -0.00172188-0.00494232j -0.00671548-0.00856759j 0.0043183-0.00280967j 0.00461318+0.00845535j 0.00262357-0.00485105j -0.00192221-0.00075982j 0.00353999-0.00828355j 0.00461641+0.00241583j 0.00133193-0.00114329j -0.000305458+0.0055724j 0.00181024-0.00308715j -0.00132919-0.000650613j 0.000307484+0.00133447j -0.00168549+0.00195597j -0.00158062+0.00372194j 0.00218829+0.000926696j -0.000706162+0.000248481j 0.000634994+0.00733878j 0.00335858+0.00167187j 0.00620258-0.00854196j 0.000943027-0.00127706j 0.00389224-0.00299971j 0.00307173+4.01968e-05j 0.00147164+0.0028729j 0.000663733-0.00197286j -0.00286566-0.0033832j 0.00348726+0.00149141j 0.000502195+0.000506439j -0.0023837-0.00147373j -7.28181e-05+0.00855164j 0.00111005-0.00261255j 0.00170757-0.00343404j 0.00241133+0.00869677j -0.00378525+0.0077582j -0.00255707+0.00177254j -0.00407494+0.00636904j 0.000848508-0.000702757j -0.000609272-0.000300579j -0.00775155-0.000174342j -0.00317472+0.00475476j -0.00414592-0.00798402j -0.00275519+0.00188686j 0.00388678+0.0110179j -0.00454312-0.000502574j 0.00491127+0.00601551j -0.00273535+0.00237976j -0.00150056-0.00316998j -0.00569387+0.00105904j -0.004029+0.00359606j -0.00285234+0.00357756j -0.00246115+0.0013576j 0.00354695+0.00296576j 0.00297317-0.000614694j 0.00518662-0.00534422j -0.0016448-0.00644389j 3.88578e-05+0.00839964j -0.000731597-0.000582738j 0.00334579+0.00650203j -0.00138913-0.000798041j -0.00464481-0.000638385j 6.35379e-06+0.00131249j 0.000128357-0.00173319j 0.00269135+0.00259739j -0.00390234+0.00142054j 0.000722173+0.00696681j -0.000178042+0.000742053j -0.00418734-0.00118303j -0.00109033-0.00170293j 0.00499887+0.000167359j 0.0049078+0.00405749j 
-0.00234066+0.00301639j 0.00165034+0.00437685j -0.00523331+0.00131671j -0.00704403+0.0141744j -0.00910854+0.000438459j -0.00451198+0.0116109j 0.00571296-0.0117204j -0.0113814+0.00407051j 0.00444041-0.0103449j -0.000507761-0.0261319j 0.000235431+0.0105926j -0.00429506-0.00368677j 0.00560153-0.00543984j 0.00257711-0.00725581j 0.00167672-0.000245428j -0.00169397+0.00426919j -0.00289778+0.0103432j 0.00638612-0.0117265j -0.00183042+0.00022428j 0.00148051+0.00758364j 0.00538521-0.0102545j -0.00153956-0.0058847j -0.00596204+0.0113069j -0.00534443-0.0163922j 0.00373936-0.0117303j -0.00812307+0.00520006j 0.00540639-0.00188724j -0.0120624-0.0012808j -0.00220727-0.0101395j -0.0069442+0.0174587j -0.00356755+0.0136884j 0.00215009-0.00604982j 0.000901874-0.000588203j 0.000262365-0.00382703j -0.00326528+0.00025578j -0.00202279+0.00644784j 0.00253954-0.00146966j -0.00462869+0.00679243j 0.000728636+0.00288483j 0.000650051-0.00406532j -0.00255658+0.00222947j -0.00147997+0.00125038j 0.00385072-0.00751215j 0.00215089-0.00208041j -0.00203022+0.0029981j 0.00182015-0.00437042j -0.00479511+0.00111585j 0.00133076-0.00119245j -0.00123114+0.00826728j 0.000373527-0.000200869j -0.000574738-0.00243013j 0.00226855-0.00187937j -0.00152609+0.00773821j -0.00115852-0.000458889j 0.00240757+0.000573911j 0.0023379-0.00853296j 0.00406101-0.00333073j -0.00449807-0.00384815j 0.00253112-0.00158063j 0.000123623-0.00345725j 0.00317876+0.00595148j -0.0038752+0.00487227j 0.0105377-0.00673038j -0.00376669+0.0034419j -0.0109264+0.0057548j -0.000552665-0.0051974j -0.00309018+0.0108236j 0.003327-0.00235109j 0.00159415-0.0011715j 0.000244214+0.000165887j -0.00136425+0.00196071j 0.00700296+0.00187111j 0.00559422-0.00211644j 0.00153532+0.00722999j -0.00706226+0.00824206j 0.00390399-0.0013237j 0.0074528+0.00143147j -0.00499568+0.0017708j -0.000247192-0.00331756j -0.0027443-0.000200846j -0.00483339-0.000739446j -0.00748925-0.00266089j 0.0028342-0.00184888j 0.00753356+0.000134459j -0.00112046-0.000406545j -0.00290704-0.00090745j -0.00198721+0.00363578j 0.00185953-0.00055558j -0.000470087+0.00577847j -0.000901704-0.000496817j -0.00145107+0.00111196j 0.00201705+6.04801e-05j 0.00106445-0.0015337j 0.00412704-0.00115043j -0.00127232+0.000202344j 0.00311773-0.00078889j -0.000174356+0.00284284j 
