0.00478819-0.00936796j -0.00829859-0.00325358j 0.00871443+0.00127094j -0.00232979+0.00825718j -0.00621288+0.000954368j 0.00589591+0.00292359j -0.00134009+0.0112768j 0.00839436+0.00287888j -0.00477838-0.00483798j -0.00428107-0.00065707j 0.00359107+0.0134611j -0.0015264+0.00404725j 0.00397346-0.000385475j 0.000856082+0.00687512j -0.00949655-0.0042271j -0.00296257+0.000129053j 0.00145539-0.00135836j 0.00136494-0.00116288j 0.000832334+0.00522212j -0.00170925-0.00492024j -0.003001-0.00824182j 0.00295052-0.000221983j -0.00754727-0.00826589j -0.00540761+0.000426502j -0.00417004+0.00402737j -0.0075215-0.00271503j -0.0046061-0.00456687j -0.000640864+0.00313661j 0.00409736-0.00131887j -0.000787509-0.000911624j -0.00345114-0.0043538j 0.00133531-0.00147191j -0.00153161+0.000486785j 0.00115236-0.000129628j -0.0021276-0.000118394j 0.00290683+0.00434606j -0.00156881-0.000433944j 0.000619871+0.00070835j -0.00532277-0.000757184j 0.00150306-0.00148123j -0.00190547-0.00141455j 0.00273389-0.00269363j -0.00408644-0.0030597j -0.00196581+0.00401336j -0.00384765+0.00110977j 0.00341525-0.00260661j 0.00125549+0.00135521j -5.16024e-05+0.00109559j -0.000709705+0.00292468j 0.00736731+0.00209317j -0.000515552+0.000213404j 0.00170712+0.00420174j -0.00168758-0.00167569j 0.00241291+0.00217939j -0.00687951-0.00530161j -0.00277686+0.00743943j 0.0039674-0.00119336j -0.00189369-0.00755016j -0.00833423-0.00141934j -0.000241386+0.00677567j -0.0070667+0.0141992j 0.000954232+0.00287161j 0.00534936+0.0017772j -0.00081781+0.0120379j 0.00643608-0.00381146j -0.0046288+0.00406102j 0.00184505-0.0162404j 0.000913553+0.00531543j -0.000865418-0.00518854j -0.0157019-0.00653482j 0.0128122+0.0143379j 0.0045297-0.00745185j -0.0130292+0.0216062j 0.00375898+0.00199249j 0.0069782+0.00747121j 0.00277716+0.00370352j -0.00112918-0.0245563j -0.0113552-0.0180892j 0.0533585+0.00838655j -0.000327996-0.0654774j 0.00792538-0.0219982j 0.0244633+0.0257255j 0.0102172-0.0125008j 0.00287671-0.0156564j -0.0108055-0.00337809j 0.0176928+0.00104557j -0.00499158+0.0125489j -0.0283704-0.0134032j 0.0438009+0.000369696j 0.00807993+0.020841j 0.0825412-0.0149216j 0.0239076+0.0783999j 
-0.00206438+0.0015444j 0.00437715-0.00380733j 0.00143867-0.00100433j 0.0103555-0.00764469j -0.00409133+0.00500653j -0.00932474+0.00715352j 0.00451205-0.0123007j 0.00602975-0.0058475j 0.00514708-0.0118672j -0.00581111+0.0063594j 0.0022148-0.00281716j 0.0108774-0.00226362j -0.00870561-0.00183712j -0.000670703+0.00199179j -0.0123993+0.0119952j 0.000489967-0.00637282j 0.0121314+0.000262162j -0.00308408-0.00171237j -0.00325978-0.00640449j 0.00143228+0.00701435j 0.00126457-0.00563053j -0.00391938+0.0055264j -0.00844135+0.00140037j 0.00539569+0.00878336j 0.00936329+0.00186982j 0.00147724-0.00344158j -0.00621064+0.00474335j -0.00228439+0.000731242j -0.0022183+0.0103957j -0.000962789-0.00219992j -0.00535603+0.00317763j 0.00659043+0.00147964j -0.00282971+0.000448456j -0.0125448+0.00640461j -0.00277854-0.00339927j -0.00392252+0.00114249j 0.00685465-0.00350388j -0.0079813+0.0134278j -0.00418232-0.000773526j -0.0114958+0.00492199j 0.00956815-0.0111424j 0.00427164-0.0060022j 0.0147562-0.00553234j 0.0177895-0.00723887j 0.0152307+0.00230716j -0.0238945-0.00547934j -0.00703516-0.0244526j -0.0136792-0.013576j 0.0100031-0.010516j 0.0152162-0.00721312j -0.00105857+0.00170579j 0.0198724+0.00269374j -0.00797874+0.0109907j 4.86549e-05+0.0142371j -0.00527218+0.0155412j 0.00441014+0.0173723j 0.00116014-0.00408107j 0.00210348-0.012745j -0.0109547+0.00110303j -0.0225695+0.0506804j -0.0215733+0.0144622j -0.00881612+0.0123221j 0.00409134-0.00933516j 0.0473576-0.027621j -0.000109189-0.0111729j -0.00612011+0.0247612j 0.0496526-0.00622495j 0.0473059-0.0292274j 0.0539217-0.0346234j 0.00720234-0.0144406j 0.0238806-0.00432186j -0.00505446-0.0198399j -0.015495+0.0156851j 0.0261547-0.0183426j -0.000326346-0.0215729j 0.0382618-0.031833j 0.000499951+0.0181522j -0.00917498+0.00945477j -0.00659081+0.00460422j -0.00896905-0.00896783j -0.0249836-0.000183633j -0.00439289+0.00926804j 0.0129963+0.0145475j 0.0154058-0.0121549j -0.0122031-0.0279631j -0.0243309+0.0173612j -0.00548567+0.0113169j -0.0476267+0.0313727j 0.00569904-0.00510397j 0.0253627-0.0334383j -0.0120011+0.00386486j 0.0110416+0.00350152j 
-0.00358716-0.00704842j 0.00836569-8.03971e-06j -0.00756426-0.000232824j -0.000929977+0.00469947j 0.00711835+0.0043775j -0.0057179+0.00558943j 0.000374005+0.0118011j -0.00716083-0.00308866j 0.00430451+0.000879768j 0.00736899+0.00212896j -0.000167036+0.0159861j 0.00260566+0.00181598j -0.0058819+0.00246567j -0.00179174+0.00638951j 0.00663449+0.00215731j 0.00365486+0.00193945j 0.00153922-0.00123224j -0.00715823-0.00243373j 0.00172282+0.00586614j 0.000370604-0.00357957j 0.00164344-0.00506431j -0.00477109-0.00222604j 0.00737956-0.00459794j 0.00573555-0.00527305j 0.00192413+0.00232933j 0.00838158-0.00505619j -0.00109539-0.00273541j 0.0023465+0.00425727j 0.00199334-0.0012609j -0.00177493-0.00263427j 0.00140168-0.00283356j -0.00252559-0.00351293j 0.00731779-0.000121705j -0.00599107+0.00260261j 0.0053458+0.000133079j 0.00336708+0.00347839j 0.0068857-0.00375304j -0.000273862+0.00121703j 0.00422037+0.00257321j -0.00163544-0.00207846j 0.000655352-0.00244847j 0.00478296-0.00344082j 0.00164369-0.00426736j 0.00464764+0.00314054j -0.00221508+0.00752285j 0.00271197-0.00276916j -0.00129666+0.00281685j 0.00481133+0.00495288j 0.00187109+0.0033613j -0.00529976-0.00226648j 0.00595995+0.00301745j -0.00300245+0.000632367j 0.003449-0.00112534j 0.00385852+0.00319082j 0.00328547-0.00467272j 0.0105446+0.00274289j -0.00859768+0.0001478j -0.000949682-0.00523221j -0.00452725+0.00785416j 0.00930826+0.0054883j 0.000483249+0.0184156j -0.00469984+0.00414565j 0.0093349-0.0024855j 0.00578991+0.00496264j -0.00538513-0.00836153j -0.00680057+0.00771115j -0.0106363-0.0229148j 0.00495733-0.000613964j 0.00246852-0.00780423j 0.0143547+0.00153788j -0.00279456+0.0101167j -0.00213977-0.0173054j 0.0296677+0.0260667j 0.00684671-0.00313311j 0.00797054+0.0075635j 0.00343952-0.000405405j -0.00383708-0.0325591j 0.00461661-0.0235148j -0.0380311-0.00654085j -0.0306959-0.0915312j -0.0117859-0.0315366j 0.000589749+0.0329003j -0.0185686-0.0325011j -0.0213852-0.0318813j 0.00424496+0.0066507j 0.000330156+0.0109167j 0.00313421+0.0149973j 0.00260297-0.0209553j -0.043405-0.00931474j 0.0187526-0.0155509j -0.0605721-0.0172162j -0.0206959+0.0436784j 
-0.00696823+0.000755379j -0.00429705-0.00802008j 0.00228561+0.00741894j 0.00347214+0.000980501j 0.000571483-0.00670904j 0.00795778+0.00627426j 0.00422343+0.00139039j -0.000741618+0.00619308j -0.00864948-0.00189356j 0.0050952-0.00472278j 0.00700655+0.00618004j -0.00208727-0.00316334j 0.00128552+0.00132353j 0.00986487+0.00362217j 0.0051528-0.0063613j -0.000675178+0.000106906j -0.00570708+0.00175119j -0.00227072+0.000388083j 0.00152414-0.0011751j -0.00342673-0.00373255j -0.00490534-0.00291234j 0.00037967-0.00166582j -0.00575759-0.00360814j 0.000989511-0.00672127j 0.00243588-0.00562604j -0.0104746-0.0128443j 0.00103235-0.00683758j 0.00510207+0.00130158j 0.00188259+0.000387648j -0.00473424-0.00164667j -0.00418005-0.00459533j -0.00321005-0.00201816j 0.00557874-0.0072759j -0.00063092-0.00297069j 0.000916104-0.00296574j 0.00671384+0.00172946j -0.00244826-0.00516989j 0.00891631-0.00275339j 0.00196432-0.00804308j 0.000916056-0.00298798j -0.00349464-0.0038313j -0.00456554+0.00158614j -0.00467062-0.00170089j -0.00478314-0.00284229j -0.00557934-5.92882e-05j 0.000301173+0.00721861j 0.00179601+0.00613555j -0.004273-0.00289512j -0.00542296+0.000709918j 0.00745757+0.00836222j 0.00221449+9.03851e-05j -0.00049546-0.000446024j 0.000879591-0.000971833j 0.00570785-0.000693224j 0.000603582-0.0161148j 0.00900642-0.00274196j -0.0025564+0.00919975j -0.01447-0.00140644j -0.00983378-0.000635413j 0.01186-0.00295585j 0.0188307-0.00660192j 0.0141608+0.0016054j -0.00256915+0.0100442j -0.0147493+0.00530172j 0.0100282+0.00280989j 0.00109921-0.000665532j -0.0194161+0.00443361j -0.0074147+0.001641j -0.0153472+0.00637262j -0.0235184-0.012954j 0.0111005+0.0160654j 0.015263-0.000353142j 0.00349626-0.00841919j -0.00101628+0.00261266j 0.00187164+0.0264279j 0.0167939+0.00275729j -0.0297735-0.00261683j 0.00184122-0.033055j 0.0271786+0.0859533j -0.0297229+0.00785159j 0.00760542+0.0227407j 0.0332258+0.0523931j 0.0220384+0.0325681j -0.00478983-0.0177701j 0.0139937-0.0120073j 0.000172056-0.0215598j -0.0128853+0.0137943j 0.00630051+0.00218432j -0.0276212+0.0257756j -0.0455558-0.00803305j -0.0158255+0.0378422j 0.0549708+0.0177109j 
0.00292716+0.00193418j -0.000921048+0.00309937j -0.00329453-0.00523448j -0.00280348-0.00470587j 0.00141469-0.00117837j 0.00258473-0.00265935j -0.00994695-0.00378557j -0.010975-0.00262611j -0.00613236+0.00646067j 0.00767499+0.00947294j -0.00291208-0.00622572j -0.00194069+0.00364887j 0.0035546-0.0104228j -0.00030889-0.00111715j 0.0125183+0.0078662j 0.000206707+0.0057217j -0.00418085+0.00527363j -0.00499185-0.00401567j -0.00851862-0.0054507j 0.00829366-0.00165337j 0.00425364+0.00224216j -0.00245333-0.000883499j 0.00829726+0.00488286j 0.00970667+0.00931763j 0.00246469+0.00296063j -0.00757164+0.00832834j 0.0161444-0.0015267j 0.000185772+0.00355241j 0.0101032-0.00856463j -0.0128383+8.45405e-05j 0.0081469+0.00143434j -0.00970825-0.000301406j 0.0182855-0.00495367j -0.00308892-0.0048389j 0.00392449+0.00159854j -0.00669535+0.00533282j -0.000849957+0.0111636j 0.0103854+0.000432183j 0.00208599-0.00158084j -0.00276126-0.00406406j -0.00225653+0.0011554j -0.0110124+0.00167502j 0.00745564+0.00566434j 0.00149418+0.00161315j -0.0181119-0.00617307j -0.00389334+0.0073888j 0.00296501-0.0050993j -0.0120976+0.000890585j -0.00893933+0.00515876j 0.00448535-0.0114242j 0.0122789+0.0059582j 0.0127053+0.011145j 0.0122725+0.00214644j 0.0117322+0.00358062j 0.00856881-0.00916167j 0.0310857+0.0146053j -0.0139805+0.00757511j -0.0219395-0.00034324j -0.00735814+0.00897155j 0.035791+0.0113375j 0.02519-0.00375845j 0.0147402-0.0121417j -0.00677276+0.0196628j -0.024298+0.0288794j -0.00942158-0.0051066j 0.0230753-0.00797951j 0.0138141+0.00751245j 0.00179919+0.000782501j -0.0112297-0.00326666j 0.00860748+0.00610762j -0.000652633-0.00994528j -0.0317543-0.0107696j 0.0244601-0.00252423j -0.0171609+0.0182653j 0.0353449-0.00249392j -0.00754417+0.022923j 0.0229554-0.00190527j 0.0170145-0.00126334j -0.00373376-0.0242476j -0.0213048+0.00732609j -0.0408751-0.0139142j -0.0156307-0.026706j 0.0509872+0.0112317j 0.0183338-0.0268621j -0.011851-0.00367244j 0.0146681-0.00588665j 0.0112166-0.00980424j 0.00226932-0.00607328j 0.0164812+0.000497096j -0.0159698+0.00616708j -0.00397161-0.0141955j -0.0112123-0.0040591j 
-0.000728832+0.00626505j 0.00129033-0.00125929j -0.00269246+0.00295295j 0.00248178-0.0055521j 0.00292272+0.00220014j -0.00115452-0.00181772j 0.00248961-0.000722162j -0.00554249-0.000349437j 0.00701838+0.00629611j 0.00792386-0.00385531j 0.00546283-0.00757441j 0.00218763-0.00944821j -0.00241158-0.000772119j 0.0053737-0.0067469j 0.00672854+0.000779644j -0.000571993+0.000606533j 0.00627882+0.000488636j -0.0110254+0.000344782j -0.00172596-0.0053408j -0.00304523-0.00137733j -0.00516878+0.00947123j -0.0113103-0.00130468j -0.00325059+0.0117386j 0.00580469-0.00686053j 0.00826771-0.0081063j -0.00279408-0.00224676j -0.00593688-0.00291171j 0.000177038-0.00433007j 0.00277712+0.01031j -0.000769213-0.00200451j -0.00599666-0.000129603j -0.00679306+0.00319572j -0.005141+0.00177571j -0.00683688-0.00203287j 0.00245665-0.00455195j 0.00864032-0.00511362j -0.00718114-0.00242665j -0.00176387+0.00400328j -0.00947782+0.00291228j -0.0141816-3.34915e-05j -0.0131853+0.00427768j 0.00227583+0.0108057j 0.00135051+0.00180027j 0.00316167-0.00828683j 0.017856+0.0149014j 0.011136+0.00628339j 0.0149406+0.0056076j -0.0027411+0.0121188j -0.0123398+0.00149506j -0.00256018-0.0081982j 0.00991614+0.00468677j -0.00571238+0.000605591j -0.00236021+0.00609296j 0.0262198+0.000105005j 0.0133299+0.00113538j 0.00368219-0.0104884j -0.0256058+0.0227316j 0.00392627+0.0104061j -0.0115311+0.0147758j -0.0131045+0.0182881j -0.0317209-0.0012019j -0.0212456-0.00151751j 0.0224052+0.00400487j 0.00256355-0.0104335j -0.0362341+0.0146644j -0.0313057+0.0192971j 0.00517523+0.000398628j -0.0207688+0.0148367j 0.00425572+0.00997741j -0.0107399+0.0145729j -0.00198643+0.0084308j -0.00738112+0.0211946j 0.00477338-0.00709493j 0.030992-0.0191313j -0.0237172-0.00190298j 0.0127763+0.00517043j 0.0128894+0.00911222j -0.0123304+0.0165716j -0.0104105-0.0143345j -0.00808801+0.0327231j 0.0600878+0.0152647j 0.0261872-0.0158837j -0.000579424-0.00414982j 0.0195295-0.00124194j 0.0108648+0.0037467j 0.0215808+0.0149294j -0.0242845+0.014553j -0.00380332-0.0128843j 0.00661618-0.000474971j 0.000519506-0.00348645j 0.00323518+0.000960178j -0.0013309-0.0178877j 
-0.0011147-5.51513e-05j -0.00134941+0.00593058j 0.00300255-0.00457492j 0.000442098-0.00514207j -0.0024033+0.0044078j 0.00460375-0.00833927j 0.000701651-0.000545551j 0.00121692-0.00615481j -0.00287809-0.00290388j 0.00224959+0.0072316j 0.00247768-0.00328914j -0.00519707+0.00288822j 0.00302625-0.00547163j 0.00179155+0.00554951j 0.00381973+0.00557447j -0.00523004+0.00393136j -0.00324119-0.00713791j -0.00445193+0.00437697j -0.00318569-0.00213116j -0.00251542-0.00241997j -0.00200535+0.00518214j 0.00366714-0.00273068j -0.00466038+0.00339597j -0.00144702+0.0106859j 5.51421e-05+0.000509465j -0.00992675+0.00485117j 0.00750844-0.00014205j 0.00626847-0.00370085j 0.00448906-0.00190037j -0.00396569+0.000139533j 0.00268016-0.00280972j -0.0128866+0.00449101j 0.00822172-0.00323318j -0.008231-0.00642891j 0.0042073-0.00161799j -0.000548766+0.00165046j -0.00210227+0.0034186j 0.00368645+0.00554526j -0.00584059+0.00546696j 0.00455838-0.00714535j -0.00509898-0.00151484j -0.018123+0.0068171j -0.00410909+0.0117128j 0.00307732+0.0021167j -0.00850495-0.0052451j -0.00718263+0.00374345j -0.00886879+0.00892955j -0.0128841+0.00397999j -0.000180146-0.0113558j 0.0201485+0.00196939j -0.0169447+0.0151701j 0.00456047-0.00624588j -0.00138607+0.0133856j 0.00498507-0.0130679j -0.00773136+0.0142439j 0.0030905+0.0155567j -0.00684473-7.78447e-05j -0.00724096+0.00292563j -0.0157096-0.00230178j 0.00296256+0.000451701j -0.0119323+0.0243372j 0.0155269+0.00506671j 0.0115837-0.0107265j -0.0286189+0.0113236j -0.0110244+0.0182944j -0.00583657+0.00923301j -0.0136314-0.00235092j -0.00467108-0.00914849j 0.0406933-0.0260098j 0.0131428+0.00666861j -0.0129707-0.00969427j 0.0271152-0.0037779j 0.0181641+0.00484439j 0.0210603-0.0165609j -0.0224635-0.00653959j -0.00342324+0.0106393j -0.0360117-0.0073226j -0.020694+0.00466056j 0.00964153-0.0340194j 0.000276526-0.016093j 0.0436574-0.0133532j -0.0318913-0.00684265j -0.0201982-0.00940362j 0.00461991+0.00674722j -0.00395761+0.00841091j 0.0145537-0.00558593j 0.0143546+0.0228256j -0.0120982+0.0135001j -0.000498208+0.00168724j 0.00197949-0.00778719j 0.00221555-0.0190007j -0.000874594-0.000869184j 
-0.00410082-0.00180641j 0.00225312+0.0019633j -0.00487958-0.00412329j 0.00362244+0.00516869j 0.00625884+0.0015051j -0.00137625+0.00354643j 0.0103236-0.00126275j -0.00472933-0.00255632j -0.00036856+0.00209628j -0.00247384+0.00816239j 0.00606473+0.00394003j 0.00169888+0.001843j 0.00520147+0.00241938j 0.0105281+0.000583299j 0.00404475+0.00561653j 0.00241876-0.00719584j -0.00564073+0.0164937j 0.00157328-0.0129385j 0.00212465-0.00863262j -0.00314496+0.0104669j -0.00108963+0.00388579j -0.00654368-0.00238197j 0.00133125+0.000272915j 0.00913794+0.00720834j 0.00253134+0.0074617j 0.000254114-0.0098014j -0.00672919+0.00304009j 0.00581098+1.36582e-05j -0.00349235+0.00497993j 0.0055519-0.00705727j -0.0168823+0.00188105j -0.000743793-0.00547228j -0.00754717-0.00472196j -0.0109007-0.00220413j -0.00403689-0.00513712j 0.00768696-0.00889415j 0.000321265-0.00501133j 0.00471794-0.00696547j 0.00437185-0.0116434j -0.0119565-0.00712465j -0.0104086-0.00801284j -0.00173334-0.00586897j 0.00444725+0.00924826j -0.00305911+0.0108307j 0.0142773+0.0229997j 0.00322427+0.00375915j 0.0179147+0.0326269j -0.000169137-0.00442113j -0.014803+0.00304752j 0.012358+0.0181013j -0.0102466+0.00555532j -0.0200558-0.00673314j -0.00780843+0.00965236j -0.00940631-0.00157129j 0.0221377-0.00714934j 0.0139287+0.00725864j -0.0204862-0.0108105j 0.0079125-0.0105303j 0.00711726-0.0165444j -0.0339529+0.00556071j 0.0135908-0.0131264j 0.00764355+0.0137073j -0.0105034+0.00947995j 0.00851098-0.00993884j 0.0462916-0.0165677j 0.00704993+0.000711275j 0.0170034-0.000212637j -0.0350266+0.0125516j -0.034815+0.023123j 0.0198048-0.000984458j -0.0112345-0.00457135j 0.012647-0.00794599j 0.022498+0.0060676j -0.0393-0.012477j -0.0024458-0.0223838j 0.032443-0.0206602j -0.0117489-0.00726999j -0.0131134-0.00881768j -0.0033009-0.0251455j -0.028116-0.0064582j 0.00904905+0.00931187j -0.000139583+0.0123766j -0.00277831+0.00815189j 0.0397979+0.00367471j 0.00475915-0.000886244j -0.00684307+0.0220189j -0.01137-0.022633j 0.00793558-0.00921949j -0.00369438+0.00416688j 0.000459799-0.00577678j -0.00709881+0.000425265j 0.00129732+0.00378014j 
0.000132796+0.00404297j 0.000152432+0.00155658j -0.00383538-0.00281204j -0.00994543-0.00194034j 0.00888444+0.00694651j -0.00030688+0.00584901j -0.00347395-0.00274481j -0.00736896-0.0105512j -0.000340785+0.0098567j 0.00818673-0.0025367j -0.00238909-0.0067721j -0.00720793-0.0054604j -0.00229976+0.00638462j 0.00152641-0.00201125j 0.00650514+0.00120186j -0.00616821+0.00359564j -0.00460507+0.00239021j -0.0110712+0.00956193j 0.00172099-0.00518081j -0.000515217-0.00481085j 0.0047082+0.00598112j -0.00509917-0.0039522j 0.010264+0.000784691j 0.0103921-0.0123939j -0.00328738-0.00243038j 0.00996459+0.00325672j -0.0102429-0.00172226j 0.00118613-0.00887226j 0.0139576-0.00665895j 0.00425742-0.000878987j -0.0057401-0.00329864j 0.00181466+0.00314301j 0.00603917-0.00211932j -0.0174793+0.0105812j 0.00125218-0.00320896j 0.00978274-0.00590716j -0.00107449-0.0117824j -0.00168564+2.81508e-05j 0.00489135-4.20083e-05j -0.00202699+0.000857495j -0.00574157-0.00553135j 0.0102013+0.00587239j 0.00317629-0.00163897j 0.00139027-0.000884984j 0.00171852+0.0043673j -0.00108488+0.0167774j 0.00899071+0.024906j 0.0216685+0.0218486j 0.00333523+0.000646576j -0.00755716-0.00938205j 0.0178542+0.0176735j -0.00828683-0.00271003j 0.0202899+0.00419373j 0.00335739+0.00500694j -0.00325545-0.00693478j -0.00306742-0.00402059j -0.00218239+0.0238609j -0.00722783+0.0108507j 0.00677702+0.01611j 0.0127868+0.00283372j -0.00992948-0.005043j 0.0176519+0.00738604j 0.0146763+0.00373835j -0.0125472+0.000987584j 0.0511896-0.00341285j 0.0174846-0.0159284j -0.0158259+0.00984456j 0.0375755-0.016024j 0.0304996-0.0113951j 0.0135476-0.0115642j -0.0123727-0.0137156j 0.031193+0.00490094j -0.0299494-0.00165077j 0.00650908-0.00985641j 0.00277174-0.0246549j 0.00224215+0.00642094j -0.00953333-0.000513504j -0.00205979+0.00385293j -0.0363474-0.014775j 0.00890715+0.0303304j 0.0268648-0.0241802j 0.00268334+0.0139556j 0.0228594+0.00201608j -0.0145664+0.00197262j -0.0130014+0.00323501j 0.00748811-0.016416j -0.0050247-0.00476318j 0.00508897+0.0182939j -0.0129425-0.00486093j 0.000452466-0.00669679j 0.00444328-0.000183637j -0.00577104-0.00477012j 
-0.00128281+0.00901351j -0.00523619-0.00842087j -0.00151965-0.00127183j -0.00406456+0.000886266j 0.00490105-0.00712422j 0.00176319-0.000364439j 0.00496597-0.0144194j -0.00405573+0.00785959j 0.00256094-0.0104125j -0.00217857-0.00518484j 0.00844955-0.0116521j -0.00491127-0.00166007j 0.0127136-0.00797701j 0.00276404-0.0133336j 0.002513-0.00355914j -0.000240935-0.00305143j -0.00771105+0.00740754j -0.00172094-0.00233091j 0.014849-0.016621j -0.000991101+0.00666395j -0.00248422+0.0046344j -0.000414062+0.0107625j 0.0103612+0.00635895j -0.0128588+0.00582305j -0.00631049+0.00593481j 0.00227195+0.0171242j -0.000724401+0.00917558j -0.000599469-0.00308095j -0.0088059+0.00108282j 0.00216845+0.00934543j 0.00737595-0.00117491j -0.017336+0.0167741j 0.00881542+0.00139337j 0.00191348-0.00473188j 0.0133541-0.00321955j 0.0030186-0.00820105j -0.0110134+0.0040601j -0.0117951+0.0058432j 0.00252171-0.00198225j 0.0140433-0.00105751j 0.00451047+0.0141295j -0.0100248+0.0051883j -0.00930501+0.00725647j -0.00916389+0.00622744j 0.0217622-0.010574j 0.0154987-0.0136938j 0.028111+0.000587775j 0.0117462+0.00253874j 0.00696247-0.000477587j -0.00231368+0.000365872j 0.00422202-0.00883686j -0.019833+0.0207302j 0.00311087+0.00217693j -0.0124595+0.00804774j -0.0305749+0.0193157j -0.0254955+0.0176945j 0.00900089+0.0086243j -0.00234449-0.00220235j 0.0167782+0.0171669j -0.0342692+0.0218867j 0.0247004+0.0118539j 0.0194346+0.0203866j -0.00313441-0.0188089j -0.0142875+0.023081j 0.00780503+0.00315448j -0.0450895+0.029172j -0.0368842+0.0444322j -0.00388453-0.00136722j -0.00123128+0.00973877j -0.00989913+0.00474391j -0.0202628-0.015836j -0.0116066-0.0282966j 0.00309558-0.00618374j 0.0212059-0.0080193j -0.00015149-0.00936107j -0.00182662-0.017063j 0.0175599+0.0155069j -0.0213312-0.0127515j 0.00996434+0.00723221j 0.0152161+0.0134893j -0.00110893-0.020697j 0.0128579-0.0159022j -0.0276677+0.0157439j 0.0118077-0.00239807j -0.00203737-0.0310563j 0.00662205+0.00937571j -0.00731414+0.017039j 0.0122416-0.00921369j -0.00849192+0.00787631j -0.0117423-0.0170247j 0.00200513+0.00100055j 0.00203812-0.00890745j 
0.00206654+0.00145518j 0.00665558+0.00280683j -0.00267263+0.00396103j 0.00744954+0.00418272j 0.00120802-0.0017696j -0.0086039+0.00288809j 0.00767114+0.00210381j 0.000777571+0.00704416j 0.00657897+0.00889776j -0.00366703-0.00632754j 0.00660161-0.00138061j 0.00604517-0.000718806j -0.00980474+0.00452395j -0.00314648+0.00188789j -0.00239569-0.0145798j 0.00401264-0.00696122j -0.0043631+0.0131674j 0.00468741-0.0116045j -0.00159011+0.00833828j -0.00214417-0.00329536j -0.00246644+0.00155326j -0.00828505+0.000697443j -0.00585839+0.000600379j -1.06078e-05+0.00358648j 0.0108738+0.0019135j 0.00735644-0.00148305j -0.0133148-0.00620646j 0.00869075-0.00635224j -0.00434781+0.00137962j -0.00138996-0.00607297j -0.00650455+0.00132926j 0.0098552+0.00148498j -0.0244424+0.00488539j 0.00689276-0.00634391j -0.0134363+0.00399517j -0.00470746-0.000724527j -0.0120877+0.0017363j -0.00886092-0.00183657j -0.00613937+0.00103958j -0.0108597-0.000478155j -0.0133868+0.010585j 0.00353394-0.000149662j -0.00516093+0.00867689j 0.0119246+0.0110348j -0.00313375-0.00210943j -0.00225358-0.0058764j 0.0186559-0.00809384j -0.00963929+0.000611704j 0.00329957+0.00930676j 0.00771657+0.00990215j 0.0109397+0.0058743j -0.00760626-0.000828238j -0.00334155+0.00466577j 0.0109072+0.00834168j -0.00332964+0.00692236j -0.0219235-0.00266045j 0.00924211-0.00496498j 0.00431652-0.00736414j 0.0057439-0.016709j -0.00842792-0.00502119j -0.00661977+0.0021042j 0.00992207+0.0018098j -0.014035+0.0082872j -0.0180365+0.0279439j 0.0123598+0.00145318j 0.0301355-0.0104445j -0.00775273+0.00808132j 0.0123464+0.00728297j 0.0147753-0.00582165j 0.0122026+0.0187456j 0.00940852+0.0196282j 0.0234572+0.0188098j 0.0587233+0.0316059j -0.000164836+0.02823j 0.00515224+0.0200934j -0.00143702+0.00917125j 0.00364442+0.000953236j -0.0100237+0.0386j 0.00407292+0.0149433j 0.0185432-0.0083072j -0.00937438-0.00222555j 0.0171813-0.00501259j -0.00609263+0.0147449j -0.00207835-0.00229665j 0.0224406-0.0125788j -0.00775676-0.00549981j 0.00694488+0.0089507j 0.0134319-0.0014451j 0.0241628-0.00135326j 0.00566064+0.0166524j -0.0117361-0.0068984j -0.00098194+0.00592756j 
